,FHB US Equity,FHB US Equity,FHB US Equity,FHB US Equity,FHB US Equity
2023-08-03,19.5686,19.7032,19.3474,19.5205,666363.0
2023-08-04,19.4436,19.8859,19.3474,19.5397,448111.0
2023-08-05,19.4436,19.8859,19.3474,19.5397,448111.0
2023-08-06,19.4436,19.8859,19.3474,19.5397,448111.0
2023-08-07,19.5205,19.7801,19.4484,19.7417,396700.0
2023-08-08,19.3474,19.6071,18.7897,19.5974,661514.0
2023-08-09,19.4532,19.5638,19.2197,19.4917,442989.0
2023-08-10,19.5397,19.91,19.5109,19.6455,536994.0
2023-08-11,19.5109,19.8475,19.2897,19.357,685180.0
2023-08-12,19.5109,19.8475,19.2897,19.357,685180.0
2023-08-13,19.5109,19.8475,19.2897,19.357,685180.0
2023-08-14,19.232,19.232,18.8089,18.8859,496394.0
2023-08-15,18.607,18.6166,17.8089,17.9243,928265.0
2023-08-16,17.8762,18.1935,17.7896,17.8666,839077.0
2023-08-17,18.03,18.7416,18.0204,18.7128,1184363.0
2023-08-18,18.5179,18.9857,18.4009,18.7323,713216.0
2023-08-19,18.5179,18.9857,18.4009,18.7323,713216.0
2023-08-20,18.5179,18.9857,18.4009,18.7323,713216.0
2023-08-21,18.6738,18.9077,18.3327,18.4399,1057656.0
2023-08-22,18.3717,18.6543,18.0208,18.1377,722255.0
2023-08-23,18.1183,18.5276,18.011,18.3814,649680.0
2023-08-24,18.3132,18.664,18.3034,18.3522,685551.0
2023-08-25,18.4204,18.5763,17.9428,18.206,574979.0
2023-08-26,18.4204,18.5763,17.9428,18.206,574979.0
2023-08-27,18.4204,18.5763,17.9428,18.206,574979.0
2023-08-28,18.3717,18.7225,18.3619,18.4496,619948.0
2023-08-29,18.5081,18.8687,18.3424,18.6933,433974.0
2023-08-30,18.6835,18.703,18.3327,18.5276,494874.0
2023-08-31,18.5568,18.664,18.3522,18.4301,625321.0
2023-09-01,18.6348,18.9759,18.5861,18.82,511721.0
2023-09-02,18.6348,18.9759,18.5861,18.82,511721.0
2023-09-03,18.6348,18.9759,18.5861,18.82,511721.0
2023-09-04,18.6348,18.9759,18.5861,18.82,511721.0
2023-09-05,18.6738,18.6738,18.3522,18.3911,566790.0
2023-09-06,18.2937,18.4009,17.7771,17.8259,610824.0
2023-09-07,17.7576,17.9818,17.5773,17.6212,1244993.0
2023-09-08,17.7187,18.0305,17.5237,17.8356,741287.0
2023-09-09,17.7187,18.0305,17.5237,17.8356,741287.0
2023-09-10,17.7187,18.0305,17.5237,17.8356,741287.0
2023-09-11,17.8746,18.0354,17.475,17.5042,736636.0
2023-09-12,17.5822,17.6602,17.3239,17.3873,992709.0
2023-09-13,17.4653,17.4945,16.9682,17.1241,1037050.0
2023-09-14,17.3191,17.4458,17.1534,17.3386,1065227.0
2023-09-15,17.3386,17.8064,17.1631,17.7966,3582543.0
2023-09-16,17.3386,17.8064,17.1631,17.7966,3582543.0
2023-09-17,17.3386,17.8064,17.1631,17.7966,3582543.0
2023-09-18,17.7966,18.0582,17.6602,17.8551,943713.0
2023-09-19,17.9136,18.0793,17.7869,17.9818,1117202.0
2023-09-20,18.0988,18.1865,17.8454,17.9233,907678.0
2023-09-21,17.7869,17.9623,17.6017,17.8649,973979.0
2023-09-22,17.9136,18.0013,17.6797,17.7284,995513.0
2023-09-23,17.9136,18.0013,17.6797,17.7284,995513.0
2023-09-24,17.9136,18.0013,17.6797,17.7284,995513.0
2023-09-25,17.6309,17.8356,17.6309,17.7576,593634.0
2023-09-26,17.553,17.7187,17.3483,17.5042,1360766.0
2023-09-27,17.6407,17.7382,17.436,17.6212,881206.0
2023-09-28,17.553,17.7528,17.3922,17.4068,1018191.0
2023-09-29,17.592,17.7576,17.5189,17.592,1024092.0
2023-09-30,17.592,17.7576,17.5189,17.592,1024092.0
2023-10-01,17.592,17.7576,17.5189,17.592,1024092.0
2023-10-02,17.592,17.6407,17.0956,17.1826,841329.0
2023-10-03,17.1534,17.1534,16.8707,17.0754,531619.0
2023-10-04,16.9487,17.1729,16.8025,16.939,645524.0
2023-10-05,16.939,17.2801,16.8805,17.2119,625958.0
2023-10-06,17.0559,17.6602,16.9,17.475,987646.0
2023-10-07,17.0559,17.6602,16.9,17.475,987646.0
2023-10-08,17.0559,17.6602,16.9,17.475,987646.0
2023-10-09,17.3678,17.6212,17.2411,17.5627,722101.0
2023-10-10,17.6894,17.9916,17.6397,17.8064,498185.0
2023-10-11,17.8064,18.0695,17.6699,17.8259,432924.0
2023-10-12,17.8649,17.8649,17.475,17.6212,607343.0
2023-10-13,17.8064,17.8064,17.3678,17.4653,896884.0
2023-10-14,17.8064,17.8064,17.3678,17.4653,896884.0
2023-10-15,17.8064,17.8064,17.3678,17.4653,896884.0
2023-10-16,17.5627,18.0403,17.553,18.0208,906912.0
2023-10-17,17.8356,18.5081,17.8356,18.1183,931356.0
2023-10-18,18.0403,18.0403,17.5432,17.6504,581411.0
2023-10-19,17.6894,18.0549,17.4653,17.4847,523796.0
2023-10-20,17.4945,17.4945,16.822,16.822,822242.0
2023-10-21,17.4945,17.4945,16.822,16.822,822242.0
2023-10-22,17.4945,17.4945,16.822,16.822,822242.0
2023-10-23,16.783,17.2703,16.783,17.1046,1051173.0
2023-10-24,17.1534,17.3288,16.744,17.0754,919920.0
2023-10-25,16.939,17.3093,16.8902,17.2313,1097511.0
2023-10-26,17.2703,17.7771,17.2703,17.6699,1417727.0
2023-10-27,17.7187,18.3619,17.0267,17.358,1171138.0
2023-10-28,17.7187,18.3619,17.0267,17.358,1171138.0
2023-10-29,17.7187,18.3619,17.0267,17.358,1171138.0
2023-10-30,17.6992,17.782,17.1924,17.5432,904790.0
2023-10-31,17.5335,17.6972,17.3044,17.475,818344.0
2023-11-01,17.4555,17.6212,17.2606,17.5432,857208.0
2023-11-02,17.7089,18.4204,17.7089,18.4009,772299.0
2023-11-03,18.5568,19.1708,18.5568,18.7225,833987.0
2023-11-04,18.5568,19.1708,18.5568,18.7225,833987.0
2023-11-05,18.5568,19.1708,18.5568,18.7225,833987.0
2023-11-06,18.7128,18.742,18.3473,18.3522,977917.0
2023-11-07,18.3522,18.3522,17.8551,17.8649,905259.0
2023-11-08,17.8746,17.8746,17.6115,17.7284,950459.0
2023-11-09,17.7674,17.7966,17.4945,17.6504,905334.0
2023-11-10,17.7089,17.9916,17.5237,17.7576,565517.0
2023-11-11,17.7089,17.9916,17.5237,17.7576,565517.0
2023-11-12,17.7089,17.9916,17.5237,17.7576,565517.0
2023-11-13,17.7187,17.8941,17.5042,17.6504,671015.0
2023-11-14,18.2839,19.3073,18.1085,18.9857,1156447.0
2023-11-15,18.9272,19.2683,18.5568,18.898,863719.0
2023-11-16,18.9759,19.0198,18.5763,18.9662,784758.0
2023-11-17,19.1736,19.3514,19.065,19.1835,607096.0
2023-11-18,19.1736,19.3514,19.065,19.1835,607096.0
2023-11-19,19.1736,19.3514,19.065,19.1835,607096.0
2023-11-20,19.1637,19.3317,18.9267,19.2527,843011.0
2023-11-21,19.223,19.223,18.9464,18.9859,658678.0
2023-11-22,19.1242,19.1736,18.7637,18.8674,639678.0
2023-11-23,19.1242,19.1736,18.7637,18.8674,639678.0
2023-11-24,18.9464,19.0452,18.7291,18.8674,231403.0
2023-11-25,18.9464,19.0452,18.7291,18.8674,231403.0
2023-11-26,18.9464,19.0452,18.7291,18.8674,231403.0
2023-11-27,18.7489,18.9662,18.5414,18.9069,689970.0
2023-11-28,18.9365,18.9859,18.66,18.9859,560543.0
2023-11-29,19.0946,19.628,18.6205,19.4403,1052491.0
2023-11-30,19.4897,19.7268,19.2922,19.4107,777232.0
2023-12-01,19.4008,20.2504,19.1934,20.1812,1008134.0
2023-12-02,19.4008,20.2504,19.1934,20.1812,1008134.0
2023-12-03,19.4008,20.2504,19.1934,20.1812,1008134.0
2023-12-04,19.9836,20.5714,19.9836,20.4282,843273.0
2023-12-05,20.3195,20.3393,19.9451,20.0627,655278.0
2023-12-06,20.28,20.6751,20.0824,20.1713,740681.0
2023-12-07,20.2405,20.6257,20.1614,20.6257,851484.0
2023-12-08,20.6554,20.9813,20.4776,20.7838,664627.0
2023-12-09,20.6554,20.9813,20.4776,20.7838,664627.0
2023-12-10,20.6554,20.9813,20.4776,20.7838,664627.0
2023-12-11,20.7245,20.927,20.6899,20.8233,747923.0
2023-12-12,20.7937,21.011,20.5763,20.9122,742828.0
2023-12-13,20.9912,21.9198,20.8529,21.6037,1269009.0
2023-12-14,22.3248,22.7792,21.9296,22.5322,1260189.0
2023-12-15,22.5322,22.6409,22.2062,22.3248,3026431.0
2023-12-16,22.5322,22.6409,22.2062,22.3248,3026431.0
2023-12-17,22.5322,22.6409,22.2062,22.3248,3026431.0
2023-12-18,22.4828,22.6211,22.1124,22.4532,875409.0
2023-12-19,22.4433,22.8977,22.2359,22.7495,795465.0
2023-12-20,22.6112,22.9372,22.0976,22.0976,848874.0
2023-12-21,22.3248,22.5421,22.0581,22.3939,566087.0
2023-12-22,22.5223,22.7792,22.3149,22.4433,443539.0
2023-12-23,22.5223,22.7792,22.3149,22.4433,443539.0
2023-12-24,22.5223,22.7792,22.3149,22.4433,443539.0
2023-12-25,22.5223,22.7792,22.3149,22.4433,443539.0
2023-12-26,22.4433,22.8582,22.4038,22.7693,561040.0
2023-12-27,22.7495,22.794,22.5322,22.6804,360182.0
2023-12-28,22.5717,22.8582,22.5322,22.8582,453272.0
2023-12-29,22.7693,22.8977,22.5619,22.5816,840068.0
2023-12-30,22.7693,22.8977,22.5619,22.5816,840068.0
2023-12-31,22.7693,22.8977,22.5619,22.5816,840068.0
2024-01-01,22.7693,22.8977,22.5619,22.5816,840068.0
2024-01-02,22.3347,22.8384,22.2655,22.4532,817427.0
2024-01-03,22.1568,22.1865,21.821,21.8506,638226.0
2024-01-04,21.7123,22.3149,21.7123,22.0087,1025257.0
2024-01-05,21.5049,22.1272,21.5049,21.8309,2157090.0
2024-01-06,21.5049,22.1272,21.5049,21.8309,2157090.0
2024-01-07,21.5049,22.1272,21.5049,21.8309,2157090.0
2024-01-08,21.8407,21.9889,21.6333,21.9494,919254.0
2024-01-09,21.7321,21.8111,21.6135,21.6728,517679.0
2024-01-10,21.5049,21.6975,21.4456,21.6531,405988.0
2024-01-11,21.416,21.5444,21.1394,21.4851,640349.0
2024-01-12,21.6135,21.6926,21.2085,21.3073,410141.0
2024-01-13,21.6135,21.6926,21.2085,21.3073,410141.0
2024-01-14,21.6135,21.6926,21.2085,21.3073,410141.0
2024-01-15,21.6135,21.6926,21.2085,21.3073,410141.0
2024-01-16,21.0505,21.2036,20.8826,20.9122,428021.0
2024-01-17,20.5961,21.0505,20.4479,20.8134,445888.0
2024-01-18,20.9319,21.1295,20.8332,21.0801,666074.0
2024-01-19,21.1789,21.4456,20.9221,21.4259,573924.0
2024-01-20,21.1789,21.4456,20.9221,21.4259,573924.0
2024-01-21,21.1789,21.4456,20.9221,21.4259,573924.0
2024-01-22,21.7024,21.979,21.5246,21.8901,665168.0
2024-01-23,21.9198,22.0284,21.3765,21.3863,831492.0
2024-01-24,21.4456,21.8309,21.3962,21.5839,1052162.0
2024-01-25,21.7123,21.8398,21.1838,21.3468,1176575.0
2024-01-26,21.1098,22.4236,21.1098,22.0186,908270.0
2024-01-27,21.1098,22.4236,21.1098,22.0186,908270.0
2024-01-28,21.1098,22.4236,21.1098,22.0186,908270.0
2024-01-29,22.2458,22.4927,21.9988,22.4828,720631.0
2024-01-30,22.4236,22.6557,22.4137,22.4927,628835.0
2024-01-31,21.9395,22.1667,21.337,21.4259,1742283.0
2024-02-01,21.6037,21.6926,20.5072,21.0702,948393.0
2024-02-02,20.6455,21.1295,20.5171,21.0307,837105.0
2024-02-03,20.6455,21.1295,20.5171,21.0307,837105.0
2024-02-04,20.6455,21.1295,20.5171,21.0307,837105.0
2024-02-05,20.7937,20.9319,20.4479,20.764,599433.0
2024-02-06,20.6949,20.9418,20.448,20.6455,652587.0
2024-02-07,20.6257,21.006,20.2997,20.685,671506.0
2024-02-08,20.606,20.8332,20.5022,20.6949,408107.0
2024-02-09,20.7443,21.0653,20.5269,20.9517,604714.0
2024-02-10,20.7443,21.0653,20.5269,20.9517,604714.0
2024-02-11,20.7443,21.0653,20.5269,20.9517,604714.0
2024-02-12,20.9813,21.4999,20.9616,21.3073,500360.0
2024-02-13,20.6158,20.848,20.3689,20.7146,879022.0
2024-02-14,20.9319,21.09,20.685,21.09,785965.0
2024-02-15,21.19,21.815,21.19,21.71,688327.0
2024-02-16,21.54,21.895,21.38,21.63,659816.0
2024-02-17,21.54,21.895,21.38,21.63,659816.0
2024-02-18,21.54,21.895,21.38,21.63,659816.0
2024-02-19,21.54,21.895,21.38,21.63,659816.0
2024-02-20,21.42,21.63,21.35,21.41,760226.0
2024-02-21,21.33,21.48,21.1899,21.43,481677.0
2024-02-22,21.33,21.49,21.095,21.17,451018.0
2024-02-23,21.24,21.42,20.97,21.16,415691.0
2024-02-24,21.24,21.42,20.97,21.16,415691.0
2024-02-25,21.24,21.42,20.97,21.16,415691.0
2024-02-26,21.1,21.31,20.87,20.88,572694.0
2024-02-27,20.92,21.16,20.815,20.98,457736.0
2024-02-28,20.86,20.98,20.79,20.8,509846.0
2024-02-29,21.13,21.29,20.85,20.96,707703.0
2024-03-01,20.83,20.9599,20.37,20.81,571564.0
2024-03-02,20.83,20.9599,20.37,20.81,571564.0
2024-03-03,20.83,20.9599,20.37,20.81,571564.0
2024-03-04,20.82,21.1304,20.635,20.76,707253.0
2024-03-05,20.71,21.6,20.571,21.42,822767.0
2024-03-06,21.38,21.7183,20.9401,21.3,657368.0
2024-03-07,21.44,21.59,21.24,21.265,388365.0
2024-03-08,21.46,21.65,21.35,21.44,475783.0
2024-03-09,21.46,21.65,21.35,21.44,475783.0
2024-03-10,21.46,21.65,21.35,21.44,475783.0
2024-03-11,21.46,21.55,21.3,21.39,463426.0
2024-03-12,21.29,21.425,21.05,21.26,600388.0
2024-03-13,21.29,21.54,21.14,21.26,416997.0
2024-03-14,21.25,21.25,20.815,20.93,940858.0
2024-03-15,20.87,21.26,20.825,21.04,1642827.0
2024-03-16,20.87,21.26,20.825,21.04,1642827.0
2024-03-17,20.87,21.26,20.825,21.04,1642827.0
2024-03-18,21.02,21.225,20.82,20.95,691045.0
2024-03-19,20.96,21.23,20.96,21.05,531020.0
2024-03-20,21.03,21.755,20.985,21.65,473121.0
2024-03-21,21.74,22.03,21.68,21.75,633818.0
2024-03-22,21.87,21.87,21.225,21.28,378969.0
2024-03-23,21.87,21.87,21.225,21.28,378969.0
2024-03-24,21.87,21.87,21.225,21.28,378969.0
2024-03-25,21.36,21.56,21.255,21.32,389912.0
2024-03-26,21.46,21.525,21.11,21.28,415365.0
2024-03-27,21.37,21.75,21.37,21.73,1118771.0
2024-03-28,21.69,22.08,21.55,21.96,901764.0
2024-03-29,21.69,22.08,21.55,21.96,901764.0
2024-03-30,21.69,22.08,21.55,21.96,901764.0
2024-03-31,21.69,22.08,21.55,21.96,901764.0
2024-04-01,22.19,22.19,21.44,21.51,574503.0
2024-04-02,21.32,21.34,21.02,21.18,656330.0
2024-04-03,21.06,21.33,21.06,21.25,649750.0
2024-04-04,21.54,21.87,21.245,21.31,723492.0
2024-04-05,21.18,21.535,21.1,21.2,471013.0
2024-04-06,21.18,21.535,21.1,21.2,471013.0
2024-04-07,21.18,21.535,21.1,21.2,471013.0
2024-04-08,21.42,21.74,21.375,21.71,478243.0
