,ITW US Equity,ITW US Equity,ITW US Equity,ITW US Equity,ITW US Equity
2020-03-04,155.4962,160.8407,154.3141,160.6958,1722913.0
2020-03-05,155.4057,156.9637,151.0395,151.9182,2368664.0
2020-03-06,147.389,151.121,145.7313,148.6572,2952978.0
2020-03-07,147.389,151.121,145.7313,148.6572,2952978.0
2020-03-08,147.389,151.121,145.7313,148.6572,2952978.0
2020-03-09,137.3795,143.4577,135.8758,139.9702,3172304.0
2020-03-10,144.9704,149.5358,140.2782,149.1191,1957842.0
2020-03-11,144.1914,147.3165,141.8362,143.512,2290178.0
2020-03-12,134.0641,137.4882,126.3554,126.9895,3807936.0
2020-03-13,133.1764,141.7184,129.8067,141.7184,2994227.0
2020-03-14,133.1764,141.7184,129.8067,141.7184,2994227.0
2020-03-15,133.1764,141.7184,129.8067,141.7184,2994227.0
2020-03-16,126.1561,149.7351,126.1561,135.1692,3752345.0
2020-03-17,137.7418,144.8979,135.595,144.4813,2965636.0
2020-03-18,135.1058,138.7835,121.9078,128.4117,3671526.0
2020-03-19,126.9714,127.4424,119.0091,123.493,2662694.0
2020-03-20,125.7938,125.7938,112.2243,113.9364,2794188.0
2020-03-21,125.7938,125.7938,112.2243,113.9364,2794188.0
2020-03-22,125.7938,125.7938,112.2243,113.9364,2794188.0
2020-03-23,110.621,113.574,105.0229,106.9705,2777145.0
2020-03-24,111.0286,125.7485,110.7659,124.734,3077718.0
2020-03-25,125.051,135.7852,124.6434,130.015,3272401.0
2020-03-26,133.6837,137.4882,129.4252,136.3196,2097917.0
2020-03-27,129.2813,134.5351,126.0474,129.8067,1818253.0
2020-03-28,129.2813,134.5351,126.0474,129.8067,1818253.0
2020-03-29,129.2813,134.5351,126.0474,129.8067,1818253.0
2020-03-30,129.4234,132.6633,126.3112,129.9162,2262805.0
2020-03-31,127.8171,132.7272,126.7219,129.7063,3034520.0
2020-04-01,123.555,125.791,121.5928,125.2799,1962773.0
2020-04-02,124.9605,130.0349,123.984,129.2317,1428766.0
2020-04-03,129.4599,131.4221,125.613,128.1457,1503527.0
2020-04-04,129.4599,131.4221,125.613,128.1457,1503527.0
2020-04-05,129.4599,131.4221,125.613,128.1457,1503527.0
2020-04-06,134.8628,138.9469,133.205,137.8472,2138261.0
2020-04-07,142.8211,143.8707,137.8745,138.9697,1992706.0
2020-04-08,140.4482,145.9059,139.0701,144.9294,1363062.0
2020-04-09,146.6086,149.9033,144.4365,145.3674,1752255.0
2020-04-10,146.6086,149.9033,144.4365,145.3674,1752255.0
2020-04-11,146.6086,149.9033,144.4365,145.3674,1752255.0
2020-04-12,146.6086,149.9033,144.4365,145.3674,1752255.0
2020-04-13,144.2722,144.2722,137.0897,138.6594,1610995.0
2020-04-14,142.1366,143.2775,140.3055,142.4287,1889791.0
2020-04-15,138.5499,139.7181,135.3191,139.3622,1394956.0
2020-04-16,138.413,140.2931,135.4423,139.928,1442199.0
2020-04-17,143.9711,146.1477,142.0362,144.7286,1284789.0
2020-04-18,143.9711,146.1477,142.0362,144.7286,1284789.0
2020-04-19,143.9711,146.1477,142.0362,144.7286,1284789.0
2020-04-20,142.0271,143.0858,139.8002,141.6529,1186169.0
2020-04-21,137.1353,139.7364,136.3778,138.5134,1300406.0
2020-04-22,142.0271,143.1223,139.4352,141.9541,1342363.0
2020-04-23,142.812,146.7455,140.6581,141.5708,1378765.0
2020-04-24,142.739,144.5734,139.5812,144.4091,1331938.0
2020-04-25,142.739,144.5734,139.5812,144.4091,1331938.0
2020-04-26,142.739,144.5734,139.5812,144.4091,1331938.0
2020-04-27,145.4039,150.7064,144.7103,148.9724,1495397.0
2020-04-28,152.048,155.3792,151.1628,151.9385,1185818.0
2020-04-29,155.5161,155.9725,152.0937,152.8786,934003.0
2020-04-30,149.9672,150.7612,147.3479,148.3062,2374367.0
2020-05-01,146.2344,146.2344,144.2449,145.5226,1946908.0
2020-05-02,146.2344,146.2344,144.2449,145.5226,1946908.0
2020-05-03,146.2344,146.2344,144.2449,145.5226,1946908.0
2020-05-04,144.1992,145.4952,141.6803,144.5095,1733642.0
2020-05-05,139.5995,148.3929,138.9697,145.7416,2225349.0
2020-05-06,146.4535,147.9406,143.0584,144.9111,1316001.0
2020-05-07,146.7182,147.8042,142.6021,143.2409,1324769.0
2020-05-08,145.5043,147.503,145.121,146.9463,829932.0
2020-05-09,145.5043,147.503,145.121,146.9463,829932.0
2020-05-10,145.5043,147.503,145.121,146.9463,829932.0
2020-05-11,145.3583,149.2827,144.6191,147.7495,1092814.0
2020-05-12,148.1419,148.4887,140.9684,141.1966,1416588.0
2020-05-13,140.576,142.237,137.7011,139.1705,1324598.0
2020-05-14,137.2448,141.4248,135.675,141.3244,1726165.0
2020-05-15,140.3935,142.5747,139.9371,142.0819,2081070.0
2020-05-16,140.3935,142.5747,139.9371,142.0819,2081070.0
2020-05-17,140.3935,142.5747,139.9371,142.0819,2081070.0
2020-05-18,148.297,151.2814,147.2566,150.3231,1437619.0
2020-05-19,149.5474,151.0259,147.1745,147.211,1151851.0
2020-05-20,149.2188,151.9477,149.2188,150.5878,1027907.0
2020-05-21,149.374,151.2267,149.1549,149.7664,1009329.0
2020-05-22,149.9216,150.0037,148.5526,149.447,735365.0
2020-05-23,149.9216,150.0037,148.5526,149.447,735365.0
2020-05-24,149.9216,150.0037,148.5526,149.447,735365.0
2020-05-25,149.9216,150.0037,148.5526,149.447,735365.0
2020-05-26,153.7912,158.8473,153.3714,157.9803,1604752.0
2020-05-27,160.2254,163.1003,159.477,160.846,1245540.0
2020-05-28,161.8043,162.0142,157.6609,157.8069,1219413.0
2020-05-29,156.7573,158.3636,155.2241,157.3962,1707473.0
2020-05-30,156.7573,158.3636,155.2241,157.3962,1707473.0
2020-05-31,156.7573,158.3636,155.2241,157.3962,1707473.0
2020-06-01,157.8343,158.8929,156.0546,156.2736,787215.0
2020-06-02,157.5513,158.2771,156.1459,157.2319,1105105.0
2020-06-03,158.464,163.2646,158.1811,162.863,1019229.0
2020-06-04,161.1016,163.3363,160.5083,163.1094,985002.0
2020-06-05,168.5214,168.5853,165.1629,166.8969,1747244.0
2020-06-06,168.5214,168.5853,165.1629,166.8969,1747244.0
2020-06-07,168.5214,168.5853,165.1629,166.8969,1747244.0
2020-06-08,166.1029,168.3115,163.1824,164.4875,1144228.0
2020-06-09,162.3063,163.9034,161.3206,162.4797,850167.0
2020-06-10,162.4432,162.4432,159.1941,159.258,946140.0
2020-06-11,155.2788,155.3245,150.5787,150.743,1257525.0
2020-06-12,155.3427,155.3427,146.5904,150.533,1727436.0
2020-06-13,155.3427,155.3427,146.5904,150.533,1727436.0
2020-06-14,155.3427,155.3427,146.5904,150.533,1727436.0
2020-06-15,147.0832,151.8016,146.3348,150.5422,1889418.0
2020-06-16,156.2919,157.168,152.2625,154.6035,1787423.0
2020-06-17,155.936,158.4366,154.6309,157.3688,1625938.0
2020-06-18,154.64,156.8577,154.5305,155.5983,1395563.0
2020-06-19,158.7013,159.1394,154.6217,155.9542,4289372.0
2020-06-20,158.7013,159.1394,154.6217,155.9542,4289372.0
2020-06-21,158.7013,159.1394,154.6217,155.9542,4289372.0
2020-06-22,155.0142,156.7482,153.8642,156.6935,1123547.0
2020-06-23,158.4457,159.331,157.3962,157.4966,1059061.0
2020-06-24,155.2606,156.8121,153.4262,154.2658,1359775.0
2020-06-25,153.6908,156.6498,152.7964,156.0272,1129296.0
2020-06-26,155.005,156.5063,151.8838,153.1615,3738029.0
2020-06-27,155.005,156.5063,151.8838,153.1615,3738029.0
2020-06-28,155.005,156.5063,151.8838,153.1615,3738029.0
2020-06-29,155.4945,157.3775,154.7597,156.5141,1079858.0
2020-06-30,156.1558,161.3914,156.1558,160.6014,1133586.0
2020-07-01,160.6014,161.2719,158.1398,158.3878,940869.0
2020-07-02,160.73,163.2467,159.5451,160.3718,857581.0
2020-07-03,160.73,163.2467,159.5451,160.3718,857581.0
2020-07-04,160.73,163.2467,159.5451,160.3718,857581.0
2020-07-05,160.73,163.2467,159.5451,160.3718,857581.0
2020-07-06,162.7875,163.8346,161.4465,163.1824,789555.0
2020-07-07,162.4293,163.3702,160.6727,161.0423,1584507.0
2020-07-08,160.9137,162.117,158.9757,160.1146,986279.0
2020-07-09,159.7289,161.226,158.6542,159.1686,1115459.0
2020-07-10,159.4809,159.9768,158.25,159.8758,753583.0
2020-07-11,159.4809,159.9768,158.25,159.8758,753583.0
2020-07-12,159.4809,159.9768,158.25,159.8758,753583.0
2020-07-13,160.5096,162.7232,160.2157,160.5371,1050421.0
2020-07-14,160.7943,164.9414,160.0503,164.8082,1094104.0
2020-07-15,167.2974,168.1332,165.3593,167.3617,1166684.0
2020-07-16,166.9392,168.1975,165.4512,166.8106,994492.0
2020-07-17,167.8944,168.2802,166.9483,167.2423,1965306.0
2020-07-18,167.8944,168.2802,166.9483,167.2423,1965306.0
2020-07-19,167.8944,168.2802,166.9483,167.2423,1965306.0
2020-07-20,166.1768,166.7646,163.1457,163.807,846350.0
2020-07-21,164.4316,167.4397,164.4224,167.1137,938104.0
2020-07-22,166.5809,168.4848,166.067,167.7383,891585.0
2020-07-23,167.9495,170.1218,167.5546,168.8313,706764.0
2020-07-24,169.3365,169.9243,168.6568,169.7314,786937.0
2020-07-25,169.3365,169.9243,168.6568,169.7314,786937.0
2020-07-26,169.3365,169.9243,168.6568,169.7314,786937.0
2020-07-27,169.5385,172.5604,168.7808,172.4227,654996.0
2020-07-28,171.7154,172.2573,169.8416,170.0345,729229.0
2020-07-29,170.7693,172.7809,170.5443,172.2114,535212.0
2020-07-30,170.3285,171.3388,168.1608,170.5397,1191615.0
2020-07-31,169.2171,170.3285,167.6648,169.9151,1234651.0
2020-08-01,169.2171,170.3285,167.6648,169.9151,1234651.0
2020-08-02,169.2171,170.3285,167.6648,169.9151,1234651.0
2020-08-03,170.6959,172.7616,170.3422,170.7693,1001693.0
2020-08-04,170.7418,171.1,169.2525,170.007,648289.0
2020-08-05,171.1184,173.2861,171.1184,173.1666,922436.0
2020-08-06,172.9829,173.5983,171.6511,172.6339,715968.0
2020-08-07,172.689,175.169,172.2481,175.022,731386.0
2020-08-08,172.689,175.169,172.2481,175.022,731386.0
2020-08-09,172.689,175.169,172.2481,175.022,731386.0
2020-08-10,175.3343,179.9361,175.0404,179.8718,968214.0
2020-08-11,180.6341,183.1049,179.8534,180.3218,1237836.0
2020-08-12,182.2415,183.6101,181.1164,182.3517,948432.0
2020-08-13,180.7995,182.4436,180.4321,181.4149,775127.0
2020-08-14,180.9556,182.5663,179.7707,180.1473,806120.0
2020-08-15,180.9556,182.5663,179.7707,180.1473,806120.0
2020-08-16,180.9556,182.5663,179.7707,180.1473,806120.0
2020-08-17,180.7076,181.9292,180.1014,180.5515,998235.0
2020-08-18,180.8638,181.9338,179.8442,180.2943,721606.0
2020-08-19,180.9189,181.6995,179.3298,179.8167,703939.0
2020-08-20,177.9337,178.4297,177.0611,177.9521,846586.0
2020-08-21,178.099,180.0004,177.9153,179.238,602919.0
2020-08-22,178.099,180.0004,177.9153,179.238,602919.0
2020-08-23,178.099,180.0004,177.9153,179.238,602919.0
2020-08-24,179.7248,181.2863,179.3574,181.1944,504029.0
2020-08-25,182.2783,182.2783,180.1841,181.2955,591872.0
2020-08-26,180.8086,183.6377,179.4676,182.6916,736579.0
2020-08-27,183.702,184.4459,181.9384,182.4803,710457.0
2020-08-28,182.5906,184.4184,181.6904,184.3082,572511.0
2020-08-29,182.5906,184.4184,181.6904,184.3082,572511.0
2020-08-30,182.5906,184.4184,181.6904,184.3082,572511.0
2020-08-31,183.3988,184.6021,180.9556,181.4516,1147891.0
2020-09-01,181.5251,184.7399,180.1198,184.6388,713701.0
2020-09-02,184.2439,186.1498,183.5596,185.493,1137357.0
2020-09-03,186.1636,186.1636,177.4791,178.7696,897318.0
2020-09-04,180.8729,181.3873,176.4136,178.099,961550.0
2020-09-05,180.8729,181.3873,176.4136,178.099,961550.0
2020-09-06,180.8729,181.3873,176.4136,178.099,961550.0
2020-09-07,180.8729,181.3873,176.4136,178.099,961550.0
2020-09-08,177.1162,177.7041,174.0714,175.3343,1130100.0
2020-09-09,176.8407,180.8546,176.5559,179.238,1353514.0
2020-09-10,179.6238,179.9912,175.6834,176.2988,805802.0
2020-09-11,176.9876,180.4321,176.6845,179.5319,789143.0
2020-09-12,176.9876,180.4321,176.6845,179.5319,789143.0
2020-09-13,176.9876,180.4321,176.6845,179.5319,789143.0
2020-09-14,181.0934,182.7651,180.1726,182.067,817246.0
2020-09-15,182.1405,184.6756,181.9017,182.4528,1213828.0
2020-09-16,183.6836,184.9695,181.6445,183.2427,1207578.0
2020-09-17,180.6433,185.1165,180.0371,184.5654,989237.0
2020-09-18,184.3357,186.6228,182.4895,182.8845,1794694.0
2020-09-19,184.3357,186.6228,182.4895,182.8845,1794694.0
2020-09-20,184.3357,186.6228,182.4895,182.8845,1794694.0
2020-09-21,180.2943,181.1145,173.9658,175.9038,1172160.0
2020-09-22,176.1518,177.5296,175.5272,177.3551,981054.0
2020-09-23,177.3091,178.6318,174.9026,175.2884,1036772.0
2020-09-24,174.8934,179.137,174.2321,176.6662,713524.0
2020-09-25,175.3527,177.4193,174.9394,176.9325,919383.0
2020-09-26,175.3527,177.4193,174.9394,176.9325,919383.0
2020-09-27,175.3527,177.4193,174.9394,176.9325,919383.0
2020-09-28,178.9441,182.5507,178.5767,179.734,930777.0
2020-09-29,180.0297,181.4709,178.0525,178.7455,799623.0
2020-09-30,179.6693,182.1361,176.9439,178.5052,1573769.0
2020-10-01,179.6232,180.1128,174.3246,176.3711,1218494.0
2020-10-02,174.3662,179.3922,173.8211,177.2488,906980.0
2020-10-03,174.3662,179.3922,173.8211,177.2488,906980.0
2020-10-04,174.3662,179.3922,173.8211,177.2488,906980.0
2020-10-05,179.3829,183.1801,178.8378,182.7274,817242.0
2020-10-06,183.0508,185.9241,180.8612,181.4617,1010757.0
2020-10-07,183.2633,184.9448,182.4318,184.4459,810470.0
2020-10-08,185.0094,185.9518,182.672,185.6839,667733.0
2020-10-09,187.6056,190.987,186.1736,190.0539,1282413.0
2020-10-10,187.6056,190.987,186.1736,190.0539,1282413.0
2020-10-11,187.6056,190.987,186.1736,190.0539,1282413.0
2020-10-12,190.6914,191.1626,188.0306,188.2985,835538.0
2020-10-13,187.7904,189.3979,186.6263,187.698,571900.0
2020-10-14,187.9197,190.4881,187.6148,187.6425,557879.0
2020-10-15,185.6192,188.6219,184.9263,188.28,548521.0
2020-10-16,189.1854,191.9386,189.1392,190.9131,1219723.0
2020-10-17,189.1854,191.9386,189.1392,190.9131,1219723.0
2020-10-18,189.1854,191.9386,189.1392,190.9131,1219723.0
2020-10-19,190.8577,191.5598,186.6355,187.0143,826313.0
2020-10-20,187.7442,190.9224,187.2406,187.9567,712859.0
2020-10-21,188.2154,190.6821,187.2083,187.2268,666400.0
2020-10-22,187.9567,188.7512,186.229,186.3676,1203474.0
2020-10-23,192.1696,192.2435,186.6263,190.9686,1447827.0
2020-10-24,192.1696,192.2435,186.6263,190.9686,1447827.0
2020-10-25,192.1696,192.2435,186.6263,190.9686,1447827.0
2020-10-26,188.2523,189.3425,182.6166,184.6953,1359645.0
2020-10-27,185.185,185.342,183.0831,183.5035,867490.0
2020-10-28,179.6232,181.9976,177.7107,178.0063,1133575.0
2020-10-29,178.6993,184.6399,177.6553,181.8313,1091436.0
2020-10-30,180.6949,182.6443,178.7824,180.972,1034159.0
2020-10-31,180.6949,182.6443,178.7824,180.972,1034159.0
2020-11-01,180.6949,182.6443,178.7824,180.972,1034159.0
2020-11-02,184.141,186.8757,182.8937,186.7002,1321266.0
2020-11-03,189.1208,193.6016,188.6542,192.3544,810121.0
2020-11-04,190.7191,192.5576,187.0512,187.273,1090555.0
2020-11-05,190.0447,194.2668,189.9338,192.9826,802479.0
2020-11-06,193.2044,194.6179,191.9405,193.4815,678872.0
2020-11-07,193.2044,194.6179,191.9405,193.4815,678872.0
2020-11-08,193.2044,194.6179,191.9405,193.4815,678872.0
2020-11-09,205.1873,207.5894,197.1863,197.6113,1368411.0
2020-11-10,197.7869,202.3971,197.4173,200.9835,1199049.0
2020-11-11,201.5194,201.6626,197.1494,197.4173,1021017.0
2020-11-12,196.8999,196.8999,192.2297,193.6848,1130323.0
2020-11-13,195.0152,196.5951,193.9897,195.3755,776600.0
2020-11-14,195.0152,196.5951,193.9897,195.3755,776600.0
2020-11-15,195.0152,196.5951,193.9897,195.3755,776600.0
2020-11-16,197.7592,198.3966,193.2783,195.7358,1309663.0
2020-11-17,193.8696,195.2092,192.3452,193.8973,797864.0
2020-11-18,194.8489,195.4864,190.3034,190.4142,1248899.0
2020-11-19,189.5273,191.7077,186.7094,191.1441,1234967.0
2020-11-20,190.9686,191.0609,187.9936,188.3262,1086276.0
2020-11-21,190.9686,191.0609,187.9936,188.3262,1086276.0
2020-11-22,190.9686,191.0609,187.9936,188.3262,1086276.0
2020-11-23,189.4811,193.6848,189.0284,192.881,1155883.0
2020-11-24,195.1353,197.3711,195.0106,196.1516,1445254.0
2020-11-25,196.207,196.207,192.8764,195.0337,967472.0
2020-11-26,196.207,196.207,192.8764,195.0337,967472.0
2020-11-27,195.9576,196.4103,195.0429,196.0777,539005.0
2020-11-28,195.9576,196.4103,195.0429,196.0777,539005.0
2020-11-29,195.9576,196.4103,195.0429,196.0777,539005.0
2020-11-30,194.9413,195.0337,192.2112,195.0244,2758604.0
2020-12-01,197.1771,197.8007,193.8419,194.0728,1810809.0
2020-12-02,194.0174,195.6619,188.6773,189.4164,2011230.0
2020-12-03,190.1648,192.0218,187.3931,187.9659,1234717.0
2020-12-04,188.8528,190.8207,188.5018,189.518,1816833.0
2020-12-05,188.8528,190.8207,188.5018,189.518,1816833.0
2020-12-06,188.8528,190.8207,188.5018,189.518,1816833.0
2020-12-07,189.0284,189.3887,186.0719,187.3007,1157004.0
2020-12-08,186.6263,190.8854,186.3491,190.5898,1272088.0
2020-12-09,190.9686,192.7055,190.3218,190.8484,1296066.0
2020-12-10,189.9985,190.4881,186.0812,187.1344,1101849.0
2020-12-11,185.7855,188.7605,185.7024,188.0675,908651.0
2020-12-12,185.7855,188.7605,185.7024,188.0675,908651.0
2020-12-13,185.7855,188.7605,185.7024,188.0675,908651.0
2020-12-14,189.7675,189.9338,184.3258,184.4736,902312.0
2020-12-15,186.1366,189.0561,185.5037,188.1969,954851.0
2020-12-16,188.086,189.1854,186.9311,188.3355,862784.0
2020-12-17,189.5735,191.0467,188.4833,190.4235,1003720.0
2020-12-18,189.8599,191.1533,186.2752,188.3632,2372275.0
2020-12-19,189.8599,191.1533,186.2752,188.3632,2372275.0
2020-12-20,189.8599,191.1533,186.2752,188.3632,2372275.0
2020-12-21,185.1111,189.0191,183.1801,188.3447,1035834.0
2020-12-22,187.6056,188.3077,186.0673,186.9866,787430.0
2020-12-23,188.1507,188.6727,186.5246,186.6078,543556.0
2020-12-24,186.7926,187.5224,185.767,187.0328,309017.0
2020-12-25,186.7926,187.5224,185.767,187.0328,309017.0
2020-12-26,186.7926,187.5224,185.767,187.0328,309017.0
2020-12-27,186.7926,187.5224,185.767,187.0328,309017.0
2020-12-28,188.8066,189.6751,186.4969,186.9773,482123.0
2020-12-29,188.0768,188.1507,183.6883,185.1573,575300.0
2020-12-30,185.8448,188.3629,185.7333,187.8518,658231.0
2020-12-31,187.4894,189.5151,186.9412,189.4407,659311.0
2021-01-01,187.4894,189.5151,186.9412,189.4407,659311.0
2021-01-02,187.4894,189.5151,186.9412,189.4407,659311.0
2021-01-03,187.4894,189.5151,186.9412,189.4407,659311.0
2021-01-04,194.5419,194.5419,187.2293,188.7438,1418076.0
2021-01-05,188.2142,191.2433,188.2142,189.385,1012719.0
2021-01-06,191.4292,196.8927,190.8995,194.2353,1243826.0
2021-01-07,194.8114,195.3782,192.3397,194.4397,986237.0
2021-01-08,195.183,195.3131,190.7881,194.1609,861420.0
2021-01-09,195.183,195.3131,190.7881,194.1609,861420.0
2021-01-10,195.183,195.3131,190.7881,194.1609,861420.0
2021-01-11,192.4327,195.1644,191.7915,193.334,995518.0
2021-01-12,194.96,196.3352,194.3514,194.514,971492.0
2021-01-13,194.5605,195.2016,192.3862,192.5535,612266.0
2021-01-14,193.4733,193.78,190.5836,190.8624,724488.0
2021-01-15,189.3757,189.7009,186.1143,188.7996,1537202.0
2021-01-16,189.3757,189.7009,186.1143,188.7996,1537202.0
2021-01-17,189.3757,189.7009,186.1143,188.7996,1537202.0
2021-01-18,189.3757,189.7009,186.1143,188.7996,1537202.0
2021-01-19,191.8752,193.2457,189.6823,190.3049,976862.0
2021-01-20,190.9646,190.9646,188.6045,190.4721,725930.0
2021-01-21,190.277,191.7451,188.4641,189.3943,673673.0
2021-01-22,188.1399,189.7195,186.8622,189.0505,662026.0
2021-01-23,188.1399,189.7195,186.8622,189.0505,662026.0
2021-01-24,188.1399,189.7195,186.8622,189.0505,662026.0
2021-01-25,188.6509,189.0226,185.9148,187.9912,1027337.0
2021-01-26,189.2642,189.2642,185.0271,185.566,692601.0
2021-01-27,183.0015,183.4986,179.2291,181.5055,1433264.0
2021-01-28,183.336,186.8715,182.6856,183.3174,914192.0
2021-01-29,182.1002,183.0201,180.2419,180.4556,1557908.0
2021-01-30,182.1002,183.0201,180.2419,180.4556,1557908.0
2021-01-31,182.1002,183.0201,180.2419,180.4556,1557908.0
2021-02-01,182.6856,182.9736,179.5078,181.0781,1070867.0
2021-02-02,182.7692,186.8669,182.7692,184.2002,997208.0
2021-02-03,183.2989,184.3024,182.1838,183.4196,817992.0
2021-02-04,184.6183,185.1572,182.825,183.1037,1247885.0
2021-02-05,184.228,188.0655,184.1072,187.8704,1886183.0
2021-02-06,184.228,188.0655,184.1072,187.8704,1886183.0
2021-02-07,184.228,188.0655,184.1072,187.8704,1886183.0
2021-02-08,188.623,190.8345,187.9171,189.7752,1278672.0
2021-02-09,189.4779,189.896,186.997,188.9018,1000031.0
2021-02-10,189.8681,190.7323,188.7996,190.3885,1407810.0
2021-02-11,190.6022,190.9739,184.5718,186.7089,878930.0
2021-02-12,185.947,187.5173,183.4382,186.7461,1059109.0
2021-02-13,185.947,187.5173,183.4382,186.7461,1059109.0
2021-02-14,185.947,187.5173,183.4382,186.7461,1059109.0
2021-02-15,185.947,187.5173,183.4382,186.7461,1059109.0
2021-02-16,187.7775,188.623,183.8564,184.9342,1009515.0
2021-02-17,184.0143,185.1851,182.4533,184.2002,1183690.0
2021-02-18,184.5625,185.5289,182.607,185.1293,839764.0
2021-02-19,185.9005,188.6416,185.9005,187.1364,988213.0
2021-02-20,185.9005,188.6416,185.9005,187.1364,988213.0
2021-02-21,185.9005,188.6416,185.9005,187.1364,988213.0
2021-02-22,185.9563,187.4523,185.1944,186.7833,715509.0
2021-02-23,187.6753,188.5673,186.2072,187.2571,871921.0
2021-02-24,187.0899,189.2084,186.9877,189.0412,937348.0
2021-02-25,188.7903,191.0761,187.3965,188.335,1050118.0
2021-02-26,188.5766,190.0075,186.0213,187.8611,1472902.0
2021-02-27,188.5766,190.0075,186.0213,187.8611,1472902.0
2021-02-28,188.5766,190.0075,186.0213,187.8611,1472902.0
2021-03-01,189.2456,194.2446,189.2456,191.8194,831153.0
2021-03-02,191.8659,193.0459,190.5279,191.8752,778393.0
2021-03-03,192.2282,194.1238,191.6893,192.8601,910432.0
2021-03-04,192.2561,194.1656,188.716,189.5243,1939223.0
2021-03-05,191.2619,195.759,189.6266,195.1366,864740.0
2021-03-06,191.2619,195.759,189.6266,195.1366,864740.0
2021-03-07,191.2619,195.759,189.6266,195.1366,864740.0
2021-03-08,196.2144,201.0469,194.8485,198.2865,867411.0
2021-03-09,198.4537,198.8533,195.8056,195.9171,1341424.0
2021-03-10,195.4339,200.1448,195.4339,198.8254,786432.0
2021-03-11,198.4166,200.182,197.2923,197.9613,980876.0
2021-03-12,198.9834,201.2784,198.3237,200.7023,952500.0
2021-03-13,198.9834,201.2784,198.3237,200.7023,952500.0
2021-03-14,198.9834,201.2784,198.3237,200.7023,952500.0
2021-03-15,200.6466,204.3633,200.6466,204.1496,1245482.0
2021-03-16,204.0009,205.0602,201.8824,203.0439,1206025.0
2021-03-17,203.527,206.2774,202.8487,204.3261,1139394.0
2021-03-18,204.6235,207.8013,204.0474,206.0451,1038053.0
2021-03-19,205.3482,206.3889,201.2877,203.2018,6863051.0
2021-03-20,205.3482,206.3889,201.2877,203.2018,6863051.0
2021-03-21,205.3482,206.3889,201.2877,203.2018,6863051.0
2021-03-22,202.505,204.0474,201.3156,203.5921,886467.0
2021-03-23,202.189,204.289,200.6838,201.3806,932819.0
2021-03-24,202.412,207.0951,202.347,204.7536,954793.0
2021-03-25,205.2553,207.1973,202.3842,207.0022,802855.0
2021-03-26,208.1358,211.6388,207.8106,211.4901,1015794.0
2021-03-27,208.1358,211.6388,207.8106,211.4901,1015794.0
2021-03-28,208.1358,211.6388,207.8106,211.4901,1015794.0
2021-03-29,210.5702,212.5679,209.9848,210.7189,1308913.0
2021-03-30,210.7469,211.2419,208.9539,209.8971,804686.0
2021-03-31,209.8878,210.1866,206.2176,206.8713,1421055.0
2021-04-01,207.8332,208.3936,204.6114,206.7406,953039.0
2021-04-02,207.8332,208.3936,204.6114,206.7406,953039.0
2021-04-03,207.8332,208.3936,204.6114,206.7406,953039.0
2021-04-04,207.8332,208.3936,204.6114,206.7406,953039.0
2021-04-05,207.8426,209.0193,206.7499,207.5998,1015145.0
2021-04-06,207.9079,209.8224,207.4037,208.4216,1011375.0
2021-04-07,207.6932,208.5383,205.2791,205.4052,1095752.0
2021-04-08,204.9569,205.7507,203.1078,203.8643,1605994.0
2021-04-09,204.9663,208.0013,204.6207,207.9079,1071562.0
2021-04-10,204.9663,208.0013,204.6207,207.9079,1071562.0
2021-04-11,204.9663,208.0013,204.6207,207.9079,1071562.0
2021-04-12,208.0294,208.9819,207.5811,208.8138,843282.0
2021-04-13,208.3655,208.5897,205.0129,206.7873,821047.0
2021-04-14,206.7219,208.0947,206.6519,206.9647,730879.0
2021-04-15,207.2636,207.5157,205.9188,206.6192,1232029.0
2021-04-16,208.2535,209.813,207.4223,209.2154,1222108.0
2021-04-17,208.2535,209.813,207.4223,209.2154,1222108.0
2021-04-18,208.2535,209.813,207.4223,209.2154,1222108.0
2021-04-19,208.9726,209.0946,207.4223,209.0286,775138.0
2021-04-20,209.2154,209.8037,206.6519,208.1227,738371.0
2021-04-21,208.655,212.6287,207.7025,211.8209,1071967.0
2021-04-22,211.961,212.7454,210.831,211.0458,1082900.0
2021-04-23,212.0637,214.2069,210.9057,213.4085,977572.0
2021-04-24,212.0637,214.2069,210.9057,213.4085,977572.0
2021-04-25,212.0637,214.2069,210.9057,213.4085,977572.0
2021-04-26,214.5291,215.435,212.3532,212.6427,839709.0
2021-04-27,212.596,214.4264,211.6061,214.1929,1005556.0
2021-04-28,214.7812,215.9579,213.9034,214.7906,1018504.0
2021-04-29,215.2855,216.9292,214.8653,215.5097,1136365.0
2021-04-30,215.435,219.4599,212.1384,215.2202,1594674.0
2021-05-01,215.435,219.4599,212.1384,215.2202,1594674.0
2021-05-02,215.435,219.4599,212.1384,215.2202,1594674.0
2021-05-03,216.6583,218.6755,214.2676,218.1152,921304.0
2021-05-04,218.4887,221.0474,217.7044,220.3751,1146492.0
2021-05-05,220.674,221.4584,218.8903,220.0763,1091104.0
2021-05-06,221.0008,221.804,219.6794,221.3837,801433.0
2021-05-07,220.3845,223.3383,219.4646,222.523,808047.0
2021-05-08,220.3845,223.3383,219.4646,222.523,808047.0
2021-05-09,220.3845,223.3383,219.4646,222.523,808047.0
2021-05-10,224.1293,226.0578,222.7378,223.2515,948364.0
2021-05-11,222.5978,222.6631,218.4514,220.7394,980516.0
