,EXPR US Equity,EXPR US Equity,EXPR US Equity,EXPR US Equity,EXPR US Equity
2020-05-10,34.6,36.6,34.4,36.0,62727.0
2020-05-11,35.6,36.2,33.0,35.0,50009.0
2020-05-12,35.8,36.156,32.7,32.8,53752.0
2020-05-13,33.0,33.2,30.2,31.8,49093.0
2020-05-14,31.0,32.8,28.8,32.0,54216.0
2020-05-15,32.4,35.4,31.0,33.4,70217.0
2020-05-16,32.4,35.4,31.0,33.4,70217.0
2020-05-17,32.4,35.4,31.0,33.4,70217.0
2020-05-18,35.0,37.0,34.3,36.2,68660.0
2020-05-19,36.4,38.0,35.0,35.0,49376.0
2020-05-20,36.2,36.6,34.2,35.4,46428.0
2020-05-21,35.2,40.0,34.802,38.2,143567.0
2020-05-22,38.6,39.6,36.3,37.4,39243.0
2020-05-23,38.6,39.6,36.3,37.4,39243.0
2020-05-24,38.6,39.6,36.3,37.4,39243.0
2020-05-25,38.6,39.6,36.3,37.4,39243.0
2020-05-26,39.2,40.4,38.4,39.0,53276.0
2020-05-27,40.0,42.8,39.8,41.6,97564.0
2020-05-28,43.0,44.6,39.3,40.4,74367.0
2020-05-29,40.2,40.8,38.4,39.2,64014.0
2020-05-30,40.2,40.8,38.4,39.2,64014.0
2020-05-31,40.2,40.8,38.4,39.2,64014.0
2020-06-01,38.2,40.0,36.8,37.2,86893.0
2020-06-02,38.4,41.6,37.8,40.6,78303.0
2020-06-03,36.6,37.8,35.6,37.4,205699.0
2020-06-04,37.2,37.8,36.4,37.8,85131.0
2020-06-05,39.8,42.418,37.9,41.0,167439.0
2020-06-06,39.8,42.418,37.9,41.0,167439.0
2020-06-07,39.8,42.418,37.9,41.0,167439.0
2020-06-08,43.6,51.2,42.4,51.0,191039.0
2020-06-09,48.8,50.4,46.8,49.8,118784.0
2020-06-10,48.8,48.8,44.0,44.0,102513.0
2020-06-11,39.2,40.8,37.2,37.6,87421.0
2020-06-12,41.2,41.2,37.8,39.0,67812.0
2020-06-13,41.2,41.2,37.8,39.0,67812.0
2020-06-14,41.2,41.2,37.8,39.0,67812.0
2020-06-15,37.0,38.8,35.2,37.2,105475.0
2020-06-16,40.6,41.0,38.046,38.4,80952.0
2020-06-17,39.0,39.8,37.6,37.6,66789.0
2020-06-18,37.6,39.0,37.0,37.0,62394.0
2020-06-19,38.2,38.5,36.2,37.4,239761.0
2020-06-20,38.2,38.5,36.2,37.4,239761.0
2020-06-21,38.2,38.5,36.2,37.4,239761.0
2020-06-22,37.2,37.4,35.6,36.4,82204.0
2020-06-23,36.4,36.756,34.0,34.4,73293.0
2020-06-24,34.0,34.5,30.8,31.2,91340.0
2020-06-25,30.4,31.4,30.1,30.6,48455.0
2020-06-26,30.8,30.89,27.4,28.4,133759.0
2020-06-27,30.8,30.89,27.4,28.4,133759.0
2020-06-28,30.8,30.89,27.4,28.4,133759.0
2020-06-29,29.8,30.8,28.4,30.2,50214.0
2020-06-30,31.2,31.9,29.4,30.8,62772.0
2020-07-01,31.0,32.1,28.1,28.8,93693.0
2020-07-02,29.4,29.6,27.8,28.4,65950.0
2020-07-03,29.4,29.6,27.8,28.4,65950.0
2020-07-04,29.4,29.6,27.8,28.4,65950.0
2020-07-05,29.4,29.6,27.8,28.4,65950.0
2020-07-06,29.4,29.4,26.8,27.6,80838.0
2020-07-07,27.2,27.556,25.4,26.0,75659.0
2020-07-08,26.4,28.0,24.8,28.0,92904.0
2020-07-09,28.2,30.2,25.8,30.0,180970.0
2020-07-10,30.8,32.6,29.6,30.6,160876.0
2020-07-11,30.8,32.6,29.6,30.6,160876.0
2020-07-12,30.8,32.6,29.6,30.6,160876.0
2020-07-13,31.0,31.4,27.22,27.8,135252.0
2020-07-14,28.0,28.19,26.0,27.6,105384.0
2020-07-15,28.8,29.4,26.4,28.4,147417.0
2020-07-16,26.2,28.4,26.2,28.4,45524.0
2020-07-17,28.2,28.6,27.3,27.8,62817.0
2020-07-18,28.2,28.6,27.3,27.8,62817.0
2020-07-19,28.2,28.6,27.3,27.8,62817.0
2020-07-20,27.6,27.8,26.0,26.6,81622.0
2020-07-21,27.0,27.7,26.0,26.2,81957.0
2020-07-22,26.2,26.202,25.0,25.4,93185.0
2020-07-23,25.8,26.4,24.6,24.8,125209.0
2020-07-24,25.0,25.2,23.6,24.2,74556.0
2020-07-25,25.0,25.2,23.6,24.2,74556.0
2020-07-26,25.0,25.2,23.6,24.2,74556.0
2020-07-27,24.6,25.0,22.2,23.0,147309.0
2020-07-28,24.0,24.2,22.4,22.8,161694.0
2020-07-29,22.6,23.4,21.6,21.8,177857.0
2020-07-30,21.6,22.2,20.4,22.2,114284.0
2020-07-31,22.8,22.8,20.0,20.2,113136.0
2020-08-01,22.8,22.8,20.0,20.2,113136.0
2020-08-02,22.8,22.8,20.0,20.2,113136.0
2020-08-03,20.8,20.8,20.0,20.4,88488.0
2020-08-04,21.0,24.2,20.712,23.2,138420.0
2020-08-05,23.0,23.356,21.6,22.8,84445.0
2020-08-06,22.8,23.2,22.0,22.2,38278.0
2020-08-07,23.6,23.6,21.6,22.8,88970.0
2020-08-08,23.6,23.6,21.6,22.8,88970.0
2020-08-09,23.6,23.6,21.6,22.8,88970.0
2020-08-10,23.2,24.8,22.8,24.6,124761.0
2020-08-11,25.2,26.0,24.1,24.8,117040.0
2020-08-12,25.6,25.6,23.6,23.8,83801.0
2020-08-13,24.0,24.8,23.2,24.8,79514.0
2020-08-14,24.4,24.8,23.6,24.8,56088.0
2020-08-15,24.4,24.8,23.6,24.8,56088.0
2020-08-16,24.4,24.8,23.6,24.8,56088.0
2020-08-17,24.6,25.4,23.3,25.4,93469.0
2020-08-18,25.2,25.2,23.4,24.2,95844.0
2020-08-19,24.2,24.2,21.6,22.8,128743.0
2020-08-20,22.6,22.6,21.6,22.0,71289.0
2020-08-21,22.0,22.0,21.0,21.0,136735.0
2020-08-22,22.0,22.0,21.0,21.0,136735.0
2020-08-23,22.0,22.0,21.0,21.0,136735.0
2020-08-24,22.0,22.002,20.4,21.0,94733.0
2020-08-25,21.4,23.2,21.04,22.6,128714.0
2020-08-26,20.6,22.6,20.6,21.6,160000.0
2020-08-27,21.2,22.4,20.8,21.0,64072.0
2020-08-28,21.4,21.8,20.856,21.8,71290.0
2020-08-29,21.4,21.8,20.856,21.8,71290.0
2020-08-30,21.4,21.8,20.856,21.8,71290.0
2020-08-31,21.8,22.8,21.6,22.2,56152.0
2020-09-01,22.4,22.744,20.8,21.0,85822.0
2020-09-02,21.6,21.6,20.6,20.8,96291.0
2020-09-03,21.0,21.2,20.4,20.4,98448.0
2020-09-04,20.4,20.8,18.4,19.51,206412.0
2020-09-05,20.4,20.8,18.4,19.51,206412.0
2020-09-06,20.4,20.8,18.4,19.51,206412.0
2020-09-07,20.4,20.8,18.4,19.51,206412.0
2020-09-08,17.692,18.396,17.0,18.366,198887.0
2020-09-09,18.306,18.562,17.494,18.372,87800.0
2020-09-10,18.238,18.516,17.6,17.996,87026.0
2020-09-11,18.25,18.346,16.618,17.698,99361.0
2020-09-12,18.25,18.346,16.618,17.698,99361.0
2020-09-13,18.25,18.346,16.618,17.698,99361.0
2020-09-14,17.61,20.4,17.61,19.354,134419.0
2020-09-15,19.8,19.978,18.72,19.074,42871.0
2020-09-16,18.82,20.4,18.752,18.942,108278.0
2020-09-17,18.82,20.4,18.4,19.426,75046.0
2020-09-18,19.6,20.0,17.794,17.972,648143.0
2020-09-19,19.6,20.0,17.794,17.972,648143.0
2020-09-20,19.6,20.0,17.794,17.972,648143.0
2020-09-21,18.6,19.0,16.1,16.1,252846.0
2020-09-22,16.388,16.908,15.002,15.4,207916.0
2020-09-23,15.494,16.394,14.026,14.026,360276.0
2020-09-24,14.192,14.838,13.0,14.286,400519.0
2020-09-25,14.288,14.6,13.4,13.57,230887.0
2020-09-26,14.288,14.6,13.4,13.57,230887.0
2020-09-27,14.288,14.6,13.4,13.57,230887.0
2020-09-28,13.646,15.25,13.284,13.318,416534.0
2020-09-29,13.402,13.402,12.206,12.208,290543.0
2020-09-30,12.398,13.198,12.1,12.2,348631.0
2020-10-01,12.442,16.88,12.3,15.938,881501.0
2020-10-02,14.9,17.116,14.422,16.302,411506.0
2020-10-03,14.9,17.116,14.422,16.302,411506.0
2020-10-04,14.9,17.116,14.422,16.302,411506.0
2020-10-05,16.018,16.984,15.2,15.2,174795.0
2020-10-06,15.6,15.746,12.87,13.172,340027.0
2020-10-07,14.07,15.144,13.7,14.076,295566.0
2020-10-08,14.3,15.164,14.114,14.6,250536.0
2020-10-09,14.744,15.558,14.234,15.044,289969.0
2020-10-10,14.744,15.558,14.234,15.044,289969.0
2020-10-11,14.744,15.558,14.234,15.044,289969.0
2020-10-12,15.0,16.974,14.8,15.25,387207.0
2020-10-13,15.144,15.306,14.066,14.438,301628.0
2020-10-14,14.592,15.496,14.298,14.772,336570.0
2020-10-15,14.674,15.398,14.08,15.022,130254.0
2020-10-16,15.308,16.0,14.862,15.062,171235.0
2020-10-17,15.308,16.0,14.862,15.062,171235.0
2020-10-18,15.308,16.0,14.862,15.062,171235.0
2020-10-19,15.384,16.198,14.6,15.012,124748.0
2020-10-20,15.122,16.106,14.464,14.482,162845.0
2020-10-21,14.602,15.2,14.06,14.314,128211.0
2020-10-22,14.4,15.366,14.32,14.904,189725.0
2020-10-23,15.076,15.9,14.804,15.382,104353.0
2020-10-24,15.076,15.9,14.804,15.382,104353.0
2020-10-25,15.076,15.9,14.804,15.382,104353.0
2020-10-26,15.2,15.934,14.602,14.99,105922.0
2020-10-27,14.806,14.96,13.81,14.16,214588.0
2020-10-28,13.906,14.0,12.8,13.16,234695.0
2020-10-29,13.398,13.398,12.202,12.518,313711.0
2020-10-30,12.6,12.798,11.602,12.22,350837.0
2020-10-31,12.6,12.798,11.602,12.22,350837.0
2020-11-01,12.6,12.798,11.602,12.22,350837.0
2020-11-02,12.8,12.8,11.4,11.628,297943.0
2020-11-03,12.0,12.6,11.644,12.074,277193.0
2020-11-04,12.15,12.27,11.416,11.896,195314.0
2020-11-05,12.1,12.8,11.896,12.444,228288.0
2020-11-06,12.786,12.798,12.02,12.42,137394.0
2020-11-07,12.786,12.798,12.02,12.42,137394.0
2020-11-08,12.786,12.798,12.02,12.42,137394.0
2020-11-09,13.6,21.2,13.4,18.308,1448504.0
2020-11-10,17.282,19.154,16.4722,18.646,664546.0
2020-11-11,17.992,18.47,17.002,17.048,357046.0
2020-11-12,17.196,17.398,15.106,15.6,388817.0
2020-11-13,15.72,16.8,15.106,15.352,482743.0
2020-11-14,15.72,16.8,15.106,15.352,482743.0
2020-11-15,15.72,16.8,15.106,15.352,482743.0
2020-11-16,16.6,17.282,15.942,16.818,297559.0
2020-11-17,16.596,18.698,16.4,17.92,374532.0
2020-11-18,18.596,23.6,18.596,20.4,878386.0
2020-11-19,20.6,21.8,19.802,20.8,171079.0
2020-11-20,21.0,22.8,20.8,22.8,234809.0
2020-11-21,21.0,22.8,20.8,22.8,234809.0
2020-11-22,21.0,22.8,20.8,22.8,234809.0
2020-11-23,23.6,28.0,23.55,27.8,455561.0
2020-11-24,36.0,36.4,28.2,30.8,680552.0
2020-11-25,30.0,32.0,28.242,32.0,236464.0
2020-11-26,30.0,32.0,28.242,32.0,236464.0
2020-11-27,32.0,34.4,31.0,31.8,136094.0
2020-11-28,32.0,34.4,31.0,31.8,136094.0
2020-11-29,32.0,34.4,31.0,31.8,136094.0
2020-11-30,32.2,32.3,28.6,30.4,220183.0
2020-12-01,30.8,33.6,30.1,33.6,253779.0
2020-12-02,33.0,33.0,29.8,31.6,210730.0
2020-12-03,23.0,26.0,21.4,23.4,1021697.0
2020-12-04,24.4,24.6,23.4,24.0,180796.0
2020-12-05,24.4,24.6,23.4,24.0,180796.0
2020-12-06,24.4,24.6,23.4,24.0,180796.0
2020-12-07,23.8,24.0,21.6,22.0,274998.0
2020-12-08,22.2,23.4,21.0,22.6,153209.0
2020-12-09,23.6,23.6,21.0,23.2,226081.0
2020-12-10,22.0,23.4,21.8,22.4,159085.0
2020-12-11,22.2,22.6,20.8,21.4,177800.0
2020-12-12,22.2,22.6,20.8,21.4,177800.0
2020-12-13,22.2,22.6,20.8,21.4,177800.0
2020-12-14,22.6,22.8,20.4,20.8,175749.0
2020-12-15,21.0,21.4,20.0,21.0,168686.0
2020-12-16,21.0,21.242,20.2,20.8,151903.0
2020-12-17,20.8,21.4,20.4,21.2,104357.0
2020-12-18,21.4,23.4,21.0,23.2,319960.0
2020-12-19,21.4,23.4,21.0,23.2,319960.0
2020-12-20,21.4,23.4,21.0,23.2,319960.0
2020-12-21,22.0,22.688,21.4,21.8,112991.0
2020-12-22,22.0,22.4,21.0,21.6,129499.0
2020-12-23,21.4,22.2,20.6,21.0,78963.0
2020-12-24,21.4,21.6,20.6,20.8,61142.0
2020-12-25,21.4,21.6,20.6,20.8,61142.0
2020-12-26,21.4,21.6,20.6,20.8,61142.0
2020-12-27,21.4,21.6,20.6,20.8,61142.0
2020-12-28,21.2,21.22,20.0,20.0,142503.0
2020-12-29,20.4,20.4,17.802,18.212,363858.0
2020-12-30,18.6,19.54,18.2,18.916,126553.0
2020-12-31,19.158,19.332,18.2,18.2,97969.0
2021-01-01,19.158,19.332,18.2,18.2,97969.0
2021-01-02,19.158,19.332,18.2,18.2,97969.0
2021-01-03,19.158,19.332,18.2,18.2,97969.0
2021-01-04,18.586,19.0,17.2,18.692,161908.0
2021-01-05,18.62,19.584,18.502,19.258,115022.0
2021-01-06,19.4,21.2,19.0,20.0,120384.0
2021-01-07,21.4,22.6,20.2,20.4,127447.0
2021-01-08,20.2,20.8,19.202,20.8,129353.0
2021-01-09,20.2,20.8,19.202,20.8,129353.0
2021-01-10,20.2,20.8,19.202,20.8,129353.0
2021-01-11,20.2,20.8,19.4,19.944,179798.0
2021-01-12,20.0,21.5,19.686,21.0,171909.0
2021-01-13,21.2,21.6,20.2,20.6,102828.0
2021-01-14,30.2,30.2,24.6,25.6,2547645.0
2021-01-15,25.2,25.4,23.0,25.2,424917.0
2021-01-16,25.2,25.4,23.0,25.2,424917.0
2021-01-17,25.2,25.4,23.0,25.2,424917.0
2021-01-18,25.2,25.4,23.0,25.2,424917.0
2021-01-19,24.6,24.8,23.0,24.2,188402.0
2021-01-20,23.8,24.0,22.4,23.2,160680.0
2021-01-21,23.2,25.2,23.0,23.4,263956.0
2021-01-22,23.8,40.8,23.0,35.8,3863649.0
2021-01-23,23.8,40.8,23.0,35.8,3863649.0
2021-01-24,23.8,40.8,23.0,35.8,3863649.0
2021-01-25,77.8,88.8,59.4,83.0,17931510.0
2021-01-26,66.6,68.4,56.6,60.8,3667215.0
2021-01-27,158.6,279.4,106.4,191.0,14378862.0
2021-01-28,142.2,181.0,68.0,94.0,4459470.0
2021-01-29,149.6,150.6,102.2,120.0,2872088.0
2021-01-30,149.6,150.6,102.2,120.0,2872088.0
2021-01-31,149.6,150.6,102.2,120.0,2872088.0
2021-02-01,115.0,115.2,89.8,100.0,1449446.0
2021-02-02,79.8,81.2,57.4,67.6,1771251.0
2021-02-03,76.8,76.8,67.6,71.2,841107.0
2021-02-04,70.6,70.8,63.0,65.6,600221.0
2021-02-05,65.4,69.6,61.4,62.8,599142.0
2021-02-06,65.4,69.6,61.4,62.8,599142.0
2021-02-07,65.4,69.6,61.4,62.8,599142.0
2021-02-08,62.0,62.2,58.0,60.2,551417.0
2021-02-09,59.4,59.4,54.6,57.0,471190.0
2021-02-10,56.6,66.8,55.4,59.2,952657.0
2021-02-11,59.4,61.0,53.6,56.4,327822.0
2021-02-12,55.2,57.8,54.2,56.0,246843.0
2021-02-13,55.2,57.8,54.2,56.0,246843.0
2021-02-14,55.2,57.8,54.2,56.0,246843.0
2021-02-15,55.2,57.8,54.2,56.0,246843.0
2021-02-16,56.4,56.6,52.4,52.4,268944.0
2021-02-17,52.4,52.4,48.0,48.6,217225.0
2021-02-18,48.4,56.4,46.0,49.4,834913.0
2021-02-19,50.0,51.8,47.0,47.4,317528.0
2021-02-20,50.0,51.8,47.0,47.4,317528.0
2021-02-21,50.0,51.8,47.0,47.4,317528.0
2021-02-22,48.4,51.962,47.0,49.4,694057.0
2021-02-23,48.0,50.4,43.4,46.2,446203.0
2021-02-24,46.4,69.0,46.4,65.0,1866314.0
2021-02-25,73.4,79.4,58.2,59.8,3250566.0
2021-02-26,58.4,63.3,52.2,53.8,663426.0
2021-02-27,58.4,63.3,52.2,53.8,663426.0
2021-02-28,58.4,63.3,52.2,53.8,663426.0
2021-03-01,56.4,59.6,53.638,56.4,603712.0
2021-03-02,56.0,57.954,52.4,53.0,406232.0
2021-03-03,53.4,54.6,47.6,51.0,340849.0
2021-03-04,49.0,51.4,46.2,50.2,313626.0
2021-03-05,49.6,50.2,46.038,49.2,294506.0
2021-03-06,49.6,50.2,46.038,49.2,294506.0
2021-03-07,49.6,50.2,46.038,49.2,294506.0
2021-03-08,50.4,87.0,49.2,80.6,5537839.0
2021-03-09,74.2,78.4,64.8,67.6,1522674.0
2021-03-10,81.8,108.8,76.0,85.0,5441434.0
2021-03-11,76.0,81.8,74.4,76.0,817778.0
2021-03-12,76.8,92.0,75.8,88.8,1244182.0
2021-03-13,76.8,92.0,75.8,88.8,1244182.0
2021-03-14,76.8,92.0,75.8,88.8,1244182.0
2021-03-15,88.8,105.4,87.0,102.0,1237962.0
2021-03-16,94.0,97.8,88.2,91.6,653014.0
2021-03-17,90.0,100.0,89.2,96.2,378104.0
2021-03-18,96.0,126.8,95.4,101.0,2297262.0
2021-03-19,101.8,117.0,100.8,106.6,1079127.0
2021-03-20,101.8,117.0,100.8,106.6,1079127.0
2021-03-21,101.8,117.0,100.8,106.6,1079127.0
2021-03-22,108.202,109.8,91.2,92.8,638874.0
2021-03-23,93.2,93.8,83.2,83.2,356255.0
2021-03-24,83.2,91.6,81.2,81.4,403737.0
2021-03-25,79.0,95.0,76.4,92.0,872689.0
2021-03-26,92.0,94.8,80.6,84.8,395299.0
2021-03-27,92.0,94.8,80.6,84.8,395299.0
2021-03-28,92.0,94.8,80.6,84.8,395299.0
2021-03-29,84.2,84.908,78.3,79.8,215408.0
2021-03-30,79.6,84.2,75.5,82.0,343348.0
2021-03-31,83.0,84.8,80.0,80.4,269956.0
2021-04-01,80.8,81.2,77.6,79.4,184213.0
2021-04-02,80.8,81.2,77.6,79.4,184213.0
2021-04-03,80.8,81.2,77.6,79.4,184213.0
2021-04-04,80.8,81.2,77.6,79.4,184213.0
2021-04-05,79.4,84.0,77.2,83.4,238849.0
2021-04-06,81.8,91.16,81.4,86.8,306583.0
2021-04-07,85.0,85.6,78.4,78.4,258649.0
2021-04-08,79.0,80.6,77.6,78.4,138253.0
2021-04-09,79.4,80.6,75.8,75.8,143603.0
2021-04-10,79.4,80.6,75.8,75.8,143603.0
2021-04-11,79.4,80.6,75.8,75.8,143603.0
2021-04-12,76.2,76.2,70.0,71.0,244301.0
2021-04-13,70.0,71.278,65.844,66.6,240988.0
2021-04-14,66.8,74.398,66.6,69.8,299253.0
2021-04-15,70.0,70.0,64.4,67.0,216658.0
2021-04-16,66.2,66.6,63.2,63.4,181347.0
2021-04-17,66.2,66.6,63.2,63.4,181347.0
2021-04-18,66.2,66.6,63.2,63.4,181347.0
2021-04-19,63.4,65.6,62.2,64.2,134055.0
2021-04-20,62.6,63.0,57.0,58.4,235482.0
2021-04-21,57.8,64.6,57.8,63.0,168095.0
2021-04-22,64.2,66.8,61.8,63.0,155729.0
2021-04-23,63.4,64.0,61.724,63.0,81198.0
2021-04-24,63.4,64.0,61.724,63.0,81198.0
2021-04-25,63.4,64.0,61.724,63.0,81198.0
2021-04-26,63.8,67.9,63.6,64.2,197787.0
2021-04-27,65.2,69.4,63.2,65.2,185529.0
2021-04-28,65.0,66.0,62.5,65.6,108459.0
2021-04-29,65.6,66.0,62.8,64.2,115129.0
2021-04-30,64.2,64.4,60.4,61.0,164080.0
2021-05-01,64.2,64.4,60.4,61.0,164080.0
2021-05-02,64.2,64.4,60.4,61.0,164080.0
2021-05-03,62.0,63.6,60.4,62.2,128530.0
2021-05-04,62.4,65.4,59.8,63.4,152103.0
2021-05-05,63.0,73.8,62.2,69.8,286452.0
2021-05-06,69.0,70.4,64.0,70.2,206996.0
2021-05-07,69.0,71.6,66.8,68.2,139549.0
2021-05-08,69.0,71.6,66.8,68.2,139549.0
2021-05-09,69.0,71.6,66.8,68.2,139549.0
2021-05-10,67.4,67.402,59.2,59.8,225515.0
2021-05-11,57.2,62.0,57.0,60.6,118352.0
2021-05-12,59.4,60.4,56.5,57.0,121424.0
2021-05-13,58.6,70.0,57.6,64.4,994218.0
2021-05-14,65.6,70.4,63.5,64.6,371758.0
2021-05-15,65.6,70.4,63.5,64.6,371758.0
2021-05-16,65.6,70.4,63.5,64.6,371758.0
2021-05-17,64.6,77.598,64.02,73.2,718503.0
2021-05-18,75.4,82.4,74.4,74.8,489983.0
2021-05-19,70.4,71.8,67.2,71.8,151145.0
2021-05-20,72.6,74.0,68.4,70.8,128192.0
2021-05-21,70.4,72.4,68.0,68.2,115247.0
2021-05-22,70.4,72.4,68.0,68.2,115247.0
2021-05-23,70.4,72.4,68.0,68.2,115247.0
2021-05-24,68.2,75.2,67.8,74.6,209241.0
2021-05-25,74.2,80.7,70.8,78.8,602059.0
2021-05-26,81.0,106.6,79.8,99.2,3505573.0
2021-05-27,94.4,100.4,88.0,96.2,1935767.0
2021-05-28,106.8,113.8,85.6,85.8,2028267.0
2021-05-29,106.8,113.8,85.6,85.8,2028267.0
2021-05-30,106.8,113.8,85.6,85.8,2028267.0
2021-05-31,106.8,113.8,85.6,85.8,2028267.0
2021-06-01,88.4,97.8,86.6,95.4,813357.0
2021-06-02,99.0,133.172,98.0,130.2,3989810.0
2021-06-03,109.2,114.8,97.0,104.8,2389241.0
2021-06-04,103.6,105.802,96.6,98.8,753476.0
2021-06-05,103.6,105.802,96.6,98.8,753476.0
2021-06-06,103.6,105.802,96.6,98.8,753476.0
2021-06-07,101.0,115.0,99.0,114.4,1237319.0
2021-06-08,118.2,125.2,108.0,114.2,1034563.0
2021-06-09,111.4,117.2,109.0,111.2,489289.0
2021-06-10,111.4,115.4,100.0,100.0,472483.0
2021-06-11,102.6,107.8,102.2,105.8,359070.0
2021-06-12,102.6,107.8,102.2,105.8,359070.0
2021-06-13,102.6,107.8,102.2,105.8,359070.0
2021-06-14,105.6,110.0,100.2,102.0,443183.0
2021-06-15,101.8,102.0,91.6,94.2,452118.0
2021-06-16,93.6,100.0,92.0,98.8,250398.0
2021-06-17,96.4,98.2,91.6,93.0,307303.0
2021-06-18,93.0,93.8,90.316,91.0,231970.0
2021-06-19,93.0,93.8,90.316,91.0,231970.0
2021-06-20,93.0,93.8,90.316,91.0,231970.0
2021-06-21,91.6,98.4,90.2,97.0,301630.0
2021-06-22,96.0,112.0,94.6,107.8,599655.0
2021-06-23,108.0,114.8,107.8,114.2,378237.0
2021-06-24,114.0,119.576,111.674,114.4,313128.0
2021-06-25,114.0,173.4,113.4,142.0,5545083.0
2021-06-26,114.0,173.4,113.4,142.0,5545083.0
2021-06-27,114.0,173.4,113.4,142.0,5545083.0
2021-06-28,142.0,149.4,136.4,139.4,785988.0
2021-06-29,139.6,139.8,123.2,131.2,564933.0
2021-06-30,127.0,137.4,123.6,129.8,398209.0
2021-07-01,132.4,152.0,131.0,136.4,963459.0
2021-07-02,137.2,137.2,122.4,123.2,371875.0
2021-07-03,137.2,137.2,122.4,123.2,371875.0
2021-07-04,137.2,137.2,122.4,123.2,371875.0
2021-07-05,137.2,137.2,122.4,123.2,371875.0
2021-07-06,123.2,124.8,115.4,116.2,271477.0
2021-07-07,115.2,116.188,101.4,105.2,371201.0
2021-07-08,101.0,118.4,100.2,113.6,427068.0
2021-07-09,110.0,118.6,110.0,115.8,236740.0
2021-07-10,110.0,118.6,110.0,115.8,236740.0
2021-07-11,110.0,118.6,110.0,115.8,236740.0
2021-07-12,112.2,115.0,105.3,106.0,218127.0
2021-07-13,105.6,106.5,101.4,102.0,158569.0
2021-07-14,101.8,105.8,93.2,94.4,267045.0
2021-07-15,93.4,97.998,91.2,95.8,220401.0
2021-07-16,97.2,101.9,90.0,90.2,276921.0
2021-07-17,97.2,101.9,90.0,90.2,276921.0
2021-07-18,97.2,101.9,90.0,90.2,276921.0
2021-07-19,84.8,91.6,83.0,89.0,288572.0
2021-07-20,89.4,98.9,87.056,97.6,262639.0
2021-07-21,97.8,104.4,97.8,101.4,292151.0
2021-07-22,100.0,101.0,94.4,95.8,174171.0
2021-07-23,97.4,98.2,90.6,91.0,154340.0
2021-07-24,97.4,98.2,90.6,91.0,154340.0
2021-07-25,97.4,98.2,90.6,91.0,154340.0
2021-07-26,90.4,109.8,90.4,107.4,550297.0
2021-07-27,104.6,106.0,99.8,100.4,206718.0
2021-07-28,102.0,105.2,96.0,96.2,300602.0
2021-07-29,97.6,100.1,94.4,96.0,180046.0
2021-07-30,95.8,99.7,93.2,93.8,131375.0
2021-07-31,95.8,99.7,93.2,93.8,131375.0
2021-08-01,95.8,99.7,93.2,93.8,131375.0
2021-08-02,94.6,106.564,94.2,103.6,441084.0
2021-08-03,105.0,105.2,98.0,102.8,204854.0
2021-08-04,101.8,104.6,93.8,95.4,242515.0
2021-08-05,96.6,104.6,94.8,100.8,232354.0
2021-08-06,101.6,114.4,101.0,110.0,470814.0
2021-08-07,101.6,114.4,101.0,110.0,470814.0
2021-08-08,101.6,114.4,101.0,110.0,470814.0
2021-08-09,109.2,116.0,106.6,114.4,247516.0
2021-08-10,114.4,127.6,113.6,126.2,332857.0
2021-08-11,122.8,126.2,116.83,126.2,231081.0
2021-08-12,128.6,131.8,118.0,120.2,221626.0
2021-08-13,119.4,123.7,117.0,120.4,160178.0
2021-08-14,119.4,123.7,117.0,120.4,160178.0
2021-08-15,119.4,123.7,117.0,120.4,160178.0
2021-08-16,119.0,121.2,113.6,119.0,135372.0
2021-08-17,116.6,118.4,106.846,110.8,188931.0
2021-08-18,111.6,122.4,109.8,116.4,159733.0
2021-08-19,115.4,130.4,115.0,127.8,510573.0
2021-08-20,125.2,136.0,124.2,134.4,386588.0
2021-08-21,125.2,136.0,124.2,134.4,386588.0
2021-08-22,125.2,136.0,124.2,134.4,386588.0
2021-08-23,137.8,141.2,133.7,139.8,253948.0
2021-08-24,140.0,154.198,139.4,145.2,582162.0
2021-08-25,145.4,149.6,127.2,128.4,859161.0
2021-08-26,127.0,135.0,122.602,123.4,369027.0
2021-08-27,122.2,132.0,121.4,129.0,279098.0
2021-08-28,122.2,132.0,121.4,129.0,279098.0
2021-08-29,122.2,132.0,121.4,129.0,279098.0
2021-08-30,128.8,130.2,118.0,118.4,387312.0
2021-08-31,117.4,122.4,117.4,118.6,248898.0
2021-09-01,119.2,120.2,113.6,115.4,279993.0
2021-09-02,115.6,115.6,109.8,112.6,256235.0
2021-09-03,112.2,113.0,106.6,107.8,233352.0
2021-09-04,112.2,113.0,106.6,107.8,233352.0
2021-09-05,112.2,113.0,106.6,107.8,233352.0
2021-09-06,112.2,113.0,106.6,107.8,233352.0
2021-09-07,107.8,112.0,107.2,108.6,206821.0
2021-09-08,107.8,108.6,101.9,106.2,205573.0
2021-09-09,106.4,110.0,105.2,107.4,166625.0
2021-09-10,108.0,111.0,104.7,105.6,135820.0
2021-09-11,108.0,111.0,104.7,105.6,135820.0
2021-09-12,108.0,111.0,104.7,105.6,135820.0
2021-09-13,106.2,119.6,106.2,114.8,442772.0
2021-09-14,114.4,114.8,108.6,108.8,200807.0
2021-09-15,107.8,109.4,106.202,107.4,135725.0
2021-09-16,107.0,115.2,107.0,111.8,164609.0
2021-09-17,111.2,116.4,107.3,107.4,332885.0
