,ROP US Equity,ROP US Equity,ROP US Equity,ROP US Equity,ROP US Equity
2021-05-09,438.675,441.91,436.64,436.964,327091.0
2021-05-10,438.41,442.903,436.493,436.905,402209.0
2021-05-11,434.998,437.133,427.576,432.973,296838.0
2021-05-12,432.314,432.314,420.015,422.139,501377.0
2021-05-13,422.994,431.656,421.46,430.063,464665.0
2021-05-14,432.314,435.156,430.019,430.958,352990.0
2021-05-15,432.314,435.156,430.019,430.958,352990.0
2021-05-16,432.314,435.156,430.019,430.958,352990.0
2021-05-17,430.712,432.334,425.442,425.737,444792.0
2021-05-18,424.705,427.546,422.045,425.511,560577.0
2021-05-19,423.486,424.911,417.965,424.007,458862.0
2021-05-20,423.024,431.528,423.024,430.122,683416.0
2021-05-21,432.56,436.207,431.587,432.403,712806.0
2021-05-22,432.56,436.207,431.587,432.403,712806.0
2021-05-23,432.56,436.207,431.587,432.403,712806.0
2021-05-24,435.214,439.403,433.581,436.945,393785.0
2021-05-25,437.918,440.976,436.237,438.351,333023.0
2021-05-26,438.95,440.386,433.995,436.935,227742.0
2021-05-27,439.236,441.595,437.702,439.943,443723.0
2021-05-28,441.457,444.407,438.842,442.421,339946.0
2021-05-29,441.457,444.407,438.842,442.421,339946.0
2021-05-30,441.457,444.407,438.842,442.421,339946.0
2021-05-31,441.457,444.407,438.842,442.421,339946.0
2021-06-01,446.639,447.189,438.439,440.858,363252.0
2021-06-02,442.028,443.945,439.393,441.684,309985.0
2021-06-03,439.698,442.003,436.964,439.56,353787.0
2021-06-04,442.411,445.242,440.597,443.443,232375.0
2021-06-05,442.411,445.242,440.597,443.443,232375.0
2021-06-06,442.411,445.242,440.597,443.443,232375.0
2021-06-07,443.316,443.669,438.449,439.245,317742.0
2021-06-08,440.071,443.576,437.063,442.106,347743.0
2021-06-09,444.289,445.085,441.271,443.345,292954.0
2021-06-10,444.594,446.29,443.787,446.019,233796.0
2021-06-11,447.327,452.626,446.398,451.495,386997.0
2021-06-12,447.327,452.626,446.398,451.495,386997.0
2021-06-13,447.327,452.626,446.398,451.495,386997.0
2021-06-14,452.115,458.751,450.424,456.45,582055.0
2021-06-15,456.667,456.706,449.775,454.946,469087.0
2021-06-16,456.047,458.082,445.587,446.186,467960.0
2021-06-17,446.648,448.153,441.192,447.228,506412.0
2021-06-18,442.922,448.487,441.654,441.831,657627.0
2021-06-19,442.922,448.487,441.654,441.831,657627.0
2021-06-20,442.922,448.487,441.654,441.831,657627.0
2021-06-21,444.525,451.476,442.588,450.571,328617.0
2021-06-22,450.325,454.179,449.391,452.233,325590.0
2021-06-23,451.023,453.884,449.421,449.726,278188.0
2021-06-24,452.105,454.631,448.88,453.815,363169.0
2021-06-25,454.592,458.79,453.786,458.21,701718.0
2021-06-26,454.592,458.79,453.786,458.21,701718.0
2021-06-27,454.592,458.79,453.786,458.21,701718.0
2021-06-28,455.841,460.225,454.631,460.147,475011.0
2021-06-29,461.012,463.411,459.242,459.744,450928.0
2021-06-30,459.616,464.129,457.827,462.27,473867.0
2021-07-01,462.497,463.365,460.55,462.506,477110.0
2021-07-02,462.369,465.967,462.369,464.63,327619.0
2021-07-03,462.369,465.967,462.369,464.63,327619.0
2021-07-04,462.369,465.967,462.369,464.63,327619.0
2021-07-05,462.369,465.967,462.369,464.63,327619.0
2021-07-06,463.804,467.628,461.218,466.164,332774.0
2021-07-07,467.298,475.911,467.298,474.257,408862.0
2021-07-08,470.024,470.167,464.936,467.78,402337.0
2021-07-09,469.749,473.824,468.676,473.627,386768.0
2021-07-10,469.749,473.824,468.676,473.627,386768.0
2021-07-11,469.749,473.824,468.676,473.627,386768.0
2021-07-12,475.911,475.911,473.095,474.769,261767.0
2021-07-13,474.06,475.566,473.259,474.158,311598.0
2021-07-14,474.08,480.35,473.282,478.834,289600.0
2021-07-15,477.387,480.64,475.901,478.962,392786.0
2021-07-16,479.021,483.342,477.259,478.352,342612.0
2021-07-17,479.021,483.342,477.259,478.352,342612.0
2021-07-18,479.021,483.342,477.259,478.352,342612.0
2021-07-19,474.405,476.57,470.31,474.158,408254.0
2021-07-20,475.753,485.439,475.753,483.844,474987.0
2021-07-21,484.887,487.102,482.879,486.039,446296.0
2021-07-22,487.161,489.302,482.914,483.883,587655.0
2021-07-23,488.126,491.374,482.505,488.834,521020.0
2021-07-24,488.126,491.374,482.505,488.834,521020.0
2021-07-25,488.126,491.374,482.505,488.834,521020.0
2021-07-26,488.155,489.632,478.893,482.092,492867.0
2021-07-27,481.866,485.606,477.653,485.576,620292.0
2021-07-28,485.655,487.112,478.243,480.694,377671.0
2021-07-29,483.293,485.37,481.049,484.129,479150.0
2021-07-30,483.125,484.7,481.403,483.627,407851.0
2021-07-31,483.125,484.7,481.403,483.627,407851.0
2021-08-01,483.125,484.7,481.403,483.627,407851.0
2021-08-02,486.433,486.433,479.976,480.684,321218.0
2021-08-03,481.511,485.517,478.785,484.563,345281.0
2021-08-04,484.543,488.145,480.468,482.417,287362.0
2021-08-05,484.474,485.527,478.765,482.131,365037.0
2021-08-06,482.702,484.425,479.365,480.301,307041.0
2021-08-07,482.702,484.425,479.365,480.301,307041.0
2021-08-08,482.702,484.425,479.365,480.301,307041.0
2021-08-09,479.582,479.651,475.3,477.741,300963.0
2021-08-10,479.375,479.375,470.694,471.875,632837.0
2021-08-11,473.253,474.985,467.741,472.938,636349.0
2021-08-12,472.603,473.135,468.194,471.973,470638.0
2021-08-13,473.853,475.842,470.261,473.214,268289.0
2021-08-14,473.853,475.842,470.261,473.214,268289.0
2021-08-15,473.853,475.842,470.261,473.214,268289.0
2021-08-16,472.554,478.716,470.398,477.574,288431.0
2021-08-17,477.131,478.765,473.843,478.302,254175.0
2021-08-18,475.832,478.106,470.694,470.753,289772.0
2021-08-19,468.331,472.702,467.544,469.601,540208.0
2021-08-20,471.747,474.582,470.394,472.406,883190.0
2021-08-21,471.747,474.582,470.394,472.406,883190.0
2021-08-22,471.747,474.582,470.394,472.406,883190.0
2021-08-23,474.336,477.279,472.003,474.67,406361.0
2021-08-24,476.895,477.17,471.009,471.914,236669.0
2021-08-25,471.708,473.814,469.109,471.973,339547.0
2021-08-26,471.698,471.698,468.459,470.585,236523.0
2021-08-27,472.574,475.497,468.833,471.038,222264.0
2021-08-28,472.574,475.497,468.833,471.038,222264.0
2021-08-29,472.574,475.497,468.833,471.038,222264.0
2021-08-30,471.481,477.638,471.102,475.074,157060.0
2021-08-31,474.454,477.17,471.929,475.694,288542.0
2021-09-01,476.048,477.81,471.934,475.655,297698.0
2021-09-02,477.495,479.375,475.261,478.608,214049.0
2021-09-03,477.731,481.57,475.207,478.588,270657.0
2021-09-04,477.731,481.57,475.207,478.588,270657.0
2021-09-05,477.731,481.57,475.207,478.588,270657.0
2021-09-06,477.731,481.57,475.207,478.588,270657.0
2021-09-07,478.913,479.552,469.247,469.257,305947.0
2021-09-08,468.528,475.783,468.528,474.887,297031.0
2021-09-09,474.641,478.844,470.507,471.393,291309.0
2021-09-10,473.312,474.198,466.156,466.52,334436.0
2021-09-11,473.312,474.198,466.156,466.52,334436.0
2021-09-12,473.312,474.198,466.156,466.52,334436.0
2021-09-13,470.95,470.95,460.299,464.463,373412.0
2021-09-14,464.621,465.113,460.457,461.363,177331.0
2021-09-15,460.486,469.03,458.666,467.347,249469.0
2021-09-16,468.184,468.184,463.056,466.284,215749.0
2021-09-17,463.705,464.266,458.606,459.325,706029.0
2021-09-18,463.705,464.266,458.606,459.325,706029.0
2021-09-19,463.705,464.266,458.606,459.325,706029.0
2021-09-20,454.728,460.339,450.722,454.266,386220.0
2021-09-21,455.407,458.557,451.047,451.254,407616.0
2021-09-22,454.472,456.736,450.722,453.734,273132.0
2021-09-23,455.152,458.469,454.65,455.467,264534.0
2021-09-24,455.26,458.734,453.97,458.685,239899.0
2021-09-25,455.26,458.734,453.97,458.685,239899.0
2021-09-26,455.26,458.734,453.97,458.685,239899.0
2021-09-27,456.057,458.104,451.662,454.482,377029.0
2021-09-28,453.272,453.774,444.738,445.801,279616.0
2021-09-29,446.332,451.731,445.673,448.389,208025.0
2021-09-30,450.417,452.405,438.802,439.127,408003.0
2021-10-01,441.765,444.147,432.503,440.554,357391.0
2021-10-02,441.765,444.147,432.503,440.554,357391.0
2021-10-03,441.765,444.147,432.503,440.554,357391.0
2021-10-04,444.984,450.417,437.523,438.497,547380.0
2021-10-05,439.071,446.975,437.568,440.441,467413.0
2021-10-06,437.169,447.513,435.967,447.261,510503.0
2021-10-07,450.248,455.707,445.438,446.798,338299.0
2021-10-08,447.488,449.341,441.989,445.064,306414.0
2021-10-09,447.488,449.341,441.989,445.064,306414.0
2021-10-10,447.488,449.341,441.989,445.064,306414.0
2021-10-11,444.728,448.385,444.728,445.704,275123.0
2021-10-12,447.044,447.912,444.048,445.635,311949.0
2021-10-13,446.611,451.154,444.64,449.843,512822.0
2021-10-14,452.573,456.466,450.73,456.102,233994.0
2021-10-15,457.59,463.084,457.59,460.34,299831.0
2021-10-16,457.59,463.084,457.59,460.34,299831.0
2021-10-17,457.59,463.084,457.59,460.34,299831.0
2021-10-18,457.807,463.513,457.008,461.759,295743.0
2021-10-19,465.583,468.589,462.508,467.278,271665.0
2021-10-20,468.027,469.86,464.321,468.076,292135.0
2021-10-21,466.282,474.502,463.326,474.285,418078.0
2021-10-22,482.918,497.702,477.991,480.159,598581.0
2021-10-23,482.918,497.702,477.991,480.159,598581.0
2021-10-24,482.918,497.702,477.991,480.159,598581.0
2021-10-25,477.527,483.786,471.723,480.868,457107.0
2021-10-26,481.263,484.086,478.947,481.263,252578.0
2021-10-27,483.155,484.234,473.763,474.236,320934.0
2021-10-28,474.295,481.016,474.295,479.528,308436.0
2021-10-29,478.976,481.322,476.419,480.819,360929.0
2021-10-30,478.976,481.322,476.419,480.819,360929.0
2021-10-31,478.976,481.322,476.419,480.819,360929.0
2021-11-01,482.14,483.574,470.303,472.265,335525.0
2021-11-02,473.309,474.117,469.515,472.077,336797.0
2021-11-03,471.043,472.57,462.656,471.575,299123.0
2021-11-04,471.772,481.243,471.772,480.602,427208.0
2021-11-05,480.918,484.747,475.921,477.301,345743.0
2021-11-06,480.918,484.747,475.921,477.301,345743.0
2021-11-07,480.918,484.747,475.921,477.301,345743.0
2021-11-08,478.917,481.578,474.127,481.44,263400.0
2021-11-09,481.44,482.672,477.616,482.307,377631.0
2021-11-10,481.006,482.652,474.95,478.888,286067.0
2021-11-11,478.927,478.927,470.195,472.412,274971.0
2021-11-12,475.625,481.095,471.23,480.681,245178.0
2021-11-13,475.625,481.095,471.23,480.681,245178.0
2021-11-14,475.625,481.095,471.23,480.681,245178.0
2021-11-15,479.814,484.446,478.247,478.612,393743.0
2021-11-16,479.962,487.688,478.819,485.175,284331.0
2021-11-17,485.668,486.427,477.404,483.687,318065.0
2021-11-18,484.821,486.713,477.803,479.627,367260.0
2021-11-19,481.736,494.242,479.499,491.227,816123.0
2021-11-20,481.736,494.242,479.499,491.227,816123.0
2021-11-21,481.736,494.242,479.499,491.227,816123.0
2021-11-22,492.774,494.292,484.949,485.737,290151.0
2021-11-23,484.663,484.663,475.211,478.621,322155.0
2021-11-24,477.005,478.109,470.077,477.863,340012.0
2021-11-25,477.005,478.109,470.077,477.863,340012.0
2021-11-26,473.359,478.079,466.844,468.5,280072.0
2021-11-27,473.359,478.079,466.844,468.5,280072.0
2021-11-28,473.359,478.079,466.844,468.5,280072.0
2021-11-29,470.54,475.877,468.352,474.522,281318.0
2021-11-30,471.092,472.481,454.613,457.442,759638.0
2021-12-01,461.601,466.154,452.938,452.938,375291.0
2021-12-02,454.239,461.552,453.815,460.517,440054.0
2021-12-03,461.562,463.207,453.135,459.334,417784.0
2021-12-04,461.562,463.207,453.135,459.334,417784.0
2021-12-05,461.562,463.207,453.135,459.334,417784.0
2021-12-06,461.897,467.45,457.748,465.346,286812.0
2021-12-07,468.421,471.693,462.621,465.11,473615.0
2021-12-08,464.134,466.302,461.778,465.041,479188.0
2021-12-09,464.686,464.784,460.418,461.059,252178.0
2021-12-10,463.168,466.755,461.827,466.578,269787.0
2021-12-11,463.168,466.755,461.827,466.578,269787.0
2021-12-12,463.168,466.755,461.827,466.578,269787.0
2021-12-13,467.642,470.033,464.351,469.091,324241.0
2021-12-14,466.933,468.874,454.939,459.551,406149.0
2021-12-15,460.537,474.748,460.537,472.334,542503.0
2021-12-16,474.255,481.391,473.063,479.913,574398.0
2021-12-17,479.686,480.804,466.529,468.648,849518.0
2021-12-18,479.686,480.804,466.529,468.648,849518.0
2021-12-19,479.686,480.804,466.529,468.648,849518.0
2021-12-20,463.966,464.508,454.84,460.251,394536.0
2021-12-21,463.651,467.406,459.324,465.395,281042.0
2021-12-22,466.174,467.573,460.857,466.125,454719.0
2021-12-23,467.002,474.108,467.002,471.417,373022.0
2021-12-24,467.002,474.108,467.002,471.417,373022.0
2021-12-25,467.002,474.108,467.002,471.417,373022.0
2021-12-26,467.002,474.108,467.002,471.417,373022.0
2021-12-27,474.048,481.411,472.304,480.967,282600.0
2021-12-28,481.48,485.757,478.917,484.978,371048.0
2021-12-29,483.244,487.171,482.825,483.904,267035.0
2021-12-30,483.086,485.875,482.022,482.091,314795.0
2021-12-31,481.194,486.895,479.903,484.752,241828.0
2022-01-01,481.194,486.895,479.903,484.752,241828.0
2022-01-02,481.194,486.895,479.903,484.752,241828.0
2022-01-03,483.924,485.234,465.484,468.106,369411.0
2022-01-04,468.598,470.501,462.202,463.365,569949.0
2022-01-05,464.094,467.554,458.536,459.788,494949.0
2022-01-06,459.64,468.569,456.713,464.686,397363.0
2022-01-07,463.008,466.995,454.916,455.36,375336.0
2022-01-08,463.008,466.995,454.916,455.36,375336.0
2022-01-09,463.008,466.995,454.916,455.36,375336.0
2022-01-10,451.482,452.631,440.261,447.663,618981.0
2022-01-11,446.044,455.419,439.284,454.225,514755.0
2022-01-12,457.502,460.669,455.271,458.409,344466.0
2022-01-13,459.653,460.288,448.136,449.745,422865.0
2022-01-14,446.617,446.698,430.758,441.909,754105.0
2022-01-15,446.617,446.698,430.758,441.909,754105.0
2022-01-16,446.617,446.698,430.758,441.909,754105.0
2022-01-17,446.617,446.698,430.758,441.909,754105.0
2022-01-18,435.643,440.113,431.814,439.571,731656.0
2022-01-19,442.057,448.23,436.166,436.659,529096.0
2022-01-20,439.906,445.373,432.919,433.955,447516.0
2022-01-21,435.041,439.107,431.409,432.179,592711.0
2022-01-22,435.041,439.107,431.409,432.179,592711.0
2022-01-23,435.041,439.107,431.409,432.179,592711.0
2022-01-24,426.801,429.179,413.873,428.735,967804.0
2022-01-25,422.261,425.521,413.957,422.212,570478.0
2022-01-26,426.199,431.084,414.781,421.205,623852.0
2022-01-27,426.001,427.427,415.955,417.909,583534.0
2022-01-28,418.156,429.909,412.047,429.742,539683.0
2022-01-29,418.156,429.909,412.047,429.742,539683.0
2022-01-30,418.156,429.909,412.047,429.742,539683.0
2022-01-31,427.926,431.557,424.225,431.409,847571.0
2022-02-01,431.301,436.886,426.791,436.176,647730.0
2022-02-02,439.748,457.008,439.748,446.37,896474.0
2022-02-03,448.028,458.409,443.77,455.39,1082100.0
2022-02-04,451.886,451.886,440.143,442.057,525958.0
2022-02-05,451.886,451.886,440.143,442.057,525958.0
2022-02-06,451.886,451.886,440.143,442.057,525958.0
2022-02-07,442.541,444.13,437.005,437.39,419857.0
2022-02-08,436.018,442.393,431.38,439.926,367541.0
2022-02-09,444.08,451.709,442.314,448.097,405185.0
2022-02-10,443.745,445.161,434.34,436.492,515763.0
2022-02-11,437.015,439.926,428.636,432.071,469686.0
2022-02-12,437.015,439.926,428.636,432.071,469686.0
2022-02-13,437.015,439.926,428.636,432.071,469686.0
2022-02-14,431.765,437.824,430.869,436.373,568727.0
2022-02-15,440.557,443.33,433.659,436.136,470463.0
2022-02-16,434.281,440.054,430.748,439.146,386123.0
2022-02-17,435.909,438.752,431.656,432.426,416848.0
2022-02-18,433.531,436.973,431.513,434.538,731419.0
2022-02-19,433.531,436.973,431.513,434.538,731419.0
2022-02-20,433.531,436.973,431.513,434.538,731419.0
2022-02-21,433.531,436.973,431.513,434.538,731419.0
2022-02-22,435.051,438.169,428.123,433.432,524284.0
2022-02-23,434.725,436.393,423.021,423.524,491877.0
2022-02-24,414.988,438.702,414.505,438.219,552480.0
2022-02-25,436.975,444.229,432.811,442.521,400828.0
2022-02-26,436.975,444.229,432.811,442.521,400828.0
2022-02-27,436.975,444.229,432.811,442.521,400828.0
2022-02-28,440.321,444.303,433.886,442.324,540826.0
2022-03-01,443.301,447.83,437.271,440.39,568283.0
2022-03-02,443.35,444.495,436.61,443.173,571359.0
2022-03-03,447.85,450.505,441.584,443.992,561937.0
2022-03-04,441.712,451.117,438.416,448.6,446377.0
2022-03-05,441.712,451.117,438.416,448.6,446377.0
2022-03-06,441.712,451.117,438.416,448.6,446377.0
2022-03-07,448.294,449.775,438.949,439.314,460576.0
2022-03-08,439.275,441.909,428.429,432.761,770529.0
2022-03-09,437.084,441.47,433.353,437.459,381210.0
2022-03-10,431.34,434.498,428.528,430.65,496267.0
2022-03-11,432.781,433.64,426.436,426.623,440653.0
2022-03-12,432.781,433.64,426.436,426.623,440653.0
2022-03-13,432.781,433.64,426.436,426.623,440653.0
2022-03-14,425.597,434.548,424.946,429.376,369174.0
2022-03-15,432.633,441.495,430.136,439.936,321827.0
2022-03-16,440.37,447.959,436.699,447.495,400212.0
2022-03-17,445.067,455.903,444.83,455.903,360328.0
2022-03-18,453.949,462.613,449.962,462.377,905499.0
2022-03-19,453.949,462.613,449.962,462.377,905499.0
2022-03-20,453.949,462.613,449.962,462.377,905499.0
2022-03-21,460.886,462.224,453.515,456.584,391627.0
2022-03-22,456.909,458.153,454.65,457.758,294092.0
2022-03-23,456.495,458.182,453.623,455.942,258976.0
2022-03-24,456.653,457.882,452.784,455.38,224856.0
2022-03-25,456.653,460.058,453.337,459.732,205897.0
2022-03-26,456.653,460.058,453.337,459.732,205897.0
2022-03-27,456.653,460.058,453.337,459.732,205897.0
2022-03-28,458.735,466.294,456.742,466.048,260762.0
2022-03-29,472.235,473.459,464.395,470.36,297296.0
2022-03-30,469.492,474.144,467.913,472.028,383533.0
2022-03-31,469.946,474.308,465.87,466.018,601177.0
2022-04-01,466.225,472.206,464.686,470.676,397856.0
2022-04-02,466.225,472.206,464.686,470.676,397856.0
2022-04-03,466.225,472.206,464.686,470.676,397856.0
2022-04-04,471.941,476.14,469.105,475.547,395309.0
2022-04-05,473.463,479.49,470.37,471.071,629779.0
2022-04-06,469.747,476.417,465.686,473.69,491855.0
2022-04-07,472.376,482.435,471.017,479.51,681132.0
2022-04-08,479.342,480.943,475.864,476.437,479512.0
2022-04-09,479.342,480.943,475.864,476.437,479512.0
2022-04-10,479.342,480.943,475.864,476.437,479512.0
2022-04-11,476.279,478.136,471.98,475.073,413786.0
2022-04-12,475.982,478.354,464.693,464.915,479731.0
2022-04-13,465.083,466.486,461.126,463.433,434669.0
2022-04-14,463.206,466.516,455.35,455.686,347032.0
2022-04-15,463.206,466.516,455.35,455.686,347032.0
2022-04-16,463.206,466.516,455.35,455.686,347032.0
2022-04-17,463.206,466.516,455.35,455.686,347032.0
2022-04-18,454.372,456.516,447.959,451.19,236432.0
2022-04-19,452.386,458.339,451.23,457.257,370954.0
2022-04-20,461.427,464.886,459.253,463.206,635574.0
2022-04-21,467.652,471.427,461.99,463.71,562806.0
2022-04-22,462.069,465.123,448.374,448.69,620742.0
2022-04-23,462.069,465.123,448.374,448.69,620742.0
2022-04-24,462.069,465.123,448.374,448.69,620742.0
2022-04-25,449.52,450.568,441.813,449.866,1039093.0
2022-04-26,454.955,470.735,450.587,466.407,1022219.0
2022-04-27,468.285,473.576,462.484,469.055,776743.0
2022-04-28,474.055,481.684,471.338,477.652,553017.0
2022-04-29,472.81,475.938,460.385,464.342,2822208.0
2022-04-30,472.81,475.938,460.385,464.342,2822208.0
2022-05-01,472.81,475.938,460.385,464.342,2822208.0
2022-05-02,460.469,464.214,447.267,453.828,805275.0
2022-05-03,454.915,455.4,443.794,445.775,761670.0
2022-05-04,443.996,460.726,441.842,458.878,822571.0
2022-05-05,455.884,460.093,435.143,438.236,763790.0
2022-05-06,434.787,436.645,427.16,434.086,676843.0
2022-05-07,434.787,436.645,427.16,434.086,676843.0
2022-05-08,434.787,436.645,427.16,434.086,676843.0
2022-05-09,428.127,431.082,426.032,427.781,574278.0
2022-05-10,431.783,433.325,420.528,425.479,674031.0
2022-05-11,423.473,429.135,420.38,424.273,642646.0
2022-05-12,418.75,426.882,417.119,423.75,679715.0
2022-05-13,426.082,430.192,419.333,425.222,655206.0
2022-05-14,426.082,430.192,419.333,425.222,655206.0
2022-05-15,426.082,430.192,419.333,425.222,655206.0
2022-05-16,423.829,428.295,419.6,424.758,480126.0
2022-05-17,430.667,433.789,423.853,427.623,472506.0
2022-05-18,424.264,424.896,405.924,406.596,643464.0
2022-05-19,403.276,411.339,397.283,408.276,685576.0
2022-05-20,411.853,417.238,405.766,412.505,663427.0
2022-05-21,411.853,417.238,405.766,412.505,663427.0
2022-05-22,411.853,417.238,405.766,412.505,663427.0
2022-05-23,418.137,421.072,413.523,418.878,624762.0
2022-05-24,416.892,423.908,416.013,421.902,510705.0
2022-05-25,419.748,422.539,418.177,420.686,529334.0
2022-05-26,423.315,429.471,422.198,427.386,411970.0
2022-05-27,431.872,438.621,430.953,438.611,387936.0
2022-05-28,431.872,438.621,430.953,438.611,387936.0
2022-05-29,431.872,438.621,430.953,438.611,387936.0
2022-05-30,431.872,438.621,430.953,438.611,387936.0
2022-05-31,434.402,440.355,431.951,437.188,2166270.0
2022-06-01,438.423,440.261,424.441,425.716,640064.0
2022-06-02,426.793,436.506,424.432,436.2,462702.0
2022-06-03,433.888,434.006,425.227,426.931,511056.0
2022-06-04,433.888,434.006,425.227,426.931,511056.0
2022-06-05,433.888,434.006,425.227,426.931,511056.0
2022-06-06,427.653,427.653,418.315,420.163,787040.0
2022-06-07,416.645,423.74,415.034,423.177,456699.0
2022-06-08,420.113,421.482,412.366,413.098,451122.0
2022-06-09,410.301,412.9,401.013,401.408,407488.0
2022-06-10,395.41,395.479,384.145,386.053,742411.0
2022-06-11,395.41,395.479,384.145,386.053,742411.0
2022-06-12,395.41,395.479,384.145,386.053,742411.0
2022-06-13,378.839,387.772,377.13,380.657,1260022.0
2022-06-14,380.687,384.244,375.124,376.142,912758.0
2022-06-15,380.163,385.163,376.941,379.748,789015.0
2022-06-16,371.685,375.638,367.179,367.871,807497.0
2022-06-17,367.584,373.098,365.124,370.262,1620271.0
2022-06-18,367.584,373.098,365.124,370.262,1620271.0
2022-06-19,367.584,373.098,365.124,370.262,1620271.0
2022-06-20,367.584,373.098,365.124,370.262,1620271.0
2022-06-21,371.873,378.691,371.873,378.088,649229.0
2022-06-22,374.195,380.904,373.207,378.79,548605.0
2022-06-23,380.904,389.867,378.464,389.6,734217.0
2022-06-24,392.93,404.056,391.863,402.871,945616.0
2022-06-25,392.93,404.056,391.863,402.871,945616.0
2022-06-26,392.93,404.056,391.863,402.871,945616.0
2022-06-27,401.606,401.793,392.969,394.037,505851.0
2022-06-28,395.262,397.624,386.794,387.041,467798.0
2022-06-29,388.622,390.14,385.405,388.879,366626.0
2022-06-30,385.371,391.715,382.52,389.966,525695.0
2022-07-01,390.153,397.011,389.155,395.914,392338.0
2022-07-02,390.153,397.011,389.155,395.914,392338.0
2022-07-03,390.153,397.011,389.155,395.914,392338.0
2022-07-04,390.153,397.011,389.155,395.914,392338.0
2022-07-05,393.236,397.169,386.655,396.823,582280.0
2022-07-06,399.116,403.948,394.57,399.946,628205.0
2022-07-07,398.095,401.034,396.749,398.224,440730.0
2022-07-08,395.205,400.609,394.602,397.858,412692.0
2022-07-09,395.205,400.609,394.602,397.858,412692.0
2022-07-10,395.205,400.609,394.602,397.858,412692.0
2022-07-11,394.216,396.591,390.98,393.216,319793.0
2022-07-12,393.978,397.353,385.428,386.892,605573.0
2022-07-13,380.549,383.379,376.244,381.053,419545.0
2022-07-14,377.253,385.299,376.788,384.121,380359.0
2022-07-15,391.128,393.117,387.476,391.059,489055.0
2022-07-16,391.128,393.117,387.476,391.059,489055.0
2022-07-17,391.128,393.117,387.476,391.059,489055.0
2022-07-18,390.415,393.117,386.635,387.783,395788.0
2022-07-19,392.395,400.95,391.425,399.946,444570.0
2022-07-20,400.619,406.467,398.432,404.152,439945.0
2022-07-21,404.102,410.426,403.598,408.457,412130.0
2022-07-22,409.714,413.247,405.517,406.665,375648.0
2022-07-23,409.714,413.247,405.517,406.665,375648.0
2022-07-24,409.714,413.247,405.517,406.665,375648.0
2022-07-25,404.557,411.03,401.846,409.1,440863.0
2022-07-26,407.843,409.278,404.656,406.982,529584.0
2022-07-27,408.081,415.394,406.952,413.959,551696.0
2022-07-28,414.909,432.743,413.652,431.179,547872.0
2022-07-29,430.249,434.227,427.497,432.149,510546.0
2022-07-30,430.249,434.227,427.497,432.149,510546.0
2022-07-31,430.249,434.227,427.497,432.149,510546.0
2022-08-01,428.388,431.639,425.637,427.913,396879.0
2022-08-02,428.398,428.398,421.619,421.886,418158.0
2022-08-03,422.302,426.597,419.887,425.36,432571.0
2022-08-04,424.519,427.567,421.471,426.389,332408.0
2022-08-05,422.807,427.883,421.955,427.448,310051.0
2022-08-06,422.807,427.883,421.955,427.448,310051.0
2022-08-07,422.807,427.883,421.955,427.448,310051.0
2022-08-08,431.1,432.861,425.355,426.547,320934.0
2022-08-09,424.509,426.345,421.792,424.39,374373.0
2022-08-10,434.296,434.623,429.685,434.138,398019.0
2022-08-11,435.444,438.73,428.903,429.21,292738.0
2022-08-12,431.031,435.011,428.715,434.554,282709.0
2022-08-13,431.031,435.011,428.715,434.554,282709.0
2022-08-14,431.031,435.011,428.715,434.554,282709.0
2022-08-15,433.168,436.949,430.813,434.86,244563.0
2022-08-16,432.089,435.479,429.981,431.812,355543.0
2022-08-17,428.071,431.718,425.696,429.506,316922.0
2022-08-18,431.129,431.129,426.864,429.259,317983.0
2022-08-19,427.399,428.992,422.747,428.833,325511.0
2022-08-20,427.399,428.992,422.747,428.833,325511.0
2022-08-21,427.399,428.992,422.747,428.833,325511.0
2022-08-22,424.776,425.973,417.116,417.759,376751.0
2022-08-23,414.147,416.641,408.615,412.415,699747.0
2022-08-24,414.81,416.384,412.445,414.286,470625.0
2022-08-25,416.888,420.525,414.563,420.224,432262.0
2022-08-26,422.49,424.558,405.28,405.587,372058.0
2022-08-27,422.49,424.558,405.28,405.587,372058.0
2022-08-28,422.49,424.558,405.28,405.587,372058.0
2022-08-29,402.083,407.645,401.935,404.924,318520.0
2022-08-30,407.131,409.229,399.807,403.528,566343.0
2022-08-31,406.715,408.15,398.283,398.412,630125.0
2022-09-01,394.265,401.46,394.265,400.955,493661.0
2022-09-02,405.616,406.151,395.28,396.769,295510.0
2022-09-03,405.616,406.151,395.28,396.769,295510.0
2022-09-04,405.616,406.151,395.28,396.769,295510.0
2022-09-05,405.616,406.151,395.28,396.769,295510.0
2022-09-06,394.325,396.7,391.009,392.81,502602.0
2022-09-07,393.652,403.766,393.226,402.628,364560.0
2022-09-08,400.183,405.626,400.183,403.855,334077.0
2022-09-09,404.963,407.408,403.934,405.913,542813.0
2022-09-10,404.963,407.408,403.934,405.913,542813.0
2022-09-11,404.963,407.408,403.934,405.913,542813.0
2022-09-12,408.467,409.451,402.826,405.023,1085908.0
2022-09-13,397.61,399.896,390.039,391.078,526695.0
2022-09-14,391.445,394.819,390.069,392.088,436427.0
2022-09-15,390.93,392.627,379.925,380.024,582580.0
2022-09-16,376.739,381.212,374.868,378.144,890986.0
2022-09-17,376.739,381.212,374.868,378.144,890986.0
2022-09-18,376.739,381.212,374.868,378.144,890986.0
