,HE US Equity,HE US Equity,HE US Equity,HE US Equity,HE US Equity
2023-08-13,32.0871,32.5357,31.4727,31.5995,2492451.0
2023-08-14,19.5058,21.8953,18.238,20.9298,23048415.0
2023-08-15,20.013,20.5592,14.132,14.4246,30299598.0
2023-08-16,14.9025,16.8238,12.9421,14.21,35671397.0
2023-08-17,10.36,12.44,10.05,12.03,45325173.0
2023-08-18,13.33,14.2,12.41,13.77,34161340.0
2023-08-19,13.33,14.2,12.41,13.77,34161340.0
2023-08-20,13.33,14.2,12.41,13.77,34161340.0
2023-08-21,13.51,13.585,12.34,13.04,13646507.0
2023-08-22,12.79,13.41,12.235,13.37,11504836.0
2023-08-23,13.38,13.38,12.09,12.11,12004341.0
2023-08-24,12.12,12.5585,11.29,11.86,9972466.0
2023-08-25,9.3,10.355,9.06,9.66,20322170.0
2023-08-26,9.3,10.355,9.06,9.66,20322170.0
2023-08-27,9.3,10.355,9.06,9.66,20322170.0
2023-08-28,13.5,14.74,12.86,13.97,58708158.0
2023-08-29,13.71,13.98,12.92,13.32,20569072.0
2023-08-30,13.34,14.4,13.3,13.63,15155757.0
2023-08-31,14.2,14.65,13.73,14.02,14332367.0
2023-09-01,13.95,15.39,13.78,15.05,15320985.0
2023-09-02,13.95,15.39,13.78,15.05,15320985.0
2023-09-03,13.95,15.39,13.78,15.05,15320985.0
2023-09-04,13.95,15.39,13.78,15.05,15320985.0
2023-09-05,14.45,14.45,12.36,12.42,17111728.0
2023-09-06,12.64,12.73,11.9,12.26,8797018.0
2023-09-07,12.13,12.52,11.9289,12.4,6559158.0
2023-09-08,12.67,12.89,12.19,12.56,5276933.0
2023-09-09,12.67,12.89,12.19,12.56,5276933.0
2023-09-10,12.67,12.89,12.19,12.56,5276933.0
2023-09-11,12.46,13.36,12.31,13.04,7520267.0
2023-09-12,13.02,13.14,12.62,13.01,5668070.0
2023-09-13,13.12,13.4499,12.9,13.31,4150833.0
2023-09-14,13.49,13.7397,13.1,13.23,5015424.0
2023-09-15,13.14,13.615,13.06,13.12,22957907.0
2023-09-16,13.14,13.615,13.06,13.12,22957907.0
2023-09-17,13.14,13.615,13.06,13.12,22957907.0
2023-09-18,13.15,13.16,12.65,13.06,3465955.0
2023-09-19,13.01,13.85,12.95,13.18,5397309.0
2023-09-20,13.28,13.36,13.18,13.3,2385002.0
2023-09-21,13.21,13.31,12.77,12.77,3271540.0
2023-09-22,12.93,12.93,12.55,12.59,2510659.0
2023-09-23,12.93,12.93,12.55,12.59,2510659.0
2023-09-24,12.93,12.93,12.55,12.59,2510659.0
2023-09-25,12.48,12.55,12.06,12.46,2956209.0
2023-09-26,12.42,12.79,12.41,12.53,3020464.0
2023-09-27,12.48,12.815,12.32,12.37,2840070.0
2023-09-28,12.34,12.65,12.26,12.46,1889055.0
2023-09-29,12.44,12.655,12.075,12.31,2677851.0
2023-09-30,12.44,12.655,12.075,12.31,2677851.0
2023-10-01,12.44,12.655,12.075,12.31,2677851.0
2023-10-02,12.3,12.35,11.85,11.95,3106556.0
2023-10-03,11.83,11.92,11.6401,11.88,2405905.0
2023-10-04,11.74,11.87,11.41,11.66,3336592.0
2023-10-05,11.66,11.84,11.56,11.72,2339302.0
2023-10-06,11.51,11.92,11.34,11.86,2518258.0
2023-10-07,11.51,11.92,11.34,11.86,2518258.0
2023-10-08,11.51,11.92,11.34,11.86,2518258.0
2023-10-09,11.83,12.2618,11.83,12.11,1858745.0
2023-10-10,12.25,12.54,12.14,12.53,2596540.0
2023-10-11,12.56,12.6914,12.22,12.24,1728660.0
2023-10-12,12.26,12.27,11.8,12.09,2070063.0
2023-10-13,12.17,12.405,12.155,12.3,1962079.0
2023-10-14,12.17,12.405,12.155,12.3,1962079.0
2023-10-15,12.17,12.405,12.155,12.3,1962079.0
2023-10-16,12.37,12.64,12.305,12.62,1452021.0
2023-10-17,12.42,13.02,12.42,12.85,2087413.0
2023-10-18,12.75,13.0,12.545,12.68,1498499.0
2023-10-19,12.63,12.76,12.455,12.5,1554968.0
2023-10-20,12.44,12.67,12.34,12.35,1676907.0
2023-10-21,12.44,12.67,12.34,12.35,1676907.0
2023-10-22,12.44,12.67,12.34,12.35,1676907.0
2023-10-23,12.22,12.42,11.97,12.17,2181189.0
2023-10-24,12.36,12.46,12.12,12.3,2332741.0
2023-10-25,12.18,12.66,12.15,12.64,1183634.0
2023-10-26,12.61,13.47,12.45,13.37,3469384.0
2023-10-27,13.32,13.4,12.85,12.85,1707679.0
2023-10-28,13.32,13.4,12.85,12.85,1707679.0
2023-10-29,13.32,13.4,12.85,12.85,1707679.0
2023-10-30,12.99,13.16,12.77,12.79,1527108.0
2023-10-31,12.75,13.635,12.57,12.98,3516175.0
2023-11-01,12.95,13.395,12.82,13.11,1547006.0
2023-11-02,13.3,13.555,13.05,13.49,2820730.0
2023-11-03,13.79,14.135,13.75,13.85,2950620.0
2023-11-04,13.79,14.135,13.75,13.85,2950620.0
2023-11-05,13.79,14.135,13.75,13.85,2950620.0
2023-11-06,14.0,14.01,13.64,13.81,2009364.0
2023-11-07,13.75,14.28,13.6509,13.94,2720015.0
2023-11-08,14.01,14.03,13.68,13.89,2657246.0
2023-11-09,14.0,14.65,13.77,14.01,4308310.0
2023-11-10,12.69,13.0,11.33,11.61,10983375.0
2023-11-11,12.69,13.0,11.33,11.61,10983375.0
2023-11-12,12.69,13.0,11.33,11.61,10983375.0
2023-11-13,11.82,11.87,11.4,11.45,4049324.0
2023-11-14,11.65,12.615,11.62,12.04,5084781.0
2023-11-15,12.06,13.02,12.06,12.73,3037865.0
2023-11-16,12.76,13.33,12.72,13.28,3149598.0
2023-11-17,13.44,14.02,13.415,13.91,3465098.0
2023-11-18,13.44,14.02,13.415,13.91,3465098.0
2023-11-19,13.44,14.02,13.415,13.91,3465098.0
2023-11-20,13.64,13.79,13.37,13.5,2450291.0
2023-11-21,13.46,13.53,12.755,12.82,2416937.0
2023-11-22,12.96,13.01,12.52,12.7,2185742.0
2023-11-23,12.96,13.01,12.52,12.7,2185742.0
2023-11-24,12.84,12.87,12.59,12.63,922922.0
2023-11-25,12.84,12.87,12.59,12.63,922922.0
2023-11-26,12.84,12.87,12.59,12.63,922922.0
2023-11-27,12.6,12.63,12.365,12.49,1782544.0
2023-11-28,12.53,12.555,12.26,12.43,1531058.0
2023-11-29,12.5,12.6702,12.38,12.43,1679161.0
2023-11-30,12.44,12.535,12.075,12.19,4366616.0
2023-12-01,12.19,12.94,12.13,12.91,2777794.0
2023-12-02,12.19,12.94,12.13,12.91,2777794.0
2023-12-03,12.19,12.94,12.13,12.91,2777794.0
2023-12-04,12.95,13.55,12.9301,13.43,2365050.0
2023-12-05,13.4,13.4699,12.96,13.23,2126417.0
2023-12-06,13.38,13.58,13.17,13.27,2477017.0
2023-12-07,13.31,13.45,13.235,13.31,1651499.0
2023-12-08,13.35,13.37,13.0,13.22,2697929.0
2023-12-09,13.35,13.37,13.0,13.22,2697929.0
2023-12-10,13.35,13.37,13.0,13.22,2697929.0
2023-12-11,13.2,13.37,13.105,13.3,1206318.0
2023-12-12,13.23,13.355,13.092,13.32,1131286.0
2023-12-13,13.31,13.95,13.1282,13.9,2423070.0
2023-12-14,14.0,14.54,14.0,14.04,2923208.0
2023-12-15,14.2,14.41,13.86,14.21,6047607.0
2023-12-16,14.2,14.41,13.86,14.21,6047607.0
2023-12-17,14.2,14.41,13.86,14.21,6047607.0
2023-12-18,14.28,14.28,13.65,13.65,2692517.0
2023-12-19,13.81,14.34,13.78,14.33,3094432.0
2023-12-20,14.32,14.3255,13.81,13.81,2421952.0
2023-12-21,13.9,14.1,13.71,13.96,5096722.0
2023-12-22,13.99,14.17,13.8424,13.95,1211166.0
2023-12-23,13.99,14.17,13.8424,13.95,1211166.0
2023-12-24,13.99,14.17,13.8424,13.95,1211166.0
2023-12-25,13.99,14.17,13.8424,13.95,1211166.0
2023-12-26,14.0,14.1275,13.9101,14.05,1620024.0
2023-12-27,14.09,14.5497,13.8601,14.02,3906460.0
2023-12-28,13.93,14.38,13.89,14.37,2317635.0
2023-12-29,14.26,14.3,14.0,14.19,1917591.0
2023-12-30,14.26,14.3,14.0,14.19,1917591.0
2023-12-31,14.26,14.3,14.0,14.19,1917591.0
2024-01-01,14.26,14.3,14.0,14.19,1917591.0
2024-01-02,14.24,16.0264,13.95,15.4,5618882.0
2024-01-03,15.14,15.25,14.71,14.77,3133120.0
2024-01-04,14.96,14.98,14.31,14.34,2362636.0
2024-01-05,14.32,15.13,14.2,14.87,2697140.0
2024-01-06,14.32,15.13,14.2,14.87,2697140.0
2024-01-07,14.32,15.13,14.2,14.87,2697140.0
2024-01-08,14.81,15.305,14.69,15.21,1887465.0
2024-01-09,15.09,15.2887,14.82,14.97,1721934.0
2024-01-10,14.93,14.98,14.41,14.46,2265506.0
2024-01-11,14.32,14.34,13.755,13.81,2533525.0
2024-01-12,14.06,14.11,13.21,13.47,2848688.0
2024-01-13,14.06,14.11,13.21,13.47,2848688.0
2024-01-14,14.06,14.11,13.21,13.47,2848688.0
2024-01-15,14.06,14.11,13.21,13.47,2848688.0
2024-01-16,13.22,13.59,13.13,13.3,1657265.0
2024-01-17,13.17,13.45,13.03,13.24,1790056.0
2024-01-18,13.23,13.24,12.7498,12.95,2324403.0
2024-01-19,12.95,12.98,12.6,12.72,1968133.0
2024-01-20,12.95,12.98,12.6,12.72,1968133.0
2024-01-21,12.95,12.98,12.6,12.72,1968133.0
2024-01-22,12.79,12.895,12.64,12.78,1363963.0
2024-01-23,12.88,13.5,12.83,13.35,2731173.0
2024-01-24,13.55,14.06,13.165,13.17,3832363.0
2024-01-25,13.27,13.785,13.2,13.75,1845915.0
2024-01-26,13.79,14.04,13.775,13.85,4195550.0
2024-01-27,13.79,14.04,13.775,13.85,4195550.0
2024-01-28,13.79,14.04,13.775,13.85,4195550.0
2024-01-29,13.81,13.81,13.3601,13.49,1687558.0
2024-01-30,13.38,13.41,13.04,13.27,1808887.0
2024-01-31,13.31,13.31,12.95,12.97,2193181.0
2024-02-01,13.22,13.35,12.875,13.33,1592743.0
2024-02-02,13.16,13.59,12.92,13.39,2098092.0
2024-02-03,13.16,13.59,12.92,13.39,2098092.0
2024-02-04,13.16,13.59,12.92,13.39,2098092.0
2024-02-05,13.17,13.245,12.96,12.97,1758063.0
2024-02-06,12.95,13.2999,12.77,13.25,1352767.0
2024-02-07,13.31,13.39,13.06,13.11,1162885.0
2024-02-08,13.09,13.1401,12.89,13.07,1523289.0
2024-02-09,13.04,13.13,12.92,13.09,1343771.0
2024-02-10,13.04,13.13,12.92,13.09,1343771.0
2024-02-11,13.04,13.13,12.92,13.09,1343771.0
2024-02-12,13.05,13.895,13.05,13.65,2291957.0
2024-02-13,13.52,13.5699,12.905,13.11,2445822.0
2024-02-14,13.06,13.1,12.15,12.47,5243506.0
2024-02-15,12.69,13.28,12.68,13.22,4248150.0
2024-02-16,13.15,13.25,12.965,13.1,1823271.0
2024-02-17,13.15,13.25,12.965,13.1,1823271.0
2024-02-18,13.15,13.25,12.965,13.1,1823271.0
2024-02-19,13.15,13.25,12.965,13.1,1823271.0
2024-02-20,13.04,13.3,13.0,13.29,3066461.0
2024-02-21,13.3,13.315,13.1,13.11,1697015.0
2024-02-22,13.0,13.0,12.6,12.75,2681819.0
2024-02-23,12.68,12.82,12.61,12.66,1499114.0
2024-02-24,12.68,12.82,12.61,12.66,1499114.0
2024-02-25,12.68,12.82,12.61,12.66,1499114.0
2024-02-26,12.6,12.62,12.22,12.25,2688726.0
2024-02-27,12.44,12.59,12.31,12.58,1611458.0
2024-02-28,12.49,12.595,12.3,12.34,1976020.0
2024-02-29,12.45,12.57,12.16,12.18,2300037.0
2024-03-01,12.25,12.25,11.83,11.95,3693477.0
2024-03-02,12.25,12.25,11.83,11.95,3693477.0
2024-03-03,12.25,12.25,11.83,11.95,3693477.0
2024-03-04,11.95,12.0,11.43,11.44,2778872.0
2024-03-05,11.48,11.955,11.46,11.62,2651009.0
2024-03-06,11.8,11.8,11.35,11.45,1982938.0
2024-03-07,11.57,11.76,11.53,11.75,1530032.0
2024-03-08,11.78,11.9,11.66,11.82,2681231.0
2024-03-09,11.78,11.9,11.66,11.82,2681231.0
2024-03-10,11.78,11.9,11.66,11.82,2681231.0
2024-03-11,11.85,11.95,11.645,11.73,1739861.0
2024-03-12,11.62,11.64,11.16,11.27,3302407.0
2024-03-13,11.3,11.42,11.13,11.16,1973001.0
2024-03-14,11.12,11.14,10.77,11.03,2797684.0
2024-03-15,11.08,11.35,11.02,11.16,3322640.0
2024-03-16,11.08,11.35,11.02,11.16,3322640.0
2024-03-17,11.08,11.35,11.02,11.16,3322640.0
2024-03-18,11.07,11.1,10.83,10.91,1892693.0
2024-03-19,10.87,11.0,10.73,10.98,1744748.0
2024-03-20,10.92,11.47,10.87,11.4,1822450.0
2024-03-21,11.4,11.71,11.31,11.49,1550453.0
2024-03-22,11.54,11.71,10.93,11.04,2395455.0
2024-03-23,11.54,11.71,10.93,11.04,2395455.0
2024-03-24,11.54,11.71,10.93,11.04,2395455.0
2024-03-25,11.09,11.15,10.94,11.0,1265638.0
2024-03-26,11.03,11.1,10.83,10.86,1564718.0
2024-03-27,10.92,11.09,10.91,10.99,2006338.0
2024-03-28,10.97,11.32,10.9,11.27,2098546.0
2024-03-29,10.97,11.32,10.9,11.27,2098546.0
2024-03-30,10.97,11.32,10.9,11.27,2098546.0
2024-03-31,10.97,11.32,10.9,11.27,2098546.0
2024-04-01,11.27,11.27,10.8924,11.1,1455568.0
2024-04-02,11.01,11.175,10.9025,11.01,1623695.0
2024-04-03,11.01,11.06,10.865,11.05,1315982.0
2024-04-04,11.15,11.19,10.98,11.04,1350448.0
2024-04-05,10.94,10.985,10.78,10.91,2757194.0
2024-04-06,10.94,10.985,10.78,10.91,2757194.0
2024-04-07,10.94,10.985,10.78,10.91,2757194.0
2024-04-08,10.92,11.13,10.845,11.07,1833851.0
