,OGE US Equity,OGE US Equity,OGE US Equity,OGE US Equity,OGE US Equity
2023-07-19,34.3853,34.8672,34.3853,34.6552,1511535.0
2023-07-20,34.6937,35.2816,34.5106,35.2238,1048622.0
2023-07-21,35.5032,35.7056,35.1949,35.6478,1129850.0
2023-07-22,35.5032,35.7056,35.1949,35.6478,1129850.0
2023-07-23,35.5032,35.7056,35.1949,35.6478,1129850.0
2023-07-24,35.7153,35.7153,35.0888,35.2527,1510207.0
2023-07-25,35.2141,35.4936,35.0985,35.3972,908759.0
2023-07-26,35.272,35.8791,35.272,35.5803,1135546.0
2023-07-27,35.4454,35.5707,34.713,34.7805,1151845.0
2023-07-28,34.9539,35.2382,34.5106,34.6552,1207880.0
2023-07-29,34.9539,35.2382,34.5106,34.6552,1207880.0
2023-07-30,34.9539,35.2382,34.5106,34.6552,1207880.0
2023-07-31,34.7612,34.9828,34.6263,34.8383,1145580.0
2023-08-01,34.8094,35.0503,34.5395,34.6841,1150126.0
2023-08-02,34.5299,34.9347,34.4154,34.8672,859583.0
2023-08-03,34.6841,34.6841,33.73,33.9806,1202976.0
2023-08-04,34.0962,34.2938,33.3253,33.4216,881340.0
2023-08-05,34.0962,34.2938,33.3253,33.4216,881340.0
2023-08-06,34.0962,34.2938,33.3253,33.4216,881340.0
2023-08-07,33.4987,33.7107,33.3349,33.4023,948367.0
2023-08-08,33.306,33.3349,32.8723,33.2771,1077650.0
2023-08-09,33.065,33.6915,32.9783,33.2771,1173407.0
2023-08-10,33.3349,33.518,33.1421,33.2096,1165322.0
2023-08-11,33.2674,33.3542,33.1036,33.3156,951264.0
2023-08-12,33.2674,33.3542,33.1036,33.3156,951264.0
2023-08-13,33.2674,33.3542,33.1036,33.3156,951264.0
2023-08-14,33.2289,33.2289,32.641,32.6796,1603273.0
2023-08-15,32.4675,32.8627,32.1688,32.217,1847653.0
2023-08-16,32.3423,32.7085,32.3326,32.5446,1715144.0
2023-08-17,32.4772,32.8289,32.4772,32.6603,1345966.0
2023-08-18,32.6988,32.9301,32.5784,32.8819,1397275.0
2023-08-19,32.6988,32.9301,32.5784,32.8819,1397275.0
2023-08-20,32.6988,32.9301,32.5784,32.8819,1397275.0
2023-08-21,32.7663,32.8434,32.1592,32.5832,1100627.0
2023-08-22,32.6025,33.0602,32.5061,32.8916,1467283.0
2023-08-23,33.1903,33.1903,32.8097,33.094,1709226.0
2023-08-24,33.0458,33.4602,32.7856,32.853,1142385.0
2023-08-25,32.8819,33.1613,32.8097,32.988,876896.0
2023-08-26,32.8819,33.1613,32.8097,32.988,876896.0
2023-08-27,32.8819,33.1613,32.8097,32.988,876896.0
2023-08-28,32.9687,33.3253,32.9012,32.9205,905124.0
2023-08-29,32.9205,33.2578,32.9109,33.1711,1129920.0
2023-08-30,33.1518,33.3349,33.0217,33.1229,783043.0
2023-08-31,33.2578,33.306,32.8048,32.8145,1404403.0
2023-09-01,33.0361,33.0361,32.2555,32.5543,1023059.0
2023-09-02,33.0361,33.0361,32.2555,32.5543,1023059.0
2023-09-03,33.0361,33.0361,32.2555,32.5543,1023059.0
2023-09-04,33.0361,33.0361,32.2555,32.5543,1023059.0
2023-09-05,32.3615,32.4338,31.5906,32.0724,1753850.0
2023-09-06,32.1881,32.1881,31.9423,32.0724,1159231.0
2023-09-07,32.1881,32.9542,32.1881,32.8048,2626490.0
2023-09-08,32.9012,33.3879,32.7663,33.3638,1476428.0
2023-09-09,32.9012,33.3879,32.7663,33.3638,1476428.0
2023-09-10,32.9012,33.3879,32.7663,33.3638,1476428.0
2023-09-11,33.306,33.7589,33.2931,33.5855,1573670.0
2023-09-12,33.6047,33.7686,33.2674,33.6336,1114783.0
2023-09-13,33.6818,34.0529,33.5276,33.9324,999531.0
2023-09-14,34.1251,34.3757,34.0625,34.3082,1025564.0
2023-09-15,34.2408,34.5395,34.2022,34.4721,2582102.0
2023-09-16,34.2408,34.5395,34.2022,34.4721,2582102.0
2023-09-17,34.2408,34.5395,34.2022,34.4721,2582102.0
2023-09-18,34.607,34.7034,34.2071,34.6937,1301208.0
2023-09-19,34.7034,34.8961,34.2986,34.3082,878136.0
2023-09-20,34.501,34.7419,34.2841,34.3372,1143743.0
2023-09-21,34.2697,34.3853,33.9324,33.9517,847368.0
2023-09-22,33.8167,34.0914,33.7011,33.8071,701587.0
2023-09-23,33.8167,34.0914,33.7011,33.8071,701587.0
2023-09-24,33.8167,34.0914,33.7011,33.8071,701587.0
2023-09-25,33.6144,33.8746,33.4313,33.8167,878908.0
2023-09-26,33.7878,33.7878,32.5254,32.6217,1215174.0
2023-09-27,32.5446,32.7615,32.2363,32.3037,1218409.0
2023-09-28,32.4965,32.4965,31.8845,31.9761,1402202.0
2023-09-29,32.2941,32.4386,31.8604,32.1206,1677268.0
2023-09-30,32.2941,32.4386,31.8604,32.1206,1677268.0
2023-10-01,32.2941,32.4386,31.8604,32.1206,1677268.0
2023-10-02,31.9279,32.005,30.4582,30.781,2176769.0
2023-10-03,30.5401,31.2244,30.1113,31.1473,1783248.0
2023-10-04,31.0412,31.3978,30.6702,31.1473,1654275.0
2023-10-05,31.1183,31.5809,30.7618,31.4556,1806555.0
2023-10-06,31.161,32.0787,30.8389,31.8639,1902460.0
2023-10-07,31.161,32.0787,30.8389,31.8639,1902460.0
2023-10-08,31.161,32.0787,30.8389,31.8639,1902460.0
2023-10-09,31.8736,32.3715,31.8639,32.3618,1356877.0
2023-10-10,32.3618,32.6546,32.2544,32.6351,897816.0
2023-10-11,32.8206,33.2111,32.6107,33.2111,1169370.0
2023-10-12,33.1134,33.2208,32.5424,33.0549,1657428.0
2023-10-13,33.4454,33.6064,33.1915,33.3087,1414599.0
2023-10-14,33.4454,33.6064,33.1915,33.3087,1414599.0
2023-10-15,33.4454,33.6064,33.1915,33.3087,1414599.0
2023-10-16,33.4454,33.7626,33.1427,33.748,1043331.0
2023-10-17,33.4942,33.8261,33.3233,33.4747,1605042.0
2023-10-18,33.4356,33.6064,33.0061,33.2696,1239219.0
2023-10-19,33.2306,33.5137,32.967,33.0939,1470286.0
2023-10-20,33.133,33.2648,32.64,32.723,1854787.0
2023-10-21,33.133,33.2648,32.64,32.723,1854787.0
2023-10-22,33.133,33.2648,32.64,32.723,1854787.0
2023-10-23,32.4789,32.8206,32.2739,32.4106,1346077.0
2023-10-24,32.7913,33.2306,32.6937,33.1525,1630149.0
2023-10-25,33.0061,33.4258,33.0061,33.4161,1480177.0
2023-10-26,33.543,34.1092,33.4551,33.6211,1701374.0
2023-10-27,33.4356,33.7211,32.7864,32.9963,1482740.0
2023-10-28,33.4356,33.7211,32.7864,32.9963,1482740.0
2023-10-29,33.4356,33.7211,32.7864,32.9963,1482740.0
2023-10-30,33.0939,33.4942,32.8108,33.2013,1397979.0
2023-10-31,33.3966,33.5137,33.0256,33.3868,1356655.0
2023-11-01,33.3966,33.8456,33.0451,33.6797,1580876.0
2023-11-02,33.8554,34.8999,33.8261,34.6852,2520879.0
2023-11-03,35.0659,35.1928,34.3923,34.4118,2071512.0
2023-11-04,35.0659,35.1928,34.3923,34.4118,2071512.0
2023-11-05,35.0659,35.1928,34.3923,34.4118,2071512.0
2023-11-06,34.3728,34.4606,33.748,33.7675,1684057.0
2023-11-07,33.8261,33.992,33.4747,33.5625,1473924.0
2023-11-08,33.338,33.338,32.5375,32.9865,1501065.0
2023-11-09,33.1427,33.5039,32.9768,33.133,1721483.0
2023-11-10,33.3673,33.3917,32.967,33.1623,1694280.0
2023-11-11,33.3673,33.3917,32.967,33.1623,1694280.0
2023-11-12,33.3673,33.3917,32.967,33.1623,1694280.0
2023-11-13,33.1037,33.1818,32.6058,32.762,1331201.0
2023-11-14,33.3868,33.9872,33.3868,33.9432,1089103.0
2023-11-15,33.9042,34.3679,33.6064,33.6504,1464112.0
2023-11-16,33.9628,34.2996,33.7822,34.2361,1465121.0
2023-11-17,34.4997,34.5485,33.7822,33.953,1602410.0
2023-11-18,34.4997,34.5485,33.7822,33.953,1602410.0
2023-11-19,34.4997,34.5485,33.7822,33.953,1602410.0
2023-11-20,33.7089,33.9823,33.2599,33.8554,1071748.0
2023-11-21,33.8359,34.0018,33.5918,33.8651,1118307.0
2023-11-22,33.9237,34.119,33.5772,34.0701,1468519.0
2023-11-23,33.9237,34.119,33.5772,34.0701,1468519.0
2023-11-24,34.0897,34.158,33.8603,33.9823,479311.0
2023-11-25,34.0897,34.158,33.8603,33.9823,479311.0
2023-11-26,34.0897,34.158,33.8603,33.9823,479311.0
2023-11-27,34.0116,34.1629,33.7187,34.0994,1037725.0
2023-11-28,34.0409,34.5094,33.9042,34.2361,882555.0
2023-11-29,34.2947,34.4753,33.87,33.9628,1171780.0
2023-11-30,34.0701,34.3337,33.8456,34.2166,1465698.0
2023-12-01,34.2068,34.6852,34.0799,34.6461,1297526.0
2023-12-02,34.2068,34.6852,34.0799,34.6461,1297526.0
2023-12-03,34.2068,34.6852,34.0799,34.6461,1297526.0
2023-12-04,34.4313,34.8804,34.4313,34.734,1654963.0
2023-12-05,34.6461,34.7145,34.2654,34.4021,1292958.0
2023-12-06,34.568,34.8316,34.4411,34.7926,1046666.0
2023-12-07,34.8999,34.9634,34.6559,34.734,862617.0
2023-12-08,34.6461,34.6656,34.219,34.363,1032955.0
2023-12-09,34.6461,34.6656,34.219,34.363,1032955.0
2023-12-10,34.6461,34.6656,34.219,34.363,1032955.0
2023-12-11,34.1482,34.6608,34.0604,34.5583,1005740.0
2023-12-12,34.6168,34.6852,34.1775,34.4802,1277807.0
2023-12-13,34.4021,35.72,34.3825,35.7102,1647743.0
2023-12-14,35.9152,36.0519,35.2563,35.3978,1759026.0
2023-12-15,35.2416,35.2514,34.4558,34.6754,4457672.0
2023-12-16,35.2416,35.2514,34.4558,34.6754,4457672.0
2023-12-17,35.2416,35.2514,34.4558,34.6754,4457672.0
2023-12-18,34.7926,34.9195,34.5314,34.5485,1305095.0
2023-12-19,34.6559,34.9585,34.5192,34.8609,2389798.0
2023-12-20,34.8609,34.9195,33.9823,33.992,1766656.0
2023-12-21,34.0799,34.5094,33.9969,34.119,1620525.0
2023-12-22,34.3044,34.6071,34.1971,34.2068,769588.0
2023-12-23,34.3044,34.6071,34.1971,34.2068,769588.0
2023-12-24,34.3044,34.6071,34.1971,34.2068,769588.0
2023-12-25,34.3044,34.6071,34.1971,34.2068,769588.0
2023-12-26,34.1678,34.363,34.119,34.1482,1093404.0
2023-12-27,34.1287,34.2019,33.8285,33.9237,1278432.0
2023-12-28,33.8066,34.1531,33.8066,34.1092,1209527.0
2023-12-29,33.9628,34.1385,33.7773,34.0994,1456021.0
2023-12-30,33.9628,34.1385,33.7773,34.0994,1456021.0
2023-12-31,33.9628,34.1385,33.7773,34.0994,1456021.0
2024-01-01,33.9628,34.1385,33.7773,34.0994,1456021.0
2024-01-02,34.0994,34.6022,33.9237,34.568,1553731.0
2024-01-03,34.5192,34.8567,34.3435,34.734,1684185.0
2024-01-04,34.8902,35.1341,34.6852,34.8804,1438089.0
2024-01-05,34.8095,35.3676,34.6514,35.0762,2662745.0
2024-01-06,34.8095,35.3676,34.6514,35.0762,2662745.0
2024-01-07,34.8095,35.3676,34.6514,35.0762,2662745.0
2024-01-08,35.0465,35.17,34.8391,35.0367,1302172.0
2024-01-09,34.9083,35.0663,34.6415,34.9972,1205303.0
2024-01-10,34.9478,35.1058,34.7107,35.007,1698998.0
2024-01-11,34.8391,34.9478,33.7822,33.8513,1458116.0
2024-01-12,34.0686,34.1773,33.7921,33.9303,1253406.0
2024-01-13,34.0686,34.1773,33.7921,33.9303,1253406.0
2024-01-14,34.0686,34.1773,33.7921,33.9303,1253406.0
2024-01-15,34.0686,34.1773,33.7921,33.9303,1253406.0
2024-01-16,33.5846,33.8019,33.0512,33.1895,2378588.0
2024-01-17,32.9327,33.3426,32.5771,32.8142,1811208.0
2024-01-18,32.6759,32.7055,32.4339,32.6759,1529022.0
2024-01-19,32.824,32.9031,32.4684,32.745,1503124.0
2024-01-20,32.824,32.9031,32.4684,32.745,1503124.0
2024-01-21,32.824,32.9031,32.4684,32.745,1503124.0
2024-01-22,32.7746,32.9228,32.2215,32.34,1566868.0
2024-01-23,32.4487,32.6215,32.3153,32.5178,1537507.0
2024-01-24,32.745,32.8833,31.8856,31.9153,1599823.0
2024-01-25,32.3005,32.5672,31.9992,32.5573,1464538.0
2024-01-26,32.6265,32.7845,32.3153,32.4882,1456374.0
2024-01-27,32.6265,32.7845,32.3153,32.4882,1456374.0
2024-01-28,32.6265,32.7845,32.3153,32.4882,1456374.0
2024-01-29,32.587,32.8734,32.3351,32.8635,1442620.0
2024-01-30,32.8635,33.0117,32.5129,32.7253,1433943.0
2024-01-31,32.9821,33.2389,32.6166,32.8339,2373055.0
2024-02-01,32.7055,33.4661,32.5474,33.4562,1300466.0
2024-02-02,33.0413,33.1944,32.6265,32.8932,1384413.0
2024-02-03,33.0413,33.1944,32.6265,32.8932,1384413.0
2024-02-04,33.0413,33.1944,32.6265,32.8932,1384413.0
2024-02-05,32.5672,32.6462,32.1968,32.2412,1200271.0
2024-02-06,32.2017,32.3598,32.1029,32.1918,1091010.0
2024-02-07,32.3795,32.4576,32.0239,32.261,1026779.0
2024-02-08,32.1029,32.1918,31.8264,32.0733,1166574.0
2024-02-09,31.9153,32.2906,31.8856,32.261,1042177.0
2024-02-10,31.9153,32.2906,31.8856,32.261,1042177.0
2024-02-11,31.9153,32.2906,31.8856,32.261,1042177.0
2024-02-12,32.2807,32.5376,32.1029,32.5178,1300396.0
2024-02-13,32.182,32.5178,31.6683,31.9153,1580613.0
2024-02-14,31.9153,32.0931,31.7029,32.0437,1328921.0
2024-02-15,32.0931,32.5968,32.0931,32.5178,1145710.0
2024-02-16,32.4289,32.7104,32.182,32.5968,1194531.0
2024-02-17,32.4289,32.7104,32.182,32.5968,1194531.0
2024-02-18,32.4289,32.7104,32.182,32.5968,1194531.0
2024-02-19,32.4289,32.7104,32.182,32.5968,1194531.0
2024-02-20,32.4684,32.9376,32.4585,32.5178,1598740.0
2024-02-21,33.1204,33.8859,32.8932,33.1698,3258286.0
2024-02-22,32.8043,32.9179,32.2017,32.8339,1958242.0
2024-02-23,32.824,33.1055,32.6956,33.071,1796699.0
2024-02-24,32.824,33.1055,32.6956,33.071,1796699.0
2024-02-25,32.824,33.1055,32.6956,33.071,1796699.0
2024-02-26,32.8537,32.9673,32.3795,32.419,1328213.0
2024-02-27,32.6067,32.9031,32.3993,32.8635,1243077.0
2024-02-28,32.7351,33.0315,32.6419,32.7055,1136997.0
2024-02-29,32.9031,33.0809,32.4882,32.5079,2109524.0
2024-03-01,32.4585,32.6364,32.1197,32.4388,1766351.0
2024-03-02,32.4585,32.6364,32.1197,32.4388,1766351.0
2024-03-03,32.4585,32.6364,32.1197,32.4388,1766351.0
2024-03-04,32.3499,33.1846,32.3499,33.1204,1185365.0
2024-03-05,33.2685,33.6144,33.0315,33.1796,1178352.0
2024-03-06,33.4661,33.6439,33.3278,33.4858,844880.0
2024-03-07,33.7822,33.8711,33.4957,33.6933,1109858.0
2024-03-08,33.7229,33.8316,33.2537,33.4365,1878907.0
2024-03-09,33.7229,33.8316,33.2537,33.4365,1878907.0
2024-03-10,33.7229,33.8316,33.2537,33.4365,1878907.0
2024-03-11,33.4858,33.7229,33.3969,33.7032,1458316.0
2024-03-12,33.5254,33.6933,33.15,33.3871,1248634.0
2024-03-13,33.555,33.8711,33.4315,33.555,1528900.0
2024-03-14,33.3574,33.555,32.6759,33.0216,1408081.0
2024-03-15,32.8537,33.3229,32.7648,33.1105,2823396.0
2024-03-16,32.8537,33.3229,32.7648,33.1105,2823396.0
2024-03-17,32.8537,33.3229,32.7648,33.1105,2823396.0
2024-03-18,33.0907,33.3772,32.992,33.2587,1419063.0
2024-03-19,33.3772,33.7624,33.2883,33.6143,1416370.0
2024-03-20,33.5254,33.6636,32.9623,33.1796,3542204.0
2024-03-21,33.1895,33.5599,33.15,33.1698,1507839.0
2024-03-22,33.3871,33.5155,33.1747,33.2982,1381844.0
2024-03-23,33.3871,33.5155,33.1747,33.2982,1381844.0
2024-03-24,33.3871,33.5155,33.1747,33.2982,1381844.0
2024-03-25,33.4562,33.5464,33.1599,33.2587,1140070.0
2024-03-26,33.2488,33.3673,32.8438,32.9623,1741494.0
2024-03-27,33.1302,33.9501,33.0907,33.9303,4330232.0
2024-03-28,33.8908,34.0884,33.7427,33.881,1591111.0
2024-03-29,33.8908,34.0884,33.7427,33.881,1591111.0
2024-03-30,33.8908,34.0884,33.7427,33.881,1591111.0
2024-03-31,33.8908,34.0884,33.7427,33.881,1591111.0
2024-04-01,33.9205,33.9748,33.4957,33.9303,1290665.0
2024-04-02,33.8908,34.2761,33.8711,34.1279,1443679.0
2024-04-03,34.1378,34.197,33.8316,33.9106,1756217.0
2024-04-04,34.2069,34.2069,33.591,33.8118,1919132.0
2024-04-05,33.5,33.84,33.46,33.71,1479243.0
2024-04-06,33.5,33.84,33.46,33.71,1479243.0
2024-04-07,33.5,33.84,33.46,33.71,1479243.0
2024-04-08,33.77,34.12,33.63,34.03,972035.0
