,USNA US Equity,USNA US Equity,USNA US Equity,USNA US Equity,USNA US Equity
2020-05-09,88.14,89.5,86.41,87.99,232634.0
2020-05-10,88.14,89.5,86.41,87.99,232634.0
2020-05-11,88.06,88.78,86.02,86.02,174919.0
2020-05-12,87.06,87.63,82.47,82.61,284985.0
2020-05-13,82.68,84.27,81.815,82.55,194487.0
2020-05-14,81.0,81.0,77.07,78.85,191198.0
2020-05-15,78.92,83.17,78.25,82.22,133933.0
2020-05-16,78.92,83.17,78.25,82.22,133933.0
2020-05-17,78.92,83.17,78.25,82.22,133933.0
2020-05-18,84.36,84.57,81.56,82.76,160776.0
2020-05-19,82.56,84.28,81.39,81.79,110461.0
2020-05-20,83.6,84.5968,82.682,84.25,126343.0
2020-05-21,84.25,84.615,82.65,82.86,105898.0
2020-05-22,83.7,83.86,80.52,81.17,152330.0
2020-05-23,83.7,83.86,80.52,81.17,152330.0
2020-05-24,83.7,83.86,80.52,81.17,152330.0
2020-05-25,83.7,83.86,80.52,81.17,152330.0
2020-05-26,82.58,85.13,82.58,83.6,165236.0
2020-05-27,84.13,84.9,81.98,84.59,240429.0
2020-05-28,85.29,86.36,83.925,84.12,152889.0
2020-05-29,84.64,85.02,83.16,84.72,160480.0
2020-05-30,84.64,85.02,83.16,84.72,160480.0
2020-05-31,84.64,85.02,83.16,84.72,160480.0
2020-06-01,85.0,87.04,83.97,86.14,156269.0
2020-06-02,86.0,86.0,83.24,83.84,127275.0
2020-06-03,84.79,86.28,83.91,85.97,188472.0
2020-06-04,85.52,86.26,84.5,85.36,116045.0
2020-06-05,86.7,87.79,85.85,85.91,121670.0
2020-06-06,86.7,87.79,85.85,85.91,121670.0
2020-06-07,86.7,87.79,85.85,85.91,121670.0
2020-06-08,85.89,87.37,83.635,83.79,136126.0
2020-06-09,83.21,84.12,82.0,82.02,201693.0
2020-06-10,82.25,83.27,80.33,82.87,222345.0
2020-06-11,81.3,83.36,78.42,78.59,236743.0
2020-06-12,80.41,81.33,77.31,79.37,167898.0
2020-06-13,80.41,81.33,77.31,79.37,167898.0
2020-06-14,80.41,81.33,77.31,79.37,167898.0
2020-06-15,77.64,81.45,76.64,80.78,147922.0
2020-06-16,82.88,82.88,80.83,81.71,172672.0
2020-06-17,82.08,82.705,80.03,80.43,117221.0
2020-06-18,79.8,80.91,78.85,79.19,168854.0
2020-06-19,79.39,79.67,76.16,76.25,355756.0
2020-06-20,79.39,79.67,76.16,76.25,355756.0
2020-06-21,79.39,79.67,76.16,76.25,355756.0
2020-06-22,76.27,76.91,75.55,76.25,212427.0
2020-06-23,77.1,77.39,75.5,75.51,193116.0
2020-06-24,75.55,75.55,71.24,72.0,453626.0
2020-06-25,71.78,72.29,69.39,69.75,271618.0
2020-06-26,69.73,69.9445,68.3,68.64,422843.0
2020-06-27,69.73,69.9445,68.3,68.64,422843.0
2020-06-28,69.73,69.9445,68.3,68.64,422843.0
2020-06-29,69.19,72.39,69.19,71.56,184739.0
2020-06-30,71.15,73.73,71.15,73.43,226662.0
2020-07-01,73.53,74.58,73.03,74.14,154576.0
2020-07-02,76.8,82.36,76.16,82.3,351588.0
2020-07-03,76.8,82.36,76.16,82.3,351588.0
2020-07-04,76.8,82.36,76.16,82.3,351588.0
2020-07-05,76.8,82.36,76.16,82.3,351588.0
2020-07-06,83.01,83.64,77.69,79.57,280342.0
2020-07-07,78.94,82.22,78.94,81.28,186737.0
2020-07-08,81.51,82.75,81.16,82.64,141865.0
2020-07-09,82.58,82.97,81.0,82.09,121358.0
2020-07-10,81.85,82.36,81.21,82.29,91012.0
2020-07-11,81.85,82.36,81.21,82.29,91012.0
2020-07-12,81.85,82.36,81.21,82.29,91012.0
2020-07-13,82.7,85.735,82.7,84.01,165619.0
2020-07-14,83.45,85.11,82.11,85.0,122854.0
2020-07-15,86.16,87.06,84.64,86.79,166611.0
2020-07-16,87.24,89.515,86.51,88.65,166349.0
2020-07-17,88.65,91.125,88.595,89.91,190780.0
2020-07-18,88.65,91.125,88.595,89.91,190780.0
2020-07-19,88.65,91.125,88.595,89.91,190780.0
2020-07-20,90.17,91.26,89.5174,91.2,148165.0
2020-07-21,92.0,92.26,87.39,88.7,257393.0
2020-07-22,87.25,88.44,83.28,85.39,349622.0
2020-07-23,85.96,85.96,82.895,83.36,198558.0
2020-07-24,82.86,83.2,79.67,79.88,137207.0
2020-07-25,82.86,83.2,79.67,79.88,137207.0
2020-07-26,82.86,83.2,79.67,79.88,137207.0
2020-07-27,79.88,81.99,79.12,81.27,152452.0
2020-07-28,81.27,81.73,80.36,80.8,100139.0
2020-07-29,80.6,82.16,80.6,81.44,91666.0
2020-07-30,80.49,81.87,78.89,81.36,94391.0
2020-07-31,81.27,81.27,78.9,81.18,125889.0
2020-08-01,81.27,81.27,78.9,81.18,125889.0
2020-08-02,81.27,81.27,78.9,81.18,125889.0
2020-08-03,81.69,81.8416,79.9,81.18,93801.0
2020-08-04,80.69,81.57,79.84,81.41,133724.0
2020-08-05,82.04,83.43,81.71,83.24,85658.0
2020-08-06,83.61,83.79,81.6,82.55,85073.0
2020-08-07,82.73,83.031,81.84,82.54,96583.0
2020-08-08,82.73,83.031,81.84,82.54,96583.0
2020-08-09,82.73,83.031,81.84,82.54,96583.0
2020-08-10,82.98,82.98,80.905,81.06,56296.0
2020-08-11,82.1,83.66,81.78,82.81,83223.0
2020-08-12,83.69,85.12,82.65,83.84,101580.0
2020-08-13,83.7,83.98,83.01,83.69,48199.0
2020-08-14,83.36,83.4,82.26,83.15,52017.0
2020-08-15,83.36,83.4,82.26,83.15,52017.0
2020-08-16,83.36,83.4,82.26,83.15,52017.0
2020-08-17,83.49,83.75,82.81,83.52,62097.0
2020-08-18,83.52,83.53,82.7,83.2,72586.0
2020-08-19,83.19,83.19,82.19,82.51,70402.0
2020-08-20,82.22,83.5,81.5646,83.17,86033.0
2020-08-21,82.44,83.675,81.97,82.0,187951.0
2020-08-22,82.44,83.675,81.97,82.0,187951.0
2020-08-23,82.44,83.675,81.97,82.0,187951.0
2020-08-24,82.06,82.47,78.66,78.66,143270.0
2020-08-25,78.78,80.83,78.72,80.32,104448.0
2020-08-26,80.06,80.76,79.3,79.34,94443.0
2020-08-27,80.12,80.12,77.8,78.89,79311.0
2020-08-28,78.91,79.51,75.61,78.68,139763.0
2020-08-29,78.91,79.51,75.61,78.68,139763.0
2020-08-30,78.91,79.51,75.61,78.68,139763.0
2020-08-31,79.03,79.7,78.145,78.41,89688.0
2020-09-01,78.14,78.15,76.25,77.33,111175.0
2020-09-02,77.31,78.49,77.16,77.87,77291.0
2020-09-03,77.58,77.68,75.1112,75.54,127934.0
2020-09-04,76.11,76.2524,73.36,75.32,140143.0
2020-09-05,76.11,76.2524,73.36,75.32,140143.0
2020-09-06,76.11,76.2524,73.36,75.32,140143.0
2020-09-07,76.11,76.2524,73.36,75.32,140143.0
2020-09-08,74.73,75.76,73.59,75.58,95720.0
2020-09-09,76.45,78.03,76.095,77.24,92561.0
2020-09-10,77.31,80.12,77.29,77.71,105204.0
2020-09-11,78.3,79.06,76.69,77.36,80081.0
2020-09-12,78.3,79.06,76.69,77.36,80081.0
2020-09-13,78.3,79.06,76.69,77.36,80081.0
2020-09-14,77.82,78.15,76.39,76.47,67040.0
2020-09-15,77.26,77.42,75.85,76.22,76116.0
2020-09-16,76.45,76.64,75.03,75.03,85014.0
2020-09-17,74.99,75.31,74.1,74.66,96790.0
2020-09-18,75.2,75.64,74.15,75.37,221569.0
2020-09-19,75.2,75.64,74.15,75.37,221569.0
2020-09-20,75.2,75.64,74.15,75.37,221569.0
2020-09-21,74.88,75.94,73.87,75.7,124170.0
2020-09-22,76.17,77.17,75.59,76.32,106814.0
2020-09-23,76.44,76.57,74.32,74.37,88576.0
2020-09-24,74.65,75.11,73.36,74.11,96983.0
2020-09-25,73.9,75.07,73.08,74.75,109502.0
2020-09-26,73.9,75.07,73.08,74.75,109502.0
2020-09-27,73.9,75.07,73.08,74.75,109502.0
2020-09-28,75.25,75.25,74.03,74.24,85673.0
2020-09-29,74.56,74.56,72.025,72.39,153126.0
2020-09-30,72.24,74.83,72.24,73.65,156568.0
2020-10-01,73.8,75.3,73.38,74.89,103679.0
2020-10-02,74.37,76.22,73.39,75.09,91725.0
2020-10-03,74.37,76.22,73.39,75.09,91725.0
2020-10-04,74.37,76.22,73.39,75.09,91725.0
2020-10-05,75.43,76.2053,74.26,74.78,68542.0
2020-10-06,75.2,76.26,74.79,75.06,86004.0
2020-10-07,75.4,76.23,74.33,75.09,110612.0
2020-10-08,75.38,76.84,75.29,76.47,73448.0
2020-10-09,77.0,78.2,76.5,77.96,102256.0
2020-10-10,77.0,78.2,76.5,77.96,102256.0
2020-10-11,77.0,78.2,76.5,77.96,102256.0
2020-10-12,77.92,78.8,77.24,77.99,83771.0
2020-10-13,77.95,78.81,76.755,78.59,90022.0
2020-10-14,78.37,79.86,78.19,78.27,67521.0
2020-10-15,77.34,79.075,77.07,78.76,68166.0
2020-10-16,78.7,79.325,77.03,77.12,54089.0
2020-10-17,78.7,79.325,77.03,77.12,54089.0
2020-10-18,78.7,79.325,77.03,77.12,54089.0
2020-10-19,77.78,79.24,77.32,77.54,98976.0
2020-10-20,78.34,78.68,77.3,77.65,141669.0
2020-10-21,80.31,83.0,78.17,81.5,387446.0
2020-10-22,82.0,84.23,80.8,83.99,187773.0
2020-10-23,84.31,85.91,84.02,85.86,112491.0
2020-10-24,84.31,85.91,84.02,85.86,112491.0
2020-10-25,84.31,85.91,84.02,85.86,112491.0
2020-10-26,84.74,85.39,82.9,84.81,178231.0
2020-10-27,84.38,84.68,82.77,83.81,106772.0
2020-10-28,83.0,83.56,80.43,80.55,96845.0
2020-10-29,80.0,80.02,77.98,78.63,79786.0
2020-10-30,78.8,78.82,75.04,75.65,109893.0
2020-10-31,78.8,78.82,75.04,75.65,109893.0
2020-11-01,78.8,78.82,75.04,75.65,109893.0
2020-11-02,76.56,77.18,74.24,75.96,66098.0
2020-11-03,77.16,77.7,75.68,76.55,77634.0
2020-11-04,76.4,77.4174,76.19,76.77,58833.0
2020-11-05,77.53,79.72,77.53,78.64,65460.0
2020-11-06,79.32,79.32,77.28,77.45,58558.0
2020-11-07,79.32,79.32,77.28,77.45,58558.0
2020-11-08,79.32,79.32,77.28,77.45,58558.0
2020-11-09,78.65,80.44,74.0,74.12,124053.0
2020-11-10,74.66,76.68,74.21,75.95,122233.0
2020-11-11,76.37,78.22,76.205,78.12,116158.0
2020-11-12,77.8,77.8,74.25,74.72,84621.0
2020-11-13,74.67,75.395,73.76,75.03,104194.0
2020-11-14,74.67,75.395,73.76,75.03,104194.0
2020-11-15,74.67,75.395,73.76,75.03,104194.0
2020-11-16,76.0,76.13,73.95,75.09,99847.0
2020-11-17,74.39,76.97,73.0,76.49,128757.0
2020-11-18,76.56,77.045,73.65,73.72,101250.0
2020-11-19,73.62,74.97,73.49,74.82,77754.0
2020-11-20,74.71,75.58,73.66,75.42,71779.0
2020-11-21,74.71,75.58,73.66,75.42,71779.0
2020-11-22,74.71,75.58,73.66,75.42,71779.0
2020-11-23,76.13,76.66,74.2,76.05,71474.0
2020-11-24,76.91,78.0,75.25,77.14,161782.0
2020-11-25,77.14,77.14,75.49,75.77,55672.0
2020-11-26,77.14,77.14,75.49,75.77,55672.0
2020-11-27,75.76,76.7,75.03,76.65,22760.0
2020-11-28,75.76,76.7,75.03,76.65,22760.0
2020-11-29,75.76,76.7,75.03,76.65,22760.0
2020-11-30,76.08,76.08,74.2001,75.18,102645.0
2020-12-01,75.87,76.49,74.39,75.87,153380.0
2020-12-02,76.0,77.17,75.25,76.87,62568.0
2020-12-03,76.99,77.91,76.3864,77.65,58442.0
2020-12-04,78.12,78.66,77.16,78.66,46137.0
2020-12-05,78.12,78.66,77.16,78.66,46137.0
2020-12-06,78.12,78.66,77.16,78.66,46137.0
2020-12-07,78.19,78.71,76.32,77.1,72844.0
2020-12-08,77.13,78.15,76.33,77.63,220874.0
2020-12-09,77.95,78.22,76.78,77.57,72660.0
2020-12-10,77.23,78.09,75.67,76.66,95380.0
2020-12-11,76.14,76.56,74.97,75.28,57515.0
2020-12-12,76.14,76.56,74.97,75.28,57515.0
2020-12-13,76.14,76.56,74.97,75.28,57515.0
2020-12-14,75.65,75.85,74.85,75.3,78972.0
2020-12-15,75.86,76.48,75.12,76.17,75927.0
2020-12-16,76.65,78.83,75.605,78.42,111278.0
2020-12-17,79.47,79.5,77.7,78.36,125910.0
2020-12-18,78.71,79.44,78.02,78.87,450540.0
2020-12-19,78.71,79.44,78.02,78.87,450540.0
2020-12-20,78.71,79.44,78.02,78.87,450540.0
2020-12-21,77.93,78.59,77.01,78.07,94415.0
2020-12-22,77.92,78.72,77.27,77.41,48298.0
2020-12-23,78.08,78.9,77.28,78.55,38014.0
2020-12-24,78.99,79.28,77.45,77.79,42167.0
2020-12-25,78.99,79.28,77.45,77.79,42167.0
2020-12-26,78.99,79.28,77.45,77.79,42167.0
2020-12-27,78.99,79.28,77.45,77.79,42167.0
2020-12-28,78.13,78.3,76.78,76.94,48431.0
2020-12-29,77.05,77.6,76.19,77.41,61700.0
2020-12-30,77.7,77.83,76.68,77.02,44968.0
2020-12-31,77.02,77.59,76.62,77.1,34088.0
2021-01-01,77.02,77.59,76.62,77.1,34088.0
2021-01-02,77.02,77.59,76.62,77.1,34088.0
2021-01-03,77.02,77.59,76.62,77.1,34088.0
2021-01-04,77.36,79.05,77.0601,77.95,104778.0
2021-01-05,78.31,82.98,78.31,82.11,71579.0
2021-01-06,82.08,84.5,82.08,84.18,98009.0
2021-01-07,84.55,84.55,81.42,81.61,71786.0
2021-01-08,82.17,82.17,78.64,79.72,86952.0
2021-01-09,82.17,82.17,78.64,79.72,86952.0
2021-01-10,82.17,82.17,78.64,79.72,86952.0
2021-01-11,79.1,80.91,78.86,80.03,58461.0
2021-01-12,79.98,80.78,78.755,79.33,39789.0
2021-01-13,79.35,79.35,78.35,78.9,40849.0
2021-01-14,79.26,80.05,78.96,79.14,66333.0
2021-01-15,78.49,79.8,78.49,79.33,51278.0
2021-01-16,78.49,79.8,78.49,79.33,51278.0
2021-01-17,78.49,79.8,78.49,79.33,51278.0
2021-01-18,78.49,79.8,78.49,79.33,51278.0
2021-01-19,79.75,82.81,79.3,82.37,80390.0
2021-01-20,83.3,85.92,83.3,84.85,131451.0
2021-01-21,84.85,86.1,84.3,85.63,113704.0
2021-01-22,85.43,86.8,84.88,86.67,85858.0
2021-01-23,85.43,86.8,84.88,86.67,85858.0
2021-01-24,85.43,86.8,84.88,86.67,85858.0
2021-01-25,86.66,89.6,86.515,89.56,147687.0
2021-01-26,89.75,89.86,88.125,89.46,72736.0
2021-01-27,88.73,88.85,85.62,86.66,96628.0
2021-01-28,86.64,87.96,84.07,85.99,88794.0
2021-01-29,86.07,86.3,82.76,82.76,112685.0
2021-01-30,86.07,86.3,82.76,82.76,112685.0
2021-01-31,86.07,86.3,82.76,82.76,112685.0
2021-02-01,83.23,83.23,80.0,81.82,95680.0
2021-02-02,82.69,83.75,81.5,82.52,39129.0
2021-02-03,82.73,83.2,81.64,82.76,67879.0
2021-02-04,82.46,85.27,82.46,85.18,113474.0
2021-02-05,85.94,85.94,83.66,84.2,134059.0
2021-02-06,85.94,85.94,83.66,84.2,134059.0
2021-02-07,85.94,85.94,83.66,84.2,134059.0
2021-02-08,84.5,85.49,84.05,85.19,88493.0
2021-02-09,85.54,87.18,85.115,87.16,121804.0
2021-02-10,95.86,101.5,93.56,98.53,310915.0
2021-02-11,95.02,96.4,92.49,93.32,196973.0
2021-02-12,92.9,92.9,89.745,90.59,161020.0
2021-02-13,92.9,92.9,89.745,90.59,161020.0
2021-02-14,92.9,92.9,89.745,90.59,161020.0
2021-02-15,92.9,92.9,89.745,90.59,161020.0
2021-02-16,90.94,93.43,90.33,91.91,95545.0
2021-02-17,91.57,92.17,89.19,91.66,124453.0
2021-02-18,91.0,91.46,88.875,90.51,126107.0
2021-02-19,90.0,92.4794,90.0,91.44,99458.0
2021-02-20,90.0,92.4794,90.0,91.44,99458.0
2021-02-21,90.0,92.4794,90.0,91.44,99458.0
2021-02-22,90.57,93.06,90.22,91.46,128714.0
2021-02-23,91.7,93.29,90.0,92.84,110665.0
2021-02-24,92.97,95.16,92.97,93.78,156851.0
2021-02-25,93.88,96.87,93.85,96.43,157220.0
2021-02-26,96.58,98.17,95.49,97.06,162477.0
2021-02-27,96.58,98.17,95.49,97.06,162477.0
2021-02-28,96.58,98.17,95.49,97.06,162477.0
2021-03-01,97.75,100.35,97.69,98.72,128902.0
2021-03-02,99.06,100.27,97.1,99.09,119894.0
2021-03-03,99.69,100.76,98.23,100.43,129184.0
2021-03-04,101.0,102.58,99.7,100.14,199863.0
2021-03-05,100.75,101.44,99.075,101.39,151481.0
2021-03-06,100.75,101.44,99.075,101.39,151481.0
2021-03-07,100.75,101.44,99.075,101.39,151481.0
2021-03-08,100.9,101.4433,99.75,100.69,159295.0
2021-03-09,100.67,101.39,95.61,96.9,376056.0
2021-03-10,97.17,98.73,94.56,95.25,187485.0
2021-03-11,95.44,99.31,95.2,99.2,178514.0
2021-03-12,99.0,100.91,99.0,100.59,108777.0
2021-03-13,99.0,100.91,99.0,100.59,108777.0
2021-03-14,99.0,100.91,99.0,100.59,108777.0
2021-03-15,100.0,100.76,99.05,100.75,142724.0
2021-03-16,100.87,100.87,98.115,99.43,96192.0
2021-03-17,99.09,100.34,98.76,99.73,90682.0
2021-03-18,100.7,100.7,98.12,98.48,137828.0
2021-03-19,98.65,101.37,98.65,101.14,249015.0
2021-03-20,98.65,101.37,98.65,101.14,249015.0
2021-03-21,98.65,101.37,98.65,101.14,249015.0
2021-03-22,101.14,101.14,98.69,98.94,110311.0
2021-03-23,98.26,99.38,96.69,96.97,83163.0
2021-03-24,97.66,97.66,93.76,93.87,115603.0
2021-03-25,93.43,96.14,93.01,95.4,106705.0
2021-03-26,95.88,97.86,95.17,97.86,112553.0
2021-03-27,95.88,97.86,95.17,97.86,112553.0
2021-03-28,95.88,97.86,95.17,97.86,112553.0
2021-03-29,97.14,99.06,96.5,96.92,96729.0
2021-03-30,96.29,98.4,95.12,97.39,100480.0
2021-03-31,97.74,99.1,97.45,97.6,143625.0
2021-04-01,97.97,100.43,97.9,99.17,91531.0
2021-04-02,97.97,100.43,97.9,99.17,91531.0
2021-04-03,97.97,100.43,97.9,99.17,91531.0
2021-04-04,97.97,100.43,97.9,99.17,91531.0
2021-04-05,99.59,100.49,98.51,99.39,74616.0
2021-04-06,99.66,100.63,98.58,99.35,86040.0
2021-04-07,99.49,100.5,99.0,99.84,99585.0
2021-04-08,100.46,100.85,98.48,99.42,109847.0
2021-04-09,99.57,99.98,98.21,99.89,73246.0
2021-04-10,99.57,99.98,98.21,99.89,73246.0
2021-04-11,99.57,99.98,98.21,99.89,73246.0
2021-04-12,99.84,100.91,99.02,100.63,46197.0
2021-04-13,100.91,101.2,99.56,100.31,61453.0
2021-04-14,100.29,100.98,99.92,100.69,42403.0
2021-04-15,101.39,102.255,100.19,101.44,65695.0
2021-04-16,101.4,101.515,97.75,98.89,120009.0
2021-04-17,101.4,101.515,97.75,98.89,120009.0
2021-04-18,101.4,101.515,97.75,98.89,120009.0
2021-04-19,98.68,100.88,97.96,100.67,80956.0
2021-04-20,100.59,101.11,99.15,100.88,64319.0
2021-04-21,100.7,102.96,99.5,100.17,95062.0
2021-04-22,99.79,100.3706,96.7,97.32,93351.0
2021-04-23,97.0,97.92,96.21,96.71,79155.0
2021-04-24,97.0,97.92,96.21,96.71,79155.0
2021-04-25,97.0,97.92,96.21,96.71,79155.0
2021-04-26,96.23,98.35,96.0729,96.16,107079.0
2021-04-27,96.16,96.47,94.99,95.25,105329.0
2021-04-28,91.4,92.05,86.24,88.8,381802.0
2021-04-29,90.3,93.04,90.3,92.71,140597.0
2021-04-30,92.21,93.0,89.825,89.99,126765.0
2021-05-01,92.21,93.0,89.825,89.99,126765.0
2021-05-02,92.21,93.0,89.825,89.99,126765.0
2021-05-03,90.04,91.79,89.66,91.13,126139.0
2021-05-04,90.59,92.41,90.04,90.71,121851.0
2021-05-05,91.28,94.915,90.735,94.6,116753.0
2021-05-06,95.0,98.7,94.03,98.46,133312.0
2021-05-07,97.87,98.95,96.3235,97.35,92921.0
2021-05-08,97.87,98.95,96.3235,97.35,92921.0
2021-05-09,97.87,98.95,96.3235,97.35,92921.0
2021-05-10,97.41,100.92,97.41,98.81,129294.0
2021-05-11,98.0,99.66,98.0,99.15,108847.0
2021-05-12,98.66,99.84,96.77,97.01,102861.0
2021-05-13,96.69,100.29,96.69,99.73,127809.0
2021-05-14,100.0,100.6,99.72,99.99,71987.0
2021-05-15,100.0,100.6,99.72,99.99,71987.0
2021-05-16,100.0,100.6,99.72,99.99,71987.0
2021-05-17,99.73,101.37,99.535,99.91,73723.0
2021-05-18,100.23,103.1475,100.0,100.33,91792.0
2021-05-19,100.02,101.7,99.68,101.32,64246.0
2021-05-20,101.71,102.8,101.54,102.37,60917.0
2021-05-21,103.25,103.67,101.99,101.99,179832.0
2021-05-22,103.25,103.67,101.99,101.99,179832.0
2021-05-23,103.25,103.67,101.99,101.99,179832.0
2021-05-24,101.76,105.47,101.63,104.82,81213.0
2021-05-25,104.88,105.45,102.42,104.12,75408.0
2021-05-26,103.67,105.87,103.62,105.3,50277.0
2021-05-27,105.6,106.6,105.23,105.24,79507.0
2021-05-28,105.92,106.87,105.42,105.74,46041.0
2021-05-29,105.92,106.87,105.42,105.74,46041.0
2021-05-30,105.92,106.87,105.42,105.74,46041.0
2021-05-31,105.92,106.87,105.42,105.74,46041.0
2021-06-01,105.82,107.71,105.58,106.45,78728.0
2021-06-02,106.93,107.85,105.89,106.0,84502.0
2021-06-03,105.88,106.51,104.7132,105.24,58750.0
2021-06-04,105.54,105.94,104.62,105.13,77585.0
2021-06-05,105.54,105.94,104.62,105.13,77585.0
2021-06-06,105.54,105.94,104.62,105.13,77585.0
2021-06-07,105.0,105.45,103.38,104.68,55678.0
2021-06-08,104.53,104.97,103.29,103.31,52809.0
2021-06-09,102.93,103.51,102.62,103.5,54394.0
2021-06-10,104.35,104.35,102.55,104.04,51550.0
2021-06-11,104.53,104.76,103.845,104.5,38256.0
2021-06-12,104.53,104.76,103.845,104.5,38256.0
2021-06-13,104.53,104.76,103.845,104.5,38256.0
2021-06-14,104.5,104.5,102.62,103.46,64978.0
2021-06-15,103.48,103.6583,102.0101,102.69,53072.0
2021-06-16,102.76,103.51,101.79,103.34,61584.0
2021-06-17,103.0,103.235,101.72,102.84,57202.0
2021-06-18,101.74,102.17,100.29,100.71,183868.0
2021-06-19,101.74,102.17,100.29,100.71,183868.0
2021-06-20,101.74,102.17,100.29,100.71,183868.0
2021-06-21,100.89,102.31,100.3251,100.57,65323.0
2021-06-22,100.0,101.49,100.0,101.16,56744.0
2021-06-23,101.39,102.52,100.735,101.77,46817.0
2021-06-24,102.03,102.22,101.1,101.97,35166.0
2021-06-25,102.27,103.49,101.47,101.48,144192.0
2021-06-26,102.27,103.49,101.47,101.48,144192.0
2021-06-27,102.27,103.49,101.47,101.48,144192.0
2021-06-28,101.31,103.18,100.9405,102.04,54373.0
2021-06-29,102.37,102.96,101.36,102.16,37305.0
2021-06-30,101.87,102.7,101.665,102.43,45195.0
2021-07-01,102.75,103.26,102.32,102.73,46714.0
2021-07-02,103.15,103.15,101.9,102.12,39149.0
2021-07-03,103.15,103.15,101.9,102.12,39149.0
2021-07-04,103.15,103.15,101.9,102.12,39149.0
2021-07-05,103.15,103.15,101.9,102.12,39149.0
2021-07-06,102.49,102.49,100.55,100.87,55139.0
2021-07-07,101.32,101.69,100.21,100.47,50669.0
2021-07-08,99.66,100.8,98.32,100.31,48312.0
2021-07-09,100.7,102.05,100.51,101.66,26066.0
2021-07-10,100.7,102.05,100.51,101.66,26066.0
2021-07-11,100.7,102.05,100.51,101.66,26066.0
2021-07-12,101.19,101.27,100.035,100.17,34845.0
2021-07-13,100.15,100.29,99.65,99.72,43718.0
2021-07-14,100.04,101.48,99.75,100.32,38638.0
2021-07-15,100.59,100.7158,98.39,99.9,58904.0
2021-07-16,100.47,100.6799,99.49,99.81,48940.0
2021-07-17,100.47,100.6799,99.49,99.81,48940.0
2021-07-18,100.47,100.6799,99.49,99.81,48940.0
2021-07-19,98.78,100.16,98.78,99.78,56636.0
2021-07-20,100.17,103.0,99.14,101.57,62439.0
2021-07-21,102.12,102.5,101.16,101.35,28721.0
2021-07-22,100.96,100.96,99.74,99.82,35122.0
2021-07-23,99.93,101.44,99.0601,101.18,34140.0
2021-07-24,99.93,101.44,99.0601,101.18,34140.0
2021-07-25,99.93,101.44,99.0601,101.18,34140.0
2021-07-26,101.46,102.51,101.35,102.21,30276.0
2021-07-27,101.6,102.59,99.95,100.69,35919.0
2021-07-28,100.23,100.88,95.62,99.83,66471.0
2021-07-29,99.36,100.14,98.04,98.04,72302.0
2021-07-30,96.88,97.0,95.05,95.27,88340.0
2021-07-31,96.88,97.0,95.05,95.27,88340.0
2021-08-01,96.88,97.0,95.05,95.27,88340.0
2021-08-02,95.53,97.26,95.53,96.51,52428.0
2021-08-03,96.87,97.65,96.04,97.14,76090.0
2021-08-04,96.45,97.0,94.89,94.95,59362.0
2021-08-05,95.26,97.12,94.88,96.36,47663.0
2021-08-06,96.79,97.5,96.34,96.68,50560.0
2021-08-07,96.79,97.5,96.34,96.68,50560.0
2021-08-08,96.79,97.5,96.34,96.68,50560.0
2021-08-09,96.49,96.69,94.23,94.31,47164.0
2021-08-10,94.37,95.09,93.4,94.83,61650.0
2021-08-11,94.68,95.49,94.435,94.59,52269.0
2021-08-12,95.22,95.8448,94.54,94.55,69120.0
2021-08-13,94.56,95.1362,93.82,94.85,38226.0
2021-08-14,94.56,95.1362,93.82,94.85,38226.0
2021-08-15,94.56,95.1362,93.82,94.85,38226.0
2021-08-16,94.22,95.82,94.22,94.71,48555.0
2021-08-17,94.46,95.09,93.82,94.97,46061.0
2021-08-18,94.57,96.2,94.21,94.42,50964.0
2021-08-19,94.19,95.37,93.8013,94.55,64151.0
2021-08-20,94.38,96.17,94.38,95.5,49013.0
2021-08-21,94.38,96.17,94.38,95.5,49013.0
2021-08-22,94.38,96.17,94.38,95.5,49013.0
2021-08-23,95.5,96.66,95.31,96.13,37811.0
2021-08-24,96.03,96.515,94.6301,94.92,59320.0
2021-08-25,94.85,96.1,94.17,95.55,45130.0
2021-08-26,95.5,95.8964,94.89,95.12,35081.0
2021-08-27,95.44,98.12,95.44,97.66,83765.0
2021-08-28,95.44,98.12,95.44,97.66,83765.0
2021-08-29,95.44,98.12,95.44,97.66,83765.0
2021-08-30,97.54,97.82,96.59,97.28,53463.0
2021-08-31,97.27,97.27,96.78,97.03,72499.0
2021-09-01,97.24,98.135,96.63,97.67,50967.0
2021-09-02,98.28,98.35,96.885,97.03,52940.0
2021-09-03,96.86,98.94,96.86,98.84,55779.0
2021-09-04,96.86,98.94,96.86,98.84,55779.0
2021-09-05,96.86,98.94,96.86,98.84,55779.0
2021-09-06,96.86,98.94,96.86,98.84,55779.0
2021-09-07,98.5,99.85,98.5,99.24,51704.0
2021-09-08,98.66,99.85,98.66,99.49,66149.0
2021-09-09,99.8,99.91,97.99,97.99,80213.0
2021-09-10,98.8,99.325,96.59,97.89,61196.0
2021-09-11,98.8,99.325,96.59,97.89,61196.0
2021-09-12,98.8,99.325,96.59,97.89,61196.0
2021-09-13,98.06,98.63,95.63,96.28,33686.0
2021-09-14,95.75,95.75,89.31,89.4,73479.0
2021-09-15,89.95,89.95,86.95,87.51,65689.0
2021-09-16,87.88,88.78,87.3,87.46,64397.0
