,WM US Equity,WM US Equity,WM US Equity,WM US Equity,WM US Equity
2021-03-01,105.8797,107.3,105.8797,106.6477,1937139.0
2021-03-02,106.5149,108.5629,106.0314,108.4017,3245087.0
2021-03-03,108.4017,108.8474,107.4631,108.0604,2824186.0
2021-03-04,108.3733,110.7057,108.1363,109.53,3803547.0
2021-03-05,109.5964,112.858,109.5964,112.5262,3281257.0
2021-03-06,109.5964,112.858,109.5964,112.5262,3281257.0
2021-03-07,109.5964,112.858,109.5964,112.5262,3281257.0
2021-03-08,112.7822,116.5937,112.5594,115.418,3122066.0
2021-03-09,114.8966,115.9111,113.3985,113.3985,2268688.0
2021-03-10,113.6355,115.93,112.7632,115.3801,2625121.0
2021-03-11,115.3277,115.3277,113.6357,114.3179,1956464.0
2021-03-12,114.7942,116.1565,114.4703,116.0231,1768941.0
2021-03-13,114.7942,116.1565,114.4703,116.0231,1768941.0
2021-03-14,114.7942,116.1565,114.4703,116.0231,1768941.0
2021-03-15,115.3753,116.8234,114.9276,116.8138,1598230.0
2021-03-16,116.8996,117.3091,116.4137,117.0901,1544353.0
2021-03-17,117.4902,117.4902,112.8603,113.3557,3825690.0
2021-03-18,113.5367,116.2422,113.3081,116.1279,2105817.0
2021-03-19,116.4137,116.9234,115.0991,115.8136,3643809.0
2021-03-20,116.4137,116.9234,115.0991,115.8136,3643809.0
2021-03-21,116.4137,116.9234,115.0991,115.8136,3643809.0
2021-03-22,116.0898,117.6807,115.4039,117.5283,2098832.0
2021-03-23,117.4235,118.9001,116.9472,118.2238,1961525.0
2021-03-24,117.9284,119.9481,117.5283,118.9097,2078956.0
2021-03-25,119.4908,121.5199,118.5334,121.3961,2953290.0
2021-03-26,121.3103,123.8158,121.0912,123.6539,2239035.0
2021-03-27,121.3103,123.8158,121.0912,123.6539,2239035.0
2021-03-28,121.3103,123.8158,121.0912,123.6539,2239035.0
2021-03-29,122.8822,125.159,122.8441,124.1683,2394484.0
2021-03-30,123.6539,124.2826,122.7393,123.1585,2069507.0
2021-03-31,122.6917,123.7825,122.6536,122.9108,1814670.0
2021-04-01,123.1299,123.9206,121.8819,123.1585,1308177.0
2021-04-02,123.1299,123.9206,121.8819,123.1585,1308177.0
2021-04-03,123.1299,123.9206,121.8819,123.1585,1308177.0
2021-04-04,123.1299,123.9206,121.8819,123.1585,1308177.0
2021-04-05,123.6634,124.959,123.5586,124.7875,1593619.0
2021-04-06,125.159,126.2641,124.5398,125.3686,1806774.0
2021-04-07,126.5213,126.9183,125.7783,126.1403,1698399.0
2021-04-08,126.045,126.75,125.845,126.5499,1544006.0
2021-04-09,126.769,128.3123,126.5785,128.3028,1599294.0
2021-04-10,126.769,128.3123,126.5785,128.3028,1599294.0
2021-04-11,126.769,128.3123,126.5785,128.3028,1599294.0
2021-04-12,128.4724,129.0459,127.7169,128.1027,1795368.0
2021-04-13,127.0834,128.5124,126.8452,128.0932,1387810.0
2021-04-14,127.9884,128.1218,127.3978,127.5407,1193663.0
2021-04-15,127.6931,128.5124,127.6931,128.1504,1296444.0
2021-04-16,128.8172,129.1697,128.1599,128.6553,1349879.0
2021-04-17,128.8172,129.1697,128.1599,128.6553,1349879.0
2021-04-18,128.8172,129.1697,128.1599,128.6553,1349879.0
2021-04-19,128.1789,128.5609,127.4692,128.0646,1507268.0
2021-04-20,127.9313,128.9458,127.6169,128.4838,1392706.0
2021-04-21,128.5981,129.8937,128.4647,129.1411,1181052.0
2021-04-22,129.1506,129.5317,128.117,128.3695,1612898.0
2021-04-23,128.4552,129.4269,128.0456,129.084,1089607.0
2021-04-24,128.4552,129.4269,128.0456,129.084,1089607.0
2021-04-25,128.4552,129.4269,128.0456,129.084,1089607.0
2021-04-26,128.6076,129.3983,127.5502,127.5883,1483670.0
2021-04-27,128.0932,129.5603,127.5073,128.6648,1744409.0
2021-04-28,129.1697,130.1033,128.6362,129.7794,1383698.0
2021-04-29,130.3891,131.3036,130.3224,130.6844,1705749.0
2021-04-30,130.4939,131.9991,130.3129,131.437,1725287.0
2021-05-01,130.4939,131.9991,130.3129,131.437,1725287.0
2021-05-02,130.4939,131.9991,130.3129,131.437,1725287.0
2021-05-03,132.1515,134.0187,131.899,133.6948,1410726.0
2021-05-04,133.5709,134.6188,133.3709,134.2092,1558556.0
2021-05-05,134.4093,135.1809,133.4757,134.9332,1410102.0
2021-05-06,135.1523,135.6571,134.5236,134.7808,1437507.0
2021-05-07,134.5331,135.4191,134.0949,134.6855,1584110.0
2021-05-08,134.5331,135.4191,134.0949,134.6855,1584110.0
2021-05-09,134.5331,135.4191,134.0949,134.6855,1584110.0
2021-05-10,135.3333,137.6911,135.3238,136.4765,1807620.0
2021-05-11,136.124,136.667,133.9996,134.5141,1789980.0
2021-05-12,134.2473,134.3331,131.5799,131.6371,1447608.0
2021-05-13,132.1324,135.2381,131.8085,134.7236,1272294.0
2021-05-14,135.1333,136.1431,134.8284,135.219,976983.0
2021-05-15,135.1333,136.1431,134.8284,135.219,976983.0
2021-05-16,135.1333,136.1431,134.8284,135.219,976983.0
2021-05-17,135.038,135.8573,133.9425,134.8094,1482184.0
2021-05-18,134.3521,135.1904,133.79,133.8186,1672822.0
2021-05-19,133.3232,133.3232,131.1036,132.5611,1311412.0
2021-05-20,132.7707,134.3616,132.4278,133.7805,1029538.0
2021-05-21,134.4855,135.1142,133.5239,134.2949,1573506.0
2021-05-22,134.4855,135.1142,133.5239,134.2949,1573506.0
2021-05-23,134.4855,135.1142,133.5239,134.2949,1573506.0
2021-05-24,134.9142,135.2762,134.3426,134.4283,1137418.0
2021-05-25,134.2664,134.6102,133.7996,134.0282,1560997.0
2021-05-26,133.5424,134.0949,132.9088,133.1518,1259180.0
2021-05-27,133.6471,134.1616,132.6135,133.8948,2207166.0
2021-05-28,134.5998,134.8475,133.9806,134.0187,925616.0
2021-05-29,134.5998,134.8475,133.9806,134.0187,925616.0
2021-05-30,134.5998,134.8475,133.9806,134.0187,925616.0
2021-05-31,134.5998,134.8475,133.9806,134.0187,925616.0
2021-06-01,134.7236,134.7808,133.3232,133.4376,1117897.0
2021-06-02,133.6662,134.5522,133.1803,134.4378,1354742.0
2021-06-03,134.3853,135.0644,133.8879,134.4714,890563.0
2021-06-04,134.8444,135.0836,133.9396,134.634,641876.0
2021-06-05,134.8444,135.0836,133.9396,134.634,641876.0
2021-06-06,134.8444,135.0836,133.9396,134.634,641876.0
2021-06-07,134.5862,134.8636,133.314,133.5053,1087197.0
2021-06-08,133.7157,133.9214,132.8261,133.2853,1112348.0
2021-06-09,133.1322,133.7918,132.9696,133.5148,890349.0
2021-06-10,133.8783,134.1079,133.4861,133.8496,941561.0
2021-06-11,134.2131,134.3183,133.1418,133.8305,1262729.0
2021-06-12,134.2131,134.3183,133.1418,133.8305,1262729.0
2021-06-13,134.2131,134.3183,133.1418,133.8305,1262729.0
2021-06-14,133.8305,134.1749,133.2183,134.1557,813721.0
2021-06-15,134.0888,134.9784,133.3618,134.7392,934142.0
2021-06-16,135.3514,135.3514,133.3522,133.7444,1395742.0
2021-06-17,133.5627,133.8018,132.3192,133.247,1215290.0
2021-06-18,132.0705,132.5679,131.0183,131.1139,2710843.0
2021-06-19,132.0705,132.5679,131.0183,131.1139,2710843.0
2021-06-20,132.0705,132.5679,131.0183,131.1139,2710843.0
2021-06-21,131.8122,133.3427,131.6496,133.3044,1461393.0
2021-06-22,133.2374,133.9549,133.0653,133.6009,1047516.0
2021-06-23,133.467,133.467,132.4818,132.5009,937889.0
2021-06-24,132.9505,133.1609,132.08,132.52,1072370.0
2021-06-25,132.2713,133.4192,132.2713,133.0653,1540604.0
2021-06-26,132.2713,133.4192,132.2713,133.0653,1540604.0
2021-06-27,132.2713,133.4192,132.2713,133.0653,1540604.0
2021-06-28,133.0174,133.4192,132.4244,133.1322,1014592.0
2021-06-29,133.1227,133.6966,132.8395,133.4001,1146478.0
2021-06-30,133.3522,134.2418,133.1131,134.0218,1206284.0
2021-07-01,135.5427,135.5427,134.5288,135.0357,1291977.0
2021-07-02,135.0166,136.4658,134.7584,135.801,1470165.0
2021-07-03,135.0166,136.4658,134.7584,135.801,1470165.0
2021-07-04,135.0166,136.4658,134.7584,135.801,1470165.0
2021-07-05,135.0166,136.4658,134.7584,135.801,1470165.0
2021-07-06,136.1932,136.6522,134.9401,136.5662,1198576.0
2021-07-07,136.5662,138.4506,136.1933,137.781,1630907.0
2021-07-08,136.7767,137.0445,135.6575,135.9923,1317352.0
2021-07-09,136.7288,137.1402,135.9923,136.8245,894800.0
2021-07-10,136.7288,137.1402,135.9923,136.8245,894800.0
2021-07-11,136.7288,137.1402,135.9923,136.8245,894800.0
2021-07-12,136.7671,137.4319,136.3749,136.8915,1087884.0
2021-07-13,137.2645,137.4749,136.0353,136.3271,1197412.0
2021-07-14,136.6427,137.8289,136.4132,137.7332,848192.0
2021-07-15,137.2262,139.1872,137.2167,139.0437,1217485.0
2021-07-16,139.5602,140.5359,139.388,139.4646,1125680.0
2021-07-17,139.5602,140.5359,139.388,139.4646,1125680.0
2021-07-18,139.5602,140.5359,139.388,139.4646,1125680.0
2021-07-19,138.6898,139.1872,136.0593,137.3889,1951789.0
2021-07-20,137.6949,140.0289,137.6567,138.8619,1669465.0
2021-07-21,139.235,139.6176,138.3071,138.5558,976279.0
2021-07-22,138.795,138.9767,137.9723,138.6802,1065871.0
2021-07-23,138.728,140.4689,138.728,140.0289,908221.0
2021-07-24,138.728,140.4689,138.728,140.0289,908221.0
2021-07-25,138.728,140.4689,138.728,140.0289,908221.0
2021-07-26,139.8472,140.6315,139.3976,140.3159,1249221.0
2021-07-27,141.7698,143.4342,140.3828,140.5742,1876280.0
2021-07-28,140.8611,140.8611,139.0437,139.3402,1224207.0
2021-07-29,140.2776,140.8611,139.785,139.8567,943656.0
2021-07-30,139.7802,142.1812,139.7802,141.8177,1388409.0
2021-07-31,139.7802,142.1812,139.7802,141.8177,1388409.0
2021-08-01,139.7802,142.1812,139.7802,141.8177,1388409.0
2021-08-02,142.2385,142.669,140.2394,140.8707,928519.0
2021-08-03,141.0333,142.9751,140.8831,142.9177,1344660.0
2021-08-04,142.6786,144.276,142.2672,142.3916,1553765.0
2021-08-05,142.6881,143.2489,141.3203,141.8846,1135911.0
2021-08-06,141.8846,142.9081,141.1003,141.4159,1201707.0
2021-08-07,141.8846,142.9081,141.1003,141.4159,1201707.0
2021-08-08,141.8846,142.9081,141.1003,141.4159,1201707.0
2021-08-09,141.3872,141.8607,140.5455,140.8324,1055660.0
2021-08-10,140.6124,141.569,140.3589,140.5933,1273687.0
2021-08-11,141.3107,142.7165,141.215,142.6499,1224183.0
2021-08-12,142.5255,143.769,142.382,143.5586,1356881.0
2021-08-13,143.9316,144.5811,143.3768,144.0656,906352.0
2021-08-14,143.9316,144.5811,143.3768,144.0656,906352.0
2021-08-15,143.9316,144.5811,143.3768,144.0656,906352.0
2021-08-16,144.1229,145.3952,143.6734,145.3282,1141349.0
2021-08-17,145.3665,145.7849,144.3047,145.1082,1295226.0
2021-08-18,144.6873,145.0986,142.9464,143.0612,1366236.0
2021-08-19,141.9229,145.3578,141.9229,145.0317,1345656.0
2021-08-20,145.0604,146.6291,144.6873,146.2943,1404550.0
2021-08-21,145.0604,146.6291,144.6873,146.2943,1404550.0
2021-08-22,145.0604,146.6291,144.6873,146.2943,1404550.0
2021-08-23,146.6004,146.7439,145.1178,145.1656,1337573.0
2021-08-24,145.1656,145.926,144.6969,145.7682,1249727.0
2021-08-25,145.8352,146.543,145.3187,146.1891,1080330.0
2021-08-26,146.3517,147.2126,145.9691,146.9256,888877.0
2021-08-27,147.5091,147.93,146.9926,147.4517,1061169.0
2021-08-28,147.5091,147.93,146.9926,147.4517,1061169.0
2021-08-29,147.5091,147.93,146.9926,147.4517,1061169.0
2021-08-30,147.4613,148.6474,147.3943,148.3891,658547.0
2021-08-31,148.59,148.8579,147.6143,148.37,1732596.0
2021-09-01,147.8343,149.5274,147.49,149.0779,1533162.0
2021-09-02,149.6778,150.3499,149.0346,149.5914,1711002.0
2021-09-03,149.7739,149.9563,149.121,149.1978,1419350.0
2021-09-04,149.7739,149.9563,149.121,149.1978,1419350.0
2021-09-05,149.7739,149.9563,149.121,149.1978,1419350.0
2021-09-06,149.7739,149.9563,149.121,149.1978,1419350.0
2021-09-07,148.8906,149.1498,146.9752,147.1432,1565147.0
2021-09-08,146.8936,148.7178,146.6344,148.0841,1811643.0
2021-09-09,148.2185,148.3865,147.4216,147.6617,1383715.0
2021-09-10,147.9977,148.7178,147.4504,148.2857,1249947.0
2021-09-11,147.9977,148.7178,147.4504,148.2857,1249947.0
2021-09-12,147.9977,148.7178,147.4504,148.2857,1249947.0
2021-09-13,149.2842,150.4834,148.0361,148.9386,1971028.0
2021-09-14,149.313,149.8891,148.0919,148.4105,1051493.0
2021-09-15,148.3817,150.1003,148.0169,149.4186,1054514.0
2021-09-16,149.6682,149.8603,147.6809,147.7481,850026.0
2021-09-17,146.9992,147.4696,146.1639,146.5864,3109493.0
2021-09-18,146.9992,147.4696,146.1639,146.5864,3109493.0
2021-09-19,146.9992,147.4696,146.1639,146.5864,3109493.0
2021-09-20,144.9638,146.8744,144.5034,146.6344,1453039.0
2021-09-21,146.9416,148.0985,146.5384,146.6536,1127302.0
2021-09-22,147.5272,148.0169,146.5768,147.2968,1194251.0
2021-09-23,148.1705,148.8426,147.1336,147.3736,1110518.0
2021-09-24,147.0376,148.0553,147.0376,148.0361,1240192.0
2021-09-25,147.0376,148.0553,147.0376,148.0361,1240192.0
2021-09-26,147.0376,148.0553,147.0376,148.0361,1240192.0
2021-09-27,147.6713,147.9929,145.5303,145.9815,2123883.0
2021-09-28,145.5207,145.7703,143.3221,143.9365,1795121.0
2021-09-29,144.4934,145.9095,143.9653,145.5495,1557418.0
2021-09-30,145.9623,146.3655,143.3509,143.3989,1587124.0
2021-10-01,143.7445,144.647,141.6371,143.8597,1241897.0
2021-10-02,143.7445,144.647,141.6371,143.8597,1241897.0
2021-10-03,143.7445,144.647,141.6371,143.8597,1241897.0
2021-10-04,143.4277,144.7046,141.9971,142.89,1413571.0
2021-10-05,143.13,144.4454,142.3332,143.8693,1123182.0
2021-10-06,143.0532,145.4151,142.7268,145.2422,1493232.0
2021-10-07,146.1639,147.9977,146.1639,147.8441,1649570.0
2021-10-08,147.7577,148.9866,147.1346,148.5449,1563389.0
2021-10-09,147.7577,148.9866,147.1346,148.5449,1563389.0
2021-10-10,147.7577,148.9866,147.1346,148.5449,1563389.0
2021-10-11,148.5161,149.5242,147.9209,147.9305,1034975.0
2021-10-12,148.5353,149.6655,147.8873,148.2953,1603726.0
2021-10-13,148.4873,149.4378,145.9335,148.785,1317048.0
2021-10-14,149.9563,151.7564,149.8078,151.6556,1346558.0
2021-10-15,152.6541,153.163,151.7708,151.8573,1162503.0
2021-10-16,152.6541,153.163,151.7708,151.8573,1162503.0
2021-10-17,152.6541,153.163,151.7708,151.8573,1162503.0
2021-10-18,151.5308,151.8476,150.3787,150.8876,1554869.0
2021-10-19,151.406,152.5581,150.8876,152.5005,1960344.0
2021-10-20,152.2701,154.1615,152.2701,154.0943,1446882.0
2021-10-21,155.6112,155.8512,154.0463,155.4192,1489507.0
2021-10-22,155.7552,158.0162,155.6112,157.8578,1249035.0
2021-10-23,155.7552,158.0162,155.6112,157.8578,1249035.0
2021-10-24,155.7552,158.0162,155.6112,157.8578,1249035.0
2021-10-25,157.3874,158.237,154.1423,154.7183,2778993.0
2021-10-26,151.502,153.835,147.8633,152.9229,3007520.0
2021-10-27,152.4717,153.5566,148.5257,148.9578,2572440.0
2021-10-28,149.7931,151.406,149.1978,151.214,1845206.0
2021-10-29,151.214,154.2047,150.9932,153.835,1609044.0
2021-10-30,151.214,154.2047,150.9932,153.835,1609044.0
2021-10-31,151.214,154.2047,150.9932,153.835,1609044.0
2021-11-01,154.4975,155.1024,152.2125,152.9229,1284964.0
2021-11-02,153.0574,155.3568,152.7143,154.7951,1168865.0
2021-11-03,154.6031,155.352,152.2317,153.3454,1107962.0
2021-11-04,153.2379,155.0591,153.2379,154.2959,1064616.0
2021-11-05,154.6703,155.2272,152.9133,153.5086,1136275.0
2021-11-06,154.6703,155.2272,152.9133,153.5086,1136275.0
2021-11-07,154.6703,155.2272,152.9133,153.5086,1136275.0
2021-11-08,154.2671,155.3952,153.1342,153.6622,1304002.0
2021-11-09,153.2398,153.8926,152.7501,153.211,1196615.0
2021-11-10,152.5965,155.9856,152.3181,155.6112,1777582.0
2021-11-11,155.3424,155.8128,154.2479,154.8047,972112.0
2021-11-12,155.5632,156.9265,154.9567,156.4753,2196596.0
2021-11-13,155.5632,156.9265,154.9567,156.4753,2196596.0
2021-11-14,155.5632,156.9265,154.9567,156.4753,2196596.0
2021-11-15,156.4945,157.463,155.9568,156.4945,1240437.0
2021-11-16,156.8305,158.1314,156.7153,158.0594,1450345.0
2021-11-17,158.4147,159.2883,157.6466,158.8083,1739023.0
2021-11-18,158.8083,159.7108,157.7234,157.925,1684776.0
2021-11-19,158.2514,158.9139,156.1008,156.8689,1881534.0
2021-11-20,158.2514,158.9139,156.1008,156.8689,1881534.0
2021-11-21,158.2514,158.9139,156.1008,156.8689,1881534.0
2021-11-22,157.0129,157.6946,156.2161,156.5137,1794554.0
2021-11-23,156.3217,158.4147,155.8128,158.261,1067587.0
2021-11-24,157.8386,159.2979,157.2818,159.1059,1194257.0
2021-11-25,157.8386,159.2979,157.2818,159.1059,1194257.0
2021-11-26,157.5554,159.1587,156.5809,156.9457,1120759.0
2021-11-27,157.5554,159.1587,156.5809,156.9457,1120759.0
2021-11-28,157.5554,159.1587,156.5809,156.9457,1120759.0
2021-11-29,158.261,161.3324,157.6655,160.1716,2030141.0
2021-11-30,158.8947,159.9028,153.883,154.2575,4340728.0
2021-12-01,155.5152,158.0402,153.9694,154.1039,1652316.0
2021-12-02,155.1107,158.7625,154.6819,157.7701,1331980.0
2021-12-03,158.3097,158.8589,155.7852,157.269,1204011.0
2021-12-04,158.3097,158.8589,155.7852,157.269,1204011.0
2021-12-05,158.3097,158.8589,155.7852,157.269,1204011.0
2021-12-06,158.7866,159.6972,157.2696,157.5196,2162054.0
2021-12-07,159.0805,160.68,157.5388,158.2615,1407264.0
2021-12-08,158.2615,158.4831,156.267,157.5677,1248284.0
2021-12-09,156.6909,157.7409,156.2959,156.8547,1598117.0
2021-12-10,158.1459,159.6201,157.375,158.7143,1490640.0
2021-12-11,158.1459,159.6201,157.375,158.7143,1490640.0
2021-12-12,158.1459,159.6201,157.375,158.7143,1490640.0
2021-12-13,158.7143,159.6393,157.8664,158.2422,2328391.0
2021-12-14,157.6352,158.2037,155.2649,156.6524,1971224.0
2021-12-15,157.0571,157.6352,155.3323,156.6042,3044854.0
2021-12-16,157.6448,160.4294,157.2594,159.9862,2269044.0
2021-12-17,159.8224,160.1282,155.2938,155.4287,2604135.0
2021-12-18,159.8224,160.1282,155.2938,155.4287,2604135.0
2021-12-19,159.8224,160.1282,155.2938,155.4287,2604135.0
2021-12-20,154.1857,155.0722,151.8636,154.7349,1397721.0
2021-12-21,155.7274,156.5657,153.1981,154.1953,1186920.0
2021-12-22,154.3495,155.1396,153.7136,154.8024,1495614.0
2021-12-23,154.8506,156.6813,154.812,156.0357,1778817.0
2021-12-24,154.8506,156.6813,154.812,156.0357,1778817.0
2021-12-25,154.8506,156.6813,154.812,156.0357,1778817.0
2021-12-26,154.8506,156.6813,154.812,156.0357,1778817.0
2021-12-27,156.5657,157.9146,156.1513,157.8183,1295327.0
2021-12-28,158.0688,159.2443,157.8664,159.119,1004050.0
2021-12-29,159.5719,160.7763,158.9263,160.3138,773146.0
2021-12-30,160.9112,161.33,159.4081,159.6875,822285.0
2021-12-31,159.2636,161.499,159.2636,160.8149,844589.0
2022-01-01,159.2636,161.499,159.2636,160.8149,844589.0
2022-01-02,159.2636,161.499,159.2636,160.8149,844589.0
2022-01-03,160.4005,160.5547,155.13,156.8065,2704767.0
2022-01-04,157.0571,159.9862,157.0282,158.3097,2111467.0
2022-01-05,158.3578,159.013,155.5904,155.9394,1761253.0
2022-01-06,155.4769,158.0302,155.13,156.9125,1171821.0
2022-01-07,156.7198,157.905,154.8313,155.8623,1560354.0
2022-01-08,156.7198,157.905,154.8313,155.8623,1560354.0
2022-01-09,156.7198,157.905,154.8313,155.8623,1560354.0
2022-01-10,154.1664,154.892,152.5284,153.5979,2299885.0
2022-01-11,153.9737,154.1086,152.0756,153.6461,2161954.0
2022-01-12,154.1568,155.0551,152.8464,153.6172,1569332.0
2022-01-13,154.0315,154.3206,151.4203,151.7094,1392752.0
2022-01-14,150.0232,151.6799,149.462,150.9386,2086302.0
2022-01-15,150.0232,151.6799,149.462,150.9386,2086302.0
2022-01-16,150.0232,151.6799,149.462,150.9386,2086302.0
2022-01-17,150.0232,151.6799,149.462,150.9386,2086302.0
2022-01-18,149.7438,150.4953,148.1539,149.686,1956101.0
2022-01-19,149.8401,151.5504,149.2717,149.4258,1490500.0
2022-01-20,150.081,151.2469,147.2771,147.6433,2424774.0
2022-01-21,147.3446,148.5297,145.6391,145.88,2526542.0
2022-01-22,147.3446,148.5297,145.6391,145.88,2526542.0
2022-01-23,147.3446,148.5297,145.6391,145.88,2526542.0
2022-01-24,144.2612,145.0224,141.5826,144.3287,4117177.0
2022-01-25,143.3218,143.6638,140.2144,142.6136,3642863.0
2022-01-26,142.7003,145.2633,141.255,142.5654,2401073.0
2022-01-27,142.8448,144.6081,139.9831,140.9178,2856790.0
2022-01-28,141.0237,142.5365,138.798,142.5076,3214462.0
2022-01-29,141.0237,142.5365,138.798,142.5076,3214462.0
2022-01-30,141.0237,142.5365,138.798,142.5076,3214462.0
2022-01-31,142.1318,145.1477,142.0067,144.955,2040163.0
2022-02-01,145.0128,145.7355,142.5172,144.2998,3067356.0
2022-02-02,137.767,143.1522,137.767,142.7196,4096895.0
2022-02-03,141.4188,142.9605,140.9274,141.0912,2224747.0
2022-02-04,139.7133,141.361,138.9907,139.7422,1627823.0
2022-02-05,139.7133,141.361,138.9907,139.7422,1627823.0
2022-02-06,139.7133,141.361,138.9907,139.7422,1627823.0
2022-02-07,140.3685,141.1683,139.5014,139.8001,1670897.0
2022-02-08,139.906,140.5131,139.0485,139.8579,1762552.0
2022-02-09,140.4649,142.1125,140.3974,141.2935,1559669.0
2022-02-10,139.9735,141.255,138.056,138.5764,1924309.0
2022-02-11,138.6534,139.2846,136.3217,137.4394,2289251.0
2022-02-12,138.6534,139.2846,136.3217,137.4394,2289251.0
2022-02-13,138.6534,139.2846,136.3217,137.4394,2289251.0
2022-02-14,137.3045,137.933,135.4449,136.6011,2143335.0
2022-02-15,137.7959,138.1572,136.6747,137.4779,2092466.0
2022-02-16,137.0347,137.9308,136.1579,137.3719,2023497.0
2022-02-17,136.736,138.2943,136.3602,137.8441,1915335.0
2022-02-18,137.5646,138.7402,136.8902,137.1407,1746167.0
2022-02-19,137.5646,138.7402,136.8902,137.1407,1746167.0
2022-02-20,137.5646,138.7402,136.8902,137.1407,1746167.0
2022-02-21,137.5646,138.7402,136.8902,137.1407,1746167.0
2022-02-22,137.0636,137.3334,135.6472,136.3698,2407769.0
2022-02-23,136.7842,137.3334,135.4063,135.4738,2201191.0
2022-02-24,134.1248,137.2274,133.5274,136.736,3067666.0
2022-02-25,137.0251,140.224,136.8227,139.8675,1605461.0
2022-02-26,137.0251,140.224,136.8227,139.8675,1605461.0
2022-02-27,137.0251,140.224,136.8227,139.8675,1605461.0
2022-02-28,138.6245,140.0602,137.9404,139.1352,2230103.0
2022-03-01,139.0485,141.9102,138.8076,141.2357,3224972.0
2022-03-02,141.9584,145.4946,141.6982,144.6852,2150612.0
2022-03-03,145.7355,148.7995,145.6391,147.2386,2215779.0
2022-03-04,146.2172,152.2394,145.6198,152.0659,2631583.0
2022-03-05,146.2172,152.2394,145.6198,152.0659,2631583.0
2022-03-06,146.2172,152.2394,145.6198,152.0659,2631583.0
2022-03-07,151.4782,152.6633,149.7727,150.1677,2972714.0
2022-03-08,149.3487,150.5724,142.4691,142.5654,3030998.0
2022-03-09,144.3961,145.5717,142.8545,144.5118,1959755.0
2022-03-10,143.5,146.2847,143.5,145.9282,1920525.0
2022-03-11,146.6508,147.9805,145.8704,145.9474,1415544.0
2022-03-12,146.6508,147.9805,145.8704,145.9474,1415544.0
2022-03-13,146.6508,147.9805,145.8704,145.9474,1415544.0
2022-03-14,146.6701,149.0115,145.6198,148.8188,1839049.0
2022-03-15,149.9172,150.3508,148.2407,149.5125,1965343.0
2022-03-16,149.8996,150.6253,147.2677,149.4932,2051589.0
2022-03-17,149.4932,150.6737,149.2223,150.5866,1339926.0
2022-03-18,150.6156,151.38,149.1158,150.6253,2834726.0
2022-03-19,150.6156,151.38,149.1158,150.6253,2834726.0
2022-03-20,150.6156,151.38,149.1158,150.6253,2834726.0
2022-03-21,150.9833,152.2353,150.4414,150.9736,1509564.0
2022-03-22,151.1865,151.9702,149.2223,149.8125,1304886.0
2022-03-23,149.6867,149.9673,148.4482,148.574,1318252.0
2022-03-24,148.9707,150.0641,148.3708,150.0157,1322065.0
2022-03-25,150.3156,151.2832,149.7157,151.2155,1107105.0
2022-03-26,150.3156,151.2832,149.7157,151.2155,1107105.0
2022-03-27,150.3156,151.2832,149.7157,151.2155,1107105.0
2022-03-28,151.4961,153.0443,151.2349,153.0346,1439159.0
2022-03-29,153.8861,154.0602,150.9543,152.6379,1278939.0
2022-03-30,153.0056,154.3118,152.6863,154.2828,1166080.0
2022-03-31,154.6214,155.9567,153.3636,153.3636,1625878.0
2022-04-01,153.2958,154.815,152.6863,154.6311,1605606.0
2022-04-02,153.2958,154.815,152.6863,154.6311,1605606.0
2022-04-03,153.2958,154.815,152.6863,154.6311,1605606.0
2022-04-04,154.4763,154.815,153.083,154.2247,962884.0
2022-04-05,154.157,157.0211,154.0844,155.3858,1291497.0
2022-04-06,154.9407,156.9146,154.6021,155.8793,1800046.0
2022-04-07,156.1793,159.1788,155.4052,158.4725,1968477.0
2022-04-08,158.7918,160.4173,158.0032,159.7981,1536099.0
2022-04-09,158.7918,160.4173,158.0032,159.7981,1536099.0
2022-04-10,158.7918,160.4173,158.0032,159.7981,1536099.0
2022-04-11,159.6529,160.4754,158.3563,158.8401,1381186.0
2022-04-12,157.9983,159.2175,156.3341,156.605,1666832.0
2022-04-13,156.4115,157.1372,153.2571,154.5634,1801954.0
2022-04-14,154.902,155.9277,153.8909,154.0022,1282704.0
2022-04-15,154.902,155.9277,153.8909,154.0022,1282704.0
2022-04-16,154.902,155.9277,153.8909,154.0022,1282704.0
2022-04-17,154.902,155.9277,153.8909,154.0022,1282704.0
2022-04-18,153.499,154.844,151.9896,152.8894,1098545.0
2022-04-19,153.2281,154.5634,153.1797,153.9248,1343151.0
2022-04-20,154.5247,156.0051,154.3021,155.3858,1546033.0
2022-04-21,156.2663,157.3888,155.531,155.9374,1352151.0
2022-04-22,155.9857,156.276,152.2121,152.4056,1599934.0
2022-04-23,155.9857,156.276,152.2121,152.4056,1599934.0
2022-04-24,155.9857,156.276,152.2121,152.4056,1599934.0
2022-04-25,152.3379,152.5314,148.1911,150.9059,2538420.0
2022-04-26,160.2819,162.3138,156.7888,158.8305,3388399.0
2022-04-27,159.6529,162.9234,159.2175,162.0235,3318400.0
2022-04-28,161.5591,164.6651,160.0448,164.1522,2163129.0
2022-04-29,163.5136,164.1232,158.7918,159.1111,2238227.0
2022-04-30,163.5136,164.1232,158.7918,159.1111,2238227.0
2022-05-01,163.5136,164.1232,158.7918,159.1111,2238227.0
2022-05-02,158.2983,159.5562,151.9606,153.8861,2388560.0
2022-05-03,154.0022,156.963,153.3345,154.1667,1706558.0
