,GNRC US Equity,GNRC US Equity,GNRC US Equity,GNRC US Equity,GNRC US Equity
2020-05-06,99.75,100.82,98.43,99.5,628849.0
2020-05-07,101.57,102.235,98.92,99.2,401928.0
2020-05-08,101.37,103.92,100.8733,103.86,414803.0
2020-05-09,101.37,103.92,100.8733,103.86,414803.0
2020-05-10,101.37,103.92,100.8733,103.86,414803.0
2020-05-11,102.1,104.84,101.65,103.85,680375.0
2020-05-12,103.91,104.6402,99.65,99.73,497972.0
2020-05-13,99.55,101.6999,97.02,97.9,543840.0
2020-05-14,96.18,100.68,95.27,100.67,500471.0
2020-05-15,100.0,104.9,99.48,104.7,676839.0
2020-05-16,100.0,104.9,99.48,104.7,676839.0
2020-05-17,100.0,104.9,99.48,104.7,676839.0
2020-05-18,108.65,112.19,107.43,111.41,898935.0
2020-05-19,110.11,112.91,110.01,110.12,661428.0
2020-05-20,112.78,114.83,111.74,113.01,609955.0
2020-05-21,112.49,115.29,112.18,114.44,717476.0
2020-05-22,114.42,114.74,113.38,114.4,348780.0
2020-05-23,114.42,114.74,113.38,114.4,348780.0
2020-05-24,114.42,114.74,113.38,114.4,348780.0
2020-05-25,114.42,114.74,113.38,114.4,348780.0
2020-05-26,118.93,119.85,116.64,118.0,679318.0
2020-05-27,119.77,122.18,118.605,122.05,1083498.0
2020-05-28,122.95,123.19,117.8784,117.99,803495.0
2020-05-29,115.9,116.88,110.64,111.27,1139601.0
2020-05-30,115.9,116.88,110.64,111.27,1139601.0
2020-05-31,115.9,116.88,110.64,111.27,1139601.0
2020-06-01,111.81,112.76,109.89,110.57,702324.0
2020-06-02,111.6,111.6,109.5,110.49,690606.0
2020-06-03,112.16,113.5438,111.52,112.22,791232.0
2020-06-04,112.26,113.19,109.86,110.53,676073.0
2020-06-05,113.87,116.15,111.0,114.83,698212.0
2020-06-06,113.87,116.15,111.0,114.83,698212.0
2020-06-07,113.87,116.15,111.0,114.83,698212.0
2020-06-08,114.72,116.1395,113.23,113.87,878529.0
2020-06-09,111.86,114.26,110.53,112.97,584961.0
2020-06-10,113.19,114.8899,112.02,113.23,646782.0
2020-06-11,109.48,110.16,106.57,106.63,745374.0
2020-06-12,109.99,109.99,102.38,105.44,1024293.0
2020-06-13,109.99,109.99,102.38,105.44,1024293.0
2020-06-14,109.99,109.99,102.38,105.44,1024293.0
2020-06-15,102.52,110.9463,101.7153,110.5,885346.0
2020-06-16,114.21,114.87,111.12,114.76,853824.0
2020-06-17,114.98,115.0,111.96,112.49,550029.0
2020-06-18,111.05,114.43,110.3394,110.72,647637.0
2020-06-19,112.83,113.85,110.5,113.53,915729.0
2020-06-20,112.83,113.85,110.5,113.53,915729.0
2020-06-21,112.83,113.85,110.5,113.53,915729.0
2020-06-22,112.59,117.07,111.03,117.02,1064845.0
2020-06-23,118.18,120.16,116.2475,116.69,1228765.0
2020-06-24,115.48,116.77,112.57,113.27,978355.0
2020-06-25,113.74,114.98,111.63,114.82,987127.0
2020-06-26,115.33,120.13,113.23,117.75,8019414.0
2020-06-27,115.33,120.13,113.23,117.75,8019414.0
2020-06-28,115.33,120.13,113.23,117.75,8019414.0
2020-06-29,118.37,120.57,116.77,118.88,876735.0
2020-06-30,120.0,122.355,118.64,121.93,928448.0
2020-07-01,132.09,132.09,120.75,121.09,968490.0
2020-07-02,121.94,122.96,121.59,122.73,577876.0
2020-07-03,121.94,122.96,121.59,122.73,577876.0
2020-07-04,121.94,122.96,121.59,122.73,577876.0
2020-07-05,121.94,122.96,121.59,122.73,577876.0
2020-07-06,125.32,126.42,124.05,124.89,733121.0
2020-07-07,124.09,126.9,123.45,124.53,673916.0
2020-07-08,124.78,126.995,124.78,126.58,892094.0
2020-07-09,127.31,127.91,125.18,126.61,391498.0
2020-07-10,126.28,127.71,125.74,127.37,393503.0
2020-07-11,126.28,127.71,125.74,127.37,393503.0
2020-07-12,126.28,127.71,125.74,127.37,393503.0
2020-07-13,128.91,130.51,126.265,126.64,688337.0
2020-07-14,126.44,131.2,126.02,131.13,727361.0
2020-07-15,133.66,134.91,132.6,133.95,811356.0
2020-07-16,133.55,135.538,132.23,132.54,490058.0
2020-07-17,133.21,135.61,132.705,134.81,491319.0
2020-07-18,133.21,135.61,132.705,134.81,491319.0
2020-07-19,133.21,135.61,132.705,134.81,491319.0
2020-07-20,134.76,137.38,134.76,136.64,495748.0
2020-07-21,137.88,139.91,135.83,136.1,566302.0
2020-07-22,136.04,137.01,134.37,135.54,528899.0
2020-07-23,136.0,139.49,135.0,136.82,843060.0
2020-07-24,136.23,136.81,134.15,135.25,388612.0
2020-07-25,136.23,136.81,134.15,135.25,388612.0
2020-07-26,136.23,136.81,134.15,135.25,388612.0
2020-07-27,135.99,138.51,134.72,138.35,419420.0
2020-07-28,137.46,139.29,135.22,135.31,389964.0
2020-07-29,135.88,140.73,135.88,139.73,700735.0
2020-07-30,150.31,156.53,147.36,147.84,1767385.0
2020-07-31,151.5,157.65,151.5,157.58,1066614.0
2020-08-01,151.5,157.65,151.5,157.58,1066614.0
2020-08-02,151.5,157.65,151.5,157.58,1066614.0
2020-08-03,159.1,162.72,155.05,162.67,818514.0
2020-08-04,161.68,164.92,161.1,164.57,1003240.0
2020-08-05,166.08,170.46,166.08,170.42,661467.0
2020-08-06,175.97,175.97,170.3,172.98,836635.0
2020-08-07,173.35,179.3499,172.72,178.6,820138.0
2020-08-08,173.35,179.3499,172.72,178.6,820138.0
2020-08-09,173.35,179.3499,172.72,178.6,820138.0
2020-08-10,178.09,178.71,165.32,166.32,1684714.0
2020-08-11,168.5,169.66,164.24,164.86,1011803.0
2020-08-12,166.5,172.36,166.0,171.3,701487.0
2020-08-13,171.3,176.76,170.7,174.88,641740.0
2020-08-14,174.11,176.12,172.89,175.35,662449.0
2020-08-15,174.11,176.12,172.89,175.35,662449.0
2020-08-16,174.11,176.12,172.89,175.35,662449.0
2020-08-17,179.75,182.57,177.8,182.2,818043.0
2020-08-18,181.63,185.55,180.5,181.68,771065.0
2020-08-19,180.15,183.3675,180.06,181.2,565107.0
2020-08-20,180.0,184.23,179.4934,182.45,583209.0
2020-08-21,183.27,188.55,182.47,186.71,720290.0
2020-08-22,183.27,188.55,182.47,186.71,720290.0
2020-08-23,183.27,188.55,182.47,186.71,720290.0
2020-08-24,189.23,192.53,185.55,188.13,922942.0
2020-08-25,188.44,188.5,184.525,186.37,462538.0
2020-08-26,188.0,192.28,187.2,190.82,783640.0
2020-08-27,190.47,191.29,184.47,186.65,810026.0
2020-08-28,188.96,192.3799,187.289,189.02,556753.0
2020-08-29,188.96,192.3799,187.289,189.02,556753.0
2020-08-30,188.96,192.3799,187.289,189.02,556753.0
2020-08-31,190.25,191.42,188.53,189.98,630151.0
2020-09-01,189.71,194.35,188.1783,193.25,506977.0
2020-09-02,193.3,194.0,187.91,191.48,674328.0
2020-09-03,189.0,189.36,175.82,178.07,1005521.0
2020-09-04,178.78,179.83,169.34,178.51,985590.0
2020-09-05,178.78,179.83,169.34,178.51,985590.0
2020-09-06,178.78,179.83,169.34,178.51,985590.0
2020-09-07,178.78,179.83,169.34,178.51,985590.0
2020-09-08,176.4,181.385,173.4438,174.8,752550.0
2020-09-09,178.07,185.29,178.04,183.95,587852.0
2020-09-10,184.45,185.5,179.46,180.03,446521.0
2020-09-11,182.7,184.41,176.28,178.41,507774.0
2020-09-12,182.7,184.41,176.28,178.41,507774.0
2020-09-13,182.7,184.41,176.28,178.41,507774.0
2020-09-14,181.82,184.23,181.16,184.1,449914.0
2020-09-15,187.29,187.7,184.75,187.11,393546.0
2020-09-16,187.17,188.7883,185.55,186.52,518690.0
2020-09-17,183.13,186.43,181.4651,184.09,641485.0
2020-09-18,185.56,186.61,181.1193,182.68,987257.0
2020-09-19,185.56,186.61,181.1193,182.68,987257.0
2020-09-20,185.56,186.61,181.1193,182.68,987257.0
2020-09-21,180.0,182.37,177.56,181.23,559971.0
2020-09-22,182.55,183.42,179.51,182.9,526751.0
2020-09-23,182.23,185.0,175.65,175.76,611563.0
2020-09-24,175.53,181.45,173.8,178.07,601442.0
2020-09-25,178.07,182.025,178.07,180.66,607749.0
2020-09-26,178.07,182.025,178.07,180.66,607749.0
2020-09-27,178.07,182.025,178.07,180.66,607749.0
2020-09-28,186.88,191.43,186.11,190.18,761308.0
2020-09-29,190.98,192.28,187.73,188.14,613742.0
2020-09-30,187.76,194.17,187.76,193.64,892453.0
2020-10-01,195.5,196.9492,191.74,196.16,715051.0
2020-10-02,191.27,198.77,190.1,197.75,608246.0
2020-10-03,191.27,198.77,190.1,197.75,608246.0
2020-10-04,191.27,198.77,190.1,197.75,608246.0
2020-10-05,199.25,208.26,198.53,207.86,805326.0
2020-10-06,211.05,213.23,204.885,207.37,1168497.0
2020-10-07,212.55,213.91,205.16,207.04,729551.0
2020-10-08,209.99,210.58,203.62,204.5,743557.0
2020-10-09,205.16,208.74,205.16,205.53,695211.0
2020-10-10,205.16,208.74,205.16,205.53,695211.0
2020-10-11,205.16,208.74,205.16,205.53,695211.0
2020-10-12,206.65,207.75,200.38,203.99,621718.0
2020-10-13,203.43,205.12,199.27,201.54,674030.0
2020-10-14,202.96,205.5399,201.288,203.0,387455.0
2020-10-15,200.67,210.99,198.85,209.79,640441.0
2020-10-16,212.71,213.9899,207.7381,208.21,456402.0
2020-10-17,212.71,213.9899,207.7381,208.21,456402.0
2020-10-18,212.71,213.9899,207.7381,208.21,456402.0
2020-10-19,208.12,210.75,206.93,210.13,748580.0
2020-10-20,210.59,215.57,209.98,211.87,726898.0
2020-10-21,212.85,215.9802,205.18,205.35,790597.0
2020-10-22,205.66,210.01,203.4,209.34,708155.0
2020-10-23,210.07,212.74,206.95,212.04,591641.0
2020-10-24,210.07,212.74,206.95,212.04,591641.0
2020-10-25,210.07,212.74,206.95,212.04,591641.0
2020-10-26,209.2,211.72,206.04,210.4,477632.0
2020-10-27,211.88,213.83,206.61,207.71,731822.0
2020-10-28,205.87,218.63,202.0227,217.11,1432739.0
2020-10-29,218.9,220.88,211.43,216.57,950691.0
2020-10-30,213.99,217.61,204.2418,210.15,813799.0
2020-10-31,213.99,217.61,204.2418,210.15,813799.0
2020-11-01,213.99,217.61,204.2418,210.15,813799.0
2020-11-02,212.37,215.085,208.58,212.57,680780.0
2020-11-03,215.99,222.195,213.95,221.54,639318.0
2020-11-04,219.34,224.95,213.01,223.5,717837.0
2020-11-05,228.23,233.44,226.86,230.73,602878.0
2020-11-06,232.62,234.55,231.03,233.04,422204.0
2020-11-07,232.62,234.55,231.03,233.04,422204.0
2020-11-08,232.62,234.55,231.03,233.04,422204.0
2020-11-09,233.04,233.78,216.16,220.54,1113273.0
2020-11-10,221.02,223.0,212.3,217.95,1027746.0
2020-11-11,220.74,226.595,219.12,225.29,616617.0
2020-11-12,224.3,226.0975,218.0,219.78,529957.0
2020-11-13,220.58,222.21,215.33,215.97,633076.0
2020-11-14,220.58,222.21,215.33,215.97,633076.0
2020-11-15,220.58,222.21,215.33,215.97,633076.0
2020-11-16,216.5,216.55,211.42,213.19,741021.0
2020-11-17,211.88,216.91,208.93,210.09,648919.0
2020-11-18,211.63,213.79,209.63,211.94,722121.0
2020-11-19,213.28,218.98,211.9,216.75,657299.0
2020-11-20,217.37,225.2,216.4,222.97,802268.0
2020-11-21,217.37,225.2,216.4,222.97,802268.0
2020-11-22,217.37,225.2,216.4,222.97,802268.0
2020-11-23,224.67,227.03,216.0,219.63,912931.0
2020-11-24,219.63,219.98,211.5306,213.84,1191028.0
2020-11-25,213.84,220.935,213.7,216.51,900607.0
2020-11-26,213.84,220.935,213.7,216.51,900607.0
2020-11-27,219.72,225.34,218.51,221.4,637480.0
2020-11-28,219.72,225.34,218.51,221.4,637480.0
2020-11-29,219.72,225.34,218.51,221.4,637480.0
2020-11-30,221.4,221.4987,210.47,215.6,4147125.0
2020-12-01,216.14,217.2699,211.2001,213.02,669073.0
2020-12-02,212.05,212.49,208.16,210.74,638131.0
2020-12-03,209.68,212.71,207.01,207.58,707098.0
2020-12-04,208.0,210.88,204.5,205.26,820083.0
2020-12-05,208.0,210.88,204.5,205.26,820083.0
2020-12-06,208.0,210.88,204.5,205.26,820083.0
2020-12-07,205.0,209.19,202.56,208.91,718658.0
2020-12-08,210.42,217.3699,207.31,216.87,1205539.0
2020-12-09,218.01,218.88,207.82,209.43,926952.0
2020-12-10,207.5,213.945,207.0683,211.27,824227.0
2020-12-11,211.56,219.985,211.46,217.28,728528.0
2020-12-12,211.56,219.985,211.46,217.28,728528.0
2020-12-13,211.56,219.985,211.46,217.28,728528.0
2020-12-14,217.69,220.815,213.5,218.06,731325.0
2020-12-15,220.01,224.85,219.6762,224.4,790495.0
2020-12-16,226.0,226.64,218.11,220.44,647913.0
2020-12-17,221.93,224.19,217.35,218.6,650116.0
2020-12-18,220.26,220.72,215.05,216.79,1355564.0
2020-12-19,220.26,220.72,215.05,216.79,1355564.0
2020-12-20,220.26,220.72,215.05,216.79,1355564.0
2020-12-21,214.63,230.47,214.41,230.29,1285121.0
2020-12-22,230.65,231.88,223.64,227.31,855442.0
2020-12-23,229.25,230.5,223.0,227.01,464634.0
2020-12-24,227.26,237.99,227.0,233.2,816195.0
2020-12-25,227.26,237.99,227.0,233.2,816195.0
2020-12-26,227.26,237.99,227.0,233.2,816195.0
2020-12-27,227.26,237.99,227.0,233.2,816195.0
2020-12-28,238.49,239.6179,232.25,233.04,732895.0
2020-12-29,232.59,233.99,219.4732,221.37,845081.0
2020-12-30,222.6,229.86,222.6,229.19,588309.0
2020-12-31,229.19,229.6,225.52,227.41,474328.0
2021-01-01,229.19,229.6,225.52,227.41,474328.0
2021-01-02,229.19,229.6,225.52,227.41,474328.0
2021-01-03,229.19,229.6,225.52,227.41,474328.0
2021-01-04,229.16,230.95,222.51,224.56,686583.0
2021-01-05,223.17,228.525,223.0,227.98,485259.0
2021-01-06,230.77,249.0009,228.62,246.29,1185680.0
2021-01-07,250.19,256.3,247.89,254.5,893778.0
2021-01-08,257.5,259.9999,249.68,252.5,726099.0
2021-01-09,257.5,259.9999,249.68,252.5,726099.0
2021-01-10,257.5,259.9999,249.68,252.5,726099.0
2021-01-11,248.77,262.49,245.24,260.8,750741.0
2021-01-12,261.16,263.64,256.245,259.05,1070192.0
2021-01-13,257.04,259.46,252.46,252.63,666639.0
2021-01-14,253.15,255.0,250.2287,253.06,366267.0
2021-01-15,252.65,255.3,247.5881,252.81,583144.0
2021-01-16,252.65,255.3,247.5881,252.81,583144.0
2021-01-17,252.65,255.3,247.5881,252.81,583144.0
2021-01-18,252.65,255.3,247.5881,252.81,583144.0
2021-01-19,257.0,269.59,255.94,267.46,756919.0
2021-01-20,269.58,269.98,261.04,268.79,685984.0
2021-01-21,270.26,273.82,265.4537,272.33,665826.0
2021-01-22,270.47,278.64,269.55,277.61,500520.0
2021-01-23,270.47,278.64,269.55,277.61,500520.0
2021-01-24,270.47,278.64,269.55,277.61,500520.0
2021-01-25,279.09,287.55,265.71,269.02,829798.0
2021-01-26,269.04,269.535,264.25,264.81,486155.0
2021-01-27,257.86,258.13,243.2101,248.81,938831.0
2021-01-28,254.99,256.6,248.06,252.93,574838.0
2021-01-29,251.5,254.31,244.6441,246.42,424201.0
2021-01-30,251.5,254.31,244.6441,246.42,424201.0
2021-01-31,251.5,254.31,244.6441,246.42,424201.0
2021-02-01,250.21,259.86,248.07,258.73,624389.0
2021-02-02,263.02,268.125,261.75,266.99,513554.0
2021-02-03,268.09,269.0,261.5,264.3,293415.0
2021-02-04,266.68,269.58,261.61,262.24,563465.0
2021-02-05,263.96,272.04,263.5,270.58,396515.0
2021-02-06,263.96,272.04,263.5,270.58,396515.0
2021-02-07,263.96,272.04,263.5,270.58,396515.0
2021-02-08,273.11,280.61,273.11,279.0,457735.0
2021-02-09,279.94,281.27,274.95,275.56,381029.0
2021-02-10,276.55,283.11,274.56,277.54,904556.0
2021-02-11,293.5,318.75,293.0,316.11,1619776.0
2021-02-12,320.58,330.305,317.01,326.84,930348.0
2021-02-13,320.58,330.305,317.01,326.84,930348.0
2021-02-14,320.58,330.305,317.01,326.84,930348.0
2021-02-15,320.58,330.305,317.01,326.84,930348.0
2021-02-16,347.74,360.18,341.49,350.53,1986687.0
2021-02-17,350.0,361.0,341.67,355.32,1334447.0
2021-02-18,355.56,363.72,343.54,351.46,1223636.0
2021-02-19,356.32,363.57,354.0,363.47,899480.0
2021-02-20,356.32,363.57,354.0,363.47,899480.0
2021-02-21,356.32,363.57,354.0,363.47,899480.0
2021-02-22,360.97,364.0,335.3,336.7,1026010.0
2021-02-23,328.17,334.07,308.04,333.04,1176810.0
2021-02-24,338.3,340.98,321.31,322.68,933001.0
2021-02-25,323.26,325.85,309.1,315.66,906294.0
2021-02-26,319.44,334.19,315.66,329.56,1010312.0
2021-02-27,319.44,334.19,315.66,329.56,1010312.0
2021-02-28,319.44,334.19,315.66,329.56,1010312.0
2021-03-01,335.0,349.33,322.49,346.25,809973.0
2021-03-02,345.9,354.65,334.35,338.7,622862.0
2021-03-03,337.73,341.01,315.05,318.26,829210.0
2021-03-04,315.65,322.0926,296.7,305.72,895394.0
2021-03-05,310.03,311.38,286.5,307.03,896447.0
2021-03-06,310.03,311.38,286.5,307.03,896447.0
2021-03-07,310.03,311.38,286.5,307.03,896447.0
2021-03-08,308.0,314.69,293.76,294.81,737089.0
2021-03-09,305.89,314.6071,302.09,309.14,649387.0
2021-03-10,312.28,322.93,311.38,314.5,519744.0
2021-03-11,325.0,332.6,321.511,331.76,519421.0
2021-03-12,324.52,330.93,320.05,329.3,386673.0
2021-03-13,324.52,330.93,320.05,329.3,386673.0
2021-03-14,324.52,330.93,320.05,329.3,386673.0
2021-03-15,335.5,338.27,323.64,338.11,1102865.0
2021-03-16,335.92,337.58,319.49,325.89,772661.0
2021-03-17,321.0,321.79,311.3,316.52,1258982.0
2021-03-18,316.81,316.81,303.46,306.96,1244541.0
2021-03-19,306.47,314.41,301.59,305.63,12919783.0
2021-03-20,306.47,314.41,301.59,305.63,12919783.0
2021-03-21,306.47,314.41,301.59,305.63,12919783.0
2021-03-22,310.0,315.9,303.18,313.73,1273415.0
2021-03-23,312.0,318.71,301.0,303.57,1137163.0
2021-03-24,306.98,307.25,295.8858,296.88,764876.0
2021-03-25,292.88,302.365,288.09,301.03,749999.0
2021-03-26,306.96,316.04,305.4604,316.04,724680.0
2021-03-27,306.96,316.04,305.4604,316.04,724680.0
2021-03-28,306.96,316.04,305.4604,316.04,724680.0
2021-03-29,315.98,320.7817,302.695,303.14,712848.0
2021-03-30,302.87,318.9699,302.29,317.75,628599.0
2021-03-31,323.05,329.855,320.52,327.45,1057645.0
2021-04-01,330.0,334.9999,322.2513,323.8,717622.0
2021-04-02,330.0,334.9999,322.2513,323.8,717622.0
2021-04-03,330.0,334.9999,322.2513,323.8,717622.0
2021-04-04,330.0,334.9999,322.2513,323.8,717622.0
2021-04-05,327.0,329.2466,322.3,325.04,480907.0
2021-04-06,326.0,342.28,326.0,333.64,784343.0
2021-04-07,329.44,332.0239,323.69,326.02,566279.0
2021-04-08,329.66,332.9666,325.52,331.91,458407.0
2021-04-09,332.09,332.435,324.26,330.41,374935.0
2021-04-10,332.09,332.435,324.26,330.41,374935.0
2021-04-11,332.09,332.435,324.26,330.41,374935.0
2021-04-12,326.67,329.4,319.26,328.34,448412.0
2021-04-13,329.01,331.5593,323.38,328.47,363371.0
2021-04-14,330.12,337.93,324.83,325.57,482251.0
2021-04-15,329.18,329.4,323.68,327.05,454640.0
2021-04-16,330.0,333.78,327.57,332.23,587032.0
2021-04-17,330.0,333.78,327.57,332.23,587032.0
2021-04-18,330.0,333.78,327.57,332.23,587032.0
2021-04-19,329.0,330.45,314.105,318.68,734126.0
2021-04-20,319.14,322.11,308.3,313.77,565757.0
2021-04-21,312.87,323.03,312.4373,323.02,419928.0
2021-04-22,326.33,329.05,319.54,321.66,392941.0
2021-04-23,323.65,332.16,322.67,330.58,527457.0
2021-04-24,323.65,332.16,322.67,330.58,527457.0
2021-04-25,323.65,332.16,322.67,330.58,527457.0
2021-04-26,332.45,335.25,325.58,330.82,351841.0
2021-04-27,335.13,340.98,330.59,331.75,393115.0
2021-04-28,328.06,330.19,315.13,316.16,989722.0
2021-04-29,338.0,338.94,322.12,337.18,1565038.0
2021-04-30,333.98,336.03,320.0,323.95,877918.0
2021-05-01,333.98,336.03,320.0,323.95,877918.0
2021-05-02,333.98,336.03,320.0,323.95,877918.0
2021-05-03,325.84,328.5,321.65,325.25,545873.0
2021-05-04,319.96,321.184,305.75,312.99,828804.0
2021-05-05,318.9,322.86,312.55,319.33,473785.0
2021-05-06,315.29,320.005,310.1201,318.16,641023.0
2021-05-07,319.52,328.0,318.72,327.38,438160.0
2021-05-08,319.52,328.0,318.72,327.38,438160.0
2021-05-09,319.52,328.0,318.72,327.38,438160.0
2021-05-10,323.37,325.3153,304.025,305.21,887981.0
2021-05-11,293.99,308.69,290.0,304.62,774602.0
2021-05-12,296.56,304.01,287.82,289.18,1110545.0
2021-05-13,294.17,301.1,286.82,293.36,803380.0
2021-05-14,295.48,301.808,294.07,300.89,524445.0
2021-05-15,295.48,301.808,294.07,300.89,524445.0
2021-05-16,295.48,301.808,294.07,300.89,524445.0
2021-05-17,298.62,299.8573,290.12,293.95,525526.0
2021-05-18,297.66,302.42,294.39,295.86,771239.0
2021-05-19,290.43,302.27,288.1487,301.6,773161.0
2021-05-20,304.56,310.84,303.67,308.53,549324.0
2021-05-21,311.12,313.13,306.78,308.68,545886.0
2021-05-22,311.12,313.13,306.78,308.68,545886.0
2021-05-23,311.12,313.13,306.78,308.68,545886.0
2021-05-24,311.57,313.89,308.595,310.64,526861.0
2021-05-25,314.77,316.68,309.15,312.9,514253.0
2021-05-26,313.35,321.16,313.35,320.21,694570.0
2021-05-27,322.63,326.94,321.21,326.22,2156330.0
2021-05-28,327.25,330.89,325.5,328.72,553476.0
2021-05-29,327.25,330.89,325.5,328.72,553476.0
2021-05-30,327.25,330.89,325.5,328.72,553476.0
2021-05-31,327.25,330.89,325.5,328.72,553476.0
2021-06-01,331.57,333.955,320.77,321.75,674161.0
2021-06-02,321.93,322.35,317.55,320.69,351577.0
2021-06-03,322.38,324.11,314.01,316.4,364844.0
2021-06-04,318.75,328.25,318.75,327.4,449296.0
2021-06-05,318.75,328.25,318.75,327.4,449296.0
2021-06-06,318.75,328.25,318.75,327.4,449296.0
2021-06-07,326.83,330.53,325.37,329.96,318078.0
2021-06-08,339.4,355.0,339.29,350.8,1415725.0
2021-06-09,350.79,352.2799,343.05,343.71,559613.0
2021-06-10,341.93,347.92,341.71,344.62,446190.0
2021-06-11,346.61,349.63,345.12,349.18,328913.0
2021-06-12,346.61,349.63,345.12,349.18,328913.0
2021-06-13,346.61,349.63,345.12,349.18,328913.0
2021-06-14,352.27,356.36,351.1001,355.09,527348.0
2021-06-15,354.98,362.385,354.4501,362.26,780374.0
2021-06-16,363.5,377.01,362.25,369.7,1324757.0
2021-06-17,369.01,381.01,365.24,378.94,967933.0
2021-06-18,375.36,391.62,374.61,386.4,1420824.0
2021-06-19,375.36,391.62,374.61,386.4,1420824.0
2021-06-20,375.36,391.62,374.61,386.4,1420824.0
2021-06-21,387.0,390.56,376.42,389.21,890232.0
2021-06-22,389.21,399.58,388.205,396.77,833740.0
2021-06-23,400.0,407.7,397.04,406.12,869092.0
2021-06-24,409.28,409.375,390.1578,392.62,1110238.0
2021-06-25,397.78,400.64,391.01,396.05,1564381.0
2021-06-26,397.78,400.64,391.01,396.05,1564381.0
2021-06-27,397.78,400.64,391.01,396.05,1564381.0
2021-06-28,399.98,412.1,399.98,409.19,960803.0
2021-06-29,408.0,411.74,405.45,410.42,501704.0
2021-06-30,408.84,417.49,407.48,415.15,540540.0
2021-07-01,414.0,415.6,406.57,413.41,650423.0
2021-07-02,415.25,419.0,408.34,415.2,924362.0
2021-07-03,415.25,419.0,408.34,415.2,924362.0
2021-07-04,415.25,419.0,408.34,415.2,924362.0
2021-07-05,415.25,419.0,408.34,415.2,924362.0
2021-07-06,416.88,433.41,416.0,429.35,994318.0
2021-07-07,434.0,440.0,425.35,432.77,741771.0
2021-07-08,417.09,428.5,413.88,426.6,799411.0
2021-07-09,430.0,437.075,425.36,436.37,397800.0
2021-07-10,430.0,437.075,425.36,436.37,397800.0
2021-07-11,430.0,437.075,425.36,436.37,397800.0
2021-07-12,440.92,452.92,434.19,448.15,843375.0
2021-07-13,448.1,451.44,443.11,445.23,893529.0
2021-07-14,448.78,449.91,434.0,436.73,832671.0
2021-07-15,437.73,442.69,427.4,432.86,805843.0
2021-07-16,433.4,435.48,426.8438,430.34,748819.0
2021-07-17,433.4,435.48,426.8438,430.34,748819.0
2021-07-18,433.4,435.48,426.8438,430.34,748819.0
2021-07-19,423.24,434.32,415.0,434.25,702772.0
2021-07-20,436.81,438.49,431.78,436.42,658990.0
2021-07-21,437.7,448.45,435.121,447.34,596408.0
2021-07-22,448.9,450.99,442.78,444.59,442184.0
2021-07-23,441.71,451.02,441.71,449.64,341011.0
2021-07-24,441.71,451.02,441.71,449.64,341011.0
2021-07-25,441.71,451.02,441.71,449.64,341011.0
2021-07-26,451.34,456.9994,441.23,444.65,476449.0
2021-07-27,441.01,442.2399,430.91,438.92,692700.0
2021-07-28,406.12,438.0,383.1,431.04,2889940.0
2021-07-29,432.46,436.98,410.0,419.3,1514468.0
2021-07-30,417.62,427.265,415.18,419.36,803785.0
2021-07-31,417.62,427.265,415.18,419.36,803785.0
2021-08-01,417.62,427.265,415.18,419.36,803785.0
2021-08-02,421.32,421.32,396.2,400.0,1273351.0
2021-08-03,403.12,410.78,396.2,402.09,940241.0
2021-08-04,403.0,407.33,397.59,400.24,742132.0
2021-08-05,401.0,406.07,399.05,403.72,745198.0
2021-08-06,409.03,423.79,407.19,415.04,760552.0
2021-08-07,409.03,423.79,407.19,415.04,760552.0
2021-08-08,409.03,423.79,407.19,415.04,760552.0
2021-08-09,414.0,419.85,411.475,417.86,473443.0
2021-08-10,420.0,426.6522,415.085,419.09,495636.0
2021-08-11,419.36,420.66,411.03,417.22,601618.0
2021-08-12,415.11,423.8,413.67,423.32,672879.0
2021-08-13,423.55,424.58,411.84,414.1,530177.0
2021-08-14,423.55,424.58,411.84,414.1,530177.0
2021-08-15,423.55,424.58,411.84,414.1,530177.0
2021-08-16,414.3,414.3,408.01,410.19,566890.0
2021-08-17,407.46,407.46,385.5658,389.99,955437.0
2021-08-18,389.11,397.59,386.99,390.05,528632.0
2021-08-19,385.23,397.5,385.0,391.85,429389.0
2021-08-20,391.95,404.99,391.95,400.32,594995.0
2021-08-21,391.95,404.99,391.95,400.32,594995.0
2021-08-22,391.95,404.99,391.95,400.32,594995.0
2021-08-23,402.93,417.72,401.2501,415.03,628328.0
2021-08-24,414.96,422.11,414.96,418.9,481013.0
2021-08-25,420.0,429.2,418.7,425.87,497040.0
2021-08-26,424.58,429.34,422.88,427.47,382854.0
2021-08-27,428.33,442.28,428.33,437.11,754587.0
2021-08-28,428.33,442.28,428.33,437.11,754587.0
2021-08-29,428.33,442.28,428.33,437.11,754587.0
2021-08-30,447.84,458.1,440.6736,442.7,921543.0
2021-08-31,443.42,443.48,434.3984,436.98,803377.0
2021-09-01,440.47,442.84,434.81,438.71,621877.0
2021-09-02,443.5,453.58,443.08,453.01,577938.0
2021-09-03,451.51,458.57,448.82,453.75,538944.0
2021-09-04,451.51,458.57,448.82,453.75,538944.0
2021-09-05,451.51,458.57,448.82,453.75,538944.0
2021-09-06,451.51,458.57,448.82,453.75,538944.0
2021-09-07,453.75,455.0,437.83,445.55,574261.0
2021-09-08,443.33,450.84,440.405,443.21,474653.0
2021-09-09,445.92,460.0,445.09,455.24,568560.0
