,ST US Equity,ST US Equity,ST US Equity,ST US Equity,ST US Equity
2021-03-08,58.1657,58.9428,57.462,57.5109,996757.0
2021-03-09,57.853,58.9037,57.2568,58.2635,1103562.0
2021-03-10,58.8011,59.6025,58.4101,59.3093,899839.0
2021-03-11,59.8371,60.7168,59.28,60.4627,1202735.0
2021-03-12,60.1108,61.5671,60.0717,61.4108,822518.0
2021-03-13,60.1108,61.5671,60.0717,61.4108,822518.0
2021-03-14,60.1108,61.5671,60.0717,61.4108,822518.0
2021-03-15,61.225,62.5836,61.0296,62.4077,1008309.0
2021-03-16,61.7235,62.5543,61.3619,61.704,1004980.0
2021-03-17,61.5671,62.613,61.313,62.437,726468.0
2021-03-18,62.3295,63.3363,61.5965,61.9288,1510456.0
2021-03-19,61.4792,61.7137,60.3551,60.9416,1125758.0
2021-03-20,61.4792,61.7137,60.3551,60.9416,1125758.0
2021-03-21,61.4792,61.7137,60.3551,60.9416,1125758.0
2021-03-22,61.01,61.108,59.9349,60.8732,916203.0
2021-03-23,60.101,60.4724,56.426,57.0319,1538357.0
2021-03-24,57.5109,57.9947,56.4944,56.729,1602249.0
2021-03-25,56.3673,57.3203,55.4779,57.0613,1057732.0
2021-03-26,57.1492,58.3124,56.4357,58.283,957513.0
2021-03-27,57.1492,58.3124,56.4357,58.283,957513.0
2021-03-28,57.1492,58.3124,56.4357,58.283,957513.0
2021-03-29,57.9018,58.5372,55.8786,56.5921,1447980.0
2021-03-30,56.4651,57.0417,56.2305,56.6117,1360736.0
2021-03-31,56.9244,57.3154,56.0741,56.641,983531.0
2021-04-01,57.1297,57.7161,56.5432,57.247,922292.0
2021-04-02,57.1297,57.7161,56.5432,57.247,922292.0
2021-04-03,57.1297,57.7161,56.5432,57.247,922292.0
2021-04-04,57.1297,57.7161,56.5432,57.247,922292.0
2021-04-05,58.0094,58.8695,57.1981,58.674,915678.0
2021-04-06,58.4101,59.3777,58.1071,58.1169,1016470.0
2021-04-07,58.0094,58.4296,56.3869,56.729,1023957.0
2021-04-08,56.426,57.2861,56.0839,56.6214,1456050.0
2021-04-09,56.9049,57.2274,56.1914,57.2274,824467.0
2021-04-10,56.9049,57.2274,56.1914,57.2274,824467.0
2021-04-11,56.9049,57.2274,56.1914,57.2274,824467.0
2021-04-12,57.3252,57.7943,56.9831,57.3252,981571.0
2021-04-13,56.9244,57.2177,55.9666,56.426,660379.0
2021-04-14,56.4651,57.1786,56.2891,56.4651,846057.0
2021-04-15,56.8853,57.677,56.4944,57.0515,1050823.0
2021-04-16,57.7161,57.8237,57.2079,57.2274,642823.0
2021-04-17,57.7161,57.8237,57.2079,57.2274,642823.0
2021-04-18,57.7161,57.8237,57.2079,57.2274,642823.0
2021-04-19,58.068,58.068,56.641,56.8658,1394537.0
2021-04-20,56.6801,56.7583,54.9794,55.341,1048780.0
2021-04-21,55.1944,56.6996,55.126,56.641,1189053.0
2021-04-22,57.0613,58.2048,56.6703,57.1981,907250.0
2021-04-23,57.462,58.8597,57.462,58.6154,736711.0
2021-04-24,57.462,58.8597,57.462,58.6154,736711.0
2021-04-25,57.462,58.8597,57.462,58.6154,736711.0
2021-04-26,58.8499,59.2409,58.4492,58.6935,1051652.0
2021-04-27,59.9153,60.0911,56.6996,57.3838,1419803.0
2021-04-28,57.7943,58.2439,57.2177,57.8921,912282.0
2021-04-29,58.3319,58.4199,57.3838,57.9507,994843.0
2021-04-30,57.0906,57.5598,56.4064,56.4357,998358.0
2021-05-01,57.0906,57.5598,56.4064,56.4357,998358.0
2021-05-02,57.0906,57.5598,56.4064,56.4357,998358.0
2021-05-03,57.0222,57.2568,56.1621,56.2598,1209470.0
2021-05-04,55.7809,56.0567,54.6862,55.7027,1232094.0
2021-05-05,56.2011,56.9127,55.8688,56.6899,1275892.0
2021-05-06,56.5139,56.8951,55.7222,56.4357,1457376.0
2021-05-07,56.4944,57.6966,56.2696,57.5109,1627393.0
2021-05-08,56.4944,57.6966,56.2696,57.5109,1627393.0
2021-05-09,56.4944,57.6966,56.2696,57.5109,1627393.0
2021-05-10,57.6966,58.0387,56.3087,56.3184,754968.0
2021-05-11,55.2824,55.9177,54.5396,55.5854,712139.0
2021-05-12,55.3117,55.5365,53.1125,53.1321,857800.0
2021-05-13,53.5035,54.823,53.3324,54.6275,1141549.0
2021-05-14,55.2628,56.7974,54.6471,56.6899,1697225.0
2021-05-15,55.2628,56.7974,54.6471,56.6899,1697225.0
2021-05-16,55.2628,56.7974,54.6471,56.6899,1697225.0
2021-05-17,56.0839,56.8853,55.5463,56.7192,612909.0
2021-05-18,56.6996,56.8756,55.6245,55.7124,628530.0
2021-05-19,54.52,55.5463,54.0411,55.3508,1048673.0
2021-05-20,55.7906,56.0741,55.126,55.9861,568347.0
2021-05-21,56.5335,57.1786,56.1718,56.1718,631311.0
2021-05-22,56.5335,57.1786,56.1718,56.1718,631311.0
2021-05-23,56.5335,57.1786,56.1718,56.1718,631311.0
2021-05-24,56.5823,57.1101,56.1816,56.9049,459001.0
2021-05-25,57.0906,57.5695,55.9372,56.0741,966838.0
2021-05-26,56.1327,56.5921,55.6147,56.5041,836289.0
2021-05-27,57.3447,57.6379,56.8756,57.5695,1372831.0
2021-05-28,57.853,58.2439,57.3447,58.0876,688818.0
2021-05-29,57.853,58.2439,57.3447,58.0876,688818.0
2021-05-30,57.853,58.2439,57.3447,58.0876,688818.0
2021-05-31,57.853,58.2439,57.3447,58.0876,688818.0
2021-06-01,58.6447,58.8988,58.2537,58.6349,710330.0
2021-06-02,58.6447,58.7424,57.9018,58.7424,886633.0
2021-06-03,58.459,58.9868,57.7748,58.3417,659966.0
2021-06-04,58.5469,59.6416,58.5469,59.5928,771997.0
2021-06-05,58.5469,59.6416,58.5469,59.5928,771997.0
2021-06-06,58.5469,59.6416,58.5469,59.5928,771997.0
2021-06-07,59.6221,59.7492,58.7669,59.0259,782739.0
2021-06-08,59.1334,59.3582,58.7571,58.9379,775191.0
2021-06-09,58.9086,58.9086,58.2048,58.2439,565825.0
2021-06-10,58.4003,58.8597,57.8139,58.4883,463225.0
2021-06-11,58.8402,59.1236,58.0729,58.156,535195.0
2021-06-12,58.8402,59.1236,58.0729,58.156,535195.0
2021-06-13,58.8402,59.1236,58.0729,58.156,535195.0
2021-06-14,57.9898,58.4101,57.7455,58.283,649563.0
2021-06-15,58.4296,58.4296,57.6477,58.0876,424983.0
2021-06-16,57.9507,58.4199,57.1395,57.4913,596566.0
2021-06-17,57.5402,57.5891,55.3117,55.8493,660783.0
2021-06-18,55.0967,55.4876,54.5982,55.1553,1569308.0
2021-06-19,55.0967,55.4876,54.5982,55.1553,1569308.0
2021-06-20,55.0967,55.4876,54.5982,55.1553,1569308.0
2021-06-21,55.7124,56.0741,55.5561,56.0448,535418.0
2021-06-22,55.8297,56.2305,55.2591,56.0545,520321.0
2021-06-23,56.25,56.7094,55.947,56.3087,623635.0
2021-06-24,56.6019,56.8658,55.8688,56.7387,638924.0
2021-06-25,57.1492,57.4327,56.6703,56.9049,1037784.0
2021-06-26,57.1492,57.4327,56.6703,56.9049,1037784.0
2021-06-27,57.1492,57.4327,56.6703,56.9049,1037784.0
2021-06-28,56.6508,56.7094,55.8004,56.1034,1210233.0
2021-06-29,56.2011,56.5921,56.1034,56.338,874467.0
2021-06-30,56.1034,56.8462,55.947,56.6605,640388.0
2021-07-01,56.9831,57.4425,56.6996,57.1786,962499.0
2021-07-02,57.4131,57.4131,56.5335,56.944,771743.0
2021-07-03,57.4131,57.4131,56.5335,56.944,771743.0
2021-07-04,57.4131,57.4131,56.5335,56.944,771743.0
2021-07-05,57.4131,57.4131,56.5335,56.944,771743.0
2021-07-06,56.8365,57.1346,55.3508,56.1425,633138.0
2021-07-07,56.0643,56.7306,55.8639,56.553,740218.0
2021-07-08,55.0283,55.9861,54.5396,55.1749,756875.0
2021-07-09,55.8591,56.5432,55.8591,56.4357,588842.0
2021-07-10,55.8591,56.5432,55.8591,56.4357,588842.0
2021-07-11,55.8591,56.5432,55.8591,56.4357,588842.0
2021-07-12,56.2109,57.0564,55.9109,56.8951,651730.0
2021-07-13,56.5335,56.7485,55.7711,55.7711,592427.0
2021-07-14,55.9568,56.5481,55.429,55.4583,425490.0
2021-07-15,55.2091,55.4876,54.5053,54.8621,610231.0
2021-07-16,55.038,55.0674,52.8291,52.9561,978127.0
2021-07-17,55.038,55.0674,52.8291,52.9561,978127.0
2021-07-18,55.038,55.0674,52.8291,52.9561,978127.0
2021-07-19,51.8223,52.2817,51.1186,52.1156,1016539.0
2021-07-20,52.2915,53.6892,52.0276,53.4937,1580918.0
2021-07-21,53.9433,54.7839,53.9042,54.4614,431770.0
2021-07-22,54.5982,54.8132,53.005,53.2885,685950.0
2021-07-23,53.6012,53.7478,52.9317,53.6403,617738.0
2021-07-24,53.6012,53.7478,52.9317,53.6403,617738.0
2021-07-25,53.6012,53.7478,52.9317,53.6403,617738.0
2021-07-26,53.7967,54.2952,53.3862,54.2659,745887.0
2021-07-27,53.5719,54.3147,51.5682,53.2494,1535568.0
2021-07-28,53.4742,55.8102,53.2689,55.0185,1473016.0
2021-07-29,55.7515,56.8414,55.1944,56.7974,885852.0
2021-07-30,56.6508,57.9703,56.6508,57.2958,1096632.0
2021-07-31,56.6508,57.9703,56.6508,57.2958,1096632.0
2021-08-01,56.6508,57.9703,56.6508,57.2958,1096632.0
2021-08-02,57.5891,58.977,56.9342,56.9538,805470.0
2021-08-03,57.247,57.7748,56.5018,57.7357,450732.0
2021-08-04,57.5304,57.9214,57.0222,57.1101,688685.0
2021-08-05,57.3349,57.6868,56.4748,56.5335,629231.0
2021-08-06,56.3673,57.3154,56.3673,57.1492,521227.0
2021-08-07,56.3673,57.3154,56.3673,57.1492,521227.0
2021-08-08,56.3673,57.3154,56.3673,57.1492,521227.0
2021-08-09,57.0319,57.55,56.5139,57.2568,552117.0
2021-08-10,57.677,58.5372,57.4522,58.2928,452488.0
2021-08-11,58.6447,58.6642,57.9775,58.5763,519282.0
2021-08-12,58.5763,59.2604,58.3906,59.2507,412819.0
2021-08-13,59.4462,59.7296,58.9281,59.2409,545589.0
2021-08-14,59.4462,59.7296,58.9281,59.2409,545589.0
2021-08-15,59.4462,59.7296,58.9281,59.2409,545589.0
2021-08-16,58.8744,59.2653,58.4492,58.8695,519546.0
2021-08-17,58.4687,58.8206,57.418,57.9116,817558.0
2021-08-18,57.7161,58.3221,57.0613,57.0808,485826.0
2021-08-19,56.2989,56.3184,55.3508,56.2598,662856.0
2021-08-20,56.1132,56.6703,56.079,56.553,575611.0
2021-08-21,56.1132,56.6703,56.079,56.553,575611.0
2021-08-22,56.1132,56.6703,56.079,56.553,575611.0
2021-08-23,57.1004,57.6673,56.5335,57.1883,370271.0
2021-08-24,57.3252,58.2332,57.3252,57.9996,339805.0
2021-08-25,58.2146,58.8011,57.7699,58.5469,408891.0
2021-08-26,58.371,58.7131,58.2439,58.3808,563938.0
2021-08-27,58.7717,59.4071,58.7717,59.2311,566637.0
2021-08-28,58.7717,59.4071,58.7717,59.2311,566637.0
2021-08-29,58.7717,59.4071,58.7717,59.2311,566637.0
2021-08-30,59.6807,59.7101,58.9965,59.0161,506784.0
2021-08-31,59.192,59.4462,57.6184,57.8432,841909.0
2021-09-01,57.9996,58.1462,57.159,57.5988,743302.0
2021-09-02,58.1951,58.2342,57.1492,57.4229,810028.0
2021-09-03,57.3936,57.6282,56.5139,56.8951,776502.0
2021-09-04,57.3936,57.6282,56.5139,56.8951,776502.0
2021-09-05,57.3936,57.6282,56.5139,56.8951,776502.0
2021-09-06,57.3936,57.6282,56.5139,56.8951,776502.0
2021-09-07,56.944,56.944,55.947,55.9861,772781.0
2021-09-08,55.6343,55.8297,54.6177,55.3606,779489.0
2021-09-09,55.3117,55.8786,54.6862,54.7741,571267.0
2021-09-10,55.0576,56.0252,54.9305,55.4876,1040967.0
2021-09-11,55.0576,56.0252,54.9305,55.4876,1040967.0
2021-09-12,55.0576,56.0252,54.9305,55.4876,1040967.0
2021-09-13,55.9568,57.0124,55.5854,56.944,927825.0
2021-09-14,57.0808,57.1395,55.4485,56.035,1666542.0
2021-09-15,55.7515,56.2305,55.038,56.1914,1059707.0
2021-09-16,56.3087,56.4064,54.7937,55.8982,795781.0
2021-09-17,55.7515,55.7515,54.4614,54.9892,1673315.0
2021-09-18,55.7515,55.7515,54.4614,54.9892,1673315.0
2021-09-19,55.7515,55.7515,54.4614,54.9892,1673315.0
2021-09-20,53.7381,54.129,53.0832,54.0508,1204657.0
2021-09-21,54.129,54.2659,52.9561,53.5133,866809.0
2021-09-22,53.8847,54.7546,53.7381,54.1486,703921.0
2021-09-23,54.5591,55.732,54.4174,55.1846,544835.0
2021-09-24,54.7741,56.0154,54.7057,55.7418,522894.0
2021-09-25,54.7741,56.0154,54.7057,55.7418,522894.0
2021-09-26,54.7741,56.0154,54.7057,55.7418,522894.0
2021-09-27,55.5365,56.8365,55.4974,56.5432,654504.0
2021-09-28,56.2011,56.768,54.7155,54.7937,749498.0
2021-09-29,55.0576,55.1309,53.914,54.1779,568224.0
2021-09-30,54.2463,54.7106,53.4839,53.4839,929725.0
2021-10-01,53.7576,55.0087,53.5915,54.8132,1078456.0
2021-10-02,53.7576,55.0087,53.5915,54.8132,1078456.0
2021-10-03,53.7576,55.0087,53.5915,54.8132,1078456.0
2021-10-04,54.735,55.2042,54.1486,54.3147,724755.0
2021-10-05,54.4614,55.2335,54.217,54.8425,1053976.0
2021-10-06,54.2366,54.9207,53.1272,54.0802,510510.0
2021-10-07,54.5982,55.5267,54.5857,55.2042,693009.0
2021-10-08,55.3508,55.9959,55.1895,55.7613,640417.0
2021-10-09,55.3508,55.9959,55.1895,55.7613,640417.0
2021-10-10,55.3508,55.9959,55.1895,55.7613,640417.0
2021-10-11,55.5463,56.0448,55.3019,55.3997,594004.0
2021-10-12,55.6929,56.2598,55.2237,55.3508,966380.0
2021-10-13,55.6049,55.9568,54.8816,55.2922,541016.0
2021-10-14,55.7809,56.8853,55.7809,56.768,1622917.0
2021-10-15,57.2274,57.5207,56.856,57.0515,1400216.0
2021-10-16,57.2274,57.5207,56.856,57.0515,1400216.0
2021-10-17,57.2274,57.5207,56.856,57.0515,1400216.0
2021-10-18,55.2824,56.3282,54.7448,55.6538,883912.0
2021-10-19,56.1718,56.2402,55.5658,55.7124,535981.0
2021-10-20,55.8493,56.1327,55.5561,55.5756,1394295.0
2021-10-21,55.2922,56.2989,55.2922,56.1816,944932.0
2021-10-22,56.4846,56.6996,55.0087,55.1358,670619.0
2021-10-23,56.4846,56.6996,55.0087,55.1358,670619.0
2021-10-24,56.4846,56.6996,55.0087,55.1358,670619.0
2021-10-25,55.1749,56.0545,54.9403,55.4192,1348901.0
2021-10-26,55.7124,55.9177,54.1877,54.8523,1077904.0
2021-10-27,54.5884,54.9794,53.4644,53.5328,1213900.0
2021-10-28,53.7869,54.6666,53.6794,53.914,653372.0
2021-10-29,53.6403,54.1095,53.3471,53.8554,770302.0
2021-10-30,53.6403,54.1095,53.3471,53.8554,770302.0
2021-10-31,53.6403,54.1095,53.3471,53.8554,770302.0
2021-11-01,54.2561,55.5657,54.2072,55.2628,1173122.0
2021-11-02,55.2237,57.3447,55.1162,56.9342,1462174.0
2021-11-03,56.7778,57.3456,56.0839,56.9147,998209.0
2021-11-04,57.2177,57.8188,56.6605,57.5109,945868.0
2021-11-05,58.1364,58.8304,58.024,58.3906,734233.0
2021-11-06,58.1364,58.8304,58.024,58.3906,734233.0
2021-11-07,58.1364,58.8304,58.024,58.3906,734233.0
2021-11-08,58.9672,59.1529,57.9898,58.0973,647110.0
2021-11-09,58.0876,58.2928,57.2861,57.4327,449495.0
2021-11-10,57.1786,57.7601,56.7974,56.8267,472040.0
2021-11-11,57.0613,58.6349,56.7778,58.586,680869.0
2021-11-12,58.6447,59.4364,58.6349,59.3973,700008.0
2021-11-13,58.6447,59.4364,58.6349,59.3973,700008.0
2021-11-14,58.6447,59.4364,58.6349,59.3973,700008.0
2021-11-15,59.5634,59.671,58.7669,59.4559,542466.0
2021-11-16,59.495,60.4627,59.2995,59.9446,690589.0
2021-11-17,59.8762,60.1597,59.28,59.9544,440292.0
2021-11-18,60.0521,60.0521,59.0552,59.4657,505190.0
2021-11-19,59.1725,59.5146,58.5274,58.5469,509317.0
2021-11-20,59.1725,59.5146,58.5274,58.5469,509317.0
2021-11-21,59.1725,59.5146,58.5274,58.5469,509317.0
2021-11-22,59.065,59.9104,58.7131,59.3777,657840.0
2021-11-23,59.3093,60.2085,59.1041,59.5732,642384.0
2021-11-24,59.1138,59.8367,58.9281,59.7394,521462.0
2021-11-25,59.1138,59.8367,58.9281,59.7394,521462.0
2021-11-26,57.8725,58.5763,55.732,56.2891,547528.0
2021-11-27,57.8725,58.5763,55.732,56.2891,547528.0
2021-11-28,57.8725,58.5763,55.732,56.2891,547528.0
2021-11-29,56.8853,57.5598,55.9079,56.5921,814104.0
2021-11-30,56.0154,56.3478,54.1984,54.4418,1010185.0
2021-12-01,55.7613,56.3575,53.9824,54.0215,1229679.0
2021-12-02,54.4418,56.5726,54.4027,56.2402,1055788.0
2021-12-03,56.3282,56.5432,54.8816,55.5072,520542.0
2021-12-04,56.3282,56.5432,54.8816,55.5072,520542.0
2021-12-05,56.3282,56.5432,54.8816,55.5072,520542.0
2021-12-06,56.123,56.9244,55.4485,56.3966,663718.0
2021-12-07,57.2958,58.8304,57.1786,58.1657,694316.0
2021-12-08,58.2439,59.3631,58.068,58.6642,711785.0
2021-12-09,58.156,58.7815,57.7846,57.8139,516974.0
2021-12-10,58.2537,58.586,57.7455,58.4687,534976.0
2021-12-11,58.2537,58.586,57.7455,58.4687,534976.0
2021-12-12,58.2537,58.586,57.7455,58.4687,534976.0
2021-12-13,58.5274,58.8499,57.9018,58.0191,1204554.0
2021-12-14,56.856,57.4767,55.6929,56.0057,994169.0
2021-12-15,56.3771,56.9831,55.5463,56.9635,651304.0
2021-12-16,57.6575,57.7846,56.3869,57.0026,782745.0
2021-12-17,56.1816,56.5335,54.6666,55.8982,1910971.0
2021-12-18,56.1816,56.5335,54.6666,55.8982,1910971.0
2021-12-19,56.1816,56.5335,54.6666,55.8982,1910971.0
2021-12-20,54.608,55.1944,53.826,55.1162,1103989.0
2021-12-21,55.9177,56.338,55.5756,56.2109,582981.0
2021-12-22,55.9372,56.8756,55.9275,56.8071,484966.0
2021-12-23,57.1688,58.674,57.0759,58.4883,717979.0
2021-12-24,57.1688,58.674,57.0759,58.4883,717979.0
2021-12-25,57.1688,58.674,57.0759,58.4883,717979.0
2021-12-26,57.1688,58.674,57.0759,58.4883,717979.0
2021-12-27,58.7326,59.3972,58.4296,59.0552,608988.0
2021-12-28,59.0747,59.7101,58.9184,59.4853,373286.0
2021-12-29,59.4853,60.1108,59.2702,59.6514,463172.0
2021-12-30,60.1108,60.9807,59.7834,59.9837,1325949.0
2021-12-31,59.8664,60.8439,59.8664,60.2965,449206.0
2022-01-01,59.8664,60.8439,59.8664,60.2965,449206.0
2022-01-02,59.8664,60.8439,59.8664,60.2965,449206.0
2022-01-03,61.0687,61.9874,60.6484,61.5183,1958140.0
2022-01-04,62.4566,63.825,62.1536,63.5317,1930517.0
2022-01-05,63.434,64.0986,62.3295,62.3491,1218492.0
2022-01-06,61.9679,63.5415,61.8995,62.828,1042542.0
2022-01-07,62.4468,63.1603,61.4547,61.4889,1025101.0
2022-01-08,62.4468,63.1603,61.4547,61.4889,1025101.0
2022-01-09,62.4468,63.1603,61.4547,61.4889,1025101.0
2022-01-10,61.5867,61.9092,60.4529,61.1664,965452.0
2022-01-11,61.2006,62.74,61.1469,62.6423,622843.0
2022-01-12,62.9942,63.3656,62.0265,62.6716,579886.0
2022-01-13,63.1701,63.9813,62.4575,62.6325,803635.0
2022-01-14,61.0393,62.2513,60.7657,62.1047,1072241.0
2022-01-15,61.0393,62.2513,60.7657,62.1047,1072241.0
2022-01-16,61.0393,62.2513,60.7657,62.1047,1072241.0
2022-01-17,61.0393,62.2513,60.7657,62.1047,1072241.0
2022-01-18,61.2348,61.6356,60.6386,61.1566,877986.0
2022-01-19,61.919,62.4664,59.0259,59.0356,967502.0
2022-01-20,59.5439,59.9544,57.1297,57.2958,956417.0
2022-01-21,57.4425,58.3417,56.5677,57.4034,1332384.0
2022-01-22,57.4425,58.3417,56.5677,57.4034,1332384.0
2022-01-23,57.4425,58.3417,56.5677,57.4034,1332384.0
2022-01-24,56.3282,57.8627,54.5298,57.6379,1675055.0
2022-01-25,56.729,57.4669,55.4876,56.7094,1067158.0
2022-01-26,57.8334,57.8334,55.1749,55.7515,1396739.0
2022-01-27,56.2989,56.944,53.1516,53.9433,997845.0
2022-01-28,53.5621,54.52,52.5261,54.4907,1225074.0
2022-01-29,53.5621,54.52,52.5261,54.4907,1225074.0
2022-01-30,53.5621,54.52,52.5261,54.4907,1225074.0
2022-01-31,54.3929,56.0643,53.8163,56.0643,1425513.0
2022-02-01,55.4192,56.2696,53.6306,55.9763,1986519.0
2022-02-02,56.2793,56.7387,54.7546,56.035,1765091.0
2022-02-03,55.0185,56.2207,54.2561,54.2659,1268085.0
2022-02-04,53.9922,54.5249,52.8389,54.0411,1162176.0
2022-02-05,53.9922,54.5249,52.8389,54.0411,1162176.0
2022-02-06,53.9922,54.5249,52.8389,54.0411,1162176.0
2022-02-07,53.8749,54.9892,53.8554,54.3441,1424901.0
2022-02-08,54.1486,55.4681,54.1486,55.3508,1206910.0
2022-02-09,56.1914,57.071,55.6636,56.9831,1476616.0
2022-02-10,56.0545,57.6575,55.3703,55.7515,656917.0
2022-02-11,55.8786,56.123,54.0997,54.6959,1541253.0
2022-02-12,55.8786,56.123,54.0997,54.6959,1541253.0
2022-02-13,55.8786,56.123,54.0997,54.6959,1541253.0
2022-02-14,55.6733,56.2011,54.735,55.4388,1051190.0
2022-02-15,56.1523,57.3349,55.8395,57.2763,851677.0
2022-02-16,56.7778,58.1804,56.6801,57.8432,773719.0
2022-02-17,57.374,57.8334,56.1816,56.3771,904157.0
2022-02-18,56.1621,57.0613,55.6245,55.8591,969864.0
2022-02-19,56.1621,57.0613,55.6245,55.8591,969864.0
2022-02-20,56.1621,57.0613,55.6245,55.8591,969864.0
2022-02-21,56.1621,57.0613,55.6245,55.8591,969864.0
2022-02-22,55.4583,56.2207,54.9892,55.6049,1245411.0
2022-02-23,55.8395,56.0936,55.2042,55.3215,1523802.0
2022-02-24,53.6403,56.4064,53.4751,56.1132,1469094.0
2022-02-25,55.9959,57.6722,55.8591,57.6086,648499.0
2022-02-26,55.9959,57.6722,55.8591,57.6086,648499.0
2022-02-27,55.9959,57.6722,55.8591,57.6086,648499.0
2022-02-28,56.6605,57.4645,56.4553,56.6019,1470543.0
2022-03-01,56.338,56.5823,55.1455,55.5463,3768582.0
2022-03-02,55.8982,56.6899,55.5756,56.4553,1064211.0
2022-03-03,56.7485,57.0222,55.5756,56.0252,1279539.0
2022-03-04,55.126,55.5756,53.8163,54.2463,4169944.0
2022-03-05,55.126,55.5756,53.8163,54.2463,4169944.0
2022-03-06,55.126,55.5756,53.8163,54.2463,4169944.0
2022-03-07,54.1975,54.5786,52.1058,52.1742,5383946.0
2022-03-08,52.5652,54.8132,52.2524,53.8847,3225390.0
2022-03-09,55.2237,55.8297,51.9592,52.4772,2705484.0
2022-03-10,51.7344,52.3404,50.9329,51.9201,1578150.0
2022-03-11,52.1644,52.6043,51.2506,51.2554,828306.0
2022-03-12,52.1644,52.6043,51.2506,51.2554,828306.0
2022-03-13,52.1644,52.6043,51.2506,51.2554,828306.0
2022-03-14,51.5975,51.6464,50.1021,50.6788,1167518.0
2022-03-15,50.8449,51.2359,50.0337,51.06,1750919.0
2022-03-16,51.5584,53.1321,51.275,52.0374,1628329.0
2022-03-17,51.9005,52.9268,51.578,52.9268,885987.0
2022-03-18,52.6922,53.0539,52.1742,52.2426,2549316.0
2022-03-19,52.6922,53.0539,52.1742,52.2426,2549316.0
2022-03-20,52.6922,53.0539,52.1742,52.2426,2549316.0
2022-03-21,52.0569,52.2133,51.0697,51.5096,1945614.0
2022-03-22,51.9983,52.0178,51.2554,51.5096,3253204.0
2022-03-23,51.0404,51.0404,49.6476,49.8089,2301392.0
2022-03-24,50.151,50.151,49.5157,49.9457,2543097.0
2022-03-25,49.9555,50.1119,49.5254,50.0141,1917465.0
2022-03-26,49.9555,50.1119,49.5254,50.0141,1917465.0
2022-03-27,49.9555,50.1119,49.5254,50.0141,1917465.0
2022-03-28,49.8089,49.848,48.8168,49.5059,2009341.0
2022-03-29,50.6397,51.9445,49.9946,51.9396,3356710.0
2022-03-30,51.5584,52.1938,50.757,50.8352,1357147.0
2022-03-31,50.4735,50.8352,49.7014,49.7014,1773404.0
2022-04-01,50.4344,50.5419,49.0367,49.4179,1117346.0
2022-04-02,50.4344,50.5419,49.0367,49.4179,1117346.0
2022-04-03,50.4344,50.5419,49.0367,49.4179,1117346.0
2022-04-04,49.2713,50.107,49.2615,49.848,887929.0
2022-04-05,49.4961,49.9653,48.0691,48.2255,1299583.0
2022-04-06,47.5511,47.6977,46.9109,47.4924,1570286.0
2022-04-07,47.2383,47.4729,46.1143,47.1601,3253264.0
2022-04-08,47.0037,47.4533,46.4955,46.6909,1059148.0
2022-04-09,47.0037,47.4533,46.4955,46.6909,1059148.0
2022-04-10,47.0037,47.4533,46.4955,46.6909,1059148.0
2022-04-11,46.2022,47.639,46.1631,47.0721,1646771.0
2022-04-12,47.2774,48.03,46.5932,46.818,1461987.0
2022-04-13,46.8375,47.2543,46.73,47.0624,917119.0
2022-04-14,47.1699,47.7074,46.2707,46.3195,1675867.0
2022-04-15,47.1699,47.7074,46.2707,46.3195,1675867.0
2022-04-16,47.1699,47.7074,46.2707,46.3195,1675867.0
2022-04-17,47.1699,47.7074,46.2707,46.3195,1675867.0
2022-04-18,45.9774,46.4661,45.6891,45.909,1492317.0
2022-04-19,46.1729,47.3263,46.1338,47.1503,802368.0
2022-04-20,47.6097,48.724,47.5168,48.2743,1439698.0
2022-04-21,49.027,49.242,47.8736,48.245,3781262.0
2022-04-22,48.0007,48.2352,47.0037,47.4924,2142716.0
2022-04-23,48.0007,48.2352,47.0037,47.4924,2142716.0
2022-04-24,48.0007,48.2352,47.0037,47.4924,2142716.0
2022-04-25,46.9255,47.6977,46.3586,47.6293,2129144.0
2022-04-26,47.2383,47.5217,44.3158,44.4624,3115585.0
2022-04-27,44.1497,44.9218,42.6249,43.358,4057006.0
2022-04-28,43.4459,45.4985,43.2798,45.3323,1420479.0
2022-04-29,45.1955,46.1045,44.2181,44.3842,1439463.0
2022-04-30,45.1955,46.1045,44.2181,44.3842,1439463.0
2022-05-01,45.1955,46.1045,44.2181,44.3842,1439463.0
2022-05-02,44.3549,45.0978,43.7245,45.0391,1195544.0
2022-05-03,44.9609,46.0947,44.912,45.8797,1162070.0
2022-05-04,45.5278,47.0819,44.8632,46.9157,818919.0
2022-05-05,46.0849,46.4173,44.8827,45.391,952145.0
2022-05-06,45.1955,45.2932,44.1203,44.7166,1294420.0
2022-05-07,45.1955,45.2932,44.1203,44.7166,1294420.0
2022-05-08,45.1955,45.2932,44.1203,44.7166,1294420.0
2022-05-09,43.9737,44.7068,43.2993,43.5144,1026239.0
2022-05-10,44.3276,44.553,42.5835,43.3968,934980.0
2022-05-11,43.4458,44.0435,41.8878,42.0152,916530.0
2022-05-12,41.8878,43.3184,41.8095,43.3184,1404937.0
2022-05-13,43.8573,44.6412,43.5927,44.1708,878031.0
2022-05-14,43.8573,44.6412,43.5927,44.1708,878031.0
2022-05-15,43.8573,44.6412,43.5927,44.1708,878031.0
2022-05-16,44.1219,44.1806,43.0342,43.3576,613273.0
