,MCO US Equity,MCO US Equity,MCO US Equity,MCO US Equity,MCO US Equity
2021-03-12,283.9711,284.6432,282.1594,284.0783,506872.0
2021-03-13,283.9711,284.6432,282.1594,284.0783,506872.0
2021-03-14,283.9711,284.6432,282.1594,284.0783,506872.0
2021-03-15,284.0296,290.0786,283.4159,289.65,682107.0
2021-03-16,291.4033,293.6632,287.7798,288.5006,592434.0
2021-03-17,287.9941,290.0786,284.0637,285.5102,767162.0
2021-03-18,284.351,285.0621,278.7015,280.1528,780597.0
2021-03-19,281.9353,283.1529,279.8216,280.3281,1804229.0
2021-03-20,281.9353,283.1529,279.8216,280.3281,1804229.0
2021-03-21,281.9353,283.1529,279.8216,280.3281,1804229.0
2021-03-22,280.3281,284.4923,278.7209,282.7633,696088.0
2021-03-23,283.5523,284.916,281.0197,283.2406,682613.0
2021-03-24,283.6984,290.361,283.2211,288.5688,935136.0
2021-03-25,288.7149,289.5526,285.6125,288.1012,728367.0
2021-03-26,288.0622,296.3613,287.3512,296.2347,755377.0
2021-03-27,288.0622,296.3613,287.3512,296.2347,755377.0
2021-03-28,288.0622,296.3613,287.3512,296.2347,755377.0
2021-03-29,295.134,299.8777,294.7931,299.0108,719215.0
2021-03-30,296.2444,296.5074,287.9648,289.8156,762302.0
2021-03-31,290.1273,293.3027,289.7328,290.8676,535404.0
2021-04-01,296.0204,299.3301,293.1859,298.3679,673209.0
2021-04-02,296.0204,299.3301,293.1859,298.3679,673209.0
2021-04-03,296.0204,299.3301,293.1859,298.3679,673209.0
2021-04-04,296.0204,299.3301,293.1859,298.3679,673209.0
2021-04-05,298.2413,303.3649,298.1828,302.8292,571841.0
2021-04-06,302.3227,303.813,300.6375,301.4752,511046.0
2021-04-07,300.8226,303.287,298.7088,299.9264,508503.0
2021-04-08,302.6149,306.3163,301.8015,304.9819,793052.0
2021-04-09,305.2351,306.4722,304.4169,306.141,551684.0
2021-04-10,305.2351,306.4722,304.4169,306.141,551684.0
2021-04-11,305.2351,306.4722,304.4169,306.141,551684.0
2021-04-12,304.6215,307.1911,303.9104,306.3261,654811.0
2021-04-13,304.7871,308.8587,304.7871,306.9982,680381.0
2021-04-14,308.3327,310.4269,306.1313,306.9982,480979.0
2021-04-15,308.81,311.3328,308.4885,310.2516,694896.0
2021-04-16,312.1023,314.0797,309.7743,313.6511,1931080.0
2021-04-17,312.1023,314.0797,309.7743,313.6511,1931080.0
2021-04-18,312.1023,314.0797,309.7743,313.6511,1931080.0
2021-04-19,312.3848,315.833,311.6543,312.4043,989533.0
2021-04-20,312.1316,316.7925,311.1283,315.3655,875111.0
2021-04-21,316.0765,318.7552,315.2875,316.6025,669605.0
2021-04-22,316.3688,320.5086,314.9109,316.622,772130.0
2021-04-23,317.1675,320.4599,314.0992,319.2325,751649.0
2021-04-24,317.1675,320.4599,314.0992,319.2325,751649.0
2021-04-25,317.1675,320.4599,314.0992,319.2325,751649.0
2021-04-26,319.2228,319.5345,316.4467,316.8461,752466.0
2021-04-27,316.8168,318.5263,314.9077,317.937,1204294.0
2021-04-28,331.3402,331.3402,310.1152,311.7419,996707.0
2021-04-29,312.9693,322.1742,311.2257,321.395,788396.0
2021-04-30,320.8203,321.9599,315.6382,318.239,874398.0
2021-05-01,320.8203,321.9599,315.6382,318.239,874398.0
2021-05-02,320.8203,321.9599,315.6382,318.239,874398.0
2021-05-03,319.0377,322.0573,317.0604,320.7813,578984.0
2021-05-04,319.7196,323.236,319.4663,321.6482,874771.0
2021-05-05,323.6061,323.6061,316.1155,320.1482,629485.0
2021-05-06,320.7813,321.9502,317.26,321.0541,636710.0
2021-05-07,321.5508,326.0023,320.0118,325.827,678076.0
2021-05-08,321.5508,326.0023,320.0118,325.827,678076.0
2021-05-09,321.5508,326.0023,320.0118,325.827,678076.0
2021-05-10,326.1679,329.811,324.8334,324.9698,551999.0
2021-05-11,320.6449,321.6093,318.5215,320.2261,706740.0
2021-05-12,318.5896,320.2358,310.9821,311.44,991176.0
2021-05-13,312.9303,321.3268,312.755,320.3138,709077.0
2021-05-14,321.4437,325.9634,320.5724,325.3789,697097.0
2021-05-15,321.4437,325.9634,320.5724,325.3789,697097.0
2021-05-16,321.4437,325.9634,320.5724,325.3789,697097.0
2021-05-17,323.5379,324.1126,320.6644,321.1417,867492.0
2021-05-18,319.7293,320.2943,315.1414,315.4142,781842.0
2021-05-19,312.1253,316.195,311.2568,316.1072,539032.0
2021-05-20,317.2588,322.0146,317.2002,319.1228,543374.0
2021-05-21,319.8255,323.2901,319.523,320.9674,926544.0
2021-05-22,319.8255,323.2901,319.523,320.9674,926544.0
2021-05-23,319.8255,323.2901,319.523,320.9674,926544.0
2021-05-24,323.1437,326.0227,323.1144,323.8952,413264.0
2021-05-25,325.808,326.3741,323.7976,325.0078,413879.0
2021-05-26,327.1353,327.1353,322.89,323.2218,675531.0
2021-05-27,323.7,326.4619,322.3678,325.7007,1018060.0
2021-05-28,325.7788,330.0339,325.7104,327.2817,724714.0
2021-05-29,325.7788,330.0339,325.7104,327.2817,724714.0
2021-05-30,325.7788,330.0339,325.7104,327.2817,724714.0
2021-05-31,325.7788,330.0339,325.7104,327.2817,724714.0
2021-06-01,329.9265,330.8439,322.4264,322.9583,567998.0
2021-06-02,322.9876,327.4544,322.8802,326.9401,511254.0
2021-06-03,326.335,326.9792,322.5094,326.2375,481690.0
2021-06-04,327.5452,327.9063,325.486,327.5745,440901.0
2021-06-05,327.5452,327.9063,325.486,327.5745,440901.0
2021-06-06,327.5452,327.9063,325.486,327.5745,440901.0
2021-06-07,327.799,328.4236,326.0715,327.0084,380944.0
2021-06-08,327.2719,330.1851,326.3448,328.8432,365906.0
2021-06-09,328.9994,331.0,328.0528,330.6292,407979.0
2021-06-10,330.6097,332.4298,327.8429,331.7808,592612.0
2021-06-11,333.0105,336.5824,332.1614,336.4458,566258.0
2021-06-12,333.0105,336.5824,332.1614,336.4458,566258.0
2021-06-13,333.0105,336.5824,332.1614,336.4458,566258.0
2021-06-14,336.114,339.5493,334.6354,339.3931,458661.0
2021-06-15,341.0034,344.3509,337.9683,342.4673,650250.0
2021-06-16,343.9313,345.1902,336.6507,338.5538,732984.0
2021-06-17,338.1634,348.645,337.8414,346.8005,897893.0
2021-06-18,341.101,344.0728,336.7288,340.3691,1054030.0
2021-06-19,341.101,344.0728,336.7288,340.3691,1054030.0
2021-06-20,341.101,344.0728,336.7288,340.3691,1054030.0
2021-06-21,342.0867,347.3568,339.8225,347.0933,574485.0
2021-06-22,347.0933,351.6705,345.9417,350.8409,679175.0
2021-06-23,352.3927,353.7687,348.7036,348.9964,464247.0
2021-06-24,351.5534,354.0713,349.4551,353.2612,480797.0
2021-06-25,353.8859,357.8091,350.7726,356.2086,838778.0
2021-06-26,353.8859,357.8091,350.7726,356.2086,838778.0
2021-06-27,353.8859,357.8091,350.7726,356.2086,838778.0
2021-06-28,356.9405,359.0974,355.3888,356.9503,378886.0
2021-06-29,357.1748,358.8436,353.554,357.5261,436024.0
2021-06-30,357.4676,358.3459,352.3731,353.6516,591650.0
2021-07-01,353.7785,357.0186,352.3341,356.5209,439455.0
2021-07-02,357.6335,359.6829,356.3843,358.99,375488.0
2021-07-03,357.6335,359.6829,356.3843,358.99,375488.0
2021-07-04,357.6335,359.6829,356.3843,358.99,375488.0
2021-07-05,357.6335,359.6829,356.3843,358.99,375488.0
2021-07-06,360.4344,361.7861,356.4623,361.1371,490227.0
2021-07-07,362.3277,368.5054,361.6543,367.6759,537691.0
2021-07-08,363.9868,366.9536,361.5372,365.3922,567387.0
2021-07-09,366.3681,367.5978,363.4208,366.5536,631770.0
2021-07-10,366.3681,367.5978,363.4208,366.5536,631770.0
2021-07-11,366.3681,367.5978,363.4208,366.5536,631770.0
2021-07-12,367.4709,368.2127,363.0402,366.0168,445672.0
2021-07-13,366.2315,368.847,363.5965,365.9778,409158.0
2021-07-14,366.534,366.9732,364.2113,366.5633,380027.0
2021-07-15,365.6655,367.5051,363.4013,365.7338,493787.0
2021-07-16,366.5048,370.7403,366.1865,368.8665,570651.0
2021-07-17,366.5048,370.7403,366.1865,368.8665,570651.0
2021-07-18,366.5048,370.7403,366.1865,368.8665,570651.0
2021-07-19,366.0851,368.8373,360.5027,362.884,867973.0
2021-07-20,363.4501,370.1841,362.1033,368.2322,564405.0
2021-07-21,368.0468,371.8432,368.0468,369.8815,771239.0
2021-07-22,369.823,372.1847,368.8763,372.0383,577130.0
2021-07-23,372.6922,375.2687,371.8578,372.6727,590241.0
2021-07-24,372.6922,375.2687,371.8578,372.6727,590241.0
2021-07-25,372.6922,375.2687,371.8578,372.6727,590241.0
2021-07-26,371.1014,371.9017,365.724,370.6525,558195.0
2021-07-27,370.9258,372.8581,368.2663,371.8041,621082.0
2021-07-28,372.175,373.5023,367.9784,369.4716,866542.0
2021-07-29,368.7104,372.1262,365.2751,368.2322,792748.0
2021-07-30,367.3246,368.9446,366.2803,366.9537,896367.0
2021-07-31,367.3246,368.9446,366.2803,366.9537,896367.0
2021-08-01,367.3246,368.9446,366.2803,366.9537,896367.0
2021-08-02,369.4619,372.2335,367.1294,370.0962,763898.0
2021-08-03,370.8575,370.8575,365.2068,370.0279,520289.0
2021-08-04,370.3988,375.7469,367.5637,373.5511,726688.0
2021-08-05,375.9909,378.2258,373.7171,377.5329,620142.0
2021-08-06,377.4548,379.4555,371.7065,375.7079,527129.0
2021-08-07,377.4548,379.4555,371.7065,375.7079,527129.0
2021-08-08,377.4548,379.4555,371.7065,375.7079,527129.0
2021-08-09,376.5765,378.2062,372.3311,373.2192,510864.0
2021-08-10,373.9414,374.7417,369.1105,371.199,366373.0
2021-08-11,373.0143,373.2973,369.6131,370.8575,472984.0
2021-08-12,369.6571,370.9551,367.227,369.8132,411035.0
2021-08-13,371.1014,372.6629,370.3792,371.4918,409352.0
2021-08-14,371.1014,372.6629,370.3792,371.4918,409352.0
2021-08-15,371.1014,372.6629,370.3792,371.4918,409352.0
2021-08-16,370.5549,375.2882,368.7104,375.1906,386551.0
2021-08-17,373.2192,374.6441,371.0136,372.6825,483062.0
2021-08-18,373.2583,373.71,364.631,364.9237,614599.0
2021-08-19,363.0175,367.3676,360.7202,366.1359,486763.0
2021-08-20,366.957,369.5182,364.6695,367.9737,595296.0
2021-08-21,366.957,369.5182,364.6695,367.9737,595296.0
2021-08-22,366.957,369.5182,364.6695,367.9737,595296.0
2021-08-23,368.3061,373.9124,368.3061,370.6033,623453.0
2021-08-24,372.2261,372.4118,366.1261,367.9053,454974.0
2021-08-25,368.5114,369.049,365.1192,367.9541,304580.0
2021-08-26,367.3578,369.3716,366.2532,366.9473,344644.0
2021-08-27,367.524,370.7891,366.9668,369.3716,337627.0
2021-08-28,367.524,370.7891,366.9668,369.3716,337627.0
2021-08-29,367.524,370.7891,366.9668,369.3716,337627.0
2021-08-30,369.8213,374.9535,369.8115,372.5389,294144.0
2021-08-31,372.8908,374.1421,370.9064,372.2261,546160.0
2021-09-01,371.7764,375.1099,369.3618,373.536,374972.0
2021-09-02,375.5693,377.7004,373.2525,377.0357,401268.0
2021-09-03,375.5693,377.9448,374.2692,376.7424,337420.0
2021-09-04,375.5693,377.9448,374.2692,376.7424,337420.0
2021-09-05,375.5693,377.9448,374.2692,376.7424,337420.0
2021-09-06,375.5693,377.9448,374.2692,376.7424,337420.0
2021-09-07,379.0397,379.0397,370.965,373.2036,437067.0
2021-09-08,373.4285,375.4618,371.4831,373.3698,765024.0
2021-09-09,374.4256,376.8744,373.0277,373.9173,497434.0
2021-09-10,376.2439,377.1432,372.49,373.9466,353627.0
2021-09-11,376.2439,377.1432,372.49,373.9466,353627.0
2021-09-12,376.2439,377.1432,372.49,373.9466,353627.0
2021-09-13,376.6153,378.3065,366.1359,370.662,345255.0
2021-09-14,372.2652,373.6827,370.0363,371.62,352083.0
2021-09-15,373.1059,374.6504,368.2963,371.2876,418725.0
2021-09-16,372.1088,374.1128,371.5418,371.796,461416.0
2021-09-17,369.1272,370.2025,360.5051,361.6977,1260874.0
2021-09-18,369.1272,370.2025,360.5051,361.6977,1260874.0
2021-09-19,369.1272,370.2025,360.5051,361.6977,1260874.0
2021-09-20,357.7875,362.2256,357.1912,360.6518,704917.0
2021-09-21,362.5091,363.5942,360.6615,361.1503,363215.0
2021-09-22,364.0048,364.0048,358.9019,362.0692,335690.0
2021-09-23,362.8708,369.0001,362.8708,368.4625,485348.0
2021-09-24,367.3774,370.1146,364.9335,367.8271,337282.0
2021-09-25,367.3774,370.1146,364.9335,367.8271,337282.0
2021-09-26,367.3774,370.1146,364.9335,367.8271,337282.0
2021-09-27,366.1652,366.1652,357.5138,359.9381,488422.0
2021-09-28,356.3309,357.8608,345.1085,347.5133,702147.0
2021-09-29,349.4391,353.4178,347.6404,351.3551,511667.0
2021-09-30,353.3494,354.8059,346.9366,347.1419,661689.0
2021-10-01,349.4782,353.7599,345.7146,351.189,415805.0
2021-10-02,349.4782,353.7599,345.7146,351.189,415805.0
2021-10-03,349.4782,353.7599,345.7146,351.189,415805.0
2021-10-04,349.6053,351.3356,339.0965,341.8826,636972.0
2021-10-05,343.8573,351.2867,343.0068,347.4058,562342.0
2021-10-06,343.1045,350.5535,341.9461,349.9181,454651.0
2021-10-07,354.2194,358.8433,354.063,354.845,842199.0
2021-10-08,356.1843,356.6242,351.7853,354.1412,388395.0
2021-10-09,356.1843,356.6242,351.7853,354.1412,388395.0
2021-10-10,356.1843,356.6242,351.7853,354.1412,388395.0
2021-10-11,352.6358,358.1296,351.9612,351.971,360784.0
2021-10-12,354.151,356.9761,351.5311,352.8313,366079.0
2021-10-13,355.2654,355.2654,350.3483,353.3591,342238.0
2021-10-14,357.504,362.2647,357.504,362.1768,328969.0
2021-10-15,364.7673,364.7673,360.5442,362.8513,704947.0
2021-10-16,364.7673,364.7673,360.5442,362.8513,704947.0
2021-10-17,364.7673,364.7673,360.5442,362.8513,704947.0
2021-10-18,362.7828,365.9501,360.6452,365.608,577696.0
2021-10-19,366.263,371.0628,366.263,370.4567,399761.0
2021-10-20,371.7666,371.7666,362.6362,363.5942,525578.0
2021-10-21,362.5482,368.003,359.2734,367.7586,384969.0
2021-10-22,368.9317,373.9173,368.3354,373.0961,410141.0
2021-10-23,368.9317,373.9173,368.3354,373.0961,410141.0
2021-10-24,368.9317,373.9173,368.3354,373.0961,410141.0
2021-10-25,373.1254,377.632,371.0628,376.4589,545491.0
2021-10-26,379.2939,386.3225,378.8735,381.5813,595618.0
2021-10-27,381.7084,386.5131,380.2225,383.8297,746862.0
2021-10-28,387.5542,397.9457,386.4496,397.5645,714133.0
2021-10-29,398.2683,398.5811,391.3179,395.0815,774432.0
2021-10-30,398.2683,398.5811,391.3179,395.0815,774432.0
2021-10-31,398.2683,398.5811,391.3179,395.0815,774432.0
2021-11-01,397.6916,398.7864,382.5149,385.5405,551837.0
2021-11-02,385.4525,387.2903,381.249,381.9333,620062.0
2021-11-03,383.2041,386.127,373.8684,377.8764,626779.0
2021-11-04,378.8735,383.1161,378.3261,380.3105,588904.0
2021-11-05,382.2265,384.3674,378.1306,378.4238,533056.0
2021-11-06,382.2265,384.3674,378.1306,378.4238,533056.0
2021-11-07,382.2265,384.3674,378.1306,378.4238,533056.0
2021-11-08,379.1081,381.275,376.3221,378.5802,769970.0
2021-11-09,378.5802,384.5629,378.3749,383.4974,591583.0
2021-11-10,383.1161,385.1739,378.5509,378.9908,623393.0
2021-11-11,380.7113,382.1581,373.6435,376.8011,399517.0
2021-11-12,377.8275,381.6889,375.7355,379.3134,579203.0
2021-11-13,377.8275,381.6889,375.7355,379.3134,579203.0
2021-11-14,377.8275,381.6889,375.7355,379.3134,579203.0
2021-11-15,379.4405,386.0781,378.6927,382.0115,764437.0
2021-11-16,382.2656,394.4852,382.2656,392.6278,635306.0
2021-11-17,391.8066,393.3805,378.1697,388.3656,961308.0
2021-11-18,389.3432,389.3432,383.2139,386.1759,508339.0
2021-11-19,388.2874,389.1868,377.8275,378.7269,672562.0
2021-11-20,388.2874,389.1868,377.8275,378.7269,672562.0
2021-11-21,388.2874,389.1868,377.8275,378.7269,672562.0
2021-11-22,378.7072,383.3237,376.2544,376.5433,594338.0
2021-11-23,375.6523,379.089,370.5119,378.5407,373958.0
2021-11-24,376.7195,385.0225,376.323,384.3176,407153.0
2021-11-25,376.7195,385.0225,376.323,384.3176,407153.0
2021-11-26,378.8051,383.2993,374.5263,376.0733,544716.0
2021-11-27,378.8051,383.2993,374.5263,376.0733,544716.0
2021-11-28,378.8051,383.2993,374.5263,376.0733,544716.0
2021-11-29,381.762,391.3673,379.5394,388.9782,1197305.0
2021-11-30,386.1779,390.5644,381.0473,382.4866,1333081.0
2021-12-01,386.3835,387.6956,372.0687,372.333,877259.0
2021-12-02,372.8128,382.7118,372.4212,381.0277,872201.0
2021-12-03,384.7778,386.8339,371.6672,376.7489,846165.0
2021-12-04,384.7778,386.8339,371.6672,376.7489,846165.0
2021-12-05,384.7778,386.8339,371.6672,376.7489,846165.0
2021-12-06,378.9715,380.4206,372.0785,377.3658,662187.0
2021-12-07,385.2771,392.2583,385.2771,390.0846,641818.0
2021-12-08,390.3098,391.9058,387.4997,389.7517,570806.0
2021-12-09,389.9867,392.0331,385.0911,385.189,553536.0
2021-12-10,387.2843,389.693,385.1792,389.4482,346448.0
2021-12-11,387.2843,389.693,385.1792,389.4482,346448.0
2021-12-12,387.2843,389.693,385.1792,389.4482,346448.0
2021-12-13,389.7321,391.8275,388.1851,390.4763,718745.0
2021-12-14,388.2341,390.7015,379.6765,383.7595,595126.0
2021-12-15,385.1009,389.8007,381.2333,389.4286,457268.0
2021-12-16,391.4358,392.366,383.7301,387.6564,770309.0
2021-12-17,385.9527,390.4763,382.1047,385.424,1036321.0
2021-12-18,385.9527,390.4763,382.1047,385.424,1036321.0
2021-12-19,385.9527,390.4763,382.1047,385.424,1036321.0
2021-12-20,380.4206,381.2529,374.6144,378.8638,488277.0
2021-12-21,382.2614,384.3274,379.0918,383.1132,428746.0
2021-12-22,383.2405,387.0297,382.6237,386.7262,394330.0
2021-12-23,388.5964,391.4848,387.8033,388.9684,304458.0
2021-12-24,388.5964,391.4848,387.8033,388.9684,304458.0
2021-12-25,388.5964,391.4848,387.8033,388.9684,304458.0
2021-12-26,388.5964,391.4848,387.8033,388.9684,304458.0
2021-12-27,390.6427,391.3183,387.6662,391.1323,501300.0
2021-12-28,393.1199,395.3034,389.8888,391.0833,320737.0
2021-12-29,391.0638,393.1101,389.0908,389.7517,355341.0
2021-12-30,390.5448,391.0246,382.3006,382.8978,463340.0
2021-12-31,382.5453,383.6909,380.4304,382.4278,496948.0
2022-01-01,382.5453,383.6909,380.4304,382.4278,496948.0
2022-01-02,382.5453,383.6909,380.4304,382.4278,496948.0
2022-01-03,383.5636,384.3371,372.617,375.5837,639268.0
2022-01-04,377.3951,379.9115,374.1151,378.2078,528569.0
2022-01-05,378.5995,380.129,369.1313,369.1802,559458.0
2022-01-06,367.4864,368.9012,360.5835,366.801,853642.0
2022-01-07,366.5268,367.2514,362.8893,364.6273,504519.0
2022-01-08,366.5268,367.2514,362.8893,364.6273,504519.0
2022-01-09,366.5268,367.2514,362.8893,364.6273,504519.0
2022-01-10,360.701,362.2872,350.1166,354.2387,952553.0
2022-01-11,354.1604,360.2114,349.676,360.1821,865208.0
2022-01-12,361.9347,365.5771,360.3191,365.1169,607079.0
2022-01-13,366.047,368.5732,354.6305,355.0221,569665.0
2022-01-14,351.9672,352.4861,341.0303,346.1707,897030.0
2022-01-15,351.9672,352.4861,341.0303,346.1707,897030.0
2022-01-16,351.9672,352.4861,341.0303,346.1707,897030.0
2022-01-17,351.9672,352.4861,341.0303,346.1707,897030.0
2022-01-18,340.5016,341.8918,335.3612,337.2313,1144901.0
2022-01-19,340.061,347.0519,338.9644,339.3952,583182.0
2022-01-20,341.8234,347.282,337.3488,338.0636,771324.0
2022-01-21,338.2496,341.9017,333.8435,334.7345,782564.0
2022-01-22,338.2496,341.9017,333.8435,334.7345,782564.0
2022-01-23,338.2496,341.9017,333.8435,334.7345,782564.0
2022-01-24,328.5954,337.3684,321.8002,336.8984,963547.0
2022-01-25,330.0249,332.5413,317.4921,318.246,1659815.0
2022-01-26,323.1906,328.7227,315.9157,317.7662,1066946.0
2022-01-27,322.1233,326.9896,318.1089,319.1174,1105461.0
2022-01-28,319.8126,329.741,315.3429,329.4864,769437.0
2022-01-29,319.8126,329.741,315.3429,329.4864,769437.0
2022-01-30,319.8126,329.741,315.3429,329.4864,769437.0
2022-01-31,329.7214,335.9291,327.5379,335.8409,728926.0
2022-02-01,336.8005,337.0942,329.0115,336.7221,925086.0
2022-02-02,331.9244,340.4086,330.9159,339.8064,937160.0
2022-02-03,330.2893,337.4859,326.6078,333.256,931054.0
2022-02-04,331.3761,343.6299,330.96,339.64,1080360.0
2022-02-05,331.3761,343.6299,330.96,339.64,1080360.0
2022-02-06,331.3761,343.6299,330.96,339.64,1080360.0
2022-02-07,339.0525,341.0636,328.2968,329.4864,838730.0
2022-02-08,328.0079,331.8216,322.9164,331.1509,1075740.0
2022-02-09,341.7157,341.7157,334.8128,336.0955,1059786.0
2022-02-10,337.0453,347.4044,329.3101,342.8319,2323032.0
2022-02-11,342.2346,342.685,323.6704,325.3545,1816112.0
2022-02-12,342.2346,342.685,323.6704,325.3545,1816112.0
2022-02-13,342.2346,342.685,323.6704,325.3545,1816112.0
2022-02-14,324.0033,325.2663,314.6624,316.7186,1507982.0
2022-02-15,322.564,323.4941,320.8015,322.936,674114.0
2022-02-16,320.8994,325.6776,319.8322,323.7193,797274.0
2022-02-17,322.75,323.5313,314.8386,316.3954,1299195.0
2022-02-18,316.7969,319.1762,314.4568,316.8263,1335754.0
2022-02-19,316.7969,319.1762,314.4568,316.8263,1335754.0
2022-02-20,316.7969,319.1762,314.4568,316.8263,1335754.0
2022-02-21,316.7969,319.1762,314.4568,316.8263,1335754.0
2022-02-22,314.2316,319.3133,313.1447,316.3073,773806.0
2022-02-23,318.295,322.4758,311.4509,312.2342,814276.0
2022-02-24,305.056,317.219,304.4526,315.9728,1086694.0
2022-02-25,316.4438,319.9372,313.078,317.641,1468282.0
2022-02-26,316.4438,319.9372,313.078,317.641,1468282.0
2022-02-27,316.4438,319.9372,313.078,317.641,1468282.0
2022-02-28,314.9326,320.683,312.6266,316.0022,1560882.0
2022-03-01,315.2761,321.3993,314.2359,316.3163,1299743.0
2022-03-02,319.1522,323.2539,316.3113,319.8881,978607.0
2022-03-03,321.8409,322.4983,317.0915,318.8185,875575.0
2022-03-04,315.7177,321.8752,314.3439,319.7409,1160756.0
2022-03-05,315.7177,321.8752,314.3439,319.7409,1160756.0
2022-03-06,315.7177,321.8752,314.3439,319.7409,1160756.0
2022-03-07,319.7409,322.0568,308.6338,308.7996,1156047.0
2022-03-08,310.0262,316.0022,305.9049,308.1225,1021516.0
2022-03-09,315.541,320.0353,313.9317,317.2583,1049835.0
2022-03-10,300.5274,310.1244,296.3864,308.1225,1967217.0
2022-03-11,308.1225,309.6337,298.663,298.7709,1271129.0
2022-03-12,308.1225,309.6337,298.663,298.7709,1271129.0
2022-03-13,308.1225,309.6337,298.663,298.7709,1271129.0
2022-03-14,300.3606,302.6077,294.0755,295.6701,871927.0
2022-03-15,300.5667,302.1858,296.9261,300.969,936189.0
2022-03-16,304.7666,309.1921,302.9021,308.9665,1814617.0
2022-03-17,309.0057,315.806,308.4611,315.806,630813.0
2022-03-18,317.6999,325.6237,315.7079,325.03,1493860.0
2022-03-19,317.6999,325.6237,315.7079,325.03,1493860.0
2022-03-20,317.6999,325.6237,315.7079,325.03,1493860.0
2022-03-21,322.3413,325.6581,316.8756,320.6928,831649.0
2022-03-22,320.5456,326.1291,320.5456,324.7847,637412.0
2022-03-23,321.9194,323.3226,319.4858,320.0157,690091.0
2022-03-24,321.2128,323.3619,319.2969,323.3324,948554.0
2022-03-25,324.7847,325.4716,321.8311,324.3235,507554.0
2022-03-26,324.7847,325.4716,321.8311,324.3235,507554.0
2022-03-27,324.7847,325.4716,321.8311,324.3235,507554.0
2022-03-28,325.0006,329.6911,324.7651,329.4752,644217.0
2022-03-29,334.0578,336.3688,330.8237,333.263,514884.0
2022-03-30,333.9499,334.6466,330.8441,331.9873,689249.0
2022-03-31,334.6957,338.7435,331.0944,331.0944,1032300.0
2022-04-01,331.0453,334.7644,329.6813,333.9597,657317.0
2022-04-02,331.0453,334.7644,329.6813,333.9597,657317.0
2022-04-03,331.0453,334.7644,329.6813,333.9597,657317.0
2022-04-04,334.1363,338.0026,333.8812,335.9713,765135.0
2022-04-05,335.2452,338.4245,334.3522,336.0498,663966.0
2022-04-06,333.5672,337.3157,331.8892,334.7251,855523.0
2022-04-07,334.1069,338.4834,331.8303,336.9526,616466.0
2022-04-08,335.7554,339.7395,334.7693,336.2755,655258.0
2022-04-09,335.7554,339.7395,334.7693,336.2755,655258.0
2022-04-10,335.7554,339.7395,334.7693,336.2755,655258.0
2022-04-11,333.2728,333.9363,326.237,328.1113,1167311.0
2022-04-12,328.4743,331.0944,324.4118,325.923,619893.0
2022-04-13,324.4903,327.5323,320.2414,327.4146,806423.0
2022-04-14,327.7482,329.1024,321.7182,322.253,968655.0
2022-04-15,327.7482,329.1024,321.7182,322.253,968655.0
2022-04-16,327.7482,329.1024,321.7182,322.253,968655.0
2022-04-17,327.7482,329.1024,321.7182,322.253,968655.0
2022-04-18,321.3797,324.402,320.2512,322.0862,643899.0
2022-04-19,321.1245,327.8856,320.5358,327.2968,946842.0
2022-04-20,329.3869,332.9245,327.6991,328.7687,537486.0
2022-04-21,330.4173,332.2326,323.2539,323.7446,776246.0
2022-04-22,319.8979,323.7249,316.0562,316.3849,1059461.0
2022-04-23,319.8979,323.7249,316.0562,316.3849,1059461.0
2022-04-24,319.8979,323.7249,316.0562,316.3849,1059461.0
2022-04-25,314.0102,319.6428,311.4197,319.4171,1376946.0
2022-04-26,317.0718,319.422,312.2734,313.029,973308.0
2022-04-27,311.2136,318.5536,311.2136,313.5098,976496.0
2022-04-28,317.4545,322.1402,311.8956,320.4867,771834.0
2022-04-29,317.7784,319.8587,309.673,310.5561,1283528.0
2022-04-30,317.7784,319.8587,309.673,310.5561,1283528.0
2022-05-01,317.7784,319.8587,309.673,310.5561,1283528.0
2022-05-02,282.6387,300.0368,281.6377,295.4934,2997557.0
2022-05-03,293.8056,304.5899,293.4524,303.6283,1623798.0
2022-05-04,305.3651,312.6463,296.9654,311.4687,1337977.0
2022-05-05,307.8085,309.1038,295.518,298.3195,1247665.0
2022-05-06,294.1295,296.8967,289.8511,294.8164,1061677.0
2022-05-07,294.1295,296.8967,289.8511,294.8164,1061677.0
2022-05-08,294.1295,296.8967,289.8511,294.8164,1061677.0
2022-05-09,290.4202,292.216,279.1355,280.2836,1261746.0
2022-05-10,281.3041,283.8751,276.2407,279.7046,1180308.0
2022-05-11,278.0168,282.6779,275.2398,276.8982,950032.0
2022-05-12,272.7964,281.4022,271.609,280.2443,925304.0
2022-05-13,284.8858,287.8689,280.627,283.5512,1239530.0
2022-05-14,284.8858,287.8689,280.627,283.5512,1239530.0
2022-05-15,284.8858,287.8689,280.627,283.5512,1239530.0
2022-05-16,281.8831,284.6601,276.957,282.3737,961362.0
2022-05-17,287.0054,288.4969,283.6788,287.3782,880199.0
2022-05-18,283.4531,283.5807,274.494,275.3477,831040.0
2022-05-19,273.4099,279.4107,272.5737,278.1613,1631286.0
2022-05-20,282.352,284.6245,277.2071,284.5654,1505942.0
2022-05-21,282.352,284.6245,277.2071,284.5654,1505942.0
2022-05-22,282.352,284.6245,277.2071,284.5654,1505942.0
2022-05-23,287.251,291.4024,283.7391,290.3498,716319.0
2022-05-24,289.2382,290.7138,284.3736,288.1167,762556.0
