,FRCB US Equity,FRCB US Equity,FRCB US Equity,FRCB US Equity,FRCB US Equity
2023-08-09,0.25,0.325,0.25,0.31,714001.0
2023-08-10,0.3,0.319,0.29,0.31,493385.0
2023-08-11,0.295,0.33,0.295,0.31,438600.0
2023-08-12,0.295,0.33,0.295,0.31,438600.0
2023-08-13,0.295,0.33,0.295,0.31,438600.0
2023-08-14,0.04,0.325,0.04,0.32,812006.0
2023-08-15,0.27,0.32,0.27,0.31,564482.0
2023-08-16,0.29,0.32,0.26,0.31,689225.0
2023-08-17,0.25,0.31,0.2495,0.252,668367.0
2023-08-18,0.205,0.252,0.04,0.2,1074685.0
2023-08-19,0.205,0.252,0.04,0.2,1074685.0
2023-08-20,0.205,0.252,0.04,0.2,1074685.0
2023-08-21,0.16,0.21,0.16,0.18,1415914.0
2023-08-22,0.18,0.2,0.178,0.18,564236.0
2023-08-23,0.06,0.18,0.06,0.151,1053316.0
2023-08-24,0.1,0.18,0.06,0.15,435352.0
2023-08-25,0.06,0.18,0.06,0.16,423420.0
2023-08-26,0.06,0.18,0.06,0.16,423420.0
2023-08-27,0.06,0.18,0.06,0.16,423420.0
2023-08-28,0.13,0.1585,0.13,0.15,605529.0
2023-08-29,0.13,0.15,0.13,0.14,843298.0
2023-08-30,0.113,0.14,0.06,0.13,349670.0
2023-08-31,0.11,0.14,0.06,0.13,497160.0
2023-09-01,0.15,0.15,0.061,0.12,325296.0
2023-09-02,0.15,0.15,0.061,0.12,325296.0
2023-09-03,0.15,0.15,0.061,0.12,325296.0
2023-09-04,0.15,0.15,0.061,0.12,325296.0
2023-09-05,0.1035,0.15,0.061,0.14,584360.0
2023-09-06,0.12,0.139,0.061,0.1349,470195.0
2023-09-07,0.12,0.1349,0.062,0.118,267045.0
2023-09-08,0.11,0.137,0.09,0.13,375011.0
2023-09-09,0.11,0.137,0.09,0.13,375011.0
2023-09-10,0.11,0.137,0.09,0.13,375011.0
2023-09-11,0.062,0.135,0.062,0.13,401438.0
2023-09-12,0.1173,0.135,0.07,0.1345,368271.0
2023-09-13,0.07,0.136,0.07,0.13,228271.0
2023-09-14,0.125,0.134,0.108,0.108,376990.0
2023-09-15,0.0935,0.13,0.07,0.1,503614.0
2023-09-16,0.0935,0.13,0.07,0.1,503614.0
2023-09-17,0.0935,0.13,0.07,0.1,503614.0
2023-09-18,0.1,0.12,0.1,0.1,660915.0
2023-09-19,0.1,0.118,0.09,0.095,252232.0
2023-09-20,0.08,0.1177,0.08,0.091,255470.0
2023-09-21,0.115,0.115,0.09,0.091,361654.0
2023-09-22,0.085,0.1,0.08,0.0875,570800.0
2023-09-23,0.085,0.1,0.08,0.0875,570800.0
2023-09-24,0.085,0.1,0.08,0.0875,570800.0
2023-09-25,0.071,0.1,0.071,0.1,373042.0
2023-09-26,0.08,0.1,0.08,0.1,369078.0
2023-09-27,0.0827,0.11,0.071,0.086,596218.0
2023-09-28,0.085,0.1,0.071,0.075,663557.0
2023-09-29,0.08,0.1,0.072,0.072,264161.0
2023-09-30,0.08,0.1,0.072,0.072,264161.0
2023-10-01,0.08,0.1,0.072,0.072,264161.0
2023-10-02,0.072,0.09,0.052,0.065,382790.0
2023-10-03,0.0647,0.093,0.06,0.06,301244.0
2023-10-04,0.06,0.088,0.06,0.06,581636.0
2023-10-05,0.06,0.088,0.05,0.05,224846.0
2023-10-06,0.05,0.081,0.04,0.07,392984.0
2023-10-07,0.05,0.081,0.04,0.07,392984.0
2023-10-08,0.05,0.081,0.04,0.07,392984.0
2023-10-09,0.04,0.093,0.04,0.093,902157.0
2023-10-10,0.031,0.093,0.031,0.05,636843.0
2023-10-11,0.05,0.091,0.05,0.055,246290.0
2023-10-12,0.051,0.1,0.051,0.055,536799.0
2023-10-13,0.056,0.08,0.04,0.051,612626.0
2023-10-14,0.056,0.08,0.04,0.051,612626.0
2023-10-15,0.056,0.08,0.04,0.051,612626.0
2023-10-16,0.055,0.057,0.031,0.046,151957.0
2023-10-17,0.046,0.071,0.045,0.046,266268.0
2023-10-18,0.046,0.0701,0.04,0.045,262248.0
2023-10-19,0.045,0.068,0.04,0.045,651722.0
2023-10-20,0.0355,0.061,0.032,0.0379,175800.0
2023-10-21,0.0355,0.061,0.032,0.0379,175800.0
2023-10-22,0.0355,0.061,0.032,0.0379,175800.0
2023-10-23,0.0378,0.06,0.031,0.06,931331.0
2023-10-24,0.041,0.06,0.032,0.041,233853.0
2023-10-25,0.032,0.055,0.0301,0.0301,129475.0
2023-10-26,0.03,0.048,0.03,0.031,181841.0
2023-10-27,0.05,0.05,0.031,0.045,451643.0
2023-10-28,0.05,0.05,0.031,0.045,451643.0
2023-10-29,0.05,0.05,0.031,0.045,451643.0
2023-10-30,0.0275,0.06,0.002,0.036,241465.0
2023-10-31,0.0302,0.04,0.016,0.0175,611753.0
2023-11-01,0.016,0.03,0.016,0.0256,320364.0
2023-11-02,0.0161,0.04,0.016,0.016,497869.0
2023-11-03,0.0161,0.05,0.012,0.033,629926.0
2023-11-04,0.0161,0.05,0.012,0.033,629926.0
2023-11-05,0.0161,0.05,0.012,0.033,629926.0
2023-11-06,0.012,0.06,0.012,0.025,329859.0
2023-11-07,0.02,0.038,0.012,0.015,304307.0
2023-11-08,0.015,0.06,0.0135,0.04,434059.0
2023-11-09,0.012,0.04,0.012,0.02,558526.0
2023-11-10,0.0181,0.039,0.012,0.02,317717.0
2023-11-11,0.0181,0.039,0.012,0.02,317717.0
2023-11-12,0.0181,0.039,0.012,0.02,317717.0
2023-11-13,0.012,0.039,0.012,0.02,604318.0
2023-11-14,0.012,0.028,0.011,0.012,754492.0
2023-11-15,0.012,0.028,0.0101,0.012,1272546.0
2023-11-16,0.01,0.0149,0.008,0.0101,689397.0
2023-11-17,0.01,0.028,0.008,0.012,597722.0
2023-11-18,0.01,0.028,0.008,0.012,597722.0
2023-11-19,0.01,0.028,0.008,0.012,597722.0
2023-11-20,0.01,0.023,0.009,0.0125,487179.0
2023-11-21,0.09,0.09,0.002,0.015,550609.0
2023-11-22,0.002,0.06,0.002,0.025,1480128.0
2023-11-23,0.002,0.06,0.002,0.025,1480128.0
2023-11-24,0.013,0.04,0.009,0.02,234487.0
2023-11-25,0.013,0.04,0.009,0.02,234487.0
2023-11-26,0.013,0.04,0.009,0.02,234487.0
2023-11-27,0.0181,0.039,0.01,0.02,527721.0
2023-11-28,0.0195,0.0195,0.01,0.01,273633.0
2023-11-29,0.012,0.024,0.012,0.017,719653.0
2023-11-30,0.012,0.024,0.011,0.014,682299.0
2023-12-01,0.035,0.04,0.013,0.015,469919.0
2023-12-02,0.035,0.04,0.013,0.015,469919.0
2023-12-03,0.035,0.04,0.013,0.015,469919.0
2023-12-04,0.014,0.015,0.002,0.011,1151816.0
2023-12-05,0.013,0.02,0.01,0.0131,1193190.0
2023-12-06,0.002,0.017,0.002,0.0131,569105.0
2023-12-07,0.0115,0.017,0.01,0.0135,499442.0
2023-12-08,0.013,0.017,0.011,0.0113,1064208.0
2023-12-09,0.013,0.017,0.011,0.0113,1064208.0
2023-12-10,0.013,0.017,0.011,0.0113,1064208.0
2023-12-11,0.0106,0.016,0.0,0.0111,1374352.0
2023-12-12,0.0105,0.03,0.01,0.03,4128004.0
2023-12-13,0.0131,0.05,0.0131,0.03,2316139.0
2023-12-14,0.0286,0.088,0.0115,0.055,2604117.0
2023-12-15,0.03,0.07,0.0135,0.06,3261433.0
2023-12-16,0.03,0.07,0.0135,0.06,3261433.0
2023-12-17,0.03,0.07,0.0135,0.06,3261433.0
2023-12-18,0.051,0.06,0.011,0.053,843337.0
2023-12-19,0.023,0.045,0.011,0.035,1286932.0
2023-12-20,0.032,0.054,0.03,0.04,1241553.0
2023-12-21,0.05,0.08,0.05,0.0521,2039053.0
2023-12-22,0.045,0.06,0.035,0.035,986136.0
2023-12-23,0.045,0.06,0.035,0.035,986136.0
2023-12-24,0.045,0.06,0.035,0.035,986136.0
2023-12-25,0.045,0.06,0.035,0.035,986136.0
2023-12-26,0.03,0.05,0.025,0.035,1267729.0
2023-12-27,0.03,0.045,0.0251,0.0271,1542842.0
2023-12-28,0.0275,0.039,0.025,0.038,2245365.0
2023-12-29,0.037,0.06,0.037,0.041,3234479.0
2023-12-30,0.037,0.06,0.037,0.041,3234479.0
2023-12-31,0.037,0.06,0.037,0.041,3234479.0
2024-01-01,0.037,0.06,0.037,0.041,3234479.0
2024-01-02,0.04,0.08,0.035,0.053,1124582.0
2024-01-03,0.05,0.08,0.05,0.055,394975.0
2024-01-04,0.05,0.06,0.045,0.05,1022183.0
2024-01-05,0.05,0.055,0.045,0.046,151329.0
2024-01-06,0.05,0.055,0.045,0.046,151329.0
2024-01-07,0.05,0.055,0.045,0.046,151329.0
2024-01-08,0.045,0.0625,0.04,0.05,1224059.0
2024-01-09,0.045,0.07,0.041,0.055,681241.0
2024-01-10,0.05,0.145,0.05,0.1275,4141454.0
2024-01-11,0.125,0.16,0.09,0.1,2504926.0
2024-01-12,0.0902,0.15,0.08,0.1025,523707.0
2024-01-13,0.0902,0.15,0.08,0.1025,523707.0
2024-01-14,0.0902,0.15,0.08,0.1025,523707.0
2024-01-15,0.0902,0.15,0.08,0.1025,523707.0
2024-01-16,0.1,0.1225,0.085,0.0875,966720.0
2024-01-17,0.085,0.12,0.085,0.085,151782.0
2024-01-18,0.085,0.11,0.06,0.0775,826556.0
2024-01-19,0.08,0.08,0.065,0.0675,303263.0
2024-01-20,0.08,0.08,0.065,0.0675,303263.0
2024-01-21,0.08,0.08,0.065,0.0675,303263.0
2024-01-22,0.064,0.074,0.054,0.065,456386.0
2024-01-23,0.063,0.1,0.06,0.06,2022184.0
2024-01-24,0.06,0.11,0.06,0.1,676868.0
2024-01-25,0.08,0.14,0.08,0.1,211363.0
2024-01-26,0.1,0.1,0.07,0.075,74470.0
2024-01-27,0.1,0.1,0.07,0.075,74470.0
2024-01-28,0.1,0.1,0.07,0.075,74470.0
2024-01-29,0.07,0.085,0.07,0.071,115794.0
2024-01-30,0.055,0.08,0.05,0.065,963571.0
2024-01-31,0.058,0.09,0.05,0.07,197636.0
2024-02-01,0.062,0.08,0.045,0.07,370581.0
2024-02-02,0.058,0.0985,0.04,0.07,84718.0
2024-02-03,0.058,0.0985,0.04,0.07,84718.0
2024-02-04,0.058,0.0985,0.04,0.07,84718.0
2024-02-05,0.065,0.12,0.058,0.07,70145.0
2024-02-06,0.07,0.1,0.06,0.098,722866.0
2024-02-07,0.06,0.1,0.06,0.1,293047.0
2024-02-08,0.05,0.075,0.05,0.07,170251.0
2024-02-09,0.06,0.09,0.06,0.07,79975.0
2024-02-10,0.06,0.09,0.06,0.07,79975.0
2024-02-11,0.06,0.09,0.06,0.07,79975.0
2024-02-12,0.06,0.07,0.06,0.0601,186649.0
2024-02-13,0.0601,0.0744,0.05,0.07,271484.0
2024-02-14,0.05,0.0731,0.01,0.07,224871.0
2024-02-15,0.055,0.085,0.055,0.07,148513.0
2024-02-16,0.06,0.08,0.06,0.0711,234111.0
2024-02-17,0.06,0.08,0.06,0.0711,234111.0
2024-02-18,0.06,0.08,0.06,0.0711,234111.0
2024-02-19,0.06,0.08,0.06,0.0711,234111.0
2024-02-20,0.0693,0.1,0.04,0.07,277149.0
2024-02-21,0.041,0.08,0.041,0.066,129304.0
2024-02-22,0.062,0.08,0.062,0.068,247914.0
2024-02-23,0.068,0.068,0.062,0.066,156519.0
2024-02-24,0.068,0.068,0.062,0.066,156519.0
2024-02-25,0.068,0.068,0.062,0.066,156519.0
2024-02-26,0.065,0.08,0.065,0.068,91921.0
2024-02-27,0.06,0.079,0.06,0.0725,92445.0
2024-02-28,0.068,0.079,0.064,0.077,238779.0
2024-02-29,0.0635,0.079,0.062,0.062,65734.0
2024-03-01,0.062,0.079,0.055,0.06,227701.0
2024-03-02,0.062,0.079,0.055,0.06,227701.0
2024-03-03,0.062,0.079,0.055,0.06,227701.0
2024-03-04,0.055,0.0635,0.0475,0.0475,268390.0
2024-03-05,0.045,0.065,0.035,0.0425,394429.0
2024-03-06,0.045,0.06,0.0305,0.05,902010.0
2024-03-07,0.045,0.05,0.038,0.043,129850.0
2024-03-08,0.04,0.05,0.04,0.042,129693.0
2024-03-09,0.04,0.05,0.04,0.042,129693.0
2024-03-10,0.04,0.05,0.04,0.042,129693.0
2024-03-11,0.04,0.05,0.038,0.039,147120.0
2024-03-12,0.039,0.045,0.036,0.04,105273.0
2024-03-13,0.04,0.05,0.038,0.0438,152291.0
2024-03-14,0.045,0.06,0.03,0.038,351982.0
2024-03-15,0.037,0.0555,0.037,0.042,193100.0
2024-03-16,0.037,0.0555,0.037,0.042,193100.0
2024-03-17,0.037,0.0555,0.037,0.042,193100.0
2024-03-18,0.0425,0.0575,0.04,0.0405,124709.0
2024-03-19,0.0405,0.0505,0.04,0.044,181267.0
2024-03-20,0.0405,0.0595,0.0405,0.0425,189186.0
2024-03-21,0.04,0.0545,0.0375,0.04,131401.0
2024-03-22,0.04,0.0475,0.038,0.039,146258.0
2024-03-23,0.04,0.0475,0.038,0.039,146258.0
2024-03-24,0.04,0.0475,0.038,0.039,146258.0
2024-03-25,0.039,0.0468,0.0385,0.039,73223.0
2024-03-26,0.0385,0.052,0.0385,0.0405,96679.0
2024-03-27,0.0395,0.0445,0.037,0.04,141322.0
2024-03-28,0.038,0.06,0.038,0.038,149199.0
2024-03-29,0.038,0.06,0.038,0.038,149199.0
2024-03-30,0.038,0.06,0.038,0.038,149199.0
2024-03-31,0.038,0.06,0.038,0.038,149199.0
2024-04-01,0.039,0.049,0.038,0.0388,120854.0
2024-04-02,0.0385,0.048,0.038,0.038,64378.0
2024-04-03,0.039,0.046,0.035,0.035,242078.0
2024-04-04,0.037,0.055,0.037,0.045,293331.0
2024-04-05,0.045,0.0799,0.045,0.0505,387361.0
2024-04-06,0.045,0.0799,0.045,0.0505,387361.0
2024-04-07,0.045,0.0799,0.045,0.0505,387361.0
2024-04-08,0.05,0.0799,0.05,0.055,158158.0
