,BY US Equity,BY US Equity,BY US Equity,BY US Equity,BY US Equity
2021-03-14,21.0179,21.1652,20.8173,20.9319,75620.0
2021-03-15,20.9319,20.9319,20.0625,20.2918,52158.0
2021-03-16,20.053,20.0625,19.7855,19.9288,65098.0
2021-03-17,20.0243,20.2966,19.9575,20.1772,76442.0
2021-03-18,20.33,20.8896,20.2441,20.2918,49764.0
2021-03-19,20.2823,20.502,19.8619,20.1199,307612.0
2021-03-20,20.2823,20.502,19.8619,20.1199,307612.0
2021-03-21,20.2823,20.502,19.8619,20.1199,307612.0
2021-03-22,19.9861,20.1676,19.3317,19.881,84984.0
2021-03-23,19.6708,19.6708,18.9878,19.0594,84976.0
2021-03-24,19.3174,20.1963,19.2696,19.2696,82709.0
2021-03-25,19.1263,19.8333,18.6916,19.7186,82474.0
2021-03-26,20.1199,20.3969,19.8142,20.3587,40037.0
2021-03-27,20.1199,20.3969,19.8142,20.3587,40037.0
2021-03-28,20.1199,20.3969,19.8142,20.3587,40037.0
2021-03-29,20.0434,20.3539,19.6422,19.7186,58872.0
2021-03-30,19.7568,20.2823,19.7568,20.1294,60899.0
2021-03-31,20.2058,20.4925,20.0912,20.2058,143980.0
2021-04-01,20.1103,20.4542,20.0492,20.3587,38339.0
2021-04-02,20.1103,20.4542,20.0492,20.3587,38339.0
2021-04-03,20.1103,20.4542,20.0492,20.3587,38339.0
2021-04-04,20.1103,20.4542,20.0492,20.3587,38339.0
2021-04-05,20.2823,20.5784,20.1676,20.416,61865.0
2021-04-06,20.4542,20.545,20.139,20.3109,27619.0
2021-04-07,20.4542,20.7647,20.225,20.3492,106536.0
2021-04-08,20.3492,20.6931,20.139,20.6453,54527.0
2021-04-09,20.76,20.8268,20.4925,20.76,73097.0
2021-04-10,20.76,20.8268,20.4925,20.76,73097.0
2021-04-11,20.76,20.8268,20.4925,20.76,73097.0
2021-04-12,20.3969,20.8029,20.3969,20.7313,35037.0
2021-04-13,20.2795,20.7217,20.2727,20.4733,69699.0
2021-04-14,20.5211,21.0466,20.4351,20.9701,59353.0
2021-04-15,21.123,21.1612,20.6071,20.9701,66810.0
2021-04-16,21.2376,21.2759,20.7313,21.0084,44147.0
2021-04-17,21.2376,21.2759,20.7313,21.0084,44147.0
2021-04-18,21.2376,21.2759,20.7313,21.0084,44147.0
2021-04-19,20.9319,20.9701,20.4542,20.7982,56127.0
2021-04-20,20.6262,21.1345,20.1103,20.2441,85754.0
2021-04-21,20.3014,20.8165,20.1485,20.6262,56211.0
2021-04-22,20.8173,21.0179,20.4351,20.6835,94909.0
2021-04-23,20.7695,21.4956,20.7026,21.4,84543.0
2021-04-24,20.7695,21.4956,20.7026,21.4,84543.0
2021-04-25,20.7695,21.4956,20.7026,21.4,84543.0
2021-04-26,21.4956,21.7153,20.7982,20.9033,74101.0
2021-04-27,20.8746,20.9797,20.7552,20.8842,34404.0
2021-04-28,20.9415,20.9463,20.6835,20.8555,33734.0
2021-04-29,21.1421,21.5338,20.865,21.037,49689.0
2021-04-30,20.7408,21.7344,20.7408,21.6867,66498.0
2021-05-01,20.7408,21.7344,20.7408,21.6867,66498.0
2021-05-02,20.7408,21.7344,20.7408,21.6867,66498.0
2021-05-03,21.9924,22.6134,21.9255,22.2503,85771.0
2021-05-04,22.2981,22.2981,21.7535,22.0592,85511.0
2021-05-05,21.9255,22.1643,21.7058,21.7917,88593.0
2021-05-06,21.8395,22.193,21.6675,22.1643,52584.0
2021-05-07,21.9637,22.5169,21.9637,22.3459,46789.0
2021-05-08,21.9637,22.5169,21.9637,22.3459,46789.0
2021-05-09,21.9637,22.5169,21.9637,22.3459,46789.0
2021-05-10,22.3267,22.6332,21.8861,21.8957,44436.0
2021-05-11,21.5604,21.934,21.5604,21.6179,40057.0
2021-05-12,21.7807,22.0058,21.0911,21.1869,38457.0
2021-05-13,21.2635,21.819,21.0145,21.6466,187305.0
2021-05-14,21.57,21.9436,21.5604,21.8382,121445.0
2021-05-15,21.57,21.9436,21.5604,21.8382,121445.0
2021-05-16,21.57,21.9436,21.5604,21.8382,121445.0
2021-05-17,21.8286,22.2213,21.5796,22.0777,132828.0
2021-05-18,22.2118,22.365,21.9244,21.9244,46908.0
2021-05-19,21.7328,21.8756,21.1486,21.8095,62642.0
2021-05-20,21.7807,21.7999,21.3855,21.7712,38545.0
2021-05-21,22.0202,22.4416,21.8334,22.3746,65134.0
2021-05-22,22.0202,22.4416,21.8334,22.3746,65134.0
2021-05-23,22.0202,22.4416,21.8334,22.3746,65134.0
2021-05-24,22.4033,22.4033,21.9819,22.2022,49540.0
2021-05-25,22.2596,22.365,21.4263,21.4551,75271.0
2021-05-26,21.4647,21.8861,21.3593,21.819,40014.0
2021-05-27,22.0777,22.2405,21.8478,21.9819,88336.0
2021-05-28,22.1351,22.2405,21.6466,22.1064,153204.0
2021-05-29,22.1351,22.2405,21.6466,22.1064,153204.0
2021-05-30,22.1351,22.2405,21.6466,22.1064,153204.0
2021-05-31,22.1351,22.2405,21.6466,22.1064,153204.0
2021-06-01,22.3171,22.5949,22.1447,22.5278,121589.0
2021-06-02,22.6428,22.6715,21.819,21.8861,102105.0
2021-06-03,21.8669,21.9723,21.6407,21.7903,73195.0
2021-06-04,21.9531,22.2596,21.6179,21.6466,275083.0
2021-06-05,21.9531,22.2596,21.6179,21.6466,275083.0
2021-06-06,21.9531,22.2596,21.6179,21.6466,275083.0
2021-06-07,21.8669,22.0585,21.5892,21.7424,333688.0
2021-06-08,21.6562,21.9819,21.6562,21.7424,541376.0
2021-06-09,21.6371,21.8286,21.4934,21.7999,202292.0
2021-06-10,22.001,22.2692,21.5125,21.5604,123921.0
2021-06-11,21.6945,21.7903,21.5221,21.6466,143148.0
2021-06-12,21.6945,21.7903,21.5221,21.6466,143148.0
2021-06-13,21.6945,21.7903,21.5221,21.6466,143148.0
2021-06-14,21.6466,21.7233,21.0241,21.2635,88420.0
2021-06-15,21.2252,21.6945,21.1965,21.5413,246546.0
2021-06-16,21.4072,21.9915,21.2635,21.7616,144941.0
2021-06-17,21.8957,21.8957,21.1294,21.4263,167892.0
2021-06-18,21.139,21.139,20.5068,20.6888,237717.0
2021-06-19,21.139,21.139,20.5068,20.6888,237717.0
2021-06-20,21.139,21.139,20.5068,20.6888,237717.0
2021-06-21,20.9283,21.6562,20.9283,21.4168,178594.0
2021-06-22,21.2923,21.5125,20.9163,21.4072,94419.0
2021-06-23,21.3689,21.6275,21.2252,21.2444,103524.0
2021-06-24,21.2635,21.8047,21.1677,21.7137,133552.0
2021-06-25,21.7424,21.9915,21.4934,21.5509,603423.0
2021-06-26,21.7424,21.9915,21.4934,21.5509,603423.0
2021-06-27,21.7424,21.9915,21.4934,21.5509,603423.0
2021-06-28,21.4072,21.685,21.0815,21.5796,270142.0
2021-06-29,21.7903,21.8095,21.388,21.4647,182184.0
2021-06-30,21.2923,21.8478,21.206,21.6754,169423.0
2021-07-01,21.8861,22.1351,21.661,22.0777,74911.0
2021-07-02,22.0681,22.1447,21.8095,21.934,127093.0
2021-07-03,22.0681,22.1447,21.8095,21.934,127093.0
2021-07-04,22.0681,22.1447,21.8095,21.934,127093.0
2021-07-05,22.0681,22.1447,21.8095,21.934,127093.0
2021-07-06,22.001,22.2022,21.2252,21.5125,165819.0
2021-07-07,21.3401,21.8669,21.2923,21.57,131375.0
2021-07-08,21.0815,21.4838,20.526,20.6601,156943.0
2021-07-09,21.0241,21.3832,21.0049,21.2827,110119.0
2021-07-10,21.0241,21.3832,21.0049,21.2827,110119.0
2021-07-11,21.0241,21.3832,21.0049,21.2827,110119.0
2021-07-12,21.0528,21.7807,21.0145,21.7233,104616.0
2021-07-13,21.5892,21.594,21.0624,21.3497,240593.0
2021-07-14,21.388,21.7903,21.2635,21.6371,370352.0
2021-07-15,21.4072,22.0585,21.4024,21.9244,95457.0
2021-07-16,22.1543,22.1639,21.8478,22.0393,135309.0
2021-07-17,22.1543,22.1639,21.8478,22.0393,135309.0
2021-07-18,22.1543,22.1639,21.8478,22.0393,135309.0
2021-07-19,21.4455,21.7999,20.9666,21.1198,259761.0
2021-07-20,21.1198,22.0585,21.1198,21.8286,208723.0
2021-07-21,22.116,22.4752,22.0393,22.1543,89940.0
2021-07-22,21.9627,22.1256,21.6466,21.7903,153077.0
2021-07-23,21.9915,22.0565,21.752,22.0298,74822.0
2021-07-24,21.9915,22.0565,21.752,22.0298,74822.0
2021-07-25,21.9915,22.0565,21.752,22.0298,74822.0
2021-07-26,22.1639,22.5566,22.1639,22.3171,76971.0
2021-07-27,22.0681,22.3075,21.8765,21.9915,61634.0
2021-07-28,22.183,22.2022,21.7185,22.0106,89620.0
2021-07-29,22.2884,22.5757,22.0968,22.5757,72425.0
2021-07-30,22.9876,24.6925,22.9876,23.5719,259799.0
2021-07-31,22.9876,24.6925,22.9876,23.5719,259799.0
2021-08-01,22.9876,24.6925,22.9876,23.5719,259799.0
2021-08-02,23.2558,23.9885,22.6667,22.7098,208584.0
2021-08-03,22.9397,23.1739,22.2309,23.16,132341.0
2021-08-04,22.8056,23.4761,22.8056,23.0546,113427.0
2021-08-05,23.2462,23.6291,23.16,23.2941,112698.0
2021-08-06,23.6964,24.386,23.6964,24.2327,201185.0
2021-08-07,23.6964,24.386,23.6964,24.2327,201185.0
2021-08-08,23.6964,24.386,23.6964,24.2327,201185.0
2021-08-09,24.2616,24.2616,23.8002,23.8675,65875.0
2021-08-10,23.954,24.2135,23.7041,24.127,82219.0
2021-08-11,24.3192,24.598,24.1534,24.5884,121553.0
2021-08-12,24.7422,24.7614,24.4538,24.7037,116854.0
2021-08-13,24.7518,24.7518,24.473,24.5115,123905.0
2021-08-14,24.7518,24.7518,24.473,24.5115,123905.0
2021-08-15,24.7518,24.7518,24.473,24.5115,123905.0
2021-08-16,24.3769,24.473,24.002,24.3192,187816.0
2021-08-17,24.0886,24.3096,23.7156,23.9732,98979.0
2021-08-18,23.9251,24.4346,23.5983,23.6175,111963.0
2021-08-19,23.3869,23.7329,23.3292,23.7137,76242.0
2021-08-20,23.6175,24.1558,23.5983,24.0309,149410.0
2021-08-21,23.6175,24.1558,23.5983,24.0309,149410.0
2021-08-22,23.6175,24.1558,23.5983,24.0309,149410.0
2021-08-23,24.1366,24.4538,23.9636,24.0693,48580.0
2021-08-24,24.0309,24.4346,24.0213,24.2135,265931.0
2021-08-25,24.3385,24.5596,24.2424,24.3192,72213.0
2021-08-26,24.425,24.5115,24.0693,24.0693,128278.0
2021-08-27,24.3192,24.7037,24.3096,24.6365,88475.0
2021-08-28,24.3192,24.7037,24.3096,24.6365,88475.0
2021-08-29,24.3192,24.7037,24.3096,24.6365,88475.0
2021-08-30,24.6941,24.6941,23.8675,23.8867,70960.0
2021-08-31,23.8386,23.8963,23.4349,23.6464,197772.0
2021-09-01,23.6464,23.6464,23.06,23.3196,138891.0
2021-09-02,23.3292,23.6079,23.1706,23.4061,145724.0
2021-09-03,23.3484,23.4541,22.9927,23.3965,113891.0
2021-09-04,23.3484,23.4541,22.9927,23.3965,113891.0
2021-09-05,23.3484,23.4541,22.9927,23.3965,113891.0
2021-09-06,23.3484,23.4541,22.9927,23.3965,113891.0
2021-09-07,23.3484,23.6367,23.0986,23.2042,109622.0
2021-09-08,23.0985,23.1912,22.8486,23.0408,107680.0
2021-09-09,22.9351,23.3196,22.2045,22.8293,910323.0
2021-09-10,23.0889,23.1369,22.4833,22.4929,206500.0
2021-09-11,23.0889,23.1369,22.4833,22.4929,206500.0
2021-09-12,23.0889,23.1369,22.4833,22.4929,206500.0
2021-09-13,22.9255,22.9255,22.1372,22.3103,244403.0
2021-09-14,22.3968,22.4929,21.7143,22.0411,236517.0
2021-09-15,22.0027,22.3391,21.945,22.1084,174406.0
2021-09-16,22.2334,22.5121,21.9738,22.3968,158473.0
2021-09-17,22.4641,22.5506,22.0603,22.3199,398558.0
2021-09-18,22.4641,22.5506,22.0603,22.3199,398558.0
2021-09-19,22.4641,22.5506,22.0603,22.3199,398558.0
2021-09-20,21.9065,22.2045,21.7431,22.1757,154252.0
2021-09-21,22.2141,22.2141,21.8969,21.9162,107340.0
2021-09-22,22.0507,22.3295,22.0411,22.0507,90769.0
2021-09-23,22.3487,22.9927,22.3487,22.7813,94057.0
2021-09-24,22.7428,23.2907,22.7428,23.1465,168144.0
2021-09-25,22.7428,23.2907,22.7428,23.1465,168144.0
2021-09-26,22.7428,23.2907,22.7428,23.1465,168144.0
2021-09-27,23.2811,24.5403,23.2811,24.4346,124581.0
2021-09-28,24.5596,24.7422,23.5791,23.5983,228793.0
2021-09-29,23.5695,24.2183,23.4541,24.1558,93399.0
2021-09-30,24.3096,24.7518,23.6079,23.6079,84417.0
2021-10-01,23.5791,24.2327,23.5695,24.0597,122805.0
2021-10-02,23.5791,24.2327,23.5695,24.0597,122805.0
2021-10-03,23.5791,24.2327,23.5695,24.0597,122805.0
2021-10-04,23.9444,24.4058,23.9444,24.1847,77741.0
2021-10-05,24.4346,24.4346,24.0117,24.2327,64778.0
2021-10-06,24.002,24.3192,23.781,24.2904,74321.0
2021-10-07,24.5115,24.6557,24.4634,24.5788,56194.0
2021-10-08,24.4827,24.5884,24.0213,24.4058,70064.0
2021-10-09,24.4827,24.5884,24.0213,24.4058,70064.0
2021-10-10,24.4827,24.5884,24.0213,24.4058,70064.0
2021-10-11,24.3,24.4346,23.8098,23.8194,97728.0
2021-10-12,23.7713,24.1655,23.7713,24.0982,56211.0
2021-10-13,23.9732,23.9732,23.3388,23.5887,89756.0
2021-10-14,23.7425,23.7781,23.3266,23.6079,60573.0
2021-10-15,24.0982,24.1366,23.3772,23.3965,118297.0
2021-10-16,24.0982,24.1366,23.3772,23.3965,118297.0
2021-10-17,24.0982,24.1366,23.3772,23.3965,118297.0
2021-10-18,23.3196,23.805,23.3196,23.4253,48203.0
2021-10-19,23.4157,23.4253,23.1658,23.3772,49329.0
2021-10-20,23.2715,23.9732,23.1177,23.7425,135770.0
2021-10-21,23.5983,23.805,23.4734,23.6848,56436.0
2021-10-22,23.6175,23.9444,23.5887,23.8482,122604.0
2021-10-23,23.6175,23.9444,23.5887,23.8482,122604.0
2021-10-24,23.6175,23.9444,23.5887,23.8482,122604.0
2021-10-25,23.9732,24.5883,23.8002,24.4442,106294.0
2021-10-26,24.3961,24.5596,23.6272,24.3481,82160.0
2021-10-27,24.3192,24.3769,23.5791,23.656,82434.0
2021-10-28,23.6368,24.4154,23.6368,24.3385,131015.0
2021-10-29,24.3673,25.0498,24.1558,24.7614,218320.0
2021-10-30,24.3673,25.0498,24.1558,24.7614,218320.0
2021-10-31,24.3673,25.0498,24.1558,24.7614,218320.0
2021-11-01,25.1075,25.9918,25.0498,25.8284,218029.0
2021-11-02,26.0975,26.1071,25.1171,25.1844,110084.0
2021-11-03,25.0017,25.7899,24.9825,25.7707,97228.0
2021-11-04,25.8572,25.8572,25.2805,25.7803,68838.0
2021-11-05,25.9437,26.6743,25.9437,26.5013,93081.0
2021-11-06,25.9437,26.6743,25.9437,26.5013,93081.0
2021-11-07,25.9437,26.6743,25.9437,26.5013,93081.0
2021-11-08,26.6941,26.8484,26.2698,26.4434,80356.0
2021-11-09,26.2312,26.5012,25.893,26.4144,59009.0
2021-11-10,26.3084,26.7809,26.2023,26.7327,73376.0
2021-11-11,26.8098,26.8098,26.5205,26.5205,41934.0
2021-11-12,26.4434,26.4434,25.9612,26.1155,46825.0
2021-11-13,26.4434,26.4434,25.9612,26.1155,46825.0
2021-11-14,26.4434,26.4434,25.9612,26.1155,46825.0
2021-11-15,26.1541,26.2505,25.9419,26.1926,143720.0
2021-11-16,26.0287,26.5109,25.7587,26.3759,119089.0
2021-11-17,26.4144,26.4144,25.8647,26.2601,106684.0
2021-11-18,26.3855,26.6073,26.0287,26.5784,74403.0
2021-11-19,26.2312,26.7616,26.1685,26.6652,164588.0
2021-11-20,26.2312,26.7616,26.1685,26.6652,164588.0
2021-11-21,26.2312,26.7616,26.1685,26.6652,164588.0
2021-11-22,26.8966,27.321,26.7134,26.7134,133463.0
2021-11-23,26.887,27.292,26.7182,27.2535,250817.0
2021-11-24,27.2535,27.4753,26.9352,27.3788,100267.0
2021-11-25,27.2535,27.4753,26.9352,27.3788,100267.0
2021-11-26,26.4627,26.4627,25.0402,25.6429,122477.0
2021-11-27,26.4627,26.4627,25.0402,25.6429,122477.0
2021-11-28,26.4627,26.4627,25.0402,25.6429,122477.0
2021-11-29,26.1251,26.1251,25.3365,25.5272,75493.0
2021-11-30,25.0547,25.3343,24.8714,25.045,75488.0
2021-12-01,25.7394,26.0046,25.0547,25.0836,83462.0
2021-12-02,25.3054,26.2505,25.0257,25.9708,111185.0
2021-12-03,25.9708,26.0142,25.3054,25.5079,80535.0
2021-12-04,25.9708,26.0142,25.3054,25.5079,80535.0
2021-12-05,25.9708,26.0142,25.3054,25.5079,80535.0
2021-12-06,25.9805,26.318,25.6156,26.048,68423.0
2021-12-07,26.2216,26.2891,25.6912,25.8937,74084.0
2021-12-08,25.8937,26.1058,25.6863,25.9708,47684.0
2021-12-09,25.7104,26.0287,25.7104,25.913,64874.0
2021-12-10,25.9998,26.4434,25.8455,26.1155,64073.0
2021-12-11,25.9998,26.4434,25.8455,26.1155,64073.0
2021-12-12,25.9998,26.4434,25.8455,26.1155,64073.0
2021-12-13,26.2987,26.4434,25.6622,25.9612,153618.0
2021-12-14,25.9901,26.5591,25.3864,26.1058,108588.0
2021-12-15,26.0673,26.2119,25.6719,26.0287,178824.0
2021-12-16,26.2409,26.5784,25.9805,26.3759,179186.0
2021-12-17,27.0027,27.0027,25.3247,25.5079,617608.0
2021-12-18,27.0027,27.0027,25.3247,25.5079,617608.0
2021-12-19,27.0027,27.0027,25.3247,25.5079,617608.0
2021-12-20,25.1415,25.1415,24.2639,24.8618,192215.0
2021-12-21,25.2186,26.1058,25.2186,25.8069,117876.0
2021-12-22,25.4308,25.8165,25.3536,25.6333,90059.0
2021-12-23,25.8358,26.1257,25.8358,25.9323,43136.0
2021-12-24,25.8358,26.1257,25.8358,25.9323,43136.0
2021-12-25,25.8358,26.1257,25.8358,25.9323,43136.0
2021-12-26,25.8358,26.1257,25.8358,25.9323,43136.0
2021-12-27,26.0673,26.5687,25.6719,26.5687,51365.0
2021-12-28,26.4434,26.6652,26.3084,26.5495,48543.0
2021-12-29,26.5109,26.7086,26.4144,26.5687,56240.0
2021-12-30,26.5687,26.7134,26.0962,26.1058,43535.0
2021-12-31,25.913,26.5109,25.913,26.3759,59084.0
2022-01-01,25.913,26.5109,25.913,26.3759,59084.0
2022-01-02,25.913,26.5109,25.913,26.3759,59084.0
2022-01-03,26.453,26.9931,26.3952,26.8195,109641.0
2022-01-04,27.0413,27.6971,26.5591,27.0702,172036.0
2022-01-05,27.2052,27.5621,26.8388,26.9834,112511.0
2022-01-06,27.1763,27.8224,27.1763,27.7742,67264.0
2022-01-07,27.861,28.1118,27.6006,27.9671,216956.0
2022-01-08,27.861,28.1118,27.6006,27.9671,216956.0
2022-01-09,27.861,28.1118,27.6006,27.9671,216956.0
2022-01-10,27.9575,28.0057,27.3499,27.6489,91997.0
2022-01-11,27.7935,27.8707,27.0027,27.5138,77824.0
2022-01-12,27.3981,27.6874,27.1474,27.3595,104602.0
2022-01-13,27.5428,27.8707,27.4946,27.6103,60674.0
2022-01-14,27.2727,27.8707,27.2149,27.8707,52552.0
2022-01-15,27.2727,27.8707,27.2149,27.8707,52552.0
2022-01-16,27.2727,27.8707,27.2149,27.8707,52552.0
2022-01-17,27.2727,27.8707,27.2149,27.8707,52552.0
2022-01-18,27.6681,27.9382,27.4568,27.7164,96911.0
2022-01-19,27.7742,27.7742,27.022,27.0702,70899.0
2022-01-20,27.0027,27.2535,26.101,26.1348,88244.0
2022-01-21,26.0383,26.8002,25.9033,26.0769,82564.0
2022-01-22,26.0383,26.8002,25.9033,26.0769,82564.0
2022-01-23,26.0383,26.8002,25.9033,26.0769,82564.0
2022-01-24,25.5561,26.8098,25.344,26.7809,97022.0
2022-01-25,26.3855,27.1763,26.0769,26.9352,91864.0
2022-01-26,26.9545,27.4802,26.0817,26.5495,60985.0
2022-01-27,26.5591,26.9207,25.5754,25.7297,283626.0
2022-01-28,25.778,25.778,24.3892,25.4115,158671.0
2022-01-29,25.778,25.778,24.3892,25.4115,158671.0
2022-01-30,25.778,25.778,24.3892,25.4115,158671.0
2022-01-31,25.2186,25.2186,24.8039,25.074,198190.0
2022-02-01,25.3151,25.7876,24.9341,25.7876,151066.0
2022-02-02,25.7972,25.9901,25.045,25.1029,124347.0
2022-02-03,25.2668,25.4501,24.8907,25.0932,119057.0
2022-02-04,25.209,25.5031,24.8811,25.3826,181186.0
2022-02-05,25.209,25.5031,24.8811,25.3826,181186.0
2022-02-06,25.209,25.5031,24.8811,25.3826,181186.0
2022-02-07,25.2084,25.7019,25.2084,25.5664,68898.0
2022-02-08,25.7212,26.6986,25.7212,26.5438,87735.0
2022-02-09,26.5825,26.5825,25.9341,26.0503,111558.0
2022-02-10,25.847,26.2631,25.847,26.0599,111936.0
2022-02-11,25.9922,26.4373,25.847,26.1761,184934.0
2022-02-12,25.9922,26.4373,25.847,26.1761,184934.0
2022-02-13,25.9922,26.4373,25.847,26.1761,184934.0
2022-02-14,26.3502,26.3502,25.9438,26.0696,142775.0
2022-02-15,26.3019,26.6405,26.3019,26.476,151158.0
2022-02-16,26.2825,26.6841,26.2825,26.418,85865.0
2022-02-17,26.3212,26.5535,26.0599,26.3212,92439.0
2022-02-18,26.1761,26.5728,26.1761,26.3406,66895.0
2022-02-19,26.1761,26.5728,26.1761,26.3406,66895.0
2022-02-20,26.1761,26.5728,26.1761,26.3406,66895.0
2022-02-21,26.1761,26.5728,26.1761,26.3406,66895.0
2022-02-22,25.8954,26.4083,25.8664,26.0986,124036.0
2022-02-23,26.3696,26.5922,25.9922,26.118,92714.0
2022-02-24,25.4793,25.818,25.0051,25.7116,270936.0
2022-02-25,25.9632,26.5244,25.9632,26.4567,80040.0
2022-02-26,25.9632,26.5244,25.9632,26.4567,80040.0
2022-02-27,25.9632,26.5244,25.9632,26.4567,80040.0
2022-02-28,26.1373,26.4373,26.0793,26.3889,136417.0
2022-03-01,26.418,26.418,25.3632,25.6341,153568.0
2022-03-02,25.9438,26.8631,25.9438,26.6986,84124.0
2022-03-03,26.8051,27.226,26.8051,27.0276,79822.0
2022-03-04,26.5631,26.747,26.1761,26.4373,82048.0
2022-03-05,26.5631,26.747,26.1761,26.4373,82048.0
2022-03-06,26.5631,26.747,26.1761,26.4373,82048.0
2022-03-07,26.3696,26.3889,25.5374,25.6341,232630.0
2022-03-08,25.8761,26.3502,25.6438,25.8567,147348.0
2022-03-09,26.3406,26.6502,26.1277,26.4083,80118.0
2022-03-10,26.1083,26.5244,26.1083,26.3793,87034.0
2022-03-11,26.5341,26.8438,26.2825,26.5147,124370.0
2022-03-12,26.5341,26.8438,26.2825,26.5147,124370.0
2022-03-13,26.5341,26.8438,26.2825,26.5147,124370.0
2022-03-14,26.7857,27.0954,26.5051,26.6115,77485.0
2022-03-15,26.8631,26.8631,25.8877,25.9438,141819.0
2022-03-16,26.2535,26.4325,26.0696,26.2244,304826.0
2022-03-17,26.2341,26.3309,25.6148,26.0793,104884.0
2022-03-18,26.118,26.118,25.5471,25.9535,168503.0
2022-03-19,26.118,26.118,25.5471,25.9535,168503.0
2022-03-20,26.118,26.118,25.5471,25.9535,168503.0
2022-03-21,25.9728,26.3019,25.6729,25.9728,116527.0
2022-03-22,26.2341,26.4664,26.0019,26.2438,211344.0
2022-03-23,26.0309,26.0454,25.489,25.5471,108611.0
2022-03-24,25.7793,25.7793,25.3438,25.7116,59210.0
2022-03-25,25.789,26.2535,25.7503,26.089,58108.0
2022-03-26,25.789,26.2535,25.7503,26.089,58108.0
2022-03-27,25.789,26.2535,25.7503,26.089,58108.0
2022-03-28,25.8761,25.8761,25.4406,25.7116,70980.0
2022-03-29,25.9922,26.2535,25.8374,26.0115,121966.0
2022-03-30,25.9245,26.1751,25.3922,25.7987,205833.0
2022-03-31,25.7793,26.0551,25.6632,25.818,127988.0
2022-04-01,25.8277,26.0599,25.2761,25.4019,160201.0
2022-04-02,25.8277,26.0599,25.2761,25.4019,160201.0
2022-04-03,25.8277,26.0599,25.2761,25.4019,160201.0
2022-04-04,25.2858,25.2858,24.6665,25.0922,100627.0
2022-04-05,24.8503,25.1406,24.56,24.6181,106192.0
2022-04-06,24.4632,24.6665,24.2794,24.2891,156474.0
2022-04-07,24.1149,24.2407,23.8923,24.0568,100127.0
2022-04-08,23.931,24.1826,23.6601,23.6988,90708.0
2022-04-09,23.931,24.1826,23.6601,23.6988,90708.0
2022-04-10,23.931,24.1826,23.6601,23.6988,90708.0
2022-04-11,23.6407,23.9504,23.4375,23.5826,73463.0
2022-04-12,23.7278,23.96,23.3891,23.4472,65969.0
2022-04-13,23.5663,23.8633,23.2827,23.8633,116295.0
2022-04-14,23.8149,23.9504,23.3504,23.4375,140475.0
2022-04-15,23.8149,23.9504,23.3504,23.4375,140475.0
2022-04-16,23.8149,23.9504,23.3504,23.4375,140475.0
2022-04-17,23.8149,23.9504,23.3504,23.4375,140475.0
2022-04-18,23.2246,23.7084,23.2246,23.6891,83875.0
2022-04-19,23.8729,24.3084,23.8729,24.231,140028.0
2022-04-20,24.4632,24.6665,24.2213,24.2407,84087.0
2022-04-21,24.4245,24.4342,23.8246,23.8923,78475.0
2022-04-22,23.7375,23.8923,23.5149,23.5149,137224.0
2022-04-23,23.7375,23.8923,23.5149,23.5149,137224.0
2022-04-24,23.7375,23.8923,23.5149,23.5149,137224.0
2022-04-25,23.3407,23.4375,22.9149,23.3794,67661.0
2022-04-26,23.002,23.3117,22.5279,22.5666,90050.0
2022-04-27,22.5569,22.702,22.2472,22.5085,84913.0
2022-04-28,22.6246,22.9923,22.4388,22.973,147863.0
2022-04-29,22.673,23.3504,22.4262,22.702,122921.0
2022-04-30,22.673,23.3504,22.4262,22.702,122921.0
2022-05-01,22.673,23.3504,22.4262,22.702,122921.0
2022-05-02,22.7504,22.8375,22.2569,22.6537,118353.0
2022-05-03,22.7795,23.1375,22.4408,23.0117,78881.0
2022-05-04,23.1472,23.5633,22.7795,23.5149,115416.0
2022-05-05,23.2633,23.2691,22.7214,23.0214,89357.0
2022-05-06,22.9534,22.9922,22.6231,22.8951,69323.0
2022-05-07,22.9534,22.9922,22.6231,22.8951,69323.0
2022-05-08,22.9534,22.9922,22.6231,22.8951,69323.0
2022-05-09,22.6814,23.0699,22.6134,22.8854,89529.0
2022-05-10,22.934,23.0797,22.2831,22.5648,133685.0
2022-05-11,22.6911,23.1768,22.662,22.798,115460.0
2022-05-12,22.7882,22.7882,22.2831,22.662,151475.0
2022-05-13,22.9242,22.9388,22.3317,22.5551,78628.0
2022-05-14,22.9242,22.9388,22.3317,22.5551,78628.0
2022-05-15,22.9242,22.9388,22.3317,22.5551,78628.0
2022-05-16,22.594,22.6425,22.1666,22.4094,161580.0
2022-05-17,23.0311,23.4876,23.0214,23.4682,104138.0
2022-05-18,23.5265,23.5751,22.9097,23.0311,97620.0
2022-05-19,23.0699,23.1379,22.6037,22.6134,119718.0
2022-05-20,22.7397,23.0602,22.7008,23.0602,119902.0
2022-05-21,22.7397,23.0602,22.7008,23.0602,119902.0
2022-05-22,22.7397,23.0602,22.7008,23.0602,119902.0
2022-05-23,23.4002,23.9927,23.4002,23.7499,150983.0
2022-05-24,23.9733,24.0219,23.5752,23.6819,179445.0
2022-05-25,23.6236,23.983,23.5848,23.7013,110049.0
2022-05-26,23.9733,24.1579,23.8956,23.9636,81524.0
2022-05-27,23.9345,24.187,23.8917,24.1579,63776.0
2022-05-28,23.9345,24.187,23.8917,24.1579,63776.0
