,IDA US Equity,IDA US Equity,IDA US Equity,IDA US Equity,IDA US Equity
2023-08-15,94.25,94.4465,92.9826,93.0612,182944.0
2023-08-16,93.5033,94.0977,92.9335,93.4542,117957.0
2023-08-17,93.1693,93.7588,92.57,92.5994,184946.0
2023-08-18,93.1496,93.3756,92.4324,92.7763,318034.0
2023-08-19,93.1496,93.3756,92.4324,92.7763,318034.0
2023-08-20,93.1496,93.3756,92.4324,92.7763,318034.0
2023-08-21,92.3538,92.6387,90.7818,91.5383,165220.0
2023-08-22,91.4794,92.5012,91.2731,92.344,155873.0
2023-08-23,92.8745,93.0907,92.0198,92.5994,361484.0
2023-08-24,92.0984,93.7588,92.0984,93.297,380220.0
2023-08-25,93.7195,94.53,93.4591,94.083,278731.0
2023-08-26,93.7195,94.53,93.4591,94.083,278731.0
2023-08-27,93.7195,94.53,93.4591,94.083,278731.0
2023-08-28,94.1616,95.203,94.1223,94.2893,235750.0
2023-08-29,94.5546,94.7707,93.6605,94.6725,236086.0
2023-08-30,94.3483,94.9869,94.0044,94.7806,244370.0
2023-08-31,94.8297,95.0262,94.1518,94.1616,302873.0
2023-09-01,94.5153,95.0065,93.6998,94.5349,325984.0
2023-09-02,94.5153,95.0065,93.6998,94.5349,325984.0
2023-09-03,94.5153,95.0065,93.6998,94.5349,325984.0
2023-09-04,94.5153,95.0065,93.6998,94.5349,325984.0
2023-09-05,93.9946,94.0732,91.9019,92.6879,406365.0
2023-09-06,92.8942,93.6998,92.3145,93.3363,384933.0
2023-09-07,93.6212,94.1812,93.0416,93.2086,294525.0
2023-09-08,93.4149,93.7489,92.9973,93.6114,209099.0
2023-09-09,93.4149,93.7489,92.9973,93.6114,209099.0
2023-09-10,93.4149,93.7489,92.9973,93.6114,209099.0
2023-09-11,93.6114,94.6135,93.6114,93.9946,222208.0
2023-09-12,94.1321,94.2304,93.2675,94.1616,202669.0
2023-09-13,94.2598,95.5764,94.14,95.1048,225011.0
2023-09-14,95.7041,96.9322,95.7041,96.8929,254094.0
2023-09-15,96.9126,97.6297,96.4753,96.834,887374.0
2023-09-16,96.9126,97.6297,96.4753,96.834,887374.0
2023-09-17,96.9126,97.6297,96.4753,96.834,887374.0
2023-09-18,97.001,97.394,96.1413,96.7554,314426.0
2023-09-19,96.6571,97.2073,95.9202,95.9595,327724.0
2023-09-20,96.2445,96.6375,95.5764,95.9104,261280.0
2023-09-21,95.4486,95.6058,94.6921,94.702,247765.0
2023-09-22,94.1812,95.3995,93.6507,95.2128,492164.0
2023-09-23,94.1812,95.3995,93.6507,95.2128,492164.0
2023-09-24,94.1812,95.3995,93.6507,95.2128,492164.0
2023-09-25,94.8592,95.9497,94.5939,95.8809,325864.0
2023-09-26,95.763,95.763,93.7539,93.857,398510.0
2023-09-27,93.5328,93.97,92.4717,92.7861,377853.0
2023-09-28,93.1988,93.523,91.892,92.4128,489643.0
2023-09-29,93.2479,93.6998,91.6661,92.0099,392421.0
2023-09-30,93.2479,93.6998,91.6661,92.0099,392421.0
2023-10-01,93.2479,93.6998,91.6661,92.0099,392421.0
2023-10-02,91.6169,91.6169,87.5003,87.9523,572926.0
2023-10-03,87.2449,90.0744,86.5522,89.9762,644323.0
2023-10-04,89.9762,91.784,89.4948,91.7348,483947.0
2023-10-05,91.7348,93.0956,91.1748,92.7468,374588.0
2023-10-06,91.9215,94.0633,90.6148,93.7489,356624.0
2023-10-07,91.9215,94.0633,90.6148,93.7489,356624.0
2023-10-08,91.9215,94.0633,90.6148,93.7489,356624.0
2023-10-09,93.7588,94.9427,93.7588,94.5939,344358.0
2023-10-10,94.8002,95.4585,94.5153,95.1637,280976.0
2023-10-11,95.4683,96.7259,94.9083,96.4213,281391.0
2023-10-12,95.8908,96.2052,94.1515,95.0262,204943.0
2023-10-13,95.7925,96.3231,94.8886,95.1539,214248.0
2023-10-14,95.7925,96.3231,94.8886,95.1539,214248.0
2023-10-15,95.7925,96.3231,94.8886,95.1539,214248.0
2023-10-16,95.5665,95.8318,94.5546,94.7609,355213.0
2023-10-17,94.1518,95.3307,93.6114,94.8002,568760.0
2023-10-18,94.7904,95.0655,93.8177,94.5153,256051.0
2023-10-19,94.024,94.7216,93.5933,93.69,242276.0
2023-10-20,94.1419,94.8297,93.238,93.3265,239807.0
2023-10-21,94.1419,94.8297,93.238,93.3265,239807.0
2023-10-22,94.1419,94.8297,93.238,93.3265,239807.0
2023-10-23,92.3636,93.1496,91.6661,91.8429,262821.0
2023-10-24,92.8254,93.5131,92.177,93.3854,247487.0
2023-10-25,93.0317,94.0093,92.6682,93.8668,209471.0
2023-10-26,93.8668,95.596,93.8668,94.476,281957.0
2023-10-27,94.5251,94.5791,91.6169,92.344,505834.0
2023-10-28,94.5251,94.5791,91.6169,92.344,505834.0
2023-10-29,94.5251,94.5791,91.6169,92.344,505834.0
2023-10-30,92.9531,94.3679,92.0591,92.6486,297420.0
2023-10-31,93.2433,94.0809,92.4503,93.8777,361952.0
2023-11-01,94.0858,96.0584,93.0451,95.6916,241771.0
2023-11-02,96.2467,99.3987,95.5974,98.5265,359056.0
2023-11-03,99.7457,100.5287,97.6096,99.8547,273890.0
2023-11-04,99.7457,100.5287,97.6096,99.8547,273890.0
2023-11-05,99.7457,100.5287,97.6096,99.8547,273890.0
2023-11-06,99.4186,100.1124,97.2379,97.3469,220844.0
2023-11-07,97.119,97.119,95.7114,95.8304,168194.0
2023-11-08,93.1541,94.4922,92.4801,94.185,1722946.0
2023-11-09,94.522,95.087,93.2532,93.8083,556088.0
2023-11-10,94.0065,94.0065,92.827,93.392,449453.0
2023-11-11,94.0065,94.0065,92.827,93.392,449453.0
2023-11-12,94.0065,94.0065,92.827,93.392,449453.0
2023-11-13,93.392,93.6497,92.4107,93.6001,445608.0
2023-11-14,95.6321,97.223,95.0424,97.1388,310678.0
2023-11-15,96.7324,98.0011,96.6233,97.228,272531.0
2023-11-16,97.9516,98.1597,97.1289,98.0309,303170.0
2023-11-17,98.4967,98.4967,96.5242,96.6134,269251.0
2023-11-18,98.4967,98.4967,96.5242,96.6134,269251.0
2023-11-19,98.4967,98.4967,96.5242,96.6134,269251.0
2023-11-20,96.2962,96.2962,95.196,96.0584,213411.0
2023-11-21,96.1277,96.4499,95.2059,96.1773,153241.0
2023-11-22,96.6828,96.6828,95.642,96.1575,183437.0
2023-11-23,96.6828,96.6828,95.642,96.1575,183437.0
2023-11-24,96.0286,96.544,95.6817,96.4053,110073.0
2023-11-25,96.0286,96.544,95.6817,96.4053,110073.0
2023-11-26,96.0286,96.544,95.6817,96.4053,110073.0
2023-11-27,96.7126,96.7126,95.3843,96.5242,376565.0
2023-11-28,96.6134,97.4461,95.7808,95.8998,228934.0
2023-11-29,95.7907,96.2962,94.3138,94.7301,236338.0
2023-11-30,94.9383,95.7412,94.1949,95.652,254451.0
2023-12-01,95.8205,97.6245,95.8155,97.6146,278048.0
2023-12-02,95.8205,97.6245,95.8155,97.6146,278048.0
2023-12-03,95.8205,97.6245,95.8155,97.6146,278048.0
2023-12-04,97.1388,98.4472,97.0545,97.674,280570.0
2023-12-05,97.5848,97.8475,96.7472,97.5253,279494.0
2023-12-06,98.1201,99.6465,97.6493,99.5573,270436.0
2023-12-07,99.4384,100.1124,98.8734,99.5276,276404.0
2023-12-08,99.3294,99.592,97.9218,98.7842,371264.0
2023-12-09,99.3294,99.592,97.9218,98.7842,371264.0
2023-12-10,99.3294,99.592,97.9218,98.7842,371264.0
2023-12-11,98.5364,98.5364,97.8341,98.4967,269156.0
2023-12-12,98.6652,98.6652,97.2082,97.3668,221000.0
2023-12-13,97.3668,100.8063,96.7423,100.6378,251302.0
2023-12-14,100.9748,101.3917,97.6056,98.1003,681526.0
2023-12-15,97.5253,97.902,95.9196,96.4846,659620.0
2023-12-16,97.5253,97.902,95.9196,96.4846,659620.0
2023-12-17,97.5253,97.902,95.9196,96.4846,659620.0
2023-12-18,96.8811,97.228,96.3161,97.1784,339183.0
2023-12-19,97.5551,98.0903,97.2875,97.7137,250648.0
2023-12-20,97.5749,97.7434,95.8502,95.8998,270573.0
2023-12-21,95.8998,97.0,95.6222,96.0881,184700.0
2023-12-22,96.7621,97.6146,96.1575,96.663,206165.0
2023-12-23,96.7621,97.6146,96.1575,96.663,206165.0
2023-12-24,96.7621,97.6146,96.1575,96.663,206165.0
2023-12-25,96.7621,97.6146,96.1575,96.663,206165.0
2023-12-26,96.6035,97.5749,96.6035,97.1388,202034.0
2023-12-27,97.1487,97.1883,96.435,96.663,202242.0
2023-12-28,96.3458,97.7732,96.3458,97.5253,225133.0
2023-12-29,97.0694,97.5253,96.6828,97.456,192488.0
2023-12-30,97.0694,97.5253,96.6828,97.456,192488.0
2023-12-31,97.0694,97.5253,96.6828,97.456,192488.0
2024-01-01,97.0694,97.5253,96.6828,97.456,192488.0
2024-01-02,97.0793,98.7693,97.0793,98.3183,312897.0
2024-01-03,98.6256,98.7247,97.4064,98.1102,320744.0
2024-01-04,98.0606,98.5017,97.4758,97.5551,239992.0
2024-01-05,97.0991,98.8734,96.663,98.0507,358246.0
2024-01-06,97.0991,98.8734,96.663,98.0507,358246.0
2024-01-07,97.0991,98.8734,96.663,98.0507,358246.0
2024-01-08,97.8624,98.016,96.8414,97.5551,313721.0
2024-01-09,97.2181,97.3668,96.435,97.2875,293887.0
2024-01-10,97.2082,97.3172,96.3656,96.4152,236837.0
2024-01-11,95.8799,95.9447,93.4713,94.0264,343165.0
2024-01-12,94.968,95.0077,94.1949,94.8986,247588.0
2024-01-13,94.968,95.0077,94.1949,94.8986,247588.0
2024-01-14,94.968,95.0077,94.1949,94.8986,247588.0
2024-01-15,94.968,95.0077,94.1949,94.8986,247588.0
2024-01-16,94.8986,95.5033,93.3226,93.3325,211502.0
2024-01-17,92.6387,93.6794,91.9002,92.6783,253466.0
2024-01-18,92.3611,92.3611,91.0379,91.3204,219565.0
2024-01-19,91.7367,91.92,90.7752,91.6871,246325.0
2024-01-20,91.7367,91.92,90.7752,91.6871,246325.0
2024-01-21,91.7367,91.92,90.7752,91.6871,246325.0
2024-01-22,91.0825,92.3413,91.0825,92.2422,686461.0
2024-01-23,92.4999,92.6387,91.8259,92.381,517579.0
2024-01-24,93.1145,93.273,90.914,90.9635,491207.0
2024-01-25,91.9845,92.2422,91.0131,92.0142,433827.0
2024-01-26,92.4999,92.4999,91.6276,91.7565,265402.0
2024-01-27,92.4999,92.4999,91.6276,91.7565,265402.0
2024-01-28,92.4999,92.4999,91.6276,91.7565,265402.0
2024-01-29,91.9646,93.6497,91.6871,93.6101,341445.0
2024-01-30,93.6894,93.6894,92.5197,92.6882,243498.0
2024-01-31,93.3424,93.5308,91.583,91.7664,263135.0
2024-02-01,91.4591,93.7191,90.6067,93.62,219488.0
2024-02-02,92.26,93.15,91.38,92.17,150394.0
2024-02-03,92.26,93.15,91.38,92.17,150394.0
2024-02-04,92.26,93.15,91.38,92.17,150394.0
2024-02-05,91.14,91.195,89.76,89.76,166453.0
2024-02-06,89.55,90.11,89.52,89.86,272668.0
2024-02-07,90.09,90.09,89.215,89.52,212827.0
2024-02-08,89.17,89.23,88.08,88.4,434631.0
2024-02-09,88.35,90.04,88.35,89.56,266641.0
2024-02-10,88.35,90.04,88.35,89.56,266641.0
2024-02-11,88.35,90.04,88.35,89.56,266641.0
2024-02-12,89.75,90.57,89.42,89.66,262750.0
2024-02-13,88.61,89.32,86.51,86.94,400344.0
2024-02-14,86.82,87.62,86.43,87.06,548764.0
2024-02-15,87.34,88.99,87.125,88.93,506457.0
2024-02-16,88.78,89.25,87.74,88.67,344529.0
2024-02-17,88.78,89.25,87.74,88.67,344529.0
2024-02-18,88.78,89.25,87.74,88.67,344529.0
2024-02-19,88.78,89.25,87.74,88.67,344529.0
2024-02-20,88.59,89.84,88.09,88.99,577402.0
2024-02-21,89.52,90.75,88.8201,90.73,418679.0
2024-02-22,90.13,90.155,88.905,89.4,466829.0
2024-02-23,89.74,90.105,89.11,89.75,328651.0
2024-02-24,89.74,90.105,89.11,89.75,328651.0
2024-02-25,89.74,90.105,89.11,89.75,328651.0
2024-02-26,89.34,89.5078,87.98,88.56,552889.0
2024-02-27,89.0,89.4,88.595,89.31,244629.0
2024-02-28,88.96,89.57,88.45,88.46,257493.0
2024-02-29,89.05,89.21,87.74,88.11,453411.0
2024-03-01,88.13,88.13,86.47,87.05,606353.0
2024-03-02,88.13,88.13,86.47,87.05,606353.0
2024-03-03,88.13,88.13,86.47,87.05,606353.0
2024-03-04,86.64,88.66,86.64,88.58,406431.0
2024-03-05,88.81,89.28,86.9401,87.41,382057.0
2024-03-06,88.08,88.84,87.51,88.3,655020.0
2024-03-07,89.2,89.38,88.68,88.95,471954.0
2024-03-08,89.14,89.9,88.67,89.35,268623.0
2024-03-09,89.14,89.9,88.67,89.35,268623.0
2024-03-10,89.14,89.9,88.67,89.35,268623.0
2024-03-11,89.49,91.24,89.49,91.17,351188.0
2024-03-12,90.61,91.34,90.34,91.26,688535.0
2024-03-13,91.2,91.93,90.34,90.57,641868.0
2024-03-14,90.04,90.355,89.14,89.92,500033.0
2024-03-15,89.67,91.2,89.67,90.8,978058.0
2024-03-16,89.67,91.2,89.67,90.8,978058.0
2024-03-17,89.67,91.2,89.67,90.8,978058.0
2024-03-18,90.8,91.53,90.56,91.0,588274.0
2024-03-19,91.24,91.95,90.295,90.5,496632.0
2024-03-20,90.35,91.28,89.67,90.37,457423.0
2024-03-21,90.82,90.985,89.79,89.84,209654.0
2024-03-22,90.6,90.6,89.76,89.92,298018.0
2024-03-23,90.6,90.6,89.76,89.92,298018.0
2024-03-24,90.6,90.6,89.76,89.92,298018.0
2024-03-25,90.27,90.73,89.7901,90.71,381234.0
2024-03-26,90.71,90.735,90.08,90.48,320813.0
2024-03-27,91.08,92.46,91.08,92.44,684138.0
2024-03-28,92.5,93.195,92.115,92.89,258364.0
2024-03-29,92.5,93.195,92.115,92.89,258364.0
2024-03-30,92.5,93.195,92.115,92.89,258364.0
2024-03-31,92.5,93.195,92.115,92.89,258364.0
2024-04-01,92.71,92.89,91.67,92.09,473125.0
2024-04-02,92.02,92.935,92.02,92.38,272954.0
2024-04-03,92.27,92.27,91.321,91.44,561622.0
2024-04-04,92.15,92.15,91.14,91.98,338989.0
2024-04-05,91.48,91.635,90.44,91.27,291659.0
2024-04-06,91.48,91.635,90.44,91.27,291659.0
2024-04-07,91.48,91.635,90.44,91.27,291659.0
2024-04-08,91.54,93.19,91.3201,93.19,442833.0
