,ELV US Equity,ELV US Equity,ELV US Equity,ELV US Equity,ELV US Equity
2022-12-28,508.703,513.565,503.32,504.53,576877.0
2022-12-29,507.384,507.384,503.163,504.727,301746.0
2022-12-30,504.796,505.889,500.374,504.816,468241.0
2022-12-31,504.796,505.889,500.374,504.816,468241.0
2023-01-01,504.796,505.889,500.374,504.816,468241.0
2023-01-02,504.796,505.889,500.374,504.816,468241.0
2023-01-03,500.594,503.832,485.685,494.217,1075617.0
2023-01-04,494.345,496.973,476.011,477.723,1632492.0
2023-01-05,477.281,477.281,463.543,465.481,1845502.0
2023-01-06,467.184,470.333,457.254,467.922,2329434.0
2023-01-07,467.184,470.333,457.254,467.922,2329434.0
2023-01-08,467.184,470.333,457.254,467.922,2329434.0
2023-01-09,469.378,475.116,462.224,463.228,1254681.0
2023-01-10,464.723,466.426,460.536,463.198,855297.0
2023-01-11,463.188,475.834,463.188,472.901,1240233.0
2023-01-12,470.51,476.218,467.026,469.496,1386602.0
2023-01-13,465.649,481.837,463.956,475.322,1007919.0
2023-01-14,465.649,481.837,463.956,475.322,1007919.0
2023-01-15,465.649,481.837,463.956,475.322,1007919.0
2023-01-16,465.649,481.837,463.956,475.322,1007919.0
2023-01-17,476.552,480.243,471.74,473.315,967802.0
2023-01-18,474.318,478.587,463.606,464.212,1003603.0
2023-01-19,467.804,474.338,466.082,472.586,941039.0
2023-01-20,472.96,474.338,465.171,471.868,987615.0
2023-01-21,472.96,474.338,465.171,471.868,987615.0
2023-01-22,472.96,474.338,465.171,471.868,987615.0
2023-01-23,473.246,476.552,469.093,470.343,926235.0
2023-01-24,472.272,474.338,467.203,470.913,1269728.0
2023-01-25,475.322,491.934,472.813,487.712,2059549.0
2023-01-26,491.924,496.756,482.29,494.207,1267934.0
2023-01-27,495.181,496.471,481.355,484.701,1145335.0
2023-01-28,495.181,496.471,481.355,484.701,1145335.0
2023-01-29,495.181,496.471,481.355,484.701,1145335.0
2023-01-30,483.992,488.785,480.853,481.306,818109.0
2023-01-31,484.179,500.692,482.703,492.042,1293885.0
2023-02-01,491.078,495.698,485.483,490.842,1242550.0
2023-02-02,484.012,485.828,465.432,472.773,1704755.0
2023-02-03,473.541,479.495,468.867,470.116,1171978.0
2023-02-04,473.541,479.495,468.867,470.116,1171978.0
2023-02-05,473.541,479.495,468.867,470.116,1171978.0
2023-02-06,472.862,476.533,470.116,471.061,977723.0
2023-02-07,468.04,470.431,462.804,470.274,1007775.0
2023-02-08,468.857,477.487,467.459,475.854,1010643.0
2023-02-09,477.094,480.489,474.707,477.881,948054.0
2023-02-10,480.617,485.872,480.327,482.979,656588.0
2023-02-11,480.617,485.872,480.327,482.979,656588.0
2023-02-12,480.617,485.872,480.327,482.979,656588.0
2023-02-13,482.88,493.804,482.88,487.338,880839.0
2023-02-14,489.464,492.052,482.401,483.667,670301.0
2023-02-15,478.048,483.215,477.399,479.387,769407.0
2023-02-16,479.209,484.184,478.203,479.249,640084.0
2023-02-17,479.003,487.604,477.3,487.171,798725.0
2023-02-18,479.003,487.604,477.3,487.171,798725.0
2023-02-19,479.003,487.604,477.3,487.171,798725.0
2023-02-20,479.003,487.604,477.3,487.171,798725.0
2023-02-21,486.246,489.36,470.205,471.209,1422118.0
2023-02-22,473.502,478.058,470.608,476.129,782960.0
2023-02-23,476.887,484.268,475.175,478.393,766502.0
2023-02-24,477.714,477.989,468.537,470.431,1145354.0
2023-02-25,477.714,477.989,468.537,470.431,1145354.0
2023-02-26,477.714,477.989,468.537,470.431,1145354.0
2023-02-27,474.328,475.283,467.312,468.729,947526.0
2023-02-28,467.863,468.217,459.38,462.204,1533921.0
2023-03-01,456.92,462.932,455.64,461.574,807703.0
2023-03-02,461.161,464.133,457.766,461.328,1008581.0
2023-03-03,463.72,463.72,457.746,462.765,1236000.0
2023-03-04,463.72,463.72,457.746,462.765,1236000.0
2023-03-05,463.72,463.72,457.746,462.765,1236000.0
2023-03-06,463.966,466.219,461.791,465.324,1517258.0
2023-03-07,467.932,469.418,456.368,459.37,1221911.0
2023-03-08,456.821,460.511,455.64,459.252,1346418.0
2023-03-09,463.141,464.193,452.351,454.088,1061522.0
2023-03-10,452.726,458.596,447.415,448.757,1282938.0
2023-03-11,452.726,458.596,447.415,448.757,1282938.0
2023-03-12,452.726,458.596,447.415,448.757,1282938.0
2023-03-13,447.958,460.338,447.938,453.091,944580.0
2023-03-14,454.493,457.287,448.007,452.726,1610831.0
2023-03-15,445.677,453.694,445.193,450.653,1136493.0
2023-03-16,448.876,463.487,447.652,462.519,1230364.0
2023-03-17,462.46,462.885,454.977,457.257,1743145.0
2023-03-18,462.46,462.885,454.977,457.257,1743145.0
2023-03-19,462.46,462.885,454.977,457.257,1743145.0
2023-03-20,457.406,464.834,457.406,461.029,927937.0
2023-03-21,461.957,465.106,460.308,463.704,847172.0
2023-03-22,465.925,468.828,459.271,459.449,717342.0
2023-03-23,460.713,464.405,437.483,440.603,1900375.0
2023-03-24,439.931,451.038,434.689,450.86,1668234.0
2023-03-25,439.931,451.038,434.689,450.86,1668234.0
2023-03-26,439.931,451.038,434.689,450.86,1668234.0
2023-03-27,461.858,464.336,456.349,458.047,1104264.0
2023-03-28,461.907,463.566,451.601,452.677,865108.0
2023-03-29,453.95,454.177,447.602,450.347,804997.0
2023-03-30,451.897,455.036,443.861,453.062,1034343.0
2023-03-31,455.441,455.915,451.586,453.94,1084012.0
2023-04-01,455.441,455.915,451.586,453.94,1084012.0
2023-04-02,455.441,455.915,451.586,453.94,1084012.0
2023-04-03,461.522,472.708,458.61,470.407,1224363.0
2023-04-04,468.936,470.259,466.621,469.361,846796.0
2023-04-05,472.658,481.237,467.85,478.503,1428497.0
2023-04-06,480.556,482.284,474.583,477.367,815898.0
2023-04-07,480.556,482.284,474.583,477.367,815898.0
2023-04-08,480.556,482.284,474.583,477.367,815898.0
2023-04-09,480.556,482.284,474.583,477.367,815898.0
2023-04-10,475.126,478.829,473.379,478.74,826827.0
2023-04-11,481.356,484.52,479.174,483.429,1121533.0
2023-04-12,481.938,489.876,480.857,486.697,1152558.0
2023-04-13,488.75,492.033,484.614,489.866,932577.0
2023-04-14,489.204,491.208,476.351,478.276,941401.0
2023-04-15,489.204,491.208,476.351,478.276,941401.0
2023-04-16,489.204,491.208,476.351,478.276,941401.0
2023-04-17,477.279,478.424,473.073,478.088,881537.0
2023-04-18,476.834,478.601,473.379,476.913,943921.0
2023-04-19,461.868,463.408,447.558,451.492,2960180.0
2023-04-20,451.433,451.433,444.497,449.123,1952869.0
2023-04-21,449.182,449.715,437.987,444.986,1456318.0
2023-04-22,449.182,449.715,437.987,444.986,1456318.0
2023-04-23,449.182,449.715,437.987,444.986,1456318.0
2023-04-24,446.033,459.242,444.349,457.011,1535563.0
2023-04-25,459.163,464.064,454.681,454.987,1125887.0
2023-04-26,450.179,452.509,442.094,446.605,1156321.0
2023-04-27,451.828,460.357,451.828,459.459,1122469.0
2023-04-28,459.025,466.271,458.62,462.667,1083342.0
2023-04-29,459.025,466.271,458.62,462.667,1083342.0
2023-04-30,459.025,466.271,458.62,462.667,1083342.0
2023-05-01,462.835,471.079,462.598,466.251,785020.0
2023-05-02,465.382,468.62,454.957,460.367,809919.0
2023-05-03,461.078,461.888,450.643,452.331,937956.0
2023-05-04,452.153,453.654,446.418,450.86,695621.0
2023-05-05,456.468,463.383,452.993,458.541,800259.0
2023-05-06,456.468,463.383,452.993,458.541,800259.0
2023-05-07,456.468,463.383,452.993,458.541,800259.0
2023-05-08,457.702,459.804,453.348,459.252,648005.0
2023-05-09,459.716,463.359,454.256,454.602,601908.0
2023-05-10,453.684,456.774,450.979,453.486,779084.0
2023-05-11,452.963,453.16,448.703,450.949,823638.0
2023-05-12,451.788,453.684,448.491,451.62,600505.0
2023-05-13,451.788,453.684,448.491,451.62,600505.0
2023-05-14,451.788,453.684,448.491,451.62,600505.0
2023-05-15,452.104,452.104,443.564,446.773,936767.0
2023-05-16,448.017,448.471,439.467,440.188,767708.0
2023-05-17,441.244,454.898,440.494,453.871,1175614.0
2023-05-18,451.067,451.492,443.535,449.202,954367.0
2023-05-19,450.011,455.885,448.55,451.986,890953.0
2023-05-20,450.011,455.885,448.55,451.986,890953.0
2023-05-21,450.011,455.885,448.55,451.986,890953.0
2023-05-22,452.835,455.392,449.083,451.206,709925.0
2023-05-23,448.234,454.256,444.285,451.67,1012923.0
2023-05-24,453.545,454.918,450.495,450.761,763132.0
2023-05-25,446.882,448.599,440.405,444.335,979687.0
2023-05-26,443.377,448.402,439.764,440.198,1201469.0
2023-05-27,443.377,448.402,439.764,440.198,1201469.0
2023-05-28,443.377,448.402,439.764,440.198,1201469.0
2023-05-29,443.377,448.402,439.764,440.198,1201469.0
2023-05-30,437.098,438.253,432.962,436.091,1635533.0
2023-05-31,435.282,444.512,433.179,442.103,2453053.0
2023-06-01,444.058,461.552,442.33,458.501,1629970.0
2023-06-02,461.769,467.268,456.418,465.007,1618169.0
2023-06-03,461.769,467.268,456.418,465.007,1618169.0
2023-06-04,461.769,467.268,456.418,465.007,1618169.0
2023-06-05,466.35,475.936,465.066,474.297,1580655.0
2023-06-06,474.248,474.455,454.681,458.669,1359851.0
2023-06-07,457.662,459.755,453.674,454.256,1497445.0
2023-06-08,453.424,463.209,453.424,461.793,977408.0
2023-06-09,462.793,472.678,459.931,465.666,740651.0
2023-06-10,462.793,472.678,459.931,465.666,740651.0
2023-06-11,462.793,472.678,459.931,465.666,740651.0
2023-06-12,465.666,470.786,461.615,468.35,829431.0
2023-06-13,467.419,471.271,462.16,464.14,1566557.0
2023-06-14,435.775,440.4,424.761,432.15,3353657.0
2023-06-15,435.418,452.008,433.675,447.402,1753378.0
2023-06-16,448.7,449.651,436.082,438.964,2487240.0
2023-06-17,448.7,449.651,436.082,438.964,2487240.0
2023-06-18,448.7,449.651,436.082,438.964,2487240.0
2023-06-19,448.7,449.651,436.082,438.964,2487240.0
2023-06-20,433.606,436.453,427.574,433.735,2582314.0
2023-06-21,433.725,447.036,433.239,440.766,1384120.0
2023-06-22,442.599,446.922,439.746,445.56,1146762.0
2023-06-23,444.074,449.225,442.965,446.085,1906511.0
2023-06-24,444.074,449.225,442.965,446.085,1906511.0
2023-06-25,444.074,449.225,442.965,446.085,1906511.0
2023-06-26,445.649,447.759,441.529,444.471,667348.0
2023-06-27,443.005,444.238,437.181,440.261,1372662.0
2023-06-28,436.468,438.399,432.1,432.922,1369724.0
2023-06-29,432.893,436.636,431.407,435.884,1380480.0
2023-06-30,434.17,442.361,431.833,440.034,1472810.0
2023-07-01,434.17,442.361,431.833,440.034,1472810.0
2023-07-02,434.17,442.361,431.833,440.034,1472810.0
2023-07-03,438.3,443.064,434.973,440.222,754219.0
2023-07-04,438.3,443.064,434.973,440.222,754219.0
2023-07-05,439.588,442.777,436.726,438.786,1659445.0
2023-07-06,437.974,438.568,433.18,435.091,1427865.0
2023-07-07,431.427,437.27,424.623,425.286,1497340.0
2023-07-08,431.427,437.27,424.623,425.286,1497340.0
2023-07-09,431.427,437.27,424.623,425.286,1497340.0
2023-07-10,425.841,431.278,425.197,428.277,1349896.0
2023-07-11,427.653,432.962,426.138,430.753,1206401.0
2023-07-12,422.909,424.811,408.053,410.163,3284379.0
2023-07-13,412.272,417.195,410.816,413.629,1904749.0
2023-07-14,431.021,439.355,430.833,434.527,2512881.0
2023-07-15,431.021,439.355,430.833,434.527,2512881.0
2023-07-16,431.021,439.355,430.833,434.527,2512881.0
2023-07-17,431.298,434.388,430.486,432.982,1351327.0
2023-07-18,437.033,445.669,434.002,439.439,1897587.0
2023-07-19,469.459,476.347,458.436,458.772,2649425.0
2023-07-20,464.705,473.698,462.598,471.202,1942929.0
2023-07-21,473.708,475.471,470.35,471.37,2300647.0
2023-07-22,473.708,475.471,470.35,471.37,2300647.0
2023-07-23,473.708,475.471,470.35,471.37,2300647.0
2023-07-24,467.448,470.756,464.918,466.646,1372172.0
2023-07-25,468.409,473.906,467.686,471.291,990289.0
2023-07-26,471.41,475.392,462.873,465.091,1291994.0
2023-07-27,466.428,470.331,464.537,466.181,900239.0
2023-07-28,465.596,468.934,458.802,462.566,947088.0
2023-07-29,465.596,468.934,458.802,462.566,947088.0
2023-07-30,465.596,468.934,458.802,462.566,947088.0
2023-07-31,462.635,468.429,460.793,467.112,857539.0
2023-08-01,468.053,469.751,461.773,463.497,835917.0
2023-08-02,470.182,473.009,465.775,467.201,963678.0
2023-08-03,464.794,466.27,459.442,463.526,1309713.0
2023-08-04,465.903,466.943,457.544,458.743,663638.0
2023-08-05,465.903,466.943,457.544,458.743,663638.0
2023-08-06,465.903,466.943,457.544,458.743,663638.0
2023-08-07,460.783,467.478,460.174,466.309,621151.0
2023-08-08,460.535,462.526,452.117,458.238,938903.0
2023-08-09,458.386,460.466,454.741,455.92,711000.0
2023-08-10,457.495,465.943,456.841,461.645,665277.0
2023-08-11,464.14,470.905,462.536,469.518,1030772.0
2023-08-12,464.14,470.905,462.536,469.518,1030772.0
2023-08-13,464.14,470.905,462.536,469.518,1030772.0
2023-08-14,467.627,471.975,464.794,466.884,864206.0
2023-08-15,465.21,467.137,461.996,463.338,647958.0
2023-08-16,464.14,466.795,460.515,460.694,682501.0
2023-08-17,455.118,460.545,453.157,454.979,1065467.0
2023-08-18,454.454,460.407,454.454,458.346,619027.0
2023-08-19,454.454,460.407,454.454,458.346,619027.0
2023-08-20,454.454,460.407,454.454,458.346,619027.0
2023-08-21,457.415,462.546,456.405,461.803,729322.0
2023-08-22,459.178,462.982,458.247,458.861,734203.0
2023-08-23,459.069,460.648,452.744,455.435,671085.0
2023-08-24,455.296,458.733,450.463,451.631,827921.0
2023-08-25,453.781,454.088,444.788,448.185,935628.0
2023-08-26,453.781,454.088,444.788,448.185,935628.0
2023-08-27,453.781,454.088,444.788,448.185,935628.0
2023-08-28,448.868,451.552,448.031,450.057,628546.0
2023-08-29,450.641,453.602,448.432,453.424,698365.0
2023-08-30,454.929,458.787,453.256,455.167,875696.0
2023-08-31,456.514,456.514,436.983,437.775,2054914.0
2023-09-01,441.559,443.748,435.329,438.142,1319650.0
2023-09-02,441.559,443.748,435.329,438.142,1319650.0
2023-09-03,441.559,443.748,435.329,438.142,1319650.0
2023-09-04,441.559,443.748,435.329,438.142,1319650.0
2023-09-05,440.261,446.854,440.014,445.837,1053768.0
2023-09-06,445.837,449.264,441.034,441.727,1149885.0
2023-09-07,444.529,450.067,442.477,447.501,980822.0
2023-09-08,446.517,447.928,444.127,445.93,993412.0
2023-09-09,446.517,447.928,444.127,445.93,993412.0
2023-09-10,446.517,447.928,444.127,445.93,993412.0
2023-09-11,446.964,450.76,444.221,446.437,766580.0
2023-09-12,443.198,445.364,432.843,442.502,1217163.0
2023-09-13,443.198,444.201,437.732,440.405,1372007.0
2023-09-14,443.814,444.847,437.027,441.568,878559.0
2023-09-15,440.018,445.742,438.07,439.143,1581569.0
2023-09-16,440.018,445.742,438.07,439.143,1581569.0
2023-09-17,440.018,445.742,438.07,439.143,1581569.0
2023-09-18,442.582,442.582,436.749,439.938,786564.0
2023-09-19,438.229,440.127,431.005,436.023,1235151.0
2023-09-20,438.676,444.688,432.028,443.029,1085768.0
2023-09-21,443.883,453.045,441.816,447.997,1340478.0
2023-09-22,445.414,448.733,443.352,444.291,820709.0
2023-09-23,445.414,448.733,443.352,444.291,820709.0
2023-09-24,445.414,448.733,443.352,444.291,820709.0
2023-09-25,445.036,451.456,444.41,451.187,706255.0
2023-09-26,448.206,450.154,440.624,445.344,886039.0
2023-09-27,445.255,446.119,441.079,441.966,1001558.0
2023-09-28,444.589,448.564,442.572,444.47,1045284.0
2023-09-29,442.76,443.069,432.396,432.684,1374540.0
2023-09-30,442.76,443.069,432.396,432.684,1374540.0
2023-10-01,442.76,443.069,432.396,432.684,1374540.0
2023-10-02,433.28,437.991,428.67,437.424,1174839.0
2023-10-03,435.695,436.505,428.839,430.786,887450.0
2023-10-04,430.776,435.427,430.269,435.198,747646.0
2023-10-05,433.837,442.174,432.575,441.081,1088261.0
2023-10-06,441.33,450.313,439.511,447.133,1112699.0
2023-10-07,441.33,450.313,439.511,447.133,1112699.0
2023-10-08,441.33,450.313,439.511,447.133,1112699.0
2023-10-09,445.632,450.641,443.287,450.164,712166.0
2023-10-10,452.737,456.444,450.273,452.27,898655.0
2023-10-11,448.872,451.068,446.348,450.72,921976.0
2023-10-12,451.287,453.483,447.272,450.68,852328.0
2023-10-13,455.709,463.723,447.838,451.257,1665762.0
2023-10-14,455.709,463.723,447.838,451.257,1665762.0
2023-10-15,455.709,463.723,447.838,451.257,1665762.0
2023-10-16,433.261,466.838,433.251,459.713,2759099.0
2023-10-17,460.19,468.756,458.421,462.764,1453588.0
2023-10-18,477.948,479.468,460.419,466.361,2076932.0
2023-10-19,465.447,470.257,457.736,460.369,1238055.0
2023-10-20,460.836,461.214,450.69,450.929,1159623.0
2023-10-21,460.836,461.214,450.69,450.929,1159623.0
2023-10-22,460.836,461.214,450.69,450.929,1159623.0
2023-10-23,450.253,451.893,441.459,448.931,1644188.0
2023-10-24,449.2,458.282,449.16,449.746,1180263.0
2023-10-25,450.134,452.4,444.882,447.242,640191.0
2023-10-26,443.993,450.919,443.993,446.964,676225.0
2023-10-27,445.135,447.004,436.535,438.686,880079.0
2023-10-28,445.135,447.004,436.535,438.686,880079.0
2023-10-29,445.135,447.004,436.535,438.686,880079.0
2023-10-30,440.366,446.328,438.16,445.205,1114523.0
2023-10-31,447.173,449.438,445.473,447.262,1253707.0
2023-11-01,445.702,447.858,440.273,443.854,1556752.0
2023-11-02,443.406,449.081,434.672,448.673,1183877.0
2023-11-03,449.23,450.203,443.625,447.033,673083.0
2023-11-04,449.23,450.203,443.625,447.033,673083.0
2023-11-05,449.23,450.203,443.625,447.033,673083.0
2023-11-06,448.127,453.354,447.411,451.664,723033.0
2023-11-07,453.632,458.213,451.833,454.367,1202429.0
2023-11-08,456.275,456.851,447.222,450.343,973757.0
2023-11-09,452.012,453.279,447.669,450.213,793173.0
2023-11-10,451.485,456.583,448.335,455.371,762195.0
2023-11-11,451.485,456.583,448.335,455.371,762195.0
2023-11-12,451.485,456.583,448.335,455.371,762195.0
2023-11-13,455.729,460.061,452.946,458.491,581887.0
2023-11-14,456.991,462.118,453.503,458.849,687262.0
2023-11-15,458.014,459.331,449.836,453.85,1315962.0
2023-11-16,454.943,462.267,453.155,460.697,1082395.0
2023-11-17,462.227,462.615,454.516,460.041,983408.0
2023-11-18,462.227,462.615,454.516,460.041,983408.0
2023-11-19,462.227,462.615,454.516,460.041,983408.0
2023-11-20,456.991,464.533,456.991,462.446,799620.0
2023-11-21,464.086,468.369,461.591,467.643,868342.0
2023-11-22,469.66,478.037,469.66,476.954,979823.0
2023-11-23,469.66,478.037,469.66,476.954,979823.0
2023-11-24,476.716,479.17,474.997,475.722,309997.0
2023-11-25,476.716,479.17,474.997,475.722,309997.0
2023-11-26,476.716,479.17,474.997,475.722,309997.0
2023-11-27,475.941,478.803,472.875,474.41,1048150.0
2023-11-28,474.321,477.193,472.304,472.502,767739.0
2023-11-29,466.659,469.719,459.833,462.436,1687845.0
2023-11-30,464.722,477.451,462.168,476.477,2083833.0
2023-12-01,475.414,482.171,475.414,480.085,1361515.0
2023-12-02,475.414,482.171,475.414,480.085,1361515.0
2023-12-03,475.414,482.171,475.414,480.085,1361515.0
2023-12-04,480.234,482.589,474.574,480.065,877778.0
2023-12-05,479.606,483.534,476.297,480.493,1037838.0
2023-12-06,480.503,481.69,475.34,476.756,596949.0
2023-12-07,478.031,478.031,473.147,475.42,803836.0
2023-12-08,478.57,478.57,470.865,476.427,1099158.0
2023-12-09,478.57,478.57,470.865,476.427,1099158.0
2023-12-10,478.57,478.57,470.865,476.427,1099158.0
2023-12-11,476.815,478.958,466.997,474.563,1423107.0
2023-12-12,477.712,484.64,473.815,481.969,1178672.0
2023-12-13,481.052,487.421,475.33,486.484,822977.0
2023-12-14,482.457,484.418,473.207,478.32,1107704.0
2023-12-15,472.938,474.518,461.425,466.947,3222466.0
2023-12-16,472.938,474.518,461.425,466.947,3222466.0
2023-12-17,472.938,474.518,461.425,466.947,3222466.0
2023-12-18,467.506,469.843,465.113,467.854,926588.0
2023-12-19,466.688,467.614,460.698,464.276,1790623.0
2023-12-20,463.817,464.794,457.568,457.747,1386331.0
2023-12-21,459.691,463.663,458.794,462.591,1525076.0
2023-12-22,463.957,466.389,462.003,465.083,613383.0
2023-12-23,463.957,466.389,462.003,465.083,613383.0
2023-12-24,463.957,466.389,462.003,465.083,613383.0
2023-12-25,463.957,466.389,462.003,465.083,613383.0
2023-12-26,464.495,467.167,464.117,465.004,396170.0
2023-12-27,465.163,466.15,463.19,464.306,488663.0
2023-12-28,465.263,469.2,465.263,467.157,489689.0
2023-12-29,468.403,470.605,466.02,470.037,606151.0
2023-12-30,468.403,470.605,466.02,470.037,606151.0
2023-12-31,468.403,470.605,466.02,470.037,606151.0
2024-01-01,468.403,470.605,466.02,470.037,606151.0
2024-01-02,470.227,479.108,469.639,477.284,1358955.0
2024-01-03,480.693,486.414,477.543,478.938,1205447.0
2024-01-04,483.683,487.152,481.418,483.274,1037564.0
2024-01-05,482.497,484.899,476.018,478.48,1044199.0
2024-01-06,482.497,484.899,476.018,478.48,1044199.0
2024-01-07,482.497,484.899,476.018,478.48,1044199.0
2024-01-08,480.075,483.13,467.167,478.5,815768.0
2024-01-09,478.5,482.397,476.377,481.68,688132.0
2024-01-10,481.012,482.253,477.433,478.689,574116.0
2024-01-11,477.703,481.062,474.941,480.753,749572.0
2024-01-12,468.502,475.769,468.168,473.586,1218826.0
2024-01-13,468.502,475.769,468.168,473.586,1218826.0
2024-01-14,468.502,475.769,468.168,473.586,1218826.0
2024-01-15,468.502,475.769,468.168,473.586,1218826.0
2024-01-16,477.035,477.035,470.102,471.762,775550.0
2024-01-17,474.433,481.854,473.735,474.583,1111152.0
2024-01-18,453.212,468.821,447.57,467.815,2246116.0
2024-01-19,469.25,469.25,462.023,463.11,2008796.0
2024-01-20,469.25,469.25,462.023,463.11,2008796.0
2024-01-21,469.25,469.25,462.023,463.11,2008796.0
2024-01-22,464.705,473.068,463.339,470.316,1727089.0
2024-01-23,468.732,475.654,468.732,470.635,1581396.0
2024-01-24,487.919,495.385,471.582,472.141,2379081.0
2024-01-25,470.287,479.138,459.985,478.759,2233558.0
2024-01-26,479.387,484.122,478.221,482.238,1272379.0
2024-01-27,479.387,484.122,478.221,482.238,1272379.0
2024-01-28,479.387,484.122,478.221,482.238,1272379.0
2024-01-29,482.228,485.717,479.377,484.959,1255993.0
2024-01-30,488.169,491.239,485.118,490.76,1016350.0
2024-01-31,493.023,495.694,490.977,491.847,1018551.0
2024-02-01,489.205,495.388,486.823,493.83,997331.0
2024-02-02,494.378,495.923,488.996,493.521,1005198.0
2024-02-03,494.378,495.923,488.996,493.521,1005198.0
2024-02-04,494.378,495.923,488.996,493.521,1005198.0
2024-02-05,494.239,496.621,487.005,488.747,916856.0
2024-02-06,488.747,494.189,484.899,492.235,773611.0
2024-02-07,496.023,500.514,494.299,496.183,852631.0
2024-02-08,498.734,502.452,498.376,500.529,913315.0
2024-02-09,499.332,505.183,498.565,504.446,800923.0
2024-02-10,499.332,505.183,498.565,504.446,800923.0
2024-02-11,499.332,505.183,498.565,504.446,800923.0
2024-02-12,504.237,505.343,502.098,503.609,703148.0
2024-02-13,502.931,511.573,501.884,503.678,1064800.0
2024-02-14,503.798,505.632,500.678,504.476,649264.0
2024-02-15,505.552,509.554,504.639,507.187,690632.0
2024-02-16,508.941,512.684,504.486,510.975,620076.0
2024-02-17,508.941,512.684,504.486,510.975,620076.0
2024-02-18,508.941,512.684,504.486,510.975,620076.0
2024-02-19,508.941,512.684,504.486,510.975,620076.0
2024-02-20,510.975,513.686,506.649,507.267,611229.0
2024-02-21,509.19,509.873,504.421,507.735,647623.0
2024-02-22,512.809,512.809,504.695,510.516,815902.0
2024-02-23,510.117,512.58,506.773,512.43,598130.0
2024-02-24,510.117,512.58,506.773,512.43,598130.0
2024-02-25,510.117,512.58,506.773,512.43,598130.0
2024-02-26,513.576,514.942,504.565,504.914,830998.0
2024-02-27,503.997,507.556,501.555,505.772,930306.0
2024-02-28,501.575,506.21,497.972,501.485,1083204.0
2024-02-29,501.386,503.349,497.04,499.631,1645982.0
2024-03-01,498.007,498.859,490.471,497.498,1443932.0
2024-03-02,498.007,498.859,490.471,497.498,1443932.0
2024-03-03,498.007,498.859,490.471,497.498,1443932.0
2024-03-04,498.565,510.815,497.259,502.731,1029808.0
2024-03-05,501.725,501.844,495.1,496.741,829017.0
2024-03-06,498.984,504.675,498.675,503.14,1104346.0
2024-03-07,506.09,508.02,501.25,501.58,1120167.0
2024-03-08,500.3,509.235,499.62,502.97,1055772.0
2024-03-09,500.3,509.235,499.62,502.97,1055772.0
2024-03-10,500.3,509.235,499.62,502.97,1055772.0
2024-03-11,502.19,508.69,499.85,506.79,940678.0
2024-03-12,506.04,507.83,503.43,505.57,689589.0
2024-03-13,508.39,512.76,506.49,509.49,924621.0
2024-03-14,508.75,510.99,505.31,510.57,1062865.0
2024-03-15,500.36,513.5,500.36,513.08,1444877.0
2024-03-16,500.36,513.5,500.36,513.08,1444877.0
2024-03-17,500.36,513.5,500.36,513.08,1444877.0
2024-03-18,511.95,513.105,508.3,511.3,724224.0
2024-03-19,513.81,516.0,511.31,515.83,659576.0
2024-03-20,513.74,516.435,511.25,514.3,577757.0
2024-03-21,513.33,515.85,512.265,514.67,649781.0
2024-03-22,517.47,519.37,513.63,513.85,608550.0
2024-03-23,517.47,519.37,513.63,513.85,608550.0
2024-03-24,517.47,519.37,513.63,513.85,608550.0
2024-03-25,514.61,515.83,509.816,510.36,572163.0
2024-03-26,511.5,518.15,510.645,517.24,983117.0
2024-03-27,520.0,521.18,517.405,519.96,685889.0
2024-03-28,519.96,521.18,517.96,518.54,875607.0
2024-03-29,519.96,521.18,517.96,518.54,875607.0
2024-03-30,519.96,521.18,517.96,518.54,875607.0
2024-03-31,519.96,521.18,517.96,518.54,875607.0
2024-04-01,516.45,518.0,514.64,516.0,647855.0
2024-04-02,503.94,506.933,493.64,499.22,1811559.0
2024-04-03,499.09,506.34,498.97,506.0,1085200.0
2024-04-04,507.28,508.14,496.76,498.6,1041964.0
2024-04-05,498.65,508.33,497.41,507.35,1005881.0
2024-04-06,498.65,508.33,497.41,507.35,1005881.0
2024-04-07,498.65,508.33,497.41,507.35,1005881.0
2024-04-08,505.16,510.48,504.09,510.0,983587.0
2024-04-09,509.79,514.5,507.0,514.4,940629.0
2024-04-10,512.42,513.97,505.78,507.74,851261.0
2024-04-11,508.77,508.77,499.51,501.96,880265.0
2024-04-12,500.37,501.31,494.31,497.49,1188685.0
2024-04-13,500.37,501.31,494.31,497.49,1188685.0
2024-04-14,500.37,501.31,494.31,497.49,1188685.0
2024-04-15,505.38,505.9,498.49,500.09,1031789.0
2024-04-16,512.43,514.01,503.66,506.97,1127280.0
2024-04-17,509.02,513.64,506.49,508.97,1401591.0
2024-04-18,520.58,539.11,520.58,525.19,2595100.0
2024-04-19,532.69,536.05,525.9,531.42,1791509.0
2024-04-20,532.69,536.05,525.9,531.42,1791509.0
2024-04-21,532.69,536.05,525.9,531.42,1791509.0
2024-04-22,530.11,536.91,527.45,532.22,1525124.0
2024-04-23,534.55,538.65,530.192,532.92,811682.0
2024-04-24,532.0,534.95,527.05,533.73,916012.0
2024-04-25,534.96,542.07,534.96,539.68,1066975.0
2024-04-26,536.42,540.0,529.98,537.26,700726.0
2024-04-27,536.42,540.0,529.98,537.26,700726.0
2024-04-28,536.42,540.0,529.98,537.26,700726.0
2024-04-29,539.08,540.64,532.75,533.98,644157.0
