,CHCO US Equity,CHCO US Equity,CHCO US Equity,CHCO US Equity,CHCO US Equity
2023-08-15,91.9407,91.9407,89.9347,90.1206,51182.0
2023-08-16,90.2478,90.6784,89.6314,90.1891,38540.0
2023-08-17,90.287,90.879,89.9836,89.9836,31860.0
2023-08-18,89.4846,90.8986,89.4846,90.4827,58503.0
2023-08-19,89.4846,90.8986,89.4846,90.4827,58503.0
2023-08-20,89.4846,90.8986,89.4846,90.4827,58503.0
2023-08-21,90.5218,90.7762,89.3721,89.9739,39449.0
2023-08-22,90.0032,90.4044,88.1343,88.4376,50194.0
2023-08-23,88.4376,89.0394,88.2028,88.5257,37650.0
2023-08-24,88.1441,90.0766,88.0853,89.4553,49413.0
2023-08-25,89.7195,89.7195,88.2419,89.0932,26687.0
2023-08-26,89.7195,89.7195,88.2419,89.0932,26687.0
2023-08-27,89.7195,89.7195,88.2419,89.0932,26687.0
2023-08-28,89.2596,90.4435,89.2596,90.0815,37019.0
2023-08-29,89.9641,90.2674,89.6412,89.7977,30808.0
2023-08-30,89.7097,89.7097,88.1783,88.3593,37493.0
2023-08-31,88.3887,89.5237,88.3887,89.3965,61593.0
2023-09-01,89.876,91.1676,89.876,90.7175,50035.0
2023-09-02,89.876,91.1676,89.876,90.7175,50035.0
2023-09-03,89.876,91.1676,89.876,90.7175,50035.0
2023-09-04,89.876,91.1676,89.876,90.7175,50035.0
2023-09-05,90.1793,90.9915,88.0707,90.649,73551.0
2023-09-06,90.9034,91.5346,88.604,88.7605,47222.0
2023-09-07,88.7507,89.5996,88.3104,88.5746,60239.0
2023-09-08,88.8388,89.2767,87.2927,88.6333,44537.0
2023-09-09,88.8388,89.2767,87.2927,88.6333,44537.0
2023-09-10,88.8388,89.2767,87.2927,88.6333,44537.0
2023-09-11,88.9562,89.1911,87.6352,87.9581,39521.0
2023-09-12,87.9777,89.2791,87.9777,89.1226,58218.0
2023-09-13,89.5922,89.5922,88.33,88.6822,62090.0
2023-09-14,89.1323,89.8564,89.1323,89.6705,59370.0
2023-09-15,89.8467,90.0521,87.8211,88.33,352404.0
2023-09-16,89.8467,90.0521,87.8211,88.33,352404.0
2023-09-17,89.8467,90.0521,87.8211,88.33,352404.0
2023-09-18,88.6333,88.6333,86.6665,86.8916,68311.0
2023-09-19,87.0579,87.8652,85.9424,87.3808,62483.0
2023-09-20,87.5178,87.6157,86.1772,86.1772,44487.0
2023-09-21,85.5216,86.9698,85.0128,85.9228,76477.0
2023-09-22,85.7369,86.6274,85.5314,85.6293,49769.0
2023-09-23,85.7369,86.6274,85.5314,85.6293,49769.0
2023-09-24,85.7369,86.6274,85.5314,85.6293,49769.0
2023-09-25,86.0305,86.5099,85.825,86.3338,34425.0
2023-09-26,85.9815,86.9307,85.6097,85.8446,80348.0
2023-09-27,86.0598,87.2243,85.5706,87.0873,71261.0
2023-09-28,87.097,89.4112,87.097,88.6724,81724.0
2023-09-29,88.8779,89.4504,87.919,88.4082,77095.0
2023-09-30,88.8779,89.4504,87.919,88.4082,77095.0
2023-10-01,88.8779,89.4504,87.919,88.4082,77095.0
2023-10-02,88.3006,88.8486,87.8163,88.5061,77545.0
2023-10-03,88.3593,88.7312,87.7673,88.193,77542.0
2023-10-04,88.4278,89.7195,87.7429,89.1323,77249.0
2023-10-05,90.15,91.0307,89.7879,90.835,86568.0
2023-10-06,90.2381,90.9817,89.5237,89.8369,79351.0
2023-10-07,90.2381,90.9817,89.5237,89.8369,79351.0
2023-10-08,90.2381,90.9817,89.5237,89.8369,79351.0
2023-10-09,89.3183,90.5708,89.3183,90.2478,39100.0
2023-10-10,90.6197,91.0796,90.2087,90.4044,38525.0
2023-10-11,90.6686,90.879,89.8215,90.4631,29331.0
2023-10-12,90.4681,90.5864,89.5411,90.3892,42679.0
2023-10-13,90.9513,90.9907,88.7423,89.048,41830.0
2023-10-14,90.9513,90.9907,88.7423,89.048,41830.0
2023-10-15,90.9513,90.9907,88.7423,89.048,41830.0
2023-10-16,89.8764,90.4385,89.4819,90.044,46423.0
2023-10-17,89.7482,91.9177,89.7482,91.3457,52550.0
2023-10-18,90.6751,90.6751,89.2452,89.5411,36579.0
2023-10-19,89.8567,90.6061,89.0184,89.2157,51867.0
2023-10-20,89.7087,89.7087,87.342,87.6674,106753.0
2023-10-21,89.7087,89.7087,87.342,87.6674,106753.0
2023-10-22,89.7087,89.7087,87.342,87.6674,106753.0
2023-10-23,86.987,88.7719,86.7799,87.4209,68151.0
2023-10-24,87.7069,87.7069,85.3599,86.2178,54305.0
2023-10-25,86.1882,88.8311,85.7642,88.3774,90720.0
2023-10-26,88.8409,91.4443,88.8409,91.3753,66339.0
2023-10-27,90.9414,91.1978,89.4721,90.685,48757.0
2023-10-28,90.9414,91.1978,89.4721,90.685,48757.0
2023-10-29,90.9414,91.1978,89.4721,90.685,48757.0
2023-10-30,91.326,91.7895,90.9808,91.2668,47932.0
2023-10-31,91.5035,91.6613,89.1171,89.5214,87212.0
2023-11-01,89.3833,90.7245,88.7029,90.6258,57668.0
2023-11-02,91.2077,93.8308,91.2077,93.6138,53758.0
2023-11-03,95.3889,96.7251,95.1571,95.5664,65930.0
2023-11-04,95.3889,96.7251,95.1571,95.5664,65930.0
2023-11-05,95.3889,96.7251,95.1571,95.5664,65930.0
2023-11-06,95.596,95.6157,94.5013,94.9254,51780.0
2023-11-07,95.1029,95.241,93.9836,94.5802,33309.0
2023-11-08,93.4265,93.7223,92.5784,92.5784,26711.0
2023-11-09,92.5685,93.101,91.4739,92.0459,56144.0
2023-11-10,92.5143,92.9334,91.9127,92.4502,36799.0
2023-11-11,92.5143,92.9334,91.9127,92.4502,36799.0
2023-11-12,92.5143,92.9334,91.9127,92.4502,36799.0
2023-11-13,91.9867,94.0083,91.7303,93.673,54318.0
2023-11-14,96.089,98.2092,96.089,97.2231,80718.0
2023-11-15,97.3513,98.3473,96.0989,96.8385,68750.0
2023-11-16,96.5131,97.1343,95.3642,96.2074,37440.0
2023-11-17,97.0061,97.726,96.4835,97.4302,69351.0
2023-11-18,97.0061,97.726,96.4835,97.4302,69351.0
2023-11-19,97.0061,97.726,96.4835,97.4302,69351.0
2023-11-20,97.085,97.4006,96.5081,96.9667,40209.0
2023-11-21,96.5426,97.5781,95.1916,95.4086,46498.0
2023-11-22,96.3158,96.6906,95.5614,96.0792,29338.0
2023-11-23,96.3158,96.6906,95.5614,96.0792,29338.0
2023-11-24,96.0989,96.6708,95.5173,96.089,13577.0
2023-11-25,96.0989,96.6708,95.5173,96.089,13577.0
2023-11-26,96.0989,96.6708,95.5173,96.089,13577.0
2023-11-27,95.8622,96.1482,95.0141,96.0693,31116.0
2023-11-28,96.1975,96.1975,94.0674,94.3732,41626.0
2023-11-29,94.9254,95.7488,94.3436,94.6887,47386.0
2023-11-30,95.2705,95.5368,94.6887,94.9352,45586.0
2023-12-01,95.1226,98.6037,94.6789,98.3769,63633.0
2023-12-02,95.1226,98.6037,94.6789,98.3769,63633.0
2023-12-03,95.1226,98.6037,94.6789,98.3769,63633.0
2023-12-04,97.7556,100.1152,97.5584,99.5701,88405.0
2023-12-05,99.5306,100.142,98.4656,98.8502,34481.0
2023-12-06,99.5997,101.0986,98.436,98.5051,52477.0
2023-12-07,98.6727,99.8758,97.9232,99.8758,37143.0
2023-12-08,99.7575,100.9943,99.4813,100.1815,44204.0
2023-12-09,99.7575,100.9943,99.4813,100.1815,44204.0
2023-12-10,99.7575,100.9943,99.4813,100.1815,44204.0
2023-12-11,100.7041,101.7001,99.6194,101.1085,61058.0
2023-12-12,101.1775,101.7988,100.857,101.424,34783.0
2023-12-13,101.9171,105.0234,101.138,104.9544,90342.0
2023-12-14,106.7787,108.5045,105.9109,107.4394,118784.0
2023-12-15,108.4059,108.4059,106.3941,106.621,305388.0
2023-12-16,108.4059,108.4059,106.3941,106.621,305388.0
2023-12-17,108.4059,108.4059,106.3941,106.621,305388.0
2023-12-18,107.3901,107.6958,106.5716,107.4099,63342.0
2023-12-19,107.7649,109.5596,106.9957,109.0271,75168.0
2023-12-20,109.3525,112.025,108.7411,109.0962,140703.0
2023-12-21,109.678,110.4274,109.0271,110.2203,58531.0
2023-12-22,111.1966,111.9804,110.7923,111.6207,67341.0
2023-12-23,111.1966,111.9804,110.7923,111.6207,67341.0
2023-12-24,111.1966,111.9804,110.7923,111.6207,67341.0
2023-12-25,111.1966,111.9804,110.7923,111.6207,67341.0
2023-12-26,112.0348,113.3858,110.7726,112.8336,59499.0
2023-12-27,112.8336,114.2832,112.5378,114.1649,81822.0
2023-12-28,113.8197,114.0071,111.7784,111.9165,48078.0
2023-12-29,111.9264,111.9264,108.3171,108.7313,97622.0
2023-12-30,111.9264,111.9264,108.3171,108.7313,97622.0
2023-12-31,111.9264,111.9264,108.3171,108.7313,97622.0
2024-01-01,111.9264,111.9264,108.3171,108.7313,97622.0
2024-01-02,108.179,110.3091,107.8832,109.8555,92395.0
2024-01-03,109.5399,110.2006,106.049,106.7196,89537.0
2024-01-04,107.2619,108.0903,106.5421,106.9069,51502.0
2024-01-05,106.1871,107.4986,105.0037,105.1122,68927.0
2024-01-06,106.1871,107.4986,105.0037,105.1122,68927.0
2024-01-07,106.1871,107.4986,105.0037,105.1122,68927.0
2024-01-08,105.1911,106.3744,104.7276,106.3054,51738.0
2024-01-09,105.1417,105.4276,104.3824,104.9938,36743.0
2024-01-10,104.7079,105.2601,103.7217,104.9347,49707.0
2024-01-11,104.6616,104.9396,101.9264,103.371,70945.0
2024-01-12,104.2446,104.2744,101.3506,102.8249,69110.0
2024-01-13,104.2446,104.2744,101.3506,102.8249,69110.0
2024-01-14,104.2446,104.2744,101.3506,102.8249,69110.0
2024-01-15,104.2446,104.2744,101.3506,102.8249,69110.0
2024-01-16,101.703,102.4278,100.9547,101.842,65774.0
2024-01-17,100.5613,102.4377,100.5613,101.5343,58517.0
2024-01-18,102.0009,102.5966,100.2982,102.5171,79256.0
2024-01-19,103.2419,104.0262,101.8023,103.8475,50799.0
2024-01-20,103.2419,104.0262,101.8023,103.8475,50799.0
2024-01-21,103.2419,104.0262,101.8023,103.8475,50799.0
2024-01-22,104.5226,106.8359,104.3439,106.7266,65559.0
2024-01-23,107.1536,107.9081,104.7311,105.8033,93274.0
2024-01-24,108.3946,108.3946,103.7582,103.9766,78086.0
2024-01-25,106.0813,106.1459,102.954,104.463,67177.0
2024-01-26,105.3566,106.1607,104.9048,105.7438,40648.0
2024-01-27,105.3566,106.1607,104.9048,105.7438,40648.0
2024-01-28,105.3566,106.1607,104.9048,105.7438,40648.0
2024-01-29,106.1806,106.5578,105.1481,106.3295,63650.0
2024-01-30,106.2898,107.0146,105.9324,106.9351,34287.0
2024-01-31,106.0416,106.2501,101.3655,101.4747,89154.0
2024-02-01,102.4079,103.0731,98.5459,101.4747,80024.0
2024-02-02,99.9458,101.9016,99.9458,100.8294,94022.0
2024-02-03,99.9458,101.9016,99.9458,100.8294,94022.0
2024-02-04,99.9458,101.9016,99.9458,100.8294,94022.0
2024-02-05,100.2238,100.6507,98.9232,99.7075,75627.0
2024-02-06,99.7373,100.2734,98.119,98.7147,59137.0
2024-02-07,98.6551,99.5338,96.7986,98.5658,56915.0
2024-02-08,98.0793,99.2409,97.6425,98.8835,43060.0
2024-02-09,99.37,101.2364,98.6055,101.1074,73362.0
2024-02-10,99.37,101.2364,98.6055,101.1074,73362.0
2024-02-11,99.37,101.2364,98.6055,101.1074,73362.0
2024-02-12,100.74,104.1553,100.74,103.2518,63448.0
2024-02-13,100.6308,101.6931,98.0197,99.3005,93127.0
2024-02-14,100.2734,100.5514,98.7365,100.1443,56750.0
2024-02-15,100.3727,104.1056,100.1924,103.3312,49954.0
2024-02-16,102.5072,103.1923,101.6882,101.9612,46431.0
2024-02-17,102.5072,103.1923,101.6882,101.9612,46431.0
2024-02-18,102.5072,103.1923,101.6882,101.9612,46431.0
2024-02-19,102.5072,103.1923,101.6882,101.9612,46431.0
2024-02-20,100.9187,102.5469,100.7202,101.1371,41978.0
2024-02-21,100.4819,100.8294,99.5695,100.1146,51045.0
2024-02-22,99.6182,99.8862,98.4864,99.6877,50442.0
2024-02-23,99.3997,102.2193,99.3997,100.6705,46909.0
2024-02-24,99.3997,102.2193,99.3997,100.6705,46909.0
2024-02-25,99.3997,102.2193,99.3997,100.6705,46909.0
2024-02-26,100.4422,101.5889,99.6082,99.8266,57698.0
2024-02-27,99.9359,100.7202,99.1118,100.3131,52481.0
2024-02-28,99.5685,99.8961,98.7246,98.8041,52074.0
2024-02-29,100.2734,100.6308,98.814,99.7571,87304.0
2024-03-01,99.231,99.7274,98.1687,99.5884,60768.0
2024-03-02,99.231,99.7274,98.1687,99.5884,60768.0
2024-03-03,99.231,99.7274,98.1687,99.5884,60768.0
2024-03-04,100.5911,102.4278,100.5712,101.1173,54731.0
2024-03-05,101.3853,104.8105,101.3853,103.9964,63299.0
2024-03-06,104.5425,105.4261,102.259,103.9071,59044.0
2024-03-07,105.1282,105.1282,103.3908,103.3908,43368.0
2024-03-08,104.5623,104.5623,103.093,103.8674,40738.0
2024-03-09,104.5623,104.5623,103.093,103.8674,40738.0
2024-03-10,104.5623,104.5623,103.093,103.8674,40738.0
2024-03-11,103.7681,104.5723,102.6462,102.6462,32373.0
2024-03-12,102.3782,103.1228,101.2265,101.296,62246.0
2024-03-13,101.2662,102.4377,100.5216,100.8294,46600.0
2024-03-14,100.8294,100.8294,98.4119,98.953,58193.0
2024-03-15,98.4963,100.6705,98.4963,99.5983,228174.0
2024-03-16,98.4963,100.6705,98.4963,99.5983,228174.0
2024-03-17,98.4963,100.6705,98.4963,99.5983,228174.0
2024-03-18,99.8664,99.9855,98.5559,98.7147,55910.0
2024-03-19,98.4367,99.8961,98.4367,99.4494,60255.0
2024-03-20,99.1019,103.3908,99.092,102.3782,55542.0
2024-03-21,102.4774,103.7383,102.2888,103.0334,49910.0
2024-03-22,103.2717,103.2717,101.0627,101.3159,42712.0
2024-03-23,103.2717,103.2717,101.0627,101.3159,42712.0
2024-03-24,103.2717,103.2717,101.0627,101.3159,42712.0
2024-03-25,101.6336,102.8646,100.4223,100.8393,66704.0
2024-03-26,101.5938,101.5938,99.9706,100.1741,48989.0
2024-03-27,100.8592,103.361,100.8592,103.2717,49686.0
2024-03-28,102.8845,103.9567,102.8001,103.4702,92628.0
2024-03-29,102.8845,103.9567,102.8001,103.4702,92628.0
2024-03-30,102.8845,103.9567,102.8001,103.4702,92628.0
2024-03-31,102.8845,103.9567,102.8001,103.4702,92628.0
2024-04-01,103.6489,103.6489,101.3159,102.4774,52491.0
2024-04-02,101.3159,101.3159,99.3203,100.2535,70799.0
2024-04-03,99.5189,100.4819,99.3005,100.2635,40839.0
2024-04-04,101.435,101.7378,100.4918,100.8889,53039.0
2024-04-05,100.4422,101.3953,99.9855,100.7797,47398.0
2024-04-06,100.4422,101.3953,99.9855,100.7797,47398.0
2024-04-07,100.4422,101.3953,99.9855,100.7797,47398.0
2024-04-08,100.8393,101.8222,100.6926,101.2166,23237.0
