,GVA US Equity,GVA US Equity,GVA US Equity,GVA US Equity,GVA US Equity
2021-03-13,38.2418,38.9587,37.9263,38.7007,409802.0
2021-03-14,38.2418,38.9587,37.9263,38.7007,409802.0
2021-03-15,38.7102,38.9301,37.4578,38.825,272915.0
2021-03-16,38.5955,38.672,37.2571,37.5248,254442.0
2021-03-17,37.4961,38.0984,36.7026,37.6682,282187.0
2021-03-18,37.3718,38.4712,36.4157,36.5974,249776.0
2021-03-19,36.5209,37.2332,35.2302,36.9416,1084321.0
2021-03-20,36.5209,37.2332,35.2302,36.9416,1084321.0
2021-03-21,36.5209,37.2332,35.2302,36.9416,1084321.0
2021-03-22,36.8842,36.8842,35.1824,35.6605,260407.0
2021-03-23,35.0677,35.4884,33.9683,34.3985,330006.0
2021-03-24,34.9721,35.584,33.7197,33.7579,295390.0
2021-03-25,33.3468,35.4788,32.8688,35.1538,330303.0
2021-03-26,35.9568,36.9702,35.5266,36.932,338427.0
2021-03-27,35.9568,36.9702,35.5266,36.932,338427.0
2021-03-28,35.9568,36.9702,35.5266,36.932,338427.0
2021-03-29,37.1806,38.4711,36.0429,36.0811,435993.0
2021-03-30,36.8678,39.3333,36.4841,37.6545,1204971.0
2021-03-31,38.374,39.4676,37.8463,38.6138,1335297.0
2021-04-01,39.0072,39.4772,37.2228,38.3356,494585.0
2021-04-02,39.0072,39.4772,37.2228,38.3356,494585.0
2021-04-03,39.0072,39.4772,37.2228,38.3356,494585.0
2021-04-04,39.0072,39.4772,37.2228,38.3356,494585.0
2021-04-05,38.988,39.3333,38.3069,38.6714,274979.0
2021-04-06,38.7002,39.2566,38.067,38.1821,202536.0
2021-04-07,38.1341,38.3788,37.0693,37.3475,294594.0
2021-04-08,37.3283,37.4146,36.3306,37.1652,291531.0
2021-04-09,36.887,37.8751,36.5525,37.7216,196442.0
2021-04-10,36.887,37.8751,36.5525,37.7216,196442.0
2021-04-11,36.887,37.8751,36.5525,37.7216,196442.0
2021-04-12,37.76,37.904,37.2132,37.712,246189.0
2021-04-13,37.5681,37.76,36.4073,37.1556,204318.0
2021-04-14,36.9733,38.5179,36.9733,37.5106,264114.0
2021-04-15,39.2374,39.3909,37.2228,37.9327,359162.0
2021-04-16,38.0862,38.6138,37.453,37.9902,269187.0
2021-04-17,38.0862,38.6138,37.453,37.9902,269187.0
2021-04-18,38.0862,38.6138,37.453,37.9902,269187.0
2021-04-19,37.8943,38.067,37.0213,37.8943,344457.0
2021-04-20,37.5873,37.593,35.8029,36.5992,302757.0
2021-04-21,36.5224,37.5203,35.8557,37.2611,243336.0
2021-04-22,37.6641,37.7984,36.9446,37.1748,302820.0
2021-04-23,37.2995,38.0766,37.2995,37.6641,597271.0
2021-04-24,37.2995,38.0766,37.2995,37.6641,597271.0
2021-04-25,37.2995,38.0766,37.2995,37.6641,597271.0
2021-04-26,37.9423,38.3452,37.4242,37.4914,321025.0
2021-04-27,37.6545,37.7792,36.8726,37.3667,180837.0
2021-04-28,37.405,37.6833,37.0117,37.1844,263075.0
2021-04-29,37.5202,37.5202,36.7911,37.3475,237042.0
2021-04-30,36.9637,37.4146,36.4457,36.5512,525807.0
2021-05-01,36.9637,37.4146,36.4457,36.5512,525807.0
2021-05-02,36.9637,37.4146,36.4457,36.5512,525807.0
2021-05-03,36.935,37.6881,36.8209,37.3475,881452.0
2021-05-04,37.3091,38.9111,37.0309,38.3836,657813.0
2021-05-05,38.5946,39.9473,38.0862,39.9281,719337.0
2021-05-06,40.2447,40.6955,39.5253,40.0145,461909.0
2021-05-07,40.0912,40.2063,36.8678,37.2611,1218498.0
2021-05-08,40.0912,40.2063,36.8678,37.2611,1218498.0
2021-05-09,40.0912,40.2063,36.8678,37.2611,1218498.0
2021-05-10,37.5202,39.9281,37.2707,38.5371,654496.0
2021-05-11,37.6353,39.3237,37.2611,38.5275,437520.0
2021-05-12,38.4795,38.9976,36.5128,36.9062,432368.0
2021-05-13,36.5512,37.8751,36.3882,37.3091,475806.0
2021-05-14,37.5777,38.5707,37.5777,38.4028,224111.0
2021-05-15,37.5777,38.5707,37.5777,38.4028,224111.0
2021-05-16,37.5777,38.5707,37.5777,38.4028,224111.0
2021-05-17,38.0382,38.9496,37.9902,38.7194,278151.0
2021-05-18,38.7961,39.1031,37.6375,37.6449,359209.0
2021-05-19,36.8486,37.0597,36.0428,36.9254,325013.0
2021-05-20,36.935,37.3393,36.3114,36.7911,229622.0
2021-05-21,37.4146,37.9414,36.9254,37.4338,240379.0
2021-05-22,37.4146,37.9414,36.9254,37.4338,240379.0
2021-05-23,37.4146,37.9414,36.9254,37.4338,240379.0
2021-05-24,38.0766,38.374,37.6065,37.8272,295369.0
2021-05-25,37.8272,38.4699,37.2324,37.4146,286156.0
2021-05-26,37.4434,38.5275,37.4434,38.422,266899.0
2021-05-27,39.0359,39.3717,38.681,39.1894,411614.0
2021-05-28,39.247,39.247,38.3741,38.7194,225691.0
2021-05-29,39.247,39.247,38.3741,38.7194,225691.0
2021-05-30,39.247,39.247,38.3741,38.7194,225691.0
2021-05-31,39.247,39.247,38.3741,38.7194,225691.0
2021-06-01,39.3333,39.813,39.2662,39.6403,336938.0
2021-06-02,39.813,39.813,38.4603,39.0839,307238.0
2021-06-03,38.8537,38.9304,38.0862,38.7194,282122.0
2021-06-04,38.9016,39.1127,37.8847,38.6042,198856.0
2021-06-05,38.9016,39.1127,37.8847,38.6042,198856.0
2021-06-06,38.9016,39.1127,37.8847,38.6042,198856.0
2021-06-07,38.5754,39.247,38.4411,38.5083,247825.0
2021-06-08,38.8153,39.0599,38.019,38.6906,212168.0
2021-06-09,38.8057,38.892,37.9807,38.1341,206792.0
2021-06-10,38.5371,38.8249,37.242,37.3859,233885.0
2021-06-11,37.8272,38.4795,37.7408,38.2972,207193.0
2021-06-12,37.8272,38.4795,37.7408,38.2972,207193.0
2021-06-13,37.8272,38.4795,37.7408,38.2972,207193.0
2021-06-14,38.4315,38.4939,37.7984,37.8751,267216.0
2021-06-15,37.8943,38.2493,37.5682,38.0862,362259.0
2021-06-16,38.0862,38.1821,37.4626,37.9519,215640.0
2021-06-17,37.9423,37.9423,36.3407,36.8007,594908.0
2021-06-18,36.1003,36.4553,35.2177,36.2826,794425.0
2021-06-19,36.1003,36.4553,35.2177,36.2826,794425.0
2021-06-20,36.1003,36.4553,35.2177,36.2826,794425.0
2021-06-21,36.7527,37.4914,36.7527,37.2228,301594.0
2021-06-22,37.405,38.0574,36.4745,37.8943,234515.0
2021-06-23,37.9423,39.0455,37.9423,38.1725,338161.0
2021-06-24,38.6714,40.1296,38.2493,40.0624,362107.0
2021-06-25,40.6572,42.5088,40.6189,40.7244,1272164.0
2021-06-26,40.6572,42.5088,40.6189,40.7244,1272164.0
2021-06-27,40.6572,42.5088,40.6189,40.7244,1272164.0
2021-06-28,41.1081,41.1945,39.2566,40.3598,497255.0
2021-06-29,40.6004,41.0094,39.2724,39.5322,298100.0
2021-06-30,39.2147,40.1385,39.0318,39.9653,528699.0
2021-07-01,40.5042,40.9084,39.8209,40.6582,286138.0
2021-07-02,40.687,40.687,39.3398,39.4841,242318.0
2021-07-03,40.687,40.687,39.3398,39.4841,242318.0
2021-07-04,40.687,40.687,39.3398,39.4841,242318.0
2021-07-05,40.687,40.687,39.3398,39.4841,242318.0
2021-07-06,39.3301,39.4745,37.8289,38.2139,291260.0
2021-07-07,38.2042,38.849,37.5306,38.0791,190874.0
2021-07-08,37.0783,38.0791,36.8858,37.5402,345942.0
2021-07-09,38.2716,38.8586,38.1946,38.2908,188260.0
2021-07-10,38.2716,38.8586,38.1946,38.2908,188260.0
2021-07-11,38.2716,38.8586,38.1946,38.2908,188260.0
2021-07-12,37.7712,38.8586,37.7327,38.7335,201849.0
2021-07-13,38.4737,38.6854,37.8097,37.8674,193635.0
2021-07-14,38.2523,38.8105,36.8089,37.0302,238807.0
2021-07-15,36.6356,37.3958,36.3373,36.8185,251374.0
2021-07-16,37.367,37.367,35.7696,35.8562,230680.0
2021-07-17,37.367,37.367,35.7696,35.8562,230680.0
2021-07-18,37.367,37.367,35.7696,35.8562,230680.0
2021-07-19,34.7495,35.5578,34.278,35.2403,335271.0
2021-07-20,35.3558,37.1649,35.3558,36.7319,380271.0
2021-07-21,37.2708,38.1272,37.1072,37.2708,193169.0
2021-07-22,37.1842,37.1842,36.0101,36.1352,178796.0
2021-07-23,36.4913,36.5761,35.8185,36.4528,157169.0
2021-07-24,36.4913,36.5761,35.8185,36.4528,157169.0
2021-07-25,36.4913,36.5761,35.8185,36.4528,157169.0
2021-07-26,36.7992,37.2227,36.4239,36.6741,162423.0
2021-07-27,36.3181,36.703,35.8898,36.1737,170678.0
2021-07-28,36.5779,37.4921,35.7696,37.0398,281781.0
2021-07-29,38.1754,38.4063,36.3277,37.5306,303711.0
2021-07-30,37.5306,37.877,36.549,36.9725,236341.0
2021-07-31,37.5306,37.877,36.549,36.9725,236341.0
2021-08-01,37.5306,37.877,36.549,36.9725,236341.0
2021-08-02,37.5595,38.6469,36.3373,36.3566,343638.0
2021-08-03,36.626,37.7904,35.7696,37.7134,479308.0
2021-08-04,37.1553,37.9252,36.7607,37.2227,317607.0
2021-08-05,37.6557,38.2523,37.5114,37.5306,424464.0
2021-08-06,38.0214,38.4977,37.7134,38.0406,189686.0
2021-08-07,38.0214,38.4977,37.7134,38.0406,189686.0
2021-08-08,38.0214,38.4977,37.7134,38.0406,189686.0
2021-08-09,37.7712,37.8674,36.8858,37.213,320177.0
2021-08-10,37.3863,38.8105,37.0976,38.4833,299235.0
2021-08-11,38.9645,40.0663,38.2908,39.9075,624281.0
2021-08-12,39.9557,41.6493,39.6862,40.5234,447945.0
2021-08-13,40.5331,40.6582,39.2532,39.7632,233273.0
2021-08-14,40.5331,40.6582,39.2532,39.7632,233273.0
2021-08-15,40.5331,40.6582,39.2532,39.7632,233273.0
2021-08-16,39.2532,39.4456,38.3981,39.2435,178457.0
2021-08-17,38.5988,39.0415,37.0398,37.8385,346412.0
2021-08-18,37.6268,38.2235,37.1938,37.2034,162083.0
2021-08-19,36.5683,36.857,35.7793,36.6549,360728.0
2021-08-20,36.5009,37.6268,36.5009,37.3189,213430.0
2021-08-21,36.5009,37.6268,36.5009,37.3189,213430.0
2021-08-22,36.5009,37.6268,36.5009,37.3189,213430.0
2021-08-23,37.7231,38.4063,37.7231,37.9637,155326.0
2021-08-24,37.9637,38.6373,37.9637,38.4448,125326.0
2021-08-25,38.7816,40.0808,38.5795,39.513,346219.0
2021-08-26,39.4168,39.5996,38.7046,38.7431,190641.0
2021-08-27,38.849,40.5523,38.849,40.0038,222542.0
2021-08-28,38.849,40.5523,38.849,40.0038,222542.0
2021-08-29,38.849,40.5523,38.849,40.0038,222542.0
2021-08-30,40.2732,40.2732,39.3686,39.4841,171621.0
2021-08-31,39.5034,39.7055,38.926,39.0126,611612.0
2021-09-01,38.7816,39.1569,37.7038,38.5026,190702.0
2021-09-02,38.926,39.7151,38.5266,39.4841,413121.0
2021-09-03,39.205,39.7151,38.8875,39.3879,148087.0
2021-09-04,39.205,39.7151,38.8875,39.3879,148087.0
2021-09-05,39.205,39.7151,38.8875,39.3879,148087.0
2021-09-06,39.205,39.7151,38.8875,39.3879,148087.0
2021-09-07,39.3879,39.4649,38.6758,38.926,170899.0
2021-09-08,38.7143,39.0463,37.6375,38.1561,312428.0
2021-09-09,38.108,38.4159,37.7519,37.8385,139258.0
2021-09-10,38.1946,38.339,37.444,37.4632,174410.0
2021-09-11,38.1946,38.339,37.444,37.4632,174410.0
2021-09-12,38.1946,38.339,37.444,37.4632,174410.0
2021-09-13,37.8289,38.2427,37.5065,38.0503,887205.0
2021-09-14,38.3101,38.4448,37.4151,37.6942,219462.0
2021-09-15,37.6461,38.7576,37.6028,38.6373,184937.0
2021-09-16,38.7431,38.7912,37.954,38.1465,428980.0
2021-09-17,38.4159,38.6277,37.4729,38.4448,1449683.0
2021-09-18,38.4159,38.6277,37.4729,38.4448,1449683.0
2021-09-19,38.4159,38.6277,37.4729,38.4448,1449683.0
2021-09-20,37.3959,38.0695,36.5394,37.5402,398968.0
2021-09-21,38.0214,38.1369,36.3566,36.549,241115.0
2021-09-22,37.0013,38.0503,36.9099,37.4921,1284303.0
2021-09-23,37.6653,39.1954,37.4166,38.8394,259268.0
2021-09-24,38.5314,39.4312,38.2523,38.8586,142843.0
2021-09-25,38.5314,39.4312,38.2523,38.8586,142843.0
2021-09-26,38.5314,39.4312,38.2523,38.8586,142843.0
2021-09-27,39.3301,40.5234,39.3301,39.8691,220111.0
2021-09-28,39.7247,39.9172,39.0126,39.1954,156412.0
2021-09-29,39.3499,39.6299,38.8093,39.2051,172152.0
2021-09-30,39.3885,39.7457,38.1431,38.1818,230879.0
2021-10-01,38.539,39.5623,38.008,39.0506,305677.0
2021-10-02,38.539,39.5623,38.008,39.0506,305677.0
2021-10-03,38.539,39.5623,38.008,39.0506,305677.0
2021-10-04,39.1375,39.5816,38.2686,38.6838,233899.0
2021-10-05,38.6452,39.1761,37.9983,38.9058,185756.0
2021-10-06,38.2011,38.51,37.5349,38.3266,143045.0
2021-10-07,38.732,39.4657,38.3266,38.9155,246304.0
2021-10-08,39.1279,39.3049,38.23,38.23,101946.0
2021-10-09,39.1279,39.3049,38.23,38.23,101946.0
2021-10-10,39.1279,39.3049,38.23,38.23,101946.0
2021-10-11,38.2976,38.5824,37.9114,37.9211,125052.0
2021-10-12,38.0273,38.2976,37.7956,38.1335,164816.0
2021-10-13,38.0563,38.2463,37.5929,37.9018,157190.0
2021-10-14,38.4038,38.9223,38.09,38.6355,148352.0
2021-10-15,39.1665,39.5333,37.8535,37.8728,269542.0
2021-10-16,39.1665,39.5333,37.8535,37.8728,269542.0
2021-10-17,39.1665,39.5333,37.8535,37.8728,269542.0
2021-10-18,37.4577,38.0852,37.3032,37.6218,403893.0
2021-10-19,37.8149,38.1914,37.4384,37.7666,238314.0
2021-10-20,37.9018,38.4666,37.506,38.1045,420525.0
2021-10-21,38.0369,38.2542,37.5736,37.7763,440140.0
2021-10-22,37.9308,38.8962,37.9308,38.259,194906.0
2021-10-23,37.9308,38.8962,37.9308,38.259,194906.0
2021-10-24,37.9308,38.8962,37.9308,38.259,194906.0
2021-10-25,38.23,39.4464,38.148,39.3596,283591.0
2021-10-26,39.514,39.8326,39.0699,39.2727,370047.0
2021-10-27,38.9348,39.0603,37.2835,37.2839,267974.0
2021-10-28,36.7626,37.8149,35.8455,36.5309,778706.0
2021-10-29,36.4054,37.4963,35.4014,35.8358,385676.0
2021-10-30,36.4054,37.4963,35.4014,35.8358,385676.0
2021-10-31,36.4054,37.4963,35.4014,35.8358,385676.0
2021-11-01,36.0482,36.8592,35.6717,36.3668,278324.0
2021-11-02,36.473,36.473,35.2952,35.4304,280891.0
2021-11-03,35.2276,37.4287,35.1265,37.197,557770.0
2021-11-04,37.2164,38.3362,37.1874,38.0563,559578.0
2021-11-05,38.6162,41.3531,38.6162,40.4312,605210.0
2021-11-06,38.6162,41.3531,38.6162,40.4312,605210.0
2021-11-07,38.6162,41.3531,38.6162,40.4312,605210.0
2021-11-08,41.4931,42.4585,40.5953,40.9718,531151.0
2021-11-09,40.7497,40.9866,39.9678,40.296,417538.0
2021-11-10,40.2188,41.0683,39.8905,40.4312,318373.0
2021-11-11,40.5084,41.0683,40.2574,40.5856,268742.0
2021-11-12,40.6628,41.0297,40.267,40.827,293560.0
2021-11-13,40.6628,41.0297,40.267,40.827,293560.0
2021-11-14,40.6628,41.0297,40.267,40.827,293560.0
2021-11-15,41.3193,41.6321,40.074,40.5663,206995.0
2021-11-16,40.7015,40.9235,40.296,40.5856,201087.0
2021-11-17,40.3732,40.6628,40.016,40.4312,412381.0
2021-11-18,40.6049,40.6822,39.8905,40.518,227023.0
2021-11-19,40.0064,41.5993,39.7361,41.0876,241677.0
2021-11-20,40.0064,41.5993,39.7361,41.0876,241677.0
2021-11-21,40.0064,41.5993,39.7361,41.0876,241677.0
2021-11-22,41.4448,41.7538,40.6966,40.769,180894.0
2021-11-23,40.6435,41.2035,40.016,41.1552,237612.0
2021-11-24,40.6628,40.9139,40.074,40.3539,141087.0
2021-11-25,40.6628,40.9139,40.074,40.3539,141087.0
2021-11-26,38.6162,39.5237,38.0756,39.3113,313713.0
2021-11-27,38.6162,39.5237,38.0756,39.3113,313713.0
2021-11-28,38.6162,39.5237,38.0756,39.3113,313713.0
2021-11-29,39.9871,39.9871,38.9251,39.5526,437274.0
2021-11-30,39.041,39.1423,37.2164,37.5349,803543.0
2021-12-01,39.041,39.3339,36.7143,36.8302,599444.0
2021-12-02,37.0715,38.09,36.8302,37.8728,441454.0
2021-12-03,37.8149,38.0852,36.9267,37.5929,319517.0
2021-12-04,37.8149,38.0852,36.9267,37.5929,319517.0
2021-12-05,37.8149,38.0852,36.9267,37.5929,319517.0
2021-12-06,38.1142,38.7417,37.8439,38.3555,769501.0
2021-12-07,39.0989,39.3499,38.6162,38.6548,442377.0
2021-12-08,38.8093,39.1472,38.5058,38.9444,155751.0
2021-12-09,38.4038,38.6162,37.8535,38.0176,299033.0
2021-12-10,38.1721,38.5583,37.8439,38.0852,164940.0
2021-12-11,38.1721,38.5583,37.8439,38.0852,164940.0
2021-12-12,38.1721,38.5583,37.8439,38.0852,164940.0
2021-12-13,37.8921,38.0611,36.4826,36.5116,469698.0
2021-12-14,36.502,37.0812,35.72,36.1158,987335.0
2021-12-15,36.3958,36.8881,35.5945,36.7819,501069.0
2021-12-16,37.2453,37.4094,36.0193,36.473,475417.0
2021-12-17,36.1448,36.6661,35.3049,35.7876,610908.0
2021-12-18,36.1448,36.6661,35.3049,35.7876,610908.0
2021-12-19,36.1448,36.6661,35.3049,35.7876,610908.0
2021-12-20,35.0925,35.6427,34.6098,35.4883,558240.0
2021-12-21,35.9806,36.4537,35.8358,36.2509,398699.0
2021-12-22,36.3185,37.0909,36.1737,36.9847,157808.0
2021-12-23,36.9847,37.5929,36.9557,37.0329,287338.0
2021-12-24,36.9847,37.5929,36.9557,37.0329,287338.0
2021-12-25,36.9847,37.5929,36.9557,37.0329,287338.0
2021-12-26,36.9847,37.5929,36.9557,37.0329,287338.0
2021-12-27,36.975,37.5832,36.5802,37.1874,154426.0
2021-12-28,37.1584,37.5542,36.9605,37.0909,131640.0
2021-12-29,37.1874,37.5349,36.97,37.1681,149784.0
2021-12-30,37.449,37.943,36.9259,37.0615,245601.0
2021-12-31,37.11,37.5846,36.7613,37.4878,289957.0
2022-01-01,37.11,37.5846,36.7613,37.4878,289957.0
2022-01-02,37.11,37.5846,36.7613,37.4878,289957.0
2022-01-03,37.7202,38.9989,37.6621,37.943,276577.0
2022-01-04,38.0399,38.8391,37.8026,38.6405,223409.0
2022-01-05,38.8052,39.1948,37.4878,37.6137,273858.0
2022-01-06,37.5459,38.3789,37.5459,37.9915,232479.0
2022-01-07,37.8268,38.2094,37.3037,37.4103,180082.0
2022-01-08,37.8268,38.2094,37.3037,37.4103,180082.0
2022-01-09,37.8268,38.2094,37.3037,37.4103,180082.0
2022-01-10,37.11,37.1778,36.2188,36.7806,296783.0
2022-01-11,36.8387,37.047,35.8604,36.8194,217192.0
2022-01-12,36.9162,37.2165,35.8023,35.841,303248.0
2022-01-13,35.9282,37.2359,35.5795,36.5869,542965.0
2022-01-14,36.2285,37.1197,36.0444,36.9647,219618.0
2022-01-15,36.2285,37.1197,36.0444,36.9647,219618.0
2022-01-16,36.2285,37.1197,36.0444,36.9647,219618.0
2022-01-17,36.2285,37.1197,36.0444,36.9647,219618.0
2022-01-18,36.5966,37.0422,35.6182,35.9088,274364.0
2022-01-19,35.7054,36.0251,35.1823,35.4051,247966.0
2022-01-20,35.4148,36.0832,34.5042,34.543,209542.0
2022-01-21,34.4074,35.7248,34.2039,34.853,292543.0
2022-01-22,34.4074,35.7248,34.2039,34.853,292543.0
2022-01-23,34.4074,35.7248,34.2039,34.853,292543.0
2022-01-24,34.3202,36.0735,34.1495,35.8991,325335.0
2022-01-25,35.2307,35.3954,34.2863,35.1145,447932.0
2022-01-26,35.4729,36.1994,34.2718,34.7852,262431.0
2022-01-27,34.6108,35.5262,34.0102,34.3008,168460.0
2022-01-28,34.3686,34.6883,33.3806,34.6786,249785.0
2022-01-29,34.3686,34.6883,33.3806,34.6786,249785.0
2022-01-30,34.3686,34.6883,33.3806,34.6786,249785.0
2022-01-31,34.3105,34.9983,34.0877,34.853,271882.0
2022-02-01,34.8917,35.2211,34.3977,35.1145,177814.0
2022-02-02,35.0564,35.0564,34.078,34.5139,212411.0
2022-02-03,35.2307,35.347,34.2136,34.5333,426962.0
2022-02-04,34.388,34.5042,33.739,34.078,396744.0
2022-02-05,34.388,34.5042,33.739,34.078,396744.0
2022-02-06,34.388,34.5042,33.739,34.078,396744.0
2022-02-07,34.1168,34.727,34.1168,34.4461,156308.0
2022-02-08,34.5914,35.4632,34.5914,35.2792,255962.0
2022-02-09,35.502,35.7926,35.0758,35.2598,336901.0
2022-02-10,34.727,35.3179,34.1265,34.3977,378729.0
2022-02-11,34.388,34.9595,33.6227,34.1555,292963.0
2022-02-12,34.388,34.9595,33.6227,34.1555,292963.0
2022-02-13,34.388,34.9595,33.6227,34.1555,292963.0
2022-02-14,34.2427,34.7077,33.8262,34.4171,288234.0
2022-02-15,34.853,35.6376,34.4655,35.0758,624446.0
2022-02-16,35.1533,35.3567,34.6108,35.0854,740119.0
2022-02-17,34.7658,35.0854,33.9394,34.1361,246306.0
2022-02-18,34.0974,34.7658,33.923,34.3202,228294.0
2022-02-19,34.0974,34.7658,33.923,34.3202,228294.0
2022-02-20,34.0974,34.7658,33.923,34.3202,228294.0
2022-02-21,34.0974,34.7658,33.923,34.3202,228294.0
2022-02-22,34.1749,34.4267,33.1481,33.3999,252457.0
2022-02-23,33.768,34.0393,33.0028,33.0319,194815.0
2022-02-24,32.6153,33.5937,32.2375,33.4581,384723.0
2022-02-25,31.7823,32.7994,30.0483,31.3948,773913.0
2022-02-26,31.7823,32.7994,30.0483,31.3948,773913.0
2022-02-27,31.7823,32.7994,30.0483,31.3948,773913.0
2022-02-28,30.8911,31.0218,28.45,29.3218,1387004.0
2022-03-01,29.3509,29.6221,26.9691,27.1907,1305817.0
2022-03-02,27.7041,28.9053,27.7041,28.4113,828451.0
2022-03-03,28.5856,28.944,27.8204,28.0722,884079.0
2022-03-04,27.5007,28.7891,27.462,28.6534,745450.0
2022-03-05,27.5007,28.7891,27.462,28.6534,745450.0
2022-03-06,27.5007,28.7891,27.462,28.6534,745450.0
2022-03-07,28.6728,29.0409,27.6509,27.7041,695142.0
2022-03-08,27.8688,29.6318,27.8688,29.3412,671196.0
2022-03-09,29.7965,30.0232,29.1571,29.564,566494.0
2022-03-10,29.0797,30.9201,29.0797,30.7942,455422.0
2022-03-11,30.8717,31.4384,30.6392,30.7942,469355.0
2022-03-12,30.8717,31.4384,30.6392,30.7942,469355.0
2022-03-13,30.8717,31.4384,30.6392,30.7942,469355.0
2022-03-14,31.0654,31.4335,30.615,30.7555,365475.0
2022-03-15,30.6973,31.0218,30.1549,30.707,359377.0
2022-03-16,30.8039,31.2204,30.368,31.172,323293.0
2022-03-17,30.8523,31.4529,30.8426,31.3076,316273.0
2022-03-18,31.4238,32.2279,30.862,32.2085,1093910.0
2022-03-19,31.4238,32.2279,30.862,32.2085,1093910.0
2022-03-20,31.4238,32.2279,30.862,32.2085,1093910.0
2022-03-21,32.2279,32.2569,31.3996,31.8694,756467.0
2022-03-22,32.0729,32.3673,31.7145,32.0051,235636.0
2022-03-23,31.8694,32.1504,31.327,31.4142,212819.0
2022-03-24,31.5885,31.6273,31.2386,31.6273,157724.0
2022-03-25,31.7241,32.0971,31.6854,32.0244,184032.0
2022-03-26,31.7241,32.0971,31.6854,32.0244,184032.0
2022-03-27,31.7241,32.0971,31.6854,32.0244,184032.0
2022-03-28,31.821,31.8501,31.0558,31.4723,208931.0
2022-03-29,31.7823,32.0729,31.4917,31.8598,230677.0
2022-03-30,31.9862,32.0932,31.2568,31.5583,463113.0
2022-03-31,31.4124,31.9765,31.4124,31.8987,324262.0
2022-04-01,32.1321,32.3071,31.4711,32.2001,530066.0
2022-04-02,32.1321,32.3071,31.4711,32.2001,530066.0
2022-04-03,32.1321,32.3071,31.4711,32.2001,530066.0
2022-04-04,32.3849,32.3849,31.4027,31.6166,448408.0
2022-04-05,31.6361,31.7236,30.6247,30.8289,333645.0
2022-04-06,30.6247,30.79,30.0898,30.2843,409696.0
2022-04-07,30.2454,30.7705,30.0023,30.6441,280012.0
2022-04-08,30.5371,30.9942,30.3037,30.5371,350036.0
2022-04-09,30.5371,30.9942,30.3037,30.5371,350036.0
2022-04-10,30.5371,30.9942,30.3037,30.5371,350036.0
2022-04-11,30.4691,31.2665,30.328,31.0526,389001.0
2022-04-12,31.3249,31.7722,30.8581,31.1012,356422.0
2022-04-13,31.0039,31.4221,30.9748,31.3735,197120.0
2022-04-14,31.4513,32.2381,31.2082,31.6264,453996.0
2022-04-15,31.4513,32.2381,31.2082,31.6264,453996.0
2022-04-16,31.4513,32.2381,31.2082,31.6264,453996.0
2022-04-17,31.4513,32.2381,31.2082,31.6264,453996.0
2022-04-18,31.6166,31.9473,30.9942,31.1887,289709.0
2022-04-19,31.2957,31.9959,31.2082,31.5875,180622.0
2022-04-20,31.9959,32.4725,31.5777,31.6653,272833.0
2022-04-21,31.9765,32.0056,30.6927,30.9359,257908.0
2022-04-22,30.6733,30.9553,29.8175,29.8369,193780.0
2022-04-23,30.6733,30.9553,29.8175,29.8369,193780.0
2022-04-24,30.6733,30.9553,29.8175,29.8369,193780.0
2022-04-25,29.5743,30.0995,29.2048,29.9536,365201.0
2022-04-26,29.7299,29.8661,29.127,29.3215,298939.0
2022-04-27,29.3701,29.7883,29.0297,29.127,210550.0
2022-04-28,29.234,29.4285,27.8578,29.0784,445364.0
2022-04-29,29.302,29.623,28.5921,28.8352,362537.0
2022-04-30,29.302,29.623,28.5921,28.8352,362537.0
2022-05-01,29.302,29.623,28.5921,28.8352,362537.0
2022-05-02,28.7283,29.516,28.4754,29.4576,405803.0
2022-05-03,30.576,30.8483,29.9235,30.3718,407725.0
2022-05-04,30.3718,31.3443,30.3718,31.3443,556379.0
2022-05-05,30.9359,31.0623,29.9828,30.5371,326824.0
2022-05-06,30.2065,31.1207,30.2065,30.5663,373909.0
2022-05-07,30.2065,31.1207,30.2065,30.5663,373909.0
2022-05-08,30.2065,31.1207,30.2065,30.5663,373909.0
2022-05-09,30.0314,30.4593,29.4333,29.6424,449791.0
2022-05-10,29.7105,30.0703,28.738,29.3993,400191.0
2022-05-11,29.4771,30.4302,28.9617,29.0297,457581.0
2022-05-12,28.7866,29.0978,28.2614,29.0006,537575.0
2022-05-13,29.4382,29.8175,29.0784,29.1756,754412.0
2022-05-14,29.4382,29.8175,29.0784,29.1756,754412.0
2022-05-15,29.4382,29.8175,29.0784,29.1756,754412.0
2022-05-16,29.2048,30.5566,29.0784,30.401,451134.0
2022-05-17,30.6441,31.2179,30.401,30.7414,347099.0
2022-05-18,30.9456,31.9862,30.3718,30.79,619134.0
2022-05-19,30.4302,31.4221,30.1287,31.0818,484175.0
2022-05-20,31.286,31.286,29.9439,30.8289,313009.0
2022-05-21,31.286,31.286,29.9439,30.8289,313009.0
2022-05-22,31.286,31.286,29.9439,30.8289,313009.0
2022-05-23,31.0915,31.7431,30.3621,31.393,248166.0
2022-05-24,31.1207,31.393,30.6538,31.1207,318701.0
2022-05-25,31.0526,31.7625,31.0526,31.5875,239552.0
2022-05-26,31.7431,32.064,31.3054,31.6555,270717.0
2022-05-27,31.8014,32.4384,31.8014,32.1807,186111.0
2022-05-28,31.8014,32.4384,31.8014,32.1807,186111.0
