,FCN US Equity,FCN US Equity,FCN US Equity,FCN US Equity,FCN US Equity
2021-05-08,144.39,145.41,143.4,143.79,163147.0
2021-05-09,144.39,145.41,143.4,143.79,163147.0
2021-05-10,144.53,145.34,143.37,143.46,108022.0
2021-05-11,142.66,142.99,141.065,141.9,243996.0
2021-05-12,141.23,142.91,140.19,140.29,489624.0
2021-05-13,140.58,143.41,140.58,142.96,193816.0
2021-05-14,143.32,143.32,141.7201,142.37,125354.0
2021-05-15,143.32,143.32,141.7201,142.37,125354.0
2021-05-16,143.32,143.32,141.7201,142.37,125354.0
2021-05-17,142.65,142.85,141.43,142.32,133574.0
2021-05-18,142.32,142.6,140.32,140.36,149713.0
2021-05-19,139.51,139.92,137.74,139.91,254507.0
2021-05-20,139.95,140.07,137.99,138.32,150775.0
2021-05-21,138.37,138.78,137.0,137.85,197385.0
2021-05-22,138.37,138.78,137.0,137.85,197385.0
2021-05-23,138.37,138.78,137.0,137.85,197385.0
2021-05-24,138.64,138.85,136.92,137.01,156071.0
2021-05-25,137.05,137.49,135.92,136.88,190001.0
2021-05-26,137.08,137.28,136.55,137.05,261384.0
2021-05-27,137.35,137.84,136.48,137.18,257251.0
2021-05-28,137.49,138.91,137.205,137.55,169457.0
2021-05-29,137.49,138.91,137.205,137.55,169457.0
2021-05-30,137.49,138.91,137.205,137.55,169457.0
2021-05-31,137.49,138.91,137.205,137.55,169457.0
2021-06-01,137.52,138.21,136.98,137.43,170185.0
2021-06-02,137.44,137.64,134.61,135.26,302895.0
2021-06-03,135.15,137.55,134.29,137.36,350720.0
2021-06-04,137.03,138.3,137.01,137.8,187024.0
2021-06-05,137.03,138.3,137.01,137.8,187024.0
2021-06-06,137.03,138.3,137.01,137.8,187024.0
2021-06-07,138.0,138.5991,136.93,137.93,230432.0
2021-06-08,138.37,140.7,136.79,139.88,351930.0
2021-06-09,139.28,139.54,137.84,138.19,150810.0
2021-06-10,138.91,141.35,138.025,141.25,442790.0
2021-06-11,141.31,141.86,139.94,140.99,144431.0
2021-06-12,141.31,141.86,139.94,140.99,144431.0
2021-06-13,141.31,141.86,139.94,140.99,144431.0
2021-06-14,141.24,141.45,140.04,140.74,160583.0
2021-06-15,141.48,141.88,140.37,140.84,144393.0
2021-06-16,140.78,141.11,139.91,140.03,123453.0
2021-06-17,140.13,141.0,139.4,139.49,168619.0
2021-06-18,139.56,139.655,136.86,136.88,285444.0
2021-06-19,139.56,139.655,136.86,136.88,285444.0
2021-06-20,139.56,139.655,136.86,136.88,285444.0
2021-06-21,137.23,138.54,137.23,137.39,348469.0
2021-06-22,137.01,137.01,134.9,135.91,265120.0
2021-06-23,135.48,135.48,133.4,134.65,246201.0
2021-06-24,134.96,136.18,134.6,135.53,267379.0
2021-06-25,135.73,138.48,135.23,138.2,399004.0
2021-06-26,135.73,138.48,135.23,138.2,399004.0
2021-06-27,135.73,138.48,135.23,138.2,399004.0
2021-06-28,138.36,138.36,135.75,136.16,295420.0
2021-06-29,136.24,137.18,135.43,136.51,132465.0
2021-06-30,136.08,137.27,135.935,136.61,169829.0
2021-07-01,136.77,137.74,136.14,137.06,265671.0
2021-07-02,137.13,137.57,136.57,137.44,159372.0
2021-07-03,137.13,137.57,136.57,137.44,159372.0
2021-07-04,137.13,137.57,136.57,137.44,159372.0
2021-07-05,137.13,137.57,136.57,137.44,159372.0
2021-07-06,137.19,137.29,134.87,137.13,327252.0
2021-07-07,136.92,138.5,136.2,138.17,229494.0
2021-07-08,136.75,137.93,136.45,136.68,183340.0
2021-07-09,137.16,137.85,135.35,136.41,180289.0
2021-07-10,137.16,137.85,135.35,136.41,180289.0
2021-07-11,137.16,137.85,135.35,136.41,180289.0
2021-07-12,136.39,136.55,134.8,135.74,323879.0
2021-07-13,135.17,136.37,133.965,135.48,285842.0
2021-07-14,135.82,136.72,134.85,135.68,113010.0
2021-07-15,134.95,135.39,134.21,134.32,283668.0
2021-07-16,134.52,135.0,133.67,134.65,179754.0
2021-07-17,134.52,135.0,133.67,134.65,179754.0
2021-07-18,134.52,135.0,133.67,134.65,179754.0
2021-07-19,134.08,135.58,133.14,135.57,258318.0
2021-07-20,135.78,137.925,135.11,136.76,257933.0
2021-07-21,137.13,137.29,135.82,136.04,189138.0
2021-07-22,136.36,136.8,134.695,134.9,351543.0
2021-07-23,135.43,138.013,135.0,137.9,243325.0
2021-07-24,135.43,138.013,135.0,137.9,243325.0
2021-07-25,135.43,138.013,135.0,137.9,243325.0
2021-07-26,138.19,138.81,137.54,138.05,178586.0
2021-07-27,138.32,139.17,136.74,138.38,268256.0
2021-07-28,138.4,140.77,138.06,140.3,296837.0
2021-07-29,140.7,143.155,139.87,142.75,273947.0
2021-07-30,142.75,146.615,142.7,145.7,291779.0
2021-07-31,142.75,146.615,142.7,145.7,291779.0
2021-08-01,142.75,146.615,142.7,145.7,291779.0
2021-08-02,146.13,146.73,143.6,143.75,228863.0
2021-08-03,144.19,146.76,143.81,145.23,201251.0
2021-08-04,144.71,145.22,142.37,144.45,227426.0
2021-08-05,145.28,145.42,143.6375,144.15,160279.0
2021-08-06,144.25,144.76,142.73,144.43,150329.0
2021-08-07,144.25,144.76,142.73,144.43,150329.0
2021-08-08,144.25,144.76,142.73,144.43,150329.0
2021-08-09,143.92,144.78,142.42,143.47,174184.0
2021-08-10,143.51,144.28,142.24,142.72,252901.0
2021-08-11,143.48,144.75,142.4901,144.54,156525.0
2021-08-12,144.28,144.77,143.54,144.56,207638.0
2021-08-13,144.6,144.685,143.315,143.76,220244.0
2021-08-14,144.6,144.685,143.315,143.76,220244.0
2021-08-15,144.6,144.685,143.315,143.76,220244.0
2021-08-16,143.34,144.9,142.39,144.45,105557.0
2021-08-17,144.72,145.75,144.1,145.49,143167.0
2021-08-18,145.56,145.88,143.49,143.52,354214.0
2021-08-19,142.63,145.29,142.24,144.88,431945.0
2021-08-20,144.75,145.48,142.99,143.08,156319.0
2021-08-21,144.75,145.48,142.99,143.08,156319.0
2021-08-22,144.75,145.48,142.99,143.08,156319.0
2021-08-23,143.02,143.32,140.035,141.61,282002.0
2021-08-24,141.31,143.19,141.31,142.32,147140.0
2021-08-25,142.66,143.71,141.74,143.12,397138.0
2021-08-26,143.05,144.04,140.22,140.78,132916.0
2021-08-27,140.61,140.84,139.25,139.51,205587.0
2021-08-28,140.61,140.84,139.25,139.51,205587.0
2021-08-29,140.61,140.84,139.25,139.51,205587.0
2021-08-30,139.7,141.4025,139.7,140.95,114825.0
2021-08-31,141.43,141.47,139.17,139.71,211177.0
2021-09-01,139.72,140.72,138.33,140.59,206910.0
2021-09-02,141.12,141.12,137.9,138.79,106227.0
2021-09-03,138.21,139.62,137.46,139.0,196871.0
2021-09-04,138.21,139.62,137.46,139.0,196871.0
2021-09-05,138.21,139.62,137.46,139.0,196871.0
2021-09-06,138.21,139.62,137.46,139.0,196871.0
2021-09-07,138.55,139.0,136.68,136.79,113499.0
2021-09-08,136.5,137.925,135.96,137.33,492715.0
2021-09-09,137.49,138.18,136.18,137.34,142222.0
2021-09-10,137.62,137.7,134.83,134.93,105977.0
2021-09-11,137.62,137.7,134.83,134.93,105977.0
2021-09-12,137.62,137.7,134.83,134.93,105977.0
2021-09-13,135.26,135.59,133.03,134.45,154302.0
2021-09-14,135.22,135.31,133.45,133.76,143477.0
2021-09-15,133.8,137.09,133.455,135.47,209742.0
2021-09-16,135.77,137.46,134.76,136.58,292612.0
2021-09-17,136.36,138.46,135.425,135.72,487382.0
2021-09-18,136.36,138.46,135.425,135.72,487382.0
2021-09-19,136.36,138.46,135.425,135.72,487382.0
2021-09-20,134.54,135.88,132.97,133.91,87256.0
2021-09-21,134.27,134.85,131.5,133.58,290087.0
2021-09-22,133.67,134.875,133.03,133.33,153137.0
2021-09-23,133.65,136.36,133.65,134.61,134204.0
2021-09-24,134.2,135.16,134.06,134.13,67697.0
2021-09-25,134.2,135.16,134.06,134.13,67697.0
2021-09-26,134.2,135.16,134.06,134.13,67697.0
2021-09-27,133.61,136.38,132.64,135.38,160161.0
2021-09-28,134.57,135.32,132.42,133.13,140881.0
2021-09-29,133.51,135.865,132.775,135.71,123515.0
2021-09-30,135.87,136.66,134.64,134.7,177246.0
2021-10-01,135.91,137.56,134.24,135.5,143200.0
2021-10-02,135.91,137.56,134.24,135.5,143200.0
2021-10-03,135.91,137.56,134.24,135.5,143200.0
2021-10-04,135.78,138.2,135.195,137.88,151469.0
2021-10-05,138.4,139.93,136.84,138.25,130196.0
2021-10-06,137.63,138.53,135.73,138.42,93236.0
2021-10-07,139.34,141.3,138.18,140.38,147686.0
2021-10-08,140.76,141.68,139.845,140.84,130262.0
2021-10-09,140.76,141.68,139.845,140.84,130262.0
2021-10-10,140.76,141.68,139.845,140.84,130262.0
2021-10-11,140.47,141.77,139.44,139.61,123139.0
2021-10-12,140.24,140.9,140.04,140.37,87644.0
2021-10-13,140.76,142.43,139.93,142.3,132702.0
2021-10-14,143.0,143.63,141.54,142.57,152024.0
2021-10-15,142.7,144.87,141.69,143.67,152092.0
2021-10-16,142.7,144.87,141.69,143.67,152092.0
2021-10-17,142.7,144.87,141.69,143.67,152092.0
2021-10-18,144.03,146.1,142.535,145.01,104402.0
2021-10-19,145.76,145.76,142.795,144.85,135223.0
2021-10-20,144.99,144.99,143.66,144.19,102912.0
2021-10-21,143.9,144.12,141.67,142.33,193617.0
2021-10-22,142.96,143.46,142.355,142.5,121473.0
2021-10-23,142.96,143.46,142.355,142.5,121473.0
2021-10-24,142.96,143.46,142.355,142.5,121473.0
2021-10-25,142.93,144.87,141.15,144.47,240484.0
2021-10-26,144.46,146.175,142.48,145.98,149724.0
2021-10-27,145.8,146.615,141.89,142.43,163292.0
2021-10-28,145.48,149.2,142.63,144.1,328324.0
2021-10-29,143.77,145.14,141.61,143.92,317069.0
2021-10-30,143.77,145.14,141.61,143.92,317069.0
2021-10-31,143.77,145.14,141.61,143.92,317069.0
2021-11-01,144.05,147.11,143.51,147.11,243968.0
2021-11-02,147.05,148.33,146.0,146.71,200875.0
2021-11-03,146.53,147.15,144.58,146.97,139348.0
2021-11-04,147.47,149.86,147.12,147.29,163968.0
2021-11-05,148.21,148.5,144.36,144.43,104224.0
2021-11-06,148.21,148.5,144.36,144.43,104224.0
2021-11-07,148.21,148.5,144.36,144.43,104224.0
2021-11-08,145.16,145.16,142.18,143.19,142281.0
2021-11-09,143.77,144.625,142.6,142.79,150955.0
2021-11-10,142.62,143.66,141.06,143.11,153351.0
2021-11-11,143.72,145.47,142.67,145.36,286475.0
2021-11-12,146.2,147.76,145.91,146.51,196257.0
2021-11-13,146.2,147.76,145.91,146.51,196257.0
2021-11-14,146.2,147.76,145.91,146.51,196257.0
2021-11-15,146.68,147.58,145.2,147.01,220840.0
2021-11-16,146.94,149.21,146.47,148.0,243874.0
2021-11-17,147.91,149.97,145.94,149.96,337551.0
2021-11-18,149.9,152.713,148.34,151.41,218515.0
2021-11-19,151.7,153.85,151.245,152.14,223462.0
2021-11-20,151.7,153.85,151.245,152.14,223462.0
2021-11-21,151.7,153.85,151.245,152.14,223462.0
2021-11-22,152.1,154.69,151.77,153.82,215256.0
2021-11-23,153.32,154.16,151.88,154.09,111134.0
2021-11-24,153.88,154.83,149.58,149.78,160707.0
2021-11-25,153.88,154.83,149.58,149.78,160707.0
2021-11-26,149.42,149.95,146.34,146.52,99205.0
2021-11-27,149.42,149.95,146.34,146.52,99205.0
2021-11-28,149.42,149.95,146.34,146.52,99205.0
2021-11-29,147.47,148.91,144.92,147.11,137889.0
2021-11-30,146.86,148.26,145.58,146.09,202794.0
2021-12-01,146.89,147.335,142.421,142.55,257638.0
2021-12-02,142.86,146.53,142.51,145.79,108270.0
2021-12-03,146.17,146.17,143.62,145.13,134387.0
2021-12-04,146.17,146.17,143.62,145.13,134387.0
2021-12-05,146.17,146.17,143.62,145.13,134387.0
2021-12-06,146.14,147.35,144.87,145.92,116990.0
2021-12-07,146.3,147.97,145.4,146.27,108017.0
2021-12-08,146.19,147.47,145.86,147.08,88647.0
2021-12-09,146.63,148.2,144.59,146.16,127471.0
2021-12-10,146.58,147.095,144.57,145.02,97739.0
2021-12-11,146.58,147.095,144.57,145.02,97739.0
2021-12-12,146.58,147.095,144.57,145.02,97739.0
2021-12-13,144.39,146.8,144.39,146.4,144825.0
2021-12-14,146.13,146.61,145.26,145.78,174892.0
2021-12-15,145.11,145.93,142.11,143.39,168598.0
2021-12-16,143.64,146.58,142.5,146.34,193122.0
2021-12-17,146.69,147.15,143.42,146.63,500487.0
2021-12-18,146.69,147.15,143.42,146.63,500487.0
2021-12-19,146.69,147.15,143.42,146.63,500487.0
2021-12-20,145.19,146.23,143.87,145.79,130250.0
2021-12-21,146.19,148.96,146.19,148.29,165432.0
2021-12-22,148.14,150.69,147.53,150.4,111683.0
2021-12-23,151.16,152.12,149.88,150.8,94890.0
2021-12-24,151.16,152.12,149.88,150.8,94890.0
2021-12-25,151.16,152.12,149.88,150.8,94890.0
2021-12-26,151.16,152.12,149.88,150.8,94890.0
2021-12-27,151.46,153.8,151.32,153.78,131778.0
2021-12-28,153.8,154.67,152.43,153.31,247200.0
2021-12-29,154.02,155.77,153.33,155.03,120836.0
2021-12-30,155.34,155.82,153.835,153.91,118420.0
2021-12-31,154.0,154.135,152.6101,153.42,70888.0
2022-01-01,154.0,154.135,152.6101,153.42,70888.0
2022-01-02,154.0,154.135,152.6101,153.42,70888.0
2022-01-03,154.25,154.4475,151.735,154.0,153682.0
2022-01-04,154.17,156.94,154.17,155.26,172020.0
2022-01-05,154.91,157.535,154.17,154.24,243834.0
2022-01-06,154.39,157.86,153.89,154.9,211246.0
2022-01-07,155.11,155.8,148.56,148.61,154036.0
2022-01-08,155.11,155.8,148.56,148.61,154036.0
2022-01-09,155.11,155.8,148.56,148.61,154036.0
2022-01-10,147.67,149.59,146.46,148.95,115143.0
2022-01-11,151.42,151.71,148.34,151.65,165477.0
2022-01-12,151.2,153.66,148.82,151.32,142400.0
2022-01-13,151.44,154.09,149.27,150.21,107376.0
2022-01-14,149.18,151.38,149.18,151.3,94920.0
2022-01-15,149.18,151.38,149.18,151.3,94920.0
2022-01-16,149.18,151.38,149.18,151.3,94920.0
2022-01-17,149.18,151.38,149.18,151.3,94920.0
2022-01-18,149.91,151.435,147.9,150.05,172188.0
2022-01-19,150.83,152.07,148.94,151.72,257744.0
2022-01-20,152.5,153.38,150.155,150.25,353828.0
2022-01-21,149.73,151.13,147.9501,148.83,183777.0
2022-01-22,149.73,151.13,147.9501,148.83,183777.0
2022-01-23,149.73,151.13,147.9501,148.83,183777.0
2022-01-24,147.4,152.69,146.79,152.53,290810.0
2022-01-25,150.9,150.9,141.7,144.08,390804.0
2022-01-26,143.82,145.18,141.75,143.61,274125.0
2022-01-27,144.01,147.28,142.2,143.23,247834.0
2022-01-28,143.42,144.6,140.62,144.6,317480.0
2022-01-29,143.42,144.6,140.62,144.6,317480.0
2022-01-30,143.42,144.6,140.62,144.6,317480.0
2022-01-31,144.08,146.27,143.37,145.81,499606.0
2022-02-01,145.93,145.93,143.68,144.91,141047.0
2022-02-02,144.69,146.19,143.14,144.14,212957.0
2022-02-03,143.28,145.515,143.28,144.73,307494.0
2022-02-04,144.16,148.07,144.01,147.31,191634.0
2022-02-05,144.16,148.07,144.01,147.31,191634.0
2022-02-06,144.16,148.07,144.01,147.31,191634.0
2022-02-07,147.33,148.1,145.745,146.95,138506.0
2022-02-08,146.89,150.37,146.7,149.95,151221.0
2022-02-09,150.78,153.67,150.78,152.57,209810.0
2022-02-10,151.06,153.22,150.03,150.61,145673.0
2022-02-11,150.94,152.04,147.24,149.15,135583.0
2022-02-12,150.94,152.04,147.24,149.15,135583.0
2022-02-13,150.94,152.04,147.24,149.15,135583.0
2022-02-14,148.39,149.77,146.84,147.5,237987.0
2022-02-15,148.13,148.729,145.38,146.25,146461.0
2022-02-16,145.97,146.0,143.27,145.13,145491.0
2022-02-17,144.69,145.09,143.42,143.51,154461.0
2022-02-18,143.36,144.71,141.94,142.65,161552.0
2022-02-19,143.36,144.71,141.94,142.65,161552.0
2022-02-20,143.36,144.71,141.94,142.65,161552.0
2022-02-21,143.36,144.71,141.94,142.65,161552.0
2022-02-22,142.56,145.04,141.13,141.98,164345.0
2022-02-23,142.21,143.16,137.31,137.31,294617.0
2022-02-24,133.42,142.84,132.36,142.04,259113.0
2022-02-25,140.55,145.93,140.55,145.57,280140.0
2022-02-26,140.55,145.93,140.55,145.57,280140.0
2022-02-27,140.55,145.93,140.55,145.57,280140.0
2022-02-28,143.6,146.31,143.5,146.0,172606.0
2022-03-01,145.05,148.23,145.05,146.83,175367.0
2022-03-02,146.71,151.53,146.51,150.34,200274.0
2022-03-03,150.31,151.86,149.13,149.42,118656.0
2022-03-04,148.82,150.045,147.785,149.71,96724.0
2022-03-05,148.82,150.045,147.785,149.71,96724.0
2022-03-06,148.82,150.045,147.785,149.71,96724.0
2022-03-07,149.19,150.365,147.06,148.29,196194.0
2022-03-08,147.51,149.3,144.48,145.06,201699.0
2022-03-09,147.47,151.3599,145.45,145.71,95769.0
2022-03-10,144.79,147.53,143.99,145.34,91860.0
2022-03-11,146.32,147.44,144.82,145.38,92562.0
2022-03-12,146.32,147.44,144.82,145.38,92562.0
2022-03-13,146.32,147.44,144.82,145.38,92562.0
2022-03-14,145.69,148.77,145.5,147.81,107252.0
2022-03-15,147.9,152.39,147.3,152.17,213918.0
2022-03-16,152.53,154.02,151.16,153.69,191170.0
2022-03-17,153.04,155.39,152.83,155.29,133142.0
2022-03-18,155.36,155.62,152.72,155.17,237022.0
2022-03-19,155.36,155.62,152.72,155.17,237022.0
2022-03-20,155.36,155.62,152.72,155.17,237022.0
2022-03-21,154.97,156.02,152.57,155.77,149841.0
2022-03-22,156.0,156.66,153.8,155.1,168197.0
2022-03-23,154.27,154.6346,149.26,149.29,165742.0
2022-03-24,149.82,151.82,148.485,150.92,228219.0
2022-03-25,151.62,152.08,150.43,151.57,84870.0
2022-03-26,151.62,152.08,150.43,151.57,84870.0
2022-03-27,151.62,152.08,150.43,151.57,84870.0
2022-03-28,151.72,154.7,151.72,154.55,139572.0
2022-03-29,155.95,158.42,155.95,156.68,163150.0
2022-03-30,156.0,158.23,155.08,158.09,139144.0
2022-03-31,158.33,159.42,157.2,157.22,196668.0
2022-04-01,160.35,160.35,157.44,159.52,157611.0
2022-04-02,160.35,160.35,157.44,159.52,157611.0
2022-04-03,160.35,160.35,157.44,159.52,157611.0
2022-04-04,158.83,159.09,156.325,156.91,198782.0
2022-04-05,156.91,160.045,156.91,158.94,189894.0
2022-04-06,158.4,162.31,157.75,162.2,397559.0
2022-04-07,162.2,163.95,158.073,160.01,426972.0
2022-04-08,160.61,162.31,159.67,160.59,160590.0
2022-04-09,160.61,162.31,159.67,160.59,160590.0
2022-04-10,160.61,162.31,159.67,160.59,160590.0
2022-04-11,160.68,163.69,160.44,161.66,178973.0
2022-04-12,162.67,163.965,160.21,163.5,194019.0
2022-04-13,162.62,164.49,161.45,162.8,92014.0
2022-04-14,162.46,165.43,162.46,162.95,96602.0
2022-04-15,162.46,165.43,162.46,162.95,96602.0
2022-04-16,162.46,165.43,162.46,162.95,96602.0
2022-04-17,162.46,165.43,162.46,162.95,96602.0
2022-04-18,162.32,163.72,160.305,161.0,131547.0
2022-04-19,161.08,163.78,160.92,163.59,359648.0
2022-04-20,164.52,167.275,164.52,166.89,207927.0
2022-04-21,168.12,169.6,166.65,169.28,233532.0
2022-04-22,169.82,170.31,166.775,167.3,526831.0
2022-04-23,169.82,170.31,166.775,167.3,526831.0
2022-04-24,169.82,170.31,166.775,167.3,526831.0
2022-04-25,167.0,167.0,159.49,161.26,239677.0
2022-04-26,160.84,161.92,158.67,158.83,248792.0
2022-04-27,158.57,160.7,157.42,158.07,302373.0
2022-04-28,162.0,165.19,153.89,155.56,198004.0
2022-04-29,155.88,158.67,154.39,157.71,295639.0
2022-04-30,155.88,158.67,154.39,157.71,295639.0
2022-05-01,155.88,158.67,154.39,157.71,295639.0
2022-05-02,157.71,159.66,153.89,155.77,348115.0
2022-05-03,155.17,158.46,154.38,155.09,179496.0
2022-05-04,155.76,163.77,154.1,163.5,353798.0
2022-05-05,162.31,163.54,159.505,163.29,369375.0
2022-05-06,162.24,166.04,161.06,165.79,424091.0
2022-05-07,162.24,166.04,161.06,165.79,424091.0
2022-05-08,162.24,166.04,161.06,165.79,424091.0
2022-05-09,164.51,167.67,163.8,167.2,408968.0
2022-05-10,167.23,169.565,165.8,166.12,479519.0
2022-05-11,165.88,168.36,164.98,165.57,391396.0
2022-05-12,164.42,166.42,162.31,164.1,375091.0
2022-05-13,165.04,167.33,164.36,165.74,237000.0
2022-05-14,165.04,167.33,164.36,165.74,237000.0
2022-05-15,165.04,167.33,164.36,165.74,237000.0
2022-05-16,165.29,169.29,165.0,169.25,149536.0
2022-05-17,170.65,170.65,166.01,167.36,207064.0
2022-05-18,166.58,167.2375,162.59,162.67,230395.0
2022-05-19,162.29,162.785,159.57,161.0,256539.0
2022-05-20,161.27,162.38,159.92,161.95,213520.0
2022-05-21,161.27,162.38,159.92,161.95,213520.0
2022-05-22,161.27,162.38,159.92,161.95,213520.0
2022-05-23,162.93,164.02,160.28,161.93,201780.0
2022-05-24,162.22,165.69,159.87,164.54,318259.0
2022-05-25,163.89,164.76,162.9,163.63,153380.0
2022-05-26,164.91,165.56,163.25,165.0,127280.0
2022-05-27,166.2,168.13,166.2,167.08,132814.0
2022-05-28,166.2,168.13,166.2,167.08,132814.0
2022-05-29,166.2,168.13,166.2,167.08,132814.0
2022-05-30,166.2,168.13,166.2,167.08,132814.0
2022-05-31,166.03,169.34,163.55,168.0,364148.0
2022-06-01,168.35,168.55,166.245,167.53,168393.0
2022-06-02,167.78,170.81,167.0042,169.68,205162.0
2022-06-03,168.6,168.6,166.28,166.74,147420.0
2022-06-04,168.6,168.6,166.28,166.74,147420.0
2022-06-05,168.6,168.6,166.28,166.74,147420.0
2022-06-06,170.03,172.53,167.18,170.53,231799.0
2022-06-07,170.12,172.69,168.685,172.68,174126.0
2022-06-08,170.86,172.67,168.34,169.64,150273.0
2022-06-09,170.12,170.41,165.65,165.69,131339.0
2022-06-10,163.69,165.63,160.82,164.24,183607.0
2022-06-11,163.69,165.63,160.82,164.24,183607.0
2022-06-12,163.69,165.63,160.82,164.24,183607.0
2022-06-13,162.11,163.62,161.01,162.8,308930.0
2022-06-14,161.75,163.47,161.25,162.11,264992.0
2022-06-15,163.42,164.685,161.57,162.87,228349.0
2022-06-16,161.12,163.76,160.44,162.95,347398.0
2022-06-17,164.65,165.325,162.48,164.02,451777.0
2022-06-18,164.65,165.325,162.48,164.02,451777.0
2022-06-19,164.65,165.325,162.48,164.02,451777.0
2022-06-20,164.65,165.325,162.48,164.02,451777.0
2022-06-21,164.11,170.06,163.7709,169.03,310187.0
2022-06-22,168.22,171.27,167.88,169.01,252645.0
2022-06-23,169.38,174.35,169.38,173.46,267881.0
2022-06-24,174.44,178.135,174.44,177.62,708949.0
2022-06-25,174.44,178.135,174.44,177.62,708949.0
2022-06-26,174.44,178.135,174.44,177.62,708949.0
2022-06-27,177.76,178.13,173.65,174.34,285390.0
2022-06-28,174.88,174.88,171.4,172.21,314460.0
2022-06-29,172.1,177.17,171.91,176.85,203790.0
2022-06-30,176.21,182.09,175.34,180.85,499395.0
2022-07-01,181.0,184.58,179.18,183.73,246848.0
2022-07-02,181.0,184.58,179.18,183.73,246848.0
2022-07-03,181.0,184.58,179.18,183.73,246848.0
2022-07-04,181.0,184.58,179.18,183.73,246848.0
2022-07-05,182.48,184.15,178.87,181.99,354618.0
2022-07-06,183.05,186.4,181.65,185.51,486403.0
2022-07-07,185.93,188.61,184.1279,187.64,302672.0
2022-07-08,187.59,188.99,186.58,188.7,207568.0
2022-07-09,187.59,188.99,186.58,188.7,207568.0
2022-07-10,187.59,188.99,186.58,188.7,207568.0
2022-07-11,188.26,190.425,187.94,188.74,251245.0
2022-07-12,189.05,190.16,185.81,186.76,153150.0
2022-07-13,185.02,187.39,185.02,186.4,196923.0
2022-07-14,185.9,187.28,184.42,186.85,145870.0
2022-07-15,187.74,188.48,186.02,187.62,132936.0
2022-07-16,187.74,188.48,186.02,187.62,132936.0
2022-07-17,187.74,188.48,186.02,187.62,132936.0
2022-07-18,187.78,188.5564,186.331,186.61,134614.0
2022-07-19,188.12,190.34,186.711,187.38,250939.0
2022-07-20,187.9,188.53,184.5,187.6,308279.0
2022-07-21,187.11,187.11,180.25,184.28,321433.0
2022-07-22,183.79,185.03,180.62,182.05,280146.0
2022-07-23,183.79,185.03,180.62,182.05,280146.0
2022-07-24,183.79,185.03,180.62,182.05,280146.0
2022-07-25,183.36,185.93,182.98,183.64,216862.0
2022-07-26,183.08,185.9631,182.14,184.99,186588.0
2022-07-27,184.46,185.605,181.35,182.03,307264.0
2022-07-28,178.93,181.52,162.98,165.55,733016.0
2022-07-29,164.63,168.92,162.89,163.56,381323.0
2022-07-30,164.63,168.92,162.89,163.56,381323.0
2022-07-31,164.63,168.92,162.89,163.56,381323.0
2022-08-01,162.59,163.73,160.57,161.18,502348.0
2022-08-02,161.1,162.73,158.77,161.49,315760.0
2022-08-03,161.49,162.56,158.93,159.86,292069.0
2022-08-04,160.47,162.01,158.525,159.66,219680.0
2022-08-05,158.92,161.13,157.55,160.98,223440.0
2022-08-06,158.92,161.13,157.55,160.98,223440.0
2022-08-07,158.92,161.13,157.55,160.98,223440.0
2022-08-08,160.99,161.36,157.99,159.74,154621.0
2022-08-09,161.07,161.88,159.48,161.66,216243.0
2022-08-10,162.7,164.6,161.83,162.0,226839.0
2022-08-11,162.72,163.755,161.572,162.65,171412.0
2022-08-12,162.96,164.59,162.4041,164.12,129045.0
2022-08-13,162.96,164.59,162.4041,164.12,129045.0
2022-08-14,162.96,164.59,162.4041,164.12,129045.0
2022-08-15,163.76,168.1,163.63,167.2,180846.0
2022-08-16,166.64,167.94,164.88,166.51,434248.0
2022-08-17,166.85,169.25,166.05,168.97,118986.0
2022-08-18,170.0,170.32,168.64,168.84,105687.0
2022-08-19,169.19,171.58,167.68,171.15,201016.0
2022-08-20,169.19,171.58,167.68,171.15,201016.0
2022-08-21,169.19,171.58,167.68,171.15,201016.0
2022-08-22,170.16,171.57,169.97,170.52,191738.0
2022-08-23,169.85,169.85,163.24,163.51,151579.0
2022-08-24,163.7,164.78,162.17,164.22,130838.0
2022-08-25,163.71,166.22,162.1,162.6,141094.0
2022-08-26,162.81,164.6,161.61,161.83,133466.0
2022-08-27,162.81,164.6,161.61,161.83,133466.0
2022-08-28,162.81,164.6,161.61,161.83,133466.0
2022-08-29,160.66,161.06,159.18,159.95,113859.0
2022-08-30,159.43,159.96,157.4,157.61,369703.0
2022-08-31,158.41,161.15,157.09,160.6,200856.0
2022-09-01,160.85,162.83,160.31,160.79,146710.0
2022-09-02,161.68,161.68,155.47,156.24,151576.0
2022-09-03,161.68,161.68,155.47,156.24,151576.0
2022-09-04,161.68,161.68,155.47,156.24,151576.0
2022-09-05,161.68,161.68,155.47,156.24,151576.0
2022-09-06,156.44,158.52,155.92,157.96,178308.0
2022-09-07,158.44,159.06,157.38,158.03,114431.0
2022-09-08,158.82,159.86,157.14,158.42,107342.0
2022-09-09,158.46,160.27,158.23,158.96,118551.0
2022-09-10,158.46,160.27,158.23,158.96,118551.0
2022-09-11,158.46,160.27,158.23,158.96,118551.0
2022-09-12,159.0,159.9,158.45,158.87,98495.0
2022-09-13,158.87,159.01,156.07,156.96,145729.0
2022-09-14,157.14,157.59,155.33,155.91,172686.0
2022-09-15,155.52,155.52,152.935,153.57,186114.0
2022-09-16,153.31,155.25,152.96,154.97,367655.0
