,MOH US Equity,MOH US Equity,MOH US Equity,MOH US Equity,MOH US Equity
2020-05-06,181.74,186.56,178.46,183.1,564971.0
2020-05-07,183.82,187.83,176.67,177.27,585565.0
2020-05-08,179.38,180.8,174.51,175.55,578451.0
2020-05-09,179.38,180.8,174.51,175.55,578451.0
2020-05-10,179.38,180.8,174.51,175.55,578451.0
2020-05-11,175.34,179.74,175.19,178.86,519446.0
2020-05-12,179.62,184.86,178.86,180.5,475761.0
2020-05-13,181.16,181.16,172.01,174.38,477061.0
2020-05-14,171.71,179.31,171.4237,176.48,423171.0
2020-05-15,175.95,182.86,175.69,181.42,584538.0
2020-05-16,175.95,182.86,175.69,181.42,584538.0
2020-05-17,175.95,182.86,175.69,181.42,584538.0
2020-05-18,183.6,184.95,172.51,173.75,564476.0
2020-05-19,174.56,179.46,174.01,176.67,447158.0
2020-05-20,181.5,181.5,175.75,176.97,513742.0
2020-05-21,175.98,183.3305,175.65,181.72,813591.0
2020-05-22,182.29,183.37,180.65,182.21,380411.0
2020-05-23,182.29,183.37,180.65,182.21,380411.0
2020-05-24,182.29,183.37,180.65,182.21,380411.0
2020-05-25,182.29,183.37,180.65,182.21,380411.0
2020-05-26,185.0,187.22,182.55,183.71,1027513.0
2020-05-27,183.92,184.285,174.35,183.65,638337.0
2020-05-28,185.49,194.2,185.49,186.86,1019140.0
2020-05-29,190.15,196.52,184.26,185.82,3712172.0
2020-05-30,190.15,196.52,184.26,185.82,3712172.0
2020-05-31,190.15,196.52,184.26,185.82,3712172.0
2020-06-01,185.84,188.53,182.57,183.07,595183.0
2020-06-02,182.98,186.03,180.61,183.12,632114.0
2020-06-03,181.81,183.42,178.69,179.14,507122.0
2020-06-04,177.51,178.62,171.48,173.58,713526.0
2020-06-05,172.78,174.8547,170.17,171.03,520968.0
2020-06-06,172.78,174.8547,170.17,171.03,520968.0
2020-06-07,172.78,174.8547,170.17,171.03,520968.0
2020-06-08,168.05,173.51,166.0719,171.77,622748.0
2020-06-09,172.96,177.09,172.0,175.09,534565.0
2020-06-10,176.68,179.65,173.04,178.84,833767.0
2020-06-11,176.82,176.82,166.995,168.96,698392.0
2020-06-12,172.89,176.35,166.66,169.89,726525.0
2020-06-13,172.89,176.35,166.66,169.89,726525.0
2020-06-14,172.89,176.35,166.66,169.89,726525.0
2020-06-15,166.91,167.93,161.64,166.19,619972.0
2020-06-16,174.19,175.71,170.06,172.71,645430.0
2020-06-17,173.62,174.05,167.92,168.8,527157.0
2020-06-18,168.02,171.685,167.35,171.17,522541.0
2020-06-19,172.13,179.75,170.79,179.75,1650096.0
2020-06-20,172.13,179.75,170.79,179.75,1650096.0
2020-06-21,172.13,179.75,170.79,179.75,1650096.0
2020-06-22,178.43,180.315,174.68,179.85,624161.0
2020-06-23,180.23,181.08,175.86,178.64,531903.0
2020-06-24,178.09,178.41,168.9,172.88,608495.0
2020-06-25,172.9,175.36,169.54,174.73,638048.0
2020-06-26,174.18,176.75,168.73,169.09,589352.0
2020-06-27,174.18,176.75,168.73,169.09,589352.0
2020-06-28,174.18,176.75,168.73,169.09,589352.0
2020-06-29,169.62,172.09,167.19,171.6,343620.0
2020-06-30,172.13,178.56,170.37,177.98,885914.0
2020-07-01,179.81,181.56,176.75,179.12,399089.0
2020-07-02,180.17,183.73,180.17,182.05,920175.0
2020-07-03,180.17,183.73,180.17,182.05,920175.0
2020-07-04,180.17,183.73,180.17,182.05,920175.0
2020-07-05,180.17,183.73,180.17,182.05,920175.0
2020-07-06,183.57,184.59,180.19,182.94,441973.0
2020-07-07,181.84,186.28,181.42,182.42,257088.0
2020-07-08,182.78,183.6,179.3403,182.35,334065.0
2020-07-09,182.1,182.61,176.06,178.62,347964.0
2020-07-10,179.38,179.38,176.27,176.54,412655.0
2020-07-11,179.38,179.38,176.27,176.54,412655.0
2020-07-12,179.38,179.38,176.27,176.54,412655.0
2020-07-13,177.44,180.22,176.17,176.67,500287.0
2020-07-14,177.18,185.66,176.855,185.48,386118.0
2020-07-15,185.09,187.85,181.88,185.86,318075.0
2020-07-16,186.06,187.6,183.16,184.18,261994.0
2020-07-17,185.91,187.53,182.97,185.88,218566.0
2020-07-18,185.91,187.53,182.97,185.88,218566.0
2020-07-19,185.91,187.53,182.97,185.88,218566.0
2020-07-20,185.71,186.48,178.36,179.2,300035.0
2020-07-21,181.43,182.68,179.645,181.46,265724.0
2020-07-22,181.28,184.28,179.58,183.75,225534.0
2020-07-23,184.06,187.355,182.905,183.54,164935.0
2020-07-24,183.4,184.96,181.295,184.25,206407.0
2020-07-25,183.4,184.96,181.295,184.25,206407.0
2020-07-26,183.4,184.96,181.295,184.25,206407.0
2020-07-27,183.88,184.65,179.67,182.24,230987.0
2020-07-28,182.3,183.44,179.38,181.5,276115.0
2020-07-29,181.59,189.8,181.52,187.65,333993.0
2020-07-30,184.61,190.38,182.7129,187.02,417467.0
2020-07-31,181.48,187.8,180.265,184.7,614272.0
2020-08-01,181.48,187.8,180.265,184.7,614272.0
2020-08-02,181.48,187.8,180.265,184.7,614272.0
2020-08-03,187.01,188.39,181.68,185.81,321395.0
2020-08-04,185.0,189.82,183.56,186.7,371835.0
2020-08-05,188.78,193.97,186.89,193.97,480876.0
2020-08-06,193.62,195.34,191.5,194.26,480688.0
2020-08-07,194.07,196.54,192.05,196.01,374255.0
2020-08-08,194.07,196.54,192.05,196.01,374255.0
2020-08-09,194.07,196.54,192.05,196.01,374255.0
2020-08-10,196.01,196.01,188.97,189.3,305845.0
2020-08-11,190.71,191.29,185.385,185.61,270431.0
2020-08-12,187.67,192.16,186.48,191.8,265322.0
2020-08-13,191.56,193.49,188.09,193.02,275461.0
2020-08-14,192.56,194.23,190.47,193.76,143771.0
2020-08-15,192.56,194.23,190.47,193.76,143771.0
2020-08-16,192.56,194.23,190.47,193.76,143771.0
2020-08-17,194.8,198.38,193.79,195.55,369930.0
2020-08-18,195.31,195.57,192.35,192.8,165083.0
2020-08-19,192.63,196.69,192.185,193.51,262216.0
2020-08-20,191.91,192.12,189.06,189.96,366532.0
2020-08-21,189.5,192.3,187.07,188.55,334258.0
2020-08-22,189.5,192.3,187.07,188.55,334258.0
2020-08-23,189.5,192.3,187.07,188.55,334258.0
2020-08-24,190.0,190.5,180.7,181.59,226357.0
2020-08-25,182.41,182.51,179.85,182.26,209833.0
2020-08-26,183.17,183.17,178.2,181.21,248424.0
2020-08-27,182.0,186.085,180.195,183.74,216889.0
2020-08-28,183.52,186.305,181.02,183.82,190554.0
2020-08-29,183.52,186.305,181.02,183.82,190554.0
2020-08-30,183.52,186.305,181.02,183.82,190554.0
2020-08-31,182.78,186.97,182.69,184.97,407146.0
2020-09-01,187.43,190.27,184.36,186.03,271986.0
2020-09-02,186.52,193.93,183.81,193.15,383584.0
2020-09-03,193.15,194.09,182.05,184.1,242391.0
2020-09-04,184.04,184.91,177.9,183.0,241860.0
2020-09-05,184.04,184.91,177.9,183.0,241860.0
2020-09-06,184.04,184.91,177.9,183.0,241860.0
2020-09-07,184.04,184.91,177.9,183.0,241860.0
2020-09-08,181.6,182.69,173.87,175.08,343121.0
2020-09-09,176.52,177.46,171.61,175.5,299412.0
2020-09-10,175.7,177.15,170.47,171.45,420050.0
2020-09-11,174.15,174.15,166.28,168.84,293826.0
2020-09-12,174.15,174.15,166.28,168.84,293826.0
2020-09-13,174.15,174.15,166.28,168.84,293826.0
2020-09-14,170.71,179.83,170.215,179.28,443493.0
2020-09-15,179.57,182.72,179.57,181.79,266147.0
2020-09-16,183.0,188.27,181.85,184.17,348479.0
2020-09-17,182.28,183.68,179.99,181.31,294337.0
2020-09-18,182.75,185.74,181.0901,184.56,543872.0
2020-09-19,182.75,185.74,181.0901,184.56,543872.0
2020-09-20,182.75,185.74,181.0901,184.56,543872.0
2020-09-21,174.46,174.47,165.39,168.88,750896.0
2020-09-22,169.33,169.965,155.35,156.21,1017062.0
2020-09-23,156.6,158.29,151.4,153.07,1071857.0
2020-09-24,153.37,156.77,151.66,153.08,742406.0
2020-09-25,152.49,161.76,152.49,161.51,582307.0
2020-09-26,152.49,161.76,152.49,161.51,582307.0
2020-09-27,152.49,161.76,152.49,161.51,582307.0
2020-09-28,163.39,165.49,161.15,163.07,385780.0
2020-09-29,159.0,172.6,159.0,171.8,528422.0
2020-09-30,173.13,184.2,171.4,183.04,684583.0
2020-10-01,182.53,188.38,181.22,188.18,898665.0
2020-10-02,185.96,194.88,185.6804,193.36,585766.0
2020-10-03,185.96,194.88,185.6804,193.36,585766.0
2020-10-04,185.96,194.88,185.6804,193.36,585766.0
2020-10-05,195.0,201.87,195.0,201.32,507820.0
2020-10-06,202.04,202.4,196.38,198.18,394973.0
2020-10-07,199.69,203.9,198.83,203.53,477579.0
2020-10-08,205.5,206.1,199.1,199.75,227096.0
2020-10-09,201.17,201.92,197.905,199.2,270462.0
2020-10-10,201.17,201.92,197.905,199.2,270462.0
2020-10-11,201.17,201.92,197.905,199.2,270462.0
2020-10-12,200.9,207.65,200.005,204.4,287927.0
2020-10-13,203.96,209.215,203.41,203.63,249487.0
2020-10-14,203.62,205.0,200.7654,202.85,258186.0
2020-10-15,201.11,208.855,201.0,206.5,229615.0
2020-10-16,206.07,211.46,204.1016,210.64,262532.0
2020-10-17,206.07,211.46,204.1016,210.64,262532.0
2020-10-18,206.07,211.46,204.1016,210.64,262532.0
2020-10-19,210.75,213.7794,205.82,206.69,216414.0
2020-10-20,207.08,209.51,205.34,206.6,177644.0
2020-10-21,207.51,209.2,205.345,206.73,180283.0
2020-10-22,205.8,211.86,205.19,211.12,177488.0
2020-10-23,211.48,215.62,210.21,212.55,178082.0
2020-10-24,211.48,215.62,210.21,212.55,178082.0
2020-10-25,211.48,215.62,210.21,212.55,178082.0
2020-10-26,209.73,211.0431,202.89,205.03,350109.0
2020-10-27,203.06,205.67,199.37,203.87,257515.0
2020-10-28,200.11,200.69,192.91,193.23,412808.0
2020-10-29,201.0,205.0,185.62,187.11,536806.0
2020-10-30,187.29,190.21,183.03,186.47,358405.0
2020-10-31,187.29,190.21,183.03,186.47,358405.0
2020-11-01,187.29,190.21,183.03,186.47,358405.0
2020-11-02,189.31,200.065,189.31,198.85,464346.0
2020-11-03,201.09,212.74,199.43,211.59,384686.0
2020-11-04,205.99,220.835,205.99,216.94,631168.0
2020-11-05,221.11,221.11,215.485,216.82,322538.0
2020-11-06,216.6,218.05,214.3201,215.47,226661.0
2020-11-07,216.6,218.05,214.3201,215.47,226661.0
2020-11-08,216.6,218.05,214.3201,215.47,226661.0
2020-11-09,223.26,223.26,206.31,207.1,463178.0
2020-11-10,206.45,222.56,203.0,220.04,515619.0
2020-11-11,222.82,223.9976,217.365,219.01,322844.0
2020-11-12,218.24,218.93,212.48,215.8,329155.0
2020-11-13,216.27,220.36,215.51,219.74,247454.0
2020-11-14,216.27,220.36,215.51,219.74,247454.0
2020-11-15,216.27,220.36,215.51,219.74,247454.0
2020-11-16,221.83,221.95,215.46,218.9,182640.0
2020-11-17,215.82,221.2,214.5217,219.76,260182.0
2020-11-18,220.83,220.83,212.4725,213.34,217219.0
2020-11-19,212.38,213.72,207.7,209.18,225720.0
2020-11-20,209.7,209.7,206.28,207.26,232453.0
2020-11-21,209.7,209.7,206.28,207.26,232453.0
2020-11-22,209.7,209.7,206.28,207.26,232453.0
2020-11-23,209.08,211.015,206.08,207.2,194147.0
2020-11-24,208.26,210.29,204.93,205.17,549721.0
2020-11-25,206.38,206.38,200.74,202.82,222056.0
2020-11-26,206.38,206.38,200.74,202.82,222056.0
2020-11-27,202.82,208.52,202.12,207.02,106158.0
2020-11-28,202.82,208.52,202.12,207.02,106158.0
2020-11-29,202.82,208.52,202.12,207.02,106158.0
2020-11-30,206.48,207.465,203.12,204.13,445577.0
2020-12-01,207.05,212.93,205.345,207.2,213720.0
2020-12-02,206.49,210.24,206.27,208.04,187272.0
2020-12-03,207.19,210.63,206.685,208.12,209944.0
2020-12-04,208.66,214.3,208.53,213.72,221767.0
2020-12-05,208.66,214.3,208.53,213.72,221767.0
2020-12-06,208.66,214.3,208.53,213.72,221767.0
2020-12-07,213.72,214.45,209.48,211.45,218053.0
2020-12-08,209.69,215.81,209.11,215.07,187089.0
2020-12-09,215.76,216.36,207.58,209.76,240058.0
2020-12-10,209.75,209.75,203.39,204.69,369478.0
2020-12-11,204.38,205.88,199.67,200.18,387104.0
2020-12-12,204.38,205.88,199.67,200.18,387104.0
2020-12-13,204.38,205.88,199.67,200.18,387104.0
2020-12-14,202.49,203.88,198.39,199.68,287179.0
2020-12-15,201.37,204.04,200.34,204.04,242000.0
2020-12-16,205.62,205.62,199.0,200.65,228901.0
2020-12-17,201.45,205.32,200.65,203.65,281306.0
2020-12-18,204.86,204.86,199.4,201.96,977707.0
2020-12-19,204.86,204.86,199.4,201.96,977707.0
2020-12-20,204.86,204.86,199.4,201.96,977707.0
2020-12-21,198.29,202.42,196.08,202.16,215592.0
2020-12-22,201.33,206.83,200.73,205.73,266413.0
2020-12-23,207.4,210.26,205.91,208.49,202809.0
2020-12-24,207.96,208.86,205.93,207.1,58624.0
2020-12-25,207.96,208.86,205.93,207.1,58624.0
2020-12-26,207.96,208.86,205.93,207.1,58624.0
2020-12-27,207.96,208.86,205.93,207.1,58624.0
2020-12-28,208.5,209.23,205.44,206.52,138891.0
2020-12-29,207.88,209.38,205.8,207.34,183768.0
2020-12-30,206.88,209.72,206.17,206.76,151868.0
2020-12-31,207.74,213.51,207.23,212.68,216831.0
2021-01-01,207.74,213.51,207.23,212.68,216831.0
2021-01-02,207.74,213.51,207.23,212.68,216831.0
2021-01-03,207.74,213.51,207.23,212.68,216831.0
2021-01-04,214.98,216.905,210.98,216.08,357669.0
2021-01-05,215.71,219.99,215.23,215.95,211537.0
2021-01-06,214.38,236.69,214.3,235.73,585358.0
2021-01-07,236.32,243.78,236.32,242.05,340471.0
2021-01-08,241.66,246.72,238.73,243.1,253549.0
2021-01-09,241.66,246.72,238.73,243.1,253549.0
2021-01-10,241.66,246.72,238.73,243.1,253549.0
2021-01-11,241.86,244.85,238.51,241.8,232840.0
2021-01-12,240.53,243.05,236.92,237.89,259683.0
2021-01-13,236.85,236.85,228.05,228.59,331751.0
2021-01-14,228.22,234.1,223.01,223.76,402079.0
2021-01-15,222.01,224.42,218.46,220.74,255469.0
2021-01-16,222.01,224.42,218.46,220.74,255469.0
2021-01-17,222.01,224.42,218.46,220.74,255469.0
2021-01-18,222.01,224.42,218.46,220.74,255469.0
2021-01-19,223.82,224.46,217.86,219.1,348941.0
2021-01-20,218.71,223.44,217.14,222.63,290829.0
2021-01-21,221.72,224.57,218.93,222.31,385181.0
2021-01-22,222.13,224.085,218.01,223.12,257554.0
2021-01-23,222.13,224.085,218.01,223.12,257554.0
2021-01-24,222.13,224.085,218.01,223.12,257554.0
2021-01-25,223.84,228.15,222.265,224.84,330530.0
2021-01-26,227.42,228.75,219.22,219.32,275511.0
2021-01-27,215.0,217.57,211.79,216.93,401547.0
2021-01-28,218.93,221.92,216.2,218.47,293682.0
2021-01-29,217.78,217.78,211.46,213.61,534936.0
2021-01-30,217.78,217.78,211.46,213.61,534936.0
2021-01-31,217.78,217.78,211.46,213.61,534936.0
2021-02-01,214.81,215.67,212.49,214.11,328324.0
2021-02-02,217.32,219.23,211.8,212.06,293970.0
2021-02-03,212.58,215.27,208.66,210.9,348972.0
2021-02-04,211.31,211.44,205.78,206.65,261850.0
2021-02-05,210.02,210.02,200.7,204.7,702107.0
2021-02-06,210.02,210.02,200.7,204.7,702107.0
2021-02-07,210.02,210.02,200.7,204.7,702107.0
2021-02-08,206.68,206.68,199.81,202.54,594782.0
2021-02-09,202.4,209.95,202.4,206.01,422378.0
2021-02-10,207.57,208.4,203.85,206.2,481575.0
2021-02-11,203.47,222.39,202.65,216.26,901577.0
2021-02-12,213.62,217.315,205.61,216.28,833686.0
2021-02-13,213.62,217.315,205.61,216.28,833686.0
2021-02-14,213.62,217.315,205.61,216.28,833686.0
2021-02-15,213.62,217.315,205.61,216.28,833686.0
2021-02-16,216.21,220.0,213.89,215.43,344813.0
2021-02-17,215.2,218.36,214.19,216.9,298723.0
2021-02-18,216.37,217.88,212.27,216.11,275860.0
2021-02-19,219.99,221.755,216.03,220.83,381572.0
2021-02-20,219.99,221.755,216.03,220.83,381572.0
2021-02-21,219.99,221.755,216.03,220.83,381572.0
2021-02-22,219.44,224.62,217.33,224.35,306582.0
2021-02-23,223.79,227.8799,221.53,225.14,277337.0
2021-02-24,224.05,226.87,222.99,226.02,228853.0
2021-02-25,225.15,226.805,216.39,218.76,240615.0
2021-02-26,219.79,221.935,214.97,216.76,376323.0
2021-02-27,219.79,221.935,214.97,216.76,376323.0
2021-02-28,219.79,221.935,214.97,216.76,376323.0
2021-03-01,219.06,225.59,219.06,222.24,227229.0
2021-03-02,221.43,224.12,219.9,222.86,255495.0
2021-03-03,220.87,221.61,211.44,212.09,347014.0
2021-03-04,210.68,217.42,209.22,210.1,379211.0
2021-03-05,212.01,220.5,209.405,219.55,313732.0
2021-03-06,212.01,220.5,209.405,219.55,313732.0
2021-03-07,212.01,220.5,209.405,219.55,313732.0
2021-03-08,219.57,221.065,216.825,217.24,297128.0
2021-03-09,219.72,224.96,217.35,218.09,259898.0
2021-03-10,224.49,224.545,220.62,223.47,463298.0
2021-03-11,224.81,229.6,224.45,229.09,340315.0
2021-03-12,227.98,232.68,227.98,232.49,357289.0
2021-03-13,227.98,232.68,227.98,232.49,357289.0
2021-03-14,227.98,232.68,227.98,232.49,357289.0
2021-03-15,232.75,236.77,230.56,234.02,345236.0
2021-03-16,234.33,234.96,229.855,233.84,326390.0
2021-03-17,234.66,234.955,225.5928,227.05,352626.0
2021-03-18,225.59,232.25,225.555,230.12,263234.0
2021-03-19,231.45,235.6,228.65,233.17,719482.0
2021-03-20,231.45,235.6,228.65,233.17,719482.0
2021-03-21,231.45,235.6,228.65,233.17,719482.0
2021-03-22,233.55,235.7,231.115,234.48,284563.0
2021-03-23,233.95,236.25,231.56,234.71,313861.0
2021-03-24,234.77,238.13,234.77,235.1,225297.0
2021-03-25,235.33,235.33,230.53,234.04,236928.0
2021-03-26,235.18,235.18,231.43,234.19,299447.0
2021-03-27,235.18,235.18,231.43,234.19,299447.0
2021-03-28,235.18,235.18,231.43,234.19,299447.0
2021-03-29,234.67,239.93,232.97,233.28,236814.0
2021-03-30,234.13,237.53,233.56,235.2,254679.0
2021-03-31,235.22,237.72,233.72,233.76,349495.0
2021-04-01,233.77,236.84,231.26,235.48,300936.0
2021-04-02,233.77,236.84,231.26,235.48,300936.0
2021-04-03,233.77,236.84,231.26,235.48,300936.0
2021-04-04,233.77,236.84,231.26,235.48,300936.0
2021-04-05,236.52,237.2,233.78,236.72,233173.0
2021-04-06,237.42,237.42,232.67,233.34,235225.0
2021-04-07,233.35,233.93,229.98,231.31,230553.0
2021-04-08,232.05,233.31,229.69,230.67,224234.0
2021-04-09,231.81,241.33,229.81,240.98,353478.0
2021-04-10,231.81,241.33,229.81,240.98,353478.0
2021-04-11,231.81,241.33,229.81,240.98,353478.0
2021-04-12,240.58,245.47,239.2994,240.85,321878.0
2021-04-13,240.76,245.395,240.59,242.44,232391.0
2021-04-14,243.18,246.475,242.9,244.16,193551.0
2021-04-15,245.47,250.565,245.47,249.03,176836.0
2021-04-16,250.36,251.86,248.24,250.3,237785.0
2021-04-17,250.36,251.86,248.24,250.3,237785.0
2021-04-18,250.36,251.86,248.24,250.3,237785.0
2021-04-19,249.15,255.49,248.84,254.67,298865.0
2021-04-20,253.55,257.68,249.83,252.49,406939.0
2021-04-21,254.15,255.075,250.985,254.43,239649.0
2021-04-22,253.93,254.3604,249.9,253.16,175391.0
2021-04-23,254.03,256.005,251.72,255.44,195974.0
2021-04-24,254.03,256.005,251.72,255.44,195974.0
2021-04-25,254.03,256.005,251.72,255.44,195974.0
2021-04-26,256.58,256.58,253.28,253.53,262401.0
2021-04-27,251.44,252.615,247.8438,250.83,346068.0
2021-04-28,251.83,255.79,247.75,248.66,316144.0
2021-04-29,252.0,261.5,249.8,253.77,363635.0
2021-04-30,254.83,256.12,249.623,255.1,269477.0
2021-05-01,254.83,256.12,249.623,255.1,269477.0
2021-05-02,254.83,256.12,249.623,255.1,269477.0
2021-05-03,254.82,259.63,253.41,256.23,311910.0
2021-05-04,256.0,265.05,256.0,264.61,262378.0
2021-05-05,264.76,265.4,259.875,262.98,202195.0
2021-05-06,263.3,267.18,261.16,263.62,260404.0
2021-05-07,262.97,268.99,262.06,267.84,274739.0
2021-05-08,262.97,268.99,262.06,267.84,274739.0
2021-05-09,262.97,268.99,262.06,267.84,274739.0
2021-05-10,269.14,273.005,267.44,268.74,224729.0
2021-05-11,267.62,268.27,261.86,263.03,221887.0
2021-05-12,260.98,262.23,256.59,257.01,282925.0
2021-05-13,257.48,265.98,257.48,265.04,368634.0
2021-05-14,266.69,267.19,259.82,260.48,236417.0
2021-05-15,266.69,267.19,259.82,260.48,236417.0
2021-05-16,266.69,267.19,259.82,260.48,236417.0
2021-05-17,258.88,262.74,257.31,262.05,133890.0
2021-05-18,262.31,263.34,258.49,261.75,253548.0
2021-05-19,258.26,259.24,252.08,258.5,338100.0
2021-05-20,259.07,259.98,255.55,256.24,349173.0
2021-05-21,256.38,260.01,255.53,256.5,459360.0
2021-05-22,256.38,260.01,255.53,256.5,459360.0
2021-05-23,256.38,260.01,255.53,256.5,459360.0
2021-05-24,256.89,257.535,252.91,254.0,315123.0
2021-05-25,254.05,255.93,250.68,253.0,696260.0
2021-05-26,254.13,254.13,248.4,251.62,445806.0
2021-05-27,252.71,252.71,248.42,250.28,429771.0
2021-05-28,251.34,253.74,249.415,251.36,171065.0
2021-05-29,251.34,253.74,249.415,251.36,171065.0
2021-05-30,251.34,253.74,249.415,251.36,171065.0
2021-05-31,251.34,253.74,249.415,251.36,171065.0
2021-06-01,252.5,252.5,246.9,249.1,310857.0
2021-06-02,250.49,250.49,246.72,248.93,313147.0
2021-06-03,248.92,252.25,247.11,250.37,277912.0
2021-06-04,251.09,251.99,247.97,249.0,160130.0
2021-06-05,251.09,251.99,247.97,249.0,160130.0
2021-06-06,251.09,251.99,247.97,249.0,160130.0
2021-06-07,250.05,250.05,244.76,245.2,279535.0
2021-06-08,245.91,252.84,245.91,252.24,259428.0
2021-06-09,252.97,252.97,248.18,248.35,191998.0
2021-06-10,249.12,253.78,249.12,250.84,301266.0
2021-06-11,251.56,253.11,246.57,248.39,379790.0
2021-06-12,251.56,253.11,246.57,248.39,379790.0
2021-06-13,251.56,253.11,246.57,248.39,379790.0
2021-06-14,248.39,248.39,239.2037,243.61,397226.0
2021-06-15,244.5,250.62,242.17,247.88,252815.0
2021-06-16,248.31,249.83,243.14,243.34,275658.0
2021-06-17,242.98,251.36,241.74,249.78,422531.0
2021-06-18,248.0,248.99,239.3,239.54,654890.0
2021-06-19,248.0,248.99,239.3,239.54,654890.0
2021-06-20,248.0,248.99,239.3,239.54,654890.0
2021-06-21,240.83,247.255,239.94,246.4,481842.0
2021-06-22,246.35,248.335,243.65,246.29,372832.0
2021-06-23,246.5,249.64,244.79,248.49,322574.0
2021-06-24,250.58,253.2,248.13,249.66,280890.0
2021-06-25,249.81,256.88,248.53,254.65,1056721.0
2021-06-26,249.81,256.88,248.53,254.65,1056721.0
2021-06-27,249.81,256.88,248.53,254.65,1056721.0
2021-06-28,255.09,255.13,251.66,254.03,184855.0
2021-06-29,254.81,259.03,254.59,256.83,288267.0
2021-06-30,256.93,256.93,252.43,253.06,297816.0
2021-07-01,253.86,256.53,253.05,256.05,216284.0
2021-07-02,256.45,259.13,254.36,257.0,162044.0
2021-07-03,256.45,259.13,254.36,257.0,162044.0
2021-07-04,256.45,259.13,254.36,257.0,162044.0
2021-07-05,256.45,259.13,254.36,257.0,162044.0
2021-07-06,255.07,256.97,252.9,255.66,134343.0
2021-07-07,255.35,257.2,252.285,256.73,319365.0
2021-07-08,253.96,254.68,250.87,253.47,228926.0
2021-07-09,255.44,258.595,254.03,257.25,191375.0
2021-07-10,255.44,258.595,254.03,257.25,191375.0
2021-07-11,255.44,258.595,254.03,257.25,191375.0
2021-07-12,257.0,258.58,256.03,257.71,144633.0
2021-07-13,256.88,258.93,256.73,257.05,111405.0
2021-07-14,257.81,258.75,255.03,255.1,234409.0
2021-07-15,253.6,262.13,251.53,260.76,318499.0
2021-07-16,261.77,262.3,255.78,257.13,188002.0
2021-07-17,261.77,262.3,255.78,257.13,188002.0
2021-07-18,261.77,262.3,255.78,257.13,188002.0
2021-07-19,255.0,257.08,249.0,250.14,191430.0
2021-07-20,251.71,258.07,251.71,254.21,309890.0
2021-07-21,256.54,257.22,253.255,256.5,281712.0
2021-07-22,257.82,259.52,254.47,257.57,138753.0
2021-07-23,258.29,261.61,256.04,261.2,150721.0
2021-07-24,258.29,261.61,256.04,261.2,150721.0
2021-07-25,258.29,261.61,256.04,261.2,150721.0
2021-07-26,260.75,261.32,253.84,257.83,193597.0
2021-07-27,256.85,260.44,254.075,260.32,253017.0
2021-07-28,259.36,261.285,256.14,259.17,293738.0
2021-07-29,258.35,258.35,243.32,255.21,546038.0
2021-07-30,256.57,273.32,255.55,273.01,480595.0
2021-07-31,256.57,273.32,255.55,273.01,480595.0
2021-08-01,256.57,273.32,255.55,273.01,480595.0
2021-08-02,272.9,274.94,269.32,274.25,845907.0
2021-08-03,276.0,277.67,273.1,277.45,508040.0
2021-08-04,276.82,283.43,276.49,278.79,478155.0
2021-08-05,277.88,280.0,262.13,268.64,258371.0
2021-08-06,268.58,269.89,263.12,265.06,248100.0
2021-08-07,268.58,269.89,263.12,265.06,248100.0
2021-08-08,268.58,269.89,263.12,265.06,248100.0
2021-08-09,265.16,267.0,258.74,261.25,290492.0
2021-08-10,261.0,261.0,255.61,256.04,221969.0
2021-08-11,255.53,255.55,249.02,249.77,234868.0
2021-08-12,249.59,250.85,246.79,247.54,168437.0
2021-08-13,247.31,249.33,244.75,248.28,164568.0
2021-08-14,247.31,249.33,244.75,248.28,164568.0
2021-08-15,247.31,249.33,244.75,248.28,164568.0
2021-08-16,247.17,253.98,245.72,253.32,179589.0
2021-08-17,253.53,260.35,252.77,259.92,218650.0
2021-08-18,259.9,259.9,253.14,253.27,235387.0
2021-08-19,251.6,263.31,250.1179,263.0,218401.0
2021-08-20,264.46,267.25,262.01,266.99,206063.0
2021-08-21,264.46,267.25,262.01,266.99,206063.0
2021-08-22,264.46,267.25,262.01,266.99,206063.0
2021-08-23,268.33,268.33,261.33,262.82,159110.0
2021-08-24,264.58,267.88,261.89,267.64,157084.0
2021-08-25,265.95,269.36,264.86,264.88,174455.0
2021-08-26,264.58,266.355,261.86,264.13,115421.0
2021-08-27,263.67,273.81,261.77,268.74,320412.0
2021-08-28,263.67,273.81,261.77,268.74,320412.0
2021-08-29,263.67,273.81,261.77,268.74,320412.0
2021-08-30,269.0,270.19,265.39,265.52,180225.0
2021-08-31,265.64,269.91,264.73,268.77,366812.0
2021-09-01,268.86,268.86,259.815,265.18,239376.0
2021-09-02,265.32,272.96,264.83,272.67,246211.0
2021-09-03,271.39,275.07,270.09,274.75,176683.0
2021-09-04,271.39,275.07,270.09,274.75,176683.0
2021-09-05,271.39,275.07,270.09,274.75,176683.0
2021-09-06,271.39,275.07,270.09,274.75,176683.0
2021-09-07,274.65,274.65,267.16,268.37,222990.0
2021-09-08,268.21,268.63,261.17,262.1,272207.0
2021-09-09,263.58,264.53,258.59,258.71,315357.0
2021-09-10,262.77,262.77,249.5654,252.39,350274.0
2021-09-11,262.77,262.77,249.5654,252.39,350274.0
2021-09-12,262.77,262.77,249.5654,252.39,350274.0
2021-09-13,254.23,265.19,252.39,262.99,265573.0
