,MKL US Equity,MKL US Equity,MKL US Equity,MKL US Equity,MKL US Equity
2021-04-04,1138.0,1159.68,1138.0,1156.95,37944.0
2021-04-05,1160.0,1175.0,1160.0,1173.45,34565.0
2021-04-06,1173.05,1186.41,1165.2,1174.33,50084.0
2021-04-07,1173.0,1180.3,1162.42,1169.37,38803.0
2021-04-08,1166.96,1178.21,1161.31,1169.34,29305.0
2021-04-09,1177.93,1181.08,1162.4,1174.92,55743.0
2021-04-10,1177.93,1181.08,1162.4,1174.92,55743.0
2021-04-11,1177.93,1181.08,1162.4,1174.92,55743.0
2021-04-12,1173.96,1190.05,1169.46,1183.77,40305.0
2021-04-13,1182.69,1193.7,1178.3,1186.02,56280.0
2021-04-14,1190.28,1205.0,1190.28,1199.99,37907.0
2021-04-15,1200.21,1207.2,1194.88,1205.3,28482.0
2021-04-16,1208.71,1218.88,1205.51,1214.63,43568.0
2021-04-17,1208.71,1218.88,1205.51,1214.63,43568.0
2021-04-18,1208.71,1218.88,1205.51,1214.63,43568.0
2021-04-19,1216.04,1217.99,1202.483,1211.55,36180.0
2021-04-20,1202.49,1211.0,1188.94,1197.49,46182.0
2021-04-21,1198.4,1216.44,1197.42,1214.02,38102.0
2021-04-22,1209.29,1209.29,1181.29,1184.26,41232.0
2021-04-23,1186.47,1194.44,1180.34,1188.84,33123.0
2021-04-24,1186.47,1194.44,1180.34,1188.84,33123.0
2021-04-25,1186.47,1194.44,1180.34,1188.84,33123.0
2021-04-26,1195.11,1197.0,1180.71,1181.99,48041.0
2021-04-27,1180.69,1189.53,1176.47,1188.56,34059.0
2021-04-28,1190.0,1190.0,1170.36,1178.84,50796.0
2021-04-29,1189.99,1199.99,1166.85,1173.99,53550.0
2021-04-30,1170.0,1187.738,1166.01,1176.42,55272.0
2021-05-01,1170.0,1187.738,1166.01,1176.42,55272.0
2021-05-02,1170.0,1187.738,1166.01,1176.42,55272.0
2021-05-03,1186.38,1204.02,1175.56,1190.8,41636.0
2021-05-04,1188.77,1199.37,1178.11,1181.89,40991.0
2021-05-05,1182.68,1189.32,1157.09,1185.02,45757.0
2021-05-06,1192.78,1201.85,1185.07,1198.42,43496.0
2021-05-07,1189.34,1222.23,1188.61,1220.37,50324.0
2021-05-08,1189.34,1222.23,1188.61,1220.37,50324.0
2021-05-09,1189.34,1222.23,1188.61,1220.37,50324.0
2021-05-10,1225.33,1250.0,1214.34,1215.82,62203.0
2021-05-11,1203.05,1212.49,1193.36,1194.1,58399.0
2021-05-12,1197.23,1199.8,1173.84,1176.03,36143.0
2021-05-13,1190.0,1215.82,1177.99,1212.33,41936.0
2021-05-14,1219.0,1236.3,1215.91,1233.32,42646.0
2021-05-15,1219.0,1236.3,1215.91,1233.32,42646.0
2021-05-16,1219.0,1236.3,1215.91,1233.32,42646.0
2021-05-17,1225.93,1225.97,1196.36,1201.01,63763.0
2021-05-18,1200.0,1223.313,1192.1,1210.59,103908.0
2021-05-19,1207.96,1221.97,1199.0,1219.73,61253.0
2021-05-20,1223.04,1250.55,1221.75,1248.87,76051.0
2021-05-21,1250.9,1268.96,1230.49,1239.91,72662.0
2021-05-22,1250.9,1268.96,1230.49,1239.91,72662.0
2021-05-23,1250.9,1268.96,1230.49,1239.91,72662.0
2021-05-24,1237.2,1249.771,1226.34,1230.0,48920.0
2021-05-25,1230.0,1238.78,1213.98,1217.79,53565.0
2021-05-26,1215.08,1226.22,1207.08,1208.77,69189.0
2021-05-27,1217.56,1239.4,1208.27,1233.91,252295.0
2021-05-28,1240.83,1243.0,1224.866,1225.49,45889.0
2021-05-29,1240.83,1243.0,1224.866,1225.49,45889.0
2021-05-30,1240.83,1243.0,1224.866,1225.49,45889.0
2021-05-31,1240.83,1243.0,1224.866,1225.49,45889.0
2021-06-01,1233.79,1240.95,1218.49,1229.17,73878.0
2021-06-02,1237.52,1237.596,1213.75,1227.03,52783.0
2021-06-03,1218.3,1230.82,1207.6,1226.48,49908.0
2021-06-04,1232.54,1238.0,1217.215,1228.17,33323.0
2021-06-05,1232.54,1238.0,1217.215,1228.17,33323.0
2021-06-06,1232.54,1238.0,1217.215,1228.17,33323.0
2021-06-07,1227.06,1230.841,1201.12,1210.15,40753.0
2021-06-08,1212.75,1217.14,1200.0,1209.34,35035.0
2021-06-09,1205.95,1215.785,1195.6,1197.26,31208.0
2021-06-10,1206.48,1213.7,1199.0,1201.98,31980.0
2021-06-11,1207.58,1211.274,1202.11,1205.79,25600.0
2021-06-12,1207.58,1211.274,1202.11,1205.79,25600.0
2021-06-13,1207.58,1211.274,1202.11,1205.79,25600.0
2021-06-14,1208.43,1209.9,1197.0,1203.87,28159.0
2021-06-15,1207.0,1219.51,1199.0,1214.77,29955.0
2021-06-16,1220.0,1220.0,1195.15,1199.86,44912.0
2021-06-17,1205.0,1206.98,1183.21,1186.0,45188.0
2021-06-18,1174.31,1182.27,1155.0,1155.0,106742.0
2021-06-19,1174.31,1182.27,1155.0,1155.0,106742.0
2021-06-20,1174.31,1182.27,1155.0,1155.0,106742.0
2021-06-21,1165.59,1192.1,1160.01,1184.15,58674.0
2021-06-22,1185.0,1197.56,1179.13,1186.44,41555.0
2021-06-23,1184.01,1184.01,1172.64,1172.94,32873.0
2021-06-24,1175.2,1179.82,1169.6,1173.98,35558.0
2021-06-25,1172.62,1198.33,1171.0,1195.6,99745.0
2021-06-26,1172.62,1198.33,1171.0,1195.6,99745.0
2021-06-27,1172.62,1198.33,1171.0,1195.6,99745.0
2021-06-28,1200.0,1200.0,1167.501,1182.08,38347.0
2021-06-29,1188.42,1204.36,1180.13,1196.03,47373.0
2021-06-30,1198.61,1200.87,1178.14,1186.71,56982.0
2021-07-01,1188.55,1219.69,1186.12,1213.84,47373.0
2021-07-02,1213.3,1223.56,1207.0,1218.84,37316.0
2021-07-03,1213.3,1223.56,1207.0,1218.84,37316.0
2021-07-04,1213.3,1223.56,1207.0,1218.84,37316.0
2021-07-05,1213.3,1223.56,1207.0,1218.84,37316.0
2021-07-06,1221.26,1224.95,1201.06,1218.41,62697.0
2021-07-07,1216.0,1255.09,1212.75,1246.82,83156.0
2021-07-08,1234.0,1237.38,1206.39,1210.39,50548.0
2021-07-09,1225.0,1238.52,1218.56,1238.29,75890.0
2021-07-10,1225.0,1238.52,1218.56,1238.29,75890.0
2021-07-11,1225.0,1238.52,1218.56,1238.29,75890.0
2021-07-12,1221.12,1230.17,1201.15,1209.99,95111.0
2021-07-13,1204.62,1210.08,1186.04,1191.71,50518.0
2021-07-14,1199.04,1200.537,1186.69,1190.52,30877.0
2021-07-15,1183.04,1203.03,1175.35,1202.88,59638.0
2021-07-16,1210.0,1221.57,1203.0,1216.01,41644.0
2021-07-17,1210.0,1221.57,1203.0,1216.01,41644.0
2021-07-18,1210.0,1221.57,1203.0,1216.01,41644.0
2021-07-19,1200.0,1209.13,1176.52,1184.0,65819.0
2021-07-20,1192.91,1231.2,1187.32,1213.55,63619.0
2021-07-21,1221.17,1242.1,1220.03,1231.25,38871.0
2021-07-22,1235.07,1244.43,1215.87,1216.48,33141.0
2021-07-23,1226.28,1243.91,1222.94,1229.33,35163.0
2021-07-24,1226.28,1243.91,1222.94,1229.33,35163.0
2021-07-25,1226.28,1243.91,1222.94,1229.33,35163.0
2021-07-26,1221.03,1235.16,1212.15,1213.58,44007.0
2021-07-27,1209.97,1227.79,1200.0,1216.05,32306.0
2021-07-28,1220.0,1234.49,1193.65,1197.81,37138.0
2021-07-29,1208.13,1216.94,1197.81,1208.52,24650.0
2021-07-30,1202.47,1217.3,1201.62,1206.17,26894.0
2021-07-31,1202.47,1217.3,1201.62,1206.17,26894.0
2021-08-01,1202.47,1217.3,1201.62,1206.17,26894.0
2021-08-02,1213.25,1229.0,1202.87,1206.27,24431.0
2021-08-03,1208.45,1216.009,1192.52,1206.5,28703.0
2021-08-04,1234.77,1249.94,1210.14,1210.14,64082.0
2021-08-05,1214.06,1243.62,1210.0,1242.08,40076.0
2021-08-06,1247.62,1265.71,1247.62,1257.2,42149.0
2021-08-07,1247.62,1265.71,1247.62,1257.2,42149.0
2021-08-08,1247.62,1265.71,1247.62,1257.2,42149.0
2021-08-09,1255.8,1260.22,1244.63,1255.99,35785.0
2021-08-10,1255.98,1278.075,1248.03,1258.8,51276.0
2021-08-11,1266.66,1287.83,1266.0,1282.99,31142.0
2021-08-12,1288.0,1288.0,1271.68,1280.21,21169.0
2021-08-13,1280.53,1284.49,1270.8,1275.69,25925.0
2021-08-14,1280.53,1284.49,1270.8,1275.69,25925.0
2021-08-15,1280.53,1284.49,1270.8,1275.69,25925.0
2021-08-16,1268.0,1282.549,1260.84,1273.93,23158.0
2021-08-17,1270.37,1282.523,1260.12,1264.46,28823.0
2021-08-18,1259.16,1278.627,1258.0,1258.32,23983.0
2021-08-19,1246.24,1267.94,1245.0,1255.35,26382.0
2021-08-20,1253.03,1274.0,1250.01,1268.88,23417.0
2021-08-21,1253.03,1274.0,1250.01,1268.88,23417.0
2021-08-22,1253.03,1274.0,1250.01,1268.88,23417.0
2021-08-23,1270.65,1277.983,1258.83,1258.83,24801.0
2021-08-24,1259.99,1272.12,1257.3,1262.26,20515.0
2021-08-25,1262.62,1280.0,1260.28,1272.32,22811.0
2021-08-26,1274.42,1279.32,1260.0,1264.38,16495.0
2021-08-27,1261.89,1276.25,1261.7,1272.8,19457.0
2021-08-28,1261.89,1276.25,1261.7,1272.8,19457.0
2021-08-29,1261.89,1276.25,1261.7,1272.8,19457.0
2021-08-30,1271.06,1272.8,1250.53,1262.45,28267.0
2021-08-31,1260.3,1275.77,1260.3,1270.25,28948.0
2021-09-01,1275.0,1279.5,1260.5,1269.12,28718.0
2021-09-02,1271.91,1274.14,1260.12,1265.5,18306.0
2021-09-03,1266.83,1266.83,1253.82,1255.66,17735.0
2021-09-04,1266.83,1266.83,1253.82,1255.66,17735.0
2021-09-05,1266.83,1266.83,1253.82,1255.66,17735.0
2021-09-06,1266.83,1266.83,1253.82,1255.66,17735.0
2021-09-07,1252.0,1252.0,1234.58,1238.47,34962.0
2021-09-08,1237.49,1262.86,1236.58,1262.51,41751.0
2021-09-09,1254.0,1266.39,1246.34,1248.92,30690.0
2021-09-10,1253.0,1255.32,1232.96,1233.92,24881.0
2021-09-11,1253.0,1255.32,1232.96,1233.92,24881.0
2021-09-12,1253.0,1255.32,1232.96,1233.92,24881.0
2021-09-13,1246.32,1252.63,1232.9,1247.22,31690.0
2021-09-14,1248.65,1254.3,1225.07,1227.96,30477.0
2021-09-15,1223.0,1231.3,1206.27,1220.01,36013.0
2021-09-16,1224.98,1230.0,1214.81,1218.81,29581.0
2021-09-17,1220.68,1229.6,1203.02,1209.53,96318.0
2021-09-18,1220.68,1229.6,1203.02,1209.53,96318.0
2021-09-19,1220.68,1229.6,1203.02,1209.53,96318.0
2021-09-20,1199.32,1201.0,1180.01,1198.59,41721.0
2021-09-21,1207.28,1214.07,1199.25,1201.13,28743.0
2021-09-22,1208.49,1223.95,1205.494,1217.95,31484.0
2021-09-23,1221.82,1234.54,1210.35,1212.85,33883.0
2021-09-24,1210.0,1231.95,1210.0,1227.0,25526.0
2021-09-25,1210.0,1231.95,1210.0,1227.0,25526.0
2021-09-26,1210.0,1231.95,1210.0,1227.0,25526.0
2021-09-27,1232.0,1245.63,1218.1,1220.0,39974.0
2021-09-28,1217.74,1224.82,1194.0,1194.5,34251.0
2021-09-29,1201.1,1213.73,1195.0,1207.84,46356.0
2021-09-30,1212.4,1224.88,1194.86,1195.13,38446.0
2021-10-01,1201.88,1208.971,1179.0,1201.89,64946.0
2021-10-02,1201.88,1208.971,1179.0,1201.89,64946.0
2021-10-03,1201.88,1208.971,1179.0,1201.89,64946.0
2021-10-04,1198.88,1230.801,1195.99,1199.87,37695.0
2021-10-05,1202.58,1233.8,1191.48,1227.23,50577.0
2021-10-06,1218.87,1244.44,1215.89,1244.44,37445.0
2021-10-07,1255.0,1266.0,1250.02,1255.05,41228.0
2021-10-08,1259.6,1274.4,1256.95,1265.76,31436.0
2021-10-09,1259.6,1274.4,1256.95,1265.76,31436.0
2021-10-10,1259.6,1274.4,1256.95,1265.76,31436.0
2021-10-11,1265.76,1274.32,1239.01,1239.7,46095.0
2021-10-12,1248.75,1272.4,1239.9,1258.63,46203.0
2021-10-13,1264.18,1274.99,1243.51,1270.15,45294.0
2021-10-14,1276.0,1299.97,1275.02,1296.64,64272.0
2021-10-15,1300.0,1319.45,1296.1,1319.45,251150.0
2021-10-16,1300.0,1319.45,1296.1,1319.45,251150.0
2021-10-17,1300.0,1319.45,1296.1,1319.45,251150.0
2021-10-18,1310.64,1315.98,1289.61,1296.9,59093.0
2021-10-19,1305.92,1312.4,1292.65,1310.56,44892.0
2021-10-20,1313.45,1329.98,1312.97,1323.71,44537.0
2021-10-21,1320.28,1323.71,1309.05,1317.57,52035.0
2021-10-22,1317.34,1324.94,1310.02,1321.14,44412.0
2021-10-23,1317.34,1324.94,1310.02,1321.14,44412.0
2021-10-24,1317.34,1324.94,1310.02,1321.14,44412.0
2021-10-25,1324.99,1333.99,1309.88,1330.53,31215.0
2021-10-26,1333.1,1339.59,1325.0,1325.59,27744.0
2021-10-27,1321.31,1343.56,1302.0,1302.0,35300.0
2021-10-28,1305.0,1327.48,1303.97,1325.05,24396.0
2021-10-29,1321.95,1330.68,1311.16,1313.13,31554.0
2021-10-30,1321.95,1330.68,1311.16,1313.13,31554.0
2021-10-31,1321.95,1330.68,1311.16,1313.13,31554.0
2021-11-01,1316.26,1323.69,1305.5,1316.09,24700.0
2021-11-02,1316.81,1335.45,1306.73,1329.57,25798.0
2021-11-03,1318.02,1338.9,1301.33,1310.83,62081.0
2021-11-04,1318.62,1322.916,1295.01,1300.76,25282.0
2021-11-05,1313.33,1323.475,1301.08,1312.71,30303.0
2021-11-06,1313.33,1323.475,1301.08,1312.71,30303.0
2021-11-07,1313.33,1323.475,1301.08,1312.71,30303.0
2021-11-08,1318.52,1327.93,1311.0,1311.0,18877.0
2021-11-09,1311.0,1312.0,1296.9,1304.39,15352.0
2021-11-10,1300.14,1313.6,1295.6,1301.54,21409.0
2021-11-11,1305.24,1312.67,1294.06,1298.37,18809.0
2021-11-12,1299.97,1303.59,1283.4,1289.73,28190.0
2021-11-13,1299.97,1303.59,1283.4,1289.73,28190.0
2021-11-14,1299.97,1303.59,1283.4,1289.73,28190.0
2021-11-15,1298.87,1298.87,1271.34,1277.8,43556.0
2021-11-16,1280.0,1290.09,1275.02,1276.04,28300.0
2021-11-17,1277.0,1287.89,1258.15,1264.36,57700.0
2021-11-18,1263.03,1272.99,1247.45,1253.07,49541.0
2021-11-19,1244.33,1251.268,1230.01,1241.5,51625.0
2021-11-20,1244.33,1251.268,1230.01,1241.5,51625.0
2021-11-21,1244.33,1251.268,1230.01,1241.5,51625.0
2021-11-22,1244.66,1274.94,1240.394,1261.87,49244.0
2021-11-23,1264.68,1288.94,1261.04,1287.59,46154.0
2021-11-24,1286.57,1290.0,1272.23,1278.9,29290.0
2021-11-25,1286.57,1290.0,1272.23,1278.9,29290.0
2021-11-26,1244.05,1259.975,1234.6,1245.34,30691.0
2021-11-27,1244.05,1259.975,1234.6,1245.34,30691.0
2021-11-28,1244.05,1259.975,1234.6,1245.34,30691.0
2021-11-29,1255.73,1255.73,1237.51,1243.74,43201.0
2021-11-30,1233.99,1235.51,1191.08,1194.82,76812.0
2021-12-01,1211.0,1234.76,1187.295,1188.06,60299.0
2021-12-02,1197.31,1234.65,1190.05,1222.64,46140.0
2021-12-03,1225.27,1239.0,1198.54,1208.88,60136.0
2021-12-04,1225.27,1239.0,1198.54,1208.88,60136.0
2021-12-05,1225.27,1239.0,1198.54,1208.88,60136.0
2021-12-06,1224.14,1254.32,1223.1,1243.02,48080.0
2021-12-07,1251.94,1264.135,1242.06,1249.5,30820.0
2021-12-08,1253.06,1259.8,1240.0,1244.23,26017.0
2021-12-09,1237.18,1242.11,1226.82,1227.67,31181.0
2021-12-10,1234.32,1245.01,1221.595,1241.78,39149.0
2021-12-11,1234.32,1245.01,1221.595,1241.78,39149.0
2021-12-12,1234.32,1245.01,1221.595,1241.78,39149.0
2021-12-13,1236.55,1248.79,1217.1,1229.82,40994.0
2021-12-14,1227.88,1252.92,1215.32,1236.34,42208.0
2021-12-15,1233.85,1245.18,1220.0,1226.72,53616.0
2021-12-16,1231.685,1250.0,1227.01,1230.36,59029.0
2021-12-17,1232.65,1240.48,1216.2,1220.25,74305.0
2021-12-18,1232.65,1240.48,1216.2,1220.25,74305.0
2021-12-19,1232.65,1240.48,1216.2,1220.25,74305.0
2021-12-20,1208.18,1210.0,1180.082,1192.25,69672.0
2021-12-21,1189.62,1214.92,1182.48,1188.0,88656.0
2021-12-22,1185.98,1206.94,1185.98,1204.57,41221.0
2021-12-23,1206.38,1216.0,1202.586,1208.69,29137.0
2021-12-24,1206.38,1216.0,1202.586,1208.69,29137.0
2021-12-25,1206.38,1216.0,1202.586,1208.69,29137.0
2021-12-26,1206.38,1216.0,1202.586,1208.69,29137.0
2021-12-27,1204.43,1221.66,1197.67,1218.22,29762.0
2021-12-28,1211.4,1236.04,1211.4,1228.76,25597.0
2021-12-29,1230.0,1242.7,1229.98,1239.64,24853.0
2021-12-30,1236.0,1246.188,1230.09,1230.46,24195.0
2021-12-31,1226.31,1241.92,1226.31,1234.0,20673.0
2022-01-01,1226.31,1241.92,1226.31,1234.0,20673.0
2022-01-02,1226.31,1241.92,1226.31,1234.0,20673.0
2022-01-03,1235.24,1238.85,1217.075,1223.49,30780.0
2022-01-04,1230.4,1257.86,1230.0,1236.93,52581.0
2022-01-05,1237.47,1252.463,1233.02,1233.07,40151.0
2022-01-06,1239.57,1249.99,1232.83,1240.67,54557.0
2022-01-07,1241.23,1259.56,1235.8,1254.75,32892.0
2022-01-08,1241.23,1259.56,1235.8,1254.75,32892.0
2022-01-09,1241.23,1259.56,1235.8,1254.75,32892.0
2022-01-10,1258.13,1259.0,1242.642,1256.03,42033.0
2022-01-11,1260.0,1260.0,1242.6,1255.0,40115.0
2022-01-12,1255.0,1265.07,1248.72,1263.38,52514.0
2022-01-13,1269.78,1285.034,1267.0,1269.68,38499.0
2022-01-14,1259.99,1283.09,1255.22,1276.61,38470.0
2022-01-15,1259.99,1283.09,1255.22,1276.61,38470.0
2022-01-16,1259.99,1283.09,1255.22,1276.61,38470.0
2022-01-17,1259.99,1283.09,1255.22,1276.61,38470.0
2022-01-18,1274.33,1279.96,1255.67,1259.73,37776.0
2022-01-19,1270.54,1270.54,1235.98,1237.74,28658.0
2022-01-20,1244.1,1267.8,1232.34,1234.95,40012.0
2022-01-21,1227.43,1244.68,1210.3,1218.22,73588.0
2022-01-22,1227.43,1244.68,1210.3,1218.22,73588.0
2022-01-23,1227.43,1244.68,1210.3,1218.22,73588.0
2022-01-24,1200.0,1233.8,1181.2,1229.41,68630.0
2022-01-25,1217.05,1219.08,1183.01,1187.82,91535.0
2022-01-26,1200.96,1216.92,1181.0,1190.22,52165.0
2022-01-27,1199.85,1224.55,1180.0,1186.53,42833.0
2022-01-28,1190.13,1215.0,1181.49,1212.5,44288.0
2022-01-29,1190.13,1215.0,1181.49,1212.5,44288.0
2022-01-30,1190.13,1215.0,1181.49,1212.5,44288.0
2022-01-31,1205.08,1235.0,1200.01,1232.74,53882.0
2022-02-01,1230.46,1264.97,1214.43,1263.05,69557.0
2022-02-02,1265.0,1296.9,1251.0,1291.38,67198.0
2022-02-03,1284.37,1291.54,1251.02,1260.18,66895.0
2022-02-04,1268.59,1284.7,1251.6,1260.61,55393.0
2022-02-05,1268.59,1284.7,1251.6,1260.61,55393.0
2022-02-06,1268.59,1284.7,1251.6,1260.61,55393.0
2022-02-07,1264.96,1275.83,1252.02,1263.59,42070.0
2022-02-08,1267.08,1278.335,1261.58,1273.37,32070.0
2022-02-09,1277.37,1285.0,1256.511,1260.97,41705.0
2022-02-10,1260.67,1270.0,1248.0,1253.36,35003.0
2022-02-11,1253.83,1265.219,1233.14,1242.0,34959.0
2022-02-12,1253.83,1265.219,1233.14,1242.0,34959.0
2022-02-13,1253.83,1265.219,1233.14,1242.0,34959.0
2022-02-14,1239.86,1245.95,1224.97,1235.5,45444.0
2022-02-15,1249.4,1265.945,1244.0,1260.89,51932.0
2022-02-16,1254.19,1277.76,1254.19,1275.06,48348.0
2022-02-17,1268.62,1268.62,1241.02,1250.39,30302.0
2022-02-18,1251.17,1263.78,1246.85,1253.0,28799.0
2022-02-19,1251.17,1263.78,1246.85,1253.0,28799.0
2022-02-20,1251.17,1263.78,1246.85,1253.0,28799.0
2022-02-21,1251.17,1263.78,1246.85,1253.0,28799.0
2022-02-22,1259.48,1260.38,1233.01,1240.14,34293.0
2022-02-23,1245.46,1255.35,1217.93,1221.73,51836.0
2022-02-24,1194.91,1214.53,1185.0,1212.63,61833.0
2022-02-25,1222.07,1259.7,1222.01,1255.49,44163.0
2022-02-26,1222.07,1259.7,1222.01,1255.49,44163.0
2022-02-27,1222.07,1259.7,1222.01,1255.49,44163.0
2022-02-28,1233.16,1246.27,1220.02,1242.91,69070.0
2022-03-01,1229.52,1239.74,1214.23,1226.64,66552.0
2022-03-02,1228.96,1259.83,1224.13,1258.21,61731.0
2022-03-03,1262.03,1266.08,1247.06,1260.21,34856.0
2022-03-04,1253.1,1261.135,1239.665,1259.24,58537.0
2022-03-05,1253.1,1261.135,1239.665,1259.24,58537.0
2022-03-06,1253.1,1261.135,1239.665,1259.24,58537.0
2022-03-07,1247.28,1254.62,1216.57,1218.98,64531.0
2022-03-08,1218.02,1247.629,1200.34,1218.31,83563.0
2022-03-09,1256.44,1273.65,1242.85,1265.22,82697.0
2022-03-10,1257.02,1287.52,1245.51,1281.88,102492.0
2022-03-11,1287.8,1313.51,1281.01,1301.66,86739.0
2022-03-12,1287.8,1313.51,1281.01,1301.66,86739.0
2022-03-13,1287.8,1313.51,1281.01,1301.66,86739.0
2022-03-14,1319.99,1363.44,1304.5,1355.51,135797.0
2022-03-15,1367.99,1389.19,1355.1,1372.79,113006.0
2022-03-16,1385.5,1387.18,1355.68,1383.72,91375.0
2022-03-17,1375.21,1417.05,1366.2,1412.55,106361.0
2022-03-18,1423.33,1430.16,1395.0,1429.0,108430.0
2022-03-19,1423.33,1430.16,1395.0,1429.0,108430.0
2022-03-20,1423.33,1430.16,1395.0,1429.0,108430.0
2022-03-21,1450.0,1467.29,1419.16,1444.66,117789.0
2022-03-22,1446.96,1469.33,1437.1,1463.97,91450.0
2022-03-23,1453.47,1478.49,1452.01,1469.5,68358.0
2022-03-24,1475.0,1504.24,1473.111,1504.21,117996.0
2022-03-25,1501.75,1513.0,1492.48,1502.58,83194.0
2022-03-26,1501.75,1513.0,1492.48,1502.58,83194.0
2022-03-27,1501.75,1513.0,1492.48,1502.58,83194.0
2022-03-28,1500.0,1500.0,1465.51,1487.29,71702.0
2022-03-29,1502.89,1502.89,1476.3,1491.98,89205.0
2022-03-30,1492.14,1496.89,1482.236,1492.89,49659.0
2022-03-31,1490.0,1498.03,1472.917,1475.24,83848.0
2022-04-01,1492.0,1498.475,1477.42,1493.22,70699.0
2022-04-02,1492.0,1498.475,1477.42,1493.22,70699.0
2022-04-03,1492.0,1498.475,1477.42,1493.22,70699.0
2022-04-04,1490.87,1490.87,1473.18,1476.21,75787.0
2022-04-05,1466.26,1486.89,1465.01,1473.69,76672.0
2022-04-06,1474.98,1503.7,1474.98,1495.53,41585.0
2022-04-07,1490.76,1510.0,1485.83,1485.83,61798.0
2022-04-08,1487.2,1499.0,1480.94,1482.48,63258.0
2022-04-09,1487.2,1499.0,1480.94,1482.48,63258.0
2022-04-10,1487.2,1499.0,1480.94,1482.48,63258.0
2022-04-11,1484.69,1499.59,1475.57,1477.2,53361.0
2022-04-12,1477.45,1492.64,1474.26,1480.59,42474.0
2022-04-13,1475.5,1488.6,1471.94,1479.23,35107.0
2022-04-14,1480.97,1487.1,1472.04,1475.0,82244.0
2022-04-15,1480.97,1487.1,1472.04,1475.0,82244.0
2022-04-16,1480.97,1487.1,1472.04,1475.0,82244.0
2022-04-17,1480.97,1487.1,1472.04,1475.0,82244.0
2022-04-18,1474.0,1489.02,1472.0,1478.87,34229.0
2022-04-19,1486.36,1489.95,1468.0,1471.74,41636.0
2022-04-20,1482.65,1498.81,1476.77,1497.39,32070.0
2022-04-21,1502.51,1519.245,1482.12,1483.21,50725.0
2022-04-22,1481.93,1483.98,1463.52,1464.64,38196.0
2022-04-23,1481.93,1483.98,1463.52,1464.64,38196.0
2022-04-24,1481.93,1483.98,1463.52,1464.64,38196.0
2022-04-25,1456.0,1456.0,1419.07,1451.37,56452.0
2022-04-26,1440.06,1454.91,1424.72,1424.72,41122.0
2022-04-27,1427.59,1440.97,1389.77,1400.02,72534.0
2022-04-28,1405.77,1409.99,1377.562,1397.83,56433.0
2022-04-29,1394.36,1397.9,1351.4,1353.28,50824.0
2022-04-30,1394.36,1397.9,1351.4,1353.28,50824.0
2022-05-01,1394.36,1397.9,1351.4,1353.28,50824.0
2022-05-02,1345.19,1363.66,1326.112,1348.73,52761.0
2022-05-03,1351.09,1359.94,1340.68,1343.43,53226.0
2022-05-04,1343.6,1369.78,1335.77,1368.79,49694.0
2022-05-05,1351.18,1368.0,1324.57,1336.53,49101.0
2022-05-06,1324.1,1332.16,1308.8,1329.02,67154.0
2022-05-07,1324.1,1332.16,1308.8,1329.02,67154.0
2022-05-08,1324.1,1332.16,1308.8,1329.02,67154.0
2022-05-09,1315.2,1323.095,1282.53,1287.07,54672.0
2022-05-10,1302.94,1318.825,1275.03,1287.39,55648.0
2022-05-11,1289.77,1314.02,1281.201,1283.18,41955.0
2022-05-12,1275.93,1297.43,1275.13,1291.06,74591.0
2022-05-13,1302.94,1331.385,1302.1,1325.45,49406.0
2022-05-14,1302.94,1331.385,1302.1,1325.45,49406.0
2022-05-15,1302.94,1331.385,1302.1,1325.45,49406.0
2022-05-16,1326.5,1339.19,1320.32,1325.11,36353.0
2022-05-17,1372.14,1379.99,1346.02,1364.07,66517.0
2022-05-18,1356.59,1371.77,1345.37,1348.89,61119.0
2022-05-19,1335.23,1364.63,1322.41,1354.87,53935.0
2022-05-20,1361.07,1370.001,1307.26,1333.08,82372.0
2022-05-21,1361.07,1370.001,1307.26,1333.08,82372.0
2022-05-22,1361.07,1370.001,1307.26,1333.08,82372.0
2022-05-23,1338.57,1360.02,1325.2,1351.34,41215.0
2022-05-24,1348.48,1350.13,1321.16,1341.66,26724.0
2022-05-25,1340.0,1349.018,1333.54,1340.0,41195.0
2022-05-26,1344.0,1388.37,1344.0,1377.07,38833.0
2022-05-27,1389.08,1405.11,1383.2,1403.91,31381.0
2022-05-28,1389.08,1405.11,1383.2,1403.91,31381.0
2022-05-29,1389.08,1405.11,1383.2,1403.91,31381.0
2022-05-30,1389.08,1405.11,1383.2,1403.91,31381.0
2022-05-31,1393.28,1393.28,1361.2,1369.43,83063.0
2022-06-01,1380.22,1386.5,1345.66,1367.74,43017.0
2022-06-02,1374.97,1392.02,1354.79,1388.44,32896.0
2022-06-03,1376.01,1391.38,1369.13,1380.16,28723.0
2022-06-04,1376.01,1391.38,1369.13,1380.16,28723.0
2022-06-05,1376.01,1391.38,1369.13,1380.16,28723.0
2022-06-06,1390.33,1403.3,1384.74,1392.25,27151.0
2022-06-07,1384.65,1411.77,1375.01,1408.67,47920.0
2022-06-08,1399.0,1407.745,1370.0,1380.36,38970.0
2022-06-09,1376.01,1383.1,1344.61,1346.63,21780.0
2022-06-10,1333.49,1345.776,1315.25,1330.89,23168.0
2022-06-11,1333.49,1345.776,1315.25,1330.89,23168.0
2022-06-12,1333.49,1345.776,1315.25,1330.89,23168.0
2022-06-13,1302.0,1309.35,1286.4,1291.34,39263.0
