,NAVI US Equity,NAVI US Equity,NAVI US Equity,NAVI US Equity,NAVI US Equity
2020-03-02,9.3187,9.5496,9.0053,9.5496,3995507.0
2020-03-03,9.4589,9.5248,8.6259,8.7414,4802723.0
2020-03-04,8.9476,9.1867,8.6012,9.162,3657688.0
2020-03-05,8.8524,8.9779,8.6432,8.7353,4097906.0
2020-03-06,8.3587,8.9193,8.2165,8.7771,7751116.0
2020-03-07,8.3587,8.9193,8.2165,8.7771,7751116.0
2020-03-08,8.3587,8.9193,8.2165,8.7771,7751116.0
2020-03-09,8.1245,8.25,7.5806,7.589,3182765.0
2020-03-10,8.0408,8.3587,7.6643,8.3587,2786560.0
2020-03-11,8.0826,8.3169,7.7396,7.9404,4506702.0
2020-03-12,7.2877,7.8902,6.7606,6.7606,3328320.0
2020-03-13,7.3379,7.5806,6.6351,7.2543,4210331.0
2020-03-14,7.3379,7.5806,6.6351,7.2543,4210331.0
2020-03-15,7.3379,7.5806,6.6351,7.2543,4210331.0
2020-03-16,6.4176,6.5556,5.9657,6.0996,2590202.0
2020-03-17,6.3004,6.3841,4.4555,4.9784,4825134.0
2020-03-18,4.6437,5.0286,3.4054,4.1835,5658212.0
2020-03-19,4.1584,5.4595,3.9995,5.2545,4465267.0
2020-03-20,5.447,5.7733,4.9115,5.0203,7680403.0
2020-03-21,5.447,5.7733,4.9115,5.0203,7680403.0
2020-03-22,5.447,5.7733,4.9115,5.0203,7680403.0
2020-03-23,5.0203,5.2462,4.5852,5.0705,3237419.0
2020-03-24,5.3968,6.359,5.334,5.9239,3787515.0
2020-03-25,6.2335,7.5806,5.9741,6.6853,5206690.0
2020-03-26,6.7774,7.4091,6.6435,6.7522,3097552.0
2020-03-27,6.4845,6.8861,6.2837,6.7188,2386751.0
2020-03-28,6.4845,6.8861,6.2837,6.7188,2386751.0
2020-03-29,6.4845,6.8861,6.2837,6.7188,2386751.0
2020-03-30,6.6937,6.8443,6.0243,6.8192,3021491.0
2020-03-31,6.7857,7.0116,6.1666,6.3423,3206926.0
2020-04-01,5.9825,6.1456,5.7566,5.8653,2525316.0
2020-04-02,5.7649,5.8821,5.0914,5.3131,4162155.0
2020-04-03,5.2629,5.5641,4.9533,5.0537,2651347.0
2020-04-04,5.2629,5.5641,4.9533,5.0537,2651347.0
2020-04-05,5.2629,5.5641,4.9533,5.0537,2651347.0
2020-04-06,5.3717,5.8904,5.3131,5.8402,3164266.0
2020-04-07,6.1833,6.8527,6.0829,6.1122,3172579.0
2020-04-08,6.2335,6.5556,6.0662,6.4008,2204344.0
2020-04-09,6.9112,7.2375,6.702,6.9321,2664769.0
2020-04-10,6.9112,7.2375,6.702,6.9321,2664769.0
2020-04-11,6.9112,7.2375,6.702,6.9321,2664769.0
2020-04-12,6.9112,7.2375,6.702,6.9321,2664769.0
2020-04-13,6.9447,7.1037,6.4845,6.7355,1512216.0
2020-04-14,6.9112,7.0284,6.4259,6.5514,1989323.0
2020-04-15,6.2335,6.2544,5.9574,6.1415,1437691.0
2020-04-16,6.0912,6.2335,5.8235,6.0327,1838280.0
2020-04-17,6.3674,6.6267,6.108,6.3088,2263772.0
2020-04-18,6.3674,6.6267,6.108,6.3088,2263772.0
2020-04-19,6.3674,6.6267,6.108,6.3088,2263772.0
2020-04-20,6.0661,6.2753,5.8151,5.9072,2664919.0
2020-04-21,5.6896,5.8068,5.38,5.4972,3220500.0
2020-04-22,5.6645,5.9406,5.3968,5.5223,4100877.0
2020-04-23,5.6143,5.8821,5.447,5.6227,2106766.0
2020-04-24,5.6143,5.995,5.4804,5.8821,2728709.0
2020-04-25,5.6143,5.995,5.4804,5.8821,2728709.0
2020-04-26,5.6143,5.995,5.4804,5.8821,2728709.0
2020-04-27,5.8904,6.2419,5.7356,6.1749,3127981.0
2020-04-28,6.3674,6.5682,5.9532,6.2586,3288374.0
2020-04-29,6.5012,7.0618,6.5012,6.8861,2891888.0
2020-04-30,6.6853,6.6937,6.2586,6.3757,2311348.0
2020-05-01,6.1498,6.2084,5.79,5.8779,2872661.0
2020-05-02,6.1498,6.2084,5.79,5.8779,2872661.0
2020-05-03,6.1498,6.2084,5.79,5.8779,2872661.0
2020-05-04,5.7817,6.0996,5.5809,6.041,2617803.0
2020-05-05,6.1833,6.4217,5.9741,6.0159,3129008.0
2020-05-06,6.1415,6.1875,5.8277,5.8486,3583821.0
2020-05-07,5.949,6.4678,5.949,6.3088,1838751.0
2020-05-08,6.4845,6.5933,6.3213,6.5012,1435859.0
2020-05-09,6.4845,6.5933,6.3213,6.5012,1435859.0
2020-05-10,6.4845,6.5933,6.3213,6.5012,1435859.0
2020-05-11,6.359,6.3841,6.1289,6.1498,2529687.0
2020-05-12,6.2251,6.3757,5.8737,5.8904,1810501.0
2020-05-13,5.7984,5.8904,5.288,5.3759,1809053.0
2020-05-14,5.1876,5.8988,5.1416,5.698,2237828.0
2020-05-15,5.6645,5.7984,5.5056,5.5892,1374627.0
2020-05-16,5.6645,5.7984,5.5056,5.5892,1374627.0
2020-05-17,5.6645,5.7984,5.5056,5.5892,1374627.0
2020-05-18,5.8151,6.1666,5.8151,6.108,2631346.0
2020-05-19,6.041,6.1247,5.7482,5.7482,2508734.0
2020-05-20,5.8235,6.0829,5.7817,5.9406,2136712.0
2020-05-21,5.857,6.0578,5.857,6.0076,2099096.0
2020-05-22,6.0578,6.108,5.7984,5.8319,1581106.0
2020-05-23,6.0578,6.108,5.7984,5.8319,1581106.0
2020-05-24,6.0578,6.108,5.7984,5.8319,1581106.0
2020-05-25,6.0578,6.108,5.7984,5.8319,1581106.0
2020-05-26,6.1415,6.2753,6.0494,6.1163,3037863.0
2020-05-27,6.3757,6.5096,6.2126,6.4845,3212471.0
2020-05-28,6.6016,6.6016,6.267,6.4343,1505493.0
2020-05-29,6.2837,6.4008,6.1498,6.2251,2304616.0
2020-05-30,6.2837,6.4008,6.1498,6.2251,2304616.0
2020-05-31,6.2837,6.4008,6.1498,6.2251,2304616.0
2020-06-01,6.2502,6.6226,6.1624,6.4176,2299441.0
2020-06-02,6.4594,6.769,6.4594,6.5765,2679188.0
2020-06-03,6.6937,6.9196,6.6518,6.8527,5109418.0
2020-06-04,6.8271,7.0489,6.6649,7.0148,3196156.0
2020-06-05,7.6207,7.8938,7.386,7.5226,3782679.0
2020-06-06,7.6207,7.8938,7.386,7.5226,3782679.0
2020-06-07,7.6207,7.8938,7.386,7.5226,3782679.0
2020-06-08,7.7487,7.9706,7.7248,7.8511,3574921.0
2020-06-09,7.5695,7.6548,7.0447,7.4244,2869075.0
2020-06-10,7.3476,7.3988,6.8271,6.8313,2704216.0
2020-06-11,6.4089,6.6564,6.1443,6.3492,4322257.0
2020-06-12,6.7588,6.8143,6.3321,6.6137,2259808.0
2020-06-13,6.7588,6.8143,6.3321,6.6137,2259808.0
2020-06-14,6.7588,6.8143,6.3321,6.6137,2259808.0
2020-06-15,6.2553,6.9977,6.1529,6.8399,3210191.0
2020-06-16,7.2111,7.2111,6.7673,6.9039,2197100.0
2020-06-17,6.8953,6.9295,6.699,6.7588,3338071.0
2020-06-18,6.6478,6.9551,6.5796,6.8697,2708761.0
2020-06-19,7.0148,7.0233,6.5369,6.6393,9397587.0
2020-06-20,7.0148,7.0233,6.5369,6.6393,9397587.0
2020-06-21,7.0148,7.0233,6.5369,6.6393,9397587.0
2020-06-22,6.5284,6.699,6.5113,6.554,4045368.0
2020-06-23,6.6478,6.7417,6.426,6.4857,4340472.0
2020-06-24,6.4004,6.4686,6.1187,6.2084,4075492.0
2020-06-25,6.2212,6.3705,6.1273,6.3236,4468826.0
2020-06-26,6.1955,6.2809,5.7859,5.9566,27749821.0
2020-06-27,6.1955,6.2809,5.7859,5.9566,27749821.0
2020-06-28,6.1955,6.2809,5.7859,5.9566,27749821.0
2020-06-29,6.2126,6.2894,5.931,6.1785,4635779.0
2020-06-30,6.1102,6.2638,5.9822,5.9993,3075181.0
2020-07-01,5.9822,6.1776,5.8158,5.8969,2224486.0
2020-07-02,6.0761,6.2041,5.8542,5.8883,2665600.0
2020-07-03,6.0761,6.2041,5.8542,5.8883,2665600.0
2020-07-04,6.0761,6.2041,5.8542,5.8883,2665600.0
2020-07-05,6.0761,6.2041,5.8542,5.8883,2665600.0
2020-07-06,6.1358,6.2724,5.9993,6.2041,5133603.0
2020-07-07,6.1017,6.1187,5.7774,5.7902,2868861.0
2020-07-08,5.7689,5.924,5.675,5.8798,2426228.0
2020-07-09,5.8542,5.8798,5.4744,5.5214,3619598.0
2020-07-10,5.4787,5.9481,5.4446,5.9139,3122059.0
2020-07-11,5.4787,5.9481,5.4446,5.9139,3122059.0
2020-07-12,5.4787,5.9481,5.4446,5.9139,3122059.0
2020-07-13,6.0334,6.0931,5.7689,5.8371,2818662.0
2020-07-14,5.8286,6.0419,5.7518,5.9993,2193114.0
2020-07-15,6.0931,6.3748,5.9865,6.3236,2685910.0
2020-07-16,6.2894,6.4772,6.1955,6.3918,2628807.0
2020-07-17,6.3662,6.4004,6.059,6.1187,1780313.0
2020-07-18,6.3662,6.4004,6.059,6.1187,1780313.0
2020-07-19,6.3662,6.4004,6.059,6.1187,1780313.0
2020-07-20,6.1017,6.1358,5.9481,6.0249,2109864.0
2020-07-21,6.1614,6.5668,6.1273,6.4814,4784800.0
2020-07-22,7.066,7.0745,6.6137,6.81,6200422.0
2020-07-23,6.8271,7.0233,6.7758,6.9465,4307795.0
2020-07-24,6.8953,7.0233,6.8015,6.8441,2392847.0
2020-07-25,6.8953,7.0233,6.8015,6.8441,2392847.0
2020-07-26,6.8953,7.0233,6.8015,6.8441,2392847.0
2020-07-27,6.8356,7.1513,6.6564,7.1129,5153748.0
2020-07-28,7.1172,7.2452,6.9124,6.9807,3839111.0
2020-07-29,6.9977,7.0319,6.8569,6.9849,2793305.0
2020-07-30,6.8271,6.9124,6.7076,6.8015,3106162.0
2020-07-31,6.7844,6.8185,6.5369,6.7929,4649254.0
2020-08-01,6.7844,6.8185,6.5369,6.7929,4649254.0
2020-08-02,6.7844,6.8185,6.5369,6.7929,4649254.0
2020-08-03,7.0404,7.0489,6.8271,6.9209,2895790.0
2020-08-04,6.9209,7.0148,6.81,7.002,2143479.0
2020-08-05,7.066,7.3732,7.0489,7.3604,2028129.0
2020-08-06,7.3305,7.4159,7.1897,7.2196,1638849.0
2020-08-07,7.1513,7.4756,7.066,7.4586,2494888.0
2020-08-08,7.1513,7.4756,7.066,7.4586,2494888.0
2020-08-09,7.1513,7.4756,7.066,7.4586,2494888.0
2020-08-10,7.5524,7.6762,7.4159,7.6207,1999899.0
2020-08-11,7.817,8.0559,7.6378,7.7146,2164162.0
2020-08-12,7.8596,7.9194,7.4671,7.5524,1796196.0
2020-08-13,7.5183,7.6207,7.4031,7.4415,1446932.0
2020-08-14,7.3647,7.7444,7.3476,7.6292,1340831.0
2020-08-15,7.3647,7.7444,7.3476,7.6292,1340831.0
2020-08-16,7.3647,7.7444,7.3476,7.6292,1340831.0
2020-08-17,7.689,7.689,7.5012,7.5524,1418866.0
2020-08-18,7.5268,7.6506,7.3647,7.4074,1555496.0
2020-08-19,7.3903,7.5866,7.3561,7.4756,1278336.0
2020-08-20,7.3818,7.5354,7.3476,7.3818,1433321.0
2020-08-21,7.3561,7.433,7.2708,7.3135,1508591.0
2020-08-22,7.3561,7.433,7.2708,7.3135,1508591.0
2020-08-23,7.3561,7.433,7.2708,7.3135,1508591.0
2020-08-24,7.4244,7.578,7.3305,7.5439,1763926.0
2020-08-25,7.6378,7.7316,7.514,7.5354,1746449.0
2020-08-26,7.5951,7.6292,7.433,7.4586,1378869.0
2020-08-27,7.45,7.8852,7.4116,7.8596,3684699.0
2020-08-28,7.8938,7.962,7.8056,7.945,1289997.0
2020-08-29,7.8938,7.962,7.8056,7.945,1289997.0
2020-08-30,7.8938,7.962,7.8056,7.945,1289997.0
2020-08-31,7.962,8.0218,7.7487,7.7572,2641768.0
2020-09-01,7.6975,8.0218,7.6164,7.7914,1932025.0
2020-09-02,7.8084,7.8938,7.706,7.8255,2230891.0
2020-09-03,7.8168,8.0687,7.7473,7.8081,2711819.0
2020-09-04,7.9037,8.1331,7.7995,7.9992,2363404.0
2020-09-05,7.9037,8.1331,7.7995,7.9992,2363404.0
2020-09-06,7.9037,8.1331,7.7995,7.9992,2363404.0
2020-09-07,7.9037,8.1331,7.7995,7.9992,2363404.0
2020-09-08,7.8776,7.9384,7.7734,7.7777,1527380.0
2020-09-09,7.8602,7.8602,7.6257,7.6779,1769252.0
2020-09-10,7.7387,7.8863,7.4781,7.4868,1726019.0
2020-09-11,7.4868,7.5563,7.2783,7.3044,2284977.0
2020-09-12,7.4868,7.5563,7.2783,7.3044,2284977.0
2020-09-13,7.4868,7.5563,7.2783,7.3044,2284977.0
2020-09-14,7.3304,7.474,7.2957,7.3131,2649372.0
2020-09-15,7.3826,7.5085,7.3087,7.3218,2714184.0
2020-09-16,7.3218,7.5389,7.2175,7.452,4178938.0
2020-09-17,7.3044,7.4868,7.3044,7.3565,3036709.0
2020-09-18,7.426,7.5389,7.1567,7.1741,7007697.0
2020-09-19,7.426,7.5389,7.1567,7.1741,7007697.0
2020-09-20,7.426,7.5389,7.1567,7.1741,7007697.0
2020-09-21,6.957,7.0438,6.8093,6.8962,3576026.0
2020-09-22,6.9396,6.9917,6.6877,6.8267,4378964.0
2020-09-23,6.8614,7.0699,6.5401,6.5401,3163125.0
2020-09-24,6.4966,6.8093,6.4445,6.6877,2820993.0
2020-09-25,6.6009,6.9049,6.5661,6.8701,2327054.0
2020-09-26,6.6009,6.9049,6.5661,6.8701,2327054.0
2020-09-27,6.6009,6.9049,6.5661,6.8701,2327054.0
2020-09-28,7.0178,7.274,6.9917,7.1654,2298637.0
2020-09-29,7.1307,7.2392,7.0525,7.1915,2085787.0
2020-09-30,7.261,7.6171,7.2436,7.3391,3191053.0
2020-10-01,7.4812,7.4812,7.2262,7.3912,1732655.0
2020-10-02,7.2436,7.5823,7.148,7.5302,2469992.0
2020-10-03,7.2436,7.5823,7.148,7.5302,2469992.0
2020-10-04,7.2436,7.5823,7.148,7.5302,2469992.0
2020-10-05,7.6431,7.8776,7.5997,7.8689,1491417.0
2020-10-06,7.9471,8.0383,7.6735,7.7126,2043467.0
2020-10-07,7.7995,7.9732,7.7213,7.8255,1613339.0
2020-10-08,7.9558,8.2077,7.9297,8.199,1382783.0
2020-10-09,8.2511,8.3249,8.0774,8.2424,1422628.0
2020-10-10,8.2511,8.3249,8.0774,8.2424,1422628.0
2020-10-11,8.2511,8.3249,8.0774,8.2424,1422628.0
2020-10-12,8.2858,8.503,8.2077,8.4856,1386070.0
2020-10-13,8.3727,8.4422,8.2511,8.3379,1311296.0
2020-10-14,8.3466,8.5377,8.3293,8.3379,1164978.0
2020-10-15,8.2945,8.6767,8.1941,8.6767,1421402.0
2020-10-16,8.6159,8.7462,8.4769,8.503,1694484.0
2020-10-17,8.6159,8.7462,8.4769,8.503,1694484.0
2020-10-18,8.6159,8.7462,8.4769,8.503,1694484.0
2020-10-19,8.5464,8.6767,8.4335,8.4595,1776081.0
2020-10-20,8.5898,8.7878,8.516,8.5985,3228808.0
2020-10-21,8.3379,8.4726,7.9558,7.9732,3956611.0
2020-10-22,8.225,8.2902,7.895,7.9471,3044873.0
2020-10-23,8.0861,8.1903,7.9732,8.1599,1879842.0
2020-10-24,8.0861,8.1903,7.9732,8.1599,1879842.0
2020-10-25,8.0861,8.1903,7.9732,8.1599,1879842.0
2020-10-26,7.9905,8.06,7.8602,7.9124,1516675.0
2020-10-27,7.8689,7.895,7.426,7.4434,1801833.0
2020-10-28,7.2349,7.287,7.0004,7.0134,2427881.0
2020-10-29,6.957,7.1871,6.8701,7.0959,1863026.0
2020-10-30,7.0351,7.1307,6.8527,6.957,2038699.0
2020-10-31,7.0351,7.1307,6.8527,6.957,2038699.0
2020-11-01,7.0351,7.1307,6.8527,6.957,2038699.0
2020-11-02,7.0959,7.4173,7.0308,7.4173,2214882.0
2020-11-03,7.6084,7.7604,7.452,7.7039,2204821.0
2020-11-04,7.5563,8.1816,7.4781,8.1512,3404643.0
2020-11-05,8.1165,8.3293,8.073,8.1556,2069159.0
2020-11-06,8.3206,8.3895,8.0166,8.034,2037913.0
2020-11-07,8.3206,8.3895,8.0166,8.034,2037913.0
2020-11-08,8.3206,8.3895,8.0166,8.034,2037913.0
2020-11-09,8.6854,9.0936,8.5985,8.7027,3023540.0
2020-11-10,8.7983,8.9459,8.7809,8.833,1737410.0
2020-11-11,8.8417,8.9112,8.4595,8.7027,1642359.0
2020-11-12,8.4726,8.6854,8.4595,8.6332,1997529.0
2020-11-13,8.7462,9.0501,8.6767,9.0154,1358546.0
2020-11-14,8.7462,9.0501,8.6767,9.0154,1358546.0
2020-11-15,8.7462,9.0501,8.6767,9.0154,1358546.0
2020-11-16,9.2238,9.3672,9.1544,9.2325,2278602.0
2020-11-17,9.0588,9.3715,8.9459,9.3194,1790469.0
2020-11-18,9.1804,9.3802,9.0675,9.0719,2513867.0
2020-11-19,8.9807,9.0501,8.7548,9.0501,1227737.0
2020-11-20,8.8417,9.0241,8.2858,8.3032,3573769.0
2020-11-21,8.8417,9.0241,8.2858,8.3032,3573769.0
2020-11-22,8.8417,9.0241,8.2858,8.3032,3573769.0
2020-11-23,8.4769,8.6463,8.364,8.516,2382868.0
2020-11-24,8.6593,8.7027,8.5551,8.6854,2906734.0
2020-11-25,8.6072,8.8634,8.5811,8.5811,2367555.0
2020-11-26,8.6072,8.8634,8.5811,8.5811,2367555.0
2020-11-27,8.5724,8.6767,8.3206,8.4682,902693.0
2020-11-28,8.5724,8.6767,8.3206,8.4682,902693.0
2020-11-29,8.5724,8.6767,8.3206,8.4682,902693.0
2020-11-30,8.4856,8.5724,8.1252,8.1382,2390748.0
2020-12-01,8.3379,8.6419,8.2685,8.4291,1680107.0
2020-12-02,8.3814,8.5638,8.2858,8.4248,2115314.0
2020-12-03,8.5043,8.6367,8.31,8.5219,1831667.0
2020-12-04,8.5661,8.6986,8.4071,8.4513,1340342.0
2020-12-05,8.5661,8.6986,8.4071,8.4513,1340342.0
2020-12-06,8.5661,8.6986,8.4071,8.4513,1340342.0
2020-12-07,8.3983,8.4999,8.204,8.4336,1261056.0
2020-12-08,8.3365,8.363,8.1422,8.3188,2407840.0
2020-12-09,8.363,8.5308,8.3453,8.4425,1332797.0
2020-12-10,8.4071,8.5396,8.3541,8.4954,1069115.0
2020-12-11,8.3895,8.5043,8.1908,8.3806,1845663.0
2020-12-12,8.3895,8.5043,8.1908,8.3806,1845663.0
2020-12-13,8.3895,8.5043,8.1908,8.3806,1845663.0
2020-12-14,8.4601,8.5003,8.0097,8.1599,2097663.0
2020-12-15,8.1952,8.3983,8.0274,8.3806,2203318.0
2020-12-16,8.4248,8.4557,8.2129,8.2305,1509806.0
2020-12-17,8.2129,8.3806,8.0981,8.3188,1515119.0
2020-12-18,8.3718,8.4513,8.1775,8.2482,4844885.0
2020-12-19,8.3718,8.4513,8.1775,8.2482,4844885.0
2020-12-20,8.3718,8.4513,8.1775,8.2482,4844885.0
2020-12-21,8.1422,8.31,8.0097,8.1599,2060116.0
2020-12-22,8.1599,8.2614,8.0451,8.2129,1660433.0
2020-12-23,8.2217,8.6809,8.2217,8.5838,2051393.0
2020-12-24,8.6367,8.6631,8.4027,8.6279,1215164.0
2020-12-25,8.6367,8.6631,8.4027,8.6279,1215164.0
2020-12-26,8.6367,8.6631,8.4027,8.6279,1215164.0
2020-12-27,8.6367,8.6631,8.4027,8.6279,1215164.0
2020-12-28,8.6544,8.7692,8.5175,8.5573,1499903.0
2020-12-29,8.6279,8.6456,8.4645,8.6279,1725698.0
2020-12-30,8.6367,8.7869,8.6014,8.6456,1757475.0
2020-12-31,8.6544,8.8619,8.5573,8.6721,1812976.0
2021-01-01,8.6544,8.8619,8.5573,8.6721,1812976.0
2021-01-02,8.6544,8.8619,8.5573,8.6721,1812976.0
2021-01-03,8.6544,8.8619,8.5573,8.6721,1812976.0
2021-01-04,8.7162,8.9149,8.7162,8.8045,2403587.0
2021-01-05,8.8045,9.1754,8.778,9.0253,1660786.0
2021-01-06,9.1931,9.67,9.1931,9.5993,2436807.0
2021-01-07,9.6611,9.7936,9.6082,9.6788,2076387.0
2021-01-08,9.7141,9.7141,9.4492,9.6435,2137599.0
2021-01-09,9.7141,9.7141,9.4492,9.6435,2137599.0
2021-01-10,9.7141,9.7141,9.4492,9.6435,2137599.0
2021-01-11,9.4757,9.7804,9.4757,9.6876,1102620.0
2021-01-12,9.7936,9.9217,9.5817,9.8731,1116955.0
2021-01-13,9.8554,9.9526,9.5728,9.6346,1686301.0
2021-01-14,9.7141,10.9372,9.6523,10.6944,4944539.0
2021-01-15,10.6944,10.6944,10.2661,10.2793,2250602.0
2021-01-16,10.6944,10.6944,10.2661,10.2793,2250602.0
2021-01-17,10.6944,10.6944,10.2661,10.2793,2250602.0
2021-01-18,10.6944,10.6944,10.2661,10.2793,2250602.0
2021-01-19,10.1027,10.2352,9.6214,9.9481,2749055.0
2021-01-20,9.9614,10.191,9.9349,10.1645,2242499.0
2021-01-21,10.1557,10.2219,9.8731,9.8907,1892544.0
2021-01-22,9.7406,9.9879,9.564,9.9614,1784295.0
2021-01-23,9.7406,9.9879,9.564,9.9614,1784295.0
2021-01-24,9.7406,9.9879,9.564,9.9614,1784295.0
2021-01-25,9.7936,10.1468,9.6611,9.9967,2831517.0
2021-01-26,10.1645,10.4913,10.0762,10.4824,3056886.0
2021-01-27,9.8554,10.4029,9.7424,9.8554,4231134.0
2021-01-28,10.0762,10.244,9.957,10.1998,2200118.0
2021-01-29,10.1998,10.4206,9.9349,9.9393,3810363.0
2021-01-30,10.1998,10.4206,9.9349,9.9393,3810363.0
2021-01-31,10.1998,10.4206,9.9349,9.9393,3810363.0
2021-02-01,9.9437,10.1292,9.8024,9.9967,1746447.0
2021-02-02,10.1027,10.5089,10.0577,10.3941,1867753.0
2021-02-03,10.35,10.6061,10.3146,10.5707,1794656.0
2021-02-04,10.5001,10.9196,10.5001,10.8622,1614541.0
2021-02-05,10.9681,11.1536,10.7562,10.977,1781194.0
2021-02-06,10.9681,11.1536,10.7562,10.977,1781194.0
2021-02-07,10.9681,11.1536,10.7562,10.977,1781194.0
2021-02-08,11.0388,11.392,11.03,11.3037,1545721.0
2021-02-09,11.1712,11.3037,11.055,11.1183,1839543.0
2021-02-10,11.1624,11.2419,10.8532,10.9328,1618119.0
2021-02-11,11.0035,11.0829,10.6767,10.8533,1269554.0
2021-02-12,10.7385,11.0035,10.7385,10.8003,1015037.0
2021-02-13,10.7385,11.0035,10.7385,10.8003,1015037.0
2021-02-14,10.7385,11.0035,10.7385,10.8003,1015037.0
2021-02-15,10.7385,11.0035,10.7385,10.8003,1015037.0
2021-02-16,10.9151,11.0741,10.8622,11.0123,1157775.0
2021-02-17,10.924,11.1801,10.9063,11.03,1642885.0
2021-02-18,11.03,11.03,10.5972,10.6767,1770842.0
2021-02-19,10.7385,10.8798,10.6502,10.7915,1250486.0
2021-02-20,10.7385,10.8798,10.6502,10.7915,1250486.0
2021-02-21,10.7385,10.8798,10.6502,10.7915,1250486.0
2021-02-22,10.7474,10.9946,10.712,10.8092,1538496.0
2021-02-23,10.8533,10.9681,10.5531,10.7474,1666316.0
2021-02-24,10.818,11.1227,10.818,11.03,1618418.0
2021-02-25,11.0741,11.1183,10.7474,10.8092,1813673.0
2021-02-26,10.7739,11.0564,10.712,10.9328,1737473.0
2021-02-27,10.7739,11.0564,10.712,10.9328,1737473.0
2021-02-28,10.7739,11.0564,10.712,10.9328,1737473.0
2021-03-01,11.1271,11.5951,11.1271,11.5068,1946210.0
2021-03-02,11.4097,11.6305,11.3311,11.3832,1968834.0
2021-03-03,11.445,11.5951,11.1977,11.2022,1828470.0
2021-03-04,11.2513,11.4213,10.992,11.2871,2086599.0
2021-03-05,11.466,11.6628,11.0546,11.5197,2669766.0
2021-03-06,11.466,11.6628,11.0546,11.5197,2669766.0
2021-03-07,11.466,11.6628,11.0546,11.5197,2669766.0
2021-03-08,11.6091,11.7522,11.4123,11.5286,3445206.0
2021-03-09,11.5823,11.6002,11.2066,11.2245,2313927.0
2021-03-10,11.3497,11.8461,11.2962,11.7701,2150535.0
2021-03-11,11.8327,12.0742,11.6985,11.7701,2374961.0
2021-03-12,11.9221,12.2531,11.8014,11.8506,2384744.0
2021-03-13,11.9221,12.2531,11.8014,11.8506,2384744.0
2021-03-14,11.9221,12.2531,11.8014,11.8506,2384744.0
2021-03-15,11.9042,11.9221,11.6762,11.8685,2723111.0
2021-03-16,11.7298,11.8864,11.618,11.6941,2418853.0
2021-03-17,11.7164,11.8148,11.5197,11.7701,1840628.0
2021-03-18,11.8148,11.9847,11.4749,11.5733,5397028.0
2021-03-19,11.6359,12.4588,11.6359,12.3067,8741890.0
2021-03-20,11.6359,12.4588,11.6359,12.3067,8741890.0
2021-03-21,11.6359,12.4588,11.6359,12.3067,8741890.0
2021-03-22,12.2441,12.3917,12.0071,12.3604,2162969.0
2021-03-23,12.2709,12.3693,11.7388,11.8059,2314269.0
2021-03-24,12.0026,12.1457,11.8327,11.8506,1701855.0
2021-03-25,11.7343,12.414,11.7164,12.3157,1941440.0
2021-03-26,12.414,12.7002,12.3872,12.6376,1639130.0
2021-03-27,12.414,12.7002,12.3872,12.6376,1639130.0
2021-03-28,12.414,12.7002,12.3872,12.6376,1639130.0
2021-03-29,12.3335,12.6868,12.3335,12.3962,1234646.0
2021-03-30,12.4051,12.9507,12.4051,12.8255,2721792.0
2021-03-31,12.7807,12.9999,12.7539,12.7986,2084441.0
2021-04-01,12.897,12.9686,12.745,12.8255,1713171.0
2021-04-02,12.897,12.9686,12.745,12.8255,1713171.0
2021-04-03,12.897,12.9686,12.745,12.8255,1713171.0
2021-04-04,12.897,12.9686,12.745,12.8255,1713171.0
2021-04-05,12.9686,13.0043,12.8076,12.9238,1943223.0
2021-04-06,12.9238,12.9775,12.8255,12.8344,1605136.0
2021-04-07,12.9864,13.058,12.9149,12.9775,1154121.0
2021-04-08,12.9417,13.0625,12.7897,12.9954,1437855.0
2021-04-09,13.0491,13.1474,12.9686,13.0938,1204061.0
2021-04-10,13.0491,13.1474,12.9686,13.0938,1204061.0
2021-04-11,13.0491,13.1474,12.9686,13.0938,1204061.0
2021-04-12,13.1474,13.4068,13.1206,13.2816,2025395.0
2021-04-13,13.2816,13.2816,12.9507,12.9954,1817536.0
2021-04-14,13.0133,13.2995,13.0043,13.1653,1624264.0
2021-04-15,13.1564,13.3531,13.0938,13.2816,1432322.0
2021-04-16,13.38,13.4873,13.2235,13.3084,1288926.0
2021-04-17,13.38,13.4873,13.2235,13.3084,1288926.0
2021-04-18,13.38,13.4873,13.2235,13.3084,1288926.0
2021-04-19,13.3263,13.4918,13.2792,13.4426,1397449.0
2021-04-20,13.3353,13.3889,13.0759,13.2324,1721642.0
2021-04-21,13.0982,13.4873,13.058,13.4426,1655039.0
2021-04-22,13.4873,13.5499,13.2816,13.3531,1359088.0
2021-04-23,13.4068,13.6528,13.2726,13.4873,2102096.0
2021-04-24,13.4068,13.6528,13.2726,13.4873,2102096.0
2021-04-25,13.4068,13.6528,13.2726,13.4873,2102096.0
2021-04-26,13.4784,13.8629,13.4736,13.6662,1386381.0
2021-04-27,13.6393,13.8808,13.6371,13.7377,1734800.0
2021-04-28,14.0418,14.498,13.9077,14.489,2660349.0
2021-04-29,14.65,15.2582,14.5874,15.1911,3434839.0
2021-04-30,15.0525,15.1598,14.8575,15.0525,2450054.0
2021-05-01,15.0525,15.1598,14.8575,15.0525,2450054.0
2021-05-02,15.0525,15.1598,14.8575,15.0525,2450054.0
2021-05-03,15.2045,15.294,14.9988,15.0882,1832718.0
