,INGR US Equity,INGR US Equity,INGR US Equity,INGR US Equity,INGR US Equity
2024-01-30,107.614,108.707,107.406,108.538,325465.0
2024-01-31,108.33,108.427,106.74,106.86,265958.0
2024-02-01,107.803,110.366,107.5,110.346,481300.0
2024-02-02,110.595,111.052,109.611,110.485,391570.0
2024-02-03,110.595,111.052,109.611,110.485,391570.0
2024-02-04,110.595,111.052,109.611,110.485,391570.0
2024-02-05,109.85,110.525,109.303,109.86,521463.0
2024-02-06,108.568,112.015,106.691,108.985,1031860.0
2024-02-07,109.025,111.191,108.876,109.949,654721.0
2024-02-08,110.416,110.684,108.687,108.737,377959.0
2024-02-09,108.28,108.558,107.282,107.446,305934.0
2024-02-10,108.28,108.558,107.282,107.446,305934.0
2024-02-11,108.28,108.558,107.282,107.446,305934.0
2024-02-12,107.346,109.01,107.058,108.35,420457.0
2024-02-13,107.634,107.987,107.197,107.664,391237.0
2024-02-14,108.062,110.118,107.684,110.058,519787.0
2024-02-15,112.343,114.171,111.31,114.151,476426.0
2024-02-16,114.032,114.121,112.934,113.416,309687.0
2024-02-17,114.032,114.121,112.934,113.416,309687.0
2024-02-18,114.032,114.121,112.934,113.416,309687.0
2024-02-19,114.032,114.121,112.934,113.416,309687.0
2024-02-20,113.307,115.28,113.088,115.095,453351.0
2024-02-21,115.144,115.547,113.684,114.439,318391.0
2024-02-22,114.111,114.111,112.959,113.952,556978.0
2024-02-23,114.052,115.174,113.711,114.211,315619.0
2024-02-24,114.052,115.174,113.711,114.211,315619.0
2024-02-25,114.052,115.174,113.711,114.211,315619.0
2024-02-26,114.439,114.827,113.813,113.863,254077.0
2024-02-27,113.744,115.149,113.714,114.399,378971.0
2024-02-28,114.439,115.87,113.823,115.572,350936.0
2024-02-29,116.227,117.37,115.85,116.853,585924.0
2024-03-01,117.131,117.26,115.84,116.356,329498.0
2024-03-02,117.131,117.26,115.84,116.356,329498.0
2024-03-03,117.131,117.26,115.84,116.356,329498.0
2024-03-04,116.625,117.278,115.969,116.575,388001.0
2024-03-05,116.644,117.558,115.79,115.939,324959.0
2024-03-06,116.466,116.773,115.343,115.562,457530.0
2024-03-07,115.979,116.883,115.333,115.522,459790.0
2024-03-08,115.502,116.893,115.502,116.694,343434.0
2024-03-09,115.502,116.893,115.502,116.694,343434.0
2024-03-10,115.502,116.893,115.502,116.694,343434.0
2024-03-11,116.386,117.578,116.386,116.843,426516.0
2024-03-12,117.151,117.161,115.283,117.151,392202.0
2024-03-13,117.419,118.045,115.87,116.227,532036.0
2024-03-14,116.108,116.227,114.047,114.648,386921.0
2024-03-15,114.131,115.706,113.396,113.992,1765100.0
2024-03-16,114.131,115.706,113.396,113.992,1765100.0
2024-03-17,114.131,115.706,113.396,113.992,1765100.0
2024-03-18,113.694,115.78,113.585,114.608,358300.0
2024-03-19,114.628,116.515,114.628,116.346,341854.0
2024-03-20,116.317,116.446,114.479,115.8,404844.0
2024-03-21,116.068,116.068,114.99,115.313,334431.0
2024-03-22,115.413,116.436,115.045,116.356,309732.0
2024-03-23,115.413,116.436,115.045,116.356,309732.0
2024-03-24,115.413,116.436,115.045,116.356,309732.0
2024-03-25,116.446,117.439,116.376,116.625,360579.0
2024-03-26,117.121,117.578,116.257,116.764,301118.0
2024-03-27,117.32,117.846,116.843,117.32,367573.0
2024-03-28,117.28,117.92,116.8,116.85,340615.0
2024-03-29,117.28,117.92,116.8,116.85,340615.0
2024-03-30,117.28,117.92,116.8,116.85,340615.0
2024-03-31,117.28,117.92,116.8,116.85,340615.0
2024-04-01,116.87,118.04,116.42,117.23,337549.0
2024-04-02,117.15,117.15,115.97,116.39,322425.0
2024-04-03,116.19,116.5,114.29,114.41,366165.0
2024-04-04,114.87,116.04,114.22,115.03,307019.0
2024-04-05,114.85,115.23,114.19,114.36,267001.0
2024-04-06,114.85,115.23,114.19,114.36,267001.0
2024-04-07,114.85,115.23,114.19,114.36,267001.0
2024-04-08,114.08,114.47,113.16,113.27,391856.0
