,RUSHA US Equity,RUSHA US Equity,RUSHA US Equity,RUSHA US Equity,RUSHA US Equity
2023-08-13,41.5806,42.05,41.5806,41.8834,142553.0
2023-08-14,41.8242,41.9756,41.4983,41.7979,307692.0
2023-08-15,41.6727,41.8604,40.9221,41.2777,160169.0
2023-08-16,41.2579,41.732,40.9287,40.9814,126551.0
2023-08-17,41.0406,41.416,40.4843,40.5929,177647.0
2023-08-18,40.5336,40.9353,40.3295,40.7904,190190.0
2023-08-19,40.5336,40.9353,40.3295,40.7904,190190.0
2023-08-20,40.5336,40.9353,40.3295,40.7904,190190.0
2023-08-21,40.876,41.2448,40.5402,41.0867,170270.0
2023-08-22,41.0867,41.3238,40.9353,41.1592,154566.0
2023-08-23,41.1065,41.6201,41.0406,41.6135,122441.0
2023-08-24,41.3172,41.8176,41.2316,41.4291,200225.0
2023-08-25,41.7518,41.7518,41.0077,41.4489,124905.0
2023-08-26,41.7518,41.7518,41.0077,41.4489,124905.0
2023-08-27,41.7518,41.7518,41.0077,41.4489,124905.0
2023-08-28,41.653,42.0744,41.653,41.7386,164130.0
2023-08-29,41.5016,41.7583,40.5139,40.7312,244417.0
2023-08-30,40.5534,41.0867,40.3559,41.0571,227788.0
2023-08-31,41.0472,41.5016,40.8991,40.8991,174777.0
2023-09-01,41.0374,41.7287,41.0374,41.5411,161649.0
2023-09-02,41.0374,41.7287,41.0374,41.5411,161649.0
2023-09-03,41.0374,41.7287,41.0374,41.5411,161649.0
2023-09-04,41.0374,41.7287,41.0374,41.5411,161649.0
2023-09-05,41.4028,41.4028,39.7731,39.9213,235553.0
2023-09-06,40.0006,40.5462,39.4254,39.594,157711.0
2023-09-07,39.5841,39.6932,38.5327,39.1774,176437.0
2023-09-08,39.3163,39.47,38.989,39.1675,120656.0
2023-09-09,39.3163,39.47,38.989,39.1675,120656.0
2023-09-10,39.3163,39.47,38.989,39.1675,120656.0
2023-09-11,39.2865,39.6237,38.9989,39.2171,119781.0
2023-09-12,39.0882,39.5543,39.0882,39.2171,119148.0
2023-09-13,39.0286,39.3758,38.8799,39.1378,193957.0
2023-09-14,39.4254,40.2387,39.4254,40.199,209775.0
2023-09-15,40.1693,40.3875,39.5742,39.6733,479167.0
2023-09-16,40.1693,40.3875,39.5742,39.6733,479167.0
2023-09-17,40.1693,40.3875,39.5742,39.6733,479167.0
2023-09-18,39.713,40.1296,39.6039,39.9312,185194.0
2023-09-19,39.9808,40.447,39.9808,40.0205,199680.0
2023-09-20,39.9907,40.447,39.8221,40.0205,215685.0
2023-09-21,39.842,40.1197,39.6039,39.7329,196668.0
2023-09-22,39.7527,40.1296,39.7527,40.0701,248629.0
2023-09-23,39.7527,40.1296,39.7527,40.0701,248629.0
2023-09-24,39.7527,40.1296,39.7527,40.0701,248629.0
2023-09-25,39.7924,41.0222,39.7924,40.5957,240880.0
2023-09-26,40.4371,40.8239,40.1891,40.3676,322497.0
2023-09-27,40.4866,41.4091,40.2982,41.2999,434684.0
2023-09-28,41.2504,42.2124,41.052,41.8058,194395.0
2023-09-29,41.9149,41.9149,40.3577,40.4966,314603.0
2023-09-30,41.9149,41.9149,40.3577,40.4966,314603.0
2023-10-01,41.9149,41.9149,40.3577,40.4966,314603.0
2023-10-02,40.3974,40.5858,39.9709,40.2982,238893.0
2023-10-03,40.1197,40.5908,39.594,39.8519,290374.0
2023-10-04,39.9511,40.6553,39.7725,40.1097,240153.0
2023-10-05,40.1197,40.4767,39.5146,39.5345,338946.0
2023-10-06,39.475,40.5462,38.87,39.5543,374495.0
2023-10-07,39.475,40.5462,38.87,39.5543,374495.0
2023-10-08,39.475,40.5462,38.87,39.5543,374495.0
2023-10-09,39.3857,40.447,39.2667,40.2784,150152.0
2023-10-10,40.5759,40.8536,40.2585,40.2585,272782.0
2023-10-11,40.4866,41.0024,40.4866,40.8338,183274.0
2023-10-12,41.0222,41.0222,40.1544,40.3379,195773.0
2023-10-13,40.3379,40.5164,39.4948,39.5047,163833.0
2023-10-14,40.3379,40.5164,39.4948,39.5047,163833.0
2023-10-15,40.3379,40.5164,39.4948,39.5047,163833.0
2023-10-16,39.9808,40.4817,39.4353,39.9511,244947.0
2023-10-17,39.7725,41.0718,39.7725,40.7544,246348.0
2023-10-18,40.6652,40.7172,39.9312,40.2288,254664.0
2023-10-19,40.0899,40.2684,39.1179,39.1576,222627.0
2023-10-20,39.3064,39.6535,38.6617,38.7013,285218.0
2023-10-21,39.3064,39.6535,38.6617,38.7013,285218.0
2023-10-22,39.3064,39.6535,38.6617,38.7013,285218.0
2023-10-23,38.7906,39.058,38.2451,38.3244,231903.0
2023-10-24,38.6716,38.8551,37.7988,38.2253,210543.0
2023-10-25,36.3606,37.65,34.3968,34.7043,489753.0
2023-10-26,34.8828,35.3787,34.4464,34.6249,405618.0
2023-10-27,34.5456,35.5473,34.4861,35.0415,324044.0
2023-10-28,34.5456,35.5473,34.4861,35.0415,324044.0
2023-10-29,34.5456,35.5473,34.4861,35.0415,324044.0
2023-10-30,35.4977,36.0631,35.0068,35.2002,279053.0
2023-10-31,35.1109,35.468,34.8134,35.2894,430731.0
2023-11-01,35.1109,36.6086,34.6943,36.3805,496427.0
2023-11-02,36.7772,37.1243,36.1027,36.7177,372466.0
2023-11-03,37.3227,37.9723,37.0499,37.769,291577.0
2023-11-04,37.3227,37.9723,37.0499,37.769,291577.0
2023-11-05,37.3227,37.9723,37.0499,37.769,291577.0
2023-11-06,37.5707,38.0368,37.3822,37.9674,301258.0
2023-11-07,37.7789,37.7789,36.9855,37.1243,275128.0
2023-11-08,37.1144,37.204,36.6959,37.0745,231088.0
2023-11-09,37.3635,37.6325,36.9948,37.0147,209906.0
2023-11-10,37.4133,38.0808,37.3336,37.8218,214115.0
2023-11-11,37.4133,38.0808,37.3336,37.8218,214115.0
2023-11-12,37.4133,38.0808,37.3336,37.8218,214115.0
2023-11-13,37.5428,38.0808,37.5428,37.7321,241986.0
2023-11-14,38.7982,39.4459,38.7883,39.4359,275373.0
2023-11-15,39.406,40.1184,39.0573,39.3861,300890.0
2023-11-16,39.1868,39.3064,38.1406,38.2104,197218.0
2023-11-17,38.5989,38.7584,38.1008,38.3997,227750.0
2023-11-18,38.5989,38.7584,38.1008,38.3997,227750.0
2023-11-19,38.5989,38.7584,38.1008,38.3997,227750.0
2023-11-20,38.2701,39.0971,38.051,38.9776,313456.0
2023-11-21,38.7883,38.7883,37.9613,38.1406,155440.0
2023-11-22,38.32,38.7085,38.041,38.5192,150853.0
2023-11-23,38.32,38.7085,38.041,38.5192,150853.0
2023-11-24,38.5192,39.0373,38.5192,38.6587,56812.0
2023-11-25,38.5192,39.0373,38.5192,38.6587,56812.0
2023-11-26,38.5192,39.0373,38.5192,38.6587,56812.0
2023-11-27,38.6189,38.9178,38.2901,38.6388,296698.0
2023-11-28,38.5491,38.7683,38.305,38.3499,188753.0
2023-11-29,38.6388,39.4558,38.6388,39.3263,320671.0
2023-11-30,39.4757,39.8444,39.1071,39.5256,374713.0
2023-12-01,39.675,40.9105,39.4957,40.781,339594.0
2023-12-02,39.675,40.9105,39.4957,40.781,339594.0
2023-12-03,39.675,40.9105,39.4957,40.781,339594.0
2023-12-04,40.4322,41.1895,40.2031,41.0799,342214.0
2023-12-05,41.05,41.05,39.8843,40.1832,326918.0
2023-12-06,40.9603,41.6279,40.213,40.2928,332632.0
2023-12-07,40.5319,40.5319,39.9739,40.2629,315276.0
2023-12-08,40.0437,40.7511,40.0337,40.4522,316121.0
2023-12-09,40.0437,40.7511,40.0337,40.4522,316121.0
2023-12-10,40.0437,40.7511,40.0337,40.4522,316121.0
2023-12-11,40.5917,41.3489,40.4422,41.0898,314421.0
2023-12-12,41.05,41.1197,40.3725,40.7112,220644.0
2023-12-13,40.8607,41.8272,40.3027,41.7176,343494.0
2023-12-14,42.3951,43.8199,42.0165,43.242,474236.0
2023-12-15,43.4711,43.4711,42.6043,42.9431,700048.0
2023-12-16,43.4711,43.4711,42.6043,42.9431,700048.0
2023-12-17,43.4711,43.4711,42.6043,42.9431,700048.0
2023-12-18,43.3217,43.3715,42.3353,42.6442,351258.0
2023-12-19,43.0029,43.9793,42.7936,43.7701,384671.0
2023-12-20,46.8488,48.1241,46.0119,46.5698,1960038.0
2023-12-21,47.0281,47.3769,46.0816,46.6894,1035132.0
2023-12-22,47.0481,47.8053,46.9385,47.2374,888130.0
2023-12-23,47.0481,47.8053,46.9385,47.2374,888130.0
2023-12-24,47.0481,47.8053,46.9385,47.2374,888130.0
2023-12-25,47.0481,47.8053,46.9385,47.2374,888130.0
2023-12-26,47.1377,48.5426,46.8588,48.2836,755174.0
2023-12-27,48.3334,48.9611,47.9747,48.2636,570535.0
2023-12-28,48.2038,49.0707,47.8452,48.8913,694780.0
2023-12-29,48.6821,50.2364,48.6821,50.1169,13853042.0
2023-12-30,48.6821,50.2364,48.6821,50.1169,13853042.0
2023-12-31,48.6821,50.2364,48.6821,50.1169,13853042.0
2024-01-01,48.6821,50.2364,48.6821,50.1169,13853042.0
2024-01-02,49.8179,50.3161,48.443,48.712,1378489.0
2024-01-03,48.5028,48.5028,46.9086,46.9883,734309.0
2024-01-04,47.2473,47.616,46.1513,46.4901,548627.0
2024-01-05,46.0716,46.7492,45.8425,45.982,739986.0
2024-01-06,46.0716,46.7492,45.8425,45.982,739986.0
2024-01-07,46.0716,46.7492,45.8425,45.982,739986.0
2024-01-08,45.9521,46.5897,45.7777,46.3108,507631.0
2024-01-09,45.6731,45.9222,44.8461,44.9358,699055.0
2024-01-10,44.7963,44.988,44.2882,44.4276,630385.0
2024-01-11,44.1287,44.4077,43.5509,44.1487,519148.0
2024-01-12,44.7266,44.8162,43.3914,43.6804,378238.0
2024-01-13,44.7266,44.8162,43.3914,43.6804,378238.0
2024-01-14,44.7266,44.8162,43.3914,43.6804,378238.0
2024-01-15,44.7266,44.8162,43.3914,43.6804,378238.0
2024-01-16,43.2021,43.7601,42.9979,43.4711,414675.0
2024-01-17,42.9032,43.3317,42.6143,42.7637,346759.0
2024-01-18,43.2519,44.1088,42.9132,44.059,572734.0
2024-01-19,44.3081,44.3081,43.2719,43.9693,316360.0
2024-01-20,44.3081,44.3081,43.2719,43.9693,316360.0
2024-01-21,44.3081,44.3081,43.2719,43.9693,316360.0
2024-01-22,44.4675,45.3343,44.2782,45.145,419782.0
2024-01-23,45.5236,45.7329,45.0653,45.1948,296095.0
2024-01-24,45.6332,45.6332,44.1387,44.597,316869.0
2024-01-25,45.0653,45.8923,44.8561,45.5834,345364.0
2024-01-26,45.962,46.1015,45.0942,45.5137,349420.0
2024-01-27,45.962,46.1015,45.0942,45.5137,349420.0
2024-01-28,45.962,46.1015,45.0942,45.5137,349420.0
2024-01-29,45.5137,46.2908,45.3044,46.241,223368.0
2024-01-30,45.8624,46.9385,45.8624,46.6097,241207.0
2024-01-31,46.6595,47.058,44.7365,44.7465,461826.0
2024-02-01,45.0055,46.1713,44.9657,46.0617,465357.0
2024-02-02,45.424,46.3257,45.0703,46.1414,372224.0
2024-02-03,45.424,46.3257,45.0703,46.1414,372224.0
2024-02-04,45.424,46.3257,45.0703,46.1414,372224.0
2024-02-05,45.5834,45.8325,45.0055,45.434,182443.0
2024-02-06,45.2048,46.251,45.2048,45.8524,205713.0
2024-02-07,45.8823,46.7392,45.7082,46.0816,269604.0
2024-02-08,45.8624,46.3905,45.5735,46.3805,256536.0
2024-02-09,46.6993,47.5961,46.2435,47.2673,301903.0
2024-02-10,46.6993,47.5961,46.2435,47.2673,301903.0
2024-02-11,46.6993,47.5961,46.2435,47.2673,301903.0
2024-02-12,46.8189,48.3134,46.8189,47.6359,397141.0
2024-02-13,46.3705,47.1676,45.6532,46.1115,362045.0
2024-02-14,45.8624,47.0481,43.8498,46.8986,809147.0
2024-02-15,47.2274,48.7419,46.9634,48.0245,830163.0
2024-02-16,47.8252,47.875,46.4104,46.5798,549564.0
2024-02-17,47.8252,47.875,46.4104,46.5798,549564.0
2024-02-18,47.8252,47.875,46.4104,46.5798,549564.0
2024-02-19,47.8252,47.875,46.4104,46.5798,549564.0
2024-02-20,45.7827,46.2709,44.328,44.5671,489376.0
2024-02-21,44.6668,45.4938,44.619,45.3742,311015.0
2024-02-22,45.4041,45.8425,45.2247,45.5535,270874.0
2024-02-23,45.4838,46.6296,45.311,46.52,236115.0
2024-02-24,45.4838,46.6296,45.311,46.52,236115.0
2024-02-25,45.4838,46.6296,45.311,46.52,236115.0
2024-02-26,46.29,47.18,46.13,47.04,270887.0
2024-02-27,47.46,48.02,47.09,47.72,301413.0
2024-02-28,47.28,48.33,47.02,47.85,321437.0
2024-02-29,48.41,49.06,48.205,48.7,330366.0
2024-03-01,48.69,48.9,48.1875,48.86,366827.0
2024-03-02,48.69,48.9,48.1875,48.86,366827.0
2024-03-03,48.69,48.9,48.1875,48.86,366827.0
2024-03-04,48.85,49.76,48.55,48.66,300889.0
2024-03-05,48.29,49.075,48.27,48.59,260865.0
2024-03-06,48.88,48.88,47.685,47.71,305455.0
2024-03-07,48.16,48.94,47.885,47.98,249013.0
2024-03-08,48.47,49.64,48.08,48.36,293418.0
2024-03-09,48.47,49.64,48.08,48.36,293418.0
2024-03-10,48.47,49.64,48.08,48.36,293418.0
2024-03-11,47.69,47.94,47.1,47.63,244863.0
2024-03-12,47.67,48.12,47.4,48.02,149354.0
2024-03-13,47.93,48.6877,47.86,48.35,301233.0
2024-03-14,48.24,48.47,47.87,48.32,342532.0
2024-03-15,47.83,49.31,47.83,49.24,1199938.0
2024-03-16,47.83,49.31,47.83,49.24,1199938.0
2024-03-17,47.83,49.31,47.83,49.24,1199938.0
2024-03-18,49.22,50.09,48.84,49.04,437801.0
2024-03-19,48.93,50.15,48.93,49.71,324365.0
2024-03-20,49.72,51.64,49.1457,51.03,398907.0
2024-03-21,51.13,52.29,51.09,52.17,313213.0
2024-03-22,52.21,52.25,51.65,51.76,258581.0
2024-03-23,52.21,52.25,51.65,51.76,258581.0
2024-03-24,52.21,52.25,51.65,51.76,258581.0
2024-03-25,51.91,52.41,51.6,51.72,219524.0
2024-03-26,51.93,52.615,51.74,52.08,308830.0
2024-03-27,52.51,53.07,52.17,52.99,258720.0
2024-03-28,52.98,53.72,52.865,53.52,276740.0
2024-03-29,52.98,53.72,52.865,53.52,276740.0
2024-03-30,52.98,53.72,52.865,53.52,276740.0
2024-03-31,52.98,53.72,52.865,53.52,276740.0
2024-04-01,53.78,53.78,52.14,52.98,335140.0
2024-04-02,52.61,52.7875,51.28,51.86,431333.0
2024-04-03,51.44,52.83,51.44,52.36,269347.0
2024-04-04,52.62,52.86,51.6057,51.94,186942.0
2024-04-05,52.03,52.48,51.65,52.1,321746.0
2024-04-06,52.03,52.48,51.65,52.1,321746.0
2024-04-07,52.03,52.48,51.65,52.1,321746.0
2024-04-08,52.49,52.73,52.195,52.52,175948.0
