,MAR US Equity,MAR US Equity,MAR US Equity,MAR US Equity,MAR US Equity
2021-03-01,148.2217,148.2217,145.2186,145.7093,2285993.0
2021-03-02,144.404,146.9949,143.1576,146.1803,2893200.0
2021-03-03,146.7299,147.5347,143.56,143.5894,2334317.0
2021-03-04,144.4923,144.8751,137.0042,142.0781,4121771.0
2021-03-05,143.929,144.6493,136.3859,144.1881,3040551.0
2021-03-06,143.929,144.6493,136.3859,144.1881,3040551.0
2021-03-07,143.929,144.6493,136.3859,144.1881,3040551.0
2021-03-08,146.7937,150.2041,143.5992,147.6426,3123708.0
2021-03-09,148.4229,148.5946,143.9329,144.2666,2955901.0
2021-03-10,144.6592,148.0058,144.0998,144.404,2262781.0
2021-03-11,144.404,147.8389,143.0497,146.0626,2247279.0
2021-03-12,146.5729,149.0853,145.3682,147.4071,1688083.0
2021-03-13,146.5729,149.0853,145.3682,147.4071,1688083.0
2021-03-14,146.5729,149.0853,145.3682,147.4071,1688083.0
2021-03-15,149.6545,151.1828,147.4562,150.7046,2565604.0
2021-03-16,150.7046,151.2836,146.7594,147.8291,1720086.0
2021-03-17,147.0636,153.2465,146.9851,153.0502,2756606.0
2021-03-18,151.6958,154.7088,149.2718,151.421,2840339.0
2021-03-19,149.7527,150.5868,146.2687,149.4484,5443993.0
2021-03-20,149.7527,150.5868,146.2687,149.4484,5443993.0
2021-03-21,149.7527,150.5868,146.2687,149.4484,5443993.0
2021-03-22,147.7506,149.419,146.6023,148.6829,2595709.0
2021-03-23,146.8968,146.9164,138.7707,139.7718,4233188.0
2021-03-24,141.5187,144.9045,140.5274,140.6158,2869497.0
2021-03-25,139.2025,144.2273,136.8196,143.8446,2134993.0
2021-03-26,144.6101,144.7966,140.1558,144.0899,2726675.0
2021-03-27,144.6101,144.7966,140.1558,144.0899,2726675.0
2021-03-28,144.6101,144.7966,140.1558,144.0899,2726675.0
2021-03-29,143.2852,144.0703,140.4882,141.9112,2577968.0
2021-03-30,142.0977,146.8968,141.8425,145.4737,2753473.0
2021-03-31,146.1902,147.5445,144.296,145.356,2352517.0
2021-04-01,145.513,146.5533,143.8446,145.513,2082479.0
2021-04-02,145.513,146.5533,143.8446,145.513,2082479.0
2021-04-03,145.513,146.5533,143.8446,145.513,2082479.0
2021-04-04,145.513,146.5533,143.8446,145.513,2082479.0
2021-04-05,147.7015,150.3808,147.4464,148.1235,2352501.0
2021-04-06,148.1824,149.9293,147.9272,148.8007,1754254.0
2021-04-07,149.419,149.576,145.3167,146.0429,1577138.0
2021-04-08,145.7387,147.1519,144.0605,146.6612,1522322.0
2021-04-09,145.513,146.2245,143.3539,145.7191,1602000.0
2021-04-10,145.513,146.2245,143.3539,145.7191,1602000.0
2021-04-11,145.513,146.2245,143.3539,145.7191,1602000.0
2021-04-12,145.7093,146.671,144.1685,146.5729,1305933.0
2021-04-13,145.356,146.3864,143.2754,146.0429,1865806.0
2021-04-14,146.3177,149.1147,145.935,146.8084,1676823.0
2021-04-15,147.0145,147.8179,145.6995,146.4061,1412698.0
2021-04-16,147.3286,148.5063,144.9536,145.8663,2718353.0
2021-04-17,147.3286,148.5063,144.9536,145.8663,2718353.0
2021-04-18,147.3286,148.5063,144.9536,145.8663,2718353.0
2021-04-19,145.248,146.1607,144.1194,145.1499,1209789.0
2021-04-20,143.7465,143.7465,137.4458,139.3301,2763302.0
2021-04-21,139.0659,142.6964,138.2506,142.0683,2527132.0
2021-04-22,141.9799,146.4944,140.6599,143.9133,2251472.0
2021-04-23,144.3059,145.9497,143.0889,145.6013,1240794.0
2021-04-24,144.3059,145.9497,143.0889,145.6013,1240794.0
2021-04-25,144.3059,145.9497,143.0889,145.6013,1240794.0
2021-04-26,146.7201,147.9371,145.0125,145.7191,1177244.0
2021-04-27,146.1902,147.5543,145.4345,146.9556,1570704.0
2021-04-28,146.7986,147.4562,145.8172,146.671,1230123.0
2021-04-29,148.4965,150.1452,145.9841,148.2217,1460727.0
2021-04-30,146.3276,147.2304,143.8198,145.7583,1759521.0
2021-05-01,146.3276,147.2304,143.8198,145.7583,1759521.0
2021-05-02,146.3276,147.2304,143.8198,145.7583,1759521.0
2021-05-03,146.5435,147.3678,145.5674,146.1215,1413483.0
2021-05-04,145.513,145.513,141.6462,144.8653,1794781.0
2021-05-05,145.0714,146.1509,141.499,141.8229,1854890.0
2021-05-06,141.8916,141.8916,137.966,139.9386,2180456.0
2021-05-07,140.341,144.1586,139.8503,143.9624,2969160.0
2021-05-08,140.341,144.1586,139.8503,143.9624,2969160.0
2021-05-09,140.341,144.1586,139.8503,143.9624,2969160.0
2021-05-10,142.1797,142.6914,137.9856,138.0445,4140799.0
2021-05-11,136.9846,139.3007,135.8069,139.075,3166657.0
2021-05-12,137.8678,138.6824,132.8332,133.4123,2761998.0
2021-05-13,134.0207,137.7795,134.0207,136.6803,2364088.0
2021-05-14,137.809,141.1261,136.4939,140.6256,2200314.0
2021-05-15,137.809,141.1261,136.4939,140.6256,2200314.0
2021-05-16,137.809,141.1261,136.4939,140.6256,2200314.0
2021-05-17,140.5961,140.5961,135.6695,137.2594,1741479.0
2021-05-18,138.2506,140.3312,137.1612,137.171,1518428.0
2021-05-19,135.2966,136.9061,133.8048,136.8374,1593277.0
2021-05-20,137.2005,137.3575,135.0316,136.3957,2098290.0
2021-05-21,137.1122,138.123,135.9934,136.4252,1846890.0
2021-05-22,137.1122,138.123,135.9934,136.4252,1846890.0
2021-05-23,137.1122,138.123,135.9934,136.4252,1846890.0
2021-05-24,137.4753,139.5657,136.5233,139.2516,1409639.0
2021-05-25,139.8012,141.5579,139.3399,140.1349,1665464.0
2021-05-26,141.3518,142.5688,140.2232,141.7836,1440385.0
2021-05-27,142.716,143.2852,140.8219,143.1282,1936522.0
2021-05-28,142.9221,143.0006,140.3509,140.9102,1712315.0
2021-05-29,142.9221,143.0006,140.3509,140.9102,1712315.0
2021-05-30,142.9221,143.0006,140.3509,140.9102,1712315.0
2021-05-31,142.9221,143.0006,140.3509,140.9102,1712315.0
2021-06-01,142.6964,144.1979,141.6266,142.4804,1688072.0
2021-06-02,143.2754,143.3343,139.6834,139.9779,2284627.0
2021-06-03,139.1044,139.2565,137.0631,137.7893,1921783.0
2021-06-04,138.9965,139.8503,138.0249,139.4185,1651346.0
2021-06-05,138.9965,139.8503,138.0249,139.4185,1651346.0
2021-06-06,138.9965,139.8503,138.0249,139.4185,1651346.0
2021-06-07,140.3802,140.5863,139.232,139.8306,2196321.0
2021-06-08,140.1447,143.6581,139.9288,143.0104,1900107.0
2021-06-09,143.6581,143.7759,140.7231,141.1457,1540993.0
2021-06-10,141.499,142.0584,139.9582,141.2929,1544913.0
2021-06-11,141.3224,141.9505,140.2723,140.8121,1444022.0
2021-06-12,141.3224,141.9505,140.2723,140.8121,1444022.0
2021-06-13,141.3224,141.9505,140.2723,140.8121,1444022.0
2021-06-14,141.0181,141.8425,140.2428,141.2242,1245504.0
2021-06-15,140.9494,141.7689,140.9004,141.4303,1232252.0
2021-06-16,141.2929,141.9014,139.3596,140.5471,1431391.0
2021-06-17,140.6256,142.1654,139.1044,139.1535,1579013.0
2021-06-18,137.6176,138.0101,135.8952,136.2485,3027210.0
2021-06-19,137.6176,138.0101,135.8952,136.2485,3027210.0
2021-06-20,137.6176,138.0101,135.8952,136.2485,3027210.0
2021-06-21,137.171,140.341,136.2485,140.2232,2328300.0
2021-06-22,139.3596,139.8405,138.0739,138.7707,1637561.0
2021-06-23,138.2211,139.0652,137.6716,138.4763,1346306.0
2021-06-24,139.4381,140.0466,137.3379,138.1721,1936513.0
2021-06-25,138.3978,138.6922,136.6705,137.5342,6295622.0
2021-06-26,138.3978,138.6922,136.6705,137.5342,6295622.0
2021-06-27,138.3978,138.6922,136.6705,137.5342,6295622.0
2021-06-28,136.7392,136.8668,132.0088,133.3436,2892139.0
2021-06-29,133.4711,134.2661,131.9205,132.4897,1936225.0
2021-06-30,132.4897,134.796,132.4112,133.9815,2222440.0
2021-07-01,134.6685,136.9944,134.3151,136.6509,3448546.0
2021-07-02,137.1552,139.1142,136.5037,138.6333,2073075.0
2021-07-03,137.1552,139.1142,136.5037,138.6333,2073075.0
2021-07-04,137.1552,139.1142,136.5037,138.6333,2073075.0
2021-07-05,137.1552,139.1142,136.5037,138.6333,2073075.0
2021-07-06,138.8492,139.2516,136.0719,137.5243,2464700.0
2021-07-07,136.9061,138.5548,134.1581,137.014,1753207.0
2021-07-08,134.325,136.5135,132.3818,135.0806,2304612.0
2021-07-09,135.6891,140.0564,135.4339,139.8306,2119903.0
2021-07-10,135.6891,140.0564,135.4339,139.8306,2119903.0
2021-07-11,135.6891,140.0564,135.4339,139.8306,2119903.0
2021-07-12,138.4076,140.076,137.7403,139.1338,2143187.0
2021-07-13,138.3291,139.0848,135.591,135.7676,1859083.0
2021-07-14,136.1798,138.0543,134.6586,137.0336,1845062.0
2021-07-15,136.8079,137.6127,135.5615,136.9355,1383820.0
2021-07-16,138.0445,138.5744,132.3818,132.5388,1984757.0
2021-07-17,138.0445,138.5744,132.3818,132.5388,1984757.0
2021-07-18,138.0445,138.5744,132.3818,132.5388,1984757.0
2021-07-19,128.4169,130.4288,124.8642,128.4169,4067597.0
2021-07-20,128.8389,133.3926,127.9115,132.5192,2227328.0
2021-07-21,132.9117,138.4469,132.9117,137.7501,2798368.0
2021-07-22,136.8668,137.3084,134.7273,135.9247,1755506.0
2021-07-23,136.1896,137.3869,135.64,136.592,1731637.0
2021-07-24,136.1896,137.3869,135.64,136.592,1731637.0
2021-07-25,136.1896,137.3869,135.64,136.592,1731637.0
2021-07-26,137.1318,139.9386,135.5812,139.8405,1781607.0
2021-07-27,138.6235,140.8219,137.9071,140.7826,1668727.0
2021-07-28,141.45,142.6031,138.5892,141.8818,1649296.0
2021-07-29,142.6865,147.0145,140.6747,145.1302,2612515.0
2021-07-30,143.6597,145.2087,141.9996,143.2656,2115977.0
2021-07-31,143.6597,145.2087,141.9996,143.2656,2115977.0
2021-08-01,143.6597,145.2087,141.9996,143.2656,2115977.0
2021-08-02,144.3255,145.9055,141.4696,142.1762,2409833.0
2021-08-03,142.9417,143.0126,136.7441,139.9779,2849270.0
2021-08-04,138.3782,138.3782,134.2661,135.4045,3217676.0
2021-08-05,136.4546,140.2821,135.8854,139.0848,2250464.0
2021-08-06,139.0161,139.5559,136.7588,138.9572,2099969.0
2021-08-07,139.0161,139.5559,136.7588,138.9572,2099969.0
2021-08-08,139.0161,139.5559,136.7588,138.9572,2099969.0
2021-08-09,138.3978,138.5156,133.216,134.5605,3075059.0
2021-08-10,134.4028,136.5773,133.8343,135.4241,1939020.0
2021-08-11,134.8255,136.3074,133.6183,135.5517,1131637.0
2021-08-12,134.9923,135.4634,131.7439,132.264,2238844.0
2021-08-13,132.5977,132.9314,131.106,131.8813,1728136.0
2021-08-14,132.5977,132.9314,131.106,131.8813,1728136.0
2021-08-15,132.5977,132.9314,131.106,131.8813,1728136.0
2021-08-16,130.9784,131.8027,128.9076,130.6545,1626564.0
2021-08-17,128.7408,129.045,126.6209,127.936,2292146.0
2021-08-18,127.8281,130.0068,126.9742,127.5827,1915403.0
2021-08-19,126.5915,127.9555,125.2077,127.8379,2393707.0
2021-08-20,127.1421,129.0843,126.6209,128.7113,1761820.0
2021-08-21,127.1421,129.0843,126.6209,128.7113,1761820.0
2021-08-22,127.1421,129.0843,126.6209,128.7113,1761820.0
2021-08-23,129.8399,131.6752,129.8007,131.6555,1983043.0
2021-08-24,132.5816,135.1788,132.4701,134.3446,1966213.0
2021-08-25,134.7666,135.0198,132.6173,134.3544,1357498.0
2021-08-26,133.4711,133.8735,130.6938,131.1845,1523917.0
2021-08-27,131.1354,134.2159,131.1256,133.4908,1221014.0
2021-08-28,131.1354,134.2159,131.1256,133.4908,1221014.0
2021-08-29,131.1354,134.2159,131.1256,133.4908,1221014.0
2021-08-30,133.7557,133.9226,131.5476,132.5879,1477522.0
2021-08-31,131.9611,133.4319,130.9489,132.6271,1763197.0
2021-09-01,133.7656,133.9295,131.7144,132.3229,1738662.0
2021-09-02,132.7253,134.3348,131.4298,132.8823,1072575.0
2021-09-03,131.8911,132.7855,129.2118,130.5269,1354785.0
2021-09-04,131.8911,132.7855,129.2118,130.5269,1354785.0
2021-09-05,131.8911,132.7855,129.2118,130.5269,1354785.0
2021-09-06,131.8911,132.7855,129.2118,130.5269,1354785.0
2021-09-07,129.9577,131.9009,129.3885,131.5574,1255737.0
2021-09-08,131.9892,132.4505,129.2609,131.2924,2281306.0
2021-09-09,131.1256,134.9432,130.6839,133.5595,2072706.0
2021-09-10,134.1679,135.1592,131.9892,133.1178,1574455.0
2021-09-11,134.1679,135.1592,131.9892,133.1178,1574455.0
2021-09-12,134.1679,135.1592,131.9892,133.1178,1574455.0
2021-09-13,134.4133,137.966,133.4123,137.3771,1923643.0
2021-09-14,137.3673,140.0367,136.4154,139.6932,2159366.0
2021-09-15,138.9081,142.3921,137.4458,141.9897,3068248.0
2021-09-16,141.7147,143.295,141.1555,142.1075,1966801.0
2021-09-17,142.3234,142.9221,140.9887,141.2242,2650198.0
2021-09-18,142.3234,142.9221,140.9887,141.2242,2650198.0
2021-09-19,142.3234,142.9221,140.9887,141.2242,2650198.0
2021-09-20,139.865,140.4587,137.1612,140.1643,2375420.0
2021-09-21,141.028,141.8522,138.5941,139.3694,1707350.0
2021-09-22,140.1054,143.0791,139.7031,141.7149,1543099.0
2021-09-23,141.9996,147.3826,141.7149,147.1225,2914129.0
2021-09-24,146.4551,149.9097,146.2883,149.6741,1881598.0
2021-09-25,146.4551,149.9097,146.2883,149.6741,1881598.0
2021-09-26,146.4551,149.9097,146.2883,149.6741,1881598.0
2021-09-27,149.7919,152.8833,149.6938,151.4505,1891006.0
2021-09-28,150.2826,152.4123,149.3993,150.7341,2151853.0
2021-09-29,151.4309,151.5143,147.8782,149.0853,1535560.0
2021-09-30,149.3012,149.3012,144.8947,145.3363,2030902.0
2021-10-01,147.9469,154.3554,147.4758,153.0698,4710118.0
2021-10-02,147.9469,154.3554,147.4758,153.0698,4710118.0
2021-10-03,147.9469,154.3554,147.4758,153.0698,4710118.0
2021-10-04,152.9583,155.8097,151.4603,152.2552,1860717.0
2021-10-05,152.3632,153.6096,150.4985,152.5497,1744908.0
2021-10-06,150.6555,152.5693,148.997,152.4221,1667256.0
2021-10-07,154.1101,156.6912,153.1581,154.8167,1861994.0
2021-10-08,155.0522,155.7883,153.5173,154.169,1193933.0
2021-10-09,155.0522,155.7883,153.5173,154.169,1193933.0
2021-10-10,155.0522,155.7883,153.5173,154.169,1193933.0
2021-10-11,154.483,156.7991,153.6586,153.904,1677850.0
2021-10-12,153.6881,155.2878,153.0649,154.5223,1995785.0
2021-10-13,155.2878,155.5037,151.2935,151.7449,1973149.0
2021-10-14,152.9717,153.6292,151.2051,152.3338,1978432.0
2021-10-15,154.1886,158.4185,154.0807,157.0641,2801381.0
2021-10-16,154.1886,158.4185,154.0807,157.0641,2801381.0
2021-10-17,154.1886,158.4185,154.0807,157.0641,2801381.0
2021-10-18,156.0435,157.4567,155.278,156.2496,1541852.0
2021-10-19,155.0621,155.9453,151.6173,152.1375,2619787.0
2021-10-20,151.8725,152.3043,149.8116,150.42,2402898.0
2021-10-21,150.6948,152.8833,149.998,152.7558,1192894.0
2021-10-22,152.4221,153.06,151.2591,151.8725,996318.0
2021-10-23,152.4221,153.06,151.2591,151.8725,996318.0
2021-10-24,152.4221,153.06,151.2591,151.8725,996318.0
2021-10-25,152.3926,153.2661,150.5967,151.9117,1434282.0
2021-10-26,153.7372,154.6793,152.2847,153.1385,1804264.0
2021-10-27,152.1865,157.5745,151.3131,156.8286,2100301.0
2021-10-28,156.5931,159.2919,155.3172,156.9954,2317612.0
2021-10-29,156.0435,158.0553,154.5223,157.0445,2025350.0
2021-10-30,156.0435,158.0553,154.5223,157.0445,2025350.0
2021-10-31,156.0435,158.0553,154.5223,157.0445,2025350.0
2021-11-01,157.4174,159.1349,156.3281,158.8208,2178086.0
2021-11-02,157.9572,158.9092,155.3859,157.0838,2616123.0
2021-11-03,157.7707,163.7181,154.1494,161.4706,3158379.0
2021-11-04,162.931,162.931,159.6845,161.0388,1863766.0
2021-11-05,166.2501,168.4877,163.139,164.4934,2955557.0
2021-11-06,166.2501,168.4877,163.139,164.4934,2955557.0
2021-11-07,166.2501,168.4877,163.139,164.4934,2955557.0
2021-11-08,167.1628,167.6633,164.2186,165.2589,2476613.0
2021-11-09,164.9252,164.9252,159.3704,161.7062,1774555.0
2021-11-10,160.4402,161.4412,156.6252,157.9965,1555026.0
2021-11-11,157.6373,158.0063,153.7077,153.9531,1664922.0
2021-11-12,154.5714,155.9944,152.638,153.5703,1914131.0
2021-11-13,154.5714,155.9944,152.638,153.5703,1914131.0
2021-11-14,154.5714,155.9944,152.638,153.5703,1914131.0
2021-11-15,154.1199,154.8599,151.9952,152.7852,1378623.0
2021-11-16,152.2472,152.6871,149.9686,151.1266,2137677.0
2021-11-17,150.42,153.9923,149.4975,153.8059,1965643.0
2021-11-18,153.8549,154.8069,151.9608,152.8343,1126849.0
2021-11-19,151.1168,153.1876,147.466,152.0393,1879819.0
2021-11-20,151.1168,153.1876,147.466,152.0393,1879819.0
2021-11-21,151.1168,153.1876,147.466,152.0393,1879819.0
2021-11-22,153.2563,154.2279,149.9489,153.5016,2269155.0
2021-11-23,154.4536,155.5037,153.2366,154.5125,1926847.0
2021-11-24,153.217,155.1308,150.5427,154.6793,1533094.0
2021-11-25,153.217,155.1308,150.5427,154.6793,1533094.0
2021-11-26,143.9231,145.0125,137.9365,144.6984,4264532.0
2021-11-27,143.9231,145.0125,137.9365,144.6984,4264532.0
2021-11-28,143.9231,145.0125,137.9365,144.6984,4264532.0
2021-11-29,146.9164,151.6762,146.9164,147.9665,3155282.0
2021-11-30,145.7976,146.2294,142.9908,144.8162,3466028.0
2021-12-01,147.466,149.2423,139.4675,139.8503,3200818.0
2021-12-02,140.7041,149.7527,140.4686,148.31,3099022.0
2021-12-03,148.7516,149.3846,144.0719,147.1912,3104572.0
2021-12-04,148.7516,149.3846,144.0719,147.1912,3104572.0
2021-12-05,148.7516,149.3846,144.0719,147.1912,3104572.0
2021-12-06,149.3895,156.5187,149.3895,153.7862,2421826.0
2021-12-07,155.5429,159.1643,152.8048,153.6194,2416568.0
2021-12-08,154.5321,156.6029,152.9128,154.7088,1618506.0
2021-12-09,153.3544,155.5331,152.4711,154.2279,1103149.0
2021-12-10,155.2682,157.9572,153.1189,157.8198,1705555.0
2021-12-11,155.2682,157.9572,153.1189,157.8198,1705555.0
2021-12-12,155.2682,157.9572,153.1189,157.8198,1705555.0
2021-12-13,156.1122,156.7108,150.5672,150.8224,2362785.0
2021-12-14,149.9293,153.0404,149.7134,151.1463,1548775.0
2021-12-15,150.1452,151.0677,145.8859,148.3689,2227965.0
2021-12-16,148.3508,150.2679,147.2991,147.9567,2738361.0
2021-12-17,146.6023,149.0068,144.7671,147.3973,3599989.0
2021-12-18,146.6023,149.0068,144.7671,147.3973,3599989.0
2021-12-19,146.6023,149.0068,144.7671,147.3973,3599989.0
2021-12-20,144.2568,148.4278,143.0791,146.8968,2765697.0
2021-12-21,148.1137,155.749,148.1137,155.3761,2269270.0
2021-12-22,155.6116,160.1948,155.4154,159.5569,2000955.0
2021-12-23,161.1958,162.7023,159.5225,162.1184,1528875.0
2021-12-24,161.1958,162.7023,159.5225,162.1184,1528875.0
2021-12-25,161.1958,162.7023,159.5225,162.1184,1528875.0
2021-12-26,161.1958,162.7023,159.5225,162.1184,1528875.0
2021-12-27,161.4118,163.983,160.4107,163.6101,1139944.0
2021-12-28,162.825,164.5424,162.2067,163.6494,1297369.0
2021-12-29,163.2568,164.4603,162.4226,163.4531,905630.0
2021-12-30,163.4531,164.8565,161.6669,161.7945,840916.0
2021-12-31,161.7847,163.09,161.0192,162.1674,902689.0
2022-01-01,161.7847,163.09,161.0192,162.1674,902689.0
2022-01-02,161.7847,163.09,161.0192,162.1674,902689.0
2022-01-03,162.0006,163.3178,158.232,160.8622,1836948.0
2022-01-04,163.669,167.9724,162.717,164.8859,2131595.0
2022-01-05,165.1411,165.8575,161.2744,161.3136,1656732.0
2022-01-06,162.2263,163.3677,161.1762,162.1478,1421790.0
2022-01-07,162.9133,165.6122,161.6277,163.561,1508821.0
2022-01-08,162.9133,165.6122,161.6277,163.561,1508821.0
2022-01-09,162.9133,165.6122,161.6277,163.561,1508821.0
2022-01-10,164.1401,164.7583,157.1525,159.0368,2228632.0
2022-01-11,158.9582,162.5698,157.0936,162.1282,2141150.0
2022-01-12,163.2568,163.7671,159.6354,161.7945,1606565.0
2022-01-13,161.873,164.1891,161.0486,161.451,1619741.0
2022-01-14,160.8425,161.3639,156.7501,159.7728,1886383.0
2022-01-15,160.8425,161.3639,156.7501,159.7728,1886383.0
2022-01-16,160.8425,161.3639,156.7501,159.7728,1886383.0
2022-01-17,160.8425,161.3639,156.7501,159.7728,1886383.0
2022-01-18,157.1426,158.1142,154.748,156.544,2087795.0
2022-01-19,156.9562,157.0052,151.2444,151.3327,2396501.0
2022-01-20,152.6576,158.6789,152.481,153.7862,2160377.0
2022-01-21,153.7862,157.2212,151.6271,154.0708,4745703.0
2022-01-22,153.7862,157.2212,151.6271,154.0708,4745703.0
2022-01-23,153.7862,157.2212,151.6271,154.0708,4745703.0
2022-01-24,151.1364,153.59,148.1235,152.8441,3537843.0
2022-01-25,151.0874,155.3074,147.5543,154.1101,2197205.0
2022-01-26,155.1013,160.9505,153.7764,155.7785,2345804.0
2022-01-27,156.6617,157.8689,149.3012,150.8518,2184969.0
2022-01-28,151.1364,156.544,149.9097,156.4164,1930432.0
2022-01-29,151.1364,156.544,149.9097,156.4164,1930432.0
2022-01-30,151.1364,156.544,149.9097,156.4164,1930432.0
2022-01-31,155.592,158.286,154.3162,158.124,1972161.0
2022-02-01,158.124,160.6364,157.3487,159.9887,1755064.0
2022-02-02,160.3028,160.5972,157.1328,157.8787,3912465.0
2022-02-03,157.0249,161.4314,157.0249,158.9975,2920099.0
2022-02-04,158.0161,160.6659,155.965,159.7139,2204708.0
2022-02-05,158.0161,160.6659,155.965,159.7139,2204708.0
2022-02-06,158.0161,160.6659,155.965,159.7139,2204708.0
2022-02-07,160.088,164.1302,159.7237,162.9526,2003352.0
2022-02-08,163.9536,168.841,162.2263,168.3601,2553003.0
2022-02-09,169.3513,173.2377,168.8312,170.3033,2100280.0
2022-02-10,167.7124,173.1984,166.8438,171.4319,2122073.0
2022-02-11,171.903,173.9345,165.5435,166.7212,2819319.0
2022-02-12,171.903,173.9345,165.5435,166.7212,2819319.0
2022-02-13,171.903,173.9345,165.5435,166.7212,2819319.0
2022-02-14,167.3787,171.1571,166.2697,168.1442,2675152.0
2022-02-15,172.6324,177.9725,171.2945,177.8307,4264781.0
2022-02-16,174.9974,181.5502,174.6902,179.8524,3263847.0
2022-02-17,176.8199,178.3999,174.4056,174.857,3356259.0
2022-02-18,174.278,176.2015,171.4712,171.6674,2882441.0
2022-02-19,174.278,176.2015,171.4712,171.6674,2882441.0
2022-02-20,174.278,176.2015,171.4712,171.6674,2882441.0
2022-02-21,174.278,176.2015,171.4712,171.6674,2882441.0
2022-02-22,171.373,172.5507,166.6525,169.9009,2744041.0
2022-02-23,170.9019,171.3043,164.2568,164.8467,3494821.0
2022-02-24,160.028,166.3973,159.92,165.6122,4332662.0
2022-02-25,167.3591,171.3546,165.2981,171.1277,2805882.0
2022-02-26,167.3591,171.3546,165.2981,171.1277,2805882.0
2022-02-27,167.3591,171.3546,165.2981,171.1277,2805882.0
2022-02-28,167.2217,169.2826,164.4149,166.9763,2574380.0
2022-03-01,165.5631,166.8487,160.8327,161.8436,2886118.0
2022-03-02,164.4639,167.8301,163.8064,165.1018,2159787.0
2022-03-03,166.5838,168.3405,161.3921,162.3932,2444926.0
2022-03-04,159.9691,160.8818,153.8451,156.3183,2858565.0
2022-03-05,159.9691,160.8818,153.8451,156.3183,2858565.0
2022-03-06,159.9691,160.8818,153.8451,156.3183,2858565.0
2022-03-07,156.2594,156.2594,145.1793,145.3069,3769069.0
2022-03-08,146.1509,156.1514,143.3539,149.9489,4939350.0
2022-03-09,155.2583,159.5324,154.8069,156.5047,3509843.0
2022-03-10,153.639,161.1664,153.1483,159.5373,2573293.0
2022-03-11,161.294,162.452,158.3007,158.6344,2316271.0
2022-03-12,161.294,162.452,158.3007,158.6344,2316271.0
2022-03-13,161.294,162.452,158.3007,158.6344,2316271.0
2022-03-14,159.2527,161.0781,157.1328,158.7521,1917647.0
2022-03-15,160.8818,164.2186,160.607,163.3059,2297297.0
2022-03-16,165.0626,169.2924,163.9241,169.0863,2300310.0
2022-03-17,167.1628,168.0657,165.0037,168.0559,1582325.0
2022-03-18,167.0941,170.215,164.5326,168.0068,3542392.0
2022-03-19,167.0941,170.215,164.5326,168.0068,3542392.0
2022-03-20,167.0941,170.215,164.5326,168.0068,3542392.0
2022-03-21,166.7899,167.0592,164.7289,166.7899,1770436.0
2022-03-22,168.4779,169.6654,166.8193,167.3983,2004139.0
2022-03-23,166.2599,167.8007,164.091,164.5326,2709050.0
2022-03-24,165.8575,168.7919,164.089,168.7821,1795794.0
2022-03-25,168.8017,170.4603,167.575,168.3307,1428091.0
2022-03-26,168.8017,170.4603,167.575,168.3307,1428091.0
2022-03-27,168.8017,170.4603,167.575,168.3307,1428091.0
2022-03-28,168.8999,169.3611,165.9949,168.3699,1215627.0
2022-03-29,171.0001,175.6421,170.8627,175.0042,2201137.0
2022-03-30,174.2387,175.7893,172.1385,173.169,2285208.0
2022-03-31,173.8952,175.966,172.4526,172.482,2368859.0
2022-04-01,173.6302,175.0631,169.4004,170.4505,1900406.0
2022-04-02,173.6302,175.0631,169.4004,170.4505,1900406.0
2022-04-03,173.6302,175.0631,169.4004,170.4505,1900406.0
2022-04-04,170.1463,171.7852,168.4288,171.4025,1394902.0
2022-04-05,171.1669,173.326,168.8017,170.7645,1545257.0
2022-04-06,168.5662,168.5662,162.5404,163.0801,2180145.0
2022-04-07,162.5011,163.5218,159.341,161.5982,2608678.0
2022-04-08,160.5677,162.2361,159.3802,160.8131,1522384.0
2022-04-09,160.5677,162.2361,159.3802,160.8131,1522384.0
2022-04-10,160.5677,162.2361,159.3802,160.8131,1522384.0
2022-04-11,158.9484,162.4815,158.654,159.4293,1402520.0
2022-04-12,161.5688,162.874,159.2625,160.2046,1549813.0
2022-04-13,161.1075,172.9727,160.9603,172.2759,3343813.0
2022-04-14,172.9236,178.1447,172.9236,177.1535,3631673.0
2022-04-15,172.9236,178.1447,172.9236,177.1535,3631673.0
2022-04-16,172.9236,178.1447,172.9236,177.1535,3631673.0
2022-04-17,172.9236,178.1447,172.9236,177.1535,3631673.0
2022-04-18,175.8973,181.5109,175.8973,179.7444,2961141.0
2022-04-19,178.8906,186.0254,178.6649,185.2697,2775237.0
2022-04-20,185.4856,190.1866,185.2697,186.7615,3500765.0
2022-04-21,189.9412,192.2573,180.2842,180.7454,2905571.0
2022-04-22,180.3431,180.7454,175.6127,176.1525,1872901.0
2022-04-23,180.3431,180.7454,175.6127,176.1525,1872901.0
2022-04-24,180.3431,180.7454,175.6127,176.1525,1872901.0
2022-04-25,175.544,179.293,173.7186,179.0869,2368338.0
2022-04-26,177.6344,179.7738,173.5272,173.9541,2085142.0
2022-04-27,174.6215,178.449,172.639,176.8493,1808884.0
2022-04-28,178.341,182.7082,176.7217,181.1282,2337835.0
2022-04-29,179.5678,181.6876,173.6695,174.2191,2605463.0
2022-04-30,179.5678,181.6876,173.6695,174.2191,2605463.0
2022-05-01,179.5678,181.6876,173.6695,174.2191,2605463.0
2022-05-02,175.6225,176.967,170.058,174.8276,2589988.0
