,PEP US Equity,PEP US Equity,PEP US Equity,PEP US Equity,PEP US Equity
2021-04-23,133.9,134.664,133.486,134.194,4354823.0
2021-04-24,133.9,134.664,133.486,134.194,4354823.0
2021-04-25,133.9,134.664,133.486,134.194,4354823.0
2021-04-26,133.937,134.139,131.572,131.921,5817715.0
2021-04-27,131.24,131.756,130.785,131.489,4693738.0
2021-04-28,132.041,132.225,130.417,130.514,4962725.0
2021-04-29,130.762,132.906,130.642,132.455,4699889.0
2021-04-30,131.885,132.731,131.13,132.658,5051395.0
2021-05-01,131.885,132.731,131.13,132.658,5051395.0
2021-05-02,131.885,132.731,131.13,132.658,5051395.0
2021-05-03,133.456,135.069,132.602,134.158,6109788.0
2021-05-04,134.332,135.059,132.041,132.474,6603849.0
2021-05-05,132.248,133.035,132.05,132.409,5305240.0
2021-05-06,132.943,134.314,132.52,133.941,4472242.0
2021-05-07,133.642,134.351,133.035,133.946,4181026.0
2021-05-08,133.642,134.351,133.035,133.946,4181026.0
2021-05-09,133.642,134.351,133.035,133.946,4181026.0
2021-05-10,134.802,136.182,134.452,135.013,5270594.0
2021-05-11,135.427,135.86,133.449,134.029,5266131.0
2021-05-12,133.318,134.112,132.372,132.722,5652038.0
2021-05-13,132.731,135.381,132.124,134.691,4849478.0
2021-05-14,135.455,136.099,134.733,134.894,4224694.0
2021-05-15,135.455,136.099,134.733,134.894,4224694.0
2021-05-16,135.455,136.099,134.733,134.894,4224694.0
2021-05-17,135.271,135.639,134.084,134.507,3747348.0
2021-05-18,134.94,135.225,133.725,133.9,4527258.0
2021-05-19,133.099,134.01,132.584,133.826,4432736.0
2021-05-20,133.661,135.943,133.532,135.483,3964589.0
2021-05-21,136.075,136.476,134.829,135.363,5194240.0
2021-05-22,136.075,136.476,134.829,135.363,5194240.0
2021-05-23,136.075,136.476,134.829,135.363,5194240.0
2021-05-24,135.86,136.513,135.28,136.053,3627758.0
2021-05-25,136.053,136.532,135.28,136.467,4649319.0
2021-05-26,136.108,136.808,135.897,136.467,4462626.0
2021-05-27,136.707,136.9,134.756,134.82,9203638.0
2021-05-28,135.648,136.651,135.487,136.136,4913671.0
2021-05-29,135.648,136.651,135.487,136.136,4913671.0
2021-05-30,135.648,136.651,135.487,136.136,4913671.0
2021-05-31,135.648,136.651,135.487,136.136,4913671.0
2021-06-01,136.909,136.973,135.354,135.851,5530380.0
2021-06-02,136.375,136.679,135.483,136.394,4546892.0
2021-06-03,135.99,136.964,135.481,136.88,4651603.0
2021-06-04,137.186,137.733,136.695,137.038,4427418.0
2021-06-05,137.186,137.733,136.695,137.038,4427418.0
2021-06-06,137.186,137.733,136.695,137.038,4427418.0
2021-06-07,136.964,137.418,135.99,136.955,4724137.0
2021-06-08,136.908,137.066,135.254,135.675,5997199.0
2021-06-09,136.491,136.806,135.351,135.425,4007976.0
2021-06-10,135.62,137.2,135.453,136.815,4698243.0
2021-06-11,137.233,137.297,136.065,136.899,4364644.0
2021-06-12,137.233,137.297,136.065,136.899,4364644.0
2021-06-13,137.233,137.297,136.065,136.899,4364644.0
2021-06-14,136.695,137.77,136.065,137.715,3831939.0
2021-06-15,138.02,138.271,137.256,137.724,4256583.0
2021-06-16,137.983,138.363,136.028,136.352,5492088.0
2021-06-17,136.491,138.113,136.176,137.668,5316467.0
2021-06-18,137.168,137.168,134.619,134.795,10661672.0
2021-06-19,137.168,137.168,134.619,134.795,10661672.0
2021-06-20,137.168,137.168,134.619,134.795,10661672.0
2021-06-21,135.103,136.018,134.823,135.851,4904511.0
2021-06-22,136.009,136.726,135.597,136.055,3517987.0
2021-06-23,135.388,135.448,134.248,134.266,3901698.0
2021-06-24,134.276,135.277,134.044,135.026,3818927.0
2021-06-25,135.11,136.065,134.627,135.712,6387907.0
2021-06-26,135.11,136.065,134.627,135.712,6387907.0
2021-06-27,135.11,136.065,134.627,135.712,6387907.0
2021-06-28,136.037,136.806,135.907,136.296,4282905.0
2021-06-29,136.672,136.908,135.703,136.204,3197991.0
2021-06-30,136.658,137.474,136.445,137.344,4943688.0
2021-07-01,137.26,138.187,137.126,137.372,3997616.0
2021-07-02,138.02,138.836,137.705,138.03,3835526.0
2021-07-03,138.02,138.836,137.705,138.03,3835526.0
2021-07-04,138.02,138.836,137.705,138.03,3835526.0
2021-07-05,138.02,138.836,137.705,138.03,3835526.0
2021-07-06,138.178,138.498,136.973,138.234,4313848.0
2021-07-07,138.382,139.684,138.113,138.845,4224975.0
2021-07-08,138.502,139.661,138.289,138.91,4215959.0
2021-07-09,138.493,139.327,138.271,138.558,4088587.0
2021-07-10,138.493,139.327,138.271,138.558,4088587.0
2021-07-11,138.493,139.327,138.271,138.558,4088587.0
2021-07-12,138.567,138.85,137.909,138.586,4873671.0
2021-07-13,140.106,142.666,139.735,141.784,8750828.0
2021-07-14,141.719,143.805,141.636,143.248,6390323.0
2021-07-15,142.813,144.008,142.062,143.907,4920713.0
2021-07-16,144.305,145.376,143.777,144.435,5852919.0
2021-07-17,144.305,145.376,143.777,144.435,5852919.0
2021-07-18,144.305,145.376,143.777,144.435,5852919.0
2021-07-19,144.592,146.029,143.452,144.416,5750370.0
2021-07-20,144.787,145.835,144.194,144.435,5213868.0
2021-07-21,143.953,144.713,143.281,143.897,4906123.0
2021-07-22,143.851,144.379,142.722,143.851,3333589.0
2021-07-23,144.194,146.261,143.897,145.695,3588671.0
2021-07-24,144.194,146.261,143.897,145.695,3588671.0
2021-07-25,144.194,146.261,143.897,145.695,3588671.0
2021-07-26,145.334,145.964,144.63,145.594,2999895.0
2021-07-27,145.816,147.067,145.556,146.4,4043897.0
2021-07-28,146.085,146.418,144.517,145.056,3556918.0
2021-07-29,145.742,145.927,144.787,145.353,3055728.0
2021-07-30,145.872,146.085,145.176,145.482,3757332.0
2021-07-31,145.872,146.085,145.176,145.482,3757332.0
2021-08-01,145.872,146.085,145.176,145.482,3757332.0
2021-08-02,145.529,145.631,144.148,144.898,3426099.0
2021-08-03,145.529,145.668,144.889,145.223,3359870.0
2021-08-04,144.778,145.213,142.627,142.794,4846333.0
2021-08-05,143.656,143.851,142.627,143.035,3733574.0
2021-08-06,142.535,143.452,142.414,143.054,3430902.0
2021-08-07,142.535,143.452,142.414,143.054,3430902.0
2021-08-08,142.535,143.452,142.414,143.054,3430902.0
2021-08-09,143.341,143.48,142.479,143.072,2636653.0
2021-08-10,143.035,143.962,142.572,143.146,2670440.0
2021-08-11,143.406,144.62,143.183,143.712,3058025.0
2021-08-12,143.888,143.953,143.304,143.74,1958683.0
2021-08-13,143.767,145.223,143.582,145.084,2113883.0
2021-08-14,143.767,145.223,143.582,145.084,2113883.0
2021-08-15,143.767,145.223,143.582,145.084,2113883.0
2021-08-16,145.464,146.567,145.278,146.502,3224020.0
2021-08-17,146.371,146.873,145.751,146.363,3736382.0
2021-08-18,146.159,146.641,144.787,144.861,3419286.0
2021-08-19,144.435,147.772,144.398,147.299,4745624.0
2021-08-20,147.318,147.966,146.687,146.78,3484313.0
2021-08-21,147.318,147.966,146.687,146.78,3484313.0
2021-08-22,147.318,147.966,146.687,146.78,3484313.0
2021-08-23,146.298,146.938,145.829,146.317,3102117.0
2021-08-24,146.224,146.224,144.305,144.5,3760779.0
2021-08-25,144.008,144.296,142.896,143.86,3346864.0
2021-08-26,144.148,144.296,142.831,143.332,3220727.0
2021-08-27,143.526,144.055,142.942,143.619,4166498.0
2021-08-28,143.526,144.055,142.942,143.619,4166498.0
2021-08-29,143.526,144.055,142.942,143.619,4166498.0
2021-08-30,143.842,144.759,143.684,144.602,2540619.0
2021-08-31,144.685,145.037,143.99,144.963,5291405.0
2021-09-01,145.38,146.632,145.074,146.372,4231369.0
2021-09-02,146.33,146.797,145.472,146.48,2862535.0
2021-09-03,145.78,146.918,145.5,146.61,2035082.0
2021-09-04,145.78,146.918,145.5,146.61,2035082.0
2021-09-05,145.78,146.918,145.5,146.61,2035082.0
2021-09-06,145.78,146.918,145.5,146.61,2035082.0
2021-09-07,146.041,146.302,143.428,144.221,4610142.0
2021-09-08,144.342,146.293,144.006,146.265,3199076.0
2021-09-09,146.414,146.498,145.033,145.341,3560737.0
2021-09-10,145.574,145.826,144.669,145.089,3851531.0
2021-09-11,145.574,145.826,144.669,145.089,3851531.0
2021-09-12,145.574,145.826,144.669,145.089,3851531.0
2021-09-13,145.537,146.9,145.024,145.369,3367464.0
2021-09-14,145.948,146.218,144.492,144.8,2808919.0
2021-09-15,144.865,145.948,144.454,145.612,3702573.0
2021-09-16,145.024,145.705,143.544,145.182,4589993.0
2021-09-17,144.874,145.126,143.568,143.848,8127397.0
2021-09-18,144.874,145.126,143.568,143.848,8127397.0
2021-09-19,144.874,145.126,143.568,143.848,8127397.0
2021-09-20,143.633,144.613,142.252,143.362,5484616.0
2021-09-21,144.296,145.705,142.765,143.297,4479924.0
2021-09-22,144.305,144.744,143.213,143.736,3001270.0
2021-09-23,143.437,144.594,143.297,143.848,2712534.0
2021-09-24,143.493,144.305,143.306,143.913,2366160.0
2021-09-25,143.493,144.305,143.306,143.913,2366160.0
2021-09-26,143.493,144.305,143.306,143.913,2366160.0
2021-09-27,143.54,143.866,142.224,142.532,4482063.0
2021-09-28,142.205,142.326,140.087,140.973,5911130.0
2021-09-29,141.244,142.952,140.637,142.14,3326568.0
2021-09-30,142.998,143.194,140.338,140.376,4950798.0
2021-10-01,141.253,141.496,139.545,140.88,4274300.0
2021-10-02,141.253,141.496,139.545,140.88,4274300.0
2021-10-03,141.253,141.496,139.545,140.88,4274300.0
2021-10-04,140.814,142.793,139.508,140.18,5404863.0
2021-10-05,141.26,142.224,140.059,141.01,6103136.0
2021-10-06,140.777,144.809,139.956,144.622,5499234.0
2021-10-07,145.145,147.226,145.145,145.957,4605134.0
2021-10-08,146.125,146.256,145.117,145.621,4186222.0
2021-10-09,146.125,146.256,145.117,145.621,4186222.0
2021-10-10,146.125,146.256,145.117,145.621,4186222.0
2021-10-11,145.957,146.741,145.276,145.817,2738194.0
2021-10-12,145.798,147.319,145.789,146.461,3195707.0
2021-10-13,146.956,147.506,145.612,147.45,3601013.0
2021-10-14,148.038,148.85,148.029,148.635,3677272.0
2021-10-15,149.009,149.009,147.002,148.215,4312982.0
2021-10-16,149.009,149.009,147.002,148.215,4312982.0
2021-10-17,149.009,149.009,147.002,148.215,4312982.0
2021-10-18,147.648,148.113,146.34,147.543,3274249.0
2021-10-19,148.057,149.475,147.03,149.419,3125832.0
2021-10-20,149.867,151.081,149.027,150.549,3716590.0
2021-10-21,150.623,150.661,148.374,148.561,4164717.0
2021-10-22,148.934,149.765,148.831,149.298,3240314.0
2021-10-23,148.934,149.765,148.831,149.298,3240314.0
2021-10-24,148.934,149.765,148.831,149.298,3240314.0
2021-10-25,149.279,149.279,148.197,148.598,3281194.0
2021-10-26,148.551,150.633,148.486,150.418,3684748.0
2021-10-27,150.959,151.043,148.915,149.895,3751840.0
2021-10-28,150.119,150.941,149.76,150.838,3589576.0
2021-10-29,150.287,151.435,150.171,150.819,4558172.0
2021-10-30,150.287,151.435,150.171,150.819,4558172.0
2021-10-31,150.287,151.435,150.171,150.819,4558172.0
2021-11-01,150.446,150.726,149.494,150.502,3017085.0
2021-11-02,150.773,151.949,150.203,151.883,3464557.0
2021-11-03,151.333,153.423,151.333,153.339,3595043.0
2021-11-04,153.265,153.582,152.453,153.349,3310257.0
2021-11-05,154.506,155.327,153.545,154.926,3754297.0
2021-11-06,154.506,155.327,153.545,154.926,3754297.0
2021-11-07,154.506,155.327,153.545,154.926,3754297.0
2021-11-08,154.748,155.019,150.404,151.594,5766611.0
2021-11-09,151.482,152.929,151.193,152.602,3778818.0
2021-11-10,153.75,153.992,152.149,153.097,2683478.0
2021-11-11,153.031,153.041,151.706,151.837,2453158.0
2021-11-12,152.135,152.994,151.267,151.799,3540986.0
2021-11-13,152.135,152.994,151.267,151.799,3540986.0
2021-11-14,152.135,152.994,151.267,151.799,3540986.0
2021-11-15,151.669,152.947,151.65,152.873,3357116.0
2021-11-16,153.311,153.983,152.341,152.415,2899366.0
2021-11-17,151.771,152.752,151.267,152.471,3332233.0
2021-11-18,151.949,152.611,150.959,152.518,3498885.0
2021-11-19,153.526,154.018,152.537,152.882,5247738.0
2021-11-20,153.526,154.018,152.537,152.882,5247738.0
2021-11-21,153.526,154.018,152.537,152.882,5247738.0
2021-11-22,152.315,155.672,152.294,153.199,4157558.0
2021-11-23,152.649,154.664,152.413,154.226,3878130.0
2021-11-24,154.075,154.459,151.734,152.817,3309539.0
2021-11-25,154.075,154.459,151.734,152.817,3309539.0
2021-11-26,151.855,152.742,150.157,150.39,3402882.0
2021-11-27,151.855,152.742,150.157,150.39,3402882.0
2021-11-28,151.855,152.742,150.157,150.39,3402882.0
2021-11-29,151.818,153.601,150.39,153.19,5305787.0
2021-11-30,152.901,153.059,147.823,149.121,7610010.0
2021-12-01,151.631,152.359,149.373,149.475,5385896.0
2021-12-02,150.46,151.923,150.175,150.918,4619832.0
2021-12-03,151.716,154.92,151.594,154.761,6465861.0
2021-12-04,151.716,154.92,151.594,154.761,6465861.0
2021-12-05,151.716,154.92,151.594,154.761,6465861.0
2021-12-06,156.02,157.185,155.775,156.367,5403075.0
2021-12-07,156.367,156.875,155.653,156.189,5460142.0
2021-12-08,156.104,156.621,154.122,156.461,3891904.0
2021-12-09,155.898,156.8,154.892,156.264,3644496.0
2021-12-10,157.42,158.904,156.818,158.763,5025801.0
2021-12-11,157.42,158.904,156.818,158.763,5025801.0
2021-12-12,157.42,158.904,156.818,158.763,5025801.0
2021-12-13,158.726,160.91,157.899,159.553,5411817.0
2021-12-14,159.12,160.097,158.134,159.158,4984951.0
2021-12-15,159.515,161.404,159.224,161.206,5507820.0
2021-12-16,161.206,163.076,160.689,161.441,6909923.0
2021-12-17,160.774,161.967,157.899,158.134,10181243.0
2021-12-18,160.774,161.967,157.899,158.134,10181243.0
2021-12-19,160.774,161.967,157.899,158.134,10181243.0
2021-12-20,157.061,159.261,156.677,159.186,5263606.0
2021-12-21,159.008,159.358,157.64,158.716,3401433.0
2021-12-22,158.754,159.722,158.106,159.703,4362937.0
2021-12-23,159.71,160.323,159.026,159.524,3241793.0
2021-12-24,159.71,160.323,159.026,159.524,3241793.0
2021-12-25,159.71,160.323,159.026,159.524,3241793.0
2021-12-26,159.71,160.323,159.026,159.524,3241793.0
2021-12-27,159.717,161.197,159.51,161.112,2868961.0
2021-12-28,161.103,162.353,160.859,161.948,2333095.0
2021-12-29,162.353,162.982,161.544,162.522,2299691.0
2021-12-30,163.057,163.132,161.826,162.24,1988984.0
2021-12-31,162.042,163.504,161.714,163.217,2914941.0
2022-01-01,162.042,163.504,161.714,163.217,2914941.0
2022-01-02,162.042,163.504,161.714,163.217,2914941.0
2022-01-03,161.798,162.728,160.262,162.531,5489586.0
2022-01-04,162.23,163.912,161.798,162.766,4717843.0
2022-01-05,162.883,164.767,162.766,163.32,6564551.0
2022-01-06,163.405,164.993,162.764,163.358,4288788.0
2022-01-07,163.574,164.138,162.183,163.565,4916044.0
2022-01-08,163.574,164.138,162.183,163.565,4916044.0
2022-01-09,163.574,164.138,162.183,163.565,4916044.0
2022-01-10,163.899,165.218,163.132,163.649,5056068.0
2022-01-11,163.193,163.706,161.253,163.574,6452499.0
2022-01-12,163.395,163.799,162.503,163.395,5267988.0
2022-01-13,163.217,164.134,162.775,163.659,4310283.0
2022-01-14,164.025,165.312,162.926,165.03,4474579.0
2022-01-15,164.025,165.312,162.926,165.03,4474579.0
2022-01-16,164.025,165.312,162.926,165.03,4474579.0
2022-01-17,164.025,165.312,162.926,165.03,4474579.0
2022-01-18,163.132,164.204,162.691,163.452,5790386.0
2022-01-19,163.452,165.331,163.085,164.626,6424470.0
2022-01-20,164.814,166.195,163.339,163.433,6284161.0
2022-01-21,164.736,166.534,163.593,163.696,6753166.0
2022-01-22,164.736,166.534,163.593,163.696,6753166.0
2022-01-23,164.736,166.534,163.593,163.696,6753166.0
2022-01-24,164.889,165.838,158.754,162.86,9272361.0
2022-01-25,161.685,162.061,159.487,160.99,6536944.0
2022-01-26,159.13,161.432,156.395,159.289,6841794.0
2022-01-27,160.464,162.813,158.585,159.139,6545927.0
2022-01-28,158.331,162.296,157.11,162.24,5796013.0
2022-01-29,158.331,162.296,157.11,162.24,5796013.0
2022-01-30,158.331,162.296,157.11,162.24,5796013.0
2022-01-31,160.455,163.593,160.285,163.038,5908136.0
2022-02-01,162.691,162.954,159.318,161.93,5952749.0
2022-02-02,162.324,165.03,162.146,164.871,5766988.0
2022-02-03,164.683,165.989,163.33,164.777,4632699.0
2022-02-04,162.644,164.326,160.849,162.071,4592442.0
2022-02-05,162.644,164.326,160.849,162.071,4592442.0
2022-02-06,162.644,164.326,160.849,162.071,4592442.0
2022-02-07,162.306,162.54,160.868,161.432,4813468.0
2022-02-08,162.202,162.212,160.022,161.629,3957685.0
2022-02-09,162.08,162.343,160.68,161.554,6780166.0
2022-02-10,158.467,161.093,157.194,158.2,7899839.0
2022-02-11,157.908,160.022,157.561,158.397,7299574.0
2022-02-12,157.908,160.022,157.561,158.397,7299574.0
2022-02-13,157.908,160.022,157.561,158.397,7299574.0
2022-02-14,159.181,159.426,155.127,156.63,6822570.0
2022-02-15,157.116,158.087,155.278,155.935,4943851.0
2022-02-16,155.625,157.095,154.601,156.255,4161755.0
2022-02-17,155.982,157.807,155.033,156.677,5156836.0
2022-02-18,157.016,158.073,156.179,157.579,5181629.0
2022-02-19,157.016,158.073,156.179,157.579,5181629.0
2022-02-20,157.016,158.073,156.179,157.579,5181629.0
2022-02-21,157.016,158.073,156.179,157.579,5181629.0
2022-02-22,158.387,158.735,156.189,158.181,7734132.0
2022-02-23,158.904,158.904,156.461,156.621,5813018.0
2022-02-24,155.7,156.292,150.603,153.896,8888796.0
2022-02-25,154.488,158.284,154.338,158.209,6535637.0
2022-02-26,154.488,158.284,154.338,158.209,6535637.0
2022-02-27,154.488,158.284,154.338,158.209,6535637.0
2022-02-28,154.131,155.23,151.655,153.849,7676988.0
2022-03-01,153.22,154.469,151.557,152.468,5108127.0
2022-03-02,153.135,155.804,152.675,154.582,5452091.0
2022-03-03,155.079,156.232,153.972,154.417,5352221.0
2022-03-04,153.215,157.471,152.194,156.762,6341095.0
2022-03-05,153.215,157.471,152.194,156.762,6341095.0
2022-03-06,153.215,157.471,152.194,156.762,6341095.0
2022-03-07,155.173,156.195,153.338,153.641,6319483.0
2022-03-08,153.575,155.079,149.139,149.309,6163724.0
2022-03-09,151.144,151.381,147.919,148.865,5764927.0
2022-03-10,147.342,147.777,145.053,146.132,6103671.0
2022-03-11,147.021,148.378,145.157,145.394,4762675.0
2022-03-12,147.021,148.378,145.157,145.394,4762675.0
2022-03-13,147.021,148.378,145.157,145.394,4762675.0
2022-03-14,146.737,149.243,146.122,147.437,6075566.0
2022-03-15,148.789,150.851,148.326,150.378,6203356.0
2022-03-16,149.82,151.314,148.524,151.04,6299191.0
2022-03-17,151.163,152.865,150.662,152.213,3587628.0
2022-03-18,152.629,154.095,151.381,153.963,12123178.0
2022-03-19,152.629,154.095,151.381,153.963,12123178.0
2022-03-20,152.629,154.095,151.381,153.963,12123178.0
2022-03-21,153.471,154.927,152.341,153.745,5122570.0
2022-03-22,154.01,155.835,153.433,155.429,5779187.0
2022-03-23,155.342,156.313,153.811,154.615,4533800.0
2022-03-24,155.164,155.797,154.417,155.551,3160320.0
2022-03-25,155.514,156.904,155.514,156.28,4147791.0
2022-03-26,155.514,156.904,155.514,156.28,4147791.0
2022-03-27,155.514,156.904,155.514,156.28,4147791.0
2022-03-28,156.147,156.781,154.833,156.743,4308007.0
2022-03-29,158.219,159.439,157.348,159.07,4440480.0
2022-03-30,158.985,159.117,157.107,158.852,3871556.0
2022-03-31,159.24,160.12,158.2,158.304,6076177.0
2022-04-01,158.786,160.715,158.294,160.555,3239641.0
2022-04-02,158.786,160.715,158.294,160.555,3239641.0
2022-04-03,158.786,160.715,158.294,160.555,3239641.0
2022-04-04,159.94,160.205,158.37,160.138,3759985.0
2022-04-05,159.193,162.087,159.193,160.309,4480879.0
2022-04-06,160.706,163.335,160.295,163.042,4294868.0
2022-04-07,162.702,163.884,161.519,163.193,5041686.0
2022-04-08,163.609,164.272,162.285,163.742,3883183.0
2022-04-09,163.609,164.272,162.285,163.742,3883183.0
2022-04-10,163.609,164.272,162.285,163.742,3883183.0
2022-04-11,164.196,165.482,162.976,163.241,3825328.0
2022-04-12,164.357,165.179,163.269,163.903,3924333.0
2022-04-13,164.167,164.394,162.418,163.619,4394054.0
2022-04-14,164.073,164.811,162.446,162.579,4834298.0
2022-04-15,164.073,164.811,162.446,162.579,4834298.0
2022-04-16,164.073,164.811,162.446,162.579,4834298.0
2022-04-17,164.073,164.811,162.446,162.579,4834298.0
2022-04-18,161.935,162.966,160.744,161.179,3086009.0
2022-04-19,160.63,163.775,160.63,163.524,3641992.0
2022-04-20,164.3,166.428,164.3,165.955,4197764.0
2022-04-21,166.229,167.629,165.179,165.359,3701297.0
2022-04-22,165.501,165.766,162.616,162.815,5864027.0
2022-04-23,165.501,165.766,162.616,162.815,5864027.0
2022-04-24,165.501,165.766,162.616,162.815,5864027.0
2022-04-25,163.818,164.489,161.727,164.319,7369911.0
2022-04-26,164.536,165.84,163.364,163.903,7386563.0
2022-04-27,164.016,167.109,163.799,165.369,5180479.0
2022-04-28,165.066,167.988,164.394,167.875,5235831.0
2022-04-29,167.79,167.79,162.115,162.399,6505570.0
2022-04-30,167.79,167.79,162.115,162.399,6505570.0
2022-05-01,167.79,167.79,162.115,162.399,6505570.0
2022-05-02,163.614,164.054,156.308,158.663,7692131.0
2022-05-03,159.968,160.129,157.547,158.881,5564864.0
2022-05-04,158.521,164.678,158.521,164.432,6231681.0
2022-05-05,163.713,163.922,159.911,161.15,6534321.0
2022-05-06,160.063,161.538,159.571,161.169,5824752.0
2022-05-07,160.063,161.538,159.571,161.169,5824752.0
2022-05-08,160.063,161.538,159.571,161.169,5824752.0
2022-05-09,160.46,163.51,159.609,162.389,7269081.0
2022-05-10,163.732,165.075,161.491,162.191,5936727.0
2022-05-11,161.557,163.061,160.706,161.406,5376851.0
2022-05-12,161.964,162.664,159.041,161.16,6473535.0
2022-05-13,161.444,164.716,160.271,164.3,4714614.0
2022-05-14,161.444,164.716,160.271,164.3,4714614.0
2022-05-15,161.444,164.716,160.271,164.3,4714614.0
2022-05-16,164.29,166.74,164.016,165.955,5317216.0
2022-05-17,165.804,166.154,163.222,165.0,5012159.0
2022-05-18,164.267,164.442,154.086,154.776,8875409.0
2022-05-19,153.688,153.953,151.008,152.459,6423817.0
2022-05-20,153.442,154.218,150.964,153.414,5768823.0
2022-05-21,153.442,154.218,150.964,153.414,5768823.0
2022-05-22,153.442,154.218,150.964,153.414,5768823.0
2022-05-23,155.306,157.897,154.7,156.62,4657761.0
2022-05-24,157.017,159.131,156.2,158.72,6327782.0
2022-05-25,158.748,160.299,157.906,159.807,5781034.0
2022-05-26,159.798,161.812,159.798,160.886,5193863.0
2022-05-27,161.973,162.493,160.971,162.456,6713600.0
2022-05-28,161.973,162.493,160.971,162.456,6713600.0
2022-05-29,161.973,162.493,160.971,162.456,6713600.0
2022-05-30,161.973,162.493,160.971,162.456,6713600.0
2022-05-31,161.708,161.708,156.403,158.654,13609993.0
2022-06-01,159.06,159.249,154.937,157.462,5613940.0
2022-06-02,157.729,158.805,154.895,158.738,4677458.0
2022-06-03,157.956,158.652,156.529,156.995,4222131.0
2022-06-04,157.956,158.652,156.529,156.995,4222131.0
2022-06-05,157.956,158.652,156.529,156.995,4222131.0
2022-06-06,158.529,159.633,156.876,157.652,3447947.0
2022-06-07,157.786,158.909,156.395,158.624,4168296.0
2022-06-08,157.843,158.862,157.243,157.833,2646900.0
2022-06-09,157.319,158.976,154.919,155.024,3522973.0
2022-06-10,153.3,156.108,151.853,154.776,5204718.0
2022-06-11,153.3,156.108,151.853,154.776,5204718.0
2022-06-12,153.3,156.108,151.853,154.776,5204718.0
2022-06-13,152.881,155.11,151.481,152.129,6300708.0
2022-06-14,152.376,152.424,147.479,148.681,6159174.0
2022-06-15,150.395,152.224,148.5,150.272,5940075.0
2022-06-16,149.167,150.91,147.719,149.548,7207930.0
2022-06-17,149.548,151.414,148.724,149.576,9881835.0
2022-06-18,149.548,151.414,148.724,149.576,9881835.0
2022-06-19,149.548,151.414,148.724,149.576,9881835.0
2022-06-20,149.548,151.414,148.724,149.576,9881835.0
2022-06-21,150.634,153.291,149.853,153.052,4449779.0
2022-06-22,152.691,155.224,151.957,154.31,4706643.0
2022-06-23,155.976,157.271,155.376,156.281,5810719.0
2022-06-24,157.748,158.271,156.129,158.214,5951692.0
2022-06-25,157.748,158.271,156.129,158.214,5951692.0
2022-06-26,157.748,158.271,156.129,158.214,5951692.0
2022-06-27,157.967,159.167,157.462,158.424,4595815.0
2022-06-28,159.186,160.424,156.043,156.195,4391330.0
2022-06-29,158.148,159.576,157.471,158.786,3653622.0
2022-06-30,159.167,159.595,157.738,158.719,6295089.0
2022-07-01,158.795,161.443,157.862,161.319,3918710.0
2022-07-02,158.795,161.443,157.862,161.319,3918710.0
2022-07-03,158.795,161.443,157.862,161.319,3918710.0
2022-07-04,158.795,161.443,157.862,161.319,3918710.0
2022-07-05,160.595,161.319,157.452,160.957,4971671.0
2022-07-06,161.9,163.757,161.405,162.566,4209229.0
2022-07-07,161.443,162.89,161.309,162.243,5150219.0
2022-07-08,162.443,164.471,162.424,163.69,3483014.0
2022-07-09,162.443,164.471,162.424,163.69,3483014.0
2022-07-10,162.443,164.471,162.424,163.69,3483014.0
2022-07-11,163.243,164.566,161.919,162.347,4929822.0
2022-07-12,164.757,165.062,160.824,161.424,5201629.0
2022-07-13,160.509,163.271,159.976,161.995,4533125.0
2022-07-14,160.271,163.005,159.709,162.833,4218307.0
2022-07-15,163.176,164.681,161.919,162.966,4659092.0
2022-07-16,163.176,164.681,161.919,162.966,4659092.0
2022-07-17,163.176,164.681,161.919,162.966,4659092.0
2022-07-18,162.995,163.081,159.852,160.243,3479707.0
2022-07-19,162.138,162.614,160.591,161.957,4201588.0
2022-07-20,161.947,162.443,159.481,160.243,3460726.0
2022-07-21,159.986,161.338,159.576,160.481,3088309.0
2022-07-22,161.081,162.443,160.462,161.528,3757926.0
2022-07-23,161.081,162.443,160.462,161.528,3757926.0
2022-07-24,161.081,162.443,160.462,161.528,3757926.0
2022-07-25,162.195,162.719,160.986,161.757,3357159.0
2022-07-26,162.443,163.795,161.176,163.643,3732349.0
2022-07-27,162.366,163.757,161.005,163.414,4479030.0
2022-07-28,163.681,166.776,163.033,166.509,3134222.0
2022-07-29,165.385,167.119,165.128,166.624,4215592.0
2022-07-30,165.385,167.119,165.128,166.624,4215592.0
2022-07-31,165.385,167.119,165.128,166.624,4215592.0
2022-08-01,166.233,169.223,166.233,168.519,4034834.0
2022-08-02,168.509,168.704,166.871,167.128,3781152.0
2022-08-03,166.738,168.623,165.938,168.404,4401333.0
2022-08-04,168.014,168.319,166.257,167.49,3822568.0
2022-08-05,166.081,166.376,164.185,166.233,3295615.0
2022-08-06,166.081,166.376,164.185,166.233,3295615.0
2022-08-07,166.081,166.376,164.185,166.233,3295615.0
2022-08-08,167.414,167.585,165.062,165.566,2846584.0
2022-08-09,166.462,166.881,165.669,166.185,3228826.0
2022-08-10,167.433,168.023,166.395,167.557,4041101.0
2022-08-11,167.957,168.681,166.347,166.7,2743920.0
2022-08-12,167.547,168.928,167.023,168.881,3756404.0
2022-08-13,167.547,168.928,167.023,168.881,3756404.0
2022-08-14,167.547,168.928,167.023,168.881,3756404.0
2022-08-15,169.3,170.814,168.376,170.738,3043178.0
2022-08-16,171.214,172.09,170.128,171.728,3395730.0
