,NKE US Equity,NKE US Equity,NKE US Equity,NKE US Equity,NKE US Equity
2021-03-01,131.2953,134.6928,131.1598,133.2409,5717793.0
2021-03-02,133.1538,133.8265,131.2662,132.6311,5292900.0
2021-03-03,132.6988,133.0086,129.853,129.9595,4888379.0
2021-03-04,129.7078,130.8016,126.0102,127.8106,7181486.0
2021-03-05,129.2625,129.3981,125.0498,129.0786,5957148.0
2021-03-06,129.2625,129.3981,125.0498,129.0786,5957148.0
2021-03-07,129.2625,129.3981,125.0498,129.0786,5957148.0
2021-03-08,129.3593,131.2856,128.13,130.2499,4983035.0
2021-03-09,131.1694,133.5797,131.1114,131.5953,5977764.0
2021-03-10,132.1277,133.7733,131.7405,133.1828,4519576.0
2021-03-11,134.7219,137.6452,134.1217,136.6675,5696538.0
2021-03-12,135.5156,136.3965,134.1605,135.9512,4143150.0
2021-03-13,135.5156,136.3965,134.1605,135.9512,4143150.0
2021-03-14,135.5156,136.3965,134.1605,135.9512,4143150.0
2021-03-15,136.1932,140.3555,136.1607,140.2974,5417218.0
2021-03-16,141.2073,141.4686,139.2374,140.0167,5622963.0
2021-03-17,138.6131,141.4686,138.6131,140.1812,5134378.0
2021-03-18,139.7456,141.9623,137.9839,138.5841,10279416.0
2021-03-19,135.5156,138.284,131.1694,133.086,24980362.0
2021-03-20,135.5156,138.284,131.1694,133.086,24980362.0
2021-03-21,135.5156,138.284,131.1694,133.086,24980362.0
2021-03-22,133.2215,134.3637,131.6728,133.841,7537298.0
2021-03-23,134.054,136.1351,132.1761,132.7279,5582625.0
2021-03-24,132.0793,133.5022,128.6237,128.8947,8157637.0
2021-03-25,122.9804,125.2455,121.422,124.5195,18475804.0
2021-03-26,127.3847,128.9189,125.6133,128.7302,10010472.0
2021-03-27,127.3847,128.9189,125.6133,128.7302,10010472.0
2021-03-28,127.3847,128.9189,125.6133,128.7302,10010472.0
2021-03-29,128.6818,129.6207,126.4748,129.2141,7153914.0
2021-03-30,128.1058,129.0786,127.0169,128.6914,6026601.0
2021-03-31,128.827,129.882,127.6944,128.6334,6878936.0
2021-04-01,130.3757,130.3757,127.9751,128.2849,5720557.0
2021-04-02,130.3757,130.3757,127.9751,128.2849,5720557.0
2021-04-03,130.3757,130.3757,127.9751,128.2849,5720557.0
2021-04-04,130.3757,130.3757,127.9751,128.2849,5720557.0
2021-04-05,128.8366,131.334,128.8366,130.7919,5508931.0
2021-04-06,131.1017,133.299,130.608,132.7666,4670099.0
2021-04-07,132.602,133.812,131.9922,132.1665,6646002.0
2021-04-08,132.8827,132.9118,129.1319,129.3981,8748392.0
2021-04-09,129.6497,131.1598,129.2238,131.1114,6056769.0
2021-04-10,129.6497,131.1598,129.2238,131.1114,6056769.0
2021-04-11,129.6497,131.1598,129.2238,131.1114,6056769.0
2021-04-12,130.4338,132.5149,129.9208,132.2632,5638234.0
2021-04-13,131.2566,131.6341,129.127,129.2625,8778164.0
2021-04-14,129.2625,129.882,127.5976,128.0235,7354084.0
2021-04-15,128.7398,129.7756,128.4301,129.3884,6285030.0
2021-04-16,130.3951,130.4531,129.4465,130.0079,6852498.0
2021-04-17,130.3951,130.4531,129.4465,130.0079,6852498.0
2021-04-18,130.3951,130.4531,129.4465,130.0079,6852498.0
2021-04-19,129.9982,130.0756,127.9171,128.3236,5613592.0
2021-04-20,125.0325,125.7391,121.6737,123.0385,13268678.0
2021-04-21,123.5031,126.1554,123.2902,125.7391,7110855.0
2021-04-22,125.7295,126.1941,123.8806,125.0422,6442917.0
2021-04-23,124.8002,126.4651,124.3457,126.0198,7489517.0
2021-04-24,124.8002,126.4651,124.3457,126.0198,7489517.0
2021-04-25,124.8002,126.4651,124.3457,126.0198,7489517.0
2021-04-26,126.3102,127.4815,125.1777,127.3847,8217807.0
2021-04-27,127.7719,128.5366,127.2008,127.8783,5833092.0
2021-04-28,128.0235,128.0913,126.1699,126.5232,8195648.0
2021-04-29,127.5492,129.824,127.0265,128.9915,6612461.0
2021-04-30,128.1978,129.5917,127.8203,128.372,5643809.0
2021-05-01,128.1978,129.5917,127.8203,128.372,5643809.0
2021-05-02,128.1978,129.5917,127.8203,128.372,5643809.0
2021-05-03,129.098,130.1434,128.343,128.7689,5052987.0
2021-05-04,127.9945,128.343,126.2957,127.3363,6129539.0
2021-05-05,128.4495,129.9159,127.8493,127.9751,6234220.0
2021-05-06,128.3527,129.5529,127.7138,129.2141,5200987.0
2021-05-07,130.6758,134.8961,130.4047,133.3958,10566670.0
2021-05-08,130.6758,134.8961,130.4047,133.3958,10566670.0
2021-05-09,130.6758,134.8961,130.4047,133.3958,10566670.0
2021-05-10,133.5797,134.4509,131.9341,132.0309,5669327.0
2021-05-11,133.9475,133.9475,130.6855,132.7279,8045369.0
2021-05-12,131.0823,132.4375,129.069,129.1173,5865117.0
2021-05-13,129.4174,130.7048,128.2462,129.3303,6284732.0
2021-05-14,130.0369,132.302,129.7562,131.576,4367939.0
2021-05-15,130.0369,132.302,129.7562,131.576,4367939.0
2021-05-16,130.0369,132.302,129.7562,131.576,4367939.0
2021-05-17,131.9632,132.6795,131.1598,132.0406,3934280.0
2021-05-18,132.0697,133.0667,131.1114,131.2178,5664910.0
2021-05-19,129.2045,129.6788,127.7332,128.7011,5582288.0
2021-05-20,129.4949,129.9111,127.9558,129.0012,4934804.0
2021-05-21,129.5433,129.8724,128.1687,128.4107,5329741.0
2021-05-22,129.5433,129.8724,128.1687,128.4107,5329741.0
2021-05-23,129.5433,129.8724,128.1687,128.4107,5329741.0
2021-05-24,128.8366,130.0466,128.5559,129.7659,4313241.0
2021-05-25,130.6177,130.8403,129.5626,130.0176,4885772.0
2021-05-26,130.8694,133.5022,130.6758,132.5052,6781520.0
2021-05-27,133.1441,133.8798,132.089,132.1858,12882609.0
2021-05-28,132.1422,133.2237,131.9967,132.3556,4154634.0
2021-05-29,132.1422,133.2237,131.9967,132.3556,4154634.0
2021-05-30,132.1422,133.2237,131.9967,132.3556,4154634.0
2021-05-31,132.1422,133.2237,131.9967,132.3556,4154634.0
2021-06-01,133.7038,133.8978,130.1733,130.4642,5577919.0
2021-06-02,130.5418,131.4148,129.5137,130.1345,5226155.0
2021-06-03,129.1936,130.6388,128.5244,130.1345,5027442.0
2021-06-04,130.4545,130.8812,128.3013,129.7174,5217054.0
2021-06-05,130.4545,130.8812,128.3013,129.7174,5217054.0
2021-06-06,130.4545,130.8812,128.3013,129.7174,5217054.0
2021-06-07,129.9696,131.137,129.4313,129.9211,3764986.0
2021-06-08,130.6388,130.6679,128.427,129.3391,4915234.0
2021-06-09,129.601,130.8425,127.4963,127.8745,6448442.0
2021-06-10,127.5448,128.5826,126.2742,127.0404,6584125.0
2021-06-11,127.5448,128.02,126.6039,127.9715,5414527.0
2021-06-12,127.5448,128.02,126.6039,127.9715,5414527.0
2021-06-13,127.5448,128.02,126.6039,127.9715,5414527.0
2021-06-14,127.7387,128.0782,126.2111,127.409,5743631.0
2021-06-15,127.5836,127.7872,125.925,126.3712,5168054.0
2021-06-16,126.3809,127.2266,125.7019,126.4778,7915479.0
2021-06-17,125.3527,125.9735,124.0142,125.0424,8568107.0
2021-06-18,122.8697,125.1491,122.8697,124.5477,9784780.0
2021-06-19,122.8697,125.1491,122.8697,124.5477,9784780.0
2021-06-20,122.8697,125.1491,122.8697,124.5477,9784780.0
2021-06-21,125.3527,126.8319,124.829,126.1675,6288511.0
2021-06-22,126.8949,128.699,126.216,128.4953,6043753.0
2021-06-23,128.8154,129.6786,128.2373,129.0966,4565993.0
2021-06-24,129.8726,130.7601,128.9027,129.5816,11420506.0
2021-06-25,147.8258,149.9403,145.9539,149.7075,46285443.0
2021-06-26,147.8258,149.9403,145.9539,149.7075,46285443.0
2021-06-27,147.8258,149.9403,145.9539,149.7075,46285443.0
2021-06-28,149.2885,149.4165,146.9529,147.7773,13133259.0
2021-06-29,148.6503,151.6958,148.3108,151.2594,10279899.0
2021-06-30,150.1343,150.6639,148.9024,149.8433,10281800.0
2021-07-01,149.4359,153.4514,149.2613,153.2477,9011480.0
2021-07-02,153.4514,155.1584,152.8985,154.9354,6397392.0
2021-07-03,153.4514,155.1584,152.8985,154.9354,6397392.0
2021-07-04,153.4514,155.1584,152.8985,154.9354,6397392.0
2021-07-05,153.4514,155.1584,152.8985,154.9354,6397392.0
2021-07-06,155.11,155.6143,153.1119,155.2942,6670979.0
2021-07-07,155.3427,156.6424,153.5193,155.3427,5408252.0
2021-07-08,153.4126,155.9829,152.6173,155.7986,6081641.0
2021-07-09,156.8267,157.0904,155.6822,156.1575,5002326.0
2021-07-10,156.8267,157.0904,155.6822,156.1575,5002326.0
2021-07-11,156.8267,157.0904,155.6822,156.1575,5002326.0
2021-07-12,156.7782,157.5421,155.8762,156.9528,4992241.0
2021-07-13,156.4969,157.4281,156.1672,156.7297,5747737.0
2021-07-14,157.0013,157.8354,156.4872,156.6812,4928009.0
2021-07-15,156.0217,157.3214,155.5692,156.8267,6432687.0
2021-07-16,156.7588,156.8364,154.8384,155.0421,6603680.0
2021-07-17,156.7588,156.8364,154.8384,155.0421,6603680.0
2021-07-18,156.7588,156.8364,154.8384,155.0421,6603680.0
2021-07-19,153.3932,154.043,151.8898,153.1216,7377137.0
2021-07-20,152.53,155.6046,151.8704,154.9354,4629228.0
2021-07-21,155.6725,156.5697,155.1972,156.2351,5393267.0
2021-07-22,156.2642,158.8248,156.0896,158.7569,4851541.0
2021-07-23,159.4067,161.4435,158.8054,161.3563,4217669.0
2021-07-24,159.4067,161.4435,158.8054,161.3563,4217669.0
2021-07-25,159.4067,161.4435,158.8054,161.3563,4217669.0
2021-07-26,160.7258,161.5211,158.8926,160.1244,3858810.0
2021-07-27,159.8626,160.6288,157.6899,159.6201,4358969.0
2021-07-28,159.5425,160.9101,159.1448,160.4833,4093570.0
2021-07-29,160.9101,162.0061,160.4154,161.9673,3605614.0
2021-07-30,161.5793,162.8208,161.3466,162.4717,5364522.0
2021-07-31,161.5793,162.8208,161.3466,162.4717,5364522.0
2021-08-01,161.5793,162.8208,161.3466,162.4717,5364522.0
2021-08-02,163.975,164.8674,162.976,163.6744,5532475.0
2021-08-03,164.1302,166.3417,163.4222,166.0798,5718127.0
2021-08-04,166.2059,167.1564,165.8179,166.7393,4646201.0
2021-08-05,166.2544,168.7665,166.0313,168.621,3823951.0
2021-08-06,169.1156,169.135,167.5056,167.6025,4088665.0
2021-08-07,169.1156,169.135,167.5056,167.6025,4088665.0
2021-08-08,169.1156,169.135,167.5056,167.6025,4088665.0
2021-08-09,167.3116,167.8547,166.4546,166.6035,3612846.0
2021-08-10,166.3998,168.7277,166.2738,167.0885,3747136.0
2021-08-11,166.8266,168.0099,165.7985,166.1186,4078286.0
2021-08-12,165.75,166.1671,164.3824,165.5075,3997622.0
2021-08-13,165.3232,166.555,163.7035,166.5259,2966195.0
2021-08-14,165.3232,166.555,163.7035,166.5259,2966195.0
2021-08-15,165.3232,166.555,163.7035,166.5259,2966195.0
2021-08-16,165.5657,167.2146,164.557,167.1758,3530689.0
2021-08-17,166.3804,166.5356,164.2895,165.5269,3602883.0
2021-08-18,164.6443,166.6326,163.5871,163.7326,5487423.0
2021-08-19,161.9382,162.5008,159.4261,160.6094,7336494.0
2021-08-20,161.269,162.9566,160.4445,162.7432,4039236.0
2021-08-21,161.269,162.9566,160.4445,162.7432,4039236.0
2021-08-22,161.269,162.9566,160.4445,162.7432,4039236.0
2021-08-23,164.3533,165.7597,164.0943,164.6152,3796644.0
2021-08-24,164.4988,165.7306,163.8102,164.8674,3133113.0
2021-08-25,164.8868,165.556,164.4309,164.7316,3003829.0
2021-08-26,164.2854,164.4212,161.269,161.8994,4069624.0
2021-08-27,162.5065,163.2837,161.5447,162.8077,3012424.0
2021-08-28,162.5065,163.2837,161.5447,162.8077,3012424.0
2021-08-29,162.5065,163.2837,161.5447,162.8077,3012424.0
2021-08-30,163.1089,163.6141,161.8265,163.2449,3537067.0
2021-08-31,162.7786,162.9049,159.524,160.0486,7545629.0
2021-09-01,160.2235,161.875,159.4074,159.8737,4706527.0
2021-09-02,160.5343,160.7189,158.1493,159.009,4632856.0
2021-09-03,158.5524,159.4948,157.6003,158.6399,4254656.0
2021-09-04,158.5524,159.4948,157.6003,158.6399,4254656.0
2021-09-05,158.5524,159.4948,157.6003,158.6399,4254656.0
2021-09-06,158.5524,159.4948,157.6003,158.6399,4254656.0
2021-09-07,159.0382,159.1936,157.2992,158.0084,5649012.0
2021-09-08,157.3866,157.474,155.2007,156.1333,6591715.0
2021-09-09,160.5538,161.4184,158.5524,158.6884,8414827.0
2021-09-10,159.5725,160.9424,158.7856,158.9313,4252054.0
2021-09-11,159.5725,160.9424,158.7856,158.9313,4252054.0
2021-09-12,159.5725,160.9424,158.7856,158.9313,4252054.0
2021-09-13,156.9589,158.2804,153.8211,154.9772,8814461.0
2021-09-14,154.6372,154.8509,152.597,154.2389,5323906.0
2021-09-15,153.0148,153.8114,151.2369,153.4131,6827120.0
2021-09-16,153.1022,154.4818,152.7233,153.1119,5085953.0
2021-09-17,153.4617,156.4151,151.6206,151.9655,7947833.0
2021-09-18,153.4617,156.4151,151.6206,151.9655,7947833.0
2021-09-19,153.4617,156.4151,151.6206,151.9655,7947833.0
2021-09-20,149.3521,150.8483,147.9823,149.8573,7041151.0
2021-09-21,150.6734,151.6838,149.2064,150.6054,5857946.0
2021-09-22,152.325,153.5004,151.169,152.9565,6844752.0
2021-09-23,154.1903,155.7253,153.7628,155.0355,11981521.0
2021-09-24,146.7387,147.5257,143.7853,145.33,26913307.0
2021-09-25,146.7387,147.5257,143.7853,145.33,26913307.0
2021-09-26,146.7387,147.5257,143.7853,145.33,26913307.0
2021-09-27,145.2523,145.6409,143.0955,143.8242,11479263.0
2021-09-28,143.1441,143.3287,140.8707,141.1622,10692289.0
2021-09-29,141.5605,143.7251,141.5411,141.8617,7794925.0
2021-09-30,141.7257,143.2801,140.3072,141.0942,10135898.0
2021-10-01,141.0845,143.7853,140.2587,142.8721,8112276.0
2021-10-02,141.0845,143.7853,140.2587,142.8721,8112276.0
2021-10-03,141.0845,143.7853,140.2587,142.8721,8112276.0
2021-10-04,142.8721,143.4161,141.6091,142.9498,7950980.0
2021-10-05,143.7853,146.6999,143.6122,145.2037,10881850.0
2021-10-06,143.7853,145.2037,143.3092,144.5625,7610726.0
2021-10-07,146.0198,149.2841,145.9809,147.5257,7958039.0
2021-10-08,147.8851,148.5166,146.3793,148.1377,6333747.0
2021-10-09,147.8851,148.5166,146.3793,148.1377,6333747.0
2021-10-10,147.8851,148.5166,146.3793,148.1377,6333747.0
2021-10-11,147.6617,149.2161,145.7818,146.0004,5551181.0
2021-10-12,148.0794,149.2258,146.9913,148.9829,7408556.0
2021-10-13,149.9253,152.2084,148.7983,151.8489,8457480.0
2021-10-14,153.6754,153.9474,151.8004,152.665,6025600.0
2021-10-15,153.3062,153.8211,152.1015,153.5102,5532311.0
2021-10-16,153.3062,153.8211,152.1015,153.5102,5532311.0
2021-10-17,153.3062,153.8211,152.1015,153.5102,5532311.0
2021-10-18,152.8302,154.9287,151.5089,154.8898,5765540.0
2021-10-19,155.1327,155.3756,152.3347,153.3256,6198206.0
2021-10-20,153.9863,154.2777,152.8447,153.9377,4486964.0
2021-10-21,153.9377,157.7169,153.7725,157.5615,6121675.0
2021-10-22,157.6586,159.932,157.6586,158.8245,5323021.0
2021-10-23,157.6586,159.932,157.6586,158.8245,5323021.0
2021-10-24,157.6586,159.932,157.6586,158.8245,5323021.0
2021-10-25,158.5816,160.0389,158.0278,159.5434,3878246.0
2021-10-26,160.1263,160.7384,158.4747,159.1256,4711228.0
2021-10-27,158.9896,159.3879,157.0563,157.7266,4163853.0
2021-10-28,158.3678,159.9126,158.1735,159.7766,3762035.0
2021-10-29,158.4164,162.8563,158.3581,162.526,6740577.0
2021-10-30,158.4164,162.8563,158.3581,162.526,6740577.0
2021-10-31,158.4164,162.8563,158.3581,162.526,6740577.0
2021-11-01,163.0214,163.993,161.1658,161.5933,3610791.0
2021-11-02,162.0111,163.3712,161.3796,163.0506,5038033.0
2021-11-03,164.1873,167.9471,163.8472,167.5876,7176711.0
2021-11-04,167.3058,170.6285,167.1018,170.4439,5460077.0
2021-11-05,170.7256,173.9996,170.4973,172.4549,5892386.0
2021-11-06,170.7256,173.9996,170.4973,172.4549,5892386.0
2021-11-07,170.7256,173.9996,170.4973,172.4549,5892386.0
2021-11-08,171.3279,171.5077,165.5085,166.9561,8301063.0
2021-11-09,166.3732,168.972,166.0823,168.87,4343036.0
2021-11-10,166.3538,167.267,162.7786,163.4683,8185208.0
2021-11-11,164.7702,164.7702,161.8848,162.2151,4994898.0
2021-11-12,162.73,164.843,162.6328,164.2747,5126255.0
2021-11-13,162.73,164.843,162.6328,164.2747,5126255.0
2021-11-14,162.73,164.843,162.6328,164.2747,5126255.0
2021-11-15,164.8673,165.5066,163.7209,164.0415,3856824.0
2021-11-16,164.4301,169.0449,164.4301,166.9367,4400951.0
2021-11-17,166.7132,167.8208,165.4017,166.8492,3940150.0
2021-11-18,167.4224,168.523,165.5085,166.4703,4044957.0
2021-11-19,167.2476,172.1537,165.6737,169.8998,6146405.0
2021-11-20,167.2476,172.1537,165.6737,169.8998,6146405.0
2021-11-21,167.2476,172.1537,165.6737,169.8998,6146405.0
2021-11-22,169.997,172.6881,169.2683,169.278,5907245.0
2021-11-23,168.1219,168.4911,165.5571,167.2476,5302381.0
2021-11-24,163.6918,167.5196,162.8965,167.131,4637831.0
2021-11-25,163.6918,167.5196,162.8965,167.131,4637831.0
2021-11-26,163.274,164.8479,162.7688,163.2352,4751087.0
2021-11-27,163.274,164.8479,162.7688,163.2352,4751087.0
2021-11-28,163.274,164.8479,162.7688,163.2352,4751087.0
2021-11-29,164.9936,166.2741,164.4107,165.0325,5448873.0
2021-11-30,163.9832,166.6646,162.7591,164.4204,11033992.0
2021-12-01,166.0234,168.4328,161.9333,161.9528,6618636.0
2021-12-02,162.5162,165.6883,162.2442,165.1588,4398871.0
2021-12-03,166.059,167.4703,162.3022,165.6892,4878460.0
2021-12-04,166.059,167.4703,162.3022,165.6892,4878460.0
2021-12-05,166.059,167.4703,162.3022,165.6892,4878460.0
2021-12-06,166.2634,166.636,163.5675,164.3947,5636915.0
2021-12-07,166.5359,168.7112,165.8449,166.7111,5898723.0
2021-12-08,166.643,167.1977,165.2999,165.6989,5614587.0
2021-12-09,164.7646,166.5895,163.4993,163.6064,5171776.0
2021-12-10,163.9957,165.6892,162.857,164.5407,4791125.0
2021-12-11,163.9957,165.6892,162.857,164.5407,4791125.0
2021-12-12,163.9957,165.6892,162.857,164.5407,4791125.0
2021-12-13,164.2974,164.8619,160.8423,162.3801,5972321.0
2021-12-14,161.8448,162.6137,159.8204,160.9786,4872209.0
2021-12-15,160.5893,161.2414,157.4943,159.5187,7144617.0
2021-12-16,158.3508,161.5041,158.1853,158.3702,7138109.0
2021-12-17,157.3094,158.5065,156.2582,157.0466,7720005.0
2021-12-18,157.3094,158.5065,156.2582,157.0466,7720005.0
2021-12-19,157.3094,158.5065,156.2582,157.0466,7720005.0
2021-12-20,155.0806,155.3336,151.314,152.7837,8411896.0
2021-12-21,162.2341,166.6138,160.307,162.1757,13862886.0
2021-12-22,162.7694,164.4823,159.7036,161.0175,5811307.0
2021-12-23,161.8059,162.6915,161.0175,161.2414,3876949.0
2021-12-24,161.8059,162.6915,161.0175,161.2414,3876949.0
2021-12-25,161.8059,162.6915,161.0175,161.2414,3876949.0
2021-12-26,161.8059,162.6915,161.0175,161.2414,3876949.0
2021-12-27,162.0686,163.2074,161.0564,163.1003,3771988.0
2021-12-28,163.3144,163.7524,161.8545,161.9713,2658714.0
2021-12-29,162.6039,165.261,162.1465,164.2682,3830888.0
2021-12-30,163.8108,165.5724,162.7305,163.0127,2666993.0
2021-12-31,163.0808,163.2366,161.7669,162.2146,2751992.0
2022-01-01,163.0808,163.2366,161.7669,162.2146,2751992.0
2022-01-02,163.0808,163.2366,161.7669,162.2146,2751992.0
2022-01-03,163.0516,163.4215,158.9444,160.2681,5671928.0
2022-01-04,161.4457,162.711,160.5893,161.9421,6064160.0
2022-01-05,162.0394,162.5455,157.7619,157.9128,5020982.0
2022-01-06,157.7571,158.8277,154.8081,156.7351,4144691.0
2022-01-07,156.4723,156.8325,152.6669,152.7739,5107978.0
2022-01-08,156.4723,156.8325,152.6669,152.7739,5107978.0
2022-01-09,156.4723,156.8325,152.6669,152.7739,5107978.0
2022-01-10,146.4963,147.2847,144.798,146.4185,10439022.0
2022-01-11,146.4574,146.8078,143.6544,146.2822,8175396.0
2022-01-12,148.0633,149.3578,146.7105,148.1412,6351196.0
2022-01-13,149.1047,149.494,145.0364,145.5912,4990890.0
2022-01-14,144.4233,144.8613,142.9281,144.2189,6030546.0
2022-01-15,144.4233,144.8613,142.9281,144.2189,6030546.0
2022-01-16,144.4233,144.8613,142.9281,144.2189,6030546.0
2022-01-17,144.4233,144.8613,142.9281,144.2189,6030546.0
2022-01-18,144.1021,144.8515,142.3892,143.0218,6931656.0
2022-01-19,143.8101,145.1143,141.1434,141.231,4823829.0
2022-01-20,141.5716,143.4405,138.6907,138.9146,5366458.0
2022-01-21,140.4621,142.4466,139.0314,139.1287,7553373.0
2022-01-22,140.4621,142.4466,139.0314,139.1287,7553373.0
2022-01-23,140.4621,142.4466,139.0314,139.1287,7553373.0
2022-01-24,137.0459,142.3989,135.8293,142.0972,9757308.0
2022-01-25,141.0947,144.0048,138.7053,141.5911,8195354.0
2022-01-26,143.8296,144.9878,138.9146,140.1409,7444563.0
2022-01-27,141.1142,143.4111,139.7419,140.7735,6397336.0
2022-01-28,140.2674,142.1264,136.8513,142.0096,6130224.0
2022-01-29,140.2674,142.1264,136.8513,142.0096,6130224.0
2022-01-30,140.2674,142.1264,136.8513,142.0096,6130224.0
2022-01-31,142.36,144.2189,141.338,144.1118,6932237.0
2022-02-01,145.5036,145.6788,142.8758,144.2578,6694995.0
2022-02-02,144.3844,145.4647,143.5863,144.7347,5491706.0
2022-02-03,143.4597,144.4914,141.0948,141.4256,5240222.0
2022-02-04,141.484,142.5643,139.8003,141.5035,4313382.0
2022-02-05,141.484,142.5643,139.8003,141.5035,4313382.0
2022-02-06,141.484,142.5643,139.8003,141.5035,4313382.0
2022-02-07,141.4159,142.214,140.3599,141.2602,3877540.0
2022-02-08,140.8709,141.6105,138.4961,139.6932,5829362.0
2022-02-09,142.2042,143.4208,141.776,142.3502,4551008.0
2022-02-10,140.1117,143.596,140.0046,140.9487,5142578.0
2022-02-11,140.8903,141.1774,135.8293,136.4328,6710525.0
2022-02-12,140.8903,141.1774,135.8293,136.4328,6710525.0
2022-02-13,140.8903,141.1774,135.8293,136.4328,6710525.0
2022-02-14,136.3354,139.3818,136.0532,137.8051,6841153.0
2022-02-15,140.3648,142.4086,140.248,141.6884,7820539.0
2022-02-16,141.1473,143.0218,140.7443,142.5741,4817452.0
2022-02-17,141.6495,142.9828,138.8271,138.9827,5202282.0
2022-02-18,139.5375,140.0922,138.0192,139.1287,5177403.0
2022-02-19,139.5375,140.0922,138.0192,139.1287,5177403.0
2022-02-20,139.5375,140.0922,138.0192,139.1287,5177403.0
2022-02-21,139.5375,140.0922,138.0192,139.1287,5177403.0
2022-02-22,137.8051,137.8537,132.5202,134.4959,9604537.0
2022-02-23,135.9267,137.2016,132.8609,133.1723,7636623.0
2022-02-24,129.4447,133.7465,127.432,133.5032,8417400.0
2022-02-25,134.4376,135.4984,132.5494,135.0896,5424604.0
2022-02-26,134.4376,135.4984,132.5494,135.0896,5424604.0
2022-02-27,134.4376,135.4984,132.5494,135.0896,5424604.0
2022-02-28,133.3962,134.6809,131.4302,132.8998,6613321.0
2022-03-01,133.0652,133.0944,127.6441,128.6855,6534047.0
2022-03-02,129.4252,132.9582,129.2208,132.053,7743861.0
2022-03-03,133.0847,133.1431,129.8827,130.3888,4576504.0
2022-03-04,129.2621,130.3449,127.4965,127.9647,7085912.0
2022-03-05,129.2621,130.3449,127.4965,127.9647,7085912.0
2022-03-06,129.2621,130.3449,127.4965,127.9647,7085912.0
2022-03-07,127.7891,127.8184,121.1265,121.3899,11383413.0
2022-03-08,122.1703,122.3947,117.8391,118.2391,9089353.0
2022-03-09,124.2579,126.4722,123.5262,123.8384,8845072.0
2022-03-10,120.9802,123.497,120.9607,122.9409,7167615.0
2022-03-11,123.8969,124.7351,119.5072,119.6243,5882024.0
2022-03-12,123.8969,124.7351,119.5072,119.6243,5882024.0
2022-03-13,123.8969,124.7351,119.5072,119.6243,5882024.0
2022-03-14,118.5464,119.4438,113.8884,114.6883,13884874.0
2022-03-15,116.9027,117.4684,114.8639,116.4734,10431259.0
2022-03-16,119.8389,123.019,118.9414,122.1215,11100449.0
2022-03-17,121.8777,124.2871,120.668,124.2871,6845323.0
2022-03-18,123.7408,128.2378,123.5945,128.0232,10350899.0
2022-03-19,123.7408,128.2378,123.5945,128.0232,10350899.0
2022-03-20,123.7408,128.2378,123.5945,128.0232,10350899.0
2022-03-21,126.5405,129.067,125.4675,126.999,14388529.0
2022-03-22,133.9152,135.593,129.7255,129.8279,19731210.0
2022-03-23,129.3889,132.0813,127.9842,129.7401,8068788.0
2022-03-24,130.4717,130.9009,127.9842,128.8427,5853825.0
2022-03-25,129.7889,130.5888,128.4817,130.4229,6287777.0
2022-03-26,129.7889,130.5888,128.4817,130.4229,6287777.0
2022-03-27,129.7889,130.5888,128.4817,130.4229,6287777.0
2022-03-28,130.4815,131.5545,128.9313,131.5057,5804051.0
2022-03-29,134.4712,136.3247,133.5952,135.7296,7275870.0
2022-03-30,135.5735,136.432,134.1883,135.1443,5545784.0
2022-03-31,134.4517,135.3101,131.1985,131.2619,7206478.0
2022-04-01,131.1546,131.9642,129.4962,130.2474,5807683.0
2022-04-02,131.1546,131.9642,129.4962,130.2474,5807683.0
2022-04-03,131.1546,131.9642,129.4962,130.2474,5807683.0
2022-04-04,129.7889,131.8959,129.6035,131.0473,5309240.0
2022-04-05,130.7546,131.3789,128.7841,129.0573,5707771.0
2022-04-06,126.8624,127.1079,123.2287,125.2138,6961044.0
2022-04-07,124.3066,126.7941,123.975,126.2088,5320528.0
2022-04-08,126.2674,126.7405,124.7456,125.009,4877432.0
2022-04-09,126.2674,126.7405,124.7456,125.009,4877432.0
2022-04-10,126.2674,126.7405,124.7456,125.009,4877432.0
2022-04-11,122.0337,123.7644,121.2729,121.9167,6365432.0
2022-04-12,122.1313,124.9602,121.2924,121.9752,5146790.0
2022-04-13,121.9752,124.7261,121.9752,124.3652,5119330.0
2022-04-14,125.9162,131.0863,125.7318,130.1888,12811274.0
2022-04-15,125.9162,131.0863,125.7318,130.1888,12811274.0
2022-04-16,125.9162,131.0863,125.7318,130.1888,12811274.0
2022-04-17,125.9162,131.0863,125.7318,130.1888,12811274.0
2022-04-18,128.7646,130.1204,127.116,128.4037,5298195.0
2022-04-19,129.8279,134.1103,129.5255,133.6908,7346067.0
2022-04-20,134.5785,135.2516,132.3349,132.5398,5309660.0
2022-04-21,135.1541,135.7296,131.7691,132.1398,6562404.0
2022-04-22,131.0375,131.6228,125.5553,125.9064,7321718.0
2022-04-23,131.0375,131.6228,125.5553,125.9064,7321718.0
2022-04-24,131.0375,131.6228,125.5553,125.9064,7321718.0
2022-04-25,124.6676,125.7796,121.7899,124.8041,6512514.0
2022-04-26,123.8384,124.4627,117.527,117.566,7977916.0
2022-04-27,118.122,120.9607,118.122,118.2683,6007814.0
2022-04-28,120.151,124.8334,119.595,123.9359,6553927.0
2022-04-29,123.1263,125.3016,121.2046,121.6435,5867901.0
2022-04-30,123.1263,125.3016,121.2046,121.6435,5867901.0
2022-05-01,123.1263,125.3016,121.2046,121.6435,5867901.0
