,CTXS US Equity,CTXS US Equity,CTXS US Equity,CTXS US Equity,CTXS US Equity
2023-09-22,103.91,103.96,103.885,103.9,6631341.0
2023-09-23,103.91,103.96,103.885,103.9,6631341.0
2023-09-24,103.91,103.96,103.885,103.9,6631341.0
2023-09-25,103.91,103.96,103.885,103.9,6631341.0
2023-09-26,103.91,103.96,103.885,103.9,6631341.0
2023-09-27,103.91,103.96,103.885,103.9,6631341.0
2023-09-28,103.91,103.96,103.885,103.9,6631341.0
2023-09-29,103.91,103.96,103.885,103.9,6631341.0
2023-09-30,103.91,103.96,103.885,103.9,6631341.0
2023-10-01,103.91,103.96,103.885,103.9,6631341.0
2023-10-02,103.91,103.96,103.885,103.9,6631341.0
2023-10-03,103.91,103.96,103.885,103.9,6631341.0
2023-10-04,103.91,103.96,103.885,103.9,6631341.0
2023-10-05,103.91,103.96,103.885,103.9,6631341.0
2023-10-06,103.91,103.96,103.885,103.9,6631341.0
2023-10-07,103.91,103.96,103.885,103.9,6631341.0
2023-10-08,103.91,103.96,103.885,103.9,6631341.0
2023-10-09,103.91,103.96,103.885,103.9,6631341.0
2023-10-10,103.91,103.96,103.885,103.9,6631341.0
2023-10-11,103.91,103.96,103.885,103.9,6631341.0
2023-10-12,103.91,103.96,103.885,103.9,6631341.0
2023-10-13,103.91,103.96,103.885,103.9,6631341.0
2023-10-14,103.91,103.96,103.885,103.9,6631341.0
2023-10-15,103.91,103.96,103.885,103.9,6631341.0
2023-10-16,103.91,103.96,103.885,103.9,6631341.0
2023-10-17,103.91,103.96,103.885,103.9,6631341.0
2023-10-18,103.91,103.96,103.885,103.9,6631341.0
2023-10-19,103.91,103.96,103.885,103.9,6631341.0
2023-10-20,103.91,103.96,103.885,103.9,6631341.0
2023-10-21,103.91,103.96,103.885,103.9,6631341.0
2023-10-22,103.91,103.96,103.885,103.9,6631341.0
2023-10-23,103.91,103.96,103.885,103.9,6631341.0
2023-10-24,103.91,103.96,103.885,103.9,6631341.0
2023-10-25,103.91,103.96,103.885,103.9,6631341.0
2023-10-26,103.91,103.96,103.885,103.9,6631341.0
2023-10-27,103.91,103.96,103.885,103.9,6631341.0
2023-10-28,103.91,103.96,103.885,103.9,6631341.0
2023-10-29,103.91,103.96,103.885,103.9,6631341.0
2023-10-30,103.91,103.96,103.885,103.9,6631341.0
2023-10-31,103.91,103.96,103.885,103.9,6631341.0
2023-11-01,103.91,103.96,103.885,103.9,6631341.0
2023-11-02,103.91,103.96,103.885,103.9,6631341.0
2023-11-03,103.91,103.96,103.885,103.9,6631341.0
2023-11-04,103.91,103.96,103.885,103.9,6631341.0
2023-11-05,103.91,103.96,103.885,103.9,6631341.0
2023-11-06,103.91,103.96,103.885,103.9,6631341.0
2023-11-07,103.91,103.96,103.885,103.9,6631341.0
2023-11-08,103.91,103.96,103.885,103.9,6631341.0
2023-11-09,103.91,103.96,103.885,103.9,6631341.0
2023-11-10,103.91,103.96,103.885,103.9,6631341.0
2023-11-11,103.91,103.96,103.885,103.9,6631341.0
2023-11-12,103.91,103.96,103.885,103.9,6631341.0
2023-11-13,103.91,103.96,103.885,103.9,6631341.0
2023-11-14,103.91,103.96,103.885,103.9,6631341.0
2023-11-15,103.91,103.96,103.885,103.9,6631341.0
2023-11-16,103.91,103.96,103.885,103.9,6631341.0
2023-11-17,103.91,103.96,103.885,103.9,6631341.0
2023-11-18,103.91,103.96,103.885,103.9,6631341.0
2023-11-19,103.91,103.96,103.885,103.9,6631341.0
2023-11-20,103.91,103.96,103.885,103.9,6631341.0
2023-11-21,103.91,103.96,103.885,103.9,6631341.0
2023-11-22,103.91,103.96,103.885,103.9,6631341.0
2023-11-23,103.91,103.96,103.885,103.9,6631341.0
2023-11-24,103.91,103.96,103.885,103.9,6631341.0
2023-11-25,103.91,103.96,103.885,103.9,6631341.0
2023-11-26,103.91,103.96,103.885,103.9,6631341.0
2023-11-27,103.91,103.96,103.885,103.9,6631341.0
2023-11-28,103.91,103.96,103.885,103.9,6631341.0
2023-11-29,103.91,103.96,103.885,103.9,6631341.0
2023-11-30,103.91,103.96,103.885,103.9,6631341.0
2023-12-01,103.91,103.96,103.885,103.9,6631341.0
2023-12-02,103.91,103.96,103.885,103.9,6631341.0
2023-12-03,103.91,103.96,103.885,103.9,6631341.0
2023-12-04,103.91,103.96,103.885,103.9,6631341.0
2023-12-05,103.91,103.96,103.885,103.9,6631341.0
2023-12-06,103.91,103.96,103.885,103.9,6631341.0
2023-12-07,103.91,103.96,103.885,103.9,6631341.0
2023-12-08,103.91,103.96,103.885,103.9,6631341.0
2023-12-09,103.91,103.96,103.885,103.9,6631341.0
2023-12-10,103.91,103.96,103.885,103.9,6631341.0
2023-12-11,103.91,103.96,103.885,103.9,6631341.0
2023-12-12,103.91,103.96,103.885,103.9,6631341.0
2023-12-13,103.91,103.96,103.885,103.9,6631341.0
2023-12-14,103.91,103.96,103.885,103.9,6631341.0
2023-12-15,103.91,103.96,103.885,103.9,6631341.0
2023-12-16,103.91,103.96,103.885,103.9,6631341.0
2023-12-17,103.91,103.96,103.885,103.9,6631341.0
2023-12-18,103.91,103.96,103.885,103.9,6631341.0
2023-12-19,103.91,103.96,103.885,103.9,6631341.0
2023-12-20,103.91,103.96,103.885,103.9,6631341.0
2023-12-21,103.91,103.96,103.885,103.9,6631341.0
2023-12-22,103.91,103.96,103.885,103.9,6631341.0
2023-12-23,103.91,103.96,103.885,103.9,6631341.0
2023-12-24,103.91,103.96,103.885,103.9,6631341.0
2023-12-25,103.91,103.96,103.885,103.9,6631341.0
2023-12-26,103.91,103.96,103.885,103.9,6631341.0
2023-12-27,103.91,103.96,103.885,103.9,6631341.0
2023-12-28,103.91,103.96,103.885,103.9,6631341.0
2023-12-29,103.91,103.96,103.885,103.9,6631341.0
2023-12-30,103.91,103.96,103.885,103.9,6631341.0
2023-12-31,103.91,103.96,103.885,103.9,6631341.0
2024-01-01,103.91,103.96,103.885,103.9,6631341.0
2024-01-02,103.91,103.96,103.885,103.9,6631341.0
2024-01-03,103.91,103.96,103.885,103.9,6631341.0
2024-01-04,103.91,103.96,103.885,103.9,6631341.0
2024-01-05,103.91,103.96,103.885,103.9,6631341.0
2024-01-06,103.91,103.96,103.885,103.9,6631341.0
2024-01-07,103.91,103.96,103.885,103.9,6631341.0
2024-01-08,103.91,103.96,103.885,103.9,6631341.0
2024-01-09,103.91,103.96,103.885,103.9,6631341.0
2024-01-10,103.91,103.96,103.885,103.9,6631341.0
2024-01-11,103.91,103.96,103.885,103.9,6631341.0
2024-01-12,103.91,103.96,103.885,103.9,6631341.0
2024-01-13,103.91,103.96,103.885,103.9,6631341.0
2024-01-14,103.91,103.96,103.885,103.9,6631341.0
2024-01-15,103.91,103.96,103.885,103.9,6631341.0
2024-01-16,103.91,103.96,103.885,103.9,6631341.0
2024-01-17,103.91,103.96,103.885,103.9,6631341.0
2024-01-18,103.91,103.96,103.885,103.9,6631341.0
2024-01-19,103.91,103.96,103.885,103.9,6631341.0
2024-01-20,103.91,103.96,103.885,103.9,6631341.0
2024-01-21,103.91,103.96,103.885,103.9,6631341.0
2024-01-22,103.91,103.96,103.885,103.9,6631341.0
2024-01-23,103.91,103.96,103.885,103.9,6631341.0
2024-01-24,103.91,103.96,103.885,103.9,6631341.0
2024-01-25,103.91,103.96,103.885,103.9,6631341.0
2024-01-26,103.91,103.96,103.885,103.9,6631341.0
2024-01-27,103.91,103.96,103.885,103.9,6631341.0
2024-01-28,103.91,103.96,103.885,103.9,6631341.0
2024-01-29,103.91,103.96,103.885,103.9,6631341.0
2024-01-30,103.91,103.96,103.885,103.9,6631341.0
2024-01-31,103.91,103.96,103.885,103.9,6631341.0
2024-02-01,103.91,103.96,103.885,103.9,6631341.0
2024-02-02,103.91,103.96,103.885,103.9,6631341.0
2024-02-03,103.91,103.96,103.885,103.9,6631341.0
2024-02-04,103.91,103.96,103.885,103.9,6631341.0
2024-02-05,103.91,103.96,103.885,103.9,6631341.0
2024-02-06,103.91,103.96,103.885,103.9,6631341.0
2024-02-07,103.91,103.96,103.885,103.9,6631341.0
2024-02-08,103.91,103.96,103.885,103.9,6631341.0
2024-02-09,103.91,103.96,103.885,103.9,6631341.0
2024-02-10,103.91,103.96,103.885,103.9,6631341.0
2024-02-11,103.91,103.96,103.885,103.9,6631341.0
2024-02-12,103.91,103.96,103.885,103.9,6631341.0
2024-02-13,103.91,103.96,103.885,103.9,6631341.0
2024-02-14,103.91,103.96,103.885,103.9,6631341.0
2024-02-15,103.91,103.96,103.885,103.9,6631341.0
2024-02-16,103.91,103.96,103.885,103.9,6631341.0
2024-02-17,103.91,103.96,103.885,103.9,6631341.0
2024-02-18,103.91,103.96,103.885,103.9,6631341.0
2024-02-19,103.91,103.96,103.885,103.9,6631341.0
2024-02-20,103.91,103.96,103.885,103.9,6631341.0
2024-02-21,103.91,103.96,103.885,103.9,6631341.0
2024-02-22,103.91,103.96,103.885,103.9,6631341.0
2024-02-23,103.91,103.96,103.885,103.9,6631341.0
2024-02-24,103.91,103.96,103.885,103.9,6631341.0
2024-02-25,103.91,103.96,103.885,103.9,6631341.0
2024-02-26,103.91,103.96,103.885,103.9,6631341.0
2024-02-27,103.91,103.96,103.885,103.9,6631341.0
2024-02-28,103.91,103.96,103.885,103.9,6631341.0
2024-02-29,103.91,103.96,103.885,103.9,6631341.0
2024-03-01,103.91,103.96,103.885,103.9,6631341.0
2024-03-02,103.91,103.96,103.885,103.9,6631341.0
2024-03-03,103.91,103.96,103.885,103.9,6631341.0
2024-03-04,103.91,103.96,103.885,103.9,6631341.0
2024-03-05,103.91,103.96,103.885,103.9,6631341.0
2024-03-06,103.91,103.96,103.885,103.9,6631341.0
2024-03-07,103.91,103.96,103.885,103.9,6631341.0
2024-03-08,103.91,103.96,103.885,103.9,6631341.0
2024-03-09,103.91,103.96,103.885,103.9,6631341.0
2024-03-10,103.91,103.96,103.885,103.9,6631341.0
2024-03-11,103.91,103.96,103.885,103.9,6631341.0
2024-03-12,103.91,103.96,103.885,103.9,6631341.0
2024-03-13,103.91,103.96,103.885,103.9,6631341.0
2024-03-14,103.91,103.96,103.885,103.9,6631341.0
2024-03-15,103.91,103.96,103.885,103.9,6631341.0
2024-03-16,103.91,103.96,103.885,103.9,6631341.0
2024-03-17,103.91,103.96,103.885,103.9,6631341.0
2024-03-18,103.91,103.96,103.885,103.9,6631341.0
2024-03-19,103.91,103.96,103.885,103.9,6631341.0
2024-03-20,103.91,103.96,103.885,103.9,6631341.0
2024-03-21,103.91,103.96,103.885,103.9,6631341.0
2024-03-22,103.91,103.96,103.885,103.9,6631341.0
2024-03-23,103.91,103.96,103.885,103.9,6631341.0
2024-03-24,103.91,103.96,103.885,103.9,6631341.0
2024-03-25,103.91,103.96,103.885,103.9,6631341.0
2024-03-26,103.91,103.96,103.885,103.9,6631341.0
2024-03-27,103.91,103.96,103.885,103.9,6631341.0
2024-03-28,103.91,103.96,103.885,103.9,6631341.0
2024-03-29,103.91,103.96,103.885,103.9,6631341.0
2024-03-30,103.91,103.96,103.885,103.9,6631341.0
2024-03-31,103.91,103.96,103.885,103.9,6631341.0
2024-04-01,103.91,103.96,103.885,103.9,6631341.0
2024-04-02,103.91,103.96,103.885,103.9,6631341.0
2024-04-03,103.91,103.96,103.885,103.9,6631341.0
2024-04-04,103.91,103.96,103.885,103.9,6631341.0
2024-04-05,103.91,103.96,103.885,103.9,6631341.0
2024-04-06,103.91,103.96,103.885,103.9,6631341.0
2024-04-07,103.91,103.96,103.885,103.9,6631341.0
2024-04-08,103.91,103.96,103.885,103.9,6631341.0
