,ALGT US Equity,ALGT US Equity,ALGT US Equity,ALGT US Equity,ALGT US Equity
2020-05-10,66.189,73.602,65.812,72.887,356825.0
2020-05-11,71.427,73.795,68.934,71.331,581418.0
2020-05-12,71.476,73.109,70.451,70.751,484495.0
2020-05-13,76.888,77.12,69.436,75.052,1112049.0
2020-05-14,72.046,74.085,68.624,71.901,578392.0
2020-05-15,70.548,75.139,69.166,72.983,526362.0
2020-05-16,70.548,75.139,69.166,72.983,526362.0
2020-05-17,70.548,75.139,69.166,72.983,526362.0
2020-05-18,77.323,83.224,77.149,82.687,549134.0
2020-05-19,83.364,85.055,80.087,80.126,303874.0
2020-05-20,82.204,85.684,81.441,83.693,272187.0
2020-05-21,83.77,88.607,83.77,86.641,279777.0
2020-05-22,87.385,87.955,81.895,84.572,218161.0
2020-05-23,87.385,87.955,81.895,84.572,218161.0
2020-05-24,87.385,87.955,81.895,84.572,218161.0
2020-05-25,87.385,87.955,81.895,84.572,218161.0
2020-05-26,89.859,98.374,89.695,97.901,496081.0
2020-05-27,105.072,112.408,98.079,105.894,666261.0
2020-05-28,107.276,107.325,101.516,102.395,410772.0
2020-05-29,99.515,106.252,98.606,102.985,347085.0
2020-05-30,99.515,106.252,98.606,102.985,347085.0
2020-05-31,99.515,106.252,98.606,102.985,347085.0
2020-06-01,104.512,109.262,103.719,105.314,337020.0
2020-06-02,107.353,110.301,105.053,108.881,308321.0
2020-06-03,111.606,121.968,110.881,117.589,525017.0
2020-06-04,119.861,127.501,118.237,121.629,650322.0
2020-06-05,131.459,135.006,116.872,119.948,656405.0
2020-06-06,131.459,135.006,116.872,119.948,656405.0
2020-06-07,131.459,135.006,116.872,119.948,656405.0
2020-06-08,124.935,130.048,123.185,129.275,462985.0
2020-06-09,125.534,128.124,117.521,125.621,409408.0
2020-06-10,123.234,123.234,113.491,117.85,329183.0
2020-06-11,107.286,112.548,101.4,103.391,395583.0
2020-06-12,113.81,116.913,102.265,109.209,594229.0
2020-06-13,113.81,116.913,102.265,109.209,594229.0
2020-06-14,113.81,116.913,102.265,109.209,594229.0
2020-06-15,102.463,112.206,101.757,110.417,248575.0
2020-06-16,118.884,118.894,107.498,111.481,276197.0
2020-06-17,109.538,112.08,106.812,110.156,231552.0
2020-06-18,107.296,111.239,106.058,110.205,146861.0
2020-06-19,111.732,111.935,102.192,105.681,415266.0
2020-06-20,111.732,111.935,102.192,105.681,415266.0
2020-06-21,111.732,111.935,102.192,105.681,415266.0
2020-06-22,106.522,109.557,103.932,106.609,342451.0
2020-06-23,108.62,112.119,106.223,110.669,302187.0
2020-06-24,109.113,109.171,103.642,104.28,210502.0
2020-06-25,102.192,104.435,99.853,103.371,252920.0
2020-06-26,101.931,104.096,95.948,103.13,753641.0
2020-06-27,101.931,104.096,95.948,103.13,753641.0
2020-06-28,101.931,104.096,95.948,103.13,753641.0
2020-06-29,104.183,108.716,100.539,107.895,277312.0
2020-06-30,106.542,108.581,103.358,105.556,198250.0
2020-07-01,108.117,110.603,104.57,104.667,248462.0
2020-07-02,108.049,109.992,104.966,105.565,110208.0
2020-07-03,108.049,109.992,104.966,105.565,110208.0
2020-07-04,108.049,109.992,104.966,105.565,110208.0
2020-07-05,108.049,109.992,104.966,105.565,110208.0
2020-07-06,108.127,109.451,105.353,107.595,122243.0
2020-07-07,105.063,106.556,102.666,103.236,152393.0
2020-07-08,102.927,107.247,101.206,106.522,184445.0
2020-07-09,104.725,105.742,96.751,98.336,309978.0
2020-07-10,99.447,107.75,98.046,106.6,255026.0
2020-07-11,99.447,107.75,98.046,106.6,255026.0
2020-07-12,99.447,107.75,98.046,106.6,255026.0
2020-07-13,109.045,110.185,104.193,106.213,291938.0
2020-07-14,103.748,109.915,103.748,108.146,155354.0
2020-07-15,111.751,115.733,111.026,114.835,245141.0
2020-07-16,111.722,114.395,109.751,111.896,217347.0
2020-07-17,111.065,111.906,108.765,109.548,208030.0
2020-07-18,111.065,111.906,108.765,109.548,208030.0
2020-07-19,111.065,111.906,108.765,109.548,208030.0
2020-07-20,108.958,109.789,105.638,106.561,191087.0
2020-07-21,108.001,111.539,107.885,109.374,133851.0
2020-07-22,108.929,110.504,108.054,109.383,99934.0
2020-07-23,108.436,113.878,107.218,109.953,152229.0
2020-07-24,109.586,111.152,108.388,109.78,137726.0
2020-07-25,109.586,111.152,108.388,109.78,137726.0
2020-07-26,109.586,111.152,108.388,109.78,137726.0
2020-07-27,109.528,112.08,108.542,109.673,125034.0
2020-07-28,109.122,113.559,109.122,111.162,157294.0
2020-07-29,111.51,112.843,109.586,110.949,263736.0
2020-07-30,106.638,109.596,101.564,107.759,272541.0
2020-07-31,106.31,108.436,104.976,108.281,161611.0
2020-08-01,106.31,108.436,104.976,108.281,161611.0
2020-08-02,106.31,108.436,104.976,108.281,161611.0
2020-08-03,107.692,108.359,105.024,107.643,210738.0
2020-08-04,108.484,110.591,107.798,110.031,217434.0
2020-08-05,111.142,112.998,108.968,111.423,196126.0
2020-08-06,112.138,117.174,110.944,114.061,229033.0
2020-08-07,113.568,116.748,112.65,114.206,140085.0
2020-08-08,113.568,116.748,112.65,114.206,140085.0
2020-08-09,113.568,116.748,112.65,114.206,140085.0
2020-08-10,114.767,119.851,114.651,115.24,288852.0
2020-08-11,121.233,123.93,117.492,117.869,378883.0
2020-08-12,119.687,121.204,113.568,115.878,184692.0
2020-08-13,115.279,117.679,113.762,114.11,166997.0
2020-08-14,113.723,115.395,111.311,114.438,109976.0
2020-08-15,113.723,115.395,111.311,114.438,109976.0
2020-08-16,113.723,115.395,111.311,114.438,109976.0
2020-08-17,113.684,113.684,110.64,112.486,164398.0
2020-08-18,113.356,113.636,111.877,113.162,116595.0
2020-08-19,113.375,117.425,112.138,112.911,126628.0
2020-08-20,111.152,113.423,109.461,113.046,135243.0
2020-08-21,112.621,114.119,110.785,111.761,133570.0
2020-08-22,112.621,114.119,110.785,111.761,133570.0
2020-08-23,112.621,114.119,110.785,111.761,133570.0
2020-08-24,112.882,120.629,112.196,120.044,281538.0
2020-08-25,121.687,121.687,117.976,119.474,213172.0
2020-08-26,119.59,120.199,116.787,118.594,146978.0
2020-08-27,121.204,128.946,120.798,127.148,260822.0
2020-08-28,128.308,131.111,127.438,128.54,340141.0
2020-08-29,128.308,131.111,127.438,128.54,340141.0
2020-08-30,128.308,131.111,127.438,128.54,340141.0
2020-08-31,127.796,129.719,124.249,124.297,228773.0
2020-09-01,122.432,126.771,120.334,124.249,142516.0
2020-09-02,124.258,128.54,122.75,128.124,278480.0
2020-09-03,128.936,132.608,125.07,127.235,301422.0
2020-09-04,130.347,130.821,124.49,129.178,249132.0
2020-09-05,130.347,130.821,124.49,129.178,249132.0
2020-09-06,130.347,130.821,124.49,129.178,249132.0
2020-09-07,130.347,130.821,124.49,129.178,249132.0
2020-09-08,128.124,134.581,127.593,130.038,315198.0
2020-09-09,128.985,130.647,126.336,129.362,282070.0
2020-09-10,130.502,133.745,129.777,129.826,128749.0
2020-09-11,129.043,130.715,124.51,128.627,361837.0
2020-09-12,129.043,130.715,124.51,128.627,361837.0
2020-09-13,129.043,130.715,124.51,128.627,361837.0
2020-09-14,130.077,132.078,128.617,131.855,132074.0
2020-09-15,133.982,136.524,130.705,133.837,130731.0
2020-09-16,133.721,140.023,132.232,137.452,185236.0
2020-09-17,135.528,137.81,133.344,133.875,141125.0
2020-09-18,134.552,135.05,129.507,130.0,372801.0
2020-09-19,134.552,135.05,129.507,130.0,372801.0
2020-09-20,134.552,135.05,129.507,130.0,372801.0
2020-09-21,125.66,126.732,121.301,122.113,144446.0
2020-09-22,121.9,124.036,121.426,122.634,89060.0
2020-09-23,123.601,126.356,121.146,121.281,108001.0
2020-09-24,120.924,121.368,116.166,117.434,172306.0
2020-09-25,116.661,119.696,116.661,119.619,115099.0
2020-09-26,116.661,119.696,116.661,119.619,115099.0
2020-09-27,116.661,119.696,116.661,119.619,115099.0
2020-09-28,121.861,126.752,121.397,122.857,188415.0
2020-09-29,121.31,121.849,116.197,117.038,187936.0
2020-09-30,120.363,121.91,115.695,115.791,263015.0
2020-10-01,117.938,117.938,113.936,114.226,286201.0
2020-10-02,111.152,120.537,109.866,115.646,445259.0
2020-10-03,111.152,120.537,109.866,115.646,445259.0
2020-10-04,111.152,120.537,109.866,115.646,445259.0
2020-10-05,117.406,118.836,113.317,113.723,234819.0
2020-10-06,115.617,116.149,108.939,108.958,346972.0
2020-10-07,111.925,112.843,110.181,112.437,286502.0
2020-10-08,113.684,118.295,113.578,117.705,276372.0
2020-10-09,117.637,120.46,114.612,120.247,203930.0
2020-10-10,117.637,120.46,114.612,120.247,203930.0
2020-10-11,117.637,120.46,114.612,120.247,203930.0
2020-10-12,123.727,124.481,122.151,123.669,230056.0
2020-10-13,120.025,124.461,118.227,123.311,186398.0
2020-10-14,123.91,125.697,122.605,124.655,135757.0
2020-10-15,122.557,126.008,121.252,125.93,137645.0
2020-10-16,125.292,128.202,124.384,125.737,129248.0
2020-10-17,125.292,128.202,124.384,125.737,129248.0
2020-10-18,125.292,128.202,124.384,125.737,129248.0
2020-10-19,125.843,129.507,124.974,128.124,102952.0
2020-10-20,130.26,132.58,128.598,129.922,132002.0
2020-10-21,129.922,130.676,127.458,128.047,116448.0
2020-10-22,129.748,137.104,129.748,136.321,167823.0
2020-10-23,136.475,137.712,135.199,137.519,131141.0
2020-10-24,136.475,137.712,135.199,137.519,131141.0
2020-10-25,136.475,137.712,135.199,137.519,131141.0
2020-10-26,135.422,136.765,130.425,131.459,156127.0
2020-10-27,131.904,132.333,126.588,127.863,166195.0
2020-10-28,122.934,123.514,115.274,119.754,231518.0
2020-10-29,127.129,135.238,121.823,132.967,243146.0
2020-10-30,130.135,133.16,126.046,130.251,203681.0
2020-10-31,130.135,133.16,126.046,130.251,203681.0
2020-11-01,130.135,133.16,126.046,130.251,203681.0
2020-11-02,132.329,132.329,125.041,126.984,166139.0
2020-11-03,128.917,131.101,126.732,129.197,126431.0
2020-11-04,127.931,132.329,126.858,128.066,106624.0
2020-11-05,128.888,134.716,128.888,134.291,98383.0
2020-11-06,134.339,134.803,131.092,133.353,91245.0
2020-11-07,134.339,134.803,131.092,133.353,91245.0
2020-11-08,134.339,134.803,131.092,133.353,91245.0
2020-11-09,154.647,169.135,143.753,148.025,429735.0
2020-11-10,147.861,152.975,146.067,148.789,153399.0
2020-11-11,148.557,150.519,143.754,145.657,134654.0
2020-11-12,142.4,146.643,137.104,140.979,156510.0
2020-11-13,143.048,150.287,140.139,149.543,131633.0
2020-11-14,143.048,150.287,140.139,149.543,131633.0
2020-11-15,143.048,150.287,140.139,149.543,131633.0
2020-11-16,154.646,160.194,151.452,156.686,200410.0
2020-11-17,153.68,156.806,148.886,154.182,127348.0
2020-11-18,156.589,158.512,151.428,151.573,155804.0
2020-11-19,152.153,154.608,149.137,153.022,114915.0
2020-11-20,154.927,154.927,147.919,149.756,125632.0
2020-11-21,154.927,154.927,147.919,149.756,125632.0
2020-11-22,154.927,154.927,147.919,149.756,125632.0
2020-11-23,150.191,160.098,150.191,159.556,155926.0
2020-11-24,162.379,166.167,160.948,165.52,211615.0
2020-11-25,165.269,167.666,160.542,166.602,97794.0
2020-11-26,165.269,167.666,160.542,166.602,97794.0
2020-11-27,165.955,172.295,165.955,171.744,176321.0
2020-11-28,165.955,172.295,165.955,171.744,176321.0
2020-11-29,165.955,172.295,165.955,171.744,176321.0
2020-11-30,172.228,172.914,163.538,164.495,146639.0
2020-12-01,167.917,168.366,163.699,166.815,90166.0
2020-12-02,164.447,170.295,163.654,168.303,102800.0
2020-12-03,170.121,175.9,169.782,174.625,152244.0
2020-12-04,177.684,180.085,171.317,174.586,146004.0
2020-12-05,177.684,180.085,171.317,174.586,146004.0
2020-12-06,177.684,180.085,171.317,174.586,146004.0
2020-12-07,173.668,175.659,172.121,173.059,127372.0
2020-12-08,171.793,175.562,171.077,174.286,119808.0
2020-12-09,176.123,178.085,170.778,171.996,208274.0
2020-12-10,169.686,175.002,168.811,171.851,182700.0
2020-12-11,166.544,169.657,164.747,168.864,303030.0
2020-12-12,166.544,169.657,164.747,168.864,303030.0
2020-12-13,166.544,169.657,164.747,168.864,303030.0
2020-12-14,172.276,172.382,166.486,166.66,184545.0
2020-12-15,169.125,169.318,165.974,168.342,172851.0
2020-12-16,167.907,170.497,166.37,168.535,206373.0
2020-12-17,169.289,170.111,166.999,170.111,142559.0
2020-12-18,173.503,173.503,167.579,169.26,479619.0
2020-12-19,173.503,173.503,167.579,169.26,479619.0
2020-12-20,173.503,173.503,167.579,169.26,479619.0
2020-12-21,165.752,169.014,164.582,168.39,293440.0
2020-12-22,169.202,171.483,167.869,169.299,187978.0
2020-12-23,169.637,176.79,169.637,173.387,147450.0
2020-12-24,175.002,175.543,172.121,173.233,69449.0
2020-12-25,175.002,175.543,172.121,173.233,69449.0
2020-12-26,175.002,175.543,172.121,173.233,69449.0
2020-12-27,175.002,175.543,172.121,173.233,69449.0
2020-12-28,175.91,178.529,174.228,174.857,192191.0
2020-12-29,175.862,176.509,171.483,175.137,195824.0
2020-12-30,176.181,180.714,175.697,179.767,192281.0
2020-12-31,179.399,184.135,176.838,182.908,161760.0
2021-01-01,179.399,184.135,176.838,182.908,161760.0
2021-01-02,179.399,184.135,176.838,182.908,161760.0
2021-01-03,179.399,184.135,176.838,182.908,161760.0
2021-01-04,182.454,184.3,168.018,168.893,137306.0
2021-01-05,167.124,175.562,167.124,173.745,108520.0
2021-01-06,175.61,183.836,169.144,182.212,157544.0
2021-01-07,182.618,185.986,180.83,184.155,102667.0
2021-01-08,182.782,183.609,177.234,180.665,123718.0
2021-01-09,182.782,183.609,177.234,180.665,123718.0
2021-01-10,182.782,183.609,177.234,180.665,123718.0
2021-01-11,180.105,183.13,178.162,179.477,123153.0
2021-01-12,180.965,183.227,178.974,181.129,89110.0
2021-01-13,180.211,181.516,176.132,181.4,121989.0
2021-01-14,183.536,190.529,183.149,189.548,166818.0
2021-01-15,186.271,186.31,179.24,179.68,143871.0
2021-01-16,186.271,186.31,179.24,179.68,143871.0
2021-01-17,186.271,186.31,179.24,179.68,143871.0
2021-01-18,186.271,186.31,179.24,179.68,143871.0
2021-01-19,181.448,184.164,175.466,178.955,161187.0
2021-01-20,180.26,185.397,180.26,184.909,90082.0
2021-01-21,184.541,185.276,179.872,183.884,112272.0
2021-01-22,180.414,185.827,178.81,185.015,85200.0
2021-01-23,180.414,185.827,178.81,185.015,85200.0
2021-01-24,180.414,185.827,178.81,185.015,85200.0
2021-01-25,183.526,183.526,177.853,182.328,85918.0
2021-01-26,184.493,186.291,181.342,181.69,67626.0
2021-01-27,177.882,180.264,170.613,173.01,138983.0
2021-01-28,177.553,183.71,177.553,181.535,120548.0
2021-01-29,180.492,180.492,172.682,175.417,82307.0
2021-01-30,180.492,180.492,172.682,175.417,82307.0
2021-01-31,180.492,180.492,172.682,175.417,82307.0
2021-02-01,177.08,179.341,172.706,177.766,80877.0
2021-02-02,181.429,183.381,176.867,181.419,59666.0
2021-02-03,182.318,187.132,181.207,186.89,130360.0
2021-02-04,193.115,213.847,193.115,212.039,315710.0
2021-02-05,208.879,213.779,202.78,206.346,276084.0
2021-02-06,208.879,213.779,202.78,206.346,276084.0
2021-02-07,208.879,213.779,202.78,206.346,276084.0
2021-02-08,207.506,207.506,202.722,205.206,197861.0
2021-02-09,203.727,209.71,202.983,204.423,131500.0
2021-02-10,203.843,209.845,201.958,209.053,106796.0
2021-02-11,206.25,208.395,203.495,208.222,110801.0
2021-02-12,208.125,209.894,205.312,207.574,84670.0
2021-02-13,208.125,209.894,205.312,207.574,84670.0
2021-02-14,208.125,209.894,205.312,207.574,84670.0
2021-02-15,208.125,209.894,205.312,207.574,84670.0
2021-02-16,208.106,210.155,202.509,208.241,105356.0
2021-02-17,206.114,216.485,205.656,216.195,96320.0
2021-02-18,215.538,222.207,213.267,221.801,144430.0
2021-02-19,222.004,235.807,221.047,234.637,189509.0
2021-02-20,222.004,235.807,221.047,234.637,189509.0
2021-02-21,222.004,235.807,221.047,234.637,189509.0
2021-02-22,234.27,248.401,231.464,239.16,203197.0
2021-02-23,244.293,244.293,230.481,236.415,188207.0
2021-02-24,238.223,251.29,235.579,248.372,202294.0
2021-02-25,251.242,251.3,236.319,240.388,107924.0
2021-02-26,241.528,247.792,235.372,243.751,95852.0
2021-02-27,241.528,247.792,235.372,243.751,95852.0
2021-02-28,241.528,247.792,235.372,243.751,95852.0
2021-03-01,248.874,250.305,240.253,243.751,151808.0
2021-03-02,242.476,245.095,236.831,243.751,124638.0
2021-03-03,246.12,253.532,241.036,242.176,206450.0
2021-03-04,241.886,243.616,224.914,235.865,173256.0
2021-03-05,239.373,239.373,221.608,235.903,178560.0
2021-03-06,239.373,239.373,221.608,235.903,178560.0
2021-03-07,239.373,239.373,221.608,235.903,178560.0
2021-03-08,241.625,254.074,238.61,249.531,211656.0
2021-03-09,250.981,251.677,242.611,249.57,180275.0
2021-03-10,249.251,253.195,234.589,242.582,172589.0
2021-03-11,245.617,247.695,238.6,242.727,198317.0
2021-03-12,241.944,247.724,241.944,245.221,291985.0
2021-03-13,241.944,247.724,241.944,245.221,291985.0
2021-03-14,241.944,247.724,241.944,245.221,291985.0
2021-03-15,250.082,261.246,245.544,259.815,273973.0
2021-03-16,262.212,262.212,246.97,248.372,187028.0
2021-03-17,247.395,255.969,243.914,253.842,172221.0
2021-03-18,253.214,257.167,244.525,247.13,183840.0
2021-03-19,245.714,251.977,238.658,249.116,267462.0
2021-03-20,245.714,251.977,238.658,249.116,267462.0
2021-03-21,245.714,251.977,238.658,249.116,267462.0
2021-03-22,246.757,246.757,237.986,239.663,163847.0
2021-03-23,236.802,243.471,231.969,233.41,226009.0
2021-03-24,238.793,241.171,226.837,226.847,185984.0
2021-03-25,225.349,240.456,222.691,238.745,195108.0
2021-03-26,243.5,244.389,233.912,242.089,159824.0
2021-03-27,243.5,244.389,233.912,242.089,159824.0
2021-03-28,243.5,244.389,233.912,242.089,159824.0
2021-03-29,242.06,245.056,229.05,233.129,219193.0
2021-03-30,235.323,240.697,234.922,239.296,126693.0
2021-03-31,237.479,239.074,232.53,235.894,185550.0
2021-04-01,237.324,240.127,232.569,236.56,107311.0
2021-04-02,237.324,240.127,232.569,236.56,107311.0
2021-04-03,237.324,240.127,232.569,236.56,107311.0
2021-04-04,237.324,240.127,232.569,236.56,107311.0
2021-04-05,240.456,245.501,238.482,241.741,173229.0
2021-04-06,240.369,247.202,240.369,243.5,95363.0
2021-04-07,244.041,245.327,239.692,242.147,101243.0
2021-04-08,241.828,245.153,234.879,242.611,118699.0
2021-04-09,241.644,245.105,237.068,244.36,101341.0
2021-04-10,241.644,245.105,237.068,244.36,101341.0
2021-04-11,241.644,245.105,237.068,244.36,101341.0
2021-04-12,245.588,245.588,238.262,240.958,95429.0
2021-04-13,238.996,240.572,230.892,240.001,134449.0
2021-04-14,243.394,246.438,239.885,240.427,91009.0
2021-04-15,243.906,243.906,238.252,240.91,52002.0
2021-04-16,241.055,241.451,235.633,235.913,67116.0
2021-04-17,241.055,241.451,235.633,235.913,67116.0
2021-04-18,241.055,241.451,235.633,235.913,67116.0
2021-04-19,235.681,236.86,232.163,235.265,57222.0
2021-04-20,232.888,232.888,220.294,223.725,142015.0
2021-04-21,222.604,231.467,220.663,231.438,101617.0
2021-04-22,232.868,234.85,223.725,224.943,113814.0
2021-04-23,227.137,235.227,225.629,232.752,97825.0
2021-04-24,227.137,235.227,225.629,232.752,97825.0
2021-04-25,227.137,235.227,225.629,232.752,97825.0
2021-04-26,235.845,237.759,230.433,232.54,116921.0
2021-04-27,233.989,233.989,228.78,231.38,67484.0
2021-04-28,230.539,232.878,225.648,227.204,87880.0
2021-04-29,227.939,229.125,225.213,227.649,69818.0
2021-04-30,225.436,230.036,225.436,227.842,94748.0
2021-05-01,225.436,230.036,225.436,227.842,94748.0
2021-05-02,225.436,230.036,225.436,227.842,94748.0
2021-05-03,230.239,230.239,223.174,227.784,158748.0
2021-05-04,226.267,226.267,219.279,222.652,151403.0
2021-05-05,235.826,236.241,224.769,226.17,257362.0
2021-05-06,209.729,213.605,209.169,213.605,944358.0
2021-05-07,215.461,218.438,211.575,217.22,914081.0
2021-05-08,215.461,218.438,211.575,217.22,914081.0
2021-05-09,215.461,218.438,211.575,217.22,914081.0
2021-05-10,216.292,218.438,211.73,212.146,295836.0
2021-05-11,208.956,217.471,204.404,216.63,312327.0
2021-05-12,214.011,217.413,206.114,207.042,134515.0
2021-05-13,209.275,216.495,209.275,215.374,209509.0
2021-05-14,219.027,227.214,216.814,221.531,235987.0
2021-05-15,219.027,227.214,216.814,221.531,235987.0
2021-05-16,219.027,227.214,216.814,221.531,235987.0
2021-05-17,218.621,222.758,217.703,221.656,119777.0
2021-05-18,222.304,223.271,214.726,214.978,165275.0
2021-05-19,210.831,215.635,208.057,213.721,163759.0
2021-05-20,213.441,214.398,207.932,211.508,177918.0
2021-05-21,212.639,214.523,206.172,209.468,267364.0
2021-05-22,212.639,214.523,206.172,209.468,267364.0
2021-05-23,212.639,214.523,206.172,209.468,267364.0
2021-05-24,210.908,217.268,209.333,214.272,175192.0
2021-05-25,216.592,220.284,211.662,212.552,173034.0
2021-05-26,213.296,217.906,212.619,217.433,142292.0
2021-05-27,219.888,219.888,214.378,217.684,157743.0
2021-05-28,218.438,219.888,213.277,214.05,99408.0
2021-05-29,218.438,219.888,213.277,214.05,99408.0
2021-05-30,218.438,219.888,213.277,214.05,99408.0
2021-05-31,218.438,219.888,213.277,214.05,99408.0
2021-06-01,217.81,222.314,217.626,220.584,220540.0
2021-06-02,222.604,222.932,213.528,214.233,183531.0
2021-06-03,212.387,212.411,206.221,208.792,126119.0
2021-06-04,208.975,211.498,207.487,209.884,109514.0
2021-06-05,208.975,211.498,207.487,209.884,109514.0
2021-06-06,208.975,211.498,207.487,209.884,109514.0
2021-06-07,210.58,211.223,208.125,208.695,154396.0
2021-06-08,209.845,213.325,207.033,210.889,165288.0
2021-06-09,212.474,213.885,206.366,207.361,140459.0
2021-06-10,208.85,209.739,199.3,199.948,260252.0
2021-06-11,199.851,206.163,199.851,203.969,448907.0
2021-06-12,199.851,206.163,199.851,203.969,448907.0
2021-06-13,199.851,206.163,199.851,203.969,448907.0
2021-06-14,204.094,204.665,198.484,200.364,181469.0
2021-06-15,200.103,200.483,194.274,195.724,271745.0
2021-06-16,195.376,198.933,193.082,195.743,304688.0
2021-06-17,196.584,198.172,191.128,193.897,201546.0
2021-06-18,191.578,193.773,186.503,188.33,345504.0
2021-06-19,191.578,193.773,186.503,188.33,345504.0
2021-06-20,191.578,193.773,186.503,188.33,345504.0
2021-06-21,189.79,196.575,189.49,196.188,210259.0
2021-06-22,195.937,195.937,190.205,192.97,201489.0
2021-06-23,193.656,194.999,189.78,191.433,185312.0
2021-06-24,192.796,193.173,188.267,190.93,184496.0
2021-06-25,190.727,190.727,182.048,183.903,886001.0
2021-06-26,190.727,190.727,182.048,183.903,886001.0
2021-06-27,190.727,190.727,182.048,183.903,886001.0
2021-06-28,184.406,185.44,180.83,184.754,277311.0
2021-06-29,185.112,187.074,183.227,184.126,153659.0
2021-06-30,184.619,189.2,184.619,187.509,166860.0
2021-07-01,188.446,192.167,188.446,190.92,198049.0
2021-07-02,193.617,193.897,188.475,188.601,134384.0
2021-07-03,193.617,193.897,188.475,188.601,134384.0
2021-07-04,193.617,193.897,188.475,188.601,134384.0
2021-07-05,193.617,193.897,188.475,188.601,134384.0
2021-07-06,189.277,189.277,184.01,184.88,106889.0
2021-07-07,183.005,184.822,178.993,182.995,164990.0
2021-07-08,178.529,185.276,177.089,182.386,147053.0
2021-07-09,186.397,187.571,185.121,186.088,91981.0
2021-07-10,186.397,187.571,185.121,186.088,91981.0
2021-07-11,186.397,187.571,185.121,186.088,91981.0
2021-07-12,184.938,186.987,183.555,186.774,87139.0
2021-07-13,186.223,186.223,181.758,182.918,245668.0
2021-07-14,185.411,189.268,178.52,180.192,380847.0
2021-07-15,179.805,183.517,177.292,181.729,152606.0
2021-07-16,183.555,185.317,175.128,176.161,181679.0
2021-07-17,183.555,185.317,175.128,176.161,181679.0
2021-07-18,183.555,185.317,175.128,176.161,181679.0
2021-07-19,170.71,173.568,165.79,169.086,201645.0
2021-07-20,170.237,183.14,169.212,182.144,293775.0
2021-07-21,184.657,190.833,184.338,189.79,289523.0
2021-07-22,187.847,188.9,183.952,184.512,134550.0
2021-07-23,186.745,188.446,182.318,183.169,166648.0
2021-07-24,186.745,188.446,182.318,183.169,166648.0
2021-07-25,186.745,188.446,182.318,183.169,166648.0
2021-07-26,183.855,187.982,183.043,187.605,226890.0
2021-07-27,186.001,186.271,180.743,185.914,129183.0
2021-07-28,188.581,190.36,181.709,185.489,159218.0
2021-07-29,192.37,194.535,187.035,189.664,229934.0
2021-07-30,188.32,192.187,181.526,183.758,166385.0
2021-07-31,188.32,192.187,181.526,183.758,166385.0
2021-08-01,188.32,192.187,181.526,183.758,166385.0
2021-08-02,184.996,190.418,181.956,182.318,133407.0
2021-08-03,182.318,182.744,177.64,182.376,170305.0
2021-08-04,179.419,181.729,176.616,179.013,147122.0
2021-08-05,179.709,186.006,179.386,185.836,98496.0
2021-08-06,188.118,189.712,181.99,185.382,122367.0
2021-08-07,188.118,189.712,181.99,185.382,122367.0
2021-08-08,188.118,189.712,181.99,185.382,122367.0
2021-08-09,183.7,184.305,178.152,183.169,111122.0
2021-08-10,184.329,190.703,183.642,188.224,144195.0
2021-08-11,187.953,192.138,183.923,191.703,117693.0
2021-08-12,190.573,190.573,185.257,189.567,84619.0
2021-08-13,188.765,188.765,184.097,185.363,87093.0
2021-08-14,188.765,188.765,184.097,185.363,87093.0
2021-08-15,188.765,188.765,184.097,185.363,87093.0
2021-08-16,184.193,188.282,181.859,185.411,118921.0
2021-08-17,182.077,182.077,175.939,181.352,244160.0
2021-08-18,180.607,183.024,179.042,179.931,106266.0
2021-08-19,178.317,179.214,166.39,171.406,253675.0
2021-08-20,171.899,174.779,170.7,171.764,138001.0
2021-08-21,171.899,174.779,170.7,171.764,138001.0
2021-08-22,171.899,174.779,170.7,171.764,138001.0
2021-08-23,173.6,178.848,173.6,178.336,122665.0
2021-08-24,180.105,181.84,177.761,180.434,159845.0
2021-08-25,181.071,183.633,178.858,183.13,103812.0
2021-08-26,181.912,183.642,177.974,179.438,101750.0
2021-08-27,180.144,186.242,180.144,184.783,111713.0
2021-08-28,180.144,186.242,180.144,184.783,111713.0
2021-08-29,180.144,186.242,180.144,184.783,111713.0
2021-08-30,186.407,186.407,178.017,182.212,147608.0
2021-08-31,182.84,186.731,182.125,186.001,132243.0
2021-09-01,187.634,188.871,184.706,186.909,104938.0
2021-09-02,187.199,189.132,184.208,186.861,87029.0
2021-09-03,186.146,186.735,183.13,185.585,112482.0
2021-09-04,186.146,186.735,183.13,185.585,112482.0
2021-09-05,186.146,186.735,183.13,185.585,112482.0
2021-09-06,186.146,186.735,183.13,185.585,112482.0
2021-09-07,185.121,188.118,184.387,187.518,107066.0
2021-09-08,187.025,189.886,184.812,186.3,148748.0
2021-09-09,185.121,194.825,185.058,189.152,163810.0
2021-09-10,190.341,190.341,181.941,182.405,213325.0
2021-09-11,190.341,190.341,181.941,182.405,213325.0
2021-09-12,190.341,190.341,181.941,182.405,213325.0
2021-09-13,184.88,188.697,180.008,187.953,197316.0
2021-09-14,187.953,187.953,183.952,185.112,146686.0
2021-09-15,184.454,187.422,182.231,186.958,141265.0
2021-09-16,185.537,191.036,185.353,188.997,172892.0
2021-09-17,190.969,193.878,187.08,189.577,271560.0
2021-09-18,190.969,193.878,187.08,189.577,271560.0
2021-09-19,190.969,193.878,187.08,189.577,271560.0
