,MAXR US Equity,MAXR US Equity,MAXR US Equity,MAXR US Equity,MAXR US Equity
2023-08-08,52.98,52.99,52.98,52.99,3111722.0
2023-08-09,52.98,52.99,52.98,52.99,3111722.0
2023-08-10,52.98,52.99,52.98,52.99,3111722.0
2023-08-11,52.98,52.99,52.98,52.99,3111722.0
2023-08-12,52.98,52.99,52.98,52.99,3111722.0
2023-08-13,52.98,52.99,52.98,52.99,3111722.0
2023-08-14,52.98,52.99,52.98,52.99,3111722.0
2023-08-15,52.98,52.99,52.98,52.99,3111722.0
2023-08-16,52.98,52.99,52.98,52.99,3111722.0
2023-08-17,52.98,52.99,52.98,52.99,3111722.0
2023-08-18,52.98,52.99,52.98,52.99,3111722.0
2023-08-19,52.98,52.99,52.98,52.99,3111722.0
2023-08-20,52.98,52.99,52.98,52.99,3111722.0
2023-08-21,52.98,52.99,52.98,52.99,3111722.0
2023-08-22,52.98,52.99,52.98,52.99,3111722.0
2023-08-23,52.98,52.99,52.98,52.99,3111722.0
2023-08-24,52.98,52.99,52.98,52.99,3111722.0
2023-08-25,52.98,52.99,52.98,52.99,3111722.0
2023-08-26,52.98,52.99,52.98,52.99,3111722.0
2023-08-27,52.98,52.99,52.98,52.99,3111722.0
2023-08-28,52.98,52.99,52.98,52.99,3111722.0
2023-08-29,52.98,52.99,52.98,52.99,3111722.0
2023-08-30,52.98,52.99,52.98,52.99,3111722.0
2023-08-31,52.98,52.99,52.98,52.99,3111722.0
2023-09-01,52.98,52.99,52.98,52.99,3111722.0
2023-09-02,52.98,52.99,52.98,52.99,3111722.0
2023-09-03,52.98,52.99,52.98,52.99,3111722.0
2023-09-04,52.98,52.99,52.98,52.99,3111722.0
2023-09-05,52.98,52.99,52.98,52.99,3111722.0
2023-09-06,52.98,52.99,52.98,52.99,3111722.0
2023-09-07,52.98,52.99,52.98,52.99,3111722.0
2023-09-08,52.98,52.99,52.98,52.99,3111722.0
2023-09-09,52.98,52.99,52.98,52.99,3111722.0
2023-09-10,52.98,52.99,52.98,52.99,3111722.0
2023-09-11,52.98,52.99,52.98,52.99,3111722.0
2023-09-12,52.98,52.99,52.98,52.99,3111722.0
2023-09-13,52.98,52.99,52.98,52.99,3111722.0
2023-09-14,52.98,52.99,52.98,52.99,3111722.0
2023-09-15,52.98,52.99,52.98,52.99,3111722.0
2023-09-16,52.98,52.99,52.98,52.99,3111722.0
2023-09-17,52.98,52.99,52.98,52.99,3111722.0
2023-09-18,52.98,52.99,52.98,52.99,3111722.0
2023-09-19,52.98,52.99,52.98,52.99,3111722.0
2023-09-20,52.98,52.99,52.98,52.99,3111722.0
2023-09-21,52.98,52.99,52.98,52.99,3111722.0
2023-09-22,52.98,52.99,52.98,52.99,3111722.0
2023-09-23,52.98,52.99,52.98,52.99,3111722.0
2023-09-24,52.98,52.99,52.98,52.99,3111722.0
2023-09-25,52.98,52.99,52.98,52.99,3111722.0
2023-09-26,52.98,52.99,52.98,52.99,3111722.0
2023-09-27,52.98,52.99,52.98,52.99,3111722.0
2023-09-28,52.98,52.99,52.98,52.99,3111722.0
2023-09-29,52.98,52.99,52.98,52.99,3111722.0
2023-09-30,52.98,52.99,52.98,52.99,3111722.0
2023-10-01,52.98,52.99,52.98,52.99,3111722.0
2023-10-02,52.98,52.99,52.98,52.99,3111722.0
2023-10-03,52.98,52.99,52.98,52.99,3111722.0
2023-10-04,52.98,52.99,52.98,52.99,3111722.0
2023-10-05,52.98,52.99,52.98,52.99,3111722.0
2023-10-06,52.98,52.99,52.98,52.99,3111722.0
2023-10-07,52.98,52.99,52.98,52.99,3111722.0
2023-10-08,52.98,52.99,52.98,52.99,3111722.0
2023-10-09,52.98,52.99,52.98,52.99,3111722.0
2023-10-10,52.98,52.99,52.98,52.99,3111722.0
2023-10-11,52.98,52.99,52.98,52.99,3111722.0
2023-10-12,52.98,52.99,52.98,52.99,3111722.0
2023-10-13,52.98,52.99,52.98,52.99,3111722.0
2023-10-14,52.98,52.99,52.98,52.99,3111722.0
2023-10-15,52.98,52.99,52.98,52.99,3111722.0
2023-10-16,52.98,52.99,52.98,52.99,3111722.0
2023-10-17,52.98,52.99,52.98,52.99,3111722.0
2023-10-18,52.98,52.99,52.98,52.99,3111722.0
2023-10-19,52.98,52.99,52.98,52.99,3111722.0
2023-10-20,52.98,52.99,52.98,52.99,3111722.0
2023-10-21,52.98,52.99,52.98,52.99,3111722.0
2023-10-22,52.98,52.99,52.98,52.99,3111722.0
2023-10-23,52.98,52.99,52.98,52.99,3111722.0
2023-10-24,52.98,52.99,52.98,52.99,3111722.0
2023-10-25,52.98,52.99,52.98,52.99,3111722.0
2023-10-26,52.98,52.99,52.98,52.99,3111722.0
2023-10-27,52.98,52.99,52.98,52.99,3111722.0
2023-10-28,52.98,52.99,52.98,52.99,3111722.0
2023-10-29,52.98,52.99,52.98,52.99,3111722.0
2023-10-30,52.98,52.99,52.98,52.99,3111722.0
2023-10-31,52.98,52.99,52.98,52.99,3111722.0
2023-11-01,52.98,52.99,52.98,52.99,3111722.0
2023-11-02,52.98,52.99,52.98,52.99,3111722.0
2023-11-03,52.98,52.99,52.98,52.99,3111722.0
2023-11-04,52.98,52.99,52.98,52.99,3111722.0
2023-11-05,52.98,52.99,52.98,52.99,3111722.0
2023-11-06,52.98,52.99,52.98,52.99,3111722.0
2023-11-07,52.98,52.99,52.98,52.99,3111722.0
2023-11-08,52.98,52.99,52.98,52.99,3111722.0
2023-11-09,52.98,52.99,52.98,52.99,3111722.0
2023-11-10,52.98,52.99,52.98,52.99,3111722.0
2023-11-11,52.98,52.99,52.98,52.99,3111722.0
2023-11-12,52.98,52.99,52.98,52.99,3111722.0
2023-11-13,52.98,52.99,52.98,52.99,3111722.0
2023-11-14,52.98,52.99,52.98,52.99,3111722.0
2023-11-15,52.98,52.99,52.98,52.99,3111722.0
2023-11-16,52.98,52.99,52.98,52.99,3111722.0
2023-11-17,52.98,52.99,52.98,52.99,3111722.0
2023-11-18,52.98,52.99,52.98,52.99,3111722.0
2023-11-19,52.98,52.99,52.98,52.99,3111722.0
2023-11-20,52.98,52.99,52.98,52.99,3111722.0
2023-11-21,52.98,52.99,52.98,52.99,3111722.0
2023-11-22,52.98,52.99,52.98,52.99,3111722.0
2023-11-23,52.98,52.99,52.98,52.99,3111722.0
2023-11-24,52.98,52.99,52.98,52.99,3111722.0
2023-11-25,52.98,52.99,52.98,52.99,3111722.0
2023-11-26,52.98,52.99,52.98,52.99,3111722.0
2023-11-27,52.98,52.99,52.98,52.99,3111722.0
2023-11-28,52.98,52.99,52.98,52.99,3111722.0
2023-11-29,52.98,52.99,52.98,52.99,3111722.0
2023-11-30,52.98,52.99,52.98,52.99,3111722.0
2023-12-01,52.98,52.99,52.98,52.99,3111722.0
2023-12-02,52.98,52.99,52.98,52.99,3111722.0
2023-12-03,52.98,52.99,52.98,52.99,3111722.0
2023-12-04,52.98,52.99,52.98,52.99,3111722.0
2023-12-05,52.98,52.99,52.98,52.99,3111722.0
2023-12-06,52.98,52.99,52.98,52.99,3111722.0
2023-12-07,52.98,52.99,52.98,52.99,3111722.0
2023-12-08,52.98,52.99,52.98,52.99,3111722.0
2023-12-09,52.98,52.99,52.98,52.99,3111722.0
2023-12-10,52.98,52.99,52.98,52.99,3111722.0
2023-12-11,52.98,52.99,52.98,52.99,3111722.0
2023-12-12,52.98,52.99,52.98,52.99,3111722.0
2023-12-13,52.98,52.99,52.98,52.99,3111722.0
2023-12-14,52.98,52.99,52.98,52.99,3111722.0
2023-12-15,52.98,52.99,52.98,52.99,3111722.0
2023-12-16,52.98,52.99,52.98,52.99,3111722.0
2023-12-17,52.98,52.99,52.98,52.99,3111722.0
2023-12-18,52.98,52.99,52.98,52.99,3111722.0
2023-12-19,52.98,52.99,52.98,52.99,3111722.0
2023-12-20,52.98,52.99,52.98,52.99,3111722.0
2023-12-21,52.98,52.99,52.98,52.99,3111722.0
2023-12-22,52.98,52.99,52.98,52.99,3111722.0
2023-12-23,52.98,52.99,52.98,52.99,3111722.0
2023-12-24,52.98,52.99,52.98,52.99,3111722.0
2023-12-25,52.98,52.99,52.98,52.99,3111722.0
2023-12-26,52.98,52.99,52.98,52.99,3111722.0
2023-12-27,52.98,52.99,52.98,52.99,3111722.0
2023-12-28,52.98,52.99,52.98,52.99,3111722.0
2023-12-29,52.98,52.99,52.98,52.99,3111722.0
2023-12-30,52.98,52.99,52.98,52.99,3111722.0
2023-12-31,52.98,52.99,52.98,52.99,3111722.0
2024-01-01,52.98,52.99,52.98,52.99,3111722.0
2024-01-02,52.98,52.99,52.98,52.99,3111722.0
2024-01-03,52.98,52.99,52.98,52.99,3111722.0
2024-01-04,52.98,52.99,52.98,52.99,3111722.0
2024-01-05,52.98,52.99,52.98,52.99,3111722.0
2024-01-06,52.98,52.99,52.98,52.99,3111722.0
2024-01-07,52.98,52.99,52.98,52.99,3111722.0
2024-01-08,52.98,52.99,52.98,52.99,3111722.0
2024-01-09,52.98,52.99,52.98,52.99,3111722.0
2024-01-10,52.98,52.99,52.98,52.99,3111722.0
2024-01-11,52.98,52.99,52.98,52.99,3111722.0
2024-01-12,52.98,52.99,52.98,52.99,3111722.0
2024-01-13,52.98,52.99,52.98,52.99,3111722.0
2024-01-14,52.98,52.99,52.98,52.99,3111722.0
2024-01-15,52.98,52.99,52.98,52.99,3111722.0
2024-01-16,52.98,52.99,52.98,52.99,3111722.0
2024-01-17,52.98,52.99,52.98,52.99,3111722.0
2024-01-18,52.98,52.99,52.98,52.99,3111722.0
2024-01-19,52.98,52.99,52.98,52.99,3111722.0
2024-01-20,52.98,52.99,52.98,52.99,3111722.0
2024-01-21,52.98,52.99,52.98,52.99,3111722.0
2024-01-22,52.98,52.99,52.98,52.99,3111722.0
2024-01-23,52.98,52.99,52.98,52.99,3111722.0
2024-01-24,52.98,52.99,52.98,52.99,3111722.0
2024-01-25,52.98,52.99,52.98,52.99,3111722.0
2024-01-26,52.98,52.99,52.98,52.99,3111722.0
2024-01-27,52.98,52.99,52.98,52.99,3111722.0
2024-01-28,52.98,52.99,52.98,52.99,3111722.0
2024-01-29,52.98,52.99,52.98,52.99,3111722.0
2024-01-30,52.98,52.99,52.98,52.99,3111722.0
2024-01-31,52.98,52.99,52.98,52.99,3111722.0
2024-02-01,52.98,52.99,52.98,52.99,3111722.0
2024-02-02,52.98,52.99,52.98,52.99,3111722.0
2024-02-03,52.98,52.99,52.98,52.99,3111722.0
2024-02-04,52.98,52.99,52.98,52.99,3111722.0
2024-02-05,52.98,52.99,52.98,52.99,3111722.0
2024-02-06,52.98,52.99,52.98,52.99,3111722.0
2024-02-07,52.98,52.99,52.98,52.99,3111722.0
2024-02-08,52.98,52.99,52.98,52.99,3111722.0
2024-02-09,52.98,52.99,52.98,52.99,3111722.0
2024-02-10,52.98,52.99,52.98,52.99,3111722.0
2024-02-11,52.98,52.99,52.98,52.99,3111722.0
2024-02-12,52.98,52.99,52.98,52.99,3111722.0
2024-02-13,52.98,52.99,52.98,52.99,3111722.0
2024-02-14,52.98,52.99,52.98,52.99,3111722.0
2024-02-15,52.98,52.99,52.98,52.99,3111722.0
2024-02-16,52.98,52.99,52.98,52.99,3111722.0
2024-02-17,52.98,52.99,52.98,52.99,3111722.0
2024-02-18,52.98,52.99,52.98,52.99,3111722.0
2024-02-19,52.98,52.99,52.98,52.99,3111722.0
2024-02-20,52.98,52.99,52.98,52.99,3111722.0
2024-02-21,52.98,52.99,52.98,52.99,3111722.0
2024-02-22,52.98,52.99,52.98,52.99,3111722.0
2024-02-23,52.98,52.99,52.98,52.99,3111722.0
2024-02-24,52.98,52.99,52.98,52.99,3111722.0
2024-02-25,52.98,52.99,52.98,52.99,3111722.0
2024-02-26,52.98,52.99,52.98,52.99,3111722.0
2024-02-27,52.98,52.99,52.98,52.99,3111722.0
2024-02-28,52.98,52.99,52.98,52.99,3111722.0
2024-02-29,52.98,52.99,52.98,52.99,3111722.0
2024-03-01,52.98,52.99,52.98,52.99,3111722.0
2024-03-02,52.98,52.99,52.98,52.99,3111722.0
2024-03-03,52.98,52.99,52.98,52.99,3111722.0
2024-03-04,52.98,52.99,52.98,52.99,3111722.0
2024-03-05,52.98,52.99,52.98,52.99,3111722.0
2024-03-06,52.98,52.99,52.98,52.99,3111722.0
2024-03-07,52.98,52.99,52.98,52.99,3111722.0
2024-03-08,52.98,52.99,52.98,52.99,3111722.0
2024-03-09,52.98,52.99,52.98,52.99,3111722.0
2024-03-10,52.98,52.99,52.98,52.99,3111722.0
2024-03-11,52.98,52.99,52.98,52.99,3111722.0
2024-03-12,52.98,52.99,52.98,52.99,3111722.0
2024-03-13,52.98,52.99,52.98,52.99,3111722.0
2024-03-14,52.98,52.99,52.98,52.99,3111722.0
2024-03-15,52.98,52.99,52.98,52.99,3111722.0
2024-03-16,52.98,52.99,52.98,52.99,3111722.0
2024-03-17,52.98,52.99,52.98,52.99,3111722.0
2024-03-18,52.98,52.99,52.98,52.99,3111722.0
2024-03-19,52.98,52.99,52.98,52.99,3111722.0
2024-03-20,52.98,52.99,52.98,52.99,3111722.0
2024-03-21,52.98,52.99,52.98,52.99,3111722.0
2024-03-22,52.98,52.99,52.98,52.99,3111722.0
2024-03-23,52.98,52.99,52.98,52.99,3111722.0
2024-03-24,52.98,52.99,52.98,52.99,3111722.0
2024-03-25,52.98,52.99,52.98,52.99,3111722.0
2024-03-26,52.98,52.99,52.98,52.99,3111722.0
2024-03-27,52.98,52.99,52.98,52.99,3111722.0
2024-03-28,52.98,52.99,52.98,52.99,3111722.0
2024-03-29,52.98,52.99,52.98,52.99,3111722.0
2024-03-30,52.98,52.99,52.98,52.99,3111722.0
2024-03-31,52.98,52.99,52.98,52.99,3111722.0
2024-04-01,52.98,52.99,52.98,52.99,3111722.0
2024-04-02,52.98,52.99,52.98,52.99,3111722.0
2024-04-03,52.98,52.99,52.98,52.99,3111722.0
2024-04-04,52.98,52.99,52.98,52.99,3111722.0
2024-04-05,52.98,52.99,52.98,52.99,3111722.0
2024-04-06,52.98,52.99,52.98,52.99,3111722.0
2024-04-07,52.98,52.99,52.98,52.99,3111722.0
2024-04-08,52.98,52.99,52.98,52.99,3111722.0
