,GWW US Equity,GWW US Equity,GWW US Equity,GWW US Equity,GWW US Equity
2020-05-10,270.338,271.317,267.344,271.317,200672.0
2020-05-11,268.627,273.854,265.176,272.4,220050.0
2020-05-12,272.875,272.88,263.38,263.485,271690.0
2020-05-13,262.762,265.728,256.912,259.55,351364.0
2020-05-14,254.93,263.361,250.767,263.304,281037.0
2020-05-15,261.08,265.804,259.901,264.986,435032.0
2020-05-16,261.08,265.804,259.901,264.986,435032.0
2020-05-17,261.08,265.804,259.901,264.986,435032.0
2020-05-18,273.132,278.474,272.78,276.516,234246.0
2020-05-19,276.022,278.968,272.229,272.324,262786.0
2020-05-20,276.696,284.576,276.696,281.411,266270.0
2020-05-21,281.686,284.547,279.719,280.812,330852.0
2020-05-22,281.316,281.316,277.029,278.407,284695.0
2020-05-23,281.316,281.316,277.029,278.407,284695.0
2020-05-24,281.316,281.316,277.029,278.407,284695.0
2020-05-25,281.316,281.316,277.029,278.407,284695.0
2020-05-26,285.146,291.99,285.146,290.621,487487.0
2020-05-27,296.543,300.04,293.149,298.776,336826.0
2020-05-28,300.905,300.905,293.515,293.9,250433.0
2020-05-29,293.178,296.818,291.22,294.29,882721.0
2020-05-30,293.178,296.818,291.22,294.29,882721.0
2020-05-31,293.178,296.818,291.22,294.29,882721.0
2020-06-01,293.758,297.103,288.92,290.792,305989.0
2020-06-02,297.341,300.183,295.64,299.394,366600.0
2020-06-03,302.968,303.662,299.817,302.255,357656.0
2020-06-04,299.232,302.759,296.733,300.668,258358.0
2020-06-05,306.485,308.376,303.662,306.846,443005.0
2020-06-06,306.485,308.376,303.662,306.846,443005.0
2020-06-07,306.485,308.376,303.662,306.846,443005.0
2020-06-08,306.447,314.046,305.563,312.121,347203.0
2020-06-09,309.631,312.796,307.967,310.182,243222.0
2020-06-10,312.463,312.587,304.84,304.983,204617.0
2020-06-11,297.084,299.822,290.602,290.792,290764.0
2020-06-12,299.679,299.755,283.654,288.711,294006.0
2020-06-13,299.679,299.755,283.654,288.711,294006.0
2020-06-14,299.679,299.755,283.654,288.711,294006.0
2020-06-15,282.418,290.963,280.208,287.817,532004.0
2020-06-16,298.215,298.501,290.383,295.278,275800.0
2020-06-17,295.554,298.139,293.824,294.908,204801.0
2020-06-18,292.921,294.642,288.178,289.395,262620.0
2020-06-19,294.347,294.347,285.137,288.007,398102.0
2020-06-20,294.347,294.347,285.137,288.007,398102.0
2020-06-21,294.347,294.347,285.137,288.007,398102.0
2020-06-22,287.294,288.986,283.73,288.178,230976.0
2020-06-23,292.056,292.736,286.315,286.553,338856.0
2020-06-24,284.3,285.137,277.276,280.194,378652.0
2020-06-25,279.006,281.848,276.915,281.297,287184.0
2020-06-26,281.135,282.703,276.801,278.607,635625.0
2020-06-27,281.135,282.703,276.801,278.607,635625.0
2020-06-28,281.135,282.703,276.801,278.607,635625.0
2020-06-29,281.819,290.288,281.71,288.444,360784.0
2020-06-30,289.357,300.297,289.005,298.605,509265.0
2020-07-01,298.89,301.124,292.284,292.712,396699.0
2020-07-02,297.693,302.54,295.074,301.789,311808.0
2020-07-03,297.693,302.54,295.074,301.789,311808.0
2020-07-04,297.693,302.54,295.074,301.789,311808.0
2020-07-05,297.693,302.54,295.074,301.789,311808.0
2020-07-06,306.722,308.143,304.146,306.238,318659.0
2020-07-07,303.424,308.709,303.025,304.964,334279.0
2020-07-08,301.875,304.745,289.747,293.482,457398.0
2020-07-09,294.927,297.436,291.743,293.691,266169.0
2020-07-10,293.929,295.735,290.374,295.621,259071.0
2020-07-11,293.929,295.735,290.374,295.621,259071.0
2020-07-12,293.929,295.735,290.374,295.621,259071.0
2020-07-13,298.814,308.31,297.873,303.709,582008.0
2020-07-14,303.595,311.598,302.977,311.37,403300.0
2020-07-15,314.801,318.432,310.657,317.102,390181.0
2020-07-16,317.026,321.179,314.231,316.816,226268.0
2020-07-17,318.451,319.668,313.433,313.917,824508.0
2020-07-18,318.451,319.668,313.433,313.917,824508.0
2020-07-19,318.451,319.668,313.433,313.917,824508.0
2020-07-20,310.733,315.562,309.517,314.355,308211.0
2020-07-21,316.835,322.481,316.574,320.618,360978.0
2020-07-22,320.942,325.856,319.906,322.168,315543.0
2020-07-23,322.158,326.112,310.467,321.892,519003.0
2020-07-24,322.253,330.247,319.407,324.487,395831.0
2020-07-25,322.253,330.247,319.407,324.487,395831.0
2020-07-26,322.253,330.247,319.407,324.487,395831.0
2020-07-27,324.164,328.973,322.51,322.966,385460.0
2020-07-28,321.046,321.635,317.007,317.13,358943.0
2020-07-29,318.613,326.188,318.613,323.888,488268.0
2020-07-30,319.677,323.622,316.607,322.966,239513.0
2020-07-31,323.346,324.801,318.565,324.62,478059.0
2020-08-01,323.346,324.801,318.565,324.62,478059.0
2020-08-02,323.346,324.801,318.565,324.62,478059.0
2020-08-03,325.941,328.717,324.953,325.029,197899.0
2020-08-04,324.154,325.941,320.975,321.759,259210.0
2020-08-05,323.574,327.642,320.229,327.357,275365.0
2020-08-06,327.357,329.705,326.278,329.429,294301.0
2020-08-07,329.754,333.678,327.825,333.554,197603.0
2020-08-08,329.754,333.678,327.825,333.554,197603.0
2020-08-09,329.754,333.678,327.825,333.554,197603.0
2020-08-10,332.713,337.711,332.16,336.122,248357.0
2020-08-11,336.122,340.618,335.482,336.933,368979.0
2020-08-12,338.623,341.84,336.785,339.692,186459.0
2020-08-13,337.917,338.785,334.642,336.122,120910.0
2020-08-14,335.339,338.265,332.58,335.463,147750.0
2020-08-15,335.339,338.265,332.58,335.463,147750.0
2020-08-16,335.339,338.265,332.58,335.463,147750.0
2020-08-17,334.298,338.165,332.78,335.959,270875.0
2020-08-18,336.876,339.263,336.217,337.248,217015.0
2020-08-19,338.804,339.406,334.356,334.938,125354.0
2020-08-20,333.706,339.54,333.219,338.203,164053.0
2020-08-21,337.239,339.349,334.761,336.637,176550.0
2020-08-22,337.239,339.349,334.761,336.637,176550.0
2020-08-23,337.239,339.349,334.761,336.637,176550.0
2020-08-24,336.37,337.697,330.355,333.344,322740.0
2020-08-25,335.224,339.377,334.728,338.613,296549.0
2020-08-26,336.274,349.096,336.274,345.115,501787.0
2020-08-27,345.048,349.659,344.829,346.051,226188.0
2020-08-28,345.115,349.927,344.666,349.402,215800.0
2020-08-29,345.115,349.927,344.666,349.402,215800.0
2020-08-30,345.115,349.927,344.666,349.402,215800.0
2020-08-31,348.466,352.624,347.301,348.877,309972.0
2020-09-01,347.75,351.101,346.432,350.776,178656.0
2020-09-02,351.712,355.02,350.471,353.717,226923.0
2020-09-03,354.977,354.977,341.268,343.807,169585.0
2020-09-04,345.602,347.683,335.74,341.859,232177.0
2020-09-05,345.602,347.683,335.74,341.859,232177.0
2020-09-06,345.602,347.683,335.74,341.859,232177.0
2020-09-07,345.602,347.683,335.74,341.859,232177.0
2020-09-08,342.146,342.346,333.926,334.298,378451.0
2020-09-09,337.248,346.958,337.248,344.915,228295.0
2020-09-10,343.931,343.931,334.585,335.406,229654.0
2020-09-11,336.895,339.807,335.062,339.091,210863.0
2020-09-12,336.895,339.807,335.062,339.091,210863.0
2020-09-13,336.895,339.807,335.062,339.091,210863.0
2020-09-14,342.394,342.394,336.675,338.289,202038.0
2020-09-15,340.322,342.432,338.585,338.585,205797.0
2020-09-16,344.733,346.366,339.96,340.552,330959.0
2020-09-17,337.611,343.358,334.217,339.33,312918.0
2020-09-18,338.508,341.258,333.935,335.186,465958.0
2020-09-19,338.508,341.258,333.935,335.186,465958.0
2020-09-20,338.508,341.258,333.935,335.186,465958.0
2020-09-21,331.09,333.439,322.718,326.097,388384.0
2020-09-22,326.126,329.534,323.453,328.112,376128.0
2020-09-23,327.959,329.563,322.813,323.73,430251.0
2020-09-24,325.095,331.453,321.973,326.966,246627.0
2020-09-25,325.715,334.327,324.408,331.663,246851.0
2020-09-26,325.715,334.327,324.408,331.663,246851.0
2020-09-27,325.715,334.327,324.408,331.663,246851.0
2020-09-28,335.501,340.857,335.501,337.649,156029.0
2020-09-29,337.563,338.403,333.267,336.131,116619.0
2020-09-30,339.95,343.468,337.592,340.609,335555.0
2020-10-01,341.945,343.845,336.862,341.812,254934.0
2020-10-02,339.024,345.621,337.458,343.11,162925.0
2020-10-03,339.024,345.621,337.458,343.11,162925.0
2020-10-04,339.024,345.621,337.458,343.11,162925.0
2020-10-05,345.535,355.798,345.535,354.347,193593.0
2020-10-06,355.569,357.23,350.71,351.053,315609.0
2020-10-07,354.681,362.118,354.022,359.35,200233.0
2020-10-08,359.665,371.541,359.34,368.505,468833.0
2020-10-09,369.164,374.577,365.765,367.961,417295.0
2020-10-10,369.164,374.577,365.765,367.961,417295.0
2020-10-11,369.164,374.577,365.765,367.961,417295.0
2020-10-12,370.94,374.744,368.314,371.054,265527.0
2020-10-13,368.028,368.833,362.894,366.758,296072.0
2020-10-14,369.078,373.288,366.386,368.744,246578.0
2020-10-15,364.228,369.89,364.228,368.181,193861.0
2020-10-16,370.596,372.696,365.412,366.166,432935.0
2020-10-17,370.596,372.696,365.412,366.166,432935.0
2020-10-18,370.596,372.696,365.412,366.166,432935.0
2020-10-19,367.866,369.641,356.466,357.765,312165.0
2020-10-20,360.839,364.018,357.622,358.815,248404.0
2020-10-21,358.567,362.3,353.746,356.524,442565.0
2020-10-22,354.538,358.595,336.78,345.621,597160.0
2020-10-23,346.719,351.144,343.688,344.676,346560.0
2020-10-24,346.719,351.144,343.688,344.676,346560.0
2020-10-25,346.719,351.144,343.688,344.676,346560.0
2020-10-26,340.752,345.105,339.979,344.915,415622.0
2020-10-27,345.888,347.511,341.268,341.439,289938.0
2020-10-28,336.609,342.365,334.909,336.58,528551.0
2020-10-29,336.064,338.504,332.522,334.251,306719.0
2020-10-30,333.067,335.983,329.372,334.165,382688.0
2020-10-31,333.067,335.983,329.372,334.165,382688.0
2020-11-01,333.067,335.983,329.372,334.165,382688.0
2020-11-02,338.193,346.843,338.193,346.776,283619.0
2020-11-03,350.118,357.097,350.118,354.404,230826.0
2020-11-04,357.975,362.142,352.118,357.736,375157.0
2020-11-05,362.682,366.367,359.827,361.679,304726.0
2020-11-06,362.829,376.959,361.804,374.447,327403.0
2020-11-07,362.829,376.959,361.804,374.447,327403.0
2020-11-08,362.829,376.959,361.804,374.447,327403.0
2020-11-09,386.458,394.807,372.137,372.137,406586.0
2020-11-10,373.949,388.941,372.779,387.724,420172.0
2020-11-11,388.222,390.523,382.94,386.679,286276.0
2020-11-12,386.688,386.688,378.282,381.675,198261.0
2020-11-13,383.429,392.056,383.429,386.602,214838.0
2020-11-14,383.429,392.056,383.429,386.602,214838.0
2020-11-15,383.429,392.056,383.429,386.602,214838.0
2020-11-16,389.909,397.779,387.853,397.357,325507.0
2020-11-17,395.383,395.795,388.721,393.456,245936.0
2020-11-18,394.443,403.118,394.443,397.817,310371.0
2020-11-19,395.948,406.512,394.482,405.342,290474.0
2020-11-20,401.968,401.968,388.443,392.344,417585.0
2020-11-21,401.968,401.968,388.443,392.344,417585.0
2020-11-22,401.968,401.968,388.443,392.344,417585.0
2020-11-23,394.309,399.035,391.021,397.664,241130.0
2020-11-24,399.121,406.406,398.028,403.128,328945.0
2020-11-25,402.735,404.221,393.216,397.405,507408.0
2020-11-26,402.735,404.221,393.216,397.405,507408.0
2020-11-27,396.686,401.383,396.686,397.405,140646.0
2020-11-28,396.686,401.383,396.686,397.405,140646.0
2020-11-29,396.686,401.383,396.686,397.405,140646.0
2020-11-30,396.849,401.402,394.53,400.971,565460.0
2020-12-01,406.751,410.173,395.67,396.025,346803.0
2020-12-02,394.664,398.195,389.267,390.446,254321.0
2020-12-03,388.289,393.396,385.02,385.998,256397.0
2020-12-04,385.461,390.561,385.461,388.002,226402.0
2020-12-05,385.461,390.561,385.461,388.002,226402.0
2020-12-06,385.461,390.561,385.461,388.002,226402.0
2020-12-07,385.768,392.152,385.644,388.222,227973.0
2020-12-08,386.305,391.222,386.305,389.823,215271.0
2020-12-09,393.14,395.742,390.917,394.184,245820.0
2020-12-10,391.405,391.405,383.909,385.653,254548.0
2020-12-11,383.429,389.066,383.429,386.813,265562.0
2020-12-12,383.429,389.066,383.429,386.813,265562.0
2020-12-13,383.429,389.066,383.429,386.813,265562.0
2020-12-14,383.429,389.075,383.429,383.87,241287.0
2020-12-15,386.794,391.177,384.915,388.797,212588.0
2020-12-16,388.49,391.405,385.385,389.545,255878.0
2020-12-17,390.695,394.05,390.178,393.053,259144.0
2020-12-18,393.465,394.654,387.791,393.456,536557.0
2020-12-19,393.465,394.654,387.791,393.456,536557.0
2020-12-20,393.465,394.654,387.791,393.456,536557.0
2020-12-21,388.222,396.859,384.963,394.721,317379.0
2020-12-22,396.322,396.6,393.015,393.331,262546.0
2020-12-23,393.111,395.292,386.722,393.648,321100.0
2020-12-24,393.37,398.805,393.37,398.354,152847.0
2020-12-25,393.37,398.805,393.37,398.354,152847.0
2020-12-26,393.37,398.805,393.37,398.354,152847.0
2020-12-27,393.37,398.805,393.37,398.354,152847.0
2020-12-28,401.019,405.053,396.744,397.137,203674.0
2020-12-29,398.421,399.389,388.788,390.408,202601.0
2020-12-30,390.283,392.794,386.267,389.976,179867.0
2020-12-31,388.912,391.913,385.644,391.424,223516.0
2021-01-01,388.912,391.913,385.644,391.424,223516.0
2021-01-02,388.912,391.913,385.644,391.424,223516.0
2021-01-03,388.912,391.913,385.644,391.424,223516.0
2021-01-04,393.437,394.443,374.965,377.409,432715.0
2021-01-05,376.652,382.231,376.652,378.502,381783.0
2021-01-06,379.499,384.589,378.109,380.716,377897.0
2021-01-07,381.752,384.282,375.186,383.439,319949.0
2021-01-08,386.755,387.417,372.238,380.247,418428.0
2021-01-09,386.755,387.417,372.238,380.247,418428.0
2021-01-10,386.755,387.417,372.238,380.247,418428.0
2021-01-11,377.429,379.418,374.879,375.483,336639.0
2021-01-12,377.314,385.902,374.649,385.02,350615.0
2021-01-13,384.838,385.5,371.361,372.396,400384.0
2021-01-14,373.431,375.837,366.184,367.517,323143.0
2021-01-15,366.175,374.093,362.695,372.559,852540.0
2021-01-16,366.175,374.093,362.695,372.559,852540.0
2021-01-17,366.175,374.093,362.695,372.559,852540.0
2021-01-18,366.175,374.093,362.695,372.559,852540.0
2021-01-19,375.31,379.049,372.559,378.147,340250.0
2021-01-20,379.652,379.652,372.243,376.681,307883.0
2021-01-21,375.761,379.528,373.575,374.946,316550.0
2021-01-22,373.566,379.442,370.556,377.189,248440.0
2021-01-23,373.566,379.442,370.556,377.189,248440.0
2021-01-24,373.566,379.442,370.556,377.189,248440.0
2021-01-25,377.151,378.425,370.671,371.869,306466.0
2021-01-26,371.946,373.57,360.908,361.085,346307.0
2021-01-27,358.334,359.053,346.016,355.113,636444.0
2021-01-28,355.813,361.094,353.531,356.503,659990.0
2021-01-29,354.48,358.506,345.987,349.294,460794.0
2021-01-30,354.48,358.506,345.987,349.294,460794.0
2021-01-31,354.48,358.506,345.987,349.294,460794.0
2021-02-01,351.978,357.203,351.106,354.979,395511.0
2021-02-02,359.273,362.667,354.653,357.653,419483.0
2021-02-03,353.474,356.541,341.472,350.943,661702.0
2021-02-04,353.157,362.686,350.838,356.589,491456.0
2021-02-05,357.59,359.105,351.055,354.116,431679.0
2021-02-06,357.59,359.105,351.055,354.116,431679.0
2021-02-07,357.59,359.105,351.055,354.116,431679.0
2021-02-08,355.598,367.61,355.598,364.617,395296.0
2021-02-09,363.837,365.011,358.88,360.651,325258.0
2021-02-10,361.7,363.654,359.024,362.153,357118.0
2021-02-11,364.954,366.869,358.1,360.131,207634.0
2021-02-12,358.485,361.787,356.551,358.139,206272.0
2021-02-13,358.485,361.787,356.551,358.139,206272.0
2021-02-14,358.485,361.787,356.551,358.139,206272.0
2021-02-15,358.485,361.787,356.551,358.139,206272.0
2021-02-16,359.621,360.767,355.79,355.8,222126.0
2021-02-17,354.029,359.544,353.249,358.235,209592.0
2021-02-18,355.81,363.192,355.81,361.71,200572.0
2021-02-19,363.183,369.189,362.879,365.185,228647.0
2021-02-20,363.183,369.189,362.879,365.185,228647.0
2021-02-21,363.183,369.189,362.879,365.185,228647.0
2021-02-22,364.703,366.792,361.373,363.202,191923.0
2021-02-23,365.146,366.176,355.425,365.358,284337.0
2021-02-24,365.637,372.846,364.318,371.123,314749.0
2021-02-25,370.604,374.608,364.954,365.724,239420.0
2021-02-26,367.062,368.091,358.745,358.745,368922.0
2021-02-27,367.062,368.091,358.745,358.745,368922.0
2021-02-28,367.062,368.091,358.745,358.745,368922.0
2021-03-01,362.028,376.283,362.028,373.289,256862.0
2021-03-02,371.788,373.029,368.313,371.21,205248.0
2021-03-03,372.288,378.689,371.72,373.241,280733.0
2021-03-04,375.532,375.585,361.426,364.751,390978.0
2021-03-05,367.331,384.994,363.558,384.156,489185.0
2021-03-06,367.331,384.994,363.558,384.156,489185.0
2021-03-07,367.331,384.994,363.558,384.156,489185.0
2021-03-08,384.878,390.98,382.221,383.55,357058.0
2021-03-09,386.216,387.203,373.328,373.896,404422.0
2021-03-10,376.129,384.021,372.115,381.076,299349.0
2021-03-11,381.076,381.076,371.643,372.182,338876.0
2021-03-12,372.375,380.662,371.89,380.21,298182.0
2021-03-13,372.375,380.662,371.89,380.21,298182.0
2021-03-14,372.375,380.662,371.89,380.21,298182.0
2021-03-15,380.296,385.162,378.314,384.763,231148.0
2021-03-16,384.233,384.714,373.077,374.868,285047.0
2021-03-17,376.543,385.841,374.146,385.061,320018.0
2021-03-18,385.369,393.425,384.628,389.45,316097.0
2021-03-19,390.336,390.336,378.93,385.533,680013.0
2021-03-20,390.336,390.336,378.93,385.533,680013.0
2021-03-21,390.336,390.336,378.93,385.533,680013.0
2021-03-22,386.524,386.62,379.656,384.734,312516.0
2021-03-23,382.693,387.65,377.418,379.536,215238.0
2021-03-24,381.538,385.715,379.931,380.576,236446.0
2021-03-25,380.855,384.676,375.464,382.693,222727.0
2021-03-26,383.925,385.099,380.181,384.406,378065.0
2021-03-27,383.925,385.099,380.181,384.406,378065.0
2021-03-28,383.925,385.099,380.181,384.406,378065.0
2021-03-29,384.204,388.901,382.183,385.176,229659.0
2021-03-30,384.291,387.121,382.77,383.733,189657.0
2021-03-31,383.319,387.852,380.239,385.908,426731.0
2021-04-01,387.14,392.049,381.374,391.125,259281.0
2021-04-02,387.14,392.049,381.374,391.125,259281.0
2021-04-03,387.14,392.049,381.374,391.125,259281.0
2021-04-04,387.14,392.049,381.374,391.125,259281.0
2021-04-05,392.415,392.771,388.035,392.376,258283.0
2021-04-06,390.98,399.72,390.98,393.127,260933.0
2021-04-07,395.254,395.254,382.847,383.8,269933.0
2021-04-08,383.107,387.198,381.557,383.001,318383.0
2021-04-09,384.984,386.572,381.303,386.572,304848.0
2021-04-10,384.984,386.572,381.303,386.572,304848.0
2021-04-11,384.984,386.572,381.303,386.572,304848.0
2021-04-12,386.572,391.731,386.572,390.759,165094.0
2021-04-13,388.353,389.258,382.424,385.157,258952.0
2021-04-14,384.118,390.928,383.925,385.456,161452.0
2021-04-15,386.023,389.402,384.474,389.296,158143.0
2021-04-16,391.702,392.963,386.466,391.635,226992.0
2021-04-17,391.702,392.963,386.466,391.635,226992.0
2021-04-18,391.702,392.963,386.466,391.635,226992.0
2021-04-19,390.788,393.724,389.402,393.656,187275.0
2021-04-20,395.427,398.546,393.935,398.199,308192.0
2021-04-21,399.451,411.742,399.407,408.152,388748.0
2021-04-22,410.019,410.505,402.974,403.416,332293.0
2021-04-23,404.263,409.567,402.829,407.69,169408.0
2021-04-24,404.263,409.567,402.829,407.69,169408.0
2021-04-25,404.263,409.567,402.829,407.69,169408.0
2021-04-26,408.065,410.857,403.696,404.061,186958.0
2021-04-27,404.263,407.988,400.798,407.459,192307.0
2021-04-28,408.807,411.473,405.746,406.4,269514.0
2021-04-29,409.577,414.514,408.017,413.792,268561.0
2021-04-30,423.514,435.854,415.833,417.296,647836.0
2021-05-01,423.514,435.854,415.833,417.296,647836.0
2021-05-02,423.514,435.854,415.833,417.296,647836.0
2021-05-03,422.128,429.289,421.271,427.249,248976.0
2021-05-04,429.934,439.762,427.075,439.242,312300.0
2021-05-05,439.251,443.698,435.791,443.304,291394.0
2021-05-06,445.277,446.076,437.346,441.802,343184.0
2021-05-07,439.503,451.655,438.267,449.781,226512.0
2021-05-08,439.503,451.655,438.267,449.781,226512.0
2021-05-09,439.503,451.655,438.267,449.781,226512.0
2021-05-10,452.476,463.526,452.476,458.068,293105.0
2021-05-11,456.108,456.745,444.333,446.941,273503.0
2021-05-12,448.467,448.467,438.151,438.73,245379.0
2021-05-13,438.73,451.147,438.281,449.259,215043.0
2021-05-14,451.133,451.626,447.346,451.152,208174.0
2021-05-15,451.133,451.626,447.346,451.152,208174.0
2021-05-16,451.133,451.626,447.346,451.152,208174.0
2021-05-17,451.094,453.5,446.381,451.162,238910.0
2021-05-18,450.264,451.157,438.943,439.281,228997.0
2021-05-19,437.175,441.251,431.872,440.672,256872.0
2021-05-20,439.745,443.164,438.421,439.252,186110.0
2021-05-21,441.068,445.077,440.015,440.884,408895.0
2021-05-22,441.068,445.077,440.015,440.884,408895.0
2021-05-23,441.068,445.077,440.015,440.884,408895.0
2021-05-24,443.193,446.139,439.831,444.342,152420.0
2021-05-25,444.584,445.965,443.106,445.125,180978.0
2021-05-26,444.449,447.641,441.396,444.951,160043.0
2021-05-27,449.162,449.839,443.222,443.483,393802.0
2021-05-28,446.265,448.525,445.917,446.419,144019.0
2021-05-29,446.265,448.525,445.917,446.419,144019.0
2021-05-30,446.265,448.525,445.917,446.419,144019.0
2021-05-31,446.265,448.525,445.917,446.419,144019.0
2021-06-01,451.413,453.451,445.675,446.902,166944.0
2021-06-02,446.815,450.582,444.594,445.917,185704.0
2021-06-03,444.333,448.868,441.739,447.675,156935.0
2021-06-04,450.032,450.882,445.386,448.824,153471.0
2021-06-05,450.032,450.882,445.386,448.824,153471.0
2021-06-06,450.032,450.882,445.386,448.824,153471.0
2021-06-07,449.162,449.162,443.415,444.149,254577.0
2021-06-08,444.13,447.781,440.557,446.728,123533.0
2021-06-09,447.945,447.945,442.922,442.932,140070.0
2021-06-10,445.511,446.96,442.836,443.898,133418.0
2021-06-11,445.608,446.979,442.449,443.56,141080.0
2021-06-12,445.608,446.979,442.449,443.56,141080.0
2021-06-13,445.608,446.979,442.449,443.56,141080.0
2021-06-14,440.913,443.425,435.746,439.31,193751.0
2021-06-15,439.146,443.251,435.717,443.096,156207.0
2021-06-16,443.888,443.888,433.408,433.649,191978.0
2021-06-17,434.403,434.538,422.116,425.951,250257.0
2021-06-18,419.421,424.222,418.252,421.662,365352.0
2021-06-19,419.421,424.222,418.252,421.662,365352.0
2021-06-20,419.421,424.222,418.252,421.662,365352.0
2021-06-21,424.347,431.882,424.347,429.931,200908.0
2021-06-22,429.844,430.539,425.574,427.496,197587.0
2021-06-23,426.859,432.597,423.439,429.293,262513.0
2021-06-24,430.906,431.254,425.584,426.569,227005.0
2021-06-25,428.52,431.053,427.313,427.854,314152.0
2021-06-26,428.52,431.053,427.313,427.854,314152.0
2021-06-27,428.52,431.053,427.313,427.854,314152.0
2021-06-28,427.622,429.708,425.014,428.646,141739.0
2021-06-29,428.974,433.485,428.424,433.041,161331.0
2021-06-30,433.717,435.04,421.884,423.082,504983.0
2021-07-01,427.545,430.607,424.811,429.689,279028.0
2021-07-02,429.515,433.872,428.037,431.495,188048.0
2021-07-03,429.515,433.872,428.037,431.495,188048.0
2021-07-04,429.515,433.872,428.037,431.495,188048.0
2021-07-05,429.515,433.872,428.037,431.495,188048.0
2021-07-06,434.413,436.325,423.845,432.133,307014.0
2021-07-07,430.307,443.792,430.307,443.367,214495.0
2021-07-08,438.73,440.604,432.5,434.384,190189.0
2021-07-09,440.247,442.275,438.035,441.271,154921.0
2021-07-10,440.247,442.275,438.035,441.271,154921.0
2021-07-11,440.247,442.275,438.035,441.271,154921.0
2021-07-12,438.17,442.768,437.441,442.111,144363.0
2021-07-13,441.802,443.599,437.948,439.677,202619.0
2021-07-14,441.976,443.57,438.141,441.618,200520.0
2021-07-15,439.315,445.299,439.315,442.121,212856.0
2021-07-16,443.589,444.091,436.895,437.755,174057.0
2021-07-17,443.589,444.091,436.895,437.755,174057.0
2021-07-18,443.589,444.091,436.895,437.755,174057.0
2021-07-19,433.195,435.726,430.732,434.21,213772.0
2021-07-20,436.489,444.565,436.489,443.879,180694.0
2021-07-21,445.463,448.38,440.508,442.14,189688.0
2021-07-22,442.266,444.255,437.895,438.952,118685.0
2021-07-23,442.546,443.686,438.402,443.038,148389.0
2021-07-24,442.546,443.686,438.402,443.038,148389.0
2021-07-25,442.546,443.686,438.402,443.038,148389.0
2021-07-26,441.377,442.536,437.697,441.164,225215.0
2021-07-27,440.556,443.154,436.567,440.643,170784.0
2021-07-28,440.488,442.159,433.162,438.614,192923.0
2021-07-29,441.28,446.023,439.281,445.521,287172.0
2021-07-30,416.987,437.774,416.987,429.438,506688.0
2021-07-31,416.987,437.774,416.987,429.438,506688.0
2021-08-01,416.987,437.774,416.987,429.438,506688.0
2021-08-02,424.888,429.023,423.893,425.168,291670.0
2021-08-03,429.158,432.645,424.425,430.761,308676.0
2021-08-04,428.762,429.834,422.512,424.386,257853.0
2021-08-05,427.409,429.206,423.121,424.299,306068.0
2021-08-06,426.791,428.226,421.807,425.317,196301.0
2021-08-07,426.791,428.226,421.807,425.317,196301.0
2021-08-08,426.791,428.226,421.807,425.317,196301.0
2021-08-09,423.65,424.891,422.074,424.386,165702.0
2021-08-10,425.812,431.798,424.018,429.244,182603.0
2021-08-11,429.777,433.18,428.255,431.813,209134.0
2021-08-12,433.18,433.18,424.561,424.716,213045.0
2021-08-13,424.832,427.78,424.028,425.317,166541.0
2021-08-14,424.832,427.78,424.028,425.317,166541.0
2021-08-15,424.832,427.78,424.028,425.317,166541.0
2021-08-16,422.942,429.345,421.051,426.665,181644.0
2021-08-17,424.202,424.886,419.684,422.651,216225.0
2021-08-18,420.159,423.892,414.837,415.302,238756.0
2021-08-19,411.521,419.19,410.454,416.562,191996.0
2021-08-20,418.569,422.186,417.648,417.852,527952.0
2021-08-21,418.569,422.186,417.648,417.852,527952.0
2021-08-22,418.569,422.186,417.648,417.852,527952.0
2021-08-23,420.198,422.583,418.501,419.17,234149.0
2021-08-24,420.072,422.443,417.629,417.852,199975.0
2021-08-25,417.784,423.514,417.619,422.535,181640.0
2021-08-26,421.526,421.526,415.254,415.738,336648.0
2021-08-27,418.308,420.596,417.668,418.957,139847.0
2021-08-28,418.308,420.596,417.668,418.957,139847.0
2021-08-29,418.308,420.596,417.668,418.957,139847.0
2021-08-30,419.335,425.152,419.122,421.352,161362.0
2021-08-31,421.332,423.659,418.521,420.479,397764.0
2021-09-01,420.77,420.77,411.715,416.146,306047.0
2021-09-02,418.104,422.758,417.842,422.127,269460.0
2021-09-03,420.576,420.663,415.826,416.553,226896.0
2021-09-04,420.576,420.663,415.826,416.553,226896.0
2021-09-05,420.576,420.663,415.826,416.553,226896.0
2021-09-06,420.576,420.663,415.826,416.553,226896.0
2021-09-07,416.407,416.407,408.554,408.603,317781.0
2021-09-08,407.1,409.049,401.565,405.403,357623.0
2021-09-09,405.772,407.909,402.95,403.842,275898.0
2021-09-10,405.112,405.985,402.02,402.572,217444.0
2021-09-11,405.112,405.985,402.02,402.572,217444.0
2021-09-12,405.112,405.985,402.02,402.572,217444.0
2021-09-13,404.996,405.049,395.65,400.643,295451.0
2021-09-14,402.776,402.776,395.466,397.385,365608.0
2021-09-15,397.114,402.194,395.475,399.557,283755.0
2021-09-16,399.877,400.187,395.97,396.59,232328.0
2021-09-17,394.128,394.676,389.755,390.211,475841.0
2021-09-18,394.128,394.676,389.755,390.211,475841.0
2021-09-19,394.128,394.676,389.755,390.211,475841.0
