,UNP US Equity,UNP US Equity,UNP US Equity,UNP US Equity,UNP US Equity
2020-03-02,147.2279,148.493,142.4009,146.9987,7065014.0
2020-03-03,147.3287,153.6729,143.3407,144.2483,5654000.0
2020-03-04,146.5494,149.419,145.0551,148.6764,4415117.0
2020-03-05,144.5233,146.503,140.9295,142.0663,4901928.0
2020-03-06,137.079,143.8724,136.4922,143.1023,4643341.0
2020-03-07,137.079,143.8724,136.4922,143.1023,4643341.0
2020-03-08,137.079,143.8724,136.4922,143.1023,4643341.0
2020-03-09,133.1184,133.4668,122.0986,124.5372,9400158.0
2020-03-10,130.0288,134.7686,127.5901,134.6036,8090470.0
2020-03-11,130.203,131.4957,127.3518,129.7813,7075371.0
2020-03-12,119.3207,130.3497,114.5992,121.0626,8805172.0
2020-03-13,127.9385,131.8807,123.5929,131.8807,7886441.0
2020-03-14,127.9385,131.8807,123.5929,131.8807,7886441.0
2020-03-15,127.9385,131.8807,123.5929,131.8807,7886441.0
2020-03-16,117.3954,124.5647,112.1238,114.6909,7102692.0
2020-03-17,116.7353,121.6677,110.3636,117.9271,8021968.0
2020-03-18,110.7211,113.0498,96.3367,105.5046,10869967.0
2020-03-19,104.7712,113.3886,102.3904,111.5279,8514581.0
2020-03-20,113.7741,115.2868,104.0194,108.0349,6668101.0
2020-03-21,113.7741,115.2868,104.0194,108.0349,6668101.0
2020-03-22,113.7741,115.2868,104.0194,108.0349,6668101.0
2020-03-23,101.2048,109.4101,100.4897,104.5511,6011310.0
2020-03-24,111.2621,119.284,108.9151,118.1472,7018899.0
2020-03-25,116.7811,129.3504,116.4328,121.851,6923235.0
2020-03-26,125.6282,131.459,122.8662,130.6339,6068684.0
2020-03-27,124.3355,131.6699,122.9971,127.4801,4962381.0
2020-03-28,124.3355,131.6699,122.9971,127.4801,4962381.0
2020-03-29,124.3355,131.6699,122.9971,127.4801,4962381.0
2020-03-30,126.0958,131.3811,124.9773,128.5344,3309377.0
2020-03-31,126.2608,132.6692,126.0866,129.3045,4247176.0
2020-04-01,122.8778,126.49,121.4771,125.1331,5125641.0
2020-04-02,124.0146,130.5239,123.5838,130.0013,6009043.0
2020-04-03,129.1487,130.6889,125.2248,127.0401,4088173.0
2020-04-04,129.1487,130.6889,125.2248,127.0401,4088173.0
2020-04-05,129.1487,130.6889,125.2248,127.0401,4088173.0
2020-04-06,133.6501,136.8681,133.586,135.5479,4865955.0
2020-04-07,139.6551,140.7415,133.1693,133.6318,4729322.0
2020-04-08,135.2454,138.2433,133.3109,137.1706,3625669.0
2020-04-09,138.6742,140.4436,134.8145,136.3547,4535935.0
2020-04-10,138.6742,140.4436,134.8145,136.3547,4535935.0
2020-04-11,138.6742,140.4436,134.8145,136.3547,4535935.0
2020-04-12,138.6742,140.4436,134.8145,136.3547,4535935.0
2020-04-13,135.5387,136.6756,132.6602,134.677,2525096.0
2020-04-14,136.6847,138.7359,135.5112,136.5747,2235884.0
2020-04-15,133.1734,135.1537,131.679,134.4569,3456998.0
2020-04-16,134.3836,134.787,129.5154,132.0091,5015302.0
2020-04-17,136.2263,138.2983,135.3279,137.4182,5081412.0
2020-04-18,136.2263,138.2983,135.3279,137.4182,5081412.0
2020-04-19,136.2263,138.2983,135.3279,137.4182,5081412.0
2020-04-20,135.0528,136.7672,132.5317,134.4111,4289248.0
2020-04-21,130.6522,133.6777,129.4696,132.3941,4049153.0
2020-04-22,134.3377,136.0155,132.8159,134.8603,3970849.0
2020-04-23,143.8632,145.0917,139.348,139.6185,6233273.0
2020-04-24,143.4598,144.9221,140.6728,143.1023,4800233.0
2020-04-25,143.4598,144.9221,140.6728,143.1023,4800233.0
2020-04-26,143.4598,144.9221,140.6728,143.1023,4800233.0
2020-04-27,146.5861,147.8146,144.8717,145.7335,4634002.0
2020-04-28,148.0805,148.9423,145.7702,147.9338,3173009.0
2020-04-29,151.4176,152.3986,149.2356,149.4832,2778837.0
2020-04-30,147.182,148.383,145.0596,146.4944,3757145.0
2020-05-01,144.5783,144.5783,141.8651,143.6065,3088996.0
2020-05-02,144.5783,144.5783,141.8651,143.6065,3088996.0
2020-05-03,144.5783,144.5783,141.8651,143.6065,3088996.0
2020-05-04,142.2313,142.2863,139.7102,141.938,2416188.0
2020-05-05,143.5423,145.9352,142.9098,143.3682,2269473.0
2020-05-06,143.5515,144.0558,141.0853,141.4612,2095165.0
2020-05-07,143.5332,144.8167,142.5981,143.2215,2411539.0
2020-05-08,145.486,146.1002,144.7433,145.0917,2309368.0
2020-05-09,145.486,146.1002,144.7433,145.0917,2309368.0
2020-05-10,145.486,146.1002,144.7433,145.0917,2309368.0
2020-05-11,143.6432,144.8075,142.8364,143.7991,2857417.0
2020-05-12,143.3132,144.0983,141.177,141.177,2683776.0
2020-05-13,140.2144,141.1404,138.0141,140.031,3499717.0
2020-05-14,138.2616,139.976,134.8145,139.756,3930380.0
2020-05-15,138.4266,140.1593,137.299,138.6558,5127989.0
2020-05-16,138.4266,140.1593,137.299,138.6558,5127989.0
2020-05-17,138.4266,140.1593,137.299,138.6558,5127989.0
2020-05-18,144.3583,147.4754,142.8639,145.8802,5422973.0
2020-05-19,145.8802,149.3548,145.541,146.0085,3136486.0
2020-05-20,151.2709,154.6631,150.4916,152.2152,4294381.0
2020-05-21,151.5001,152.1694,149.4465,149.9782,2277075.0
2020-05-22,150.0608,151.6651,148.6672,151.4176,1773867.0
2020-05-23,150.0608,151.6651,148.6672,151.4176,1773867.0
2020-05-24,150.0608,151.6651,148.6672,151.4176,1773867.0
2020-05-25,150.0608,151.6651,148.6672,151.4176,1773867.0
2020-05-26,156.1483,156.7808,154.278,155.7632,4150520.0
2020-05-27,157.5601,159.5942,156.8629,159.3754,3174468.0
2020-05-28,159.5321,160.0853,156.1117,157.1996,4065959.0
2020-05-29,156.9046,158.0524,155.2175,156.6004,3677028.0
2020-05-30,156.9046,158.0524,155.2175,156.6004,3677028.0
2020-05-31,156.9046,158.0524,155.2175,156.6004,3677028.0
2020-06-01,156.1394,157.1627,154.6827,156.2685,2929785.0
2020-06-02,157.4209,159.9562,156.2685,157.5961,3000003.0
2020-06-03,160.0853,164.8886,159.5137,164.151,3898009.0
2020-06-04,162.6114,163.8191,161.5788,162.6575,2933346.0
2020-06-05,168.816,173.1676,168.1891,170.4018,5608610.0
2020-06-06,168.816,173.1676,168.1891,170.4018,5608610.0
2020-06-07,168.816,173.1676,168.1891,170.4018,5608610.0
2020-06-08,169.5997,171.4712,165.8151,167.4792,3436648.0
2020-06-09,164.1603,166.336,163.183,164.2524,3569685.0
2020-06-10,163.9666,164.8056,161.293,161.7356,3321165.0
2020-06-11,156.7294,156.8585,150.4695,150.5432,6234771.0
2020-06-12,155.0792,155.4018,149.778,153.2076,3373361.0
2020-06-13,155.0792,155.4018,149.778,153.2076,3373361.0
2020-06-14,155.0792,155.4018,149.778,153.2076,3373361.0
2020-06-15,149.0958,155.9366,148.81,154.821,2948598.0
2020-06-16,159.7626,160.8597,155.2175,157.6237,3554050.0
2020-06-17,158.7577,160.0023,157.3476,157.8081,3463828.0
2020-06-18,156.7571,158.4719,156.4713,157.5131,2714835.0
2020-06-19,159.9839,159.9839,153.7792,154.7473,7119610.0
2020-06-20,159.9839,159.9839,153.7792,154.7473,7119610.0
2020-06-21,159.9839,159.9839,153.7792,154.7473,7119610.0
2020-06-22,154.0189,155.6692,152.9495,155.0699,2647605.0
2020-06-23,157.0706,157.8911,156.0288,156.1394,2881454.0
2020-06-24,154.6182,155.7614,152.1474,152.6268,3206431.0
2020-06-25,152.258,154.1849,150.073,153.9821,3441143.0
2020-06-26,154.0005,155.0146,149.4738,149.944,8491333.0
2020-06-27,154.0005,155.0146,149.4738,149.944,8491333.0
2020-06-28,154.0005,155.0146,149.4738,149.944,8491333.0
2020-06-29,151.0503,152.9864,149.5383,152.5899,2658856.0
2020-06-30,151.7325,156.923,151.5297,155.872,4068603.0
2020-07-01,156.2592,157.4025,153.2537,153.853,2914245.0
2020-07-02,155.9734,157.3656,154.7795,155.8813,2271436.0
2020-07-03,155.9734,157.3656,154.7795,155.8813,2271436.0
2020-07-04,155.9734,157.3656,154.7795,155.8813,2271436.0
2020-07-05,155.9734,157.3656,154.7795,155.8813,2271436.0
2020-07-06,157.7251,158.9052,156.8308,158.7208,2498101.0
2020-07-07,157.0982,158.7577,156.038,156.5266,2380829.0
2020-07-08,156.3514,158.8268,155.6139,155.8444,3362546.0
2020-07-09,156.2592,156.2592,151.8616,153.0325,2977678.0
2020-07-10,153.0417,154.2033,151.8109,153.4012,2300348.0
2020-07-11,153.0417,154.2033,151.8109,153.4012,2300348.0
2020-07-12,153.0417,154.2033,151.8109,153.4012,2300348.0
2020-07-13,155.0976,157.6169,153.6963,155.9642,2975886.0
2020-07-14,155.1253,159.1173,154.8948,158.4719,3015304.0
2020-07-15,161.1271,161.7817,159.8825,160.7767,2493025.0
2020-07-16,160.62,164.4507,160.3895,163.0631,3319724.0
2020-07-17,163.9574,168.2721,163.082,167.1012,6132966.0
2020-07-18,163.9574,168.2721,163.082,167.1012,6132966.0
2020-07-19,163.9574,168.2721,163.082,167.1012,6132966.0
2020-07-20,166.1977,166.9076,162.5284,163.5426,2885880.0
2020-07-21,163.9482,166.3176,163.9482,164.7134,2230749.0
2020-07-22,163.4965,166.4006,163.3397,165.3772,2951347.0
2020-07-23,164.8148,165.5063,159.3477,161.3391,4010599.0
2020-07-24,161.9292,163.2475,161.081,162.3717,2720326.0
2020-07-25,161.9292,163.2475,161.081,162.3717,2720326.0
2020-07-26,161.9292,163.2475,161.081,162.3717,2720326.0
2020-07-27,161.8646,165.2481,161.3944,163.0171,2738207.0
2020-07-28,162.593,163.4411,160.4956,160.7952,1965764.0
2020-07-29,160.8228,164.4553,160.6845,164.0865,2736755.0
2020-07-30,162.1412,162.6483,158.9144,159.3109,2775547.0
2020-07-31,158.9513,160.1314,154.4891,159.8179,5089596.0
2020-08-01,158.9513,160.1314,154.4891,159.8179,5089596.0
2020-08-02,158.9513,160.1314,154.4891,159.8179,5089596.0
2020-08-03,160.2881,160.8228,158.2599,158.6286,1982798.0
2020-08-04,158.4627,160.1406,158.0616,160.1222,1696644.0
2020-08-05,160.8505,164.0957,160.6753,163.6163,3051316.0
2020-08-06,163.856,166.4743,163.3674,165.5893,1971414.0
2020-08-07,165.6538,168.6778,165.1652,168.6501,2192502.0
2020-08-08,165.6538,168.6778,165.1652,168.6501,2192502.0
2020-08-09,165.6538,168.6778,165.1652,168.6501,2192502.0
2020-08-10,169.4061,172.6553,169.1295,172.2641,3368586.0
2020-08-11,174.864,178.7545,173.9328,175.4909,4215562.0
2020-08-12,176.883,178.395,175.8735,176.8553,2870840.0
2020-08-13,175.1682,176.717,174.3292,174.9101,2248782.0
2020-08-14,174.7902,178.5148,174.3799,176.9383,2502713.0
2020-08-15,174.7902,178.5148,174.3799,176.9383,2502713.0
2020-08-16,174.7902,178.5148,174.3799,176.9383,2502713.0
2020-08-17,177.934,179.8609,177.344,178.7361,3563003.0
2020-08-18,178.8559,179.2155,175.7214,175.8135,1688553.0
2020-08-19,176.671,177.1779,175.8412,176.044,1702050.0
2020-08-20,174.5413,175.8597,173.3981,175.0944,2082319.0
2020-08-21,175.5923,176.8185,174.025,176.6156,2059319.0
2020-08-22,175.5923,176.8185,174.025,176.6156,2059319.0
2020-08-23,175.5923,176.8185,174.025,176.6156,2059319.0
2020-08-24,177.0582,177.9893,176.1823,177.5284,2045215.0
2020-08-25,178.5794,179.8609,177.7312,179.6857,2062037.0
2020-08-26,178.6255,180.0913,177.298,179.151,1513532.0
2020-08-27,179.8516,180.5154,179.1141,179.2616,1536106.0
2020-08-28,179.308,181.2723,178.6872,180.7997,1849554.0
2020-08-29,179.308,181.2723,178.6872,180.7997,1849554.0
2020-08-30,179.308,181.2723,178.6872,180.7997,1849554.0
2020-08-31,180.6793,181.7819,177.9367,178.3073,2061672.0
2020-09-01,178.122,181.5039,177.0564,181.4205,1888153.0
2020-09-02,181.6892,183.0513,180.1373,181.8653,3394473.0
2020-09-03,183.2273,183.4173,175.4003,176.5561,4180796.0
2020-09-04,177.8903,179.8639,174.8142,177.1028,3624556.0
2020-09-05,177.8903,179.8639,174.8142,177.1028,3624556.0
2020-09-06,177.8903,179.8639,174.8142,177.1028,3624556.0
2020-09-07,177.8903,179.8639,174.8142,177.1028,3624556.0
2020-09-08,176.6488,177.3993,174.6566,174.8049,2692800.0
2020-09-09,176.2225,180.6325,176.1669,178.6965,2750744.0
2020-09-10,179.5582,180.3457,177.9367,178.9003,2084678.0
2020-09-11,179.762,182.8382,179.6323,181.5503,1912911.0
2020-09-12,179.762,182.8382,179.6323,181.5503,1912911.0
2020-09-13,179.762,182.8382,179.6323,181.5503,1912911.0
2020-09-14,182.7455,185.1731,181.5132,184.2373,1663564.0
2020-09-15,184.8673,187.9528,184.8673,187.508,2328163.0
2020-09-16,188.7774,190.6676,186.3406,186.6278,2994852.0
2020-09-17,184.052,188.3883,182.3656,186.8409,2611372.0
2020-09-18,186.4332,189.5094,185.0249,185.1268,4164677.0
2020-09-19,186.4332,189.5094,185.0249,185.1268,4164677.0
2020-09-20,186.4332,189.5094,185.0249,185.1268,4164677.0
2020-09-21,181.6059,182.449,176.7229,179.7527,2980608.0
2020-09-22,180.0678,183.4497,179.9519,182.8289,1864668.0
2020-09-23,183.5516,186.0719,179.4099,180.0492,2199021.0
2020-09-24,180.0307,183.7277,178.7706,181.3001,1705081.0
2020-09-25,180.7071,184.8766,180.3596,183.598,1712376.0
2020-09-26,180.7071,184.8766,180.3596,183.598,1712376.0
2020-09-27,180.7071,184.8766,180.3596,183.598,1712376.0
2020-09-28,186.7853,187.3505,184.506,184.8025,2070963.0
2020-09-29,184.9322,185.6642,182.2081,182.7548,2317460.0
2020-09-30,183.5794,187.3505,181.8977,182.412,3606170.0
2020-10-01,183.459,183.459,177.9923,179.9658,3147087.0
2020-10-02,177.0008,184.0056,176.8526,181.9301,3231441.0
2020-10-03,177.0008,184.0056,176.8526,181.9301,3231441.0
2020-10-04,177.0008,184.0056,176.8526,181.9301,3231441.0
2020-10-05,183.6443,187.3969,182.9494,186.5352,3376405.0
2020-10-06,187.1652,189.0183,184.6542,184.7654,3403844.0
2020-10-07,186.3128,190.4823,186.2387,189.5928,2214532.0
2020-10-08,189.843,190.4082,186.7575,188.8145,1720291.0
2020-10-09,189.6113,191.3162,189.5279,190.6676,1724565.0
2020-10-10,189.6113,191.3162,189.5279,190.6676,1724565.0
2020-10-11,189.6113,191.3162,189.5279,190.6676,1724565.0
2020-10-12,193.3546,193.4834,190.3665,191.1958,2035900.0
2020-10-13,190.4267,191.6683,187.8601,188.0918,1882511.0
2020-10-14,188.657,190.2877,188.4995,189.7688,2053112.0
2020-10-15,187.3135,194.0449,186.3407,193.4751,2588280.0
2020-10-16,193.994,195.4579,192.5532,194.4387,3329468.0
2020-10-17,193.994,195.4579,192.5532,194.4387,3329468.0
2020-10-18,193.994,195.4579,192.5532,194.4387,3329468.0
2020-10-19,193.0859,195.18,190.1024,190.5564,2110303.0
2020-10-20,191.3811,194.6611,190.8807,191.5942,1570361.0
2020-10-21,185.3584,187.4154,184.0612,184.8303,4141200.0
2020-10-22,179.7435,180.0029,172.1827,173.3965,7579338.0
2020-10-23,171.4322,175.8148,171.4137,174.3231,3897066.0
2020-10-24,171.4322,175.8148,171.4137,174.3231,3897066.0
2020-10-25,171.4322,175.8148,171.4137,174.3231,3897066.0
2020-10-26,172.8313,173.2019,168.634,171.1357,4007078.0
2020-10-27,170.9319,171.1265,164.9926,166.3825,4542162.0
2020-10-28,162.8801,165.1316,160.3552,160.6378,4092174.0
2020-10-29,160.1374,164.6127,158.906,163.1117,5988098.0
2020-10-30,162.4168,164.3626,160.4154,164.1772,3747953.0
2020-10-31,162.4168,164.3626,160.4154,164.1772,3747953.0
2020-11-01,162.4168,164.3626,160.4154,164.1772,3747953.0
2020-11-02,166.5214,168.3468,163.9085,166.0767,3726694.0
2020-11-03,168.1707,173.2297,167.5407,171.7658,3983767.0
2020-11-04,175.6944,177.6494,172.7062,173.0259,4392083.0
2020-11-05,175.6944,179.6601,175.3979,177.9645,3999107.0
2020-11-06,177.2047,177.7236,175.1524,176.1113,1999842.0
2020-11-07,177.2047,177.7236,175.1524,176.1113,1999842.0
2020-11-08,177.2047,177.7236,175.1524,176.1113,1999842.0
2020-11-09,185.3121,192.5207,181.9116,183.459,4486994.0
2020-11-10,184.2558,188.5551,183.4126,186.4796,4279826.0
2020-11-11,186.7761,187.1189,183.2134,185.3121,3134840.0
2020-11-12,184.8766,186.5068,183.2273,185.7661,2923154.0
2020-11-13,187.3042,189.5001,186.322,188.4995,2291973.0
2020-11-14,187.3042,189.5001,186.322,188.4995,2291973.0
2020-11-15,187.3042,189.5001,186.322,188.4995,2291973.0
2020-11-16,191.3347,194.5221,189.5001,191.5293,3066412.0
2020-11-17,190.0468,191.4274,186.7853,190.7325,2481396.0
2020-11-18,190.0746,192.6134,188.972,189.0461,2244182.0
2020-11-19,187.7397,189.7596,185.8958,189.5279,1965044.0
2020-11-20,189.8059,190.8622,187.7304,188.4531,1911095.0
2020-11-21,189.8059,190.8622,187.7304,188.4531,1911095.0
2020-11-22,189.8059,190.8622,187.7304,188.4531,1911095.0
2020-11-23,190.1024,192.3076,189.6114,192.1594,2134875.0
2020-11-24,194.0774,195.634,193.1786,193.3732,2726173.0
2020-11-25,193.2805,193.2805,190.9363,192.0204,2046927.0
2020-11-26,193.2805,193.2805,190.9363,192.0204,2046927.0
2020-11-27,193.2307,193.4913,190.8382,191.434,1429253.0
2020-11-28,193.2307,193.4913,190.8382,191.434,1429253.0
2020-11-29,193.2307,193.4913,190.8382,191.434,1429253.0
2020-11-30,192.216,192.4673,188.874,189.9818,2536971.0
2020-12-01,191.4899,193.9009,188.1665,188.4178,4481385.0
2020-12-02,187.9524,190.4007,187.5148,189.4977,2676312.0
2020-12-03,190.3914,191.0802,187.8639,188.2875,4152064.0
2020-12-04,188.1385,192.1601,188.1385,191.8157,2979900.0
2020-12-05,188.1385,192.1601,188.1385,191.8157,2979900.0
2020-12-06,188.1385,192.1601,188.1385,191.8157,2979900.0
2020-12-07,191.3968,191.7082,189.7429,190.8289,2071845.0
2020-12-08,189.5815,192.4208,189.1719,191.0337,2043580.0
2020-12-09,189.749,192.6907,189.749,191.6574,1937675.0
2020-12-10,190.8103,191.5271,187.4776,188.5295,2206028.0
2020-12-11,186.8166,189.6746,186.1854,189.0322,1919685.0
2020-12-12,186.8166,189.6746,186.1854,189.0322,1919685.0
2020-12-13,186.8166,189.6746,186.1854,189.0322,1919685.0
2020-12-14,191.0896,191.2664,184.238,184.3218,2163045.0
2020-12-15,185.0758,187.5055,183.8191,186.4629,1959504.0
2020-12-16,186.9656,187.1145,184.8896,185.1131,2094967.0
2020-12-17,186.2115,188.7995,185.262,188.2316,2705887.0
2020-12-18,188.1292,190.3634,186.8632,189.5349,5918842.0
2020-12-19,188.1292,190.3634,186.8632,189.5349,5918842.0
2020-12-20,188.1292,190.3634,186.8632,189.5349,5918842.0
2020-12-21,185.8206,189.7165,185.8206,188.5016,2035144.0
2020-12-22,187.8872,189.4511,187.5241,187.5986,1444282.0
2020-12-23,188.8181,189.4511,187.1611,187.2728,1787625.0
2020-12-24,187.3566,189.7677,186.6305,189.3394,691717.0
2020-12-25,187.3566,189.7677,186.6305,189.3394,691717.0
2020-12-26,187.3566,189.7677,186.6305,189.3394,691717.0
2020-12-27,187.3566,189.7677,186.6305,189.3394,691717.0
2020-12-28,189.8794,192.2718,189.4884,191.4433,1790215.0
2020-12-29,192.0484,192.5371,189.3301,190.2983,1735191.0
2020-12-30,190.7172,192.2346,190.4752,191.7505,1279654.0
2020-12-31,192.0949,194.2361,191.4526,193.8358,1739904.0
2021-01-01,192.0949,194.2361,191.4526,193.8358,1739904.0
2021-01-02,192.0949,194.2361,191.4526,193.8358,1739904.0
2021-01-03,192.0949,194.2361,191.4526,193.8358,1739904.0
2021-01-04,193.6682,194.5866,187.4636,188.9857,2642629.0
2021-01-05,188.8833,192.1741,188.8414,191.3037,2127506.0
2021-01-06,191.3502,196.9916,190.9592,195.3066,2512400.0
2021-01-07,196.0607,198.6114,194.6736,198.0249,2023152.0
2021-01-08,202.9401,205.9936,201.9999,203.7035,3922910.0
2021-01-09,202.9401,205.9936,201.9999,203.7035,3922910.0
2021-01-10,202.9401,205.9936,201.9999,203.7035,3922910.0
2021-01-11,204.9695,205.7236,201.9627,202.335,2969758.0
2021-01-12,202.0651,205.2116,199.0861,203.5359,3225955.0
2021-01-13,202.5492,203.8711,200.4826,201.6462,1466035.0
2021-01-14,202.8936,203.0519,200.8083,201.2273,1720001.0
2021-01-15,199.6912,202.4933,198.5184,201.6369,2325287.0
2021-01-16,199.6912,202.4933,198.5184,201.6369,2325287.0
2021-01-17,199.6912,202.4933,198.5184,201.6369,2325287.0
2021-01-18,199.6912,202.4933,198.5184,201.6369,2325287.0
2021-01-19,203.1356,203.7035,200.2684,200.408,2841906.0
2021-01-20,202.093,203.3684,200.8083,203.1077,3239593.0
2021-01-21,195.4928,201.9161,193.5286,193.5379,6346356.0
2021-01-22,193.2679,194.5619,189.1998,192.8211,4290569.0
2021-01-23,193.2679,194.5619,189.1998,192.8211,4290569.0
2021-01-24,193.2679,194.5619,189.1998,192.8211,4290569.0
2021-01-25,190.9872,192.8397,187.2262,192.1973,4815424.0
2021-01-26,192.9886,192.9886,185.6251,186.2302,3867707.0
2021-01-27,182.4818,185.0665,179.7975,180.9053,3790998.0
2021-01-28,183.7446,190.8188,181.9386,187.3845,3406482.0
2021-01-29,185.5227,186.9284,183.1768,183.8284,3508101.0
2021-01-30,185.5227,186.9284,183.1768,183.8284,3508101.0
2021-01-31,185.5227,186.9284,183.1768,183.8284,3508101.0
2021-02-01,185.0851,186.8431,184.5731,184.8803,2228714.0
2021-02-02,186.6863,192.8211,186.2209,191.704,3714180.0
2021-02-03,190.9685,191.69,189.7723,190.2424,1731563.0
2021-02-04,190.6334,192.3742,189.3301,190.3262,2552132.0
2021-02-05,192.2811,193.3331,189.7723,190.0935,2096985.0
2021-02-06,192.2811,193.3331,189.7723,190.0935,2096985.0
2021-02-07,192.2811,193.3331,189.7723,190.0935,2096985.0
2021-02-08,191.1175,191.1175,188.1572,190.019,1995374.0
2021-02-09,190.3169,191.3968,188.5388,190.5124,1526781.0
2021-02-10,191.704,191.946,188.6971,189.4418,1766762.0
2021-02-11,190.9406,193.5099,190.2331,192.9142,2658126.0
2021-02-12,191.9646,198.9372,191.9646,198.4345,3318406.0
2021-02-13,191.9646,198.9372,191.9646,198.4345,3318406.0
2021-02-14,191.9646,198.9372,191.9646,198.4345,3318406.0
2021-02-15,191.9646,198.9372,191.9646,198.4345,3318406.0
2021-02-16,198.63,200.5384,195.921,199.2072,2936316.0
2021-02-17,198.509,199.1048,195.3159,196.6378,3233132.0
2021-02-18,194.7667,195.2927,190.0562,192.7559,3621440.0
2021-02-19,193.6682,196.945,193.5379,194.6177,3120837.0
2021-02-20,193.6682,196.945,193.5379,194.6177,3120837.0
2021-02-21,193.6682,196.945,193.5379,194.6177,3120837.0
2021-02-22,192.8304,195.8326,192.4022,192.5418,2775907.0
2021-02-23,193.0259,193.7054,190.5403,192.6628,2677820.0
2021-02-24,192.0949,198.239,191.2757,196.5634,2355204.0
2021-02-25,196.1893,197.2274,194.4311,195.1512,4150378.0
2021-02-26,196.5914,196.5914,192.5139,192.6168,3707990.0
2021-02-27,196.5914,196.5914,192.5139,192.6168,3707990.0
2021-02-28,196.5914,196.5914,192.5139,192.6168,3707990.0
2021-03-01,195.067,197.8914,194.3095,195.6282,4118253.0
2021-03-02,195.9742,196.9936,193.898,195.7404,2315495.0
2021-03-03,195.7684,196.2361,192.6448,192.8693,2307652.0
2021-03-04,192.6355,193.3042,185.7242,188.0529,3208762.0
2021-03-05,189.8485,196.5353,187.6414,196.1238,3187261.0
2021-03-06,189.8485,196.5353,187.6414,196.1238,3187261.0
2021-03-07,189.8485,196.5353,187.6414,196.1238,3187261.0
2021-03-08,196.9281,201.7071,196.554,197.2274,3068507.0
2021-03-09,198.3122,201.0387,197.5454,197.9849,2814546.0
2021-03-10,198.7331,201.2348,197.6856,199.3129,2764782.0
2021-03-11,200.9028,202.5113,199.3597,200.6222,2573693.0
2021-03-12,201.8754,203.4091,200.0611,200.2201,2321110.0
2021-03-13,201.8754,203.4091,200.0611,200.2201,2321110.0
2021-03-14,201.8754,203.4091,200.0611,200.2201,2321110.0
2021-03-15,200.3697,200.9682,196.3576,198.8921,2881157.0
2021-03-16,199.3129,199.3597,195.3757,197.9849,2786137.0
2021-03-17,197.7324,200.3509,196.2307,198.546,2795178.0
2021-03-18,197.7417,203.6055,197.7417,201.4078,2866740.0
2021-03-19,201.4733,201.5668,195.6562,197.1432,7005198.0
2021-03-20,201.4733,201.5668,195.6562,197.1432,7005198.0
2021-03-21,201.4733,201.5668,195.6562,197.1432,7005198.0
2021-03-22,196.4699,197.3303,191.5132,192.9067,5863499.0
2021-03-23,193.8326,196.8888,193.1218,194.5714,3661653.0
2021-03-24,194.5246,201.8193,194.5246,199.1072,3245118.0
2021-03-25,198.7611,202.502,198.0971,202.0905,2689285.0
2021-03-26,203.0912,208.7492,202.7077,208.478,3653835.0
2021-03-27,203.0912,208.7492,202.7077,208.478,3653835.0
2021-03-28,203.0912,208.7492,202.7077,208.478,3653835.0
2021-03-29,208.3658,209.4413,205.9716,208.5341,2279848.0
2021-03-30,206.9256,208.9456,206.2522,206.804,2601848.0
2021-03-31,206.7946,208.1507,204.9756,206.1306,3246647.0
2021-04-01,206.5702,207.4212,204.8307,205.9436,2551292.0
2021-04-02,206.5702,207.4212,204.8307,205.9436,2551292.0
2021-04-03,206.5702,207.4212,204.8307,205.9436,2551292.0
2021-04-04,206.5702,207.4212,204.8307,205.9436,2551292.0
2021-04-05,207.8421,210.0679,207.6831,208.9924,1958370.0
2021-04-06,209.46,209.5722,206.4954,206.7759,1590798.0
2021-04-07,206.5889,207.5615,205.7191,207.0004,1634408.0
2021-04-08,206.7572,207.2248,205.822,205.9155,1983982.0
2021-04-09,206.3925,208.8895,206.1867,208.7773,2383736.0
2021-04-10,206.3925,208.8895,206.1867,208.7773,2383736.0
2021-04-11,206.3925,208.8895,206.1867,208.7773,2383736.0
2021-04-12,208.1413,210.6851,208.0946,209.0672,2286544.0
2021-04-13,208.5341,208.9176,205.9342,207.6083,1799251.0
2021-04-14,208.0665,208.9269,207.1968,208.1787,1515563.0
2021-04-15,208.9176,209.9556,207.9636,208.6463,2008771.0
2021-04-16,210.3391,211.1527,207.7485,208.2816,2539879.0
2021-04-17,210.3391,211.1527,207.7485,208.2816,2539879.0
2021-04-18,210.3391,211.1527,207.7485,208.2816,2539879.0
2021-04-19,208.7679,209.0298,207.1032,208.9924,1911154.0
2021-04-20,208.3377,210.7412,205.8781,206.3738,2766275.0
2021-04-21,205.822,211.5549,205.4573,208.955,3470155.0
2021-04-22,204.7839,206.787,202.0624,203.858,4831739.0
2021-04-23,205.2983,209.4319,204.4098,209.0578,2975652.0
2021-04-24,205.2983,209.4319,204.4098,209.0578,2975652.0
2021-04-25,205.2983,209.4319,204.4098,209.0578,2975652.0
2021-04-26,209.4693,212.2563,209.2729,210.0398,2767585.0
2021-04-27,211.0779,212.102,209.4413,211.106,2239646.0
2021-04-28,211.0592,213.5282,210.9096,211.5362,2172903.0
2021-04-29,212.8455,212.8735,208.9363,209.9369,2239688.0
2021-04-30,209.1607,209.8154,205.9903,207.7018,3674703.0
2021-05-01,209.1607,209.8154,205.9903,207.7018,3674703.0
2021-05-02,209.1607,209.8154,205.9903,207.7018,3674703.0
