,BLKB US Equity,BLKB US Equity,BLKB US Equity,BLKB US Equity,BLKB US Equity
2024-01-16,81.57,81.905,80.66,80.78,151430.0
2024-01-17,79.8,81.7,79.8,80.88,238195.0
2024-01-18,81.29,81.5,80.13,81.5,151832.0
2024-01-19,81.98,82.15,80.71,81.81,181385.0
2024-01-20,81.98,82.15,80.71,81.81,181385.0
2024-01-21,81.98,82.15,80.71,81.81,181385.0
2024-01-22,82.56,83.035,82.14,82.56,155865.0
2024-01-23,85.0,85.38,83.23,84.25,262588.0
2024-01-24,84.7,84.77,82.81,83.23,162564.0
2024-01-25,84.32,84.74,83.54,84.04,113085.0
2024-01-26,84.48,84.89,83.4,83.55,83953.0
2024-01-27,84.48,84.89,83.4,83.55,83953.0
2024-01-28,84.48,84.89,83.4,83.55,83953.0
2024-01-29,83.51,84.21,83.25,84.15,73483.0
2024-01-30,83.68,84.14,83.58,83.63,73850.0
2024-01-31,83.67,83.67,80.84,80.92,142118.0
2024-02-01,81.38,82.738,80.81,82.27,182907.0
2024-02-02,81.74,81.85,79.68,80.34,157251.0
2024-02-03,81.74,81.85,79.68,80.34,157251.0
2024-02-04,81.74,81.85,79.68,80.34,157251.0
2024-02-05,79.73,80.175,78.95,79.22,116137.0
2024-02-06,79.54,80.97,78.94,80.09,129734.0
2024-02-07,80.55,80.665,79.73,79.91,100381.0
2024-02-08,80.15,80.96,80.15,80.67,120364.0
2024-02-09,80.67,82.15,80.67,82.05,157823.0
2024-02-10,80.67,82.15,80.67,82.05,157823.0
2024-02-11,80.67,82.15,80.67,82.05,157823.0
2024-02-12,81.33,82.95,80.825,82.65,317977.0
2024-02-13,72.5,73.93,69.875,70.38,870919.0
2024-02-14,71.02,72.92,70.1527,71.61,323697.0
2024-02-15,71.41,72.48,70.44,72.28,285510.0
2024-02-16,71.26,71.27,68.745,69.14,713254.0
2024-02-17,71.26,71.27,68.745,69.14,713254.0
2024-02-18,71.26,71.27,68.745,69.14,713254.0
2024-02-19,71.26,71.27,68.745,69.14,713254.0
2024-02-20,67.75,69.985,67.05,68.99,403739.0
2024-02-21,68.15,68.58,67.23,67.73,250384.0
2024-02-22,67.68,68.03,67.0,67.68,241951.0
2024-02-23,67.71,69.47,67.635,68.61,211609.0
2024-02-24,67.71,69.47,67.635,68.61,211609.0
2024-02-25,67.71,69.47,67.635,68.61,211609.0
2024-02-26,68.34,69.74,67.74,68.89,207896.0
2024-02-27,68.8,69.08,66.662,67.42,471054.0
2024-02-28,66.88,68.03,66.475,67.35,822041.0
2024-02-29,67.97,69.39,67.58,69.18,1090055.0
2024-03-01,68.88,70.76,68.47,70.365,417146.0
2024-03-02,68.88,70.76,68.47,70.365,417146.0
2024-03-03,68.88,70.76,68.47,70.365,417146.0
2024-03-04,71.55,72.799,70.81,72.48,632306.0
2024-03-05,72.0,72.34,71.18,71.84,487273.0
2024-03-06,72.0,72.9,71.38,72.87,247583.0
2024-03-07,73.0,74.41,72.5619,73.65,284115.0
2024-03-08,74.0,74.65,72.835,73.13,241192.0
2024-03-09,74.0,74.65,72.835,73.13,241192.0
2024-03-10,74.0,74.65,72.835,73.13,241192.0
2024-03-11,73.0,74.13,72.95,74.08,234938.0
2024-03-12,73.8,75.0,73.2871,74.46,165953.0
2024-03-13,74.2,74.965,73.62,73.78,193832.0
2024-03-14,73.45,73.87,72.44,72.7,293247.0
2024-03-15,72.11,72.74,70.725,70.94,590008.0
2024-03-16,72.11,72.74,70.725,70.94,590008.0
2024-03-17,72.11,72.74,70.725,70.94,590008.0
2024-03-18,70.76,71.52,70.39,70.51,221682.0
2024-03-19,70.3,71.6,70.3,71.06,246788.0
2024-03-20,70.81,71.99,70.685,71.59,217294.0
2024-03-21,72.04,72.75,71.585,71.66,228213.0
2024-03-22,71.85,71.88,70.96,71.6,148128.0
2024-03-23,71.85,71.88,70.96,71.6,148128.0
2024-03-24,71.85,71.88,70.96,71.6,148128.0
2024-03-25,71.67,71.89,70.26,70.5,163447.0
2024-03-26,70.89,71.35,70.27,70.71,164073.0
2024-03-27,71.22,72.99,70.96,72.91,183649.0
2024-03-28,72.84,74.38,72.84,74.14,238937.0
2024-03-29,72.84,74.38,72.84,74.14,238937.0
2024-03-30,72.84,74.38,72.84,74.14,238937.0
2024-03-31,72.84,74.38,72.84,74.14,238937.0
2024-04-01,74.0,76.01,73.68,75.31,368386.0
2024-04-02,74.3,74.595,71.21,71.76,252297.0
2024-04-03,71.08,73.125,71.08,71.67,195142.0
2024-04-04,72.42,72.45,70.66,70.81,141089.0
2024-04-05,70.55,72.5799,70.16,72.01,304977.0
2024-04-06,70.55,72.5799,70.16,72.01,304977.0
2024-04-07,70.55,72.5799,70.16,72.01,304977.0
2024-04-08,72.2,73.46,71.93,73.42,131657.0
