,IR US Equity,IR US Equity,IR US Equity,IR US Equity,IR US Equity
2023-07-05,64.5679,64.9975,63.9484,64.0683,1450420.0
2023-07-06,63.5187,63.6336,62.8692,63.5087,1796097.0
2023-07-07,63.3688,64.8726,63.2789,64.2082,1271668.0
2023-07-08,63.3688,64.8726,63.2789,64.2082,1271668.0
2023-07-09,63.3688,64.8726,63.2789,64.2082,1271668.0
2023-07-10,64.9176,65.8418,64.5978,65.7569,1395232.0
2023-07-11,65.9567,66.6862,65.8169,66.1966,1701170.0
2023-07-12,66.826,66.9659,66.0067,66.0567,1333855.0
2023-07-13,66.1666,66.856,65.7969,66.6262,1069878.0
2023-07-14,66.5762,66.6162,65.8468,66.0667,1475792.0
2023-07-15,66.5762,66.6162,65.8468,66.0667,1475792.0
2023-07-16,66.5762,66.6162,65.8468,66.0667,1475792.0
2023-07-17,65.9767,66.6712,65.8968,66.2365,1985160.0
2023-07-18,65.9867,67.1258,65.9068,66.9659,2535622.0
2023-07-19,66.3065,66.3165,64.8077,65.667,2943253.0
2023-07-20,65.9667,66.0167,65.1774,65.5371,2048719.0
2023-07-21,65.637,65.7569,65.0275,65.2073,1483744.0
2023-07-22,65.637,65.7569,65.0275,65.2073,1483744.0
2023-07-23,65.637,65.7569,65.0275,65.2073,1483744.0
2023-07-24,65.3772,65.8968,64.9176,65.2173,1546044.0
2023-07-25,64.8376,65.8069,64.6978,65.0175,1791710.0
2023-07-26,64.7877,65.2823,64.0083,64.4679,2205776.0
2023-07-27,64.8177,64.9675,63.8185,63.9983,2450726.0
2023-07-28,64.6578,64.7977,63.9284,64.1482,2456760.0
2023-07-29,64.6578,64.7977,63.9284,64.1482,2456760.0
2023-07-30,64.6578,64.7977,63.9284,64.1482,2456760.0
2023-07-31,64.5779,65.2723,64.2981,65.2173,2150959.0
2023-08-01,64.7177,66.0067,64.6578,65.9567,2874310.0
2023-08-02,65.5671,65.8468,65.0175,65.4372,3488905.0
2023-08-03,66.4663,67.3356,65.1874,67.0658,3897014.0
2023-08-04,67.3456,67.6853,66.5163,66.856,2857637.0
2023-08-05,67.3456,67.6853,66.5163,66.856,2857637.0
2023-08-06,67.3456,67.6853,66.5163,66.856,2857637.0
2023-08-07,67.4655,67.9451,67.0758,67.8552,1669608.0
2023-08-08,67.3556,68.8644,66.926,68.5646,2450979.0
2023-08-09,68.5746,68.8244,67.8652,68.085,2853298.0
2023-08-10,68.3248,68.6845,67.3356,67.8652,2419902.0
2023-08-11,67.7053,68.2649,67.6054,68.0351,1522856.0
2023-08-12,67.7053,68.2649,67.6054,68.0351,1522856.0
2023-08-13,67.7053,68.2649,67.6054,68.0351,1522856.0
2023-08-14,67.8552,68.145,67.5904,67.8452,1723877.0
2023-08-15,67.4555,67.7803,66.7061,66.9459,1638629.0
2023-08-16,66.876,67.3256,66.5762,66.6562,1504997.0
2023-08-17,66.9859,67.3156,66.0267,66.0467,1814668.0
2023-08-18,65.3472,67.1058,64.9476,66.4364,3796418.0
2023-08-19,65.3472,67.1058,64.9476,66.4364,3796418.0
2023-08-20,65.3472,67.1058,64.9476,66.4364,3796418.0
2023-08-21,66.7461,66.916,66.0567,66.6462,1553682.0
2023-08-22,67.2659,67.6657,66.7162,66.8161,1408347.0
2023-08-23,66.966,68.6452,66.8961,68.4653,1880899.0
2023-08-24,68.4453,69.1149,68.1354,68.2054,3185116.0
2023-08-25,68.5452,69.2699,68.0455,68.8651,2648248.0
2023-08-26,68.5452,69.2699,68.0455,68.8651,2648248.0
2023-08-27,68.5452,69.2699,68.0455,68.8651,2648248.0
2023-08-28,68.8151,69.4048,68.5652,69.065,1993254.0
2023-08-29,68.915,70.2844,68.7052,69.9345,1993235.0
2023-08-30,70.0944,70.6142,69.6347,69.8546,1978098.0
2023-08-31,69.8246,70.1744,69.2849,69.5747,3961003.0
2023-09-01,69.9545,70.4843,69.5247,69.9145,2936229.0
2023-09-02,69.9545,70.4843,69.5247,69.9145,2936229.0
2023-09-03,69.9545,70.4843,69.5247,69.9145,2936229.0
2023-09-04,69.9545,70.4843,69.5247,69.9145,2936229.0
2023-09-05,69.9245,69.9645,68.2654,68.4053,3946203.0
2023-09-06,68.2654,70.0145,68.2154,69.9745,3655463.0
2023-09-07,69.5847,70.1944,68.7052,69.5147,2989517.0
2023-09-08,69.4848,69.9445,69.2849,69.3848,2458579.0
2023-09-09,69.4848,69.9445,69.2849,69.3848,2458579.0
2023-09-10,69.4848,69.9445,69.2849,69.3848,2458579.0
2023-09-11,69.7846,70.2044,68.0205,68.6152,2885925.0
2023-09-12,68.2554,69.1349,67.918,68.2954,2752250.0
2023-09-13,67.9855,68.4453,65.1669,65.6967,3510978.0
2023-09-14,66.3963,66.956,65.6967,66.5263,2405892.0
2023-09-15,66.2564,66.5862,65.4518,65.8666,2848138.0
2023-09-16,66.2564,66.5862,65.4518,65.8666,2848138.0
2023-09-17,66.2564,66.5862,65.4518,65.8666,2848138.0
2023-09-18,65.8466,66.4663,65.5867,66.3563,2039950.0
2023-09-19,66.1365,66.7162,65.2469,66.1964,4074980.0
2023-09-20,66.6162,66.971,64.9171,64.987,2642221.0
2023-09-21,64.7572,64.7572,63.7027,64.0075,2343339.0
2023-09-22,64.0275,64.9071,63.7777,64.4673,1473857.0
2023-09-23,64.0275,64.9071,63.7777,64.4673,1473857.0
2023-09-24,64.0275,64.9071,63.7777,64.4673,1473857.0
2023-09-25,64.1475,64.3474,63.2479,64.2874,2701572.0
2023-09-26,63.5578,64.1824,62.5683,62.7582,2125548.0
2023-09-27,63.3779,63.7577,62.9081,63.2379,2106320.0
2023-09-28,63.3279,64.7472,63.143,64.2374,2109758.0
2023-09-29,64.7472,65.112,63.3978,63.6877,3366797.0
2023-09-30,64.7472,65.112,63.3978,63.6877,3366797.0
2023-10-01,64.7472,65.112,63.3978,63.6877,3366797.0
2023-10-02,63.5378,64.2274,63.2479,63.5678,2576895.0
2023-10-03,63.2179,63.3829,62.1085,62.8181,3038187.0
2023-10-04,62.7682,63.4078,62.3084,63.2279,1797673.0
2023-10-05,63.3479,63.5478,62.1685,62.7882,3373029.0
2023-10-06,62.4283,63.8876,62.1085,63.3879,1824972.0
2023-10-07,62.4283,63.8876,62.1085,63.3879,1824972.0
2023-10-08,62.4283,63.8876,62.1085,63.3879,1824972.0
2023-10-09,63.2379,64.2274,62.4783,64.0675,1572201.0
2023-10-10,64.1175,65.2369,63.7577,64.6572,1644796.0
2023-10-11,64.8371,66.0415,64.7971,65.9565,2251096.0
2023-10-12,66.1065,66.7561,65.4118,66.0265,2763924.0
2023-10-13,66.1764,66.4163,63.3479,64.1874,2503963.0
2023-10-14,66.1764,66.4163,63.3479,64.1874,2503963.0
2023-10-15,66.1764,66.4163,63.3479,64.1874,2503963.0
2023-10-16,64.8671,65.5518,64.4373,64.9171,1342815.0
2023-10-17,64.6472,66.3064,64.4073,65.6267,1500410.0
2023-10-18,64.7472,64.7472,62.2484,62.3584,3784965.0
2023-10-19,62.3784,63.2929,60.9441,61.189,3395491.0
2023-10-20,61.169,61.4089,60.1695,60.3894,3182819.0
2023-10-21,61.169,61.4089,60.1695,60.3894,3182819.0
2023-10-22,61.169,61.4089,60.1695,60.3894,3182819.0
2023-10-23,60.3094,60.7392,59.24,59.2799,3409365.0
2023-10-24,60.4993,60.6292,59.4199,59.6497,3476494.0
2023-10-25,59.3199,60.4493,59.22,59.3299,4150447.0
2023-10-26,59.7097,60.7392,59.4099,59.8496,2972464.0
2023-10-27,59.9696,60.2594,59.17,59.3499,2497120.0
2023-10-28,59.9696,60.2594,59.17,59.3499,2497120.0
2023-10-29,59.9696,60.2594,59.17,59.3499,2497120.0
2023-10-30,59.9896,60.7592,59.4768,60.5393,4833592.0
2023-10-31,60.1995,60.9291,60.1495,60.6492,3751077.0
2023-11-01,60.7192,61.9886,60.3094,61.9586,5497263.0
2023-11-02,62.2184,66.2264,62.0885,65.5568,5300505.0
2023-11-03,66.8461,67.1459,65.2669,65.3269,3155465.0
2023-11-04,66.8461,67.1459,65.2669,65.3269,3155465.0
2023-11-05,66.8461,67.1459,65.2669,65.3269,3155465.0
2023-11-06,65.3069,65.4968,64.6572,65.2169,3379722.0
2023-11-07,64.8771,65.9765,64.5673,65.9466,2530492.0
2023-11-08,66.2764,66.5462,65.4668,66.0165,2593148.0
2023-11-09,66.7362,67.7856,66.2664,66.996,4077491.0
2023-11-10,66.956,68.3253,66.956,68.3054,2537310.0
2023-11-11,66.956,68.3253,66.956,68.3054,2537310.0
2023-11-12,66.956,68.3253,66.956,68.3054,2537310.0
2023-11-13,68.1155,69.3048,68.0255,68.8251,4608493.0
2023-11-14,69.7346,70.0845,69.2849,69.6247,2644047.0
2023-11-15,69.6247,70.1844,69.2549,69.6747,2573964.0
2023-11-16,69.8446,70.5742,69.7246,70.1644,1819994.0
2023-11-17,70.6343,70.6343,69.8286,70.3044,1943160.0
2023-11-18,70.6343,70.6343,69.8286,70.3044,1943160.0
2023-11-19,70.6343,70.6343,69.8286,70.3044,1943160.0
2023-11-20,70.4044,70.6043,69.9445,70.4044,2069306.0
2023-11-21,70.2344,70.8043,70.2294,70.5243,1573933.0
2023-11-22,70.6443,70.9542,70.4144,70.6943,1698326.0
2023-11-23,70.6443,70.9542,70.4144,70.6943,1698326.0
2023-11-24,70.8143,71.3142,70.5843,71.3142,674862.0
2023-11-25,70.8143,71.3142,70.5843,71.3142,674862.0
2023-11-26,70.8143,71.3142,70.5843,71.3142,674862.0
2023-11-27,71.2842,71.2842,70.6343,70.7643,1806968.0
2023-11-28,70.8443,71.2242,69.6245,69.6445,2904599.0
2023-11-29,70.1944,70.3844,69.4446,69.5845,2064737.0
2023-11-30,69.9245,71.5041,69.4946,71.4141,3532527.0
2023-12-01,71.3442,72.7139,71.3442,72.224,2451515.0
2023-12-02,71.3442,72.7139,71.3442,72.224,2451515.0
2023-12-03,71.3442,72.7139,71.3442,72.224,2451515.0
2023-12-04,71.5541,72.144,71.2742,72.004,2320600.0
2023-12-05,71.7741,72.4239,71.5241,71.944,1748256.0
2023-12-06,72.254,72.9638,71.1942,71.3642,1905592.0
2023-12-07,71.7141,72.5439,71.5191,72.5339,2302615.0
2023-12-08,72.4739,73.4037,72.3789,73.2937,2723589.0
2023-12-09,72.4739,73.4037,72.3789,73.2937,2723589.0
2023-12-10,72.4739,73.4037,72.3789,73.2937,2723589.0
2023-12-11,73.3637,74.4735,73.3637,73.9636,2004267.0
2023-12-12,74.1935,74.8334,74.0497,74.2435,2094851.0
2023-12-13,74.2035,74.7434,73.5037,73.6836,2115736.0
2023-12-14,74.1135,75.5566,74.0736,75.2933,2590275.0
2023-12-15,74.8434,75.6082,74.6834,74.8234,4784528.0
2023-12-16,74.8434,75.6082,74.6834,74.8234,4784528.0
2023-12-17,74.8434,75.6082,74.6834,74.8234,4784528.0
2023-12-18,75.1733,75.2608,74.4535,74.8034,1751886.0
2023-12-19,75.1133,76.383,74.8134,76.3131,2263226.0
2023-12-20,75.9831,76.7929,74.8234,74.8534,2029149.0
2023-12-21,75.6232,75.8432,75.0333,75.7832,1392654.0
2023-12-22,76.0631,76.8479,75.8931,76.463,1433683.0
2023-12-23,76.0631,76.8479,75.8931,76.463,1433683.0
2023-12-24,76.0631,76.8479,75.8931,76.463,1433683.0
2023-12-25,76.0631,76.8479,75.8931,76.463,1433683.0
2023-12-26,76.473,77.4128,76.443,77.3828,1346298.0
2023-12-27,77.4628,77.8527,77.2179,77.8327,1822991.0
2023-12-28,77.7227,78.1426,77.5528,77.7627,1110042.0
2023-12-29,77.9127,78.0027,77.2628,77.3228,1618105.0
2023-12-30,77.9127,78.0027,77.2628,77.3228,1618105.0
2023-12-31,77.9127,78.0027,77.2628,77.3228,1618105.0
2024-01-01,77.9127,78.0027,77.2628,77.3228,1618105.0
2024-01-02,76.9829,77.5928,76.2431,76.713,1790068.0
2024-01-03,76.1931,76.453,74.6534,74.7034,2629617.0
2024-01-04,74.8834,75.7532,74.7034,74.9234,1475652.0
2024-01-05,74.7834,75.2733,74.5734,74.7834,2066608.0
2024-01-06,74.7834,75.2733,74.5734,74.7834,2066608.0
2024-01-07,74.7834,75.2733,74.5734,74.7834,2066608.0
2024-01-08,74.7934,75.7232,73.9936,75.7032,1882761.0
2024-01-09,74.9534,75.8931,74.5634,75.8931,2100073.0
2024-01-10,75.8732,76.368,75.7232,76.2731,1386108.0
2024-01-11,76.3131,77.7227,75.522,77.6728,3222119.0
2024-01-12,78.0727,78.1526,76.713,77.4028,2961948.0
2024-01-13,78.0727,78.1526,76.713,77.4028,2961948.0
2024-01-14,78.0727,78.1526,76.713,77.4028,2961948.0
2024-01-15,78.0727,78.1526,76.713,77.4028,2961948.0
2024-01-16,77.1129,77.9927,76.623,77.9327,2610722.0
2024-01-17,77.1429,77.7327,76.9529,77.4328,2589522.0
2024-01-18,77.7427,78.3526,77.1436,78.1626,1579236.0
2024-01-19,78.5526,78.9025,77.8527,78.8625,2149351.0
2024-01-20,78.5526,78.9025,77.8527,78.8625,2149351.0
2024-01-21,78.5526,78.9025,77.8527,78.8625,2149351.0
2024-01-22,79.0025,79.4332,78.8125,79.3224,1820335.0
2024-01-23,79.5023,79.5023,78.3426,79.1924,2153082.0
2024-01-24,79.7323,79.8123,78.5975,78.8225,4113059.0
2024-01-25,79.3224,79.7323,78.6725,79.2324,2688375.0
2024-01-26,79.3424,79.6162,79.0125,79.2824,2170181.0
2024-01-27,79.3424,79.6162,79.0125,79.2824,2170181.0
2024-01-28,79.3424,79.6162,79.0125,79.2824,2170181.0
2024-01-29,79.0624,80.5321,79.0225,80.4621,2658203.0
2024-01-30,80.1322,80.8121,80.1022,80.5921,2156074.0
2024-01-31,80.3422,80.8321,79.7123,79.8423,2470904.0
2024-02-01,80.3422,82.2117,80.3422,81.9718,4281309.0
2024-02-02,81.8518,83.9913,81.5719,83.7214,2395639.0
2024-02-03,81.8518,83.9913,81.5719,83.7214,2395639.0
2024-02-04,81.8518,83.9913,81.5719,83.7214,2395639.0
2024-02-05,82.9416,83.5015,82.4917,82.8916,2464717.0
2024-02-06,82.8416,83.3815,82.1917,83.2215,7467121.0
2024-02-07,83.5414,84.9511,83.3565,84.5512,2846301.0
2024-02-08,84.6512,85.481,84.3913,85.361,2500908.0
2024-02-09,85.631,86.4908,85.2511,85.8809,4011864.0
2024-02-10,85.631,86.4908,85.2511,85.8809,4011864.0
2024-02-11,85.631,86.4908,85.2511,85.8809,4011864.0
2024-02-12,85.721,86.2209,85.3111,85.451,1683488.0
2024-02-13,84.1413,85.361,83.7214,85.0911,2129399.0
2024-02-14,85.9709,86.8207,85.571,86.4708,2309788.0
2024-02-15,86.9107,87.8855,86.5008,87.7705,2854632.0
2024-02-16,91.6996,92.2995,89.3402,89.4501,5024851.0
2024-02-17,91.6996,92.2995,89.3402,89.4501,5024851.0
2024-02-18,91.6996,92.2995,89.3402,89.4501,5024851.0
2024-02-19,91.6996,92.2995,89.3402,89.4501,5024851.0
2024-02-20,88.2504,88.4704,86.5758,86.7207,3452816.0
2024-02-21,87.3806,88.9902,87.2106,88.9203,3305175.0
2024-02-22,90.26,90.8998,89.8402,90.7698,2486079.0
2024-02-23,91.0198,91.0898,89.6601,90.5099,2064900.0
2024-02-24,91.0198,91.0898,89.6601,90.5099,2064900.0
2024-02-25,91.0198,91.0898,89.6601,90.5099,2064900.0
2024-02-26,90.3099,91.1198,90.18,90.7399,2037117.0
2024-02-27,90.9298,91.0898,89.5201,90.3599,2167260.0
2024-02-28,90.3099,90.7598,89.7301,89.8301,2105378.0
2024-02-29,90.04,91.4297,89.7501,91.3097,4062385.0
2024-03-01,90.9198,92.4185,90.7449,91.6097,2726416.0
2024-03-02,90.9198,92.4185,90.7449,91.6097,2726416.0
2024-03-03,90.9198,92.4185,90.7449,91.6097,2726416.0
2024-03-04,91.6496,92.3395,91.3197,91.5197,1913325.0
2024-03-05,91.1398,91.2397,89.5101,89.95,4325473.0
2024-03-06,90.68,91.17,90.08,90.24,2578926.0
2024-03-07,90.91,91.4,90.265,91.16,2339347.0
2024-03-08,91.28,91.67,89.69,90.37,1962009.0
2024-03-09,91.28,91.67,89.69,90.37,1962009.0
2024-03-10,91.28,91.67,89.69,90.37,1962009.0
2024-03-11,89.46,89.86,88.83,89.52,2126928.0
2024-03-12,89.35,91.02,88.71,90.86,1810295.0
2024-03-13,91.07,91.12,90.1,90.53,2311311.0
2024-03-14,90.95,91.4,90.23,91.01,2036916.0
2024-03-15,90.1,91.26,90.1,90.47,2658063.0
2024-03-16,90.1,91.26,90.1,90.47,2658063.0
2024-03-17,90.1,91.26,90.1,90.47,2658063.0
2024-03-18,91.06,91.76,90.46,91.21,1472851.0
2024-03-19,91.27,91.77,90.71,91.56,1626895.0
2024-03-20,91.68,93.72,91.38,93.68,2647574.0
2024-03-21,94.1,95.285,93.83,95.1,2453065.0
2024-03-22,94.95,95.09,93.99,94.74,1574474.0
2024-03-23,94.95,95.09,93.99,94.74,1574474.0
2024-03-24,94.95,95.09,93.99,94.74,1574474.0
2024-03-25,95.25,96.17,94.36,94.48,2404965.0
2024-03-26,94.32,95.05,94.19,94.45,1945404.0
2024-03-27,94.8,95.41,93.8,95.26,2460776.0
2024-03-28,95.17,95.41,94.5,94.95,2557113.0
2024-03-29,95.17,95.41,94.5,94.95,2557113.0
2024-03-30,95.17,95.41,94.5,94.95,2557113.0
2024-03-31,95.17,95.41,94.5,94.95,2557113.0
2024-04-01,94.93,94.94,93.4,93.62,1331133.0
2024-04-02,93.82,93.82,92.38,92.55,3435391.0
2024-04-03,92.55,93.96,92.34,93.39,2720770.0
2024-04-04,94.4,94.765,92.28,92.3,2866493.0
2024-04-05,92.88,95.05,92.715,94.81,2125589.0
2024-04-06,92.88,95.05,92.715,94.81,2125589.0
2024-04-07,92.88,95.05,92.715,94.81,2125589.0
2024-04-08,95.06,95.415,93.91,94.01,1878169.0
