,VRTX US Equity,VRTX US Equity,VRTX US Equity,VRTX US Equity,VRTX US Equity
2021-04-22,217.11,218.93,214.0,215.98,1777617.0
2021-04-23,217.07,218.8105,215.77,217.9,1205079.0
2021-04-24,217.07,218.8105,215.77,217.9,1205079.0
2021-04-25,217.07,218.8105,215.77,217.9,1205079.0
2021-04-26,217.74,218.28,214.46,216.97,1303409.0
2021-04-27,217.1,218.15,215.0,215.53,1223967.0
2021-04-28,215.68,215.72,212.81,213.48,1426981.0
2021-04-29,213.6,213.8,210.27,211.86,1656018.0
2021-04-30,213.34,221.41,213.0,218.2,2592830.0
2021-05-01,213.34,221.41,213.0,218.2,2592830.0
2021-05-02,213.34,221.41,213.0,218.2,2592830.0
2021-05-03,217.27,219.69,216.7,217.95,1367110.0
2021-05-04,217.54,217.54,211.76,214.85,1772626.0
2021-05-05,214.85,215.835,213.24,213.87,1254817.0
2021-05-06,212.25,213.58,211.06,213.16,1184101.0
2021-05-07,214.355,216.77,213.81,215.01,1232048.0
2021-05-08,214.355,216.77,213.81,215.01,1232048.0
2021-05-09,214.355,216.77,213.81,215.01,1232048.0
2021-05-10,215.63,216.28,212.75,212.9,1269728.0
2021-05-11,211.803,214.02,211.39,213.0,1330192.0
2021-05-12,212.06,215.67,211.74,212.68,1198051.0
2021-05-13,212.69,215.015,212.33,214.35,1077583.0
2021-05-14,215.1,218.18,213.29,217.09,1428235.0
2021-05-15,215.1,218.18,213.29,217.09,1428235.0
2021-05-16,215.1,218.18,213.29,217.09,1428235.0
2021-05-17,215.62,217.65,214.8,216.35,932971.0
2021-05-18,216.9,218.06,214.38,214.645,1336956.0
2021-05-19,213.2,214.18,211.0,214.05,1117450.0
2021-05-20,213.93,218.97,213.4,216.61,1417526.0
2021-05-21,217.29,218.42,213.0,213.43,1618788.0
2021-05-22,217.29,218.42,213.0,213.43,1618788.0
2021-05-23,217.29,218.42,213.0,213.43,1618788.0
2021-05-24,215.02,215.695,210.99,211.22,1505302.0
2021-05-25,211.41,212.0634,207.48,208.76,1707414.0
2021-05-26,209.63,209.63,206.14,206.8,1485043.0
2021-05-27,207.04,207.44,204.62,207.31,2195169.0
2021-05-28,208.78,211.78,208.3,208.63,1724933.0
2021-05-29,208.78,211.78,208.3,208.63,1724933.0
2021-05-30,208.78,211.78,208.3,208.63,1724933.0
2021-05-31,208.78,211.78,208.3,208.63,1724933.0
2021-06-01,209.49,210.2,207.2,209.67,1808887.0
2021-06-02,210.0,212.2099,208.45,210.38,1559137.0
2021-06-03,209.04,211.48,208.5,211.15,1447694.0
2021-06-04,211.68,212.98,209.39,209.93,1602018.0
2021-06-05,211.68,212.98,209.39,209.93,1602018.0
2021-06-06,211.68,212.98,209.39,209.93,1602018.0
2021-06-07,210.58,211.57,208.62,209.16,2258933.0
2021-06-08,210.7,213.17,209.13,211.13,1917212.0
2021-06-09,212.0,215.47,211.55,213.56,1600058.0
2021-06-10,213.82,217.26,211.28,216.77,2623195.0
2021-06-11,194.04,200.05,192.88,193.02,13725126.0
2021-06-12,194.04,200.05,192.88,193.02,13725126.0
2021-06-13,194.04,200.05,192.88,193.02,13725126.0
2021-06-14,195.66,196.32,192.63,194.8,3399156.0
2021-06-15,195.91,196.0,188.01,188.97,4608874.0
2021-06-16,189.5722,192.55,187.2,187.49,2796380.0
2021-06-17,187.49,189.17,185.64,188.36,4314228.0
2021-06-18,188.52,188.84,185.88,187.85,3517937.0
2021-06-19,188.52,188.84,185.88,187.85,3517937.0
2021-06-20,188.52,188.84,185.88,187.85,3517937.0
2021-06-21,188.1057,190.85,187.48,187.7,2027171.0
2021-06-22,188.13,188.94,185.325,188.87,1879727.0
2021-06-23,188.19,189.78,187.09,187.52,1930926.0
2021-06-24,188.6,193.28,188.29,191.94,2482072.0
2021-06-25,192.0,194.78,191.02,194.34,5671783.0
2021-06-26,192.0,194.78,191.02,194.34,5671783.0
2021-06-27,192.0,194.78,191.02,194.34,5671783.0
2021-06-28,197.0,198.73,194.42,197.82,2804189.0
2021-06-29,197.34,198.8,196.565,196.78,2646048.0
2021-06-30,196.82,202.22,196.21,201.63,2572865.0
2021-07-01,201.26,202.43,199.86,202.21,2551835.0
2021-07-02,203.19,203.24,200.31,200.54,1402743.0
2021-07-03,203.19,203.24,200.31,200.54,1402743.0
2021-07-04,203.19,203.24,200.31,200.54,1402743.0
2021-07-05,203.19,203.24,200.31,200.54,1402743.0
2021-07-06,201.47,201.9,199.97,200.05,1947343.0
2021-07-07,199.79,200.44,197.21,198.99,2308733.0
2021-07-08,197.395,198.99,196.3,197.74,1806935.0
2021-07-09,197.55,198.71,196.43,198.16,948304.0
2021-07-10,197.55,198.71,196.43,198.16,948304.0
2021-07-11,197.55,198.71,196.43,198.16,948304.0
2021-07-12,198.0,198.46,197.2,198.34,2074872.0
2021-07-13,198.16,200.44,197.36,198.33,1685938.0
2021-07-14,197.51,199.02,195.75,197.89,1655032.0
2021-07-15,196.79,200.16,195.85,200.09,2453005.0
2021-07-16,200.6,204.46,199.26,202.28,3066772.0
2021-07-17,200.6,204.46,199.26,202.28,3066772.0
2021-07-18,200.6,204.46,199.26,202.28,3066772.0
2021-07-19,202.16,204.26,198.33,199.24,1897533.0
2021-07-20,195.0,196.99,193.88,196.55,3487842.0
2021-07-21,196.08,197.21,194.45,196.27,1382606.0
2021-07-22,195.4,196.57,195.0,196.02,1295493.0
2021-07-23,196.72,203.52,195.5,200.5,2887392.0
2021-07-24,196.72,203.52,195.5,200.5,2887392.0
2021-07-25,196.72,203.52,195.5,200.5,2887392.0
2021-07-26,199.43,202.41,198.26,198.93,4010882.0
2021-07-27,199.85,203.1,198.66,202.85,1822460.0
2021-07-28,202.85,204.88,201.05,202.24,1258749.0
2021-07-29,202.7253,202.94,198.83,200.38,1396984.0
2021-07-30,201.54,203.46,197.31,201.58,2132974.0
2021-07-31,201.54,203.46,197.31,201.58,2132974.0
2021-08-01,201.54,203.46,197.31,201.58,2132974.0
2021-08-02,200.65,201.27,197.45,198.32,2809562.0
2021-08-03,198.59,200.71,198.03,200.05,2060247.0
2021-08-04,200.0,202.0,199.11,199.59,2612271.0
2021-08-05,200.255,203.13,199.73,202.99,1975495.0
2021-08-06,202.99,204.0,200.53,200.67,1542279.0
2021-08-07,202.99,204.0,200.53,200.67,1542279.0
2021-08-08,202.99,204.0,200.53,200.67,1542279.0
2021-08-09,201.38,201.54,198.63,200.4,2314486.0
2021-08-10,200.5,200.66,195.335,196.46,2891660.0
2021-08-11,196.82,199.28,194.525,195.25,4204507.0
2021-08-12,195.72,196.35,193.88,194.81,3580202.0
2021-08-13,195.0,195.71,193.7,194.36,3231998.0
2021-08-14,195.0,195.71,193.7,194.36,3231998.0
2021-08-15,195.0,195.71,193.7,194.36,3231998.0
2021-08-16,194.67,194.95,189.61,190.97,3548929.0
2021-08-17,189.47,198.59,188.84,198.44,2082264.0
2021-08-18,198.72,198.72,194.68,194.77,1120263.0
2021-08-19,194.3,197.92,194.3,195.04,1141098.0
2021-08-20,195.6,198.61,194.3,195.85,974755.0
2021-08-21,195.6,198.61,194.3,195.85,974755.0
2021-08-22,195.6,198.61,194.3,195.85,974755.0
2021-08-23,197.27,200.5,196.14,198.4,1125784.0
2021-08-24,198.82,200.16,196.68,199.73,880305.0
2021-08-25,199.59,202.17,198.09,201.33,1192700.0
2021-08-26,200.94,202.74,197.91,198.25,1134809.0
2021-08-27,198.15,202.77,195.85,199.92,1290055.0
2021-08-28,198.15,202.77,195.85,199.92,1290055.0
2021-08-29,198.15,202.77,195.85,199.92,1290055.0
2021-08-30,199.3,201.56,198.7,199.49,1119634.0
2021-08-31,200.21,200.35,198.15,200.29,1889721.0
2021-09-01,200.62,202.55,196.35,197.14,1450719.0
2021-09-02,198.06,199.8,196.6,199.22,1240146.0
2021-09-03,198.5,199.18,196.66,198.05,985420.0
2021-09-04,198.5,199.18,196.66,198.05,985420.0
2021-09-05,198.5,199.18,196.66,198.05,985420.0
2021-09-06,198.5,199.18,196.66,198.05,985420.0
2021-09-07,196.2,197.05,192.0,192.2,1714521.0
2021-09-08,191.81,193.4,191.0601,191.37,940475.0
2021-09-09,189.42,190.1999,188.05,188.09,1449929.0
2021-09-10,188.17,190.15,186.15,188.57,1375527.0
2021-09-11,188.17,190.15,186.15,188.57,1375527.0
2021-09-12,188.17,190.15,186.15,188.57,1375527.0
2021-09-13,190.07,193.25,189.61,190.72,972857.0
2021-09-14,190.86,191.75,188.21,188.41,960738.0
2021-09-15,188.47,190.6,188.42,188.86,1599252.0
2021-09-16,188.85,189.535,185.44,187.1,1548270.0
2021-09-17,186.24,188.535,184.78,188.3,2214404.0
2021-09-18,186.24,188.535,184.78,188.3,2214404.0
2021-09-19,186.24,188.535,184.78,188.3,2214404.0
2021-09-20,186.89,188.89,185.07,185.67,1874618.0
2021-09-21,186.17,187.49,185.1056,185.8,913475.0
2021-09-22,186.12,186.435,182.6,184.27,1376027.0
2021-09-23,184.62,186.5,184.5,185.09,1076256.0
2021-09-24,185.2999,185.2999,181.98,183.61,1159765.0
2021-09-25,185.2999,185.2999,181.98,183.61,1159765.0
2021-09-26,185.2999,185.2999,181.98,183.61,1159765.0
2021-09-27,183.2,184.05,181.45,183.41,1469937.0
2021-09-28,182.4,183.315,180.02,181.6,1589099.0
2021-09-29,182.17,184.25,181.96,182.22,1101123.0
2021-09-30,182.48,184.21,181.37,181.39,1322155.0
2021-10-01,180.16,181.145,178.35,180.35,1355807.0
2021-10-02,180.16,181.145,178.35,180.35,1355807.0
2021-10-03,180.16,181.145,178.35,180.35,1355807.0
2021-10-04,179.0,181.0,177.035,177.4,1648167.0
2021-10-05,177.5,179.4,176.92,177.01,1802657.0
2021-10-06,177.01,182.58,176.36,180.91,1723077.0
2021-10-07,180.91,182.0,179.72,180.02,1287303.0
2021-10-08,180.27,181.0175,178.58,178.94,1157949.0
2021-10-09,180.27,181.0175,178.58,178.94,1157949.0
2021-10-10,180.27,181.0175,178.58,178.94,1157949.0
2021-10-11,179.23,181.015,178.21,179.58,1533064.0
2021-10-12,181.51,181.51,179.305,180.21,1425022.0
2021-10-13,180.22,182.5,180.22,181.34,1088949.0
2021-10-14,182.14,184.19,181.33,181.9,1913451.0
2021-10-15,182.48,183.15,181.0,181.77,1409424.0
2021-10-16,182.48,183.15,181.0,181.77,1409424.0
2021-10-17,182.48,183.15,181.0,181.77,1409424.0
2021-10-18,182.5,182.695,177.71,180.8,2335876.0
2021-10-19,182.06,185.5989,181.11,185.41,2011273.0
2021-10-20,185.99,187.88,185.08,185.49,1623594.0
2021-10-21,185.5417,187.2,184.34,187.09,1629124.0
2021-10-22,186.77,187.15,182.88,183.52,1945186.0
2021-10-23,186.77,187.15,182.88,183.52,1945186.0
2021-10-24,186.77,187.15,182.88,183.52,1945186.0
2021-10-25,183.52,186.14,182.51,184.99,982563.0
2021-10-26,185.02,186.58,183.9454,184.07,1003451.0
2021-10-27,184.39,184.96,180.395,180.94,1217153.0
2021-10-28,181.19,183.83,181.01,182.0,1357045.0
2021-10-29,181.93,185.91,180.665,184.93,1567893.0
2021-10-30,181.93,185.91,180.665,184.93,1567893.0
2021-10-31,181.93,185.91,180.665,184.93,1567893.0
2021-11-01,184.18,186.7364,183.41,185.4,1172734.0
2021-11-02,185.6622,185.6622,180.71,181.4,2317336.0
2021-11-03,187.5,190.75,184.1,189.07,3917526.0
2021-11-04,189.1029,194.41,188.3,194.21,3469399.0
2021-11-05,193.76,195.23,191.48,192.85,2231778.0
2021-11-06,193.76,195.23,191.48,192.85,2231778.0
2021-11-07,193.76,195.23,191.48,192.85,2231778.0
2021-11-08,192.99,194.46,190.64,192.23,1345878.0
2021-11-09,192.23,193.41,190.31,191.09,1727743.0
2021-11-10,191.01,192.61,187.51,187.91,1340435.0
2021-11-11,188.0,188.15,185.1,185.87,1146344.0
2021-11-12,187.01,187.79,186.03,187.29,940247.0
2021-11-13,187.01,187.79,186.03,187.29,940247.0
2021-11-14,187.01,187.79,186.03,187.29,940247.0
2021-11-15,187.29,187.92,186.1122,186.86,1003450.0
2021-11-16,186.45,188.87,185.58,188.33,1371971.0
2021-11-17,188.63,198.53,187.12,188.25,2691229.0
2021-11-18,188.25,189.48,184.89,185.41,1595727.0
2021-11-19,184.8183,185.22,181.02,182.88,1587910.0
2021-11-20,184.8183,185.22,181.02,182.88,1587910.0
2021-11-21,184.8183,185.22,181.02,182.88,1587910.0
2021-11-22,182.65,183.65,180.15,181.5,1173920.0
2021-11-23,181.05,187.07,179.96,186.85,2159574.0
2021-11-24,187.26,188.33,184.71,186.24,3086841.0
2021-11-25,187.26,188.33,184.71,186.24,3086841.0
2021-11-26,187.33,189.8,182.66,183.59,1127378.0
2021-11-27,187.33,189.8,182.66,183.59,1127378.0
2021-11-28,187.33,189.8,182.66,183.59,1127378.0
2021-11-29,187.45,192.36,185.46,190.11,2801959.0
2021-11-30,189.5,192.62,186.26,186.94,3988612.0
2021-12-01,195.59,205.853,194.1,205.0,7044745.0
2021-12-02,201.82,208.1554,201.51,204.45,3378098.0
2021-12-03,205.78,206.43,202.0,203.81,2870267.0
2021-12-04,205.78,206.43,202.0,203.81,2870267.0
2021-12-05,205.78,206.43,202.0,203.81,2870267.0
2021-12-06,203.73,206.88,203.04,205.06,1964869.0
2021-12-07,205.54,205.73,203.13,205.22,1949332.0
2021-12-08,205.71,206.877,203.73,206.61,1296597.0
2021-12-09,207.96,209.0,205.845,208.41,1733976.0
2021-12-10,206.7,208.42,204.11,208.06,1371384.0
2021-12-11,206.7,208.42,204.11,208.06,1371384.0
2021-12-12,206.7,208.42,204.11,208.06,1371384.0
2021-12-13,208.49,208.87,205.14,208.15,1677663.0
2021-12-14,208.28,209.99,206.9,209.24,1370200.0
2021-12-15,209.05,211.53,206.98,211.13,1500216.0
2021-12-16,212.05,214.23,211.105,212.61,1964791.0
2021-12-17,211.53,218.32,210.348,214.54,4587667.0
2021-12-18,211.53,218.32,210.348,214.54,4587667.0
2021-12-19,211.53,218.32,210.348,214.54,4587667.0
2021-12-20,215.92,216.39,213.25,215.41,1631645.0
2021-12-21,216.25,218.81,215.66,218.6,1860492.0
2021-12-22,218.6,223.1,218.27,222.77,1427316.0
2021-12-23,222.77,224.4,221.45,223.45,1210146.0
2021-12-24,222.77,224.4,221.45,223.45,1210146.0
2021-12-25,222.77,224.4,221.45,223.45,1210146.0
2021-12-26,222.77,224.4,221.45,223.45,1210146.0
2021-12-27,223.34,224.2,220.52,222.34,2073409.0
2021-12-28,222.42,223.13,220.24,221.93,1067058.0
2021-12-29,221.93,223.945,221.22,223.32,726419.0
2021-12-30,222.8,224.49,222.16,222.45,961673.0
2021-12-31,222.63,223.5,219.04,219.6,1142141.0
2022-01-01,222.63,223.5,219.04,219.6,1142141.0
2022-01-02,222.63,223.5,219.04,219.6,1142141.0
2022-01-03,218.38,222.59,214.66,222.53,1382110.0
2022-01-04,220.73,222.695,219.11,221.86,1385080.0
2022-01-05,222.2,224.89,220.69,221.42,1685900.0
2022-01-06,221.82,223.99,221.01,221.65,1592964.0
2022-01-07,220.78,223.98,220.0,221.85,1277488.0
2022-01-08,220.78,223.98,220.0,221.85,1277488.0
2022-01-09,220.78,223.98,220.0,221.85,1277488.0
2022-01-10,222.91,225.87,219.1,223.96,1844602.0
2022-01-11,224.2,226.91,222.14,226.15,1459038.0
2022-01-12,225.09,227.19,223.68,226.14,1225022.0
2022-01-13,225.23,228.12,225.17,226.58,1750471.0
2022-01-14,227.0,234.58,226.59,234.06,2178366.0
2022-01-15,227.0,234.58,226.59,234.06,2178366.0
2022-01-16,227.0,234.58,226.59,234.06,2178366.0
2022-01-17,227.0,234.58,226.59,234.06,2178366.0
2022-01-18,231.43,232.49,228.74,231.07,2016751.0
2022-01-19,231.4,232.66,230.41,230.84,1649302.0
2022-01-20,233.47,234.41,228.2,228.61,2013213.0
2022-01-21,228.13,231.105,227.26,228.08,2214898.0
2022-01-22,228.13,231.105,227.26,228.08,2214898.0
2022-01-23,228.13,231.105,227.26,228.08,2214898.0
2022-01-24,225.132,229.95,221.69,229.68,2819056.0
2022-01-25,226.09,229.63,223.66,227.11,1956293.0
2022-01-26,226.62,229.81,225.01,226.58,1998898.0
2022-01-27,228.99,233.69,226.89,228.22,2237611.0
2022-01-28,227.285,243.3,227.1794,243.02,3164258.0
2022-01-29,227.285,243.3,227.1794,243.02,3164258.0
2022-01-30,227.285,243.3,227.1794,243.02,3164258.0
2022-01-31,240.87,244.41,239.16,243.05,2829012.0
2022-02-01,242.39,245.77,241.505,245.66,2777090.0
2022-02-02,243.58,254.93,241.0,253.57,3679963.0
2022-02-03,250.155,250.155,243.54,243.75,2519774.0
2022-02-04,241.27,244.63,238.48,241.96,1822502.0
2022-02-05,241.27,244.63,238.48,241.96,1822502.0
2022-02-06,241.27,244.63,238.48,241.96,1822502.0
2022-02-07,243.32,244.81,241.22,243.26,1202856.0
2022-02-08,242.36,243.0,239.23,240.94,1135735.0
2022-02-09,242.52,245.61,241.51,244.24,1069913.0
2022-02-10,238.39,241.01,234.46,235.89,1809471.0
2022-02-11,236.55,237.34,233.17,233.89,1524443.0
2022-02-12,236.55,237.34,233.17,233.89,1524443.0
2022-02-13,236.55,237.34,233.17,233.89,1524443.0
2022-02-14,233.75,234.0,229.26,231.23,1578248.0
2022-02-15,231.88,233.87,231.29,233.41,1583937.0
2022-02-16,233.457,236.89,231.555,235.77,1402355.0
2022-02-17,233.85,234.95,230.06,232.77,1665274.0
2022-02-18,233.0,233.89,228.55,229.61,1271190.0
2022-02-19,233.0,233.89,228.55,229.61,1271190.0
2022-02-20,233.0,233.89,228.55,229.61,1271190.0
2022-02-21,233.0,233.89,228.55,229.61,1271190.0
2022-02-22,229.21,233.03,229.21,230.21,1692044.0
2022-02-23,231.7,233.53,229.2,230.69,1817069.0
2022-02-24,227.7,230.43,225.28,230.25,1475185.0
2022-02-25,229.46,233.16,228.04,230.3,1428146.0
2022-02-26,229.46,233.16,228.04,230.3,1428146.0
2022-02-27,229.46,233.16,228.04,230.3,1428146.0
2022-02-28,227.99,230.13,226.18,230.02,2035725.0
2022-03-01,229.19,232.52,228.5,230.69,1253812.0
2022-03-02,230.18,235.5,229.396,234.11,1029236.0
2022-03-03,234.93,238.53,234.74,235.69,1140553.0
2022-03-04,233.4,243.18,233.04,238.66,2032841.0
2022-03-05,233.4,243.18,233.04,238.66,2032841.0
2022-03-06,233.4,243.18,233.04,238.66,2032841.0
2022-03-07,237.46,242.5,235.05,235.54,1548131.0
2022-03-08,233.09,242.9,232.97,238.71,1460295.0
2022-03-09,240.51,240.74,236.35,239.24,1379009.0
2022-03-10,235.16,242.9099,234.5371,241.93,1080110.0
2022-03-11,242.6,247.49,236.13,236.48,1374036.0
2022-03-12,242.6,247.49,236.13,236.48,1374036.0
2022-03-13,242.6,247.49,236.13,236.48,1374036.0
2022-03-14,239.72,242.45,238.6591,241.68,1414953.0
2022-03-15,243.93,247.47,243.52,246.99,1600869.0
2022-03-16,246.36,248.8,243.01,248.52,1181974.0
2022-03-17,248.2,251.325,247.37,250.0,1418685.0
2022-03-18,250.13,250.13,246.22,249.08,2225510.0
2022-03-19,250.13,250.13,246.22,249.08,2225510.0
2022-03-20,250.13,250.13,246.22,249.08,2225510.0
2022-03-21,248.032,252.1874,246.73,250.26,1790096.0
2022-03-22,249.13,252.19,248.5,251.88,1052627.0
2022-03-23,251.29,252.08,247.94,248.13,1241609.0
2022-03-24,249.31,253.5068,249.31,251.7,1040359.0
2022-03-25,252.0,254.15,250.4947,253.95,1226651.0
2022-03-26,252.0,254.15,250.4947,253.95,1226651.0
2022-03-27,252.0,254.15,250.4947,253.95,1226651.0
2022-03-28,253.83,258.25,252.8,255.72,1686876.0
2022-03-29,256.11,258.0,252.52,257.98,1644184.0
2022-03-30,258.81,260.1,255.98,256.52,1040191.0
2022-03-31,260.0,263.58,256.09,260.97,2395136.0
2022-04-01,261.55,267.13,259.04,266.15,2120458.0
2022-04-02,261.55,267.13,259.04,266.15,2120458.0
2022-04-03,261.55,267.13,259.04,266.15,2120458.0
2022-04-04,266.84,269.3,264.69,268.64,1686152.0
2022-04-05,267.96,275.88,267.96,269.96,1837994.0
2022-04-06,266.75,273.04,266.62,272.39,2300078.0
2022-04-07,272.39,277.66,271.8,275.83,1651763.0
2022-04-08,274.41,281.5,273.2,280.28,1574540.0
2022-04-09,274.41,281.5,273.2,280.28,1574540.0
2022-04-10,274.41,281.5,273.2,280.28,1574540.0
2022-04-11,279.86,282.725,278.785,281.09,1952049.0
2022-04-12,280.95,284.77,278.99,281.15,1621848.0
2022-04-13,281.59,291.44,281.59,290.93,1686083.0
2022-04-14,289.32,292.75,286.08,287.97,2520810.0
2022-04-15,289.32,292.75,286.08,287.97,2520810.0
2022-04-16,289.32,292.75,286.08,287.97,2520810.0
2022-04-17,289.32,292.75,286.08,287.97,2520810.0
2022-04-18,287.67,287.86,281.75,282.99,1326079.0
2022-04-19,282.99,284.31,279.59,282.52,1354100.0
2022-04-20,284.337,286.88,282.77,285.3,1115783.0
2022-04-21,286.0,286.8018,281.45,281.71,1118719.0
2022-04-22,280.58,281.84,270.19,270.42,1774434.0
2022-04-23,280.58,281.84,270.19,270.42,1774434.0
2022-04-24,280.58,281.84,270.19,270.42,1774434.0
2022-04-25,270.0,272.5,265.87,271.68,1688901.0
2022-04-26,271.07,272.23,267.39,267.69,1446456.0
2022-04-27,267.33,269.39,264.81,267.25,1239982.0
2022-04-28,268.57,269.3,262.22,268.64,1621819.0
2022-04-29,275.0,279.71,272.63,273.22,2871506.0
2022-04-30,275.0,279.71,272.63,273.22,2871506.0
2022-05-01,275.0,279.71,272.63,273.22,2871506.0
2022-05-02,264.155,266.19,254.09,261.96,3748741.0
2022-05-03,266.55,271.25,265.58,269.11,1363523.0
2022-05-04,269.34,275.26,266.24,273.7,1353353.0
2022-05-05,271.69,273.59,264.59,266.37,1556932.0
2022-05-06,256.32,261.68,252.69,253.93,2268542.0
2022-05-07,256.32,261.68,252.69,253.93,2268542.0
2022-05-08,256.32,261.68,252.69,253.93,2268542.0
2022-05-09,251.0,251.0,234.4,235.02,3148989.0
2022-05-10,239.58,244.1,237.41,240.16,2041770.0
2022-05-11,237.85,241.745,233.01,234.96,1905857.0
2022-05-12,236.55,241.05,233.62,240.85,1475413.0
2022-05-13,241.22,247.54,240.25,246.72,1366606.0
2022-05-14,241.22,247.54,240.25,246.72,1366606.0
2022-05-15,241.22,247.54,240.25,246.72,1366606.0
2022-05-16,245.85,254.71,244.61,254.17,1558246.0
2022-05-17,255.82,262.95,254.6711,261.84,1566842.0
2022-05-18,260.59,262.0799,251.41,252.35,1396975.0
2022-05-19,252.55,257.15,250.38,255.45,1448836.0
2022-05-20,256.61,259.1,252.51,258.59,1552342.0
2022-05-21,256.61,259.1,252.51,258.59,1552342.0
2022-05-22,256.61,259.1,252.51,258.59,1552342.0
2022-05-23,260.05,270.28,259.19,268.35,1674115.0
2022-05-24,265.51,270.98,263.78,268.48,1622101.0
2022-05-25,269.7,273.19,267.82,270.84,1880703.0
2022-05-26,270.84,274.165,268.87,269.65,1376632.0
2022-05-27,271.15,273.86,268.93,273.73,1479123.0
2022-05-28,271.15,273.86,268.93,273.73,1479123.0
2022-05-29,271.15,273.86,268.93,273.73,1479123.0
2022-05-30,271.15,273.86,268.93,273.73,1479123.0
2022-05-31,274.03,276.0,266.47,268.65,3878594.0
2022-06-01,275.33,275.56,266.18,269.41,1377641.0
2022-06-02,268.58,270.96,260.66,270.05,1234752.0
2022-06-03,268.62,272.46,266.29,269.44,1134026.0
2022-06-04,268.62,272.46,266.29,269.44,1134026.0
2022-06-05,268.62,272.46,266.29,269.44,1134026.0
2022-06-06,271.44,272.02,266.61,268.0,907077.0
2022-06-07,267.22,272.91,265.625,271.86,962804.0
2022-06-08,272.2,279.13,271.5,274.54,1770288.0
2022-06-09,273.17,273.17,259.65,259.7,1954539.0
2022-06-10,256.51,258.0,252.87,254.88,1375589.0
2022-06-11,256.51,258.0,252.87,254.88,1375589.0
2022-06-12,256.51,258.0,252.87,254.88,1375589.0
2022-06-13,250.81,250.89,244.125,245.39,1583674.0
2022-06-14,246.33,249.44,243.17,249.08,1208826.0
2022-06-15,250.8,256.22,248.27,253.51,963197.0
2022-06-16,248.49,251.445,245.32,250.96,1295996.0
2022-06-17,251.07,264.9,251.0,263.09,3443824.0
2022-06-18,251.07,264.9,251.0,263.09,3443824.0
2022-06-19,251.07,264.9,251.0,263.09,3443824.0
2022-06-20,251.07,264.9,251.0,263.09,3443824.0
2022-06-21,266.22,271.93,265.98,270.17,1333842.0
2022-06-22,266.96,276.0,266.4376,272.31,1403548.0
2022-06-23,275.0,284.51,274.2,283.5,2746054.0
2022-06-24,286.26,293.17,280.28,292.55,4268979.0
2022-06-25,286.26,293.17,280.28,292.55,4268979.0
2022-06-26,286.26,293.17,280.28,292.55,4268979.0
2022-06-27,289.81,291.14,286.71,287.32,1976601.0
2022-06-28,288.45,289.41,275.97,276.17,1926506.0
2022-06-29,275.83,282.29,275.83,280.35,1430128.0
2022-06-30,277.05,284.62,276.755,281.79,1872827.0
2022-07-01,280.17,287.855,279.42,287.32,1459668.0
2022-07-02,280.17,287.855,279.42,287.32,1459668.0
2022-07-03,280.17,287.855,279.42,287.32,1459668.0
2022-07-04,280.17,287.855,279.42,287.32,1459668.0
2022-07-05,285.92,289.95,284.5,288.98,1845728.0
2022-07-06,290.14,293.62,288.27,291.16,2082237.0
2022-07-07,289.77,294.96,287.79,294.17,1791012.0
2022-07-08,291.36,295.74,291.03,294.29,1307885.0
2022-07-09,291.36,295.74,291.03,294.29,1307885.0
2022-07-10,291.36,295.74,291.03,294.29,1307885.0
2022-07-11,294.0,296.8409,288.0001,294.07,1481333.0
2022-07-12,293.0,293.88,282.91,290.01,1363300.0
2022-07-13,288.98,294.6,287.88,288.73,1053904.0
2022-07-14,285.61,286.92,282.25,286.15,1034638.0
2022-07-15,286.08,293.53,284.9301,292.84,2711722.0
2022-07-16,286.08,293.53,284.9301,292.84,2711722.0
2022-07-17,286.08,293.53,284.9301,292.84,2711722.0
2022-07-18,292.87,295.77,285.27,286.06,1589003.0
2022-07-19,290.0,290.13,286.02,289.6,1362293.0
2022-07-20,288.7,290.95,283.72,285.5,1046048.0
2022-07-21,285.79,286.959,281.06,283.11,1040048.0
2022-07-22,284.55,288.14,278.7301,280.29,1197278.0
2022-07-23,284.55,288.14,278.7301,280.29,1197278.0
2022-07-24,284.55,288.14,278.7301,280.29,1197278.0
2022-07-25,282.0,283.84,278.895,283.68,1158485.0
2022-07-26,284.14,290.73,283.6963,288.22,1534078.0
2022-07-27,286.27,288.2097,280.77,286.99,1210924.0
2022-07-28,287.54,288.0,276.24,280.82,1299184.0
2022-07-29,281.8,282.4125,275.65,280.41,1673379.0
2022-07-30,281.8,282.4125,275.65,280.41,1673379.0
2022-07-31,281.8,282.4125,275.65,280.41,1673379.0
2022-08-01,279.79,280.72,272.52,273.83,1455979.0
2022-08-02,275.82,278.25,273.0,273.86,1006810.0
2022-08-03,276.01,279.365,271.61,275.03,1474543.0
2022-08-04,277.41,278.1425,272.93,274.85,2034270.0
2022-08-05,273.11,288.7,272.1,288.03,2398837.0
2022-08-06,273.11,288.7,272.1,288.03,2398837.0
2022-08-07,273.11,288.7,272.1,288.03,2398837.0
2022-08-08,288.65,296.95,288.65,293.95,1687084.0
2022-08-09,294.28,301.73,293.95,298.83,1599810.0
2022-08-10,301.2,301.8,295.11,295.77,1432597.0
2022-08-11,295.39,297.7567,289.78,292.16,1160167.0
2022-08-12,292.87,295.66,292.12,294.52,990942.0
2022-08-13,292.87,295.66,292.12,294.52,990942.0
2022-08-14,292.87,295.66,292.12,294.52,990942.0
