,LE US Equity,LE US Equity,LE US Equity,LE US Equity,LE US Equity
2021-05-08,24.36,24.83,23.75,24.27,208949.0
2021-05-09,24.36,24.83,23.75,24.27,208949.0
2021-05-10,24.35,24.35,22.13,22.25,151162.0
2021-05-11,21.9,23.02,21.1,22.65,234874.0
2021-05-12,22.26,22.5,20.6,20.98,1469038.0
2021-05-13,21.47,23.14,20.81,21.29,195663.0
2021-05-14,21.45,23.0042,21.45,22.42,136269.0
2021-05-15,21.45,23.0042,21.45,22.42,136269.0
2021-05-16,21.45,23.0042,21.45,22.42,136269.0
2021-05-17,22.1,23.905,21.93,23.69,241259.0
2021-05-18,23.89,24.87,23.8681,23.93,227966.0
2021-05-19,23.55,23.55,22.3,23.33,204002.0
2021-05-20,23.37,23.96,22.68,23.47,110034.0
2021-05-21,23.78,24.14,23.465,23.63,97436.0
2021-05-22,23.78,24.14,23.465,23.63,97436.0
2021-05-23,23.78,24.14,23.465,23.63,97436.0
2021-05-24,23.87,24.545,23.35,24.2,89360.0
2021-05-25,24.39,25.04,24.14,24.41,156466.0
2021-05-26,24.58,25.2,24.26,24.74,107707.0
2021-05-27,25.08,25.2999,24.09,24.95,183920.0
2021-05-28,25.31,25.72,25.19,25.61,277756.0
2021-05-29,25.31,25.72,25.19,25.61,277756.0
2021-05-30,25.31,25.72,25.19,25.61,277756.0
2021-05-31,25.31,25.72,25.19,25.61,277756.0
2021-06-01,25.86,30.5,25.8,30.02,473937.0
2021-06-02,30.89,32.49,29.67,31.97,1048096.0
2021-06-03,32.14,35.23,31.7801,33.96,489820.0
2021-06-04,33.72,35.38,32.81,35.1,404973.0
2021-06-05,33.72,35.38,32.81,35.1,404973.0
2021-06-06,33.72,35.38,32.81,35.1,404973.0
2021-06-07,35.19,36.43,34.22,34.54,253634.0
2021-06-08,34.48,37.39,34.03,36.74,320434.0
2021-06-09,36.99,36.99,34.52,35.08,219702.0
2021-06-10,35.11,35.56,33.86,34.2,147757.0
2021-06-11,34.22,34.62,33.72,34.54,90853.0
2021-06-12,34.22,34.62,33.72,34.54,90853.0
2021-06-13,34.22,34.62,33.72,34.54,90853.0
2021-06-14,34.8,35.055,33.93,34.31,122358.0
2021-06-15,34.63,34.78,31.99,32.76,163216.0
2021-06-16,32.32,33.7,31.87,33.57,149455.0
2021-06-17,33.49,33.98,31.19,31.79,171567.0
2021-06-18,31.02,31.815,30.311,30.84,169034.0
2021-06-19,31.02,31.815,30.311,30.84,169034.0
2021-06-20,31.02,31.815,30.311,30.84,169034.0
2021-06-21,31.27,32.4,30.27,31.8,122340.0
2021-06-22,31.74,34.23,31.345,32.91,180063.0
2021-06-23,32.85,34.02,32.72,33.79,122803.0
2021-06-24,34.2,34.63,33.0001,34.54,119533.0
2021-06-25,34.75,36.49,33.9481,34.81,449527.0
2021-06-26,34.75,36.49,33.9481,34.81,449527.0
2021-06-27,34.75,36.49,33.9481,34.81,449527.0
2021-06-28,35.09,35.09,32.18,32.76,150171.0
2021-06-29,32.9,35.04,32.3001,34.27,187998.0
2021-06-30,34.05,41.3,34.05,41.05,1124148.0
2021-07-01,40.9,41.45,37.9183,40.94,477248.0
2021-07-02,40.99,40.99,38.85,40.25,191806.0
2021-07-03,40.99,40.99,38.85,40.25,191806.0
2021-07-04,40.99,40.99,38.85,40.25,191806.0
2021-07-05,40.99,40.99,38.85,40.25,191806.0
2021-07-06,39.7,40.435,38.3,39.26,216818.0
2021-07-07,39.04,39.78,37.25,39.05,163178.0
2021-07-08,37.55,39.9299,36.02,38.62,120863.0
2021-07-09,39.18,41.75,38.85,41.52,216174.0
2021-07-10,39.18,41.75,38.85,41.52,216174.0
2021-07-11,39.18,41.75,38.85,41.52,216174.0
2021-07-12,41.5,42.1,38.95,41.23,194812.0
2021-07-13,41.1,41.23,38.67,39.09,147850.0
2021-07-14,39.37,39.86,37.96,38.02,83783.0
2021-07-15,37.99,38.08,36.5501,37.27,95788.0
2021-07-16,37.95,37.95,36.18,36.4,130353.0
2021-07-17,37.95,37.95,36.18,36.4,130353.0
2021-07-18,37.95,37.95,36.18,36.4,130353.0
2021-07-19,35.865,36.7299,34.3,35.68,151675.0
2021-07-20,35.94,37.23,35.37,36.93,117177.0
2021-07-21,38.77,43.5,38.77,43.05,807816.0
2021-07-22,43.34,44.4,42.21,43.16,265038.0
2021-07-23,43.16,43.18,41.25,41.74,135909.0
2021-07-24,43.16,43.18,41.25,41.74,135909.0
2021-07-25,43.16,43.18,41.25,41.74,135909.0
2021-07-26,41.83,44.28,39.29,40.35,207788.0
2021-07-27,40.35,40.68,38.2,39.21,174832.0
2021-07-28,39.63,40.71,37.85,39.7,118825.0
2021-07-29,39.83,40.74,38.93,39.28,108562.0
2021-07-30,39.08,40.843,38.2,38.33,235041.0
2021-07-31,39.08,40.843,38.2,38.33,235041.0
2021-08-01,39.08,40.843,38.2,38.33,235041.0
2021-08-02,38.57,42.35,38.57,40.25,225068.0
2021-08-03,40.56,40.8,38.12,40.36,109380.0
2021-08-04,39.99,40.72,37.04,37.18,207386.0
2021-08-05,37.1,39.73,37.02,38.59,125575.0
2021-08-06,39.21,39.65,38.34,39.25,103959.0
2021-08-07,39.21,39.65,38.34,39.25,103959.0
2021-08-08,39.21,39.65,38.34,39.25,103959.0
2021-08-09,39.39,40.04,36.95,38.38,166549.0
2021-08-10,38.4,39.46,37.62,37.85,147200.0
2021-08-11,37.67,38.68,37.27,38.4,110134.0
2021-08-12,38.51,39.76,37.64,39.72,121781.0
2021-08-13,39.5,42.98,38.02,42.42,588678.0
2021-08-14,39.5,42.98,38.02,42.42,588678.0
2021-08-15,39.5,42.98,38.02,42.42,588678.0
2021-08-16,42.3173,43.53,40.9004,42.15,204381.0
2021-08-17,41.52,41.8557,35.03,35.58,467602.0
2021-08-18,35.8,36.82,34.52,35.16,228075.0
2021-08-19,34.43,36.16,33.51,35.06,129788.0
2021-08-20,34.64,36.572,34.59,36.03,141705.0
2021-08-21,34.64,36.572,34.59,36.03,141705.0
2021-08-22,34.64,36.572,34.59,36.03,141705.0
2021-08-23,36.13,37.22,35.05,36.47,166227.0
2021-08-24,36.41,38.39,36.41,37.96,124471.0
2021-08-25,35.06,36.74,34.76,35.03,224335.0
2021-08-26,35.09,35.345,33.75,34.58,179689.0
2021-08-27,34.53,36.51,33.91,36.25,169242.0
2021-08-28,34.53,36.51,33.91,36.25,169242.0
2021-08-29,34.53,36.51,33.91,36.25,169242.0
2021-08-30,36.3,36.59,35.35,35.66,143241.0
2021-08-31,35.8,35.8,33.09,33.85,374665.0
2021-09-01,34.18,35.12,33.3654,34.23,278277.0
2021-09-02,30.12,32.91,30.12,31.1,602966.0
2021-09-03,31.61,31.61,28.14,28.25,449001.0
2021-09-04,31.61,31.61,28.14,28.25,449001.0
2021-09-05,31.61,31.61,28.14,28.25,449001.0
2021-09-06,31.61,31.61,28.14,28.25,449001.0
2021-09-07,28.26,29.42,27.23,27.33,494569.0
2021-09-08,27.27,27.27,25.94,26.24,405331.0
2021-09-09,26.04,27.105,25.71,26.19,241165.0
2021-09-10,26.3,26.67,25.21,25.34,239317.0
2021-09-11,26.3,26.67,25.21,25.34,239317.0
2021-09-12,26.3,26.67,25.21,25.34,239317.0
2021-09-13,25.63,25.63,24.25,24.62,272753.0
2021-09-14,24.89,24.89,23.81,23.93,171869.0
2021-09-15,24.0,25.01,23.3,24.8,205104.0
2021-09-16,24.65,24.94,24.11,24.62,190524.0
2021-09-17,24.63,24.96,24.07,24.77,649348.0
2021-09-18,24.63,24.96,24.07,24.77,649348.0
2021-09-19,24.63,24.96,24.07,24.77,649348.0
2021-09-20,24.02,24.4,23.47,24.02,313531.0
2021-09-21,24.19,24.7499,24.04,24.09,222873.0
2021-09-22,24.13,24.8624,24.13,24.62,162539.0
2021-09-23,24.63,25.54,24.63,25.38,254487.0
2021-09-24,25.09,25.71,24.51,25.5,214258.0
2021-09-25,25.09,25.71,24.51,25.5,214258.0
2021-09-26,25.09,25.71,24.51,25.5,214258.0
2021-09-27,25.45,25.58,24.44,24.86,233237.0
2021-09-28,24.85,25.53,23.96,24.84,215031.0
2021-09-29,25.05,25.655,24.57,24.81,146116.0
2021-09-30,24.66,24.66,23.17,23.54,472667.0
2021-10-01,23.85,23.91,22.8,23.46,254270.0
2021-10-02,23.85,23.91,22.8,23.46,254270.0
2021-10-03,23.85,23.91,22.8,23.46,254270.0
2021-10-04,23.46,23.59,22.9,23.37,241367.0
2021-10-05,23.45,24.19,23.18,23.76,189204.0
2021-10-06,23.36,23.81,22.59,22.78,190440.0
2021-10-07,23.33,23.81,23.02,23.25,212284.0
2021-10-08,23.43,23.83,22.72,22.74,124052.0
2021-10-09,23.43,23.83,22.72,22.74,124052.0
2021-10-10,23.43,23.83,22.72,22.74,124052.0
2021-10-11,22.94,23.52,21.9,21.94,154521.0
2021-10-12,22.15,22.68,22.14,22.28,143527.0
2021-10-13,22.33,22.48,21.82,22.31,121734.0
2021-10-14,22.75,22.87,22.17,22.3,128849.0
2021-10-15,22.78,22.91,22.0,22.05,144961.0
2021-10-16,22.78,22.91,22.0,22.05,144961.0
2021-10-17,22.78,22.91,22.0,22.05,144961.0
2021-10-18,22.05,22.62,21.8,22.61,115291.0
2021-10-19,22.64,22.86,22.14,22.8,133053.0
2021-10-20,22.68,23.695,22.66,23.66,297692.0
2021-10-21,23.64,24.72,23.5,24.69,168765.0
2021-10-22,24.62,25.03,24.24,24.98,146009.0
2021-10-23,24.62,25.03,24.24,24.98,146009.0
2021-10-24,24.62,25.03,24.24,24.98,146009.0
2021-10-25,25.14,26.5,24.7,26.02,331435.0
2021-10-26,26.09,26.38,25.23,25.26,202098.0
2021-10-27,25.04,25.445,24.5,25.03,180263.0
2021-10-28,25.06,26.57,24.91,26.41,218166.0
2021-10-29,26.21,26.41,25.3,26.28,207862.0
2021-10-30,26.21,26.41,25.3,26.28,207862.0
2021-10-31,26.21,26.41,25.3,26.28,207862.0
2021-11-01,26.31,26.92,26.07,26.2,246853.0
2021-11-02,26.21,26.21,25.01,25.32,167925.0
2021-11-03,25.27,26.9,25.27,26.85,259061.0
2021-11-04,26.99,27.3,26.22,26.81,155493.0
2021-11-05,27.16,27.39,26.17,27.34,267509.0
2021-11-06,27.16,27.39,26.17,27.34,267509.0
2021-11-07,27.16,27.39,26.17,27.34,267509.0
2021-11-08,27.5,28.4,27.02,27.08,235788.0
2021-11-09,27.11,27.205,25.711,26.54,321708.0
2021-11-10,26.48,28.067,26.02,27.3,746707.0
2021-11-11,27.555,28.99,27.42,27.89,154219.0
2021-11-12,27.93,28.51,27.64,28.31,135712.0
2021-11-13,27.93,28.51,27.64,28.31,135712.0
2021-11-14,27.93,28.51,27.64,28.31,135712.0
2021-11-15,28.5,29.25,27.9,28.32,145257.0
2021-11-16,28.16,29.6,28.0201,29.6,188471.0
2021-11-17,29.55,29.7,27.5801,27.99,238574.0
2021-11-18,28.38,29.155,27.6626,29.07,202707.0
2021-11-19,28.58,29.1438,27.66,27.73,133223.0
2021-11-20,28.58,29.1438,27.66,27.73,133223.0
2021-11-21,28.58,29.1438,27.66,27.73,133223.0
2021-11-22,27.92,29.26,27.775,28.62,220788.0
2021-11-23,28.37,28.37,25.86,26.36,224604.0
2021-11-24,26.0,26.0,24.74,25.87,176131.0
2021-11-25,26.0,26.0,24.74,25.87,176131.0
2021-11-26,24.87,25.095,23.8646,24.66,168378.0
2021-11-27,24.87,25.095,23.8646,24.66,168378.0
2021-11-28,24.87,25.095,23.8646,24.66,168378.0
2021-11-29,25.5,25.5,23.83,23.96,150555.0
2021-11-30,23.6,24.03,22.63,23.01,316877.0
2021-12-01,23.53,23.885,21.89,21.94,383382.0
2021-12-02,18.38,20.63,18.13,19.76,880022.0
2021-12-03,19.64,21.1,19.25,20.94,464086.0
2021-12-04,19.64,21.1,19.25,20.94,464086.0
2021-12-05,19.64,21.1,19.25,20.94,464086.0
2021-12-06,21.24,21.24,20.0601,20.12,322758.0
2021-12-07,20.66,21.39,20.335,20.36,197736.0
2021-12-08,20.54,20.54,19.77,19.89,208100.0
2021-12-09,19.86,19.99,18.8,18.8,248147.0
2021-12-10,19.2,19.4764,18.195,18.52,165418.0
2021-12-11,19.2,19.4764,18.195,18.52,165418.0
2021-12-12,19.2,19.4764,18.195,18.52,165418.0
2021-12-13,18.41,18.7,17.81,18.09,308874.0
2021-12-14,17.87,18.99,17.78,18.1,180143.0
2021-12-15,17.98,18.915,17.7,18.54,233653.0
2021-12-16,18.87,18.95,17.625,17.71,226661.0
2021-12-17,17.93,18.8,17.4,18.71,1039772.0
2021-12-18,17.93,18.8,17.4,18.71,1039772.0
2021-12-19,17.93,18.8,17.4,18.71,1039772.0
2021-12-20,18.31,18.68,17.5,18.06,292898.0
2021-12-21,18.41,19.0,18.13,18.69,229928.0
2021-12-22,18.39,19.2,18.35,19.1,279483.0
2021-12-23,19.26,19.2744,18.677,19.06,231639.0
2021-12-24,19.26,19.2744,18.677,19.06,231639.0
2021-12-25,19.26,19.2744,18.677,19.06,231639.0
2021-12-26,19.26,19.2744,18.677,19.06,231639.0
2021-12-27,19.29,19.68,18.96,19.57,184178.0
2021-12-28,19.43,19.9,19.13,19.52,121957.0
2021-12-29,19.47,19.86,19.33,19.35,133653.0
2021-12-30,19.5,20.09,19.5,19.89,118422.0
2021-12-31,19.75,20.1899,19.37,19.63,198149.0
2022-01-01,19.75,20.1899,19.37,19.63,198149.0
2022-01-02,19.75,20.1899,19.37,19.63,198149.0
2022-01-03,19.72,20.46,19.48,19.69,244854.0
2022-01-04,19.92,20.2299,19.46,19.82,161532.0
2022-01-05,19.82,20.5894,19.455,19.53,205434.0
2022-01-06,19.48,20.51,19.13,20.02,152939.0
2022-01-07,20.1,20.14,19.16,19.36,155798.0
2022-01-08,20.1,20.14,19.16,19.36,155798.0
2022-01-09,20.1,20.14,19.16,19.36,155798.0
2022-01-10,19.15,19.15,17.9,18.86,213456.0
2022-01-11,18.69,19.67,18.69,19.62,194589.0
2022-01-12,19.75,19.96,18.91,19.12,206813.0
2022-01-13,19.35,19.87,19.25,19.49,110178.0
2022-01-14,19.16,19.49,18.8,19.05,108053.0
2022-01-15,19.16,19.49,18.8,19.05,108053.0
2022-01-16,19.16,19.49,18.8,19.05,108053.0
2022-01-17,19.16,19.49,18.8,19.05,108053.0
2022-01-18,18.86,18.88,18.3,18.5,155148.0
2022-01-19,18.69,18.8259,18.33,18.51,81758.0
2022-01-20,18.59,18.9929,17.7,17.75,148379.0
2022-01-21,17.61,17.94,17.1,17.1,160943.0
2022-01-22,17.61,17.94,17.1,17.1,160943.0
2022-01-23,17.61,17.94,17.1,17.1,160943.0
2022-01-24,17.01,18.46,16.6,18.39,334866.0
2022-01-25,18.04,19.07,18.04,18.85,153409.0
2022-01-26,18.88,19.07,17.93,18.25,157129.0
2022-01-27,18.4,18.77,17.87,18.02,105598.0
2022-01-28,18.17,18.17,17.47,18.13,166430.0
2022-01-29,18.17,18.17,17.47,18.13,166430.0
2022-01-30,18.17,18.17,17.47,18.13,166430.0
2022-01-31,17.99,18.52,17.885,18.33,177489.0
2022-02-01,18.47,18.85,17.89,18.53,97275.0
2022-02-02,18.65,18.65,17.19,17.67,179279.0
2022-02-03,17.45,17.88,17.0,17.23,138422.0
2022-02-04,17.34,17.51,16.86,17.29,111638.0
2022-02-05,17.34,17.51,16.86,17.29,111638.0
2022-02-06,17.34,17.51,16.86,17.29,111638.0
2022-02-07,17.33,17.77,17.17,17.22,75012.0
2022-02-08,17.3,17.96,17.3,17.92,101793.0
2022-02-09,18.02,18.33,17.88,17.99,65099.0
2022-02-10,17.78,18.46,17.66,17.82,149050.0
2022-02-11,17.78,18.19,17.45,17.63,100732.0
2022-02-12,17.78,18.19,17.45,17.63,100732.0
2022-02-13,17.78,18.19,17.45,17.63,100732.0
2022-02-14,17.75,17.75,17.255,17.29,90365.0
2022-02-15,17.5,18.32,17.49,18.19,104097.0
2022-02-16,18.09,18.19,17.41,17.84,134571.0
2022-02-17,17.62,18.05,17.5,17.91,157761.0
2022-02-18,17.78,17.975,17.48,17.52,131082.0
2022-02-19,17.78,17.975,17.48,17.52,131082.0
2022-02-20,17.78,17.975,17.48,17.52,131082.0
2022-02-21,17.78,17.975,17.48,17.52,131082.0
2022-02-22,17.47,17.73,16.83,17.14,348774.0
2022-02-23,17.24,17.39,16.62,16.63,111534.0
2022-02-24,16.11,17.35,16.09,17.34,114145.0
2022-02-25,17.31,17.45,16.72,17.2,89497.0
2022-02-26,17.31,17.45,16.72,17.2,89497.0
2022-02-27,17.31,17.45,16.72,17.2,89497.0
2022-02-28,17.02,17.275,16.58,16.96,171523.0
2022-03-01,16.82,16.82,16.1,16.18,82187.0
2022-03-02,16.37,17.6,16.33,17.3,127000.0
2022-03-03,17.42,17.47,16.62,17.02,123135.0
2022-03-04,16.88,17.13,16.58,16.8,101740.0
2022-03-05,16.88,17.13,16.58,16.8,101740.0
2022-03-06,16.88,17.13,16.58,16.8,101740.0
2022-03-07,16.95,16.95,15.6,15.67,109624.0
2022-03-08,15.65,16.499,15.31,16.0,147213.0
2022-03-09,16.35,17.07,16.35,16.68,107521.0
2022-03-10,16.45,17.02,16.2,16.84,147163.0
2022-03-11,16.83,16.86,15.5,15.53,155077.0
2022-03-12,16.83,16.86,15.5,15.53,155077.0
2022-03-13,16.83,16.86,15.5,15.53,155077.0
2022-03-14,15.58,15.62,15.18,15.33,218770.0
2022-03-15,15.33,15.9,15.15,15.74,387929.0
2022-03-16,15.0,18.72,14.73,17.87,950894.0
2022-03-17,17.58,20.05,17.4,19.99,355083.0
2022-03-18,19.86,21.12,19.6,20.65,360253.0
2022-03-19,19.86,21.12,19.6,20.65,360253.0
2022-03-20,19.86,21.12,19.6,20.65,360253.0
2022-03-21,20.5,20.6198,18.41,18.62,361946.0
2022-03-22,18.56,18.95,18.03,18.36,111797.0
2022-03-23,18.15,18.15,17.61,17.76,96863.0
2022-03-24,17.76,18.56,17.65,18.34,174267.0
2022-03-25,18.39,18.39,17.27,17.37,80777.0
2022-03-26,18.39,18.39,17.27,17.37,80777.0
2022-03-27,18.39,18.39,17.27,17.37,80777.0
2022-03-28,17.36,17.49,16.92,17.46,83527.0
2022-03-29,17.8,19.42,17.8,19.14,256043.0
2022-03-30,18.87,18.88,17.39,17.48,165317.0
2022-03-31,17.49,17.56,16.91,16.92,117676.0
2022-04-01,17.06,17.3,16.88,17.23,174497.0
2022-04-02,17.06,17.3,16.88,17.23,174497.0
2022-04-03,17.06,17.3,16.88,17.23,174497.0
2022-04-04,17.3,17.39,16.68,17.02,115398.0
2022-04-05,17.02,17.21,16.465,16.74,131728.0
2022-04-06,16.49,16.72,15.83,15.99,115769.0
2022-04-07,15.98,16.07,15.5,15.84,122728.0
2022-04-08,15.82,16.43,15.68,15.89,106420.0
2022-04-09,15.82,16.43,15.68,15.89,106420.0
2022-04-10,15.82,16.43,15.68,15.89,106420.0
2022-04-11,15.63,16.25,15.57,15.74,81269.0
2022-04-12,16.08,16.61,15.66,15.7,94014.0
2022-04-13,15.87,17.08,15.58,16.67,192895.0
2022-04-14,16.48,17.06,16.39,16.48,94516.0
2022-04-15,16.48,17.06,16.39,16.48,94516.0
2022-04-16,16.48,17.06,16.39,16.48,94516.0
2022-04-17,16.48,17.06,16.39,16.48,94516.0
2022-04-18,16.54,16.66,15.94,16.52,122397.0
2022-04-19,16.61,17.52,16.61,17.11,133423.0
2022-04-20,17.35,17.43,16.52,16.59,120269.0
2022-04-21,16.74,16.77,15.73,16.0,108320.0
2022-04-22,14.46,14.9,13.92,14.51,322959.0
2022-04-23,14.46,14.9,13.92,14.51,322959.0
2022-04-24,14.46,14.9,13.92,14.51,322959.0
2022-04-25,14.26,15.35,14.26,15.345,281944.0
2022-04-26,15.09,15.45,14.835,15.0,308650.0
2022-04-27,15.08,15.39,14.73,14.81,158373.0
2022-04-28,15.06,15.13,14.39,14.9,171078.0
2022-04-29,14.65,14.86,13.9,14.02,232353.0
2022-04-30,14.65,14.86,13.9,14.02,232353.0
2022-05-01,14.65,14.86,13.9,14.02,232353.0
2022-05-02,14.18,14.715,13.99,14.54,170981.0
2022-05-03,14.58,15.11,14.0,14.26,170983.0
2022-05-04,14.41,14.43,13.44,14.38,158078.0
2022-05-05,14.15,14.38,13.48,13.8,149818.0
2022-05-06,13.83,13.87,13.04,13.42,162109.0
2022-05-07,13.83,13.87,13.04,13.42,162109.0
2022-05-08,13.83,13.87,13.04,13.42,162109.0
2022-05-09,13.2,13.34,12.75,12.88,193890.0
2022-05-10,13.23,13.91,12.51,12.76,255355.0
2022-05-11,12.69,13.22,12.12,12.25,342163.0
2022-05-12,12.09,13.0,11.8,12.43,367684.0
2022-05-13,12.77,13.25,12.53,13.02,164177.0
2022-05-14,12.77,13.25,12.53,13.02,164177.0
2022-05-15,12.77,13.25,12.53,13.02,164177.0
2022-05-16,12.93,13.22,12.7807,12.95,114069.0
2022-05-17,13.21,13.72,12.97,13.43,157070.0
2022-05-18,13.12,13.12,11.875,12.04,149297.0
2022-05-19,11.87,12.11,11.4,11.55,158696.0
2022-05-20,11.73,11.79,10.79,11.38,202349.0
2022-05-21,11.73,11.79,10.79,11.38,202349.0
2022-05-22,11.73,11.79,10.79,11.38,202349.0
2022-05-23,11.48,11.61,10.88,10.95,140932.0
2022-05-24,10.91,10.91,10.0,10.57,252977.0
2022-05-25,10.6,11.51,10.6,11.35,138047.0
2022-05-26,11.57,12.39,11.57,11.6,243020.0
2022-05-27,11.68,11.92,11.01,11.87,307950.0
2022-05-28,11.68,11.92,11.01,11.87,307950.0
2022-05-29,11.68,11.92,11.01,11.87,307950.0
2022-05-30,11.68,11.92,11.01,11.87,307950.0
2022-05-31,11.86,11.98,11.05,11.6,528251.0
2022-06-01,11.77,11.94,10.675,11.14,410489.0
2022-06-02,11.5,13.51,11.31,12.57,1381070.0
2022-06-03,12.3,12.71,11.45,11.86,456115.0
2022-06-04,12.3,12.71,11.45,11.86,456115.0
2022-06-05,12.3,12.71,11.45,11.86,456115.0
2022-06-06,11.97,11.98,11.02,11.18,336003.0
2022-06-07,10.87,11.22,10.24,10.88,436740.0
2022-06-08,10.84,11.21,10.57,10.84,175422.0
2022-06-09,10.67,11.16,10.5,10.69,181245.0
2022-06-10,10.52,10.78,10.405,10.45,200524.0
2022-06-11,10.52,10.78,10.405,10.45,200524.0
2022-06-12,10.52,10.78,10.405,10.45,200524.0
2022-06-13,10.02,10.39,9.96,10.21,199934.0
2022-06-14,10.29,10.58,10.16,10.55,311140.0
2022-06-15,10.53,11.29,10.53,11.11,360729.0
2022-06-16,10.81,10.81,10.21,10.36,280663.0
2022-06-17,10.44,10.91,10.4,10.61,349308.0
2022-06-18,10.44,10.91,10.4,10.61,349308.0
2022-06-19,10.44,10.91,10.4,10.61,349308.0
2022-06-20,10.44,10.91,10.4,10.61,349308.0
2022-06-21,10.83,11.0,10.5,10.68,388539.0
2022-06-22,10.57,11.18,10.5263,10.93,480116.0
2022-06-23,10.89,11.53,10.89,11.52,408413.0
2022-06-24,11.69,12.26,11.49,11.52,358016.0
2022-06-25,11.69,12.26,11.49,11.52,358016.0
2022-06-26,11.69,12.26,11.49,11.52,358016.0
2022-06-27,11.77,11.79,11.28,11.36,192692.0
2022-06-28,11.98,13.08,11.86,12.08,637002.0
2022-06-29,11.97,11.97,10.98,11.34,382388.0
2022-06-30,11.05,11.13,10.5,10.62,775288.0
2022-07-01,10.69,11.5,10.63,11.48,369920.0
2022-07-02,10.69,11.5,10.63,11.48,369920.0
2022-07-03,10.69,11.5,10.63,11.48,369920.0
2022-07-04,10.69,11.5,10.63,11.48,369920.0
2022-07-05,11.15,11.78,11.02,11.78,347635.0
2022-07-06,11.73,11.94,10.69,10.73,251904.0
2022-07-07,10.72,11.09,10.72,10.87,191322.0
2022-07-08,10.75,11.345,10.6,11.25,293620.0
2022-07-09,10.75,11.345,10.6,11.25,293620.0
2022-07-10,10.75,11.345,10.6,11.25,293620.0
2022-07-11,11.15,11.25,10.83,10.9,207726.0
2022-07-12,10.86,11.355,10.86,11.15,121093.0
2022-07-13,11.03,11.55,10.9,11.5,228821.0
2022-07-14,11.31,11.8,11.03,11.69,389080.0
2022-07-15,11.91,12.02,11.265,11.97,264676.0
2022-07-16,11.91,12.02,11.265,11.97,264676.0
2022-07-17,11.91,12.02,11.265,11.97,264676.0
2022-07-18,11.82,12.37,11.82,12.35,281856.0
2022-07-19,12.57,13.165,12.51,13.09,155032.0
2022-07-20,13.07,13.35,12.79,13.23,120626.0
2022-07-21,13.17,13.4,12.8401,13.38,139338.0
2022-07-22,13.45,13.51,12.81,13.06,93163.0
2022-07-23,13.45,13.51,12.81,13.06,93163.0
2022-07-24,13.45,13.51,12.81,13.06,93163.0
2022-07-25,13.13,13.13,12.623,12.76,105606.0
2022-07-26,12.44,12.485,12.1175,12.3,155153.0
2022-07-27,12.4,12.71,12.1759,12.65,124355.0
2022-07-28,12.76,12.83,12.495,12.76,75348.0
2022-07-29,12.86,12.9,12.45,12.75,98155.0
2022-07-30,12.86,12.9,12.45,12.75,98155.0
2022-07-31,12.86,12.9,12.45,12.75,98155.0
2022-08-01,12.73,13.46,12.5,13.3,128287.0
2022-08-02,13.2,13.59,13.04,13.57,110621.0
2022-08-03,13.85,14.68,13.85,14.52,121700.0
2022-08-04,14.62,14.85,14.31,14.81,92263.0
2022-08-05,14.69,15.14,14.53,14.6,90027.0
2022-08-06,14.69,15.14,14.53,14.6,90027.0
2022-08-07,14.69,15.14,14.53,14.6,90027.0
2022-08-08,14.73,15.54,14.73,15.4,174366.0
2022-08-09,15.38,15.38,14.77,14.83,156586.0
2022-08-10,15.27,15.41,14.99,15.04,111986.0
2022-08-11,15.25,15.86,15.1,15.85,160065.0
2022-08-12,15.97,16.1811,15.54,16.12,97063.0
2022-08-13,15.97,16.1811,15.54,16.12,97063.0
2022-08-14,15.97,16.1811,15.54,16.12,97063.0
2022-08-15,16.05,16.69,15.98,16.59,173969.0
2022-08-16,16.88,18.145,16.83,17.92,205001.0
2022-08-17,17.61,17.69,17.13,17.49,204268.0
2022-08-18,17.51,17.515,16.67,17.25,130322.0
2022-08-19,16.78,16.85,15.98,16.53,261552.0
2022-08-20,16.78,16.85,15.98,16.53,261552.0
2022-08-21,16.78,16.85,15.98,16.53,261552.0
2022-08-22,16.23,16.315,15.96,16.06,145734.0
2022-08-23,16.2,16.4,15.56,15.6,227597.0
2022-08-24,15.6,15.67,15.18,15.25,125388.0
2022-08-25,15.29,16.065,15.29,15.74,180364.0
2022-08-26,15.71,15.75,14.6,14.66,131903.0
2022-08-27,15.71,15.75,14.6,14.66,131903.0
2022-08-28,15.71,15.75,14.6,14.66,131903.0
2022-08-29,14.33,14.898,14.3,14.64,226991.0
2022-08-30,14.78,15.06,14.62,15.02,296649.0
2022-08-31,15.02,15.24,13.79,13.82,271620.0
2022-09-01,12.5,12.59,11.33,11.7,856392.0
2022-09-02,11.6099,11.81,10.71,10.81,448503.0
2022-09-03,11.6099,11.81,10.71,10.81,448503.0
2022-09-04,11.6099,11.81,10.71,10.81,448503.0
2022-09-05,11.6099,11.81,10.71,10.81,448503.0
2022-09-06,10.75,10.85,10.21,10.29,274449.0
2022-09-07,10.15,10.711,9.86,10.58,251825.0
2022-09-08,10.45,10.575,10.15,10.21,202664.0
2022-09-09,10.4,10.565,10.34,10.5,189933.0
2022-09-10,10.4,10.565,10.34,10.5,189933.0
2022-09-11,10.4,10.565,10.34,10.5,189933.0
2022-09-12,10.19,11.16,10.19,10.3,252076.0
2022-09-13,9.9,10.03,9.1,9.11,337743.0
2022-09-14,9.1,9.12,8.525,8.67,339435.0
2022-09-15,8.6,9.05,8.36,8.42,253356.0
