,HD US Equity,HD US Equity,HD US Equity,HD US Equity,HD US Equity
2020-04-23,184.786,188.103,183.759,183.877,3565518.0
2020-04-24,186.067,193.52,185.268,192.838,5026219.0
2020-04-25,186.067,193.52,185.268,192.838,5026219.0
2020-04-26,186.067,193.52,185.268,192.838,5026219.0
2020-04-27,195.438,200.8,194.502,197.91,5472779.0
2020-04-28,203.572,203.781,197.137,197.792,5080746.0
2020-04-29,201.163,203.735,199.782,201.59,4381069.0
2020-04-30,197.028,201.863,196.783,199.791,5152681.0
2020-05-01,197.01,199.673,196.101,198.646,3819299.0
2020-05-02,197.01,199.673,196.101,198.646,3819299.0
2020-05-03,197.01,199.673,196.101,198.646,3819299.0
2020-05-04,196.928,202.363,195.592,201.618,4090943.0
2020-05-05,204.435,207.989,203.226,205.044,4655164.0
2020-05-06,206.644,207.616,203.399,203.508,3321131.0
2020-05-07,205.862,210.517,205.78,208.534,4503029.0
2020-05-08,211.488,214.078,210.079,213.06,4367213.0
2020-05-09,211.488,214.078,210.079,213.06,4367213.0
2020-05-10,211.488,214.078,210.079,213.06,4367213.0
2020-05-11,210.643,217.004,210.17,214.996,4378313.0
2020-05-12,216.823,217.441,211.67,211.67,4399618.0
2020-05-13,211.797,214.76,207.711,209.125,6237154.0
2020-05-14,205.735,213.269,205.58,213.106,6434481.0
2020-05-15,211.57,221.058,211.488,217.513,16176261.0
2020-05-16,211.57,221.058,211.488,217.513,16176261.0
2020-05-17,211.57,221.058,211.488,217.513,16176261.0
2020-05-18,223.43,225.684,221.794,222.985,8341251.0
2020-05-19,218.531,220.358,216.123,216.396,9386987.0
2020-05-20,219.94,220.185,213.533,216.477,7534153.0
2020-05-21,215.959,219.195,214.296,218.922,4772695.0
2020-05-22,218.759,220.249,216.9,219.831,3041768.0
2020-05-23,218.759,220.249,216.9,219.831,3041768.0
2020-05-24,218.759,220.249,216.9,219.831,3041768.0
2020-05-25,218.759,220.249,216.9,219.831,3041768.0
2020-05-26,225.529,225.593,220.004,220.376,4535235.0
2020-05-27,220.567,224.839,218.831,224.811,4664800.0
2020-05-28,226.775,229.238,222.149,222.794,5261750.0
2020-05-29,222.721,226.947,222.421,225.829,5342824.0
2020-05-30,222.721,226.947,222.421,225.829,5342824.0
2020-05-31,222.721,226.947,222.421,225.829,5342824.0
2020-06-01,226.675,227.011,223.457,224.748,3409936.0
2020-06-02,225.966,229.683,224.484,229.674,5301049.0
2020-06-03,230.213,231.15,228.925,229.482,4638114.0
2020-06-04,228.357,230.554,226.254,227.608,4759381.0
2020-06-05,230.707,233.916,228.915,233.047,5054333.0
2020-06-06,230.707,233.916,228.915,233.047,5054333.0
2020-06-07,230.707,233.916,228.915,233.047,5054333.0
2020-06-08,230.844,234.794,230.634,234.757,3811872.0
2020-06-09,233.441,236.147,232.097,234.748,3716430.0
2020-06-10,235.379,237.058,232.426,232.636,3589810.0
2020-06-11,227.525,229.134,218.273,218.94,6563710.0
2020-06-12,222.232,225.267,216.728,221.665,5238493.0
2020-06-13,222.232,225.267,216.728,221.665,5238493.0
2020-06-14,222.232,225.267,216.728,221.665,5238493.0
2020-06-15,217.249,221.454,214.223,220.668,6253342.0
2020-06-16,228.019,230.076,222.049,228.522,5296424.0
2020-06-17,231.1,232.791,228.641,229.345,4234003.0
2020-06-18,227.982,230.168,225.944,227.845,3347826.0
2020-06-19,231.402,232.499,225.258,225.505,11114627.0
2020-06-20,231.402,232.499,225.258,225.505,11114627.0
2020-06-21,231.402,232.499,225.258,225.505,11114627.0
2020-06-22,224.636,228.622,224.462,227.8,3815172.0
2020-06-23,231.31,231.713,228.686,228.851,3105348.0
2020-06-24,226.565,228.83,221.921,225.029,3873027.0
2020-06-25,223.813,225.23,221.436,224.344,2938448.0
2020-06-26,224.316,225.002,219.653,220.348,5002690.0
2020-06-27,224.316,225.002,219.653,220.348,5002690.0
2020-06-28,224.316,225.002,219.653,220.348,5002690.0
2020-06-29,221.857,225.368,219.736,225.02,3468293.0
2020-06-30,225.825,230.076,224.993,229.034,4524580.0
2020-07-01,228.248,228.869,225.761,226.876,3677252.0
2020-07-02,230.341,230.67,226.666,227.196,3369796.0
2020-07-03,230.341,230.67,226.666,227.196,3369796.0
2020-07-04,230.341,230.67,226.666,227.196,3369796.0
2020-07-05,230.341,230.67,226.666,227.196,3369796.0
2020-07-06,228.814,229.939,225.861,228.156,3133849.0
2020-07-07,226.163,229.281,225.889,226.145,2927762.0
2020-07-08,226.62,228.371,225.112,227.809,2293978.0
2020-07-09,228.257,229.034,225.23,226.702,2994695.0
2020-07-10,227.004,228.869,225.491,228.668,2745258.0
2020-07-11,227.004,228.869,225.491,228.668,2745258.0
2020-07-12,227.004,228.869,225.491,228.668,2745258.0
2020-07-13,230.323,235.754,227.736,228.22,4437469.0
2020-07-14,227.653,236.046,227.16,235.69,4614212.0
2020-07-15,237.838,238.888,233.276,235.699,4343650.0
2020-07-16,234.748,238.167,234.053,235.955,2511224.0
2020-07-17,237.738,238.305,235.626,238.058,3094992.0
2020-07-18,237.738,238.305,235.626,238.058,3094992.0
2020-07-19,237.738,238.305,235.626,238.058,3094992.0
2020-07-20,236.833,238.807,235.9,237.866,2451072.0
2020-07-21,239.191,241.248,238.369,239.923,2440478.0
2020-07-22,240.078,242.821,239.539,242.437,2749966.0
2020-07-23,244.842,244.842,239.356,241.194,2680102.0
2020-07-24,242.318,244.01,240.444,242.565,2984507.0
2020-07-25,242.318,244.01,240.444,242.565,2984507.0
2020-07-26,242.318,244.01,240.444,242.565,2984507.0
2020-07-27,242.364,245.646,242.364,244.494,2412476.0
2020-07-28,245.536,246.003,241.979,242.538,2226974.0
2020-07-29,242.099,244.206,241.523,241.971,2874097.0
2020-07-30,240.764,244.426,239.127,243.479,2347799.0
2020-07-31,242.282,244.266,238.268,242.73,3640388.0
2020-08-01,242.282,244.266,238.268,242.73,3640388.0
2020-08-02,242.282,244.266,238.268,242.73,3640388.0
2020-08-03,243.863,245.555,242.894,243.36,2364447.0
2020-08-04,243.772,244.924,241.221,244.906,2223957.0
2020-08-05,245.381,245.381,243.095,244.549,1963860.0
2020-08-06,243.744,247.255,243.68,246.277,2203428.0
2020-08-07,247.411,251.351,246.679,248.352,2846290.0
2020-08-08,247.411,251.351,246.679,248.352,2846290.0
2020-08-09,247.411,251.351,246.679,248.352,2846290.0
2020-08-10,249.066,251.424,248.494,251.177,2393112.0
2020-08-11,253.884,255.42,250.885,251.351,3321260.0
2020-08-12,255.767,258.709,253.216,257.44,3869967.0
2020-08-13,257.056,258.423,255.758,257.513,2202427.0
2020-08-14,257.038,257.824,255.255,256.499,2490422.0
2020-08-15,257.038,257.824,255.255,256.499,2490422.0
2020-08-16,257.038,257.824,255.255,256.499,2490422.0
2020-08-17,260.018,264.423,259.26,263.529,5584428.0
2020-08-18,264.133,265.669,258.775,260.567,6934290.0
2020-08-19,262.816,263.282,257.76,258.61,4986759.0
2020-08-20,256.485,257.742,255.479,256.617,3529991.0
2020-08-21,255.968,259.241,254.551,258.949,5504045.0
2020-08-22,255.968,259.241,254.551,258.949,5504045.0
2020-08-23,255.968,259.241,254.551,258.949,5504045.0
2020-08-24,260.558,262.258,257.753,262.167,4430864.0
2020-08-25,262.642,262.834,259.548,261.6,2854466.0
2020-08-26,263.063,267.077,261.733,266.903,4001938.0
2020-08-27,267.168,267.835,261.993,263.886,3430926.0
2020-08-28,263.593,264.069,260.357,261.746,3100102.0
2020-08-29,263.593,264.069,260.357,261.746,3100102.0
2020-08-30,263.593,264.069,260.357,261.746,3100102.0
2020-08-31,260.567,262.112,258.62,260.604,4105437.0
2020-09-01,259.68,262.103,259.196,261.426,3238088.0
2020-09-02,261.803,264.735,260.654,263.963,3464637.0
2020-09-03,264.055,264.423,250.149,252.41,5380082.0
2020-09-04,253.256,254.377,243.259,247.842,5253456.0
2020-09-05,253.256,254.377,243.259,247.842,5253456.0
2020-09-06,253.256,254.377,243.259,247.842,5253456.0
2020-09-07,253.256,254.377,243.259,247.842,5253456.0
2020-09-08,245.499,249.111,241.547,247.475,5241197.0
2020-09-09,250.416,257.107,249.763,254.625,4754651.0
2020-09-10,255.517,258.246,249.23,250.636,3156250.0
2020-09-11,251.813,255.489,251.335,253.973,3729223.0
2020-09-12,251.813,255.489,251.335,253.973,3729223.0
2020-09-13,251.813,255.489,251.335,253.973,3729223.0
2020-09-14,256.013,259.607,255.521,257.943,3055846.0
2020-09-15,260.14,263.504,259.533,262.474,4174935.0
2020-09-16,262.502,263.393,257.971,258.844,3380045.0
2020-09-17,255.425,259.846,254.552,257.309,3166910.0
2020-09-18,255.884,257.194,248.899,252.925,6072932.0
2020-09-19,255.884,257.194,248.899,252.925,6072932.0
2020-09-20,255.884,257.194,248.899,252.925,6072932.0
2020-09-21,249.873,250.82,244.966,250.315,3547977.0
2020-09-22,249.699,251.39,248.734,251.197,2972025.0
2020-09-23,253.136,254.239,243.27,244.984,4467612.0
2020-09-24,244.212,247.879,242.53,244.203,3095558.0
2020-09-25,242.815,248.293,242.566,246.822,2457922.0
2020-09-26,242.815,248.293,242.566,246.822,2457922.0
2020-09-27,242.815,248.293,242.566,246.822,2457922.0
2020-09-28,249.929,252.033,248.431,250.296,3061079.0
2020-09-29,251.28,251.685,249.178,250.094,2049239.0
2020-09-30,251.353,257.268,250.471,255.241,4779076.0
2020-10-01,256.831,257.346,253.531,255.158,2696923.0
2020-10-02,252.695,258.338,251.926,256.712,2943577.0
2020-10-03,252.695,258.338,251.926,256.712,2943577.0
2020-10-04,252.695,258.338,251.926,256.712,2943577.0
2020-10-05,258.191,259.57,257.07,259.276,2330743.0
2020-10-06,259.643,260.103,253.458,254.101,2992517.0
2020-10-07,258.127,261.022,257.346,259.91,3423651.0
2020-10-08,260.875,261.895,258.422,261.5,2256215.0
2020-10-09,262.373,264.037,261.105,262.787,2240096.0
2020-10-10,262.373,264.037,261.105,262.787,2240096.0
2020-10-11,262.373,264.037,261.105,262.787,2240096.0
2020-10-12,264.138,265.002,262.915,263.697,2411899.0
2020-10-13,262.585,267.244,262.585,266.867,2699882.0
2020-10-14,266.086,266.812,262.079,263.862,2221184.0
2020-10-15,261.132,266.766,260.213,264.276,2700137.0
2020-10-16,264.928,268.977,264.009,264.386,3109401.0
2020-10-17,264.928,268.977,264.009,264.386,3109401.0
2020-10-18,264.928,268.977,264.009,264.386,3109401.0
2020-10-19,266.316,266.638,260.452,260.774,2428441.0
2020-10-20,262.07,266.344,261.142,262.897,2281770.0
2020-10-21,262.3,264.716,260.36,261.491,2304473.0
2020-10-22,260.958,262.566,257.943,258.412,2787332.0
2020-10-23,259.533,260.278,256.932,260.103,1750747.0
2020-10-24,259.533,260.278,256.932,260.103,1750747.0
2020-10-25,259.533,260.278,256.932,260.103,1750747.0
2020-10-26,257.015,258.752,249.993,253.706,2911876.0
2020-10-27,254.579,257.098,253.776,254.441,3014280.0
2020-10-28,248.385,251.527,246.951,247.897,3255851.0
2020-10-29,247.87,251.555,245.684,247.815,2872501.0
2020-10-30,247.07,247.806,240.83,245.131,3874571.0
2020-10-31,247.07,247.806,240.83,245.131,3874571.0
2020-11-01,247.07,247.806,240.83,245.131,3874571.0
2020-11-02,248.293,252.548,246.795,248.835,2956798.0
2020-11-03,252.612,256.914,251.574,254.928,3037485.0
2020-11-04,254.368,263.816,253.679,259.846,3525318.0
2020-11-05,265.02,265.616,261.096,262.722,2516570.0
2020-11-06,263.531,263.577,259.965,261.243,2839134.0
2020-11-07,263.531,263.577,259.965,261.243,2839134.0
2020-11-08,263.531,263.577,259.965,261.243,2839134.0
2020-11-09,264.68,265.084,247.668,248.127,7856419.0
2020-11-10,250.714,253.476,247.465,253.274,4828522.0
2020-11-11,254.883,258.899,253.826,255.278,2987878.0
2020-11-12,260.103,260.741,251.684,253.89,3820310.0
2020-11-13,254.055,257.098,252.989,254.745,3941687.0
2020-11-14,254.055,257.098,252.989,254.745,3941687.0
2020-11-15,254.055,257.098,252.989,254.745,3941687.0
2020-11-16,256.592,258.531,254.037,256.95,5360160.0
2020-11-17,250.085,251.398,247.603,250.425,8532219.0
2020-11-18,248.614,253.1,247.236,247.999,5122219.0
2020-11-19,248.541,250.342,246.96,249.01,3929422.0
2020-11-20,249.487,250.333,247.116,247.98,4112543.0
2020-11-21,249.487,250.333,247.116,247.98,4112543.0
2020-11-22,249.487,250.333,247.116,247.98,4112543.0
2020-11-23,248.164,251.545,247.741,249.442,3294219.0
2020-11-24,251.831,253.251,250.517,251.197,4775318.0
2020-11-25,251.353,252.511,249.269,251.794,3001748.0
2020-11-26,251.353,252.511,249.269,251.794,3001748.0
2020-11-27,252.971,254.202,252.162,253.66,1625328.0
2020-11-28,252.971,254.202,252.162,253.66,1625328.0
2020-11-29,252.971,254.202,252.162,253.66,1625328.0
2020-11-30,252.952,255.287,249.919,254.965,4624131.0
2020-12-01,256.178,256.381,253.256,254.221,3944872.0
2020-12-02,253.177,253.306,249.111,250.524,4168645.0
2020-12-03,250.09,251.291,246.865,247.789,4168929.0
2020-12-04,247.17,248.334,242.873,243.954,7732829.0
2020-12-05,247.17,248.334,242.873,243.954,7732829.0
2020-12-06,247.17,248.334,242.873,243.954,7732829.0
2020-12-07,243.501,244.425,241.191,242.706,6378989.0
2020-12-08,241.856,242.577,239.093,241.856,5338142.0
2020-12-09,244.527,245.6,242.346,245.423,4550125.0
2020-12-10,244.037,245.876,242.217,244.712,4234320.0
2020-12-11,243.372,245.222,242.712,244.472,3454512.0
2020-12-12,243.372,245.222,242.712,244.472,3454512.0
2020-12-13,243.372,245.222,242.712,244.472,3454512.0
2020-12-14,245.941,248.214,245.137,245.423,4576775.0
2020-12-15,247.207,248.365,245.996,247.641,3756037.0
2020-12-16,248.149,250.201,247.207,249.129,4669578.0
2020-12-17,251.504,253.509,250.709,253.177,4247048.0
2020-12-18,253.75,254.812,249.785,249.924,9817032.0
2020-12-19,253.75,254.812,249.785,249.924,9817032.0
2020-12-20,253.75,254.812,249.785,249.924,9817032.0
2020-12-21,248.177,251.31,245.701,250.423,4339037.0
2020-12-22,249.563,250.765,248.131,249.545,3143451.0
2020-12-23,249.563,250.432,247.844,249.332,2337149.0
2020-12-24,248.99,250.765,248.953,250.358,1093947.0
2020-12-25,248.99,250.765,248.953,250.358,1093947.0
2020-12-26,248.99,250.765,248.953,250.358,1093947.0
2020-12-27,248.99,250.765,248.953,250.358,1093947.0
2020-12-28,251.513,251.587,248.806,248.815,2633841.0
2020-12-29,249.489,249.933,244.952,245.987,2572074.0
2020-12-30,245.913,247.013,244.813,245.128,2511385.0
2020-12-31,245.414,245.765,243.575,245.46,2608139.0
2021-01-01,245.414,245.765,243.575,245.46,2608139.0
2021-01-02,245.414,245.765,243.575,245.46,2608139.0
2021-01-03,245.414,245.765,243.575,245.46,2608139.0
2021-01-04,245.821,246.222,241.246,243.889,5001983.0
2021-01-05,242.725,246.301,242.355,245.858,3822639.0
2021-01-06,244.019,249.295,241.995,247.262,3949198.0
2021-01-07,246.689,248.383,245.969,246.052,3833249.0
2021-01-08,247.059,250.185,246.736,248.667,3757709.0
2021-01-09,247.059,250.185,246.736,248.667,3757709.0
2021-01-10,247.059,250.185,246.736,248.667,3757709.0
2021-01-11,247.17,252.622,246.976,250.645,3765227.0
2021-01-12,250.534,256.844,250.113,255.357,4030946.0
2021-01-13,257.187,259.192,253.149,253.25,3921418.0
2021-01-14,253.666,254.031,247.355,247.974,4641421.0
2021-01-15,248.242,255.413,247.66,254.674,5131741.0
2021-01-16,248.242,255.413,247.66,254.674,5131741.0
2021-01-17,248.242,255.413,247.66,254.674,5131741.0
2021-01-18,248.242,255.413,247.66,254.674,5131741.0
2021-01-19,256.901,256.901,252.299,252.456,3615794.0
2021-01-20,252.511,256.171,250.894,253.482,3498412.0
2021-01-21,255.256,259.396,254.748,257.871,4401230.0
2021-01-22,258.065,263.443,256.781,262.445,4501941.0
2021-01-23,258.065,263.443,256.781,262.445,4501941.0
2021-01-24,258.065,263.443,256.781,262.445,4501941.0
2021-01-25,262.307,264.081,260.061,263.443,4025905.0
2021-01-26,263.758,263.97,260.315,261.152,2472211.0
2021-01-27,258.74,259.497,252.354,253.25,4336987.0
2021-01-28,255.21,261.484,254.064,256.947,3462967.0
2021-01-29,254.877,256.032,249.536,250.266,4079485.0
2021-01-30,254.877,256.032,249.536,250.266,4079485.0
2021-01-31,254.877,256.032,249.536,250.266,4079485.0
2021-02-01,250.645,251.957,246.97,249.573,3707825.0
2021-02-02,249.508,254.766,249.499,251.504,4111756.0
2021-02-03,251.254,254.794,250.169,253.361,2802674.0
2021-02-04,253.435,258.231,253.435,257.658,2975976.0
2021-02-05,259.017,260.375,256.725,257.695,2389915.0
2021-02-06,259.017,260.375,256.725,257.695,2389915.0
2021-02-07,259.017,260.375,256.725,257.695,2389915.0
2021-02-08,258.462,259.136,255.874,258.777,3475827.0
2021-02-09,258.435,258.934,255.625,255.764,2507751.0
2021-02-10,256.928,257.76,255.284,257.538,2410575.0
2021-02-11,256.836,258.98,255.062,256.032,2595287.0
2021-02-12,256.087,257.557,255.588,256.448,2392184.0
2021-02-13,256.087,257.557,255.588,256.448,2392184.0
2021-02-14,256.087,257.557,255.588,256.448,2392184.0
2021-02-15,256.087,257.557,255.588,256.448,2392184.0
2021-02-16,255.986,257.483,254.017,254.489,2873454.0
2021-02-17,254.627,260.403,254.498,259.599,3537815.0
2021-02-18,259.488,263.074,258.592,261.567,3531964.0
2021-02-19,261.401,262.362,258.231,258.416,4079946.0
2021-02-20,261.401,262.362,258.231,258.416,4079946.0
2021-02-21,261.401,262.362,258.231,258.416,4079946.0
2021-02-22,257.095,257.354,252.862,254.914,3995469.0
2021-02-23,248.935,249.203,238.031,246.957,12111045.0
2021-02-24,243.252,246.726,234.75,240.239,14512744.0
2021-02-25,240.036,241.099,235.378,235.877,6545422.0
2021-02-26,238.206,240.489,236.673,238.733,7871183.0
2021-02-27,238.206,240.489,236.673,238.733,7871183.0
2021-02-28,238.206,240.489,236.673,238.733,7871183.0
2021-03-01,239.167,242.559,238.857,241.764,4530280.0
2021-03-02,241.819,243.141,240.054,240.535,3740283.0
2021-03-03,239.601,240.729,236.58,237.827,4257543.0
2021-03-04,236.57,237.365,228.346,231.885,7154940.0
2021-03-05,233.114,234.907,227.875,234.279,6351823.0
2021-03-06,233.114,234.907,227.875,234.279,6351823.0
2021-03-07,233.114,234.907,227.875,234.279,6351823.0
2021-03-08,234.935,243.252,233.355,239.37,5037359.0
2021-03-09,242.79,247.261,241.921,244.85,6625292.0
2021-03-10,247.277,249.909,245.566,247.575,3798409.0
2021-03-11,249.769,251.797,248.468,250.002,4371269.0
2021-03-12,248.7,254.614,248.058,253.954,4190460.0
2021-03-13,248.7,254.614,248.058,253.954,4190460.0
2021-03-14,248.7,254.614,248.058,253.954,4190460.0
2021-03-15,255.256,260.047,255.107,259.013,4356177.0
2021-03-16,259.013,262.714,258.185,262.304,4458875.0
2021-03-17,261.43,263.978,259.673,260.398,5908380.0
2021-03-18,259.468,265.457,258.287,263.309,4808075.0
2021-03-19,263.755,268.832,262.63,268.832,13729246.0
2021-03-20,263.755,268.832,262.63,268.832,13729246.0
2021-03-21,263.755,268.832,262.63,268.832,13729246.0
2021-03-22,266.415,269.976,264.276,268.683,5564677.0
2021-03-23,269.307,272.856,268.683,269.651,4801240.0
2021-03-24,268.981,275.973,268.73,272.226,4841970.0
2021-03-25,272.487,276.996,271.952,276.346,5373520.0
2021-03-26,276.495,282.688,275.276,282.511,5865920.0
2021-03-27,276.495,282.688,275.276,282.511,5865920.0
2021-03-28,276.495,282.688,275.276,282.511,5865920.0
2021-03-29,282.037,284.129,278.903,281.014,4642897.0
2021-03-30,280.502,284.25,279.001,283.45,5045414.0
2021-03-31,284.083,286.426,282.818,283.85,4744061.0
2021-04-01,285.366,286.919,282.585,286.175,3923902.0
2021-04-02,285.366,286.919,282.585,286.175,3923902.0
2021-04-03,285.366,286.919,282.585,286.175,3923902.0
2021-04-04,285.366,286.919,282.585,286.175,3923902.0
2021-04-05,288.118,293.707,288.025,293.288,4697182.0
2021-04-06,291.624,293.791,291.178,291.782,3988628.0
2021-04-07,290.908,293.047,289.132,290.564,3799321.0
2021-04-08,290.778,293.149,288.816,292.386,4035628.0
2021-04-09,293.261,296.934,292.684,296.85,4607758.0
2021-04-10,293.261,296.934,292.684,296.85,4607758.0
2021-04-11,293.261,296.934,292.684,296.85,4607758.0
2021-04-12,295.446,298.784,295.065,298.301,3556832.0
2021-04-13,298.059,298.403,294.776,297.938,3635055.0
2021-04-14,297.296,300.077,296.906,297.585,3440628.0
2021-04-15,297.761,300.728,297.612,300.114,3508216.0
2021-04-16,302.067,305.628,301.225,305.08,6213121.0
2021-04-17,302.067,305.628,301.225,305.08,6213121.0
2021-04-18,302.067,305.628,301.225,305.08,6213121.0
2021-04-19,303.601,305.777,302.625,303.936,4494282.0
2021-04-20,303.145,304.717,299.575,301.248,4462880.0
2021-04-21,302.178,304.921,301.179,303.099,3740101.0
2021-04-22,303.331,303.545,296.487,298.924,4874998.0
2021-04-23,299.602,302.708,297.171,301.183,3407497.0
2021-04-24,299.602,302.708,297.171,301.183,3407497.0
2021-04-25,299.602,302.708,297.171,301.183,3407497.0
2021-04-26,300.988,301.286,296.929,297.557,2848501.0
2021-04-27,298.031,299.862,297.919,298.115,3335793.0
2021-04-28,299.379,300.318,296.915,297.296,2713438.0
2021-04-29,299.156,302.95,298.57,302.532,3261852.0
2021-04-30,302.262,302.992,299.063,300.979,3118747.0
2021-05-01,302.262,302.992,299.063,300.979,3118747.0
2021-05-02,302.262,302.992,299.063,300.979,3118747.0
2021-05-03,303.406,308.371,302.848,307.116,3683678.0
2021-05-04,306.047,309.868,305.823,309.441,3954400.0
2021-05-05,310.817,312.175,307.869,308.771,3227226.0
2021-05-06,310.278,314.127,309.868,313.914,3539581.0
2021-05-07,313.077,315.987,312.007,315.466,2998274.0
2021-05-08,313.077,315.987,312.007,315.466,2998274.0
2021-05-09,313.077,315.987,312.007,315.466,2998274.0
2021-05-10,316.582,321.455,315.736,317.205,4840551.0
2021-05-11,313.886,314.304,305.2,307.479,5500874.0
2021-05-12,303.629,305.749,294.097,294.776,5821980.0
2021-05-13,296.636,304.461,296.348,302.606,5161694.0
2021-05-14,303.415,304.373,299.296,300.941,3997955.0
2021-05-15,303.415,304.373,299.296,300.941,3997955.0
2021-05-16,303.415,304.373,299.296,300.941,3997955.0
2021-05-17,298.496,300.198,293.205,297.575,4388032.0
2021-05-18,297.566,301.802,292.71,294.544,7010318.0
2021-05-19,290.127,292.684,287.399,292.405,5242148.0
2021-05-20,292.814,297.296,292.814,293.753,3854700.0
2021-05-21,294.776,296.9,292.405,293.633,3920594.0
2021-05-22,294.776,296.9,292.405,293.633,3920594.0
2021-05-23,294.776,296.9,292.405,293.633,3920594.0
2021-05-24,294.628,296.394,292.535,292.768,2930620.0
2021-05-25,293.409,294.869,292.217,294.544,3523348.0
2021-05-26,295.53,298.845,294.479,295.083,2881591.0
2021-05-27,295.055,297.947,295.055,296.422,3734767.0
2021-05-28,297.91,298.97,296.497,296.552,3197218.0
2021-05-29,297.91,298.97,296.497,296.552,3197218.0
2021-05-30,297.91,298.97,296.497,296.552,3197218.0
2021-05-31,297.91,298.97,296.497,296.552,3197218.0
2021-06-01,298.18,298.733,293.075,294.135,3549754.0
2021-06-02,294.901,296.303,292.031,292.798,3380075.0
2021-06-03,290.713,292.513,289.489,291.115,2652535.0
2021-06-04,291.751,293.003,289.171,290.723,2638681.0
2021-06-05,291.751,293.003,289.171,290.723,2638681.0
2021-06-06,291.751,293.003,289.171,290.723,2638681.0
2021-06-07,290.825,291.957,287.797,289.741,3974785.0
2021-06-08,290.966,291.919,288.825,290.62,2913774.0
2021-06-09,291.134,292.564,286.881,287.292,3603743.0
2021-06-10,287.582,289.451,286.17,288.199,3286333.0
2021-06-11,289.096,290.938,288.236,290.498,2785057.0
2021-06-12,289.096,290.938,288.236,290.498,2785057.0
2021-06-13,289.096,290.938,288.236,290.498,2785057.0
2021-06-14,288.778,289.835,286.245,289.143,3393468.0
2021-06-15,288.61,288.797,283.689,286.46,5270587.0
2021-06-16,286.684,287.301,281.525,283.029,4492520.0
2021-06-17,283.282,285.301,280.459,283.347,4481070.0
2021-06-18,279.73,284.011,278.935,282.871,8792671.0
2021-06-19,279.73,284.011,278.935,282.871,8792671.0
2021-06-20,279.73,284.011,278.935,282.871,8792671.0
2021-06-21,285.338,288.581,284.983,287.535,3774182.0
2021-06-22,288.965,294.368,288.185,292.312,4418668.0
2021-06-23,291.667,293.2,290.369,291.34,2564520.0
2021-06-24,292.695,294.299,291.34,291.498,2649191.0
2021-06-25,291.872,294.882,291.228,293.172,11733470.0
2021-06-26,291.872,294.882,291.228,293.172,11733470.0
2021-06-27,291.872,294.882,291.228,293.172,11733470.0
2021-06-28,293.2,294.705,291.059,293.779,2635733.0
2021-06-29,295.189,299.406,294.976,297.481,3150142.0
2021-06-30,297.201,299.393,296.967,298.089,3061522.0
2021-07-01,299.042,300.706,297.724,300.566,2578049.0
2021-07-02,301.491,302.043,300.388,301.65,2201785.0
2021-07-03,301.491,302.043,300.388,301.65,2201785.0
2021-07-04,301.491,302.043,300.388,301.65,2201785.0
2021-07-05,301.491,302.043,300.388,301.65,2201785.0
2021-07-06,301.772,302.706,296.135,298.434,3109525.0
2021-07-07,297.715,303.258,297.49,302.379,2939948.0
2021-07-08,298.257,299.435,294.265,297.761,3663159.0
2021-07-09,299.631,302.22,299.294,301.08,2587371.0
2021-07-10,299.631,302.22,299.294,301.08,2587371.0
2021-07-11,299.631,302.22,299.294,301.08,2587371.0
2021-07-12,300.126,302.865,299.622,300.753,2521771.0
2021-07-13,301.407,302.202,296.163,296.369,3213818.0
2021-07-14,297.958,299.182,297.266,298.397,3381563.0
2021-07-15,296.677,301.893,296.662,301.659,2603905.0
2021-07-16,302.865,304.997,300.435,300.566,3623944.0
2021-07-17,302.865,304.997,300.435,300.566,3623944.0
2021-07-18,302.865,304.997,300.435,300.566,3623944.0
2021-07-19,297.247,298.191,294.368,298.07,3752924.0
2021-07-20,297.724,304.856,297.509,304.127,4251678.0
2021-07-21,306.23,307.044,303.772,305.071,2832573.0
2021-07-22,306.548,306.576,304.109,305.352,2208229.0
2021-07-23,307.978,311.699,306.548,311.129,2786373.0
2021-07-24,307.978,311.699,306.548,311.129,2786373.0
2021-07-25,307.978,311.699,306.548,311.129,2786373.0
2021-07-26,308.539,309.932,305.557,309.577,2752275.0
2021-07-27,310.147,310.231,304.791,305.913,2910260.0
2021-07-28,305.127,307.848,303.529,304.286,2376160.0
2021-07-29,305.193,307.128,304.211,306.072,2172425.0
2021-07-30,305.529,308.577,305.053,306.782,2381388.0
2021-07-31,305.529,308.577,305.053,306.782,2381388.0
2021-08-01,305.529,308.577,305.053,306.782,2381388.0
2021-08-02,308.474,308.474,305.127,305.875,2016388.0
2021-08-03,306.932,311.292,306.632,310.287,2405883.0
2021-08-04,309.119,310.269,307.904,308.764,1783670.0
2021-08-05,310.306,314.083,309.493,311.381,2284098.0
2021-08-06,312.858,313.811,307.654,308.324,2656872.0
2021-08-07,312.858,313.811,307.654,308.324,2656872.0
2021-08-08,312.858,313.811,307.654,308.324,2656872.0
2021-08-09,307.754,309.474,305.969,307.315,1995337.0
2021-08-10,307.231,311.503,305.806,309.857,1868143.0
2021-08-11,312.026,316.466,311.652,315.017,3258579.0
2021-08-12,315.344,316.111,310.605,312.232,2554783.0
2021-08-13,312.082,313.896,309.39,309.708,2217001.0
2021-08-14,312.082,313.896,309.39,309.708,2217001.0
2021-08-15,312.082,313.896,309.39,309.708,2217001.0
2021-08-16,309.138,313.737,306.576,313.194,3501342.0
