,SON US Equity,SON US Equity,SON US Equity,SON US Equity,SON US Equity
2023-08-13,55.4412,55.9027,55.4412,55.6278,269409.0
2023-08-14,55.6278,55.7897,55.0681,55.4805,403567.0
2023-08-15,54.9896,55.1859,54.6558,54.8031,317365.0
2023-08-16,54.6951,55.1712,54.3221,54.4791,371263.0
2023-08-17,54.5282,55.2645,54.5282,54.7245,589943.0
2023-08-18,54.6067,55.0092,54.5183,54.7441,432371.0
2023-08-19,54.6067,55.0092,54.5183,54.7441,432371.0
2023-08-20,54.6067,55.0092,54.5183,54.7441,432371.0
2023-08-21,54.6558,54.9896,54.2533,54.6558,435011.0
2023-08-22,54.7049,55.0976,54.3514,54.9994,389581.0
2023-08-23,55.1565,55.1565,54.6656,54.8718,241973.0
2023-08-24,54.7147,55.451,54.7147,54.9111,292158.0
2023-08-25,55.3038,55.6965,55.0092,55.5394,291637.0
2023-08-26,55.3038,55.6965,55.0092,55.5394,291637.0
2023-08-27,55.3038,55.6965,55.0092,55.5394,291637.0
2023-08-28,55.8143,56.4917,55.8143,56.099,420175.0
2023-08-29,56.2659,56.963,55.9812,56.8844,371740.0
2023-08-30,56.8746,57.395,56.6144,57.179,442237.0
2023-08-31,57.1593,57.3802,56.2365,56.4034,442826.0
2023-09-01,56.8648,56.8648,56.3739,56.5015,375184.0
2023-09-02,56.8648,56.8648,56.3739,56.5015,375184.0
2023-09-03,56.8648,56.8648,56.3739,56.5015,375184.0
2023-09-04,56.8648,56.8648,56.3739,56.5015,375184.0
2023-09-05,56.0499,56.0499,54.5846,54.6558,422188.0
2023-09-06,54.6558,54.8874,54.0962,54.2042,376358.0
2023-09-07,54.1649,54.7343,53.5071,53.5856,698873.0
2023-09-08,53.566,54.106,53.3697,53.8605,270745.0
2023-09-09,53.566,54.106,53.3697,53.8605,270745.0
2023-09-10,53.566,54.106,53.3697,53.8605,270745.0
2023-09-11,54.2336,54.3585,53.3893,53.4089,334362.0
2023-09-12,53.4776,53.7967,53.2715,53.3598,275257.0
2023-09-13,53.5856,53.9882,53.1929,53.35,377266.0
2023-09-14,53.7918,55.0681,53.7918,54.9798,457020.0
2023-09-15,54.9307,54.9994,54.2533,54.5674,846817.0
2023-09-16,54.9307,54.9994,54.2533,54.5674,846817.0
2023-09-17,54.9307,54.9994,54.2533,54.5674,846817.0
2023-09-18,54.6656,55.2743,54.3711,54.8227,428910.0
2023-09-19,54.862,54.97,54.0471,54.1845,402563.0
2023-09-20,54.43,54.6558,53.7918,53.8115,229471.0
2023-09-21,53.6249,53.8704,53.2715,53.3206,267698.0
2023-09-22,53.3402,53.9096,52.9524,53.0358,282883.0
2023-09-23,53.3402,53.9096,52.9524,53.0358,282883.0
2023-09-24,53.3402,53.9096,52.9524,53.0358,282883.0
2023-09-25,53.0849,53.5169,52.9966,53.3598,246321.0
2023-09-26,53.1438,53.2503,52.5499,52.653,353628.0
2023-09-27,52.9573,53.0457,52.075,52.486,457557.0
2023-09-28,52.6235,53.5709,52.4566,53.1733,594365.0
2023-09-29,53.5955,53.7035,53.026,53.3598,497496.0
2023-09-30,53.5955,53.7035,53.026,53.3598,497496.0
2023-10-01,53.5955,53.7035,53.026,53.3598,497496.0
2023-10-02,53.2911,53.3995,52.6922,52.8199,417660.0
2023-10-03,52.3781,52.8002,52.1326,52.5155,410619.0
2023-10-04,52.7413,53.0653,52.1817,52.918,478023.0
2023-10-05,52.8591,53.1537,52.3584,52.6039,483962.0
2023-10-06,52.5842,52.7413,51.9068,52.3486,567261.0
2023-10-07,52.5842,52.7413,51.9068,52.3486,567261.0
2023-10-08,52.5842,52.7413,51.9068,52.3486,567261.0
2023-10-09,52.3486,53.1831,51.8773,53.0849,414509.0
2023-10-10,53.3795,53.7133,52.9229,52.9573,493700.0
2023-10-11,53.0751,53.4384,52.6922,52.9769,389245.0
2023-10-12,53.026,53.026,51.0821,51.4454,503088.0
2023-10-13,51.573,52.0492,51.5239,51.897,366934.0
2023-10-14,51.573,52.0492,51.5239,51.897,366934.0
2023-10-15,51.573,52.0492,51.5239,51.897,366934.0
2023-10-16,52.4075,52.6382,52.0344,52.5842,623304.0
2023-10-17,52.221,53.0064,52.0786,52.9868,521279.0
2023-10-18,52.6333,52.8297,52.1032,52.1228,284846.0
2023-10-19,51.5239,52.1915,51.0428,51.2294,425751.0
2023-10-20,51.3079,51.3079,50.0021,50.0218,378219.0
2023-10-21,51.3079,51.3079,50.0021,50.0218,378219.0
2023-10-22,51.3079,51.3079,50.0021,50.0218,378219.0
2023-10-23,49.7371,49.8941,49.1971,49.2069,559054.0
2023-10-24,49.6094,49.6978,49.0694,49.6487,539127.0
2023-10-25,49.3345,49.8254,49.1185,49.5505,540642.0
2023-10-26,49.5898,50.5323,49.2364,49.9236,545428.0
2023-10-27,49.9923,50.3359,49.4818,49.7076,327231.0
2023-10-28,49.9923,50.3359,49.4818,49.7076,327231.0
2023-10-29,49.9923,50.3359,49.4818,49.7076,327231.0
2023-10-30,50.0316,50.5912,49.9923,50.3458,417932.0
2023-10-31,50.5421,51.2097,50.5421,50.8661,617251.0
2023-11-01,53.0358,54.43,52.2161,53.1831,1077659.0
2023-11-02,53.5071,53.9489,53.134,53.458,521355.0
2023-11-03,54.1551,54.4692,53.7525,54.106,308015.0
2023-11-04,54.1551,54.4692,53.7525,54.106,308015.0
2023-11-05,54.1551,54.4692,53.7525,54.106,308015.0
2023-11-06,54.2238,54.3416,53.8213,54.2336,478602.0
2023-11-07,54.0667,54.0913,53.4678,53.6347,252529.0
2023-11-08,53.6544,53.7525,53.3647,53.5856,301008.0
2023-11-09,53.992,54.2595,53.1199,53.2784,274843.0
2023-11-10,53.3874,53.5956,53.0703,53.4964,263925.0
2023-11-11,53.3874,53.5956,53.0703,53.4964,263925.0
2023-11-12,53.3874,53.5956,53.0703,53.4964,263925.0
2023-11-13,53.328,53.3775,52.3865,52.8027,362373.0
2023-11-14,53.5163,54.5172,53.1199,54.4082,470474.0
2023-11-15,54.4181,55.1614,54.3587,54.9434,462684.0
2023-11-16,54.7947,54.9461,54.0911,54.4677,255645.0
2023-11-17,54.7452,54.8541,54.4627,54.6461,284027.0
2023-11-18,54.7452,54.8541,54.4627,54.6461,284027.0
2023-11-19,54.7452,54.8541,54.4627,54.6461,284027.0
2023-11-20,54.4677,54.656,53.6253,54.6361,331605.0
2023-11-21,54.6262,54.9037,54.2249,54.5569,413340.0
2023-11-22,54.8145,55.2803,54.651,54.8443,283872.0
2023-11-23,54.8145,55.2803,54.651,54.8443,283872.0
2023-11-24,55.0524,55.2407,54.8443,54.9731,92998.0
2023-11-25,55.0524,55.2407,54.8443,54.9731,92998.0
2023-11-26,55.0524,55.2407,54.8443,54.9731,92998.0
2023-11-27,54.7055,54.988,54.2881,54.8839,505621.0
2023-11-28,54.7154,54.8244,53.8235,54.1109,418497.0
2023-11-29,54.3289,55.0028,54.1803,54.6758,456546.0
2023-11-30,54.7352,55.1118,54.4182,54.6659,597122.0
2023-12-01,54.537,55.4587,54.2595,55.4191,499662.0
2023-12-02,54.537,55.4587,54.2595,55.4191,499662.0
2023-12-03,54.537,55.4587,54.2595,55.4191,499662.0
2023-12-04,55.201,55.865,55.201,55.6272,312032.0
2023-12-05,55.2704,55.6569,53.9424,54.1208,541866.0
2023-12-06,54.3785,54.8244,53.8433,53.9028,483348.0
2023-12-07,53.1496,54.547,52.8721,54.537,581723.0
2023-12-08,54.4776,54.8343,53.8334,54.0019,384403.0
2023-12-09,54.4776,54.8343,53.8334,54.0019,384403.0
2023-12-10,54.4776,54.8343,53.8334,54.0019,384403.0
2023-12-11,54.0019,54.2794,53.8136,54.0118,320433.0
2023-12-12,54.0019,54.0019,53.1895,53.2883,320786.0
2023-12-13,53.209,56.1475,53.0802,56.0732,824728.0
2023-12-14,56.648,57.2822,55.6321,55.7858,561128.0
2023-12-15,55.7164,56.0484,54.5172,54.7749,1203125.0
2023-12-16,55.7164,56.0484,54.5172,54.7749,1203125.0
2023-12-17,55.7164,56.0484,54.5172,54.7749,1203125.0
2023-12-18,55.5677,55.9344,55.1961,55.4785,439351.0
2023-12-19,55.7164,56.0434,55.4488,55.6668,317442.0
2023-12-20,55.2308,55.5727,54.874,54.9434,396377.0
2023-12-21,55.4191,55.6668,54.9087,55.5479,348323.0
2023-12-22,55.984,56.2119,55.424,55.647,266925.0
2023-12-23,55.984,56.2119,55.424,55.647,266925.0
2023-12-24,55.984,56.2119,55.424,55.647,266925.0
2023-12-25,55.984,56.2119,55.424,55.647,266925.0
2023-12-26,55.647,55.8948,55.3992,55.6767,225902.0
2023-12-27,55.984,56.1523,55.4984,55.7461,341459.0
2023-12-28,55.5975,56.197,55.5975,55.8452,344667.0
2023-12-29,55.7263,56.0038,55.3497,55.3695,385696.0
2023-12-30,55.7263,56.0038,55.3497,55.3695,385696.0
2023-12-31,55.7263,56.0038,55.3497,55.3695,385696.0
2024-01-01,55.7263,56.0038,55.3497,55.3695,385696.0
2024-01-02,55.3695,57.2178,55.3695,56.4795,485368.0
2024-01-03,56.202,56.7074,55.7659,56.1326,375595.0
2024-01-04,56.1326,56.7669,55.9493,56.4398,459856.0
2024-01-05,56.202,57.634,56.1425,57.4804,1053070.0
2024-01-06,56.202,57.634,56.1425,57.4804,1053070.0
2024-01-07,56.202,57.634,56.1425,57.4804,1053070.0
2024-01-08,57.2525,57.8372,57.0741,57.5201,353210.0
2024-01-09,57.0543,57.3516,56.7768,57.2822,284393.0
2024-01-10,57.2822,57.4111,56.6579,56.8462,349409.0
2024-01-11,56.8462,57.0989,56.4002,56.975,268663.0
2024-01-12,57.3516,57.487,56.2912,56.4795,269013.0
2024-01-13,57.3516,57.487,56.2912,56.4795,269013.0
2024-01-14,57.3516,57.487,56.2912,56.4795,269013.0
2024-01-15,57.3516,57.487,56.2912,56.4795,269013.0
2024-01-16,56.202,56.2615,55.4984,55.984,325858.0
2024-01-17,55.4785,55.8452,55.0722,55.4785,230891.0
2024-01-18,55.5776,56.4299,55.2704,56.42,458546.0
2024-01-19,56.5588,57.0939,55.994,56.8462,388302.0
2024-01-20,56.5588,57.0939,55.994,56.8462,388302.0
2024-01-21,56.5588,57.0939,55.994,56.8462,388302.0
2024-01-22,56.8363,57.8075,56.5985,57.7678,497462.0
2024-01-23,58.194,58.3922,57.3417,57.4507,466275.0
2024-01-24,57.6687,57.9849,56.9354,57.0146,285002.0
2024-01-25,57.6886,57.8669,56.9255,57.3714,298657.0
2024-01-26,57.6687,57.7877,57.2624,57.7877,253199.0
2024-01-27,57.6687,57.7877,57.2624,57.7877,253199.0
2024-01-28,57.6687,57.7877,57.2624,57.7877,253199.0
2024-01-29,57.5597,57.6985,57.2129,57.5994,317862.0
2024-01-30,57.4111,58.2534,56.9855,57.9264,394504.0
2024-01-31,57.9363,58.085,56.3606,56.3903,804044.0
2024-02-01,56.7173,56.975,56.2907,56.8858,300316.0
2024-02-02,56.4101,56.7471,55.7362,56.4398,283300.0
2024-02-03,56.4101,56.7471,55.7362,56.4398,283300.0
2024-02-04,56.4101,56.7471,55.7362,56.4398,283300.0
2024-02-05,56.0335,56.529,55.7263,56.1227,275391.0
2024-02-06,55.9344,56.202,55.7065,55.9443,307437.0
2024-02-07,56.2714,56.2714,55.6371,56.0236,301889.0
2024-02-08,56.0335,56.5389,55.657,56.3804,325456.0
2024-02-09,56.1822,56.4795,55.9641,56.4398,306853.0
2024-02-10,56.1822,56.4795,55.9641,56.4398,306853.0
2024-02-11,56.1822,56.4795,55.9641,56.4398,306853.0
2024-02-12,56.529,57.0444,56.4993,56.5885,349318.0
2024-02-13,55.7362,55.8948,54.8244,55.1416,431175.0
2024-02-14,55.1614,55.9146,54.9384,55.5281,606077.0
2024-02-15,55.2308,58.1147,54.6262,56.6975,743301.0
2024-02-16,56.4597,56.4993,54.7352,55.1515,822759.0
2024-02-17,56.4597,56.4993,54.7352,55.1515,822759.0
2024-02-18,56.4597,56.4993,54.7352,55.1515,822759.0
2024-02-19,56.4597,56.4993,54.7352,55.1515,822759.0
2024-02-20,54.5073,55.8749,54.1406,55.8056,721965.0
2024-02-21,55.8551,56.3804,55.5616,56.0831,571162.0
2024-02-22,56.2317,57.1237,56.0434,57.0939,473182.0
2024-02-23,57.312,57.312,56.6876,56.9354,438978.0
2024-02-24,57.312,57.312,56.6876,56.9354,438978.0
2024-02-25,57.312,57.312,56.6876,56.9354,438978.0
2024-02-26,56.8164,57.0741,56.1524,56.42,433654.0
2024-02-27,56.64,56.889,56.2,56.35,422494.0
2024-02-28,56.06,56.78,55.76,56.55,517045.0
2024-02-29,56.81,57.11,56.49,56.68,608081.0
2024-03-01,56.55,56.795,56.25,56.71,472724.0
2024-03-02,56.55,56.795,56.25,56.71,472724.0
2024-03-03,56.55,56.795,56.25,56.71,472724.0
2024-03-04,56.93,57.35,56.68,56.7,365152.0
2024-03-05,56.57,57.16,56.415,56.78,355379.0
2024-03-06,57.04,57.1161,56.21,56.56,442198.0
2024-03-07,57.07,57.54,56.83,57.5,264048.0
2024-03-08,57.68,58.08,57.45,57.55,300376.0
2024-03-09,57.68,58.08,57.45,57.55,300376.0
2024-03-10,57.68,58.08,57.45,57.55,300376.0
2024-03-11,57.22,57.9,57.11,57.53,373981.0
2024-03-12,57.54,57.74,57.23,57.63,267178.0
2024-03-13,57.74,58.3,57.6301,57.77,530006.0
2024-03-14,57.61,57.625,56.49,56.86,444111.0
2024-03-15,56.59,57.4879,56.59,56.99,904444.0
2024-03-16,56.59,57.4879,56.59,56.99,904444.0
2024-03-17,56.59,57.4879,56.59,56.99,904444.0
2024-03-18,56.92,56.92,55.86,55.89,875889.0
2024-03-19,55.98,57.05,55.98,56.9,618820.0
2024-03-20,56.83,56.88,56.19,56.58,293631.0
2024-03-21,56.87,57.33,56.62,57.27,466745.0
2024-03-22,57.38,57.54,56.3,56.43,447722.0
2024-03-23,57.38,57.54,56.3,56.43,447722.0
2024-03-24,57.38,57.54,56.3,56.43,447722.0
2024-03-25,56.5,57.15,56.41,56.78,416512.0
2024-03-26,56.86,57.205,56.33,56.64,507294.0
2024-03-27,56.93,57.68,56.885,57.64,562740.0
2024-03-28,57.64,58.13,57.64,57.84,314234.0
2024-03-29,57.64,58.13,57.64,57.84,314234.0
2024-03-30,57.64,58.13,57.64,57.84,314234.0
2024-03-31,57.64,58.13,57.64,57.84,314234.0
2024-04-01,57.8,57.8,57.3,57.6,383087.0
2024-04-02,57.43,57.67,57.2,57.5,426286.0
2024-04-03,57.35,57.6424,56.79,56.95,424152.0
2024-04-04,57.44,58.2,57.18,57.82,558477.0
2024-04-05,57.8,57.95,57.1,57.17,417202.0
2024-04-06,57.8,57.95,57.1,57.17,417202.0
2024-04-07,57.8,57.95,57.1,57.17,417202.0
2024-04-08,57.48,57.97,57.105,57.61,458894.0
