,SCS US Equity,SCS US Equity,SCS US Equity,SCS US Equity,SCS US Equity
2021-03-11,13.9975,14.0451,13.7984,13.9716,620399.0
2021-03-12,14.0322,14.465,13.9889,14.3611,542379.0
2021-03-13,14.0322,14.465,13.9889,14.3611,542379.0
2021-03-14,14.0322,14.465,13.9889,14.3611,542379.0
2021-03-15,14.2572,14.3698,14.0235,14.2053,517073.0
2021-03-16,14.0928,14.136,13.582,13.8157,515548.0
2021-03-17,13.8504,14.0062,13.7378,13.9023,648257.0
2021-03-18,13.8244,14.5818,13.8071,14.0148,636300.0
2021-03-19,13.9456,13.9456,13.2877,13.8244,1535121.0
2021-03-20,13.9456,13.9456,13.2877,13.8244,1535121.0
2021-03-21,13.9456,13.9456,13.2877,13.8244,1535121.0
2021-03-22,13.8417,13.9325,13.0973,13.3137,537041.0
2021-03-23,13.2011,13.3223,12.7077,12.8116,667904.0
2021-03-24,12.8203,13.4695,12.5998,12.6817,1590977.0
2021-03-25,12.4653,12.5692,11.4698,12.5,1395797.0
2021-03-26,12.751,13.1146,12.5519,12.6991,966643.0
2021-03-27,12.751,13.1146,12.5519,12.6991,966643.0
2021-03-28,12.751,13.1146,12.5519,12.6991,966643.0
2021-03-29,12.5086,12.751,12.1537,12.171,676951.0
2021-03-30,12.1797,12.5865,12.1797,12.4567,650775.0
2021-03-31,12.4307,12.6125,12.223,12.4567,917011.0
2021-04-01,12.3869,12.6485,12.3434,12.6136,625463.0
2021-04-02,12.3869,12.6485,12.3434,12.6136,625463.0
2021-04-03,12.3869,12.6485,12.3434,12.6136,625463.0
2021-04-04,12.3869,12.6485,12.3434,12.6136,625463.0
2021-04-05,12.6833,13.0059,12.5264,12.692,564218.0
2021-04-06,12.692,12.8925,12.6223,12.6397,496896.0
2021-04-07,12.6397,12.7705,12.3172,12.4044,588832.0
2021-04-08,12.3608,12.4915,12.2388,12.4828,571404.0
2021-04-09,12.5003,12.5874,12.3957,12.4567,274504.0
2021-04-10,12.5003,12.5874,12.3957,12.4567,274504.0
2021-04-11,12.5003,12.5874,12.3957,12.4567,274504.0
2021-04-12,12.4828,12.5223,12.3259,12.4131,314286.0
2021-04-13,12.4044,12.4305,12.2213,12.2736,393328.0
2021-04-14,12.3085,12.6659,12.2475,12.6136,556277.0
2021-04-15,12.7269,12.7349,12.5055,12.5962,594822.0
2021-04-16,12.692,12.7879,12.5438,12.7356,319492.0
2021-04-17,12.692,12.7879,12.5438,12.7356,319492.0
2021-04-18,12.692,12.7879,12.5438,12.7356,319492.0
2021-04-19,13.0669,13.0669,12.3721,12.6572,726304.0
2021-04-20,12.5438,12.5962,12.0993,12.1864,742802.0
2021-04-21,12.1429,12.5046,12.047,12.4567,876930.0
2021-04-22,12.5438,12.5438,12.0731,12.0731,858329.0
2021-04-23,12.0993,12.3608,12.0295,12.3346,646055.0
2021-04-24,12.0993,12.3608,12.0295,12.3346,646055.0
2021-04-25,12.0993,12.3608,12.0295,12.3346,646055.0
2021-04-26,12.3521,12.4828,12.1734,12.2126,786391.0
2021-04-27,12.2388,12.3521,12.1167,12.2213,1045365.0
2021-04-28,12.2213,12.2823,12.108,12.1429,482779.0
2021-04-29,12.2039,12.5613,12.1516,12.2998,546065.0
2021-04-30,12.169,12.2388,12.0077,12.0295,645419.0
2021-05-01,12.169,12.2388,12.0077,12.0295,645419.0
2021-05-02,12.169,12.2388,12.0077,12.0295,645419.0
2021-05-03,12.1952,12.3346,12.108,12.3172,495137.0
2021-05-04,12.3259,12.3782,12.1341,12.1516,708101.0
2021-05-05,12.1952,12.217,11.9772,12.1603,440485.0
2021-05-06,12.2039,12.2693,11.986,12.2388,367275.0
2021-05-07,12.6397,12.7182,12.3869,12.5264,483775.0
2021-05-08,12.6397,12.7182,12.3869,12.5264,483775.0
2021-05-09,12.6397,12.7182,12.3869,12.5264,483775.0
2021-05-10,12.5526,12.91,12.5526,12.7618,547588.0
2021-05-11,12.5264,12.5613,12.2213,12.3695,467445.0
2021-05-12,12.4305,12.5264,11.9598,11.9685,857205.0
2021-05-13,11.9947,12.3477,11.9947,12.2213,747882.0
2021-05-14,12.3521,12.6049,12.3216,12.57,561713.0
2021-05-15,12.3521,12.6049,12.3216,12.57,561713.0
2021-05-16,12.3521,12.6049,12.3216,12.57,561713.0
2021-05-17,12.5003,12.5962,12.3172,12.5613,681479.0
2021-05-18,12.6223,12.8359,12.5177,12.5264,543342.0
2021-05-19,12.3172,12.4131,12.0644,12.3782,405142.0
2021-05-20,12.2649,12.4523,12.1341,12.4392,439613.0
2021-05-21,12.6136,12.6659,12.4567,12.5351,402845.0
2021-05-22,12.6136,12.6659,12.4567,12.5351,402845.0
2021-05-23,12.6136,12.6659,12.4567,12.5351,402845.0
2021-05-24,12.5787,12.7618,12.4741,12.7356,318011.0
2021-05-25,12.8141,12.9623,12.6049,12.6136,775596.0
2021-05-26,12.5874,12.692,12.5177,12.5613,456212.0
2021-05-27,12.7792,12.8577,12.7008,12.8315,453428.0
2021-05-28,12.9274,12.9274,12.6136,12.6136,403989.0
2021-05-29,12.9274,12.9274,12.6136,12.6136,403989.0
2021-05-30,12.9274,12.9274,12.6136,12.6136,403989.0
2021-05-31,12.9274,12.9274,12.6136,12.6136,403989.0
2021-06-01,12.7443,13.032,12.6572,12.9884,421656.0
2021-06-02,13.0494,13.0494,12.7443,12.7792,466334.0
2021-06-03,12.7008,12.8228,12.6179,12.7356,251285.0
2021-06-04,12.7879,12.8489,12.694,12.7618,365378.0
2021-06-05,12.7879,12.8489,12.694,12.7618,365378.0
2021-06-06,12.7879,12.8489,12.694,12.7618,365378.0
2021-06-07,12.7618,12.9971,12.6746,12.971,449116.0
2021-06-08,12.9884,13.0494,12.91,12.9361,425276.0
2021-06-09,12.9448,13.0451,12.8361,13.032,482407.0
2021-06-10,13.0756,13.1628,12.9884,12.9971,472271.0
2021-06-11,13.0494,13.1017,12.9187,12.971,225278.0
2021-06-12,13.0494,13.1017,12.9187,12.971,225278.0
2021-06-13,13.0494,13.1017,12.9187,12.971,225278.0
2021-06-14,12.9535,12.9753,12.6397,12.6485,352575.0
2021-06-15,12.6659,12.8489,12.5962,12.8402,746084.0
2021-06-16,12.7705,12.8054,12.6223,12.6833,391133.0
2021-06-17,12.631,12.7269,12.2736,12.3695,457046.0
2021-06-18,12.0906,12.1864,11.986,12.0818,1087033.0
2021-06-19,12.0906,12.1864,11.986,12.0818,1087033.0
2021-06-20,12.0906,12.1864,11.986,12.0818,1087033.0
2021-06-21,12.2039,12.5941,12.0906,12.57,607447.0
2021-06-22,12.4828,12.6397,12.3259,12.6136,459227.0
2021-06-23,12.692,12.8577,12.6049,12.6746,1177537.0
2021-06-24,13.4243,13.5997,12.8489,13.2674,1782423.0
2021-06-25,13.4243,13.8078,13.1453,13.154,1682857.0
2021-06-26,13.4243,13.8078,13.1453,13.154,1682857.0
2021-06-27,13.4243,13.8078,13.1453,13.154,1682857.0
2021-06-28,13.2063,13.2063,12.5438,12.8228,1272589.0
2021-06-29,12.7618,12.9361,12.692,12.8838,1067003.0
2021-06-30,12.8489,13.2325,12.8489,13.1715,907541.0
2021-07-01,13.1889,13.2848,13.1279,13.2412,508304.0
2021-07-02,13.2456,13.3424,12.9184,12.9376,406180.0
2021-07-03,13.2456,13.3424,12.9184,12.9376,406180.0
2021-07-04,13.2456,13.3424,12.9184,12.9376,406180.0
2021-07-05,13.2456,13.3424,12.9184,12.9376,406180.0
2021-07-06,12.9112,12.9288,12.6383,12.7704,535837.0
2021-07-07,12.6735,12.8848,12.6163,12.7528,533020.0
2021-07-08,12.4447,12.6999,12.3567,12.4887,458944.0
2021-07-09,12.7088,12.8144,12.6146,12.7704,430214.0
2021-07-10,12.7088,12.8144,12.6146,12.7704,430214.0
2021-07-11,12.7088,12.8144,12.6146,12.7704,430214.0
2021-07-12,12.7088,12.92,12.6031,12.876,280585.0
2021-07-13,12.8056,12.8496,12.6823,12.7176,461121.0
2021-07-14,12.7968,12.9552,12.4975,12.5239,303842.0
2021-07-15,12.4007,12.5239,12.3215,12.4623,474884.0
2021-07-16,12.6031,12.6559,12.2159,12.2511,581241.0
2021-07-17,12.6031,12.6559,12.2159,12.2511,581241.0
2021-07-18,12.6031,12.6559,12.2159,12.2511,581241.0
2021-07-19,11.9343,12.2379,11.7934,12.0575,622121.0
2021-07-20,12.0487,12.4403,12.0487,12.3215,629347.0
2021-07-21,12.3743,12.5943,12.3127,12.3831,504408.0
2021-07-22,12.3391,12.3391,12.0047,12.0135,473237.0
2021-07-23,12.0927,12.1763,11.9607,12.1191,430320.0
2021-07-24,12.0927,12.1763,11.9607,12.1191,430320.0
2021-07-25,12.0927,12.1763,11.9607,12.1191,430320.0
2021-07-26,12.2159,12.3039,12.1103,12.2511,492338.0
2021-07-27,12.1191,12.2423,12.0223,12.2335,447726.0
2021-07-28,12.2951,12.3655,12.0839,12.2335,362922.0
2021-07-29,12.4007,12.4799,12.2775,12.3127,347729.0
2021-07-30,12.2335,12.3831,12.0223,12.1015,532940.0
2021-07-31,12.2335,12.3831,12.0223,12.1015,532940.0
2021-08-01,12.2335,12.3831,12.0223,12.1015,532940.0
2021-08-02,12.1631,12.5415,12.1631,12.2423,424385.0
2021-08-03,12.2775,12.3391,12.0575,12.2511,497721.0
2021-08-04,12.0927,12.1816,11.8198,11.8462,378339.0
2021-08-05,11.8814,12.1103,11.8814,12.0927,388876.0
2021-08-06,12.1939,12.3743,12.1367,12.2511,405250.0
2021-08-07,12.1939,12.3743,12.1367,12.2511,405250.0
2021-08-08,12.1939,12.3743,12.1367,12.2511,405250.0
2021-08-09,12.1895,12.3655,12.0575,12.1015,227404.0
2021-08-10,12.1367,12.3127,12.0663,12.3127,221224.0
2021-08-11,12.3127,12.4359,12.1807,12.4359,277843.0
2021-08-12,12.4887,12.5679,12.2599,12.2951,315112.0
2021-08-13,12.2687,12.3127,12.1367,12.2599,153854.0
2021-08-14,12.2687,12.3127,12.1367,12.2599,153854.0
2021-08-15,12.2687,12.3127,12.1367,12.2599,153854.0
2021-08-16,12.2335,12.3127,12.0575,12.1807,345959.0
2021-08-17,12.0663,12.1543,11.9167,12.1279,328171.0
2021-08-18,12.1015,12.2247,11.8638,11.8726,249187.0
2021-08-19,11.7714,11.8947,11.7142,11.811,372778.0
2021-08-20,11.7758,12.0751,11.7758,11.9959,280211.0
2021-08-21,11.7758,12.0751,11.7758,11.9959,280211.0
2021-08-22,11.7758,12.0751,11.7758,11.9959,280211.0
2021-08-23,12.1015,12.1631,11.9783,12.0751,193779.0
2021-08-24,12.1631,12.3347,12.1279,12.2599,253910.0
2021-08-25,12.2687,12.3963,12.1895,12.2951,283501.0
2021-08-26,12.3215,12.4975,12.2291,12.2863,396672.0
2021-08-27,12.3127,12.6427,12.3127,12.5943,342842.0
2021-08-28,12.3127,12.6427,12.3127,12.5943,342842.0
2021-08-29,12.3127,12.6427,12.3127,12.5943,342842.0
2021-08-30,12.6559,12.6559,12.3919,12.4271,244238.0
2021-08-31,12.3743,12.5239,12.2863,12.4007,592017.0
2021-09-01,12.4535,12.5855,12.2819,12.4623,439641.0
2021-09-02,12.5151,12.5855,12.4227,12.4359,343460.0
2021-09-03,12.3567,12.3831,12.1982,12.2775,311430.0
2021-09-04,12.3567,12.3831,12.1982,12.2775,311430.0
2021-09-05,12.3567,12.3831,12.1982,12.2775,311430.0
2021-09-06,12.3567,12.3831,12.1982,12.2775,311430.0
2021-09-07,12.2159,12.3127,12.1015,12.1103,355564.0
2021-09-08,12.0399,12.0839,11.8198,11.8198,585316.0
2021-09-09,11.8022,11.8374,11.6262,11.7054,655812.0
2021-09-10,11.7142,11.772,11.5558,11.5734,570630.0
2021-09-11,11.7142,11.772,11.5558,11.5734,570630.0
2021-09-12,11.7142,11.772,11.5558,11.5734,570630.0
2021-09-13,11.7054,11.8903,11.6438,11.8022,585613.0
2021-09-14,11.8198,11.8814,11.6922,11.7582,633274.0
2021-09-15,11.7318,12.0355,11.6834,11.9695,644213.0
2021-09-16,12.0311,12.1367,11.8638,12.0399,360620.0
2021-09-17,12.0487,12.0487,11.811,12.0047,1193229.0
2021-09-18,12.0487,12.0487,11.811,12.0047,1193229.0
2021-09-19,12.0487,12.0487,11.811,12.0047,1193229.0
2021-09-20,11.7406,11.9475,11.591,11.7582,671545.0
2021-09-21,11.855,11.855,11.5118,11.547,1033566.0
2021-09-22,11.679,11.8066,11.5822,11.7494,1051204.0
2021-09-23,11.0013,11.5206,10.9309,11.1774,1803258.0
2021-09-24,11.0894,11.1774,10.8253,11.0453,1292394.0
2021-09-25,11.0894,11.1774,10.8253,11.0453,1292394.0
2021-09-26,11.0894,11.1774,10.8253,11.0453,1292394.0
2021-09-27,11.1246,11.5206,11.0277,11.3974,930462.0
2021-09-28,11.3798,11.5294,11.3182,11.3798,897762.0
2021-09-29,11.371,11.4854,11.3006,11.4502,1059147.0
2021-09-30,11.503,11.5822,11.1598,11.1598,985122.0
2021-10-01,11.2354,11.4402,11.1197,11.3868,710488.0
2021-10-02,11.2354,11.4402,11.1197,11.3868,710488.0
2021-10-03,11.2354,11.4402,11.1197,11.3868,710488.0
2021-10-04,11.3601,11.4313,11.1375,11.2265,677802.0
2021-10-05,11.2354,11.2354,11.0396,11.1286,502888.0
2021-10-06,11.0218,11.0218,10.8348,10.9683,652877.0
2021-10-07,11.0396,11.1998,11.0307,11.0752,998519.0
2021-10-08,11.0574,11.1553,11.0218,11.0485,350851.0
2021-10-09,11.0574,11.1553,11.0218,11.0485,350851.0
2021-10-10,11.0574,11.1553,11.0218,11.0485,350851.0
2021-10-11,11.0841,11.1865,10.9862,10.9862,354646.0
2021-10-12,11.0574,11.1375,10.9594,11.0129,415013.0
2021-10-13,11.0129,11.0529,10.8437,10.8971,369770.0
2021-10-14,10.9951,11.1019,10.9238,11.093,579553.0
2021-10-15,11.2443,11.3957,11.0752,11.0841,594008.0
2021-10-16,11.2443,11.3957,11.0752,11.0841,594008.0
2021-10-17,11.2443,11.3957,11.0752,11.0841,594008.0
2021-10-18,11.0396,11.1464,10.9594,11.093,716436.0
2021-10-19,11.1731,11.1998,11.0529,11.1909,619431.0
2021-10-20,11.1642,11.4135,11.1642,11.2978,407198.0
2021-10-21,11.2888,11.3779,11.1598,11.2443,651793.0
2021-10-22,11.2532,11.3334,11.1375,11.2176,538042.0
2021-10-23,11.2532,11.3334,11.1375,11.2176,538042.0
2021-10-24,11.2532,11.3334,11.1375,11.2176,538042.0
2021-10-25,11.1909,11.2256,11.0396,11.093,509413.0
2021-10-26,11.1464,11.2176,11.004,11.0218,492864.0
2021-10-27,11.0307,11.1731,10.7013,10.7102,630401.0
2021-10-28,10.7458,10.8437,10.6879,10.7992,662725.0
2021-10-29,10.8437,10.9238,10.5588,10.5944,604563.0
2021-10-30,10.8437,10.9238,10.5588,10.5944,604563.0
2021-10-31,10.8437,10.9238,10.5588,10.5944,604563.0
2021-11-01,10.63,10.9416,10.6033,10.8793,600054.0
2021-11-02,10.8793,10.9594,10.7458,10.7814,843509.0
2021-11-03,10.7102,11.2354,10.7102,11.1909,762577.0
2021-11-04,11.2443,11.3734,10.8437,10.9505,1199345.0
2021-11-05,11.1197,11.3423,11.1108,11.3245,1328280.0
2021-11-06,11.1197,11.3423,11.1108,11.3245,1328280.0
2021-11-07,11.1197,11.3423,11.1108,11.3245,1328280.0
2021-11-08,11.3601,11.4402,11.093,11.1286,644944.0
2021-11-09,11.0663,11.1509,10.9149,10.9416,806421.0
2021-11-10,10.9594,11.0485,10.8348,10.8437,528301.0
2021-11-11,10.8437,10.9951,10.7805,10.9505,480842.0
2021-11-12,11.004,11.0663,10.9238,10.9416,444463.0
2021-11-13,11.004,11.0663,10.9238,10.9416,444463.0
2021-11-14,11.004,11.0663,10.9238,10.9416,444463.0
2021-11-15,11.0574,11.2978,10.9149,11.271,1016042.0
2021-11-16,11.2354,11.271,11.1063,11.1731,538794.0
2021-11-17,11.0752,11.182,11.0218,11.1553,273352.0
2021-11-18,11.1731,11.182,10.8971,10.9327,601991.0
2021-11-19,10.8437,11.0218,10.7725,10.8615,626166.0
2021-11-20,10.8437,11.0218,10.7725,10.8615,626166.0
2021-11-21,10.8437,11.0218,10.7725,10.8615,626166.0
2021-11-22,10.9238,11.2132,10.8971,11.0841,920607.0
2021-11-23,11.0485,11.1509,11.0485,11.1286,386100.0
2021-11-24,11.0485,11.1375,10.9461,11.0307,492981.0
2021-11-25,11.0485,11.1375,10.9461,11.0307,492981.0
2021-11-26,10.728,10.728,10.3719,10.5499,621453.0
2021-11-27,10.728,10.728,10.3719,10.5499,621453.0
2021-11-28,10.728,10.728,10.3719,10.5499,621453.0
2021-11-29,10.6567,10.6746,10.3362,10.354,770060.0
2021-11-30,10.2383,10.3407,9.8777,9.9623,859777.0
2021-12-01,10.2472,10.2917,9.7576,9.7843,1042992.0
2021-12-02,9.8822,10.265,9.8377,10.2027,701695.0
2021-12-03,10.2561,10.2828,10.0424,10.1849,598477.0
2021-12-04,10.2561,10.2828,10.0424,10.1849,598477.0
2021-12-05,10.2561,10.2828,10.0424,10.1849,598477.0
2021-12-06,10.354,10.63,10.1137,10.5944,1500955.0
2021-12-07,10.6835,10.9194,10.6656,10.7458,1055047.0
2021-12-08,10.817,10.8793,10.7458,10.7903,567312.0
2021-12-09,10.6389,10.7013,10.5098,10.6211,598367.0
2021-12-10,10.6924,10.7191,10.4609,10.5054,602194.0
2021-12-11,10.6924,10.7191,10.4609,10.5054,602194.0
2021-12-12,10.6924,10.7191,10.4609,10.5054,602194.0
2021-12-13,10.4164,10.4787,10.1875,10.2739,1078010.0
2021-12-14,10.2383,10.4208,10.1226,10.1404,1102917.0
2021-12-15,10.1404,10.3451,10.0157,10.2828,1217718.0
2021-12-16,10.3719,10.4876,10.2364,10.2472,952472.0
2021-12-17,9.7397,10.1314,9.5445,9.8911,1918533.0
2021-12-18,9.7397,10.1314,9.5445,9.8911,1918533.0
2021-12-19,9.7397,10.1314,9.5445,9.8911,1918533.0
2021-12-20,9.7932,9.8288,9.4994,9.7487,1809748.0
2021-12-21,9.8021,9.9668,9.713,9.8288,1146093.0
2021-12-22,9.8822,9.9757,9.7397,9.8822,1380324.0
2021-12-23,9.9679,10.0942,9.9679,10.0852,1487636.0
2021-12-24,9.9679,10.0942,9.9679,10.0852,1487636.0
2021-12-25,9.9679,10.0942,9.9679,10.0852,1487636.0
2021-12-26,9.9679,10.0942,9.9679,10.0852,1487636.0
2021-12-27,10.1032,10.3558,10.004,10.3558,712018.0
2021-12-28,10.3197,10.5182,10.3197,10.437,655532.0
2021-12-29,10.437,10.4821,10.3017,10.3648,975586.0
2021-12-30,10.3919,10.5723,10.3919,10.4821,776051.0
2021-12-31,10.4009,10.6444,10.4009,10.5723,1002532.0
2022-01-01,10.4009,10.6444,10.4009,10.5723,1002532.0
2022-01-02,10.4009,10.6444,10.4009,10.5723,1002532.0
2022-01-03,10.6715,10.8249,10.649,10.7256,1451640.0
2022-01-04,10.7707,11.0414,10.7707,10.9331,896276.0
2022-01-05,10.9421,11.1045,10.9151,10.9511,880868.0
2022-01-06,10.9963,11.0504,10.7707,10.7888,640818.0
2022-01-07,10.7437,10.8429,10.6129,10.7527,1370877.0
2022-01-08,10.7437,10.8429,10.6129,10.7527,1370877.0
2022-01-09,10.7437,10.8429,10.6129,10.7527,1370877.0
2022-01-10,10.7888,10.7888,10.5903,10.7166,1022536.0
2022-01-11,10.7256,10.87,10.5182,10.87,1156521.0
2022-01-12,10.9692,11.1045,10.8564,11.0684,1019299.0
2022-01-13,11.1406,11.4924,11.1406,11.4834,969296.0
2022-01-14,11.4383,11.6548,11.339,11.6277,954421.0
2022-01-15,11.4383,11.6548,11.339,11.6277,954421.0
2022-01-16,11.4383,11.6548,11.339,11.6277,954421.0
2022-01-17,11.4383,11.6548,11.339,11.6277,954421.0
2022-01-18,11.5555,11.6457,11.4563,11.6097,1225121.0
2022-01-19,11.6638,11.6638,11.4022,11.4112,970813.0
2022-01-20,11.3932,11.4383,11.1045,11.1135,1002603.0
2022-01-21,11.0323,11.2218,10.897,10.906,1125685.0
2022-01-22,11.0323,11.2218,10.897,10.906,1125685.0
2022-01-23,11.0323,11.2218,10.897,10.906,1125685.0
2022-01-24,10.7798,11.0684,10.6354,11.0414,1183231.0
2022-01-25,10.888,11.1738,10.7798,11.1045,688701.0
2022-01-26,11.2128,11.3661,10.9241,11.0323,732629.0
2022-01-27,11.0414,11.2579,10.7301,10.8158,762930.0
2022-01-28,10.8339,10.9602,10.6084,10.9511,843939.0
2022-01-29,10.8339,10.9602,10.6084,10.9511,843939.0
2022-01-30,10.8339,10.9602,10.6084,10.9511,843939.0
2022-01-31,10.8339,11.1947,10.8339,11.1316,809713.0
2022-02-01,11.1045,11.1406,10.9421,11.1225,651878.0
2022-02-02,11.1316,11.2263,10.9692,11.0684,803334.0
2022-02-03,10.9963,11.0684,10.8113,10.8249,1024704.0
2022-02-04,10.7527,10.8429,10.5653,10.7256,706807.0
2022-02-05,10.7527,10.8429,10.5653,10.7256,706807.0
2022-02-06,10.7527,10.8429,10.5653,10.7256,706807.0
2022-02-07,10.7256,10.8655,10.6986,10.7527,390784.0
2022-02-08,10.7888,10.9917,10.7888,10.9692,370067.0
2022-02-09,11.0414,11.1045,10.8384,10.879,465581.0
2022-02-10,10.7347,10.9106,10.6625,10.7888,732019.0
2022-02-11,10.7978,10.9196,10.7076,10.7707,684688.0
2022-02-12,10.7978,10.9196,10.7076,10.7707,684688.0
2022-02-13,10.7978,10.9196,10.7076,10.7707,684688.0
2022-02-14,10.7798,10.9196,10.7301,10.906,506269.0
2022-02-15,10.9692,11.2037,10.9602,11.1947,450706.0
2022-02-16,11.1947,11.4698,11.1947,11.4022,592515.0
2022-02-17,11.3481,11.3887,11.2037,11.33,386090.0
2022-02-18,11.303,11.5014,11.2669,11.4292,444717.0
2022-02-19,11.303,11.5014,11.2669,11.4292,444717.0
2022-02-20,11.303,11.5014,11.2669,11.4292,444717.0
2022-02-21,11.303,11.5014,11.2669,11.4292,444717.0
2022-02-22,11.4473,11.4653,11.1541,11.1586,581563.0
2022-02-23,11.2443,11.321,10.8564,10.906,520773.0
2022-02-24,10.7166,10.8745,10.5813,10.8609,977798.0
2022-02-25,10.906,11.2218,10.87,11.1767,486185.0
2022-02-26,10.906,11.2218,10.87,11.1767,486185.0
2022-02-27,10.906,11.2218,10.87,11.1767,486185.0
2022-02-28,11.0143,11.1135,10.8564,10.9782,544732.0
2022-03-01,10.9151,10.9782,10.464,10.6535,950925.0
2022-03-02,10.7617,11.0459,10.7175,10.9511,479728.0
2022-03-03,10.9963,11.1297,10.9015,11.0955,458665.0
2022-03-04,10.9241,10.9511,10.6444,10.7256,508209.0
2022-03-05,10.9241,10.9511,10.6444,10.7256,508209.0
2022-03-06,10.9241,10.9511,10.6444,10.7256,508209.0
2022-03-07,10.6715,10.6805,10.3828,10.3919,975049.0
2022-03-08,10.464,10.8564,10.3558,10.6174,800404.0
2022-03-09,10.8249,10.9963,10.6444,10.6535,588234.0
2022-03-10,10.5182,10.5407,10.2971,10.5272,513944.0
2022-03-11,10.5903,10.6444,10.3738,10.3919,605510.0
2022-03-12,10.5903,10.6444,10.3738,10.3919,605510.0
2022-03-13,10.5903,10.6444,10.3738,10.3919,605510.0
2022-03-14,10.464,10.5542,10.2746,10.5091,724821.0
2022-03-15,10.5813,10.7347,10.2926,10.464,465783.0
2022-03-16,10.5452,10.888,10.464,10.888,849645.0
2022-03-17,10.888,11.0594,10.7888,11.0504,682997.0
2022-03-18,11.0504,11.1496,10.7798,11.1496,1851521.0
2022-03-19,11.0504,11.1496,10.7798,11.1496,1851521.0
2022-03-20,11.0504,11.1496,10.7798,11.1496,1851521.0
2022-03-21,11.1676,11.339,10.8203,10.897,1084971.0
2022-03-22,11.0504,11.1406,10.8609,10.9692,817843.0
2022-03-23,10.9151,10.9466,10.7437,10.7798,692244.0
2022-03-24,10.6444,10.6444,9.6973,10.1122,2546649.0
2022-03-25,10.2205,10.5993,10.1844,10.2836,1154120.0
2022-03-26,10.2205,10.5993,10.1844,10.2836,1154120.0
2022-03-27,10.2205,10.5993,10.1844,10.2836,1154120.0
2022-03-28,10.2475,10.3107,10.0085,10.3017,1067858.0
2022-03-29,10.4821,10.888,10.4821,10.7256,631698.0
2022-03-30,10.7617,10.8203,10.6084,10.7707,1206237.0
2022-03-31,10.7888,10.9151,10.6986,10.7798,743587.0
2022-04-01,10.8391,10.9076,10.6337,10.7478,828888.0
2022-04-02,10.8391,10.9076,10.6337,10.7478,828888.0
2022-04-03,10.8391,10.9076,10.6337,10.7478,828888.0
2022-04-04,10.6565,10.83,10.3917,10.5012,747361.0
2022-04-05,10.5012,10.6291,10.1725,10.1725,722286.0
2022-04-06,10.1177,10.2501,10.0081,10.0629,800111.0
2022-04-07,10.0629,10.0629,9.7342,9.9899,1100484.0
2022-04-08,10.0355,10.2136,9.9351,10.0629,818265.0
2022-04-09,10.0355,10.2136,9.9351,10.0629,818265.0
2022-04-10,10.0355,10.2136,9.9351,10.0629,818265.0
2022-04-11,10.0447,10.3369,10.0447,10.1634,477002.0
2022-04-12,10.2456,10.3734,10.1725,10.209,432936.0
2022-04-13,10.2273,10.6428,10.1542,10.5926,625881.0
2022-04-14,10.6382,10.7295,10.4282,10.4647,538946.0
2022-04-15,10.6382,10.7295,10.4282,10.4647,538946.0
2022-04-16,10.6382,10.7295,10.4282,10.4647,538946.0
2022-04-17,10.6382,10.7295,10.4282,10.4647,538946.0
2022-04-18,10.4556,10.5834,10.4236,10.5012,750234.0
2022-04-19,10.5652,10.8117,10.5286,10.7113,436199.0
2022-04-20,10.8391,10.9852,10.7935,10.903,525208.0
2022-04-21,10.9943,11.0309,10.8574,11.0035,651053.0
2022-04-22,11.0126,11.0126,10.8893,10.9213,470180.0
2022-04-23,11.0126,11.0126,10.8893,10.9213,470180.0
2022-04-24,11.0126,11.0126,10.8893,10.9213,470180.0
2022-04-25,10.8574,11.0491,10.6428,11.0491,551638.0
2022-04-26,10.9213,10.9852,10.8026,10.8848,683736.0
2022-04-27,10.903,11.1313,10.8026,10.8574,763294.0
2022-04-28,10.903,11.1952,10.8574,11.0857,906915.0
2022-04-29,10.9487,11.0583,10.6747,10.7113,1338732.0
2022-04-30,10.9487,11.0583,10.6747,10.7113,1338732.0
2022-05-01,10.9487,11.0583,10.6747,10.7113,1338732.0
2022-05-02,10.6839,10.7843,10.273,10.483,1278343.0
2022-05-03,10.483,10.5378,10.2958,10.4191,973714.0
2022-05-04,10.4465,11.3231,10.3734,11.3048,1050248.0
2022-05-05,11.0674,11.2592,10.9039,11.0583,990138.0
2022-05-06,11.04,11.0948,10.5652,10.5834,1127045.0
2022-05-07,11.04,11.0948,10.5652,10.5834,1127045.0
2022-05-08,11.04,11.0948,10.5652,10.5834,1127045.0
2022-05-09,10.4191,10.693,10.3688,10.4556,726453.0
2022-05-10,10.556,10.6291,10.1908,10.4191,592463.0
2022-05-11,10.483,10.556,10.2638,10.3643,855984.0
2022-05-12,10.3369,10.4647,10.1953,10.4556,626686.0
2022-05-13,10.5469,10.6884,10.4282,10.5926,544070.0
2022-05-14,10.5469,10.6884,10.4282,10.5926,544070.0
2022-05-15,10.5469,10.6884,10.4282,10.5926,544070.0
2022-05-16,10.556,10.7295,10.4967,10.6565,598969.0
2022-05-17,10.8208,11.0765,10.8208,11.04,480926.0
2022-05-18,10.9396,11.0446,10.7752,10.8665,433930.0
2022-05-19,10.7661,11.0217,10.7204,11.0035,829098.0
2022-05-20,11.0126,11.0491,10.5241,10.7478,740810.0
2022-05-21,11.0126,11.0491,10.5241,10.7478,740810.0
2022-05-22,11.0126,11.0491,10.5241,10.7478,740810.0
