,CHRW US Equity,CHRW US Equity,CHRW US Equity,CHRW US Equity,CHRW US Equity
2023-09-25,84.4699,85.1393,83.9876,84.2534,723855.0
2023-09-26,84.2731,85.031,83.4363,83.6234,1009815.0
2023-09-27,83.6135,85.4051,83.4708,84.9424,938430.0
2023-09-28,84.9621,86.0745,83.7858,85.7792,908840.0
2023-09-29,86.1926,86.7635,84.4207,84.7849,962735.0
2023-09-30,86.1926,86.7635,84.4207,84.7849,962735.0
2023-10-01,86.1926,86.7635,84.4207,84.7849,962735.0
2023-10-02,84.4109,84.7948,83.2099,84.3124,1030922.0
2023-10-03,84.0171,85.0803,83.9531,84.3715,851112.0
2023-10-04,84.6373,85.0704,83.2591,84.1746,643763.0
2023-10-05,83.8793,84.1746,82.4913,83.0327,650884.0
2023-10-06,82.9048,84.2041,82.4421,83.5348,719869.0
2023-10-07,82.9048,84.2041,82.4421,83.5348,719869.0
2023-10-08,82.9048,84.2041,82.4421,83.5348,719869.0
2023-10-09,83.0623,85.4445,82.9737,85.0015,722131.0
2023-10-10,85.0015,85.7201,84.9129,85.1492,620216.0
2023-10-11,85.0409,85.7792,83.8006,84.6471,632846.0
2023-10-12,84.8243,84.9578,82.4027,83.4166,898159.0
2023-10-13,83.5938,84.8342,82.6193,82.6882,1233971.0
2023-10-14,83.5938,84.8342,82.6193,82.6882,1233971.0
2023-10-15,83.5938,84.8342,82.6193,82.6882,1233971.0
2023-10-16,83.1705,84.8538,83.1705,84.4109,1268057.0
2023-10-17,84.4109,85.2378,84.2041,84.8637,924525.0
2023-10-18,81.9302,82.8654,81.1722,82.4716,1465648.0
2023-10-19,82.6094,82.9343,81.5857,82.009,1142636.0
2023-10-20,82.7276,84.6077,81.7333,83.9974,1581638.0
2023-10-21,82.7276,84.6077,81.7333,83.9974,1581638.0
2023-10-22,82.7276,84.6077,81.7333,83.9974,1581638.0
2023-10-23,83.899,84.5782,82.6291,82.8752,1148516.0
2023-10-24,83.1804,83.6775,82.1271,82.4421,959667.0
2023-10-25,82.2551,82.2551,80.658,81.438,815234.0
2023-10-26,81.5069,81.6349,78.9279,79.7547,1167644.0
2023-10-27,80.5029,81.9401,79.6858,79.991,1511252.0
2023-10-28,80.5029,81.9401,79.6858,79.991,1511252.0
2023-10-29,80.5029,81.9401,79.6858,79.991,1511252.0
2023-10-30,80.5324,81.0098,78.918,79.361,1498968.0
2023-10-31,79.4397,80.936,79.1592,80.5521,1450034.0
2023-11-01,80.9163,80.9163,79.1543,80.1879,1377182.0
2023-11-02,82.5996,82.5996,79.8729,80.1583,2481449.0
2023-11-03,80.6801,81.1624,79.4791,80.4143,1470949.0
2023-11-04,80.6801,81.1624,79.4791,80.4143,1470949.0
2023-11-05,80.6801,81.1624,79.4791,80.4143,1470949.0
2023-11-06,80.5226,81.0935,79.5677,80.7194,956422.0
2023-11-07,80.1682,81.8613,79.7941,81.4774,1152155.0
2023-11-08,81.2707,81.753,79.8827,80.1288,850233.0
2023-11-09,80.6013,80.6013,78.8196,78.8688,951029.0
2023-11-10,79.4693,79.4693,77.973,78.7113,1711700.0
2023-11-11,79.4693,79.4693,77.973,78.7113,1711700.0
2023-11-12,79.4693,79.4693,77.973,78.7113,1711700.0
2023-11-13,78.603,79.2429,77.4611,77.7368,974642.0
2023-11-14,78.7507,82.2452,78.5587,81.9893,1234756.0
2023-11-15,82.0582,83.1509,81.5955,81.9499,1076809.0
2023-11-16,81.6054,82.3486,80.5127,80.5816,1687777.0
2023-11-17,81.5758,81.7038,80.2174,81.3101,1154390.0
2023-11-18,81.5758,81.7038,80.2174,81.3101,1154390.0
2023-11-19,81.5758,81.7038,80.2174,81.3101,1154390.0
2023-11-20,81.0246,81.1132,80.1485,80.749,852984.0
2023-11-21,80.5521,81.1148,80.0402,81.0246,1198730.0
2023-11-22,81.0541,81.7432,80.7982,81.4479,1064031.0
2023-11-23,81.0541,81.7432,80.7982,81.4479,1064031.0
2023-11-24,81.4479,81.4479,80.5767,81.2215,405675.0
2023-11-25,81.4479,81.4479,80.5767,81.2215,405675.0
2023-11-26,81.4479,81.4479,80.5767,81.2215,405675.0
2023-11-27,80.8868,80.8868,79.2921,80.1386,895343.0
2023-11-28,80.1386,81.1329,79.5283,81.1033,1150201.0
2023-11-29,80.8868,81.8121,80.1091,80.2961,1131420.0
2023-11-30,80.3953,81.4069,79.4233,81.3772,3134861.0
2023-12-01,81.8533,83.0732,81.2483,82.5773,871304.0
2023-12-02,81.8533,83.0732,81.2483,82.5773,871304.0
2023-12-03,81.8533,83.0732,81.2483,82.5773,871304.0
2023-12-04,82.5078,85.265,82.3095,85.0171,1941246.0
2023-12-05,84.541,84.789,83.7575,84.3724,1114920.0
2023-12-06,84.5212,85.6023,84.3724,84.8088,954341.0
2023-12-07,84.8386,86.0486,84.3377,85.3146,781553.0
2023-12-08,85.3741,85.5279,83.7674,83.8071,1069984.0
2023-12-09,85.3741,85.5279,83.7674,83.8071,1069984.0
2023-12-10,85.3741,85.5279,83.7674,83.8071,1069984.0
2023-12-11,83.7079,84.1939,83.0335,83.7278,1043780.0
2023-12-12,83.8567,83.8567,82.7459,82.9145,1265056.0
2023-12-13,82.7161,84.1641,81.7243,84.1542,1531403.0
2023-12-14,84.9278,85.8601,84.0798,84.3427,1933311.0
2023-12-15,84.5609,85.2948,83.7873,84.2534,3614664.0
2023-12-16,84.5609,85.2948,83.7873,84.2534,3614664.0
2023-12-17,84.5609,85.2948,83.7873,84.2534,3614664.0
2023-12-18,84.8187,84.9973,83.5096,83.7178,1289071.0
2023-12-19,83.936,84.8287,83.336,84.3625,1627018.0
2023-12-20,83.7278,85.7808,83.4005,84.541,1016332.0
2023-12-21,85.0072,85.7907,84.6303,85.146,872946.0
2023-12-22,85.2353,86.9015,84.9378,86.5544,758743.0
2023-12-23,85.2353,86.9015,84.9378,86.5544,758743.0
2023-12-24,85.2353,86.9015,84.9378,86.5544,758743.0
2023-12-25,85.2353,86.9015,84.9378,86.5544,758743.0
2023-12-26,86.5643,87.2685,86.1874,86.5346,626102.0
2023-12-27,86.4453,86.6932,85.7758,86.1477,511866.0
2023-12-28,86.1676,86.5841,85.7609,86.1775,530845.0
2023-12-29,86.0287,86.5841,85.2254,85.6816,844099.0
2023-12-30,86.0287,86.5841,85.2254,85.6816,844099.0
2023-12-31,86.0287,86.5841,85.2254,85.6816,844099.0
2024-01-01,86.0287,86.5841,85.2254,85.6816,844099.0
2024-01-02,85.7213,86.8853,85.4932,86.4155,1250238.0
2024-01-03,86.2866,88.9744,85.9692,86.6238,2243375.0
2024-01-04,86.2866,87.7049,86.1973,87.4867,1614183.0
2024-01-05,87.1296,88.9744,86.8718,87.8636,1814594.0
2024-01-06,87.1296,88.9744,86.8718,87.8636,1814594.0
2024-01-07,87.1296,88.9744,86.8718,87.8636,1814594.0
2024-01-08,87.6454,87.6454,85.8899,86.8718,1258559.0
2024-01-09,86.3164,86.8916,85.6023,85.9097,992481.0
2024-01-10,85.9692,86.7131,85.9296,86.475,875140.0
2024-01-11,86.4056,86.7726,85.2155,86.2866,1152201.0
2024-01-12,86.7726,87.6156,86.1081,86.1577,951717.0
2024-01-13,86.7726,87.6156,86.1081,86.1577,951717.0
2024-01-14,86.7726,87.6156,86.1081,86.1577,951717.0
2024-01-15,86.7726,87.6156,86.1081,86.1577,951717.0
2024-01-16,86.0188,86.0188,84.5014,85.1064,1225664.0
2024-01-17,84.6303,85.1262,83.9955,84.2435,902736.0
2024-01-18,84.3823,85.0568,84.0947,84.8683,783576.0
2024-01-19,85.3246,85.8899,83.6881,85.5428,1219619.0
2024-01-20,85.3246,85.8899,83.6881,85.5428,1219619.0
2024-01-21,85.3246,85.8899,83.6881,85.5428,1219619.0
2024-01-22,86.2568,86.961,85.4535,86.4155,876299.0
2024-01-23,86.7032,87.2784,86.5346,86.5841,882853.0
2024-01-24,87.0106,87.0106,84.7146,84.8683,684150.0
2024-01-25,85.3246,86.2816,84.9477,86.2073,709699.0
2024-01-26,86.5048,86.961,85.5725,86.6734,917113.0
2024-01-27,86.5048,86.961,85.5725,86.6734,917113.0
2024-01-28,86.5048,86.961,85.5725,86.6734,917113.0
2024-01-29,86.5147,86.7825,85.0072,85.1361,1553280.0
2024-01-30,84.1146,85.3047,83.4401,85.2055,1288959.0
2024-01-31,85.146,85.1659,83.2814,83.4005,2906914.0
2024-02-01,76.8893,78.3522,70.9831,72.8973,7420053.0
2024-02-02,72.5303,74.4346,71.8063,73.5221,2667589.0
2024-02-03,72.5303,74.4346,71.8063,73.5221,2667589.0
2024-02-04,72.5303,74.4346,71.8063,73.5221,2667589.0
2024-02-05,72.7882,73.6114,71.5187,73.4329,2192081.0
2024-02-06,73.3932,75.1983,73.3932,73.9089,1671530.0
2024-02-07,74.3057,74.3602,72.5898,73.056,1613726.0
2024-02-08,73.2147,74.1123,71.4691,74.0478,1891765.0
2024-02-09,74.2362,74.2362,72.9866,74.0577,941658.0
2024-02-10,74.2362,74.2362,72.9866,74.0577,941658.0
2024-02-11,74.2362,74.2362,72.9866,74.0577,941658.0
2024-02-12,74.0577,75.7586,73.9337,75.1388,1069798.0
2024-02-13,74.1172,74.4346,72.7733,73.4825,1246443.0
2024-02-14,73.4527,73.6511,72.6196,73.2345,931511.0
2024-02-15,73.2246,73.6164,72.9271,73.0957,1301586.0
2024-02-16,72.7882,72.8775,71.5881,71.6576,876301.0
2024-02-17,72.7882,72.8775,71.5881,71.6576,876301.0
2024-02-18,72.7882,72.8775,71.5881,71.6576,876301.0
2024-02-19,72.7882,72.8775,71.5881,71.6576,876301.0
2024-02-20,71.5088,72.0047,70.7054,71.0526,1280958.0
2024-02-21,71.3402,72.1435,70.8344,71.9055,1108812.0
2024-02-22,71.4394,73.2444,71.4195,73.0461,1298713.0
2024-02-23,73.3039,73.6907,72.3171,72.7485,1351435.0
2024-02-24,73.3039,73.6907,72.3171,72.7485,1351435.0
2024-02-25,73.3039,73.6907,72.3171,72.7485,1351435.0
2024-02-26,72.5502,73.2742,72.3022,72.8279,1115617.0
2024-02-27,72.9965,73.7998,72.3121,73.6114,1492234.0
2024-02-28,73.3238,73.9486,73.1849,73.78,1167092.0
2024-02-29,74.44,75.015,73.9,74.08,2670252.0
2024-03-01,74.65,74.65,72.642,73.88,1402511.0
2024-03-02,74.65,74.65,72.642,73.88,1402511.0
2024-03-03,74.65,74.65,72.642,73.88,1402511.0
2024-03-04,73.8,73.9,70.33,70.45,2261429.0
2024-03-05,70.08,70.67,69.115,69.65,1624584.0
2024-03-06,72.57,74.315,71.36,71.96,2525565.0
2024-03-07,72.07,72.74,71.54,72.61,1576874.0
2024-03-08,72.82,73.25,72.285,72.45,1066012.0
2024-03-09,72.82,73.25,72.285,72.45,1066012.0
2024-03-10,72.82,73.25,72.285,72.45,1066012.0
2024-03-11,72.82,75.39,72.82,75.0,1802221.0
2024-03-12,74.87,75.92,74.66,75.68,1391633.0
2024-03-13,75.39,77.42,75.26,75.31,1794856.0
2024-03-14,74.93,75.1,73.42,74.9,2175053.0
2024-03-15,74.46,75.87,73.91,73.94,10532613.0
2024-03-16,74.46,75.87,73.91,73.94,10532613.0
2024-03-17,74.46,75.87,73.91,73.94,10532613.0
2024-03-18,74.28,74.4,73.22,73.38,1794627.0
2024-03-19,73.61,74.53,73.0,74.06,1748850.0
2024-03-20,73.83,73.965,72.915,73.95,1146797.0
2024-03-21,73.82,74.43,72.76,74.35,1352109.0
2024-03-22,75.01,75.33,74.09,74.47,981136.0
2024-03-23,75.01,75.33,74.09,74.47,981136.0
2024-03-24,75.01,75.33,74.09,74.47,981136.0
2024-03-25,74.86,74.95,73.89,74.82,2006111.0
2024-03-26,74.92,75.01,72.82,72.83,1683046.0
2024-03-27,72.42,74.55,72.42,74.32,1185186.0
2024-03-28,75.07,76.28,74.47,76.14,1461682.0
2024-03-29,75.07,76.28,74.47,76.14,1461682.0
2024-03-30,75.07,76.28,74.47,76.14,1461682.0
2024-03-31,75.07,76.28,74.47,76.14,1461682.0
2024-04-01,74.73,75.19,73.1,73.34,1324704.0
2024-04-02,73.38,73.4,72.04,72.22,1165732.0
2024-04-03,72.78,73.13,71.67,71.77,852240.0
2024-04-04,71.72,73.0,71.46,71.68,881279.0
2024-04-05,71.41,71.97,71.07,71.18,1034787.0
2024-04-06,71.41,71.97,71.07,71.18,1034787.0
2024-04-07,71.41,71.97,71.07,71.18,1034787.0
2024-04-08,70.86,72.558,70.8,72.06,1004671.0
2024-04-09,71.54,73.02,71.54,72.93,1049616.0
2024-04-10,72.2,72.68,71.01,72.01,1055620.0
2024-04-11,72.7,73.53,72.02,72.15,945697.0
2024-04-12,71.72,71.72,70.39,70.48,743308.0
2024-04-13,71.72,71.72,70.39,70.48,743308.0
2024-04-14,71.72,71.72,70.39,70.48,743308.0
2024-04-15,70.53,70.76,68.4675,69.01,1285688.0
2024-04-16,68.83,68.83,67.35,67.89,1642985.0
2024-04-17,66.08,68.87,65.0,68.81,2071381.0
2024-04-18,69.25,69.94,68.98,69.87,1685870.0
2024-04-19,70.07,71.55,69.92,71.22,1570637.0
2024-04-20,70.07,71.55,69.92,71.22,1570637.0
2024-04-21,70.07,71.55,69.92,71.22,1570637.0
2024-04-22,71.66,71.89,70.53,70.76,1344555.0
2024-04-23,70.29,71.61,70.28,70.35,843226.0
2024-04-24,69.84,70.98,69.66,70.94,1136010.0
2024-04-25,71.2,71.58,69.7,70.26,2364308.0
2024-04-26,70.06,70.8,69.685,70.22,1026328.0
2024-04-27,70.06,70.8,69.685,70.22,1026328.0
2024-04-28,70.06,70.8,69.685,70.22,1026328.0
2024-04-29,70.28,71.8,70.26,71.7,1640679.0
2024-04-30,71.55,71.755,70.16,71.0,3140465.0
2024-05-01,70.95,72.825,70.405,72.09,2855929.0
