,CHRW US Equity,CHRW US Equity,CHRW US Equity,CHRW US Equity,CHRW US Equity
2020-03-05,62.142,63.138,59.9408,60.3774,2230209.0
2020-03-06,58.7675,60.3865,58.3026,60.1046,4034109.0
2020-03-07,58.7675,60.3865,58.3026,60.1046,4034109.0
2020-03-08,58.7675,60.3865,58.3026,60.1046,4034109.0
2020-03-09,56.3207,58.6947,56.1752,57.0029,3181247.0
2020-03-10,58.4855,59.1586,56.7755,58.9221,1552329.0
2020-03-11,57.8033,58.9767,57.2394,58.3127,2163195.0
2020-03-12,55.0655,57.2667,52.073,54.6744,3143080.0
2020-03-13,56.7664,58.4673,53.8285,56.73,2217481.0
2020-03-14,56.7664,58.4673,53.8285,56.73,2217481.0
2020-03-15,56.7664,58.4673,53.8285,56.73,2217481.0
2020-03-16,52.9189,56.2298,51.7904,55.5385,2906283.0
2020-03-17,56.3935,60.8595,52.9826,58.7584,3415685.0
2020-03-18,56.6118,60.2683,55.493,58.9858,3763432.0
2020-03-19,58.8403,61.2051,55.0837,58.2672,3296772.0
2020-03-20,58.7311,63.6064,57.9853,58.1308,2945248.0
2020-03-21,58.7311,63.6064,57.9853,58.1308,2945248.0
2020-03-22,58.7311,63.6064,57.9853,58.1308,2945248.0
2020-03-23,58.7402,59.0495,55.4112,57.5214,3002997.0
2020-03-24,59.5315,60.985,56.6118,57.8033,2409522.0
2020-03-25,58.1126,58.7857,54.9109,56.6573,3852586.0
2020-03-26,56.8392,60.8959,56.3981,59.9317,3038632.0
2020-03-27,57.3031,59.4588,56.5845,56.8574,2576559.0
2020-03-28,57.3031,59.4588,56.5845,56.8574,2576559.0
2020-03-29,57.3031,59.4588,56.5845,56.8574,2576559.0
2020-03-30,56.912,59.4497,56.3389,59.295,1658682.0
2020-03-31,58.9312,60.6867,58.4218,60.2137,2481650.0
2020-04-01,59.0495,62.6241,58.8493,60.5502,2847459.0
2020-04-02,59.8408,63.2699,59.8408,62.6877,2834575.0
2020-04-03,62.424,63.4609,61.5144,61.9874,2166501.0
2020-04-04,62.424,63.4609,61.5144,61.9874,2166501.0
2020-04-05,62.424,63.4609,61.5144,61.9874,2166501.0
2020-04-06,63.4245,66.4716,63.1698,65.844,2201161.0
2020-04-07,66.8536,67.9996,64.989,65.3437,2132930.0
2020-04-08,65.7621,66.8081,64.6251,66.2351,1748933.0
2020-04-09,66.3351,67.5994,65.4437,66.5989,1584325.0
2020-04-10,66.3351,67.5994,65.4437,66.5989,1584325.0
2020-04-11,66.3351,67.5994,65.4437,66.5989,1584325.0
2020-04-12,66.3351,67.5994,65.4437,66.5989,1584325.0
2020-04-13,66.3351,67.2629,64.1567,64.8252,1618157.0
2020-04-14,65.7075,66.7081,64.0339,64.5706,2097483.0
2020-04-15,63.6155,64.6615,62.4058,64.5069,2478110.0
2020-04-16,64.6433,67.5449,64.516,67.5085,2002858.0
2020-04-17,67.2902,67.9678,65.7621,67.5176,1907462.0
2020-04-18,67.2902,67.9678,65.7621,67.5176,1907462.0
2020-04-19,67.2902,67.9678,65.7621,67.5176,1907462.0
2020-04-20,67.0446,68.1907,65.6257,65.7803,1728140.0
2020-04-21,65.0526,65.7166,64.0054,64.5433,1614685.0
2020-04-22,65.5438,65.9122,64.798,65.1072,1230081.0
2020-04-23,65.1527,65.8803,63.8247,64.1067,1557800.0
2020-04-24,64.5888,65.7894,64.2249,65.7439,1768938.0
2020-04-25,64.5888,65.7894,64.2249,65.7439,1768938.0
2020-04-26,64.5888,65.7894,64.2249,65.7439,1768938.0
2020-04-27,66.2624,67.8905,65.5984,67.3448,1191677.0
2020-04-28,67.3629,68.6636,66.9082,67.3175,1710829.0
2020-04-29,66.7626,66.8445,62.2693,64.8161,3867464.0
2020-04-30,65.5165,65.6348,64.3432,64.4887,3136145.0
2020-05-01,63.7701,64.4796,63.1334,64.425,1785413.0
2020-05-02,63.7701,64.4796,63.1334,64.425,1785413.0
2020-05-03,63.7701,64.4796,63.1334,64.425,1785413.0
2020-05-04,65.0708,65.2073,62.8788,63.6155,1886476.0
2020-05-05,64.234,65.4074,63.9793,64.6979,1237204.0
2020-05-06,65.2164,65.2618,63.5336,64.0612,1288834.0
2020-05-07,64.6706,65.7712,64.3977,65.4437,1380462.0
2020-05-08,65.944,67.3448,65.6984,67.1265,1466743.0
2020-05-09,65.944,67.3448,65.6984,67.1265,1466743.0
2020-05-10,65.944,67.3448,65.6984,67.1265,1466743.0
2020-05-11,66.8081,68.3726,66.608,67.6722,1414343.0
2020-05-12,68.1452,68.4726,65.9531,66.1441,2097151.0
2020-05-13,66.3806,66.7262,64.5888,65.2982,2241239.0
2020-05-14,64.7889,65.7303,64.0521,65.653,2162157.0
2020-05-15,66.0805,66.8536,65.471,65.944,3587864.0
2020-05-16,66.0805,66.8536,65.471,65.944,3587864.0
2020-05-17,66.0805,66.8536,65.471,65.944,3587864.0
2020-05-18,67.4175,71.1741,67.2265,70.8011,3280724.0
2020-05-19,70.7829,71.2013,68.8456,69.0911,1810215.0
2020-05-20,69.937,72.6385,69.6642,70.601,2144057.0
2020-05-21,70.2463,71.2195,70.0371,70.8557,1403066.0
2020-05-22,70.7102,71.1195,70.3736,70.8148,1098327.0
2020-05-23,70.7102,71.1195,70.3736,70.8148,1098327.0
2020-05-24,70.7102,71.1195,70.3736,70.8148,1098327.0
2020-05-25,70.7102,71.1195,70.3736,70.8148,1098327.0
2020-05-26,71.738,72.5657,71.0604,71.1741,1491066.0
2020-05-27,71.2286,72.9932,71.0376,72.9113,2337255.0
2020-05-28,72.9659,74.4485,72.9659,73.548,2001703.0
2020-05-29,73.6026,75.3854,72.3668,73.7936,7262217.0
2020-05-30,73.6026,75.3854,72.3668,73.7936,7262217.0
2020-05-31,73.6026,75.3854,72.3668,73.7936,7262217.0
2020-06-01,73.5844,73.7845,72.8113,73.3661,1115405.0
2020-06-02,74.0301,74.876,71.7971,74.7487,1291199.0
2020-06-03,75.4945,76.4587,75.0397,76.2313,1706671.0
2020-06-04,75.8469,76.2587,74.7899,75.3161,1540233.0
2020-06-05,76.0665,77.4759,75.7554,76.0116,1512675.0
2020-06-06,76.0665,77.4759,75.7554,76.0116,1512675.0
2020-06-07,76.0665,77.4759,75.7554,76.0116,1512675.0
2020-06-08,75.8835,78.0066,75.8835,77.8785,1418702.0
2020-06-09,77.668,77.668,75.9018,76.0391,1238427.0
2020-06-10,76.4143,76.5241,75.0965,75.2246,1517322.0
2020-06-11,74.584,74.9226,71.4085,72.0857,1677968.0
2020-06-12,73.495,73.7421,70.411,71.1339,1323111.0
2020-06-13,73.495,73.7421,70.411,71.1339,1323111.0
2020-06-14,73.495,73.7421,70.411,71.1339,1323111.0
2020-06-15,69.7978,71.7379,69.2259,71.5,1391327.0
2020-06-16,73.2113,73.7055,71.1156,71.4634,1456443.0
2020-06-17,71.9759,72.7263,71.5457,71.9667,1189691.0
2020-06-18,71.6281,72.168,70.5116,71.2529,1770738.0
2020-06-19,72.1314,72.1314,70.6169,71.1522,3577889.0
2020-06-20,72.1314,72.1314,70.6169,71.1522,3577889.0
2020-06-21,72.1314,72.1314,70.6169,71.1522,3577889.0
2020-06-22,70.6672,70.7496,69.1664,70.5025,1277267.0
2020-06-23,71.381,71.381,70.4659,70.7496,1819094.0
2020-06-24,70.4659,72.3968,70.127,71.8752,1318094.0
2020-06-25,71.8752,71.9301,69.9535,70.7587,1238483.0
2020-06-26,70.5757,71.1797,69.505,70.1547,3362182.0
2020-06-27,70.5757,71.1797,69.505,70.1547,3362182.0
2020-06-28,70.5757,71.1797,69.505,70.1547,3362182.0
2020-06-29,70.6581,71.3719,70.3149,71.1614,1753365.0
2020-06-30,71.1888,72.6622,70.9555,72.3511,1647872.0
2020-07-01,72.5799,73.3669,71.6464,72.3785,1579255.0
2020-07-02,73.0649,73.0649,71.8111,72.4609,2571870.0
2020-07-03,73.0649,73.0649,71.8111,72.4609,2571870.0
2020-07-04,73.0649,73.0649,71.8111,72.4609,2571870.0
2020-07-05,73.0649,73.0649,71.8111,72.4609,2571870.0
2020-07-06,74.1173,74.3095,73.1198,73.4035,2028459.0
2020-07-07,71.9301,73.8061,71.8935,73.3943,1517724.0
2020-07-08,73.312,74.0349,73.1289,73.6689,1561581.0
2020-07-09,73.5774,74.5886,73.5774,74.0075,1292865.0
2020-07-10,74.3827,75.5724,74.3827,75.2338,1138183.0
2020-07-11,74.3827,75.5724,74.3827,75.2338,1138183.0
2020-07-12,74.3827,75.5724,74.3827,75.2338,1138183.0
2020-07-13,75.6547,75.6639,74.8403,75.0965,1789343.0
2020-07-14,75.4809,76.817,75.1422,76.6797,1459544.0
2020-07-15,77.0915,78.3269,76.8719,77.7046,1426663.0
2020-07-16,77.1922,78.7754,77.0823,78.6198,1345161.0
2020-07-17,78.6106,79.5807,77.6708,78.9584,1391266.0
2020-07-18,78.6106,79.5807,77.6708,78.9584,1391266.0
2020-07-19,78.6106,79.5807,77.6708,78.9584,1391266.0
2020-07-20,78.9675,79.3153,77.8145,78.0615,973509.0
2020-07-21,78.1256,78.876,78.0249,78.3178,795570.0
2020-07-22,78.2812,78.9309,77.5308,77.97,893719.0
2020-07-23,78.0432,78.3727,77.5491,77.9975,1199259.0
2020-07-24,78.272,79.0407,77.7962,78.7662,914706.0
2020-07-25,78.272,79.0407,77.7962,78.7662,914706.0
2020-07-26,78.272,79.0407,77.7962,78.7662,914706.0
2020-07-27,78.6747,80.871,78.6747,80.2579,1668051.0
2020-07-28,80.386,80.9808,79.6539,79.7546,3185996.0
2020-07-29,84.4767,90.8003,83.9642,87.1947,5581982.0
2020-07-30,86.371,88.366,84.6048,85.6206,2526265.0
2020-07-31,85.6023,85.9226,84.0191,85.767,2037345.0
2020-08-01,85.6023,85.9226,84.0191,85.767,2037345.0
2020-08-02,85.6023,85.9226,84.0191,85.767,2037345.0
2020-08-03,85.7213,86.4763,84.0649,85.6023,1714109.0
2020-08-04,85.0441,87.6614,84.3486,87.3594,2278261.0
2020-08-05,88.0732,88.2974,86.4076,87.4051,1364007.0
2020-08-06,86.5998,87.3685,86.2063,87.0848,691144.0
2020-08-07,86.9842,88.4667,86.0324,87.6614,1270066.0
2020-08-08,86.9842,88.4667,86.0324,87.6614,1270066.0
2020-08-09,86.9842,88.4667,86.0324,87.6614,1270066.0
2020-08-10,88.1739,88.7504,87.5973,88.4393,977372.0
2020-08-11,88.7687,89.2171,87.0391,87.213,980352.0
2020-08-12,88.0091,88.6406,87.4051,87.5607,1267238.0
2020-08-13,87.3228,87.6705,86.4442,87.0482,1235171.0
2020-08-14,87.5058,87.8627,86.6547,87.0116,910421.0
2020-08-15,87.5058,87.8627,86.6547,87.0116,910421.0
2020-08-16,87.5058,87.8627,86.6547,87.0116,910421.0
2020-08-17,85.7762,87.7895,85.5932,87.1947,982075.0
2020-08-18,87.1764,87.5333,86.5724,86.9018,766152.0
2020-08-19,87.1214,87.7529,86.6364,87.3319,785072.0
2020-08-20,87.1214,88.4347,86.8652,88.3386,1089639.0
2020-08-21,88.0091,88.6314,87.5607,88.302,1225164.0
2020-08-22,88.0091,88.6314,87.5607,88.302,1225164.0
2020-08-23,88.0091,88.6314,87.5607,88.302,1225164.0
2020-08-24,88.7229,88.9426,87.6248,88.7504,1051375.0
2020-08-25,89.0707,89.4551,88.0457,88.3569,1008769.0
2020-08-26,88.1006,89.2263,87.8078,89.0249,882242.0
2020-08-27,89.6015,90.5807,88.906,89.9218,1451890.0
2020-08-28,89.9675,90.4892,89.3178,90.3519,2159071.0
2020-08-29,89.9675,90.4892,89.3178,90.3519,2159071.0
2020-08-30,89.9675,90.4892,89.3178,90.3519,2159071.0
2020-08-31,90.5258,91.2121,89.5008,89.9584,1357484.0
2020-09-01,89.8943,90.9101,89.3086,90.8003,930900.0
2020-09-02,90.8827,91.4501,90.4434,91.2121,1273281.0
2020-09-03,91.065,91.065,88.9677,89.7864,1107062.0
2020-09-04,90.1543,90.4119,88.517,90.0531,1263035.0
2020-09-05,90.1543,90.4119,88.517,90.0531,1263035.0
2020-09-06,90.1543,90.4119,88.517,90.0531,1263035.0
2020-09-07,90.1543,90.4119,88.517,90.0531,1263035.0
2020-09-08,89.5288,89.5288,88.0203,88.0479,1152197.0
2020-09-09,88.7194,91.5525,88.7194,91.0742,1122823.0
2020-09-10,91.5065,92.9644,90.5039,90.651,1620478.0
2020-09-11,90.7154,91.5617,89.9519,90.7522,1259597.0
2020-09-12,90.7154,91.5617,89.9519,90.7522,1259597.0
2020-09-13,90.7154,91.5617,89.9519,90.7522,1259597.0
2020-09-14,91.2305,93.153,91.065,92.6379,2157743.0
2020-09-15,93.0794,96.4645,92.8311,95.7194,2748814.0
2020-09-16,96.5289,97.2371,95.0571,95.1951,2527066.0
2020-09-17,93.9533,96.1057,93.7785,95.2687,1267475.0
2020-09-18,94.9743,96.4369,94.3028,94.8639,2272451.0
2020-09-19,94.9743,96.4369,94.3028,94.8639,2272451.0
2020-09-20,94.9743,96.4369,94.3028,94.8639,2272451.0
2020-09-21,94.1649,94.4776,92.2516,93.7785,1266842.0
2020-09-22,94.3856,95.2687,93.7509,94.3396,1260544.0
2020-09-23,94.22,95.1951,92.969,93.061,1421969.0
2020-09-24,92.4447,94.4776,91.3501,93.6405,1113055.0
2020-09-25,93.0794,94.588,92.8771,94.1557,848326.0
2020-09-26,93.0794,94.588,92.8771,94.1557,848326.0
2020-09-27,93.0794,94.588,92.8771,94.1557,848326.0
2020-09-28,95.2043,96.1563,94.45,94.9743,1043791.0
2020-09-29,95.3055,96.5381,94.6984,95.3882,1202454.0
2020-09-30,95.7654,97.136,93.5761,93.9993,1514660.0
2020-10-01,94.8271,95.3974,92.7575,93.107,936376.0
2020-10-02,92.1044,93.5394,91.065,92.7851,1241137.0
2020-10-03,92.1044,93.5394,91.065,92.7851,1241137.0
2020-10-04,92.1044,93.5394,91.065,92.7851,1241137.0
2020-10-05,94.0177,95.977,93.7141,95.6642,1271823.0
2020-10-06,95.1123,95.9126,94.0545,95.2871,1112592.0
2020-10-07,96.2713,97.9362,95.8528,97.6511,1261006.0
2020-10-08,97.9454,98.1938,97.1452,97.6327,848260.0
2020-10-09,98.0558,98.065,96.4185,96.998,1019615.0
2020-10-10,98.0558,98.065,96.4185,96.998,1019615.0
2020-10-11,98.0558,98.065,96.4185,96.998,1019615.0
2020-10-12,97.5223,97.7707,96.1057,96.6024,952067.0
2020-10-13,96.5473,97.3751,96.1057,96.2253,838185.0
2020-10-14,96.7128,97.0716,95.839,96.4185,978009.0
2020-10-15,95.8574,96.7772,95.2411,96.6944,880050.0
2020-10-16,95.5722,95.9586,92.0216,92.1964,1926421.0
2020-10-17,95.5722,95.9586,92.0216,92.1964,1926421.0
2020-10-18,95.5722,95.9586,92.0216,92.1964,1926421.0
2020-10-19,92.224,93.3002,91.5157,91.9848,1357216.0
2020-10-20,92.6011,93.9165,91.9572,92.4539,1019819.0
2020-10-21,92.3895,94.2568,91.9572,92.6931,1251849.0
2020-10-22,92.5551,92.9369,91.065,91.5985,1144698.0
2020-10-23,91.8008,92.6655,91.2213,92.4815,945222.0
2020-10-24,91.8008,92.6655,91.2213,92.4815,945222.0
2020-10-25,91.8008,92.6655,91.2213,92.4815,945222.0
2020-10-26,92.2792,92.3803,90.2279,91.6077,1543958.0
2020-10-27,91.4421,93.4635,91.2995,92.0124,1626531.0
2020-10-28,86.8613,87.4132,81.2686,81.4801,4192738.0
2020-10-29,80.9558,84.0465,80.9466,82.8599,2031656.0
2020-10-30,82.4368,82.7863,79.8428,81.3422,2411403.0
2020-10-31,82.4368,82.7863,79.8428,81.3422,2411403.0
2020-11-01,82.4368,82.7863,79.8428,81.3422,2411403.0
2020-11-02,82.7587,82.8231,79.8244,80.3395,1800183.0
2020-11-03,81.4066,82.4184,80.5143,82.0688,1352306.0
2020-11-04,81.9861,83.4854,80.9558,81.0478,1173363.0
2020-11-05,82.492,82.7219,80.919,81.6825,1399196.0
2020-11-06,81.7193,83.6786,80.9742,83.3566,1362120.0
2020-11-07,81.7193,83.6786,80.9742,83.3566,1362120.0
2020-11-08,81.7193,83.6786,80.9742,83.3566,1362120.0
2020-11-09,87.5971,88.2962,84.1518,86.3921,2417473.0
2020-11-10,85.9598,87.128,85.086,86.3645,1404108.0
2020-11-11,86.2818,86.967,84.6168,85.8494,1170394.0
2020-11-12,85.969,86.1622,82.6116,83.283,1359233.0
2020-11-13,83.8809,85.1963,83.8718,84.5984,836654.0
2020-11-14,83.8809,85.1963,83.8718,84.5984,836654.0
2020-11-15,83.8809,85.1963,83.8718,84.5984,836654.0
2020-11-16,85.6839,86.4564,84.3225,85.4723,968175.0
2020-11-17,85.3711,86.4289,83.9821,86.0518,881496.0
2020-11-18,85.7482,86.4381,84.8468,85.4355,2039504.0
2020-11-19,84.994,86.4841,84.0465,86.2542,1207584.0
2020-11-20,87.1004,87.2568,84.5984,85.1687,1271990.0
2020-11-21,87.1004,87.2568,84.5984,85.1687,1271990.0
2020-11-22,87.1004,87.2568,84.5984,85.1687,1271990.0
2020-11-23,84.994,86.0242,83.8764,84.7824,1211263.0
2020-11-24,85.4263,87.4408,84.7824,86.8521,1151263.0
2020-11-25,86.4749,86.6543,85.3527,85.5735,1021272.0
2020-11-26,86.4749,86.6543,85.3527,85.5735,1021272.0
2020-11-27,85.3987,85.7758,84.4421,85.2883,682582.0
2020-11-28,85.3987,85.7758,84.4421,85.2883,682582.0
2020-11-29,85.3987,85.7758,84.4421,85.2883,682582.0
2020-11-30,85.5827,86.5025,85.2055,86.4381,2328725.0
2020-12-01,86.4841,87.7535,86.061,86.3093,1716062.0
2020-12-02,86.061,86.2956,83.9361,84.902,951562.0
2020-12-03,84.7272,86.0334,84.7272,85.1135,805795.0
2020-12-04,85.2331,85.8678,84.6352,85.4815,965567.0
2020-12-05,85.2331,85.8678,84.6352,85.4815,965567.0
2020-12-06,85.2331,85.8678,84.6352,85.4815,965567.0
2020-12-07,85.4079,85.785,85.1135,85.7482,655977.0
2020-12-08,85.5919,87.0728,85.5091,86.7233,826573.0
2020-12-09,86.7509,87.5143,86.4197,87.4592,1135754.0
2020-12-10,86.4565,87.3212,84.9756,85.2883,1110243.0
2020-12-11,85.6768,86.6294,85.2883,86.1762,875591.0
2020-12-12,85.6768,86.6294,85.2883,86.1762,875591.0
2020-12-13,85.6768,86.6294,85.2883,86.1762,875591.0
2020-12-14,87.0179,87.2676,84.4836,84.8906,1145013.0
2020-12-15,85.1125,85.8895,83.4384,83.4754,1450720.0
2020-12-16,83.8454,84.9738,83.6604,84.5761,798121.0
2020-12-17,85.0385,85.871,84.4928,85.3623,996933.0
2020-12-18,85.0755,85.9635,84.3818,85.649,2250799.0
2020-12-19,85.0755,85.9635,84.3818,85.649,2250799.0
2020-12-20,85.0755,85.9635,84.3818,85.649,2250799.0
2020-12-21,85.0478,87.3324,84.3726,86.4629,946908.0
2020-12-22,87.0642,87.8596,86.13,87.3046,1028332.0
2020-12-23,87.1197,88.0538,86.2595,86.7497,925516.0
2020-12-24,87.6099,87.8688,86.8699,87.5544,405830.0
2020-12-25,87.6099,87.8688,86.8699,87.5544,405830.0
2020-12-26,87.6099,87.8688,86.8699,87.5544,405830.0
2020-12-27,87.6099,87.8688,86.8699,87.5544,405830.0
2020-12-28,87.3416,88.3914,87.1844,87.5636,608093.0
2020-12-29,87.7579,88.2943,86.2965,86.6849,1162000.0
2020-12-30,86.7774,87.3139,85.8062,86.056,623562.0
2020-12-31,86.241,86.8607,85.797,86.8237,665166.0
2021-01-01,86.241,86.8607,85.797,86.8237,665166.0
2021-01-02,86.241,86.8607,85.797,86.8237,665166.0
2021-01-03,86.241,86.8607,85.797,86.8237,665166.0
2021-01-04,86.6202,86.9162,84.9091,85.4363,1139071.0
2021-01-05,85.0293,86.5554,83.7806,84.6316,1439849.0
2021-01-06,85.2328,88.2388,85.2328,88.0908,1509382.0
2021-01-07,88.3221,89.099,87.3509,88.9418,1088709.0
2021-01-08,89.0435,91.2449,88.8955,90.0517,1249714.0
2021-01-09,89.0435,91.2449,88.8955,90.0517,1249714.0
2021-01-10,89.0435,91.2449,88.8955,90.0517,1249714.0
2021-01-11,89.8852,89.9037,87.3694,89.284,991770.0
2021-01-12,89.1268,90.8101,88.1001,90.5512,936819.0
2021-01-13,90.5142,90.6668,88.3128,88.5256,954030.0
2021-01-14,89.358,90.3781,88.6458,90.0609,772879.0
2021-01-15,90.0332,90.5465,87.5821,88.0631,1505679.0
2021-01-16,90.0332,90.5465,87.5821,88.0631,1505679.0
2021-01-17,90.0332,90.5465,87.5821,88.0631,1505679.0
2021-01-18,90.0332,90.5465,87.5821,88.0631,1505679.0
2021-01-19,88.8493,90.6344,88.3868,89.2008,1608635.0
2021-01-20,90.1812,92.956,89.3302,91.3836,2013850.0
2021-01-21,91.0506,92.401,90.5882,90.5974,1226722.0
2021-01-22,89.3025,90.9859,89.2655,90.4587,801789.0
2021-01-23,89.3025,90.9859,89.2655,90.4587,801789.0
2021-01-24,89.3025,90.9859,89.2655,90.4587,801789.0
2021-01-25,90.4864,92.4843,90.3477,91.8646,1377222.0
2021-01-26,91.7258,92.919,89.3487,90.1812,2526904.0
2021-01-27,84.7796,88.2373,82.3747,84.6501,3167120.0
2021-01-28,85.9727,86.5046,82.236,82.31,1789575.0
2021-01-29,82.3007,82.6985,78.4021,79.1375,2347454.0
2021-01-30,82.3007,82.6985,78.4021,79.1375,2347454.0
2021-01-31,82.3007,82.6985,78.4021,79.1375,2347454.0
2021-02-01,79.1375,80.3029,78.897,79.9422,1251813.0
2021-02-02,80.9688,82.1343,79.9052,80.1179,1289547.0
2021-02-03,80.1086,80.9503,79.8034,80.4046,970155.0
2021-02-04,80.8393,81.3851,79.7664,80.7561,888353.0
2021-02-05,80.8208,82.1897,80.3584,82.1712,766023.0
2021-02-06,80.8208,82.1897,80.3584,82.1712,766023.0
2021-02-07,80.8208,82.1897,80.3584,82.1712,766023.0
2021-02-08,82.5042,83.3274,82.1805,83.2164,1025246.0
2021-02-09,83.5032,85.02,82.9574,84.9738,931038.0
2021-02-10,85.094,85.3715,83.1702,84.1321,897334.0
2021-02-11,84.6593,84.7981,82.384,83.5032,738170.0
2021-02-12,83.4292,84.6038,83.3737,84.4466,655267.0
2021-02-13,83.4292,84.6038,83.3737,84.4466,655267.0
2021-02-14,83.4292,84.6038,83.3737,84.4466,655267.0
2021-02-15,83.4292,84.6038,83.3737,84.4466,655267.0
2021-02-16,84.5483,85.094,81.7042,81.8568,1057557.0
2021-02-17,81.6258,83.2812,80.7765,83.1979,883692.0
2021-02-18,82.791,84.5761,82.6291,84.3911,713609.0
2021-02-19,84.5576,85.2698,83.7436,83.9656,941675.0
2021-02-20,84.5576,85.2698,83.7436,83.9656,941675.0
2021-02-21,84.5576,85.2698,83.7436,83.9656,941675.0
2021-02-22,83.9194,83.9194,82.6707,83.0777,735404.0
2021-02-23,83.0407,83.9194,81.7273,83.0407,736002.0
2021-02-24,82.9297,83.7066,82.532,83.2719,1080396.0
2021-02-25,83.5494,84.3818,83.0176,83.2442,904591.0
2021-02-26,83.2442,85.168,83.0499,84.0304,1404100.0
2021-02-27,83.2442,85.168,83.0499,84.0304,1404100.0
2021-02-28,83.2442,85.168,83.0499,84.0304,1404100.0
2021-03-01,84.6038,86.1022,84.4928,85.2975,849618.0
2021-03-02,85.2883,87.2306,85.0478,86.13,1367855.0
2021-03-03,85.9727,87.8041,85.0755,85.9912,1183172.0
2021-03-04,86.3819,86.8004,85.2751,85.5541,1229393.0
2021-03-05,85.5634,87.9722,85.0333,87.4514,1000007.0
2021-03-06,85.5634,87.9722,85.0333,87.4514,1000007.0
2021-03-07,85.5634,87.9722,85.0333,87.4514,1000007.0
2021-03-08,88.242,88.693,85.3216,85.3867,1105488.0
2021-03-09,86.2796,88.5024,85.6518,87.0608,988840.0
2021-03-10,87.3398,88.2141,87.0422,87.9071,800711.0
2021-03-11,87.6188,88.4094,86.8097,87.9164,982872.0
2021-03-12,88.3536,89.5859,87.8467,89.2092,767164.0
2021-03-13,88.3536,89.5859,87.8467,89.2092,767164.0
2021-03-14,88.3536,89.5859,87.8467,89.2092,767164.0
2021-03-15,89.3301,90.4554,89.2557,90.4182,739561.0
2021-03-16,90.102,90.381,88.2048,89.451,688416.0
2021-03-17,89.916,89.916,87.8885,88.521,696612.0
2021-03-18,88.1303,90.4275,88.1303,88.9209,844148.0
2021-03-19,89.5719,90.5577,88.7814,89.9346,2266589.0
2021-03-20,89.5719,90.5577,88.7814,89.9346,2266589.0
2021-03-21,89.5719,90.5577,88.7814,89.9346,2266589.0
2021-03-22,90.474,90.474,87.9769,88.9023,1311156.0
2021-03-23,88.7163,89.3301,88.0373,88.4559,669375.0
2021-03-24,88.4838,89.8788,88.1955,88.4187,808099.0
2021-03-25,88.9302,89.9718,87.9815,89.544,699888.0
2021-03-26,90.0834,91.0228,89.7486,90.8647,1159500.0
2021-03-27,90.0834,91.0228,89.7486,90.8647,1159500.0
2021-03-28,90.0834,91.0228,89.7486,90.8647,1159500.0
2021-03-29,90.8647,91.9807,89.9625,90.5949,884576.0
2021-03-30,90.6787,91.4971,90.5856,90.967,803871.0
2021-03-31,91.2739,91.3855,88.428,88.7535,1259605.0
2021-04-01,88.9116,90.6694,88.3489,90.3531,919605.0
2021-04-02,88.9116,90.6694,88.3489,90.3531,919605.0
2021-04-03,88.9116,90.6694,88.3489,90.3531,919605.0
2021-04-04,88.9116,90.6694,88.3489,90.3531,919605.0
2021-04-05,91.1158,91.7482,90.2555,90.8461,800606.0
2021-04-06,90.2136,91.3762,90.2136,90.7345,812394.0
2021-04-07,90.4647,90.9205,89.3115,89.5347,620006.0
2021-04-08,89.3487,89.9346,88.7814,89.7579,658752.0
2021-04-09,90.0834,90.967,89.7858,90.6321,547536.0
2021-04-10,90.0834,90.967,89.7858,90.6321,547536.0
2021-04-11,90.0834,90.967,89.7858,90.6321,547536.0
2021-04-12,90.6694,92.2039,90.4182,92.1109,762401.0
2021-04-13,91.8877,92.3713,90.6321,91.339,882285.0
2021-04-14,91.1437,91.8226,90.6042,91.6273,736746.0
2021-04-15,92.1109,93.9616,91.3204,93.7106,1202533.0
2021-04-16,94.2779,97.0494,93.2828,93.7106,1549632.0
2021-04-17,94.2779,97.0494,93.2828,93.7106,1549632.0
2021-04-18,94.2779,97.0494,93.2828,93.7106,1549632.0
2021-04-19,93.5246,93.5246,91.4599,91.7389,785068.0
2021-04-20,92.0458,92.6968,91.4506,92.5201,704270.0
2021-04-21,92.7061,93.5432,91.7854,92.0272,961986.0
2021-04-22,91.8691,93.0409,91.5436,92.2318,814712.0
2021-04-23,92.5945,93.2828,91.9249,92.7991,840118.0
2021-04-24,92.5945,93.2828,91.9249,92.7991,840118.0
2021-04-25,92.5945,93.2828,91.9249,92.7991,840118.0
2021-04-26,93.5804,93.6548,90.9112,91.2739,994680.0
2021-04-27,91.3297,92.3155,89.6091,89.8323,1755563.0
2021-04-28,87.3305,88.3536,85.5634,87.0794,2490439.0
2021-04-29,87.3677,90.6228,87.0515,90.6135,1642717.0
2021-04-30,90.6507,91.6273,89.5254,90.288,2316260.0
2021-05-01,90.6507,91.6273,89.5254,90.288,2316260.0
2021-05-02,90.6507,91.6273,89.5254,90.288,2316260.0
2021-05-03,90.3159,93.0037,90.3159,92.1388,1390498.0
2021-05-04,92.9498,92.9498,91.4971,92.3527,1103634.0
2021-05-05,92.4364,92.7712,91.0228,91.9528,895348.0
2021-05-06,91.9993,92.455,90.3531,91.1623,962046.0
2021-05-07,91.1995,92.7991,90.5205,92.548,897430.0
2021-05-08,91.1995,92.7991,90.5205,92.548,897430.0
2021-05-09,91.1995,92.7991,90.5205,92.548,897430.0
2021-05-10,93.0037,95.4683,92.9479,94.6127,1397973.0
