,ALXN US Equity,ALXN US Equity,ALXN US Equity,ALXN US Equity,ALXN US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2021-02-02,156.31,156.97,154.79,154.86,2068863.0
2021-02-03,155.0,155.5,154.2,154.74,1895810.0
2021-02-04,155.35,156.2766,155.1,155.59,4270619.0
2021-02-05,155.13,155.26,153.81,153.92,2210477.0
2021-02-06,155.13,155.26,153.81,153.92,2210477.0
2021-02-07,155.13,155.26,153.81,153.92,2210477.0
2021-02-08,154.74,155.76,154.27,154.5,1917742.0
2021-02-09,154.51,155.8,154.44,155.27,1923475.0
2021-02-10,156.08,156.63,154.12,154.58,1583626.0
2021-02-11,154.99,155.43,153.59,154.59,1672520.0
2021-02-12,156.18,158.56,156.14,158.39,1964556.0
2021-02-13,156.18,158.56,156.14,158.39,1964556.0
2021-02-14,156.18,158.56,156.14,158.39,1964556.0
2021-02-15,156.18,158.56,156.14,158.39,1964556.0
2021-02-16,156.88,157.345,156.0,156.69,1333771.0
2021-02-17,157.22,158.41,156.59,157.02,2390781.0
2021-02-18,157.1,157.99,156.86,157.58,1989301.0
2021-02-19,156.84,157.3,155.42,155.51,2057370.0
2021-02-20,156.84,157.3,155.42,155.51,2057370.0
2021-02-21,156.84,157.3,155.42,155.51,2057370.0
2021-02-22,155.4,155.7,154.71,154.81,3597513.0
2021-02-23,155.14,155.41,152.65,152.93,2395515.0
2021-02-24,153.42,155.09,153.06,154.49,3579177.0
2021-02-25,155.23,155.48,152.95,153.65,2372344.0
2021-02-26,153.29,153.86,151.6,152.75,2228726.0
2021-02-27,153.29,153.86,151.6,152.75,2228726.0
2021-02-28,153.29,153.86,151.6,152.75,2228726.0
2021-03-01,151.44,153.58,151.44,151.97,3222464.0
2021-03-02,152.1,152.69,150.37,150.37,2346420.0
2021-03-03,150.24,150.63,148.14,148.19,3432246.0
2021-03-04,148.19,150.15,146.97,148.46,3959441.0
2021-03-05,149.2,150.56,148.18,150.1,3055741.0
2021-03-06,149.2,150.56,148.18,150.1,3055741.0
2021-03-07,149.2,150.56,148.18,150.1,3055741.0
2021-03-08,149.29,151.105,149.17,150.06,3197547.0
2021-03-09,152.56,153.77,152.3,152.61,3939653.0
2021-03-10,154.21,154.97,153.35,153.48,2945556.0
2021-03-11,152.41,152.76,151.26,151.45,3207922.0
2021-03-12,150.7,151.78,149.865,151.59,1665895.0
2021-03-13,150.7,151.78,149.865,151.59,1665895.0
2021-03-14,150.7,151.78,149.865,151.59,1665895.0
2021-03-15,151.59,152.23,150.57,152.18,2367278.0
2021-03-16,154.2,155.67,153.075,153.37,4705459.0
2021-03-17,151.7,153.69,151.41,153.23,2467032.0
2021-03-18,151.93,153.09,151.18,151.27,2264321.0
2021-03-19,150.86,151.78,150.35,150.94,2619715.0
2021-03-20,150.86,151.78,150.35,150.94,2619715.0
2021-03-21,150.86,151.78,150.35,150.94,2619715.0
2021-03-22,151.99,155.33,151.99,155.25,2329885.0
2021-03-23,152.39,153.36,151.25,152.18,2484280.0
2021-03-24,152.03,152.32,151.14,151.54,2384029.0
2021-03-25,151.97,153.45,151.75,152.97,2266341.0
2021-03-26,151.8,154.92,151.8,154.875,1494782.0
2021-03-27,151.8,154.92,151.8,154.875,1494782.0
2021-03-28,151.8,154.92,151.8,154.875,1494782.0
2021-03-29,154.03,155.96,154.03,155.57,2045722.0
2021-03-30,154.86,154.86,153.165,153.45,1563723.0
2021-03-31,153.6,154.39,152.77,152.91,1803947.0
2021-04-01,152.81,153.73,152.41,153.21,2074255.0
2021-04-02,152.81,153.73,152.41,153.21,2074255.0
2021-04-03,152.81,153.73,152.41,153.21,2074255.0
2021-04-04,152.81,153.73,152.41,153.21,2074255.0
2021-04-05,153.4,154.29,152.95,154.12,1332960.0
2021-04-06,153.54,154.79,153.21,153.41,1719105.0
2021-04-07,153.685,153.685,151.75,152.35,1722751.0
2021-04-08,154.25,155.29,153.71,154.47,1240946.0
2021-04-09,154.89,155.525,154.55,155.01,1113390.0
2021-04-10,154.89,155.525,154.55,155.01,1113390.0
2021-04-11,154.89,155.525,154.55,155.01,1113390.0
2021-04-12,154.69,155.0,153.94,154.01,2405101.0
2021-04-13,153.85,154.51,153.01,153.73,1084457.0
2021-04-14,154.34,156.32,154.34,155.29,2041759.0
2021-04-15,156.61,158.36,156.2,157.54,1801507.0
2021-04-16,164.05,164.6,163.54,163.68,7307061.0
2021-04-17,164.05,164.6,163.54,163.68,7307061.0
2021-04-18,164.05,164.6,163.54,163.68,7307061.0
2021-04-19,164.51,165.95,164.51,165.47,3684831.0
2021-04-20,165.94,166.81,165.58,166.54,3386786.0
2021-04-21,167.72,168.515,167.39,168.44,1842148.0
2021-04-22,167.83,168.48,167.02,167.65,2209001.0
2021-04-23,167.3,167.77,166.57,166.92,1597394.0
2021-04-24,167.3,167.77,166.57,166.92,1597394.0
2021-04-25,167.3,167.77,166.57,166.92,1597394.0
2021-04-26,166.8,167.43,166.225,167.0,2229387.0
2021-04-27,167.55,168.18,166.95,167.06,1896158.0
2021-04-28,167.02,167.48,166.25,166.73,1258826.0
2021-04-29,166.75,166.97,164.83,165.58,1568009.0
2021-04-30,168.98,172.08,168.06,168.68,3475480.0
2021-05-01,168.98,172.08,168.06,168.68,3475480.0
2021-05-02,168.98,172.08,168.06,168.68,3475480.0
2021-05-03,168.51,170.29,168.51,170.27,2510593.0
2021-05-04,169.54,169.69,168.11,168.49,2999506.0
2021-05-05,169.3,169.95,168.77,169.91,2242910.0
2021-05-06,169.52,169.93,168.58,169.86,2030781.0
2021-05-07,170.0,171.15,169.73,170.43,1372397.0
2021-05-08,170.0,171.15,169.73,170.43,1372397.0
2021-05-09,170.0,171.15,169.73,170.43,1372397.0
2021-05-10,171.79,172.59,171.18,171.81,2374828.0
2021-05-11,170.93,171.81,169.94,171.41,2370572.0
2021-05-12,172.0,173.24,171.8,171.99,2051693.0
2021-05-13,172.06,173.86,171.85,173.33,1340506.0
2021-05-14,173.59,174.15,173.45,173.49,1417833.0
2021-05-15,173.59,174.15,173.45,173.49,1417833.0
2021-05-16,173.59,174.15,173.45,173.49,1417833.0
2021-05-17,173.79,175.08,173.78,174.75,1373564.0
2021-05-18,175.0,175.73,174.87,174.87,1473683.0
2021-05-19,175.29,175.72,174.61,175.47,3880989.0
2021-05-20,176.11,179.12,176.11,178.36,2062742.0
2021-05-21,178.07,178.655,176.76,177.72,1990950.0
2021-05-22,178.07,178.655,176.76,177.72,1990950.0
2021-05-23,178.07,178.655,176.76,177.72,1990950.0
2021-05-24,178.2,178.71,177.98,178.04,1445147.0
2021-05-25,177.74,177.87,176.77,177.1,1506028.0
2021-05-26,177.11,177.93,175.95,176.1,1273184.0
2021-05-27,175.76,177.91,175.43,177.03,2862269.0
2021-05-28,176.75,178.43,176.44,176.55,1050249.0
2021-05-29,176.75,178.43,176.44,176.55,1050249.0
2021-05-30,176.75,178.43,176.44,176.55,1050249.0
2021-05-31,176.75,178.43,176.44,176.55,1050249.0
2021-06-01,177.43,177.69,175.36,175.86,2900431.0
2021-06-02,174.92,176.09,174.92,175.51,1789518.0
2021-06-03,174.81,176.02,174.72,175.78,2265938.0
2021-06-04,176.46,177.82,176.33,177.12,1363255.0
2021-06-05,176.46,177.82,176.33,177.12,1363255.0
2021-06-06,176.46,177.82,176.33,177.12,1363255.0
2021-06-07,176.88,177.9,175.71,176.28,3283349.0
2021-06-08,177.0,177.29,175.54,176.61,1046247.0
2021-06-09,176.93,179.37,176.93,179.18,1702888.0
2021-06-10,179.75,182.11,179.75,181.99,1177489.0
2021-06-11,181.95,182.72,181.21,181.65,1306386.0
2021-06-12,181.95,182.72,181.21,181.65,1306386.0
2021-06-13,181.95,182.72,181.21,181.65,1306386.0
2021-06-14,181.74,182.2,180.84,181.65,2251688.0
2021-06-15,182.11,182.17,181.28,181.9,904031.0
2021-06-16,182.02,183.05,180.185,180.55,2213534.0
2021-06-17,179.4435,180.85,179.44,179.97,1499245.0
2021-06-18,178.89,181.74,178.5,180.69,3910840.0
2021-06-19,178.89,181.74,178.5,180.69,3910840.0
2021-06-20,178.89,181.74,178.5,180.69,3910840.0
2021-06-21,180.49,181.15,180.16,180.66,2081706.0
2021-06-22,180.67,180.68,179.15,179.63,1027188.0
2021-06-23,180.69,181.53,179.37,179.83,1525074.0
2021-06-24,180.5,182.23,180.35,180.72,1793543.0
2021-06-25,181.4,182.96,181.33,182.74,2291311.0
2021-06-26,181.4,182.96,181.33,182.74,2291311.0
2021-06-27,181.4,182.96,181.33,182.74,2291311.0
2021-06-28,183.76,185.11,183.06,184.14,1139122.0
2021-06-29,183.96,185.01,183.81,184.3,1166948.0
2021-06-30,184.5293,184.59,183.18,183.71,1601527.0
2021-07-01,183.87,185.37,183.44,185.1,1338994.0
2021-07-02,185.0,186.52,184.47,186.28,1290007.0
2021-07-03,185.0,186.52,184.47,186.28,1290007.0
2021-07-04,185.0,186.52,184.47,186.28,1290007.0
2021-07-05,185.0,186.52,184.47,186.28,1290007.0
2021-07-06,185.76,186.35,184.35,184.54,3380343.0
2021-07-07,184.5,184.76,183.52,184.27,2755884.0
2021-07-08,183.31,183.96,182.0,183.4,5822592.0
2021-07-09,183.24,185.5,182.64,184.2,10846830.0
2021-07-10,183.24,185.5,182.64,184.2,10846830.0
2021-07-11,183.24,185.5,182.64,184.2,10846830.0
2021-07-12,185.26,186.8,185.15,185.91,2976671.0
2021-07-13,185.14,186.46,185.14,185.98,1370749.0
2021-07-14,187.26,187.45,186.25,186.61,8296251.0
2021-07-15,184.48,184.72,180.21,180.51,8410329.0
2021-07-16,180.1,181.52,179.27,180.03,10300623.0
2021-07-17,180.1,181.52,179.27,180.03,10300623.0
2021-07-18,180.1,181.52,179.27,180.03,10300623.0
2021-07-19,179.25,180.37,178.51,179.45,10068088.0
2021-07-20,181.04,182.67,180.13,182.5,90506123.0
2021-07-21,181.04,182.67,180.13,182.5,3.0
2021-07-22,181.04,182.67,180.13,182.5,3.0
2021-07-23,181.04,182.67,180.13,182.5,3.0
2021-07-24,181.04,182.67,180.13,182.5,3.0
2021-07-25,181.04,182.67,180.13,182.5,3.0
2021-07-26,181.04,182.67,180.13,182.5,3.0
2021-07-27,181.04,182.67,180.13,182.5,3.0
2021-07-28,181.04,182.67,180.13,182.5,3.0
2021-07-29,181.04,182.67,180.13,182.5,3.0
2021-07-30,181.04,182.67,180.13,182.5,3.0
2021-07-31,181.04,182.67,180.13,182.5,3.0
2021-08-01,181.04,182.67,180.13,182.5,3.0
2021-08-02,181.04,182.67,180.13,182.5,3.0
2021-08-03,181.04,182.67,180.13,182.5,3.0
2021-08-04,181.04,182.67,180.13,182.5,3.0
2021-08-05,181.04,182.67,180.13,182.5,3.0
2021-08-06,181.04,182.67,180.13,182.5,3.0
2021-08-07,181.04,182.67,180.13,182.5,3.0
2021-08-08,181.04,182.67,180.13,182.5,3.0
2021-08-09,181.04,182.67,180.13,182.5,3.0
2021-08-10,181.04,182.67,180.13,182.5,3.0
2021-08-11,181.04,182.67,180.13,182.5,3.0
2021-08-12,181.04,182.67,180.13,182.5,3.0
2021-08-13,181.04,182.67,180.13,182.5,3.0
2021-08-14,181.04,182.67,180.13,182.5,3.0
2021-08-15,181.04,182.67,180.13,182.5,3.0
2021-08-16,181.04,182.67,180.13,182.5,3.0
2021-08-17,181.04,182.67,180.13,182.5,3.0
2021-08-18,181.04,182.67,180.13,182.5,3.0
2021-08-19,181.04,182.67,180.13,182.5,3.0
2021-08-20,181.04,182.67,180.13,182.5,3.0
2021-08-21,181.04,182.67,180.13,182.5,3.0
2021-08-22,181.04,182.67,180.13,182.5,3.0
2021-08-23,181.04,182.67,180.13,182.5,3.0
2021-08-24,181.04,182.67,180.13,182.5,3.0
2021-08-25,181.04,182.67,180.13,182.5,3.0
2021-08-26,181.04,182.67,180.13,182.5,3.0
2021-08-27,181.04,182.67,180.13,182.5,3.0
2021-08-28,181.04,182.67,180.13,182.5,3.0
2021-08-29,181.04,182.67,180.13,182.5,3.0
2021-08-30,181.04,182.67,180.13,182.5,3.0
2021-08-31,181.04,182.67,180.13,182.5,3.0
2021-09-01,181.04,182.67,180.13,182.5,3.0
2021-09-02,181.04,182.67,180.13,182.5,3.0
2021-09-03,181.04,182.67,180.13,182.5,3.0
2021-09-04,181.04,182.67,180.13,182.5,3.0
2021-09-05,181.04,182.67,180.13,182.5,3.0
2021-09-06,181.04,182.67,180.13,182.5,3.0
2021-09-07,181.04,182.67,180.13,182.5,3.0
2021-09-08,181.04,182.67,180.13,182.5,3.0
2021-09-09,181.04,182.67,180.13,182.5,3.0
2021-09-10,181.04,182.67,180.13,182.5,3.0
2021-09-11,181.04,182.67,180.13,182.5,3.0
2021-09-12,181.04,182.67,180.13,182.5,3.0
2021-09-13,181.04,182.67,180.13,182.5,3.0
2021-09-14,181.04,182.67,180.13,182.5,3.0
2021-09-15,181.04,182.67,180.13,182.5,3.0
2021-09-16,181.04,182.67,180.13,182.5,3.0
2021-09-17,181.04,182.67,180.13,182.5,3.0
2021-09-18,181.04,182.67,180.13,182.5,3.0
2021-09-19,181.04,182.67,180.13,182.5,3.0
2021-09-20,181.04,182.67,180.13,182.5,3.0
2021-09-21,181.04,182.67,180.13,182.5,3.0
2021-09-22,181.04,182.67,180.13,182.5,3.0
2021-09-23,181.04,182.67,180.13,182.5,3.0
2021-09-24,181.04,182.67,180.13,182.5,3.0
2021-09-25,181.04,182.67,180.13,182.5,3.0
2021-09-26,181.04,182.67,180.13,182.5,3.0
2021-09-27,181.04,182.67,180.13,182.5,3.0
2021-09-28,181.04,182.67,180.13,182.5,3.0
2021-09-29,181.04,182.67,180.13,182.5,3.0
2021-09-30,181.04,182.67,180.13,182.5,3.0
2021-10-01,181.04,182.67,180.13,182.5,3.0
2021-10-02,181.04,182.67,180.13,182.5,3.0
2021-10-03,181.04,182.67,180.13,182.5,3.0
2021-10-04,181.04,182.67,180.13,182.5,3.0
2021-10-05,181.04,182.67,180.13,182.5,3.0
2021-10-06,181.04,182.67,180.13,182.5,3.0
2021-10-07,181.04,182.67,180.13,182.5,3.0
2021-10-08,181.04,182.67,180.13,182.5,3.0
2021-10-09,181.04,182.67,180.13,182.5,3.0
2021-10-10,181.04,182.67,180.13,182.5,3.0
2021-10-11,181.04,182.67,180.13,182.5,3.0
2021-10-12,181.04,182.67,180.13,182.5,3.0
2021-10-13,181.04,182.67,180.13,182.5,3.0
2021-10-14,181.04,182.67,180.13,182.5,3.0
2021-10-15,181.04,182.67,180.13,182.5,3.0
2021-10-16,181.04,182.67,180.13,182.5,3.0
2021-10-17,181.04,182.67,180.13,182.5,3.0
2021-10-18,181.04,182.67,180.13,182.5,3.0
2021-10-19,181.04,182.67,180.13,182.5,3.0
2021-10-20,181.04,182.67,180.13,182.5,3.0
2021-10-21,181.04,182.67,180.13,182.5,3.0
2021-10-22,181.04,182.67,180.13,182.5,3.0
2021-10-23,181.04,182.67,180.13,182.5,3.0
2021-10-24,181.04,182.67,180.13,182.5,3.0
2021-10-25,181.04,182.67,180.13,182.5,3.0
2021-10-26,181.04,182.67,180.13,182.5,3.0
2021-10-27,181.04,182.67,180.13,182.5,3.0
2021-10-28,181.04,182.67,180.13,182.5,3.0
2021-10-29,181.04,182.67,180.13,182.5,3.0
2021-10-30,181.04,182.67,180.13,182.5,3.0
2021-10-31,181.04,182.67,180.13,182.5,3.0
2021-11-01,181.04,182.67,180.13,182.5,3.0
2021-11-02,181.04,182.67,180.13,182.5,3.0
2021-11-03,181.04,182.67,180.13,182.5,3.0
2021-11-04,181.04,182.67,180.13,182.5,3.0
2021-11-05,181.04,182.67,180.13,182.5,3.0
2021-11-06,181.04,182.67,180.13,182.5,3.0
2021-11-07,181.04,182.67,180.13,182.5,3.0
2021-11-08,181.04,182.67,180.13,182.5,3.0
2021-11-09,181.04,182.67,180.13,182.5,3.0
2021-11-10,181.04,182.67,180.13,182.5,3.0
2021-11-11,181.04,182.67,180.13,182.5,3.0
2021-11-12,181.04,182.67,180.13,182.5,3.0
2021-11-13,181.04,182.67,180.13,182.5,3.0
2021-11-14,181.04,182.67,180.13,182.5,3.0
2021-11-15,181.04,182.67,180.13,182.5,3.0
2021-11-16,181.04,182.67,180.13,182.5,3.0
2021-11-17,181.04,182.67,180.13,182.5,3.0
2021-11-18,181.04,182.67,180.13,182.5,3.0
2021-11-19,181.04,182.67,180.13,182.5,3.0
2021-11-20,181.04,182.67,180.13,182.5,3.0
2021-11-21,181.04,182.67,180.13,182.5,3.0
2021-11-22,181.04,182.67,180.13,182.5,3.0
2021-11-23,181.04,182.67,180.13,182.5,3.0
2021-11-24,181.04,182.67,180.13,182.5,3.0
2021-11-25,181.04,182.67,180.13,182.5,3.0
2021-11-26,181.04,182.67,180.13,182.5,3.0
2021-11-27,181.04,182.67,180.13,182.5,3.0
2021-11-28,181.04,182.67,180.13,182.5,3.0
2021-11-29,181.04,182.67,180.13,182.5,3.0
2021-11-30,181.04,182.67,180.13,182.5,3.0
2021-12-01,181.04,182.67,180.13,182.5,3.0
2021-12-02,181.04,182.67,180.13,182.5,3.0
2021-12-03,181.04,182.67,180.13,182.5,3.0
2021-12-04,181.04,182.67,180.13,182.5,3.0
2021-12-05,181.04,182.67,180.13,182.5,3.0
2021-12-06,181.04,182.67,180.13,182.5,3.0
2021-12-07,181.04,182.67,180.13,182.5,3.0
2021-12-08,181.04,182.67,180.13,182.5,3.0
2021-12-09,181.04,182.67,180.13,182.5,3.0
2021-12-10,181.04,182.67,180.13,182.5,3.0
2021-12-11,181.04,182.67,180.13,182.5,3.0
2021-12-12,181.04,182.67,180.13,182.5,3.0
2021-12-13,181.04,182.67,180.13,182.5,3.0
2021-12-14,181.04,182.67,180.13,182.5,3.0
2021-12-15,181.04,182.67,180.13,182.5,3.0
2021-12-16,181.04,182.67,180.13,182.5,3.0
2021-12-17,181.04,182.67,180.13,182.5,3.0
2021-12-18,181.04,182.67,180.13,182.5,3.0
2021-12-19,181.04,182.67,180.13,182.5,3.0
2021-12-20,181.04,182.67,180.13,182.5,3.0
2021-12-21,181.04,182.67,180.13,182.5,3.0
2021-12-22,181.04,182.67,180.13,182.5,3.0
2021-12-23,181.04,182.67,180.13,182.5,3.0
2021-12-24,181.04,182.67,180.13,182.5,3.0
2021-12-25,181.04,182.67,180.13,182.5,3.0
2021-12-26,181.04,182.67,180.13,182.5,3.0
2021-12-27,181.04,182.67,180.13,182.5,3.0
2021-12-28,181.04,182.67,180.13,182.5,3.0
2021-12-29,181.04,182.67,180.13,182.5,3.0
2021-12-30,181.04,182.67,180.13,182.5,3.0
2021-12-31,181.04,182.67,180.13,182.5,3.0
2022-01-01,181.04,182.67,180.13,182.5,3.0
2022-01-02,181.04,182.67,180.13,182.5,3.0
2022-01-03,181.04,182.67,180.13,182.5,3.0
2022-01-04,181.04,182.67,180.13,182.5,3.0
2022-01-05,181.04,182.67,180.13,182.5,3.0
2022-01-06,181.04,182.67,180.13,182.5,3.0
2022-01-07,181.04,182.67,180.13,182.5,3.0
2022-01-08,181.04,182.67,180.13,182.5,3.0
2022-01-09,181.04,182.67,180.13,182.5,3.0
2022-01-10,181.04,182.67,180.13,182.5,3.0
2022-01-11,181.04,182.67,180.13,182.5,3.0
2022-01-12,181.04,182.67,180.13,182.5,3.0
2022-01-13,181.04,182.67,180.13,182.5,3.0
2022-01-14,181.04,182.67,180.13,182.5,3.0
2022-01-15,181.04,182.67,180.13,182.5,3.0
2022-01-16,181.04,182.67,180.13,182.5,3.0
2022-01-17,181.04,182.67,180.13,182.5,3.0
2022-01-18,181.04,182.67,180.13,182.5,3.0
2022-01-19,181.04,182.67,180.13,182.5,3.0
2022-01-20,181.04,182.67,180.13,182.5,3.0
2022-01-21,181.04,182.67,180.13,182.5,3.0
2022-01-22,181.04,182.67,180.13,182.5,3.0
2022-01-23,181.04,182.67,180.13,182.5,3.0
2022-01-24,181.04,182.67,180.13,182.5,3.0
2022-01-25,181.04,182.67,180.13,182.5,3.0
2022-01-26,181.04,182.67,180.13,182.5,3.0
2022-01-27,181.04,182.67,180.13,182.5,3.0
2022-01-28,181.04,182.67,180.13,182.5,3.0
2022-01-29,181.04,182.67,180.13,182.5,3.0
2022-01-30,181.04,182.67,180.13,182.5,3.0
2022-01-31,181.04,182.67,180.13,182.5,3.0
2022-02-01,181.04,182.67,180.13,182.5,3.0
2022-02-02,181.04,182.67,180.13,182.5,3.0
2022-02-03,181.04,182.67,180.13,182.5,3.0
2022-02-04,181.04,182.67,180.13,182.5,3.0
2022-02-05,181.04,182.67,180.13,182.5,3.0
2022-02-06,181.04,182.67,180.13,182.5,3.0
2022-02-07,181.04,182.67,180.13,182.5,3.0
2022-02-08,181.04,182.67,180.13,182.5,3.0
2022-02-09,181.04,182.67,180.13,182.5,3.0
2022-02-10,181.04,182.67,180.13,182.5,3.0
2022-02-11,181.04,182.67,180.13,182.5,3.0
2022-02-12,181.04,182.67,180.13,182.5,3.0
2022-02-13,181.04,182.67,180.13,182.5,3.0
2022-02-14,181.04,182.67,180.13,182.5,3.0
2022-02-15,181.04,182.67,180.13,182.5,3.0
2022-02-16,181.04,182.67,180.13,182.5,3.0
2022-02-17,181.04,182.67,180.13,182.5,3.0
2022-02-18,181.04,182.67,180.13,182.5,3.0
2022-02-19,181.04,182.67,180.13,182.5,3.0
2022-02-20,181.04,182.67,180.13,182.5,3.0
2022-02-21,181.04,182.67,180.13,182.5,3.0
2022-02-22,181.04,182.67,180.13,182.5,3.0
2022-02-23,181.04,182.67,180.13,182.5,3.0
2022-02-24,181.04,182.67,180.13,182.5,3.0
2022-02-25,181.04,182.67,180.13,182.5,3.0
2022-02-26,181.04,182.67,180.13,182.5,3.0
2022-02-27,181.04,182.67,180.13,182.5,3.0
2022-02-28,181.04,182.67,180.13,182.5,3.0
2022-03-01,181.04,182.67,180.13,182.5,3.0
2022-03-02,181.04,182.67,180.13,182.5,3.0
2022-03-03,181.04,182.67,180.13,182.5,3.0
2022-03-04,181.04,182.67,180.13,182.5,3.0
2022-03-05,181.04,182.67,180.13,182.5,3.0
2022-03-06,181.04,182.67,180.13,182.5,3.0
2022-03-07,181.04,182.67,180.13,182.5,3.0
2022-03-08,181.04,182.67,180.13,182.5,3.0
2022-03-09,181.04,182.67,180.13,182.5,3.0
2022-03-10,181.04,182.67,180.13,182.5,3.0
2022-03-11,181.04,182.67,180.13,182.5,3.0
2022-03-12,181.04,182.67,180.13,182.5,3.0
2022-03-13,181.04,182.67,180.13,182.5,3.0
2022-03-14,181.04,182.67,180.13,182.5,3.0
2022-03-15,181.04,182.67,180.13,182.5,3.0
2022-03-16,181.04,182.67,180.13,182.5,3.0
2022-03-17,181.04,182.67,180.13,182.5,3.0
2022-03-18,181.04,182.67,180.13,182.5,3.0
2022-03-19,181.04,182.67,180.13,182.5,3.0
2022-03-20,181.04,182.67,180.13,182.5,3.0
2022-03-21,181.04,182.67,180.13,182.5,3.0
2022-03-22,181.04,182.67,180.13,182.5,3.0
2022-03-23,181.04,182.67,180.13,182.5,3.0
2022-03-24,181.04,182.67,180.13,182.5,3.0
2022-03-25,181.04,182.67,180.13,182.5,3.0
2022-03-26,181.04,182.67,180.13,182.5,3.0
2022-03-27,181.04,182.67,180.13,182.5,3.0
2022-03-28,181.04,182.67,180.13,182.5,3.0
2022-03-29,181.04,182.67,180.13,182.5,3.0
2022-03-30,181.04,182.67,180.13,182.5,3.0
2022-03-31,181.04,182.67,180.13,182.5,3.0
2022-04-01,181.04,182.67,180.13,182.5,3.0
2022-04-02,181.04,182.67,180.13,182.5,3.0
2022-04-03,181.04,182.67,180.13,182.5,3.0
2022-04-04,181.04,182.67,180.13,182.5,3.0
2022-04-05,181.04,182.67,180.13,182.5,3.0
2022-04-06,181.04,182.67,180.13,182.5,3.0
2022-04-07,181.04,182.67,180.13,182.5,3.0
2022-04-08,181.04,182.67,180.13,182.5,3.0
2022-04-09,181.04,182.67,180.13,182.5,3.0
2022-04-10,181.04,182.67,180.13,182.5,3.0
2022-04-11,181.04,182.67,180.13,182.5,3.0
2022-04-12,181.04,182.67,180.13,182.5,3.0
2022-04-13,181.04,182.67,180.13,182.5,3.0
2022-04-14,181.04,182.67,180.13,182.5,3.0
2022-04-15,181.04,182.67,180.13,182.5,3.0
2022-04-16,181.04,182.67,180.13,182.5,3.0
2022-04-17,181.04,182.67,180.13,182.5,3.0
2022-04-18,181.04,182.67,180.13,182.5,3.0
2022-04-19,181.04,182.67,180.13,182.5,3.0
2022-04-20,181.04,182.67,180.13,182.5,3.0
2022-04-21,181.04,182.67,180.13,182.5,3.0
2022-04-22,181.04,182.67,180.13,182.5,3.0
2022-04-23,181.04,182.67,180.13,182.5,3.0
2022-04-24,181.04,182.67,180.13,182.5,3.0
2022-04-25,181.04,182.67,180.13,182.5,3.0
2022-04-26,181.04,182.67,180.13,182.5,3.0
2022-04-27,181.04,182.67,180.13,182.5,3.0
2022-04-28,181.04,182.67,180.13,182.5,3.0
2022-04-29,181.04,182.67,180.13,182.5,3.0
2022-04-30,181.04,182.67,180.13,182.5,3.0
2022-05-01,181.04,182.67,180.13,182.5,3.0
2022-05-02,181.04,182.67,180.13,182.5,3.0
2022-05-03,181.04,182.67,180.13,182.5,3.0
2022-05-04,181.04,182.67,180.13,182.5,3.0
2022-05-05,181.04,182.67,180.13,182.5,3.0
2022-05-06,181.04,182.67,180.13,182.5,3.0
2022-05-07,181.04,182.67,180.13,182.5,3.0
2022-05-08,181.04,182.67,180.13,182.5,3.0
2022-05-09,181.04,182.67,180.13,182.5,3.0
2022-05-10,181.04,182.67,180.13,182.5,3.0
2022-05-11,181.04,182.67,180.13,182.5,3.0
2022-05-12,181.04,182.67,180.13,182.5,3.0
2022-05-13,181.04,182.67,180.13,182.5,3.0
2022-05-14,181.04,182.67,180.13,182.5,3.0
2022-05-15,181.04,182.67,180.13,182.5,3.0
2022-05-16,181.04,182.67,180.13,182.5,3.0
2022-05-17,181.04,182.67,180.13,182.5,3.0
2022-05-18,181.04,182.67,180.13,182.5,3.0
2022-05-19,181.04,182.67,180.13,182.5,3.0
2022-05-20,181.04,182.67,180.13,182.5,3.0
2022-05-21,181.04,182.67,180.13,182.5,3.0
2022-05-22,181.04,182.67,180.13,182.5,3.0
2022-05-23,181.04,182.67,180.13,182.5,3.0
2022-05-24,181.04,182.67,180.13,182.5,3.0
2022-05-25,181.04,182.67,180.13,182.5,3.0
2022-05-26,181.04,182.67,180.13,182.5,3.0
2022-05-27,181.04,182.67,180.13,182.5,3.0
2022-05-28,181.04,182.67,180.13,182.5,3.0
2022-05-29,181.04,182.67,180.13,182.5,3.0
2022-05-30,181.04,182.67,180.13,182.5,3.0
2022-05-31,181.04,182.67,180.13,182.5,3.0
2022-06-01,181.04,182.67,180.13,182.5,3.0
2022-06-02,181.04,182.67,180.13,182.5,3.0
2022-06-03,181.04,182.67,180.13,182.5,3.0
2022-06-04,181.04,182.67,180.13,182.5,3.0
2022-06-05,181.04,182.67,180.13,182.5,3.0
2022-06-06,181.04,182.67,180.13,182.5,3.0
2022-06-07,181.04,182.67,180.13,182.5,3.0
2022-06-08,181.04,182.67,180.13,182.5,3.0
2022-06-09,181.04,182.67,180.13,182.5,3.0
2022-06-10,181.04,182.67,180.13,182.5,3.0
2022-06-11,181.04,182.67,180.13,182.5,3.0
2022-06-12,181.04,182.67,180.13,182.5,3.0
2022-06-13,181.04,182.67,180.13,182.5,3.0
2022-06-14,181.04,182.67,180.13,182.5,3.0
2022-06-15,181.04,182.67,180.13,182.5,3.0
2022-06-16,181.04,182.67,180.13,182.5,3.0
2022-06-17,181.04,182.67,180.13,182.5,3.0
2022-06-18,181.04,182.67,180.13,182.5,3.0
