,MBUU US Equity,MBUU US Equity,MBUU US Equity,MBUU US Equity,MBUU US Equity
2020-05-07,33.73,38.51,33.65,37.56,511825.0
2020-05-08,39.11,39.61,37.18,39.4,221335.0
2020-05-09,39.11,39.61,37.18,39.4,221335.0
2020-05-10,39.11,39.61,37.18,39.4,221335.0
2020-05-11,39.78,42.21,38.27,41.64,416563.0
2020-05-12,41.75,42.31,37.97,38.41,277472.0
2020-05-13,37.68,37.77,35.18,35.85,266395.0
2020-05-14,34.81,38.095,34.0,38.03,234996.0
2020-05-15,37.5,41.63,37.09,41.61,322428.0
2020-05-16,37.5,41.63,37.09,41.61,322428.0
2020-05-17,37.5,41.63,37.09,41.61,322428.0
2020-05-18,43.69,46.6,43.69,46.47,372630.0
2020-05-19,45.95,49.51,45.585,47.0,551762.0
2020-05-20,47.81,47.81,45.61,45.98,291970.0
2020-05-21,45.96,47.41,45.805,46.0,279552.0
2020-05-22,46.42,47.11,45.0,47.0,280702.0
2020-05-23,46.42,47.11,45.0,47.0,280702.0
2020-05-24,46.42,47.11,45.0,47.0,280702.0
2020-05-25,46.42,47.11,45.0,47.0,280702.0
2020-05-26,49.3,49.78,46.36,47.17,399627.0
2020-05-27,48.59,51.27,48.31,51.23,413358.0
2020-05-28,51.9,51.985,48.02,48.29,396626.0
2020-05-29,47.81,48.93,46.615,47.13,357646.0
2020-05-30,47.81,48.93,46.615,47.13,357646.0
2020-05-31,47.81,48.93,46.615,47.13,357646.0
2020-06-01,47.42,50.085,46.6745,49.33,255542.0
2020-06-02,49.65,50.27,47.96,48.28,215175.0
2020-06-03,50.56,54.245,49.85,53.37,375464.0
2020-06-04,52.62,54.5402,51.55,54.12,229797.0
2020-06-05,55.65,56.93,52.63,53.63,248513.0
2020-06-06,55.65,56.93,52.63,53.63,248513.0
2020-06-07,55.65,56.93,52.63,53.63,248513.0
2020-06-08,54.48,56.41,53.53,53.68,321213.0
2020-06-09,52.56,53.74,52.25,52.55,210671.0
2020-06-10,52.6,53.74,51.81,52.24,225028.0
2020-06-11,50.48,50.485,47.0,48.41,568528.0
2020-06-12,49.41,51.14,48.05,49.47,192982.0
2020-06-13,49.41,51.14,48.05,49.47,192982.0
2020-06-14,49.41,51.14,48.05,49.47,192982.0
2020-06-15,47.75,51.71,47.05,51.34,227690.0
2020-06-16,53.3,54.85,52.55,53.39,323564.0
2020-06-17,53.61,54.07,51.36,51.93,128534.0
2020-06-18,51.34,52.97,51.2,51.92,132623.0
2020-06-19,52.68,53.13,50.11,51.14,227084.0
2020-06-20,52.68,53.13,50.11,51.14,227084.0
2020-06-21,52.68,53.13,50.11,51.14,227084.0
2020-06-22,50.63,52.523,49.88,52.13,161329.0
2020-06-23,53.07,53.07,51.565,51.96,113536.0
2020-06-24,51.17,51.47,49.3,50.26,198627.0
2020-06-25,50.03,51.01,48.9,50.07,292994.0
2020-06-26,49.89,50.07,49.1,49.16,330407.0
2020-06-27,49.89,50.07,49.1,49.16,330407.0
2020-06-28,49.89,50.07,49.1,49.16,330407.0
2020-06-29,49.52,50.65,49.0,50.4,189359.0
2020-06-30,50.11,51.99,49.85,51.95,166640.0
2020-07-01,51.94,52.52,50.65,51.06,147721.0
2020-07-02,52.33,52.6,51.24,51.48,155432.0
2020-07-03,52.33,52.6,51.24,51.48,155432.0
2020-07-04,52.33,52.6,51.24,51.48,155432.0
2020-07-05,52.33,52.6,51.24,51.48,155432.0
2020-07-06,53.15,56.13,53.1,54.91,333667.0
2020-07-07,55.54,55.54,51.37,51.58,204965.0
2020-07-08,51.33,53.01,50.96,51.74,152349.0
2020-07-09,51.97,52.08,49.05,49.24,165303.0
2020-07-10,49.56,51.98,49.32,50.57,132158.0
2020-07-11,49.56,51.98,49.32,50.57,132158.0
2020-07-12,49.56,51.98,49.32,50.57,132158.0
2020-07-13,51.61,51.93,49.81,50.04,188959.0
2020-07-14,49.9,52.1,49.22,52.1,112274.0
2020-07-15,53.34,54.67,52.62,54.24,171695.0
2020-07-16,53.76,54.62,53.32,53.72,113595.0
2020-07-17,53.32,53.7,52.01,52.07,131992.0
2020-07-18,53.32,53.7,52.01,52.07,131992.0
2020-07-19,53.32,53.7,52.01,52.07,131992.0
2020-07-20,52.14,53.54,51.35,53.12,147320.0
2020-07-21,53.71,57.81,53.19,57.17,616811.0
2020-07-22,57.2,59.93,57.2,59.07,510502.0
2020-07-23,59.07,60.4599,56.77,58.94,383144.0
2020-07-24,58.68,59.48,57.52,58.98,206579.0
2020-07-25,58.68,59.48,57.52,58.98,206579.0
2020-07-26,58.68,59.48,57.52,58.98,206579.0
2020-07-27,59.36,62.09,59.215,61.88,291344.0
2020-07-28,61.51,63.88,60.5735,61.17,232288.0
2020-07-29,61.54,61.98,60.06,60.98,197830.0
2020-07-30,59.82,61.48,58.98,60.84,230603.0
2020-07-31,60.21,60.9,57.795,58.78,243638.0
2020-08-01,60.21,60.9,57.795,58.78,243638.0
2020-08-02,60.21,60.9,57.795,58.78,243638.0
2020-08-03,59.38,61.63,58.84,61.33,152761.0
2020-08-04,61.07,61.22,60.0,60.75,139888.0
2020-08-05,61.23,62.2654,60.26,60.95,218098.0
2020-08-06,61.11,61.11,57.6,58.14,198939.0
2020-08-07,57.9,58.56,56.36,57.16,172199.0
2020-08-08,57.9,58.56,56.36,57.16,172199.0
2020-08-09,57.9,58.56,56.36,57.16,172199.0
2020-08-10,57.2,57.47,54.75,55.48,210000.0
2020-08-11,56.19,56.715,54.89,55.34,228526.0
2020-08-12,56.71,58.005,56.12,57.5,183439.0
2020-08-13,57.11,60.119,57.0049,60.04,138081.0
2020-08-14,59.61,61.78,57.85,60.75,156580.0
2020-08-15,59.61,61.78,57.85,60.75,156580.0
2020-08-16,59.61,61.78,57.85,60.75,156580.0
2020-08-17,60.65,62.1,60.2975,61.85,161469.0
2020-08-18,61.48,62.27,60.26,61.29,131829.0
2020-08-19,61.25,62.98,59.69,59.96,180102.0
2020-08-20,59.16,59.75,56.4465,56.55,158740.0
2020-08-21,56.29,56.9135,54.111,54.77,290222.0
2020-08-22,56.29,56.9135,54.111,54.77,290222.0
2020-08-23,56.29,56.9135,54.111,54.77,290222.0
2020-08-24,55.39,56.71,54.74,55.13,144691.0
2020-08-25,55.27,55.53,53.79,54.0,116434.0
2020-08-26,54.06,55.7,54.06,55.5,223899.0
2020-08-27,55.01,57.85,55.01,56.56,317735.0
2020-08-28,60.7,62.7915,54.07,55.32,518835.0
2020-08-29,60.7,62.7915,54.07,55.32,518835.0
2020-08-30,60.7,62.7915,54.07,55.32,518835.0
2020-08-31,55.35,57.38,51.42,51.85,423641.0
2020-09-01,52.48,55.4,51.89,55.4,547006.0
2020-09-02,55.04,57.23,53.46,54.57,255808.0
2020-09-03,53.95,54.45,51.18,51.56,208871.0
2020-09-04,52.19,52.47,48.8992,50.8,250470.0
2020-09-05,52.19,52.47,48.8992,50.8,250470.0
2020-09-06,52.19,52.47,48.8992,50.8,250470.0
2020-09-07,52.19,52.47,48.8992,50.8,250470.0
2020-09-08,49.94,52.055,49.94,50.8,247163.0
2020-09-09,51.89,51.9597,47.63,50.6,348856.0
2020-09-10,51.13,51.13,49.2,49.31,153511.0
2020-09-11,49.8,49.8,48.26,48.6,141946.0
2020-09-12,49.8,49.8,48.26,48.6,141946.0
2020-09-13,49.8,49.8,48.26,48.6,141946.0
2020-09-14,48.87,50.18,48.13,49.96,156365.0
2020-09-15,50.53,51.0,49.57,50.25,178478.0
2020-09-16,50.39,50.85,49.76,50.25,192131.0
2020-09-17,49.05,50.44,48.7395,50.19,164021.0
2020-09-18,50.52,50.56,48.7,49.5,355841.0
2020-09-19,50.52,50.56,48.7,49.5,355841.0
2020-09-20,50.52,50.56,48.7,49.5,355841.0
2020-09-21,48.38,48.75,46.37,47.85,209131.0
2020-09-22,50.47,53.735,48.93,53.38,294541.0
2020-09-23,53.65,54.425,49.27,49.63,538379.0
2020-09-24,49.67,50.45,47.495,47.8,331925.0
2020-09-25,47.34,48.66,47.34,47.97,401318.0
2020-09-26,47.34,48.66,47.34,47.97,401318.0
2020-09-27,47.34,48.66,47.34,47.97,401318.0
2020-09-28,48.53,49.6175,46.62,48.33,361683.0
2020-09-29,48.28,48.9,47.56,48.03,138329.0
2020-09-30,48.12,50.8973,47.8,49.56,737072.0
2020-10-01,49.0004,51.75,48.27,51.66,222321.0
2020-10-02,50.39,54.3,50.39,53.62,178237.0
2020-10-03,50.39,54.3,50.39,53.62,178237.0
2020-10-04,50.39,54.3,50.39,53.62,178237.0
2020-10-05,54.0,56.12,53.58,56.0,142278.0
2020-10-06,56.55,58.2,55.26,56.01,162518.0
2020-10-07,57.08,58.23,56.55,56.7,165255.0
2020-10-08,57.4,57.4,54.89,55.61,126478.0
2020-10-09,56.33,57.04,55.71,56.65,96821.0
2020-10-10,56.33,57.04,55.71,56.65,96821.0
2020-10-11,56.33,57.04,55.71,56.65,96821.0
2020-10-12,56.99,56.99,54.83,55.2,74325.0
2020-10-13,55.1,56.4,54.75,55.89,55572.0
2020-10-14,55.97,56.9137,54.75,55.09,96335.0
2020-10-15,55.09,56.28,54.2,55.89,177768.0
2020-10-16,56.02,56.97,54.33,56.13,124485.0
2020-10-17,56.02,56.97,54.33,56.13,124485.0
2020-10-18,56.02,56.97,54.33,56.13,124485.0
2020-10-19,56.67,57.65,54.09,54.17,140466.0
2020-10-20,54.74,56.72,54.515,55.81,174653.0
2020-10-21,55.75,56.145,52.85,53.91,262150.0
2020-10-22,53.93,54.41,53.11,53.53,202292.0
2020-10-23,53.97,54.51,51.365,53.3,152779.0
2020-10-24,53.97,54.51,51.365,53.3,152779.0
2020-10-25,53.97,54.51,51.365,53.3,152779.0
2020-10-26,52.26,52.71,50.06,50.5,236380.0
2020-10-27,50.43,54.295,50.43,52.74,213407.0
2020-10-28,51.63,55.59,50.82,54.47,296038.0
2020-10-29,54.61,54.92,51.5,52.58,252360.0
2020-10-30,52.52,52.52,50.35,50.83,217394.0
2020-10-31,52.52,52.52,50.35,50.83,217394.0
2020-11-01,52.52,52.52,50.35,50.83,217394.0
2020-11-02,51.34,53.36,50.51,51.4,118951.0
2020-11-03,52.31,54.75,51.99,54.47,173537.0
2020-11-04,53.78,55.36,52.64,54.76,182560.0
2020-11-05,55.15,59.51,55.15,59.32,242668.0
2020-11-06,58.19,58.8,55.18,55.73,308496.0
2020-11-07,58.19,58.8,55.18,55.73,308496.0
2020-11-08,58.19,58.8,55.18,55.73,308496.0
2020-11-09,56.4,57.49,50.98,51.03,478195.0
2020-11-10,52.04,53.03,49.63,50.97,417208.0
2020-11-11,52.12,55.0,51.69,54.44,176417.0
2020-11-12,54.14,54.68,52.5,53.78,181841.0
2020-11-13,54.14,55.79,53.79,55.36,153044.0
2020-11-14,54.14,55.79,53.79,55.36,153044.0
2020-11-15,54.14,55.79,53.79,55.36,153044.0
2020-11-16,55.88,57.16,55.11,57.0,131617.0
2020-11-17,56.92,58.76,56.185,58.23,140510.0
2020-11-18,58.55,59.16,57.42,57.58,207793.0
2020-11-19,57.67,58.9,55.73,56.61,118944.0
2020-11-20,55.95,57.98,55.6,57.41,112908.0
2020-11-21,55.95,57.98,55.6,57.41,112908.0
2020-11-22,55.95,57.98,55.6,57.41,112908.0
2020-11-23,58.39,61.68,57.91,60.4,208360.0
2020-11-24,61.66,61.66,56.77,57.88,225333.0
2020-11-25,57.9,58.41,56.455,57.85,184176.0
2020-11-26,57.9,58.41,56.455,57.85,184176.0
2020-11-27,58.07,59.4,57.7,59.06,56012.0
2020-11-28,58.07,59.4,57.7,59.06,56012.0
2020-11-29,58.07,59.4,57.7,59.06,56012.0
2020-11-30,59.41,59.85,56.16,56.99,170709.0
2020-12-01,57.88,58.87,56.27,58.65,124376.0
2020-12-02,58.09,59.14,57.3,58.09,167008.0
2020-12-03,58.53,59.76,57.72,58.52,144574.0
2020-12-04,58.49,59.53,58.0,59.15,94344.0
2020-12-05,58.49,59.53,58.0,59.15,94344.0
2020-12-06,58.49,59.53,58.0,59.15,94344.0
2020-12-07,59.51,60.42,58.35,59.91,123026.0
2020-12-08,59.29,60.14,58.57,59.92,165377.0
2020-12-09,60.37,60.83,58.62,59.19,139464.0
2020-12-10,58.82,59.99,58.15,59.85,61229.0
2020-12-11,59.7,60.34,58.325,59.19,91985.0
2020-12-12,59.7,60.34,58.325,59.19,91985.0
2020-12-13,59.7,60.34,58.325,59.19,91985.0
2020-12-14,59.88,65.19,59.72,63.8,472505.0
2020-12-15,64.77,65.8,62.79,64.71,244348.0
2020-12-16,65.5,67.61,64.2,64.48,221153.0
2020-12-17,65.02,66.44,63.57,65.46,109620.0
2020-12-18,66.26,66.67,64.78,64.95,267843.0
2020-12-19,66.26,66.67,64.78,64.95,267843.0
2020-12-20,66.26,66.67,64.78,64.95,267843.0
2020-12-21,63.53,65.76,61.2701,65.44,171091.0
2020-12-22,65.92,68.48,65.62,67.53,300530.0
2020-12-23,68.31,68.94,66.64,67.88,108152.0
2020-12-24,68.0,68.37,66.79,67.04,39397.0
2020-12-25,68.0,68.37,66.79,67.04,39397.0
2020-12-26,68.0,68.37,66.79,67.04,39397.0
2020-12-27,68.0,68.37,66.79,67.04,39397.0
2020-12-28,68.62,68.62,65.07,65.23,119474.0
2020-12-29,65.68,65.68,61.16,62.27,159415.0
2020-12-30,62.75,63.96,61.97,63.2,96092.0
2020-12-31,63.58,63.91,61.61,62.44,120005.0
2021-01-01,63.58,63.91,61.61,62.44,120005.0
2021-01-02,63.58,63.91,61.61,62.44,120005.0
2021-01-03,63.58,63.91,61.61,62.44,120005.0
2021-01-04,63.77,64.13,61.275,61.81,136094.0
2021-01-05,61.9,65.37,60.81,64.43,234136.0
2021-01-06,66.15,66.76,62.86,64.14,246486.0
2021-01-07,64.4,66.06,63.71,64.35,212293.0
2021-01-08,64.73,65.06,61.735,63.29,172037.0
2021-01-09,64.73,65.06,61.735,63.29,172037.0
2021-01-10,64.73,65.06,61.735,63.29,172037.0
2021-01-11,62.6,65.53,62.25,65.5,150498.0
2021-01-12,66.49,70.31,66.49,70.1,194969.0
2021-01-13,74.07,81.81,72.8269,73.58,837299.0
2021-01-14,74.1,75.555,71.17,71.72,190292.0
2021-01-15,71.25,72.86,68.15,71.22,198907.0
2021-01-16,71.25,72.86,68.15,71.22,198907.0
2021-01-17,71.25,72.86,68.15,71.22,198907.0
2021-01-18,71.25,72.86,68.15,71.22,198907.0
2021-01-19,74.44,75.4,71.27,75.14,233691.0
2021-01-20,75.16,76.73,74.82,75.99,187520.0
2021-01-21,76.18,76.955,75.28,76.22,191678.0
2021-01-22,75.04,77.72,74.64,76.08,172051.0
2021-01-23,75.04,77.72,74.64,76.08,172051.0
2021-01-24,75.04,77.72,74.64,76.08,172051.0
2021-01-25,76.08,79.73,73.05,73.73,305765.0
2021-01-26,76.01,77.25,73.77,76.71,325798.0
2021-01-27,75.84,77.25,71.27,71.99,292021.0
2021-01-28,72.85,76.0,70.351,71.38,179850.0
2021-01-29,71.89,72.95,69.04,70.11,199431.0
2021-01-30,71.89,72.95,69.04,70.11,199431.0
2021-01-31,71.89,72.95,69.04,70.11,199431.0
2021-02-01,72.15,72.15,69.27,71.68,169923.0
2021-02-02,72.05,72.89,69.7,72.75,144281.0
2021-02-03,72.83,73.67,70.745,73.44,146119.0
2021-02-04,74.16,75.6,71.73,74.57,218982.0
2021-02-05,75.54,77.1,74.1,75.2,242200.0
2021-02-06,75.54,77.1,74.1,75.2,242200.0
2021-02-07,75.54,77.1,74.1,75.2,242200.0
2021-02-08,76.66,79.35,76.02,78.68,321459.0
2021-02-09,80.2,80.83,72.73,75.38,564890.0
2021-02-10,77.3,81.73,76.19,79.64,447919.0
2021-02-11,79.83,80.165,75.81,76.97,347421.0
2021-02-12,76.78,77.69,74.26,76.56,196204.0
2021-02-13,76.78,77.69,74.26,76.56,196204.0
2021-02-14,76.78,77.69,74.26,76.56,196204.0
2021-02-15,76.78,77.69,74.26,76.56,196204.0
2021-02-16,77.0,78.98,76.43,77.1,202374.0
2021-02-17,75.65,78.0,75.36,77.26,199671.0
2021-02-18,76.41,77.05,73.58,74.9,221679.0
2021-02-19,76.9,78.71,74.9,77.71,820187.0
2021-02-20,76.9,78.71,74.9,77.71,820187.0
2021-02-21,76.9,78.71,74.9,77.71,820187.0
2021-02-22,76.52,80.47,76.2601,78.88,268129.0
2021-02-23,76.97,81.1,76.89,80.81,359904.0
2021-02-24,81.02,83.0854,80.22,81.24,181141.0
2021-02-25,80.61,81.56,76.405,78.16,210557.0
2021-02-26,78.06,78.51,74.37,74.54,262296.0
2021-02-27,78.06,78.51,74.37,74.54,262296.0
2021-02-28,78.06,78.51,74.37,74.54,262296.0
2021-03-01,76.47,79.95,76.19,79.3,178838.0
2021-03-02,79.65,80.645,78.5,79.09,164245.0
2021-03-03,79.53,82.41,78.46,79.52,158282.0
2021-03-04,79.2,80.17,73.88,77.35,228270.0
2021-03-05,79.06,80.13,74.39,80.04,232374.0
2021-03-06,79.06,80.13,74.39,80.04,232374.0
2021-03-07,79.06,80.13,74.39,80.04,232374.0
2021-03-08,81.17,85.95,80.0,83.93,297520.0
2021-03-09,85.29,85.9,82.85,84.54,273209.0
2021-03-10,85.91,88.0,84.88,86.13,218105.0
2021-03-11,87.3,89.27,87.3,88.66,149902.0
2021-03-12,88.08,89.94,88.08,89.04,129277.0
2021-03-13,88.08,89.94,88.08,89.04,129277.0
2021-03-14,88.08,89.94,88.08,89.04,129277.0
2021-03-15,90.0,91.72,88.47,91.72,186641.0
2021-03-16,92.08,93.0,90.3521,91.94,159373.0
2021-03-17,91.65,91.659,86.01,88.0,216445.0
2021-03-18,88.03,88.4899,85.65,86.08,151559.0
2021-03-19,85.93,89.03,85.0,86.24,342503.0
2021-03-20,85.93,89.03,85.0,86.24,342503.0
2021-03-21,85.93,89.03,85.0,86.24,342503.0
2021-03-22,88.36,88.365,84.48,85.73,119677.0
2021-03-23,84.39,85.59,79.11,80.13,186041.0
2021-03-24,80.92,82.58,76.55,76.91,173068.0
2021-03-25,76.0,80.07,74.4901,79.45,161342.0
2021-03-26,80.66,81.21,76.745,81.0,187840.0
2021-03-27,80.66,81.21,76.745,81.0,187840.0
2021-03-28,80.66,81.21,76.745,81.0,187840.0
2021-03-29,80.12,82.06,75.69,77.11,158470.0
2021-03-30,77.46,79.99,75.9,79.26,94352.0
2021-03-31,79.89,80.77,78.99,79.68,157988.0
2021-04-01,80.5,82.31,80.15,81.42,91291.0
2021-04-02,80.5,82.31,80.15,81.42,91291.0
2021-04-03,80.5,82.31,80.15,81.42,91291.0
2021-04-04,80.5,82.31,80.15,81.42,91291.0
2021-04-05,82.66,83.55,79.59,83.08,127427.0
2021-04-06,83.33,85.73,82.5,82.6,93852.0
2021-04-07,82.74,84.5,81.06,81.76,107646.0
2021-04-08,82.54,84.08,80.73,83.16,75663.0
2021-04-09,82.64,83.52,81.38,83.26,111475.0
2021-04-10,82.64,83.52,81.38,83.26,111475.0
2021-04-11,82.64,83.52,81.38,83.26,111475.0
2021-04-12,83.8,85.62,82.41,85.47,97844.0
2021-04-13,85.5,85.5,82.5,84.19,96172.0
2021-04-14,84.0,86.3135,83.65,83.96,111564.0
2021-04-15,84.9,84.9,82.61,83.26,117642.0
2021-04-16,83.88,84.81,82.07,84.24,89674.0
2021-04-17,83.88,84.81,82.07,84.24,89674.0
2021-04-18,83.88,84.81,82.07,84.24,89674.0
2021-04-19,84.36,84.36,81.75,83.65,184089.0
2021-04-20,83.93,84.8,79.86,79.93,261500.0
2021-04-21,79.5,81.17,77.2,80.7,135011.0
2021-04-22,81.41,86.5,80.53,84.48,219462.0
2021-04-23,84.56,87.3957,84.28,86.08,108569.0
2021-04-24,84.56,87.3957,84.28,86.08,108569.0
2021-04-25,84.56,87.3957,84.28,86.08,108569.0
2021-04-26,86.91,89.27,86.51,87.59,126969.0
2021-04-27,87.6,89.27,87.0,87.43,92996.0
2021-04-28,87.2,87.2,83.81,83.97,118841.0
2021-04-29,84.9,86.6258,83.5,83.69,69690.0
2021-04-30,82.65,83.81,81.8,83.36,100229.0
2021-05-01,82.65,83.81,81.8,83.36,100229.0
2021-05-02,82.65,83.81,81.8,83.36,100229.0
2021-05-03,84.05,88.015,84.05,86.8,161175.0
2021-05-04,84.06,86.33,79.1,85.41,340447.0
2021-05-05,88.99,88.99,81.86,82.18,221556.0
2021-05-06,82.5,82.62,78.4,82.62,192805.0
2021-05-07,83.04,85.0275,82.93,84.56,91544.0
2021-05-08,83.04,85.0275,82.93,84.56,91544.0
2021-05-09,83.04,85.0275,82.93,84.56,91544.0
2021-05-10,84.86,87.205,82.93,82.98,137952.0
2021-05-11,80.01,84.33,79.23,84.01,129486.0
2021-05-12,83.14,83.28,77.51,77.75,118969.0
2021-05-13,78.8,84.275,78.8,83.75,183516.0
2021-05-14,85.01,85.785,82.71,85.14,104698.0
2021-05-15,85.01,85.785,82.71,85.14,104698.0
2021-05-16,85.01,85.785,82.71,85.14,104698.0
2021-05-17,84.5,84.67,82.05,83.65,90764.0
2021-05-18,84.15,85.27,82.34,82.5,122311.0
2021-05-19,81.5,82.22,79.4,81.77,95225.0
2021-05-20,82.15,82.34,79.51,80.66,103014.0
2021-05-21,81.26,81.71,78.31,78.53,130376.0
2021-05-22,81.26,81.71,78.31,78.53,130376.0
2021-05-23,81.26,81.71,78.31,78.53,130376.0
2021-05-24,79.29,79.49,76.13,76.67,297066.0
2021-05-25,77.42,77.42,73.82,74.54,368710.0
2021-05-26,75.0,76.35,73.6705,75.81,289116.0
2021-05-27,77.0,78.37,75.82,77.68,185835.0
2021-05-28,77.43,79.49,77.43,78.42,156359.0
2021-05-29,77.43,79.49,77.43,78.42,156359.0
2021-05-30,77.43,79.49,77.43,78.42,156359.0
2021-05-31,77.43,79.49,77.43,78.42,156359.0
2021-06-01,79.33,80.39,77.94,79.7,142661.0
2021-06-02,79.98,79.98,77.73,78.44,208416.0
2021-06-03,78.15,78.5,76.0,77.05,239303.0
2021-06-04,77.25,77.8,74.34,75.53,253397.0
2021-06-05,77.25,77.8,74.34,75.53,253397.0
2021-06-06,77.25,77.8,74.34,75.53,253397.0
2021-06-07,76.21,77.15,75.8,76.85,106890.0
2021-06-08,77.05,77.1288,75.88,76.77,282781.0
2021-06-09,76.67,76.85,75.57,75.57,174751.0
2021-06-10,75.86,75.98,71.855,71.87,260781.0
2021-06-11,72.79,73.97,72.51,72.93,266010.0
2021-06-12,72.79,73.97,72.51,72.93,266010.0
2021-06-13,72.79,73.97,72.51,72.93,266010.0
2021-06-14,73.39,73.39,70.33,71.41,335261.0
2021-06-15,72.04,72.65,70.51,71.05,284147.0
2021-06-16,70.99,71.16,68.51,70.34,371078.0
2021-06-17,70.02,71.15,68.74,71.06,217917.0
2021-06-18,69.7,71.97,69.7,71.67,237494.0
2021-06-19,69.7,71.97,69.7,71.67,237494.0
2021-06-20,69.7,71.97,69.7,71.67,237494.0
2021-06-21,72.99,74.31,72.06,74.16,172794.0
2021-06-22,73.88,74.83,72.68,74.78,141318.0
2021-06-23,75.0,75.46,73.46,74.56,209148.0
2021-06-24,75.32,75.32,73.82,75.17,126007.0
2021-06-25,75.61,76.92,73.94,74.22,414642.0
2021-06-26,75.61,76.92,73.94,74.22,414642.0
2021-06-27,75.61,76.92,73.94,74.22,414642.0
2021-06-28,74.63,74.63,72.1,72.7,115455.0
2021-06-29,73.43,73.58,72.29,72.36,114664.0
2021-06-30,72.19,73.59,71.555,73.33,216349.0
2021-07-01,73.92,75.5375,73.46,73.95,139614.0
2021-07-02,74.27,74.964,71.76,71.85,163455.0
2021-07-03,74.27,74.964,71.76,71.85,163455.0
2021-07-04,74.27,74.964,71.76,71.85,163455.0
2021-07-05,74.27,74.964,71.76,71.85,163455.0
2021-07-06,72.0,72.0,69.725,70.05,282611.0
2021-07-07,70.28,71.19,68.82,69.75,117320.0
2021-07-08,68.0,70.15,66.5449,68.91,265119.0
2021-07-09,69.97,71.85,69.375,71.45,212912.0
2021-07-10,69.97,71.85,69.375,71.45,212912.0
2021-07-11,69.97,71.85,69.375,71.45,212912.0
2021-07-12,72.65,75.61,71.63,75.1,429856.0
2021-07-13,74.5,75.68,73.22,74.98,191845.0
2021-07-14,75.23,77.39,75.12,76.77,204740.0
2021-07-15,75.89,76.6,74.6,75.76,180040.0
2021-07-16,75.96,76.5,74.78,75.11,174637.0
2021-07-17,75.96,76.5,74.78,75.11,174637.0
2021-07-18,75.96,76.5,74.78,75.11,174637.0
2021-07-19,73.6,76.23,72.62,74.62,237484.0
2021-07-20,75.0,79.53,74.0744,78.59,233937.0
2021-07-21,79.2,80.89,78.25,78.87,179058.0
2021-07-22,78.83,79.38,77.6,78.49,89925.0
2021-07-23,78.93,80.46,78.31,79.77,73425.0
2021-07-24,78.93,80.46,78.31,79.77,73425.0
2021-07-25,78.93,80.46,78.31,79.77,73425.0
2021-07-26,80.01,80.8185,79.21,79.21,81860.0
2021-07-27,78.62,78.62,75.905,77.77,131619.0
2021-07-28,79.0,79.77,77.2,79.12,134404.0
2021-07-29,79.97,83.47,79.72,81.66,160206.0
2021-07-30,80.91,83.7,80.91,83.66,133231.0
2021-07-31,80.91,83.7,80.91,83.66,133231.0
2021-08-01,80.91,83.7,80.91,83.66,133231.0
2021-08-02,84.29,85.92,83.1454,84.12,121209.0
2021-08-03,84.33,84.91,82.8426,83.9,104534.0
2021-08-04,83.17,85.85,83.17,84.87,130528.0
2021-08-05,84.94,86.65,83.34,83.57,105106.0
2021-08-06,84.44,86.02,83.46,83.95,111329.0
2021-08-07,84.44,86.02,83.46,83.95,111329.0
2021-08-08,84.44,86.02,83.46,83.95,111329.0
2021-08-09,84.07,84.07,81.66,81.66,78291.0
2021-08-10,81.63,84.23,80.16,84.21,201270.0
2021-08-11,84.72,85.4898,83.04,84.65,162008.0
2021-08-12,84.65,84.8926,81.26,82.88,170107.0
2021-08-13,82.73,82.86,80.32,81.84,125041.0
2021-08-14,82.73,82.86,80.32,81.84,125041.0
2021-08-15,82.73,82.86,80.32,81.84,125041.0
2021-08-16,81.42,82.61,80.07,81.7,113004.0
2021-08-17,81.08,81.08,77.76,78.13,210498.0
2021-08-18,77.93,78.715,73.51,73.68,336649.0
2021-08-19,72.5,74.5374,71.95,73.08,188664.0
2021-08-20,73.08,76.05,72.77,75.33,146962.0
2021-08-21,73.08,76.05,72.77,75.33,146962.0
2021-08-22,73.08,76.05,72.77,75.33,146962.0
2021-08-23,75.49,78.73,74.99,76.7,465801.0
2021-08-24,76.87,80.9077,76.87,80.55,124588.0
2021-08-25,80.51,82.28,80.51,80.73,110833.0
2021-08-26,80.0,80.0,75.61,77.11,301835.0
2021-08-27,76.11,76.595,73.99,74.69,323963.0
2021-08-28,76.11,76.595,73.99,74.69,323963.0
2021-08-29,76.11,76.595,73.99,74.69,323963.0
2021-08-30,75.1,76.68,73.8,76.04,164596.0
2021-08-31,75.04,75.52,70.41,71.6,476231.0
2021-09-01,71.8,74.16,71.055,72.82,156559.0
2021-09-02,72.98,73.35,70.64,70.99,277455.0
2021-09-03,71.11,71.89,69.5644,70.44,351962.0
2021-09-04,71.11,71.89,69.5644,70.44,351962.0
2021-09-05,71.11,71.89,69.5644,70.44,351962.0
2021-09-06,71.11,71.89,69.5644,70.44,351962.0
2021-09-07,70.61,72.65,69.6,69.71,152261.0
2021-09-08,69.42,69.855,68.0,68.5,168907.0
2021-09-09,68.56,70.2249,68.36,69.51,146602.0
2021-09-10,69.99,71.021,69.06,69.09,125341.0
2021-09-11,69.99,71.021,69.06,69.09,125341.0
2021-09-12,69.99,71.021,69.06,69.09,125341.0
2021-09-13,69.48,70.63,68.29,69.77,155419.0
2021-09-14,70.07,70.1,67.79,67.81,216104.0
