,AWR US Equity,AWR US Equity,AWR US Equity,AWR US Equity,AWR US Equity
2023-08-14,87.8066,87.8066,86.4518,87.1441,225367.0
2023-08-15,87.0056,87.2973,86.1057,86.1354,143966.0
2023-08-16,87.1243,87.2628,85.6409,86.3529,130721.0
2023-08-17,86.6397,86.8672,85.2354,85.2453,182906.0
2023-08-18,85.453,86.2145,84.8596,85.5618,151893.0
2023-08-19,85.453,86.2145,84.8596,85.5618,151893.0
2023-08-20,85.453,86.2145,84.8596,85.5618,151893.0
2023-08-21,85.2948,85.2948,83.8114,84.0883,155577.0
2023-08-22,84.0388,85.453,83.9103,85.275,132673.0
2023-08-23,85.898,85.898,84.8003,85.0673,96077.0
2023-08-24,84.9981,85.4678,84.2564,84.6124,123789.0
2023-08-25,85.186,86.1057,84.7558,85.631,267556.0
2023-08-26,85.186,86.1057,84.7558,85.631,267556.0
2023-08-27,85.186,86.1057,84.7558,85.631,267556.0
2023-08-28,85.4827,86.3406,85.1959,85.1959,122048.0
2023-08-29,85.3145,85.4035,84.3157,84.4443,206731.0
2023-08-30,84.4146,84.9882,83.6136,83.6927,151153.0
2023-08-31,83.6828,84.4146,83.1686,83.2774,175246.0
2023-09-01,83.8509,84.9091,83.0994,83.1389,155015.0
2023-09-02,83.8509,84.9091,83.0994,83.1389,155015.0
2023-09-03,83.8509,84.9091,83.0994,83.1389,155015.0
2023-09-04,83.8509,84.9091,83.0994,83.1389,155015.0
2023-09-05,82.7433,82.7433,80.454,81.1116,211953.0
2023-09-06,81.3193,81.3193,80.4836,80.8545,159238.0
2023-09-07,81.4083,81.863,80.271,81.7149,175484.0
2023-09-08,81.6753,81.8632,81.2748,81.527,123030.0
2023-09-09,81.6753,81.8632,81.2748,81.527,123030.0
2023-09-10,81.6753,81.8632,81.2748,81.527,123030.0
2023-09-11,81.9126,82.3675,81.5467,81.6357,162782.0
2023-09-12,81.3391,81.4973,80.7754,81.171,143438.0
2023-09-13,81.1116,82.5159,81.1116,82.3181,153458.0
2023-09-14,82.6642,83.7125,82.6642,83.0301,139916.0
2023-09-15,82.862,83.223,81.9819,82.773,704660.0
2023-09-16,82.862,83.223,81.9819,82.773,704660.0
2023-09-17,82.862,83.223,81.9819,82.773,704660.0
2023-09-18,82.7335,82.7335,81.5962,81.8335,164912.0
2023-09-19,82.0016,82.1005,81.3292,81.3391,175729.0
2023-09-20,81.7544,82.1154,80.7655,80.8446,120756.0
2023-09-21,80.5479,80.6864,79.9546,80.0238,108718.0
2023-09-22,80.0139,80.2414,79.653,79.7865,113840.0
2023-09-23,80.0139,80.2414,79.653,79.7865,113840.0
2023-09-24,80.0139,80.2414,79.653,79.7865,113840.0
2023-09-25,79.2425,80.0683,79.2425,79.8557,123683.0
2023-09-26,79.6975,80.009,78.3031,78.3525,144132.0
2023-09-27,78.3031,78.5503,77.3834,77.6207,205333.0
2023-09-28,77.9569,78.3327,76.7999,77.1065,220167.0
2023-09-29,77.9866,78.3822,77.1658,77.8086,265920.0
2023-09-30,77.9866,78.3822,77.1658,77.8086,265920.0
2023-10-01,77.9866,78.3822,77.1658,77.8086,265920.0
2023-10-02,77.4922,77.4922,75.1336,76.0088,289956.0
2023-10-03,75.3264,75.7912,74.3671,75.544,167114.0
2023-10-04,75.9296,76.9334,75.3462,76.79,210093.0
2023-10-05,76.8296,78.4811,76.8296,78.2833,208763.0
2023-10-06,77.4526,78.7481,76.9384,78.4316,144285.0
2023-10-07,77.4526,78.7481,76.9384,78.4316,144285.0
2023-10-08,77.4526,78.7481,76.9384,78.4316,144285.0
2023-10-09,78.2437,79.2722,78.2437,79.0744,119256.0
2023-10-10,79.114,79.8161,78.9409,79.1733,164661.0
2023-10-11,79.5096,79.8656,78.6492,79.5293,134778.0
2023-10-12,79.3316,79.3316,77.2647,77.8778,138002.0
2023-10-13,78.3327,78.5206,77.4823,77.7295,162543.0
2023-10-14,78.3327,78.5206,77.4823,77.7295,162543.0
2023-10-15,78.3327,78.5206,77.4823,77.7295,162543.0
2023-10-16,78.1251,79.1288,77.502,78.8173,197070.0
2023-10-17,78.313,79.4799,78.2833,78.4119,165415.0
2023-10-18,77.9866,78.2437,76.8296,77.4031,189142.0
2023-10-19,77.0867,77.9767,76.3351,76.6219,179601.0
2023-10-20,76.9482,77.6998,76.167,76.4736,407119.0
2023-10-21,76.9482,77.6998,76.167,76.4736,407119.0
2023-10-22,76.9482,77.6998,76.167,76.4736,407119.0
2023-10-23,76.0978,76.8296,75.7516,75.8011,173649.0
2023-10-24,76.2857,76.9977,76.0533,76.701,139577.0
2023-10-25,75.9,76.345,75.3759,75.989,158402.0
2023-10-26,76.3549,77.9965,76.2956,77.6504,135444.0
2023-10-27,77.5317,77.5317,76.3648,76.701,131047.0
2023-10-28,77.5317,77.5317,76.3648,76.701,131047.0
2023-10-29,77.5317,77.5317,76.3648,76.701,131047.0
2023-10-30,77.3438,77.5416,76.5042,76.7603,119631.0
2023-10-31,76.7603,77.3636,76.2164,77.1856,223129.0
2023-11-01,77.324,78.3278,76.6021,78.0855,183833.0
2023-11-02,78.6591,80.1029,78.0572,79.7667,144993.0
2023-11-03,81.2797,83.0697,80.988,81.9918,231400.0
2023-11-04,81.2797,83.0697,80.988,81.9918,231400.0
2023-11-05,81.2797,83.0697,80.988,81.9918,231400.0
2023-11-06,82.0808,82.0808,81.2303,81.4676,186669.0
2023-11-07,81.1017,81.1017,79.2425,79.6381,225625.0
2023-11-08,79.47,79.8656,77.1361,77.7394,380525.0
2023-11-09,78.1152,78.2536,76.7801,77.1856,173597.0
2023-11-10,77.9471,77.9471,76.5823,76.6417,212571.0
2023-11-11,77.9471,77.9471,76.5823,76.6417,212571.0
2023-11-12,77.9471,77.9471,76.5823,76.6417,212571.0
2023-11-13,76.2857,76.8493,75.8703,76.8098,164191.0
2023-11-14,79.1069,81.1057,78.9379,80.9864,153340.0
2023-11-15,80.8472,81.7421,80.1013,80.1212,278904.0
2023-11-16,80.519,80.6881,79.8726,79.9522,102160.0
2023-11-17,80.3301,80.5339,79.9621,80.3002,200987.0
2023-11-18,80.3301,80.5339,79.9621,80.3002,200987.0
2023-11-19,80.3301,80.5339,79.9621,80.3002,200987.0
2023-11-20,80.0616,80.0616,78.6698,79.0274,185629.0
2023-11-21,78.6892,79.0274,77.9235,78.7688,119810.0
2023-11-22,79.4748,80.5091,79.2262,80.3997,290816.0
2023-11-23,79.4748,80.5091,79.2262,80.3997,290816.0
2023-11-24,80.3102,80.3102,79.3555,80.2207,67562.0
2023-11-25,80.3102,80.3102,79.3555,80.2207,67562.0
2023-11-26,80.3102,80.3102,79.3555,80.2207,67562.0
2023-11-27,80.3102,80.698,79.7334,80.1511,133042.0
2023-11-28,79.8328,80.34,79.3853,79.4351,98856.0
2023-11-29,79.6837,79.9373,78.4506,78.7887,336991.0
2023-11-30,79.0771,79.6787,78.4804,79.455,221681.0
2023-12-01,79.1666,80.8173,78.381,80.8074,159283.0
2023-12-02,79.1666,80.8173,78.381,80.8074,159283.0
2023-12-03,79.1666,80.8173,78.381,80.8074,159283.0
2023-12-04,80.5091,82.4084,80.5091,82.3885,199053.0
2023-12-05,82.13,82.1449,80.9615,81.3344,135532.0
2023-12-06,81.9112,82.7664,81.7223,81.9311,154197.0
2023-12-07,80.6085,81.8515,80.4494,81.8416,187686.0
2023-12-08,81.8416,82.1698,80.8621,81.1256,112598.0
2023-12-09,81.8416,82.1698,80.8621,81.1256,112598.0
2023-12-10,81.8416,82.1698,80.8621,81.1256,112598.0
2023-12-11,80.7974,81.0958,80.2406,81.0759,137203.0
2023-12-12,81.2947,81.6328,80.2207,81.235,140250.0
2023-12-13,81.2648,84.1884,80.9764,83.7211,271442.0
2023-12-14,85.0138,85.2376,82.8758,83.1443,175778.0
2023-12-15,82.9752,82.9752,81.4239,81.6328,629806.0
2023-12-16,82.9752,82.9752,81.4239,81.6328,629806.0
2023-12-17,82.9752,82.9752,81.4239,81.6328,629806.0
2023-12-18,82.0007,82.2493,80.5488,81.2947,162349.0
2023-12-19,81.8416,82.8758,81.8416,82.5874,177510.0
2023-12-20,81.8316,83.3133,80.7577,80.7875,211789.0
2023-12-21,81.4538,81.762,80.4892,80.9068,142913.0
2023-12-22,81.5433,82.1896,80.8273,81.2151,89934.0
2023-12-23,81.5433,82.1896,80.8273,81.2151,89934.0
2023-12-24,81.5433,82.1896,80.8273,81.2151,89934.0
2023-12-25,81.5433,82.1896,80.8273,81.2151,89934.0
2023-12-26,80.8571,81.593,80.8472,81.3145,100172.0
2023-12-27,81.4239,81.5532,80.4792,80.6881,130081.0
2023-12-28,80.1312,81.0162,80.1312,80.867,122391.0
2023-12-29,80.4792,80.7527,79.5544,79.9721,130465.0
2023-12-30,80.4792,80.7527,79.5544,79.9721,130465.0
2023-12-31,80.4792,80.7527,79.5544,79.9721,130465.0
2024-01-01,80.4792,80.7527,79.5544,79.9721,130465.0
2024-01-02,79.7334,80.867,79.3754,80.0118,207727.0
2024-01-03,80.161,80.1859,78.6694,79.0771,186168.0
2024-01-04,79.5942,79.5942,77.8241,77.834,238644.0
2024-01-05,77.8241,78.2567,76.8396,77.1081,155859.0
2024-01-06,77.8241,78.2567,76.8396,77.1081,155859.0
2024-01-07,77.8241,78.2567,76.8396,77.1081,155859.0
2024-01-08,76.8794,77.6948,76.642,77.6948,130358.0
2024-01-09,76.5811,77.8838,76.412,77.5258,190072.0
2024-01-10,77.4363,78.55,77.4363,78.4307,146126.0
2024-01-11,77.9335,77.9335,75.9695,76.949,239792.0
2024-01-12,77.3368,78.3909,77.2573,78.1721,205872.0
2024-01-13,77.3368,78.3909,77.2573,78.1721,205872.0
2024-01-14,77.3368,78.3909,77.2573,78.1721,205872.0
2024-01-15,77.3368,78.3909,77.2573,78.1721,205872.0
2024-01-16,78.202,79.813,77.844,78.1324,387002.0
2024-01-17,77.3965,77.9931,76.059,76.6009,143797.0
2024-01-18,76.3225,76.7402,75.696,76.6904,189525.0
2024-01-19,77.0285,77.4063,75.6861,76.2728,300333.0
2024-01-20,77.0285,77.4063,75.6861,76.2728,300333.0
2024-01-21,77.0285,77.4063,75.6861,76.2728,300333.0
2024-01-22,76.2728,77.8241,76.2231,77.3269,190362.0
2024-01-23,77.9733,78.0081,76.5413,77.2672,221670.0
2024-01-24,77.7048,77.8937,74.8408,74.8408,239216.0
2024-01-25,75.6463,76.1932,74.801,75.4573,173475.0
2024-01-26,76.0043,76.0043,74.7115,74.7215,168195.0
2024-01-27,76.0043,76.0043,74.7115,74.7215,168195.0
2024-01-28,76.0043,76.0043,74.7115,74.7215,168195.0
2024-01-29,74.7016,75.706,73.8663,75.4573,152928.0
2024-01-30,75.1889,75.3181,74.4231,74.7414,119103.0
2024-01-31,75.2585,76.0192,74.0055,74.1845,208238.0
2024-02-01,74.3336,75.5866,74.1745,75.527,136832.0
2024-02-02,74.6121,75.5618,74.095,74.98,176887.0
2024-02-03,74.6121,75.5618,74.095,74.98,176887.0
2024-02-04,74.6121,75.5618,74.095,74.98,176887.0
2024-02-05,74.1546,74.4629,73.548,73.6972,314537.0
2024-02-06,73.5182,75.0148,73.4188,74.7612,186944.0
2024-02-07,74.8905,75.0894,74.2143,74.3834,182164.0
2024-02-08,74.2044,74.8507,73.6177,74.6916,241433.0
2024-02-09,74.5226,75.4673,74.453,75.0894,286553.0
2024-02-10,74.5226,75.4673,74.453,75.0894,286553.0
2024-02-11,74.5226,75.4673,74.453,75.0894,286553.0
2024-02-12,75.4275,76.6904,75.2883,76.5313,139784.0
2024-02-13,75.1988,76.2181,73.4585,74.0254,212279.0
2024-02-14,74.5524,74.632,73.4884,74.5425,214997.0
2024-02-15,75.0894,76.7998,75.0894,76.77,222120.0
2024-02-16,76.58,76.83,75.55,76.37,151899.0
2024-02-17,76.58,76.83,75.55,76.37,151899.0
2024-02-18,76.58,76.83,75.55,76.37,151899.0
2024-02-19,76.58,76.83,75.55,76.37,151899.0
2024-02-20,75.99,77.2187,75.83,76.27,294565.0
2024-02-21,76.59,76.79,75.86,76.15,145771.0
2024-02-22,75.31,75.35,73.0,73.82,400482.0
2024-02-23,73.71,73.71,72.16,72.18,470516.0
2024-02-24,73.71,73.71,72.16,72.18,470516.0
2024-02-25,73.71,73.71,72.16,72.18,470516.0
2024-02-26,72.03,72.23,71.29,72.04,248308.0
2024-02-27,72.08,72.45,71.28,71.62,202372.0
2024-02-28,70.52,71.7,70.34,70.92,291645.0
2024-02-29,71.85,72.785,71.33,71.41,268093.0
2024-03-01,71.09,71.925,70.22,71.64,192323.0
2024-03-02,71.09,71.925,70.22,71.64,192323.0
2024-03-03,71.09,71.925,70.22,71.64,192323.0
2024-03-04,71.29,72.42,71.17,72.39,183800.0
2024-03-05,72.46,72.92,70.785,71.19,178160.0
2024-03-06,71.83,72.09,71.17,71.39,180664.0
2024-03-07,71.7,72.17,71.23,71.63,183257.0
2024-03-08,71.91,72.44,71.47,72.3,177853.0
2024-03-09,71.91,72.44,71.47,72.3,177853.0
2024-03-10,71.91,72.44,71.47,72.3,177853.0
2024-03-11,72.14,74.4,72.14,73.94,291235.0
2024-03-12,73.6,73.72,72.38,73.03,198477.0
2024-03-13,73.09,73.93,72.83,72.85,224783.0
2024-03-14,72.46,72.66,70.96,71.79,223313.0
2024-03-15,71.26,72.58,71.0,71.77,945614.0
2024-03-16,71.26,72.58,71.0,71.77,945614.0
2024-03-17,71.26,72.58,71.0,71.77,945614.0
2024-03-18,71.53,71.98,70.17,70.25,224997.0
2024-03-19,70.45,71.05,70.2,70.59,206915.0
2024-03-20,70.35,71.67,70.2,71.4,193733.0
2024-03-21,71.55,72.405,71.44,71.49,217475.0
2024-03-22,71.94,71.9715,70.93,71.13,178819.0
2024-03-23,71.94,71.9715,70.93,71.13,178819.0
2024-03-24,71.94,71.9715,70.93,71.13,178819.0
2024-03-25,71.13,71.4699,70.45,70.45,133636.0
2024-03-26,70.73,70.73,69.98,70.16,184277.0
2024-03-27,70.56,72.16,70.56,72.07,257622.0
2024-03-28,72.34,72.78,71.99,72.24,211507.0
2024-03-29,72.34,72.78,71.99,72.24,211507.0
2024-03-30,72.34,72.78,71.99,72.24,211507.0
2024-03-31,72.34,72.78,71.99,72.24,211507.0
2024-04-01,72.57,72.57,70.9116,71.66,193426.0
2024-04-02,71.09,71.76,69.85,70.01,315725.0
2024-04-03,69.85,70.14,69.205,69.55,185270.0
2024-04-04,70.37,70.61,69.96,70.3,177675.0
2024-04-05,69.9,70.155,68.8,69.79,163620.0
2024-04-06,69.9,70.155,68.8,69.79,163620.0
2024-04-07,69.9,70.155,68.8,69.79,163620.0
2024-04-08,70.08,70.61,69.755,70.33,125646.0
