,AMP US Equity,AMP US Equity,AMP US Equity,AMP US Equity,AMP US Equity
2020-05-04,101.244,104.581,99.867,104.516,834290.0
2020-05-05,104.821,106.319,101.965,102.362,835938.0
2020-05-06,105.099,105.099,98.711,99.173,951964.0
2020-05-07,108.972,120.759,106.698,112.531,2111400.0
2020-05-08,115.055,117.634,113.234,116.118,872799.0
2020-05-09,115.055,117.634,113.234,116.118,872799.0
2020-05-10,115.055,117.634,113.234,116.118,872799.0
2020-05-11,114.01,115.748,112.208,114.51,719969.0
2020-05-12,115.443,116.761,111.986,111.995,946175.0
2020-05-13,111.468,112.642,106.356,108.501,1155097.0
2020-05-14,106.31,113.372,103.832,113.336,1356858.0
2020-05-15,112.935,116.888,111.322,113.727,2371138.0
2020-05-16,112.935,116.888,111.322,113.727,2371138.0
2020-05-17,112.935,116.888,111.322,113.727,2371138.0
2020-05-18,117.522,123.955,117.522,123.004,1121429.0
2020-05-19,120.337,123.377,119.069,119.843,918626.0
2020-05-20,123.395,124.929,121.596,122.724,895825.0
2020-05-21,122.575,125.288,122.323,123.181,731745.0
2020-05-22,123.06,124.113,120.654,123.498,730472.0
2020-05-23,123.06,124.113,120.654,123.498,730472.0
2020-05-24,123.06,124.113,120.654,123.498,730472.0
2020-05-25,123.06,124.113,120.654,123.498,730472.0
2020-05-26,129.251,133.166,128.701,130.565,1073464.0
2020-05-27,137.222,138.514,133.959,136.327,966263.0
2020-05-28,137.642,138.229,133.39,133.922,901834.0
2020-05-29,131.218,133.269,128.551,130.593,1674449.0
2020-05-30,131.218,133.269,128.551,130.593,1674449.0
2020-05-31,131.218,133.269,128.551,130.593,1674449.0
2020-06-01,131.47,135.078,130.64,134.201,701364.0
2020-06-02,136.066,137.884,134.658,136.495,855681.0
2020-06-03,140.784,144.373,139.851,141.231,800948.0
2020-06-04,139.525,144.373,138.938,142.76,955236.0
2020-06-05,152.718,153.566,144.222,145.044,1400275.0
2020-06-06,152.718,153.566,144.222,145.044,1400275.0
2020-06-07,152.718,153.566,144.222,145.044,1400275.0
2020-06-08,147.599,151.739,146.947,151.692,1129165.0
2020-06-09,146.639,150.722,145.24,148.792,1362196.0
2020-06-10,147.58,149.1,143.245,143.627,1118665.0
2020-06-11,135.18,139.031,129.316,129.679,1137694.0
2020-06-12,136.896,138.509,132.16,136.719,1216973.0
2020-06-13,136.896,138.509,132.16,136.719,1216973.0
2020-06-14,136.896,138.509,132.16,136.719,1216973.0
2020-06-15,132.318,142.555,131.936,140.019,1745694.0
2020-06-16,147.347,147.347,140.019,143.124,1210389.0
2020-06-17,143.562,143.59,138.975,139.562,1418551.0
2020-06-18,138.63,143.306,137.903,140.345,1377207.0
2020-06-19,143.459,143.553,136.831,138.313,2098144.0
2020-06-20,143.459,143.553,136.831,138.313,2098144.0
2020-06-21,143.459,143.553,136.831,138.313,2098144.0
2020-06-22,138.686,141.045,137.203,138.248,1355115.0
2020-06-23,141.324,142.08,138.136,138.555,1215223.0
2020-06-24,136.7,136.747,131.26,133.288,1241031.0
2020-06-25,135.833,142.387,135.152,141.296,1434580.0
2020-06-26,138.63,139.478,134.183,137.082,2317819.0
2020-06-27,138.63,139.478,134.183,137.082,2317819.0
2020-06-28,138.63,139.478,134.183,137.082,2317819.0
2020-06-29,139.311,139.572,136.952,138.322,980969.0
2020-06-30,137.259,141.059,137.259,139.889,1116583.0
2020-07-01,140.262,141.451,135.73,135.963,797445.0
2020-07-02,139.935,140.886,135.339,135.609,679903.0
2020-07-03,139.935,140.886,135.339,135.609,679903.0
2020-07-04,139.935,140.886,135.339,135.609,679903.0
2020-07-05,139.935,140.886,135.339,135.609,679903.0
2020-07-06,140.019,141.697,139.105,140.038,701710.0
2020-07-07,138.583,139.086,136.01,136.243,848626.0
2020-07-08,135.814,138.91,135.814,138.369,796975.0
2020-07-09,138.35,138.593,132.738,133.595,627885.0
2020-07-10,133.978,138.835,133.847,138.527,762086.0
2020-07-11,133.978,138.835,133.847,138.527,762086.0
2020-07-12,133.978,138.835,133.847,138.527,762086.0
2020-07-13,140.056,141.329,137.763,137.977,748120.0
2020-07-14,137.558,140.047,136.476,139.665,551960.0
2020-07-15,143.254,144.149,140.345,143.674,638603.0
2020-07-16,142.303,144.616,140.998,142.546,531672.0
2020-07-17,143.394,143.674,141.716,142.993,636019.0
2020-07-18,143.394,143.674,141.716,142.993,636019.0
2020-07-19,143.394,143.674,141.716,142.993,636019.0
2020-07-20,141.753,144.289,140.896,143.935,735154.0
2020-07-21,144.373,147.972,144.355,146.685,670677.0
2020-07-22,145.995,149.305,145.995,147.273,749044.0
2020-07-23,146.592,148.848,145.856,146.201,617058.0
2020-07-24,145.445,147.04,144.616,144.755,624216.0
2020-07-25,145.445,147.04,144.616,144.755,624216.0
2020-07-26,145.445,147.04,144.616,144.755,624216.0
2020-07-27,144.103,146.257,141.902,145.762,565901.0
2020-07-28,144.233,145.669,143.609,143.627,692474.0
2020-07-29,143.301,146.424,141.744,146.294,866550.0
2020-07-30,142.947,142.947,138.719,141.753,955543.0
2020-07-31,142.108,143.972,140.849,143.236,692869.0
2020-08-01,142.108,143.972,140.849,143.236,692869.0
2020-08-02,142.108,143.972,140.849,143.236,692869.0
2020-08-03,143.972,145.856,142.21,145.156,583817.0
2020-08-04,143.627,144.373,141.408,143.04,765469.0
2020-08-05,144.83,146.601,144.69,145.604,634719.0
2020-08-06,144.569,146.182,143.87,145.306,508646.0
2020-08-07,144.442,150.111,144.236,150.027,620385.0
2020-08-08,144.442,150.111,144.236,150.027,620385.0
2020-08-09,144.442,150.111,144.236,150.027,620385.0
2020-08-10,150.177,152.242,150.177,150.956,497386.0
2020-08-11,153.931,155.555,152.354,152.57,744934.0
2020-08-12,155.227,155.311,149.407,151.191,474730.0
2020-08-13,149.867,151.35,149.032,149.238,536073.0
2020-08-14,148.656,151.097,148.131,149.858,474913.0
2020-08-15,148.656,151.097,148.131,149.858,474913.0
2020-08-16,148.656,151.097,148.131,149.858,474913.0
2020-08-17,149.886,150.008,148.074,148.14,437624.0
2020-08-18,148.347,148.628,146.742,146.892,600133.0
2020-08-19,147.033,150.233,146.957,147.22,588920.0
2020-08-20,145.709,147.727,144.799,145.615,516138.0
2020-08-21,145.709,147.164,144.47,145.024,654927.0
2020-08-22,145.709,147.164,144.47,145.024,654927.0
2020-08-23,145.709,147.164,144.47,145.024,654927.0
2020-08-24,145.841,148.065,145.794,148.037,914772.0
2020-08-25,149.689,150.064,147.23,147.352,537176.0
2020-08-26,147.145,147.281,145.512,146.178,528123.0
2020-08-27,146.216,150.637,145.953,149.332,567276.0
2020-08-28,150.196,150.196,147.324,149.135,498893.0
2020-08-29,150.196,150.196,147.324,149.135,498893.0
2020-08-30,150.196,150.196,147.324,149.135,498893.0
2020-08-31,149.135,149.135,147.164,147.173,750644.0
2020-09-01,146.038,147.76,144.639,147.511,688919.0
2020-09-02,147.389,150.825,146.77,149.923,589097.0
2020-09-03,150.778,153.47,145.446,146.742,630809.0
2020-09-04,149.651,150.44,144.076,146.929,614470.0
2020-09-05,149.651,150.44,144.076,146.929,614470.0
2020-09-06,149.651,150.44,144.076,146.929,614470.0
2020-09-07,149.651,150.44,144.076,146.929,614470.0
2020-09-08,144.883,145.015,139.74,140.331,780509.0
2020-09-09,141.701,142.236,139.28,140.885,675534.0
2020-09-10,141.213,143.001,140.214,140.857,810767.0
2020-09-11,141.429,143.749,140.706,142.762,667654.0
2020-09-12,141.429,143.749,140.706,142.762,667654.0
2020-09-13,141.429,143.749,140.706,142.762,667654.0
2020-09-14,144.076,147.253,143.996,146.451,725580.0
2020-09-15,146.469,146.549,143.963,144.404,774232.0
2020-09-16,144.808,149.942,144.414,147.765,651546.0
2020-09-17,145.39,147.83,143.804,147.361,683938.0
2020-09-18,147.079,149.783,146.056,148.027,1436324.0
2020-09-19,147.079,149.783,146.056,148.027,1436324.0
2020-09-20,147.079,149.783,146.056,148.027,1436324.0
2020-09-21,144.189,145.615,138.613,141.157,913033.0
2020-09-22,140.894,143.015,138.125,139.561,630435.0
2020-09-23,140.171,141.955,136.271,136.426,459688.0
2020-09-24,136.53,138.031,133.113,135.732,519696.0
2020-09-25,134.005,138.97,133.883,137.731,502272.0
2020-09-26,134.005,138.97,133.883,137.731,502272.0
2020-09-27,134.005,138.97,133.883,137.731,502272.0
2020-09-28,140.528,143.419,138.82,142.18,710472.0
2020-09-29,141.025,142.232,137.975,141.147,521911.0
2020-09-30,142.321,146.779,141.579,144.648,954709.0
2020-10-01,145.662,147.277,143.766,145.775,596415.0
2020-10-02,142.809,150.825,142.687,149.097,576613.0
2020-10-03,142.809,150.825,142.687,149.097,576613.0
2020-10-04,142.809,150.825,142.687,149.097,576613.0
2020-10-05,151.153,153.387,150.993,152.674,667982.0
2020-10-06,154.419,155.396,149.647,149.989,656433.0
2020-10-07,152.636,155.499,151.876,154.767,692421.0
2020-10-08,156.353,159.094,155.25,158.915,463980.0
2020-10-09,159.563,161.13,158.746,159.882,532150.0
2020-10-10,159.563,161.13,158.746,159.882,532150.0
2020-10-11,159.563,161.13,158.746,159.882,532150.0
2020-10-12,159.328,162.313,159.328,161.478,563534.0
2020-10-13,160.267,161.393,155.766,156.494,748745.0
2020-10-14,157.273,158.765,156.39,156.813,481012.0
2020-10-15,154.448,161.14,154.035,160.483,479562.0
2020-10-16,160.952,161.234,158.216,159.516,648265.0
2020-10-17,160.952,161.234,158.216,159.516,648265.0
2020-10-18,160.952,161.234,158.216,159.516,648265.0
2020-10-19,160.877,162.482,158.305,158.662,557280.0
2020-10-20,158.897,160.595,157.245,157.676,710281.0
2020-10-21,157.836,159.788,156.456,156.512,480301.0
2020-10-22,156.897,160.304,156.006,159.863,439434.0
2020-10-23,161.187,161.816,159.385,159.929,495153.0
2020-10-24,161.187,161.816,159.385,159.929,495153.0
2020-10-25,161.187,161.816,159.385,159.929,495153.0
2020-10-26,157.46,157.911,153.406,155.442,500866.0
2020-10-27,155.564,155.564,152.073,152.42,522261.0
2020-10-28,149.248,151.256,146.929,148.534,739900.0
2020-10-29,149.22,152.767,145.794,151.219,730232.0
2020-10-30,150.102,151.575,148.14,150.956,656261.0
2020-10-31,150.102,151.575,148.14,150.956,656261.0
2020-11-01,150.102,151.575,148.14,150.956,656261.0
2020-11-02,153.8,155.367,152.417,154.354,517162.0
2020-11-03,156.747,159.657,156.179,157.169,584000.0
2020-11-04,154.391,162.322,151.998,158.061,847994.0
2020-11-05,160.37,163.909,160.06,162.088,646208.0
2020-11-06,163.315,163.315,159.302,160.322,365375.0
2020-11-07,163.315,163.315,159.302,160.322,365375.0
2020-11-08,163.315,163.315,159.302,160.322,365375.0
2020-11-09,172.409,177.031,172.031,172.749,1386787.0
2020-11-10,172.56,174.25,168.695,172.966,1034407.0
2020-11-11,174.845,174.864,170.001,171.2,566438.0
2020-11-12,170.331,170.804,165.884,167.423,577353.0
2020-11-13,169.576,175.279,169.019,174.581,713996.0
2020-11-14,169.576,175.279,169.019,174.581,713996.0
2020-11-15,169.576,175.279,169.019,174.581,713996.0
2020-11-16,177.961,178.065,174.052,175.61,635100.0
2020-11-17,173.381,174.77,171.398,173.967,581486.0
2020-11-18,174.222,177.945,173.07,173.117,446329.0
2020-11-19,171.691,173.844,170.218,173.4,436873.0
2020-11-20,172.626,172.796,169.755,169.784,527934.0
2020-11-21,172.626,172.796,169.755,169.784,527934.0
2020-11-22,172.626,172.796,169.755,169.784,527934.0
2020-11-23,171.606,173.986,170.992,173.523,526547.0
2020-11-24,176.403,182.428,175.374,181.937,762984.0
2020-11-25,181.106,181.247,177.98,179.595,670041.0
2020-11-26,181.106,181.247,177.98,179.595,670041.0
2020-11-27,179.491,180.832,178.707,180.124,300281.0
2020-11-28,179.491,180.832,178.707,180.124,300281.0
2020-11-29,179.491,180.832,178.707,180.124,300281.0
2020-11-30,177.857,179.529,174.444,174.921,1096721.0
2020-12-01,178.953,180.161,177.461,179.652,773735.0
2020-12-02,179.368,183.06,178.764,182.664,823048.0
2020-12-03,182.324,185.733,182.107,183.863,722390.0
2020-12-04,185.128,187.119,184.543,185.346,514190.0
2020-12-05,185.128,187.119,184.543,185.346,514190.0
2020-12-06,185.128,187.119,184.543,185.346,514190.0
2020-12-07,184.269,184.458,181.835,183.608,810667.0
2020-12-08,181.672,182.909,180.889,181.786,649018.0
2020-12-09,183.212,185.478,181.125,182.475,690190.0
2020-12-10,180.549,182.362,179.67,182.107,838524.0
2020-12-11,179.774,181.616,178.924,181.059,539890.0
2020-12-12,179.774,181.616,178.924,181.059,539890.0
2020-12-13,179.774,181.616,178.924,181.059,539890.0
2020-12-14,183.769,183.769,180.256,180.35,941807.0
2020-12-15,182.333,182.385,179.076,180.143,678316.0
2020-12-16,181.54,181.946,178.339,179.17,790704.0
2020-12-17,179.604,180.161,177.687,179.463,686092.0
2020-12-18,177.574,179.718,175.289,176.526,2279834.0
2020-12-19,177.574,179.718,175.289,176.526,2279834.0
2020-12-20,177.574,179.718,175.289,176.526,2279834.0
2020-12-21,176.158,177.305,172.645,176.356,767795.0
2020-12-22,176.809,177.263,174.165,174.751,591484.0
2020-12-23,175.289,179.123,175.289,178.037,445031.0
2020-12-24,178.452,179.302,176.535,179.132,212134.0
2020-12-25,178.452,179.302,176.535,179.132,212134.0
2020-12-26,178.452,179.302,176.535,179.132,212134.0
2020-12-27,178.452,179.302,176.535,179.132,212134.0
2020-12-28,180.511,182.314,179.349,179.397,402682.0
2020-12-29,180.331,180.7,178.32,178.537,408510.0
2020-12-30,178.311,181.776,178.311,180.69,393651.0
2020-12-31,180.558,183.816,180.483,183.504,422284.0
2021-01-01,180.558,183.816,180.483,183.504,422284.0
2021-01-02,180.558,183.816,180.483,183.504,422284.0
2021-01-03,180.558,183.816,180.483,183.504,422284.0
2021-01-04,184.42,184.987,175.449,177.631,587787.0
2021-01-05,177.631,179.274,175.364,176.592,560933.0
2021-01-06,180.605,188.802,180.199,186.724,736359.0
2021-01-07,188.858,190.917,188.297,188.981,585860.0
2021-01-08,189.567,190.402,187.461,190.322,545441.0
2021-01-09,189.567,190.402,187.461,190.322,545441.0
2021-01-10,189.567,190.402,187.461,190.322,545441.0
2021-01-11,188.122,190.709,188.018,190.35,855097.0
2021-01-12,190.832,194.666,190.119,193.155,733323.0
2021-01-13,193.164,193.448,190.275,191.757,462570.0
2021-01-14,192.607,195.733,191.243,195.421,749612.0
2021-01-15,193.23,196.913,192.097,196.677,665120.0
2021-01-16,193.23,196.913,192.097,196.677,665120.0
2021-01-17,193.23,196.913,192.097,196.677,665120.0
2021-01-18,193.23,196.913,192.097,196.677,665120.0
2021-01-19,197.924,201.824,197.612,201.125,822620.0
2021-01-20,201.833,202.541,199.614,201.285,536544.0
2021-01-21,201.512,202.551,200.133,200.133,663027.0
2021-01-22,198.679,200.615,198.301,199.992,447083.0
2021-01-23,198.679,200.615,198.301,199.992,447083.0
2021-01-24,198.679,200.615,198.301,199.992,447083.0
2021-01-25,198.613,201.578,197.684,199.822,630604.0
2021-01-26,201.351,201.521,198.622,199.501,551314.0
2021-01-27,195.733,198.264,189.859,190.237,890922.0
2021-01-28,193.079,197.744,188.204,195.147,771209.0
2021-01-29,193.552,193.552,186.79,186.847,1012379.0
2021-01-30,193.552,193.552,186.79,186.847,1012379.0
2021-01-31,193.552,193.552,186.79,186.847,1012379.0
2021-02-01,188.688,189.859,185.808,189.652,610013.0
2021-02-02,192.286,194.713,191.446,193.665,518167.0
2021-02-03,192.966,193.863,189.84,190.615,844269.0
2021-02-04,191.191,197.763,190.997,197.65,478814.0
2021-02-05,198.953,201.408,198.197,199.302,462274.0
2021-02-06,198.953,201.408,198.197,199.302,462274.0
2021-02-07,198.953,201.408,198.197,199.302,462274.0
2021-02-08,199.538,201.616,199.189,201.427,392727.0
2021-02-09,200.974,203.448,199.68,202.702,565080.0
2021-02-10,203.24,205.61,201.833,203.07,746088.0
2021-02-11,204.009,204.873,202.074,203.725,444951.0
2021-02-12,203.06,207.188,202.861,206.932,412857.0
2021-02-13,203.06,207.188,202.861,206.932,412857.0
2021-02-14,203.06,207.188,202.861,206.932,412857.0
2021-02-15,203.06,207.188,202.861,206.932,412857.0
2021-02-16,208.517,210.051,207.473,208.934,828598.0
2021-02-17,207.957,208.564,205.244,207.226,513847.0
2021-02-18,204.721,206.192,201.917,203.25,601451.0
2021-02-19,204.721,213.214,203.355,213.014,1233604.0
2021-02-20,204.721,213.214,203.355,213.014,1233604.0
2021-02-21,204.721,213.214,203.355,213.014,1233604.0
2021-02-22,212.037,216.278,210.784,214.333,872005.0
2021-02-23,216.307,216.307,211.42,214.922,717288.0
2021-02-24,214.684,220.909,213.697,220.235,641537.0
2021-02-25,221.554,221.953,211.705,212.492,569949.0
2021-02-26,212.644,214.722,209.114,209.93,886684.0
2021-02-27,212.644,214.722,209.114,209.93,886684.0
2021-02-28,212.644,214.722,209.114,209.93,886684.0
2021-03-01,213.479,218.935,213.479,217.37,651348.0
2021-03-02,216.601,217.36,214.248,214.248,753649.0
2021-03-03,215.159,216.592,211.961,212.255,893965.0
2021-03-04,210.566,212.806,202.472,206.135,946709.0
2021-03-05,209.949,211.885,202.966,210.936,958602.0
2021-03-06,209.949,211.885,202.966,210.936,958602.0
2021-03-07,209.949,211.885,202.966,210.936,958602.0
2021-03-08,213.498,218.243,212.051,212.616,854473.0
2021-03-09,212.227,215.434,209.987,212.075,856083.0
2021-03-10,214.21,216.81,212.995,214.115,1166533.0
2021-03-11,213.441,217.616,210.889,214.959,993639.0
2021-03-12,217.465,217.692,213.062,213.963,698513.0
2021-03-13,217.465,217.692,213.062,213.963,698513.0
2021-03-14,217.465,217.692,213.062,213.963,698513.0
2021-03-15,214.57,216.516,210.49,216.468,972826.0
2021-03-16,214.713,215.984,209.133,209.817,917777.0
2021-03-17,210.424,214.004,209.043,213.963,939315.0
2021-03-18,215.405,224.353,214.134,215.301,1623879.0
2021-03-19,213.669,218.565,210.557,216.753,3286970.0
2021-03-20,213.669,218.565,210.557,216.753,3286970.0
2021-03-21,213.669,218.565,210.557,216.753,3286970.0
2021-03-22,216.743,218.318,214.282,217.465,918026.0
2021-03-23,216.146,217.446,209.532,210.244,768101.0
2021-03-24,212.17,216.705,211.098,211.098,624751.0
2021-03-25,211.154,216.724,207.976,216.051,678906.0
2021-03-26,217.778,220.767,214.959,220.691,713877.0
2021-03-27,217.778,220.767,214.959,220.691,713877.0
2021-03-28,217.778,220.767,214.959,220.691,713877.0
2021-03-29,218.1,219.837,214.551,217.559,574086.0
2021-03-30,218.66,221.905,218.613,220.899,360081.0
2021-03-31,220.643,223.139,219.846,220.567,627534.0
2021-04-01,222.086,223.509,220.795,223.376,494653.0
2021-04-02,222.086,223.509,220.795,223.376,494653.0
2021-04-03,222.086,223.509,220.795,223.376,494653.0
2021-04-04,222.086,223.509,220.795,223.376,494653.0
2021-04-05,226.261,228.225,223.905,226.099,551568.0
2021-04-06,226.109,227.396,223.684,224.344,409793.0
2021-04-07,224.989,226.697,223.129,225.919,373645.0
2021-04-08,225.521,226.023,222.717,224.942,330546.0
2021-04-09,227.086,228.851,225.739,228.481,434545.0
2021-04-10,227.086,228.851,225.739,228.481,434545.0
2021-04-11,227.086,228.851,225.739,228.481,434545.0
2021-04-12,229.392,233.795,228.547,233.112,578522.0
2021-04-13,231.944,232.523,228.671,230.853,626930.0
2021-04-14,230.502,235.92,229.449,234.307,624231.0
2021-04-15,235.36,236.528,232.258,234.867,560879.0
2021-04-16,236.252,236.48,233.671,236.053,547256.0
2021-04-17,236.252,236.48,233.671,236.053,547256.0
2021-04-18,236.252,236.48,233.671,236.053,547256.0
2021-04-19,235.987,236.907,233.453,234.098,422429.0
2021-04-20,232.495,233.093,228.073,229.99,654383.0
2021-04-21,228.633,234.943,228.139,234.687,440978.0
2021-04-22,234.886,234.886,229.8,230.483,479057.0
2021-04-23,231.385,237.22,230.246,236.404,503004.0
2021-04-24,231.385,237.22,230.246,236.404,503004.0
2021-04-25,231.385,237.22,230.246,236.404,503004.0
2021-04-26,236.869,238.416,234.535,234.848,602589.0
2021-04-27,238.16,246.367,238.16,243.416,773961.0
2021-04-28,243.303,244.546,241.737,243.502,500526.0
2021-04-29,246.709,248.455,244.366,247.506,611132.0
2021-04-30,246.424,247.452,243.17,245.191,817960.0
2021-05-01,246.424,247.452,243.17,245.191,817960.0
2021-05-02,246.424,247.452,243.17,245.191,817960.0
2021-05-03,247.876,248.36,243.796,244.669,748056.0
2021-05-04,242.942,245.172,239.194,244.365,745013.0
2021-05-05,246.671,249.461,244.043,247.895,471842.0
2021-05-06,247.943,250.258,245.267,250.125,492510.0
2021-05-07,247.514,253.88,246.687,253.155,495910.0
2021-05-08,247.514,253.88,246.687,253.155,495910.0
2021-05-09,247.514,253.88,246.687,253.155,495910.0
2021-05-10,253.946,256.624,251.64,251.678,410518.0
2021-05-11,247.857,249.391,243.025,246.008,639890.0
2021-05-12,246.809,249.153,237.865,239.042,779511.0
2021-05-13,237.86,244.017,237.86,241.977,664448.0
2021-05-14,242.968,247.981,241.091,246.189,509571.0
2021-05-15,242.968,247.981,241.091,246.189,509571.0
2021-05-16,242.968,247.981,241.091,246.189,509571.0
2021-05-17,244.684,246.466,242.12,245.055,512489.0
2021-05-18,245.313,246.861,240.619,240.891,746806.0
2021-05-19,236.564,240.538,235.678,240.395,608996.0
2021-05-20,240.748,243.235,238.928,240.853,477713.0
2021-05-21,241.463,244.807,241.463,242.311,715380.0
2021-05-22,241.463,244.807,241.463,242.311,715380.0
2021-05-23,241.463,244.807,241.463,242.311,715380.0
2021-05-24,243.778,244.417,241.586,242.73,441796.0
2021-05-25,244.14,246.799,241.567,241.577,844504.0
2021-05-26,242.987,245.284,240.424,243.702,655127.0
2021-05-27,246.475,248.686,244.76,248.057,1849857.0
2021-05-28,249.02,249.201,244.812,247.619,625260.0
2021-05-29,249.02,249.201,244.812,247.619,625260.0
2021-05-30,249.02,249.201,244.812,247.619,625260.0
2021-05-31,249.02,249.201,244.812,247.619,625260.0
2021-06-01,250.783,251.383,248.162,249.944,599202.0
2021-06-02,249.944,250.687,246.942,250.335,463602.0
2021-06-03,249.515,253.913,248.696,251.412,514272.0
2021-06-04,251.25,253.079,249.077,252.927,377737.0
2021-06-05,251.25,253.079,249.077,252.927,377737.0
2021-06-06,251.25,253.079,249.077,252.927,377737.0
2021-06-07,254.27,254.27,251.926,252.403,414852.0
2021-06-08,251.135,252.612,248.067,251.497,462518.0
2021-06-09,249.925,250.811,248.067,248.457,649589.0
2021-06-10,250.926,251.955,244.769,245.217,496923.0
2021-06-11,245.98,246.885,245.17,246.399,560143.0
2021-06-12,245.98,246.885,245.17,246.399,560143.0
2021-06-13,245.98,246.885,245.17,246.399,560143.0
2021-06-14,246.113,246.342,241.358,242.644,903133.0
2021-06-15,242.063,244.807,240.281,242.93,711548.0
2021-06-16,242.196,243.226,237.527,241.682,958067.0
2021-06-17,242.673,242.673,232.004,233.439,839285.0
2021-06-18,228.979,229.384,225.234,225.529,1336319.0
2021-06-19,228.979,229.384,225.234,225.529,1336319.0
2021-06-20,228.979,229.384,225.234,225.529,1336319.0
2021-06-21,228.016,230.885,227.502,229.998,632359.0
2021-06-22,230.075,233.229,227.878,231.542,906764.0
2021-06-23,231.561,232.991,229.979,231.637,629168.0
2021-06-24,233.82,234.43,231.009,233.896,572073.0
2021-06-25,235.154,238.137,234.506,236.946,2010956.0
2021-06-26,235.154,238.137,234.506,236.946,2010956.0
2021-06-27,235.154,238.137,234.506,236.946,2010956.0
2021-06-28,236.126,236.65,233.896,234.973,613002.0
2021-06-29,237.05,238.518,235.678,236.517,584897.0
2021-06-30,235.63,238.032,235.44,237.174,590290.0
2021-07-01,238.594,240.338,237.336,239.185,537215.0
2021-07-02,238.756,239.814,238.308,239.118,372209.0
2021-07-03,238.756,239.814,238.308,239.118,372209.0
2021-07-04,238.756,239.814,238.308,239.118,372209.0
2021-07-05,238.756,239.814,238.308,239.118,372209.0
2021-07-06,238.261,238.871,234.43,235.564,457620.0
2021-07-07,233.524,237.412,233.524,237.222,517528.0
2021-07-08,233.543,235.211,229.112,229.979,672697.0
2021-07-09,233.982,237.346,232.719,237.241,564487.0
2021-07-10,233.982,237.346,232.719,237.241,564487.0
2021-07-11,233.982,237.346,232.719,237.241,564487.0
2021-07-12,235.125,240.309,235.04,239.814,443197.0
2021-07-13,239.738,240.128,236.946,237.86,395271.0
2021-07-14,237.536,239.499,233.515,235.24,422775.0
2021-07-15,233.315,239.033,233.172,237.155,452050.0
2021-07-16,237.889,238.351,235.059,235.173,486329.0
2021-07-17,237.889,238.351,235.059,235.173,486329.0
2021-07-18,237.889,238.351,235.059,235.173,486329.0
2021-07-19,230.57,230.837,225.419,226.911,477995.0
2021-07-20,226.701,235.73,226.701,234.258,486696.0
2021-07-21,236.774,240.891,236.054,239.309,475339.0
2021-07-22,238.375,238.737,235.097,235.268,457707.0
2021-07-23,236.526,238.899,236.183,237.184,445003.0
2021-07-24,236.526,238.899,236.183,237.184,445003.0
2021-07-25,236.526,238.899,236.183,237.184,445003.0
2021-07-26,237.756,240.567,236.836,239.337,368791.0
2021-07-27,230.37,240.443,230.37,237.813,714173.0
2021-07-28,239.719,242.311,237.179,240.205,532267.0
2021-07-29,242.835,247.819,241.377,247.018,556748.0
2021-07-30,246.351,249.596,245.246,245.446,457052.0
2021-07-31,246.351,249.596,245.246,245.446,457052.0
2021-08-01,246.351,249.596,245.246,245.446,457052.0
2021-08-02,247.409,250.773,245.751,246.266,444099.0
2021-08-03,246.866,248.286,242.635,247.647,380680.0
2021-08-04,245.227,247.8,243.283,243.54,339698.0
2021-08-05,245.551,249.391,244.455,249.382,370682.0
2021-08-06,252.081,255.0,251.191,254.196,379775.0
2021-08-07,252.081,255.0,251.191,254.196,379775.0
2021-08-08,252.081,255.0,251.191,254.196,379775.0
2021-08-09,253.564,255.584,251.267,254.215,289732.0
2021-08-10,254.703,258.79,253.086,256.914,354098.0
2021-08-11,256.933,261.231,256.239,259.68,546359.0
2021-08-12,258.225,261.456,258.043,261.097,345836.0
2021-08-13,261.106,261.853,258.847,260.494,300433.0
2021-08-14,261.106,261.853,258.847,260.494,300433.0
2021-08-15,261.106,261.853,258.847,260.494,300433.0
2021-08-16,259.221,260.723,256.933,259.623,321719.0
2021-08-17,257.431,259.24,254.292,257.201,397639.0
2021-08-18,255.967,257.699,252.349,252.693,413045.0
2021-08-19,248.913,253.076,247.573,249.19,467047.0
2021-08-20,249.43,252.358,248.578,250.377,511412.0
2021-08-21,249.43,252.358,248.578,250.377,511412.0
2021-08-22,249.43,252.358,248.578,250.377,511412.0
2021-08-23,251.794,254.899,250.76,253.65,471471.0
2021-08-24,254.177,257.194,253.914,256.637,282547.0
2021-08-25,257.67,262.456,256.962,260.982,309546.0
2021-08-26,261.613,261.613,258.407,258.436,355761.0
2021-08-27,259.249,264.724,258.929,264.561,578452.0
2021-08-28,259.249,264.724,258.929,264.561,578452.0
2021-08-29,259.249,264.724,258.929,264.561,578452.0
2021-08-30,265.719,266.026,261.012,261.077,286587.0
2021-08-31,261.259,262.719,259.785,261.202,609582.0
2021-09-01,260.762,261.451,257.058,260.599,439946.0
2021-09-02,261.853,262.858,260.608,262.188,345912.0
2021-09-03,261.269,263.202,259.795,260.666,388255.0
2021-09-04,261.269,263.202,259.795,260.666,388255.0
2021-09-05,261.269,263.202,259.795,260.666,388255.0
2021-09-06,261.269,263.202,259.795,260.666,388255.0
2021-09-07,260.302,262.35,258.235,258.264,374898.0
2021-09-08,258.082,259.374,255.861,257.555,334427.0
2021-09-09,257.469,261.508,256.976,257.986,351363.0
2021-09-10,260.541,260.541,255.21,255.287,370914.0
2021-09-11,260.541,260.541,255.21,255.287,370914.0
