,TMX US Equity,TMX US Equity,TMX US Equity,TMX US Equity,TMX US Equity
2024-01-01,38.83,39.41,37.75,37.87,25883318.0
2024-01-02,38.83,39.41,37.75,37.87,25883318.0
2024-01-03,38.83,39.41,37.75,37.87,25883318.0
2024-01-04,38.83,39.41,37.75,37.87,25883318.0
2024-01-05,38.83,39.41,37.75,37.87,25883318.0
2024-01-06,38.83,39.41,37.75,37.87,25883318.0
2024-01-07,38.83,39.41,37.75,37.87,25883318.0
2024-01-08,38.83,39.41,37.75,37.87,25883318.0
2024-01-09,38.83,39.41,37.75,37.87,25883318.0
2024-01-10,38.83,39.41,37.75,37.87,25883318.0
2024-01-11,38.83,39.41,37.75,37.87,25883318.0
2024-01-12,38.83,39.41,37.75,37.87,25883318.0
2024-01-13,38.83,39.41,37.75,37.87,25883318.0
2024-01-14,38.83,39.41,37.75,37.87,25883318.0
2024-01-15,38.83,39.41,37.75,37.87,25883318.0
2024-01-16,38.83,39.41,37.75,37.87,25883318.0
2024-01-17,38.83,39.41,37.75,37.87,25883318.0
2024-01-18,38.83,39.41,37.75,37.87,25883318.0
2024-01-19,38.83,39.41,37.75,37.87,25883318.0
2024-01-20,38.83,39.41,37.75,37.87,25883318.0
2024-01-21,38.83,39.41,37.75,37.87,25883318.0
2024-01-22,38.83,39.41,37.75,37.87,25883318.0
2024-01-23,38.83,39.41,37.75,37.87,25883318.0
2024-01-24,38.83,39.41,37.75,37.87,25883318.0
2024-01-25,38.83,39.41,37.75,37.87,25883318.0
2024-01-26,38.83,39.41,37.75,37.87,25883318.0
2024-01-27,38.83,39.41,37.75,37.87,25883318.0
2024-01-28,38.83,39.41,37.75,37.87,25883318.0
2024-01-29,38.83,39.41,37.75,37.87,25883318.0
2024-01-30,38.83,39.41,37.75,37.87,25883318.0
2024-01-31,38.83,39.41,37.75,37.87,25883318.0
2024-02-01,38.83,39.41,37.75,37.87,25883318.0
2024-02-02,38.83,39.41,37.75,37.87,25883318.0
2024-02-03,38.83,39.41,37.75,37.87,25883318.0
2024-02-04,38.83,39.41,37.75,37.87,25883318.0
2024-02-05,38.83,39.41,37.75,37.87,25883318.0
2024-02-06,38.83,39.41,37.75,37.87,25883318.0
2024-02-07,38.83,39.41,37.75,37.87,25883318.0
2024-02-08,38.83,39.41,37.75,37.87,25883318.0
2024-02-09,38.83,39.41,37.75,37.87,25883318.0
2024-02-10,38.83,39.41,37.75,37.87,25883318.0
2024-02-11,38.83,39.41,37.75,37.87,25883318.0
2024-02-12,38.83,39.41,37.75,37.87,25883318.0
2024-02-13,38.83,39.41,37.75,37.87,25883318.0
2024-02-14,38.83,39.41,37.75,37.87,25883318.0
2024-02-15,38.83,39.41,37.75,37.87,25883318.0
2024-02-16,38.83,39.41,37.75,37.87,25883318.0
2024-02-17,38.83,39.41,37.75,37.87,25883318.0
2024-02-18,38.83,39.41,37.75,37.87,25883318.0
2024-02-19,38.83,39.41,37.75,37.87,25883318.0
2024-02-20,38.83,39.41,37.75,37.87,25883318.0
2024-02-21,38.83,39.41,37.75,37.87,25883318.0
2024-02-22,38.83,39.41,37.75,37.87,25883318.0
2024-02-23,38.83,39.41,37.75,37.87,25883318.0
2024-02-24,38.83,39.41,37.75,37.87,25883318.0
2024-02-25,38.83,39.41,37.75,37.87,25883318.0
2024-02-26,38.83,39.41,37.75,37.87,25883318.0
2024-02-27,38.83,39.41,37.75,37.87,25883318.0
2024-02-28,38.83,39.41,37.75,37.87,25883318.0
2024-02-29,38.83,39.41,37.75,37.87,25883318.0
2024-03-01,38.83,39.41,37.75,37.87,25883318.0
2024-03-02,38.83,39.41,37.75,37.87,25883318.0
2024-03-03,38.83,39.41,37.75,37.87,25883318.0
2024-03-04,38.83,39.41,37.75,37.87,25883318.0
2024-03-05,38.83,39.41,37.75,37.87,25883318.0
2024-03-06,38.83,39.41,37.75,37.87,25883318.0
2024-03-07,38.83,39.41,37.75,37.87,25883318.0
2024-03-08,38.83,39.41,37.75,37.87,25883318.0
2024-03-09,38.83,39.41,37.75,37.87,25883318.0
2024-03-10,38.83,39.41,37.75,37.87,25883318.0
2024-03-11,38.83,39.41,37.75,37.87,25883318.0
2024-03-12,38.83,39.41,37.75,37.87,25883318.0
2024-03-13,38.83,39.41,37.75,37.87,25883318.0
2024-03-14,38.83,39.41,37.75,37.87,25883318.0
2024-03-15,38.83,39.41,37.75,37.87,25883318.0
2024-03-16,38.83,39.41,37.75,37.87,25883318.0
2024-03-17,38.83,39.41,37.75,37.87,25883318.0
2024-03-18,38.83,39.41,37.75,37.87,25883318.0
2024-03-19,38.83,39.41,37.75,37.87,25883318.0
2024-03-20,38.83,39.41,37.75,37.87,25883318.0
2024-03-21,38.83,39.41,37.75,37.87,25883318.0
2024-03-22,38.83,39.41,37.75,37.87,25883318.0
2024-03-23,38.83,39.41,37.75,37.87,25883318.0
2024-03-24,38.83,39.41,37.75,37.87,25883318.0
2024-03-25,38.83,39.41,37.75,37.87,25883318.0
2024-03-26,38.83,39.41,37.75,37.87,25883318.0
2024-03-27,38.83,39.41,37.75,37.87,25883318.0
2024-03-28,38.83,39.41,37.75,37.87,25883318.0
2024-03-29,38.83,39.41,37.75,37.87,25883318.0
2024-03-30,38.83,39.41,37.75,37.87,25883318.0
2024-03-31,38.83,39.41,37.75,37.87,25883318.0
2024-04-01,38.83,39.41,37.75,37.87,25883318.0
2024-04-02,38.83,39.41,37.75,37.87,25883318.0
2024-04-03,38.83,39.41,37.75,37.87,25883318.0
2024-04-04,38.83,39.41,37.75,37.87,25883318.0
2024-04-05,38.83,39.41,37.75,37.87,25883318.0
2024-04-06,38.83,39.41,37.75,37.87,25883318.0
2024-04-07,38.83,39.41,37.75,37.87,25883318.0
2024-04-08,38.83,39.41,37.75,37.87,25883318.0
