,CB US Equity,CB US Equity,CB US Equity,CB US Equity,CB US Equity
2024-04-10,248.4,250.57,247.07,248.0,1341587.0
2024-04-11,247.0,247.055,244.06,244.53,2163845.0
2024-04-12,244.58,246.01,243.815,245.81,1506616.0
2024-04-13,244.58,246.01,243.815,245.81,1506616.0
2024-04-14,244.58,246.01,243.815,245.81,1506616.0
2024-04-15,249.35,249.39,244.21,244.44,1478705.0
2024-04-16,245.91,246.635,244.62,245.21,1257334.0
2024-04-17,243.58,244.99,241.38,243.53,1797251.0
2024-04-18,245.2,246.08,244.41,245.39,1565896.0
2024-04-19,247.04,250.63,244.97,250.21,2573609.0
2024-04-20,247.04,250.63,244.97,250.21,2573609.0
2024-04-21,247.04,250.63,244.97,250.21,2573609.0
2024-04-22,251.02,253.57,250.0,251.5,1639071.0
2024-04-23,251.82,252.95,249.14,249.88,1917348.0
2024-04-24,240.57,243.605,238.85,243.01,3228930.0
2024-04-25,242.75,246.36,242.25,245.96,1920486.0
2024-04-26,243.99,246.91,243.14,245.45,1565900.0
2024-04-27,243.99,246.91,243.14,245.45,1565900.0
2024-04-28,243.99,246.91,243.14,245.45,1565900.0
2024-04-29,245.57,249.35,245.51,249.22,2218382.0
2024-04-30,249.66,250.3,248.245,248.64,1862883.0
2024-05-01,249.13,251.74,249.13,249.93,1158352.0
2024-05-02,250.52,251.34,248.54,250.25,1588660.0
2024-05-03,248.93,250.45,244.84,248.54,1444710.0
2024-05-04,248.93,250.45,244.84,248.54,1444710.0
2024-05-05,248.93,250.45,244.84,248.54,1444710.0
2024-05-06,250.18,252.09,249.9,252.05,761851.0
2024-05-07,252.95,253.18,251.735,251.95,1223574.0
2024-05-08,253.5,253.61,251.325,251.63,1398939.0
2024-05-09,251.26,254.33,250.9,254.04,1128932.0
2024-05-10,255.0,255.49,253.62,254.84,660235.0
2024-05-11,255.0,255.49,253.62,254.84,660235.0
2024-05-12,255.0,255.49,253.62,254.84,660235.0
2024-05-13,255.03,255.44,253.19,254.54,1001908.0
2024-05-14,254.44,255.185,252.59,253.16,1163757.0
2024-05-15,252.4,253.72,251.989,252.97,1116093.0
2024-05-16,269.66,270.16,260.5,264.88,4866814.0
2024-05-17,267.4,275.41,266.21,274.28,4303251.0
2024-05-18,267.4,275.41,266.21,274.28,4303251.0
2024-05-19,267.4,275.41,266.21,274.28,4303251.0
2024-05-20,274.74,275.37,264.03,264.14,2071189.0
2024-05-21,264.96,267.29,264.615,265.0,1413068.0
2024-05-22,265.1,268.95,265.02,267.44,1687282.0
2024-05-23,268.75,268.75,262.52,263.08,1404037.0
2024-05-24,263.78,265.45,263.53,264.76,862636.0
