,CB US Equity,CB US Equity,CB US Equity,CB US Equity,CB US Equity
2020-04-25,97.561,97.924,95.03,96.807,3894906.0
2020-04-26,97.561,97.924,95.03,96.807,3894906.0
2020-04-27,93.811,99.432,93.764,99.143,5051737.0
2020-04-28,100.753,103.88,100.241,102.754,3089167.0
2020-04-29,104.457,105.555,102.484,104.299,2560278.0
2020-04-30,102.754,103.75,100.409,100.521,3038063.0
2020-05-01,98.25,98.687,93.969,94.546,2420029.0
2020-05-02,98.25,98.687,93.969,94.546,2420029.0
2020-05-03,98.25,98.687,93.969,94.546,2420029.0
2020-05-04,93.811,94.015,91.763,92.452,3442869.0
2020-05-05,93.438,95.207,93.159,93.215,2762267.0
2020-05-06,93.838,93.997,88.459,88.645,3164775.0
2020-05-07,89.343,92.601,89.343,92.126,4543782.0
2020-05-08,93.811,95.151,92.489,94.881,4827990.0
2020-05-09,93.811,95.151,92.489,94.881,4827990.0
2020-05-10,93.811,95.151,92.489,94.881,4827990.0
2020-05-11,94.099,95.346,92.964,94.769,3910611.0
2020-05-12,95.058,95.951,94.471,94.546,3612868.0
2020-05-13,93.587,93.783,91.046,91.679,3258825.0
2020-05-14,90.19,92.526,86.64,91.996,3760050.0
2020-05-15,90.851,92.964,89.99,92.591,5507984.0
2020-05-16,90.851,92.964,89.99,92.591,5507984.0
2020-05-17,90.851,92.964,89.99,92.591,5507984.0
2020-05-18,96.705,98.976,96.137,98.036,3187905.0
2020-05-19,97.328,97.998,94.937,94.955,2626859.0
2020-05-20,96.119,98.997,95.83,97.356,2527846.0
2020-05-21,97.142,105.611,96.658,105.239,5550420.0
2020-05-22,105.276,109.232,104.42,108.887,4796256.0
2020-05-23,105.276,109.232,104.42,108.887,4796256.0
2020-05-24,105.276,109.232,104.42,108.887,4796256.0
2020-05-25,105.276,109.232,104.42,108.887,4796256.0
2020-05-26,112.759,114.173,109.93,110.116,4080045.0
2020-05-27,113.931,115.02,111.53,114.443,3809342.0
2020-05-28,116.212,116.212,113.634,115.132,3012785.0
2020-05-29,114.211,115.439,112.666,113.485,2488413.0
2020-05-30,114.211,115.439,112.666,113.485,2488413.0
2020-05-31,114.211,115.439,112.666,113.485,2488413.0
2020-06-01,112.722,112.722,110.33,111.27,2395576.0
2020-06-02,109.678,114.639,109.045,113.261,4051835.0
2020-06-03,116.332,118.789,115.178,117.682,4247919.0
2020-06-04,117.124,125.369,116.342,125.202,4305917.0
2020-06-05,132.554,132.717,127.268,130.916,4914923.0
2020-06-06,132.554,132.717,127.268,130.916,4914923.0
2020-06-07,132.554,132.717,127.268,130.916,4914923.0
2020-06-08,132.331,132.852,129.227,130.944,3646671.0
2020-06-09,127.994,130.413,127.5,128.143,2629530.0
2020-06-10,126.849,127.333,121.842,121.898,2475317.0
2020-06-11,116.212,119.143,112.698,113.019,3270216.0
2020-06-12,117.989,119.171,114.136,116.975,2080898.0
2020-06-13,117.989,119.171,114.136,116.975,2080898.0
2020-06-14,117.989,119.171,114.136,116.975,2080898.0
2020-06-15,112.954,120.632,111.856,120.241,2709789.0
2020-06-16,124.774,124.774,119.124,121.414,1783172.0
2020-06-17,121.507,122.717,119.785,120.707,1525054.0
2020-06-18,119.658,122.345,119.003,121.39,1212024.0
2020-06-19,123.881,123.881,119.34,119.798,2464467.0
2020-06-20,123.881,123.881,119.34,119.798,2464467.0
2020-06-21,123.881,123.881,119.34,119.798,2464467.0
2020-06-22,118.853,120.435,117.842,119.265,1598960.0
2020-06-23,120.95,122.336,120.267,121.137,1853063.0
2020-06-24,119.396,119.415,116.699,118.132,1905521.0
2020-06-25,117.982,120.782,116.938,120.37,1300845.0
2020-06-26,118.74,119.962,115.314,116.063,3237524.0
2020-06-27,118.74,119.962,115.314,116.063,3237524.0
2020-06-28,118.74,119.962,115.314,116.063,3237524.0
2020-06-29,117.842,118.478,116.147,117.692,1382170.0
2020-06-30,117.514,119.199,116.83,118.553,1968519.0
2020-07-01,118.422,120.061,117.0,117.654,1271198.0
2020-07-02,120.313,121.563,117.345,117.57,1155222.0
2020-07-03,120.313,121.563,117.345,117.57,1155222.0
2020-07-04,120.313,121.563,117.345,117.57,1155222.0
2020-07-05,120.313,121.563,117.345,117.57,1155222.0
2020-07-06,119.546,120.952,118.516,119.18,1463259.0
2020-07-07,119.424,120.482,117.57,119.068,2334565.0
2020-07-08,118.169,120.201,117.739,119.714,1914457.0
2020-07-09,119.489,119.869,114.63,116.418,1752981.0
2020-07-10,116.596,120.969,116.091,120.248,1555959.0
2020-07-11,116.596,120.969,116.091,120.248,1555959.0
2020-07-12,116.596,120.969,116.091,120.248,1555959.0
2020-07-13,120.697,122.261,118.974,120.135,1413532.0
2020-07-14,120.257,122.785,119.283,122.411,1317057.0
2020-07-15,124.63,125.323,122.963,124.339,1893311.0
2020-07-16,124.92,128.59,124.368,127.364,2170792.0
2020-07-17,127.364,127.729,125.664,127.289,1329679.0
2020-07-18,127.364,127.729,125.664,127.289,1329679.0
2020-07-19,127.364,127.729,125.664,127.289,1329679.0
2020-07-20,126.736,127.448,125.332,125.725,1490782.0
2020-07-21,125.847,128.815,125.837,126.914,1199193.0
2020-07-22,126.006,127.645,125.426,127.13,1240484.0
2020-07-23,126.97,127.785,125.903,126.718,1288311.0
2020-07-24,127.57,128.047,125.06,126.315,1153331.0
2020-07-25,127.57,128.047,125.06,126.315,1153331.0
2020-07-26,127.57,128.047,125.06,126.315,1153331.0
2020-07-27,125.182,125.332,122.795,123.956,1861044.0
2020-07-28,123.59,124.349,123.001,123.553,1702122.0
2020-07-29,122.654,123.628,119.78,123.534,2575025.0
2020-07-30,121.465,123.946,120.332,121.718,2093980.0
2020-07-31,121.315,121.428,117.551,119.134,2174248.0
2020-08-01,121.315,121.428,117.551,119.134,2174248.0
2020-08-02,121.315,121.428,117.551,119.134,2174248.0
2020-08-03,119.461,119.518,117.42,118.394,1851577.0
2020-08-04,117.795,118.497,116.184,116.812,1748845.0
2020-08-05,117.804,119.143,117.598,117.664,1615295.0
2020-08-06,117.018,119.433,116.184,118.497,1247930.0
2020-08-07,117.664,121.868,117.579,121.671,1284307.0
2020-08-08,117.664,121.868,117.579,121.671,1284307.0
2020-08-09,117.664,121.868,117.579,121.671,1284307.0
2020-08-10,122.036,123.141,121.212,122.617,1309192.0
2020-08-11,124.555,126.24,123.16,123.6,1664968.0
2020-08-12,125.135,125.257,121.821,121.98,1913512.0
2020-08-13,121.109,123.347,120.22,122.841,1635235.0
2020-08-14,122.046,123.384,121.334,121.849,1412803.0
2020-08-15,122.046,123.384,121.334,121.849,1412803.0
2020-08-16,122.046,123.384,121.334,121.849,1412803.0
2020-08-17,121.325,121.559,117.617,117.823,1670641.0
2020-08-18,117.823,118.488,116.69,117.111,1489871.0
2020-08-19,117.392,118.132,115.585,116.035,1480676.0
2020-08-20,114.986,116.484,114.462,115.576,1793206.0
2020-08-21,115.482,115.8,113.956,114.153,1523648.0
2020-08-22,115.482,115.8,113.956,114.153,1523648.0
2020-08-23,115.482,115.8,113.956,114.153,1523648.0
2020-08-24,114.134,116.503,113.591,116.493,1670654.0
2020-08-25,117.533,118.197,116.69,117.888,1324204.0
2020-08-26,117.439,118.478,116.278,117.589,1476551.0
2020-08-27,118.132,122.036,117.842,119.621,1685124.0
2020-08-28,120.051,120.22,117.598,118.338,1397561.0
2020-08-29,120.051,120.22,117.598,118.338,1397561.0
2020-08-30,120.051,120.22,117.598,118.338,1397561.0
2020-08-31,118.104,118.31,115.772,117.036,1568280.0
2020-09-01,116.119,117.27,115.772,116.905,1110726.0
2020-09-02,116.681,118.403,115.613,117.813,1783551.0
2020-09-03,119.386,121.933,115.257,116.109,1435996.0
2020-09-04,118.244,119.583,116.4,117.561,1420385.0
2020-09-05,118.244,119.583,116.4,117.561,1420385.0
2020-09-06,118.244,119.583,116.4,117.561,1420385.0
2020-09-07,118.244,119.583,116.4,117.561,1420385.0
2020-09-08,117.036,117.289,112.598,113.394,1757431.0
2020-09-09,114.021,116.802,113.404,114.433,1403069.0
2020-09-10,114.874,115.665,111.494,111.634,1795625.0
2020-09-11,111.943,113.75,110.808,112.982,1766241.0
2020-09-12,111.943,113.75,110.808,112.982,1766241.0
2020-09-13,111.943,113.75,110.808,112.982,1766241.0
2020-09-14,113.862,114.948,113.029,113.179,1750545.0
2020-09-15,113.029,114.087,110.024,110.164,2136458.0
2020-09-16,110.613,112.542,109.747,111.035,2014153.0
2020-09-17,110.215,110.507,108.104,110.3,2054269.0
2020-09-18,109.301,111.963,109.103,110.667,2604293.0
2020-09-19,109.301,111.963,109.103,110.667,2604293.0
2020-09-20,109.301,111.963,109.103,110.667,2604293.0
2020-09-21,108.386,109.998,107.057,109.319,2035957.0
2020-09-22,108.716,111.515,108.349,109.366,1732498.0
2020-09-23,109.857,111.105,107.105,107.302,1766002.0
2020-09-24,107.576,108.848,105.785,107.434,1803964.0
2020-09-25,106.171,107.632,105.493,107.302,1812299.0
2020-09-26,106.171,107.632,105.493,107.302,1812299.0
2020-09-27,106.171,107.632,105.493,107.302,1812299.0
2020-09-28,109.338,111.572,108.707,110.243,1665723.0
2020-09-29,109.63,109.725,106.652,107.764,2480847.0
2020-09-30,108.273,110.394,107.953,109.442,1805279.0
2020-10-01,109.8,110.428,107.972,109.216,1459321.0
2020-10-02,108.16,110.432,107.642,109.857,1255797.0
2020-10-03,108.16,110.432,107.642,109.857,1255797.0
2020-10-04,108.16,110.432,107.642,109.857,1255797.0
2020-10-05,111.129,112.721,110.686,112.251,1301764.0
2020-10-06,113.099,113.25,110.116,110.516,1541383.0
2020-10-07,110.648,112.514,110.535,112.26,1955344.0
2020-10-08,112.722,115.04,112.279,114.305,1236292.0
2020-10-09,114.861,114.927,113.07,113.523,1241270.0
2020-10-10,114.861,114.927,113.07,113.523,1241270.0
2020-10-11,114.861,114.927,113.07,113.523,1241270.0
2020-10-12,113.711,116.737,113.033,116.35,1542259.0
2020-10-13,115.144,115.493,111.317,111.751,1738226.0
2020-10-14,111.864,113.485,111.676,111.742,994492.0
2020-10-15,110.309,113.749,109.8,113.25,1414478.0
2020-10-16,113.259,114.037,112.166,112.401,1249442.0
2020-10-17,113.259,114.037,112.166,112.401,1249442.0
2020-10-18,113.259,114.037,112.166,112.401,1249442.0
2020-10-19,112.458,113.031,110.102,110.196,1628796.0
2020-10-20,111.657,113.212,110.733,112.439,2469260.0
2020-10-21,112.411,121.185,111.619,120.846,3800303.0
2020-10-22,120.196,121.11,118.707,120.29,2173952.0
2020-10-23,121.638,122.1,120.158,121.6,1259799.0
2020-10-24,121.638,122.1,120.158,121.6,1259799.0
2020-10-25,121.638,122.1,120.158,121.6,1259799.0
2020-10-26,119.734,120.328,117.689,118.744,1323561.0
2020-10-27,118.688,119.239,116.218,116.313,1519035.0
2020-10-28,121.685,122.147,118.339,120.092,4252074.0
2020-10-29,121.176,126.982,119.281,125.115,3946003.0
2020-10-30,124.107,125.822,121.129,122.439,3557216.0
2020-10-31,124.107,125.822,121.129,122.439,3557216.0
2020-11-01,124.107,125.822,121.129,122.439,3557216.0
2020-11-02,124.663,126.916,122.764,126.878,2708889.0
2020-11-03,127.896,130.582,127.302,127.5,3096436.0
2020-11-04,124.531,128.362,123.56,125.304,1799452.0
2020-11-05,125.662,130.535,125.361,128.867,1697179.0
2020-11-06,129.479,130.657,128.904,129.771,1724885.0
2020-11-07,129.479,130.657,128.904,129.771,1724885.0
2020-11-08,129.479,130.657,128.904,129.771,1724885.0
2020-11-09,141.053,141.948,134.108,138.527,4092874.0
2020-11-10,139.328,143.249,138.863,142.787,3016003.0
2020-11-11,142.646,142.735,138.848,140.459,1603487.0
2020-11-12,139.366,139.366,136.133,137.773,1872201.0
2020-11-13,139.856,140.742,138.291,140.676,1583901.0
2020-11-14,139.856,140.742,138.291,140.676,1583901.0
2020-11-15,139.856,140.742,138.291,140.676,1583901.0
2020-11-16,143.617,144.455,141.307,142.655,1433466.0
2020-11-17,142.005,142.259,139.696,141.402,1670681.0
2020-11-18,141.477,142.702,139.931,140.695,1595412.0
2020-11-19,139.422,140.214,137.537,138.895,2126340.0
2020-11-20,138.914,140.799,137.49,140.318,2042176.0
2020-11-21,138.914,140.799,137.49,140.318,2042176.0
2020-11-22,138.914,140.799,137.49,140.318,2042176.0
2020-11-23,141.26,141.656,139.272,140.459,1444008.0
2020-11-24,145.247,146.058,142.429,145.85,2375002.0
2020-11-25,143.956,144.295,142.09,143.758,1690060.0
2020-11-26,143.956,144.295,142.09,143.758,1690060.0
2020-11-27,143.447,144.474,142.278,142.712,906412.0
2020-11-28,143.447,144.474,142.278,142.712,906412.0
2020-11-29,143.447,144.474,142.278,142.712,906412.0
2020-11-30,141.006,142.099,138.621,139.328,5984078.0
2020-12-01,142.731,144.361,140.742,143.852,2197172.0
2020-12-02,142.9,144.484,142.118,144.371,2082892.0
2020-12-03,143.946,145.271,143.108,145.134,2002001.0
2020-12-04,145.813,146.501,144.983,146.482,1457121.0
2020-12-05,145.813,146.501,144.983,146.482,1457121.0
2020-12-06,145.813,146.501,144.983,146.482,1457121.0
2020-12-07,145.03,146.02,142.995,143.579,1260503.0
2020-12-08,143.108,144.587,142.448,143.635,1525436.0
2020-12-09,144.71,145.379,142.834,144.229,2088914.0
2020-12-10,143.353,145.869,143.042,144.842,1997082.0
2020-12-11,143.701,145.354,143.701,144.898,1504544.0
2020-12-12,143.701,145.354,143.701,144.898,1504544.0
2020-12-13,143.701,145.354,143.701,144.898,1504544.0
2020-12-14,146.585,146.585,142.071,142.184,1639120.0
2020-12-15,143.456,145.549,142.09,145.511,1825203.0
2020-12-16,145.652,145.765,143.362,145.294,1563279.0
2020-12-17,145.597,146.052,144.394,145.323,1671308.0
2020-12-18,145.541,146.204,143.229,144.328,3609492.0
2020-12-19,145.541,146.204,143.229,144.328,3609492.0
2020-12-20,145.541,146.204,143.229,144.328,3609492.0
2020-12-21,144.868,144.934,141.619,143.75,1638788.0
2020-12-22,141.297,143.258,141.297,142.253,1523401.0
2020-12-23,143.21,143.911,142.462,143.097,965120.0
2020-12-24,143.343,143.343,141.714,142.879,422387.0
2020-12-25,143.343,143.343,141.714,142.879,422387.0
2020-12-26,143.343,143.343,141.714,142.879,422387.0
2020-12-27,143.343,143.343,141.714,142.879,422387.0
2020-12-28,143.599,144.963,142.822,143.873,865860.0
2020-12-29,144.944,144.944,142.727,142.945,727431.0
2020-12-30,143.636,144.632,143.336,143.921,675264.0
2020-12-31,144.328,145.99,142.68,145.806,1220285.0
2021-01-01,144.328,145.99,142.68,145.806,1220285.0
2021-01-02,144.328,145.99,142.68,145.806,1220285.0
2021-01-03,144.328,145.99,142.68,145.806,1220285.0
2021-01-04,144.404,145.417,140.586,141.837,1799168.0
2021-01-05,142.083,143.223,140.567,141.95,946944.0
2021-01-06,143.627,149.083,143.509,148.704,1718823.0
2021-01-07,149.623,149.661,147.028,147.643,1410090.0
2021-01-08,148.165,149.021,145.247,147.208,1287764.0
2021-01-09,148.165,149.021,145.247,147.208,1287764.0
2021-01-10,148.165,149.021,145.247,147.208,1287764.0
2021-01-11,146.44,147.255,145.522,146.005,1471236.0
2021-01-12,146.185,148.463,145.934,148.354,1064944.0
2021-01-13,147.464,149.652,147.189,148.837,1113131.0
2021-01-14,149.131,149.32,147.435,147.606,934876.0
2021-01-15,146.63,147.823,144.754,147.009,1436263.0
2021-01-16,146.63,147.823,144.754,147.009,1436263.0
2021-01-17,146.63,147.823,144.754,147.009,1436263.0
2021-01-18,146.63,147.823,144.754,147.009,1436263.0
2021-01-19,146.857,147.918,146.829,147.17,1434527.0
2021-01-20,146.961,148.108,145.995,147.606,1446104.0
2021-01-21,147.985,150.381,147.416,148.884,2042473.0
2021-01-22,147.331,147.994,144.394,144.489,1505660.0
2021-01-23,147.331,147.994,144.394,144.489,1505660.0
2021-01-24,147.331,147.994,144.394,144.489,1505660.0
2021-01-25,143.362,144.963,142.396,144.641,1358452.0
2021-01-26,145.057,145.143,142.026,142.282,1155387.0
2021-01-27,140.207,141.969,136.75,137.451,1581617.0
2021-01-28,138.749,141.287,138.502,139.374,1464598.0
2021-01-29,138.313,138.938,136.409,137.991,2200473.0
2021-01-30,138.313,138.938,136.409,137.991,2200473.0
2021-01-31,138.313,138.938,136.409,137.991,2200473.0
2021-02-01,139.26,140.544,138.474,140.236,1714264.0
2021-02-02,141.78,143.949,140.454,142.699,1574938.0
2021-02-03,143.987,147.729,143.087,147.132,2574203.0
2021-02-04,148.884,154.312,148.307,154.151,3183307.0
2021-02-05,154.909,156.434,153.815,153.981,2233777.0
2021-02-06,154.909,156.434,153.815,153.981,2233777.0
2021-02-07,154.909,156.434,153.815,153.981,2233777.0
2021-02-08,153.195,157.514,152.721,157.419,2056222.0
2021-02-09,156.842,157.524,155.544,155.856,1555457.0
2021-02-10,156.027,157.211,155.364,155.62,1520557.0
2021-02-11,155.042,157.742,154.777,157.107,1507635.0
2021-02-12,155.79,157.377,153.27,155.506,1558975.0
2021-02-13,155.79,157.377,153.27,155.506,1558975.0
2021-02-14,155.79,157.377,153.27,155.506,1558975.0
2021-02-15,155.79,157.377,153.27,155.506,1558975.0
2021-02-16,156.823,157.041,154.293,155.885,2007690.0
2021-02-17,155.108,158.054,154.748,157.609,1448214.0
2021-02-18,156.576,157.154,154.729,156.093,1362140.0
2021-02-19,157.078,157.429,155.856,156.017,1276848.0
2021-02-20,157.078,157.429,155.856,156.017,1276848.0
2021-02-21,157.078,157.429,155.856,156.017,1276848.0
2021-02-22,155.44,160.223,155.174,159.674,2468227.0
2021-02-23,160.868,162.118,159.2,159.854,2095915.0
2021-02-24,159.996,162.611,159.352,161.663,1839575.0
2021-02-25,161.322,162.09,155.942,156.245,1844878.0
2021-02-26,156.491,157.059,154.009,154.009,1976828.0
2021-02-27,156.491,157.059,154.009,154.009,1976828.0
2021-02-28,156.491,157.059,154.009,154.009,1976828.0
2021-03-01,155.411,159.75,155.354,158.537,1403453.0
2021-03-02,157.922,160.839,157.41,158.774,1580128.0
2021-03-03,158.869,161.426,158.4,158.67,2159336.0
2021-03-04,158.632,159.144,155.335,157.249,2068360.0
2021-03-05,159.513,163.444,157.647,162.62,2177590.0
2021-03-06,159.513,163.444,157.647,162.62,2177590.0
2021-03-07,159.513,163.444,157.647,162.62,2177590.0
2021-03-08,162.933,167.101,161.862,164.098,1782827.0
2021-03-09,162.961,164.164,160.527,160.707,1784127.0
2021-03-10,161.284,164.875,161.0,164.335,1799244.0
2021-03-11,162.336,164.008,161.815,162.563,2957735.0
2021-03-12,164.875,166.106,164.193,165.822,1393584.0
2021-03-13,164.875,166.106,164.193,165.822,1393584.0
2021-03-14,164.875,166.106,164.193,165.822,1393584.0
2021-03-15,165.803,166.092,162.961,165.017,1350523.0
2021-03-16,164.439,164.439,161.209,163.331,969852.0
2021-03-17,164.732,165.026,162.203,164.306,1178958.0
2021-03-18,165.439,170.339,157.198,159.986,4640864.0
2021-03-19,159.301,160.138,151.413,151.517,6915691.0
2021-03-20,159.301,160.138,151.413,151.517,6915691.0
2021-03-21,159.301,160.138,151.413,151.517,6915691.0
2021-03-22,151.384,152.221,149.291,149.443,3351532.0
2021-03-23,148.815,151.66,148.52,149.757,3291895.0
2021-03-24,150.337,151.945,149.005,149.034,2326282.0
2021-03-25,149.49,151.727,147.563,151.213,3000318.0
2021-03-26,152.345,152.345,150.166,152.041,1891000.0
2021-03-27,152.345,152.345,150.166,152.041,1891000.0
2021-03-28,152.345,152.345,150.166,152.041,1891000.0
2021-03-29,154.629,154.629,150.252,152.573,2791095.0
2021-03-30,152.697,154.581,152.469,153.687,2700982.0
2021-03-31,153.078,154.629,150.156,150.318,2925457.0
2021-04-01,149.842,151.631,149.547,151.289,1993575.0
2021-04-02,149.842,151.631,149.547,151.289,1993575.0
2021-04-03,149.842,151.631,149.547,151.289,1993575.0
2021-04-04,149.842,151.631,149.547,151.289,1993575.0
2021-04-05,152.926,153.696,151.527,152.164,1332247.0
2021-04-06,152.05,153.515,151.631,153.24,1966352.0
2021-04-07,154.039,154.067,152.34,153.154,1256135.0
2021-04-08,151.86,152.697,150.927,152.164,1600758.0
2021-04-09,152.973,153.392,151.774,152.906,2077278.0
2021-04-10,152.973,153.392,151.774,152.906,2077278.0
2021-04-11,152.973,153.392,151.774,152.906,2077278.0
2021-04-12,153.525,154.248,152.697,153.144,1173670.0
2021-04-13,153.144,153.649,151.47,153.125,1458971.0
2021-04-14,152.897,157.16,152.25,156.161,1418056.0
2021-04-15,156.113,156.475,153.734,154.248,1723778.0
2021-04-16,154.591,156.218,154.591,154.886,1600800.0
2021-04-17,154.591,156.218,154.591,154.886,1600800.0
2021-04-18,154.591,156.218,154.591,154.886,1600800.0
2021-04-19,155.162,155.304,152.811,153.877,1165821.0
2021-04-20,153.392,154.324,152.602,153.877,1281069.0
2021-04-21,154.153,157.664,154.058,157.074,1263013.0
2021-04-22,156.294,160.556,155.495,158.835,2814389.0
2021-04-23,159.101,161.223,158.882,161.061,1658787.0
2021-04-24,159.101,161.223,158.882,161.061,1658787.0
2021-04-25,159.101,161.223,158.882,161.061,1658787.0
2021-04-26,160.909,162.165,157.931,157.988,1430075.0
2021-04-27,157.731,159.139,157.493,158.53,1190694.0
2021-04-28,159.796,161.632,154.353,156.113,2277688.0
2021-04-29,157.231,162.222,156.965,161.29,2880781.0
2021-04-30,160.843,164.915,160.433,163.279,3277661.0
2021-05-01,160.843,164.915,160.433,163.279,3277661.0
2021-05-02,160.843,164.915,160.433,163.279,3277661.0
2021-05-03,164.944,165.962,162.841,163.678,2272029.0
2021-05-04,163.24,165.267,163.003,164.344,2462955.0
2021-05-05,163.507,164.982,161.661,163.041,2150635.0
2021-05-06,164.059,165.21,163.031,164.849,2249464.0
2021-05-07,163.193,167.989,162.746,167.846,3034604.0
2021-05-08,163.193,167.989,162.746,167.846,3034604.0
2021-05-09,163.193,167.989,162.746,167.846,3034604.0
2021-05-10,168.284,168.607,165.381,165.41,1466482.0
2021-05-11,164.011,164.316,159.168,159.634,3457209.0
2021-05-12,160.795,161.29,156.779,156.932,2396938.0
2021-05-13,156.56,161.613,156.399,160.614,1797674.0
2021-05-14,160.605,162.413,160.214,161.937,1382036.0
2021-05-15,160.605,162.413,160.214,161.937,1382036.0
2021-05-16,160.605,162.413,160.214,161.937,1382036.0
2021-05-17,161.585,161.896,159.958,160.329,937024.0
2021-05-18,159.644,159.796,157.607,157.788,2812748.0
2021-05-19,156.703,158.102,155.276,158.054,2675482.0
2021-05-20,158.169,159.111,157.255,158.112,3352153.0
2021-05-21,158.549,160.614,157.655,158.635,2578311.0
2021-05-22,158.549,160.614,157.655,158.635,2578311.0
2021-05-23,158.549,160.614,157.655,158.635,2578311.0
2021-05-24,159.529,160.31,157.902,158.587,2924622.0
2021-05-25,158.321,159.758,157.445,157.645,2643813.0
2021-05-26,159.092,159.111,156.77,158.102,2303023.0
2021-05-27,159.13,161.699,158.806,161.147,4827391.0
2021-05-28,162.137,162.584,160.5,161.756,2194500.0
2021-05-29,162.137,162.584,160.5,161.756,2194500.0
2021-05-30,162.137,162.584,160.5,161.756,2194500.0
2021-05-31,162.137,162.584,160.5,161.756,2194500.0
2021-06-01,163.259,165.077,161.775,163.183,2965297.0
2021-06-02,164.316,165.01,162.642,163.088,1836613.0
2021-06-03,162.346,165.258,162.032,165.001,1895733.0
2021-06-04,164.925,165.01,163.507,164.63,1420965.0
2021-06-05,164.925,165.01,163.507,164.63,1420965.0
2021-06-06,164.925,165.01,163.507,164.63,1420965.0
2021-06-07,164.63,164.939,161.152,161.242,2486193.0
2021-06-08,160.471,161.889,160.043,161.594,3064770.0
2021-06-09,161.099,161.575,159.054,159.196,1617082.0
2021-06-10,160.471,160.671,157.293,157.445,1866759.0
2021-06-11,157.912,159.054,157.732,158.996,1515704.0
2021-06-12,157.912,159.054,157.732,158.996,1515704.0
2021-06-13,157.912,159.054,157.732,158.996,1515704.0
2021-06-14,158.682,159.487,157.369,158.397,1733183.0
2021-06-15,159.177,160.643,158.321,159.958,1549462.0
2021-06-16,159.653,161.08,158.92,159.387,2022952.0
2021-06-17,159.912,160.081,153.191,153.239,2487103.0
2021-06-18,150.753,152.416,148.946,149.166,4136708.0
2021-06-19,150.753,152.416,148.946,149.166,4136708.0
2021-06-20,150.753,152.416,148.946,149.166,4136708.0
2021-06-21,150.246,152.479,150.093,152.053,2071886.0
2021-06-22,151.986,152.925,150.773,152.33,1213957.0
2021-06-23,152.522,153.22,151.938,152.493,1077349.0
2021-06-24,153.019,154.577,152.044,154.128,1243435.0
2021-06-25,154.482,155.6,154.147,155.17,1770175.0
2021-06-26,154.482,155.6,154.147,155.17,1770175.0
2021-06-27,154.482,155.6,154.147,155.17,1770175.0
2021-06-28,155.18,155.18,151.393,151.977,1361731.0
2021-06-29,152.493,153.803,150.681,151.451,1156911.0
2021-06-30,151.642,152.263,150.82,151.967,1084321.0
2021-07-01,152.847,154.797,152.024,154.721,1055120.0
2021-07-02,154.386,154.855,153.439,154.29,1734039.0
2021-07-03,154.386,154.855,153.439,154.29,1734039.0
2021-07-04,154.386,154.855,153.439,154.29,1734039.0
2021-07-05,154.386,154.855,153.439,154.29,1734039.0
2021-07-06,153.688,154.606,151.728,154.023,1587276.0
2021-07-07,152.981,155.275,152.871,154.864,916002.0
2021-07-08,152.675,153.157,150.294,151.02,1351211.0
2021-07-09,153.793,155.753,152.493,155.591,1569218.0
2021-07-10,153.793,155.753,152.493,155.591,1569218.0
2021-07-11,153.793,155.753,152.493,155.591,1569218.0
2021-07-12,155.017,157.704,154.673,157.388,1539397.0
2021-07-13,156.623,157.474,155.811,155.868,1305048.0
2021-07-14,156.442,157.713,156.031,157.101,1009166.0
2021-07-15,155.447,158.995,155.189,158.87,1098639.0
2021-07-16,159.281,160.152,158.029,159.434,1128984.0
2021-07-17,159.281,160.152,158.029,159.434,1128984.0
2021-07-18,159.281,160.152,158.029,159.434,1128984.0
2021-07-19,156.776,157.752,152.471,153.736,1766285.0
2021-07-20,154.606,161.414,154.606,160.314,3033645.0
2021-07-21,161.605,163.919,161.227,161.987,1707747.0
2021-07-22,161.328,161.524,159.425,159.912,1199723.0
2021-07-23,161.347,161.786,159.105,159.578,1340890.0
2021-07-24,161.347,161.786,159.105,159.578,1340890.0
2021-07-25,161.347,161.786,159.105,159.578,1340890.0
2021-07-26,159.482,161.27,159.415,160.763,1331424.0
2021-07-27,159.96,162.14,158.813,161.892,1704309.0
2021-07-28,165.41,165.649,156.934,158.736,1991953.0
2021-07-29,160.477,160.706,158.392,160.085,1675955.0
2021-07-30,161.442,162.585,160.668,161.337,2158335.0
2021-07-31,161.442,162.585,160.668,161.337,2158335.0
2021-08-01,161.442,162.585,160.668,161.337,2158335.0
2021-08-02,162.427,165.085,161.745,162.876,2584007.0
2021-08-03,163.412,165.611,161.49,165.047,2076756.0
2021-08-04,163.096,165.697,162.963,164.54,1835366.0
2021-08-05,165.611,166.825,161.882,164.951,2524812.0
2021-08-06,166.491,167.877,166.04,167.294,1802178.0
2021-08-07,166.491,167.877,166.04,167.294,1802178.0
2021-08-08,166.491,167.877,166.04,167.294,1802178.0
2021-08-09,167.322,168.623,165.86,168.059,1630810.0
2021-08-10,167.896,170.463,167.571,170.286,1810732.0
2021-08-11,170.774,173.729,169.99,173.136,2283611.0
2021-08-12,173.298,174.749,172.801,173.709,1576790.0
2021-08-13,173.518,174.971,173.289,174.713,1456937.0
2021-08-14,173.518,174.971,173.289,174.713,1456937.0
2021-08-15,173.518,174.971,173.289,174.713,1456937.0
2021-08-16,174.369,176.434,173.25,176.148,1988169.0
2021-08-17,175.335,177.993,175.067,176.606,1914685.0
2021-08-18,175.736,178.403,174.908,176.377,2178120.0
2021-08-19,175.268,177.878,174.905,177.304,2462102.0
