,KRNY US Equity,KRNY US Equity,KRNY US Equity,KRNY US Equity,KRNY US Equity
2021-03-13,11.5176,11.6929,11.43,11.5702,242426.0
2021-03-14,11.5176,11.6929,11.43,11.5702,242426.0
2021-03-15,11.579,11.579,11.2065,11.3599,322578.0
2021-03-16,11.3423,11.3686,11.0531,11.1933,288656.0
2021-03-17,11.3248,11.3905,11.1144,11.1933,431535.0
2021-03-18,11.3248,11.5527,11.1495,11.2109,413193.0
2021-03-19,11.1144,11.3599,10.9567,11.3248,1769872.0
2021-03-20,11.1144,11.3599,10.9567,11.3248,1769872.0
2021-03-21,11.1144,11.3599,10.9567,11.3248,1769872.0
2021-03-22,11.2196,11.2196,10.9304,11.0355,407589.0
2021-03-23,10.9128,11.2591,10.6411,10.6718,388009.0
2021-03-24,10.7901,11.1977,10.6849,10.6849,261400.0
2021-03-25,10.6411,10.9742,10.571,10.8953,284996.0
2021-03-26,11.0531,11.167,10.9654,11.0531,244850.0
2021-03-27,11.0531,11.167,10.9654,11.0531,244850.0
2021-03-28,11.0531,11.167,10.9654,11.0531,244850.0
2021-03-29,10.9479,11.1144,10.7112,10.72,398346.0
2021-03-30,10.8515,11.0005,10.7594,10.8164,456885.0
2021-03-31,10.7901,10.8252,10.5096,10.5885,517020.0
2021-04-01,10.5272,10.777,10.5184,10.7551,239969.0
2021-04-02,10.5272,10.777,10.5184,10.7551,239969.0
2021-04-03,10.5272,10.777,10.5184,10.7551,239969.0
2021-04-04,10.5272,10.777,10.5184,10.7551,239969.0
2021-04-05,10.8427,10.9041,10.7156,10.8164,209637.0
2021-04-06,10.7814,10.8865,10.72,10.7463,194841.0
2021-04-07,10.7375,10.8735,10.6411,10.6674,222193.0
2021-04-08,10.6236,10.7463,10.4921,10.72,154100.0
2021-04-09,10.7901,10.8778,10.72,10.7375,212976.0
2021-04-10,10.7901,10.8778,10.72,10.7375,212976.0
2021-04-11,10.7901,10.8778,10.72,10.7375,212976.0
2021-04-12,10.7463,10.9391,10.7463,10.8427,168534.0
2021-04-13,10.8427,10.8427,10.6148,10.6543,238328.0
2021-04-14,10.6411,10.9041,10.6411,10.8076,232149.0
2021-04-15,10.8164,10.8734,10.6674,10.8339,210938.0
2021-04-16,10.8515,10.9917,10.8339,10.8515,260527.0
2021-04-17,10.8515,10.9917,10.8339,10.8515,260527.0
2021-04-18,10.8515,10.9917,10.8339,10.8515,260527.0
2021-04-19,10.869,10.9698,10.7901,10.9041,248837.0
2021-04-20,10.8602,10.9391,10.7366,10.7463,242105.0
2021-04-21,10.6586,10.8997,10.6586,10.8953,227597.0
2021-04-22,10.9041,10.9567,10.8076,10.8164,208537.0
2021-04-23,10.8602,11.1846,10.8252,11.1232,259257.0
2021-04-24,10.8602,11.1846,10.8252,11.1232,259257.0
2021-04-25,10.8602,11.1846,10.8252,11.1232,259257.0
2021-04-26,11.1495,11.3073,11.0531,11.0531,235914.0
2021-04-27,11.0355,11.1144,10.9567,11.0093,180025.0
2021-04-28,11.0005,11.1846,10.9567,11.0355,179755.0
2021-04-29,11.1232,11.2196,10.9742,11.0093,232578.0
2021-04-30,10.9304,11.2678,10.9128,11.2021,341854.0
2021-05-01,10.9304,11.2678,10.9128,11.2021,341854.0
2021-05-02,10.9304,11.2678,10.9128,11.2021,341854.0
2021-05-03,11.281,11.6404,11.1407,11.3073,251314.0
2021-05-04,11.316,11.43,11.2284,11.3862,267425.0
2021-05-05,11.4212,11.4519,11.2547,11.43,220063.0
2021-05-06,11.4475,11.5526,11.3073,11.4475,234850.0
2021-05-07,11.281,11.4563,11.0093,11.4388,220058.0
2021-05-08,11.281,11.4563,11.0093,11.4388,220058.0
2021-05-09,11.281,11.4563,11.0093,11.4388,220058.0
2021-05-10,11.4388,11.6404,11.3774,11.3862,326801.0
2021-05-11,11.3949,11.4562,11.224,11.2459,214311.0
2021-05-12,11.316,11.4212,11.0005,11.0355,238974.0
2021-05-13,10.8778,11.5089,10.8778,11.4475,379359.0
2021-05-14,11.5439,11.6097,11.4388,11.6053,224369.0
2021-05-15,11.5439,11.6097,11.4388,11.6053,224369.0
2021-05-16,11.5439,11.6097,11.4388,11.6053,224369.0
2021-05-17,11.6141,12.0699,11.6053,11.8332,489524.0
2021-05-18,11.8069,11.9208,11.6141,11.6141,278471.0
2021-05-19,11.5352,11.5439,11.3686,11.5264,333839.0
2021-05-20,11.5615,11.5702,11.3336,11.4738,263681.0
2021-05-21,11.5439,11.6141,11.4738,11.5702,263161.0
2021-05-22,11.5439,11.6141,11.4738,11.5702,263161.0
2021-05-23,11.5439,11.6141,11.4738,11.5702,263161.0
2021-05-24,11.6141,11.6476,11.3862,11.4475,201990.0
2021-05-25,11.465,11.5176,11.0706,11.0794,455627.0
2021-05-26,11.1232,11.2766,11.0794,11.2634,279535.0
2021-05-27,11.4475,11.5571,11.43,11.4563,356883.0
2021-05-28,11.4913,11.5001,11.3248,11.4913,167994.0
2021-05-29,11.4913,11.5001,11.3248,11.4913,167994.0
2021-05-30,11.4913,11.5001,11.3248,11.4913,167994.0
2021-05-31,11.4913,11.5001,11.3248,11.4913,167994.0
2021-06-01,11.509,11.668,11.456,11.5797,286403.0
2021-06-02,11.6238,11.6238,11.3721,11.403,252915.0
2021-06-03,11.3942,11.5178,11.3854,11.4648,273092.0
2021-06-04,11.456,11.5753,11.3589,11.3942,261749.0
2021-06-05,11.456,11.5753,11.3589,11.3942,261749.0
2021-06-06,11.456,11.5753,11.3589,11.3942,261749.0
2021-06-07,11.4295,11.5002,11.3589,11.4472,238164.0
2021-06-08,11.403,11.562,11.3147,11.4825,303293.0
2021-06-09,11.4119,11.4119,11.1999,11.2529,464588.0
2021-06-10,11.3324,11.3854,11.0585,11.0674,336553.0
2021-06-11,11.0762,11.3748,11.0232,11.0674,406864.0
2021-06-12,11.0762,11.3748,11.0232,11.0674,406864.0
2021-06-13,11.0762,11.3748,11.0232,11.0674,406864.0
2021-06-14,11.0497,11.1999,10.9349,11.1115,391300.0
2021-06-15,11.1115,11.2264,10.9879,11.0497,468225.0
2021-06-16,10.9879,11.2617,10.8642,11.1999,438840.0
2021-06-17,11.2087,11.2175,10.8642,10.8907,378109.0
2021-06-18,10.7052,10.8996,10.4049,10.5286,1263311.0
2021-06-19,10.7052,10.8996,10.4049,10.5286,1263311.0
2021-06-20,10.7052,10.8996,10.4049,10.5286,1263311.0
2021-06-21,10.6346,10.9084,10.5816,10.8201,589536.0
2021-06-22,10.8642,10.8642,10.7052,10.8024,313148.0
2021-06-23,10.8024,10.9702,10.7671,10.8642,345922.0
2021-06-24,10.8731,11.0674,10.8289,11.0144,307281.0
2021-06-25,11.0144,11.1645,10.9084,10.9261,1389644.0
2021-06-26,11.0144,11.1645,10.9084,10.9261,1389644.0
2021-06-27,11.0144,11.1645,10.9084,10.9261,1389644.0
2021-06-28,10.9658,10.9658,10.6699,10.7759,303534.0
2021-06-29,10.8466,10.8996,10.6611,10.6787,254719.0
2021-06-30,10.6699,10.7494,10.5374,10.5551,495631.0
2021-07-01,10.6081,10.7715,10.5772,10.6964,245645.0
2021-07-02,10.6876,10.6876,10.5303,10.5727,229745.0
2021-07-03,10.6876,10.6876,10.5303,10.5727,229745.0
2021-07-04,10.6876,10.6876,10.5303,10.5727,229745.0
2021-07-05,10.6876,10.6876,10.5303,10.5727,229745.0
2021-07-06,10.5286,10.5286,10.2371,10.3608,255576.0
2021-07-07,10.2989,10.4403,10.2459,10.3166,237358.0
2021-07-08,10.2018,10.3959,10.1223,10.2459,354703.0
2021-07-09,10.3961,10.5507,10.3784,10.4933,259635.0
2021-07-10,10.3961,10.5507,10.3784,10.4933,259635.0
2021-07-11,10.3961,10.5507,10.3784,10.4933,259635.0
2021-07-12,10.4049,10.5197,10.3166,10.5197,273570.0
2021-07-13,10.4844,10.5065,10.2813,10.3696,356969.0
2021-07-14,10.3431,10.5109,10.2769,10.3431,409057.0
2021-07-15,10.2724,10.5551,10.2724,10.4314,374191.0
2021-07-16,10.5109,10.5109,10.2769,10.2813,269829.0
2021-07-17,10.5109,10.5109,10.2769,10.2813,269829.0
2021-07-18,10.5109,10.5109,10.2769,10.2813,269829.0
2021-07-19,10.0869,10.2194,9.9368,9.9898,336521.0
2021-07-20,9.981,10.3652,9.981,10.2106,447920.0
2021-07-21,10.2901,10.4403,10.2901,10.3431,261867.0
2021-07-22,10.2901,10.3343,10.0428,10.0869,255769.0
2021-07-23,10.1753,10.2459,10.1134,10.1841,184105.0
2021-07-24,10.1753,10.2459,10.1134,10.1841,184105.0
2021-07-25,10.1753,10.2459,10.1134,10.1841,184105.0
2021-07-26,10.1753,10.3608,10.1753,10.2018,259929.0
2021-07-27,10.1753,10.3608,10.0958,10.2106,294086.0
2021-07-28,10.2194,10.7317,10.2106,10.6876,594306.0
2021-07-29,10.7759,10.7759,10.5462,10.6787,309877.0
2021-07-30,10.6169,10.8642,10.1665,10.6257,295989.0
2021-07-31,10.6169,10.8642,10.1665,10.6257,295989.0
2021-08-01,10.6169,10.8642,10.1665,10.6257,295989.0
2021-08-02,10.6964,10.8996,10.5904,10.6081,274145.0
2021-08-03,10.7141,11.032,10.5639,10.9879,425866.0
2021-08-04,10.9437,10.9702,10.8024,10.8642,318909.0
2021-08-05,10.9172,11.0585,10.9172,11.032,192982.0
2021-08-06,11.1734,11.3412,11.1645,11.3235,231925.0
2021-08-07,11.1734,11.3412,11.1645,11.3235,231925.0
2021-08-08,11.1734,11.3412,11.1645,11.3235,231925.0
2021-08-09,11.3147,11.3147,11.1999,11.2264,229339.0
2021-08-10,11.1999,11.3677,11.1734,11.2705,259775.0
2021-08-11,11.3147,11.4384,11.2175,11.4384,208885.0
2021-08-12,11.4737,11.5267,11.4119,11.4737,234207.0
2021-08-13,11.4825,11.5267,11.4295,11.4295,292167.0
2021-08-14,11.4825,11.5267,11.4295,11.4295,292167.0
2021-08-15,11.4825,11.5267,11.4295,11.4295,292167.0
2021-08-16,11.4384,11.4825,11.244,11.3854,303591.0
2021-08-17,11.3235,11.4163,11.2794,11.3677,215694.0
2021-08-18,11.3765,11.4737,11.244,11.2617,307090.0
2021-08-19,11.4295,11.4295,11.1588,11.3942,371712.0
2021-08-20,11.3412,11.5797,11.3059,11.5267,448428.0
2021-08-21,11.3412,11.5797,11.3059,11.5267,448428.0
2021-08-22,11.3412,11.5797,11.3059,11.5267,448428.0
2021-08-23,11.6062,11.6592,11.4913,11.5532,240704.0
2021-08-24,11.5443,11.6327,11.4825,11.6062,194412.0
2021-08-25,11.615,11.6768,11.5532,11.562,350305.0
2021-08-26,11.6327,11.6327,11.4384,11.456,209207.0
2021-08-27,11.4825,11.7033,11.4825,11.6945,317011.0
2021-08-28,11.4825,11.7033,11.4825,11.6945,317011.0
2021-08-29,11.4825,11.7033,11.4825,11.6945,317011.0
2021-08-30,11.7033,11.7254,11.4295,11.4648,227545.0
2021-08-31,11.5272,11.6073,11.2601,11.2957,958715.0
2021-09-01,11.358,11.5272,11.2779,11.4203,320911.0
2021-09-02,11.4203,11.5361,11.3758,11.4381,216497.0
2021-09-03,11.4381,11.4826,11.3135,11.3402,270609.0
2021-09-04,11.4381,11.4826,11.3135,11.3402,270609.0
2021-09-05,11.4381,11.4826,11.3135,11.3402,270609.0
2021-09-06,11.4381,11.4826,11.3135,11.3402,270609.0
2021-09-07,11.3758,11.4916,11.3313,11.3491,267905.0
2021-09-08,11.2868,11.3847,11.2868,11.3402,204355.0
2021-09-09,11.3046,11.3936,11.2601,11.2601,265045.0
2021-09-10,11.3135,11.3224,11.0776,11.0821,320073.0
2021-09-11,11.3135,11.3224,11.0776,11.0821,320073.0
2021-09-12,11.3135,11.3224,11.0776,11.0821,320073.0
2021-09-13,11.1266,11.3002,11.002,11.0999,303660.0
2021-09-14,11.0999,11.1266,10.8952,10.9575,257154.0
2021-09-15,10.9842,11.1889,10.9842,11.1266,319881.0
2021-09-16,11.1889,11.269,11.0287,11.1533,296238.0
2021-09-17,11.1444,11.2156,10.7527,10.7616,1180379.0
2021-09-18,11.1444,11.2156,10.7527,10.7616,1180379.0
2021-09-19,11.1444,11.2156,10.7527,10.7616,1180379.0
2021-09-20,10.5925,10.7171,10.3433,10.5302,415356.0
2021-09-21,10.6103,10.6103,10.2632,10.3166,334345.0
2021-09-22,10.5213,10.7349,10.4857,10.6192,334233.0
2021-09-23,10.6637,11.0198,10.637,10.9041,300269.0
2021-09-24,10.9931,11.1355,10.8062,11.0109,271210.0
2021-09-25,10.9931,11.1355,10.8062,11.0109,271210.0
2021-09-26,10.9931,11.1355,10.8062,11.0109,271210.0
2021-09-27,11.0198,11.4826,10.9664,11.3135,446959.0
2021-09-28,11.3046,11.3847,11.1177,11.1444,234023.0
2021-09-29,11.1266,11.2601,11.0821,11.1978,213887.0
2021-09-30,11.2245,11.3046,11.0643,11.0643,246706.0
2021-10-01,11.1177,11.4114,11.1177,11.3491,312816.0
2021-10-02,11.1177,11.4114,11.1177,11.3491,312816.0
2021-10-03,11.1177,11.4114,11.1177,11.3491,312816.0
2021-10-04,11.3224,11.4648,11.2868,11.3491,212343.0
2021-10-05,11.3491,11.4871,11.2779,11.4114,235829.0
2021-10-06,11.3046,11.5539,11.2334,11.5361,425341.0
2021-10-07,11.6251,11.7185,11.5316,11.6518,274306.0
2021-10-08,11.634,11.7942,11.634,11.723,163551.0
2021-10-09,11.634,11.7942,11.634,11.723,163551.0
2021-10-10,11.634,11.7942,11.634,11.723,163551.0
2021-10-11,11.7942,11.8209,11.6162,11.6251,128600.0
2021-10-12,11.5806,11.723,11.545,11.6696,141804.0
2021-10-13,11.6874,11.7141,11.4826,11.5984,162236.0
2021-10-14,11.6696,11.7319,11.6251,11.7141,165811.0
2021-10-15,11.8387,11.9188,11.6429,11.6429,272889.0
2021-10-16,11.8387,11.9188,11.6429,11.6429,272889.0
2021-10-17,11.8387,11.9188,11.6429,11.6429,272889.0
2021-10-18,11.6518,11.7497,11.5005,11.5272,177426.0
2021-10-19,11.545,11.6162,11.5005,11.5895,191156.0
2021-10-20,11.5539,11.7497,11.5539,11.7319,163141.0
2021-10-21,11.6963,11.7764,11.6251,11.6874,175628.0
2021-10-22,11.6429,11.7808,11.6429,11.7408,162348.0
2021-10-23,11.6429,11.7808,11.6429,11.7408,162348.0
2021-10-24,11.6429,11.7808,11.6429,11.7408,162348.0
2021-10-25,11.7942,11.8387,11.7141,11.8298,203093.0
2021-10-26,11.8209,11.9099,11.7853,11.8832,277469.0
2021-10-27,11.7096,11.8654,11.4826,11.5183,291549.0
2021-10-28,11.8921,12.0968,11.7408,12.0167,328809.0
2021-10-29,12.0256,12.1591,11.8654,11.9455,351093.0
2021-10-30,12.0256,12.1591,11.8654,11.9455,351093.0
2021-10-31,12.0256,12.1591,11.8654,11.9455,351093.0
2021-11-01,11.9811,12.1591,11.9811,12.1324,288319.0
2021-11-02,12.1146,12.1591,12.0256,12.0701,211781.0
2021-11-03,12.0256,12.3461,12.0256,12.2838,282351.0
2021-11-04,12.2838,12.3016,11.9811,12.0434,241487.0
2021-11-05,12.0968,12.355,12.0968,12.2215,366597.0
2021-11-06,12.0968,12.355,12.0968,12.2215,366597.0
2021-11-07,12.0968,12.355,12.0968,12.2215,366597.0
2021-11-08,12.2571,12.3283,12.1769,12.2749,268433.0
2021-11-09,12.2031,12.2749,12.1223,12.1582,233861.0
2021-11-10,12.1492,12.2659,12.1044,12.1492,205503.0
2021-11-11,12.1582,12.2928,12.1223,12.1941,171008.0
2021-11-12,12.2569,12.2569,12.0685,12.1672,236345.0
2021-11-13,12.2569,12.2569,12.0685,12.1672,236345.0
2021-11-14,12.2569,12.2569,12.0685,12.1672,236345.0
2021-11-15,12.221,12.23,12.0909,12.1582,213959.0
2021-11-16,12.1582,12.1941,11.9429,11.9967,238906.0
2021-11-17,11.9249,11.9518,11.7814,11.9249,207195.0
2021-11-18,11.916,11.9788,11.8307,11.9339,279240.0
2021-11-19,11.8173,11.9249,11.6647,11.6916,233172.0
2021-11-20,11.8173,11.9249,11.6647,11.6916,233172.0
2021-11-21,11.8173,11.9249,11.6647,11.6916,233172.0
2021-11-22,11.9788,12.0147,11.7096,11.8442,365090.0
2021-11-23,11.907,12.221,11.8352,12.1941,375385.0
2021-11-24,12.1851,12.3197,12.0595,12.0775,224135.0
2021-11-25,12.1851,12.3197,12.0595,12.0775,224135.0
2021-11-26,11.7455,11.8229,11.3507,11.6827,448439.0
2021-11-27,11.7455,11.8229,11.3507,11.6827,448439.0
2021-11-28,11.7455,11.8229,11.3507,11.6827,448439.0
2021-11-29,11.8711,11.889,11.5301,11.557,532305.0
2021-11-30,11.4135,11.6916,11.2879,11.4045,605669.0
2021-12-01,11.6198,11.7814,11.2609,11.2699,438045.0
2021-12-02,11.3596,11.7365,11.3417,11.6378,308484.0
2021-12-03,11.6737,11.7544,11.566,11.6468,357056.0
2021-12-04,11.6737,11.7544,11.566,11.6468,357056.0
2021-12-05,11.6737,11.7544,11.566,11.6468,357056.0
2021-12-06,11.8173,11.898,11.6468,11.6647,325741.0
2021-12-07,11.7275,11.7814,11.566,11.5929,245055.0
2021-12-08,11.5929,11.6827,11.5301,11.6109,304084.0
2021-12-09,11.5211,11.6109,11.4135,11.4942,268440.0
2021-12-10,11.6602,11.6602,11.4583,11.5301,354138.0
2021-12-11,11.6602,11.6602,11.4583,11.5301,354138.0
2021-12-12,11.6602,11.6602,11.4583,11.5301,354138.0
2021-12-13,11.4494,11.4494,11.2699,11.2968,403283.0
2021-12-14,11.3327,11.566,11.3058,11.3507,508904.0
2021-12-15,11.086,11.5569,11.086,11.4404,568892.0
2021-12-16,11.5929,11.6827,11.4987,11.566,612481.0
2021-12-17,11.6109,11.6557,11.2879,11.6109,1414965.0
2021-12-18,11.6109,11.6557,11.2879,11.6109,1414965.0
2021-12-19,11.6109,11.6557,11.2879,11.6109,1414965.0
2021-12-20,11.4494,11.4494,11.086,11.3955,562430.0
2021-12-21,11.5301,11.6827,11.4673,11.5391,421444.0
2021-12-22,11.5481,11.6109,11.4404,11.6109,249591.0
2021-12-23,11.6827,11.7724,11.6737,11.7185,145794.0
2021-12-24,11.6827,11.7724,11.6737,11.7185,145794.0
2021-12-25,11.6827,11.7724,11.6737,11.7185,145794.0
2021-12-26,11.6827,11.7724,11.6737,11.7185,145794.0
2021-12-27,11.7365,11.8442,11.6647,11.8352,184946.0
2021-12-28,11.8442,11.9967,11.7589,11.898,191738.0
2021-12-29,11.9339,12.0236,11.8621,11.9608,154202.0
2021-12-30,11.9518,12.0461,11.898,11.907,169935.0
2021-12-31,11.8621,12.0147,11.8621,11.889,138198.0
2022-01-01,11.8621,12.0147,11.8621,11.889,138198.0
2022-01-02,11.8621,12.0147,11.8621,11.889,138198.0
2022-01-03,11.9339,12.1672,11.8711,11.9877,290148.0
2022-01-04,12.1044,12.3287,12.0191,12.1851,200625.0
2022-01-05,12.23,12.3646,12.1582,12.1941,201891.0
2022-01-06,11.566,12.0954,11.4763,12.0954,362431.0
2022-01-07,12.0775,12.3108,12.0416,12.2749,230558.0
2022-01-08,12.0775,12.3108,12.0416,12.2749,230558.0
2022-01-09,12.0775,12.3108,12.0416,12.2749,230558.0
2022-01-10,12.3197,12.4184,12.1762,12.2838,253367.0
2022-01-11,12.3108,12.3197,12.1582,12.2838,254666.0
2022-01-12,12.3108,12.3377,12.1597,12.239,222753.0
2022-01-13,12.2569,12.405,12.2569,12.3466,207834.0
2022-01-14,12.23,12.4319,12.1672,12.4184,255872.0
2022-01-15,12.23,12.4319,12.1672,12.4184,255872.0
2022-01-16,12.23,12.4319,12.1672,12.4184,255872.0
2022-01-17,12.23,12.4319,12.1672,12.4184,255872.0
2022-01-18,12.4005,12.4633,12.2121,12.239,222844.0
2022-01-19,12.2838,12.2838,11.9518,11.9608,221149.0
2022-01-20,11.9429,12.0505,11.6692,11.6827,235322.0
2022-01-21,11.575,11.8711,11.575,11.7185,363796.0
2022-01-22,11.575,11.8711,11.575,11.7185,363796.0
2022-01-23,11.575,11.8711,11.575,11.7185,363796.0
2022-01-24,11.575,11.9249,11.575,11.8801,341794.0
2022-01-25,11.7903,12.0236,11.6109,11.9339,309012.0
2022-01-26,12.0057,12.1403,11.6916,11.8352,286484.0
2022-01-27,11.8801,12.2031,11.5795,11.6557,263466.0
2022-01-28,11.7724,11.898,11.4673,11.7096,299791.0
2022-01-29,11.7724,11.898,11.4673,11.7096,299791.0
2022-01-30,11.7724,11.898,11.4673,11.7096,299791.0
2022-01-31,11.6468,11.6468,11.4224,11.6109,495882.0
2022-02-01,11.566,11.8217,11.4897,11.7814,467204.0
2022-02-02,11.7993,11.9429,11.6827,11.7903,326901.0
2022-02-03,11.7724,11.9115,11.7275,11.7993,377586.0
2022-02-04,11.8352,11.9922,11.7544,11.9429,372281.0
2022-02-05,11.8352,11.9922,11.7544,11.9429,372281.0
2022-02-06,11.8352,11.9922,11.7544,11.9429,372281.0
2022-02-07,12.221,12.221,11.8128,11.898,354488.0
2022-02-08,11.9885,12.1514,11.9613,12.1333,335608.0
2022-02-09,12.1333,12.1514,11.9704,11.9975,369873.0
2022-02-10,11.9885,12.1242,11.9342,11.9523,524552.0
2022-02-11,11.9613,12.1333,11.8799,12.0518,544022.0
2022-02-12,11.9613,12.1333,11.8799,12.0518,544022.0
2022-02-13,11.9613,12.1333,11.8799,12.0518,544022.0
2022-02-14,12.0609,12.1514,11.889,11.9885,462799.0
2022-02-15,12.0609,12.2328,11.9885,12.1242,451944.0
2022-02-16,12.1242,12.278,12.0473,12.1152,453230.0
2022-02-17,12.0428,12.0428,11.7985,11.8166,241922.0
2022-02-18,11.7804,12.0066,11.7713,11.9342,244413.0
2022-02-19,11.7804,12.0066,11.7713,11.9342,244413.0
2022-02-20,11.7804,12.0066,11.7713,11.9342,244413.0
2022-02-21,11.7804,12.0066,11.7713,11.9342,244413.0
2022-02-22,11.898,12.0337,11.8347,11.9161,534968.0
2022-02-23,12.0156,12.0509,11.7532,11.7894,307983.0
2022-02-24,11.527,11.6447,11.2918,11.6175,683508.0
2022-02-25,11.699,12.079,11.6537,12.079,750136.0
2022-02-26,11.699,12.079,11.6537,12.079,750136.0
2022-02-27,11.699,12.079,11.6537,12.079,750136.0
2022-02-28,11.8799,11.9885,11.8528,11.9523,529478.0
2022-03-01,11.8799,11.9342,11.5542,11.6175,568222.0
2022-03-02,11.7171,12.1333,11.7171,12.1152,554992.0
2022-03-03,12.1152,12.2056,12.0337,12.1966,455381.0
2022-03-04,11.9975,12.1061,11.889,11.9794,377825.0
2022-03-05,11.9975,12.1061,11.889,11.9794,377825.0
2022-03-06,11.9975,12.1061,11.889,11.9794,377825.0
2022-03-07,11.9613,11.9794,11.6809,11.7171,378734.0
2022-03-08,11.8075,11.9252,11.6175,11.6175,408070.0
2022-03-09,11.8347,11.9613,11.7713,11.7894,246429.0
2022-03-10,11.6628,11.8437,11.6447,11.8347,201081.0
2022-03-11,11.889,12.0699,11.889,11.9794,546901.0
2022-03-12,11.889,12.0699,11.889,11.9794,546901.0
2022-03-13,11.889,12.0699,11.889,11.9794,546901.0
2022-03-14,12.1423,12.3233,12.0971,12.1966,606486.0
2022-03-15,12.2599,12.3956,11.9794,12.088,430118.0
2022-03-16,12.1694,12.2147,12.0699,12.1423,405051.0
2022-03-17,12.088,12.1785,11.9523,12.0699,366602.0
2022-03-18,12.0247,12.1152,11.7532,12.0247,1021047.0
2022-03-19,12.0247,12.1152,11.7532,12.0247,1021047.0
2022-03-20,12.0247,12.1152,11.7532,12.0247,1021047.0
2022-03-21,12.0337,12.1514,11.9116,11.9613,292451.0
2022-03-22,12.0337,12.1966,12.0292,12.0609,325687.0
2022-03-23,11.9885,12.0337,11.6628,11.6718,234991.0
2022-03-24,11.7713,11.7894,11.5994,11.7532,193966.0
2022-03-25,11.7623,11.993,11.7623,11.9794,218958.0
2022-03-26,11.7623,11.993,11.7623,11.9794,218958.0
2022-03-27,11.7623,11.993,11.7623,11.9794,218958.0
2022-03-28,11.9523,11.9523,11.7713,11.9342,202265.0
2022-03-29,12.0337,12.1197,11.889,11.9975,324205.0
2022-03-30,12.0066,12.0156,11.7351,11.7985,231580.0
2022-03-31,11.7985,11.9161,11.6175,11.6537,296830.0
2022-04-01,11.7623,11.7894,11.4999,11.5813,288563.0
2022-04-02,11.7623,11.7894,11.4999,11.5813,288563.0
2022-04-03,11.7623,11.7894,11.4999,11.5813,288563.0
2022-04-04,11.527,11.527,11.3747,11.4275,324821.0
2022-04-05,11.4004,11.5632,11.337,11.3551,313414.0
2022-04-06,11.328,11.4366,11.2647,11.2828,364063.0
2022-04-07,11.3099,11.4275,11.147,11.2194,234979.0
2022-04-08,11.2194,11.3008,11.1561,11.1923,210092.0
2022-04-09,11.2194,11.3008,11.1561,11.1923,210092.0
2022-04-10,11.2194,11.3008,11.1561,11.1923,210092.0
2022-04-11,11.1742,11.3551,11.1108,11.147,259299.0
2022-04-12,11.1832,11.3008,11.138,11.138,279521.0
2022-04-13,11.0927,11.337,11.0837,11.2828,243227.0
2022-04-14,11.3099,11.4094,11.2104,11.2466,287791.0
2022-04-15,11.3099,11.4094,11.2104,11.2466,287791.0
2022-04-16,11.3099,11.4094,11.2104,11.2466,287791.0
2022-04-17,11.3099,11.4094,11.2104,11.2466,287791.0
2022-04-18,11.2194,11.3099,11.1832,11.2104,278369.0
2022-04-19,11.2647,11.5542,11.2647,11.5361,266014.0
2022-04-20,11.5994,11.7487,11.5723,11.5994,282589.0
2022-04-21,11.6537,11.7804,11.6175,11.6175,282289.0
2022-04-22,11.6175,11.6356,11.337,11.3551,230030.0
2022-04-23,11.6175,11.6356,11.337,11.3551,230030.0
2022-04-24,11.6175,11.6356,11.337,11.3551,230030.0
2022-04-25,11.3189,11.3732,11.1244,11.337,275825.0
2022-04-26,11.2285,11.3732,11.1018,11.1199,340297.0
2022-04-27,11.0566,11.147,10.957,11.0204,365119.0
2022-04-28,11.2104,11.3687,10.8485,10.8937,368129.0
2022-04-29,10.8485,11.0385,10.6675,10.7308,453883.0
2022-04-30,10.8485,11.0385,10.6675,10.7308,453883.0
2022-05-01,10.8485,11.0385,10.6675,10.7308,453883.0
2022-05-02,10.7127,10.8168,10.5408,10.7127,529800.0
2022-05-03,10.6856,10.7625,10.4232,10.6403,354722.0
2022-05-04,10.6132,10.8168,10.5861,10.7761,427357.0
2022-05-05,10.8575,10.8801,10.6584,10.8304,520085.0
2022-05-06,10.8575,11.0566,10.6946,10.8213,435274.0
2022-05-07,10.8575,11.0566,10.6946,10.8213,435274.0
2022-05-08,10.8575,11.0566,10.6946,10.8213,435274.0
2022-05-09,10.7218,10.8711,10.6856,10.8304,450919.0
2022-05-10,10.876,10.9673,10.634,10.6751,662020.0
2022-05-11,10.7116,10.8486,10.6477,10.739,316669.0
2022-05-12,10.7116,10.8212,10.5838,10.7756,388015.0
2022-05-13,10.8304,10.8304,10.6843,10.7299,318697.0
2022-05-14,10.8304,10.8304,10.6843,10.7299,318697.0
2022-05-15,10.8304,10.8304,10.6843,10.7299,318697.0
2022-05-16,10.739,10.9034,10.6386,10.7299,292785.0
2022-05-17,10.8121,11.013,10.8121,10.9582,304033.0
2022-05-18,10.8943,10.9582,10.8304,10.9308,275122.0
2022-05-19,10.8212,10.9536,10.8075,10.8212,346879.0
2022-05-20,10.9034,10.9856,10.7208,10.876,404699.0
2022-05-21,10.9034,10.9856,10.7208,10.876,404699.0
2022-05-22,10.9034,10.9856,10.7208,10.876,404699.0
2022-05-23,11.0039,11.1408,10.9582,11.0221,458535.0
2022-05-24,11.0221,11.0952,10.8532,11.0404,326019.0
2022-05-25,11.0678,11.2322,11.013,11.0952,372945.0
2022-05-26,11.1682,11.3509,11.15,11.2687,348864.0
