,HZNP US Equity,HZNP US Equity,HZNP US Equity,HZNP US Equity,HZNP US Equity
2021-04-22,94.02,95.43,92.28,94.15,1110061.0
2021-04-23,94.14,94.8,92.8601,94.63,810648.0
2021-04-24,94.14,94.8,92.8601,94.63,810648.0
2021-04-25,94.14,94.8,92.8601,94.63,810648.0
2021-04-26,95.0,96.5986,94.03,95.48,1176641.0
2021-04-27,95.75,96.34,94.7,95.34,712118.0
2021-04-28,95.08,97.2,94.002,95.0,1126417.0
2021-04-29,95.51,95.51,92.84,94.7,1037597.0
2021-04-30,94.35,95.71,92.5791,94.62,1440387.0
2021-05-01,94.35,95.71,92.5791,94.62,1440387.0
2021-05-02,94.35,95.71,92.5791,94.62,1440387.0
2021-05-03,94.81,96.0,92.5,92.8,1477178.0
2021-05-04,91.61,91.6821,88.78,90.73,1501722.0
2021-05-05,89.25,91.94,87.02,89.3,2790209.0
2021-05-06,87.7073,89.94,86.06,89.88,1946833.0
2021-05-07,90.49,92.28,87.73,87.93,1195184.0
2021-05-08,90.49,92.28,87.73,87.93,1195184.0
2021-05-09,90.49,92.28,87.73,87.93,1195184.0
2021-05-10,86.98,87.41,85.29,86.24,1219500.0
2021-05-11,84.98,88.22,84.74,87.4,1469015.0
2021-05-12,86.03,88.33,86.03,86.56,1066762.0
2021-05-13,86.97,88.66,86.13,87.74,1625446.0
2021-05-14,88.32,92.41,87.74,92.14,1393193.0
2021-05-15,88.32,92.41,87.74,92.14,1393193.0
2021-05-16,88.32,92.41,87.74,92.14,1393193.0
2021-05-17,91.3,93.85,91.27,93.79,1178546.0
2021-05-18,93.58,94.99,92.67,92.83,1511049.0
2021-05-19,90.79,92.76,90.29,91.9,1049693.0
2021-05-20,92.59,95.175,92.2,94.85,1073109.0
2021-05-21,95.42,96.31,93.8,93.98,1370270.0
2021-05-22,95.42,96.31,93.8,93.98,1370270.0
2021-05-23,95.42,96.31,93.8,93.98,1370270.0
2021-05-24,95.03,97.36,94.02,95.22,1075177.0
2021-05-25,95.27,96.77,95.22,95.75,1281965.0
2021-05-26,95.78,96.265,92.765,93.7,1299122.0
2021-05-27,94.08,94.48,90.71,92.08,5646788.0
2021-05-28,92.06,92.83,90.32,91.66,1471989.0
2021-05-29,92.06,92.83,90.32,91.66,1471989.0
2021-05-30,92.06,92.83,90.32,91.66,1471989.0
2021-05-31,92.06,92.83,90.32,91.66,1471989.0
2021-06-01,92.62,92.978,89.32,90.09,1495356.0
2021-06-02,89.73,89.9576,88.05,88.39,2081124.0
2021-06-03,88.36,88.98,87.075,88.24,1441782.0
2021-06-04,88.75,89.54,87.67,89.25,753066.0
2021-06-05,88.75,89.54,87.67,89.25,753066.0
2021-06-06,88.75,89.54,87.67,89.25,753066.0
2021-06-07,89.28,91.78,88.77,89.47,2271963.0
2021-06-08,90.09,90.09,87.45,88.97,962761.0
2021-06-09,90.07,91.96,89.17,90.83,1338111.0
2021-06-10,90.65,94.3,90.48,93.95,1320352.0
2021-06-11,93.74,94.29,92.07,93.29,1206497.0
2021-06-12,93.74,94.29,92.07,93.29,1206497.0
2021-06-13,93.74,94.29,92.07,93.29,1206497.0
2021-06-14,93.41,94.01,92.26,92.56,1058771.0
2021-06-15,92.6,92.98,90.91,91.3,827184.0
2021-06-16,91.39,92.06,89.245,90.9,2068702.0
2021-06-17,91.23,92.42,89.6318,92.14,2037181.0
2021-06-18,91.37,95.24,90.08,94.61,6857991.0
2021-06-19,91.37,95.24,90.08,94.61,6857991.0
2021-06-20,91.37,95.24,90.08,94.61,6857991.0
2021-06-21,94.92,96.4,93.52,93.88,2132140.0
2021-06-22,93.66,94.391,92.615,93.36,1526726.0
2021-06-23,92.94,94.63,92.58,94.43,1135936.0
2021-06-24,95.34,95.97,93.915,94.32,809312.0
2021-06-25,94.47,96.59,93.06,95.92,6323757.0
2021-06-26,94.47,96.59,93.06,95.92,6323757.0
2021-06-27,94.47,96.59,93.06,95.92,6323757.0
2021-06-28,96.72,98.33,94.68,95.85,1241848.0
2021-06-29,95.77,96.4,94.71,94.86,997624.0
2021-06-30,94.8,94.8,93.16,93.64,1302387.0
2021-07-01,94.18,96.81,93.51,96.59,1705173.0
2021-07-02,97.01,97.01,94.635,95.87,1104968.0
2021-07-03,97.01,97.01,94.635,95.87,1104968.0
2021-07-04,97.01,97.01,94.635,95.87,1104968.0
2021-07-05,97.01,97.01,94.635,95.87,1104968.0
2021-07-06,95.6,96.97,94.71,95.78,868655.0
2021-07-07,96.36,96.37,93.51,93.7,1014845.0
2021-07-08,92.259,93.8,90.85,92.81,1116386.0
2021-07-09,93.4,95.41,92.95,95.28,903096.0
2021-07-10,93.4,95.41,92.95,95.28,903096.0
2021-07-11,93.4,95.41,92.95,95.28,903096.0
2021-07-12,95.74,96.62,94.74,95.94,841026.0
2021-07-13,95.59,96.68,94.5,95.41,1492655.0
2021-07-14,95.72,96.43,94.625,95.07,997476.0
2021-07-15,94.93,95.0,93.34,94.26,700743.0
2021-07-16,94.55,95.46,93.41,93.46,867757.0
2021-07-17,94.55,95.46,93.41,93.46,867757.0
2021-07-18,94.55,95.46,93.41,93.46,867757.0
2021-07-19,92.61,93.11,91.65,91.91,797216.0
2021-07-20,91.88,94.51,91.66,94.23,1195538.0
2021-07-21,94.43,96.24,93.41,96.17,817471.0
2021-07-22,96.01,100.62,95.5,100.07,1995813.0
2021-07-23,101.4578,103.03,99.88,101.05,1610935.0
2021-07-24,101.4578,103.03,99.88,101.05,1610935.0
2021-07-25,101.4578,103.03,99.88,101.05,1610935.0
2021-07-26,100.5,100.79,98.78,99.63,895601.0
2021-07-27,99.33,100.49,97.19,100.3,764450.0
2021-07-28,100.0,103.61,100.0,102.5,811323.0
2021-07-29,102.62,104.86,102.08,102.61,1403600.0
2021-07-30,101.95,102.91,99.75,100.02,1887839.0
2021-07-31,101.95,102.91,99.75,100.02,1887839.0
2021-08-01,101.95,102.91,99.75,100.02,1887839.0
2021-08-02,100.42,100.51,98.6,99.78,1571443.0
2021-08-03,99.74,100.27,97.23,99.76,1949619.0
2021-08-04,108.64,111.33,106.2,107.51,4238911.0
2021-08-05,107.03,107.69,105.565,106.37,1419818.0
2021-08-06,106.05,106.95,104.76,105.96,972957.0
2021-08-07,106.05,106.95,104.76,105.96,972957.0
2021-08-08,106.05,106.95,104.76,105.96,972957.0
2021-08-09,106.87,107.1,104.9204,105.08,827938.0
2021-08-10,105.36,105.56,103.495,105.0,905609.0
2021-08-11,104.86,106.445,103.4915,104.54,801054.0
2021-08-12,104.65,106.94,104.01,106.8,860513.0
2021-08-13,107.0,107.6843,106.48,106.72,443158.0
2021-08-14,107.0,107.6843,106.48,106.72,443158.0
2021-08-15,107.0,107.6843,106.48,106.72,443158.0
2021-08-16,106.4873,106.7676,103.97,106.23,1129137.0
2021-08-17,105.76,106.42,104.28,105.47,610000.0
2021-08-18,105.37,105.65,103.04,103.19,738629.0
2021-08-19,102.39,104.5,101.672,103.23,964178.0
2021-08-20,103.0,105.74,102.09,105.03,793178.0
2021-08-21,103.0,105.74,102.09,105.03,793178.0
2021-08-22,103.0,105.74,102.09,105.03,793178.0
2021-08-23,105.9,109.0,105.58,107.98,1060861.0
2021-08-24,107.98,109.43,106.98,108.37,1015563.0
2021-08-25,108.2,109.39,107.785,109.05,964884.0
2021-08-26,109.23,110.5,107.79,108.18,1102816.0
2021-08-27,108.73,109.66,108.0,108.23,841375.0
2021-08-28,108.73,109.66,108.0,108.23,841375.0
2021-08-29,108.73,109.66,108.0,108.23,841375.0
2021-08-30,108.38,109.73,108.15,108.72,798087.0
2021-08-31,109.23,109.71,107.36,108.09,1593495.0
2021-09-01,108.22,110.66,107.71,110.1,1146410.0
2021-09-02,110.53,111.7,109.54,110.26,797656.0
2021-09-03,109.78,110.22,109.11,110.01,599727.0
2021-09-04,109.78,110.22,109.11,110.01,599727.0
2021-09-05,109.78,110.22,109.11,110.01,599727.0
2021-09-06,109.78,110.22,109.11,110.01,599727.0
2021-09-07,110.23,110.88,107.13,109.04,906916.0
2021-09-08,109.0,109.99,108.18,108.32,669133.0
2021-09-09,108.21,108.475,106.45,107.42,876573.0
2021-09-10,107.75,107.99,106.8,107.74,695118.0
2021-09-11,107.75,107.99,106.8,107.74,695118.0
2021-09-12,107.75,107.99,106.8,107.74,695118.0
2021-09-13,107.97,107.97,104.3,105.18,811580.0
2021-09-14,105.42,107.47,104.9,106.17,741121.0
2021-09-15,105.87,108.0595,105.25,106.07,972903.0
2021-09-16,106.46,107.96,105.48,107.95,1019224.0
2021-09-17,107.75,109.99,107.2,109.71,1799487.0
2021-09-18,107.75,109.99,107.2,109.71,1799487.0
2021-09-19,107.75,109.99,107.2,109.71,1799487.0
2021-09-20,107.4984,109.45,106.61,108.02,1151627.0
2021-09-21,108.5,110.299,108.41,109.76,939399.0
2021-09-22,110.17,111.27,108.88,109.96,1361195.0
2021-09-23,110.0,110.25,108.5938,109.49,847149.0
2021-09-24,108.9,110.86,108.645,110.37,888540.0
2021-09-25,108.9,110.86,108.645,110.37,888540.0
2021-09-26,108.9,110.86,108.645,110.37,888540.0
2021-09-27,110.71,110.74,109.15,109.96,817098.0
2021-09-28,109.05,109.76,107.08,107.16,993236.0
2021-09-29,108.42,111.357,107.63,109.82,1102106.0
2021-09-30,111.13,112.5699,109.48,109.54,1900932.0
2021-10-01,109.35,111.16,106.63,109.87,1018258.0
2021-10-02,109.35,111.16,106.63,109.87,1018258.0
2021-10-03,109.35,111.16,106.63,109.87,1018258.0
2021-10-04,109.97,112.76,108.88,111.56,1826934.0
2021-10-05,111.73,115.86,111.73,113.84,2185916.0
2021-10-06,113.0,115.08,112.5738,113.11,1333882.0
2021-10-07,113.75,114.765,112.67,113.63,890609.0
2021-10-08,113.72,114.06,112.43,113.76,693462.0
2021-10-09,113.72,114.06,112.43,113.76,693462.0
2021-10-10,113.72,114.06,112.43,113.76,693462.0
2021-10-11,113.81,115.1306,113.0401,113.22,503000.0
2021-10-12,114.13,115.24,113.11,113.33,730538.0
2021-10-13,113.64,116.34,113.31,114.86,1112213.0
2021-10-14,115.77,116.66,112.5,112.98,1035934.0
2021-10-15,113.81,113.9,111.61,112.08,1024167.0
2021-10-16,113.81,113.9,111.61,112.08,1024167.0
2021-10-17,113.81,113.9,111.61,112.08,1024167.0
2021-10-18,111.85,113.75,111.6073,112.95,1700503.0
2021-10-19,112.75,114.02,112.63,112.88,827811.0
2021-10-20,113.48,114.15,112.98,113.7,1089757.0
2021-10-21,114.03,116.8,113.5,116.46,1376699.0
2021-10-22,116.89,117.649,115.7,116.45,715356.0
2021-10-23,116.89,117.649,115.7,116.45,715356.0
2021-10-24,116.89,117.649,115.7,116.45,715356.0
2021-10-25,116.75,117.89,115.51,116.07,2348113.0
2021-10-26,116.81,117.53,115.77,116.01,1436326.0
2021-10-27,115.67,115.88,113.665,114.75,1894205.0
2021-10-28,115.57,117.89,115.165,117.85,3413910.0
2021-10-29,118.0,120.0,117.01,119.91,1568972.0
2021-10-30,118.0,120.0,117.01,119.91,1568972.0
2021-10-31,118.0,120.0,117.01,119.91,1568972.0
2021-11-01,120.0,120.535,116.855,118.29,2110830.0
2021-11-02,118.76,120.0,116.12,117.4,2621751.0
2021-11-03,111.58,118.3,110.76,116.37,2743752.0
2021-11-04,115.51,116.59,108.13,111.04,3131232.0
2021-11-05,110.19,113.1,106.94,110.67,2451697.0
2021-11-06,110.19,113.1,106.94,110.67,2451697.0
2021-11-07,110.19,113.1,106.94,110.67,2451697.0
2021-11-08,110.73,111.115,105.87,108.19,2836464.0
2021-11-09,108.3624,108.86,106.12,107.63,1514308.0
2021-11-10,106.99,109.34,106.955,108.19,1736990.0
2021-11-11,108.9,109.12,107.61,108.15,1000826.0
2021-11-12,108.36,110.2,107.9,109.87,1571210.0
2021-11-13,108.36,110.2,107.9,109.87,1571210.0
2021-11-14,108.36,110.2,107.9,109.87,1571210.0
2021-11-15,109.77,110.125,108.42,109.51,1566388.0
2021-11-16,109.0,109.25,107.3,107.6,1638730.0
2021-11-17,107.28,108.42,106.67,108.08,1080454.0
2021-11-18,108.1,108.27,106.56,107.19,949898.0
2021-11-19,109.96,110.62,106.61,107.19,1496327.0
2021-11-20,109.96,110.62,106.61,107.19,1496327.0
2021-11-21,109.96,110.62,106.61,107.19,1496327.0
2021-11-22,107.8,107.9466,105.37,105.64,2287340.0
2021-11-23,105.5,106.07,103.4,104.81,1322928.0
2021-11-24,104.81,105.69,103.14,104.87,1772297.0
2021-11-25,104.81,105.69,103.14,104.87,1772297.0
2021-11-26,105.575,105.575,102.14,104.5,783882.0
2021-11-27,105.575,105.575,102.14,104.5,783882.0
2021-11-28,105.575,105.575,102.14,104.5,783882.0
2021-11-29,105.0,105.25,100.42,102.08,2139341.0
2021-11-30,101.25,104.65,101.07,103.76,2677964.0
2021-12-01,104.54,107.76,104.28,105.45,2070844.0
2021-12-02,105.21,106.69,103.435,103.73,1307544.0
2021-12-03,104.13,104.34,98.92,99.84,2029741.0
2021-12-04,104.13,104.34,98.92,99.84,2029741.0
2021-12-05,104.13,104.34,98.92,99.84,2029741.0
2021-12-06,99.22,99.6,96.59,98.56,2808268.0
2021-12-07,99.68,103.5,98.6101,102.04,1809717.0
2021-12-08,104.7,105.04,101.12,104.05,1085596.0
2021-12-09,103.47,103.65,100.12,100.24,1305012.0
2021-12-10,100.23,101.38,99.45,100.6,1267023.0
2021-12-11,100.23,101.38,99.45,100.6,1267023.0
2021-12-12,100.23,101.38,99.45,100.6,1267023.0
2021-12-13,100.52,103.8,100.27,102.96,1289313.0
2021-12-14,101.88,104.17,101.15,102.54,1561875.0
2021-12-15,103.32,107.33,102.07,106.73,1255517.0
2021-12-16,107.67,107.67,103.02,103.13,1073525.0
2021-12-17,101.9535,105.05,101.5937,103.84,1869998.0
2021-12-18,101.9535,105.05,101.5937,103.84,1869998.0
2021-12-19,101.9535,105.05,101.5937,103.84,1869998.0
2021-12-20,104.34,104.91,102.75,103.28,1005978.0
2021-12-21,103.55,106.61,102.8,106.05,1551237.0
2021-12-22,106.02,108.17,105.07,107.34,628968.0
2021-12-23,107.97,108.76,106.8,108.51,430343.0
2021-12-24,107.97,108.76,106.8,108.51,430343.0
2021-12-25,107.97,108.76,106.8,108.51,430343.0
2021-12-26,107.97,108.76,106.8,108.51,430343.0
2021-12-27,108.38,109.62,107.88,109.39,520158.0
2021-12-28,109.91,110.0,107.65,108.49,419483.0
2021-12-29,108.06,109.0,107.57,108.63,464341.0
2021-12-30,108.33,109.86,107.99,108.26,466949.0
2021-12-31,108.43,109.07,107.42,107.76,586184.0
2022-01-01,108.43,109.07,107.42,107.76,586184.0
2022-01-02,108.43,109.07,107.42,107.76,586184.0
2022-01-03,107.67,108.16,105.52,107.96,842786.0
2022-01-04,107.55,109.67,104.32,105.97,790096.0
2022-01-05,106.24,107.28,101.69,101.84,1016398.0
2022-01-06,100.62,101.03,96.41,97.77,1757151.0
2022-01-07,97.48,99.64,97.48,98.16,1257201.0
2022-01-08,97.48,99.64,97.48,98.16,1257201.0
2022-01-09,97.48,99.64,97.48,98.16,1257201.0
2022-01-10,97.59,98.53,92.01,94.9,2058617.0
2022-01-11,95.17,96.07,91.89,95.96,1728153.0
2022-01-12,96.31,96.86,93.15,93.58,1788565.0
2022-01-13,92.99,93.26,88.63,90.4,2459876.0
2022-01-14,90.0,91.5,86.89,91.1,2609600.0
2022-01-15,90.0,91.5,86.89,91.1,2609600.0
2022-01-16,90.0,91.5,86.89,91.1,2609600.0
2022-01-17,90.0,91.5,86.89,91.1,2609600.0
2022-01-18,89.71,91.97,88.1,88.2,2153005.0
2022-01-19,88.72,90.78,87.305,88.04,1554474.0
2022-01-20,88.76,89.99,86.46,86.57,1362761.0
2022-01-21,86.16,87.495,84.62,86.42,2264101.0
2022-01-22,86.16,87.495,84.62,86.42,2264101.0
2022-01-23,86.16,87.495,84.62,86.42,2264101.0
2022-01-24,84.55,86.89,83.42,86.85,2257982.0
2022-01-25,86.16,87.87,84.17,86.6,1521122.0
2022-01-26,86.74,90.4,86.53,87.41,1526301.0
2022-01-27,87.75,89.48,86.42,87.35,1766141.0
2022-01-28,87.35,91.39,86.66,91.34,1358094.0
2022-01-29,87.35,91.39,86.66,91.34,1358094.0
2022-01-30,87.35,91.39,86.66,91.34,1358094.0
2022-01-31,92.14,94.16,90.32,93.33,1989536.0
2022-02-01,93.02,95.2,92.3,94.33,1447278.0
2022-02-02,94.47,94.74,91.91,93.35,1793570.0
2022-02-03,91.76,93.39,91.45,91.6,1140723.0
2022-02-04,91.57,92.95,91.16,92.55,952422.0
2022-02-05,91.57,92.95,91.16,92.55,952422.0
2022-02-06,91.57,92.95,91.16,92.55,952422.0
2022-02-07,92.73,94.72,92.55,93.77,986097.0
2022-02-08,93.08,95.04,92.33,95.0,1516990.0
2022-02-09,96.17,97.66,95.975,97.4,1248228.0
2022-02-10,96.5,98.77,96.5,97.06,2250921.0
2022-02-11,97.07,97.985,95.85,96.65,2316187.0
2022-02-12,97.07,97.985,95.85,96.65,2316187.0
2022-02-13,97.07,97.985,95.85,96.65,2316187.0
2022-02-14,96.27,97.65,95.76,96.49,2647416.0
2022-02-15,98.15,99.13,97.16,98.17,1430016.0
2022-02-16,97.78,98.23,96.75,97.7,1817834.0
2022-02-17,97.01,97.64,93.93,94.36,3717396.0
2022-02-18,94.5,95.2856,92.2001,93.37,2094701.0
2022-02-19,94.5,95.2856,92.2001,93.37,2094701.0
2022-02-20,94.5,95.2856,92.2001,93.37,2094701.0
2022-02-21,94.5,95.2856,92.2001,93.37,2094701.0
2022-02-22,92.51,93.63,92.06,92.76,1483840.0
2022-02-23,93.66,94.0166,91.36,91.46,2011438.0
2022-02-24,88.96,93.2,88.35,92.82,2356569.0
2022-02-25,92.82,94.3,92.09,94.01,2894263.0
2022-02-26,92.82,94.3,92.09,94.01,2894263.0
2022-02-27,92.82,94.3,92.09,94.01,2894263.0
2022-02-28,93.57,93.6,89.425,91.17,3815854.0
2022-03-01,94.26,98.57,94.02,97.07,3023461.0
2022-03-02,96.97,99.95,96.24,98.31,2456120.0
2022-03-03,98.37,98.66,96.48,97.97,1539656.0
2022-03-04,97.66,99.77,97.4,99.38,2111819.0
2022-03-05,97.66,99.77,97.4,99.38,2111819.0
2022-03-06,97.66,99.77,97.4,99.38,2111819.0
2022-03-07,99.05,100.695,98.375,98.64,1696519.0
2022-03-08,98.355,101.08,97.23,100.09,1479583.0
2022-03-09,100.63,103.09,100.63,101.12,1276350.0
2022-03-10,101.09,101.9843,100.12,101.12,1459377.0
2022-03-11,101.2,101.69,99.79,100.76,1548856.0
2022-03-12,101.2,101.69,99.79,100.76,1548856.0
2022-03-13,101.2,101.69,99.79,100.76,1548856.0
2022-03-14,100.95,102.79,99.69,101.36,1216718.0
2022-03-15,103.06,103.65,101.35,103.26,1295829.0
2022-03-16,103.65,104.64,102.06,104.42,1263182.0
2022-03-17,104.39,106.79,104.25,106.39,1240438.0
2022-03-18,106.65,108.44,105.56,108.0,1860695.0
2022-03-19,106.65,108.44,105.56,108.0,1860695.0
2022-03-20,106.65,108.44,105.56,108.0,1860695.0
2022-03-21,107.37,109.42,107.25,108.66,1065442.0
2022-03-22,109.34,109.59,108.25,109.51,1209468.0
2022-03-23,109.29,110.125,108.4,108.49,1197679.0
2022-03-24,108.89,110.0,107.6,109.81,1118829.0
2022-03-25,110.0,110.0,107.67,109.38,2157639.0
2022-03-26,110.0,110.0,107.67,109.38,2157639.0
2022-03-27,110.0,110.0,107.67,109.38,2157639.0
2022-03-28,109.26,109.81,107.77,108.72,1817356.0
2022-03-29,109.12,109.6,104.77,104.95,2236372.0
2022-03-30,104.95,107.36,104.0,105.81,1609351.0
2022-03-31,106.28,106.7,105.13,105.21,1411195.0
2022-04-01,105.08,107.3,104.69,107.15,1340299.0
2022-04-02,105.08,107.3,104.69,107.15,1340299.0
2022-04-03,105.08,107.3,104.69,107.15,1340299.0
2022-04-04,107.0,107.52,105.755,107.33,1600667.0
2022-04-05,107.575,109.6151,106.525,107.49,1230814.0
2022-04-06,107.58,110.45,107.35,108.95,2683735.0
2022-04-07,108.85,112.57,108.8055,112.39,1620978.0
2022-04-08,112.77,114.35,111.22,113.17,1550897.0
2022-04-09,112.77,114.35,111.22,113.17,1550897.0
2022-04-10,112.77,114.35,111.22,113.17,1550897.0
2022-04-11,113.27,114.86,111.7,112.53,1542375.0
2022-04-12,112.53,113.9599,111.5,112.42,1219756.0
2022-04-13,112.42,115.855,112.42,115.15,1526287.0
2022-04-14,114.97,116.96,114.37,116.36,1283963.0
2022-04-15,114.97,116.96,114.37,116.36,1283963.0
2022-04-16,114.97,116.96,114.37,116.36,1283963.0
2022-04-17,114.97,116.96,114.37,116.36,1283963.0
2022-04-18,115.42,116.58,114.87,115.33,1301243.0
2022-04-19,115.48,115.95,113.81,114.75,1668621.0
2022-04-20,114.63,116.0,113.64,115.43,1362271.0
2022-04-21,115.44,117.49,110.35,110.49,2460531.0
2022-04-22,109.89,110.08,105.5,105.84,1520413.0
2022-04-23,109.89,110.08,105.5,105.84,1520413.0
2022-04-24,109.89,110.08,105.5,105.84,1520413.0
2022-04-25,105.27,107.47,103.715,106.7,1529656.0
2022-04-26,106.79,107.9,103.47,103.47,1913606.0
2022-04-27,104.19,104.8599,102.51,102.83,1168223.0
2022-04-28,103.33,103.38,97.95,102.22,1835582.0
2022-04-29,101.85,103.47,98.06,98.56,1915661.0
2022-04-30,101.85,103.47,98.06,98.56,1915661.0
2022-05-01,101.85,103.47,98.06,98.56,1915661.0
2022-05-02,97.74,98.52,94.58,98.06,2703833.0
2022-05-03,97.41,98.58,94.53,94.72,2656074.0
2022-05-04,87.32,97.94,86.33,95.67,5955748.0
2022-05-05,95.36,95.36,90.8,92.39,2258281.0
2022-05-06,91.11,91.82,86.03,86.78,2580941.0
2022-05-07,91.11,91.82,86.03,86.78,2580941.0
2022-05-08,91.11,91.82,86.03,86.78,2580941.0
2022-05-09,84.83,86.16,82.51,83.26,3739829.0
2022-05-10,85.0,89.55,84.27,89.35,2917135.0
2022-05-11,88.29,91.49,87.37,87.75,2418627.0
2022-05-12,87.0,89.01,86.4027,87.99,1400137.0
2022-05-13,88.41,91.07,88.39,90.43,1759451.0
2022-05-14,88.41,91.07,88.39,90.43,1759451.0
2022-05-15,88.41,91.07,88.39,90.43,1759451.0
2022-05-16,89.93,91.89,89.39,90.82,1601756.0
2022-05-17,91.27,93.1,90.37,92.9,1637512.0
2022-05-18,91.69,92.125,87.735,88.42,1613859.0
2022-05-19,88.42,90.33,88.11,89.34,1791094.0
2022-05-20,90.0,90.87,87.88,90.35,1848750.0
2022-05-21,90.0,90.87,87.88,90.35,1848750.0
2022-05-22,90.0,90.87,87.88,90.35,1848750.0
2022-05-23,90.04,90.84,87.0,87.38,1811573.0
2022-05-24,87.44,89.45,87.115,88.03,1790759.0
2022-05-25,87.78,89.19,87.18,88.42,1215070.0
2022-05-26,88.42,90.87,88.36,90.59,1496417.0
2022-05-27,91.33,94.86,90.48,94.84,2109407.0
2022-05-28,91.33,94.86,90.48,94.84,2109407.0
2022-05-29,91.33,94.86,90.48,94.84,2109407.0
2022-05-30,91.33,94.86,90.48,94.84,2109407.0
2022-05-31,94.89,95.39,89.43,89.69,4855792.0
2022-06-01,90.72,92.0797,88.0,89.49,1631142.0
2022-06-02,88.86,92.73,88.63,92.39,1562990.0
2022-06-03,92.23,93.24,90.635,91.29,1290463.0
2022-06-04,92.23,93.24,90.635,91.29,1290463.0
2022-06-05,92.23,93.24,90.635,91.29,1290463.0
2022-06-06,90.505,91.4652,86.35,87.22,2814912.0
2022-06-07,87.12,92.12,86.05,91.66,2352054.0
2022-06-08,91.64,92.64,89.39,90.61,1415719.0
2022-06-09,89.39,89.96,87.03,87.05,998117.0
2022-06-10,85.36,86.32,84.44,85.42,1655838.0
2022-06-11,85.36,86.32,84.44,85.42,1655838.0
2022-06-12,85.36,86.32,84.44,85.42,1655838.0
2022-06-13,83.11,84.13,81.2,81.6,1351499.0
2022-06-14,81.85,84.02,80.6032,81.27,1608501.0
2022-06-15,81.54,83.1,80.395,82.47,2074644.0
2022-06-16,80.98,81.66,78.85,79.4,2002194.0
2022-06-17,80.02,83.92,78.9,82.53,3542846.0
2022-06-18,80.02,83.92,78.9,82.53,3542846.0
2022-06-19,80.02,83.92,78.9,82.53,3542846.0
2022-06-20,80.02,83.92,78.9,82.53,3542846.0
2022-06-21,83.0,85.21,82.72,82.81,1634058.0
2022-06-22,82.06,83.78,82.01,82.94,1446576.0
2022-06-23,83.48,83.98,81.86,82.91,1673187.0
2022-06-24,84.05,85.6,83.43,85.13,5769330.0
2022-06-25,84.05,85.6,83.43,85.13,5769330.0
2022-06-26,84.05,85.6,83.43,85.13,5769330.0
2022-06-27,85.33,86.27,84.36,85.49,2116638.0
2022-06-28,85.75,85.75,81.67,81.69,1832596.0
2022-06-29,82.03,82.91,80.92,82.5,1582199.0
2022-06-30,81.95,82.34,79.415,79.76,2618456.0
2022-07-01,79.24,81.15,78.75,80.84,1969297.0
2022-07-02,79.24,81.15,78.75,80.84,1969297.0
2022-07-03,79.24,81.15,78.75,80.84,1969297.0
2022-07-04,79.24,81.15,78.75,80.84,1969297.0
2022-07-05,80.16,82.95,79.63,82.76,2047315.0
2022-07-06,82.76,83.11,81.42,82.47,2215569.0
2022-07-07,82.6,85.11,82.31,83.61,1831464.0
2022-07-08,82.59,83.76,82.16,83.61,1163591.0
2022-07-09,82.59,83.76,82.16,83.61,1163591.0
2022-07-10,82.59,83.76,82.16,83.61,1163591.0
2022-07-11,82.9,84.4,82.5447,82.67,1515732.0
2022-07-12,83.32,83.97,80.44,81.57,1453999.0
2022-07-13,80.33,82.61,80.1,81.41,1270876.0
2022-07-14,81.53,81.72,78.4,79.45,1656747.0
2022-07-15,80.95,83.36,80.4,82.53,1600557.0
2022-07-16,80.95,83.36,80.4,82.53,1600557.0
2022-07-17,80.95,83.36,80.4,82.53,1600557.0
2022-07-18,82.47,83.63,81.8625,82.3,1736691.0
2022-07-19,83.13,85.06,82.43,84.67,1686797.0
2022-07-20,84.99,87.065,84.32,84.33,1527762.0
2022-07-21,84.33,84.96,82.98,83.95,814923.0
2022-07-22,84.34,84.67,82.4901,82.93,847130.0
2022-07-23,84.34,84.67,82.4901,82.93,847130.0
2022-07-24,84.34,84.67,82.4901,82.93,847130.0
2022-07-25,83.05,83.3077,82.0,82.18,1034913.0
2022-07-26,81.56,82.69,80.65,81.46,1256632.0
2022-07-27,82.0,82.47,80.9,82.02,1548357.0
2022-07-28,82.13,84.68,81.46,83.71,1408563.0
2022-07-29,83.57,83.57,81.99,82.97,1554118.0
2022-07-30,83.57,83.57,81.99,82.97,1554118.0
2022-07-31,83.57,83.57,81.99,82.97,1554118.0
2022-08-01,82.87,82.97,80.35,80.88,1826768.0
2022-08-02,80.28,82.99,80.17,82.13,2497004.0
2022-08-03,64.14,67.79,60.76,66.96,20966465.0
2022-08-04,68.81,69.65,66.14,67.0,7720157.0
2022-08-05,67.01,70.12,67.0,69.6,5969701.0
2022-08-06,67.01,70.12,67.0,69.6,5969701.0
2022-08-07,67.01,70.12,67.0,69.6,5969701.0
2022-08-08,69.63,72.04,69.415,69.65,4609184.0
2022-08-09,69.3,70.23,66.6,67.12,3031525.0
2022-08-10,68.55,69.025,67.14,68.41,2751842.0
2022-08-11,68.15,69.35,66.7775,67.1,2183979.0
2022-08-12,67.15,68.2,66.69,67.47,2963284.0
2022-08-13,67.15,68.2,66.69,67.47,2963284.0
2022-08-14,67.15,68.2,66.69,67.47,2963284.0
2022-08-15,66.53,66.837,64.765,64.9,4408806.0
2022-08-16,64.97,65.08,63.86,64.08,3719670.0
