,ADP US Equity,ADP US Equity,ADP US Equity,ADP US Equity,ADP US Equity
2020-03-02,142.1711,149.0626,140.9737,148.9803,3194691.0
2020-03-03,147.7281,150.2964,140.7544,141.8877,3095168.0
2020-03-04,144.7942,150.461,143.3227,150.2507,2847640.0
2020-03-05,145.7265,149.1174,145.2604,146.8507,3359661.0
2020-03-06,140.2243,146.3389,139.845,145.4614,3137434.0
2020-03-07,140.2243,146.3389,139.845,145.4614,3137434.0
2020-03-08,140.2243,146.3389,139.845,145.4614,3137434.0
2020-03-09,136.2758,141.8695,133.6984,137.9393,4551601.0
2020-03-10,143.4507,143.606,134.5484,141.1383,4152369.0
2020-03-11,136.7785,138.8543,133.1591,135.2796,2750984.0
2020-03-12,126.497,126.795,115.7463,119.8112,5497208.0
2020-03-13,125.982,132.9161,118.8823,132.8885,3604922.0
2020-03-14,125.982,132.9161,118.8823,132.8885,3604922.0
2020-03-15,125.982,132.9161,118.8823,132.8885,3604922.0
2020-03-16,117.7695,121.1354,112.2425,112.6195,4415890.0
2020-03-17,114.4496,120.0411,108.9134,118.9927,4274804.0
2020-03-18,111.1481,112.7391,94.8245,108.1501,5108621.0
2020-03-19,108.334,113.2725,101.1608,107.9386,4022176.0
2020-03-20,109.364,109.8698,98.4938,103.0553,6257644.0
2020-03-21,109.364,109.8698,98.4938,103.0553,6257644.0
2020-03-22,109.364,109.8698,98.4938,103.0553,6257644.0
2020-03-23,99.8089,103.0553,96.4614,100.3055,4794469.0
2020-03-24,105.4463,112.2333,105.1153,111.2401,4884199.0
2020-03-25,111.0561,119.5537,107.1293,112.7391,3941861.0
2020-03-26,113.1713,127.0396,112.7483,126.0463,4041046.0
2020-03-27,119.8847,125.0715,118.5604,120.8228,2997814.0
2020-03-28,119.8847,125.0715,118.5604,120.8228,2997814.0
2020-03-29,119.8847,125.0715,118.5604,120.8228,2997814.0
2020-03-30,121.7608,127.4028,121.1814,126.7453,2522320.0
2020-03-31,124.1335,128.1983,123.4346,125.6969,3513047.0
2020-04-01,119.5353,122.685,117.7971,119.2962,2905449.0
2020-04-02,117.4569,121.9539,117.1902,120.9791,3808191.0
2020-04-03,120.1974,121.8804,116.5118,118.2386,1567490.0
2020-04-04,120.1974,121.8804,116.5118,118.2386,1567490.0
2020-04-05,120.1974,121.8804,116.5118,118.2386,1567490.0
2020-04-06,124.1519,129.1639,123.5541,128.4282,3664182.0
2020-04-07,133.8449,135.3439,125.7612,125.9544,2870654.0
2020-04-08,126.9108,128.3822,125.3934,127.3982,2726592.0
2020-04-09,128.9616,132.2539,128.6673,131.0676,2683410.0
2020-04-10,128.9616,132.2539,128.6673,131.0676,2683410.0
2020-04-11,128.9616,132.2539,128.6673,131.0676,2683410.0
2020-04-12,128.9616,132.2539,128.6673,131.0676,2683410.0
2020-04-13,128.9616,129.5967,125.0899,128.3179,1728671.0
2020-04-14,129.4122,132.4195,129.1823,132.3091,2404395.0
2020-04-15,128.8788,129.3581,126.1567,126.5797,2146362.0
2020-04-16,127.389,127.788,123.6185,125.9176,1949127.0
2020-04-17,130.1388,130.6997,127.5546,129.7433,3179534.0
2020-04-18,130.1388,130.6997,127.5546,129.7433,3179534.0
2020-04-19,130.1388,130.6997,127.5546,129.7433,3179534.0
2020-04-20,127.3982,130.2675,126.9108,128.5846,2521427.0
2020-04-21,126.1843,126.5797,122.4965,122.8736,2178067.0
2020-04-22,125.7612,128.5202,124.1887,127.5546,1558418.0
2020-04-23,127.6925,129.8077,124.5657,124.9979,2345156.0
2020-04-24,125.5589,128.5018,124.499,128.042,2000267.0
2020-04-25,125.5589,128.5018,124.499,128.042,2000267.0
2020-04-26,125.5589,128.5018,124.499,128.042,2000267.0
2020-04-27,128.5754,130.8837,128.2627,130.7917,1779469.0
2020-04-28,131.7205,134.4381,131.1412,131.5182,2129797.0
2020-04-29,134.9669,134.9669,130.2215,134.1208,2644286.0
2020-04-30,132.8793,135.4819,132.0332,134.9025,2592296.0
2020-05-01,131.6654,133.0724,128.2535,129.1363,2616976.0
2020-05-02,131.6654,133.0724,128.2535,129.1363,2616976.0
2020-05-03,131.6654,133.0724,128.2535,129.1363,2616976.0
2020-05-04,128.1615,133.0172,127.2695,132.8701,2614433.0
2020-05-05,133.8633,135.8956,133.1828,134.1024,1672038.0
2020-05-06,131.6286,135.767,131.6286,132.9437,1780342.0
2020-05-07,135.5463,137.3204,134.8841,135.8957,1900221.0
2020-05-08,137.5511,137.7442,133.0908,134.268,1738426.0
2020-05-09,137.5511,137.7442,133.0908,134.268,1738426.0
2020-05-10,137.5511,137.7442,133.0908,134.268,1738426.0
2020-05-11,132.5114,134.084,132.1528,132.9896,1762735.0
2020-05-12,133.2104,133.9369,130.0284,130.3411,2014207.0
2020-05-13,130.3411,130.3411,122.1287,123.7656,2964236.0
2020-05-14,123.2046,124.299,120.1422,124.1059,2164911.0
2020-05-15,123.0207,124.1335,121.255,124.0139,4047772.0
2020-05-16,123.0207,124.1335,121.255,124.0139,4047772.0
2020-05-17,123.0207,124.1335,121.255,124.0139,4047772.0
2020-05-18,124.4462,126.4326,123.7012,125.4394,3753610.0
2020-05-19,125.2646,126.5613,122.3586,122.4045,2523022.0
2020-05-20,123.8208,125.1534,123.2184,123.9496,5466024.0
2020-05-21,123.3058,124.1963,122.0367,122.6069,2856335.0
2020-05-22,122.3126,124.814,121.301,124.0323,2201114.0
2020-05-23,122.3126,124.814,121.301,124.0323,2201114.0
2020-05-24,122.3126,124.814,121.301,124.0323,2201114.0
2020-05-25,122.3126,124.814,121.301,124.0323,2201114.0
2020-05-26,126.9108,128.3454,125.7153,127.7569,3080443.0
2020-05-27,129.9456,133.4633,128.3225,133.0448,3439850.0
2020-05-28,133.9645,134.737,131.9863,133.1644,2547734.0
2020-05-29,133.6886,135.1692,130.7411,134.7186,3239506.0
2020-05-30,133.6886,135.1692,130.7411,134.7186,3239506.0
2020-05-31,133.6886,135.1692,130.7411,134.7186,3239506.0
2020-06-01,134.2801,135.1692,132.9437,133.8541,2374128.0
2020-06-02,133.7209,136.4015,133.3575,136.3371,2880879.0
2020-06-03,137.7626,140.0111,136.9901,139.4915,2100270.0
2020-06-04,137.8362,139.7398,137.1648,137.9189,2086399.0
2020-06-05,141.901,148.1086,141.2297,147.2625,3344829.0
2020-06-06,141.901,148.1086,141.2297,147.2625,3344829.0
2020-06-07,141.901,148.1086,141.2297,147.2625,3344829.0
2020-06-08,146.5544,148.3385,145.5704,148.2005,2270385.0
2020-06-09,147.8327,147.8327,144.4024,145.0186,1885666.0
2020-06-10,145.0554,145.4968,141.5791,143.5012,1690810.0
2020-06-11,141.4939,142.649,132.1047,132.2712,2922150.0
2020-06-12,136.4432,137.8122,132.3637,135.9899,2726001.0
2020-06-13,136.4432,137.8122,132.3637,135.9899,2726001.0
2020-06-14,136.4432,137.8122,132.3637,135.9899,2726001.0
2020-06-15,132.1047,137.3219,131.7625,136.2489,1754765.0
2020-06-16,140.8001,141.8176,137.877,140.4023,1662416.0
2020-06-17,140.2266,141.1423,138.8425,139.3848,1231071.0
2020-06-18,138.5152,140.4393,137.7428,140.3561,1234353.0
2020-06-19,142.7612,143.3809,137.4884,137.8307,2247057.0
2020-06-20,142.7612,143.3809,137.4884,137.8307,2247057.0
2020-06-21,142.7612,143.3809,137.4884,137.8307,2247057.0
2020-06-22,137.3682,139.283,136.2951,139.1998,1737108.0
2020-06-23,140.2543,140.7446,138.8575,139.2368,1744106.0
2020-06-24,137.729,138.3765,133.4645,133.9826,1837003.0
2020-06-25,133.668,136.6374,133.0575,136.3969,1156369.0
2020-06-26,136.2211,136.3969,133.1223,133.8715,2566878.0
2020-06-27,136.2211,136.3969,133.1223,133.8715,2566878.0
2020-06-28,136.2211,136.3969,133.1223,133.8715,2566878.0
2020-06-29,135.2961,135.9788,133.4183,135.4071,1024973.0
2020-06-30,136.3969,138.358,135.1435,137.729,1656034.0
2020-07-01,138.0342,139.172,137.4884,137.9325,1381308.0
2020-07-02,139.505,140.7261,138.7141,139.2553,1216780.0
2020-07-03,139.505,140.7261,138.7141,139.2553,1216780.0
2020-07-04,139.505,140.7261,138.7141,139.2553,1216780.0
2020-07-05,139.505,140.7261,138.7141,139.2553,1216780.0
2020-07-06,141.0128,141.2164,138.8113,139.431,1469660.0
2020-07-07,138.7372,139.6715,135.7124,135.9806,1298934.0
2020-07-08,135.9806,137.1092,135.3054,136.9982,1291860.0
2020-07-09,136.5172,136.5172,133.3073,134.8058,1347088.0
2020-07-10,134.1306,136.2581,133.7848,136.1379,928482.0
2020-07-11,134.1306,136.2581,133.7848,136.1379,928482.0
2020-07-12,134.1306,136.2581,133.7848,136.1379,928482.0
2020-07-13,136.4432,137.951,134.1953,134.5746,1576884.0
2020-07-14,131.9845,134.6763,131.4572,134.5746,2524600.0
2020-07-15,135.0001,138.1082,134.8336,137.4607,1675135.0
2020-07-16,136.2951,136.5912,134.4821,135.2221,1199778.0
2020-07-17,136.2211,137.2757,134.8798,136.5357,1050365.0
2020-07-18,136.2211,137.2757,134.8798,136.5357,1050365.0
2020-07-19,136.2211,137.2757,134.8798,136.5357,1050365.0
2020-07-20,136.5172,137.1924,134.7365,136.3969,1246644.0
2020-07-21,136.7762,138.1452,135.4487,136.0731,1157692.0
2020-07-22,137.0907,137.0907,135.7401,136.6097,1096156.0
2020-07-23,136.5079,137.803,135.3146,135.9529,1056260.0
2020-07-24,136.5172,136.9057,134.0381,134.5283,988303.0
2020-07-25,136.5172,136.9057,134.0381,134.5283,988303.0
2020-07-26,136.5172,136.9057,134.0381,134.5283,988303.0
2020-07-27,134.3618,135.6476,133.3535,134.7966,1432594.0
2020-07-28,134.9168,136.7207,134.4728,135.6569,2038096.0
2020-07-29,129.4406,130.7542,125.2039,126.8413,5228538.0
2020-07-30,124.2042,124.6397,122.3548,122.9283,8449301.0
2020-07-31,123.6406,124.4454,120.107,122.9468,3408510.0
2020-08-01,123.6406,124.4454,120.107,122.9468,3408510.0
2020-08-02,123.6406,124.4454,120.107,122.9468,3408510.0
2020-08-03,123.3631,124.8709,122.3086,124.3807,2962249.0
2020-08-04,123.9089,126.536,123.8994,126.4897,2415165.0
2020-08-05,126.3602,127.8773,124.4269,124.6674,2362947.0
2020-08-06,124.3899,126.6932,124.3714,126.2862,2158358.0
2020-08-07,126.7117,128.5618,126.388,127.646,3090845.0
2020-08-08,126.7117,128.5618,126.388,127.646,3090845.0
2020-08-09,126.7117,128.5618,126.388,127.646,3090845.0
2020-08-10,127.5443,128.4601,126.1984,127.8125,2507900.0
2020-08-11,127.572,129.5424,126.536,127.7478,2412529.0
2020-08-12,128.4508,129.7644,128.2751,129.1168,2686090.0
2020-08-13,128.6081,130.0049,128.5711,128.8208,2363898.0
2020-08-14,128.8208,129.5979,127.6275,128.5433,2215124.0
2020-08-15,128.8208,129.5979,127.6275,128.5433,2215124.0
2020-08-16,128.8208,129.5979,127.6275,128.5433,2215124.0
2020-08-17,128.8116,130.1853,128.659,129.1909,1558992.0
2020-08-18,129.9679,130.2361,128.5248,129.4591,2078012.0
2020-08-19,129.4036,129.9771,127.8588,128.4878,1478914.0
2020-08-20,127.276,129.0206,127.0633,128.7191,1310317.0
2020-08-21,128.6266,128.6266,126.8228,127.7293,1795675.0
2020-08-22,128.6266,128.6266,126.8228,127.7293,1795675.0
2020-08-23,128.6266,128.6266,126.8228,127.7293,1795675.0
2020-08-24,128.2381,130.1714,127.313,130.1159,1387605.0
2020-08-25,130.5044,132.1417,129.6534,130.4859,1917294.0
2020-08-26,130.4489,131.2352,128.6405,129.1446,1804063.0
2020-08-27,130.8837,131.781,129.5318,130.4397,1738123.0
2020-08-28,130.3749,130.8374,128.9318,130.7449,1079512.0
2020-08-29,130.3749,130.8374,128.9318,130.7449,1079512.0
2020-08-30,130.3749,130.8374,128.9318,130.7449,1079512.0
2020-08-31,130.2546,130.3888,127.9883,128.6636,2893853.0
2020-09-01,128.3861,128.4577,127.054,128.1456,1615717.0
2020-09-02,127.8218,132.3267,127.1928,131.7995,2219992.0
2020-09-03,132.2157,133.4368,127.3963,128.7098,2033442.0
2020-09-04,128.7838,131.1057,127.1928,128.1456,2924335.0
2020-09-05,128.7838,131.1057,127.1928,128.1456,2924335.0
2020-09-06,128.7838,131.1057,127.1928,128.1456,2924335.0
2020-09-07,128.7838,131.1057,127.1928,128.1456,2924335.0
2020-09-08,126.246,127.5207,124.6952,125.7035,2618046.0
2020-09-09,126.4342,128.1456,124.9912,126.9708,1962027.0
2020-09-10,127.0453,127.3153,122.2495,122.8269,2463712.0
2020-09-11,123.3856,124.5962,122.3427,124.261,1862216.0
2020-09-12,123.3856,124.5962,122.3427,124.261,1862216.0
2020-09-13,123.3856,124.5962,122.3427,124.261,1862216.0
2020-09-14,125.3877,127.8368,125.0804,127.1757,4143013.0
2020-09-15,127.6599,128.6004,126.7845,127.5481,2034315.0
2020-09-16,128.1534,130.5001,127.7251,128.2372,1513376.0
2020-09-17,125.4995,128.4794,124.9687,128.3862,1575316.0
2020-09-18,128.2931,128.3955,124.6614,125.7975,3148656.0
2020-09-19,128.2931,128.3955,124.6614,125.7975,3148656.0
2020-09-20,128.2931,128.3955,124.6614,125.7975,3148656.0
2020-09-21,123.1156,123.6557,120.2288,122.0167,2033622.0
2020-09-22,122.3706,124.1262,121.4766,123.7674,1313995.0
2020-09-23,123.2087,123.7767,119.5397,119.8656,1616603.0
2020-09-24,119.428,122.3054,118.5526,121.8026,1940387.0
2020-09-25,120.3406,125.6578,120.3406,125.2853,2309988.0
2020-09-26,120.3406,125.6578,120.3406,125.2853,2309988.0
2020-09-27,120.3406,125.6578,120.3406,125.2853,2309988.0
2020-09-28,127.3153,128.5445,126.7194,127.8648,2593481.0
2020-09-29,128.0882,128.9776,127.1094,128.0789,1965677.0
2020-09-30,128.4607,131.273,128.2931,129.8948,2856881.0
2020-10-01,131.8783,131.9248,127.2874,128.2279,2023069.0
2020-10-02,125.8813,129.7365,125.8161,129.1312,2226494.0
2020-10-03,125.8813,129.7365,125.8161,129.1312,2226494.0
2020-10-04,125.8813,129.7365,125.8161,129.1312,2226494.0
2020-10-05,129.7086,132.1111,129.3687,131.2637,1957642.0
2020-10-06,131.5058,135.5659,130.379,132.4743,2205999.0
2020-10-07,133.5079,134.4857,132.2321,133.8431,2422251.0
2020-10-08,135.2213,137.1862,134.9373,136.8975,1975769.0
2020-10-09,137.8194,139.7563,136.7671,139.5422,2693350.0
2020-10-10,137.8194,139.7563,136.7671,139.5422,2693350.0
2020-10-11,137.8194,139.7563,136.7671,139.5422,2693350.0
2020-10-12,141.0787,141.6746,139.7284,140.2219,2955167.0
2020-10-13,141.1252,141.6839,138.49,139.3932,1972167.0
2020-10-14,139.6725,140.5665,137.8576,138.2943,2246317.0
2020-10-15,136.4412,137.6239,135.957,137.2514,1706719.0
2020-10-16,138.015,139.3466,137.3538,138.2105,1146075.0
2020-10-17,138.015,139.3466,137.3538,138.2105,1146075.0
2020-10-18,138.015,139.3466,137.3538,138.2105,1146075.0
2020-10-19,137.9125,138.7367,134.7464,135.0723,2198956.0
2020-10-20,136.3574,137.3911,135.7428,136.5343,1195572.0
2020-10-21,136.8137,137.8846,135.8173,136.7485,1174572.0
2020-10-22,136.9441,139.2162,136.0408,138.6109,1494581.0
2020-10-23,139.747,140.0543,138.1267,138.9369,1082910.0
2020-10-24,139.747,140.0543,138.1267,138.9369,1082910.0
2020-10-25,139.747,140.0543,138.1267,138.9369,1082910.0
2020-10-26,137.2607,137.27,134.6393,135.7428,2823398.0
2020-10-27,136.0687,137.0667,135.5566,135.9849,2032115.0
2020-10-28,144.5241,148.3887,143.2949,144.4124,4716765.0
2020-10-29,144.0306,148.4911,142.9318,147.3085,2225147.0
2020-10-30,146.0886,148.4539,145.0736,147.0943,2894674.0
2020-10-31,146.0886,148.4539,145.0736,147.0943,2894674.0
2020-11-01,146.0886,148.4539,145.0736,147.0943,2894674.0
2020-11-02,148.4725,150.9309,147.5971,150.3535,2742482.0
2020-11-03,152.3463,155.857,151.8528,155.0282,2136225.0
2020-11-04,156.3319,157.0692,152.5791,153.2589,2478891.0
2020-11-05,154.2553,155.3914,150.8005,151.5175,2740424.0
2020-11-06,153.4638,155.1213,152.3091,154.7954,1902344.0
2020-11-07,153.4638,155.1213,152.3091,154.7954,1902344.0
2020-11-08,153.4638,155.1213,152.3091,154.7954,1902344.0
2020-11-09,161.5374,162.7666,157.9802,158.2037,2298279.0
2020-11-10,157.4866,161.4629,156.6113,159.3025,1669947.0
2020-11-11,160.1685,161.407,158.8276,160.0475,1821385.0
2020-11-12,159.0976,160.0333,156.8813,157.7753,1346256.0
2020-11-13,159.2373,160.1033,157.9615,159.824,1095200.0
2020-11-14,159.2373,160.1033,157.9615,159.824,1095200.0
2020-11-15,159.2373,160.1033,157.9615,159.824,1095200.0
2020-11-16,162.0309,165.0015,160.5876,164.8711,2322655.0
2020-11-17,162.9621,164.4335,162.2637,164.033,1249116.0
2020-11-18,164.033,164.061,160.988,161.2487,1326001.0
2020-11-19,160.0288,162.3569,159.5725,161.6864,1110587.0
2020-11-20,161.5653,161.8261,159.4654,159.4887,1477103.0
2020-11-21,161.5653,161.8261,159.4654,159.4887,1477103.0
2020-11-22,161.5653,161.8261,159.4654,159.4887,1477103.0
2020-11-23,160.2989,161.6026,158.5389,160.2244,1260073.0
2020-11-24,161.6026,163.5022,160.4013,163.2136,1599570.0
2020-11-25,164.5452,164.5452,161.4908,162.1054,910534.0
2020-11-26,164.5452,164.5452,161.4908,162.1054,910534.0
2020-11-27,162.6455,163.3626,162.2265,163.1949,588310.0
2020-11-28,162.6455,163.3626,162.2265,163.1949,588310.0
2020-11-29,162.6455,163.3626,162.2265,163.1949,588310.0
2020-11-30,162.1613,163.0506,159.5446,161.9192,2846364.0
2020-12-01,163.1111,164.2752,161.6957,162.6548,2270460.0
2020-12-02,162.6642,163.018,159.2466,159.7774,2365001.0
2020-12-03,159.4701,161.407,159.1256,160.2523,1423130.0
2020-12-04,160.5037,163.5488,159.8938,162.7666,1022621.0
2020-12-05,160.5037,163.5488,159.8938,162.7666,1022621.0
2020-12-06,160.5037,163.5488,159.8938,162.7666,1022621.0
2020-12-07,162.0309,162.7107,160.96,162.5617,1115483.0
2020-12-08,162.4314,162.9156,161.4117,162.5245,1022441.0
2020-12-09,163.0739,163.1158,160.8855,161.8819,1535410.0
2020-12-10,161.7041,161.8258,160.2904,161.03,1811855.0
2020-12-11,160.4964,162.6029,160.1687,162.4624,1200903.0
2020-12-12,160.4964,162.6029,160.1687,162.4624,1200903.0
2020-12-13,160.4964,162.6029,160.1687,162.4624,1200903.0
2020-12-14,162.2752,164.597,161.3015,162.1067,3068764.0
2020-12-15,163.1459,164.5783,161.8445,164.5408,1227135.0
2020-12-16,164.6906,165.2863,163.1646,164.3911,1119927.0
2020-12-17,165.3273,167.607,164.7,166.0294,1165198.0
2020-12-18,167.0874,168.0142,166.1511,167.8083,3298965.0
2020-12-19,167.0874,168.0142,166.1511,167.8083,3298965.0
2020-12-20,167.0874,168.0142,166.1511,167.8083,3298965.0
2020-12-21,164.7749,166.4976,163.2816,166.1699,1457215.0
2020-12-22,165.4303,165.7486,164.2693,165.0932,946619.0
2020-12-23,166.1792,166.8908,163.8293,164.0166,934905.0
2020-12-24,164.8872,165.3085,163.7731,165.2992,371550.0
2020-12-25,164.8872,165.3085,163.7731,165.2992,371550.0
2020-12-26,164.8872,165.3085,163.7731,165.2992,371550.0
2020-12-27,164.8872,165.3085,163.7731,165.2992,371550.0
2020-12-28,166.226,166.7971,165.2149,165.346,770513.0
2020-12-29,166.1418,166.4695,163.4361,163.717,797261.0
2020-12-30,164.4004,165.009,162.2658,162.7246,787489.0
2020-12-31,163.0335,165.1962,162.2752,164.9621,1142816.0
2021-01-01,163.0335,165.1962,162.2752,164.9621,1142816.0
2021-01-02,163.0335,165.1962,162.2752,164.9621,1142816.0
2021-01-03,163.0335,165.1962,162.2752,164.9621,1142816.0
2021-01-04,164.7468,165.3085,157.0324,158.1839,2266738.0
2021-01-05,157.9218,159.3245,156.6953,157.7439,1491566.0
2021-01-06,155.5344,158.6333,155.4431,157.1915,1646065.0
2021-01-07,157.3413,159.1108,156.7609,158.0809,1596737.0
2021-01-08,158.1933,161.3858,157.5754,160.1406,2638683.0
2021-01-09,158.1933,161.3858,157.5754,160.1406,2638683.0
2021-01-10,158.1933,161.3858,157.5754,160.1406,2638683.0
2021-01-11,160.0283,160.6368,157.3975,157.7626,1236064.0
2021-01-12,157.8937,158.7269,156.3676,158.2775,1641271.0
2021-01-13,151.6678,155.1178,150.7316,154.1582,3146541.0
2021-01-14,154.1769,154.4765,151.1997,151.5835,2591079.0
2021-01-15,151.284,151.3963,149.1494,150.8439,2885023.0
2021-01-16,151.284,151.3963,149.1494,150.8439,2885023.0
2021-01-17,151.284,151.3963,149.1494,150.8439,2885023.0
2021-01-18,151.284,151.3963,149.1494,150.8439,2885023.0
2021-01-19,150.8533,151.8738,149.9264,151.6491,1703598.0
2021-01-20,151.7053,152.4449,150.3758,151.9955,1441898.0
2021-01-21,151.8551,151.9955,149.889,150.7597,1867263.0
2021-01-22,150.872,152.0797,149.6175,151.6491,1894998.0
2021-01-23,150.872,152.0797,149.6175,151.6491,1894998.0
2021-01-24,150.872,152.0797,149.6175,151.6491,1894998.0
2021-01-25,151.0686,153.6058,150.5724,153.2407,1850542.0
2021-01-26,153.8679,155.2535,152.6134,154.0364,2864237.0
2021-01-27,152.3232,161.8445,152.2108,155.1037,3535986.0
2021-01-28,159.0171,161.5637,155.9838,156.1149,2189075.0
2021-01-29,157.0136,158.6427,153.9522,154.5888,3212030.0
2021-01-30,157.0136,158.6427,153.9522,154.5888,3212030.0
2021-01-31,157.0136,158.6427,153.9522,154.5888,3212030.0
2021-02-01,154.7386,157.7252,154.6356,155.7404,1720765.0
2021-02-02,156.6204,158.3337,154.9727,157.6409,1863512.0
2021-02-03,156.4144,157.1447,155.6467,156.1898,1811889.0
2021-02-04,157.3507,159.7755,155.7591,159.6819,1409103.0
2021-02-05,159.841,160.6181,156.5081,156.6111,1536316.0
2021-02-06,159.841,160.6181,156.5081,156.6111,1536316.0
2021-02-07,159.841,160.6181,156.5081,156.6111,1536316.0
2021-02-08,157.2477,157.9686,155.8808,157.2102,1755221.0
2021-02-09,157.1634,157.6783,155.8153,156.7047,1748744.0
2021-02-10,157.6596,157.903,155.6374,156.2927,1607839.0
2021-02-11,157.6503,157.6971,155.9557,156.1617,1189320.0
2021-02-12,155.4221,156.5362,153.7603,156.377,1828433.0
2021-02-13,155.4221,156.5362,153.7603,156.377,1828433.0
2021-02-14,155.4221,156.5362,153.7603,156.377,1828433.0
2021-02-15,155.4221,156.5362,153.7603,156.377,1828433.0
2021-02-16,155.2723,157.0417,154.5022,155.5625,2024428.0
2021-02-17,154.3922,156.7515,154.0271,156.4706,1270932.0
2021-02-18,156.5549,161.985,155.6561,161.5918,2226003.0
2021-02-19,161.8071,162.3407,158.2214,158.4929,2000779.0
2021-02-20,161.8071,162.3407,158.2214,158.4929,2000779.0
2021-02-21,161.8071,162.3407,158.2214,158.4929,2000779.0
2021-02-22,157.9218,160.6181,156.4706,159.9253,1465217.0
2021-02-23,159.9346,163.4642,159.3074,161.0909,1880684.0
2021-02-24,159.2512,165.5707,158.2307,165.3554,1969761.0
2021-02-25,163.6234,166.2869,163.3336,164.3349,2485620.0
2021-02-26,165.1494,166.2167,162.6403,162.9212,2644913.0
2021-02-27,165.1494,166.2167,162.6403,162.9212,2644913.0
2021-02-28,165.1494,166.2167,162.6403,162.9212,2644913.0
2021-03-01,164.5596,167.0733,163.4408,166.1792,1690179.0
2021-03-02,166.1886,166.638,162.7714,163.7825,2088551.0
2021-03-03,162.4531,163.9229,161.3296,163.3612,1717016.0
2021-03-04,163.2114,164.6532,159.0874,160.1032,2012959.0
2021-03-05,160.8709,167.5836,160.5622,166.8908,2535893.0
2021-03-06,160.8709,167.5836,160.5622,166.8908,2535893.0
2021-03-07,160.8709,167.5836,160.5622,166.8908,2535893.0
2021-03-08,167.8363,171.9276,166.4039,168.913,2550502.0
2021-03-09,170.411,172.5362,169.5684,171.3846,2250043.0
2021-03-10,172.0025,172.817,169.7088,170.4578,1968610.0
2021-03-11,169.8367,173.135,169.5779,170.853,1362378.0
2021-03-12,170.0625,172.2834,169.9026,171.9917,1360469.0
2021-03-13,170.0625,172.2834,169.9026,171.9917,1360469.0
2021-03-14,170.0625,172.2834,169.9026,171.9917,1360469.0
2021-03-15,171.9917,178.1554,171.9917,177.9295,2792343.0
2021-03-16,177.619,179.2658,176.8568,177.1767,2017069.0
2021-03-17,176.2169,177.3932,174.8053,176.8003,1982028.0
2021-03-18,174.8147,177.2802,174.4854,175.0876,1622422.0
2021-03-19,175.0688,176.0945,171.4647,173.0832,10171524.0
2021-03-20,175.0688,176.0945,171.4647,173.0832,10171524.0
2021-03-21,175.0688,176.0945,171.4647,173.0832,10171524.0
2021-03-22,172.1704,173.9772,171.7564,173.5161,2151043.0
2021-03-23,174.73,174.8241,172.2834,173.1868,1664090.0
2021-03-24,172.4994,176.8568,172.4994,174.3442,2020368.0
2021-03-25,176.0945,177.0544,175.0406,175.9722,2139015.0
2021-03-26,176.1039,181.5995,175.8122,181.3266,2088223.0
2021-03-27,176.1039,181.5995,175.8122,181.3266,2088223.0
2021-03-28,176.1039,181.5995,175.8122,181.3266,2088223.0
2021-03-29,180.4515,181.609,178.8329,181.1479,1432155.0
2021-03-30,181.3643,182.0324,176.1698,176.8097,1774351.0
2021-03-31,176.8191,178.3906,176.0193,177.3555,1848613.0
2021-04-01,179.0023,179.0023,177.0356,178.2307,1326857.0
2021-04-02,179.0023,179.0023,177.0356,178.2307,1326857.0
2021-04-03,179.0023,179.0023,177.0356,178.2307,1326857.0
2021-04-04,179.0023,179.0023,177.0356,178.2307,1326857.0
2021-04-05,178.6259,182.3383,178.5883,181.6842,1605560.0
2021-04-06,181.3831,181.3831,177.6378,178.2401,1532642.0
2021-04-07,177.6943,178.0989,174.6642,174.8524,1703688.0
2021-04-08,175.8028,177.3461,175.0782,177.1014,1972488.0
2021-04-09,177.0167,178.6353,175.9722,178.2683,1128463.0
2021-04-10,177.0167,178.6353,175.9722,178.2683,1128463.0
2021-04-11,177.0167,178.6353,175.9722,178.2683,1128463.0
2021-04-12,177.5908,178.9929,177.3179,178.5694,1398016.0
2021-04-13,178.6635,180.8844,178.3718,180.6021,1978958.0
2021-04-14,180.1335,181.8913,179.4446,179.8775,1651614.0
2021-04-15,181.2043,181.9195,180.0939,180.5738,1173451.0
2021-04-16,181.2514,182.1121,180.4477,181.5619,1612902.0
2021-04-17,181.2514,182.1121,180.4477,181.5619,1612902.0
2021-04-18,181.2514,182.1121,180.4477,181.5619,1612902.0
2021-04-19,180.691,181.7689,180.3668,181.3831,1226316.0
2021-04-20,181.967,182.5312,180.7432,181.4396,1257987.0
2021-04-21,182.0983,183.0864,181.6184,182.8511,1413567.0
2021-04-22,182.4935,184.3662,181.8254,183.3404,1360477.0
2021-04-23,183.5004,185.646,182.2018,184.3097,1342860.0
2021-04-24,183.5004,185.646,182.2018,184.3097,1342860.0
2021-04-25,183.5004,185.646,182.2018,184.3097,1342860.0
2021-04-26,184.0368,184.9496,183.2181,183.6322,1398929.0
2021-04-27,183.4628,184.4415,182.4088,184.3379,1589756.0
2021-04-28,179.9151,180.2068,175.0594,175.6146,3129115.0
2021-04-29,175.9346,178.0989,174.7018,177.2896,1746271.0
2021-04-30,175.5017,177.2144,173.949,175.9628,2316652.0
2021-05-01,175.5017,177.2144,173.949,175.9628,2316652.0
2021-05-02,175.5017,177.2144,173.949,175.9628,2316652.0
2021-05-03,178.0142,180.2727,177.7319,180.1692,1514227.0
