,XEL US Equity,XEL US Equity,XEL US Equity,XEL US Equity,XEL US Equity
2023-07-04,60.3136,61.2762,60.2844,61.2373,1374992.0
2023-07-05,61.1206,62.195,60.9067,62.0249,4555357.0
2023-07-06,61.6262,62.2534,61.0039,61.9957,5360214.0
2023-07-07,61.5484,61.6748,61.1255,61.1887,3730862.0
2023-07-08,61.5484,61.6748,61.1255,61.1887,3730862.0
2023-07-09,61.5484,61.6748,61.1255,61.1887,3730862.0
2023-07-10,61.3053,61.6855,60.6344,60.9164,4047445.0
2023-07-11,61.0914,61.3977,60.8386,61.3734,2878849.0
2023-07-12,61.3539,62.4721,61.3539,62.0249,3137851.0
2023-07-13,61.8985,62.5645,61.7526,62.5499,2924954.0
2023-07-14,62.4624,62.8027,61.845,62.4916,2561822.0
2023-07-15,62.4624,62.8027,61.845,62.4916,2561822.0
2023-07-16,62.4624,62.8027,61.845,62.4916,2561822.0
2023-07-17,62.443,62.443,61.4512,61.4609,2881600.0
2023-07-18,61.6748,62.0929,60.5469,61.2567,3332480.0
2023-07-19,61.3637,62.4041,61.3637,61.6359,3602361.0
2023-07-20,62.0346,62.9388,61.5581,62.7735,3484193.0
2023-07-21,63.0555,63.5806,62.7638,63.4056,10530040.0
2023-07-22,63.0555,63.5806,62.7638,63.4056,10530040.0
2023-07-23,63.0555,63.5806,62.7638,63.4056,10530040.0
2023-07-24,63.2889,63.6681,62.8708,63.2792,2837207.0
2023-07-25,63.2694,63.5514,63.0264,63.1625,3247045.0
2023-07-26,63.1139,63.8042,62.9437,63.25,2529917.0
2023-07-27,62.8222,62.9777,60.8094,61.1303,4046286.0
2023-07-28,61.3539,62.0783,61.0088,61.1498,4227331.0
2023-07-29,61.3539,62.0783,61.0088,61.1498,4227331.0
2023-07-30,61.3539,62.0783,61.0088,61.1498,4227331.0
2023-07-31,61.2373,61.5484,60.6976,60.9942,3600603.0
2023-08-01,60.9942,61.4609,60.7706,61.1109,3826793.0
2023-08-02,61.0428,61.4901,60.7997,61.14,3139850.0
2023-08-03,60.8775,61.0379,59.4676,59.6232,4053184.0
2023-08-04,59.5746,60.2941,58.5293,58.7189,3406541.0
2023-08-05,59.5746,60.2941,58.5293,58.7189,3406541.0
2023-08-06,59.5746,60.2941,58.5293,58.7189,3406541.0
2023-08-07,58.8453,58.9912,58.0578,58.1064,4222203.0
2023-08-08,58.0966,58.1453,57.2993,57.9897,3831650.0
2023-08-09,57.9605,58.651,57.8293,58.0383,3892793.0
2023-08-10,58.505,58.6703,57.6494,57.8536,2535745.0
2023-08-11,57.9994,58.2717,57.7466,58.048,2921976.0
2023-08-12,57.9994,58.2717,57.7466,58.048,2921976.0
2023-08-13,57.9994,58.2717,57.7466,58.048,2921976.0
2023-08-14,58.0772,58.0966,57.0951,57.6008,3166140.0
2023-08-15,57.3577,57.3577,56.4485,56.5118,3003997.0
2023-08-16,56.6576,57.0708,56.6382,56.8132,3099256.0
2023-08-17,56.8521,57.2604,56.4437,56.5604,4337459.0
2023-08-18,56.6868,57.0368,56.4729,56.5798,3636998.0
2023-08-19,56.6868,57.0368,56.4729,56.5798,3636998.0
2023-08-20,56.6868,57.0368,56.4729,56.5798,3636998.0
2023-08-21,56.5215,56.7354,55.6464,56.3562,3132218.0
2023-08-22,55.7825,56.4826,55.6512,56.3465,3142640.0
2023-08-23,56.4048,56.4437,55.2963,55.9284,8610717.0
2023-08-24,55.9575,56.4534,55.112,55.4325,5780927.0
2023-08-25,55.5103,56.2395,55.413,55.9867,7705582.0
2023-08-26,55.5103,56.2395,55.413,55.9867,7705582.0
2023-08-27,55.5103,56.2395,55.413,55.9867,7705582.0
2023-08-28,56.2589,56.5409,56.0548,56.2492,3982152.0
2023-08-29,56.1812,56.7257,55.9186,56.3465,4614938.0
2023-08-30,56.2784,56.6284,55.8263,56.0839,2583657.0
2023-08-31,56.3562,56.4729,55.5297,55.5491,3983710.0
2023-09-01,55.8992,55.9332,54.5233,54.9463,2848060.0
2023-09-02,55.8992,55.9332,54.5233,54.9463,2848060.0
2023-09-03,55.8992,55.9332,54.5233,54.9463,2848060.0
2023-09-04,55.8992,55.9332,54.5233,54.9463,2848060.0
2023-09-05,54.9366,54.956,53.5895,54.0518,4170442.0
2023-09-06,54.2462,54.8005,53.9837,54.781,3815401.0
2023-09-07,55.2186,55.5443,54.781,55.0338,3554879.0
2023-09-08,55.131,55.588,54.9463,55.4908,3627772.0
2023-09-09,55.131,55.588,54.9463,55.4908,3627772.0
2023-09-10,55.131,55.588,54.9463,55.4908,3627772.0
2023-09-11,55.5005,56.0499,55.4227,55.8408,5586324.0
2023-09-12,55.7728,55.9138,55.3936,55.6269,4702373.0
2023-09-13,55.695,56.7646,55.6658,56.5215,6005967.0
2023-09-14,56.806,57.6399,56.7863,57.5712,5419631.0
2023-09-15,57.4731,57.8705,56.8158,56.8746,9226008.0
2023-09-16,57.4731,57.8705,56.8158,56.8746,9226008.0
2023-09-17,57.4731,57.8705,56.8158,56.8746,9226008.0
2023-09-18,56.855,57.1592,56.5313,56.8943,4445305.0
2023-09-19,56.8943,57.6939,56.7079,57.4143,7855967.0
2023-09-20,57.7871,59.087,57.4339,58.827,7670612.0
2023-09-21,58.8663,59.1606,58.2089,58.258,4904879.0
2023-09-22,57.9931,59.0576,57.8999,58.6014,4904301.0
2023-09-23,57.9931,59.0576,57.8999,58.6014,4904301.0
2023-09-24,57.9931,59.0576,57.8999,58.6014,4904301.0
2023-09-25,58.1108,58.4346,57.5112,58.3659,3617792.0
2023-09-26,58.3561,58.3561,56.3203,56.6294,6275456.0
2023-09-27,56.5018,56.6196,55.712,56.129,4481208.0
2023-09-28,56.3448,56.5116,55.0204,55.7954,4362276.0
2023-09-29,56.335,56.6931,55.7169,56.1388,4079177.0
2023-09-30,56.335,56.6931,55.7169,56.1388,4079177.0
2023-10-01,56.335,56.6931,55.7169,56.1388,4079177.0
2023-10-02,56.0113,56.0113,53.534,53.9902,4875510.0
2023-10-03,53.3917,54.9762,52.7148,54.7849,5161429.0
2023-10-04,54.8438,55.6188,54.3336,55.56,3948650.0
2023-10-05,55.56,55.6581,54.7555,55.4128,3835402.0
2023-10-06,55.2264,56.5852,54.5887,56.2664,6337243.0
2023-10-07,55.2264,56.5852,54.5887,56.2664,6337243.0
2023-10-08,55.2264,56.5852,54.5887,56.2664,6337243.0
2023-10-09,56.1879,56.6441,55.9524,56.5607,2702071.0
2023-10-10,56.443,57.066,56.3203,56.9629,3117921.0
2023-10-11,57.3063,57.7773,56.8403,57.6988,3116447.0
2023-10-12,57.3946,57.6693,56.6784,57.0512,4775605.0
2023-10-13,57.4044,58.2286,57.218,57.7478,3732804.0
2023-10-14,57.4044,58.2286,57.218,57.7478,3732804.0
2023-10-15,57.4044,58.2286,57.218,57.7478,3732804.0
2023-10-16,58.0618,58.8025,57.5124,58.4346,3184749.0
2023-10-17,58.101,58.6406,57.7576,58.3855,3778772.0
2023-10-18,58.4346,58.7486,57.689,58.2089,3830795.0
2023-10-19,58.1501,58.827,57.895,57.9342,4442349.0
2023-10-20,57.9048,58.2874,56.9384,57.0022,4224753.0
2023-10-21,57.9048,58.2874,56.9384,57.0022,4224753.0
2023-10-22,57.9048,58.2874,56.9384,57.0022,4224753.0
2023-10-23,56.7667,57.5124,56.0309,56.9531,4854204.0
2023-10-24,57.2867,58.1893,57.2769,57.9637,3854024.0
2023-10-25,57.9244,58.5468,57.6792,58.3463,3133135.0
2023-10-26,58.5033,59.4108,58.4395,58.6406,3468075.0
2023-10-27,57.8852,58.827,56.9973,57.2082,4310657.0
2023-10-28,57.8852,58.827,56.9973,57.2082,4310657.0
2023-10-29,57.8852,58.827,56.9973,57.2082,4310657.0
2023-10-30,57.6595,57.9686,57.0022,57.6301,3818363.0
2023-10-31,57.895,58.2776,57.5124,58.1501,3832317.0
2023-11-01,58.1305,59.6757,57.689,59.3961,5029555.0
2023-11-02,59.3667,60.4066,59.2489,59.9161,3961331.0
2023-11-03,60.7598,60.8481,59.8572,59.8768,3920644.0
2023-11-04,60.7598,60.8481,59.8572,59.8768,3920644.0
2023-11-05,60.7598,60.8481,59.8572,59.8768,3920644.0
2023-11-06,59.9259,60.0681,59.3274,59.4157,3139679.0
2023-11-07,59.5629,59.5629,58.572,58.6995,3515267.0
2023-11-08,58.464,58.5572,57.4044,57.9637,3953319.0
2023-11-09,57.9146,58.2678,57.4143,57.5909,3871713.0
2023-11-10,57.8263,58.1403,57.5222,58.0814,2912085.0
2023-11-11,57.8263,58.1403,57.5222,58.0814,2912085.0
2023-11-12,57.8263,58.1403,57.5222,58.0814,2912085.0
2023-11-13,57.8852,58.1893,57.0218,57.169,2960520.0
2023-11-14,57.9931,59.3568,57.944,59.1606,4249996.0
2023-11-15,59.0527,59.6119,58.7387,58.9546,3439464.0
2023-11-16,59.5629,59.8229,59.1116,59.5531,3970758.0
2023-11-17,59.8572,59.8572,59.1999,59.4157,4327899.0
2023-11-18,59.8572,59.8572,59.1999,59.4157,4327899.0
2023-11-19,59.8572,59.8572,59.1999,59.4157,4327899.0
2023-11-20,59.0919,59.1116,58.1599,58.9252,6312097.0
2023-11-21,59.1018,59.1606,58.4542,58.8859,4139425.0
2023-11-22,59.0821,59.3274,58.6406,59.2882,4060368.0
2023-11-23,59.0821,59.3274,58.6406,59.2882,4060368.0
2023-11-24,59.4255,59.4451,58.9055,59.3765,1357714.0
2023-11-25,59.4255,59.4451,58.9055,59.3765,1357714.0
2023-11-26,59.4255,59.4451,58.9055,59.3765,1357714.0
2023-11-27,59.4353,59.6119,58.7387,59.3078,2834511.0
2023-11-28,59.4451,60.2791,59.1901,59.818,3667134.0
2023-11-29,59.8866,59.9946,58.6725,58.8663,4314036.0
2023-11-30,59.0135,59.7787,58.8074,59.6904,4797083.0
2023-12-01,59.7885,60.3232,59.3765,60.2693,2918601.0
2023-12-02,59.7885,60.3232,59.3765,60.2693,2918601.0
2023-12-03,59.7885,60.3232,59.3765,60.2693,2918601.0
2023-12-04,59.8964,60.6225,59.6904,60.3085,3606894.0
2023-12-05,60.4557,60.544,59.71,59.8768,3110402.0
2023-12-06,60.0829,60.8187,59.8474,60.7991,3779834.0
2023-12-07,60.8579,61.1032,60.2987,60.387,3749574.0
2023-12-08,60.2496,60.4262,59.2784,59.7591,4343741.0
2023-12-09,60.2496,60.4262,59.2784,59.7591,4343741.0
2023-12-10,60.2496,60.4262,59.2784,59.7591,4343741.0
2023-12-11,59.8081,60.4459,59.3667,60.387,4332546.0
2023-12-12,60.6225,60.6421,59.7983,60.0044,3289916.0
2023-12-13,60.0829,62.1334,59.6708,62.1334,6787195.0
2023-12-14,62.5062,62.6632,61.2209,61.3877,7975226.0
2023-12-15,61.1425,61.1817,60.0142,60.4164,10786572.0
2023-12-16,61.1425,61.1817,60.0142,60.4164,10786572.0
2023-12-17,61.1425,61.1817,60.0142,60.4164,10786572.0
2023-12-18,60.701,61.3877,60.3968,61.1719,6632184.0
2023-12-19,61.3877,61.4172,60.4164,60.9462,6398808.0
2023-12-20,61.0345,61.27,60.1515,60.1515,4264488.0
2023-12-21,60.1515,60.7059,59.8474,60.3674,2807677.0
2023-12-22,60.8089,61.2504,60.6421,60.8874,2429409.0
2023-12-23,60.8089,61.2504,60.6421,60.8874,2429409.0
2023-12-24,60.8089,61.2504,60.6421,60.8874,2429409.0
2023-12-25,60.8089,61.2504,60.6421,60.8874,2429409.0
2023-12-26,60.8089,61.3289,60.7991,61.0738,2147501.0
2023-12-27,61.0737,61.143,60.7176,60.8858,2865927.0
2023-12-28,60.866,61.3557,60.7572,61.232,2421925.0
2023-12-29,61.0342,61.2914,60.767,61.2518,2813294.0
2023-12-30,61.0342,61.2914,60.767,61.2518,2813294.0
2023-12-31,61.0342,61.2914,60.767,61.2518,2813294.0
2024-01-01,61.0342,61.2914,60.767,61.2518,2813294.0
2024-01-02,61.1727,62.8249,61.054,62.7953,4627632.0
2024-01-03,63.0624,63.2504,62.449,62.9041,4538619.0
2024-01-04,62.9437,63.562,62.5479,63.0525,3129383.0
2024-01-05,62.8546,63.28,62.3995,63.0525,3531014.0
2024-01-06,62.8546,63.28,62.3995,63.0525,3531014.0
2024-01-07,62.8546,63.28,62.3995,63.0525,3531014.0
2024-01-08,62.9733,63.0179,62.5331,62.9041,3739019.0
2024-01-09,62.7953,62.7953,62.2709,62.5974,3510854.0
2024-01-10,62.538,62.5479,61.7862,62.0532,3341237.0
2024-01-11,61.5684,61.6773,60.2921,60.3515,3825893.0
2024-01-12,60.6978,60.9995,60.4059,60.6582,2753662.0
2024-01-13,60.6978,60.9995,60.4059,60.6582,2753662.0
2024-01-14,60.6978,60.9995,60.4059,60.6582,2753662.0
2024-01-15,60.6978,60.9995,60.4059,60.6582,2753662.0
2024-01-16,60.4999,60.6928,59.9755,60.2625,4354416.0
2024-01-17,59.7678,60.3515,59.0505,59.4512,4019628.0
2024-01-18,59.095,59.3522,58.6597,59.0159,4447824.0
2024-01-19,59.0356,59.2731,58.5509,58.8477,3582365.0
2024-01-20,59.0356,59.2731,58.5509,58.8477,3582365.0
2024-01-21,59.0356,59.2731,58.5509,58.8477,3582365.0
2024-01-22,58.9466,59.3009,58.0314,58.3035,3858678.0
2024-01-23,58.3827,58.7191,58.1254,58.5608,4648414.0
2024-01-24,58.8872,59.1247,57.512,57.6011,6092698.0
2024-01-25,58.3728,58.63,57.1146,58.2639,6469987.0
2024-01-26,58.2738,58.9713,58.2738,58.7586,4038883.0
2024-01-27,58.2738,58.9713,58.2738,58.7586,4038883.0
2024-01-28,58.2738,58.9713,58.2738,58.7586,4038883.0
2024-01-29,58.8872,59.4759,58.6642,59.0258,4798769.0
2024-01-30,58.8773,59.5402,58.447,59.1247,3782944.0
2024-01-31,59.5699,60.025,58.7092,59.2335,13842809.0
2024-02-01,59.0258,60.4999,58.4915,60.49,5303174.0
2024-02-02,60.025,60.0349,58.63,59.1841,3901771.0
2024-02-03,60.025,60.0349,58.63,59.1841,3901771.0
2024-02-04,60.025,60.0349,58.63,59.1841,3901771.0
2024-02-05,58.4321,58.6597,57.8336,57.8979,3177022.0
2024-02-06,57.7693,58.1601,57.5615,57.8187,2918511.0
2024-02-07,58.0957,58.1056,57.5219,57.7495,2621191.0
2024-02-08,57.611,57.611,56.7947,57.3834,2570853.0
2024-02-09,57.2845,57.5813,57.0569,57.5516,2732759.0
2024-02-10,57.2845,57.5813,57.0569,57.5516,2732759.0
2024-02-11,57.2845,57.5813,57.0569,57.5516,2732759.0
2024-02-12,57.5813,58.4717,57.4032,58.3431,2691147.0
2024-02-13,58.353,58.5706,56.6216,57.6604,3253433.0
2024-02-14,57.6604,58.1353,57.2053,58.0562,3965918.0
2024-02-15,58.254,59.0317,58.1254,58.3827,3571439.0
2024-02-16,58.3728,58.6399,57.9424,58.442,2476070.0
2024-02-17,58.3728,58.6399,57.9424,58.442,2476070.0
2024-02-18,58.3728,58.6399,57.9424,58.442,2476070.0
2024-02-19,58.3728,58.6399,57.9424,58.442,2476070.0
2024-02-20,58.4816,59.2088,58.3233,58.5608,2895128.0
2024-02-21,59.095,59.5303,58.7487,59.1742,3579235.0
2024-02-22,58.5608,58.8773,57.9276,58.6993,3251218.0
2024-02-23,58.6696,59.3918,58.4618,58.6993,2415408.0
2024-02-24,58.6696,59.3918,58.4618,58.6993,2415408.0
2024-02-25,58.6696,59.3918,58.4618,58.6993,2415408.0
2024-02-26,58.6399,58.6399,57.4032,57.4329,2418853.0
2024-02-27,57.5219,57.9671,57.3933,57.6604,5752645.0
2024-02-28,57.5714,57.6258,56.8838,57.0569,6761904.0
2024-02-29,56.7403,56.7799,51.5461,52.1299,22782205.0
2024-03-01,51.1108,51.1108,48.4593,49.043,18786257.0
2024-03-02,51.1108,51.1108,48.4593,49.043,18786257.0
2024-03-03,51.1108,51.1108,48.4593,49.043,18786257.0
2024-03-04,48.5187,50.6656,48.0042,50.5172,10184436.0
2024-03-05,50.5963,51.0811,47.7915,48.1328,12549192.0
2024-03-06,48.7561,49.4882,46.2926,47.925,14401880.0
2024-03-07,48.4494,50.2501,48.1724,49.508,17186854.0
2024-03-08,49.5476,50.8536,49.3596,50.4776,8848743.0
2024-03-09,49.5476,50.8536,49.3596,50.4776,8848743.0
2024-03-10,49.5476,50.8536,49.3596,50.4776,8848743.0
2024-03-11,52.209,52.7334,51.5709,52.3475,9838055.0
2024-03-12,52.0705,52.4366,51.091,51.3483,8809681.0
2024-03-13,51.5066,51.8924,50.8734,50.9525,5420040.0
2024-03-14,50.78,51.9,50.7592,51.88,11859997.0
2024-03-15,51.76,52.235,51.5694,51.99,11161025.0
2024-03-16,51.76,52.235,51.5694,51.99,11161025.0
2024-03-17,51.76,52.235,51.5694,51.99,11161025.0
2024-03-18,51.65,52.415,51.37,52.04,7217688.0
2024-03-19,51.95,52.985,51.95,52.43,5656951.0
2024-03-20,52.14,52.725,52.03,52.58,4547253.0
2024-03-21,52.72,53.13,52.28,52.3,3854120.0
2024-03-22,52.5,52.71,52.04,52.27,3312618.0
2024-03-23,52.5,52.71,52.04,52.27,3312618.0
2024-03-24,52.5,52.71,52.04,52.27,3312618.0
2024-03-25,52.61,52.73,52.245,52.48,3022666.0
2024-03-26,52.49,52.65,51.58,51.8,3498397.0
2024-03-27,52.21,53.4,52.18,53.38,3691769.0
2024-03-28,53.46,53.89,53.39,53.75,3556393.0
2024-03-29,53.46,53.89,53.39,53.75,3556393.0
2024-03-30,53.46,53.89,53.39,53.75,3556393.0
2024-03-31,53.46,53.89,53.39,53.75,3556393.0
2024-04-01,53.69,53.74,53.01,53.28,4266575.0
2024-04-02,53.28,54.17,53.14,54.08,4561558.0
2024-04-03,53.86,54.115,53.28,54.09,4122634.0
2024-04-04,54.78,54.96,53.445,53.77,7021959.0
2024-04-05,53.53,53.77,52.955,53.53,4483985.0
2024-04-06,53.53,53.77,52.955,53.53,4483985.0
2024-04-07,53.53,53.77,52.955,53.53,4483985.0
2024-04-08,53.64,54.16,53.565,54.08,4473442.0
