,UNM US Equity,UNM US Equity,UNM US Equity,UNM US Equity,UNM US Equity
2023-09-12,47.4827,47.9814,47.0818,47.4338,1179200.0
2023-09-13,47.4827,47.5414,46.7591,47.1502,1058021.0
2023-09-14,47.9129,48.1574,47.6196,47.8836,1113899.0
2023-09-15,47.3262,47.6685,47.1502,47.4534,3735923.0
2023-09-16,47.3262,47.6685,47.1502,47.4534,3735923.0
2023-09-17,47.3262,47.6685,47.1502,47.4534,3735923.0
2023-09-18,47.3458,47.4719,47.0818,47.3654,926891.0
2023-09-19,47.5903,48.2307,47.512,48.0596,971743.0
2023-09-20,48.0792,48.4214,48.0009,48.04,727889.0
2023-09-21,48.2747,49.1108,48.1769,48.8614,1317043.0
2023-09-22,48.8712,48.969,48.5387,48.8516,867481.0
2023-09-23,48.8712,48.969,48.5387,48.8516,867481.0
2023-09-24,48.8712,48.969,48.5387,48.8516,867481.0
2023-09-25,48.8516,49.2428,48.4703,49.1059,909956.0
2023-09-26,48.9592,49.1548,48.0498,48.3432,975113.0
2023-09-27,48.4018,48.4605,47.6538,48.3138,649741.0
2023-09-28,48.2747,48.9201,48.2747,48.793,654662.0
2023-09-29,48.7832,48.8321,48.0009,48.0987,801938.0
2023-09-30,48.7832,48.8321,48.0009,48.0987,801938.0
2023-10-01,48.7832,48.8321,48.0009,48.0987,801938.0
2023-10-02,48.0498,48.0889,47.5903,48.0009,622333.0
2023-10-03,47.7663,47.8494,46.5777,47.0427,916425.0
2023-10-04,46.9938,47.1307,46.3289,47.0622,929495.0
2023-10-05,46.8276,47.4876,46.7102,47.3947,828845.0
2023-10-06,47.424,48.6561,47.1698,48.4703,851035.0
2023-10-07,47.424,48.6561,47.1698,48.4703,851035.0
2023-10-08,47.424,48.6561,47.1698,48.4703,851035.0
2023-10-09,48.2943,48.8559,48.0009,48.7343,714781.0
2023-10-10,48.8907,49.1743,48.6072,48.9983,1277067.0
2023-10-11,49.0081,49.409,48.4654,49.0765,657813.0
2023-10-12,49.4383,49.4383,48.5387,48.9983,605036.0
2023-10-13,49.2036,49.6046,48.6365,48.8321,646948.0
2023-10-14,49.2036,49.6046,48.6365,48.8321,646948.0
2023-10-15,49.2036,49.6046,48.6365,48.8321,646948.0
2023-10-16,49.2134,49.9321,49.1254,49.6534,1108288.0
2023-10-17,49.673,50.9931,49.673,50.5237,1763631.0
2023-10-18,50.3575,50.3966,49.8197,50.0543,709920.0
2023-10-19,49.8686,50.1912,49.233,49.321,1422545.0
2023-10-20,48.9103,49.101,47.6196,47.8543,1190783.0
2023-10-21,48.9103,49.101,47.6196,47.8543,1190783.0
2023-10-22,48.9103,49.101,47.6196,47.8543,1190783.0
2023-10-23,47.8738,48.0156,47.3262,47.4534,916952.0
2023-10-24,47.5805,47.8738,47.0769,47.2774,664135.0
2023-10-25,47.1209,47.5903,47.0182,47.1013,924694.0
2023-10-26,47.1949,48.0718,47.1949,47.8157,826324.0
2023-10-27,47.7171,47.9832,46.8599,47.392,877997.0
2023-10-28,47.7171,47.9832,46.8599,47.392,877997.0
2023-10-29,47.7171,47.9832,46.8599,47.392,877997.0
2023-10-30,47.5989,48.259,47.5595,48.0521,902815.0
2023-10-31,48.1605,48.2983,47.7861,48.1802,996909.0
2023-11-01,45.3722,45.6875,41.2756,41.835,6340135.0
2023-11-02,42.2685,42.8301,41.1355,42.0715,2717616.0
2023-11-03,42.5641,43.51,41.5985,42.9779,2957131.0
2023-11-04,42.5641,43.51,41.5985,42.9779,2957131.0
2023-11-05,42.5641,43.51,41.5985,42.9779,2957131.0
2023-11-06,43.1848,43.3031,42.574,43.0469,1998683.0
2023-11-07,42.8203,43.0912,42.505,42.9878,1522622.0
2023-11-08,42.9779,43.3326,42.5444,42.6232,1707217.0
2023-11-09,42.7415,43.0962,42.4262,42.7415,2048855.0
2023-11-10,42.7316,43.2981,42.6528,42.8104,1597244.0
2023-11-11,42.7316,43.2981,42.6528,42.8104,1597244.0
2023-11-12,42.7316,43.2981,42.6528,42.8104,1597244.0
2023-11-13,42.7809,43.0173,42.4459,42.5641,1109356.0
2023-11-14,42.6232,42.7612,41.5493,41.6872,4393999.0
2023-11-15,41.7759,42.0912,41.4409,41.9335,3689898.0
2023-11-16,41.9729,42.1109,41.2438,41.4606,1680590.0
2023-11-17,41.6774,42.0296,41.633,41.9729,2216014.0
2023-11-18,41.6774,42.0296,41.633,41.9729,2216014.0
2023-11-19,41.6774,42.0296,41.633,41.9729,2216014.0
2023-11-20,41.7266,42.0912,41.5099,41.6872,1378232.0
2023-11-21,41.6774,42.0518,41.6182,41.9729,1555401.0
2023-11-22,42.0124,42.239,41.8843,42.101,879367.0
2023-11-23,42.0124,42.239,41.8843,42.101,879367.0
2023-11-24,42.3079,42.7907,42.2981,42.5346,456967.0
2023-11-25,42.3079,42.7907,42.2981,42.5346,456967.0
2023-11-26,42.3079,42.7907,42.2981,42.5346,456967.0
2023-11-27,42.3671,42.6528,42.0912,42.4853,1452576.0
2023-11-28,42.4065,42.4065,41.5394,41.5493,986772.0
2023-11-29,41.6675,41.835,41.3522,41.7365,1920197.0
2023-11-30,42.0222,42.436,41.904,42.3671,1474915.0
2023-12-01,42.0518,42.5641,41.904,42.4459,1199654.0
2023-12-02,42.0518,42.5641,41.904,42.4459,1199654.0
2023-12-03,42.0518,42.5641,41.904,42.4459,1199654.0
2023-12-04,42.3474,42.8597,42.2685,42.6626,887191.0
2023-12-05,42.4853,42.6429,41.835,41.8941,1255161.0
2023-12-06,42.0222,42.2685,41.4705,41.7168,1755050.0
2023-12-07,41.9335,42.2094,41.7463,42.0025,1096308.0
2023-12-08,42.0518,42.3326,42.0025,42.1996,855984.0
2023-12-09,42.0518,42.3326,42.0025,42.1996,855984.0
2023-12-10,42.0518,42.3326,42.0025,42.1996,855984.0
2023-12-11,42.6922,44.2884,42.4065,44.0913,2850533.0
2023-12-12,43.9632,45.0864,43.8647,44.6529,2086672.0
2023-12-13,44.5741,44.7317,43.7415,44.0223,1898545.0
2023-12-14,44.1898,44.2292,43.3129,43.4115,1644757.0
2023-12-15,43.0272,43.2538,42.6183,42.909,3115361.0
2023-12-16,43.0272,43.2538,42.6183,42.909,3115361.0
2023-12-17,43.0272,43.2538,42.6183,42.909,3115361.0
2023-12-18,43.244,43.7859,43.0075,43.5888,1277664.0
2023-12-19,43.4509,44.111,43.3622,44.1012,1072201.0
2023-12-20,43.8548,44.1948,43.707,43.8253,1140683.0
2023-12-21,43.9238,44.1997,43.6676,44.111,1086755.0
2023-12-22,44.2391,44.5642,43.9534,44.2785,510314.0
2023-12-23,44.2391,44.5642,43.9534,44.2785,510314.0
2023-12-24,44.2391,44.5642,43.9534,44.2785,510314.0
2023-12-25,44.2391,44.5642,43.9534,44.2785,510314.0
2023-12-26,44.2686,44.643,44.0519,44.4361,593128.0
2023-12-27,44.4411,44.5544,44.1455,44.515,715684.0
2023-12-28,44.4263,44.8106,44.3376,44.6234,558714.0
2023-12-29,44.7022,44.8007,44.4361,44.5544,697282.0
2023-12-30,44.7022,44.8007,44.4361,44.5544,697282.0
2023-12-31,44.7022,44.8007,44.4361,44.5544,697282.0
2024-01-01,44.7022,44.8007,44.4361,44.5544,697282.0
2024-01-02,44.6135,45.047,44.4903,45.0273,900830.0
2024-01-03,45.5889,45.8845,44.9879,45.5692,1745382.0
2024-01-04,45.717,46.1407,45.451,45.5003,1363846.0
2024-01-05,45.5889,45.7269,44.8697,45.1653,2515041.0
2024-01-06,45.5889,45.7269,44.8697,45.1653,2515041.0
2024-01-07,45.5889,45.7269,44.8697,45.1653,2515041.0
2024-01-08,45.047,45.3623,44.5839,45.0273,1557302.0
2024-01-09,44.8894,44.8894,44.1701,44.6529,1254839.0
2024-01-10,44.5544,44.7514,44.2145,44.515,948446.0
2024-01-11,44.3475,44.8155,44.18,44.5938,1090059.0
2024-01-12,44.8795,44.9781,44.5938,44.6923,788184.0
2024-01-13,44.8795,44.9781,44.5938,44.6923,788184.0
2024-01-14,44.8795,44.9781,44.5938,44.6923,788184.0
2024-01-15,44.8795,44.9781,44.5938,44.6923,788184.0
2024-01-16,44.5741,44.8795,44.3672,44.5741,843545.0
2024-01-17,44.1701,45.0963,44.1701,44.7317,1224575.0
2024-01-18,44.6825,45.2392,44.5642,45.1948,1641524.0
2024-01-19,45.3426,45.515,45.0372,45.3919,1030475.0
2024-01-20,45.3426,45.515,45.0372,45.3919,1030475.0
2024-01-21,45.3426,45.515,45.0372,45.3919,1030475.0
2024-01-22,45.4805,46.0422,45.4805,45.983,1499667.0
2024-01-23,46.0323,46.3279,45.7761,46.0027,990834.0
2024-01-24,46.2983,46.6235,46.1062,46.3969,1352810.0
2024-01-25,46.4614,46.948,46.372,46.938,1526325.0
2024-01-26,47.1068,47.1763,46.7593,47.077,998580.0
2024-01-27,47.1068,47.1763,46.7593,47.077,998580.0
2024-01-28,47.1068,47.1763,46.7593,47.077,998580.0
2024-01-29,47.077,47.226,46.4614,46.66,1996517.0
2024-01-30,46.7196,47.6132,46.6947,47.504,1807040.0
2024-01-31,49.629,49.629,47.7721,48.0005,4479619.0
2024-02-01,47.7622,47.8416,46.0642,46.7593,2502734.0
2024-02-02,47.1068,47.4544,46.9082,47.0075,1362851.0
2024-02-03,47.1068,47.4544,46.9082,47.0075,1362851.0
2024-02-04,47.1068,47.4544,46.9082,47.0075,1362851.0
2024-02-05,46.9281,47.5139,46.6798,47.1664,1054260.0
2024-02-06,47.1664,47.5835,47.077,47.1962,1575056.0
2024-02-07,47.2955,47.5338,46.6401,46.938,1346151.0
2024-02-08,46.9777,47.0919,46.3124,47.0175,1123599.0
2024-02-09,46.8884,47.4345,46.6699,47.3948,870471.0
2024-02-10,46.8884,47.4345,46.6699,47.3948,870471.0
2024-02-11,46.8884,47.4345,46.6699,47.3948,870471.0
2024-02-12,47.5239,48.3878,47.4544,48.1097,1098574.0
2024-02-13,48.2984,48.5069,47.3104,47.6828,1212845.0
2024-02-14,47.9111,48.3332,47.7721,48.0998,1219974.0
2024-02-15,48.1097,48.8346,48.1097,48.358,1208839.0
2024-02-16,48.4573,48.8098,47.9459,48.3878,1402642.0
2024-02-17,48.4573,48.8098,47.9459,48.3878,1402642.0
2024-02-18,48.4573,48.8098,47.9459,48.3878,1402642.0
2024-02-19,48.4573,48.8098,47.9459,48.3878,1402642.0
2024-02-20,48.2885,49.207,48.1892,48.8843,1405467.0
2024-02-21,48.914,49.0431,48.3828,48.636,934599.0
2024-02-22,48.7353,49.351,48.5367,49.0531,1011609.0
2024-02-23,49.063,49.6935,48.9538,49.2318,715058.0
2024-02-24,49.063,49.6935,48.9538,49.2318,715058.0
2024-02-25,49.063,49.6935,48.9538,49.2318,715058.0
2024-02-26,49.0133,49.5694,48.8396,48.8545,877221.0
2024-02-27,48.9736,49.3807,48.7204,48.8545,2110389.0
2024-02-28,48.8545,49.5098,48.8545,49.0133,2583042.0
2024-02-29,49.0928,49.3708,48.8197,49.1027,4930174.0
2024-03-01,49.202,49.3212,48.6708,48.9538,2080719.0
2024-03-02,49.202,49.3212,48.6708,48.9538,2080719.0
2024-03-03,49.202,49.3212,48.6708,48.9538,2080719.0
2024-03-04,49.2715,49.7382,49.0729,49.2814,2302180.0
2024-03-05,49.1921,50.3688,49.1921,50.1255,1531479.0
2024-03-06,50.2546,50.3539,49.4503,50.2446,1908533.0
2024-03-07,50.2546,51.1284,50.2546,51.0291,1164085.0
2024-03-08,50.9993,51.4163,49.9765,50.046,1099986.0
2024-03-09,50.9993,51.4163,49.9765,50.046,1099986.0
2024-03-10,50.9993,51.4163,49.9765,50.046,1099986.0
2024-03-11,49.9666,50.1205,49.5496,49.9964,996709.0
2024-03-12,50.0758,50.5922,49.8326,50.5326,1040773.0
2024-03-13,50.7014,51.1085,50.4432,50.9199,1144859.0
2024-03-14,50.8901,51.3071,50.473,51.2873,1298973.0
2024-03-15,51.0787,51.8036,51.0787,51.744,4578348.0
2024-03-16,51.0787,51.8036,51.0787,51.744,4578348.0
2024-03-17,51.0787,51.8036,51.0787,51.744,4578348.0
2024-03-18,51.6845,52.0618,51.5057,51.5454,1142557.0
2024-03-19,51.6348,52.2504,51.5257,52.032,1060750.0
2024-03-20,51.8334,52.6675,51.8334,52.6179,1126485.0
2024-03-21,52.6675,52.8413,52.2703,52.3398,1204500.0
2024-03-22,52.4292,52.4987,51.6497,51.7639,874785.0
2024-03-23,52.4292,52.4987,51.6497,51.7639,874785.0
2024-03-24,52.4292,52.4987,51.6497,51.7639,874785.0
2024-03-25,51.7838,52.9406,51.7838,52.7569,930259.0
2024-03-26,52.737,53.2037,52.5186,52.7767,889454.0
2024-03-27,52.9257,53.442,52.9157,53.3229,950902.0
2024-03-28,53.3824,53.591,53.0746,53.2831,1238652.0
2024-03-29,53.3824,53.591,53.0746,53.2831,1238652.0
2024-03-30,53.3824,53.591,53.0746,53.2831,1238652.0
2024-03-31,53.3824,53.591,53.0746,53.2831,1238652.0
2024-04-01,53.6208,53.6803,53.1441,53.4917,1165213.0
2024-04-02,53.581,54.1719,53.5562,53.7201,1133838.0
2024-04-03,53.6307,54.1818,53.6158,53.8988,1133465.0
2024-04-04,54.008,54.1868,52.9306,53.0051,873719.0
2024-04-05,53.3626,53.5612,53.1243,53.3527,748293.0
2024-04-06,53.3626,53.5612,53.1243,53.3527,748293.0
2024-04-07,53.3626,53.5612,53.1243,53.3527,748293.0
2024-04-08,53.1938,53.432,52.8959,52.8959,1314385.0
2024-04-09,52.6278,52.7767,51.0291,51.2674,1343427.0
2024-04-10,51.3071,51.4561,50.5822,50.7312,1287718.0
2024-04-11,50.4234,50.5028,49.5297,49.8971,1957653.0
2024-04-12,49.8971,50.5326,49.5992,49.9467,1465388.0
2024-04-13,49.8971,50.5326,49.5992,49.9467,1465388.0
2024-04-14,49.8971,50.5326,49.5992,49.9467,1465388.0
2024-04-15,50.5723,50.7014,49.5396,49.5992,974339.0
2024-04-16,49.8772,50.1751,49.3361,50.0361,1152769.0
2024-04-17,50.3439,50.3439,49.6588,49.8077,784609.0
2024-04-18,50.195,50.761,50.1039,50.4333,1099642.0
2024-04-19,50.5127,51.1185,50.3042,50.9993,1270299.0
2024-04-20,50.5127,51.1185,50.3042,50.9993,1270299.0
2024-04-21,50.5127,51.1185,50.3042,50.9993,1270299.0
2024-04-22,51.327,51.754,51.1284,51.4362,898763.0
2024-04-23,51.5653,51.8433,51.3965,51.4263,819232.0
2024-04-24,51.3171,51.6944,51.1284,51.605,919760.0
2024-04-25,51.69,51.8,51.105,51.36,661776.0
2024-04-26,51.07,51.12,50.54,50.75,1016680.0
2024-04-27,51.07,51.12,50.54,50.75,1016680.0
2024-04-28,51.07,51.12,50.54,50.75,1016680.0
2024-04-29,50.82,51.25,50.82,51.01,1422131.0
2024-04-30,50.45,50.88,50.44,50.7,1462737.0
2024-05-01,50.9,52.09,50.34,51.87,2805055.0
