,UNM US Equity,UNM US Equity,UNM US Equity,UNM US Equity,UNM US Equity
2020-03-02,19.6213,20.9316,19.229,20.8982,3963064.0
2020-03-03,20.7897,21.3656,18.9953,19.0204,3632672.0
2020-03-04,19.4961,19.5211,18.5697,19.2874,3054265.0
2020-03-05,18.4612,18.4612,17.7351,17.9688,2596946.0
2020-03-06,16.9339,17.8394,16.8629,17.2343,3461730.0
2020-03-07,16.9339,17.8394,16.8629,17.2343,3461730.0
2020-03-08,16.9339,17.8394,16.8629,17.2343,3461730.0
2020-03-09,15.4483,16.0576,13.8125,14.3049,3981332.0
2020-03-10,15.273,15.3982,13.9293,15.3815,3900596.0
2020-03-11,14.8641,15.223,13.9961,14.5887,4419421.0
2020-03-12,13.1866,13.6873,11.3171,11.3254,4955701.0
2020-03-13,12.594,12.9445,11.5508,12.9445,6192735.0
2020-03-14,12.594,12.9445,11.5508,12.9445,6192735.0
2020-03-15,12.594,12.9445,11.5508,12.9445,6192735.0
2020-03-16,10.9332,11.1577,10.3323,10.3907,4505013.0
2020-03-17,10.6661,11.267,9.6562,11.2169,4339844.0
2020-03-18,10.2738,10.6911,9.5394,9.8482,4323095.0
2020-03-19,9.6062,10.2279,8.7632,9.0303,4401667.0
2020-03-20,9.1805,10.0068,8.6297,8.8133,4658601.0
2020-03-21,9.1805,10.0068,8.6297,8.8133,4658601.0
2020-03-22,9.1805,10.0068,8.6297,8.8133,4658601.0
2020-03-23,8.8634,8.9301,7.9954,8.6631,3879713.0
2020-03-24,9.7731,11.2503,9.4643,10.9332,5285376.0
2020-03-25,11.4005,13.2533,10.9081,12.2101,4395346.0
2020-03-26,12.4688,13.7541,12.1767,13.2533,3682594.0
2020-03-27,12.4271,14.2381,11.8519,13.3284,4305778.0
2020-03-28,12.4271,14.2381,11.8519,13.3284,4305778.0
2020-03-29,12.4271,14.2381,11.8519,13.3284,4305778.0
2020-03-30,13.3618,13.5121,12.3437,13.3034,2780344.0
2020-03-31,13.1532,13.5121,12.352,12.5272,2383706.0
2020-04-01,11.6676,11.6843,10.8998,10.9332,2347790.0
2020-04-02,10.7579,11.7761,10.5159,10.8163,3040856.0
2020-04-03,10.808,11.4256,10.808,11.2336,3381091.0
2020-04-04,10.808,11.4256,10.808,11.2336,3381091.0
2020-04-05,10.808,11.4256,10.808,11.2336,3381091.0
2020-04-06,12.352,12.5189,11.5675,11.8763,2464588.0
2020-04-07,12.9863,13.4787,11.7928,11.8679,4506574.0
2020-04-08,12.0682,12.8527,11.9347,12.6942,3981091.0
2020-04-09,13.245,14.1297,12.8026,13.003,5661751.0
2020-04-10,13.245,14.1297,12.8026,13.003,5661751.0
2020-04-11,13.245,14.1297,12.8026,13.003,5661751.0
2020-04-12,13.245,14.1297,12.8026,13.003,5661751.0
2020-04-13,12.9362,13.2533,12.1767,13.1448,3213564.0
2020-04-14,13.487,14.0712,13.1319,13.6539,3509898.0
2020-04-15,12.7609,12.9696,12.2852,12.4855,2902761.0
2020-04-16,12.3186,12.5489,11.9347,12.1183,2488484.0
2020-04-17,12.7609,13.2199,12.6608,12.9445,2470497.0
2020-04-18,12.7609,13.2199,12.6608,12.9445,2470497.0
2020-04-19,12.7609,13.2199,12.6608,12.9445,2470497.0
2020-04-20,12.4938,12.9028,12.2769,12.6441,2630909.0
2020-04-21,12.0766,12.4855,11.8512,12.0098,2154068.0
2020-04-22,12.377,12.6608,12.0849,12.2101,2564716.0
2020-04-23,12.3937,12.8427,12.3186,12.377,2893693.0
2020-04-24,12.594,13.2493,12.4408,13.062,4519818.0
2020-04-25,12.594,13.2493,12.4408,13.062,4519818.0
2020-04-26,12.594,13.2493,12.4408,13.062,4519818.0
2020-04-27,13.1812,13.9428,13.1812,13.8023,2356902.0
2020-04-28,14.5682,15.0277,14.2874,14.5001,3816554.0
2020-04-29,15.2745,15.6489,15.0788,15.3511,5826558.0
2020-04-30,14.8916,15.2234,14.398,14.849,4047203.0
2020-05-01,14.2278,14.2789,13.8066,14.0406,3006793.0
2020-05-02,14.2278,14.2789,13.8066,14.0406,3006793.0
2020-05-03,14.2278,14.2789,13.8066,14.0406,3006793.0
2020-05-04,13.7343,14.5171,13.4364,14.4661,3831631.0
2020-05-05,13.0195,13.5726,12.8493,12.9174,5902859.0
2020-05-06,13.0535,13.2918,12.0494,12.0834,3388088.0
2020-05-07,12.3642,13.1982,12.3642,12.56,2839325.0
2020-05-08,12.6961,13.2322,12.3728,13.2067,2923301.0
2020-05-09,12.6961,13.2322,12.3728,13.2067,2923301.0
2020-05-10,12.6961,13.2322,12.3728,13.2067,2923301.0
2020-05-11,12.9259,12.9684,12.3813,12.611,2719039.0
2020-05-12,12.7897,12.9769,12.3813,12.3898,2797615.0
2020-05-13,12.177,12.2196,11.3686,11.5218,3213634.0
2020-05-14,11.1644,11.8281,10.8921,11.7601,4252236.0
2020-05-15,11.5133,12.143,11.3091,11.8962,4378367.0
2020-05-16,11.5133,12.143,11.3091,11.8962,4378367.0
2020-05-17,11.5133,12.143,11.3091,11.8962,4378367.0
2020-05-18,12.6536,13.0875,12.5429,12.8578,3324389.0
2020-05-19,12.7642,12.8408,12.2451,12.3132,2406740.0
2020-05-20,12.5259,12.7131,12.3642,12.4493,2541364.0
2020-05-21,12.3387,12.8323,12.2962,12.8152,2490250.0
2020-05-22,12.7897,12.8493,12.4323,12.5174,2223429.0
2020-05-23,12.7897,12.8493,12.4323,12.5174,2223429.0
2020-05-24,12.7897,12.8493,12.4323,12.5174,2223429.0
2020-05-25,12.7897,12.8493,12.4323,12.5174,2223429.0
2020-05-26,13.2918,13.8279,13.0833,13.513,4522708.0
2020-05-27,14.3384,14.5086,13.7683,14.0917,3232093.0
2020-05-28,14.2448,14.3129,13.3344,13.5471,3708548.0
2020-05-29,13.3003,13.3684,12.7982,12.8918,13932835.0
2020-05-30,13.3003,13.3684,12.7982,12.8918,13932835.0
2020-05-31,13.3003,13.3684,12.7982,12.8918,13932835.0
2020-06-01,12.8663,13.7258,12.7302,13.6662,3796834.0
2020-06-02,13.8194,14.1087,13.2833,13.3173,3964299.0
2020-06-03,13.7683,14.6022,13.6662,14.3469,4393538.0
2020-06-04,14.2874,14.9001,13.9215,14.8575,3413021.0
2020-06-05,16.2531,16.5552,15.5468,15.8021,3781765.0
2020-06-06,16.2531,16.5552,15.5468,15.8021,3781765.0
2020-06-07,16.2531,16.5552,15.5468,15.8021,3781765.0
2020-06-08,16.619,17.2317,16.3211,17.2061,4386324.0
2020-06-09,16.3297,16.7466,16.168,16.5424,2794090.0
2020-06-10,16.4318,16.4403,15.4362,15.4617,4586138.0
2020-06-11,14.1427,14.5427,13.6747,13.6747,4361486.0
2020-06-12,14.5256,14.6193,13.8704,14.5342,2751816.0
2020-06-13,14.5256,14.6193,13.8704,14.5342,2751816.0
2020-06-14,14.5256,14.6193,13.8704,14.5342,2751816.0
2020-06-15,13.8619,14.8575,13.5386,14.6363,4578577.0
2020-06-16,15.5893,15.7085,14.7001,14.9426,3490086.0
2020-06-17,14.866,14.9937,14.4618,14.4831,3376799.0
2020-06-18,14.3555,14.883,14.2193,14.5852,3117323.0
2020-06-19,14.9766,15.0788,14.0151,14.0236,13603276.0
2020-06-20,14.9766,15.0788,14.0151,14.0236,13603276.0
2020-06-21,14.9766,15.0788,14.0151,14.0236,13603276.0
2020-06-22,13.9725,14.2108,13.6747,13.964,2438402.0
2020-06-23,14.2619,14.5001,13.9598,13.9725,1991122.0
2020-06-24,13.6747,13.7343,13.1641,13.1982,3955047.0
2020-06-25,13.045,13.93,12.9386,13.913,3315703.0
2020-06-26,13.6066,13.7002,13.045,13.2067,4018449.0
2020-06-27,13.6066,13.7002,13.045,13.2067,4018449.0
2020-06-28,13.6066,13.7002,13.045,13.2067,4018449.0
2020-06-29,13.479,13.7002,13.1982,13.6917,2893247.0
2020-06-30,13.479,14.2108,13.4449,14.1172,3108057.0
2020-07-01,14.1257,14.2193,13.5003,13.53,3731472.0
2020-07-02,14.0576,14.3384,13.6662,13.7002,2185057.0
2020-07-03,14.0576,14.3384,13.6662,13.7002,2185057.0
2020-07-04,14.0576,14.3384,13.6662,13.7002,2185057.0
2020-07-05,14.0576,14.3384,13.6662,13.7002,2185057.0
2020-07-06,14.2023,14.4406,14.0066,14.364,2360092.0
2020-07-07,14.1172,14.2448,13.7002,13.7343,3218569.0
2020-07-08,13.7002,14.0661,13.5811,13.9981,1981284.0
2020-07-09,13.947,13.9598,13.1386,13.1726,3119279.0
2020-07-10,13.2662,14.0364,13.1726,13.9981,2401041.0
2020-07-11,13.2662,14.0364,13.1726,13.9981,2401041.0
2020-07-12,13.2662,14.0364,13.1726,13.9981,2401041.0
2020-07-13,14.2023,14.4831,13.9172,14.2363,2487292.0
2020-07-14,14.2448,14.4661,14.0449,14.3725,2865181.0
2020-07-15,14.7299,14.9979,14.3656,14.9426,2458567.0
2020-07-16,14.8065,15.3,14.5256,14.9596,2145608.0
2020-07-17,14.9511,15.0427,14.6107,14.883,3337258.0
2020-07-18,14.9511,15.0427,14.6107,14.883,3337258.0
2020-07-19,14.9511,15.0427,14.6107,14.883,3337258.0
2020-07-20,14.7639,14.8235,14.432,14.5427,2052932.0
2020-07-21,14.6788,15.3426,14.6788,15.1383,2593637.0
2020-07-22,14.9256,15.2745,14.8319,15.2064,1800288.0
2020-07-23,15.0788,15.6489,15.0532,15.5553,2765529.0
2020-07-24,15.5893,15.6829,15.3596,15.4277,2131245.0
2020-07-25,15.5893,15.6829,15.3596,15.4277,2131245.0
2020-07-26,15.5893,15.6829,15.3596,15.4277,2131245.0
2020-07-27,15.317,15.5808,15.0447,15.4021,2204036.0
2020-07-28,15.317,15.5723,15.0957,15.1724,2016442.0
2020-07-29,15.7425,15.9552,15.0192,15.4787,3927394.0
2020-07-30,15.0508,15.1718,14.6531,14.8347,2969976.0
2020-07-31,14.8174,14.9211,14.6099,14.8952,3084194.0
2020-08-01,14.8174,14.9211,14.6099,14.8952,3084194.0
2020-08-02,14.8174,14.9211,14.6099,14.8952,3084194.0
2020-08-03,14.8952,15.0335,14.6877,14.7569,3498940.0
2020-08-04,14.6963,14.8433,14.5926,14.6358,1966583.0
2020-08-05,14.8433,15.4701,14.8433,15.4657,1899282.0
2020-08-06,15.2323,15.362,14.8001,14.8433,1875400.0
2020-08-07,14.7136,15.5046,14.6402,15.5003,2128399.0
2020-08-08,14.7136,15.5046,14.6402,15.5003,2128399.0
2020-08-09,14.7136,15.5046,14.6402,15.5003,2128399.0
2020-08-10,15.6473,16.2524,15.63,16.2178,2412177.0
2020-08-11,16.7538,17.0564,16.6328,16.7193,3972465.0
2020-08-12,17.1169,17.1515,16.3994,16.6155,3130383.0
2020-08-13,16.3562,16.6242,16.1184,16.3129,1740566.0
2020-08-14,16.1228,16.6242,16.0234,16.4686,1344686.0
2020-08-15,16.1228,16.6242,16.0234,16.4686,1344686.0
2020-08-16,16.1228,16.6242,16.0234,16.4686,1344686.0
2020-08-17,16.3821,16.4599,15.9066,16.019,1677212.0
2020-08-18,16.0363,16.166,15.7251,15.751,1273320.0
2020-08-19,15.7164,16.0709,15.5954,15.751,1241147.0
2020-08-20,15.5608,15.7424,15.4139,15.5608,1469231.0
2020-08-21,15.5003,15.751,15.1502,15.2496,1531274.0
2020-08-22,15.5003,15.751,15.1502,15.2496,1531274.0
2020-08-23,15.5003,15.751,15.1502,15.2496,1531274.0
2020-08-24,15.3447,16.2438,15.2323,16.2351,2317895.0
2020-08-25,16.4253,16.5464,16.0147,16.1228,1498141.0
2020-08-26,16.0795,16.1833,15.8547,15.8807,1263624.0
2020-08-27,15.9499,16.434,15.9499,16.287,1723303.0
2020-08-28,16.4686,16.5204,16.1833,16.434,1318312.0
2020-08-29,16.4686,16.5204,16.1833,16.434,1318312.0
2020-08-30,16.4686,16.5204,16.1833,16.434,1318312.0
2020-08-31,16.4253,16.4253,15.9585,15.9758,1772565.0
2020-09-01,15.8202,16.3907,15.7251,16.0277,1512854.0
2020-09-02,16.0536,16.2049,15.777,16.1487,1362789.0
2020-09-03,16.3216,16.7927,15.7164,15.898,2825617.0
2020-09-04,16.3562,17.2812,16.1746,17.2034,4620875.0
2020-09-05,16.3562,17.2812,16.1746,17.2034,4620875.0
2020-09-06,16.3562,17.2812,16.1746,17.2034,4620875.0
2020-09-07,16.3562,17.2812,16.1746,17.2034,4620875.0
2020-09-08,16.944,17.0045,16.1314,16.2265,2965674.0
2020-09-09,16.4167,16.4858,15.9153,16.166,2117061.0
2020-09-10,16.2611,16.676,15.8375,15.8548,3729368.0
2020-09-11,15.9153,16.0363,15.63,15.9412,2229369.0
2020-09-12,15.9153,16.0363,15.63,15.9412,2229369.0
2020-09-13,15.9153,16.0363,15.63,15.9412,2229369.0
2020-09-14,16.166,16.3994,15.9931,16.2784,1858160.0
2020-09-15,16.3043,16.4858,15.6238,15.7251,2352135.0
2020-09-16,15.7856,16.4686,15.6905,16.1228,2122877.0
2020-09-17,15.8893,16.166,15.6819,16.0882,1732976.0
2020-09-18,15.9585,16.019,15.6386,15.7856,6118628.0
2020-09-19,15.9585,16.019,15.6386,15.7856,6118628.0
2020-09-20,15.9585,16.019,15.6386,15.7856,6118628.0
2020-09-21,15.3534,15.5003,14.5494,14.8001,3521014.0
2020-09-22,14.8692,15.1027,14.4629,14.558,1992524.0
2020-09-23,14.6272,14.8779,14.0912,14.0912,2322391.0
2020-09-24,14.1085,14.3246,13.6503,14.0307,1969560.0
2020-09-25,13.8751,14.29,13.8751,14.2209,1462650.0
2020-09-26,13.8751,14.29,13.8751,14.2209,1462650.0
2020-09-27,13.8751,14.29,13.8751,14.2209,1462650.0
2020-09-28,14.6099,15.0421,14.4802,14.7655,1764310.0
2020-09-29,14.7569,14.7914,14.2382,14.4284,1665943.0
2020-09-30,14.5062,14.6963,14.3592,14.5494,2341618.0
2020-10-01,14.705,14.826,14.4024,14.6963,1826227.0
2020-10-02,14.3765,15.3836,14.3505,15.2842,2303705.0
2020-10-03,14.3765,15.3836,14.3505,15.2842,2303705.0
2020-10-04,14.3765,15.3836,14.3505,15.2842,2303705.0
2020-10-05,15.5608,16.0363,15.5306,15.9585,2448833.0
2020-10-06,16.1919,16.5982,15.6621,15.7424,3054205.0
2020-10-07,15.9931,16.4945,15.9931,16.3389,1876177.0
2020-10-08,16.5377,16.6458,16.2395,16.4253,1809837.0
2020-10-09,16.555,16.5896,16.1573,16.1919,1837787.0
2020-10-10,16.555,16.5896,16.1573,16.1919,1837787.0
2020-10-11,16.555,16.5896,16.1573,16.1919,1837787.0
2020-10-12,16.2784,16.5982,16.2092,16.5204,1454673.0
2020-10-13,16.4686,16.4686,15.9239,16.0277,1659050.0
2020-10-14,15.9499,16.3129,15.9447,16.0017,1517728.0
2020-10-15,15.777,16.287,15.6646,16.2611,1429901.0
2020-10-16,16.2957,16.3907,15.9758,16.1228,1567365.0
2020-10-17,16.2957,16.3907,15.9758,16.1228,1567365.0
2020-10-18,16.2957,16.3907,15.9758,16.1228,1567365.0
2020-10-19,16.1573,16.3043,15.9239,15.9499,1846740.0
2020-10-20,16.2178,16.4426,16.1055,16.1487,2115319.0
2020-10-21,16.1141,16.4253,15.9628,16.2265,2499844.0
2020-10-22,16.1833,17.0175,16.0622,16.9786,1972716.0
2020-10-23,17.1601,17.48,17.0132,17.3071,2293790.0
2020-10-24,17.1601,17.48,17.0132,17.3071,2293790.0
2020-10-25,17.1601,17.48,17.0132,17.3071,2293790.0
2020-10-26,17.0391,17.0823,16.4037,16.6328,2048519.0
2020-10-27,16.5723,16.5723,15.777,15.777,2572344.0
2020-10-28,15.3879,15.4268,14.2338,14.3246,5891859.0
2020-10-29,14.2059,15.0459,14.0124,14.9887,3011842.0
2020-10-30,14.936,15.5605,14.9096,15.5341,3730845.0
2020-10-31,14.936,15.5605,14.9096,15.5341,3730845.0
2020-11-01,14.936,15.5605,14.9096,15.5341,3730845.0
2020-11-02,15.9299,16.3214,15.4637,16.2818,3584146.0
2020-11-03,16.6864,17.223,16.5281,17.1174,4230375.0
2020-11-04,16.5808,16.5984,15.8771,15.9123,3192869.0
2020-11-05,16.0355,16.9327,16.0355,16.6072,2203651.0
2020-11-06,16.7216,16.8447,15.7936,15.9475,2696973.0
2020-11-07,16.7216,16.8447,15.7936,15.9475,2696973.0
2020-11-08,16.7216,16.8447,15.7936,15.9475,2696973.0
2020-11-09,17.5396,18.6743,17.5396,18.2345,6866190.0
2020-11-10,18.6567,18.9382,18.4105,18.903,4039149.0
2020-11-11,18.9734,18.9734,18.1554,18.5512,2278666.0
2020-11-12,18.2521,18.2521,17.0734,17.5572,3026456.0
2020-11-13,17.8563,18.4588,17.7243,18.3665,1886568.0
2020-11-14,17.8563,18.4588,17.7243,18.3665,1886568.0
2020-11-15,17.8563,18.4588,17.7243,18.3665,1886568.0
2020-11-16,19.1933,19.2461,18.6084,18.8591,2157417.0
2020-11-17,18.4808,18.8679,18.0674,18.8239,1801299.0
2020-11-18,18.9118,19.5803,18.8195,18.8239,2894505.0
2020-11-19,18.6128,18.8854,18.3401,18.8591,2062459.0
2020-11-20,18.7095,18.947,18.5512,18.8327,2995050.0
2020-11-21,18.7095,18.947,18.5512,18.8327,2995050.0
2020-11-22,18.7095,18.947,18.5512,18.8327,2995050.0
2020-11-23,19.2461,19.7167,19.1141,19.7035,2184096.0
2020-11-24,20.2313,20.957,19.9956,20.8646,2392228.0
2020-11-25,20.5039,20.5963,20.1343,20.3896,1361376.0
2020-11-26,20.5039,20.5963,20.1343,20.3896,1361376.0
2020-11-27,20.6447,20.6711,20.3016,20.3544,765141.0
2020-11-28,20.6447,20.6711,20.3016,20.3544,765141.0
2020-11-29,20.6447,20.6711,20.3016,20.3544,765141.0
2020-11-30,20.1081,20.4072,19.5232,19.554,2098899.0
2020-12-01,20.2225,20.2928,19.7651,19.7827,2459316.0
2020-12-02,19.6067,20.1477,19.5716,20.0641,2429076.0
2020-12-03,20.0465,20.6667,19.985,20.5919,2301126.0
2020-12-04,20.9701,21.4012,20.8206,21.3396,3098253.0
2020-12-05,20.9701,21.4012,20.8206,21.3396,3098253.0
2020-12-06,20.9701,21.4012,20.8206,21.3396,3098253.0
2020-12-07,21.1109,21.1285,20.6447,20.847,1664106.0
2020-12-08,20.5919,21.0185,20.4336,20.7327,1717322.0
2020-12-09,20.9877,21.1373,20.6447,20.803,1565162.0
2020-12-10,20.4248,20.9965,20.3456,20.9438,1580404.0
2020-12-11,20.5127,20.6711,20.2445,20.4688,1939828.0
2020-12-12,20.5127,20.6711,20.2445,20.4688,1939828.0
2020-12-13,20.5127,20.6711,20.2445,20.4688,1939828.0
2020-12-14,20.9526,20.9526,19.7387,19.7563,3875729.0
2020-12-15,19.9498,20.0949,19.5452,20.0026,2904712.0
2020-12-16,20.0553,20.0993,19.5232,19.5891,2694991.0
2020-12-17,20.4424,21.1021,19.3341,19.466,3219685.0
2020-12-18,19.3604,19.5188,18.7183,19.0262,6858585.0
2020-12-19,19.3604,19.5188,18.7183,19.0262,6858585.0
2020-12-20,19.3604,19.5188,18.7183,19.0262,6858585.0
2020-12-21,18.8942,18.9118,18.2785,18.7887,3184359.0
2020-12-22,18.8679,19.1449,18.7359,18.7535,2542008.0
2020-12-23,18.991,19.466,18.9623,19.2813,1362643.0
2020-12-24,19.3165,19.3604,18.991,19.2813,546691.0
2020-12-25,19.3165,19.3604,18.991,19.2813,546691.0
2020-12-26,19.3165,19.3604,18.991,19.2813,546691.0
2020-12-27,19.3165,19.3604,18.991,19.2813,546691.0
2020-12-28,19.4484,19.941,19.4176,19.4308,1530864.0
2020-12-29,19.5276,19.7035,19.3692,19.5188,1356641.0
2020-12-30,19.51,19.8794,19.51,19.7387,1159079.0
2020-12-31,19.7035,20.2752,19.6023,20.1785,1807913.0
2021-01-01,19.7035,20.2752,19.6023,20.1785,1807913.0
2021-01-02,19.7035,20.2752,19.6023,20.1785,1807913.0
2021-01-03,19.7035,20.2752,19.6023,20.1785,1807913.0
2021-01-04,20.1961,20.3632,19.4132,19.4308,2442602.0
2021-01-05,19.4044,19.809,19.2373,19.5891,2351681.0
2021-01-06,20.1961,21.1988,20.0817,20.8822,3259713.0
2021-01-07,21.1725,21.1988,20.6799,20.6887,2217179.0
2021-01-08,21.0141,21.0229,20.1257,20.5303,2377939.0
2021-01-09,21.0141,21.0229,20.1257,20.5303,2377939.0
2021-01-10,21.0141,21.0229,20.1257,20.5303,2377939.0
2021-01-11,20.2928,20.7942,20.1257,20.7063,1404871.0
2021-01-12,20.935,21.8806,20.8382,21.6299,2792392.0
2021-01-13,21.5507,21.6475,21.2692,21.5243,1659321.0
2021-01-14,21.6914,22.4655,21.6299,22.3248,1867335.0
2021-01-15,21.9729,22.3072,21.7266,22.184,2330508.0
2021-01-16,21.9729,22.3072,21.7266,22.184,2330508.0
2021-01-17,21.9729,22.3072,21.7266,22.184,2330508.0
2021-01-18,21.9729,22.3072,21.7266,22.184,2330508.0
2021-01-19,22.3775,23.134,22.316,22.9229,2807258.0
2021-01-20,22.8789,23.0109,22.6326,22.7558,1704154.0
2021-01-21,22.7294,22.9669,22.4215,22.4215,1488748.0
2021-01-22,22.0785,22.4391,21.9289,22.3424,2410069.0
2021-01-23,22.0785,22.4391,21.9289,22.3424,2410069.0
2021-01-24,22.0785,22.4391,21.9289,22.3424,2410069.0
2021-01-25,22.0345,22.184,21.6343,22.0169,1708002.0
2021-01-26,22.14,22.294,21.8146,22.1488,1503045.0
2021-01-27,21.7618,22.0345,21.4979,21.7354,2450938.0
2021-01-28,21.9712,22.2916,21.593,21.6331,4021379.0
2021-01-29,21.6153,21.7977,20.5919,20.672,5698918.0
2021-01-30,21.6153,21.7977,20.5919,20.672,5698918.0
2021-01-31,21.6153,21.7977,20.5919,20.672,5698918.0
2021-02-01,20.8144,21.1614,20.454,21.117,1887623.0
2021-02-02,21.4373,21.5263,21.0369,21.2504,2329233.0
2021-02-03,21.2504,21.4596,21.1348,21.4106,2084957.0
2021-02-04,21.5174,21.9979,21.4106,21.9712,1899235.0
2021-02-05,21.8378,21.9712,20.7521,20.7788,3246976.0
2021-02-06,21.8378,21.9712,20.7521,20.7788,3246976.0
2021-02-07,21.8378,21.9712,20.7521,20.7788,3246976.0
2021-02-08,20.8144,21.3261,20.6453,21.2949,2405286.0
2021-02-09,21.1525,21.3483,20.9479,21.2415,1720797.0
2021-02-10,21.3305,21.6286,21.0725,21.5085,1726416.0
2021-02-11,21.4907,21.7844,21.2237,21.6064,1784584.0
2021-02-12,21.5886,22.3717,21.5708,22.0157,2165628.0
2021-02-13,21.5886,22.3717,21.5708,22.0157,2165628.0
2021-02-14,21.5886,22.3717,21.5708,22.0157,2165628.0
2021-02-15,21.5886,22.3717,21.5708,22.0157,2165628.0
2021-02-16,22.1759,23.048,22.1492,22.7454,2899341.0
2021-02-17,22.781,23.1904,22.7499,22.9501,1981739.0
2021-02-18,22.7365,23.0391,22.0291,22.2916,2603541.0
2021-02-19,22.5497,22.959,22.474,22.7899,2908824.0
2021-02-20,22.5497,22.959,22.474,22.7899,2908824.0
2021-02-21,22.5497,22.959,22.474,22.7899,2908824.0
2021-02-22,22.7276,23.8667,22.7276,23.6264,2435301.0
2021-02-23,23.9379,23.9735,23.0658,23.6976,2180751.0
2021-02-24,23.8578,24.81,23.8311,24.7388,2819915.0
2021-02-25,24.9435,25.068,24.0091,24.1604,2646350.0
2021-02-26,23.9112,24.3294,23.226,23.5641,3223758.0
2021-02-27,23.9112,24.3294,23.226,23.5641,3223758.0
2021-02-28,23.9112,24.3294,23.226,23.5641,3223758.0
2021-03-01,24.1337,24.4852,24.0358,24.2049,2308920.0
2021-03-02,24.1159,24.3205,23.9201,23.9201,1957516.0
2021-03-03,24.2138,25.6109,24.1871,25.0947,2982835.0
2021-03-04,25.0769,25.2282,23.7787,24.2938,4281614.0
2021-03-05,24.8011,25.7177,23.9913,25.6198,4778906.0
2021-03-06,24.8011,25.7177,23.9913,25.6198,4778906.0
2021-03-07,24.8011,25.7177,23.9913,25.6198,4778906.0
2021-03-08,26.0113,26.9991,25.8422,26.1982,2942751.0
2021-03-09,25.7799,26.0647,25.1658,25.3617,3463594.0
2021-03-10,25.4418,26.2872,25.3261,26.0825,2743067.0
2021-03-11,25.8333,26.2605,25.5842,25.771,1633119.0
2021-03-12,26.2516,26.3228,25.7577,25.8422,2635804.0
2021-03-13,26.2516,26.3228,25.7577,25.8422,2635804.0
2021-03-14,26.2516,26.3228,25.7577,25.8422,2635804.0
2021-03-15,25.7977,25.8066,24.9968,25.6465,2433858.0
2021-03-16,25.3617,25.4952,24.454,24.9079,3637465.0
2021-03-17,25.2371,25.4418,24.8634,25.1481,2343701.0
2021-03-18,25.4774,26.2204,25.2015,25.335,2557453.0
2021-03-19,25.0947,25.3083,24.5608,24.8189,8107434.0
2021-03-20,25.0947,25.3083,24.5608,24.8189,8107434.0
2021-03-21,25.0947,25.3083,24.5608,24.8189,8107434.0
2021-03-22,24.5608,24.7566,24.1426,24.2493,2329825.0
2021-03-23,23.9379,24.2138,23.2189,23.3951,2921672.0
2021-03-24,23.751,24.2226,23.1948,23.2082,2743509.0
2021-03-25,23.1726,24.1919,22.8967,24.0536,2230433.0
2021-03-26,24.3739,24.8901,24.1248,24.6676,2578374.0
2021-03-27,24.3739,24.8901,24.1248,24.6676,2578374.0
2021-03-28,24.3739,24.8901,24.1248,24.6676,2578374.0
2021-03-29,24.2049,24.4985,23.8133,24.1159,2176445.0
2021-03-30,24.3472,24.9079,24.3472,24.8545,2130362.0
2021-03-31,24.6854,25.0858,24.632,24.7655,2092292.0
2021-04-01,24.5519,25.0502,24.5519,25.0413,2300463.0
2021-04-02,24.5519,25.0502,24.5519,25.0413,2300463.0
2021-04-03,24.5519,25.0502,24.5519,25.0413,2300463.0
2021-04-04,24.5519,25.0502,24.5519,25.0413,2300463.0
2021-04-05,25.3795,25.5308,24.7388,24.7566,1628610.0
2021-04-06,24.8011,24.9657,24.5252,24.6053,2641890.0
2021-04-07,24.7032,24.9346,24.5608,24.8901,1530707.0
2021-04-08,24.6498,24.8011,24.1159,24.2404,2004571.0
2021-04-09,24.4718,24.632,24.325,24.5875,1904740.0
2021-04-10,24.4718,24.632,24.325,24.5875,1904740.0
2021-04-11,24.4718,24.632,24.325,24.5875,1904740.0
2021-04-12,24.7833,25.5219,24.7833,25.4329,2917403.0
2021-04-13,25.2193,25.4952,24.899,25.2282,2682533.0
2021-04-14,25.2371,26.0158,25.2104,25.8422,1565032.0
2021-04-15,25.8155,25.9668,25.4329,25.7088,1926587.0
2021-04-16,26.0469,26.3005,25.86,25.8956,2341126.0
2021-04-17,26.0469,26.3005,25.86,25.8956,2341126.0
2021-04-18,26.0469,26.3005,25.86,25.8956,2341126.0
2021-04-19,26.0113,26.173,25.7444,25.9134,1525110.0
2021-04-20,25.6198,25.6509,24.8011,25.0947,1830872.0
2021-04-21,25.0324,25.6732,24.7833,25.6554,1123690.0
2021-04-22,25.6465,25.6465,25.0146,25.1659,1553023.0
2021-04-23,25.1659,25.7355,25.0057,25.602,1548661.0
2021-04-24,25.1659,25.7355,25.0057,25.602,1548661.0
2021-04-25,25.1659,25.7355,25.0057,25.602,1548661.0
2021-04-26,25.7532,25.9935,25.2638,25.4062,1857101.0
2021-04-27,25.4329,25.6465,25.3172,25.6109,1513004.0
2021-04-28,25.7621,25.9401,25.5664,25.7266,1082562.0
2021-04-29,25.9827,26.2433,25.6771,25.9557,1355039.0
2021-04-30,25.776,25.9557,25.3356,25.3985,2939821.0
2021-05-01,25.776,25.9557,25.3356,25.3985,2939821.0
2021-05-02,25.776,25.9557,25.3356,25.3985,2939821.0
2021-05-03,25.8748,26.2577,25.6771,25.9198,1584370.0
