,HON US Equity,HON US Equity,HON US Equity,HON US Equity,HON US Equity
2020-03-02,149.3989,151.5882,144.356,150.4523,6744876.0
2020-03-03,150.489,154.0589,147.0812,148.2996,6108463.0
2020-03-04,151.0569,157.4968,150.4719,156.8189,4532596.0
2020-03-05,152.5226,153.8142,149.5179,151.0752,5394709.0
2020-03-06,145.4782,151.2584,144.3514,150.2599,5021640.0
2020-03-07,145.4782,151.2584,144.3514,150.2599,5021640.0
2020-03-08,145.4782,151.2584,144.3514,150.2599,5021640.0
2020-03-09,139.6979,144.0582,137.1696,140.0277,5849172.0
2020-03-10,142.7666,148.3454,140.4811,148.1164,5477672.0
2020-03-11,143.6644,144.2598,138.8368,140.5132,4827816.0
2020-03-12,131.3526,133.2689,123.154,123.5296,7170455.0
2020-03-13,130.2167,137.1146,126.4334,136.8673,6324766.0
2020-03-14,130.2167,137.1146,126.4334,136.8673,6324766.0
2020-03-15,130.2167,137.1146,126.4334,136.8673,6324766.0
2020-03-16,117.2546,131.2101,113.5996,123.9143,5891059.0
2020-03-17,124.7937,130.0518,119.2608,120.7356,8524753.0
2020-03-18,111.685,113.7095,92.6128,109.5689,7633945.0
2020-03-19,107.8651,112.143,102.6161,108.9735,6814084.0
2020-03-20,110.7415,110.9888,101.4802,103.0558,6801189.0
2020-03-21,110.7415,110.9888,101.4802,103.0558,6801189.0
2020-03-22,110.7415,110.9888,101.4802,103.0558,6801189.0
2020-03-23,98.4664,101.755,92.5945,95.1411,8200419.0
2020-03-24,100.7657,109.4956,100.0786,109.4773,5799126.0
2020-03-25,110.1918,123.9784,109.743,118.7661,7159221.0
2020-03-26,120.7631,127.6884,120.1493,125.8655,5594931.0
2020-03-27,120.3875,123.8593,117.3829,120.2501,3924962.0
2020-03-28,120.3875,123.8593,117.3829,120.2501,3924962.0
2020-03-29,120.3875,123.8593,117.3829,120.2501,3924962.0
2020-03-30,119.7737,122.5311,119.2041,120.6898,5035721.0
2020-03-31,120.7722,124.6838,119.0867,122.5585,5296240.0
2020-04-01,117.5111,120.2593,114.9645,118.8211,4246432.0
2020-04-02,117.8042,121.9723,116.4622,121.6608,3504272.0
2020-04-03,121.3768,121.6883,115.908,116.7508,4031583.0
2020-04-04,121.3768,121.6883,115.908,116.7508,4031583.0
2020-04-05,121.3768,121.6883,115.908,116.7508,4031583.0
2020-04-06,122.3112,124.0059,121.386,122.7509,4874332.0
2020-04-07,128.8335,130.2809,123.667,123.8868,4051696.0
2020-04-08,125.1968,128.5953,123.8593,127.5602,3890679.0
2020-04-09,128.2472,134.0184,127.9678,131.3893,4365272.0
2020-04-10,128.2472,134.0184,127.9678,131.3893,4365272.0
2020-04-11,128.2472,134.0184,127.9678,131.3893,4365272.0
2020-04-12,128.2472,134.0184,127.9678,131.3893,4365272.0
2020-04-13,130.7755,131.1878,125.0513,126.3602,3016339.0
2020-04-14,128.8976,131.6641,126.919,128.7877,3486646.0
2020-04-15,126.0212,126.3876,121.386,123.5204,3252800.0
2020-04-16,123.2822,123.9454,118.7012,121.2211,4016729.0
2020-04-17,124.4639,128.4304,124.2807,126.7083,4750813.0
2020-04-18,124.4639,128.4304,124.2807,126.7083,4750813.0
2020-04-19,124.4639,128.4304,124.2807,126.7083,4750813.0
2020-04-20,124.3906,126.5883,123.5662,124.3082,2529045.0
2020-04-21,121.899,122.7692,119.7463,120.9188,2418381.0
2020-04-22,122.9524,123.4031,120.6889,121.8623,2629750.0
2020-04-23,123.438,126.9556,122.8976,123.3738,2786493.0
2020-04-24,124.3082,124.8029,121.2486,124.1433,2838091.0
2020-04-25,124.3082,124.8029,121.2486,124.1433,2838091.0
2020-04-26,124.3082,124.8029,121.2486,124.1433,2838091.0
2020-04-27,125.0685,129.2366,124.3769,128.1373,3137902.0
2020-04-28,131.2885,134.284,130.1893,130.7755,3377927.0
2020-04-29,133.2855,135.4566,131.9252,133.8901,2651169.0
2020-04-30,131.4442,131.9023,128.7602,129.9877,4492640.0
2020-05-01,127.6335,127.7892,122.9066,125.7281,3681089.0
2020-05-02,127.6335,127.7892,122.9066,125.7281,3681089.0
2020-05-03,127.6335,127.7892,122.9066,125.7281,3681089.0
2020-05-04,122.6593,124.9128,121.6608,123.8502,4122981.0
2020-05-05,125.5815,125.5815,123.2364,123.5479,3122341.0
2020-05-06,124.6838,124.6838,121.8165,121.8715,2349534.0
2020-05-07,123.3189,124.2624,120.928,121.6425,3096581.0
2020-05-08,123.3647,125.7922,123.1173,125.4166,2740689.0
2020-05-09,123.3647,125.7922,123.1173,125.4166,2740689.0
2020-05-10,123.3647,125.7922,123.1173,125.4166,2740689.0
2020-05-11,124.3632,124.5097,122.8883,123.0074,2356608.0
2020-05-12,123.9601,124.6105,116.7966,116.879,4870394.0
2020-05-13,116.4576,116.4668,111.6484,112.6469,5786234.0
2020-05-14,110.9858,117.4362,108.0698,117.2425,5226246.0
2020-05-15,115.6921,116.8779,114.1787,115.7291,4660374.0
2020-05-16,115.6921,116.8779,114.1787,115.7291,4660374.0
2020-05-17,115.6921,116.8779,114.1787,115.7291,4660374.0
2020-05-18,120.4261,126.9688,119.6694,125.5385,6405777.0
2020-05-19,124.8095,124.9663,121.7504,121.7642,4427962.0
2020-05-20,124.1635,126.1291,123.8959,125.5293,2950112.0
2020-05-21,126.9135,128.0789,125.7692,127.0611,2374722.0
2020-05-22,126.8581,128.5837,125.9168,128.4361,2958107.0
2020-05-23,126.8581,128.5837,125.9168,128.4361,2958107.0
2020-05-24,126.8581,128.5837,125.9168,128.4361,2958107.0
2020-05-25,126.8581,128.5837,125.9168,128.4361,2958107.0
2020-05-26,132.6718,134.9649,132.3396,133.7514,4370192.0
2020-05-27,136.9074,139.2892,135.5278,137.1197,4291816.0
2020-05-28,138.4208,139.5374,133.5115,136.1692,3482059.0
2020-05-29,134.4712,138.3286,133.1885,134.5912,4135505.0
2020-05-30,134.4712,138.3286,133.1885,134.5912,4135505.0
2020-05-31,134.4712,138.3286,133.1885,134.5912,4135505.0
2020-06-01,134.259,136.3814,133.7192,134.8957,2071314.0
2020-06-02,136.3814,137.2489,135.1454,136.8982,3625945.0
2020-06-03,138.6423,142.4627,138.467,141.5122,2992681.0
2020-06-04,140.2757,144.1238,139.4636,143.8746,3768304.0
2020-06-05,150.3343,152.9273,148.1449,148.9131,4525058.0
2020-06-06,150.3343,152.9273,148.1449,148.9131,4525058.0
2020-06-07,150.3343,152.9273,148.1449,148.9131,4525058.0
2020-06-08,149.0977,151.617,148.6363,150.3435,3573701.0
2020-06-09,147.9811,148.5717,145.3788,145.8956,3679119.0
2020-06-10,145.5449,145.6649,141.5861,142.2228,3309841.0
2020-06-11,137.1843,137.3336,132.0443,132.3672,4184897.0
2020-06-12,136.769,137.498,130.254,133.3546,3612553.0
2020-06-13,136.769,137.498,130.254,133.3546,3612553.0
2020-06-14,136.769,137.498,130.254,133.3546,3612553.0
2020-06-15,129.3035,136.6675,128.9188,135.311,3314137.0
2020-06-16,140.368,140.6448,134.8865,137.5995,3804542.0
2020-06-17,138.1348,138.4854,136.3999,136.889,3507610.0
2020-06-18,135.514,137.498,135.0249,136.7875,2581586.0
2020-06-19,138.8453,139.196,133.5577,134.1483,5262473.0
2020-06-20,138.8453,139.196,133.5577,134.1483,5262473.0
2020-06-21,138.8453,139.196,133.5577,134.1483,5262473.0
2020-06-22,133.4469,135.191,132.275,133.7514,2529933.0
2020-06-23,135.5509,135.8748,133.5484,133.6776,2309765.0
2020-06-24,131.7951,132.2639,127.421,127.6702,3371215.0
2020-06-25,127.3749,131.7766,127.1534,131.4629,4018969.0
2020-06-26,131.3245,131.3245,126.9135,127.541,10255730.0
2020-06-27,131.3245,131.3245,126.9135,127.541,10255730.0
2020-06-28,131.3245,131.3245,126.9135,127.541,10255730.0
2020-06-29,129.2943,132.238,128.5284,132.1827,2971245.0
2020-06-30,131.2783,134.2867,131.0569,133.4285,3688010.0
2020-07-01,134.0098,135.1726,131.9335,132.9855,2609510.0
2020-07-02,134.342,135.7908,133.3917,133.8253,2758693.0
2020-07-03,134.342,135.7908,133.3917,133.8253,2758693.0
2020-07-04,134.342,135.7908,133.3917,133.8253,2758693.0
2020-07-05,134.342,135.7908,133.3917,133.8253,2758693.0
2020-07-06,135.8831,136.8521,134.8505,135.8554,2337022.0
2020-07-07,134.7296,134.8219,133.1239,133.7791,2622255.0
2020-07-08,133.2808,134.665,132.801,134.3513,3587884.0
2020-07-09,133.5669,134.2867,130.4201,130.457,3167289.0
2020-07-10,130.697,132.0719,130.0233,131.4537,2325245.0
2020-07-11,130.697,132.0719,130.0233,131.4537,2325245.0
2020-07-12,130.697,132.0719,130.0233,131.4537,2325245.0
2020-07-13,132.4964,134.6189,131.2691,132.4134,2585695.0
2020-07-14,132.4134,136.8613,131.306,136.6675,2649756.0
2020-07-15,139.5282,140.9032,139.2237,140.2019,2984976.0
2020-07-16,139.3529,141.6572,138.6515,141.2631,3697646.0
2020-07-17,141.6507,143.3855,140.6909,143.0349,4888931.0
2020-07-18,141.6507,143.3855,140.6909,143.0349,4888931.0
2020-07-19,141.6507,143.3855,140.6909,143.0349,4888931.0
2020-07-20,142.2228,142.9241,140.7463,141.5492,4876393.0
2020-07-21,142.0013,144.8989,142.0013,142.8134,2394274.0
2020-07-22,142.2136,143.5978,142.029,142.675,1798752.0
2020-07-23,142.4443,143.487,141.067,141.8629,2625565.0
2020-07-24,142.1121,142.3428,137.535,137.8948,4368458.0
2020-07-25,142.1121,142.3428,137.535,137.8948,4368458.0
2020-07-26,142.1121,142.3428,137.535,137.8948,4368458.0
2020-07-27,137.3135,139.3067,136.5014,139.1222,3378500.0
2020-07-28,138.8822,140.3403,137.8856,140.2757,3904219.0
2020-07-29,139.8696,143.4317,139.5026,142.6473,3311499.0
2020-07-30,141.1247,141.2539,137.5257,137.6457,2749145.0
2020-07-31,137.4242,137.941,135.6524,137.8395,4061644.0
2020-08-01,137.4242,137.941,135.6524,137.8395,4061644.0
2020-08-02,137.4242,137.941,135.6524,137.8395,4061644.0
2020-08-03,138.5408,138.6515,135.9385,137.0643,2105414.0
2020-08-04,135.8924,136.7229,134.9234,135.957,3047403.0
2020-08-05,137.3043,139.3437,137.0828,139.1775,4181000.0
2020-08-06,139.2698,141.0968,138.7346,140.8017,2502703.0
2020-08-07,140.6725,143.2748,140.1373,143.1364,2520220.0
2020-08-08,140.6725,143.2748,140.1373,143.1364,2520220.0
2020-08-09,140.6725,143.2748,140.1373,143.1364,2520220.0
2020-08-10,143.1825,147.5336,143.1825,147.1229,2859020.0
2020-08-11,148.3133,150.648,147.7412,147.9073,3773736.0
2020-08-12,149.9744,150.2466,146.7169,147.7135,2670107.0
2020-08-13,146.3308,148.159,146.2283,147.5372,2575155.0
2020-08-14,146.6278,149.2912,146.5907,148.7437,2845057.0
2020-08-15,146.6278,149.2912,146.5907,148.7437,2845057.0
2020-08-16,146.6278,149.2912,146.5907,148.7437,2845057.0
2020-08-17,148.5117,149.3005,146.6742,147.3331,2817232.0
2020-08-18,147.5465,148.2611,145.9039,146.0524,1869295.0
2020-08-19,146.2287,146.7484,144.9202,145.5606,2098217.0
2020-08-20,144.3077,145.7183,144.0386,144.9295,1600585.0
2020-08-21,144.7346,146.4051,144.7346,146.1638,2507892.0
2020-08-22,144.7346,146.4051,144.7346,146.1638,2507892.0
2020-08-23,144.7346,146.4051,144.7346,146.1638,2507892.0
2020-08-24,146.7206,147.9734,145.245,147.8992,2087009.0
2020-08-25,152.5114,154.9794,151.7505,152.6878,7400493.0
2020-08-26,152.9383,154.4471,151.5834,153.4116,3466570.0
2020-08-27,154.2283,156.5484,153.2075,154.0427,4281073.0
2020-08-28,154.3489,156.5576,153.5508,156.2607,13012086.0
2020-08-29,154.3489,156.5576,153.5508,156.2607,13012086.0
2020-08-30,154.3489,156.5576,153.5508,156.2607,13012086.0
2020-08-31,156.4463,156.4556,152.8363,153.6344,4561896.0
2020-09-01,152.001,156.0519,151.7319,155.8802,3975061.0
2020-09-02,156.5855,160.4832,155.8291,160.0563,4111867.0
2020-09-03,160.8915,161.3094,153.1819,154.3304,3527698.0
2020-09-04,156.5762,157.4485,152.7342,154.6923,3326851.0
2020-09-05,156.5762,157.4485,152.7342,154.6923,3326851.0
2020-09-06,156.5762,157.4485,152.7342,154.6923,3326851.0
2020-09-07,156.5762,157.4485,152.7342,154.6923,3326851.0
2020-09-08,153.3003,154.4557,151.5436,152.4465,2796785.0
2020-09-09,153.356,155.4904,152.994,153.82,2807776.0
2020-09-10,155.2584,155.2584,152.0289,152.4465,2815199.0
2020-09-11,152.6692,155.3976,152.4465,154.4696,2116896.0
2020-09-12,152.6692,155.3976,152.4465,154.4696,2116896.0
2020-09-13,152.6692,155.3976,152.4465,154.4696,2116896.0
2020-09-14,155.9173,157.3372,155.3234,156.3442,2134219.0
2020-09-15,157.0866,157.7548,155.9718,156.1864,1851506.0
2020-09-16,157.1052,159.0262,156.3498,157.7641,3153636.0
2020-09-17,155.9451,159.1097,154.7109,158.0796,2661506.0
2020-09-18,157.2815,158.2002,155.6296,156.5576,4908245.0
2020-09-19,157.2815,158.2002,155.6296,156.5576,4908245.0
2020-09-20,157.2815,158.2002,155.6296,156.5576,4908245.0
2020-09-21,152.9569,153.291,147.1791,149.7552,4459569.0
2020-09-22,149.2773,151.2679,148.5952,150.9709,2501159.0
2020-09-23,150.6368,152.1031,146.47,147.3609,2508022.0
2020-09-24,146.9247,149.333,145.5615,147.3331,2238312.0
2020-09-25,146.303,150.3956,145.8575,149.8666,2594305.0
2020-09-26,146.303,150.3956,145.8575,149.8666,2594305.0
2020-09-27,146.303,150.3956,145.8575,149.8666,2594305.0
2020-09-28,152.6043,154.1912,151.4813,152.7899,2512994.0
2020-09-29,152.7156,154.2654,151.7041,152.6692,2192777.0
2020-09-30,153.8385,155.8338,151.2865,152.762,2883408.0
2020-10-01,154.2376,155.1099,150.4482,151.899,2409481.0
2020-10-02,149.9872,154.98,149.7367,153.69,2340126.0
2020-10-03,149.9872,154.98,149.7367,153.69,2340126.0
2020-10-04,149.9872,154.98,149.7367,153.69,2340126.0
2020-10-05,154.9707,157.068,154.7387,156.5762,1750113.0
2020-10-06,156.9381,159.0819,154.6273,154.8779,2345881.0
2020-10-07,156.8268,159.8011,156.3906,159.2025,2030602.0
2020-10-08,159.9728,161.3555,159.1375,161.272,1977935.0
2020-10-09,161.8474,163.3879,160.7941,161.8288,2637024.0
2020-10-10,161.8474,163.3879,160.7941,161.8288,2637024.0
2020-10-11,161.8474,163.3879,160.7941,161.8288,2637024.0
2020-10-12,162.4599,164.2417,161.5875,162.7383,3396282.0
2020-10-13,161.4112,162.3439,158.2466,159.2025,2315273.0
2020-10-14,160.6317,162.3671,160.3625,160.9843,2386365.0
2020-10-15,158.7478,161.0446,158.0703,160.1862,2437453.0
2020-10-16,160.8265,163.7034,160.3625,162.2743,3628934.0
2020-10-17,160.8265,163.7034,160.3625,162.2743,3628934.0
2020-10-18,160.8265,163.7034,160.3625,162.2743,3628934.0
2020-10-19,162.0237,162.5527,158.7385,159.2396,2103613.0
2020-10-20,160.0563,163.0724,160.0563,160.7894,1580298.0
2020-10-21,160.1676,162.6083,160.1259,160.4275,1826974.0
2020-10-22,161.1142,164.4922,160.5853,164.121,1882797.0
2020-10-23,165.1883,165.7817,161.1606,162.9053,1988142.0
2020-10-24,165.1883,165.7817,161.1606,162.9053,1988142.0
2020-10-25,165.1883,165.7817,161.1606,162.9053,1988142.0
2020-10-26,160.7337,160.7337,155.5341,157.9218,2323734.0
2020-10-27,156.8732,157.6249,154.6645,154.748,2009584.0
2020-10-28,150.8224,153.5972,149.384,149.5603,3233699.0
2020-10-29,148.8643,153.8107,147.9456,152.7527,3113639.0
2020-10-30,149.913,153.8292,149.4583,153.0775,4390007.0
2020-10-31,149.913,153.8292,149.4583,153.0775,4390007.0
2020-11-01,149.913,153.8292,149.4583,153.0775,4390007.0
2020-11-02,157.0216,161.9402,156.0101,161.1142,4198347.0
2020-11-03,162.8914,167.4062,161.7082,166.3112,3719819.0
2020-11-04,163.7405,169.2994,160.808,166.0328,4318632.0
2020-11-05,167.4062,171.109,167.2485,170.0882,4585133.0
2020-11-06,170.3202,172.6124,169.7124,171.007,3080416.0
2020-11-07,170.3202,172.6124,169.7124,171.007,3080416.0
2020-11-08,170.3202,172.6124,169.7124,171.007,3080416.0
2020-11-09,190.1521,194.885,179.4984,182.8114,7735225.0
2020-11-10,185.0572,188.4074,183.8694,187.4423,5882183.0
2020-11-11,187.7392,188.3425,184.0643,184.9459,3238480.0
2020-11-12,184.1907,185.8271,182.4472,183.9017,2660771.0
2020-11-13,185.3935,188.2419,185.3935,187.9109,2355376.0
2020-11-14,185.3935,188.2419,185.3935,187.9109,2355376.0
2020-11-15,185.3935,188.2419,185.3935,187.9109,2355376.0
2020-11-16,192.06,195.4352,189.6405,194.4842,4898808.0
2020-11-17,192.9178,192.9178,189.6078,191.4446,3447826.0
2020-11-18,190.6708,191.109,187.3701,187.51,4422376.0
2020-11-19,187.6685,189.3561,186.3726,189.0111,3263013.0
2020-11-20,188.1254,189.5799,186.9412,188.3398,2359051.0
2020-11-21,188.1254,189.5799,186.9412,188.3398,2359051.0
2020-11-22,188.1254,189.5799,186.9412,188.3398,2359051.0
2020-11-23,189.8782,191.4167,189.6638,190.7453,2807994.0
2020-11-24,194.2138,194.6706,192.7593,193.8315,4054512.0
2020-11-25,193.9341,194.5291,192.5821,193.6357,2434530.0
2020-11-26,193.9341,194.5291,192.5821,193.6357,2434530.0
2020-11-27,193.6264,195.258,193.5611,195.2487,1434163.0
2020-11-28,193.6264,195.258,193.5611,195.2487,1434163.0
2020-11-29,193.6264,195.258,193.5611,195.2487,1434163.0
2020-11-30,193.1602,194.1672,190.13,190.13,6465704.0
2020-12-01,193.0856,195.6427,192.004,192.2558,3795491.0
2020-12-02,192.06,194.9037,192.0413,193.9341,2460059.0
2020-12-03,192.6381,195.2767,192.4516,194.1392,2779431.0
2020-12-04,195.2301,198.4934,195.2301,198.2976,3198838.0
2020-12-05,195.2301,198.4934,195.2301,198.2976,3198838.0
2020-12-06,195.2301,198.4934,195.2301,198.2976,3198838.0
2020-12-07,197.2067,197.4678,195.1928,196.8244,2595130.0
2020-12-08,196.0972,198.6519,195.7056,197.7288,2302325.0
2020-12-09,198.4468,199.3605,196.4655,197.8873,2946483.0
2020-12-10,196.0319,198.4095,196.0039,197.6356,2987477.0
2020-12-11,195.3792,200.7031,195.378,200.1157,3119537.0
2020-12-12,195.3792,200.7031,195.378,200.1157,3119537.0
2020-12-13,195.3792,200.7031,195.378,200.1157,3119537.0
2020-12-14,201.3931,202.0457,197.3839,197.5237,3345475.0
2020-12-15,199.5283,200.3675,197.5517,199.6868,2502484.0
2020-12-16,198.9596,199.836,195.0809,196.0879,2930114.0
2020-12-17,196.6846,197.6076,195.7988,197.6076,2148593.0
2020-12-18,197.934,198.1391,194.5121,195.8361,6686160.0
2020-12-19,197.934,198.1391,194.5121,195.8361,6686160.0
2020-12-20,197.934,198.1391,194.5121,195.8361,6686160.0
2020-12-21,191.7243,196.8804,190.9971,196.4142,2467462.0
2020-12-22,196.3303,196.9223,193.7942,193.8781,2020057.0
2020-12-23,195.4352,197.7941,195.0902,195.7895,2047049.0
2020-12-24,196.293,196.4515,194.4935,195.3606,754913.0
2020-12-25,196.293,196.4515,194.4935,195.3606,754913.0
2020-12-26,196.293,196.4515,194.4935,195.3606,754913.0
2020-12-27,196.293,196.4515,194.4935,195.3606,754913.0
2020-12-28,196.7312,196.9456,195.2207,195.7429,1715733.0
2020-12-29,197.1041,197.1041,193.8222,194.9876,1527643.0
2020-12-30,195.7988,197.2813,195.3886,196.6846,1602159.0
2020-12-31,196.7312,198.5959,195.4911,198.3162,1406395.0
2021-01-01,196.7312,198.5959,195.4911,198.3162,1406395.0
2021-01-02,196.7312,198.5959,195.4911,198.3162,1406395.0
2021-01-03,196.7312,198.5959,195.4911,198.3162,1406395.0
2021-01-04,198.4468,198.6053,192.405,193.8874,2329179.0
2021-01-05,192.983,195.976,192.983,194.363,2172258.0
2021-01-06,195.286,199.5097,195.0809,197.906,2748168.0
2021-01-07,198.4934,199.5376,196.5447,198.2323,2057350.0
2021-01-08,198.4095,198.9759,193.6264,195.8268,3278932.0
2021-01-09,198.4095,198.9759,193.6264,195.8268,3278932.0
2021-01-10,198.4095,198.9759,193.6264,195.8268,3278932.0
2021-01-11,194.0366,195.4398,193.7756,194.2697,2938913.0
2021-01-12,193.8035,195.314,191.3807,194.7546,2498791.0
2021-01-13,194.1951,194.5121,192.4423,193.0203,2145218.0
2021-01-14,193.9714,195.5937,193.1695,194.5028,3661497.0
2021-01-15,193.4958,193.8051,191.3234,192.0413,3887549.0
2021-01-16,193.4958,193.8051,191.3234,192.0413,3887549.0
2021-01-17,193.4958,193.8051,191.3234,192.0413,3887549.0
2021-01-18,193.4958,193.8051,191.3234,192.0413,3887549.0
2021-01-19,194.1578,194.6427,192.4889,192.7779,2656589.0
2021-01-20,193.8595,194.5588,192.694,194.0087,2452446.0
2021-01-21,192.8712,193.7569,191.2302,191.3514,2705893.0
2021-01-22,190.447,190.6335,187.7711,188.5729,3502973.0
2021-01-23,190.447,190.6335,187.7711,188.5729,3502973.0
2021-01-24,190.447,190.6335,187.7711,188.5729,3502973.0
2021-01-25,187.7244,188.8619,186.5683,188.2186,4737692.0
2021-01-26,190.0554,190.9225,187.3888,187.4634,2201906.0
2021-01-27,184.7129,187.1837,183.2397,185.897,4108568.0
2021-01-28,187.0531,191.4633,186.1301,189.123,3731737.0
2021-01-29,183.2211,187.3515,181.3936,182.1582,4635405.0
2021-01-30,183.2211,187.3515,181.3936,182.1582,4635405.0
2021-01-31,183.2211,187.3515,181.3936,182.1582,4635405.0
2021-02-01,184.1907,184.3912,182.0742,182.3353,2889125.0
2021-02-02,184.4518,187.2862,184.1534,186.5869,2768040.0
2021-02-03,186.1301,186.3818,184.0602,185.6732,1910258.0
2021-02-04,186.3166,187.8363,185.3842,187.0252,2273295.0
2021-02-05,188.5543,190.0834,187.666,189.1976,1868217.0
2021-02-06,188.5543,190.0834,187.666,189.1976,1868217.0
2021-02-07,188.5543,190.0834,187.666,189.1976,1868217.0
2021-02-08,190.0367,191.0437,188.8619,190.074,2076009.0
2021-02-09,189.8316,190.0181,187.482,188.3585,1794231.0
2021-02-10,189.2722,189.5985,187.5753,188.489,1894589.0
2021-02-11,188.5076,189.3654,187.2956,188.5076,1708967.0
2021-02-12,188.6848,190.0088,188.0136,189.8036,1990352.0
2021-02-13,188.6848,190.0088,188.0136,189.8036,1990352.0
2021-02-14,188.6848,190.0088,188.0136,189.8036,1990352.0
2021-02-15,188.6848,190.0088,188.0136,189.8036,1990352.0
2021-02-16,191.0064,191.6684,188.2279,189.6824,2283499.0
2021-02-17,187.7431,188.517,186.3445,188.2466,2941163.0
2021-02-18,187.8736,190.9691,187.0811,189.757,1764985.0
2021-02-19,190.3164,192.8431,189.5705,189.7943,2434559.0
2021-02-20,190.3164,192.8431,189.5705,189.7943,2434559.0
2021-02-21,190.3164,192.8431,189.5705,189.7943,2434559.0
2021-02-22,189.3095,190.4843,188.7314,189.8503,2205390.0
2021-02-23,191.1463,191.9201,189.2442,191.1742,2459300.0
2021-02-24,191.0344,197.7941,189.7384,196.7592,3341520.0
2021-02-25,196.6187,197.0916,191.29,191.7863,2735008.0
2021-02-26,192.573,192.7322,189.2391,189.5013,3665903.0
2021-02-27,192.573,192.7322,189.2391,189.5013,3665903.0
2021-02-28,192.573,192.7322,189.2391,189.5013,3665903.0
2021-03-01,191.3556,194.933,190.7562,193.1255,2535954.0
2021-03-02,193.6406,194.7831,192.1516,193.4627,2500200.0
2021-03-03,193.0319,196.1504,193.0319,193.8654,2706390.0
2021-03-04,194.1838,194.83,187.7781,190.0538,2798790.0
2021-03-05,191.5429,194.2868,188.9675,193.4627,2857983.0
2021-03-06,191.5429,194.2868,188.9675,193.4627,2857983.0
2021-03-07,191.5429,194.2868,188.9675,193.4627,2857983.0
2021-03-08,194.3617,198.96,194.0386,194.5116,3216015.0
2021-03-09,195.7197,196.6093,193.3784,194.4273,2643482.0
2021-03-10,194.4928,199.7279,194.4647,199.3907,4332488.0
2021-03-11,198.3419,201.1233,197.7893,199.0068,2959704.0
2021-03-12,199.7466,201.7133,199.6623,200.7674,1839244.0
2021-03-13,199.7466,201.7133,199.6623,200.7674,1839244.0
2021-03-14,199.7466,201.7133,199.6623,200.7674,1839244.0
2021-03-15,200.1399,203.221,199.1941,202.4718,2561209.0
2021-03-16,202.6217,202.7247,197.986,198.3606,2577708.0
2021-03-17,199.9433,200.8142,198.4823,199.5031,2730196.0
2021-03-18,199.9433,205.094,199.6436,201.3668,4293949.0
2021-03-19,201.6945,201.9006,198.6977,199.3907,10110790.0
2021-03-20,201.6945,201.9006,198.6977,199.3907,10110790.0
2021-03-21,201.6945,201.9006,198.6977,199.3907,10110790.0
2021-03-22,197.705,199.1753,196.2254,198.6603,3306583.0
2021-03-23,197.0589,198.8663,194.6708,195.3451,1913754.0
2021-03-24,196.6281,201.3949,196.5625,198.7446,2562197.0
2021-03-25,198.7352,200.4584,195.0266,200.2991,2217646.0
2021-03-26,201.4604,204.8037,200.538,204.6539,2540014.0
2021-03-27,201.4604,204.8037,200.538,204.6539,2540014.0
2021-03-28,201.4604,204.8037,200.538,204.6539,2540014.0
2021-03-29,203.8298,205.7215,203.3521,204.9817,3064038.0
2021-03-30,205.094,205.3843,203.2679,204.2418,2448206.0
2021-03-31,204.3355,205.2532,202.9869,203.2866,2450022.0
2021-04-01,204.1201,204.1294,201.808,203.0337,2109749.0
2021-04-02,204.1201,204.1294,201.808,203.0337,2109749.0
2021-04-03,204.1201,204.1294,201.808,203.0337,2109749.0
2021-04-04,204.1201,204.1294,201.808,203.0337,2109749.0
2021-04-05,204.8225,206.1336,204.504,205.3469,2258883.0
2021-04-06,205.6278,207.0139,204.6352,205.272,1795959.0
2021-04-07,204.3636,205.9182,203.4809,204.6258,1717225.0
2021-04-08,204.3261,205.9931,202.8839,205.8994,2072017.0
2021-04-09,213.0543,213.1761,209.1304,212.5673,3861931.0
2021-04-10,213.0543,213.1761,209.1304,212.5673,3861931.0
2021-04-11,213.0543,213.1761,209.1304,212.5673,3861931.0
2021-04-12,211.3124,214.6745,211.2375,214.0845,2660068.0
2021-04-13,214.6557,215.3478,213.148,214.4591,2750231.0
2021-04-14,213.5226,216.3227,213.5226,214.8149,2186537.0
2021-04-15,215.611,216.0605,214.0517,215.2457,2009592.0
2021-04-16,216.9689,217.5963,215.4424,217.3716,4098296.0
2021-04-17,216.9689,217.5963,215.4424,217.3716,4098296.0
2021-04-18,216.9689,217.5963,215.4424,217.3716,4098296.0
2021-04-19,216.997,217.3669,215.8638,216.304,2904437.0
2021-04-20,215.3956,215.5735,211.4435,212.8951,2050665.0
2021-04-21,212.7078,216.023,212.5205,215.8638,1722536.0
2021-04-22,215.7702,217.2967,214.2718,214.7026,2516155.0
2021-04-23,210.9004,212.5392,208.1096,210.2448,5312728.0
2021-04-24,210.9004,212.5392,208.1096,210.2448,5312728.0
2021-04-25,210.9004,212.5392,208.1096,210.2448,5312728.0
2021-04-26,211.2656,211.4061,207.2105,207.454,3611352.0
2021-04-27,207.9223,209.5424,207.0701,208.7745,2786525.0
2021-04-28,208.5966,209.9077,208.3718,208.7183,2168054.0
2021-04-29,209.505,209.9264,207.6056,209.6829,1789938.0
2021-04-30,208.8588,209.3832,207.0045,208.8775,2216986.0
2021-05-01,208.8588,209.3832,207.0045,208.8775,2216986.0
2021-05-02,208.8588,209.3832,207.0045,208.8775,2216986.0
2021-05-03,210.0013,210.507,208.1483,209.0274,2218729.0
