,CW US Equity,CW US Equity,CW US Equity,CW US Equity,CW US Equity
2021-03-15,121.7337,122.7772,120.5032,121.5664,238920.0
2021-03-16,121.084,121.084,117.4909,119.253,249425.0
2021-03-17,119.1545,120.4146,117.737,120.4146,212420.0
2021-03-18,120.3358,121.1849,118.0126,118.3079,263000.0
2021-03-19,118.3178,118.9084,115.3054,117.4416,397558.0
2021-03-20,118.3178,118.9084,115.3054,117.4416,397558.0
2021-03-21,118.3178,118.9084,115.3054,117.4416,397558.0
2021-03-22,117.2152,117.7665,113.9765,115.3645,244509.0
2021-03-23,113.9962,114.7837,111.0035,111.545,212881.0
2021-03-24,112.9527,116.3686,112.6574,113.12,259780.0
2021-03-25,112.2833,115.6795,111.1709,115.5023,236774.0
2021-03-26,116.1521,117.2202,114.9904,116.5655,161476.0
2021-03-27,116.1521,117.2202,114.9904,116.5655,161476.0
2021-03-28,116.1521,117.2202,114.9904,116.5655,161476.0
2021-03-29,116.1515,118.7467,115.7276,117.8767,423285.0
2021-03-30,118.3203,118.9118,116.881,117.3049,129935.0
2021-03-31,117.2261,118.4288,116.4571,116.9204,190545.0
2021-04-01,117.3345,118.3893,116.5458,118.2316,186450.0
2021-04-02,117.3345,118.3893,116.5458,118.2316,186450.0
2021-04-03,117.3345,118.3893,116.5458,118.2316,186450.0
2021-04-04,117.3345,118.3893,116.5458,118.2316,186450.0
2021-04-05,118.8823,119.7202,117.8767,118.8724,409762.0
2021-04-06,120.1934,123.5354,120.1934,121.0117,441041.0
2021-04-07,121.2877,122.4805,119.9568,121.1004,154995.0
2021-04-08,121.0511,121.9877,119.385,121.8595,142897.0
2021-04-09,122.1848,123.2002,121.8558,123.0819,149297.0
2021-04-10,122.1848,123.2002,121.8558,123.0819,149297.0
2021-04-11,122.1848,123.2002,121.8558,123.0819,149297.0
2021-04-12,123.2298,124.5804,122.0468,124.4917,173156.0
2021-04-13,123.5256,123.7572,121.8201,122.5496,179349.0
2021-04-14,122.5594,124.6889,122.3624,122.5496,212214.0
2021-04-15,123.0819,123.0819,121.9433,122.9636,156076.0
2021-04-16,124.2551,125.024,122.8897,123.7622,177636.0
2021-04-17,124.2551,125.024,122.8897,123.7622,177636.0
2021-04-18,124.2551,125.024,122.8897,123.7622,177636.0
2021-04-19,124.1171,124.1171,122.6334,123.5946,155867.0
2021-04-20,122.5397,123.2101,120.2822,121.2088,154050.0
2021-04-21,121.3567,124.6691,119.8681,124.2551,184330.0
2021-04-22,124.2945,125.0438,122.9735,123.3284,161586.0
2021-04-23,123.5946,124.4128,122.9538,123.6439,87641.0
2021-04-24,123.5946,124.4128,122.9538,123.6439,87641.0
2021-04-25,123.5946,124.4128,122.9538,123.6439,87641.0
2021-04-26,124.2649,125.2311,123.2594,124.1368,85862.0
2021-04-27,124.1269,125.3592,123.3284,125.0339,86382.0
2021-04-28,125.3888,126.4535,124.6839,126.0493,129762.0
2021-04-29,127.7055,129.0068,127.0943,128.2379,239602.0
2021-04-30,127.952,128.09,125.6106,126.0887,171367.0
2021-05-01,127.952,128.09,125.6106,126.0887,171367.0
2021-05-02,127.952,128.09,125.6106,126.0887,171367.0
2021-05-03,126.9563,127.6661,125.5564,126.2268,164778.0
2021-05-04,125.6451,126.9267,124.7677,126.3845,182963.0
2021-05-05,126.7197,126.8577,124.61,125.1226,194592.0
2021-05-06,124.9255,128.0111,124.9255,127.9323,188929.0
2021-05-07,128.0506,131.4813,127.4788,130.6137,162815.0
2021-05-08,128.0506,131.4813,127.4788,130.6137,162815.0
2021-05-09,128.0506,131.4813,127.4788,130.6137,162815.0
2021-05-10,130.7616,131.3235,127.2422,127.321,170148.0
2021-05-11,124.7973,125.8817,122.9735,123.6241,164664.0
2021-05-12,124.0086,124.2945,120.2033,120.2427,186929.0
2021-05-13,120.0554,125.3691,120.0061,124.4523,177525.0
2021-05-14,125.5761,126.6704,123.7326,126.0592,117174.0
2021-05-15,125.5761,126.6704,123.7326,126.0592,117174.0
2021-05-16,125.5761,126.6704,123.7326,126.0592,117174.0
2021-05-17,125.0043,126.2465,124.2255,125.8916,154069.0
2021-05-18,125.6155,125.7437,123.5749,123.6537,91838.0
2021-05-19,121.9679,123.8016,121.1891,123.7227,121183.0
2021-05-20,124.1762,124.1762,122.4411,123.0622,276733.0
2021-05-21,124.3537,125.9014,124.1171,124.6987,105176.0
2021-05-22,124.3537,125.9014,124.1171,124.6987,105176.0
2021-05-23,124.3537,125.9014,124.1171,124.6987,105176.0
2021-05-24,125.5268,125.5268,123.6439,124.1959,120152.0
2021-05-25,124.2945,125.3592,122.4116,122.5693,136778.0
2021-05-26,122.8158,123.6143,122.175,123.2298,218345.0
2021-05-27,125.0733,126.7295,124.1565,124.9057,265654.0
2021-05-28,125.0635,125.167,122.3721,123.5453,214419.0
2021-05-29,125.0635,125.167,122.3721,123.5453,214419.0
2021-05-30,125.0635,125.167,122.3721,123.5453,214419.0
2021-05-31,125.0635,125.167,122.3721,123.5453,214419.0
2021-06-01,124.7184,124.9945,123.9396,124.7776,162486.0
2021-06-02,124.955,124.955,122.244,122.658,133662.0
2021-06-03,121.8496,123.1411,120.43,122.9045,178966.0
2021-06-04,123.2298,124.2255,122.796,123.91,163566.0
2021-06-05,123.2298,124.2255,122.796,123.91,163566.0
2021-06-06,123.2298,124.2255,122.796,123.91,163566.0
2021-06-07,123.9692,124.4523,122.313,123.2298,201076.0
2021-06-08,123.6044,126.4732,122.3524,126.3155,177861.0
2021-06-09,126.0887,126.0887,124.2896,124.6691,121346.0
2021-06-10,126.0,126.0,124.2699,124.9353,110502.0
2021-06-11,125.793,126.6802,125.2409,126.6507,117970.0
2021-06-12,125.793,126.6802,125.2409,126.6507,117970.0
2021-06-13,125.793,126.6802,125.2409,126.6507,117970.0
2021-06-14,126.3352,126.7394,124.1713,125.024,207977.0
2021-06-15,125.3296,125.9803,124.403,125.1818,95628.0
2021-06-16,124.6987,125.6944,123.7986,124.2157,159057.0
2021-06-17,124.2452,124.2452,120.1481,120.4245,144238.0
2021-06-18,118.2625,119.8026,117.6018,118.7364,305425.0
2021-06-19,118.2625,119.8026,117.6018,118.7364,305425.0
2021-06-20,118.2625,119.8026,117.6018,118.7364,305425.0
2021-06-21,119.6249,121.9745,119.6249,121.7968,103087.0
2021-06-22,121.1847,121.1847,119.2992,119.6644,101943.0
2021-06-23,119.7631,119.9704,118.8252,119.1806,166664.0
2021-06-24,119.9112,119.9112,117.5714,119.4965,174845.0
2021-06-25,119.6051,120.6023,119.23,120.5233,364443.0
2021-06-26,119.6051,120.6023,119.23,120.5233,364443.0
2021-06-27,119.6051,120.6023,119.23,120.5233,364443.0
2021-06-28,117.2061,119.5262,116.8112,118.0157,163280.0
2021-06-29,118.6771,118.9458,116.3966,116.4163,110906.0
2021-06-30,116.3571,117.7096,115.5772,117.2456,134571.0
2021-07-01,117.4825,118.0848,117.0185,117.5023,211574.0
2021-07-02,117.9959,119.8914,117.1962,119.4867,242300.0
2021-07-03,117.9959,119.8914,117.1962,119.4867,242300.0
2021-07-04,117.9959,119.8914,117.1962,119.4867,242300.0
2021-07-05,117.9959,119.8914,117.1962,119.4867,242300.0
2021-07-06,119.0523,119.4373,116.4756,119.0424,420189.0
2021-07-07,118.6771,121.3921,118.3859,121.1057,250849.0
2021-07-08,119.3583,120.3456,116.7174,117.4628,196768.0
2021-07-09,118.9832,120.4147,118.1835,120.2765,146961.0
2021-07-10,118.9832,120.4147,118.1835,120.2765,146961.0
2021-07-11,118.9832,120.4147,118.1835,120.2765,146961.0
2021-07-12,118.9437,120.158,118.223,119.9507,115614.0
2021-07-13,116.9988,118.3513,116.2386,116.5842,177912.0
2021-07-14,117.0679,118.2625,115.2316,116.367,147443.0
2021-07-15,115.0934,116.594,115.0342,115.9721,82591.0
2021-07-16,117.295,117.295,114.3135,114.432,138003.0
2021-07-17,117.295,117.295,114.3135,114.432,138003.0
2021-07-18,117.295,117.295,114.3135,114.432,138003.0
2021-07-19,112.0231,113.2078,109.8412,110.6804,190891.0
2021-07-20,110.7199,115.36,110.7199,114.738,291180.0
2021-07-21,115.2711,116.4459,114.9256,115.7351,113665.0
2021-07-22,115.7252,115.7252,114.0913,115.0539,142841.0
2021-07-23,116.0017,116.0017,114.7577,115.2909,175380.0
2021-07-24,116.0017,116.0017,114.7577,115.2909,175380.0
2021-07-25,116.0017,116.0017,114.7577,115.2909,175380.0
2021-07-26,115.3303,115.903,114.4516,115.6166,100834.0
2021-07-27,114.7281,116.7125,114.195,115.2316,78678.0
2021-07-28,116.5348,117.1173,114.5159,116.4459,114048.0
2021-07-29,117.5122,118.2822,116.5876,117.8281,99121.0
2021-07-30,116.4756,117.8182,116.1893,116.7915,133734.0
2021-07-31,116.4756,117.8182,116.1893,116.7915,133734.0
2021-08-01,116.4756,117.8182,116.1893,116.7915,133734.0
2021-08-02,117.216,119.8421,117.0383,117.0679,182291.0
2021-08-03,117.9268,119.1313,114.5208,119.072,224629.0
2021-08-04,117.058,118.5395,113.9285,117.4134,333022.0
2021-08-05,118.7758,120.0642,117.7886,119.4274,149970.0
2021-08-06,120.4542,120.4542,118.9091,119.1115,117128.0
2021-08-07,120.4542,120.4542,118.9091,119.1115,117128.0
2021-08-08,120.4542,120.4542,118.9091,119.1115,117128.0
2021-08-09,118.5488,119.2497,117.5319,117.9564,151928.0
2021-08-10,118.3513,119.072,117.5418,118.9733,74147.0
2021-08-11,119.7236,120.4048,119.0918,120.237,71125.0
2021-08-12,120.1975,120.1975,118.9141,119.4472,78816.0
2021-08-13,119.8223,119.8223,118.2131,119.3386,99021.0
2021-08-14,119.8223,119.8223,118.2131,119.3386,99021.0
2021-08-15,119.8223,119.8223,118.2131,119.3386,99021.0
2021-08-16,118.5883,120.1481,117.68,118.9437,68797.0
2021-08-17,117.7392,119.2398,116.3966,117.7886,53918.0
2021-08-18,117.2061,117.7985,115.745,115.9326,86720.0
2021-08-19,114.3925,116.515,113.2769,114.3332,96511.0
2021-08-20,114.3826,116.4657,114.195,116.1004,65877.0
2021-08-21,114.3826,116.4657,114.195,116.1004,65877.0
2021-08-22,114.3826,116.4657,114.195,116.1004,65877.0
2021-08-23,116.9692,117.216,116.1547,116.8606,64382.0
2021-08-24,117.1469,118.4106,116.9494,117.1864,74129.0
2021-08-25,117.0482,118.3612,117.0482,117.986,80120.0
2021-08-26,118.3513,118.6031,117.0679,118.0354,107310.0
2021-08-27,118.7166,121.8067,118.7166,121.4908,145933.0
2021-08-28,118.7166,121.8067,118.7166,121.4908,145933.0
2021-08-29,118.7166,121.8067,118.7166,121.4908,145933.0
2021-08-30,121.8462,122.5965,120.5233,120.6812,97855.0
2021-08-31,120.0395,121.2242,119.8717,120.2271,96056.0
2021-09-01,120.6023,121.7118,118.4204,119.151,123212.0
2021-09-02,119.5064,120.1876,118.7364,118.7857,132358.0
2021-09-03,118.0946,118.5981,117.0679,117.3641,99389.0
2021-09-04,118.0946,118.5981,117.0679,117.3641,99389.0
2021-09-05,118.0946,118.5981,117.0679,117.3641,99389.0
2021-09-06,118.0946,118.5981,117.0679,117.3641,99389.0
2021-09-07,116.6631,116.6631,114.3135,115.0737,224567.0
2021-09-08,114.4418,115.5081,113.8692,114.4517,111932.0
2021-09-09,114.2345,115.9474,114.2049,114.3036,109258.0
2021-09-10,115.0539,115.0539,111.6035,111.9638,127254.0
2021-09-11,115.0539,115.0539,111.6035,111.9638,127254.0
2021-09-12,115.0539,115.0539,111.6035,111.9638,127254.0
2021-09-13,113.0794,114.8071,112.1119,113.6224,174273.0
2021-09-14,114.274,114.274,112.3982,112.9215,115475.0
2021-09-15,112.8622,113.9581,112.4476,113.4447,90692.0
2021-09-16,116.0412,119.8816,115.2217,118.0749,336591.0
2021-09-17,118.4402,122.3793,118.0354,121.7573,859298.0
2021-09-18,118.4402,122.3793,118.0354,121.7573,859298.0
2021-09-19,118.4402,122.3793,118.0354,121.7573,859298.0
2021-09-20,119.6841,120.9083,117.3641,118.4007,284163.0
2021-09-21,119.1806,119.773,117.7096,118.7166,184222.0
2021-09-22,119.072,122.8285,119.072,121.55,188420.0
2021-09-23,121.9745,124.5611,121.7327,123.1395,212410.0
2021-09-24,123.0013,124.5019,122.2161,123.4554,163884.0
2021-09-25,123.0013,124.5019,122.2161,123.4554,163884.0
2021-09-26,123.0013,124.5019,122.2161,123.4554,163884.0
2021-09-27,124.4426,127.2563,123.6973,125.9531,208236.0
2021-09-28,125.114,126.3234,123.7614,123.8306,244885.0
2021-09-29,128.1609,128.4476,126.3022,126.6087,331237.0
2021-09-30,127.6666,127.889,124.7203,124.75,269287.0
2021-10-01,125.5311,127.6073,122.8122,126.846,331345.0
2021-10-02,125.5311,127.6073,122.8122,126.846,331345.0
2021-10-03,125.5311,127.6073,122.8122,126.846,331345.0
2021-10-04,126.5494,128.6256,126.0155,127.7061,180866.0
2021-10-05,128.5663,129.7823,127.0931,128.9518,330246.0
2021-10-06,127.627,129.9504,127.1327,129.8713,219819.0
2021-10-07,130.7314,131.4334,129.4165,130.7314,230607.0
2021-10-08,130.6425,132.0661,129.9998,131.6806,252973.0
2021-10-09,130.6425,132.0661,129.9998,131.6806,252973.0
2021-10-10,130.6425,132.0661,129.9998,131.6806,252973.0
2021-10-11,131.384,131.9574,127.7259,127.805,242364.0
2021-10-12,127.4392,129.3473,127.0635,127.4985,216587.0
2021-10-13,127.4095,128.0225,125.9166,127.2414,204980.0
2021-10-14,128.2202,130.2074,127.627,129.4659,183146.0
2021-10-15,130.5139,132.3924,129.9455,129.9702,281249.0
2021-10-16,130.5139,132.3924,129.9455,129.9702,281249.0
2021-10-17,130.5139,132.3924,129.9455,129.9702,281249.0
2021-10-18,129.3078,131.7399,128.7047,130.7117,260338.0
2021-10-19,131.384,131.384,129.1199,129.4659,235656.0
2021-10-20,129.3473,130.7512,128.4971,129.8318,321590.0
2021-10-21,129.7527,131.0577,129.3869,130.8006,191567.0
2021-10-22,130.2964,131.908,129.1891,130.8797,230149.0
2021-10-23,130.2964,131.908,129.1891,130.8797,230149.0
2021-10-24,130.2964,131.908,129.1891,130.8797,230149.0
2021-10-25,131.1467,132.5506,130.336,131.8882,229254.0
2021-10-26,131.1368,132.343,130.7512,131.5619,341645.0
2021-10-27,131.7794,132.5506,128.3191,128.4476,282307.0
2021-10-28,128.6256,128.8629,126.9399,127.5479,212513.0
2021-10-29,127.3601,128.2697,125.5706,126.233,246590.0
2021-10-30,127.3601,128.2697,125.5706,126.233,246590.0
2021-10-31,127.3601,128.2697,125.5706,126.233,246590.0
2021-11-01,126.6285,127.4985,126.2231,126.8954,310936.0
2021-11-02,126.8163,127.4688,125.7782,127.0042,169371.0
2021-11-03,126.3615,128.2845,126.2429,128.0522,136461.0
2021-11-04,129.3671,132.4517,128.5267,129.6835,205869.0
2021-11-05,131.5619,134.605,131.5619,134.4192,154913.0
2021-11-06,131.5619,134.605,131.5619,134.4192,154913.0
2021-11-07,131.5619,134.605,131.5619,134.4192,154913.0
2021-11-08,135.131,135.4177,132.2738,133.124,87017.0
2021-11-09,132.6692,134.35,132.3133,134.0138,117438.0
2021-11-10,133.9347,134.6169,131.8486,132.2738,128475.0
2021-11-11,131.8486,131.9277,130.1877,130.9094,102394.0
2021-11-12,130.9588,131.7399,130.4546,131.2455,108189.0
2021-11-13,130.9588,131.7399,130.4546,131.2455,108189.0
2021-11-14,130.9588,131.7399,130.4546,131.2455,108189.0
2021-11-15,132.4814,132.4814,129.1496,129.5549,157539.0
2021-11-16,128.8233,130.0097,127.9137,128.3389,171260.0
2021-11-17,127.8742,128.5168,127.1129,128.1312,114676.0
2021-11-18,130.6227,132.2441,129.2929,131.5718,213611.0
2021-11-19,130.3557,131.6904,129.4956,130.8402,151407.0
2021-11-20,130.3557,131.6904,129.4956,130.8402,151407.0
2021-11-21,130.3557,131.6904,129.4956,130.8402,151407.0
2021-11-22,131.8981,133.826,130.6622,130.7908,152947.0
2021-11-23,131.3551,133.6321,130.6126,133.3153,137428.0
2021-11-24,132.9589,133.9886,132.5233,133.4638,124162.0
2021-11-25,132.9589,133.9886,132.5233,133.4638,124162.0
2021-11-26,128.9692,129.9196,126.1575,127.2367,141348.0
2021-11-27,128.9692,129.9196,126.1575,127.2367,141348.0
2021-11-28,128.9692,129.9196,126.1575,127.2367,141348.0
2021-11-29,128.8207,129.4345,125.9298,127.8604,212093.0
2021-11-30,126.5238,127.8505,124.5181,124.5636,230387.0
2021-12-01,127.0585,127.9192,122.6034,122.6727,203422.0
2021-12-02,123.6033,126.9199,123.0687,125.9595,375451.0
2021-12-03,128.0584,129.6028,126.2763,128.395,258263.0
2021-12-04,128.0584,129.6028,126.2763,128.395,258263.0
2021-12-05,128.0584,129.6028,126.2763,128.395,258263.0
2021-12-06,129.88,133.0678,129.6176,130.9195,201080.0
2021-12-07,131.7016,133.1866,131.266,131.662,174034.0
2021-12-08,131.3749,133.0084,130.9393,131.8303,205084.0
2021-12-09,130.7314,131.9293,129.979,131.4442,166978.0
2021-12-10,132.5233,132.949,131.7313,132.4936,152126.0
2021-12-11,132.5233,132.949,131.7313,132.4936,152126.0
2021-12-12,132.5233,132.949,131.7313,132.4936,152126.0
2021-12-13,131.6323,132.4441,129.7513,131.2264,242571.0
2021-12-14,130.8502,133.8896,130.7314,131.2957,204919.0
2021-12-15,130.9492,133.3599,130.0352,133.2262,187295.0
2021-12-16,133.652,134.8598,130.6225,131.1868,228592.0
2021-12-17,131.9095,132.6867,129.8404,131.0581,738734.0
2021-12-18,131.9095,132.6867,129.8404,131.0581,738734.0
2021-12-19,131.9095,132.6867,129.8404,131.0581,738734.0
2021-12-20,128.989,129.2117,126.1476,128.9395,254266.0
2021-12-21,130.6324,133.5133,129.7216,133.3648,198068.0
2021-12-22,133.1668,133.8995,132.9985,133.5034,136784.0
2021-12-23,134.2262,134.9984,133.751,134.5727,118046.0
2021-12-24,134.2262,134.9984,133.751,134.5727,118046.0
2021-12-25,134.2262,134.9984,133.751,134.5727,118046.0
2021-12-26,134.2262,134.9984,133.751,134.5727,118046.0
2021-12-27,134.7212,136.5824,133.8896,136.4537,107861.0
2021-12-28,136.2161,137.8694,136.2161,137.5922,120187.0
2021-12-29,137.216,138.0625,136.7193,137.4041,101925.0
2021-12-30,138.0476,138.5822,136.1864,136.2755,105872.0
2021-12-31,136.4438,138.2654,136.1814,137.2853,118048.0
2022-01-01,136.4438,138.2654,136.1814,137.2853,118048.0
2022-01-02,136.4438,138.2654,136.1814,137.2853,118048.0
2022-01-03,137.4041,138.211,135.8894,136.8398,124413.0
2022-01-04,137.4932,139.5821,136.4735,139.3643,151971.0
2022-01-05,139.592,141.0394,138.107,138.4535,169961.0
2022-01-06,138.9683,139.8791,138.2357,138.899,102960.0
2022-01-07,138.6119,139.4534,137.3645,137.4437,89924.0
2022-01-08,138.6119,139.4534,137.3645,137.4437,89924.0
2022-01-09,138.6119,139.4534,137.3645,137.4437,89924.0
2022-01-10,136.7507,137.0378,134.6222,135.6914,161914.0
2022-01-11,137.2061,138.503,134.7707,138.1763,121596.0
2022-01-12,138.6317,139.2158,136.9041,137.0081,93222.0
2022-01-13,137.3546,138.8495,137.1368,137.6912,122106.0
2022-01-14,136.2161,137.909,136.1195,137.8694,119503.0
2022-01-15,136.2161,137.909,136.1195,137.8694,119503.0
2022-01-16,136.2161,137.909,136.1195,137.8694,119503.0
2022-01-17,136.2161,137.909,136.1195,137.8694,119503.0
2022-01-18,136.7507,138.3298,135.5726,136.9685,118720.0
2022-01-19,136.7111,138.0971,135.929,136.4042,106023.0
2022-01-20,136.5329,138.6713,134.6618,135.038,95584.0
2022-01-21,135.9092,138.0179,134.9588,135.8399,167288.0
2022-01-22,135.9092,138.0179,134.9588,135.8399,167288.0
2022-01-23,135.9092,138.0179,134.9588,135.8399,167288.0
2022-01-24,133.8896,137.8298,132.0877,137.6912,123994.0
2022-01-25,136.0478,136.66,130.6819,133.0084,236290.0
2022-01-26,134.5133,136.8497,131.0482,132.8302,136195.0
2022-01-27,133.1569,135.236,129.3554,130.2265,118060.0
2022-01-28,129.484,131.1769,128.3653,131.0284,167629.0
2022-01-29,129.484,131.1769,128.3653,131.0284,167629.0
2022-01-30,129.484,131.1769,128.3653,131.0284,167629.0
2022-01-31,131.0284,132.1273,129.8899,131.464,457369.0
2022-02-01,131.4739,132.0234,129.6226,131.3848,174818.0
2022-02-02,131.6719,132.1323,130.1968,131.7115,246161.0
2022-02-03,131.4442,132.3105,130.2661,130.7413,156837.0
2022-02-04,129.8503,131.6719,128.3653,130.4839,118349.0
2022-02-05,129.8503,131.6719,128.3653,130.4839,118349.0
2022-02-06,129.8503,131.6719,128.3653,130.4839,118349.0
2022-02-07,130.375,131.6719,129.88,130.969,110795.0
2022-02-08,131.6125,134.3351,130.8205,134.2163,149760.0
2022-02-09,134.8598,137.5724,134.8598,136.8101,155606.0
2022-02-10,135.2657,138.1862,134.4836,134.9489,133404.0
2022-02-11,135.4439,136.721,134.2163,135.1172,117380.0
2022-02-12,135.4439,136.721,134.2163,135.1172,117380.0
2022-02-13,135.4439,136.721,134.2163,135.1172,117380.0
2022-02-14,135.4538,136.5626,133.0748,133.8995,164369.0
2022-02-15,135.5825,137.4239,135.4142,136.6517,163280.0
2022-02-16,135.5528,138.7654,135.1865,138.2258,165969.0
2022-02-17,136.919,137.4833,135.7706,136.6913,109096.0
2022-02-18,136.7012,137.9684,135.1172,135.236,107447.0
2022-02-19,136.7012,137.9684,135.1172,135.236,107447.0
2022-02-20,136.7012,137.9684,135.1172,135.236,107447.0
2022-02-21,136.7012,137.9684,135.1172,135.236,107447.0
2022-02-22,135.6716,136.424,133.7015,134.3549,112436.0
2022-02-23,135.6419,135.8003,131.9838,132.4144,161301.0
2022-02-24,128.0386,133.7064,125.1972,133.3351,246250.0
2022-02-25,133.5529,137.612,132.7906,136.9487,208320.0
2022-02-26,133.5529,137.612,132.7906,136.9487,208320.0
2022-02-27,133.5529,137.612,132.7906,136.9487,208320.0
2022-02-28,136.1468,146.532,136.0181,146.0469,453657.0
2022-03-01,146.5221,151.4425,144.8292,150.6901,446133.0
2022-03-02,150.6901,155.264,150.007,151.9276,395234.0
2022-03-03,152.0464,152.0563,149.7991,151.7197,195483.0
2022-03-04,150.4822,157.7687,150.3733,154.3235,309736.0
2022-03-05,150.4822,157.7687,150.3733,154.3235,309736.0
2022-03-06,150.4822,157.7687,150.3733,154.3235,309736.0
2022-03-07,154.4423,161.3526,152.1157,152.8978,742208.0
2022-03-08,153.2245,153.8383,147.2448,147.4132,276897.0
2022-03-09,149.0962,152.8186,148.9081,149.8882,384365.0
2022-03-10,148.2448,150.8485,145.0272,145.9677,462067.0
2022-03-11,147.5221,148.72,144.5025,144.6708,167404.0
2022-03-12,147.5221,148.72,144.5025,144.6708,167404.0
2022-03-13,147.5221,148.72,144.5025,144.6708,167404.0
2022-03-14,145.3638,145.9479,140.5821,143.4036,339081.0
2022-03-15,144.6411,147.829,142.1859,147.7498,385162.0
2022-03-16,147.7003,148.2547,143.1313,145.1658,293734.0
2022-03-17,145.6905,147.9379,145.2846,147.3439,286420.0
2022-03-18,146.9874,153.5116,145.6361,152.8384,683434.0
2022-03-19,146.9874,153.5116,145.6361,152.8384,683434.0
2022-03-20,146.9874,153.5116,145.6361,152.8384,683434.0
2022-03-21,153.1453,155.4521,150.6802,153.6898,437234.0
2022-03-22,154.2839,154.6601,151.8187,152.581,272466.0
2022-03-23,152.7889,153.3136,151.3336,151.9573,160590.0
2022-03-24,152.5216,154.0561,151.6966,153.6997,118164.0
2022-03-25,153.67,155.561,153.4621,154.6304,228660.0
2022-03-26,153.67,155.561,153.4621,154.6304,228660.0
2022-03-27,153.67,155.561,153.4621,154.6304,228660.0
2022-03-28,154.4027,154.5759,151.0564,151.6603,100765.0
2022-03-29,151.4623,152.4919,150.3436,151.8484,214667.0
2022-03-30,152.0765,153.9845,150.0247,150.2527,278269.0
2022-03-31,150.1337,152.0269,148.7164,148.8353,170010.0
2022-04-01,150.0247,152.235,148.9939,152.1458,232786.0
2022-04-02,150.0247,152.235,148.9939,152.1458,232786.0
2022-04-03,150.0247,152.235,148.9939,152.1458,232786.0
2022-04-04,152.1557,152.5919,149.1971,150.8474,202173.0
2022-04-05,150.6194,152.7703,149.5093,149.5291,269451.0
2022-04-06,148.7758,149.6084,145.6635,145.723,191105.0
2022-04-07,145.4256,147.9928,144.9462,147.2098,147856.0
2022-04-08,147.2197,149.3111,144.3453,144.6525,163314.0
2022-04-09,147.2197,149.3111,144.3453,144.6525,163314.0
2022-04-10,147.2197,149.3111,144.3453,144.6525,163314.0
2022-04-11,145.2571,147.5071,144.5336,144.7219,150380.0
2022-04-12,145.1481,146.962,144.6079,145.8618,142611.0
2022-04-13,146.6944,148.984,146.2781,148.8155,187663.0
2022-04-14,149.0236,150.8722,147.636,149.9851,175271.0
2022-04-15,149.0236,150.8722,147.636,149.9851,175271.0
2022-04-16,149.0236,150.8722,147.636,149.9851,175271.0
2022-04-17,149.0236,150.8722,147.636,149.9851,175271.0
2022-04-18,150.3815,151.115,148.2802,150.2923,132053.0
2022-04-19,149.3904,153.0974,149.3904,152.8694,171613.0
2022-04-20,154.0093,157.6766,153.8209,156.5962,227071.0
2022-04-21,158.4596,158.4596,153.6326,154.0985,209166.0
2022-04-22,153.2956,155.0896,152.7405,152.7505,196055.0
2022-04-23,153.2956,155.0896,152.7405,152.7505,196055.0
2022-04-24,153.2956,155.0896,152.7405,152.7505,196055.0
2022-04-25,151.8287,152.2053,145.0193,148.1415,174511.0
2022-04-26,147.1899,147.3981,144.5831,145.0589,190797.0
2022-04-27,144.603,146.9521,143.0072,145.049,228892.0
2022-04-28,146.9521,148.0523,142.799,147.5269,310125.0
2022-04-29,146.9322,147.1107,141.3618,141.6493,144458.0
2022-04-30,146.9322,147.1107,141.3618,141.6493,144458.0
2022-05-01,146.9322,147.1107,141.3618,141.6493,144458.0
2022-05-02,141.9268,144.0182,138.537,141.2131,157160.0
2022-05-03,141.3916,143.7803,140.3607,142.6603,156644.0
2022-05-04,142.9378,146.2682,140.9059,145.7726,154433.0
2022-05-05,142.6702,144.5782,135.2463,136.287,385529.0
2022-05-06,135.4346,140.4004,135.2859,140.2616,417279.0
2022-05-07,135.4346,140.4004,135.2859,140.2616,417279.0
2022-05-08,135.4346,140.4004,135.2859,140.2616,417279.0
2022-05-09,138.4478,138.6163,134.5574,136.0392,402938.0
2022-05-10,137.7638,139.1614,134.0767,135.841,296726.0
2022-05-11,136.168,139.7858,135.6725,138.0414,421987.0
2022-05-12,138.309,138.7451,134.2204,136.6537,253260.0
2022-05-13,137.5458,138.4329,135.086,136.1581,171184.0
2022-05-14,137.5458,138.4329,135.086,136.1581,171184.0
2022-05-15,137.5458,138.4329,135.086,136.1581,171184.0
2022-05-16,136.2771,137.7093,135.727,136.3365,126653.0
2022-05-17,137.9819,141.9664,137.9819,141.8376,168451.0
2022-05-18,140.8761,143.1757,140.1328,140.8662,292488.0
2022-05-19,140.5689,142.2142,138.0017,138.7055,270690.0
2022-05-20,139.3795,139.9097,135.3553,139.1019,562011.0
2022-05-21,139.3795,139.9097,135.3553,139.1019,562011.0
2022-05-22,139.3795,139.9097,135.3553,139.1019,562011.0
2022-05-23,139.8453,140.4212,137.8035,139.3398,122444.0
2022-05-24,139.2704,142.9923,138.3685,142.6107,260815.0
2022-05-25,142.3134,143.4532,140.0931,142.2836,218927.0
2022-05-26,144.1569,145.2671,141.9466,142.1647,159376.0
2022-05-27,143.4433,144.0578,142.69,143.2153,181489.0
2022-05-28,143.4433,144.0578,142.69,143.2153,181489.0
2022-05-29,143.4433,144.0578,142.69,143.2153,181489.0
2022-05-30,143.4433,144.0578,142.69,143.2153,181489.0
