,FICO US Equity,FICO US Equity,FICO US Equity,FICO US Equity,FICO US Equity
2021-05-10,491.32,496.82,486.73,492.9,216829.0
2021-05-11,484.67,492.58,484.58,487.06,158915.0
2021-05-12,479.2,484.74,465.05,466.16,171153.0
2021-05-13,472.27,478.15,460.64,475.78,245350.0
2021-05-14,482.09,493.99,480.81,491.41,168429.0
2021-05-15,482.09,493.99,480.81,491.41,168429.0
2021-05-16,482.09,493.99,480.81,491.41,168429.0
2021-05-17,486.34,491.59,486.02,490.19,150271.0
2021-05-18,492.56,496.24,488.58,489.92,191643.0
2021-05-19,480.63,487.34,480.47,483.77,130271.0
2021-05-20,487.26,505.38,487.26,501.24,176307.0
2021-05-21,504.53,505.39,491.09,491.73,152693.0
2021-05-22,504.53,505.39,491.09,491.73,152693.0
2021-05-23,504.53,505.39,491.09,491.73,152693.0
2021-05-24,498.81,506.09,493.0,500.3,152941.0
2021-05-25,504.48,509.39,502.07,506.6,166990.0
2021-05-26,510.45,510.91,500.98,503.51,106421.0
2021-05-27,501.7,509.17,500.57,501.65,161598.0
2021-05-28,506.13,508.23,501.39,506.06,157512.0
2021-05-29,506.13,508.23,501.39,506.06,157512.0
2021-05-30,506.13,508.23,501.39,506.06,157512.0
2021-05-31,506.13,508.23,501.39,506.06,157512.0
2021-06-01,510.79,512.97,496.35,498.96,264137.0
2021-06-02,498.02,499.39,488.0,494.69,230376.0
2021-06-03,490.12,490.12,477.72,479.76,139936.0
2021-06-04,483.43,490.78,483.22,490.34,130010.0
2021-06-05,483.43,490.78,483.22,490.34,130010.0
2021-06-06,483.43,490.78,483.22,490.34,130010.0
2021-06-07,488.28,491.72,482.88,484.71,108427.0
2021-06-08,489.39,489.77,480.15,488.17,225350.0
2021-06-09,491.0,496.2,488.03,491.19,119337.0
2021-06-10,491.85,497.07,491.43,496.42,93500.0
2021-06-11,497.5,505.52,495.09,504.78,103354.0
2021-06-12,497.5,505.52,495.09,504.78,103354.0
2021-06-13,497.5,505.52,495.09,504.78,103354.0
2021-06-14,504.78,507.21,501.48,505.6,196181.0
2021-06-15,504.0,504.0,496.44,499.52,147602.0
2021-06-16,500.61,502.34,488.23,493.6,152389.0
2021-06-17,492.48,503.73,489.3,500.94,180578.0
2021-06-18,506.49,508.79,499.67,502.35,348504.0
2021-06-19,506.49,508.79,499.67,502.35,348504.0
2021-06-20,506.49,508.79,499.67,502.35,348504.0
2021-06-21,505.15,512.4,499.31,506.32,219531.0
2021-06-22,504.95,510.14,503.79,506.02,196865.0
2021-06-23,507.28,509.93,496.58,496.96,162018.0
2021-06-24,500.48,501.36,495.32,501.01,193204.0
2021-06-25,501.03,506.0,500.05,500.98,246287.0
2021-06-26,501.03,506.0,500.05,500.98,246287.0
2021-06-27,501.03,506.0,500.05,500.98,246287.0
2021-06-28,501.57,507.73,501.57,506.37,114350.0
2021-06-29,508.39,513.09,505.58,511.77,155220.0
2021-06-30,510.25,513.77,502.45,502.68,145444.0
2021-07-01,503.53,510.62,500.32,500.32,297588.0
2021-07-02,502.04,509.64,501.17,507.81,109474.0
2021-07-03,502.04,509.64,501.17,507.81,109474.0
2021-07-04,502.04,509.64,501.17,507.81,109474.0
2021-07-05,502.04,509.64,501.17,507.81,109474.0
2021-07-06,511.03,519.15,507.78,516.71,167044.0
2021-07-07,520.0,523.79,511.48,521.37,150677.0
2021-07-08,517.61,524.54,512.51,515.07,222743.0
2021-07-09,515.6,526.53,512.44,524.05,115144.0
2021-07-10,515.6,526.53,512.44,524.05,115144.0
2021-07-11,515.6,526.53,512.44,524.05,115144.0
2021-07-12,523.66,526.22,513.19,517.7,150205.0
2021-07-13,515.0,524.63,512.07,516.99,102721.0
2021-07-14,521.0,523.88,518.6,521.62,165230.0
2021-07-15,521.27,522.2,514.26,519.33,155789.0
2021-07-16,522.39,530.01,522.39,523.93,113437.0
2021-07-17,522.39,530.01,522.39,523.93,113437.0
2021-07-18,522.39,530.01,522.39,523.93,113437.0
2021-07-19,519.74,526.96,516.4,521.88,134690.0
2021-07-20,525.41,538.11,523.88,533.3,184740.0
2021-07-21,531.96,542.69,530.97,540.83,162402.0
2021-07-22,542.69,551.09,542.69,550.24,160684.0
2021-07-23,551.57,553.97,545.79,552.88,153468.0
2021-07-24,551.57,553.97,545.79,552.88,153468.0
2021-07-25,551.57,553.97,545.79,552.88,153468.0
2021-07-26,539.99,547.44,535.84,539.94,183223.0
2021-07-27,541.43,541.86,526.49,529.79,227109.0
2021-07-28,531.1,536.99,525.53,527.46,149934.0
2021-07-29,528.34,536.18,525.75,527.78,233522.0
2021-07-30,522.64,529.08,522.64,523.91,154283.0
2021-07-31,522.64,529.08,522.64,523.91,154283.0
2021-08-01,522.64,529.08,522.64,523.91,154283.0
2021-08-02,526.15,534.33,525.29,526.05,199457.0
2021-08-03,527.36,529.64,501.72,513.61,612739.0
2021-08-04,518.87,528.19,496.35,501.31,613567.0
2021-08-05,501.0,504.33,485.43,487.0,409857.0
2021-08-06,486.11,489.81,473.56,477.61,322498.0
2021-08-07,486.11,489.81,473.56,477.61,322498.0
2021-08-08,486.11,489.81,473.56,477.61,322498.0
2021-08-09,476.97,484.13,469.15,469.9,254811.0
2021-08-10,474.11,477.07,455.71,459.52,427690.0
2021-08-11,460.41,468.42,454.27,460.04,250552.0
2021-08-12,458.58,459.04,450.62,454.22,388450.0
2021-08-13,453.79,455.5,445.13,451.65,373249.0
2021-08-14,453.79,455.5,445.13,451.65,373249.0
2021-08-15,453.79,455.5,445.13,451.65,373249.0
2021-08-16,450.0,450.0,442.99,448.12,307534.0
2021-08-17,446.31,457.83,443.7,457.33,307991.0
2021-08-18,459.69,461.95,449.6,450.04,274544.0
2021-08-19,446.56,454.77,446.56,447.16,241163.0
2021-08-20,447.99,448.54,440.54,442.38,216623.0
2021-08-21,447.99,448.54,440.54,442.38,216623.0
2021-08-22,447.99,448.54,440.54,442.38,216623.0
2021-08-23,442.0,450.29,439.07,448.43,257521.0
2021-08-24,449.5,457.5,449.0,454.28,196548.0
2021-08-25,455.0,459.98,447.43,458.15,249614.0
2021-08-26,458.15,459.0,447.48,450.55,203985.0
2021-08-27,451.54,464.76,451.54,459.5,237575.0
2021-08-28,451.54,464.76,451.54,459.5,237575.0
2021-08-29,451.54,464.76,451.54,459.5,237575.0
2021-08-30,459.0,462.12,454.08,455.14,166354.0
2021-08-31,454.55,460.98,452.61,459.74,292154.0
2021-09-01,462.83,472.61,462.83,468.98,288983.0
2021-09-02,472.14,473.44,468.32,471.97,190327.0
2021-09-03,470.0,472.11,466.39,467.23,143937.0
2021-09-04,470.0,472.11,466.39,467.23,143937.0
2021-09-05,470.0,472.11,466.39,467.23,143937.0
2021-09-06,470.0,472.11,466.39,467.23,143937.0
2021-09-07,466.59,466.9,460.73,462.29,150603.0
2021-09-08,462.06,464.05,459.07,462.64,180552.0
2021-09-09,463.08,465.08,461.01,461.59,162416.0
2021-09-10,464.24,465.78,451.16,451.38,177808.0
2021-09-11,464.24,465.78,451.16,451.38,177808.0
2021-09-12,464.24,465.78,451.16,451.38,177808.0
2021-09-13,452.96,452.96,442.67,444.35,160423.0
2021-09-14,445.67,445.98,437.9,439.27,187421.0
2021-09-15,437.37,440.89,430.0,440.5,315756.0
2021-09-16,439.3,446.05,438.47,444.44,290110.0
2021-09-17,443.89,444.49,432.3,434.25,594948.0
2021-09-18,443.89,444.49,432.3,434.25,594948.0
2021-09-19,443.89,444.49,432.3,434.25,594948.0
2021-09-20,429.25,429.76,420.8,426.56,326345.0
2021-09-21,429.09,429.09,418.18,419.82,239385.0
2021-09-22,421.05,421.58,416.87,417.96,347423.0
2021-09-23,419.78,427.26,418.54,423.35,163820.0
2021-09-24,421.82,422.82,417.59,419.31,175746.0
2021-09-25,421.82,422.82,417.59,419.31,175746.0
2021-09-26,421.82,422.82,417.59,419.31,175746.0
2021-09-27,416.1,418.08,411.97,416.36,190378.0
2021-09-28,410.55,411.91,404.27,404.42,228438.0
2021-09-29,407.75,408.89,399.25,399.75,243338.0
2021-09-30,400.03,403.62,397.21,397.93,294093.0
2021-10-01,400.41,410.23,397.57,406.08,257857.0
2021-10-02,400.41,410.23,397.57,406.08,257857.0
2021-10-03,400.41,410.23,397.57,406.08,257857.0
2021-10-04,404.58,404.58,392.26,396.12,190328.0
2021-10-05,397.6,401.45,394.26,395.77,257808.0
2021-10-06,392.06,400.54,392.06,400.16,295111.0
2021-10-07,403.16,415.15,403.16,406.45,246833.0
2021-10-08,408.14,411.42,400.66,400.96,155714.0
2021-10-09,408.14,411.42,400.66,400.96,155714.0
2021-10-10,408.14,411.42,400.66,400.96,155714.0
2021-10-11,400.67,403.47,394.17,394.54,197665.0
2021-10-12,396.8,402.01,396.25,399.16,162486.0
2021-10-13,402.1,404.23,396.95,397.26,209763.0
2021-10-14,401.08,409.51,401.08,408.23,205113.0
2021-10-15,410.0,412.59,406.21,409.8,285218.0
2021-10-16,410.0,412.59,406.21,409.8,285218.0
2021-10-17,410.0,412.59,406.21,409.8,285218.0
2021-10-18,408.09,415.91,408.09,415.22,142393.0
2021-10-19,419.16,419.95,414.57,415.45,129511.0
2021-10-20,418.4,419.66,409.43,410.64,204965.0
2021-10-21,407.36,410.88,401.13,407.83,220243.0
2021-10-22,409.03,412.45,406.02,410.05,140884.0
2021-10-23,409.03,412.45,406.02,410.05,140884.0
2021-10-24,409.03,412.45,406.02,410.05,140884.0
2021-10-25,410.78,419.21,409.74,413.99,205579.0
2021-10-26,415.17,419.22,410.8,410.82,210869.0
2021-10-27,410.48,410.48,394.42,395.05,266055.0
2021-10-28,397.46,400.94,392.28,395.34,226514.0
2021-10-29,392.91,401.78,392.91,398.2,211703.0
2021-10-30,392.91,401.78,392.91,398.2,211703.0
2021-10-31,392.91,401.78,392.91,398.2,211703.0
2021-11-01,398.52,402.59,396.77,400.26,110273.0
2021-11-02,400.0,403.75,390.28,390.54,176267.0
2021-11-03,390.0,391.43,380.56,384.0,510319.0
2021-11-04,385.61,388.23,382.11,382.85,349815.0
2021-11-05,384.34,387.52,379.41,380.2,220154.0
2021-11-06,384.34,387.52,379.41,380.2,220154.0
2021-11-07,384.34,387.52,379.41,380.2,220154.0
2021-11-08,388.29,400.88,386.14,398.18,550069.0
2021-11-09,398.9,406.09,391.68,403.74,364701.0
2021-11-10,400.28,402.04,383.0,388.61,376390.0
2021-11-11,387.78,399.8,377.55,377.81,629734.0
2021-11-12,382.47,382.47,370.52,375.67,430284.0
2021-11-13,382.47,382.47,370.52,375.67,430284.0
2021-11-14,382.47,382.47,370.52,375.67,430284.0
2021-11-15,376.21,394.5,376.21,390.66,444330.0
2021-11-16,390.0,396.09,377.73,377.86,436778.0
2021-11-17,379.4,379.9,362.39,362.58,587010.0
2021-11-18,363.42,363.85,352.73,352.76,395883.0
2021-11-19,354.26,367.34,354.0,357.51,593405.0
2021-11-20,354.26,367.34,354.0,357.51,593405.0
2021-11-21,354.26,367.34,354.0,357.51,593405.0
2021-11-22,357.59,359.62,349.7,354.18,296509.0
2021-11-23,351.3,352.95,342.89,349.93,342901.0
2021-11-24,348.42,354.45,344.75,353.37,216979.0
2021-11-25,348.42,354.45,344.75,353.37,216979.0
2021-11-26,350.64,354.46,344.63,345.62,129868.0
2021-11-27,350.64,354.46,344.63,345.62,129868.0
2021-11-28,350.64,354.46,344.63,345.62,129868.0
2021-11-29,347.15,354.06,343.6,350.66,300499.0
2021-11-30,349.35,356.93,348.92,353.13,645099.0
2021-12-01,358.0,368.0,355.86,363.58,452469.0
2021-12-02,361.62,381.77,361.62,380.55,538650.0
2021-12-03,383.77,383.77,372.89,381.51,423003.0
2021-12-04,383.77,383.77,372.89,381.51,423003.0
2021-12-05,383.77,383.77,372.89,381.51,423003.0
2021-12-06,381.21,402.24,377.18,399.28,575730.0
2021-12-07,402.04,415.39,398.33,400.33,442622.0
2021-12-08,399.0,408.84,396.15,404.4,304006.0
2021-12-09,403.09,409.69,402.36,406.99,361546.0
2021-12-10,407.39,410.83,403.8,407.49,295957.0
2021-12-11,407.39,410.83,403.8,407.49,295957.0
2021-12-12,407.39,410.83,403.8,407.49,295957.0
2021-12-13,408.06,417.7,403.57,414.04,314982.0
2021-12-14,409.23,418.58,403.29,407.77,373957.0
2021-12-15,407.27,415.47,401.34,415.01,361683.0
2021-12-16,416.08,423.01,405.03,408.46,477983.0
2021-12-17,404.6,414.98,404.33,412.25,735264.0
2021-12-18,404.6,414.98,404.33,412.25,735264.0
2021-12-19,404.6,414.98,404.33,412.25,735264.0
2021-12-20,409.67,424.79,408.73,423.13,305610.0
2021-12-21,425.0,430.77,422.03,424.72,370843.0
2021-12-22,423.37,434.0,423.37,430.26,204731.0
2021-12-23,430.0,436.99,429.26,435.1,143413.0
2021-12-24,430.0,436.99,429.26,435.1,143413.0
2021-12-25,430.0,436.99,429.26,435.1,143413.0
2021-12-26,430.0,436.99,429.26,435.1,143413.0
2021-12-27,435.99,438.31,430.5,434.88,163566.0
2021-12-28,432.88,436.76,430.95,433.7,219213.0
2021-12-29,435.0,440.89,433.1,439.63,179282.0
2021-12-30,440.65,444.12,436.98,437.11,291864.0
2021-12-31,436.17,440.37,433.47,433.67,142730.0
2022-01-01,436.17,440.37,433.47,433.67,142730.0
2022-01-02,436.17,440.37,433.47,433.67,142730.0
2022-01-03,437.15,445.14,433.7,443.13,217866.0
2022-01-04,445.52,447.14,438.64,445.83,239563.0
2022-01-05,439.2,444.48,425.43,425.89,298432.0
2022-01-06,426.94,448.43,426.94,443.53,230576.0
2022-01-07,440.67,449.83,439.65,440.05,230927.0
2022-01-08,440.67,449.83,439.65,440.05,230927.0
2022-01-09,440.67,449.83,439.65,440.05,230927.0
2022-01-10,433.96,440.49,430.1,440.19,305808.0
2022-01-11,440.19,450.54,439.97,448.5,221564.0
2022-01-12,451.0,453.82,447.44,451.98,238197.0
2022-01-13,449.53,455.81,438.07,438.58,258815.0
2022-01-14,433.94,438.43,419.5,436.44,327175.0
2022-01-15,433.94,438.43,419.5,436.44,327175.0
2022-01-16,433.94,438.43,419.5,436.44,327175.0
2022-01-17,433.94,438.43,419.5,436.44,327175.0
2022-01-18,433.15,440.01,431.39,435.94,339866.0
2022-01-19,435.77,447.62,432.3,438.8,533979.0
2022-01-20,440.44,448.66,430.84,430.97,174307.0
2022-01-21,430.65,436.53,425.55,427.03,354302.0
2022-01-22,430.65,436.53,425.55,427.03,354302.0
2022-01-23,430.65,436.53,425.55,427.03,354302.0
2022-01-24,420.0,440.3,416.04,439.45,299744.0
2022-01-25,432.52,436.95,416.23,416.77,258691.0
2022-01-26,425.26,429.15,413.92,417.29,170550.0
2022-01-27,422.45,430.77,420.5,422.99,298575.0
2022-01-28,426.46,497.0,425.72,493.12,753639.0
2022-01-29,426.46,497.0,425.72,493.12,753639.0
2022-01-30,426.46,497.0,425.72,493.12,753639.0
2022-01-31,490.12,499.04,478.66,494.99,402445.0
2022-02-01,495.4,498.9,484.32,497.54,369002.0
2022-02-02,498.2,506.05,495.43,504.66,249019.0
2022-02-03,493.26,502.01,490.51,495.22,209220.0
2022-02-04,494.2,506.44,492.0,502.06,206107.0
2022-02-05,494.2,506.44,492.0,502.06,206107.0
2022-02-06,494.2,506.44,492.0,502.06,206107.0
2022-02-07,502.28,507.83,499.01,502.74,232938.0
2022-02-08,504.45,512.98,501.42,512.48,196269.0
2022-02-09,520.0,523.6,515.18,523.43,366780.0
2022-02-10,509.68,531.03,509.68,516.82,285819.0
2022-02-11,520.58,528.6,514.98,516.62,322394.0
2022-02-12,520.58,528.6,514.98,516.62,322394.0
2022-02-13,520.58,528.6,514.98,516.62,322394.0
2022-02-14,515.04,526.85,508.53,512.4,221199.0
2022-02-15,513.53,522.68,510.06,517.93,143811.0
2022-02-16,512.64,514.74,503.31,511.56,188461.0
2022-02-17,505.5,512.79,498.19,508.93,194544.0
2022-02-18,507.79,513.41,495.51,498.2,228399.0
2022-02-19,507.79,513.41,495.51,498.2,228399.0
2022-02-20,507.79,513.41,495.51,498.2,228399.0
2022-02-21,507.79,513.41,495.51,498.2,228399.0
2022-02-22,493.28,495.29,483.43,485.16,218146.0
2022-02-23,488.69,488.69,453.73,454.8,381108.0
2022-02-24,435.9,473.4,435.42,472.45,259694.0
2022-02-25,468.61,473.86,461.49,473.39,185763.0
2022-02-26,468.61,473.86,461.49,473.39,185763.0
2022-02-27,468.61,473.86,461.49,473.39,185763.0
2022-02-28,467.3,479.82,464.27,471.19,398250.0
2022-03-01,471.18,483.39,465.06,475.46,324555.0
2022-03-02,477.23,492.49,474.06,490.0,178244.0
2022-03-03,495.29,495.29,481.56,481.97,172691.0
2022-03-04,483.52,502.72,480.6,497.23,326777.0
2022-03-05,483.52,502.72,480.6,497.23,326777.0
2022-03-06,483.52,502.72,480.6,497.23,326777.0
2022-03-07,489.31,497.77,476.39,477.02,254033.0
2022-03-08,475.14,487.41,468.56,468.91,293289.0
2022-03-09,476.54,492.02,473.72,485.92,241311.0
2022-03-10,478.06,486.98,476.82,481.61,189650.0
2022-03-11,484.59,484.59,462.33,463.18,142464.0
2022-03-12,484.59,484.59,462.33,463.18,142464.0
2022-03-13,484.59,484.59,462.33,463.18,142464.0
2022-03-14,462.15,479.15,460.11,466.03,265731.0
2022-03-15,468.52,479.72,465.91,478.68,225922.0
2022-03-16,483.7,488.36,467.65,483.72,224597.0
2022-03-17,482.87,487.17,477.64,480.2,277041.0
2022-03-18,474.95,492.53,470.6,491.65,580324.0
2022-03-19,474.95,492.53,470.6,491.65,580324.0
2022-03-20,474.95,492.53,470.6,491.65,580324.0
2022-03-21,487.89,491.33,473.74,483.73,209772.0
2022-03-22,484.69,489.12,483.11,484.79,231577.0
2022-03-23,478.7,478.7,464.11,464.42,191012.0
2022-03-24,464.55,465.63,459.5,465.17,145680.0
2022-03-25,468.49,469.12,455.6,457.5,300041.0
2022-03-26,468.49,469.12,455.6,457.5,300041.0
2022-03-27,468.49,469.12,455.6,457.5,300041.0
2022-03-28,457.44,464.44,454.07,462.39,216391.0
2022-03-29,469.32,480.99,468.91,479.36,234937.0
2022-03-30,476.03,479.91,472.03,476.96,173081.0
2022-03-31,473.35,475.86,466.3,466.46,254467.0
2022-04-01,466.05,468.67,447.6,449.29,346340.0
2022-04-02,466.05,468.67,447.6,449.29,346340.0
2022-04-03,466.05,468.67,447.6,449.29,346340.0
2022-04-04,450.88,459.45,450.88,452.43,154079.0
2022-04-05,450.46,453.49,437.38,439.91,349938.0
2022-04-06,437.09,437.27,414.55,419.1,441020.0
2022-04-07,417.63,426.18,414.48,421.18,274501.0
2022-04-08,419.59,429.14,418.16,418.75,219705.0
2022-04-09,419.59,429.14,418.16,418.75,219705.0
2022-04-10,419.59,429.14,418.16,418.75,219705.0
2022-04-11,414.23,416.8,409.54,411.01,249657.0
2022-04-12,416.84,417.45,405.49,407.4,221060.0
2022-04-13,405.0,416.37,402.56,414.98,177729.0
2022-04-14,417.8,417.92,411.62,413.72,145352.0
2022-04-15,417.8,417.92,411.62,413.72,145352.0
2022-04-16,417.8,417.92,411.62,413.72,145352.0
2022-04-17,417.8,417.92,411.62,413.72,145352.0
2022-04-18,413.33,414.77,403.45,404.74,197626.0
2022-04-19,402.87,414.53,402.78,409.55,314816.0
2022-04-20,413.45,416.37,405.2,408.09,222366.0
2022-04-21,412.42,412.42,384.44,386.67,319035.0
2022-04-22,386.91,389.05,381.74,382.6,195040.0
2022-04-23,386.91,389.05,381.74,382.6,195040.0
2022-04-24,386.91,389.05,381.74,382.6,195040.0
2022-04-25,380.0,390.24,378.07,386.5,393166.0
2022-04-26,384.0,384.0,367.45,369.34,515397.0
2022-04-27,372.05,376.91,368.85,375.28,458741.0
2022-04-28,395.97,400.0,372.89,385.38,694561.0
2022-04-29,381.53,381.53,372.98,373.51,317889.0
2022-04-30,381.53,381.53,372.98,373.51,317889.0
2022-05-01,381.53,381.53,372.98,373.51,317889.0
2022-05-02,373.11,377.22,367.33,374.09,640163.0
2022-05-03,374.41,376.95,369.1,370.52,369409.0
2022-05-04,370.22,380.63,361.77,378.42,333566.0
2022-05-05,374.76,376.13,360.63,362.67,191222.0
2022-05-06,355.43,357.25,345.3,349.89,497591.0
2022-05-07,355.43,357.25,345.3,349.89,497591.0
2022-05-08,355.43,357.25,345.3,349.89,497591.0
2022-05-09,345.65,350.62,340.48,341.44,303129.0
2022-05-10,347.73,362.04,345.44,358.41,357810.0
2022-05-11,353.45,364.31,349.17,351.09,250276.0
2022-05-12,347.24,357.77,346.66,352.73,244943.0
2022-05-13,356.64,365.7,352.81,361.53,189927.0
2022-05-14,356.64,365.7,352.81,361.53,189927.0
2022-05-15,356.64,365.7,352.81,361.53,189927.0
2022-05-16,359.43,370.07,357.6,364.4,227788.0
2022-05-17,369.17,380.62,369.07,379.6,252308.0
2022-05-18,371.53,378.48,371.29,375.63,332100.0
2022-05-19,375.73,385.56,372.26,378.72,387831.0
2022-05-20,376.72,395.43,376.7,395.42,361795.0
2022-05-21,376.72,395.43,376.7,395.42,361795.0
2022-05-22,376.72,395.43,376.7,395.42,361795.0
2022-05-23,399.26,403.13,391.35,398.72,313377.0
2022-05-24,394.59,397.38,389.14,390.84,306363.0
2022-05-25,389.16,399.11,386.48,398.1,284491.0
2022-05-26,399.0,404.17,398.13,401.62,252776.0
2022-05-27,406.41,410.93,397.96,410.92,263253.0
2022-05-28,406.41,410.93,397.96,410.92,263253.0
2022-05-29,406.41,410.93,397.96,410.92,263253.0
2022-05-30,406.41,410.93,397.96,410.92,263253.0
2022-05-31,406.96,411.47,398.26,409.55,525026.0
2022-06-01,412.2,416.63,401.86,406.25,239663.0
2022-06-02,403.57,420.69,401.85,419.56,275349.0
2022-06-03,415.08,421.47,411.58,420.45,160093.0
2022-06-04,415.08,421.47,411.58,420.45,160093.0
2022-06-05,415.08,421.47,411.58,420.45,160093.0
2022-06-06,424.4,425.07,412.75,416.59,218011.0
2022-06-07,411.78,422.79,409.6,421.88,141544.0
2022-06-08,420.59,422.76,407.41,408.48,150989.0
2022-06-09,404.19,415.01,404.0,404.83,149544.0
2022-06-10,398.27,406.33,395.63,401.81,209396.0
2022-06-11,398.27,406.33,395.63,401.81,209396.0
2022-06-12,398.27,406.33,395.63,401.81,209396.0
2022-06-13,386.26,392.62,378.45,381.14,199976.0
2022-06-14,382.81,386.73,377.13,379.41,207733.0
2022-06-15,383.72,399.87,383.42,395.8,253381.0
2022-06-16,384.5,389.99,371.52,374.79,267719.0
2022-06-17,375.27,379.79,373.15,379.03,395880.0
2022-06-18,375.27,379.79,373.15,379.03,395880.0
2022-06-19,375.27,379.79,373.15,379.03,395880.0
2022-06-20,375.27,379.79,373.15,379.03,395880.0
2022-06-21,384.44,387.91,373.53,385.01,191364.0
2022-06-22,381.91,390.84,377.23,386.63,168395.0
2022-06-23,388.41,402.95,385.01,402.24,150237.0
2022-06-24,406.67,417.55,404.79,416.15,231066.0
2022-06-25,406.67,417.55,404.79,416.15,231066.0
2022-06-26,406.67,417.55,404.79,416.15,231066.0
2022-06-27,417.73,419.93,411.1,415.03,153327.0
2022-06-28,416.84,418.41,401.12,401.36,118370.0
2022-06-29,401.6,402.68,393.51,401.06,95033.0
2022-06-30,399.73,405.68,390.25,400.9,179785.0
2022-07-01,398.33,408.69,397.41,408.26,119192.0
2022-07-02,398.33,408.69,397.41,408.26,119192.0
2022-07-03,398.33,408.69,397.41,408.26,119192.0
2022-07-04,398.33,408.69,397.41,408.26,119192.0
2022-07-05,404.88,412.66,398.79,411.33,125695.0
2022-07-06,413.87,423.95,410.5,419.0,157711.0
2022-07-07,419.54,424.58,417.14,423.61,130209.0
2022-07-08,421.12,423.62,413.36,418.85,126475.0
2022-07-09,421.12,423.62,413.36,418.85,126475.0
2022-07-10,421.12,423.62,413.36,418.85,126475.0
2022-07-11,417.47,421.66,412.8,417.82,116827.0
2022-07-12,421.59,423.48,410.71,412.13,121182.0
2022-07-13,406.32,419.27,403.32,416.32,178749.0
2022-07-14,409.98,421.69,403.09,419.5,123087.0
2022-07-15,423.35,429.06,421.29,428.3,110566.0
2022-07-16,423.35,429.06,421.29,428.3,110566.0
2022-07-17,423.35,429.06,421.29,428.3,110566.0
2022-07-18,431.56,436.12,424.56,425.4,102846.0
2022-07-19,431.3,441.17,429.42,440.43,178509.0
2022-07-20,444.32,451.02,441.48,450.0,193058.0
2022-07-21,446.13,467.49,445.07,466.22,280103.0
2022-07-22,464.96,468.4,459.4,467.65,99456.0
2022-07-23,464.96,468.4,459.4,467.65,99456.0
2022-07-24,464.96,468.4,459.4,467.65,99456.0
2022-07-25,465.88,471.28,462.47,469.7,284920.0
2022-07-26,471.94,471.94,424.0,427.62,340694.0
2022-07-27,429.44,438.84,429.44,437.67,231722.0
2022-07-28,436.73,457.13,434.75,456.27,115638.0
2022-07-29,455.03,463.33,448.73,462.03,139056.0
2022-07-30,455.03,463.33,448.73,462.03,139056.0
2022-07-31,455.03,463.33,448.73,462.03,139056.0
2022-08-01,458.13,463.87,454.21,460.7,116347.0
2022-08-02,458.32,464.23,450.37,462.6,102401.0
2022-08-03,465.0,476.17,462.83,470.46,140414.0
2022-08-04,480.0,480.0,469.95,475.4,234042.0
2022-08-05,472.55,489.64,470.29,482.47,140542.0
2022-08-06,472.55,489.64,470.29,482.47,140542.0
2022-08-07,472.55,489.64,470.29,482.47,140542.0
2022-08-08,483.03,491.52,482.47,489.84,190459.0
2022-08-09,489.51,492.68,485.42,490.58,164361.0
2022-08-10,495.47,507.99,495.39,501.11,170564.0
2022-08-11,503.88,506.01,485.61,486.23,135244.0
2022-08-12,490.07,491.43,484.3,490.75,83200.0
2022-08-13,490.07,491.43,484.3,490.75,83200.0
2022-08-14,490.07,491.43,484.3,490.75,83200.0
2022-08-15,491.13,495.9,489.3,489.79,115043.0
2022-08-16,489.79,501.75,489.16,501.49,130166.0
2022-08-17,493.28,502.38,493.28,499.18,101713.0
2022-08-18,501.61,502.96,494.68,497.38,110707.0
2022-08-19,495.48,497.19,486.89,489.79,148791.0
2022-08-20,495.48,497.19,486.89,489.79,148791.0
2022-08-21,495.48,497.19,486.89,489.79,148791.0
2022-08-22,479.48,482.74,475.08,477.92,120744.0
2022-08-23,475.51,482.05,475.51,476.13,65334.0
2022-08-24,476.13,482.98,472.34,478.72,101933.0
2022-08-25,478.16,487.08,478.02,485.58,72870.0
2022-08-26,483.39,485.87,472.91,476.85,100929.0
2022-08-27,483.39,485.87,472.91,476.85,100929.0
2022-08-28,483.39,485.87,472.91,476.85,100929.0
2022-08-29,471.85,476.44,461.81,462.54,115451.0
2022-08-30,466.39,468.24,452.53,455.83,149217.0
2022-08-31,456.19,463.3,445.02,449.4,200899.0
2022-09-01,445.0,446.76,435.81,442.82,166327.0
2022-09-02,444.84,452.4,435.67,439.78,165408.0
2022-09-03,444.84,452.4,435.67,439.78,165408.0
2022-09-04,444.84,452.4,435.67,439.78,165408.0
2022-09-05,444.84,452.4,435.67,439.78,165408.0
2022-09-06,438.27,451.18,437.14,441.63,145139.0
2022-09-07,440.12,452.2,439.03,449.54,106048.0
2022-09-08,447.28,457.37,447.28,451.61,89443.0
2022-09-09,458.33,460.62,450.38,451.77,119317.0
2022-09-10,458.33,460.62,450.38,451.77,119317.0
2022-09-11,458.33,460.62,450.38,451.77,119317.0
2022-09-12,456.91,465.68,453.39,460.67,220833.0
2022-09-13,451.21,461.28,451.02,454.33,295351.0
2022-09-14,454.34,465.38,446.61,463.98,312492.0
2022-09-15,459.65,463.58,451.3,458.0,307891.0
2022-09-16,453.57,466.43,449.71,465.95,496379.0
2022-09-17,453.57,466.43,449.71,465.95,496379.0
2022-09-18,453.57,466.43,449.71,465.95,496379.0
2022-09-19,463.23,466.27,442.72,449.84,234724.0
