,SNA US Equity,SNA US Equity,SNA US Equity,SNA US Equity,SNA US Equity
2020-05-09,112.112,115.093,112.112,114.661,322040.0
2020-05-10,112.112,115.093,112.112,114.661,322040.0
2020-05-11,113.211,114.174,110.185,112.418,398451.0
2020-05-12,112.707,113.4,110.518,110.527,611030.0
2020-05-13,109.654,110.563,107.087,108.105,643865.0
2020-05-14,106.259,111.666,104.098,111.563,670114.0
2020-05-15,110.752,113.031,109.087,110.716,1250163.0
2020-05-16,110.752,113.031,109.087,110.716,1250163.0
2020-05-17,110.752,113.031,109.087,110.716,1250163.0
2020-05-18,115.039,121.721,114.399,121.018,667137.0
2020-05-19,120.46,123.477,118.857,119.649,574020.0
2020-05-20,121.647,124.08,121.138,121.402,549569.0
2020-05-21,120.911,122.7,120.476,120.63,353884.0
2020-05-22,121.338,121.338,116.516,117.007,602583.0
2020-05-23,121.338,121.338,116.516,117.007,602583.0
2020-05-24,121.338,121.338,116.516,117.007,602583.0
2020-05-25,121.338,121.338,116.516,117.007,602583.0
2020-05-26,122.082,125.532,121.256,124.379,689113.0
2020-05-27,127.103,128.919,123.127,123.662,783066.0
2020-05-28,124.997,125.478,121.42,121.429,578027.0
2020-05-29,120.312,120.312,115.655,117.743,905095.0
2020-05-30,120.312,120.312,115.655,117.743,905095.0
2020-05-31,120.312,120.312,115.655,117.743,905095.0
2020-06-01,117.997,120.512,117.697,118.033,624331.0
2020-06-02,119.686,122.623,118.959,122.037,768184.0
2020-06-03,124.216,128.374,123.889,127.993,686471.0
2020-06-04,126.767,130.03,126.704,129.745,446867.0
2020-06-05,134.194,139.968,134.185,138.179,962994.0
2020-06-06,134.194,139.968,134.185,138.179,962994.0
2020-06-07,134.194,139.968,134.185,138.179,962994.0
2020-06-08,139.223,142.492,138.915,141.684,498502.0
2020-06-09,138.715,138.978,135.937,137.489,525563.0
2020-06-10,136.563,136.74,131.942,132.142,534707.0
2020-06-11,126.449,126.449,120.512,121.048,714718.0
2020-06-12,125.197,126.399,119.495,122.573,588410.0
2020-06-13,125.197,126.399,119.495,122.573,588410.0
2020-06-14,125.197,126.399,119.495,122.573,588410.0
2020-06-15,118.188,123.953,117.534,122.981,609582.0
2020-06-16,128.183,128.61,122.564,124.615,539652.0
2020-06-17,125.387,125.705,122.427,123.444,400050.0
2020-06-18,122.092,123.608,121.592,123.117,396036.0
2020-06-19,125.75,125.75,121.951,123.372,1026124.0
2020-06-20,125.75,125.75,121.951,123.372,1026124.0
2020-06-21,125.75,125.75,121.951,123.372,1026124.0
2020-06-22,122.201,123.272,120.303,122.464,402846.0
2020-06-23,124.479,125.641,123.086,124.452,466774.0
2020-06-24,122.754,122.754,118.469,118.769,523917.0
2020-06-25,118.024,119.767,116.299,119.559,536126.0
2020-06-26,119.35,121.529,118.803,121.256,1193672.0
2020-06-27,119.35,121.529,118.803,121.256,1193672.0
2020-06-28,119.35,121.529,118.803,121.256,1193672.0
2020-06-29,123.027,125.097,122.11,123.562,432445.0
2020-06-30,123.018,126.695,123.018,125.75,431058.0
2020-07-01,126.985,127.385,120.839,121.765,722719.0
2020-07-02,123.508,125.977,122.664,123.462,519633.0
2020-07-03,123.508,125.977,122.664,123.462,519633.0
2020-07-04,123.508,125.977,122.664,123.462,519633.0
2020-07-05,123.508,125.977,122.664,123.462,519633.0
2020-07-06,125.714,126.195,123.354,124.389,437646.0
2020-07-07,123.027,123.699,121.638,121.801,624240.0
2020-07-08,121.066,121.629,118.669,120.603,520636.0
2020-07-09,120.376,120.376,116.808,117.017,400020.0
2020-07-10,117.716,119.795,117.498,119.749,295480.0
2020-07-11,117.716,119.795,117.498,119.749,295480.0
2020-07-12,117.716,119.795,117.498,119.749,295480.0
2020-07-13,120.911,123.027,119.799,121.093,408330.0
2020-07-14,120.739,123.953,120.03,123.871,327649.0
2020-07-15,126.667,128.833,125.324,128.41,410302.0
2020-07-16,127.657,131.025,127.194,129.663,408072.0
2020-07-17,130.163,130.329,126.495,127.058,466218.0
2020-07-18,130.163,130.329,126.495,127.058,466218.0
2020-07-19,130.163,130.329,126.495,127.058,466218.0
2020-07-20,126.168,126.486,123.671,124.525,258313.0
2020-07-21,125.178,127.548,125.178,126.822,259403.0
2020-07-22,126.64,127.539,125.623,126.549,192084.0
2020-07-23,126.322,129.931,126.322,129.218,314543.0
2020-07-24,129.6,130.267,126.876,128.692,419306.0
2020-07-25,129.6,130.267,126.876,128.692,419306.0
2020-07-26,129.6,130.267,126.876,128.692,419306.0
2020-07-27,128.22,132.587,126.213,132.196,437888.0
2020-07-28,131.116,131.833,129.563,129.827,345978.0
2020-07-29,130.735,132.886,130.381,132.569,304922.0
2020-07-30,130.753,133.322,129.246,131.915,630592.0
2020-07-31,132.096,133.358,128.51,132.432,1034223.0
2020-08-01,132.096,133.358,128.51,132.432,1034223.0
2020-08-02,132.096,133.358,128.51,132.432,1034223.0
2020-08-03,132.968,132.968,128.238,130.39,518182.0
2020-08-04,129.763,131.425,129.128,130.517,491159.0
2020-08-05,132.124,134.847,132.124,134.511,446509.0
2020-08-06,133.095,134.747,132.214,132.759,311728.0
2020-08-07,132.977,133.812,132.214,133.731,459217.0
2020-08-08,132.977,133.812,132.214,133.731,459217.0
2020-08-09,132.977,133.812,132.214,133.731,459217.0
2020-08-10,134.112,137.861,134.112,136.264,329014.0
2020-08-11,137.898,141.084,137.825,139.704,466304.0
2020-08-12,141.121,141.121,138.084,139.25,262187.0
2020-08-13,138.279,139.795,137.825,138.996,250356.0
2020-08-14,137.979,140.907,137.575,139.487,161999.0
2020-08-15,137.979,140.907,137.575,139.487,161999.0
2020-08-16,137.979,140.907,137.575,139.487,161999.0
2020-08-17,139.623,140.222,137.555,139.033,411792.0
2020-08-18,138.797,139.877,137.625,137.789,355769.0
2020-08-19,137.953,139.59,137.14,137.432,262745.0
2020-08-20,135.878,136.929,135.439,136.125,335479.0
2020-08-21,136.225,136.81,134.57,135.238,273202.0
2020-08-22,136.225,136.81,134.57,135.238,273202.0
2020-08-23,136.225,136.81,134.57,135.238,273202.0
2020-08-24,135.183,137.14,134.863,136.481,297200.0
2020-08-25,137.14,137.14,133.802,135.174,258080.0
2020-08-26,135.174,135.558,134.3,134.607,174608.0
2020-08-27,135.494,136.838,134.716,134.982,212028.0
2020-08-28,135.293,137.908,134.552,137.469,279900.0
2020-08-29,135.293,137.908,134.552,137.469,279900.0
2020-08-30,135.293,137.908,134.552,137.469,279900.0
2020-08-31,137.249,137.359,135.411,135.576,376148.0
2020-09-01,134.662,138.42,134.086,138.374,296470.0
2020-09-02,138.411,142.288,138.411,141.876,368101.0
2020-09-03,142.315,142.928,137.295,138.347,296120.0
2020-09-04,140.742,141.876,137.542,138.273,327143.0
2020-09-05,140.742,141.876,137.542,138.273,327143.0
2020-09-06,140.742,141.876,137.542,138.273,327143.0
2020-09-07,140.742,141.876,137.542,138.273,327143.0
2020-09-08,138.255,138.694,134.936,135.027,379419.0
2020-09-09,136.033,138.593,135.878,137.569,226540.0
2020-09-10,137.496,138.68,134.639,135.064,212288.0
2020-09-11,135.411,136.131,133.555,135.165,273824.0
2020-09-12,135.411,136.131,133.555,135.165,273824.0
2020-09-13,135.411,136.131,133.555,135.165,273824.0
2020-09-14,136.884,140.184,136.202,139.746,291182.0
2020-09-15,139.599,140.879,139.078,139.864,235384.0
2020-09-16,137.935,138.292,133.811,136.326,556792.0
2020-09-17,134.552,137.633,133.637,135.978,340933.0
2020-09-18,135.677,138.264,134.808,134.899,442199.0
2020-09-19,135.677,138.264,134.808,134.899,442199.0
2020-09-20,135.677,138.264,134.808,134.899,442199.0
2020-09-21,131.781,132.577,127.328,128.855,282613.0
2020-09-22,128.718,132.376,128.718,132.12,365500.0
2020-09-23,132.403,133.738,128.64,129.011,396963.0
2020-09-24,128.764,131.004,127.045,129.285,260752.0
2020-09-25,128.078,130.858,128.078,129.879,255871.0
2020-09-26,128.078,130.858,128.078,129.879,255871.0
2020-09-27,128.078,130.858,128.078,129.879,255871.0
2020-09-28,132.284,134.936,131.004,134.15,333683.0
2020-09-29,134.607,135.055,132.046,132.952,241418.0
2020-09-30,133.912,136.23,133.226,134.534,630938.0
2020-10-01,135.165,137.158,131.772,132.696,534969.0
2020-10-02,129.98,136.015,129.98,135.439,589501.0
2020-10-03,129.98,136.015,129.98,135.439,589501.0
2020-10-04,129.98,136.015,129.98,135.439,589501.0
2020-10-05,137.057,139.032,136.307,138.648,305652.0
2020-10-06,139.517,147.646,138.959,142.69,860591.0
2020-10-07,144.464,147.5,144.071,144.839,399446.0
2020-10-08,144.747,145.57,143.412,144.83,278567.0
2020-10-09,145.525,146.512,143.357,143.751,268952.0
2020-10-10,145.525,146.512,143.357,143.751,268952.0
2020-10-11,145.525,146.512,143.357,143.751,268952.0
2020-10-12,144.464,146.055,143.709,144.254,259229.0
2020-10-13,143.741,145.022,141.387,142.16,280575.0
2020-10-14,142.736,144.061,141.519,143.403,251808.0
2020-10-15,141.209,146.142,140.331,144.446,337650.0
2020-10-16,145.259,147.536,144.775,145.534,417571.0
2020-10-17,145.259,147.536,144.775,145.534,417571.0
2020-10-18,145.259,147.536,144.775,145.534,417571.0
2020-10-19,142.562,145.314,141.519,142.608,659424.0
2020-10-20,143.001,144.574,140.697,141.666,447488.0
2020-10-21,141.629,143.412,140.825,141.977,636235.0
2020-10-22,153.114,155.436,148.249,154.943,1903380.0
2020-10-23,156.287,157.174,153.69,154.888,657506.0
2020-10-24,156.287,157.174,153.69,154.888,657506.0
2020-10-25,156.287,157.174,153.69,154.888,657506.0
2020-10-26,153.352,154.303,149.539,150.188,548037.0
2020-10-27,149.301,149.58,144.052,144.857,601278.0
2020-10-28,142.37,143.165,140.221,141.437,560565.0
2020-10-29,140.733,143.65,140.267,142.562,529504.0
2020-10-30,142.544,144.619,140.148,144.043,443710.0
2020-10-31,142.544,144.619,140.148,144.043,443710.0
2020-11-01,142.544,144.619,140.148,144.043,443710.0
2020-11-02,145.982,150.16,145.456,149.786,423568.0
2020-11-03,151.422,152.337,148.313,149.886,596506.0
2020-11-04,147.49,147.49,143.31,144.135,465933.0
2020-11-05,145.47,149.443,144.976,147.865,419084.0
2020-11-06,149.1,150.288,147.001,148.725,326149.0
2020-11-07,149.1,150.288,147.001,148.725,326149.0
2020-11-08,149.1,150.288,147.001,148.725,326149.0
2020-11-09,155.72,163.364,153.516,153.855,803994.0
2020-11-10,153.9,158.847,153.269,157.887,422629.0
2020-11-11,158.381,158.381,154.101,155.61,400368.0
2020-11-12,154.339,155.555,151.34,153.086,389420.0
2020-11-13,153.845,157.503,153.708,156.653,316596.0
2020-11-14,153.845,157.503,153.708,156.653,316596.0
2020-11-15,153.845,157.503,153.708,156.653,316596.0
2020-11-16,160.164,160.164,157.759,159.661,424506.0
2020-11-17,157.978,159.021,155.162,157.805,414093.0
2020-11-18,158.426,160.456,156.387,156.552,408614.0
2020-11-19,156.147,158.495,154.406,158.155,312446.0
2020-11-20,158.026,160.347,157.441,159.26,415416.0
2020-11-21,158.026,160.347,157.441,159.26,415416.0
2020-11-22,158.026,160.347,157.441,159.26,415416.0
2020-11-23,160.512,162.474,159.812,162.124,407655.0
2020-11-24,164.399,166.425,163.027,164.915,361127.0
2020-11-25,164.049,164.049,161.046,161.139,355419.0
2020-11-26,164.049,164.049,161.046,161.139,355419.0
2020-11-27,161.7,163.017,160.429,163.017,196322.0
2020-11-28,161.7,163.017,160.429,163.017,196322.0
2020-11-29,161.7,163.017,160.429,163.017,196322.0
2020-11-30,161.811,162.935,161.0,161.958,430859.0
2020-12-01,164.031,164.316,160.706,161.903,408593.0
2020-12-02,160.724,162.442,159.895,162.115,473378.0
2020-12-03,162.115,166.02,161.875,163.432,767145.0
2020-12-04,163.791,166.913,163.222,166.821,393430.0
2020-12-05,163.791,166.913,163.222,166.821,393430.0
2020-12-06,163.791,166.913,163.222,166.821,393430.0
2020-12-07,165.873,167.291,164.804,165.642,521817.0
2020-12-08,164.427,167.434,163.994,166.628,333351.0
2020-12-09,167.328,168.755,166.066,167.696,356047.0
2020-12-10,166.757,167.834,164.473,166.499,494209.0
2020-12-11,165.55,168.101,165.55,166.499,477145.0
2020-12-12,165.55,168.101,165.55,166.499,477145.0
2020-12-13,165.55,168.101,165.55,166.499,477145.0
2020-12-14,167.917,167.936,161.203,161.341,424060.0
2020-12-15,163.027,163.048,159.969,161.12,652587.0
2020-12-16,161.489,161.802,157.51,158.339,707094.0
2020-12-17,158.412,159.333,156.216,157.639,755697.0
2020-12-18,157.768,158.141,154.572,156.441,1223874.0
2020-12-19,157.768,158.141,154.572,156.441,1223874.0
2020-12-20,157.768,158.141,154.572,156.441,1223874.0
2020-12-21,154.738,156.736,152.481,156.303,381014.0
2020-12-22,156.589,156.755,153.651,154.305,406510.0
2020-12-23,154.949,156.119,154.121,154.581,255617.0
2020-12-24,156.064,156.478,154.401,156.359,106437.0
2020-12-25,156.064,156.478,154.401,156.359,106437.0
2020-12-26,156.064,156.478,154.401,156.359,106437.0
2020-12-27,156.064,156.478,154.401,156.359,106437.0
2020-12-28,157.298,158.32,155.824,156.911,280713.0
2020-12-29,157.86,157.97,154.056,155.52,154540.0
2020-12-30,155.87,158.33,155.87,157.445,259881.0
2020-12-31,156.902,157.851,155.916,157.62,288030.0
2021-01-01,156.902,157.851,155.916,157.62,288030.0
2021-01-02,156.902,157.851,155.916,157.62,288030.0
2021-01-03,156.902,157.851,155.916,157.62,288030.0
2021-01-04,158.155,158.414,152.882,153.734,414725.0
2021-01-05,153.946,155.656,153.246,153.55,363096.0
2021-01-06,154.784,161.194,154.784,159.904,338674.0
2021-01-07,160.604,162.465,158.32,161.977,361002.0
2021-01-08,162.17,162.221,157.27,159.232,277600.0
2021-01-09,162.17,162.221,157.27,159.232,277600.0
2021-01-10,162.17,162.221,157.27,159.232,277600.0
2021-01-11,157.805,160.485,157.178,157.851,253994.0
2021-01-12,158.854,160.922,157.372,160.494,367138.0
2021-01-13,160.641,161.111,156.971,158.035,313275.0
2021-01-14,159.297,159.554,156.451,156.662,319950.0
2021-01-15,155.438,156.165,152.776,155.253,383611.0
2021-01-16,155.438,156.165,152.776,155.253,383611.0
2021-01-17,155.438,156.165,152.776,155.253,383611.0
2021-01-18,155.438,156.165,152.776,155.253,383611.0
2021-01-19,156.662,159.693,155.649,158.845,481637.0
2021-01-20,159.398,162.962,159.362,161.627,442769.0
2021-01-21,161.166,163.469,159.914,162.198,418244.0
2021-01-22,162.05,164.859,160.549,163.92,542660.0
2021-01-23,162.05,164.859,160.549,163.92,542660.0
2021-01-24,162.05,164.859,160.549,163.92,542660.0
2021-01-25,163.8,168.299,162.511,165.108,662775.0
2021-01-26,166.213,166.213,162.667,165.486,463785.0
2021-01-27,163.469,174.981,163.017,172.78,1211598.0
2021-01-28,174.069,177.772,166.591,168.037,1145383.0
2021-01-29,167.908,169.814,165.269,165.771,464161.0
2021-01-30,167.908,169.814,165.269,165.771,464161.0
2021-01-31,167.908,169.814,165.269,165.771,464161.0
2021-02-01,167.54,172.025,166.586,170.588,607464.0
2021-02-02,171.224,172.016,163.879,164.509,721779.0
2021-02-03,164.528,164.528,161.894,163.312,662140.0
2021-02-04,173.839,178.251,172.154,173.94,2248666.0
2021-02-05,174.99,174.99,168.636,169.805,625084.0
2021-02-06,174.99,174.99,168.636,169.805,625084.0
2021-02-07,174.99,174.99,168.636,169.805,625084.0
2021-02-08,171.003,171.785,169.713,170.828,444607.0
2021-02-09,170.699,174.553,169.352,174.465,350667.0
2021-02-10,174.99,175.184,173.323,174.576,494481.0
2021-02-11,174.99,175.626,171.905,174.889,443575.0
2021-02-12,174.18,175.626,173.369,174.944,351107.0
2021-02-13,174.18,175.626,173.369,174.944,351107.0
2021-02-14,174.18,175.626,173.369,174.944,351107.0
2021-02-15,174.18,175.626,173.369,174.944,351107.0
2021-02-16,175.046,175.893,173.323,173.673,396173.0
2021-02-17,172.918,175.078,172.272,173.95,513986.0
2021-02-18,173.618,177.753,173.084,176.436,557565.0
2021-02-19,176.768,180.157,176.501,179.559,553372.0
2021-02-20,176.768,180.157,176.501,179.559,553372.0
2021-02-21,176.768,180.157,176.501,179.559,553372.0
2021-02-22,178.511,180.875,178.168,179.957,421692.0
2021-02-23,181.551,183.572,177.992,182.932,475718.0
2021-02-24,184.072,191.71,183.201,191.691,871462.0
2021-02-25,191.626,192.164,186.0,189.142,529271.0
2021-02-26,188.429,190.398,186.89,188.252,677134.0
2021-02-27,188.429,190.398,186.89,188.252,677134.0
2021-02-28,188.429,190.398,186.89,188.252,677134.0
2021-03-01,190.931,195.093,190.384,193.415,565259.0
2021-03-02,193.536,196.057,192.599,194.555,651010.0
2021-03-03,195.473,202.656,195.385,198.698,694558.0
2021-03-04,198.059,199.161,191.774,195.454,508809.0
2021-03-05,198.327,202.468,196.298,201.395,522791.0
2021-03-06,198.327,202.468,196.298,201.395,522791.0
2021-03-07,198.327,202.468,196.298,201.395,522791.0
2021-03-08,202.063,205.381,200.635,202.266,452711.0
2021-03-09,202.461,204.5,200.45,201.618,475555.0
2021-03-10,201.265,203.302,200.274,202.878,647249.0
2021-03-11,201.905,202.927,198.893,199.087,548095.0
2021-03-12,200.542,201.775,199.097,201.451,281398.0
2021-03-13,200.542,201.775,199.097,201.451,281398.0
2021-03-14,200.542,201.775,199.097,201.451,281398.0
2021-03-15,201.071,206.78,200.542,206.771,624412.0
2021-03-16,205.733,205.826,202.1,204.463,331329.0
2021-03-17,205.381,206.697,202.915,206.502,449730.0
2021-03-18,208.115,212.378,207.281,209.023,375684.0
2021-03-19,208.031,210.756,204.769,208.912,1282910.0
2021-03-20,208.031,210.756,204.769,208.912,1282910.0
2021-03-21,208.031,210.756,204.769,208.912,1282910.0
2021-03-22,208.578,208.578,202.878,203.953,449669.0
2021-03-23,202.674,205.848,198.337,199.569,567638.0
2021-03-24,201.404,203.379,199.597,199.727,468825.0
2021-03-25,199.847,208.727,198.573,207.855,435392.0
2021-03-26,209.7,212.944,208.866,212.833,308702.0
2021-03-27,209.7,212.944,208.866,212.833,308702.0
2021-03-28,209.7,212.944,208.866,212.833,308702.0
2021-03-29,213.185,216.772,210.423,211.229,442982.0
2021-03-30,211.285,215.381,211.285,215.066,323784.0
2021-03-31,214.325,216.132,212.25,213.861,453566.0
2021-04-01,213.194,215.14,210.256,214.788,359872.0
2021-04-02,213.194,215.14,210.256,214.788,359872.0
2021-04-03,213.194,215.14,210.256,214.788,359872.0
2021-04-04,213.194,215.14,210.256,214.788,359872.0
2021-04-05,217.671,218.162,215.414,217.142,285691.0
2021-04-06,217.8,218.811,216.06,216.633,276507.0
2021-04-07,216.735,218.051,215.456,217.995,334713.0
2021-04-08,217.318,217.374,215.298,217.217,579646.0
2021-04-09,218.848,219.219,216.123,218.357,280612.0
2021-04-10,218.848,219.219,216.123,218.357,280612.0
2021-04-11,218.848,219.219,216.123,218.357,280612.0
2021-04-12,217.977,219.886,217.244,219.033,303367.0
2021-04-13,218.375,218.598,214.899,215.873,385986.0
2021-04-14,216.614,217.8,215.891,216.188,347435.0
2021-04-15,216.141,216.512,214.019,215.159,403716.0
2021-04-16,216.772,218.982,215.919,218.292,289783.0
2021-04-17,216.772,218.982,215.919,218.292,289783.0
2021-04-18,216.772,218.982,215.919,218.292,289783.0
2021-04-19,219.33,220.164,216.28,218.746,359583.0
2021-04-20,219.246,220.681,214.862,217.411,506894.0
2021-04-21,216.938,220.423,216.818,219.654,405868.0
2021-04-22,220.451,224.414,217.819,222.657,862509.0
2021-04-23,224.464,224.464,221.031,221.23,477233.0
2021-04-24,224.464,224.464,221.031,221.23,477233.0
2021-04-25,224.464,224.464,221.031,221.23,477233.0
2021-04-26,221.536,223.834,218.463,218.727,492268.0
2021-04-27,218.486,222.416,216.938,222.166,429853.0
2021-04-28,222.444,222.444,218.77,219.904,300469.0
2021-04-29,220.442,222.982,219.404,222.472,247794.0
2021-04-30,220.739,221.424,219.487,220.22,306548.0
2021-05-01,220.739,221.424,219.487,220.22,306548.0
2021-05-02,220.739,221.424,219.487,220.22,306548.0
2021-05-03,221.962,222.24,218.937,220.933,345422.0
2021-05-04,221.48,226.054,220.658,225.243,361852.0
2021-05-05,225.095,228.357,224.112,227.532,406112.0
2021-05-06,228.932,231.833,227.912,231.824,343726.0
2021-05-07,230.888,234.196,228.172,233.158,245760.0
2021-05-08,230.888,234.196,228.172,233.158,245760.0
2021-05-09,230.888,234.196,228.172,233.158,245760.0
2021-05-10,234.632,240.972,233.891,236.69,437121.0
2021-05-11,234.799,236.291,230.443,232.658,396050.0
2021-05-12,233.047,233.427,227.273,227.523,285161.0
2021-05-13,227.087,235.494,227.078,234.474,240392.0
2021-05-14,235.318,237.783,234.653,236.523,190244.0
2021-05-15,235.318,237.783,234.653,236.523,190244.0
2021-05-16,235.318,237.783,234.653,236.523,190244.0
2021-05-17,235.624,237.329,233.844,234.576,324816.0
2021-05-18,235.754,236.069,231.879,231.944,232375.0
2021-05-19,229.015,230.99,225.225,230.897,317351.0
2021-05-20,231.223,233.207,229.146,231.13,416561.0
2021-05-21,232.424,234.241,230.999,232.843,271416.0
2021-05-22,232.424,234.241,230.999,232.843,271416.0
2021-05-23,232.424,234.241,230.999,232.843,271416.0
2021-05-24,234.259,236.7,233.123,236.01,247133.0
2021-05-25,235.917,237.203,234.315,234.455,296694.0
2021-05-26,233.896,235.852,233.086,234.865,330534.0
2021-05-27,238.386,238.749,235.107,236.299,611909.0
2021-05-28,236.29,237.612,235.014,237.165,238290.0
2021-05-29,236.29,237.612,235.014,237.165,238290.0
2021-05-30,236.29,237.612,235.014,237.165,238290.0
2021-05-31,236.29,237.612,235.014,237.165,238290.0
2021-06-01,240.006,240.295,236.877,238.115,280164.0
2021-06-02,238.469,238.469,235.377,236.858,240033.0
2021-06-03,235.563,236.439,232.853,236.187,200513.0
2021-06-04,237.38,237.454,235.004,236.905,195180.0
2021-06-05,237.38,237.454,235.004,236.905,195180.0
2021-06-06,237.38,237.454,235.004,236.905,195180.0
2021-06-07,237.128,237.128,232.937,233.877,253447.0
2021-06-08,232.154,232.843,230.235,230.953,543507.0
2021-06-09,229.602,230.338,226.444,227.665,460800.0
2021-06-10,228.81,229.248,223.827,224.088,456577.0
2021-06-11,225.131,225.755,221.992,222.504,481802.0
2021-06-12,225.131,225.755,221.992,222.504,481802.0
2021-06-13,225.131,225.755,221.992,222.504,481802.0
2021-06-14,221.862,223.073,217.81,219.123,554659.0
2021-06-15,219.356,219.775,214.904,215.248,844119.0
2021-06-16,214.876,215.546,207.173,208.328,1065236.0
2021-06-17,209.371,209.902,199.544,200.382,1161040.0
2021-06-18,198.371,200.569,197.346,198.007,866961.0
2021-06-19,198.371,200.569,197.346,198.007,866961.0
2021-06-20,198.371,200.569,197.346,198.007,866961.0
2021-06-21,200.466,206.223,199.954,205.412,629698.0
2021-06-22,205.133,205.943,202.804,204.714,515658.0
2021-06-23,205.03,205.999,202.925,204.192,476676.0
2021-06-24,205.31,207.247,204.015,206.111,381076.0
2021-06-25,207.024,208.207,206.13,206.614,458237.0
2021-06-26,207.024,208.207,206.13,206.614,458237.0
2021-06-27,207.024,208.207,206.13,206.614,458237.0
2021-06-28,207.024,207.108,202.255,204.052,604713.0
2021-06-29,204.388,206.185,204.071,204.211,305248.0
2021-06-30,204.555,208.766,204.276,208.114,542669.0
2021-07-01,209.576,210.051,207.005,208.104,407836.0
2021-07-02,209.092,209.157,206.856,208.561,360082.0
2021-07-03,209.092,209.157,206.856,208.561,360082.0
2021-07-04,209.092,209.157,206.856,208.561,360082.0
2021-07-05,209.092,209.157,206.856,208.561,360082.0
2021-07-06,207.797,208.896,204.285,207.229,401744.0
2021-07-07,206.213,211.224,206.213,210.61,372384.0
2021-07-08,208.048,210.247,206.511,208.412,519793.0
2021-07-09,212.491,213.292,210.75,212.044,321304.0
2021-07-10,212.491,213.292,210.75,212.044,321304.0
2021-07-11,212.491,213.292,210.75,212.044,321304.0
2021-07-12,210.507,212.594,209.734,211.504,309292.0
2021-07-13,211.159,211.429,207.657,208.188,232950.0
2021-07-14,208.225,210.153,207.899,209.529,228824.0
2021-07-15,209.576,210.763,207.005,208.29,523833.0
2021-07-16,209.203,210.316,204.071,204.732,364542.0
2021-07-17,209.203,210.316,204.071,204.732,364542.0
2021-07-18,209.203,210.316,204.071,204.732,364542.0
2021-07-19,203.503,203.633,199.088,201.537,371272.0
2021-07-20,201.77,208.747,201.77,207.955,524312.0
2021-07-21,209.725,211.737,206.4,208.672,562537.0
2021-07-22,208.672,211.01,204.825,206.39,631899.0
2021-07-23,207.741,211.481,206.611,209.194,478548.0
2021-07-24,207.741,211.481,206.611,209.194,478548.0
2021-07-25,207.741,211.481,206.611,209.194,478548.0
2021-07-26,209.613,211.122,204.753,205.04,533393.0
2021-07-27,204.034,206.185,201.463,205.328,519050.0
2021-07-28,206.977,208.328,203.568,205.189,357403.0
2021-07-29,207.042,207.545,204.76,205.878,290029.0
2021-07-30,205.524,207.592,202.245,203.037,362604.0
2021-07-31,205.524,207.592,202.245,203.037,362604.0
2021-08-01,205.524,207.592,202.245,203.037,362604.0
2021-08-02,204.36,208.477,203.456,204.192,364188.0
2021-08-03,204.779,208.421,202.599,207.964,247451.0
2021-08-04,206.912,208.868,206.223,206.297,372245.0
2021-08-05,207.909,209.473,206.426,207.666,325961.0
2021-08-06,209.371,210.6,207.857,209.054,269254.0
2021-08-07,209.371,210.6,207.857,209.054,269254.0
2021-08-08,209.371,210.6,207.857,209.054,269254.0
2021-08-09,207.843,209.371,207.085,208.141,195809.0
2021-08-10,208.281,211.69,207.55,209.902,278644.0
2021-08-11,210.507,214.317,209.203,214.084,290429.0
2021-08-12,214.634,215.677,211.327,212.212,207427.0
2021-08-13,212.342,214.629,211.662,214.364,461736.0
2021-08-14,212.342,214.629,211.662,214.364,461736.0
2021-08-15,212.342,214.629,211.662,214.364,461736.0
2021-08-16,214.047,215.789,212.044,215.751,211349.0
2021-08-17,214.056,214.056,209.259,210.442,350837.0
2021-08-18,209.576,209.576,205.04,205.245,330062.0
2021-08-19,203.1,204.982,201.226,202.678,302196.0
2021-08-20,202.791,205.877,201.498,205.629,240315.0
2021-08-21,202.791,205.877,201.498,205.629,240315.0
2021-08-22,202.791,205.877,201.498,205.629,240315.0
2021-08-23,207.755,209.169,207.081,208.092,278216.0
2021-08-24,208.654,212.607,208.12,211.071,428510.0
2021-08-25,211.193,213.829,210.766,211.942,300133.0
2021-08-26,211.708,212.045,210.031,210.593,197058.0
2021-08-27,211.267,214.106,210.621,212.85,203100.0
2021-08-28,211.267,214.106,210.621,212.85,203100.0
2021-08-29,211.267,214.106,210.621,212.85,203100.0
2021-08-30,213.384,214.415,211.464,211.839,150876.0
2021-08-31,212.363,212.363,209.221,210.705,403630.0
2021-09-01,211.23,212.064,208.56,210.687,318617.0
2021-09-02,211.923,213.862,210.621,213.768,256551.0
2021-09-03,213.131,214.223,211.811,212.532,174093.0
2021-09-04,213.131,214.223,211.811,212.532,174093.0
2021-09-05,213.131,214.223,211.811,212.532,174093.0
2021-09-06,213.131,214.223,211.811,212.532,174093.0
2021-09-07,211.324,211.427,207.558,207.783,248043.0
2021-09-08,207.034,209.272,206.556,209.169,260853.0
2021-09-09,208.223,208.907,204.729,206.359,227099.0
2021-09-10,207.942,207.942,204.149,204.795,267718.0
2021-09-11,207.942,207.942,204.149,204.795,267718.0
2021-09-12,207.942,207.942,204.149,204.795,267718.0
2021-09-13,206.481,208.888,202.407,205.338,251493.0
2021-09-14,205.338,205.825,201.142,202.388,224036.0
2021-09-15,202.266,207.015,201.518,206.49,319470.0
2021-09-16,206.472,206.804,204.879,205.563,176672.0
2021-09-17,199.222,202.594,198.955,200.074,837213.0
