,MYL US Equity,MYL US Equity,MYL US Equity,MYL US Equity,MYL US Equity
2020-04-22,15.33,15.42,14.775,14.91,5530532.0
2020-04-23,15.12,15.58,15.06,15.3,3913121.0
2020-04-24,15.41,15.78,15.3,15.76,3712107.0
2020-04-25,15.41,15.78,15.3,15.76,3712107.0
2020-04-26,15.41,15.78,15.3,15.76,3712107.0
2020-04-27,15.87,16.25,15.78,16.14,5336937.0
2020-04-28,16.49,16.9,16.24,16.44,7026250.0
2020-04-29,16.7,17.54,16.56,17.32,5509668.0
2020-04-30,17.1,17.25,16.59,16.77,5824077.0
2020-05-01,16.66,16.665,15.875,16.125,3686903.0
2020-05-02,16.66,16.665,15.875,16.125,3686903.0
2020-05-03,16.66,16.665,15.875,16.125,3686903.0
2020-05-04,16.11,16.555,15.74,16.52,6109086.0
2020-05-05,16.5969,17.11,16.53,16.57,7236879.0
2020-05-06,16.66,17.18,16.555,16.865,7220044.0
2020-05-07,17.18,17.54,17.105,17.32,8203185.0
2020-05-08,17.68,17.78,17.3,17.57,7248115.0
2020-05-09,17.68,17.78,17.3,17.57,7248115.0
2020-05-10,17.68,17.78,17.3,17.57,7248115.0
2020-05-11,17.73,17.85,16.88,16.95,12830163.0
2020-05-12,17.09,17.48,16.16,16.23,6471492.0
2020-05-13,16.46,16.46,15.45,15.54,9179256.0
2020-05-14,15.38,15.5802,14.92,15.22,7518227.0
2020-05-15,15.07,15.3,14.795,15.16,6983180.0
2020-05-16,15.07,15.3,14.795,15.16,6983180.0
2020-05-17,15.07,15.3,14.795,15.16,6983180.0
2020-05-18,15.6,16.605,15.59,16.46,8534659.0
2020-05-19,16.46,16.46,15.84,16.05,4154740.0
2020-05-20,16.22,16.35,16.09,16.315,4981003.0
2020-05-21,16.2,16.34,15.715,15.995,5301640.0
2020-05-22,15.97,15.97,15.44,15.64,4932233.0
2020-05-23,15.97,15.97,15.44,15.64,4932233.0
2020-05-24,15.97,15.97,15.44,15.64,4932233.0
2020-05-25,15.97,15.97,15.44,15.64,4932233.0
2020-05-26,15.9279,16.35,15.91,16.14,6236004.0
2020-05-27,16.4,17.205,16.08,17.16,10340556.0
2020-05-28,17.29,17.49,16.85,17.25,6454049.0
2020-05-29,17.15,17.37,16.62,17.07,8152260.0
2020-05-30,17.15,17.37,16.62,17.07,8152260.0
2020-05-31,17.15,17.37,16.62,17.07,8152260.0
2020-06-01,17.01,17.83,17.0,17.62,6108480.0
2020-06-02,17.46,17.7,17.25,17.48,4638899.0
2020-06-03,17.53,17.75,17.46,17.54,3244719.0
2020-06-04,17.32,17.7,17.26,17.7,4732662.0
2020-06-05,18.15,18.715,17.54,17.67,7859913.0
2020-06-06,18.15,18.715,17.54,17.67,7859913.0
2020-06-07,18.15,18.715,17.54,17.67,7859913.0
2020-06-08,18.0,19.24,17.89,18.78,10387683.0
2020-06-09,19.0,19.02,18.22,18.45,8717451.0
2020-06-10,18.44,18.45,17.19,17.315,8972259.0
2020-06-11,16.81,16.995,16.235,16.3,11618002.0
2020-06-12,16.71,16.91,15.65,15.94,7872192.0
2020-06-13,16.71,16.91,15.65,15.94,7872192.0
2020-06-14,16.71,16.91,15.65,15.94,7872192.0
2020-06-15,15.45,16.12,15.29,15.9,7847489.0
2020-06-16,16.38,16.6,15.88,16.13,6876991.0
2020-06-17,16.53,16.6,15.89,15.97,5064133.0
2020-06-18,16.84,17.02,16.205,16.33,7755094.0
2020-06-19,16.62,16.77,15.99,16.16,9330503.0
2020-06-20,16.62,16.77,15.99,16.16,9330503.0
2020-06-21,16.62,16.77,15.99,16.16,9330503.0
2020-06-22,16.08,16.5,15.839,16.46,5221129.0
2020-06-23,16.53,16.63,16.04,16.24,5370353.0
2020-06-24,15.99,16.195,15.635,16.02,6633996.0
2020-06-25,15.9284,16.41,15.7633,16.38,4332654.0
2020-06-26,16.29,16.35,15.55,15.89,6905201.0
2020-06-27,16.29,16.35,15.55,15.89,6905201.0
2020-06-28,16.29,16.35,15.55,15.89,6905201.0
2020-06-29,16.0,16.2,15.775,15.99,2856965.0
2020-06-30,15.97,16.155,15.63,16.08,6161718.0
2020-07-01,16.02,16.27,15.7023,15.755,4226264.0
2020-07-02,16.0,16.16,15.76,15.93,4869912.0
2020-07-03,16.0,16.16,15.76,15.93,4869912.0
2020-07-04,16.0,16.16,15.76,15.93,4869912.0
2020-07-05,16.0,16.16,15.76,15.93,4869912.0
2020-07-06,16.1,16.565,15.98,16.54,6473064.0
2020-07-07,16.33,16.55,15.95,16.11,5491232.0
2020-07-08,16.07,16.26,15.88,16.19,6575562.0
2020-07-09,16.18,16.315,15.79,15.88,4951285.0
2020-07-10,15.83,16.14,15.67,16.1,2853123.0
2020-07-11,15.83,16.14,15.67,16.1,2853123.0
2020-07-12,15.83,16.14,15.67,16.1,2853123.0
2020-07-13,16.26,16.49,15.97,16.13,3986211.0
2020-07-14,16.31,16.54,16.09,16.52,4716099.0
2020-07-15,16.67,17.085,16.67,16.98,5459498.0
2020-07-16,16.87,17.01,16.67,16.84,3104022.0
2020-07-17,16.95,17.31,16.7,16.81,6276444.0
2020-07-18,16.95,17.31,16.7,16.81,6276444.0
2020-07-19,16.95,17.31,16.7,16.81,6276444.0
2020-07-20,16.75,16.9,16.5301,16.65,3322645.0
2020-07-21,16.65,16.82,16.31,16.37,4739141.0
2020-07-22,16.42,16.8,16.41,16.57,3331881.0
2020-07-23,16.52,16.6,16.02,16.08,6387323.0
2020-07-24,16.02,16.12,15.76,15.96,4166471.0
2020-07-25,16.02,16.12,15.76,15.96,4166471.0
2020-07-26,16.02,16.12,15.76,15.96,4166471.0
2020-07-27,15.86,16.26,15.72,16.22,2764011.0
2020-07-28,16.47,16.59,16.13,16.16,2807786.0
2020-07-29,16.04,17.12,15.87,17.0,9217529.0
2020-07-30,16.69,16.69,16.295,16.33,3486934.0
2020-07-31,16.3,16.36,15.88,16.11,2986494.0
2020-08-01,16.3,16.36,15.88,16.11,2986494.0
2020-08-02,16.3,16.36,15.88,16.11,2986494.0
2020-08-03,16.16,16.47,15.95,16.36,3025381.0
2020-08-04,16.42,16.57,16.25,16.32,3744797.0
2020-08-05,16.42,17.13,16.23,16.9,6507184.0
2020-08-06,17.26,17.69,16.145,16.42,5959912.0
2020-08-07,16.21,16.42,16.005,16.355,3873739.0
2020-08-08,16.21,16.42,16.005,16.355,3873739.0
2020-08-09,16.21,16.42,16.005,16.355,3873739.0
2020-08-10,16.36,16.57,16.265,16.36,2160417.0
2020-08-11,16.6,16.86,16.56,16.64,5807733.0
2020-08-12,16.7,16.81,16.065,16.18,4920823.0
2020-08-13,16.23,16.55,16.045,16.14,4371822.0
2020-08-14,16.0,16.3,15.91,16.19,4435536.0
2020-08-15,16.0,16.3,15.91,16.19,4435536.0
2020-08-16,16.0,16.3,15.91,16.19,4435536.0
2020-08-17,16.23,16.515,15.95,16.25,3282227.0
2020-08-18,16.38,16.41,15.99,16.19,6874828.0
2020-08-19,16.23,17.03,16.16,16.51,6349164.0
2020-08-20,16.33,16.45,16.09,16.34,5958575.0
2020-08-21,16.36,16.44,15.85,15.99,5361453.0
2020-08-22,16.36,16.44,15.85,15.99,5361453.0
2020-08-23,16.36,16.44,15.85,15.99,5361453.0
2020-08-24,16.0431,16.36,15.97,16.33,5328674.0
2020-08-25,16.49,16.535,15.925,16.03,5186212.0
2020-08-26,15.97,16.47,15.88,16.31,4717527.0
2020-08-27,16.32,16.46,16.15,16.18,3048884.0
2020-08-28,16.16,16.26,16.055,16.23,2333849.0
2020-08-29,16.16,16.26,16.055,16.23,2333849.0
2020-08-30,16.16,16.26,16.055,16.23,2333849.0
2020-08-31,16.2,16.505,16.01,16.38,5010576.0
2020-09-01,16.3,16.34,15.42,15.5,9444070.0
2020-09-02,15.5,15.885,15.33,15.71,5851261.0
2020-09-03,15.76,16.205,15.35,15.46,5809821.0
2020-09-04,15.64,15.92,15.39,15.81,8787742.0
2020-09-05,15.64,15.92,15.39,15.81,8787742.0
2020-09-06,15.64,15.92,15.39,15.81,8787742.0
2020-09-07,15.64,15.92,15.39,15.81,8787742.0
2020-09-08,15.81,15.91,15.53,15.635,5113455.0
2020-09-09,15.69,15.73,15.06,15.25,7411246.0
2020-09-10,15.27,15.435,15.02,15.06,6296339.0
2020-09-11,15.15,15.62,15.05,15.33,5763892.0
2020-09-12,15.15,15.62,15.05,15.33,5763892.0
2020-09-13,15.15,15.62,15.05,15.33,5763892.0
2020-09-14,15.46,15.835,15.285,15.77,4235022.0
2020-09-15,15.87,16.225,15.7,15.95,3920636.0
2020-09-16,16.02,16.22,15.4,16.0,8703895.0
2020-09-17,15.86,16.22,15.61,16.16,3781241.0
2020-09-18,16.16,16.19,15.61,15.73,6494076.0
2020-09-19,16.16,16.19,15.61,15.73,6494076.0
2020-09-20,16.16,16.19,15.61,15.73,6494076.0
2020-09-21,15.45,15.46,14.61,14.78,6813417.0
2020-09-22,14.75,14.95,14.485,14.82,5311106.0
2020-09-23,14.82,14.875,14.31,14.37,5600733.0
2020-09-24,14.29,14.425,14.02,14.21,4530547.0
2020-09-25,14.11,14.475,14.09,14.42,2902288.0
2020-09-26,14.11,14.475,14.09,14.42,2902288.0
2020-09-27,14.11,14.475,14.09,14.42,2902288.0
2020-09-28,14.64,14.84,14.57,14.64,4504367.0
2020-09-29,14.63,14.9,14.54,14.57,3163600.0
2020-09-30,14.6,14.99,14.59,14.83,3344608.0
2020-10-01,14.84,15.22,14.705,14.8,4538872.0
2020-10-02,14.64,15.16,14.59,14.89,4188342.0
2020-10-03,14.64,15.16,14.59,14.89,4188342.0
2020-10-04,14.64,15.16,14.59,14.89,4188342.0
2020-10-05,15.06,15.33,14.97,15.09,6272201.0
2020-10-06,15.17,15.3,14.825,14.87,4125860.0
2020-10-07,14.96,15.2099,14.85,14.91,6188503.0
2020-10-08,15.08,15.76,14.92,15.72,5484716.0
2020-10-09,15.87,15.97,15.47,15.64,3447702.0
2020-10-10,15.87,15.97,15.47,15.64,3447702.0
2020-10-11,15.87,15.97,15.47,15.64,3447702.0
2020-10-12,15.82,16.0,15.67,15.98,3196672.0
2020-10-13,15.72,15.85,15.445,15.59,3709350.0
2020-10-14,15.58,15.865,15.53,15.55,3042984.0
2020-10-15,15.39,15.75,15.26,15.735,2571993.0
2020-10-16,15.82,16.08,15.58,15.71,7066228.0
2020-10-17,15.82,16.08,15.58,15.71,7066228.0
2020-10-18,15.82,16.08,15.58,15.71,7066228.0
2020-10-19,15.73,15.805,15.39,15.42,3189995.0
2020-10-20,15.66,15.81,15.25,15.31,2838483.0
2020-10-21,15.08,15.53,15.08,15.14,3117870.0
2020-10-22,15.21,15.73,15.08,15.6,3537048.0
2020-10-23,15.75,15.8,15.44,15.69,2598019.0
2020-10-24,15.75,15.8,15.44,15.69,2598019.0
2020-10-25,15.75,15.8,15.44,15.69,2598019.0
2020-10-26,15.51,15.52,14.865,15.05,3514760.0
2020-10-27,14.77,15.04,14.42,14.46,3671688.0
2020-10-28,14.24,14.37,14.015,14.3,4895649.0
2020-10-29,14.1,14.5,14.001,14.37,3548552.0
2020-10-30,14.38,14.89,14.335,14.54,9155620.0
2020-10-31,14.38,14.89,14.335,14.54,9155620.0
2020-11-01,14.38,14.89,14.335,14.54,9155620.0
2020-11-02,14.79,15.14,14.6,15.14,7260684.0
2020-11-03,15.3,15.51,15.11,15.14,6771539.0
2020-11-04,15.3,15.52,14.93,15.075,10301570.0
2020-11-05,15.11,15.61,14.98,15.14,14470158.0
2020-11-06,15.47,15.47,14.465,14.65,9524476.0
2020-11-07,15.47,15.47,14.465,14.65,9524476.0
2020-11-08,15.47,15.47,14.465,14.65,9524476.0
2020-11-09,15.34,15.77,15.03,15.12,11475184.0
2020-11-10,15.22,16.0,15.1,15.64,18171861.0
2020-11-11,15.71,16.1,15.43,15.7,9762900.0
2020-11-12,15.63,15.695,15.25,15.51,12548350.0
2020-11-13,15.54,15.72,15.3,15.55,8509515.0
2020-11-14,15.54,15.72,15.3,15.55,8509515.0
2020-11-15,15.54,15.72,15.3,15.55,8509515.0
2020-11-16,15.64,16.15,15.34,15.855,26574166.0
2020-11-17,15.64,16.15,15.34,15.855,26574166.0
2020-11-18,15.64,16.15,15.34,15.855,26574166.0
2020-11-19,15.64,16.15,15.34,15.855,26574166.0
2020-11-20,15.64,16.15,15.34,15.855,26574166.0
2020-11-21,15.64,16.15,15.34,15.855,26574166.0
2020-11-22,15.64,16.15,15.34,15.855,26574166.0
2020-11-23,15.64,16.15,15.34,15.855,26574166.0
2020-11-24,15.64,16.15,15.34,15.855,26574166.0
2020-11-25,15.64,16.15,15.34,15.855,26574166.0
2020-11-26,15.64,16.15,15.34,15.855,26574166.0
2020-11-27,15.64,16.15,15.34,15.855,26574166.0
2020-11-28,15.64,16.15,15.34,15.855,26574166.0
2020-11-29,15.64,16.15,15.34,15.855,26574166.0
2020-11-30,15.64,16.15,15.34,15.855,26574166.0
2020-12-01,15.64,16.15,15.34,15.855,26574166.0
2020-12-02,15.64,16.15,15.34,15.855,26574166.0
2020-12-03,15.64,16.15,15.34,15.855,26574166.0
2020-12-04,15.64,16.15,15.34,15.855,26574166.0
2020-12-05,15.64,16.15,15.34,15.855,26574166.0
2020-12-06,15.64,16.15,15.34,15.855,26574166.0
2020-12-07,15.64,16.15,15.34,15.855,26574166.0
2020-12-08,15.64,16.15,15.34,15.855,26574166.0
2020-12-09,15.64,16.15,15.34,15.855,26574166.0
2020-12-10,15.64,16.15,15.34,15.855,26574166.0
2020-12-11,15.64,16.15,15.34,15.855,26574166.0
2020-12-12,15.64,16.15,15.34,15.855,26574166.0
2020-12-13,15.64,16.15,15.34,15.855,26574166.0
2020-12-14,15.64,16.15,15.34,15.855,26574166.0
2020-12-15,15.64,16.15,15.34,15.855,26574166.0
2020-12-16,15.64,16.15,15.34,15.855,26574166.0
2020-12-17,15.64,16.15,15.34,15.855,26574166.0
2020-12-18,15.64,16.15,15.34,15.855,26574166.0
2020-12-19,15.64,16.15,15.34,15.855,26574166.0
2020-12-20,15.64,16.15,15.34,15.855,26574166.0
2020-12-21,15.64,16.15,15.34,15.855,26574166.0
2020-12-22,15.64,16.15,15.34,15.855,26574166.0
2020-12-23,15.64,16.15,15.34,15.855,26574166.0
2020-12-24,15.64,16.15,15.34,15.855,26574166.0
2020-12-25,15.64,16.15,15.34,15.855,26574166.0
2020-12-26,15.64,16.15,15.34,15.855,26574166.0
2020-12-27,15.64,16.15,15.34,15.855,26574166.0
2020-12-28,15.64,16.15,15.34,15.855,26574166.0
2020-12-29,15.64,16.15,15.34,15.855,26574166.0
2020-12-30,15.64,16.15,15.34,15.855,26574166.0
2020-12-31,15.64,16.15,15.34,15.855,26574166.0
2021-01-01,15.64,16.15,15.34,15.855,26574166.0
2021-01-02,15.64,16.15,15.34,15.855,26574166.0
2021-01-03,15.64,16.15,15.34,15.855,26574166.0
2021-01-04,15.64,16.15,15.34,15.855,26574166.0
2021-01-05,15.64,16.15,15.34,15.855,26574166.0
2021-01-06,15.64,16.15,15.34,15.855,26574166.0
2021-01-07,15.64,16.15,15.34,15.855,26574166.0
2021-01-08,15.64,16.15,15.34,15.855,26574166.0
2021-01-09,15.64,16.15,15.34,15.855,26574166.0
2021-01-10,15.64,16.15,15.34,15.855,26574166.0
2021-01-11,15.64,16.15,15.34,15.855,26574166.0
2021-01-12,15.64,16.15,15.34,15.855,26574166.0
2021-01-13,15.64,16.15,15.34,15.855,26574166.0
2021-01-14,15.64,16.15,15.34,15.855,26574166.0
2021-01-15,15.64,16.15,15.34,15.855,26574166.0
2021-01-16,15.64,16.15,15.34,15.855,26574166.0
2021-01-17,15.64,16.15,15.34,15.855,26574166.0
2021-01-18,15.64,16.15,15.34,15.855,26574166.0
2021-01-19,15.64,16.15,15.34,15.855,26574166.0
2021-01-20,15.64,16.15,15.34,15.855,26574166.0
2021-01-21,15.64,16.15,15.34,15.855,26574166.0
2021-01-22,15.64,16.15,15.34,15.855,26574166.0
2021-01-23,15.64,16.15,15.34,15.855,26574166.0
2021-01-24,15.64,16.15,15.34,15.855,26574166.0
2021-01-25,15.64,16.15,15.34,15.855,26574166.0
2021-01-26,15.64,16.15,15.34,15.855,26574166.0
2021-01-27,15.64,16.15,15.34,15.855,26574166.0
2021-01-28,15.64,16.15,15.34,15.855,26574166.0
2021-01-29,15.64,16.15,15.34,15.855,26574166.0
2021-01-30,15.64,16.15,15.34,15.855,26574166.0
2021-01-31,15.64,16.15,15.34,15.855,26574166.0
2021-02-01,15.64,16.15,15.34,15.855,26574166.0
2021-02-02,15.64,16.15,15.34,15.855,26574166.0
2021-02-03,15.64,16.15,15.34,15.855,26574166.0
2021-02-04,15.64,16.15,15.34,15.855,26574166.0
2021-02-05,15.64,16.15,15.34,15.855,26574166.0
2021-02-06,15.64,16.15,15.34,15.855,26574166.0
2021-02-07,15.64,16.15,15.34,15.855,26574166.0
2021-02-08,15.64,16.15,15.34,15.855,26574166.0
2021-02-09,15.64,16.15,15.34,15.855,26574166.0
2021-02-10,15.64,16.15,15.34,15.855,26574166.0
2021-02-11,15.64,16.15,15.34,15.855,26574166.0
2021-02-12,15.64,16.15,15.34,15.855,26574166.0
2021-02-13,15.64,16.15,15.34,15.855,26574166.0
2021-02-14,15.64,16.15,15.34,15.855,26574166.0
2021-02-15,15.64,16.15,15.34,15.855,26574166.0
2021-02-16,15.64,16.15,15.34,15.855,26574166.0
2021-02-17,15.64,16.15,15.34,15.855,26574166.0
2021-02-18,15.64,16.15,15.34,15.855,26574166.0
2021-02-19,15.64,16.15,15.34,15.855,26574166.0
2021-02-20,15.64,16.15,15.34,15.855,26574166.0
2021-02-21,15.64,16.15,15.34,15.855,26574166.0
2021-02-22,15.64,16.15,15.34,15.855,26574166.0
2021-02-23,15.64,16.15,15.34,15.855,26574166.0
2021-02-24,15.64,16.15,15.34,15.855,26574166.0
2021-02-25,15.64,16.15,15.34,15.855,26574166.0
2021-02-26,15.64,16.15,15.34,15.855,26574166.0
2021-02-27,15.64,16.15,15.34,15.855,26574166.0
2021-02-28,15.64,16.15,15.34,15.855,26574166.0
2021-03-01,15.64,16.15,15.34,15.855,26574166.0
2021-03-02,15.64,16.15,15.34,15.855,26574166.0
2021-03-03,15.64,16.15,15.34,15.855,26574166.0
2021-03-04,15.64,16.15,15.34,15.855,26574166.0
2021-03-05,15.64,16.15,15.34,15.855,26574166.0
2021-03-06,15.64,16.15,15.34,15.855,26574166.0
2021-03-07,15.64,16.15,15.34,15.855,26574166.0
2021-03-08,15.64,16.15,15.34,15.855,26574166.0
2021-03-09,15.64,16.15,15.34,15.855,26574166.0
2021-03-10,15.64,16.15,15.34,15.855,26574166.0
2021-03-11,15.64,16.15,15.34,15.855,26574166.0
2021-03-12,15.64,16.15,15.34,15.855,26574166.0
2021-03-13,15.64,16.15,15.34,15.855,26574166.0
2021-03-14,15.64,16.15,15.34,15.855,26574166.0
2021-03-15,15.64,16.15,15.34,15.855,26574166.0
2021-03-16,15.64,16.15,15.34,15.855,26574166.0
2021-03-17,15.64,16.15,15.34,15.855,26574166.0
2021-03-18,15.64,16.15,15.34,15.855,26574166.0
2021-03-19,15.64,16.15,15.34,15.855,26574166.0
2021-03-20,15.64,16.15,15.34,15.855,26574166.0
2021-03-21,15.64,16.15,15.34,15.855,26574166.0
2021-03-22,15.64,16.15,15.34,15.855,26574166.0
2021-03-23,15.64,16.15,15.34,15.855,26574166.0
2021-03-24,15.64,16.15,15.34,15.855,26574166.0
2021-03-25,15.64,16.15,15.34,15.855,26574166.0
2021-03-26,15.64,16.15,15.34,15.855,26574166.0
2021-03-27,15.64,16.15,15.34,15.855,26574166.0
2021-03-28,15.64,16.15,15.34,15.855,26574166.0
2021-03-29,15.64,16.15,15.34,15.855,26574166.0
2021-03-30,15.64,16.15,15.34,15.855,26574166.0
2021-03-31,15.64,16.15,15.34,15.855,26574166.0
2021-04-01,15.64,16.15,15.34,15.855,26574166.0
2021-04-02,15.64,16.15,15.34,15.855,26574166.0
2021-04-03,15.64,16.15,15.34,15.855,26574166.0
2021-04-04,15.64,16.15,15.34,15.855,26574166.0
2021-04-05,15.64,16.15,15.34,15.855,26574166.0
2021-04-06,15.64,16.15,15.34,15.855,26574166.0
2021-04-07,15.64,16.15,15.34,15.855,26574166.0
2021-04-08,15.64,16.15,15.34,15.855,26574166.0
2021-04-09,15.64,16.15,15.34,15.855,26574166.0
2021-04-10,15.64,16.15,15.34,15.855,26574166.0
2021-04-11,15.64,16.15,15.34,15.855,26574166.0
2021-04-12,15.64,16.15,15.34,15.855,26574166.0
2021-04-13,15.64,16.15,15.34,15.855,26574166.0
2021-04-14,15.64,16.15,15.34,15.855,26574166.0
2021-04-15,15.64,16.15,15.34,15.855,26574166.0
2021-04-16,15.64,16.15,15.34,15.855,26574166.0
2021-04-17,15.64,16.15,15.34,15.855,26574166.0
2021-04-18,15.64,16.15,15.34,15.855,26574166.0
2021-04-19,15.64,16.15,15.34,15.855,26574166.0
2021-04-20,15.64,16.15,15.34,15.855,26574166.0
2021-04-21,15.64,16.15,15.34,15.855,26574166.0
2021-04-22,15.64,16.15,15.34,15.855,26574166.0
2021-04-23,15.64,16.15,15.34,15.855,26574166.0
2021-04-24,15.64,16.15,15.34,15.855,26574166.0
2021-04-25,15.64,16.15,15.34,15.855,26574166.0
2021-04-26,15.64,16.15,15.34,15.855,26574166.0
2021-04-27,15.64,16.15,15.34,15.855,26574166.0
2021-04-28,15.64,16.15,15.34,15.855,26574166.0
2021-04-29,15.64,16.15,15.34,15.855,26574166.0
2021-04-30,15.64,16.15,15.34,15.855,26574166.0
2021-05-01,15.64,16.15,15.34,15.855,26574166.0
2021-05-02,15.64,16.15,15.34,15.855,26574166.0
2021-05-03,15.64,16.15,15.34,15.855,26574166.0
2021-05-04,15.64,16.15,15.34,15.855,26574166.0
2021-05-05,15.64,16.15,15.34,15.855,26574166.0
2021-05-06,15.64,16.15,15.34,15.855,26574166.0
2021-05-07,15.64,16.15,15.34,15.855,26574166.0
2021-05-08,15.64,16.15,15.34,15.855,26574166.0
2021-05-09,15.64,16.15,15.34,15.855,26574166.0
2021-05-10,15.64,16.15,15.34,15.855,26574166.0
2021-05-11,15.64,16.15,15.34,15.855,26574166.0
2021-05-12,15.64,16.15,15.34,15.855,26574166.0
2021-05-13,15.64,16.15,15.34,15.855,26574166.0
2021-05-14,15.64,16.15,15.34,15.855,26574166.0
2021-05-15,15.64,16.15,15.34,15.855,26574166.0
2021-05-16,15.64,16.15,15.34,15.855,26574166.0
2021-05-17,15.64,16.15,15.34,15.855,26574166.0
2021-05-18,15.64,16.15,15.34,15.855,26574166.0
2021-05-19,15.64,16.15,15.34,15.855,26574166.0
2021-05-20,15.64,16.15,15.34,15.855,26574166.0
2021-05-21,15.64,16.15,15.34,15.855,26574166.0
2021-05-22,15.64,16.15,15.34,15.855,26574166.0
2021-05-23,15.64,16.15,15.34,15.855,26574166.0
2021-05-24,15.64,16.15,15.34,15.855,26574166.0
2021-05-25,15.64,16.15,15.34,15.855,26574166.0
2021-05-26,15.64,16.15,15.34,15.855,26574166.0
2021-05-27,15.64,16.15,15.34,15.855,26574166.0
2021-05-28,15.64,16.15,15.34,15.855,26574166.0
2021-05-29,15.64,16.15,15.34,15.855,26574166.0
2021-05-30,15.64,16.15,15.34,15.855,26574166.0
2021-05-31,15.64,16.15,15.34,15.855,26574166.0
2021-06-01,15.64,16.15,15.34,15.855,26574166.0
2021-06-02,15.64,16.15,15.34,15.855,26574166.0
2021-06-03,15.64,16.15,15.34,15.855,26574166.0
2021-06-04,15.64,16.15,15.34,15.855,26574166.0
2021-06-05,15.64,16.15,15.34,15.855,26574166.0
2021-06-06,15.64,16.15,15.34,15.855,26574166.0
2021-06-07,15.64,16.15,15.34,15.855,26574166.0
2021-06-08,15.64,16.15,15.34,15.855,26574166.0
2021-06-09,15.64,16.15,15.34,15.855,26574166.0
2021-06-10,15.64,16.15,15.34,15.855,26574166.0
2021-06-11,15.64,16.15,15.34,15.855,26574166.0
2021-06-12,15.64,16.15,15.34,15.855,26574166.0
2021-06-13,15.64,16.15,15.34,15.855,26574166.0
2021-06-14,15.64,16.15,15.34,15.855,26574166.0
2021-06-15,15.64,16.15,15.34,15.855,26574166.0
2021-06-16,15.64,16.15,15.34,15.855,26574166.0
2021-06-17,15.64,16.15,15.34,15.855,26574166.0
2021-06-18,15.64,16.15,15.34,15.855,26574166.0
2021-06-19,15.64,16.15,15.34,15.855,26574166.0
2021-06-20,15.64,16.15,15.34,15.855,26574166.0
2021-06-21,15.64,16.15,15.34,15.855,26574166.0
2021-06-22,15.64,16.15,15.34,15.855,26574166.0
2021-06-23,15.64,16.15,15.34,15.855,26574166.0
2021-06-24,15.64,16.15,15.34,15.855,26574166.0
2021-06-25,15.64,16.15,15.34,15.855,26574166.0
2021-06-26,15.64,16.15,15.34,15.855,26574166.0
2021-06-27,15.64,16.15,15.34,15.855,26574166.0
2021-06-28,15.64,16.15,15.34,15.855,26574166.0
2021-06-29,15.64,16.15,15.34,15.855,26574166.0
2021-06-30,15.64,16.15,15.34,15.855,26574166.0
2021-07-01,15.64,16.15,15.34,15.855,26574166.0
2021-07-02,15.64,16.15,15.34,15.855,26574166.0
2021-07-03,15.64,16.15,15.34,15.855,26574166.0
2021-07-04,15.64,16.15,15.34,15.855,26574166.0
2021-07-05,15.64,16.15,15.34,15.855,26574166.0
2021-07-06,15.64,16.15,15.34,15.855,26574166.0
2021-07-07,15.64,16.15,15.34,15.855,26574166.0
2021-07-08,15.64,16.15,15.34,15.855,26574166.0
2021-07-09,15.64,16.15,15.34,15.855,26574166.0
2021-07-10,15.64,16.15,15.34,15.855,26574166.0
2021-07-11,15.64,16.15,15.34,15.855,26574166.0
2021-07-12,15.64,16.15,15.34,15.855,26574166.0
2021-07-13,15.64,16.15,15.34,15.855,26574166.0
2021-07-14,15.64,16.15,15.34,15.855,26574166.0
2021-07-15,15.64,16.15,15.34,15.855,26574166.0
2021-07-16,15.64,16.15,15.34,15.855,26574166.0
2021-07-17,15.64,16.15,15.34,15.855,26574166.0
2021-07-18,15.64,16.15,15.34,15.855,26574166.0
2021-07-19,15.64,16.15,15.34,15.855,26574166.0
2021-07-20,15.64,16.15,15.34,15.855,26574166.0
2021-07-21,15.64,16.15,15.34,15.855,26574166.0
2021-07-22,15.64,16.15,15.34,15.855,26574166.0
2021-07-23,15.64,16.15,15.34,15.855,26574166.0
2021-07-24,15.64,16.15,15.34,15.855,26574166.0
2021-07-25,15.64,16.15,15.34,15.855,26574166.0
2021-07-26,15.64,16.15,15.34,15.855,26574166.0
2021-07-27,15.64,16.15,15.34,15.855,26574166.0
2021-07-28,15.64,16.15,15.34,15.855,26574166.0
2021-07-29,15.64,16.15,15.34,15.855,26574166.0
2021-07-30,15.64,16.15,15.34,15.855,26574166.0
2021-07-31,15.64,16.15,15.34,15.855,26574166.0
2021-08-01,15.64,16.15,15.34,15.855,26574166.0
2021-08-02,15.64,16.15,15.34,15.855,26574166.0
2021-08-03,15.64,16.15,15.34,15.855,26574166.0
2021-08-04,15.64,16.15,15.34,15.855,26574166.0
2021-08-05,15.64,16.15,15.34,15.855,26574166.0
2021-08-06,15.64,16.15,15.34,15.855,26574166.0
2021-08-07,15.64,16.15,15.34,15.855,26574166.0
2021-08-08,15.64,16.15,15.34,15.855,26574166.0
2021-08-09,15.64,16.15,15.34,15.855,26574166.0
2021-08-10,15.64,16.15,15.34,15.855,26574166.0
2021-08-11,15.64,16.15,15.34,15.855,26574166.0
2021-08-12,15.64,16.15,15.34,15.855,26574166.0
2021-08-13,15.64,16.15,15.34,15.855,26574166.0
2021-08-14,15.64,16.15,15.34,15.855,26574166.0
2021-08-15,15.64,16.15,15.34,15.855,26574166.0
