,MYL US Equity,MYL US Equity,MYL US Equity,MYL US Equity,MYL US Equity
2024-04-04,15.64,16.15,15.34,15.855,26574166.0
2024-04-05,15.64,16.15,15.34,15.855,26574166.0
2024-04-06,15.64,16.15,15.34,15.855,26574166.0
2024-04-07,15.64,16.15,15.34,15.855,26574166.0
2024-04-08,15.64,16.15,15.34,15.855,26574166.0
2024-04-09,15.64,16.15,15.34,15.855,26574166.0
2024-04-10,15.64,16.15,15.34,15.855,26574166.0
2024-04-11,15.64,16.15,15.34,15.855,26574166.0
2024-04-12,15.64,16.15,15.34,15.855,26574166.0
2024-04-13,15.64,16.15,15.34,15.855,26574166.0
2024-04-14,15.64,16.15,15.34,15.855,26574166.0
2024-04-15,15.64,16.15,15.34,15.855,26574166.0
2024-04-16,15.64,16.15,15.34,15.855,26574166.0
2024-04-17,15.64,16.15,15.34,15.855,26574166.0
2024-04-18,15.64,16.15,15.34,15.855,26574166.0
2024-04-19,15.64,16.15,15.34,15.855,26574166.0
2024-04-20,15.64,16.15,15.34,15.855,26574166.0
2024-04-21,15.64,16.15,15.34,15.855,26574166.0
2024-04-22,15.64,16.15,15.34,15.855,26574166.0
2024-04-23,15.64,16.15,15.34,15.855,26574166.0
2024-04-24,15.64,16.15,15.34,15.855,26574166.0
2024-04-25,15.64,16.15,15.34,15.855,26574166.0
2024-04-26,15.64,16.15,15.34,15.855,26574166.0
2024-04-27,15.64,16.15,15.34,15.855,26574166.0
2024-04-28,15.64,16.15,15.34,15.855,26574166.0
2024-04-29,15.64,16.15,15.34,15.855,26574166.0
2024-04-30,15.64,16.15,15.34,15.855,26574166.0
2024-05-01,15.64,16.15,15.34,15.855,26574166.0
