,MANH US Equity,MANH US Equity,MANH US Equity,MANH US Equity,MANH US Equity
2021-05-08,133.0,135.67,132.1401,132.86,493671.0
2021-05-09,133.0,135.67,132.1401,132.86,493671.0
2021-05-10,132.1,132.13,128.085,128.58,401337.0
2021-05-11,125.45,131.84,125.26,131.56,398465.0
2021-05-12,129.74,131.31,127.09,128.77,542812.0
2021-05-13,130.73,132.53,127.74,130.44,288108.0
2021-05-14,131.71,134.56,131.26,133.73,295808.0
2021-05-15,131.71,134.56,131.26,133.73,295808.0
2021-05-16,131.71,134.56,131.26,133.73,295808.0
2021-05-17,132.73,134.0199,129.95,132.18,293341.0
2021-05-18,133.06,136.94,131.94,132.12,293296.0
2021-05-19,129.37,130.63,128.01,129.91,284148.0
2021-05-20,130.72,134.57,129.99,132.92,196974.0
2021-05-21,133.98,133.98,131.97,132.37,253594.0
2021-05-22,133.98,133.98,131.97,132.37,253594.0
2021-05-23,133.98,133.98,131.97,132.37,253594.0
2021-05-24,133.73,134.965,132.445,133.64,267088.0
2021-05-25,134.17,135.155,133.27,133.44,293505.0
2021-05-26,135.31,135.76,132.99,135.24,543135.0
2021-05-27,134.68,136.55,132.85,135.75,466625.0
2021-05-28,137.11,138.51,135.88,135.98,302633.0
2021-05-29,137.11,138.51,135.88,135.98,302633.0
2021-05-30,137.11,138.51,135.88,135.98,302633.0
2021-05-31,137.11,138.51,135.88,135.98,302633.0
2021-06-01,136.2,137.52,134.11,136.34,294201.0
2021-06-02,137.0,137.59,135.05,135.82,511313.0
2021-06-03,134.03,135.33,132.82,134.13,239534.0
2021-06-04,135.13,138.05,134.86,137.55,263321.0
2021-06-05,135.13,138.05,134.86,137.55,263321.0
2021-06-06,135.13,138.05,134.86,137.55,263321.0
2021-06-07,136.9,138.3,135.67,136.09,320537.0
2021-06-08,136.97,139.16,136.24,138.99,279086.0
2021-06-09,139.54,140.86,138.38,138.51,296417.0
2021-06-10,138.33,143.22,137.82,142.97,332471.0
2021-06-11,143.41,145.85,141.81,144.45,326417.0
2021-06-12,143.41,145.85,141.81,144.45,326417.0
2021-06-13,143.41,145.85,141.81,144.45,326417.0
2021-06-14,144.45,146.345,143.24,146.13,337078.0
2021-06-15,145.75,146.18,142.54,142.9,231927.0
2021-06-16,142.94,144.23,140.77,143.41,263486.0
2021-06-17,142.85,144.32,142.08,142.79,351697.0
2021-06-18,140.52,142.19,139.4,139.78,617538.0
2021-06-19,140.52,142.19,139.4,139.78,617538.0
2021-06-20,140.52,142.19,139.4,139.78,617538.0
2021-06-21,140.55,147.336,138.34,141.27,357595.0
2021-06-22,141.13,143.86,140.155,143.74,300139.0
2021-06-23,143.66,144.1871,141.38,141.75,314986.0
2021-06-24,142.63,143.33,141.74,142.59,265755.0
2021-06-25,142.97,146.81,142.6,145.61,1036598.0
2021-06-26,142.97,146.81,142.6,145.61,1036598.0
2021-06-27,142.97,146.81,142.6,145.61,1036598.0
2021-06-28,146.45,147.125,144.23,145.19,170923.0
2021-06-29,145.96,147.21,144.31,146.33,398618.0
2021-06-30,146.17,146.2625,144.155,144.84,221122.0
2021-07-01,144.92,147.52,144.0725,147.01,321895.0
2021-07-02,147.79,149.639,146.59,147.63,213367.0
2021-07-03,147.79,149.639,146.59,147.63,213367.0
2021-07-04,147.79,149.639,146.59,147.63,213367.0
2021-07-05,147.79,149.639,146.59,147.63,213367.0
2021-07-06,148.9,149.27,146.76,148.4,316741.0
2021-07-07,148.76,149.57,146.25,147.63,159416.0
2021-07-08,144.92,147.23,143.0,146.02,230618.0
2021-07-09,146.705,147.9,145.46,147.68,508888.0
2021-07-10,146.705,147.9,145.46,147.68,508888.0
2021-07-11,146.705,147.9,145.46,147.68,508888.0
2021-07-12,147.99,148.17,143.55,144.14,210224.0
2021-07-13,143.72,143.87,141.25,141.54,299891.0
2021-07-14,142.58,143.79,140.17,140.8,365327.0
2021-07-15,140.19,142.04,138.8,139.62,239831.0
2021-07-16,140.88,142.15,139.48,139.8,236637.0
2021-07-17,140.88,142.15,139.48,139.8,236637.0
2021-07-18,140.88,142.15,139.48,139.8,236637.0
2021-07-19,137.88,142.22,137.2457,141.11,374353.0
2021-07-20,142.01,146.31,141.42,144.57,330915.0
2021-07-21,144.58,146.16,144.32,145.55,390065.0
2021-07-22,145.86,147.07,145.33,146.37,166350.0
2021-07-23,147.1,149.2,145.67,149.16,208318.0
2021-07-24,147.1,149.2,145.67,149.16,208318.0
2021-07-25,147.1,149.2,145.67,149.16,208318.0
2021-07-26,149.57,149.78,146.765,147.24,237520.0
2021-07-27,146.64,147.795,142.44,145.22,278060.0
2021-07-28,154.61,163.195,152.0,156.21,547662.0
2021-07-29,156.44,161.65,156.44,160.91,425410.0
2021-07-30,160.51,163.34,159.22,159.63,366438.0
2021-07-31,160.51,163.34,159.22,159.63,366438.0
2021-08-01,160.51,163.34,159.22,159.63,366438.0
2021-08-02,160.96,163.91,160.155,160.78,327982.0
2021-08-03,160.93,163.87,159.42,163.8,251227.0
2021-08-04,162.32,163.8,160.01,161.17,323064.0
2021-08-05,162.11,164.0,161.14,163.98,437239.0
2021-08-06,163.83,166.94,161.32,166.43,373351.0
2021-08-07,163.83,166.94,161.32,166.43,373351.0
2021-08-08,163.83,166.94,161.32,166.43,373351.0
2021-08-09,166.19,167.73,159.77,159.97,497853.0
2021-08-10,160.06,163.22,158.2,158.74,251142.0
2021-08-11,158.72,159.9799,155.825,157.54,564730.0
2021-08-12,157.05,158.12,153.79,155.73,373181.0
2021-08-13,155.95,157.36,152.9311,157.24,198188.0
2021-08-14,155.95,157.36,152.9311,157.24,198188.0
2021-08-15,155.95,157.36,152.9311,157.24,198188.0
2021-08-16,157.43,158.89,155.41,158.28,184657.0
2021-08-17,157.06,158.29,155.93,156.98,359110.0
2021-08-18,156.81,163.545,153.19,153.55,475007.0
2021-08-19,152.75,156.11,152.75,154.67,214252.0
2021-08-20,155.0,158.58,154.68,158.45,270656.0
2021-08-21,155.0,158.58,154.68,158.45,270656.0
2021-08-22,155.0,158.58,154.68,158.45,270656.0
2021-08-23,159.24,161.14,158.615,160.13,186678.0
2021-08-24,160.24,163.03,160.01,162.9,320761.0
2021-08-25,163.31,164.49,162.21,162.66,202471.0
2021-08-26,162.64,164.98,162.64,162.89,192242.0
2021-08-27,163.75,167.19,163.75,165.65,246568.0
2021-08-28,163.75,167.19,163.75,165.65,246568.0
2021-08-29,163.75,167.19,163.75,165.65,246568.0
2021-08-30,167.34,167.75,164.54,164.84,311391.0
2021-08-31,164.37,164.47,162.67,162.99,506800.0
2021-09-01,163.27,164.93,162.14,163.6,394841.0
2021-09-02,164.11,167.4,163.92,164.9,391287.0
2021-09-03,164.25,165.935,163.93,165.15,296149.0
2021-09-04,164.25,165.935,163.93,165.15,296149.0
2021-09-05,164.25,165.935,163.93,165.15,296149.0
2021-09-06,164.25,165.935,163.93,165.15,296149.0
2021-09-07,165.17,165.985,161.8,162.09,228098.0
2021-09-08,161.91,164.95,160.82,164.75,257288.0
2021-09-09,165.14,165.62,161.62,161.76,212657.0
2021-09-10,162.48,164.255,161.16,162.34,314378.0
2021-09-11,162.48,164.255,161.16,162.34,314378.0
2021-09-12,162.48,164.255,161.16,162.34,314378.0
2021-09-13,163.76,163.76,159.55,161.51,289299.0
2021-09-14,162.93,165.675,161.81,162.44,355136.0
2021-09-15,162.44,164.84,161.69,163.16,419883.0
2021-09-16,163.12,163.14,159.64,159.68,304214.0
2021-09-17,159.44,160.63,156.21,156.69,807546.0
2021-09-18,159.44,160.63,156.21,156.69,807546.0
2021-09-19,159.44,160.63,156.21,156.69,807546.0
2021-09-20,153.75,156.37,152.485,156.04,407304.0
2021-09-21,157.72,159.01,155.87,158.27,388103.0
2021-09-22,158.5,161.37,156.3901,160.44,243446.0
2021-09-23,161.53,162.58,159.95,160.14,268729.0
2021-09-24,159.04,161.115,158.14,160.56,190047.0
2021-09-25,159.04,161.115,158.14,160.56,190047.0
2021-09-26,159.04,161.115,158.14,160.56,190047.0
2021-09-27,159.89,162.38,157.48,162.01,253321.0
2021-09-28,160.66,161.94,152.91,153.15,354637.0
2021-09-29,153.87,155.21,152.69,152.84,453252.0
2021-09-30,153.94,155.56,152.76,153.03,350479.0
2021-10-01,153.74,156.4,151.87,155.69,489849.0
2021-10-02,153.74,156.4,151.87,155.69,489849.0
2021-10-03,153.74,156.4,151.87,155.69,489849.0
2021-10-04,154.97,156.69,150.89,152.2,327275.0
2021-10-05,152.27,155.97,152.03,154.49,336937.0
2021-10-06,153.4,155.03,152.03,154.75,186618.0
2021-10-07,156.15,158.17,155.56,155.81,198911.0
2021-10-08,156.31,157.32,152.95,153.69,169579.0
2021-10-09,156.31,157.32,152.95,153.69,169579.0
2021-10-10,156.31,157.32,152.95,153.69,169579.0
2021-10-11,154.65,156.34,151.81,152.51,155664.0
2021-10-12,152.61,154.465,151.05,152.34,211917.0
2021-10-13,153.79,155.62,152.48,153.24,443804.0
2021-10-14,155.35,160.32,155.35,159.75,325718.0
2021-10-15,161.28,163.34,159.6,162.2,333383.0
2021-10-16,161.28,163.34,159.6,162.2,333383.0
2021-10-17,161.28,163.34,159.6,162.2,333383.0
2021-10-18,161.66,167.2,160.8801,166.89,256244.0
2021-10-19,167.84,169.26,166.655,169.07,238829.0
2021-10-20,169.74,170.48,167.42,169.85,232258.0
2021-10-21,169.83,170.87,167.41,169.0,173450.0
2021-10-22,169.16,170.64,167.975,168.64,157878.0
2021-10-23,169.16,170.64,167.975,168.64,157878.0
2021-10-24,169.16,170.64,167.975,168.64,157878.0
2021-10-25,169.08,172.27,168.69,170.08,224728.0
2021-10-26,170.4,172.4,169.385,169.9,324764.0
2021-10-27,173.75,181.21,169.8,179.53,732981.0
2021-10-28,179.62,183.13,178.23,181.12,496593.0
2021-10-29,179.7,182.23,178.845,181.54,358526.0
2021-10-30,179.7,182.23,178.845,181.54,358526.0
2021-10-31,179.7,182.23,178.845,181.54,358526.0
2021-11-01,182.16,182.82,178.7,182.52,261227.0
2021-11-02,183.05,185.81,181.99,185.09,339345.0
2021-11-03,184.78,185.875,182.89,185.02,246877.0
2021-11-04,185.07,188.52,184.13,184.49,231061.0
2021-11-05,185.48,187.3,179.28,180.11,218580.0
2021-11-06,185.48,187.3,179.28,180.11,218580.0
2021-11-07,185.48,187.3,179.28,180.11,218580.0
2021-11-08,181.28,182.105,175.86,176.12,313130.0
2021-11-09,177.19,179.55,176.06,176.97,200982.0
2021-11-10,175.81,176.4525,169.34,171.03,244827.0
2021-11-11,172.57,174.44,172.3,173.72,187817.0
2021-11-12,174.31,174.98,172.71,174.55,171841.0
2021-11-13,174.31,174.98,172.71,174.55,171841.0
2021-11-14,174.31,174.98,172.71,174.55,171841.0
2021-11-15,174.72,177.19,173.475,173.72,181215.0
2021-11-16,173.38,175.35,172.37,174.19,236241.0
2021-11-17,174.19,175.105,169.24,169.45,247296.0
2021-11-18,169.78,169.78,166.87,168.72,201400.0
2021-11-19,169.24,173.76,166.94,168.23,210575.0
2021-11-20,169.24,173.76,166.94,168.23,210575.0
2021-11-21,169.24,173.76,166.94,168.23,210575.0
2021-11-22,169.63,170.35,164.32,165.67,361397.0
2021-11-23,164.4,166.7,158.735,160.18,363316.0
2021-11-24,159.09,161.74,157.08,161.0,181760.0
2021-11-25,159.09,161.74,157.08,161.0,181760.0
2021-11-26,159.03,161.63,156.56,156.74,105801.0
2021-11-27,159.03,161.63,156.56,156.74,105801.0
2021-11-28,159.03,161.63,156.56,156.74,105801.0
2021-11-29,158.99,161.775,157.45,159.37,179570.0
2021-11-30,158.66,160.93,154.71,156.16,303592.0
2021-12-01,158.57,159.83,151.18,151.19,289013.0
2021-12-02,151.0,155.7299,150.31,154.47,539703.0
2021-12-03,155.0,159.0,147.6701,151.09,352666.0
2021-12-04,155.0,159.0,147.6701,151.09,352666.0
2021-12-05,155.0,159.0,147.6701,151.09,352666.0
2021-12-06,151.57,153.95,148.595,149.59,385287.0
2021-12-07,152.49,155.62,152.41,153.99,380831.0
2021-12-08,155.81,156.04,151.23,154.9,347477.0
2021-12-09,154.42,157.1429,149.89,149.92,326011.0
2021-12-10,151.74,152.65,147.76,149.75,701292.0
2021-12-11,151.74,152.65,147.76,149.75,701292.0
2021-12-12,151.74,152.65,147.76,149.75,701292.0
2021-12-13,150.0,153.42,149.045,151.71,601731.0
2021-12-14,149.83,153.26,145.91,148.12,362487.0
2021-12-15,148.38,151.69,145.66,151.48,341230.0
2021-12-16,154.83,154.83,147.79,147.79,337715.0
2021-12-17,147.38,151.65,145.89,150.44,820958.0
2021-12-18,147.38,151.65,145.89,150.44,820958.0
2021-12-19,147.38,151.65,145.89,150.44,820958.0
2021-12-20,147.77,148.945,145.83,147.96,308360.0
2021-12-21,149.0,152.18,148.215,152.04,265090.0
2021-12-22,152.57,154.87,151.5,154.77,200380.0
2021-12-23,154.75,155.7,154.51,155.28,129162.0
2021-12-24,154.75,155.7,154.51,155.28,129162.0
2021-12-25,154.75,155.7,154.51,155.28,129162.0
2021-12-26,154.75,155.7,154.51,155.28,129162.0
2021-12-27,155.78,158.63,154.02,158.53,205478.0
2021-12-28,159.17,159.36,156.81,157.49,143694.0
2021-12-29,157.49,159.34,156.09,158.68,125817.0
2021-12-30,159.07,160.23,156.79,156.86,140678.0
2021-12-31,156.86,157.9,155.27,155.49,136266.0
2022-01-01,156.86,157.9,155.27,155.49,136266.0
2022-01-02,156.86,157.9,155.27,155.49,136266.0
2022-01-03,155.28,155.4,150.99,152.63,278379.0
2022-01-04,152.73,152.9,145.96,147.94,415636.0
2022-01-05,147.2,149.57,141.1422,141.49,442075.0
2022-01-06,140.27,142.73,138.22,140.9,257878.0
2022-01-07,140.4,146.37,138.18,139.42,279147.0
2022-01-08,140.4,146.37,138.18,139.42,279147.0
2022-01-09,140.4,146.37,138.18,139.42,279147.0
2022-01-10,137.65,141.86,135.04,140.88,287844.0
2022-01-11,141.17,144.14,139.27,143.89,222424.0
2022-01-12,144.66,147.34,144.39,145.45,399426.0
2022-01-13,145.3,147.01,137.8,138.55,246129.0
2022-01-14,137.24,138.9,133.93,136.21,266367.0
2022-01-15,137.24,138.9,133.93,136.21,266367.0
2022-01-16,137.24,138.9,133.93,136.21,266367.0
2022-01-17,137.24,138.9,133.93,136.21,266367.0
2022-01-18,134.06,134.93,131.34,131.7,511484.0
2022-01-19,132.41,136.23,132.04,132.24,246466.0
2022-01-20,133.66,136.07,130.05,130.17,201682.0
2022-01-21,130.09,136.38,127.465,128.15,270965.0
2022-01-22,130.09,136.38,127.465,128.15,270965.0
2022-01-23,130.09,136.38,127.465,128.15,270965.0
2022-01-24,125.79,131.82,122.43,131.56,315057.0
2022-01-25,128.85,129.8557,125.335,126.47,407964.0
2022-01-26,129.78,130.9815,122.81,124.31,288740.0
2022-01-27,125.94,128.94,123.8452,124.55,265003.0
2022-01-28,124.69,129.08,122.67,129.08,285863.0
2022-01-29,124.69,129.08,122.67,129.08,285863.0
2022-01-30,124.69,129.08,122.67,129.08,285863.0
2022-01-31,129.61,134.215,128.665,133.87,492275.0
2022-02-01,134.33,135.49,130.67,134.17,628887.0
2022-02-02,134.78,136.0,126.49,127.58,902517.0
2022-02-03,125.31,130.655,124.94,126.2,778233.0
2022-02-04,126.13,131.06,126.13,129.21,377379.0
2022-02-05,126.13,131.06,126.13,129.21,377379.0
2022-02-06,126.13,131.06,126.13,129.21,377379.0
2022-02-07,129.54,130.66,125.18,125.34,434145.0
2022-02-08,125.57,127.97,124.45,127.01,431913.0
2022-02-09,129.87,133.71,129.64,133.66,341251.0
2022-02-10,130.0,134.75,128.4,129.27,374098.0
2022-02-11,130.13,131.63,127.4,130.43,620508.0
2022-02-12,130.13,131.63,127.4,130.43,620508.0
2022-02-13,130.13,131.63,127.4,130.43,620508.0
2022-02-14,130.45,131.79,128.08,129.73,671926.0
2022-02-15,131.98,132.265,130.38,132.1,306080.0
2022-02-16,131.19,132.11,128.94,131.47,270230.0
2022-02-17,130.49,132.46,128.23,128.75,427174.0
2022-02-18,129.24,130.01,125.075,126.07,333016.0
2022-02-19,129.24,130.01,125.075,126.07,333016.0
2022-02-20,129.24,130.01,125.075,126.07,333016.0
2022-02-21,129.24,130.01,125.075,126.07,333016.0
2022-02-22,125.0,128.29,124.21,126.64,514339.0
2022-02-23,127.64,128.5,125.48,126.06,444093.0
2022-02-24,123.45,134.37,123.45,134.01,489079.0
2022-02-25,133.77,134.64,131.45,134.12,358653.0
2022-02-26,133.77,134.64,131.45,134.12,358653.0
2022-02-27,133.77,134.64,131.45,134.12,358653.0
2022-02-28,133.33,135.04,131.36,133.68,356141.0
2022-03-01,133.9,136.35,132.2,132.93,325041.0
2022-03-02,133.59,136.53,131.83,136.4,456855.0
2022-03-03,137.86,138.12,132.68,133.59,264649.0
2022-03-04,133.12,136.91,129.61,130.77,233847.0
2022-03-05,133.12,136.91,129.61,130.77,233847.0
2022-03-06,133.12,136.91,129.61,130.77,233847.0
2022-03-07,131.35,132.05,126.6,126.69,424348.0
2022-03-08,126.02,128.36,124.61,126.55,461547.0
2022-03-09,129.07,135.3499,128.98,134.39,391263.0
2022-03-10,132.04,133.74,130.86,131.75,280203.0
2022-03-11,132.89,134.0,130.31,130.7,247235.0
2022-03-12,132.89,134.0,130.31,130.7,247235.0
2022-03-13,132.89,134.0,130.31,130.7,247235.0
2022-03-14,130.61,132.85,127.22,127.8,250200.0
2022-03-15,128.03,131.17,126.86,129.7,256137.0
2022-03-16,131.04,135.535,130.05,135.48,301410.0
2022-03-17,134.29,136.17,133.38,136.17,348280.0
2022-03-18,136.45,140.83,136.38,140.51,414347.0
2022-03-19,136.45,140.83,136.38,140.51,414347.0
2022-03-20,136.45,140.83,136.38,140.51,414347.0
2022-03-21,139.63,141.36,136.94,138.13,259559.0
2022-03-22,142.52,146.05,140.98,145.29,354900.0
2022-03-23,142.88,145.45,140.25,140.43,266009.0
2022-03-24,140.7,141.06,138.37,140.78,186026.0
2022-03-25,140.84,140.84,136.33,137.15,316633.0
2022-03-26,140.84,140.84,136.33,137.15,316633.0
2022-03-27,140.84,140.84,136.33,137.15,316633.0
2022-03-28,137.27,139.41,135.28,139.39,265789.0
2022-03-29,141.24,144.66,138.645,144.04,246128.0
2022-03-30,142.7,143.305,141.08,142.05,242974.0
2022-03-31,141.97,142.54,138.59,138.71,252669.0
2022-04-01,138.58,141.21,138.01,140.12,418030.0
2022-04-02,138.58,141.21,138.01,140.12,418030.0
2022-04-03,138.58,141.21,138.01,140.12,418030.0
2022-04-04,140.97,142.76,140.665,141.97,245019.0
2022-04-05,142.6,142.91,138.56,139.16,245039.0
2022-04-06,137.51,138.73,134.67,137.49,259160.0
2022-04-07,137.3,140.84,134.82,137.02,501527.0
2022-04-08,136.41,136.99,134.2,134.22,283977.0
2022-04-09,136.41,136.99,134.2,134.22,283977.0
2022-04-10,136.41,136.99,134.2,134.22,283977.0
2022-04-11,132.45,133.73,130.63,132.38,309038.0
2022-04-12,134.41,136.92,133.09,133.15,210517.0
2022-04-13,132.6,136.54,131.64,136.03,187204.0
2022-04-14,136.56,138.54,135.89,136.6,281589.0
2022-04-15,136.56,138.54,135.89,136.6,281589.0
2022-04-16,136.56,138.54,135.89,136.6,281589.0
2022-04-17,136.56,138.54,135.89,136.6,281589.0
2022-04-18,135.84,137.97,134.48,137.39,314344.0
2022-04-19,137.22,142.61,136.87,141.53,292514.0
2022-04-20,142.72,145.545,140.99,142.18,240169.0
2022-04-21,144.16,145.74,137.71,138.48,182252.0
2022-04-22,138.51,140.505,131.945,132.03,319004.0
2022-04-23,138.51,140.505,131.945,132.03,319004.0
2022-04-24,138.51,140.505,131.945,132.03,319004.0
2022-04-25,131.94,134.89,130.93,134.75,251546.0
2022-04-26,133.57,134.17,129.01,129.5,370968.0
2022-04-27,129.88,134.485,128.955,129.5,601436.0
2022-04-28,132.14,134.9699,126.75,132.41,372738.0
2022-04-29,131.59,133.38,130.27,130.55,340996.0
2022-04-30,131.59,133.38,130.27,130.55,340996.0
2022-05-01,131.59,133.38,130.27,130.55,340996.0
2022-05-02,130.55,132.21,128.85,131.35,349660.0
2022-05-03,130.27,131.67,127.25,128.48,334708.0
2022-05-04,128.53,132.97,125.08,132.43,363050.0
2022-05-05,130.16,131.76,123.92,126.0,449793.0
2022-05-06,124.71,126.245,120.79,123.84,536978.0
2022-05-07,124.71,126.245,120.79,123.84,536978.0
2022-05-08,124.71,126.245,120.79,123.84,536978.0
2022-05-09,121.35,122.645,117.51,118.02,322984.0
2022-05-10,120.42,121.02,114.71,117.83,368905.0
2022-05-11,116.73,119.63,112.95,113.47,400881.0
2022-05-12,112.35,116.81,112.15,115.45,450269.0
2022-05-13,117.44,123.34,116.06,121.78,381737.0
2022-05-14,117.44,123.34,116.06,121.78,381737.0
2022-05-15,117.44,123.34,116.06,121.78,381737.0
2022-05-16,120.39,122.19,117.55,117.94,259599.0
2022-05-17,120.44,121.88,117.17,120.78,279530.0
2022-05-18,118.7,120.59,111.58,112.66,481913.0
2022-05-19,112.49,118.475,111.92,116.81,421955.0
2022-05-20,118.7,119.9,114.64,117.66,242834.0
2022-05-21,118.7,119.9,114.64,117.66,242834.0
2022-05-22,118.7,119.9,114.64,117.66,242834.0
2022-05-23,118.67,118.835,115.6,118.05,287132.0
2022-05-24,116.16,117.09,113.48,114.37,178530.0
2022-05-25,113.01,117.36,113.01,116.19,208516.0
2022-05-26,116.09,119.655,115.18,119.11,172732.0
2022-05-27,120.97,123.27,120.9,122.58,321051.0
2022-05-28,120.97,123.27,120.9,122.58,321051.0
2022-05-29,120.97,123.27,120.9,122.58,321051.0
2022-05-30,120.97,123.27,120.9,122.58,321051.0
2022-05-31,122.0,122.3,119.78,120.93,355168.0
2022-06-01,121.95,124.69,119.51,121.7,242244.0
2022-06-02,121.25,129.72,115.88,128.62,316892.0
2022-06-03,127.02,128.94,124.48,125.52,295964.0
2022-06-04,127.02,128.94,124.48,125.52,295964.0
2022-06-05,127.02,128.94,124.48,125.52,295964.0
2022-06-06,127.77,127.77,124.79,125.31,250738.0
2022-06-07,123.65,129.26,122.66,128.6,219631.0
2022-06-08,128.67,129.76,126.735,126.81,227764.0
2022-06-09,125.34,127.16,123.37,123.47,170035.0
2022-06-10,120.85,120.85,117.625,118.5,253067.0
2022-06-11,120.85,120.85,117.625,118.5,253067.0
2022-06-12,120.85,120.85,117.625,118.5,253067.0
2022-06-13,114.4,116.09,110.345,110.88,459407.0
2022-06-14,111.81,112.35,108.94,110.62,428077.0
2022-06-15,112.62,114.82,111.45,113.62,469727.0
2022-06-16,110.99,111.72,107.82,108.72,422169.0
2022-06-17,111.05,112.85,109.62,111.27,654053.0
2022-06-18,111.05,112.85,109.62,111.27,654053.0
2022-06-19,111.05,112.85,109.62,111.27,654053.0
2022-06-20,111.05,112.85,109.62,111.27,654053.0
2022-06-21,112.42,114.14,111.14,111.35,239253.0
2022-06-22,110.03,112.69,109.9494,110.82,262640.0
2022-06-23,112.37,115.85,111.095,115.27,215655.0
2022-06-24,116.82,120.69,116.82,120.32,411248.0
2022-06-25,116.82,120.69,116.82,120.32,411248.0
2022-06-26,116.82,120.69,116.82,120.32,411248.0
2022-06-27,120.11,120.14,118.04,118.73,187654.0
2022-06-28,118.88,120.0,115.54,115.77,187545.0
2022-06-29,116.31,117.11,114.83,117.04,208608.0
2022-06-30,115.26,115.71,111.74,114.6,374909.0
2022-07-01,115.05,117.23,112.59,117.23,258064.0
2022-07-02,115.05,117.23,112.59,117.23,258064.0
2022-07-03,115.05,117.23,112.59,117.23,258064.0
2022-07-04,115.05,117.23,112.59,117.23,258064.0
2022-07-05,115.75,121.195,115.39,120.66,294688.0
2022-07-06,121.55,123.03,120.61,121.56,306959.0
2022-07-07,121.5,125.04,121.5,124.21,178036.0
2022-07-08,122.81,124.72,122.29,123.69,162244.0
2022-07-09,122.81,124.72,122.29,123.69,162244.0
2022-07-10,122.81,124.72,122.29,123.69,162244.0
2022-07-11,122.26,123.03,120.555,122.05,131537.0
2022-07-12,122.4,123.34,115.41,115.5,509687.0
2022-07-13,113.76,114.125,110.9,111.92,470727.0
2022-07-14,110.81,112.28,106.02,108.95,576187.0
2022-07-15,110.97,112.7507,109.76,112.29,220355.0
2022-07-16,110.97,112.7507,109.76,112.29,220355.0
2022-07-17,110.97,112.7507,109.76,112.29,220355.0
2022-07-18,113.06,114.52,112.43,112.9,269389.0
2022-07-19,114.88,115.675,113.43,114.75,524472.0
2022-07-20,115.81,119.88,114.92,118.94,303667.0
2022-07-21,118.97,120.845,118.43,120.72,247624.0
2022-07-22,120.31,121.91,117.96,118.73,239633.0
2022-07-23,120.31,121.91,117.96,118.73,239633.0
2022-07-24,120.31,121.91,117.96,118.73,239633.0
2022-07-25,118.48,119.66,117.43,118.96,292087.0
2022-07-26,119.19,119.19,115.355,116.62,471794.0
2022-07-27,121.77,139.26,121.2901,137.44,993029.0
2022-07-28,135.21,140.09,133.8,139.06,599276.0
2022-07-29,139.45,141.69,137.66,140.67,284671.0
2022-07-30,139.45,141.69,137.66,140.67,284671.0
2022-07-31,139.45,141.69,137.66,140.67,284671.0
2022-08-01,139.11,141.8515,137.68,140.16,266936.0
2022-08-02,138.67,141.05,138.23,139.35,324005.0
2022-08-03,140.11,145.205,139.68,144.97,360563.0
2022-08-04,145.17,145.21,141.37,143.64,367190.0
2022-08-05,141.81,145.18,141.45,145.0,250053.0
2022-08-06,141.81,145.18,141.45,145.0,250053.0
2022-08-07,141.81,145.18,141.45,145.0,250053.0
2022-08-08,145.99,148.34,145.31,146.1,245874.0
2022-08-09,144.97,146.0,143.485,145.02,258281.0
2022-08-10,148.69,150.51,147.58,148.31,348933.0
2022-08-11,150.11,150.31,147.24,147.94,275806.0
2022-08-12,148.73,150.06,147.73,149.99,222876.0
2022-08-13,148.73,150.06,147.73,149.99,222876.0
2022-08-14,148.73,150.06,147.73,149.99,222876.0
2022-08-15,149.89,153.83,149.89,153.61,251401.0
2022-08-16,152.25,155.3,151.74,155.0,399473.0
2022-08-17,153.06,155.81,152.83,154.01,433707.0
2022-08-18,154.41,154.41,151.54,152.04,314239.0
2022-08-19,150.36,150.36,147.9566,148.93,281059.0
2022-08-20,150.36,150.36,147.9566,148.93,281059.0
2022-08-21,150.36,150.36,147.9566,148.93,281059.0
2022-08-22,146.65,147.7625,144.88,146.01,245088.0
2022-08-23,145.19,147.68,143.905,144.48,201145.0
2022-08-24,145.32,146.46,144.66,145.68,170353.0
2022-08-25,146.72,148.51,145.68,148.35,183873.0
2022-08-26,147.82,148.18,142.26,142.45,183068.0
2022-08-27,147.82,148.18,142.26,142.45,183068.0
2022-08-28,147.82,148.18,142.26,142.45,183068.0
2022-08-29,141.2,142.76,140.31,140.81,146714.0
2022-08-30,141.64,142.41,139.87,141.43,203087.0
2022-08-31,142.88,143.23,141.12,141.26,216619.0
2022-09-01,139.56,140.21,137.3,140.09,231372.0
2022-09-02,141.63,142.13,136.155,136.88,261362.0
2022-09-03,141.63,142.13,136.155,136.88,261362.0
2022-09-04,141.63,142.13,136.155,136.88,261362.0
2022-09-05,141.63,142.13,136.155,136.88,261362.0
2022-09-06,136.64,137.49,134.9,137.04,290545.0
2022-09-07,137.28,139.72,136.61,139.51,256054.0
2022-09-08,138.06,141.32,137.51,141.28,193674.0
2022-09-09,142.46,146.76,142.33,145.31,337511.0
2022-09-10,142.46,146.76,142.33,145.31,337511.0
2022-09-11,142.46,146.76,142.33,145.31,337511.0
2022-09-12,145.97,147.41,145.31,146.47,267082.0
2022-09-13,141.18,142.95,139.95,140.77,276912.0
2022-09-14,140.91,141.82,139.12,141.51,304062.0
2022-09-15,140.33,141.84,139.23,140.1,321012.0
2022-09-16,138.71,138.71,135.83,137.74,898915.0
