,MTZ US Equity,MTZ US Equity,MTZ US Equity,MTZ US Equity,MTZ US Equity
2020-05-03,39.4,40.97,36.0901,37.13,1897613.0
2020-05-04,36.0,36.59,34.655,35.08,955219.0
2020-05-05,35.78,37.06,35.405,35.45,935867.0
2020-05-06,35.68,36.01,34.13,34.15,660566.0
2020-05-07,34.83,35.69,34.77,34.9,619835.0
2020-05-08,35.76,36.605,35.57,36.5,703955.0
2020-05-09,35.76,36.605,35.57,36.5,703955.0
2020-05-10,35.76,36.605,35.57,36.5,703955.0
2020-05-11,35.5,35.79,34.25,34.99,922533.0
2020-05-12,35.32,35.89,32.46,32.48,1060336.0
2020-05-13,32.28,32.61,30.48,31.03,1051688.0
2020-05-14,30.17,32.5,29.17,32.44,966523.0
2020-05-15,32.15,33.25,31.52,33.12,907726.0
2020-05-16,32.15,33.25,31.52,33.12,907726.0
2020-05-17,32.15,33.25,31.52,33.12,907726.0
2020-05-18,35.09,37.02,35.09,36.64,1020150.0
2020-05-19,37.0,38.44,36.64,36.68,981213.0
2020-05-20,37.94,38.79,37.54,37.65,1172408.0
2020-05-21,37.65,38.76,36.9,36.98,655997.0
2020-05-22,37.06,37.06,36.01,36.48,406456.0
2020-05-23,37.06,37.06,36.01,36.48,406456.0
2020-05-24,37.06,37.06,36.01,36.48,406456.0
2020-05-25,37.06,37.06,36.01,36.48,406456.0
2020-05-26,38.82,40.51,38.49,40.16,837841.0
2020-05-27,41.81,42.17,39.75,41.63,769400.0
2020-05-28,42.29,42.37,39.35,39.5,531686.0
2020-05-29,38.56,39.78,38.1,39.15,997850.0
2020-05-30,38.56,39.78,38.1,39.15,997850.0
2020-05-31,38.56,39.78,38.1,39.15,997850.0
2020-06-01,39.39,41.04,38.89,40.75,732897.0
2020-06-02,41.36,43.36,41.36,42.75,925900.0
2020-06-03,44.12,44.84,43.69,44.16,753694.0
2020-06-04,43.44,44.95,43.01,44.58,726820.0
2020-06-05,47.51,48.205,46.52,47.07,802679.0
2020-06-06,47.51,48.205,46.52,47.07,802679.0
2020-06-07,47.51,48.205,46.52,47.07,802679.0
2020-06-08,48.25,48.32,46.12,46.24,766126.0
2020-06-09,44.9,45.34,43.83,44.38,494684.0
2020-06-10,44.35,44.39,41.64,41.87,1164329.0
2020-06-11,38.85,40.11,37.51,37.51,1252358.0
2020-06-12,39.82,40.2,37.82,39.01,1224470.0
2020-06-13,39.82,40.2,37.82,39.01,1224470.0
2020-06-14,39.82,40.2,37.82,39.01,1224470.0
2020-06-15,37.16,40.87,36.82,40.87,899929.0
2020-06-16,44.54,45.33,43.26,45.01,2628689.0
2020-06-17,44.98,45.38,43.23,43.49,1481461.0
2020-06-18,42.76,43.95,42.46,42.91,866684.0
2020-06-19,43.58,45.01,43.56,44.75,2090477.0
2020-06-20,43.58,45.01,43.56,44.75,2090477.0
2020-06-21,43.58,45.01,43.56,44.75,2090477.0
2020-06-22,44.17,45.69,43.36,45.39,1406518.0
2020-06-23,46.0,46.3,44.84,45.35,1001477.0
2020-06-24,44.37,44.49,41.565,41.7,1362207.0
2020-06-25,41.18,43.51,40.84,43.47,684309.0
2020-06-26,42.8,43.48,41.73,43.41,2691965.0
2020-06-27,42.8,43.48,41.73,43.41,2691965.0
2020-06-28,42.8,43.48,41.73,43.41,2691965.0
2020-06-29,44.05,44.89,43.31,44.54,837473.0
2020-06-30,43.99,45.18,43.88,44.87,635774.0
2020-07-01,45.16,45.31,43.22,43.24,699279.0
2020-07-02,44.39,45.4151,43.42,43.62,560218.0
2020-07-03,44.39,45.4151,43.42,43.62,560218.0
2020-07-04,44.39,45.4151,43.42,43.62,560218.0
2020-07-05,44.39,45.4151,43.42,43.62,560218.0
2020-07-06,44.57,44.57,41.94,42.68,976269.0
2020-07-07,42.22,42.49,40.15,40.22,1032020.0
2020-07-08,40.11,40.87,39.185,39.67,1056803.0
2020-07-09,39.63,39.72,37.03,37.14,1159937.0
2020-07-10,37.32,38.49,36.81,38.07,1327630.0
2020-07-11,37.32,38.49,36.81,38.07,1327630.0
2020-07-12,37.32,38.49,36.81,38.07,1327630.0
2020-07-13,38.61,39.06,37.45,38.03,1317000.0
2020-07-14,37.88,39.3,37.56,38.75,587336.0
2020-07-15,40.22,40.79,39.235,40.43,775897.0
2020-07-16,40.43,41.3,40.0101,40.56,487424.0
2020-07-17,40.49,41.54,40.48,40.82,695004.0
2020-07-18,40.49,41.54,40.48,40.82,695004.0
2020-07-19,40.49,41.54,40.48,40.82,695004.0
2020-07-20,40.32,40.486,39.26,39.79,779557.0
2020-07-21,40.51,42.3,40.5,42.06,764502.0
2020-07-22,41.68,42.35,41.39,41.88,595349.0
2020-07-23,41.66,41.98,40.51,40.66,470776.0
2020-07-24,40.59,40.93,39.875,40.07,452839.0
2020-07-25,40.59,40.93,39.875,40.07,452839.0
2020-07-26,40.59,40.93,39.875,40.07,452839.0
2020-07-27,40.0,40.97,39.6,40.91,326306.0
2020-07-28,40.56,41.455,39.29,39.34,489451.0
2020-07-29,39.62,40.06,39.2,39.89,811133.0
2020-07-30,39.18,39.1899,37.4,37.82,1369006.0
2020-07-31,39.21,41.16,37.92,39.78,2416167.0
2020-08-01,39.21,41.16,37.92,39.78,2416167.0
2020-08-02,39.21,41.16,37.92,39.78,2416167.0
2020-08-03,40.31,43.19,40.31,42.72,1533378.0
2020-08-04,42.14,42.91,41.73,41.8,1157911.0
2020-08-05,42.49,44.85,42.3,44.49,1052929.0
2020-08-06,44.42,44.79,43.46,43.72,659048.0
2020-08-07,43.19,44.53,43.02,44.27,574964.0
2020-08-08,43.19,44.53,43.02,44.27,574964.0
2020-08-09,43.19,44.53,43.02,44.27,574964.0
2020-08-10,44.47,45.54,44.43,45.24,524659.0
2020-08-11,46.2,47.6,45.83,46.48,824331.0
2020-08-12,48.41,49.86,47.57,48.76,1521938.0
2020-08-13,48.02,48.515,46.44,46.71,564942.0
2020-08-14,46.0,46.87,45.718,46.24,362442.0
2020-08-15,46.0,46.87,45.718,46.24,362442.0
2020-08-16,46.0,46.87,45.718,46.24,362442.0
2020-08-17,46.7,46.7,45.365,45.98,499381.0
2020-08-18,45.9,46.14,45.2,45.44,543846.0
2020-08-19,45.28,46.8,44.75,46.16,695508.0
2020-08-20,45.47,46.04,44.98,45.69,292581.0
2020-08-21,45.2,45.67,44.98,45.18,406068.0
2020-08-22,45.2,45.67,44.98,45.18,406068.0
2020-08-23,45.2,45.67,44.98,45.18,406068.0
2020-08-24,45.4,46.07,45.11,45.52,461778.0
2020-08-25,46.06,46.06,44.53,44.88,374317.0
2020-08-26,45.0,45.81,44.3,45.54,537159.0
2020-08-27,45.76,46.54,45.05,46.04,544174.0
2020-08-28,46.3,46.73,45.4,46.66,498998.0
2020-08-29,46.3,46.73,45.4,46.66,498998.0
2020-08-30,46.3,46.73,45.4,46.66,498998.0
2020-08-31,46.39,46.93,45.92,46.21,519332.0
2020-09-01,45.81,47.39,45.21,47.39,753652.0
2020-09-02,47.62,47.86,47.0,47.27,479548.0
2020-09-03,47.5,47.8,44.88,45.08,578867.0
2020-09-04,46.03,46.1,44.21,44.93,398760.0
2020-09-05,46.03,46.1,44.21,44.93,398760.0
2020-09-06,46.03,46.1,44.21,44.93,398760.0
2020-09-07,46.03,46.1,44.21,44.93,398760.0
2020-09-08,44.07,44.79,43.255,43.95,568121.0
2020-09-09,44.28,45.07,43.23,43.27,799327.0
2020-09-10,43.79,43.79,42.07,42.88,462962.0
2020-09-11,43.0,43.71,42.68,42.93,533051.0
2020-09-12,43.0,43.71,42.68,42.93,533051.0
2020-09-13,43.0,43.71,42.68,42.93,533051.0
2020-09-14,43.36,44.03,42.62,43.64,719171.0
2020-09-15,44.0,44.02,42.25,42.45,624613.0
2020-09-16,42.62,44.7,42.41,44.24,922582.0
2020-09-17,43.45,46.18,43.21,44.79,1240038.0
2020-09-18,45.18,45.26,42.79,43.46,1790287.0
2020-09-19,45.18,45.26,42.79,43.46,1790287.0
2020-09-20,45.18,45.26,42.79,43.46,1790287.0
2020-09-21,42.02,42.41,40.26,40.59,820063.0
2020-09-22,40.84,41.895,40.51,41.7,761781.0
2020-09-23,41.82,43.4,41.56,41.71,588549.0
2020-09-24,41.7,42.14,40.87,41.48,414699.0
2020-09-25,41.0,42.23,40.8,42.05,484422.0
2020-09-26,41.0,42.23,40.8,42.05,484422.0
2020-09-27,41.0,42.23,40.8,42.05,484422.0
2020-09-28,42.91,43.76,42.7,43.13,475598.0
2020-09-29,42.95,43.69,42.25,43.3,615385.0
2020-09-30,43.72,43.77,41.96,42.2,581970.0
2020-10-01,42.16,42.69,41.33,41.5,535183.0
2020-10-02,40.32,42.95,40.18,42.61,637376.0
2020-10-03,40.32,42.95,40.18,42.61,637376.0
2020-10-04,40.32,42.95,40.18,42.61,637376.0
2020-10-05,43.07,45.73,43.07,43.9,514401.0
2020-10-06,44.64,45.01,42.98,43.26,827631.0
2020-10-07,43.7,45.94,43.7,45.74,780574.0
2020-10-08,46.15,46.96,45.89,46.56,677213.0
2020-10-09,46.94,47.1,46.31,46.75,1238220.0
2020-10-10,46.94,47.1,46.31,46.75,1238220.0
2020-10-11,46.94,47.1,46.31,46.75,1238220.0
2020-10-12,46.93,49.35,46.82,48.92,1270484.0
2020-10-13,48.18,49.2025,47.445,47.75,1336959.0
2020-10-14,47.62,48.47,47.42,47.8,531637.0
2020-10-15,46.88,48.6,46.82,48.28,673416.0
2020-10-16,48.15,48.66,47.335,48.17,321252.0
2020-10-17,48.15,48.66,47.335,48.17,321252.0
2020-10-18,48.15,48.66,47.335,48.17,321252.0
2020-10-19,48.67,49.0999,46.6,47.16,540603.0
2020-10-20,47.61,48.92,46.97,48.74,606906.0
2020-10-21,48.51,49.17,47.83,47.87,505120.0
2020-10-22,47.98,49.63,47.77,49.38,557346.0
2020-10-23,49.75,51.24,49.21,51.05,804632.0
2020-10-24,49.75,51.24,49.21,51.05,804632.0
2020-10-25,49.75,51.24,49.21,51.05,804632.0
2020-10-26,50.18,50.18,48.03,48.35,676788.0
2020-10-27,48.53,49.54,47.48,47.66,593958.0
2020-10-28,46.32,47.6188,45.81,47.08,677751.0
2020-10-29,46.92,49.19,46.32,48.35,1167151.0
2020-10-30,48.0,51.39,47.0653,49.64,1827532.0
2020-10-31,48.0,51.39,47.0653,49.64,1827532.0
2020-11-01,48.0,51.39,47.0653,49.64,1827532.0
2020-11-02,50.35,50.645,48.72,50.45,1164453.0
2020-11-03,51.49,51.9,49.75,50.21,913696.0
2020-11-04,49.02,52.44,47.12,52.11,1330693.0
2020-11-05,52.38,55.0,52.22,53.74,981815.0
2020-11-06,53.74,54.46,52.51,52.95,696415.0
2020-11-07,53.74,54.46,52.51,52.95,696415.0
2020-11-08,53.74,54.46,52.51,52.95,696415.0
2020-11-09,57.19,59.97,53.78,55.15,1028392.0
2020-11-10,55.31,56.51,54.75,55.0,1229246.0
2020-11-11,55.68,55.68,53.04,54.05,942100.0
2020-11-12,53.32,54.4999,52.41,53.12,583279.0
2020-11-13,53.78,55.0,53.3201,53.85,694531.0
2020-11-14,53.78,55.0,53.3201,53.85,694531.0
2020-11-15,53.78,55.0,53.3201,53.85,694531.0
2020-11-16,55.25,56.59,53.94,56.33,1081855.0
2020-11-17,55.81,57.07,55.38,56.69,632826.0
2020-11-18,57.23,57.61,55.9,55.98,714015.0
2020-11-19,56.05,56.67,54.67,55.85,521048.0
2020-11-20,55.71,56.8,55.085,56.09,534808.0
2020-11-21,55.71,56.8,55.085,56.09,534808.0
2020-11-22,55.71,56.8,55.085,56.09,534808.0
2020-11-23,56.89,58.4,56.85,58.03,860679.0
2020-11-24,58.18,61.49,57.85,59.23,1604683.0
2020-11-25,58.88,59.15,57.565,57.83,702959.0
2020-11-26,58.88,59.15,57.565,57.83,702959.0
2020-11-27,58.0,58.36,56.85,57.81,615279.0
2020-11-28,58.0,58.36,56.85,57.81,615279.0
2020-11-29,58.0,58.36,56.85,57.81,615279.0
2020-11-30,57.37,57.81,55.64,56.71,809605.0
2020-12-01,57.77,57.94,56.4,56.58,989697.0
2020-12-02,56.83,59.14,56.06,58.42,472185.0
2020-12-03,58.62,61.75,57.8,61.22,1072609.0
2020-12-04,61.87,62.78,61.3,62.59,1042029.0
2020-12-05,61.87,62.78,61.3,62.59,1042029.0
2020-12-06,61.87,62.78,61.3,62.59,1042029.0
2020-12-07,62.52,63.16,61.65,62.7,708548.0
2020-12-08,62.75,64.44,62.5,64.26,848127.0
2020-12-09,65.59,67.2,64.96,66.64,1128549.0
2020-12-10,66.0,67.66,66.0,67.55,667767.0
2020-12-11,67.52,68.82,67.25,67.95,803154.0
2020-12-12,67.52,68.82,67.25,67.95,803154.0
2020-12-13,67.52,68.82,67.25,67.95,803154.0
2020-12-14,68.8,69.3899,66.42,66.71,1002227.0
2020-12-15,67.2,68.1,66.65,67.62,776776.0
2020-12-16,68.27,68.48,66.94,67.02,515815.0
2020-12-17,67.02,67.33,64.26,65.85,825215.0
2020-12-18,66.13,67.05,65.4,66.08,1772663.0
2020-12-19,66.13,67.05,65.4,66.08,1772663.0
2020-12-20,66.13,67.05,65.4,66.08,1772663.0
2020-12-21,65.71,67.53,65.1775,67.05,746842.0
2020-12-22,67.08,68.93,66.5238,68.8,572747.0
2020-12-23,69.0,70.58,68.75,69.85,614600.0
2020-12-24,70.0,70.1868,69.37,69.87,184996.0
2020-12-25,70.0,70.1868,69.37,69.87,184996.0
2020-12-26,70.0,70.1868,69.37,69.87,184996.0
2020-12-27,70.0,70.1868,69.37,69.87,184996.0
2020-12-28,70.46,71.115,69.96,70.4,436056.0
2020-12-29,70.09,70.6499,67.74,68.24,875572.0
2020-12-30,68.5,69.72,68.01,68.72,486975.0
2020-12-31,68.72,68.92,67.95,68.18,484687.0
2021-01-01,68.72,68.92,67.95,68.18,484687.0
2021-01-02,68.72,68.92,67.95,68.18,484687.0
2021-01-03,68.72,68.92,67.95,68.18,484687.0
2021-01-04,68.49,69.545,67.05,67.29,599413.0
2021-01-05,67.69,69.85,67.4,69.25,675928.0
2021-01-06,71.33,78.96,71.17,78.64,1568681.0
2021-01-07,80.3,81.84,79.16,79.35,1080579.0
2021-01-08,79.6,80.065,74.7625,76.44,1180430.0
2021-01-09,79.6,80.065,74.7625,76.44,1180430.0
2021-01-10,79.6,80.065,74.7625,76.44,1180430.0
2021-01-11,75.94,78.75,75.22,77.24,889124.0
2021-01-12,77.67,81.5,76.62,80.53,865319.0
2021-01-13,80.34,80.53,77.52,78.09,696473.0
2021-01-14,79.62,82.7509,79.05,81.4,917418.0
2021-01-15,80.1,82.55,77.8401,81.21,850290.0
2021-01-16,80.1,82.55,77.8401,81.21,850290.0
2021-01-17,80.1,82.55,77.8401,81.21,850290.0
2021-01-18,80.1,82.55,77.8401,81.21,850290.0
2021-01-19,81.89,82.4599,80.2,80.99,1446928.0
2021-01-20,81.67,82.44,80.0,81.76,943931.0
2021-01-21,82.5,82.97,80.62,80.71,682682.0
2021-01-22,79.95,82.38,79.5,82.3,512705.0
2021-01-23,79.95,82.38,79.5,82.3,512705.0
2021-01-24,79.95,82.38,79.5,82.3,512705.0
2021-01-25,82.64,83.2,78.84,79.92,792237.0
2021-01-26,80.25,81.19,79.2,81.07,762109.0
2021-01-27,78.85,83.18,77.59,81.29,1537279.0
2021-01-28,82.96,83.99,77.7821,79.06,813965.0
2021-01-29,78.99,80.57,76.77,77.15,866205.0
2021-01-30,78.99,80.57,76.77,77.15,866205.0
2021-01-31,78.99,80.57,76.77,77.15,866205.0
2021-02-01,77.71,81.08,77.5,80.69,785211.0
2021-02-02,81.35,81.95,79.04,80.72,544117.0
2021-02-03,80.49,81.9,80.31,81.5,503063.0
2021-02-04,81.53,83.11,81.09,82.93,647614.0
2021-02-05,83.98,85.505,83.15,84.48,581834.0
2021-02-06,83.98,85.505,83.15,84.48,581834.0
2021-02-07,83.98,85.505,83.15,84.48,581834.0
2021-02-08,85.07,86.41,82.11,82.91,699554.0
2021-02-09,82.77,85.0905,80.85,84.45,579673.0
2021-02-10,84.85,85.7665,83.76,84.67,628947.0
2021-02-11,85.41,87.51,83.38,85.72,508445.0
2021-02-12,85.4,87.22,85.2,86.57,457611.0
2021-02-13,85.4,87.22,85.2,86.57,457611.0
2021-02-14,85.4,87.22,85.2,86.57,457611.0
2021-02-15,85.4,87.22,85.2,86.57,457611.0
2021-02-16,86.54,87.44,85.9,86.41,788483.0
2021-02-17,85.5,86.91,83.2167,84.61,499864.0
2021-02-18,84.27,84.27,80.86,83.74,534694.0
2021-02-19,84.28,86.63,84.12,85.88,481231.0
2021-02-20,84.28,86.63,84.12,85.88,481231.0
2021-02-21,84.28,86.63,84.12,85.88,481231.0
2021-02-22,86.09,88.65,85.48,87.26,508585.0
2021-02-23,86.57,88.61,84.06,88.48,697427.0
2021-02-24,89.0,90.87,88.17,89.14,734910.0
2021-02-25,88.53,89.98,86.6701,87.74,1028396.0
2021-02-26,87.35,92.15,85.51,86.75,1143353.0
2021-02-27,87.35,92.15,85.51,86.75,1143353.0
2021-02-28,87.35,92.15,85.51,86.75,1143353.0
2021-03-01,90.24,91.95,88.645,88.97,666163.0
2021-03-02,89.13,90.38,87.0,89.28,656313.0
2021-03-03,89.55,92.55,89.28,89.78,774573.0
2021-03-04,89.24,90.8,84.82,86.72,1072355.0
2021-03-05,87.75,93.3,86.1201,92.79,939996.0
2021-03-06,87.75,93.3,86.1201,92.79,939996.0
2021-03-07,87.75,93.3,86.1201,92.79,939996.0
2021-03-08,93.77,95.9574,93.215,93.91,820857.0
2021-03-09,95.0,95.0,91.39,91.73,633560.0
2021-03-10,92.15,96.36,91.46,95.77,530465.0
2021-03-11,96.54,97.75,94.68,95.99,693586.0
2021-03-12,96.28,98.98,96.17,98.93,837750.0
2021-03-13,96.28,98.98,96.17,98.93,837750.0
2021-03-14,96.28,98.98,96.17,98.93,837750.0
2021-03-15,99.0,99.375,96.29,97.62,688882.0
2021-03-16,97.11,97.305,94.3501,94.94,847052.0
2021-03-17,94.81,96.75,93.3,96.5,543519.0
2021-03-18,96.62,96.98,92.22,92.36,780559.0
2021-03-19,92.41,93.76,90.19,92.33,1274229.0
2021-03-20,92.41,93.76,90.19,92.33,1274229.0
2021-03-21,92.41,93.76,90.19,92.33,1274229.0
2021-03-22,92.42,92.78,88.88,91.15,698967.0
2021-03-23,90.0,90.88,86.81,87.26,943101.0
2021-03-24,88.66,89.985,85.94,86.01,788741.0
2021-03-25,85.21,89.08,83.52,88.42,744447.0
2021-03-26,89.99,90.18,87.1558,90.13,802924.0
2021-03-27,89.99,90.18,87.1558,90.13,802924.0
2021-03-28,89.99,90.18,87.1558,90.13,802924.0
2021-03-29,89.93,91.52,86.065,86.39,880005.0
2021-03-30,86.45,91.08,86.2,90.68,717886.0
2021-03-31,92.13,94.695,89.29,93.7,1420797.0
2021-04-01,94.5,96.27,93.16,94.79,853598.0
2021-04-02,94.5,96.27,93.16,94.79,853598.0
2021-04-03,94.5,96.27,93.16,94.79,853598.0
2021-04-04,94.5,96.27,93.16,94.79,853598.0
2021-04-05,97.18,98.64,95.66,97.65,702549.0
2021-04-06,97.46,99.9857,96.6438,97.35,707381.0
2021-04-07,96.95,97.76,95.41,97.15,521710.0
2021-04-08,97.76,98.5,95.68,98.12,821558.0
2021-04-09,97.83,100.0,97.83,99.62,491608.0
2021-04-10,97.83,100.0,97.83,99.62,491608.0
2021-04-11,97.83,100.0,97.83,99.62,491608.0
2021-04-12,100.0,100.63,98.91,99.97,570008.0
2021-04-13,99.49,99.64,96.66,99.22,983629.0
2021-04-14,99.55,101.75,99.55,99.78,1073805.0
2021-04-15,100.28,100.49,97.22,98.55,1018821.0
2021-04-16,99.61,102.77,98.96,101.65,648839.0
2021-04-17,99.61,102.77,98.96,101.65,648839.0
2021-04-18,99.61,102.77,98.96,101.65,648839.0
2021-04-19,101.36,101.62,99.17,100.39,625513.0
2021-04-20,99.8,99.99,95.9,99.38,858698.0
2021-04-21,99.25,100.23,98.1601,99.03,579418.0
2021-04-22,99.82,100.6355,97.8,98.37,740575.0
2021-04-23,99.08,102.35,99.08,101.64,466662.0
2021-04-24,99.08,102.35,99.08,101.64,466662.0
2021-04-25,99.08,102.35,99.08,101.64,466662.0
2021-04-26,102.5,103.25,101.205,101.57,400801.0
2021-04-27,101.7,103.53,101.24,103.1,467655.0
2021-04-28,103.06,103.65,101.91,103.39,459477.0
2021-04-29,103.89,106.03,102.95,105.53,877883.0
2021-04-30,104.28,105.66,103.605,104.36,983652.0
2021-05-01,104.28,105.66,103.605,104.36,983652.0
2021-05-02,104.28,105.66,103.605,104.36,983652.0
2021-05-03,106.03,107.95,104.895,105.81,631598.0
2021-05-04,105.09,107.2,102.85,107.16,911520.0
2021-05-05,107.86,108.1,105.29,107.76,1008753.0
2021-05-06,110.0,111.01,107.75,109.35,1278387.0
2021-05-07,107.69,112.905,102.53,111.28,1550961.0
2021-05-08,107.69,112.905,102.53,111.28,1550961.0
2021-05-09,107.69,112.905,102.53,111.28,1550961.0
2021-05-10,112.23,117.82,111.17,115.55,1170736.0
2021-05-11,113.52,118.88,111.64,118.46,1223419.0
2021-05-12,118.25,119.2272,112.73,113.49,944063.0
2021-05-13,113.47,117.26,111.76,116.79,979045.0
2021-05-14,118.33,119.18,116.5,118.41,768811.0
2021-05-15,118.33,119.18,116.5,118.41,768811.0
2021-05-16,118.33,119.18,116.5,118.41,768811.0
2021-05-17,117.8,120.41,116.93,120.17,748531.0
2021-05-18,120.57,121.05,117.47,117.71,685448.0
2021-05-19,114.92,115.97,110.9,112.77,1108347.0
2021-05-20,113.54,115.14,111.54,114.42,799103.0
2021-05-21,115.68,117.02,114.37,116.02,660026.0
2021-05-22,115.68,117.02,114.37,116.02,660026.0
2021-05-23,115.68,117.02,114.37,116.02,660026.0
2021-05-24,116.86,117.46,114.75,115.99,895163.0
2021-05-25,116.06,116.8399,114.43,114.83,1034637.0
2021-05-26,114.46,117.265,114.41,116.1,1141487.0
2021-05-27,117.89,119.49,116.15,117.1,967958.0
2021-05-28,116.8,117.58,115.34,116.33,623216.0
2021-05-29,116.8,117.58,115.34,116.33,623216.0
2021-05-30,116.8,117.58,115.34,116.33,623216.0
2021-05-31,116.8,117.58,115.34,116.33,623216.0
2021-06-01,118.09,119.41,116.9839,117.4,624512.0
2021-06-02,117.82,118.09,116.35,117.47,849142.0
2021-06-03,116.7,119.79,115.46,119.33,866784.0
2021-06-04,119.78,120.54,117.065,119.45,708071.0
2021-06-05,119.78,120.54,117.065,119.45,708071.0
2021-06-06,119.78,120.54,117.065,119.45,708071.0
2021-06-07,119.45,120.3,118.77,119.51,531198.0
2021-06-08,119.94,121.61,118.57,121.26,562254.0
2021-06-09,121.36,122.33,120.13,120.67,626640.0
2021-06-10,121.53,121.93,117.62,117.73,739057.0
2021-06-11,119.06,119.85,117.0269,117.22,588548.0
2021-06-12,119.06,119.85,117.0269,117.22,588548.0
2021-06-13,119.06,119.85,117.0269,117.22,588548.0
2021-06-14,117.0,117.36,113.07,114.09,1727558.0
2021-06-15,113.77,115.62,113.15,113.91,1065480.0
2021-06-16,113.0,114.35,108.29,109.05,1345813.0
2021-06-17,108.72,109.92,104.09,104.7,2113947.0
2021-06-18,102.4,103.47,99.72,100.21,1958285.0
2021-06-19,102.4,103.47,99.72,100.21,1958285.0
2021-06-20,102.4,103.47,99.72,100.21,1958285.0
2021-06-21,100.29,104.4,100.25,103.58,1336520.0
2021-06-22,103.55,104.0,101.5201,103.15,1134498.0
2021-06-23,103.29,104.65,102.54,103.35,1002178.0
2021-06-24,105.0,107.65,102.975,107.05,1244661.0
2021-06-25,108.09,109.4282,107.15,107.68,8034064.0
2021-06-26,108.09,109.4282,107.15,107.68,8034064.0
2021-06-27,108.09,109.4282,107.15,107.68,8034064.0
2021-06-28,108.11,108.14,104.87,106.34,1055321.0
2021-06-29,107.33,108.45,104.9,105.2,739437.0
2021-06-30,104.88,106.8,104.1,106.1,916978.0
2021-07-01,107.16,107.25,105.5,106.43,586688.0
2021-07-02,106.82,107.0,105.47,105.71,463022.0
2021-07-03,106.82,107.0,105.47,105.71,463022.0
2021-07-04,106.82,107.0,105.47,105.71,463022.0
2021-07-05,106.82,107.0,105.47,105.71,463022.0
2021-07-06,105.11,105.61,101.36,102.64,892388.0
2021-07-07,102.18,103.99,101.04,102.22,773575.0
2021-07-08,100.0,102.89,98.64,101.02,769195.0
2021-07-09,102.94,104.85,101.75,104.15,518263.0
2021-07-10,102.94,104.85,101.75,104.15,518263.0
2021-07-11,102.94,104.85,101.75,104.15,518263.0
2021-07-12,103.45,105.55,102.605,105.13,495090.0
2021-07-13,104.75,105.41,102.83,103.73,378567.0
2021-07-14,104.8,105.5,101.61,101.95,426184.0
2021-07-15,100.85,103.0,100.5094,101.53,337310.0
2021-07-16,102.25,103.12,98.87,99.18,413346.0
2021-07-17,102.25,103.12,98.87,99.18,413346.0
2021-07-18,102.25,103.12,98.87,99.18,413346.0
2021-07-19,97.7,98.8,95.75,96.7,648099.0
2021-07-20,96.65,100.975,96.65,100.24,999715.0
2021-07-21,101.56,102.91,100.85,101.25,428421.0
2021-07-22,101.37,101.6487,99.11,99.41,303976.0
2021-07-23,100.3,100.68,98.77,100.42,383663.0
2021-07-24,100.3,100.68,98.77,100.42,383663.0
2021-07-25,100.3,100.68,98.77,100.42,383663.0
2021-07-26,101.29,102.5,99.365,99.85,406699.0
2021-07-27,98.73,99.75,98.03,99.14,344603.0
2021-07-28,100.02,102.72,98.8,101.44,684651.0
2021-07-29,102.8,103.355,101.4,102.17,459082.0
2021-07-30,101.33,102.5,100.21,101.23,527488.0
2021-07-31,101.33,102.5,100.21,101.23,527488.0
2021-08-01,101.33,102.5,100.21,101.23,527488.0
2021-08-02,102.5,104.45,99.47,99.96,702840.0
2021-08-03,100.38,102.1,99.22,101.64,473411.0
2021-08-04,100.7,101.16,97.7,98.24,640383.0
2021-08-05,98.31,101.16,98.3,100.41,616433.0
2021-08-06,97.93,101.0,93.44,94.25,1547482.0
2021-08-07,97.93,101.0,93.44,94.25,1547482.0
2021-08-08,97.93,101.0,93.44,94.25,1547482.0
2021-08-09,93.5,94.2,91.7,92.39,1181768.0
2021-08-10,92.27,94.79,91.1,93.36,996172.0
2021-08-11,94.29,94.78,92.5,94.53,741874.0
2021-08-12,94.99,95.8,93.82,94.52,574946.0
2021-08-13,94.52,94.96,93.1,93.21,558977.0
2021-08-14,94.52,94.96,93.1,93.21,558977.0
2021-08-15,94.52,94.96,93.1,93.21,558977.0
2021-08-16,92.14,92.71,91.01,91.98,863810.0
2021-08-17,91.32,91.88,89.37,90.86,777091.0
2021-08-18,90.54,91.48,89.3184,89.43,508924.0
2021-08-19,87.95,90.02,87.5,88.77,685523.0
2021-08-20,88.85,89.69,87.69,89.48,476789.0
2021-08-21,88.85,89.69,87.69,89.48,476789.0
2021-08-22,88.85,89.69,87.69,89.48,476789.0
2021-08-23,90.62,91.08,89.14,90.11,652479.0
2021-08-24,90.52,93.07,90.52,92.45,616339.0
2021-08-25,92.65,96.275,92.05,94.39,746804.0
2021-08-26,94.3,94.95,91.47,91.87,522257.0
2021-08-27,91.95,94.41,91.89,93.28,614855.0
2021-08-28,91.95,94.41,91.89,93.28,614855.0
2021-08-29,91.95,94.41,91.89,93.28,614855.0
2021-08-30,93.75,93.75,92.1599,92.74,563966.0
2021-08-31,93.22,94.37,91.37,91.44,1171809.0
2021-09-01,91.44,91.44,88.29,89.0,1245799.0
2021-09-02,90.54,93.34,90.11,93.07,1040302.0
2021-09-03,92.65,93.32,91.11,91.81,423868.0
2021-09-04,92.65,93.32,91.11,91.81,423868.0
2021-09-05,92.65,93.32,91.11,91.81,423868.0
