,WRB US Equity,WRB US Equity,WRB US Equity,WRB US Equity,WRB US Equity
2023-07-19,59.5376,59.9888,59.3709,59.469,853689.0
2023-07-20,59.8515,60.5185,59.6063,60.4596,2340060.0
2023-07-21,63.2747,63.2747,59.469,60.391,2541469.0
2023-07-22,63.2747,63.2747,59.469,60.391,2541469.0
2023-07-23,63.2747,63.2747,59.469,60.391,2541469.0
2023-07-24,60.3615,60.695,59.7927,60.1458,1646716.0
2023-07-25,60.4057,60.4057,59.4395,59.5769,1271754.0
2023-07-26,59.8613,60.8127,59.8613,60.5871,1264050.0
2023-07-27,60.7441,61.4993,60.3714,61.3032,1844424.0
2023-07-28,61.7445,61.7445,60.6019,61.1855,1668374.0
2023-07-29,61.7445,61.7445,60.6019,61.1855,1668374.0
2023-07-30,61.7445,61.7445,60.6019,61.1855,1668374.0
2023-07-31,61.1953,61.5435,60.234,60.5087,2003725.0
2023-08-01,60.5087,60.9304,60.1458,60.5087,620774.0
2023-08-02,60.5381,61.7347,60.5185,61.4503,1004311.0
2023-08-03,61.4601,61.6661,60.7441,61.1462,988891.0
2023-08-04,60.8716,61.3032,60.6264,60.7147,1058853.0
2023-08-05,60.8716,61.3032,60.6264,60.7147,1058853.0
2023-08-06,60.8716,61.3032,60.6264,60.7147,1058853.0
2023-08-07,61.0383,62.1173,61.0383,61.8034,648351.0
2023-08-08,61.4111,61.6759,61.156,61.4797,1117045.0
2023-08-09,61.4307,61.9505,61.1462,61.5582,788544.0
2023-08-10,61.7936,62.6273,61.7936,62.1075,1576352.0
2023-08-11,62.0584,62.7842,61.9603,62.7156,946018.0
2023-08-12,62.0584,62.7842,61.9603,62.7156,946018.0
2023-08-13,62.0584,62.7842,61.9603,62.7156,946018.0
2023-08-14,62.9314,62.9314,62.387,62.5783,866164.0
2023-08-15,62.0878,62.3919,61.4699,61.5386,629281.0
2023-08-16,61.6465,62.1908,61.3816,61.4209,803464.0
2023-08-17,61.8034,61.8034,60.597,60.6558,687838.0
2023-08-18,60.5087,61.0383,60.4302,60.7539,819895.0
2023-08-19,60.5087,61.0383,60.4302,60.7539,819895.0
2023-08-20,60.5087,61.0383,60.4302,60.7539,819895.0
2023-08-21,60.8324,60.9206,60.0084,60.1261,935691.0
2023-08-22,59.9986,60.2667,59.4886,59.5573,693172.0
2023-08-23,59.469,60.0673,59.214,59.8123,988674.0
2023-08-24,59.6946,60.5871,59.5867,59.6455,712462.0
2023-08-25,59.7436,60.2733,59.4788,59.7632,594809.0
2023-08-26,59.7436,60.2733,59.4788,59.7632,594809.0
2023-08-27,59.7436,60.2733,59.4788,59.7632,594809.0
2023-08-28,59.4886,60.3419,59.4886,60.1065,758082.0
2023-08-29,60.3517,60.6362,59.5082,60.5675,874926.0
2023-08-30,60.5773,60.9108,60.2929,60.4793,1040987.0
2023-08-31,60.7441,60.8324,60.2144,60.6754,1379242.0
2023-09-01,61.1168,61.4111,60.9697,61.2345,552271.0
2023-09-02,61.1168,61.4111,60.9697,61.2345,552271.0
2023-09-03,61.1168,61.4111,60.9697,61.2345,552271.0
2023-09-04,61.1168,61.4111,60.9697,61.2345,552271.0
2023-09-05,61.2247,61.5974,60.5381,60.5675,720578.0
2023-09-06,60.3615,60.6362,60.0084,60.3517,660671.0
2023-09-07,60.5773,60.8127,60.1163,60.597,1309127.0
2023-09-08,60.7343,61.2639,60.4498,60.7441,761848.0
2023-09-09,60.7343,61.2639,60.4498,60.7441,761848.0
2023-09-10,60.7343,61.2639,60.4498,60.7441,761848.0
2023-09-11,60.8912,61.2835,60.7735,61.0285,784549.0
2023-09-12,61.1757,62.2644,61.1266,62.0584,682308.0
2023-09-13,62.2742,62.2742,61.5876,61.9505,1037626.0
2023-09-14,62.3919,63.3728,62.2055,63.363,1503832.0
2023-09-15,63.0687,63.3139,62.7058,62.8921,1971191.0
2023-09-16,63.0687,63.3139,62.7058,62.8921,1971191.0
2023-09-17,63.0687,63.3139,62.7058,62.8921,1971191.0
2023-09-18,63.1177,63.8436,62.8431,63.7651,841841.0
2023-09-19,64.0495,64.3438,63.6719,64.1672,1046074.0
2023-09-20,64.6282,64.6479,64.0299,64.3928,1271589.0
2023-09-21,64.2948,64.383,63.8583,63.8828,1082898.0
2023-09-22,63.863,64.5511,63.8333,64.269,800468.0
2023-09-23,63.863,64.5511,63.8333,64.269,800468.0
2023-09-24,63.863,64.5511,63.8333,64.269,800468.0
2023-09-25,63.9719,64.2888,63.7788,64.269,952201.0
2023-09-26,64.0709,64.3581,63.7046,63.7937,821395.0
2023-09-27,63.863,64.1699,62.9174,63.7145,1518304.0
2023-09-28,63.8729,64.8432,63.8432,64.4175,1196713.0
2023-09-29,64.4769,64.4769,62.7046,62.863,1088571.0
2023-09-30,64.4769,64.4769,62.7046,62.863,1088571.0
2023-10-01,64.4769,64.4769,62.7046,62.863,1088571.0
2023-10-02,62.5956,62.7095,61.7144,62.2986,1177940.0
2023-10-03,62.1897,62.2887,61.4471,61.8234,1137065.0
2023-10-04,61.9026,63.0016,61.9026,62.8234,1088707.0
2023-10-05,62.9422,63.8927,62.9422,63.5957,858704.0
2023-10-06,63.6254,63.9026,63.1996,63.2788,1087913.0
2023-10-07,63.6254,63.9026,63.1996,63.2788,1087913.0
2023-10-08,63.6254,63.9026,63.1996,63.2788,1087913.0
2023-10-09,63.061,63.5759,62.8135,63.1501,764489.0
2023-10-10,63.3283,63.3679,62.3382,62.5659,1119715.0
2023-10-11,62.556,63.7145,62.5065,63.5066,1527554.0
2023-10-12,63.7739,63.9224,62.4867,62.8234,1099882.0
2023-10-13,63.2887,63.5709,62.8333,63.2095,715785.0
2023-10-14,63.2887,63.5709,62.8333,63.2095,715785.0
2023-10-15,63.2887,63.5709,62.8333,63.2095,715785.0
2023-10-16,63.4868,64.4521,63.363,64.368,960433.0
2023-10-17,64.4175,65.467,64.2096,65.4373,952011.0
2023-10-18,65.4472,65.7046,64.566,64.5957,932976.0
2023-10-19,64.4967,64.8234,63.4967,63.6056,729937.0
2023-10-20,63.6848,63.8531,62.5461,62.6551,1246154.0
2023-10-21,63.6848,63.8531,62.5461,62.6551,1246154.0
2023-10-22,63.6848,63.8531,62.5461,62.6551,1246154.0
2023-10-23,62.7046,62.9224,62.1105,62.2689,1189087.0
2023-10-24,66.2987,67.6354,65.1997,66.1007,3686610.0
2023-10-25,66.7344,67.3086,66.0314,66.3977,2052925.0
2023-10-26,66.4868,67.17,65.9819,66.3878,1516279.0
2023-10-27,65.9819,66.17,64.16,64.6749,1661538.0
2023-10-28,65.9819,66.17,64.16,64.6749,1661538.0
2023-10-29,65.9819,66.17,64.16,64.6749,1661538.0
2023-10-30,64.9224,66.2492,64.7244,66.0512,1502338.0
2023-10-31,66.0413,67.0116,65.7046,66.7542,2824026.0
2023-11-01,67.2789,67.6156,66.7294,67.2591,1325568.0
2023-11-02,67.4077,67.4869,66.3383,67.1403,1233024.0
2023-11-03,67.5166,67.7344,66.7146,67.2096,1055810.0
2023-11-04,67.5166,67.7344,66.7146,67.2096,1055810.0
2023-11-05,67.5166,67.7344,66.7146,67.2096,1055810.0
2023-11-06,67.1997,67.9126,67.1502,67.5166,902378.0
2023-11-07,67.5463,67.8829,67.2294,67.6255,802101.0
2023-11-08,67.7047,67.7393,66.7405,67.2294,729992.0
2023-11-09,67.3482,67.4621,66.6552,66.7443,581321.0
2023-11-10,66.8235,67.5661,66.7294,67.477,611432.0
2023-11-11,66.8235,67.5661,66.7294,67.477,611432.0
2023-11-12,66.8235,67.5661,66.7294,67.477,611432.0
2023-11-13,67.6354,68.2691,67.4275,68.1007,898813.0
2023-11-14,67.8334,68.1057,67.2799,67.7938,1175795.0
2023-11-15,67.7938,68.6354,67.4918,67.8631,1691502.0
2023-11-16,68.3384,69.1008,68.178,69.081,1119534.0
2023-11-17,69.1701,69.7738,68.9423,69.5166,1107559.0
2023-11-18,69.1701,69.7738,68.9423,69.5166,1107559.0
2023-11-19,69.1701,69.7738,68.9423,69.5166,1107559.0
2023-11-20,69.2196,69.576,68.9126,68.9621,817119.0
2023-11-21,69.2592,70.6256,69.2592,70.4374,1216901.0
2023-11-22,70.2394,70.987,70.2087,70.3681,948265.0
2023-11-23,70.2394,70.987,70.2087,70.3681,948265.0
2023-11-24,70.1899,71.4969,70.1899,71.1206,476807.0
2023-11-25,70.1899,71.4969,70.1899,71.1206,476807.0
2023-11-26,70.1899,71.4969,70.1899,71.1206,476807.0
2023-11-27,71.0117,71.2889,70.6949,71.0909,932577.0
2023-11-28,71.0711,71.388,70.4374,70.4473,892054.0
2023-11-29,70.2691,70.3285,69.6057,69.8731,885361.0
2023-11-30,69.9226,72.0315,69.9226,71.8335,6059404.0
2023-12-01,71.5761,72.8434,71.5761,72.5365,1717966.0
2023-12-02,71.5761,72.8434,71.5761,72.5365,1717966.0
2023-12-03,71.5761,72.8434,71.5761,72.5365,1717966.0
2023-12-04,72.3682,73.4276,72.3335,72.9226,1536817.0
2023-12-05,72.784,72.9821,72.3385,72.487,891233.0
2023-12-06,72.4474,73.0613,71.1701,71.3582,1274541.0
2023-12-07,71.5464,71.6454,70.0612,70.1998,1267327.0
2023-12-08,70.1998,70.7196,69.9226,70.6256,875796.0
2023-12-09,70.1998,70.7196,69.9226,70.6256,875796.0
2023-12-10,70.1998,70.7196,69.9226,70.6256,875796.0
2023-12-11,71.2097,71.9424,70.9138,71.9424,1175427.0
2023-12-12,72.1701,73.0415,71.9523,72.5662,1049151.0
2023-12-13,72.3682,72.6751,71.8632,72.0711,1521403.0
2023-12-14,72.1801,72.1801,69.4096,70.4671,2134631.0
2023-12-15,69.9179,70.4172,69.3886,70.1276,3562604.0
2023-12-16,69.9179,70.4172,69.3886,70.1276,3562604.0
2023-12-17,69.9179,70.4172,69.3886,70.1276,3562604.0
2023-12-18,70.5271,71.0564,69.828,70.6269,1303838.0
2023-12-19,70.1076,70.7168,69.9578,70.0577,1254805.0
2023-12-20,69.838,70.1625,69.1988,69.2188,1795216.0
2023-12-21,68.9491,69.6932,68.5297,69.6682,1569314.0
2023-12-22,69.8979,70.2974,69.788,70.1176,957056.0
2023-12-23,69.8979,70.2974,69.788,70.1176,957056.0
2023-12-24,69.8979,70.2974,69.788,70.1176,957056.0
2023-12-25,69.8979,70.2974,69.788,70.1176,957056.0
2023-12-26,69.9279,70.2327,69.788,70.0077,440689.0
2023-12-27,69.7581,70.1526,69.6233,69.9578,679132.0
2023-12-28,70.0177,70.5221,70.0177,70.3273,637209.0
2023-12-29,70.4472,70.7667,70.0177,70.6269,786046.0
2023-12-30,70.4472,70.7667,70.0177,70.6269,786046.0
2023-12-31,70.4472,70.7667,70.0177,70.6269,786046.0
2024-01-01,70.4472,70.7667,70.0177,70.6269,786046.0
2024-01-02,70.6769,72.065,70.6769,72.0551,1052213.0
2024-01-03,72.1949,73.2335,72.1949,72.4645,1101063.0
2024-01-04,72.9339,73.7029,72.9339,73.0737,1232888.0
2024-01-05,73.583,74.402,73.1736,74.2621,1229683.0
2024-01-06,73.583,74.402,73.1736,74.2621,1229683.0
2024-01-07,73.583,74.402,73.1736,74.2621,1229683.0
2024-01-08,73.9026,74.0724,71.8853,72.5144,1213810.0
2024-01-09,72.4146,72.5444,71.2861,72.1349,1206999.0
2024-01-10,71.9652,72.3746,71.7954,71.9052,998008.0
2024-01-11,71.9252,72.8939,71.8453,72.7841,846487.0
2024-01-12,73.1137,73.3134,72.5844,72.7142,1070492.0
2024-01-13,73.1137,73.3134,72.5844,72.7142,1070492.0
2024-01-14,73.1137,73.3134,72.5844,72.7142,1070492.0
2024-01-15,73.1137,73.3134,72.5844,72.7142,1070492.0
2024-01-16,73.0238,73.4133,72.6243,73.2035,951301.0
2024-01-17,73.2734,74.4469,73.2635,73.633,836861.0
2024-01-18,73.2734,74.342,72.9339,74.2821,605817.0
2024-01-19,74.9013,75.4306,74.4918,75.2209,1484711.0
2024-01-20,74.9013,75.4306,74.4918,75.2209,1484711.0
2024-01-21,74.9013,75.4306,74.4918,75.2209,1484711.0
2024-01-22,75.161,77.1034,75.0511,76.9786,1804045.0
2024-01-23,76.9686,77.5878,76.4143,76.679,1344727.0
2024-01-24,77.8274,78.167,77.388,77.5878,1902773.0
2024-01-25,83.3302,84.8981,80.9933,83.1604,2956401.0
2024-01-26,83.0206,83.2503,81.2629,81.3628,1776586.0
2024-01-27,83.0206,83.2503,81.2629,81.3628,1776586.0
2024-01-28,83.0206,83.2503,81.2629,81.3628,1776586.0
2024-01-29,80.8235,81.1031,80.2143,81.0832,1508824.0
2024-01-30,81.3129,82.0219,81.1481,81.5226,926651.0
2024-01-31,81.7822,82.3515,81.5425,81.7722,2037783.0
2024-02-01,81.0931,81.193,79.685,80.1744,1595248.0
2024-02-02,80.6337,81.3578,80.3042,80.7636,1118838.0
2024-02-03,80.6337,81.3578,80.3042,80.7636,1118838.0
2024-02-04,80.6337,81.3578,80.3042,80.7636,1118838.0
2024-02-05,80.8834,81.6025,80.454,81.2729,700482.0
2024-02-06,80.8335,81.208,80.2642,80.3841,814092.0
2024-02-07,80.6937,80.7452,80.0745,80.2343,937378.0
2024-02-08,79.9846,80.2143,79.3355,79.7749,1138047.0
2024-02-09,79.3255,80.414,79.1956,80.3741,914750.0
2024-02-10,79.3255,80.414,79.1956,80.3741,914750.0
2024-02-11,79.3255,80.414,79.1956,80.3741,914750.0
2024-02-12,80.5738,81.2679,80.2542,80.6038,671011.0
2024-02-13,81.4427,81.5525,80.1444,80.8335,1193956.0
2024-02-14,81.0232,82.2516,81.0232,81.8122,1053581.0
2024-02-15,81.8621,82.8076,81.7722,82.1617,993909.0
2024-02-16,82.3715,83.0755,82.0419,82.5013,874873.0
2024-02-17,82.3715,83.0755,82.0419,82.5013,874873.0
2024-02-18,82.3715,83.0755,82.0419,82.5013,874873.0
2024-02-19,82.3715,83.0755,82.0419,82.5013,874873.0
2024-02-20,82.2217,82.9307,81.8621,81.8721,968738.0
2024-02-21,82.1917,83.4301,81.932,83.3701,1250896.0
2024-02-22,83.6498,85.8369,83.45,85.5972,1775686.0
2024-02-23,85.8868,86.2164,85.028,85.1977,1105631.0
2024-02-24,85.8868,86.2164,85.028,85.1977,1105631.0
2024-02-25,85.8868,86.2164,85.028,85.1977,1105631.0
2024-02-26,85.5872,86.0566,84.8282,85.0579,1330787.0
2024-02-27,85.0579,85.1178,84.2989,84.7683,718586.0
2024-02-28,84.8881,85.2027,84.3988,84.4487,869148.0
2024-02-29,84.3888,84.4987,82.5013,83.49,1914804.0
2024-03-01,83.75,83.75,82.69,82.69,906727.0
2024-03-02,83.75,83.75,82.69,82.69,906727.0
2024-03-03,83.75,83.75,82.69,82.69,906727.0
2024-03-04,82.77,83.82,82.77,83.61,1035215.0
2024-03-05,83.48,84.5,83.48,84.05,1060885.0
2024-03-06,84.14,84.96,83.52,84.74,914078.0
2024-03-07,84.5,85.06,84.16,84.19,867691.0
2024-03-08,84.06,84.7,83.79,84.4,844367.0
2024-03-09,84.06,84.7,83.79,84.4,844367.0
2024-03-10,84.06,84.7,83.79,84.4,844367.0
2024-03-11,84.18,85.565,84.18,84.94,794528.0
2024-03-12,85.16,85.95,84.825,85.63,1255941.0
2024-03-13,85.88,86.0,85.085,85.49,1279164.0
2024-03-14,85.41,85.59,84.29,85.23,1144041.0
2024-03-15,84.42,85.57,84.1478,85.51,2525530.0
2024-03-16,84.42,85.57,84.1478,85.51,2525530.0
2024-03-17,84.42,85.57,84.1478,85.51,2525530.0
2024-03-18,85.0,85.4099,84.73,84.99,910820.0
2024-03-19,85.68,86.31,85.29,86.0,1129675.0
2024-03-20,85.92,86.7,85.81,86.36,929253.0
2024-03-21,86.15,86.7,85.37,85.82,898268.0
2024-03-22,86.76,86.9799,86.1,86.23,1236937.0
2024-03-23,86.76,86.9799,86.1,86.23,1236937.0
2024-03-24,86.76,86.9799,86.1,86.23,1236937.0
2024-03-25,86.36,86.96,86.09,86.72,920319.0
2024-03-26,86.42,87.19,86.21,86.54,1222194.0
2024-03-27,86.79,88.21,86.79,88.17,1043024.0
2024-03-28,88.61,89.185,88.285,88.44,1647673.0
2024-03-29,88.61,89.185,88.285,88.44,1647673.0
2024-03-30,88.61,89.185,88.285,88.44,1647673.0
2024-03-31,88.61,89.185,88.285,88.44,1647673.0
2024-04-01,88.3,88.37,87.35,87.49,1148499.0
2024-04-02,87.52,88.16,87.08,87.26,1224485.0
2024-04-03,87.42,87.6,86.79,87.04,1168716.0
2024-04-04,87.26,88.27,86.51,86.61,833963.0
2024-04-05,87.09,87.63,86.93,87.26,1163666.0
2024-04-06,87.09,87.63,86.93,87.26,1163666.0
2024-04-07,87.09,87.63,86.93,87.26,1163666.0
2024-04-08,87.22,87.72,86.64,86.84,1117725.0
