,NRC US Equity,NRC US Equity,NRC US Equity,NRC US Equity,NRC US Equity
2023-08-14,41.3427,41.6918,40.9838,41.2942,15759.0
2023-08-15,40.9451,41.9536,40.9451,41.8373,11457.0
2023-08-16,41.7742,42.1864,41.4154,41.847,17469.0
2023-08-17,41.653,41.653,41.2457,41.2845,13454.0
2023-08-18,41.0323,41.7742,40.9952,41.5851,16330.0
2023-08-19,41.0323,41.7742,40.9952,41.5851,16330.0
2023-08-20,41.0323,41.7742,40.9952,41.5851,16330.0
2023-08-21,41.4784,41.4784,40.9838,41.1293,12576.0
2023-08-22,41.2263,41.2263,40.5959,40.8093,12891.0
2023-08-23,40.9257,41.0323,40.5748,40.6881,15505.0
2023-08-24,40.5183,41.0129,40.1983,40.9838,17648.0
2023-08-25,40.7511,41.3039,40.2371,41.2263,26664.0
2023-08-26,40.7511,41.3039,40.2371,41.2263,26664.0
2023-08-27,40.7511,41.3039,40.2371,41.2263,26664.0
2023-08-28,40.819,40.9741,40.7317,40.7414,17179.0
2023-08-29,40.722,41.7597,40.722,41.6821,18062.0
2023-08-30,41.5075,42.1719,41.5075,41.9343,16955.0
2023-08-31,42.1767,42.2343,40.1692,40.5377,162974.0
2023-09-01,40.6929,41.0517,40.6929,40.7705,24901.0
2023-09-02,40.6929,41.0517,40.6929,40.7705,24901.0
2023-09-03,40.6929,41.0517,40.6929,40.7705,24901.0
2023-09-04,40.6929,41.0517,40.6929,40.7705,24901.0
2023-09-05,40.6735,41.042,40.0577,40.7996,30919.0
2023-09-06,39.3915,41.236,39.3915,41.236,20822.0
2023-09-07,41.5269,42.5743,41.5269,42.5743,41392.0
2023-09-08,42.4386,43.2726,42.1185,42.8459,19723.0
2023-09-09,42.4386,43.2726,42.1185,42.8459,19723.0
2023-09-10,42.4386,43.2726,42.1185,42.8459,19723.0
2023-09-11,43.1756,44.0872,43.1756,43.9805,19941.0
2023-09-12,44.4169,44.4374,44.0969,44.2327,19021.0
2023-09-13,44.4072,44.4072,43.3793,43.4956,29860.0
2023-09-14,43.6217,44.9406,43.6217,44.7564,42633.0
2023-09-15,44.8257,45.7873,43.2937,45.3016,143523.0
2023-09-16,44.8257,45.7873,43.2937,45.3016,143523.0
2023-09-17,44.8257,45.7873,43.2937,45.3016,143523.0
2023-09-18,45.3214,45.7972,44.4788,45.6485,44726.0
2023-09-19,45.6882,45.7675,45.2421,45.5692,30316.0
2023-09-20,45.6782,46.5159,45.6782,46.1739,52665.0
2023-09-21,45.8071,46.5902,45.6683,46.3721,33124.0
2023-09-22,46.6101,46.838,45.8071,46.1243,30072.0
2023-09-23,46.6101,46.838,45.8071,46.1243,30072.0
2023-09-24,46.6101,46.838,45.8071,46.1243,30072.0
2023-09-25,45.4899,46.669,45.4106,45.5395,40209.0
2023-09-26,45.4106,45.4106,44.687,44.9447,30579.0
2023-09-27,44.9348,45.2549,44.2161,44.4788,20753.0
2023-09-28,44.3645,44.4788,43.8824,44.28,35530.0
2023-09-29,44.2601,44.2601,43.5644,44.1011,39983.0
2023-09-30,44.2601,44.2601,43.5644,44.1011,39983.0
2023-10-01,44.2601,44.2601,43.5644,44.1011,39983.0
2023-10-02,43.8625,44.1707,43.624,44.0315,29049.0
2023-10-03,44.0414,44.3794,43.5395,44.28,39556.0
2023-10-04,44.1508,46.0194,44.0414,45.8802,31998.0
2023-10-05,45.7212,46.5859,44.777,46.1088,32762.0
2023-10-06,46.1784,46.5561,45.1447,45.3833,77959.0
2023-10-07,46.1784,46.5561,45.1447,45.3833,77959.0
2023-10-08,46.1784,46.5561,45.1447,45.3833,77959.0
2023-10-09,45.0056,45.2143,44.4191,44.9757,19988.0
2023-10-10,44.8962,45.105,44.5782,44.5782,28374.0
2023-10-11,44.5666,45.1944,44.3297,44.6577,41392.0
2023-10-12,44.3297,44.3297,42.4412,42.7096,43995.0
2023-10-13,42.7593,43.4103,41.656,41.8548,35234.0
2023-10-14,42.7593,43.4103,41.656,41.8548,35234.0
2023-10-15,42.7593,43.4103,41.656,41.8548,35234.0
2023-10-16,42.2225,42.7195,41.8946,42.0237,23464.0
2023-10-17,41.984,42.5605,41.8747,41.8747,37465.0
2023-10-18,41.8349,42.2027,41.3777,42.0436,22791.0
2023-10-19,42.0734,42.9183,41.7454,42.8388,26810.0
2023-10-20,42.8885,42.8885,42.153,42.1828,62297.0
2023-10-21,42.8885,42.8885,42.153,42.1828,62297.0
2023-10-22,42.8885,42.8885,42.153,42.1828,62297.0
2023-10-23,41.9144,42.4909,41.6063,41.6759,32405.0
2023-10-24,41.9045,42.2424,41.333,41.487,29697.0
2023-10-25,41.1789,42.2225,41.0099,42.0039,32028.0
2023-10-26,42.2027,42.4014,41.3827,41.8548,25647.0
2023-10-27,41.7355,42.0933,41.2982,41.815,22837.0
2023-10-28,41.7355,42.0933,41.2982,41.815,22837.0
2023-10-29,41.7355,42.0933,41.2982,41.815,22837.0
2023-10-30,42.0734,42.5704,41.9542,42.3219,30632.0
2023-10-31,42.312,43.7134,41.8051,42.0039,51828.0
2023-11-01,41.8051,42.312,41.7554,42.143,24576.0
2023-11-02,42.4313,42.4462,41.5964,41.6759,41476.0
2023-11-03,41.9144,42.3021,41.3876,41.4075,60218.0
2023-11-04,41.9144,42.3021,41.3876,41.4075,60218.0
2023-11-05,41.9144,42.3021,41.3876,41.4075,60218.0
2023-11-06,41.2385,41.9343,40.6819,41.6759,50062.0
2023-11-07,41.7057,43.2264,41.0696,41.2385,43372.0
2023-11-08,41.5168,41.5168,40.6024,40.8708,44441.0
2023-11-09,41.0795,41.7454,39.7526,40.2645,35203.0
2023-11-10,40.1949,41.9343,39.5687,41.5566,48873.0
2023-11-11,40.1949,41.9343,39.5687,41.5566,48873.0
2023-11-12,40.1949,41.9343,39.5687,41.5566,48873.0
2023-11-13,41.1391,41.9542,41.1391,41.5268,32578.0
2023-11-14,42.4313,42.4313,41.3777,42.0933,92976.0
2023-11-15,42.1927,42.2424,40.7515,40.9304,45812.0
2023-11-16,40.9105,41.5864,40.8509,41.1193,35944.0
2023-11-17,41.2187,42.0138,40.672,41.0099,42892.0
2023-11-18,41.2187,42.0138,40.672,41.0099,42892.0
2023-11-19,41.2187,42.0138,40.672,41.0099,42892.0
2023-11-20,41.2187,41.8448,40.672,41.7256,48325.0
2023-11-21,41.656,42.1231,41.5069,41.5864,30412.0
2023-11-22,41.7454,41.9442,41.3777,41.487,57437.0
2023-11-23,41.7454,41.9442,41.3777,41.487,57437.0
2023-11-24,41.6063,41.9343,41.1739,41.2882,44692.0
2023-11-25,41.6063,41.9343,41.1739,41.2882,44692.0
2023-11-26,41.6063,41.9343,41.1739,41.2882,44692.0
2023-11-27,41.3081,41.492,40.8211,41.2485,60738.0
2023-11-28,41.1789,41.3479,40.9901,41.1491,30525.0
2023-11-29,41.4075,41.7256,41.1193,41.2584,37647.0
2023-11-30,41.3379,41.6461,41.0994,41.1789,61767.0
2023-12-01,41.0497,41.2932,40.7962,41.2485,110405.0
2023-12-02,41.0497,41.2932,40.7962,41.2485,110405.0
2023-12-03,41.0497,41.2932,40.7962,41.2485,110405.0
2023-12-04,41.3181,41.3479,40.9304,41.2485,99457.0
2023-12-05,41.2485,41.3479,41.159,41.2485,122395.0
2023-12-06,41.3479,41.3479,40.7962,41.0894,78525.0
2023-12-07,41.0894,41.3379,41.0795,41.2087,80124.0
2023-12-08,41.0596,41.2982,41.0348,41.2485,107232.0
2023-12-09,41.0596,41.2982,41.0348,41.2485,107232.0
2023-12-10,41.0596,41.2982,41.0348,41.2485,107232.0
2023-12-11,41.2982,41.4075,41.0099,41.2982,137848.0
2023-12-12,41.2982,41.3081,41.0696,41.2485,131620.0
2023-12-13,41.3976,41.3976,40.7515,41.0696,213977.0
2023-12-14,41.3479,41.5566,40.3738,40.4732,103074.0
2023-12-15,40.7515,40.7515,38.7636,38.8133,147584.0
2023-12-16,40.7515,40.7515,38.7636,38.8133,147584.0
2023-12-17,40.7515,40.7515,38.7636,38.8133,147584.0
2023-12-18,38.8928,39.688,38.3959,39.6284,111926.0
2023-12-19,39.6681,39.9365,39.027,39.2805,56903.0
2023-12-20,39.4296,39.7675,38.6739,39.2904,60858.0
2023-12-21,39.2109,39.6184,38.3982,39.2208,37621.0
2023-12-22,39.4594,39.8967,39.2904,39.6681,45642.0
2023-12-23,39.4594,39.8967,39.2904,39.6681,45642.0
2023-12-24,39.4594,39.8967,39.2904,39.6681,45642.0
2023-12-25,39.4594,39.8967,39.2904,39.6681,45642.0
2023-12-26,39.847,39.847,39.2407,39.3202,45172.0
2023-12-27,39.3998,39.4296,38.9873,39.1413,39727.0
2023-12-28,39.0316,39.6498,38.8921,39.2909,51928.0
2023-12-29,39.4304,39.7395,39.2011,39.4404,53919.0
2023-12-30,39.4304,39.7395,39.2011,39.4404,53919.0
2023-12-31,39.4304,39.7395,39.2011,39.4404,53919.0
2024-01-01,39.4304,39.7395,39.2011,39.4404,53919.0
2024-01-02,39.5002,41.235,39.3706,41.0755,358347.0
2024-01-03,41.4643,42.0525,40.7581,40.896,479535.0
2024-01-04,41.1253,41.2649,40.1084,40.1682,77867.0
2024-01-05,40.0785,40.1184,37.9497,38.0147,100450.0
2024-01-06,40.0785,40.1184,37.9497,38.0147,100450.0
2024-01-07,40.0785,40.1184,37.9497,38.0147,100450.0
2024-01-08,37.7854,38.6628,37.5362,38.4833,68769.0
2024-01-09,38.2739,38.5082,37.7954,38.0646,72577.0
2024-01-10,38.0546,38.9868,38.0546,38.9619,91929.0
2024-01-11,38.9918,39.6597,38.7824,39.1613,100582.0
2024-01-12,39.6298,39.6797,38.932,39.0616,79202.0
2024-01-13,39.6298,39.6797,38.932,39.0616,79202.0
2024-01-14,39.6298,39.6797,38.932,39.0616,79202.0
2024-01-15,39.6298,39.6797,38.932,39.0616,79202.0
2024-01-16,38.8921,39.6697,38.8023,39.59,73743.0
2024-01-17,39.59,40.228,39.2709,39.4803,71714.0
2024-01-18,39.3706,39.4653,38.7425,39.4205,43466.0
2024-01-19,39.6298,39.6298,38.8921,39.1712,45118.0
2024-01-20,39.6298,39.6298,38.8921,39.1712,45118.0
2024-01-21,39.6298,39.6298,38.8921,39.1712,45118.0
2024-01-22,39.4005,40.0585,39.4005,40.0585,52449.0
2024-01-23,40.2779,40.3377,39.3307,39.8193,49959.0
2024-01-24,40.0486,40.0486,39.6498,39.9389,46027.0
2024-01-25,40.1582,40.1782,39.8093,39.9788,51992.0
2024-01-26,40.1881,40.2081,39.6797,39.9788,46471.0
2024-01-27,40.1881,40.2081,39.6797,39.9788,46471.0
2024-01-28,40.1881,40.2081,39.6797,39.9788,46471.0
2024-01-29,39.8492,40.0585,39.7196,39.9389,65062.0
2024-01-30,39.9887,40.3874,39.1912,39.4404,41324.0
2024-01-31,39.6199,40.0585,39.2809,39.2809,56884.0
2024-02-01,39.2809,39.5999,38.3736,38.7126,69439.0
2024-02-02,38.3537,38.922,36.6987,36.8981,55326.0
2024-02-03,38.3537,38.922,36.6987,36.8981,55326.0
2024-02-04,38.3537,38.922,36.6987,36.8981,55326.0
2024-02-05,36.7187,37.1573,36.0956,36.7585,90912.0
2024-02-06,36.7585,37.5362,36.5493,37.4365,42489.0
2024-02-07,37.4465,37.6259,37.0477,37.2271,44310.0
2024-02-08,37.1175,37.9649,36.6888,37.8552,93911.0
2024-02-09,37.8652,38.6039,37.6699,38.3537,50771.0
2024-02-10,37.8652,38.6039,37.6699,38.3537,50771.0
2024-02-11,37.8652,38.6039,37.6699,38.3537,50771.0
2024-02-12,38.2739,38.9619,38.1544,38.8721,47374.0
2024-02-13,38.5631,38.8821,37.1374,37.4265,150003.0
2024-02-14,38.0247,39.8093,37.0078,39.7196,59593.0
2024-02-15,39.7594,39.9239,39.1413,39.261,86802.0
2024-02-16,39.4304,39.9713,38.5431,39.1114,81610.0
2024-02-17,39.4304,39.9713,38.5431,39.1114,81610.0
2024-02-18,39.4304,39.9713,38.5431,39.1114,81610.0
2024-02-19,39.4304,39.9713,38.5431,39.1114,81610.0
2024-02-20,38.7924,39.231,38.3293,38.932,84617.0
2024-02-21,38.8821,39.56,38.8821,39.4803,26883.0
2024-02-22,39.3108,39.899,38.7525,39.5501,81284.0
2024-02-23,39.6697,39.9987,39.3108,39.8791,44018.0
2024-02-24,39.6697,39.9987,39.3108,39.8791,44018.0
2024-02-25,39.6697,39.9987,39.3108,39.8791,44018.0
2024-02-26,39.6199,40.5271,39.6199,40.4374,140979.0
2024-02-27,40.5072,41.873,40.3676,40.7564,126853.0
2024-02-28,40.557,41.3446,40.238,40.8262,65978.0
2024-02-29,41.1951,41.3745,39.7096,40.1981,123642.0
2024-03-01,40.3676,40.6368,40.1981,40.4374,61013.0
2024-03-02,40.3676,40.6368,40.1981,40.4374,61013.0
2024-03-03,40.3676,40.6368,40.1981,40.4374,61013.0
2024-03-04,40.2878,40.7365,39.899,40.0884,85725.0
2024-03-05,40.0785,40.3177,39.3507,39.5301,50600.0
2024-03-06,39.5501,40.4773,39.0516,40.2081,77761.0
2024-03-07,40.1782,40.6019,39.9539,40.2978,44307.0
2024-03-08,40.557,40.6468,40.1383,40.3377,72234.0
2024-03-09,40.557,40.6468,40.1383,40.3377,72234.0
2024-03-10,40.557,40.6468,40.1383,40.3377,72234.0
2024-03-11,40.1084,40.4972,40.0187,40.1184,41415.0
2024-03-12,40.0087,40.3227,39.8093,39.9688,25066.0
2024-03-13,39.8591,40.2779,39.6897,39.9489,38433.0
2024-03-14,39.7894,39.8841,39.1912,39.5501,35366.0
2024-03-15,39.2909,39.7395,39.2909,39.58,85195.0
2024-03-16,39.2909,39.7395,39.2909,39.58,85195.0
2024-03-17,39.2909,39.7395,39.2909,39.58,85195.0
2024-03-18,39.4903,40.3227,39.3806,39.6498,47542.0
2024-03-19,39.7495,39.8791,39.5351,39.7694,49469.0
2024-03-20,39.7794,40.4573,39.5301,40.1981,79172.0
2024-03-21,40.1582,40.567,39.9987,40.2779,84332.0
2024-03-22,40.2779,40.5271,39.6498,39.8591,52554.0
2024-03-23,40.2779,40.5271,39.6498,39.8591,52554.0
2024-03-24,40.2779,40.5271,39.6498,39.8591,52554.0
2024-03-25,39.8791,39.9289,39.1214,39.3607,41779.0
2024-03-26,39.5401,40.0137,39.4304,39.58,86736.0
2024-03-27,39.85,39.85,39.3,39.4,55627.0
2024-03-28,39.25,39.8399,39.25,39.61,61761.0
2024-03-29,39.25,39.8399,39.25,39.61,61761.0
2024-03-30,39.25,39.8399,39.25,39.61,61761.0
2024-03-31,39.25,39.8399,39.25,39.61,61761.0
2024-04-01,39.97,39.98,38.98,39.34,49732.0
2024-04-02,38.97,39.46,36.43,36.58,58993.0
2024-04-03,36.32,36.64,36.085,36.26,49057.0
2024-04-04,36.62,37.325,36.5,37.09,55905.0
2024-04-05,36.96,37.39,36.5273,37.0,31862.0
2024-04-06,36.96,37.39,36.5273,37.0,31862.0
2024-04-07,36.96,37.39,36.5273,37.0,31862.0
2024-04-08,37.18,37.75,36.9656,37.26,17351.0
