,CFFN US Equity,CFFN US Equity,CFFN US Equity,CFFN US Equity,CFFN US Equity
2023-08-08,6.0927,6.1995,5.9278,6.1898,656286.0
2023-08-09,6.1801,6.1801,6.0782,6.151,851025.0
2023-08-10,6.1801,6.2189,6.083,6.1218,570935.0
2023-08-11,6.0927,6.1558,6.083,6.1218,554168.0
2023-08-12,6.0927,6.1558,6.083,6.1218,554168.0
2023-08-13,6.0927,6.1558,6.083,6.1218,554168.0
2023-08-14,6.083,6.083,5.9666,6.0151,541170.0
2023-08-15,5.9375,5.9957,5.8599,5.8696,727285.0
2023-08-16,5.8599,5.923,5.8114,5.8211,530011.0
2023-08-17,5.8211,5.9278,5.8114,5.9278,620485.0
2023-08-18,5.889,6.1024,5.8696,6.0345,2352752.0
2023-08-19,5.889,6.1024,5.8696,6.0345,2352752.0
2023-08-20,5.889,6.1024,5.8696,6.0345,2352752.0
2023-08-21,6.0054,6.0345,5.8648,5.9084,895828.0
2023-08-22,5.9181,5.9764,5.8211,5.8308,882669.0
2023-08-23,5.8211,5.8696,5.7726,5.8211,511194.0
2023-08-24,5.792,5.9278,5.7241,5.7532,604458.0
2023-08-25,5.7532,5.8211,5.6077,5.6271,448664.0
2023-08-26,5.7532,5.8211,5.6077,5.6271,448664.0
2023-08-27,5.7532,5.8211,5.6077,5.6271,448664.0
2023-08-28,5.6756,5.7192,5.6125,5.6368,445988.0
2023-08-29,5.5688,5.6659,5.5688,5.6271,526140.0
2023-08-30,5.598,5.6319,5.5688,5.598,432544.0
2023-08-31,5.598,5.6077,5.4912,5.5009,636613.0
2023-09-01,5.5397,5.6271,5.53,5.6174,1063604.0
2023-09-02,5.5397,5.6271,5.53,5.6174,1063604.0
2023-09-03,5.5397,5.6271,5.53,5.6174,1063604.0
2023-09-04,5.5397,5.6271,5.53,5.6174,1063604.0
2023-09-05,5.5688,5.5688,5.4039,5.4718,922630.0
2023-09-06,5.4815,5.6174,5.3748,5.3845,558841.0
2023-09-07,5.3845,5.4379,5.336,5.3554,732362.0
2023-09-08,5.3651,5.4718,5.3554,5.4427,723874.0
2023-09-09,5.3651,5.4718,5.3554,5.4427,723874.0
2023-09-10,5.3651,5.4718,5.3554,5.4427,723874.0
2023-09-11,5.4427,5.4912,5.239,5.2487,693085.0
2023-09-12,5.2584,5.3069,5.1856,5.2099,794700.0
2023-09-13,5.2196,5.2196,5.0546,5.0741,820944.0
2023-09-14,5.1226,5.2826,5.0838,5.2681,1573742.0
2023-09-15,5.2487,5.2487,5.0595,5.0935,3162946.0
2023-09-16,5.2487,5.2487,5.0595,5.0935,3162946.0
2023-09-17,5.2487,5.2487,5.0595,5.0935,3162946.0
2023-09-18,5.1323,5.1323,4.9673,4.9673,927159.0
2023-09-19,4.9673,5.005,4.6763,4.8121,1296200.0
2023-09-20,4.88,5.0498,4.8412,4.8412,820796.0
2023-09-21,4.8024,4.8897,4.7199,4.7927,1378159.0
2023-09-22,4.8024,4.8606,4.7248,4.7636,793185.0
2023-09-23,4.8024,4.8606,4.7248,4.7636,793185.0
2023-09-24,4.8024,4.8606,4.7248,4.7636,793185.0
2023-09-25,4.7539,4.8267,4.7054,4.7733,776127.0
2023-09-26,4.7345,4.749,4.4919,4.5016,929967.0
2023-09-27,4.5307,4.5307,4.4434,4.4822,1005034.0
2023-09-28,4.4919,4.5671,4.4871,4.5113,874750.0
2023-09-29,4.5502,4.6811,4.5113,4.6278,882987.0
2023-09-30,4.5502,4.6811,4.5113,4.6278,882987.0
2023-10-01,4.5502,4.6811,4.5113,4.6278,882987.0
2023-10-02,4.6084,4.652,4.4677,4.4822,1015652.0
2023-10-03,4.4628,4.4992,4.4095,4.424,660121.0
2023-10-04,4.4434,4.4434,4.3561,4.4434,494667.0
2023-10-05,4.4434,4.5405,4.4337,4.521,677655.0
2023-10-06,4.4725,4.555,4.4192,4.5113,883460.0
2023-10-07,4.4725,4.555,4.4192,4.5113,883460.0
2023-10-08,4.4725,4.555,4.4192,4.5113,883460.0
2023-10-09,4.4919,4.5696,4.4531,4.521,508895.0
2023-10-10,4.521,4.7151,4.521,4.686,831781.0
2023-10-11,4.6763,4.7248,4.5647,4.6472,517729.0
2023-10-12,4.6375,4.6375,4.5113,4.5307,410790.0
2023-10-13,4.5502,4.5793,4.3367,4.3464,410910.0
2023-10-14,4.5502,4.5793,4.3367,4.3464,410910.0
2023-10-15,4.5502,4.5793,4.3367,4.3464,410910.0
2023-10-16,4.3852,4.4725,4.3173,4.4434,1184439.0
2023-10-17,4.4434,4.589,4.4337,4.5113,1071582.0
2023-10-18,4.5016,4.5065,4.3464,4.3755,696355.0
2023-10-19,4.3755,4.4725,4.3173,4.327,892836.0
2023-10-20,4.3464,4.4143,4.2203,4.23,1045025.0
2023-10-21,4.3464,4.4143,4.2203,4.23,1045025.0
2023-10-22,4.3464,4.4143,4.2203,4.23,1045025.0
2023-10-23,4.1912,4.2979,4.1815,4.2203,666829.0
2023-10-24,4.2397,4.2979,4.0942,4.1136,973963.0
2023-10-25,4.1524,4.3998,4.1427,4.3464,1577965.0
2023-10-26,4.3949,5.0158,4.3949,4.8509,2233190.0
2023-10-27,4.977,5.0061,4.7345,4.7733,1709036.0
2023-10-28,4.977,5.0061,4.7345,4.7733,1709036.0
2023-10-29,4.977,5.0061,4.7345,4.7733,1709036.0
2023-10-30,4.8024,4.9673,4.8024,4.8994,784641.0
2023-10-31,5.0449,5.1129,4.9722,5.0449,1454736.0
2023-11-01,5.0352,5.0595,4.9188,4.9576,942160.0
2023-11-02,4.9922,5.2585,4.9922,5.2585,934698.0
2023-11-03,5.4263,5.5841,5.3769,5.4559,1060148.0
2023-11-04,5.4263,5.5841,5.3769,5.4559,1060148.0
2023-11-05,5.4263,5.5841,5.3769,5.4559,1060148.0
2023-11-06,5.4263,5.5348,5.3621,5.5052,844483.0
2023-11-07,5.4657,5.4657,5.3671,5.3769,587536.0
2023-11-08,5.3572,5.372,5.2783,5.3177,697172.0
2023-11-09,5.3276,5.3325,5.0612,5.0908,709836.0
2023-11-10,5.1204,5.1303,4.9872,5.0119,737995.0
2023-11-11,5.1204,5.1303,4.9872,5.0119,737995.0
2023-11-12,5.1204,5.1303,4.9872,5.0119,737995.0
2023-11-13,5.002,5.0711,4.9179,5.002,438537.0
2023-11-14,5.1993,5.3957,5.1549,5.3572,1358268.0
2023-11-15,5.3276,5.3967,5.2388,5.298,933333.0
2023-11-16,5.3177,5.3177,5.15,5.1599,755598.0
2023-11-17,5.2289,5.3523,5.1895,5.2388,1145731.0
2023-11-18,5.2289,5.3523,5.1895,5.2388,1145731.0
2023-11-19,5.2289,5.3523,5.1895,5.2388,1145731.0
2023-11-20,5.2487,5.3177,5.1747,5.2289,645315.0
2023-11-21,5.1895,5.1895,5.1007,5.1303,597190.0
2023-11-22,5.1796,5.3967,5.081,5.1204,652811.0
2023-11-23,5.1796,5.3967,5.081,5.1204,652811.0
2023-11-24,5.1204,5.1599,5.1007,5.1106,365270.0
2023-11-25,5.1204,5.1599,5.1007,5.1106,365270.0
2023-11-26,5.1204,5.1599,5.1007,5.1106,365270.0
2023-11-27,5.0908,5.15,5.0563,5.1401,1064066.0
2023-11-28,5.1697,5.3079,5.0711,5.2585,612092.0
2023-11-29,5.3572,5.4756,5.3128,5.3967,1007897.0
2023-11-30,5.4164,5.4953,5.2684,5.3177,999168.0
2023-12-01,5.3079,5.5545,5.2191,5.5447,2080673.0
2023-12-02,5.3079,5.5545,5.2191,5.5447,2080673.0
2023-12-03,5.3079,5.5545,5.2191,5.5447,2080673.0
2023-12-04,5.5052,5.7913,5.5052,5.7913,1197409.0
2023-12-05,5.7814,5.7814,5.5693,5.6334,718837.0
2023-12-06,5.663,5.7617,5.6038,5.6038,815068.0
2023-12-07,5.6532,5.7124,5.5841,5.7025,929943.0
2023-12-08,5.7124,5.7962,5.6828,5.7025,654932.0
2023-12-09,5.7124,5.7962,5.6828,5.7025,654932.0
2023-12-10,5.7124,5.7962,5.6828,5.7025,654932.0
2023-12-11,5.7025,5.7025,5.5841,5.6926,922161.0
2023-12-12,5.6828,5.7814,5.6038,5.7321,625247.0
2023-12-13,5.7124,6.0873,5.663,6.0774,1452068.0
2023-12-14,6.2254,6.4425,6.2254,6.3635,1959082.0
2023-12-15,6.5016,6.5016,6.3043,6.3833,2274740.0
2023-12-16,6.5016,6.5016,6.3043,6.3833,2274740.0
2023-12-17,6.5016,6.5016,6.3043,6.3833,2274740.0
2023-12-18,6.3833,6.5214,6.3043,6.3339,1323118.0
2023-12-19,6.3537,6.5608,6.3339,6.551,1157135.0
2023-12-20,6.551,6.7236,6.3931,6.4721,1130797.0
2023-12-21,6.5411,6.6398,6.4868,6.5312,565628.0
2023-12-22,6.5806,6.7088,6.5411,6.6003,953572.0
2023-12-23,6.5806,6.7088,6.5411,6.6003,953572.0
2023-12-24,6.5806,6.7088,6.5411,6.6003,953572.0
2023-12-25,6.5806,6.7088,6.5411,6.6003,953572.0
2023-12-26,6.6398,6.7088,6.5806,6.6792,755188.0
2023-12-27,6.6792,6.6891,6.5707,6.5806,596021.0
2023-12-28,6.551,6.5608,6.4721,6.5016,485245.0
2023-12-29,6.4721,6.4868,6.3339,6.3635,913068.0
2023-12-30,6.4721,6.4868,6.3339,6.3635,913068.0
2023-12-31,6.4721,6.4868,6.3339,6.3635,913068.0
2024-01-01,6.4721,6.4868,6.3339,6.3635,913068.0
2024-01-02,6.3043,6.4573,6.2254,6.3537,742713.0
2024-01-03,6.3043,6.3487,6.0996,6.1169,764907.0
2024-01-04,6.1366,6.2285,6.0379,6.0478,781513.0
2024-01-05,5.9886,6.1514,5.9886,6.0774,1065565.0
2024-01-06,5.9886,6.1514,5.9886,6.0774,1065565.0
2024-01-07,5.9886,6.1514,5.9886,6.0774,1065565.0
2024-01-08,6.0774,6.0873,5.9615,6.0182,702386.0
2024-01-09,5.9196,5.959,5.8258,5.9196,669242.0
2024-01-10,5.8702,6.107,5.8702,6.0971,861356.0
2024-01-11,6.0281,6.0577,5.8209,5.9788,940998.0
2024-01-12,6.0379,6.0725,5.7864,5.9196,625200.0
2024-01-13,6.0379,6.0725,5.7864,5.9196,625200.0
2024-01-14,6.0379,6.0725,5.7864,5.9196,625200.0
2024-01-15,6.0379,6.0725,5.7864,5.9196,625200.0
2024-01-16,5.8209,5.89,5.7025,5.742,676979.0
2024-01-17,5.6334,5.7617,5.6137,5.7617,861767.0
2024-01-18,5.7716,5.7765,5.663,5.7617,723478.0
2024-01-19,5.8012,5.89,5.7124,5.89,604702.0
2024-01-20,5.8012,5.89,5.7124,5.89,604702.0
2024-01-21,5.8012,5.89,5.7124,5.89,604702.0
2024-01-22,5.9492,6.1662,5.9196,6.0675,871230.0
2024-01-23,6.1169,6.1267,5.9788,5.9985,682167.0
2024-01-24,5.9985,6.1761,5.9442,5.959,1367545.0
2024-01-25,6.0873,6.4375,6.0429,6.3142,1294711.0
2024-01-26,6.3537,6.5016,6.3241,6.3537,1256132.0
2024-01-27,6.3537,6.5016,6.3241,6.3537,1256132.0
2024-01-28,6.3537,6.5016,6.3241,6.3537,1256132.0
2024-01-29,6.3142,6.4918,6.266,6.4721,945734.0
2024-01-30,6.4425,6.5214,6.4129,6.4918,727054.0
2024-01-31,6.4129,6.4819,6.255,6.255,1675319.0
2024-02-01,6.29,6.4,6.14,6.34,1245622.0
2024-02-02,6.18,6.285,6.06,6.19,1238225.0
2024-02-03,6.18,6.285,6.06,6.19,1238225.0
2024-02-04,6.18,6.285,6.06,6.19,1238225.0
2024-02-05,6.09,6.095,5.865,6.03,1442013.0
2024-02-06,6.04,6.1,5.9,5.91,903893.0
2024-02-07,5.89,5.9044,5.735,5.83,1225994.0
2024-02-08,5.84,6.03,5.84,5.92,927430.0
2024-02-09,5.92,6.12,5.835,6.11,1047131.0
2024-02-10,5.92,6.12,5.835,6.11,1047131.0
2024-02-11,5.92,6.12,5.835,6.11,1047131.0
2024-02-12,6.12,6.25,6.1,6.16,1046560.0
2024-02-13,5.95,5.97,5.72,5.8,1405770.0
2024-02-14,5.9,5.99,5.785,5.9,998739.0
2024-02-15,5.98,6.115,5.94,6.07,932572.0
2024-02-16,6.0,6.03,5.8101,5.89,832269.0
2024-02-17,6.0,6.03,5.8101,5.89,832269.0
2024-02-18,6.0,6.03,5.8101,5.89,832269.0
2024-02-19,6.0,6.03,5.8101,5.89,832269.0
2024-02-20,5.81,5.975,5.77,5.9,755269.0
2024-02-21,5.89,5.95,5.82,5.94,795315.0
2024-02-22,5.91,5.965,5.8,5.86,799480.0
2024-02-23,5.86,5.91,5.78,5.84,583401.0
2024-02-24,5.86,5.91,5.78,5.84,583401.0
2024-02-25,5.86,5.91,5.78,5.84,583401.0
2024-02-26,5.8,5.87,5.72,5.75,705399.0
2024-02-27,5.78,5.835,5.72,5.74,742024.0
2024-02-28,5.67,5.795,5.6333,5.73,1101201.0
2024-02-29,5.88,5.95,5.76,5.79,1090027.0
2024-03-01,5.75,5.7883,5.64,5.65,815860.0
2024-03-02,5.75,5.7883,5.64,5.65,815860.0
2024-03-03,5.75,5.7883,5.64,5.65,815860.0
2024-03-04,5.65,5.73,5.55,5.57,883183.0
2024-03-05,5.57,5.935,5.53,5.81,1388844.0
2024-03-06,5.83,5.855,5.655,5.84,1359045.0
2024-03-07,5.91,5.94,5.79,5.83,846117.0
2024-03-08,5.9,5.965,5.86,5.89,703967.0
2024-03-09,5.9,5.965,5.86,5.89,703967.0
2024-03-10,5.9,5.965,5.86,5.89,703967.0
2024-03-11,5.85,5.9,5.8,5.83,519072.0
2024-03-12,5.83,5.83,5.675,5.76,814636.0
2024-03-13,5.73,5.885,5.73,5.83,820028.0
2024-03-14,5.79,5.8,5.655,5.69,1043966.0
2024-03-15,5.67,5.86,5.67,5.83,2388575.0
2024-03-16,5.67,5.86,5.67,5.83,2388575.0
2024-03-17,5.67,5.86,5.67,5.83,2388575.0
2024-03-18,5.81,5.81,5.585,5.6,1018615.0
2024-03-19,5.6,5.655,5.51,5.51,827994.0
2024-03-20,5.45,5.83,5.41,5.75,917409.0
2024-03-21,5.79,5.88,5.46,5.81,966171.0
2024-03-22,5.83,5.86,5.63,5.63,593820.0
2024-03-23,5.83,5.86,5.63,5.63,593820.0
2024-03-24,5.83,5.86,5.63,5.63,593820.0
2024-03-25,5.69,5.74,5.65,5.66,487181.0
2024-03-26,5.67,5.72,5.554,5.6,698666.0
2024-03-27,5.65,5.9,5.64,5.9,646039.0
2024-03-28,5.9,6.04,5.9,5.96,863394.0
2024-03-29,5.9,6.04,5.9,5.96,863394.0
2024-03-30,5.9,6.04,5.9,5.96,863394.0
2024-03-31,5.9,6.04,5.9,5.96,863394.0
2024-04-01,5.93,5.93,5.75,5.76,532186.0
2024-04-02,5.67,5.73,5.565,5.66,987588.0
2024-04-03,5.61,5.67,5.54,5.55,675563.0
2024-04-04,5.65,5.7,5.535,5.57,630292.0
2024-04-05,5.56,5.57,5.43,5.46,383896.0
2024-04-06,5.56,5.57,5.43,5.46,383896.0
2024-04-07,5.56,5.57,5.43,5.46,383896.0
2024-04-08,5.48,5.55,5.465,5.5,613963.0
